Orthogroup	BTRY.longest_only	DEUG.longest_only
OG0007773	LOC120768312|XP_039950885.1|BTRY	LOC108113434|XP_017079487.1|DEUG
OG0007774	LOC120776042|XP_039962421.1|BTRY	LOC108104891|XP_017066710.1|DEUG
OG0007775	LOC120774718|XP_039960403.1|BTRY	LOC108102928|XP_017063675.1|DEUG
OG0007776	LOC120773402|XP_039958194.1|BTRY	LOC108109974|XP_017074283.1|DEUG
OG0007777	LOC120771251|XP_039955100.1|BTRY	LOC108102998|XP_017063804.1|DEUG
OG0007778	LOC120775869|XP_039962173.1|BTRY	LOC108105107|XP_017067030.1|DEUG
OG0007779	LOC120777211|XP_039964320.1|BTRY	LOC108114668|XP_017081235.1|DEUG
OG0007780	LOC120776069|XP_039962473.1|BTRY	LOC108103334|XP_017064259.1|DEUG
OG0007781	LOC120773767|XP_039958778.1|BTRY	LOC108117705|XP_017085741.1|DEUG
OG0007782	LOC120774543|XP_039960206.1|BTRY	LOC108110409|XP_017074965.1|DEUG
OG0007783	LOC120773613|XP_039958547.1|BTRY	LOC108103219|XP_017064106.1|DEUG
OG0007784	LOC120767016|XP_039948781.1|BTRY	LOC108114975|XP_017081684.1|DEUG
OG0007785	LOC120773821|XP_039958863.1|BTRY	LOC108117499|XP_017085472.1|DEUG
OG0007786	LOC120768485|XP_039951134.1|BTRY	LOC108110526|XP_017075096.1|DEUG
OG0007787	LOC120782196|XP_039970274.1|BTRY	LOC108111340|XP_017076257.1|DEUG
OG0007788	LOC120772242|XP_039956675.1|BTRY	LOC108115648|XP_017082691.1|DEUG
OG0007789	LOC120782648|XP_039970955.1|BTRY	LOC108110218|XP_017074689.1|DEUG
OG0007790	LOC120767000|XP_039948744.1|BTRY	LOC108115984|XP_017083132.1|DEUG
OG0007791	LOC120776835|XP_039963794.1|BTRY	LOC108115855|XP_017082965.1|DEUG
OG0007792	LOC120775626|XP_039961814.1|BTRY	LOC108105055|XP_017066960.1|DEUG
OG0007793	LOC120766791|XP_039948425.1|BTRY	LOC108116359|XP_017083672.1|DEUG
OG0007794	LOC120774170|XP_039959525.1|BTRY	LOC108103754|XP_017064854.1|DEUG
OG0007795	LOC120775784|XP_039962054.1|BTRY	LOC108103717|XP_017064802.1|DEUG
OG0007796	LOC120768142|XP_039950633.1|BTRY	LOC108113747|XP_017079929.1|DEUG
OG0007797	LOC120780830|XP_039969009.1|BTRY	LOC108111372|XP_017076293.1|DEUG
OG0007798	LOC120776697|XP_039963519.1|BTRY	LOC108111373|XP_017076294.1|DEUG
OG0007799	LOC120776627|XP_039963371.1|BTRY	LOC108115628|XP_017082668.1|DEUG
OG0007800	LOC120766623|XP_039948168.1|BTRY	LOC108115716|XP_017082777.1|DEUG
OG0007801	LOC120780353|XP_039968580.1|BTRY	LOC108113766|XP_017079953.1|DEUG
OG0007802	LOC120780492|XP_039968703.1|BTRY	LOC108109854|XP_017074120.1|DEUG
OG0007803	LOC120766553|XP_039948071.1|BTRY	LOC108117026|XP_017084684.1|DEUG
OG0007804	LOC120773853|XP_039958925.1|BTRY	LOC108116999|XP_017084656.1|DEUG
OG0007805	LOC120773702|XP_039958670.1|BTRY	LOC108117716|XP_017085761.1|DEUG
OG0007806	LOC120773699|XP_039958665.1|BTRY	LOC108117715|XP_017085760.1|DEUG
OG0007809	LOC120775428|XP_039961546.1|BTRY	LOC108105075|XP_017066988.1|DEUG
OG0007810	LOC120775780|XP_039962051.1|BTRY	LOC108111049|XP_017075867.1|DEUG
OG0007811	LOC120777755|XP_039965191.1|BTRY	LOC108117502|XP_017085471.1|DEUG
OG0007812	LOC120774436|XP_039960010.1|BTRY	LOC108117625|XP_017085644.1|DEUG
OG0007813	LOC120766635|XP_039948187.1|BTRY	LOC108117521|XP_017085506.1|DEUG
OG0007814	LOC120775022|XP_039960910.1|BTRY	LOC108117619|XP_017085634.1|DEUG
OG0007815	LOC120775452|XP_039961572.1|BTRY	LOC108103177|XP_017064052.1|DEUG
OG0007816	LOC120766295|XP_039947632.1|BTRY	LOC108114455|XP_017080945.1|DEUG
OG0007817	LOC120770326|XP_039953650.1|BTRY	LOC108115359|XP_017082274.1|DEUG
OG0007818	LOC120775483|XP_039961620.1|BTRY	LOC108116697|XP_017084200.1|DEUG
OG0007819	LOC120775481|XP_039961615.1|BTRY	LOC108105033|XP_017066921.1|DEUG
OG0007820	LOC120780204|XP_039968401.1|BTRY	LOC108105211|XP_017067155.1|DEUG
OG0007821	LOC120782658|XP_039970967.1|BTRY	LOC108111450|XP_017076408.1|DEUG
OG0007822	LOC120766311|XP_039947663.1|BTRY	LOC108111449|XP_017076406.1|DEUG
OG0007823	LOC120778198|XP_039965879.1|BTRY	LOC108111364|XP_017076286.1|DEUG
OG0007824	LOC120782183|XP_039970259.1|BTRY	LOC108115972|XP_017083104.1|DEUG
OG0007825	LOC120773123|XP_039958056.1|BTRY	LOC108116865|XP_017084421.1|DEUG
OG0007826	LOC120766651|XP_039948215.1|BTRY	LOC108115987|XP_017083136.1|DEUG
OG0007827	LOC120773357|XP_039958115.1|BTRY	LOC108109740|XP_017073887.1|DEUG
OG0007828	LOC120777494|XP_039964772.1|BTRY	LOC108107781|XP_017070966.1|DEUG
OG0007829	LOC120771016|XP_039954729.1|BTRY	LOC108115004|XP_017081734.1|DEUG
OG0007830	LOC120782377|XP_039970552.1|BTRY	LOC108116821|XP_017084360.1|DEUG
OG0007831	LOC120774785|XP_039960497.1|BTRY	LOC108110052|XP_017074417.1|DEUG
OG0007832	LOC120773543|XP_039958434.1|BTRY	LOC108109706|XP_017073824.1|DEUG
OG0007833	LOC120775511|XP_039961654.1|BTRY	LOC108103652|XP_017064698.1|DEUG
OG0007835	LOC120780260|XP_039968451.1|BTRY	LOC108113774|XP_017079960.1|DEUG
OG0007836	LOC120769765|XP_039952874.1|BTRY	LOC108116898|XP_017084497.1|DEUG
OG0007837	LOC120766633|XP_039948185.1|BTRY	LOC108115282|XP_017082131.1|DEUG
OG0007838	LOC120766567|XP_039948092.1|BTRY	LOC108115253|XP_017082099.1|DEUG
OG0007839	LOC120775958|XP_039962304.1|BTRY	LOC108103154|XP_017064021.1|DEUG
OG0007840	LOC120777512|XP_039964816.1|BTRY	LOC108111445|XP_017076403.1|DEUG
OG0007841	LOC120767922|XP_039950219.1|BTRY	LOC108109568|XP_017073633.1|DEUG
OG0007842	LOC120767090|XP_039948907.1|BTRY	LOC108116019|XP_017083194.1|DEUG
OG0007843	LOC120767207|XP_039948953.1|BTRY	LOC108115955|XP_017083081.1|DEUG
OG0007844	LOC120771638|XP_039955672.1|BTRY	LOC108112253|XP_017077564.1|DEUG
OG0007845	LOC120782692|XP_039971021.1|BTRY	LOC108117006|XP_017084663.1|DEUG
OG0007846	LOC120774792|XP_039960511.1|BTRY	LOC108103696|XP_017064781.1|DEUG
OG0007847	LOC120782514|XP_039970756.1|BTRY	LOC108116691|XP_017084194.1|DEUG
OG0007848	LOC120768265|XP_039950799.1|BTRY	LOC108116692|XP_017084195.1|DEUG
OG0007849	LOC120782206|XP_039970292.1|BTRY	LOC108110275|XP_017074754.1|DEUG
OG0007850	LOC120782110|XP_039970192.1|BTRY	LOC108110264|XP_017074744.1|DEUG
OG0007851	LOC120766233|XP_039947545.1|BTRY	LOC108115778|XP_017082838.1|DEUG
OG0007852	LOC120782284|XP_039970421.1|BTRY	LOC108111807|XP_017076897.1|DEUG
OG0007853	LOC120771063|XP_039954847.1|BTRY	LOC108115954|XP_017083080.1|DEUG
OG0007854	LOC120766493|XP_039947979.1|BTRY	LOC108116687|XP_017084189.1|DEUG
OG0007855	LOC120766402|XP_039947785.1|BTRY	LOC108108367|XP_017071903.1|DEUG
OG0007856	LOC120768283|XP_039950823.1|BTRY	LOC108116693|XP_017084196.1|DEUG
OG0007857	LOC120771760|XP_039955880.1|BTRY	LOC108116672|XP_017084158.1|DEUG
OG0007858	LOC120767839|XP_039950064.1|BTRY	LOC108106104|XP_017068467.1|DEUG
OG0007859	LOC120773735|XP_039958725.1|BTRY	LOC108103134|XP_017063993.1|DEUG
OG0007860	LOC120780475|XP_039968684.1|BTRY	LOC108116420|XP_017083796.1|DEUG
OG0007861	LOC120780636|XP_039968828.1|BTRY	LOC108116301|XP_017083579.1|DEUG
OG0007862	LOC120772370|XP_039956918.1|BTRY	LOC108111319|XP_017076203.1|DEUG
OG0007863	LOC120768301|XP_039950865.1|BTRY	LOC108118407|XP_017086571.1|DEUG
OG0007864	LOC120782852|XP_039971313.1|BTRY	LOC108109526|XP_017073575.1|DEUG
OG0007865	LOC120778525|XP_039966294.1|BTRY	LOC108114432|XP_017080912.1|DEUG
OG0007866	LOC120779408|XP_039967540.1|BTRY	LOC108117067|XP_017084729.1|DEUG
OG0007867	LOC120782327|XP_039970486.1|BTRY	LOC108115698|XP_017082757.1|DEUG
OG0007868	LOC120774052|XP_039959293.1|BTRY	LOC108113699|XP_017079864.1|DEUG
OG0007869	LOC120773487|XP_039958358.1|BTRY	LOC108103207|XP_017064086.1|DEUG
OG0007870	LOC120778955|XP_039966962.1|BTRY	LOC108114147|XP_017080421.1|DEUG
OG0007871	LOC120774743|XP_039960433.1|BTRY	LOC108110097|XP_017074481.1|DEUG
OG0007873	LOC120777386|XP_039964613.1|BTRY	LOC108102746|XP_017063386.1|DEUG
OG0007874	LOC120774732|XP_039960419.1|BTRY	LOC108104429|XP_017065973.1|DEUG
OG0007875	LOC120771468|XP_039955414.1|BTRY	LOC108112166|XP_017077428.1|DEUG
OG0007876	LOC120775307|XP_039961374.1|BTRY	LOC108103273|XP_017064174.1|DEUG
OG0007877	LOC120773784|XP_039958807.1|BTRY	LOC108110022|XP_017074355.1|DEUG
OG0007878	LOC120781294|XP_039969426.1|BTRY	LOC108109253|XP_017073225.1|DEUG
OG0007879	LOC120777958|XP_039965510.1|BTRY	LOC108108545|XP_017072108.1|DEUG
OG0007880	LOC120770595|XP_039954127.1|BTRY	LOC108110406|XP_017074963.1|DEUG
OG0007881	LOC120778274|XP_039965987.1|BTRY	LOC108108181|XP_017071614.1|DEUG
OG0007882	LOC120776795|XP_039963715.1|BTRY	LOC108108138|XP_017071552.1|DEUG
OG0007883	LOC120777308|XP_039964481.1|BTRY	LOC108108029|XP_017071386.1|DEUG
OG0007885	LOC120771668|XP_039955718.1|BTRY	LOC108112168|XP_017077432.1|DEUG
OG0007887	LOC120780130|XP_039968345.1|BTRY	LOC108108137|XP_017071551.1|DEUG
OG0007888	LOC120778515|XP_039966283.1|BTRY	LOC108114607|XP_017081158.1|DEUG
OG0007889	LOC120778241|XP_039965935.1|BTRY	LOC108114727|XP_017081324.1|DEUG
OG0007890	LOC120777756|XP_039965188.1|BTRY	LOC108109849|XP_017074096.1|DEUG
OG0007891	LOC120774388|XP_039959932.1|BTRY	LOC108105554|XP_017067682.1|DEUG
OG0007893	LOC120770209|XP_039953396.1|BTRY	LOC108109186|XP_017073108.1|DEUG
OG0007894	LOC120776656|XP_039963451.1|BTRY	LOC108108270|XP_017071716.1|DEUG
OG0007895	LOC120778643|XP_039966478.1|BTRY	LOC108104641|XP_017066305.1|DEUG
OG0007896	LOC120775152|XP_039961122.1|BTRY	LOC108114666|XP_017081233.1|DEUG
OG0007897	LOC120778296|XP_039966016.1|BTRY	LOC108108206|XP_017071652.1|DEUG
OG0007899	LOC120777681|XP_039965081.1|BTRY	LOC108108574|XP_017072154.1|DEUG
OG0007900	LOC120772007|XP_039956301.1|BTRY	LOC108112563|XP_017077999.1|DEUG
OG0007902	LOC120775104|XP_039961050.1|BTRY	LOC108110101|XP_017074483.1|DEUG
OG0007903	LOC120776678|XP_039963486.1|BTRY	LOC108114565|XP_017081104.1|DEUG
OG0007904	LOC120776717|XP_039963549.1|BTRY	LOC108114535|XP_017081062.1|DEUG
OG0007906	LOC120778969|XP_039966979.1|BTRY	LOC108108143|XP_017071559.1|DEUG
OG0007907	LOC120777587|XP_039964935.1|BTRY	LOC108107551|XP_017070593.1|DEUG
OG0007908	LOC120777588|XP_039964936.1|BTRY	LOC108107552|XP_017070596.1|DEUG
OG0007909	LOC120773345|XP_039958099.1|BTRY	LOC108104415|XP_017065959.1|DEUG
OG0007910	LOC120777816|XP_039965288.1|BTRY	LOC108108643|XP_017072233.1|DEUG
OG0007911	LOC120776349|XP_039962838.1|BTRY	LOC108107976|XP_017071309.1|DEUG
OG0007912	LOC120776351|XP_039962840.1|BTRY	LOC108113707|XP_017079878.1|DEUG
OG0007913	LOC120776353|XP_039962842.1|BTRY	LOC108107982|XP_017071314.1|DEUG
OG0007914	LOC120778166|XP_039965833.1|BTRY	LOC108107946|XP_017071266.1|DEUG
OG0007915	LOC120778291|XP_039966010.1|BTRY	LOC108114221|XP_017080563.1|DEUG
OG0007916	LOC120767628|XP_039949722.1|BTRY	LOC108102494|XP_017063000.1|DEUG
OG0007917	LOC120781244|XP_039969318.1|BTRY	LOC108104457|XP_017066009.1|DEUG
OG0007918	LOC120770351|XP_039953688.1|BTRY	LOC108112861|XP_017078676.1|DEUG
OG0007919	LOC120770905|XP_039954515.1|BTRY	LOC108113019|XP_017078933.1|DEUG
OG0007920	LOC120771935|XP_039956166.1|BTRY	LOC108109290|XP_017073273.1|DEUG
OG0007921	LOC120772686|XP_039957358.1|BTRY	LOC108106790|XP_017069524.1|DEUG
OG0007922	LOC120780134|XP_039968355.1|BTRY	LOC108111819|XP_017076912.1|DEUG
OG0007923	LOC120774867|XP_039960631.1|BTRY	LOC108117595|XP_017085597.1|DEUG
OG0007924	LOC120770873|XP_039954434.1|BTRY	LOC108113203|XP_017079223.1|DEUG
OG0007925	LOC120772803|XP_039957520.1|BTRY	LOC108107488|XP_017070523.1|DEUG
OG0007926	LOC120771114|XP_039954897.1|BTRY	LOC108112831|XP_017078626.1|DEUG
OG0007927	LOC120769153|XP_039951967.1|BTRY	LOC108107055|XP_017069907.1|DEUG
OG0007928	LOC120769302|XP_039952163.1|BTRY	LOC108110678|XP_017075290.1|DEUG
OG0007929	LOC120768858|XP_039951547.1|BTRY	LOC108107002|XP_017069832.1|DEUG
OG0007930	LOC120772363|XP_039956862.1|BTRY	LOC108107222|XP_017070128.1|DEUG
OG0007931	LOC120767557|XP_039949622.1|BTRY	LOC108104208|XP_017065677.1|DEUG
OG0007932	LOC120773367|XP_039958127.1|BTRY	LOC108102982|XP_017063781.1|DEUG
OG0007933	LOC120766989|XP_039948726.1|BTRY	LOC108111501|XP_017076502.1|DEUG
OG0007934	LOC120782143|XP_039970215.1|BTRY	LOC108114947|XP_017081621.1|DEUG
OG0007935	LOC120767309|XP_039949166.1|BTRY	LOC108110418|XP_017074975.1|DEUG
OG0007936	LOC120781550|XP_039969717.1|BTRY	LOC108110786|XP_017075495.1|DEUG
OG0007937	LOC120769511|XP_039952482.1|BTRY	LOC108107009|XP_017069842.1|DEUG
OG0007938	LOC120768229|XP_039950748.1|BTRY	LOC108111000|XP_017075798.1|DEUG
OG0007939	LOC120767849|XP_039950082.1|BTRY	LOC108110925|XP_017075693.1|DEUG
OG0007940	LOC120767376|XP_039949288.1|BTRY	LOC108110933|XP_017075705.1|DEUG
OG0007942	LOC120775154|XP_039961125.1|BTRY	LOC108115197|XP_017082007.1|DEUG
OG0007943	LOC120769629|XP_039952668.1|BTRY	LOC108110416|XP_017074973.1|DEUG
OG0007944	LOC120776348|XP_039962837.1|BTRY	LOC108113687|XP_017079856.1|DEUG
OG0007945	LOC120769779|XP_039952894.1|BTRY	LOC108110703|XP_017075335.1|DEUG
OG0007946	LOC120769129|XP_039951929.1|BTRY	LOC108107354|XP_017070342.1|DEUG
OG0007947	LOC120769048|XP_039951832.1|BTRY	LOC108110672|XP_017075280.1|DEUG
OG0007948	LOC120768907|XP_039951604.1|BTRY	LOC108105174|XP_017067111.1|DEUG
OG0007949	LOC120775251|XP_039961266.1|BTRY	LOC108103284|XP_017064184.1|DEUG
OG0007950	LOC120768183|XP_039950685.1|BTRY	LOC108115422|XP_017082347.1|DEUG
OG0007951	LOC120768435|XP_039951051.1|BTRY	LOC108102634|XP_017063241.1|DEUG
OG0007952	LOC120767464|XP_039949486.1|BTRY	LOC108102627|XP_017063229.1|DEUG
OG0007954	LOC120769375|XP_039952276.1|BTRY	LOC108107152|XP_017070050.1|DEUG
OG0007955	LOC120767547|XP_039949597.1|BTRY	LOC108110479|XP_017075043.1|DEUG
OG0007956	LOC120767264|XP_039949069.1|BTRY	LOC108114850|XP_017081485.1|DEUG
OG0007958	LOC120775891|XP_039962215.1|BTRY	LOC108102962|XP_017063748.1|DEUG
OG0007959	LOC120769703|XP_039952768.1|BTRY	LOC108105657|XP_017067834.1|DEUG
OG0007960	LOC120775954|XP_039962299.1|BTRY	LOC108110824|XP_017075548.1|DEUG
OG0007961	LOC120775158|XP_039961135.1|BTRY	LOC108113799|XP_017079996.1|DEUG
OG0007962	LOC120773788|XP_039958814.1|BTRY	LOC108105468|XP_017067556.1|DEUG
OG0007963	LOC120768250|XP_039950776.1|BTRY	LOC108110886|XP_017075632.1|DEUG
OG0007964	LOC120768410|XP_039951026.1|BTRY	LOC108106998|XP_017069827.1|DEUG
OG0007965	LOC120767746|XP_039949892.1|BTRY	LOC108113454|XP_017079519.1|DEUG
OG0007966	LOC120768614|XP_039951316.1|BTRY	LOC108111065|XP_017075887.1|DEUG
OG0007968	LOC120769570|XP_039952559.1|BTRY	LOC108110991|XP_017075792.1|DEUG
OG0007970	LOC120772867|XP_039957635.1|BTRY	LOC108113166|XP_017079170.1|DEUG
OG0007971	LOC120773541|XP_039958432.1|BTRY	LOC108111874|XP_017076991.1|DEUG
OG0007972	LOC120772058|XP_039956375.1|BTRY	LOC108106292|XP_017068750.1|DEUG
OG0007973	LOC120769146|XP_039951954.1|BTRY	LOC108104152|XP_017065542.1|DEUG
OG0007974	LOC120774010|XP_039959223.1|BTRY	LOC108103902|XP_017065134.1|DEUG
OG0007975	LOC120782500|XP_039970741.1|BTRY	LOC108115315|XP_017082209.1|DEUG
OG0007976	LOC120773899|XP_039959008.1|BTRY	LOC108118097|XP_017086139.1|DEUG
OG0007977	LOC120767945|XP_039950262.1|BTRY	LOC108106157|XP_017068555.1|DEUG
OG0007978	LOC120769316|XP_039952197.1|BTRY	LOC108102522|XP_017063048.1|DEUG
OG0007979	LOC120767254|XP_039949050.1|BTRY	LOC108114851|XP_017081486.1|DEUG
OG0007980	LOC120768556|XP_039951234.1|BTRY	LOC108115516|XP_017082504.1|DEUG
OG0007981	LOC120774033|XP_039959267.1|BTRY	LOC108110048|XP_017074413.1|DEUG
OG0007983	LOC120781669|XP_039969826.1|BTRY	LOC108105701|XP_017067900.1|DEUG
OG0007984	LOC120767822|XP_039950040.1|BTRY	LOC108107121|XP_017070002.1|DEUG
OG0007985	LOC120768006|XP_039950365.1|BTRY	LOC108110335|XP_017074855.1|DEUG
OG0007986	LOC120769782|XP_039952900.1|BTRY	LOC108104142|XP_017065532.1|DEUG
OG0007987	LOC120769407|XP_039952319.1|BTRY	LOC108110666|XP_017075272.1|DEUG
OG0007990	LOC120781481|XP_039969634.1|BTRY	LOC108110820|XP_017075544.1|DEUG
OG0007991	LOC120769187|XP_039952011.1|BTRY	LOC108110967|XP_017075755.1|DEUG
OG0007992	LOC120769445|XP_039952367.1|BTRY	LOC108110836|XP_017075565.1|DEUG
OG0007993	LOC120768050|XP_039950503.1|BTRY	LOC108109369|XP_017073335.1|DEUG
OG0007994	LOC120769080|XP_039951873.1|BTRY	LOC108110776|XP_017075484.1|DEUG
OG0007996	LOC120773837|XP_039958896.1|BTRY	LOC108106053|XP_017068397.1|DEUG
OG0007997	LOC120769085|XP_039951879.1|BTRY	LOC108108494|XP_017072037.1|DEUG
OG0007998	LOC120767245|XP_039949026.1|BTRY	LOC108107112|XP_017069990.1|DEUG
OG0007999	LOC120780489|XP_039968697.1|BTRY	LOC108111050|XP_017075868.1|DEUG
OG0008000	LOC120767833|XP_039950054.1|BTRY	LOC108110872|XP_017075607.1|DEUG
OG0008001	LOC120768956|XP_039951680.1|BTRY	LOC108104104|XP_017065492.1|DEUG
OG0008002	LOC120767606|XP_039949689.1|BTRY	LOC108110781|XP_017075489.1|DEUG
OG0008003	LOC120767956|XP_039950277.1|BTRY	LOC108104107|XP_017065495.1|DEUG
OG0008004	LOC120776110|XP_039962536.1|BTRY	LOC108105445|XP_017067519.1|DEUG
OG0008005	LOC120773381|XP_039958143.1|BTRY	LOC108110134|XP_017074529.1|DEUG
OG0008006	LOC120774151|XP_039959493.1|BTRY	LOC108105064|XP_017066972.1|DEUG
OG0008007	LOC120775523|XP_039961673.1|BTRY	LOC108110304|XP_017074803.1|DEUG
OG0008008	LOC120776825|XP_039963779.1|BTRY	LOC108108626|XP_017072215.1|DEUG
OG0008009	LOC120775575|XP_039961741.1|BTRY	LOC108110404|XP_017074961.1|DEUG
OG0008010	LOC120774538|XP_039960196.1|BTRY	LOC108103009|XP_017063822.1|DEUG
OG0008012	LOC120770069|XP_039953127.1|BTRY	LOC108113257|XP_017079295.1|DEUG
OG0008013	LOC120772661|XP_039957327.1|BTRY	LOC108109283|XP_017073263.1|DEUG
OG0008014	LOC120782579|XP_039970864.1|BTRY	LOC108114950|XP_017081625.1|DEUG
OG0008015	LOC120776807|XP_039963741.1|BTRY	LOC108114614|XP_017081166.1|DEUG
OG0008016	LOC120776810|XP_039963743.1|BTRY	LOC108114616|XP_017081168.1|DEUG
OG0008017	LOC120774195|XP_039959564.1|BTRY	LOC108103848|XP_017065034.1|DEUG
OG0008018	LOC120776088|XP_039962500.1|BTRY	LOC108118518|XP_017086752.1|DEUG
OG0008019	LOC120774146|XP_039959479.1|BTRY	LOC108105068|XP_017066977.1|DEUG
OG0008021	LOC120773991|XP_039959189.1|BTRY	LOC108118128|XP_017086167.1|DEUG
OG0008022	LOC120782488|XP_039970723.1|BTRY	LOC108115817|XP_017082897.1|DEUG
OG0008023	LOC120774045|XP_039959279.1|BTRY	LOC108118540|XP_017086782.1|DEUG
OG0008024	LOC120774046|XP_039959281.1|BTRY	LOC108118541|XP_017086783.1|DEUG
OG0008025	LOC120775521|XP_039961669.1|BTRY	LOC108118546|XP_017086788.1|DEUG
OG0008026	LOC120774897|XP_039960699.1|BTRY	LOC108111875|XP_017076992.1|DEUG
OG0008027	LOC120776125|XP_039962587.1|BTRY	LOC108110313|XP_017074816.1|DEUG
OG0008028	LOC120766615|XP_039948160.1|BTRY	LOC108105274|XP_017067249.1|DEUG
OG0008029	LOC120776482|XP_039963095.1|BTRY	LOC108116645|XP_017084119.1|DEUG
OG0008031	LOC120769676|XP_039952731.1|BTRY	LOC108111160|XP_017076021.1|DEUG
OG0008032	LOC120776336|XP_039962812.1|BTRY	LOC108109388|XP_017073374.1|DEUG
OG0008033	LOC120782756|XP_039971141.1|BTRY	LOC108116435|XP_017083824.1|DEUG
OG0008034	LOC120775302|XP_039961358.1|BTRY	LOC108111778|XP_017076835.1|DEUG
OG0008035	LOC120775648|XP_039961837.1|BTRY	LOC108103021|XP_017063836.1|DEUG
OG0008036	LOC120782271|XP_039970396.1|BTRY	LOC108113786|XP_017079981.1|DEUG
OG0008037	LOC120770974|XP_039954647.1|BTRY	LOC108113713|XP_017079881.1|DEUG
OG0008038	LOC120775656|XP_039961853.1|BTRY	LOC108110326|XP_017074840.1|DEUG
OG0008039	LOC120781052|XP_039969148.1|BTRY	LOC108117201|XP_017085003.1|DEUG
OG0008040	LOC120778585|XP_039966389.1|BTRY	LOC108109390|XP_017073376.1|DEUG
OG0008041	LOC120775987|XP_039962351.1|BTRY	LOC108102942|XP_017063701.1|DEUG
OG0008042	LOC120766824|XP_039948470.1|BTRY	LOC108111785|XP_017076859.1|DEUG
OG0008043	LOC120775576|XP_039961742.1|BTRY	LOC108103316|XP_017064235.1|DEUG
OG0008044	LOC120775331|XP_039961407.1|BTRY	LOC108103673|XP_017064721.1|DEUG
OG0008045	LOC120775590|XP_039961760.1|BTRY	LOC108118287|XP_017086377.1|DEUG
OG0008046	LOC120776074|XP_039962481.1|BTRY	LOC108117170|XP_017084940.1|DEUG
OG0008047	LOC120770254|XP_039953496.1|BTRY	LOC108110167|XP_017074579.1|DEUG
OG0008048	LOC120776027|XP_039962409.1|BTRY	LOC108117228|XP_017085049.1|DEUG
OG0008049	LOC120774309|XP_039959778.1|BTRY	LOC108110233|XP_017074708.1|DEUG
OG0008050	LOC120768588|XP_039951285.1|BTRY	LOC108113589|XP_017079724.1|DEUG
OG0008051	LOC120779289|XP_039967440.1|BTRY	LOC108117236|XP_017085060.1|DEUG
OG0008052	LOC120769980|XP_039952993.1|BTRY	LOC108116314|XP_017083593.1|DEUG
OG0008053	LOC120781475|XP_039969630.1|BTRY	LOC108118343|XP_017086475.1|DEUG
OG0008054	LOC120775068|XP_039960988.1|BTRY	LOC108105448|XP_017067524.1|DEUG
OG0008055	LOC120775191|XP_039961180.1|BTRY	LOC108111884|XP_017077007.1|DEUG
OG0008056	LOC120775276|XP_039961306.1|BTRY	LOC108102429|XP_017062896.1|DEUG
OG0008057	LOC120781266|XP_039969380.1|BTRY	LOC108115362|XP_017082278.1|DEUG
OG0008058	LOC120775136|XP_039961101.1|BTRY	LOC108111667|XP_017076688.1|DEUG
OG0008059	LOC120782407|XP_039970587.1|BTRY	LOC108115336|XP_017082239.1|DEUG
OG0008060	LOC120782682|XP_039971007.1|BTRY	LOC108116335|XP_017083639.1|DEUG
OG0008061	LOC120775243|XP_039961256.1|BTRY	LOC108117434|XP_017085338.1|DEUG
OG0008062	LOC120775578|XP_039961749.1|BTRY	LOC108110100|XP_017074482.1|DEUG
OG0008063	LOC120766825|XP_039948471.1|BTRY	LOC108111786|XP_017076861.1|DEUG
OG0008064	LOC120773504|XP_039958390.1|BTRY	LOC108103624|XP_017064658.1|DEUG
OG0008065	LOC120774838|XP_039960589.1|BTRY	LOC108109756|XP_017073917.1|DEUG
OG0008066	LOC120781960|XP_039970063.1|BTRY	LOC108102397|XP_017062827.1|DEUG
OG0008067	LOC120773716|XP_039958699.1|BTRY	LOC108102947|XP_017063712.1|DEUG
OG0008068	LOC120774511|XP_039960137.1|BTRY	LOC108103027|XP_017063843.1|DEUG
OG0008069	LOC120767330|XP_039949211.1|BTRY	LOC108105624|XP_017067798.1|DEUG
OG0008070	LOC120776037|XP_039962419.1|BTRY	LOC108117229|XP_017085052.1|DEUG
OG0008072	LOC120775286|XP_039961333.1|BTRY	LOC108103753|XP_017064853.1|DEUG
OG0008073	LOC120774068|XP_039959308.1|BTRY	LOC108115225|XP_017082069.1|DEUG
OG0008075	LOC120770742|XP_039954264.1|BTRY	LOC108112159|XP_017077397.1|DEUG
OG0008076	LOC120774123|XP_039959426.1|BTRY	LOC108103306|XP_017064218.1|DEUG
OG0008077	LOC120774418|XP_039959979.1|BTRY	LOC108114969|XP_017081670.1|DEUG
OG0008078	LOC120774048|XP_039959284.1|BTRY	LOC108103247|XP_017064139.1|DEUG
OG0008079	LOC120774423|XP_039959986.1|BTRY	LOC108110108|XP_017074492.1|DEUG
OG0008080	LOC120774929|XP_039960740.1|BTRY	LOC108103317|XP_017064236.1|DEUG
OG0008081	LOC120773636|XP_039958578.1|BTRY	LOC108103639|XP_017064679.1|DEUG
OG0008083	LOC120767081|XP_039948881.1|BTRY	LOC108115376|XP_017082300.1|DEUG
OG0008084	LOC120782702|XP_039971042.1|BTRY	LOC108109579|XP_017073645.1|DEUG
OG0008085	LOC120766224|XP_039947534.1|BTRY	LOC108113558|XP_017079640.1|DEUG
OG0008086	LOC120776883|XP_039963878.1|BTRY	LOC108115338|XP_017082241.1|DEUG
OG0008087	LOC120775129|XP_039961087.1|BTRY	LOC108110091|XP_017074472.1|DEUG
OG0008088	LOC120774229|XP_039959622.1|BTRY	LOC108103366|XP_017064302.1|DEUG
