Orthogroup	BTRY.longest_only	HILL.longest_only
OG0007939	LOC120767849|XP_039950082.1|BTRY	LOC119661551|XP_037926867.1|HILL
OG0007940	LOC120767376|XP_039949288.1|BTRY	LOC119647087|XP_037903788.1|HILL
OG0007941	LOC120771062|XP_039954803.1|BTRY	LOC119646151|XP_037902448.1|HILL
OG0007942	LOC120775154|XP_039961125.1|BTRY	LOC119655825|XP_037917859.1|HILL
OG0007943	LOC120769629|XP_039952668.1|BTRY	LOC119651918|XP_037911674.1|HILL
OG0007944	LOC120776348|XP_039962837.1|BTRY	LOC119652697|XP_037912904.1|HILL
OG0007946	LOC120769129|XP_039951929.1|BTRY	LOC119651289|XP_037910732.1|HILL
OG0007947	LOC120769048|XP_039951832.1|BTRY	LOC119651380|XP_037910881.1|HILL
OG0007948	LOC120768907|XP_039951604.1|BTRY	LOC119650605|XP_037909393.1|HILL
OG0007949	LOC120775251|XP_039961266.1|BTRY	LOC119655734|XP_037917715.1|HILL
OG0007950	LOC120768183|XP_039950685.1|BTRY	LOC119661197|XP_037926347.1|HILL
OG0007951	LOC120768435|XP_039951051.1|BTRY	LOC119646253|XP_037902616.1|HILL
OG0007952	LOC120767464|XP_039949486.1|BTRY	LOC119661201|XP_037926349.1|HILL
OG0007953	LOC120769503|XP_039952469.1|BTRY	LOC119651737|XP_037911392.1|HILL
OG0007954	LOC120769375|XP_039952276.1|BTRY	LOC119650652|XP_037909516.1|HILL
OG0007955	LOC120767547|XP_039949597.1|BTRY	LOC119651971|XP_037911792.1|HILL
OG0007956	LOC120767264|XP_039949069.1|BTRY	LOC119650594|XP_037909371.1|HILL
OG0007958	LOC120775891|XP_039962215.1|BTRY	LOC119661051|XP_037926182.1|HILL
OG0007960	LOC120775954|XP_039962299.1|BTRY	LOC119651267|XP_037910696.1|HILL
OG0007961	LOC120775158|XP_039961135.1|BTRY	LOC119651125|XP_037910444.1|HILL
OG0007962	LOC120773788|XP_039958814.1|BTRY	LOC119655829|XP_037917863.1|HILL
OG0007963	LOC120768250|XP_039950776.1|BTRY	LOC119651432|XP_037910959.1|HILL
OG0007964	LOC120768410|XP_039951026.1|BTRY	LOC119652720|XP_037912941.1|HILL
OG0007965	LOC120767746|XP_039949892.1|BTRY	LOC119651033|XP_037910275.1|HILL
OG0007966	LOC120768614|XP_039951316.1|BTRY	LOC119651167|XP_037910514.1|HILL
OG0007968	LOC120769570|XP_039952559.1|BTRY	LOC119646843|XP_037903388.1|HILL
OG0007971	LOC120773541|XP_039958432.1|BTRY	LOC119651484|XP_037911029.1|HILL
OG0007972	LOC120772058|XP_039956375.1|BTRY	LOC119655552|XP_037917403.1|HILL
OG0007973	LOC120769146|XP_039951954.1|BTRY	LOC119646445|XP_037902824.1|HILL
OG0007974	LOC120774010|XP_039959223.1|BTRY	LOC119657172|XP_037919887.1|HILL
OG0007975	LOC120782500|XP_039970741.1|BTRY	LOC119660960|XP_037925931.1|HILL
OG0007976	LOC120773899|XP_039959008.1|BTRY	LOC119654942|XP_037916528.1|HILL
OG0007977	LOC120767945|XP_039950262.1|BTRY	LOC119650648|XP_037909514.1|HILL
OG0007978	LOC120769316|XP_039952197.1|BTRY	LOC119656795|XP_037919333.1|HILL
OG0007979	LOC120767254|XP_039949050.1|BTRY	LOC119652405|XP_037912440.1|HILL
OG0007980	LOC120768556|XP_039951234.1|BTRY	LOC119650877|XP_037909973.1|HILL
OG0007981	LOC120774033|XP_039959267.1|BTRY	LOC119656059|XP_037918264.1|HILL
OG0007983	LOC120781669|XP_039969826.1|BTRY	LOC119652201|XP_037912070.1|HILL
OG0007984	LOC120767822|XP_039950040.1|BTRY	LOC119653046|XP_037913436.1|HILL
OG0007985	LOC120768006|XP_039950365.1|BTRY	LOC119651083|XP_037910357.1|HILL
OG0007986	LOC120769782|XP_039952900.1|BTRY	LOC119651869|XP_037911604.1|HILL
OG0007990	LOC120781481|XP_039969634.1|BTRY	LOC119651546|XP_037911107.1|HILL
OG0007991	LOC120769187|XP_039952011.1|BTRY	LOC119661585|XP_037926915.1|HILL
OG0007992	LOC120769445|XP_039952367.1|BTRY	LOC119647136|XP_037903856.1|HILL
OG0007993	LOC120768050|XP_039950503.1|BTRY	LOC119650869|XP_037909958.1|HILL
OG0007994	LOC120769080|XP_039951873.1|BTRY	LOC119651559|XP_037911124.1|HILL
OG0007996	LOC120773837|XP_039958896.1|BTRY	LOC119656724|XP_037919184.1|HILL
OG0007997	LOC120769085|XP_039951879.1|BTRY	LOC119646370|XP_037902734.1|HILL
OG0007999	LOC120780489|XP_039968697.1|BTRY	LOC119661780|XP_037927188.1|HILL
OG0008000	LOC120767833|XP_039950054.1|BTRY	LOC119661766|XP_037927169.1|HILL
OG0008001	LOC120768956|XP_039951680.1|BTRY	LOC119661426|XP_037926697.1|HILL
OG0008002	LOC120767606|XP_039949689.1|BTRY	LOC119651158|XP_037910496.1|HILL
OG0008003	LOC120767956|XP_039950277.1|BTRY	LOC119661378|XP_037926625.1|HILL
OG0008004	LOC120776110|XP_039962536.1|BTRY	LOC119653465|XP_037914005.1|HILL
OG0008005	LOC120773381|XP_039958143.1|BTRY	LOC119656197|XP_037918508.1|HILL
OG0008006	LOC120774151|XP_039959493.1|BTRY	LOC119653898|XP_037914961.1|HILL
OG0008007	LOC120775523|XP_039961673.1|BTRY	LOC119655661|XP_037917573.1|HILL
OG0008008	LOC120776825|XP_039963779.1|BTRY	LOC119650102|XP_037908550.1|HILL
OG0008009	LOC120775575|XP_039961741.1|BTRY	LOC119655550|XP_037917397.1|HILL
OG0008010	LOC120774538|XP_039960196.1|BTRY	LOC119656125|XP_037918379.1|HILL
OG0008012	LOC120770069|XP_039953127.1|BTRY	LOC119654901|XP_037916456.1|HILL
OG0008013	LOC120772661|XP_039957327.1|BTRY	LOC119655886|XP_037917960.1|HILL
OG0008014	LOC120782579|XP_039970864.1|BTRY	LOC119659405|XP_037923404.1|HILL
OG0008015	LOC120776807|XP_039963741.1|BTRY	LOC119648968|XP_037906818.1|HILL
OG0008016	LOC120776810|XP_039963743.1|BTRY	LOC119648969|XP_037906819.1|HILL
OG0008017	LOC120774195|XP_039959564.1|BTRY	LOC119654880|XP_037916415.1|HILL
OG0008018	LOC120776088|XP_039962500.1|BTRY	LOC119654570|XP_037915948.1|HILL
OG0008019	LOC120774146|XP_039959479.1|BTRY	LOC119656213|XP_037918533.1|HILL
OG0008021	LOC120773991|XP_039959189.1|BTRY	LOC119658813|XP_037922464.1|HILL
OG0008022	LOC120782488|XP_039970723.1|BTRY	LOC119655630|XP_037917528.1|HILL
OG0008024	LOC120774046|XP_039959281.1|BTRY	LOC119655759|XP_037917743.1|HILL
OG0008025	LOC120775521|XP_039961669.1|BTRY	LOC119655647|XP_037917557.1|HILL
OG0008026	LOC120774897|XP_039960699.1|BTRY	LOC119655549|XP_037917396.1|HILL
OG0008027	LOC120776125|XP_039962587.1|BTRY	LOC119653625|XP_037914326.1|HILL
OG0008028	LOC120766615|XP_039948160.1|BTRY	LOC119658832|XP_037922497.1|HILL
OG0008029	LOC120776482|XP_039963095.1|BTRY	LOC119659933|XP_037924201.1|HILL
OG0008031	LOC120769676|XP_039952731.1|BTRY	LOC119660283|XP_037924681.1|HILL
OG0008032	LOC120776336|XP_039962812.1|BTRY	LOC119659908|XP_037924161.1|HILL
OG0008033	LOC120782756|XP_039971141.1|BTRY	LOC119658897|XP_037922626.1|HILL
OG0008034	LOC120775302|XP_039961358.1|BTRY	LOC119653379|XP_037913849.1|HILL
OG0008035	LOC120775648|XP_039961837.1|BTRY	LOC119655457|XP_037917286.1|HILL
OG0008036	LOC120782271|XP_039970396.1|BTRY	LOC119658987|XP_037922797.1|HILL
OG0008037	LOC120770974|XP_039954647.1|BTRY	LOC119658931|XP_037922692.1|HILL
OG0008038	LOC120775656|XP_039961853.1|BTRY	LOC119659874|XP_037924120.1|HILL
OG0008039	LOC120781052|XP_039969148.1|BTRY	LOC119659935|XP_037924203.1|HILL
OG0008040	LOC120778585|XP_039966389.1|BTRY	LOC119658901|XP_037922634.1|HILL
OG0008041	LOC120775987|XP_039962351.1|BTRY	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL
OG0008042	LOC120766824|XP_039948470.1|BTRY	LOC119659982|XP_037924280.1|HILL
OG0008043	LOC120775576|XP_039961742.1|BTRY	LOC119653924|XP_037915011.1|HILL
OG0008044	LOC120775331|XP_039961407.1|BTRY	LOC119653723|XP_037914560.1|HILL
OG0008045	LOC120775590|XP_039961760.1|BTRY	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL
OG0008046	LOC120776074|XP_039962481.1|BTRY	LOC119658779|XP_037922405.1|HILL
OG0008047	LOC120770254|XP_039953496.1|BTRY	LOC119658630|XP_037922070.1|HILL
OG0008048	LOC120776027|XP_039962409.1|BTRY	LOC119658778|XP_037922404.1|HILL
OG0008049	LOC120774309|XP_039959778.1|BTRY	LOC119658628|XP_037922066.1|HILL
OG0008050	LOC120768588|XP_039951285.1|BTRY	LOC119659059|XP_037922896.1|HILL
OG0008051	LOC120779289|XP_039967440.1|BTRY	LOC119660140|XP_037924466.1|HILL
OG0008052	LOC120769980|XP_039952993.1|BTRY	LOC119658904|XP_037922638.1|HILL
OG0008053	LOC120781475|XP_039969630.1|BTRY	LOC119655780|XP_037917792.1|HILL
OG0008054	LOC120775068|XP_039960988.1|BTRY	LOC119654654|XP_037916070.1|HILL
OG0008055	LOC120775191|XP_039961180.1|BTRY	LOC119660797|XP_037925546.1|HILL
OG0008056	LOC120775276|XP_039961306.1|BTRY	LOC119658715|XP_037922262.1|HILL
OG0008058	LOC120775136|XP_039961101.1|BTRY	LOC119659911|XP_037924163.1|HILL
OG0008060	LOC120782682|XP_039971007.1|BTRY	LOC119659045|XP_037922880.1|HILL
OG0008061	LOC120775243|XP_039961256.1|BTRY	LOC119656005|XP_037918175.1|HILL
OG0008062	LOC120775578|XP_039961749.1|BTRY	LOC119653667|XP_037914427.1|HILL
OG0008063	LOC120766825|XP_039948471.1|BTRY	LOC119658663|XP_037922145.1|HILL
OG0008064	LOC120773504|XP_039958390.1|BTRY	LOC119653880|XP_037914925.1|HILL
OG0008066	LOC120781960|XP_039970063.1|BTRY	LOC119658793|XP_037922433.1|HILL
OG0008067	LOC120773716|XP_039958699.1|BTRY	LOC119653714|XP_037914523.1|HILL
OG0008068	LOC120774511|XP_039960137.1|BTRY	LOC119653696|XP_037914497.1|HILL
OG0008069	LOC120767330|XP_039949211.1|BTRY	LOC119660342|XP_037924756.1|HILL
OG0008070	LOC120776037|XP_039962419.1|BTRY	LOC119659365|XP_037923348.1|HILL
OG0008072	LOC120775286|XP_039961333.1|BTRY	LOC119646187|XP_037902498.1|HILL
OG0008073	LOC120774068|XP_039959308.1|BTRY	LOC119655502|XP_037917332.1|HILL
OG0008074	LOC120774056|XP_039959295.1|BTRY, LOC120780280|XP_039968478.1|BTRY	LOC119656050|XP_037918243.1|HILL
OG0008075	LOC120770742|XP_039954264.1|BTRY	LOC119654147|XP_037915238.1|HILL
OG0008076	LOC120774123|XP_039959426.1|BTRY	LOC119653727|XP_037914563.1|HILL
OG0008077	LOC120774418|XP_039959979.1|BTRY	LOC119656704|XP_037919141.1|HILL
OG0008078	LOC120774048|XP_039959284.1|BTRY	LOC119656157|XP_037918421.1|HILL
OG0008079	LOC120774423|XP_039959986.1|BTRY	LOC119655684|XP_037917613.1|HILL
OG0008080	LOC120774929|XP_039960740.1|BTRY	LOC119655787|XP_037917806.1|HILL
OG0008081	LOC120773636|XP_039958578.1|BTRY	LOC119661280|XP_037926484.1|HILL
OG0008083	LOC120767081|XP_039948881.1|BTRY	LOC119659775|XP_037923965.1|HILL
OG0008084	LOC120782702|XP_039971042.1|BTRY	LOC119657512|XP_037920379.1|HILL
OG0008085	LOC120766224|XP_039947534.1|BTRY	LOC119660549|XP_037925117.1|HILL
OG0008086	LOC120776883|XP_039963878.1|BTRY	LOC119659139|XP_037922997.1|HILL
OG0008087	LOC120775129|XP_039961087.1|BTRY	LOC119648155|XP_037905654.1|HILL
OG0008088	LOC120774229|XP_039959622.1|BTRY	LOC119648023|XP_037905366.1|HILL
OG0008090	LOC120775517|XP_039961663.1|BTRY	LOC119651986|XP_037911829.1|HILL
OG0008091	LOC120771523|XP_039955518.1|BTRY	LOC119658943|XP_037922735.1|HILL
OG0008093	LOC120774925|XP_039960736.1|BTRY	LOC119647098|XP_037903797.1|HILL
OG0008094	LOC120768490|XP_039951140.1|BTRY	LOC119660317|XP_037924720.1|HILL
OG0008095	LOC120774203|XP_039959584.1|BTRY	LOC119660150|XP_037924478.1|HILL
OG0008096	LOC120773385|XP_039958153.1|BTRY	LOC119655115|XP_037916765.1|HILL
OG0008097	LOC120774270|XP_039959685.1|BTRY	LOC119652562|XP_037912698.1|HILL
OG0008098	LOC120777916|XP_039965434.1|BTRY	LOC119649386|XP_037907434.1|HILL
OG0008100	LOC120779797|XP_039968110.1|BTRY	LOC119658786|XP_037922421.1|HILL
OG0008101	LOC120773474|XP_039958322.1|BTRY	LOC119660876|XP_037925714.1|HILL
OG0008102	LOC120766291|XP_039947628.1|BTRY	LOC119658913|XP_037922657.1|HILL
OG0008103	LOC120775698|XP_039961943.1|BTRY	LOC119656985|XP_037919648.1|HILL
OG0008104	LOC120779172|XP_039967341.1|BTRY	LOC119650376|XP_037909041.1|HILL
OG0008105	LOC120766286|XP_039947622.1|BTRY	LOC119651399|XP_037910914.1|HILL
OG0008106	LOC120777445|XP_039964693.1|BTRY	LOC119660566|XP_037925140.1|HILL
OG0008107	LOC120778619|XP_039966439.1|BTRY	LOC119659291|XP_037923231.1|HILL
OG0008108	LOC120775067|XP_039960987.1|BTRY	LOC119655216|XP_037916920.1|HILL
OG0008109	LOC120775919|XP_039962255.1|BTRY	LOC119653886|XP_037914934.1|HILL
OG0008110	LOC120774823|XP_039960564.1|BTRY	LOC119649349|XP_037907387.1|HILL
OG0008111	LOC120775035|XP_039960935.1|BTRY	LOC119655879|XP_037917942.1|HILL
OG0008112	LOC120773559|XP_039958458.1|BTRY	LOC119653523|XP_037914118.1|HILL
OG0008113	LOC120773562|XP_039958465.1|BTRY	LOC119653524|XP_037914122.1|HILL
OG0008114	LOC120773561|XP_039958464.1|BTRY	LOC119655757|XP_037917741.1|HILL
OG0008115	LOC120774343|XP_039959840.1|BTRY	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC120774344|XP_039959845.1|BTRY	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC120774026|XP_039959253.1|BTRY	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC120774950|XP_039960764.1|BTRY	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC120775043|XP_039960953.1|BTRY	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC120775070|XP_039960992.1|BTRY	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC120775230|XP_039961236.1|BTRY	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC120775264|XP_039961283.1|BTRY	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC120773386|XP_039958154.1|BTRY	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC120776116|XP_039962552.1|BTRY	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC120774891|XP_039960689.1|BTRY	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC120776194|XP_039962754.1|BTRY	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC120775121|XP_039961077.1|BTRY	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC120774326|XP_039959810.1|BTRY	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC120774921|XP_039960731.1|BTRY	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC120780246|XP_039968440.1|BTRY	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC120775583|XP_039961752.1|BTRY	LOC119653712|XP_037914521.1|HILL
OG0008134	LOC120774870|XP_039960641.1|BTRY	LOC119655928|XP_037918029.1|HILL
OG0008135	LOC120775299|XP_039961351.1|BTRY	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC120768421|XP_039951036.1|BTRY	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC120775247|XP_039961261.1|BTRY	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC120776511|XP_039963153.1|BTRY	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC120774453|XP_039960035.1|BTRY	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC120776152|XP_039962630.1|BTRY	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC120776122|XP_039962583.1|BTRY	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC120773728|XP_039958718.1|BTRY	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC120775417|XP_039961529.1|BTRY	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC120770238|XP_039953466.1|BTRY	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC120773949|XP_039959107.1|BTRY	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC120775859|XP_039962163.1|BTRY	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC120774087|XP_039959353.1|BTRY	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC120775388|XP_039961482.1|BTRY	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC120773707|XP_039958679.1|BTRY	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC120773432|XP_039958247.1|BTRY	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC120775755|XP_039962019.1|BTRY	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC120773522|XP_039958413.1|BTRY	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC120771456|XP_039955401.1|BTRY	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC120777655|XP_039965040.1|BTRY	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC120777736|XP_039965161.1|BTRY	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC120781410|XP_039969559.1|BTRY	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC120777424|XP_039964667.1|BTRY	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC120775549|XP_039961710.1|BTRY	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC120777807|XP_039965275.1|BTRY	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC120770132|XP_039953247.1|BTRY	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC120775913|XP_039962240.1|BTRY	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC120774516|XP_039960145.1|BTRY	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC120779147|XP_039967295.1|BTRY	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC120773996|XP_039959199.1|BTRY	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC120774879|XP_039960667.1|BTRY	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC120774889|XP_039960686.1|BTRY	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC120774468|XP_039960058.1|BTRY	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC120774168|XP_039959522.1|BTRY	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC120774169|XP_039959524.1|BTRY	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC120774298|XP_039959754.1|BTRY	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC120775444|XP_039961564.1|BTRY	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC120782235|XP_039970336.1|BTRY	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC120774019|XP_039959235.1|BTRY	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC120770340|XP_039953672.1|BTRY	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC120774293|XP_039959749.1|BTRY	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC120775639|XP_039961828.1|BTRY	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC120774428|XP_039959996.1|BTRY	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC120776105|XP_039962528.1|BTRY	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC120775182|XP_039961171.1|BTRY	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC120774149|XP_039959488.1|BTRY	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC120774153|XP_039959495.1|BTRY	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC120772352|XP_039956850.1|BTRY	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC120771318|XP_039955192.1|BTRY	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC120770204|XP_039953389.1|BTRY	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC120771864|XP_039956047.1|BTRY	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC120771865|XP_039956048.1|BTRY	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC120769385|XP_039952290.1|BTRY	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC120769067|XP_039951858.1|BTRY	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC120778676|XP_039966544.1|BTRY	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC120775443|XP_039961563.1|BTRY	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC120774148|XP_039959487.1|BTRY	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC120775454|XP_039961574.1|BTRY	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC120775567|XP_039961729.1|BTRY	LOC119655480|XP_037917308.1|HILL
OG0008196	LOC120772439|XP_039956990.1|BTRY	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC120777020|XP_039964067.1|BTRY	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC120775366|XP_039961463.1|BTRY	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC120775866|XP_039962169.1|BTRY	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC120771991|XP_039956281.1|BTRY	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC120777735|XP_039965160.1|BTRY	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC120778526|XP_039966295.1|BTRY	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC120776759|XP_039963654.1|BTRY	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC120773911|XP_039959035.1|BTRY	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC120773434|XP_039958249.1|BTRY	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC120777362|XP_039964565.1|BTRY	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC120778674|XP_039966542.1|BTRY	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC120773120|XP_039958049.1|BTRY	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC120778237|XP_039965928.1|BTRY	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC120768062|XP_039950517.1|BTRY	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC120777873|XP_039965364.1|BTRY	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC120774186|XP_039959548.1|BTRY	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC120768538|XP_039951209.1|BTRY	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC120774375|XP_039959905.1|BTRY	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC120778008|XP_039965606.1|BTRY	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC120774205|XP_039959583.1|BTRY	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC120770328|XP_039953653.1|BTRY	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC120773963|XP_039959132.1|BTRY	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC120774022|XP_039959244.1|BTRY	LOC119653679|XP_037914451.1|HILL
OG0008222	LOC120777239|XP_039964365.1|BTRY	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC120779171|XP_039967339.1|BTRY	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC120777619|XP_039965002.1|BTRY	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC120774877|XP_039960665.1|BTRY	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC120766232|XP_039947544.1|BTRY	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC120770755|XP_039954278.1|BTRY	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC120782471|XP_039970698.1|BTRY	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC120775905|XP_039962234.1|BTRY	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC120776766|XP_039963663.1|BTRY	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC120769379|XP_039952281.1|BTRY	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC120773659|XP_039958606.1|BTRY	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC120770942|XP_039954586.1|BTRY	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC120771193|XP_039955023.1|BTRY	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC120776964|XP_039963991.1|BTRY	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC120772732|XP_039957428.1|BTRY	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC120772330|XP_039956807.1|BTRY	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC120772887|XP_039957672.1|BTRY	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC120782845|XP_039971306.1|BTRY	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC120771474|XP_039955438.1|BTRY	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC120776598|XP_039963316.1|BTRY, LOC120776652|XP_039963429.1|BTRY	LOC119648698|XP_037906433.1|HILL
OG0008266	LOC120766901|XP_039948586.1|BTRY	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC120767001|XP_039948747.1|BTRY	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC120774795|XP_039960518.1|BTRY	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC120779151|XP_039967302.1|BTRY	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC120774243|XP_039959638.1|BTRY	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC120781565|XP_039969738.1|BTRY	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC120775352|XP_039961444.1|BTRY	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008276	LOC120774198|XP_039959572.1|BTRY	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC120773731|XP_039958721.1|BTRY	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC120775960|XP_039962306.1|BTRY	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC120774866|XP_039960630.1|BTRY	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC120775246|XP_039961260.1|BTRY	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC120775441|XP_039961561.1|BTRY	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC120775202|XP_039961199.1|BTRY	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC120773936|XP_039959080.1|BTRY	LOC119661755|XP_037927152.1|HILL
OG0008285	LOC120774924|XP_039960733.1|BTRY	LOC119657392|XP_037920206.1|HILL
