Orthogroup	DGUA.longest_only	ASTE.longest_only
OG0006124	LOC117585272|XP_034130585.1|DGUA	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC117579244|XP_034120920.1|DGUA	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC117580305|XP_034122686.1|DGUA	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC117579423|XP_034121194.1|DGUA	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC117591258|XP_034140335.1|DGUA	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC117579286|XP_034120978.1|DGUA	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC117591239|XP_034140306.1|DGUA	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC117591279|XP_034140369.1|DGUA	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC117591270|XP_034140356.1|DGUA	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC117591240|XP_034140307.1|DGUA	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC117580486|XP_034122959.1|DGUA	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC117591242|XP_034140311.1|DGUA	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC117579245|XP_034120923.1|DGUA	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC117579410|XP_034121180.1|DGUA	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC117581652|XP_034124923.1|DGUA	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC117592044|XP_034141418.1|DGUA	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC117592189|XP_034141682.1|DGUA	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC117586473|XP_034132474.1|DGUA	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC117580322|XP_034122709.1|DGUA	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC117579075|XP_034120672.1|DGUA	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC117579773|XP_034121720.1|DGUA	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC117579611|XP_034121437.1|DGUA	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC117588119|XP_034135086.1|DGUA	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC117582736|XP_034126557.1|DGUA	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC117586826|XP_034132997.1|DGUA	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC117579421|XP_034121192.1|DGUA	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC117579418|XP_034121188.1|DGUA	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC117587847|XP_034134705.1|DGUA	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC117585672|XP_034131161.1|DGUA	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC117580583|XP_034123083.1|DGUA	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC117583771|XP_034128215.1|DGUA	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC117586597|XP_034132668.1|DGUA	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC117580147|XP_034122347.1|DGUA	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC117579632|XP_034121495.1|DGUA	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC117590115|XP_034138360.1|DGUA	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC117591031|XP_034140023.1|DGUA	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC117590644|XP_034139376.1|DGUA	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC117583608|XP_034127930.1|DGUA	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC117589658|XP_034137684.1|DGUA	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC117583380|XP_034127555.1|DGUA	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC117589666|XP_034137696.1|DGUA	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC117585397|XP_034130752.1|DGUA	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC117589624|XP_034137602.1|DGUA	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC117585405|XP_034130765.1|DGUA	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC117591469|XP_034140644.1|DGUA	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC117588330|XP_034135427.1|DGUA	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC117588331|XP_034135433.1|DGUA	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC117582896|XP_034126880.1|DGUA	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC117583654|XP_034128002.1|DGUA	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC117580850|XP_034123487.1|DGUA	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC117590342|XP_034138732.1|DGUA	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC117588784|XP_034136177.1|DGUA	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC117581194|XP_034124047.1|DGUA	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC117585800|XP_034131396.1|DGUA	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC117590683|XP_034139470.1|DGUA	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC117581401|XP_034124434.1|DGUA	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC117583569|XP_034127836.1|DGUA	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC117583301|XP_034127433.1|DGUA	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC117588569|XP_034135851.1|DGUA	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC117588568|XP_034135849.1|DGUA	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC117581349|XP_034124370.1|DGUA	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC117583809|XP_034128280.1|DGUA	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC117588335|XP_034135436.1|DGUA	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC117588804|XP_034136210.1|DGUA	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC117584478|XP_034129294.1|DGUA	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC117588988|XP_034136476.1|DGUA	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC117590984|XP_034139950.1|DGUA	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC117590376|XP_034138811.1|DGUA	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC117584569|XP_034129427.1|DGUA	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC117584568|XP_034129426.1|DGUA	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC117591039|XP_034140025.1|DGUA	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC117581108|XP_034123903.1|DGUA	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC117591445|XP_034140601.1|DGUA	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC117584089|XP_034128728.1|DGUA	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC117588796|XP_034136199.1|DGUA	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC117579479|XP_034121265.1|DGUA	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC117582726|XP_034126543.1|DGUA	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC117582730|XP_034126548.1|DGUA	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC117588583|XP_034135880.1|DGUA	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC117588337|XP_034135437.1|DGUA	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC117581489|XP_034124625.1|DGUA	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC117578633|XP_034120130.1|DGUA	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC117581555|XP_034124778.1|DGUA	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC117590636|XP_034139359.1|DGUA	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC117590597|XP_034139249.1|DGUA	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC117591053|XP_034140042.1|DGUA	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC117590878|XP_034139789.1|DGUA	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC117588381|XP_034135495.1|DGUA	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC117588800|XP_034136205.1|DGUA	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC117590315|XP_034138695.1|DGUA	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC117590329|XP_034138714.1|DGUA	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC117588338|XP_034135438.1|DGUA	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC117590361|XP_034138793.1|DGUA	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC117591186|XP_034140208.1|DGUA	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC117585836|XP_034131468.1|DGUA	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC117590307|XP_034138685.1|DGUA	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC117581099|XP_034123879.1|DGUA	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC117589728|XP_034137791.1|DGUA	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC117582804|XP_034126725.1|DGUA	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC117590413|XP_034138903.1|DGUA	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC117580711|XP_034123265.1|DGUA	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC117589748|XP_034137820.1|DGUA	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC117582654|XP_034126447.1|DGUA	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC117581301|XP_034124231.1|DGUA	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC117583564|XP_034127823.1|DGUA	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC117583563|XP_034127822.1|DGUA	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC117590461|XP_034138989.1|DGUA	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC117588769|XP_034136141.1|DGUA	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC117585639|XP_034131115.1|DGUA	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC117590314|XP_034138693.1|DGUA	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC117581509|XP_034124676.1|DGUA	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC117590978|XP_034139942.1|DGUA	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC117589905|XP_034138068.1|DGUA	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC117588439|XP_034135611.1|DGUA	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC117584829|XP_034129847.1|DGUA	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC117581283|XP_034124195.1|DGUA	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC117591163|XP_034140175.1|DGUA	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC117591500|XP_034140688.1|DGUA	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC117579952|XP_034122014.1|DGUA	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC117591504|XP_034140691.1|DGUA, LOC117591499|XP_034140685.1|DGUA	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC117588359|XP_034135463.1|DGUA	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC117592315|XP_034141883.1|DGUA	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC117583572|XP_034127841.1|DGUA	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC117581296|XP_034124227.1|DGUA	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC117589531|XP_034137416.1|DGUA	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC117581554|XP_034124776.1|DGUA	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC117578492|XP_034119916.1|DGUA	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC117588283|XP_034135351.1|DGUA	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC117586965|XP_034133229.1|DGUA	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC117583207|XP_034127303.1|DGUA	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC117581478|XP_034124609.1|DGUA	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC117590400|XP_034138886.1|DGUA	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC117580632|XP_034123110.1|DGUA	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC117580631|XP_034123107.1|DGUA	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC117580672|XP_034123177.1|DGUA	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC117585290|XP_034130608.1|DGUA	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC117588949|XP_034136422.1|DGUA	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC117590107|XP_034138346.1|DGUA	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC117589492|XP_034137349.1|DGUA	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC117590336|XP_034138722.1|DGUA	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC117583348|XP_034127508.1|DGUA	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC117589768|XP_034137854.1|DGUA	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC117590216|XP_034138568.1|DGUA	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC117584357|XP_034129085.1|DGUA	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC117581461|XP_034124570.1|DGUA	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC117587095|XP_034133464.1|DGUA	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC117590337|XP_034138723.1|DGUA	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC117581186|XP_034124026.1|DGUA	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC117590447|XP_034138958.1|DGUA	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC117581423|XP_034124480.1|DGUA	LOC118509174|XP_035905367.1|ASTE
OG0006299	LOC117580893|XP_034123536.1|DGUA	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC117588290|XP_034135360.1|DGUA	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC117581436|XP_034124526.1|DGUA	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC117591353|XP_034140471.1|DGUA	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC117592528|XP_034142281.1|DGUA	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC117583459|XP_034127650.1|DGUA	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC117585546|XP_034130956.1|DGUA	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC117590944|XP_034139878.1|DGUA	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC117581387|XP_034124419.1|DGUA	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC117581386|XP_034124418.1|DGUA	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC117591489|XP_034140668.1|DGUA	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC117588543|XP_034135814.1|DGUA	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC117582798|XP_034126715.1|DGUA	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC117580840|XP_034123471.1|DGUA	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC117580947|XP_034123622.1|DGUA	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC117590234|XP_034138595.1|DGUA	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC117578635|XP_034120132.1|DGUA	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC117580784|XP_034123370.1|DGUA	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC117590409|XP_034138898.1|DGUA	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC117590317|XP_034138698.1|DGUA	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC117588806|XP_034136213.1|DGUA	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC117581091|XP_034123868.1|DGUA	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC117589762|XP_034137840.1|DGUA	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC117591230|XP_034140295.1|DGUA	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC117582843|XP_034126788.1|DGUA	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC117585630|XP_034131096.1|DGUA	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC117581452|XP_034124553.1|DGUA	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC117583566|XP_034127826.1|DGUA	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC117581350|XP_034124373.1|DGUA	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC117581457|XP_034124560.1|DGUA	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC117588518|XP_034135739.1|DGUA	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC117581187|XP_034124027.1|DGUA	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC117583415|XP_034127597.1|DGUA	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC117590959|XP_034139902.1|DGUA	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC117588647|XP_034135971.1|DGUA	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC117590093|XP_034138326.1|DGUA	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC117588446|XP_034135620.1|DGUA	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC117581609|XP_034124862.1|DGUA	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC117580783|XP_034123369.1|DGUA	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC117581070|XP_034123836.1|DGUA	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC117580863|XP_034123503.1|DGUA	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC117583650|XP_034127995.1|DGUA	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC117582959|XP_034126961.1|DGUA	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC117585264|XP_034130570.1|DGUA	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC117590279|XP_034138654.1|DGUA	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC117591481|XP_034140657.1|DGUA	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC117585498|XP_034130888.1|DGUA	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC117580681|XP_034123191.1|DGUA	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC117591800|XP_034141000.1|DGUA	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC117591455|XP_034140615.1|DGUA	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC117585642|XP_034131118.1|DGUA	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC117581067|XP_034123833.1|DGUA	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC117591176|XP_034140192.1|DGUA	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC117581160|XP_034123985.1|DGUA	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC117580168|XP_034122381.1|DGUA	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC117589930|XP_034138105.1|DGUA	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC117588622|XP_034135927.1|DGUA	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC117586581|XP_034132640.1|DGUA	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC117581383|XP_034124412.1|DGUA	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC117584720|XP_034129664.1|DGUA	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC117588616|XP_034135917.1|DGUA	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC117588315|XP_034135399.1|DGUA	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC117588598|XP_034135893.1|DGUA	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC117583271|XP_034127388.1|DGUA	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC117582987|XP_034127027.1|DGUA	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC117588727|XP_034136088.1|DGUA	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC117583367|XP_034127539.1|DGUA	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC117583721|XP_034128121.1|DGUA	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC117581159|XP_034123983.1|DGUA	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC117590517|XP_034139118.1|DGUA	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC117581636|XP_034124895.1|DGUA	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC117581474|XP_034124602.1|DGUA	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC117581254|XP_034124150.1|DGUA	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC117585841|XP_034131474.1|DGUA	LOC118504822|XP_035895724.1|ASTE
OG0006379	LOC117581017|XP_034123733.1|DGUA	LOC118503456|XP_035892624.1|ASTE
OG0006380	LOC117591008|XP_034139984.1|DGUA	LOC118510639|XP_035909033.1|ASTE
OG0006381	LOC117590338|XP_034138727.1|DGUA	LOC118511686|XP_035910961.1|ASTE
OG0006382	LOC117591056|XP_034140047.1|DGUA	LOC118504146|XP_035894142.1|ASTE
OG0006383	LOC117580697|XP_034123213.1|DGUA	LOC118504051|XP_035893961.1|ASTE
OG0006384	LOC117581213|XP_034124081.1|DGUA	LOC118504168|XP_035894205.1|ASTE
OG0006385	LOC117585628|XP_034131085.1|DGUA	LOC118504375|XP_035894675.1|ASTE
OG0006386	LOC117584304|XP_034129021.1|DGUA	LOC118506337|XP_035899210.1|ASTE
OG0006387	LOC117583453|XP_034127644.1|DGUA	LOC118505050|XP_035896220.1|ASTE
OG0006388	LOC117581183|XP_034124017.1|DGUA	LOC118510413|XP_035908075.1|ASTE
OG0006389	LOC117580847|XP_034123484.1|DGUA	LOC118510610|XP_035908520.1|ASTE
OG0006392	LOC117591152|XP_034140155.1|DGUA	LOC118517606|XP_035919796.1|ASTE
OG0006393	LOC117584377|XP_034129111.1|DGUA	LOC118508111|XP_035903498.1|ASTE
OG0006394	LOC117582827|XP_034126770.1|DGUA	LOC118504551|XP_035895052.1|ASTE
OG0006395	LOC117583280|XP_034127403.1|DGUA	LOC118502664|XP_035891020.1|ASTE
OG0006396	LOC117588761|XP_034136133.1|DGUA	LOC118511965|XP_035911590.1|ASTE
OG0006397	LOC117580971|XP_034123654.1|DGUA	LOC118506471|XP_035899541.1|ASTE
OG0006398	LOC117590996|XP_034139967.1|DGUA	LOC118506474|XP_035899543.1|ASTE
OG0006399	LOC117581390|XP_034124424.1|DGUA	LOC118506487|XP_035899563.1|ASTE
OG0006400	LOC117581381|XP_034124410.1|DGUA	LOC118506480|XP_035899554.1|ASTE
OG0006401	LOC117579388|XP_034121149.1|DGUA	LOC118506485|XP_035899558.1|ASTE
OG0006402	LOC117585122|XP_034130335.1|DGUA	LOC118506490|XP_035899571.1|ASTE
OG0006403	LOC117585101|XP_034130271.1|DGUA	LOC118506495|XP_035899582.1|ASTE
OG0006404	LOC117590201|XP_034138541.1|DGUA	LOC118504738|XP_035895509.1|ASTE
OG0006405	LOC117579303|XP_034121002.1|DGUA	LOC118504756|XP_035895571.1|ASTE
OG0006406	LOC117589716|XP_034137772.1|DGUA	LOC118504526|XP_035894961.1|ASTE
OG0006407	LOC117590459|XP_034138986.1|DGUA	LOC118510640|XP_035908611.1|ASTE
OG0006408	LOC117581607|XP_034124859.1|DGUA	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE
OG0006409	LOC117590539|XP_034139157.1|DGUA	LOC118514938|XP_035917699.1|ASTE
OG0006410	LOC117591494|XP_034140676.1|DGUA	LOC118504555|XP_035895060.1|ASTE
OG0006411	LOC117581337|XP_034124351.1|DGUA	LOC118504554|XP_035895059.1|ASTE
OG0006412	LOC117583282|XP_034127406.1|DGUA	LOC118504559|XP_035895062.1|ASTE
OG0006413	LOC117582773|XP_034126629.1|DGUA	LOC118504560|XP_035895063.1|ASTE
OG0006414	LOC117583525|XP_034127763.1|DGUA	LOC118503904|XP_035893588.1|ASTE
OG0006415	LOC117581277|XP_034124185.1|DGUA	LOC118517518|XP_035919637.1|ASTE
OG0006416	LOC117580964|XP_034123643.1|DGUA	LOC118506133|XP_035898763.1|ASTE
OG0006417	LOC117584582|XP_034129449.1|DGUA	LOC118508088|XP_035903460.1|ASTE
OG0006418	LOC117581075|XP_034123848.1|DGUA	LOC118510489|XP_035908272.1|ASTE
OG0006419	LOC117583552|XP_034127803.1|DGUA	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE
OG0006420	LOC117585280|XP_034130593.1|DGUA	LOC118508289|XP_035903826.1|ASTE
OG0006421	LOC117587624|XP_034134373.1|DGUA	LOC118508288|XP_035903823.1|ASTE
OG0006422	LOC117588010|XP_034134927.1|DGUA	LOC118505561|XP_035897405.1|ASTE
OG0006423	LOC117589872|XP_034138034.1|DGUA	LOC118505574|XP_035897423.1|ASTE
OG0006424	LOC117589875|XP_034138037.1|DGUA	LOC118505580|XP_035897430.1|ASTE
OG0006425	LOC117589696|XP_034137747.1|DGUA	LOC118505573|XP_035897422.1|ASTE
OG0006426	LOC117589694|XP_034137745.1|DGUA	LOC118505572|XP_035897421.1|ASTE
OG0006427	LOC117583267|XP_034127384.1|DGUA	LOC118505583|XP_035897437.1|ASTE
OG0006429	LOC117584898|XP_034129922.1|DGUA	LOC118502684|XP_035891087.1|ASTE
OG0006430	LOC117580013|XP_034122109.1|DGUA	LOC118506468|XP_035899536.1|ASTE
OG0006431	LOC117582742|XP_034126573.1|DGUA	LOC118508445|XP_035904128.1|ASTE
OG0006432	LOC117589962|XP_034138153.1|DGUA	LOC118502922|XP_035891550.1|ASTE
OG0006433	LOC117585007|XP_034130137.1|DGUA	LOC118506376|XP_035899295.1|ASTE
OG0006434	LOC117584739|XP_034129703.1|DGUA	LOC118506154|XP_035898815.1|ASTE
OG0006435	LOC117583360|XP_034127520.1|DGUA	LOC118506805|XP_035900345.1|ASTE
OG0006436	LOC117590306|XP_034138684.1|DGUA	LOC118502864|XP_035891465.1|ASTE
OG0006437	LOC117588519|XP_034135743.1|DGUA	LOC118502874|XP_035891477.1|ASTE
OG0006438	LOC117582641|XP_034126414.1|DGUA	LOC118508305|XP_035903855.1|ASTE
OG0006439	LOC117583170|XP_034127257.1|DGUA	LOC118507792|XP_035902725.1|ASTE
OG0006440	LOC117583171|XP_034127258.1|DGUA	LOC118507791|XP_035902722.1|ASTE
OG0006441	LOC117582738|XP_034126563.1|DGUA	LOC118507556|XP_035902037.1|ASTE
OG0006442	LOC117583341|XP_034127494.1|DGUA	LOC118507550|XP_035902024.1|ASTE
OG0006443	LOC117586585|XP_034132644.1|DGUA	LOC118502544|XP_035890713.1|ASTE
OG0006444	LOC117582865|XP_034126826.1|DGUA	LOC118504473|XP_035894879.1|ASTE
OG0006445	LOC117581225|XP_034124095.1|DGUA	LOC118504993|XP_035896064.1|ASTE
