Orthogroup	CPIP.longest_only	DSUP.longest_only
OG0008072	LOC120430873|XP_039451934.1|CPIP	LOC119557329|XP_037725978.1|DSUP
OG0008073	LOC120414835|XP_039432095.1|CPIP	LOC119557902|XP_037726836.1|DSUP
OG0008074	LOC120414844|XP_039432103.1|CPIP	LOC119557932|XP_037726870.1|DSUP
OG0008075	LOC120414824|XP_039432085.1|CPIP	LOC119551351|XP_037716599.1|DSUP
OG0008076	LOC120414833|XP_039432093.1|CPIP	LOC119557778|XP_037726606.1|DSUP
OG0008077	LOC120414837|XP_039432097.1|CPIP	LOC119560560|XP_037730006.1|DSUP
OG0008078	LOC120414849|XP_039432107.1|CPIP	LOC119557076|XP_037725557.1|DSUP
OG0008079	LOC120431495|XP_039452534.1|CPIP	LOC119557943|XP_037726890.1|DSUP
OG0008080	LOC120413938|XP_039430871.1|CPIP	LOC119557893|XP_037726825.1|DSUP
OG0008081	LOC120413950|XP_039430887.1|CPIP	LOC119558413|XP_037727874.1|DSUP
OG0008082	LOC120413934|XP_039430865.1|CPIP	LOC119556429|XP_037724583.1|DSUP
OG0008083	LOC120413939|XP_039430872.1|CPIP	LOC119560598|XP_037730051.1|DSUP
OG0008084	LOC120413028|XP_039429636.1|CPIP	LOC119560034|XP_037729262.1|DSUP
OG0008085	LOC120412993|XP_039429578.1|CPIP	LOC119563273|XP_037732523.1|DSUP
OG0008086	LOC120412962|XP_039429540.1|CPIP	LOC119560558|XP_037729996.1|DSUP
OG0008087	LOC120412978|XP_039429561.1|CPIP	LOC119556715|XP_037725041.1|DSUP
OG0008088	LOC120414399|XP_039431510.1|CPIP	LOC119557874|XP_037726803.1|DSUP
OG0008089	LOC120414391|XP_039431498.1|CPIP	LOC119554684|XP_037721614.1|DSUP
OG0008090	LOC120417906|XP_039436069.1|CPIP	LOC119556276|XP_037724253.1|DSUP
OG0008091	LOC120425713|XP_039446244.1|CPIP	LOC119558715|XP_037727985.1|DSUP
OG0008092	LOC120413991|XP_039430935.1|CPIP	LOC119559820|XP_037728840.1|DSUP
OG0008093	LOC120413996|XP_039430940.1|CPIP	LOC119558310|XP_037727640.1|DSUP
OG0008094	LOC120413995|XP_039430938.1|CPIP	LOC119547539|XP_037710364.1|DSUP
OG0008095	LOC120425930|XP_039446485.1|CPIP	LOC119556058|XP_037723797.1|DSUP
OG0008096	LOC120425932|XP_039446487.1|CPIP	LOC119556336|XP_037724354.1|DSUP
OG0008097	LOC120425928|XP_039446483.1|CPIP	LOC119558253|XP_037727508.1|DSUP
OG0008098	LOC120425660|XP_039446174.1|CPIP	LOC119553654|XP_037720068.1|DSUP
OG0008099	LOC120426304|XP_039446987.1|CPIP	LOC119553315|XP_037719569.1|DSUP
OG0008100	LOC120422357|XP_039441694.1|CPIP	LOC119547101|XP_037709735.1|DSUP
OG0008101	LOC120422378|XP_039441720.1|CPIP	LOC119558280|XP_037727583.1|DSUP
OG0008102	LOC120423442|XP_039443193.1|CPIP	LOC119562950|XP_037732051.1|DSUP
OG0008103	LOC120423440|XP_039443190.1|CPIP	LOC119558298|XP_037727618.1|DSUP
OG0008104	LOC120421502|XP_039440657.1|CPIP	LOC119554960|XP_037722015.1|DSUP
OG0008105	LOC120421503|XP_039440658.1|CPIP	LOC119560919|XP_037730551.1|DSUP
OG0008106	LOC120422284|XP_039441612.1|CPIP	LOC119552850|XP_037718652.1|DSUP
OG0008107	LOC120421813|XP_039441028.1|CPIP	LOC119563328|XP_037732599.1|DSUP
OG0008108	LOC120421538|XP_039440701.1|CPIP	LOC119556708|XP_037725032.1|DSUP
OG0008109	LOC120422062|XP_039441336.1|CPIP	LOC119556863|XP_037725263.1|DSUP
OG0008110	LOC120418244|XP_039436491.1|CPIP	LOC119556406|XP_037724519.1|DSUP
OG0008111	LOC120418249|XP_039436497.1|CPIP	LOC119557087|XP_037725569.1|DSUP
OG0008112	LOC120418266|XP_039436517.1|CPIP	LOC119556968|XP_037725406.1|DSUP
OG0008113	LOC120418257|XP_039436509.1|CPIP	LOC119557716|XP_037726526.1|DSUP
OG0008114	LOC120418256|XP_039436507.1|CPIP	LOC119557715|XP_037726525.1|DSUP
OG0008115	LOC120418282|XP_039436538.1|CPIP	LOC119558285|XP_037727589.1|DSUP
OG0008116	LOC120418232|XP_039436466.1|CPIP	LOC119558307|XP_037727637.1|DSUP
OG0008117	LOC120418230|XP_039436459.1|CPIP	LOC119556032|XP_037723741.1|DSUP
OG0008120	LOC120431176|XP_039452244.1|CPIP	LOC119556494|XP_037724681.1|DSUP
OG0008125	LOC120427458|XP_039448261.1|CPIP	LOC119558405|XP_037727865.1|DSUP
OG0008135	LOC120424058|XP_039444013.1|CPIP	LOC119550771|XP_037715632.1|DSUP
OG0008137	LOC120419399|XP_039438010.1|CPIP	LOC119557121|XP_037725632.1|DSUP
OG0008138	LOC120419577|XP_039438235.1|CPIP	LOC119552955|XP_037718866.1|DSUP
OG0008139	LOC120419582|XP_039438244.1|CPIP	LOC119551297|XP_037716504.1|DSUP
OG0008140	LOC120419557|XP_039438204.1|CPIP	LOC119558406|XP_037727866.1|DSUP
OG0008141	LOC120419552|XP_039438200.1|CPIP	LOC119556341|XP_037724368.1|DSUP
OG0008142	LOC120419564|XP_039438227.1|CPIP	LOC119556110|XP_037723909.1|DSUP
OG0008143	LOC120419554|XP_039438202.1|CPIP	LOC119557729|XP_037726540.1|DSUP
OG0008144	LOC120419568|XP_039438231.1|CPIP	LOC119551294|XP_037716501.1|DSUP
OG0008145	LOC120416634|XP_039434377.1|CPIP	LOC119556471|XP_037724647.1|DSUP
OG0008146	LOC120416661|XP_039434403.1|CPIP	LOC119557759|XP_037726582.1|DSUP
OG0008147	LOC120416633|XP_039434374.1|CPIP	LOC119556430|XP_037724584.1|DSUP
OG0008148	LOC120416617|XP_039434348.1|CPIP	LOC119557962|XP_037726933.1|DSUP
OG0008149	LOC120414990|XP_039432281.1|CPIP	LOC119558091|XP_037727228.1|DSUP
OG0008150	LOC120415006|XP_039432299.1|CPIP	LOC119557637|XP_037726399.1|DSUP
OG0008151	LOC120414981|XP_039432259.1|CPIP	LOC119556883|XP_037725288.1|DSUP
OG0008152	LOC120414986|XP_039432274.1|CPIP	LOC119557046|XP_037725519.1|DSUP
OG0008153	LOC120424960|XP_039445252.1|CPIP	LOC119550395|XP_037714973.1|DSUP
OG0008154	LOC120425255|XP_039445635.1|CPIP	LOC119553859|XP_037720440.1|DSUP
OG0008155	LOC120417989|XP_039436169.1|CPIP	LOC119554635|XP_037721560.1|DSUP
OG0008156	LOC120417582|XP_039435627.1|CPIP	LOC119546193|XP_037708250.1|DSUP
OG0008157	LOC120418461|XP_039436828.1|CPIP	LOC119560398|XP_037729758.1|DSUP
OG0008158	LOC120429860|XP_039450865.1|CPIP	LOC119556712|XP_037725038.1|DSUP
OG0008159	LOC120420433|XP_039439391.1|CPIP	LOC119554071|XP_037720743.1|DSUP
OG0008161	LOC120419608|XP_039438282.1|CPIP	LOC119552710|XP_037718388.1|DSUP
OG0008162	LOC120419606|XP_039438280.1|CPIP	LOC119556120|XP_037723934.1|DSUP
OG0008163	LOC120415324|XP_039432743.1|CPIP	LOC119552833|XP_037718616.1|DSUP
OG0008164	LOC120421463|XP_039440611.1|CPIP	LOC119556205|XP_037724090.1|DSUP
OG0008165	LOC120428354|XP_039449291.1|CPIP	LOC119557119|XP_037725628.1|DSUP
OG0008166	LOC120428355|XP_039449293.1|CPIP	LOC119558033|XP_037727102.1|DSUP
OG0008167	LOC120423250|XP_039442905.1|CPIP	LOC119557023|XP_037725491.1|DSUP
OG0008168	LOC120423249|XP_039442903.1|CPIP	LOC119556808|XP_037725188.1|DSUP
OG0008169	LOC120423265|XP_039442933.1|CPIP	LOC119557836|XP_037726740.1|DSUP
OG0008170	LOC120423259|XP_039442926.1|CPIP	LOC119551224|XP_037716389.1|DSUP
OG0008171	LOC120414905|XP_039432168.1|CPIP	LOC119558325|XP_037727669.1|DSUP
OG0008172	LOC120431259|XP_039452326.1|CPIP	LOC119559930|XP_037729065.1|DSUP
OG0008173	LOC120428145|XP_039449063.1|CPIP	LOC119546108|XP_037708122.1|DSUP
OG0008174	LOC120425075|XP_039445405.1|CPIP	LOC119559406|XP_037728403.1|DSUP
OG0008175	LOC120424271|XP_039444269.1|CPIP	LOC119558124|XP_037727284.1|DSUP
OG0008176	LOC120417982|XP_039436158.1|CPIP	LOC119556337|XP_037724355.1|DSUP
OG0008177	LOC120421481|XP_039440632.1|CPIP	LOC119556176|XP_037724026.1|DSUP
OG0008178	LOC120431969|XP_039453042.1|CPIP	LOC119556256|XP_037724229.1|DSUP
OG0008179	LOC120427539|XP_039448342.1|CPIP	LOC119557429|XP_037726109.1|DSUP
OG0008180	LOC120427530|XP_039448330.1|CPIP	LOC119556274|XP_037724251.1|DSUP
OG0008181	LOC120427532|XP_039448332.1|CPIP	LOC119556277|XP_037724255.1|DSUP
OG0008182	LOC120416741|XP_039434510.1|CPIP	LOC119549072|XP_037712708.1|DSUP
OG0008183	LOC120422938|XP_039442450.1|CPIP	LOC119551320|XP_037716544.1|DSUP
OG0008184	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP	LOC119546729|XP_037709147.1|DSUP
OG0008185	LOC120421841|XP_039441058.1|CPIP	LOC119546271|XP_037708375.1|DSUP
OG0008186	LOC120425540|XP_039446035.1|CPIP	LOC119551669|XP_037717050.1|DSUP
OG0008187	LOC120425544|XP_039446039.1|CPIP	LOC119551670|XP_037717051.1|DSUP
OG0008188	LOC120415873|XP_039433443.1|CPIP	LOC119548460|XP_037711656.1|DSUP
OG0008189	LOC120428242|XP_039449156.1|CPIP	LOC119546195|XP_037708248.1|DSUP
OG0008190	LOC120419166|XP_039437752.1|CPIP	LOC119555346|XP_037722612.1|DSUP
OG0008191	LOC120419149|XP_039437720.1|CPIP	LOC119557225|XP_037725833.1|DSUP
OG0008192	LOC120419148|XP_039437715.1|CPIP	LOC119557331|XP_037725980.1|DSUP
OG0008193	LOC120419174|XP_039437761.1|CPIP	LOC119556602|XP_037724842.1|DSUP
OG0008194	LOC120419312|XP_039437915.1|CPIP	LOC119548467|XP_037711662.1|DSUP
OG0008195	LOC120428721|XP_039449726.1|CPIP	LOC119559470|XP_037728509.1|DSUP
OG0008196	LOC120425517|XP_039446000.1|CPIP	LOC119550367|XP_037714937.1|DSUP
OG0008197	LOC120426748|XP_039447456.1|CPIP	LOC119554205|XP_037720933.1|DSUP
OG0008198	LOC120426725|XP_039447430.1|CPIP	LOC119556563|XP_037724785.1|DSUP
OG0008199	LOC120415867|XP_039433437.1|CPIP	LOC119558126|XP_037727286.1|DSUP
OG0008200	LOC120418149|XP_039436382.1|CPIP	LOC119550576|XP_037715295.1|DSUP
OG0008201	LOC120412356|XP_039428706.1|CPIP	LOC119554634|XP_037721559.1|DSUP
OG0008202	LOC120412338|XP_039428675.1|CPIP	LOC119555635|XP_037723084.1|DSUP
OG0008203	LOC120412348|XP_039428697.1|CPIP	LOC119554238|XP_037721000.1|DSUP
OG0008204	LOC120412344|XP_039428679.1|CPIP	LOC119557615|XP_037726351.1|DSUP
OG0008205	LOC120416824|XP_039434644.1|CPIP	LOC119557267|XP_037725881.1|DSUP
OG0008206	LOC120416813|XP_039434622.1|CPIP	LOC119555465|XP_037722798.1|DSUP
OG0008208	LOC120421857|XP_039441081.1|CPIP	LOC119551389|XP_037716642.1|DSUP
OG0008209	LOC120421878|XP_039441109.1|CPIP	LOC119555095|XP_037722241.1|DSUP
OG0008210	LOC120420290|XP_039439222.1|CPIP	LOC119554625|XP_037721549.1|DSUP
OG0008211	LOC120415208|XP_039432598.1|CPIP	LOC119548049|XP_037711057.1|DSUP
OG0008212	LOC120424703|XP_039444817.1|CPIP	LOC119554086|XP_037720757.1|DSUP
OG0008213	LOC120424715|XP_039444831.1|CPIP	LOC119556138|XP_037723961.1|DSUP
OG0008214	LOC120431000|XP_039452094.1|CPIP	LOC119553625|XP_037720023.1|DSUP
OG0008215	LOC120431046|XP_039452132.1|CPIP	LOC119557944|XP_037726892.1|DSUP
OG0008216	LOC120421831|XP_039441043.1|CPIP	LOC119555643|XP_037723106.1|DSUP
OG0008217	LOC120415837|XP_039433408.1|CPIP	LOC119556426|XP_037724573.1|DSUP
OG0008218	LOC120427510|XP_039448306.1|CPIP	LOC119549268|XP_037713107.1|DSUP
OG0008219	LOC120432588|XP_039453758.1|CPIP	LOC119557806|XP_037726664.1|DSUP
OG0008220	LOC120432548|XP_039453707.1|CPIP	LOC119555877|XP_037723459.1|DSUP
OG0008221	LOC120432537|XP_039453695.1|CPIP	LOC119545947|XP_037707824.1|DSUP
OG0008222	LOC120422210|XP_039441526.1|CPIP	LOC119555679|XP_037723229.1|DSUP
OG0008223	LOC120416675|XP_039434428.1|CPIP	LOC119552776|XP_037718514.1|DSUP
OG0008224	LOC120423790|XP_039443641.1|CPIP	LOC119554055|XP_037720722.1|DSUP
OG0008225	LOC120423694|XP_039443524.1|CPIP	LOC119558152|XP_037727319.1|DSUP
OG0008226	LOC120429101|XP_039450198.1|CPIP	LOC119556947|XP_037725368.1|DSUP
OG0008227	LOC120432313|XP_039453430.1|CPIP	LOC119553803|XP_037720353.1|DSUP
OG0008228	LOC120424630|XP_039444730.1|CPIP	LOC119563099|XP_037732262.1|DSUP
OG0008230	LOC120419231|XP_039437821.1|CPIP	LOC119563490|XP_037732853.1|DSUP
OG0008232	LOC120414680|XP_039431898.1|CPIP	LOC119553608|XP_037719994.1|DSUP
OG0008233	LOC120414075|XP_039431029.1|CPIP	LOC119547195|XP_037709862.1|DSUP
OG0008235	LOC120424466|XP_039444534.1|CPIP	LOC119556811|XP_037725192.1|DSUP
OG0008236	LOC120419583|XP_039438245.1|CPIP	LOC119559663|XP_037728640.1|DSUP
OG0008237	LOC120416495|XP_039434144.1|CPIP	LOC119550787|XP_037715647.1|DSUP
OG0008238	LOC120414441|XP_039431561.1|CPIP	LOC119553502|XP_037719850.1|DSUP
OG0008239	LOC120413233|XP_039429896.1|CPIP	LOC119554900|XP_037721930.1|DSUP
OG0008240	LOC120423617|XP_039443418.1|CPIP	LOC119551100|XP_037716207.1|DSUP
OG0008243	LOC120414400|XP_039431511.1|CPIP	LOC119549549|XP_037713627.1|DSUP
OG0008246	LOC120426142|XP_039446793.1|CPIP	LOC119550571|XP_037715289.1|DSUP
OG0008266	LOC120415055|XP_039432370.1|CPIP	LOC119560293|XP_037729591.1|DSUP
OG0008267	LOC120432217|XP_039453316.1|CPIP	LOC119545726|XP_037707471.1|DSUP
OG0008268	LOC120415049|XP_039432357.1|CPIP	LOC119548699|XP_037712091.1|DSUP
OG0008269	LOC120431077|XP_039452167.1|CPIP	LOC119547104|XP_037709734.1|DSUP
OG0008270	LOC120418122|XP_039436334.1|CPIP	LOC119556374|XP_037724469.1|DSUP
OG0008271	LOC120419288|XP_039437889.1|CPIP	LOC119553228|XP_037719424.1|DSUP
OG0008272	LOC120421050|XP_039440127.1|CPIP	LOC119556192|XP_037724063.1|DSUP
OG0008273	LOC120430978|XP_039452050.1|CPIP	LOC119563237|XP_037732471.1|DSUP
OG0008274	LOC120429177|XP_039450324.1|CPIP	LOC119558017|XP_037727057.1|DSUP
OG0008275	LOC120416397|XP_039434073.1|CPIP	LOC119558054|XP_037727132.1|DSUP
OG0008277	LOC120424283|XP_039444288.1|CPIP	LOC119557622|XP_037726375.1|DSUP
OG0008278	LOC120422442|XP_039441818.1|CPIP	LOC119547094|XP_037709721.1|DSUP
OG0008279	LOC120429658|XP_039450621.1|CPIP	LOC119556473|XP_037724650.1|DSUP
OG0008280	LOC120429660|XP_039450625.1|CPIP	LOC119557903|XP_037726837.1|DSUP
OG0008281	LOC120416919|XP_039434759.1|CPIP	LOC119557530|XP_037726231.1|DSUP
OG0008282	LOC120412755|XP_039429284.1|CPIP	LOC119556925|XP_037725339.1|DSUP
OG0008283	LOC120432411|XP_039453548.1|CPIP	LOC119556616|XP_037724861.1|DSUP
OG0008284	LOC120424103|XP_039444092.1|CPIP	LOC119559766|XP_037728807.1|DSUP
OG0008285	LOC120413559|XP_039430410.1|CPIP	LOC119557706|XP_037726508.1|DSUP
OG0008286	LOC120417716|XP_039435801.1|CPIP	LOC119557300|XP_037725937.1|DSUP
OG0008287	LOC120412520|XP_039428952.1|CPIP	LOC119556725|XP_037725051.1|DSUP
OG0008288	LOC120414528|XP_039431670.1|CPIP	LOC119559744|XP_037728731.1|DSUP
OG0008289	LOC120429020|XP_039450095.1|CPIP, LOC120427222|XP_039448019.1|CPIP	LOC119551104|XP_037716214.1|DSUP
OG0008290	LOC120414181|XP_039431193.1|CPIP	LOC119555988|XP_037723647.1|DSUP
OG0008291	LOC120414168|XP_039431157.1|CPIP	LOC119558192|XP_037727401.1|DSUP
OG0008292	LOC120416243|XP_039433879.1|CPIP	LOC119558016|XP_037727055.1|DSUP
OG0008293	LOC120416253|XP_039433890.1|CPIP	LOC119546476|XP_037708694.1|DSUP
OG0008294	LOC120419895|XP_039438698.1|CPIP	LOC119562888|XP_037731932.1|DSUP
OG0008295	LOC120424146|XP_039444122.1|CPIP	LOC119556767|XP_037725121.1|DSUP
OG0008296	LOC120424141|XP_039444118.1|CPIP	LOC119556353|XP_037724389.1|DSUP
OG0008298	LOC120429692|XP_039450661.1|CPIP	LOC119556960|XP_037725396.1|DSUP
OG0008299	LOC120428779|XP_039449799.1|CPIP	LOC119553818|XP_037720378.1|DSUP
OG0008303	LOC120431856|XP_039452923.1|CPIP	LOC119556624|XP_037724872.1|DSUP
OG0008305	LOC120425473|XP_039445943.1|CPIP	LOC119557686|XP_037726484.1|DSUP
OG0008306	LOC120416099|XP_039433720.1|CPIP	LOC119557628|XP_037726385.1|DSUP
OG0008307	LOC120426234|XP_039446904.1|CPIP	LOC119560782|XP_037730336.1|DSUP
OG0008308	LOC120423714|XP_039443552.1|CPIP	LOC119545763|XP_037707536.1|DSUP
OG0008309	LOC120416018|XP_039433612.1|CPIP	LOC119546945|XP_037709513.1|DSUP
OG0008310	LOC120416902|XP_039434736.1|CPIP	LOC119555028|XP_037722102.1|DSUP
OG0008311	LOC120424031|XP_039443987.1|CPIP	LOC119558057|XP_037727135.1|DSUP
OG0008312	LOC120422542|XP_039441940.1|CPIP	LOC119560397|XP_037729754.1|DSUP
OG0008316	LOC120425593|XP_039446109.1|CPIP	LOC119561739|XP_037731142.1|DSUP
OG0008318	LOC120431084|XP_039452174.1|CPIP	LOC119556483|XP_037724665.1|DSUP
OG0008319	LOC120424586|XP_039444683.1|CPIP	LOC119550412|XP_037714998.1|DSUP
OG0008321	LOC120428714|XP_039449720.1|CPIP	LOC119560065|XP_037729300.1|DSUP
OG0008322	LOC120423528|XP_039443309.1|CPIP	LOC119546823|XP_037709343.1|DSUP
OG0008325	LOC120427396|XP_039448181.1|CPIP	LOC119555998|XP_037723657.1|DSUP
OG0008326	LOC120417082|XP_039434984.1|CPIP	LOC119554895|XP_037721929.1|DSUP
OG0008327	LOC120424179|XP_039444168.1|CPIP	LOC119551025|XP_037716011.1|DSUP
OG0008328	LOC120422645|XP_039442082.1|CPIP	LOC119557410|XP_037726087.1|DSUP
OG0008329	LOC120417425|XP_039435404.1|CPIP	LOC119556714|XP_037725040.1|DSUP
OG0008330	LOC120427037|XP_039447805.1|CPIP	LOC119550628|XP_037715385.1|DSUP
OG0008331	LOC120422885|XP_039442380.1|CPIP	LOC119554965|XP_037722019.1|DSUP
OG0008332	LOC120421338|XP_039440454.1|CPIP	LOC119554534|XP_037721414.1|DSUP
OG0008333	LOC120421334|XP_039440438.1|CPIP	LOC119554792|XP_037721768.1|DSUP
OG0008334	LOC120421335|XP_039440442.1|CPIP	LOC119553958|XP_037720579.1|DSUP
OG0008335	LOC120421539|XP_039440702.1|CPIP	LOC119554656|XP_037721585.1|DSUP
OG0008336	LOC120413207|XP_039429856.1|CPIP	LOC119554317|XP_037721107.1|DSUP
OG0008337	LOC120418482|XP_039436855.1|CPIP	LOC119550307|XP_037714834.1|DSUP
OG0008338	LOC120413203|XP_039429853.1|CPIP	LOC119553333|XP_037719592.1|DSUP
OG0008339	LOC120413199|XP_039429848.1|CPIP	LOC119556129|XP_037723946.1|DSUP
OG0008340	LOC120420059|XP_039438904.1|CPIP	LOC119551679|XP_037717066.1|DSUP
OG0008341	LOC120430784|XP_039451831.1|CPIP	LOC119554049|XP_037720716.1|DSUP
OG0008342	LOC120413488|XP_039430279.1|CPIP	LOC119555606|XP_037723031.1|DSUP
OG0008344	LOC120420665|XP_039439695.1|CPIP	LOC119554795|XP_037721772.1|DSUP
OG0008345	LOC120413496|XP_039430287.1|CPIP	LOC119555213|XP_037722404.1|DSUP
OG0008346	LOC120412903|XP_039429469.1|CPIP	LOC119556704|XP_037725029.1|DSUP
OG0008347	LOC120412916|XP_039429483.1|CPIP	LOC119548033|XP_037711037.1|DSUP
OG0008348	LOC120414448|XP_039431569.1|CPIP	LOC119554377|XP_037721185.1|DSUP
OG0008349	LOC120423771|XP_039443623.1|CPIP	LOC119553780|XP_037720315.1|DSUP
OG0008350	LOC120423505|XP_039443280.1|CPIP	LOC119556189|XP_037724060.1|DSUP
OG0008352	LOC120418674|XP_039437057.1|CPIP	LOC119552684|XP_037718332.1|DSUP
OG0008353	LOC120422703|XP_039442149.1|CPIP	LOC119553229|XP_037719425.1|DSUP
OG0008354	LOC120413722|XP_039430583.1|CPIP	LOC119556346|XP_037724376.1|DSUP
OG0008356	LOC120418837|XP_039437291.1|CPIP	LOC119552940|XP_037718821.1|DSUP
OG0008359	LOC120424228|XP_039444220.1|CPIP	LOC119551451|XP_037716724.1|DSUP
OG0008367	LOC120431327|XP_039452392.1|CPIP	LOC119556949|XP_037725376.1|DSUP
OG0008368	LOC120415691|XP_039433220.1|CPIP	LOC119548617|XP_037711914.1|DSUP
OG0008369	LOC120429870|XP_039450882.1|CPIP, LOC120413633|XP_039430484.1|CPIP	LOC119556516|XP_037724716.1|DSUP
OG0008370	LOC120420142|XP_039439035.1|CPIP	LOC119563250|XP_037732491.1|DSUP
OG0008371	LOC120416090|XP_039433707.1|CPIP	LOC119546253|XP_037708342.1|DSUP
OG0008372	LOC120417347|XP_039435283.1|CPIP	LOC119562564|XP_037731699.1|DSUP
OG0008373	LOC120424109|XP_039444052.1|CPIP	LOC119548038|XP_037711042.1|DSUP
OG0008374	LOC120425909|XP_039446463.1|CPIP	LOC119559698|XP_037728686.1|DSUP
OG0008375	LOC120421710|XP_039440890.1|CPIP	LOC119548701|XP_037712093.1|DSUP
OG0008376	LOC120415467|XP_039432960.1|CPIP	LOC119548839|XP_037712386.1|DSUP
OG0008377	LOC120416023|XP_039433614.1|CPIP	LOC119546233|XP_037708305.1|DSUP
OG0008378	LOC120419844|XP_039438614.1|CPIP	LOC119546231|XP_037708303.1|DSUP
OG0008379	LOC120412807|XP_039429342.1|CPIP	LOC119548159|XP_037711190.1|DSUP
OG0008380	LOC120419795|XP_039438565.1|CPIP	LOC119547339|XP_037710077.1|DSUP
OG0008381	LOC120416280|XP_039433928.1|CPIP	LOC119547726|XP_037710636.1|DSUP
OG0008383	LOC120412782|XP_039429303.1|CPIP	LOC119547671|XP_037710557.1|DSUP
OG0008384	LOC120422592|XP_039442020.1|CPIP	LOC119546696|XP_037709103.1|DSUP
OG0008385	LOC120427813|XP_039448671.1|CPIP	LOC119546632|XP_037709000.1|DSUP
OG0008387	LOC120426278|XP_039446957.1|CPIP	LOC119563535|XP_037732935.1|DSUP
OG0008388	LOC120423108|XP_039442721.1|CPIP	LOC119546727|XP_037709145.1|DSUP
OG0008389	LOC120426268|XP_039446943.1|CPIP	LOC119547163|XP_037709817.1|DSUP
OG0008390	LOC120418719|XP_039437126.1|CPIP	LOC119546273|XP_037708373.1|DSUP
OG0008392	LOC120423223|XP_039442865.1|CPIP	LOC119552726|XP_037718405.1|DSUP
OG0008393	LOC120423196|XP_039442830.1|CPIP	LOC119552621|XP_037718214.1|DSUP
OG0008395	LOC120416157|XP_039433769.1|CPIP	LOC119558123|XP_037727282.1|DSUP
OG0008396	LOC120416144|XP_039433755.1|CPIP	LOC119556263|XP_037724237.1|DSUP
OG0008397	LOC120416173|XP_039433791.1|CPIP	LOC119557829|XP_037726716.1|DSUP
OG0008398	LOC120423948|XP_039443867.1|CPIP	LOC119558403|XP_037727861.1|DSUP
OG0008399	LOC120419317|XP_039437924.1|CPIP	LOC119558360|XP_037727792.1|DSUP
OG0008400	LOC120426819|XP_039447536.1|CPIP	LOC119554310|XP_037721098.1|DSUP
OG0008401	LOC120419116|XP_039437644.1|CPIP	LOC119546278|XP_037708381.1|DSUP
OG0008402	LOC120432178|XP_039453251.1|CPIP	LOC119559841|XP_037728862.1|DSUP
OG0008403	LOC120420011|XP_039438850.1|CPIP	LOC119556810|XP_037725191.1|DSUP
OG0008404	LOC120432388|XP_039453517.1|CPIP	LOC119560990|XP_037730697.1|DSUP
OG0008405	LOC120423750|XP_039443601.1|CPIP	LOC119557930|XP_037726868.1|DSUP
OG0008406	LOC120414939|XP_039432206.1|CPIP	LOC119558213|XP_037727447.1|DSUP
OG0008407	LOC120419222|XP_039437814.1|CPIP	LOC119547895|XP_037710863.1|DSUP
OG0008409	LOC120415907|XP_039433484.1|CPIP	LOC119555265|XP_037722496.1|DSUP
OG0008411	LOC120418765|XP_039437176.1|CPIP	LOC119563278|XP_037732529.1|DSUP
OG0008412	LOC120422595|XP_039442023.1|CPIP	LOC119556371|XP_037724464.1|DSUP
OG0008413	LOC120413016|XP_039429602.1|CPIP	LOC119554609|XP_037721528.1|DSUP
OG0008414	LOC120417902|XP_039436065.1|CPIP	LOC119557246|XP_037725860.1|DSUP
OG0008416	LOC120418246|XP_039436494.1|CPIP	LOC119556262|XP_037724236.1|DSUP
OG0008420	LOC120424740|XP_039444867.1|CPIP	LOC119557845|XP_037726752.1|DSUP
OG0008421	LOC120424730|XP_039444856.1|CPIP	LOC119556338|XP_037724358.1|DSUP
OG0008422	LOC120426971|XP_039447725.1|CPIP	LOC119557186|XP_037725759.1|DSUP
OG0008426	LOC120419393|XP_039437999.1|CPIP	LOC119549477|XP_037713505.1|DSUP
OG0008427	LOC120419549|XP_039438194.1|CPIP	LOC119557543|XP_037726244.1|DSUP
OG0008428	LOC120419551|XP_039438199.1|CPIP	LOC119557621|XP_037726374.1|DSUP
OG0008429	LOC120419566|XP_039438230.1|CPIP	LOC119563320|XP_037732583.1|DSUP
OG0008430	LOC120419562|XP_039438225.1|CPIP	LOC119557933|XP_037726871.1|DSUP
OG0008431	LOC120419950|XP_039438744.1|CPIP	LOC119555632|XP_037723079.1|DSUP
OG0008432	LOC120415274|XP_039432679.1|CPIP	LOC119549945|XP_037714258.1|DSUP
OG0008434	LOC120423252|XP_039442906.1|CPIP	LOC119559374|XP_037728348.1|DSUP
OG0008435	LOC120424441|XP_039444508.1|CPIP, LOC120428135|XP_039449051.1|CPIP	LOC119546771|XP_037709250.1|DSUP
OG0008436	LOC120425548|XP_039446044.1|CPIP	LOC119551671|XP_037717052.1|DSUP
OG0008438	LOC120415421|XP_039432900.1|CPIP	LOC119562274|XP_037731380.1|DSUP
OG0008439	LOC120416426|XP_039434114.1|CPIP	LOC119550035|XP_037714399.1|DSUP
OG0008440	LOC120421832|XP_039441047.1|CPIP	LOC119560597|XP_037730049.1|DSUP
OG0008441	LOC120416354|XP_039434021.1|CPIP	LOC119552849|XP_037718647.1|DSUP
OG0008442	LOC120425095|XP_039445421.1|CPIP	LOC119550364|XP_037714932.1|DSUP
OG0008443	LOC120426384|XP_039447075.1|CPIP	LOC119554261|XP_037721030.1|DSUP
OG0008444	LOC120429120|XP_039450244.1|CPIP	LOC119553472|XP_037719809.1|DSUP
