Orthogroup	CPIP.longest_only	DSUZ.longest_only
OG0008107	LOC120421813|XP_039441028.1|CPIP	LOC108007250|XP_036675577.1|DSUZ
OG0008108	LOC120421538|XP_039440701.1|CPIP	LOC108016804|XP_036676231.1|DSUZ
OG0008109	LOC120422062|XP_039441336.1|CPIP	LOC108016676|XP_016938883.1|DSUZ
OG0008110	LOC120418244|XP_039436491.1|CPIP	LOC108021836|XP_016946131.2|DSUZ
OG0008111	LOC120418249|XP_039436497.1|CPIP	LOC108016605|XP_016938784.1|DSUZ
OG0008112	LOC120418266|XP_039436517.1|CPIP	LOC108016642|XP_016938829.1|DSUZ
OG0008113	LOC120418257|XP_039436509.1|CPIP	LOC108005221|XP_016923901.1|DSUZ
OG0008114	LOC120418256|XP_039436507.1|CPIP	LOC108005191|XP_016923865.1|DSUZ
OG0008115	LOC120418282|XP_039436538.1|CPIP	LOC108019090|XP_016942255.1|DSUZ
OG0008116	LOC120418232|XP_039436466.1|CPIP	LOC108019113|XP_016942324.1|DSUZ
OG0008117	LOC120418230|XP_039436459.1|CPIP	LOC108013734|XP_016935172.1|DSUZ
OG0008120	LOC120431176|XP_039452244.1|CPIP	LOC108004722|XP_016923231.1|DSUZ
OG0008125	LOC120427458|XP_039448261.1|CPIP	LOC108016908|XP_016939313.1|DSUZ
OG0008135	LOC120424058|XP_039444013.1|CPIP	LOC108007978|XP_016927242.1|DSUZ
OG0008137	LOC120419399|XP_039438010.1|CPIP	LOC108016743|XP_016938973.1|DSUZ
OG0008138	LOC120419577|XP_039438235.1|CPIP	LOC108007502|XP_036670480.1|DSUZ
OG0008139	LOC120419582|XP_039438244.1|CPIP	LOC108019919|XP_016943515.1|DSUZ
OG0008140	LOC120419557|XP_039438204.1|CPIP	LOC108016964|XP_016939390.1|DSUZ
OG0008141	LOC120419552|XP_039438200.1|CPIP	LOC108004714|XP_016923218.1|DSUZ
OG0008142	LOC120419564|XP_039438227.1|CPIP	LOC108015005|XP_016936721.1|DSUZ
OG0008143	LOC120419554|XP_039438202.1|CPIP	LOC108018922|XP_016942003.1|DSUZ
OG0008144	LOC120419568|XP_039438231.1|CPIP	LOC108019822|XP_016943328.1|DSUZ
OG0008145	LOC120416634|XP_039434377.1|CPIP	LOC108005428|XP_016924195.1|DSUZ
OG0008146	LOC120416661|XP_039434403.1|CPIP	LOC108021816|XP_016946109.1|DSUZ
OG0008147	LOC120416633|XP_039434374.1|CPIP	LOC108004694|XP_016923194.1|DSUZ
OG0008148	LOC120416617|XP_039434348.1|CPIP	LOC108004655|XP_036677163.1|DSUZ
OG0008149	LOC120414990|XP_039432281.1|CPIP	LOC108015337|XP_016937231.1|DSUZ
OG0008150	LOC120415006|XP_039432299.1|CPIP	LOC108004726|XP_016923237.1|DSUZ
OG0008151	LOC120414981|XP_039432259.1|CPIP	LOC108016809|XP_016939095.1|DSUZ
OG0008152	LOC120414986|XP_039432274.1|CPIP	LOC108016535|XP_036676801.1|DSUZ
OG0008153	LOC120424960|XP_039445252.1|CPIP	LOC108009909|XP_016930123.1|DSUZ
OG0008154	LOC120425255|XP_039445635.1|CPIP	LOC108013135|XP_016934305.1|DSUZ
OG0008155	LOC120417989|XP_039436169.1|CPIP	LOC108010707|XP_016931109.1|DSUZ
OG0008156	LOC120417582|XP_039435627.1|CPIP	LOC108010825|XP_016931276.2|DSUZ
OG0008157	LOC120418461|XP_039436828.1|CPIP	LOC108020552|XP_036673070.1|DSUZ
OG0008158	LOC120429860|XP_039450865.1|CPIP	LOC108005426|XP_016924193.1|DSUZ
OG0008159	LOC120420433|XP_039439391.1|CPIP	LOC108015535|XP_016937500.2|DSUZ
OG0008161	LOC120419608|XP_039438282.1|CPIP	LOC108012804|XP_016933732.1|DSUZ
OG0008162	LOC120419606|XP_039438280.1|CPIP	LOC108015172|XP_016936944.1|DSUZ
OG0008163	LOC120415324|XP_039432743.1|CPIP	LOC108011451|XP_036670809.1|DSUZ
OG0008164	LOC120421463|XP_039440611.1|CPIP	LOC108020476|XP_016944294.1|DSUZ
OG0008165	LOC120428354|XP_039449291.1|CPIP	LOC108016954|XP_036676841.1|DSUZ
OG0008166	LOC120428355|XP_039449293.1|CPIP	LOC108005123|XP_036676996.1|DSUZ
OG0008167	LOC120423250|XP_039442905.1|CPIP	LOC108005142|XP_036677265.1|DSUZ
OG0008168	LOC120423249|XP_039442903.1|CPIP	LOC108005204|XP_016923880.1|DSUZ
OG0008169	LOC120423265|XP_039442933.1|CPIP	LOC108015124|XP_036676407.1|DSUZ
OG0008170	LOC120423259|XP_039442926.1|CPIP	LOC108010175|XP_016930507.1|DSUZ
OG0008171	LOC120414905|XP_039432168.1|CPIP	LOC108004662|XP_016923125.1|DSUZ
OG0008172	LOC120431259|XP_039452326.1|CPIP	LOC108018411|XP_016941456.2|DSUZ
OG0008173	LOC120428145|XP_039449063.1|CPIP	LOC108021166|XP_016945237.1|DSUZ
OG0008174	LOC120425075|XP_039445405.1|CPIP	LOC108019752|XP_016943186.1|DSUZ
OG0008175	LOC120424271|XP_039444269.1|CPIP	LOC108014966|XP_036676676.1|DSUZ
OG0008176	LOC120417982|XP_039436158.1|CPIP	LOC108015136|XP_016936890.1|DSUZ
OG0008177	LOC120421481|XP_039440632.1|CPIP	LOC108015291|XP_016937153.1|DSUZ
OG0008178	LOC120431969|XP_039453042.1|CPIP	LOC108011162|XP_016931739.1|DSUZ
OG0008179	LOC120427539|XP_039448342.1|CPIP	LOC108018930|XP_016942012.1|DSUZ
OG0008180	LOC120427530|XP_039448330.1|CPIP	LOC108015296|XP_016937161.1|DSUZ
OG0008181	LOC120427532|XP_039448332.1|CPIP	LOC108015298|XP_016937164.1|DSUZ
OG0008182	LOC120416741|XP_039434510.1|CPIP	LOC108018104|XP_016941007.1|DSUZ
OG0008183	LOC120422938|XP_039442450.1|CPIP	LOC108010288|XP_016930647.1|DSUZ
OG0008184	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP	LOC108006977|XP_016926076.1|DSUZ
OG0008185	LOC120421841|XP_039441058.1|CPIP	LOC108010828|XP_016931280.2|DSUZ, LOC118878126|XP_036675574.1|DSUZ
OG0008186	LOC120425540|XP_039446035.1|CPIP	LOC108008416|XP_016927750.1|DSUZ
OG0008187	LOC120425544|XP_039446039.1|CPIP	LOC108008417|XP_016927752.1|DSUZ
OG0008188	LOC120415873|XP_039433443.1|CPIP	LOC108021441|XP_016945649.1|DSUZ
OG0008189	LOC120428242|XP_039449156.1|CPIP	LOC108020926|XP_016944838.1|DSUZ
OG0008190	LOC120419166|XP_039437752.1|CPIP	LOC108013621|XP_016935054.1|DSUZ
OG0008191	LOC120419149|XP_039437720.1|CPIP	LOC108016575|XP_016938744.1|DSUZ
OG0008192	LOC120419148|XP_039437715.1|CPIP	LOC108014990|XP_016936701.1|DSUZ
OG0008193	LOC120419174|XP_039437761.1|CPIP	LOC108015434|XP_016937358.2|DSUZ
OG0008194	LOC120419312|XP_039437915.1|CPIP	LOC108006826|XP_016925866.1|DSUZ
OG0008195	LOC120428721|XP_039449726.1|CPIP	LOC108019556|XP_036670063.1|DSUZ
OG0008196	LOC120425517|XP_039446000.1|CPIP	LOC108008085|XP_016927364.1|DSUZ
OG0008198	LOC120426725|XP_039447430.1|CPIP	LOC108014922|XP_016936632.2|DSUZ
OG0008199	LOC120415867|XP_039433437.1|CPIP	LOC108015389|XP_016937298.1|DSUZ
OG0008200	LOC120418149|XP_039436382.1|CPIP	LOC108010043|XP_016930341.1|DSUZ
OG0008201	LOC120412356|XP_039428706.1|CPIP	LOC108010706|XP_036671655.1|DSUZ
OG0008202	LOC120412338|XP_039428675.1|CPIP	LOC108018656|XP_016941717.1|DSUZ
OG0008203	LOC120412348|XP_039428697.1|CPIP	LOC108012411|XP_016933261.1|DSUZ
OG0008204	LOC120412344|XP_039428679.1|CPIP	LOC108011110|XP_016931671.1|DSUZ
OG0008205	LOC120416824|XP_039434644.1|CPIP	LOC108017006|XP_016939448.1|DSUZ
OG0008206	LOC120416813|XP_039434622.1|CPIP	LOC108014006|XP_036671107.1|DSUZ
OG0008207	LOC120416860|XP_039434690.1|CPIP	LOC108012838|XP_016933794.1|DSUZ
OG0008208	LOC120421857|XP_039441081.1|CPIP	LOC108010280|XP_016930638.1|DSUZ
OG0008209	LOC120421878|XP_039441109.1|CPIP	LOC108007071|XP_036670455.1|DSUZ
OG0008210	LOC120420290|XP_039439222.1|CPIP	LOC108012682|XP_016933597.1|DSUZ
OG0008211	LOC120415208|XP_039432598.1|CPIP	LOC108021533|XP_016945787.1|DSUZ
OG0008212	LOC120424703|XP_039444817.1|CPIP	LOC108010657|XP_036672164.1|DSUZ
OG0008213	LOC120424715|XP_039444831.1|CPIP	LOC108016546|XP_036676222.1|DSUZ
OG0008214	LOC120431000|XP_039452094.1|CPIP	LOC108011749|XP_036670947.1|DSUZ
OG0008215	LOC120431046|XP_039452132.1|CPIP	LOC108005128|XP_036677104.1|DSUZ
OG0008216	LOC120421831|XP_039441043.1|CPIP	LOC108011457|XP_016932090.1|DSUZ
OG0008217	LOC120415837|XP_039433408.1|CPIP	LOC108015315|XP_016937184.1|DSUZ
OG0008218	LOC120427510|XP_039448306.1|CPIP	LOC108009101|XP_016928654.1|DSUZ
OG0008219	LOC120432588|XP_039453758.1|CPIP	LOC108015111|XP_016936848.1|DSUZ
OG0008220	LOC120432548|XP_039453707.1|CPIP	LOC108021787|XP_036676889.1|DSUZ
OG0008221	LOC120432537|XP_039453695.1|CPIP	LOC108018875|XP_016941956.1|DSUZ
OG0008222	LOC120422210|XP_039441526.1|CPIP	LOC108007698|XP_036671922.1|DSUZ
OG0008223	LOC120416675|XP_039434428.1|CPIP	LOC108011754|XP_016932471.2|DSUZ
OG0008224	LOC120423790|XP_039443641.1|CPIP	LOC108012835|XP_016933789.1|DSUZ
OG0008225	LOC120423694|XP_039443524.1|CPIP	LOC108005443|XP_016924222.1|DSUZ
OG0008226	LOC120429101|XP_039450198.1|CPIP	LOC108015271|XP_016937121.1|DSUZ
OG0008227	LOC120432313|XP_039453430.1|CPIP	LOC108011707|XP_036675470.1|DSUZ
OG0008228	LOC120424630|XP_039444730.1|CPIP	LOC108015444|XP_036675251.1|DSUZ
OG0008230	LOC120419231|XP_039437821.1|CPIP	LOC108018635|XP_036673524.1|DSUZ
OG0008232	LOC120414680|XP_039431898.1|CPIP	LOC108013327|XP_016934613.1|DSUZ
OG0008233	LOC120414075|XP_039431029.1|CPIP	LOC108021396|XP_016945584.1|DSUZ
OG0008235	LOC120424466|XP_039444534.1|CPIP	LOC108019007|XP_016942110.1|DSUZ
OG0008236	LOC120419583|XP_039438245.1|CPIP	LOC108006932|XP_016926024.1|DSUZ
OG0008237	LOC120416495|XP_039434144.1|CPIP	LOC108010147|XP_016930471.1|DSUZ
OG0008238	LOC120414441|XP_039431561.1|CPIP	LOC108012833|XP_016933787.1|DSUZ
OG0008239	LOC120413233|XP_039429896.1|CPIP	LOC108012431|XP_016933284.1|DSUZ
OG0008240	LOC120423617|XP_039443418.1|CPIP	LOC108018168|XP_016941152.1|DSUZ
OG0008243	LOC120414400|XP_039431511.1|CPIP	LOC108008477|XP_016927822.2|DSUZ
OG0008246	LOC120426142|XP_039446793.1|CPIP	LOC108008760|XP_016928147.1|DSUZ
OG0008266	LOC120415055|XP_039432370.1|CPIP	LOC108005731|XP_036675019.1|DSUZ
OG0008267	LOC120432217|XP_039453316.1|CPIP	LOC108016115|XP_036675306.1|DSUZ
OG0008268	LOC120415049|XP_039432357.1|CPIP	LOC108019906|XP_016943494.1|DSUZ
OG0008269	LOC120431077|XP_039452167.1|CPIP	LOC108005246|XP_016923931.1|DSUZ
OG0008270	LOC120418122|XP_039436334.1|CPIP	LOC108019168|XP_016942415.1|DSUZ
OG0008271	LOC120419288|XP_039437889.1|CPIP	LOC108007104|XP_016926195.2|DSUZ
OG0008272	LOC120421050|XP_039440127.1|CPIP	LOC108019119|XP_016942333.1|DSUZ
OG0008273	LOC120430978|XP_039452050.1|CPIP	LOC108011680|XP_036674459.1|DSUZ
OG0008274	LOC120429177|XP_039450324.1|CPIP	LOC108016702|XP_016938916.1|DSUZ
OG0008275	LOC120416397|XP_039434073.1|CPIP	LOC108015306|XP_016937173.1|DSUZ
OG0008277	LOC120424283|XP_039444288.1|CPIP	LOC108015359|XP_016937260.1|DSUZ
OG0008278	LOC120422442|XP_039441818.1|CPIP	LOC108009244|XP_016928911.1|DSUZ
OG0008279	LOC120429658|XP_039450621.1|CPIP	LOC108006327|XP_016925316.1|DSUZ
OG0008280	LOC120429660|XP_039450625.1|CPIP	LOC108006271|XP_016925209.1|DSUZ
OG0008281	LOC120416919|XP_039434759.1|CPIP	LOC108014999|XP_016936713.1|DSUZ
OG0008282	LOC120412755|XP_039429284.1|CPIP	LOC108005252|XP_016923934.1|DSUZ
OG0008283	LOC120432411|XP_039453548.1|CPIP	LOC108005387|XP_016924137.1|DSUZ
OG0008284	LOC120424103|XP_039444092.1|CPIP	LOC108020420|XP_016944214.1|DSUZ
OG0008285	LOC120413559|XP_039430410.1|CPIP	LOC108015423|XP_016937343.1|DSUZ
OG0008286	LOC120417716|XP_039435801.1|CPIP	LOC108005492|XP_016924285.1|DSUZ
OG0008287	LOC120412520|XP_039428952.1|CPIP	LOC108019107|XP_016942316.1|DSUZ
OG0008288	LOC120414528|XP_039431670.1|CPIP	LOC108013837|XP_016935308.2|DSUZ
OG0008289	LOC120429020|XP_039450095.1|CPIP, LOC120427222|XP_039448019.1|CPIP	LOC108017303|XP_036673993.1|DSUZ
OG0008290	LOC120414181|XP_039431193.1|CPIP	LOC108015144|XP_016936903.1|DSUZ
OG0008291	LOC120414168|XP_039431157.1|CPIP	LOC108019125|XP_016942348.1|DSUZ
OG0008292	LOC120416243|XP_039433879.1|CPIP	LOC108016677|XP_036676527.1|DSUZ
OG0008293	LOC120416253|XP_039433890.1|CPIP	LOC108010849|XP_036678259.1|DSUZ, LOC118876759|XP_036675249.1|DSUZ
OG0008294	LOC120419895|XP_039438698.1|CPIP	LOC108017502|XP_016940047.1|DSUZ
OG0008295	LOC120424146|XP_039444122.1|CPIP	LOC108006564|XP_016925585.1|DSUZ
OG0008296	LOC120424141|XP_039444118.1|CPIP	LOC108006323|XP_016925313.1|DSUZ
OG0008298	LOC120429692|XP_039450661.1|CPIP	LOC108018866|XP_036675739.1|DSUZ
OG0008299	LOC120428779|XP_039449799.1|CPIP	LOC108016155|XP_036675596.1|DSUZ
OG0008303	LOC120431856|XP_039452923.1|CPIP	LOC108013730|XP_036676343.1|DSUZ
OG0008305	LOC120425473|XP_039445943.1|CPIP	LOC108019218|XP_016942503.1|DSUZ
OG0008306	LOC120416099|XP_039433720.1|CPIP	LOC108018946|XP_016942037.1|DSUZ
OG0008307	LOC120426234|XP_039446904.1|CPIP	LOC108015934|XP_036674461.1|DSUZ
OG0008308	LOC120423714|XP_039443552.1|CPIP	LOC108005044|XP_036673306.1|DSUZ
OG0008309	LOC120416018|XP_039433612.1|CPIP	LOC108008861|XP_016928256.1|DSUZ
OG0008310	LOC120416902|XP_039434736.1|CPIP	LOC108020720|XP_016944578.1|DSUZ
OG0008311	LOC120424031|XP_039443987.1|CPIP	LOC108006555|XP_016925576.1|DSUZ
OG0008312	LOC120422542|XP_039441940.1|CPIP	LOC108014897|XP_036672675.1|DSUZ
OG0008318	LOC120431084|XP_039452174.1|CPIP	LOC108006277|XP_016925222.1|DSUZ
OG0008319	LOC120424586|XP_039444683.1|CPIP	LOC108008619|XP_016927989.1|DSUZ
OG0008321	LOC120428714|XP_039449720.1|CPIP	LOC108010569|XP_016930938.2|DSUZ
OG0008322	LOC120423528|XP_039443309.1|CPIP	LOC108021401|XP_016945589.1|DSUZ
OG0008325	LOC120427396|XP_039448181.1|CPIP	LOC108005359|XP_016924093.1|DSUZ
OG0008326	LOC120417082|XP_039434984.1|CPIP	LOC108019987|XP_036673761.1|DSUZ
OG0008327	LOC120424179|XP_039444168.1|CPIP	LOC108009901|XP_016930114.1|DSUZ
OG0008328	LOC120422645|XP_039442082.1|CPIP	LOC108004772|XP_016923308.1|DSUZ
OG0008329	LOC120417425|XP_039435404.1|CPIP	LOC108016680|XP_016938889.1|DSUZ
OG0008330	LOC120427037|XP_039447805.1|CPIP	LOC108008744|XP_016928130.1|DSUZ
OG0008331	LOC120422885|XP_039442380.1|CPIP	LOC108012471|XP_016933352.1|DSUZ
OG0008332	LOC120421338|XP_039440454.1|CPIP	LOC108006584|XP_036671382.1|DSUZ
OG0008333	LOC120421334|XP_039440438.1|CPIP	LOC108012432|XP_016933285.2|DSUZ
OG0008334	LOC120421335|XP_039440442.1|CPIP	LOC108013423|XP_016934776.1|DSUZ
OG0008335	LOC120421539|XP_039440702.1|CPIP	LOC108007111|XP_016926201.1|DSUZ
OG0008336	LOC120413207|XP_039429856.1|CPIP	LOC108020438|XP_036672493.1|DSUZ, LOC118877354|XP_036671693.1|DSUZ
OG0008337	LOC120418482|XP_039436855.1|CPIP	LOC108009856|XP_016930044.1|DSUZ
OG0008338	LOC120413203|XP_039429853.1|CPIP	LOC108005860|XP_016924727.2|DSUZ
OG0008339	LOC120413199|XP_039429848.1|CPIP	LOC108016530|XP_016938692.2|DSUZ
OG0008340	LOC120420059|XP_039438904.1|CPIP	LOC108009174|XP_016928797.1|DSUZ
OG0008341	LOC120430784|XP_039451831.1|CPIP	LOC108012415|XP_036671539.1|DSUZ
OG0008342	LOC120413488|XP_039430279.1|CPIP	LOC108013149|XP_016934327.1|DSUZ
OG0008344	LOC120420665|XP_039439695.1|CPIP	LOC108012385|XP_016933230.1|DSUZ
OG0008345	LOC120413496|XP_039430287.1|CPIP	LOC108007149|XP_016926242.1|DSUZ
OG0008346	LOC120412903|XP_039429469.1|CPIP	LOC108016615|XP_016938797.2|DSUZ
OG0008347	LOC120412916|XP_039429483.1|CPIP	LOC108013033|XP_016934117.1|DSUZ
OG0008348	LOC120414448|XP_039431569.1|CPIP	LOC108013493|XP_016934865.1|DSUZ
OG0008349	LOC120423771|XP_039443623.1|CPIP	LOC108006151|XP_016925093.2|DSUZ
OG0008350	LOC120423505|XP_039443280.1|CPIP	LOC108015327|XP_016937217.1|DSUZ
OG0008352	LOC120418674|XP_039437057.1|CPIP	LOC118877250|XP_036670779.1|DSUZ
OG0008353	LOC120422703|XP_039442149.1|CPIP	LOC108013042|XP_016934139.1|DSUZ
OG0008354	LOC120413722|XP_039430583.1|CPIP	LOC108004690|XP_016923187.1|DSUZ
OG0008356	LOC120418837|XP_039437291.1|CPIP	LOC108011760|XP_016932481.2|DSUZ
OG0008359	LOC120424228|XP_039444220.1|CPIP	LOC108008298|XP_036669242.1|DSUZ
OG0008367	LOC120431327|XP_039452392.1|CPIP	LOC108015057|XP_016936786.1|DSUZ
OG0008368	LOC120415691|XP_039433220.1|CPIP	LOC108021074|XP_016945076.1|DSUZ
OG0008369	LOC120429870|XP_039450882.1|CPIP, LOC120413633|XP_039430484.1|CPIP	LOC108004762|XP_016923289.1|DSUZ
OG0008370	LOC120420142|XP_039439035.1|CPIP	LOC108005047|XP_016923675.2|DSUZ
OG0008371	LOC120416090|XP_039433707.1|CPIP	LOC108012113|XP_016932885.1|DSUZ
OG0008372	LOC120417347|XP_039435283.1|CPIP	LOC108005993|XP_016924924.1|DSUZ
OG0008373	LOC120424109|XP_039444052.1|CPIP	LOC108020942|XP_016944867.1|DSUZ
OG0008374	LOC120425909|XP_039446463.1|CPIP	LOC108010876|XP_016931351.1|DSUZ
OG0008375	LOC120421710|XP_039440890.1|CPIP	LOC108019913|XP_016943507.1|DSUZ
OG0008376	LOC120415467|XP_039432960.1|CPIP	LOC108017003|XP_016939447.1|DSUZ
OG0008377	LOC120416023|XP_039433614.1|CPIP	LOC108019127|XP_016942362.1|DSUZ
OG0008378	LOC120419844|XP_039438614.1|CPIP	LOC108019120|XP_016942341.1|DSUZ
OG0008379	LOC120412807|XP_039429342.1|CPIP	LOC108005473|XP_016924265.1|DSUZ
OG0008380	LOC120419795|XP_039438565.1|CPIP	LOC108005097|XP_016923764.1|DSUZ
OG0008381	LOC120416280|XP_039433928.1|CPIP	LOC108021525|XP_016945774.1|DSUZ
OG0008383	LOC120412782|XP_039429303.1|CPIP	LOC108013083|XP_016934201.1|DSUZ
OG0008384	LOC120422592|XP_039442020.1|CPIP	LOC108020970|XP_016944906.1|DSUZ
OG0008385	LOC120427813|XP_039448671.1|CPIP	LOC108004953|XP_016923548.1|DSUZ
OG0008387	LOC120426278|XP_039446957.1|CPIP	LOC108015452|XP_036675330.1|DSUZ
OG0008388	LOC120423108|XP_039442721.1|CPIP	LOC108005081|XP_016923741.1|DSUZ
OG0008389	LOC120426268|XP_039446943.1|CPIP	LOC108011168|XP_036668600.1|DSUZ
OG0008390	LOC120418719|XP_039437126.1|CPIP	LOC108021031|XP_016945008.1|DSUZ
OG0008392	LOC120423223|XP_039442865.1|CPIP	LOC108006221|XP_016925149.2|DSUZ
OG0008393	LOC120423196|XP_039442830.1|CPIP	LOC108005853|XP_016924710.1|DSUZ
OG0008395	LOC120416157|XP_039433769.1|CPIP	LOC108015339|XP_016937234.1|DSUZ
OG0008396	LOC120416144|XP_039433755.1|CPIP	LOC108019060|XP_016942181.1|DSUZ
OG0008397	LOC120416173|XP_039433791.1|CPIP	LOC108021831|XP_016946125.2|DSUZ
OG0008398	LOC120423948|XP_039443867.1|CPIP	LOC108004559|XP_016922983.1|DSUZ
OG0008399	LOC120419317|XP_039437924.1|CPIP	LOC108014932|XP_036676761.1|DSUZ
OG0008400	LOC120426819|XP_039447536.1|CPIP	LOC108013520|XP_016934904.1|DSUZ
OG0008401	LOC120419116|XP_039437644.1|CPIP	LOC108014227|XP_016935754.1|DSUZ
OG0008402	LOC120432178|XP_039453251.1|CPIP	LOC108018718|XP_016941778.1|DSUZ
OG0008403	LOC120420011|XP_039438850.1|CPIP	LOC108004603|XP_016923031.1|DSUZ
OG0008404	LOC120432388|XP_039453517.1|CPIP	LOC108016286|XP_016938408.2|DSUZ
OG0008405	LOC120423750|XP_039443601.1|CPIP	LOC108005216|XP_016923894.1|DSUZ
OG0008406	LOC120414939|XP_039432206.1|CPIP	LOC108005201|XP_016923877.1|DSUZ
OG0008407	LOC120419222|XP_039437814.1|CPIP	LOC108014724|XP_016936383.2|DSUZ
OG0008409	LOC120415907|XP_039433484.1|CPIP	LOC108005890|XP_036670857.1|DSUZ
OG0008411	LOC120418765|XP_039437176.1|CPIP	LOC108007004|XP_036673405.1|DSUZ
OG0008412	LOC120422595|XP_039442023.1|CPIP	LOC108005411|XP_016924160.1|DSUZ
OG0008413	LOC120413016|XP_039429602.1|CPIP	LOC108005743|XP_036670883.1|DSUZ
OG0008414	LOC120417902|XP_039436065.1|CPIP	LOC108016594|XP_016938770.1|DSUZ
OG0008416	LOC120418246|XP_039436494.1|CPIP	LOC108011203|XP_016931786.2|DSUZ
OG0008420	LOC120424740|XP_039444867.1|CPIP	LOC108005503|XP_016924298.1|DSUZ
OG0008421	LOC120424730|XP_039444856.1|CPIP	LOC108006330|XP_036676370.1|DSUZ
OG0008422	LOC120426971|XP_039447725.1|CPIP	LOC108016975|XP_016939406.1|DSUZ
OG0008426	LOC120419393|XP_039437999.1|CPIP	LOC108009657|XP_016929665.1|DSUZ
OG0008427	LOC120419549|XP_039438194.1|CPIP	LOC108014979|XP_036676426.1|DSUZ
OG0008428	LOC120419551|XP_039438199.1|CPIP	LOC108015424|XP_016937347.1|DSUZ
OG0008429	LOC120419566|XP_039438230.1|CPIP	LOC108018548|XP_016941590.2|DSUZ
OG0008430	LOC120419562|XP_039438225.1|CPIP	LOC108016637|XP_016938823.1|DSUZ
OG0008431	LOC120419950|XP_039438744.1|CPIP	LOC118877277|XP_036671092.1|DSUZ
OG0008432	LOC120415274|XP_039432679.1|CPIP	LOC108013866|XP_036673204.1|DSUZ
OG0008434	LOC120423252|XP_039442906.1|CPIP	LOC108008040|XP_016927313.2|DSUZ
OG0008435	LOC120424441|XP_039444508.1|CPIP, LOC120428135|XP_039449051.1|CPIP	LOC108007503|XP_016926680.2|DSUZ
OG0008436	LOC120425548|XP_039446044.1|CPIP	LOC108008418|XP_016927753.1|DSUZ
OG0008438	LOC120415421|XP_039432900.1|CPIP	LOC108007979|XP_036673042.1|DSUZ
OG0008439	LOC120416426|XP_039434114.1|CPIP	LOC108009273|XP_016928977.1|DSUZ
OG0008440	LOC120421832|XP_039441047.1|CPIP	LOC108016289|XP_016938412.1|DSUZ
OG0008441	LOC120416354|XP_039434021.1|CPIP	LOC108007708|XP_016926944.1|DSUZ
OG0008442	LOC120425095|XP_039445421.1|CPIP	LOC108018229|XP_016941237.1|DSUZ
OG0008443	LOC120426384|XP_039447075.1|CPIP	LOC108011357|XP_036671060.1|DSUZ
OG0008444	LOC120429120|XP_039450244.1|CPIP	LOC108015540|XP_016937507.2|DSUZ
OG0008445	LOC120430022|XP_039451051.1|CPIP	LOC108016625|XP_016938809.1|DSUZ
OG0008447	LOC120432236|XP_039453344.1|CPIP	LOC108005480|XP_016924270.1|DSUZ
OG0008448	LOC120429837|XP_039450835.1|CPIP	LOC108005304|XP_036675787.1|DSUZ
OG0008449	LOC120412864|XP_039429426.1|CPIP	LOC108011150|XP_016931725.1|DSUZ
OG0008450	LOC120423040|XP_039442633.1|CPIP	LOC108004843|XP_016923413.1|DSUZ
OG0008451	LOC120421210|XP_039440347.1|CPIP	LOC108015959|XP_016938030.1|DSUZ
OG0008452	LOC120426452|XP_039447148.1|CPIP	LOC108021292|XP_016945428.1|DSUZ
OG0008453	LOC120429609|XP_039450574.1|CPIP	LOC108019606|XP_016942973.1|DSUZ
OG0008455	LOC120420912|XP_039439975.1|CPIP	LOC108020031|XP_016943605.1|DSUZ
OG0008457	LOC120418179|XP_039436413.1|CPIP	LOC108016435|XP_016938574.2|DSUZ
OG0008460	LOC120428384|XP_039449319.1|CPIP	LOC108021643|XP_016945946.1|DSUZ
OG0008462	LOC120431745|XP_039452804.1|CPIP	LOC108021357|XP_016945530.2|DSUZ
OG0008463	LOC120422216|XP_039441536.1|CPIP	LOC108014175|XP_016935702.1|DSUZ
OG0008465	LOC120425266|XP_039445644.1|CPIP	LOC108009703|XP_016929749.1|DSUZ
OG0008466	LOC120419534|XP_039438179.1|CPIP	LOC108009485|XP_016929367.1|DSUZ
OG0008467	LOC120429318|XP_039450473.1|CPIP, LOC120414561|XP_039431715.1|CPIP, LOC120418829|XP_039437280.1|CPIP	LOC108019615|XP_016942983.1|DSUZ
OG0008469	LOC120422289|XP_039441615.1|CPIP	LOC108010437|XP_016930786.1|DSUZ
OG0008470	LOC120422877|XP_039442371.1|CPIP	LOC108009269|XP_016928967.1|DSUZ
OG0008473	LOC120431091|XP_039452182.1|CPIP	LOC108006290|XP_016925239.1|DSUZ
OG0008474	LOC120413994|XP_039430937.1|CPIP	LOC108004950|XP_016923542.2|DSUZ
OG0008480	LOC120421560|XP_039440721.1|CPIP	LOC108007529|XP_036670696.1|DSUZ
OG0008496	LOC120425267|XP_039445645.1|CPIP	LOC108009702|XP_016929748.1|DSUZ
OG0008527	LOC120427555|XP_039448365.1|CPIP	LOC108010408|XP_036676037.1|DSUZ
OG0008528	LOC120413740|XP_039430600.1|CPIP	LOC108012935|XP_016933960.1|DSUZ
OG0008529	LOC120431335|XP_039452403.1|CPIP	LOC108016590|XP_016938765.1|DSUZ
OG0008530	LOC120422536|XP_039441934.1|CPIP	LOC108013735|XP_016935173.1|DSUZ
OG0008531	LOC120413366|XP_039430084.1|CPIP	LOC108016793|XP_016939049.1|DSUZ
