Orthogroup	CPIP.longest_only	DMIR.longest_only
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC108151526|XP_017135664.1|DMIR
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC108156036|XP_017142777.1|DMIR
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC108156506|XP_017143497.2|DMIR
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC108155358|XP_017141611.1|DMIR
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC108161336|XP_017151063.1|DMIR
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC108155731|XP_017142229.1|DMIR
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC108156286|XP_017143155.1|DMIR
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC108164888|XP_017156328.1|DMIR
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC108161819|XP_017151668.1|DMIR
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC108156435|XP_017143381.1|DMIR
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC108156440|XP_017143388.1|DMIR
OG0006441	LOC120418735|XP_039437142.1|CPIP	LOC108156127|XP_017142931.1|DMIR
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC108154770|XP_017140642.1|DMIR
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC108155598|XP_017142009.1|DMIR
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC108154917|XP_017140865.1|DMIR
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC108156124|XP_017142923.1|DMIR
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC108157002|XP_033244575.1|DMIR
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC108154707|XP_017140546.1|DMIR
OG0006449	LOC120423836|XP_039443715.1|CPIP	LOC108157542|XP_033245632.1|DMIR
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC108163298|XP_017153997.1|DMIR
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC108162511|XP_017152788.2|DMIR
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC108154079|XP_017139675.1|DMIR
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC108152160|XP_017136769.1|DMIR
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC117186082|XP_033242074.1|DMIR, LOC108153374|XP_017138833.2|DMIR
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC108156807|XP_017143983.1|DMIR
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC108157107|XP_017144469.1|DMIR
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC108156253|XP_017143093.1|DMIR
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC108162205|XP_017152305.1|DMIR
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC108156789|XP_017143954.1|DMIR
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC108154910|XP_017140852.1|DMIR
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC108154252|XP_017139975.1|DMIR
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC108156510|XP_033244791.1|DMIR
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC108156149|XP_033244538.1|DMIR
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC108152932|XP_017138112.1|DMIR
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC108164599|XP_017155937.1|DMIR
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC108165123|XP_017156675.1|DMIR
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC108157593|XP_017145209.1|DMIR
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC108155921|XP_017142561.1|DMIR
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC108162099|XP_017152189.1|DMIR
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC108152619|XP_017137579.1|DMIR
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC108156635|XP_017143721.1|DMIR
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC108156633|XP_017143720.1|DMIR
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC108152242|XP_017136927.1|DMIR
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC108159614|XP_017148557.1|DMIR
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC108157241|XP_017144700.1|DMIR
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC108164654|XP_017155995.1|DMIR
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC108164573|XP_017155881.1|DMIR
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC108156952|XP_017144210.1|DMIR
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC108156821|XP_033245203.1|DMIR
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC108158967|XP_017147290.1|DMIR
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC108163120|XP_017153715.1|DMIR
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC108155648|XP_017142086.1|DMIR
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC108154719|XP_033244502.1|DMIR
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC108154718|XP_017140562.1|DMIR
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC108156537|XP_017143534.1|DMIR
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC108157508|XP_017145096.1|DMIR
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC108154888|XP_017140821.2|DMIR
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC108153399|XP_017138878.1|DMIR
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC108155249|XP_017141430.1|DMIR
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC108155780|XP_017142329.1|DMIR
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC108161728|XP_017151541.1|DMIR
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC108156524|XP_017143517.1|DMIR
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC108161832|XP_017151683.1|DMIR
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC108153243|XP_017138577.1|DMIR
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC108153938|XP_017139524.2|DMIR
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC108154174|XP_017139838.1|DMIR
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC108157292|XP_017144780.2|DMIR
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC108156233|XP_017143064.1|DMIR
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC108161612|XP_017151400.2|DMIR
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC108156018|XP_017142737.1|DMIR
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC108157306|XP_017144800.1|DMIR
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC108157427|XP_017144965.1|DMIR
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC108156740|XP_017143888.1|DMIR
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC108156753|XP_017143903.1|DMIR
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC108157437|XP_017144980.1|DMIR
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC108157216|XP_017144659.1|DMIR
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC108152303|XP_033245294.1|DMIR
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC108156638|XP_033244338.1|DMIR
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC108154168|XP_017139819.2|DMIR
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC108155816|XP_017142390.1|DMIR
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC108154169|XP_017139820.1|DMIR
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC108154368|XP_017140122.1|DMIR
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC108156421|XP_017143359.1|DMIR
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC108156627|XP_033244706.1|DMIR
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC108156422|XP_017143360.1|DMIR
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC108155395|XP_017141669.1|DMIR
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC108157025|XP_017144324.1|DMIR
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC108155302|XP_017141506.2|DMIR
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC108155129|XP_017141262.1|DMIR
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC108163586|XP_017154449.1|DMIR
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC108156988|XP_033243784.1|DMIR
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC108153931|XP_017139516.2|DMIR
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC108154649|XP_017140469.1|DMIR
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC108154498|XP_017140287.1|DMIR
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC108153929|XP_033245765.1|DMIR
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC108153928|XP_017139513.1|DMIR
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC108154664|XP_017140491.1|DMIR
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC108157389|XP_017144915.1|DMIR
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC108155124|XP_017141256.1|DMIR
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC108154884|XP_017140817.1|DMIR
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC108155723|XP_017142216.1|DMIR
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC108157009|XP_033245192.1|DMIR
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC108157218|XP_017144664.1|DMIR
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC108156224|XP_017143052.2|DMIR
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC108156781|XP_017143943.1|DMIR
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC108156782|XP_017143945.1|DMIR
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC108156051|XP_017142812.1|DMIR
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC108156954|XP_017144218.1|DMIR
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC108164738|XP_017156120.1|DMIR
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC108154192|XP_017139896.1|DMIR
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC108154787|XP_033245933.1|DMIR
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC108155100|XP_017141217.1|DMIR
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC108155605|XP_017142017.1|DMIR
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC108164672|XP_017156013.1|DMIR
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC108159417|XP_017148167.1|DMIR
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC108155603|XP_017142014.1|DMIR
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC108154001|XP_033244378.1|DMIR
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC108155812|XP_017142382.1|DMIR
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC108157413|XP_017144953.1|DMIR
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC108162237|XP_017152362.1|DMIR
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC108157246|XP_017144706.1|DMIR
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC108156960|XP_033245233.1|DMIR
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC108156640|XP_017143727.1|DMIR
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC108155449|XP_017141754.1|DMIR
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC108156955|XP_017144220.1|DMIR
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC108154830|XP_017140722.1|DMIR
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC108157249|XP_033244650.1|DMIR
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC108154005|XP_033246059.1|DMIR
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC108156099|XP_017142877.1|DMIR
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC108156746|XP_033244962.1|DMIR
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC108155770|XP_017142311.1|DMIR
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC108155168|XP_017141323.1|DMIR
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC108156536|XP_017143533.1|DMIR
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC108155163|XP_033245530.1|DMIR
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC108162091|XP_017152143.1|DMIR
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC108156366|XP_017143259.1|DMIR
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC108157320|XP_017144824.1|DMIR
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC108155089|XP_017141200.1|DMIR
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC108155174|XP_033245681.1|DMIR
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC108161811|XP_017151659.1|DMIR
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC108162124|XP_017152188.1|DMIR
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC108155308|XP_017141515.1|DMIR
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC108155304|XP_017141509.1|DMIR
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC108156543|XP_017143548.1|DMIR
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC108155428|XP_017141726.1|DMIR
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC108151490|XP_017135619.1|DMIR
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC108156773|XP_017143929.1|DMIR
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC108156772|XP_017143928.1|DMIR
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC108151848|XP_017136223.1|DMIR
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC108160291|XP_017149673.1|DMIR
OG0006596	LOC120428682|XP_039449671.1|CPIP	LOC108160106|XP_017149385.1|DMIR, LOC117189995|XP_033250972.1|DMIR, LOC117185747|XP_033250971.1|DMIR
OG0006597	LOC120428696|XP_039449700.1|CPIP	LOC108151805|XP_017136147.1|DMIR
OG0006598	LOC120428691|XP_039449693.1|CPIP	LOC108161334|XP_017151061.2|DMIR
OG0006599	LOC120427604|XP_039448415.1|CPIP	LOC108151743|XP_017136054.1|DMIR
OG0006600	LOC120427602|XP_039448408.1|CPIP	LOC108152449|XP_017137292.1|DMIR
OG0006601	LOC120427611|XP_039448426.1|CPIP	LOC108152377|XP_017137158.1|DMIR
OG0006602	LOC120427612|XP_039448427.1|CPIP	LOC108152378|XP_017137159.1|DMIR
OG0006603	LOC120427620|XP_039448434.1|CPIP	LOC108152375|XP_017137154.1|DMIR
OG0006604	LOC120427616|XP_039448430.1|CPIP	LOC108152963|XP_017138155.1|DMIR
OG0006605	LOC120427622|XP_039448437.1|CPIP	LOC108165144|XP_017156699.1|DMIR
OG0006606	LOC120427605|XP_039448416.1|CPIP	LOC108151698|XP_017135942.1|DMIR
OG0006607	LOC120427606|XP_039448417.1|CPIP	LOC108152134|XP_017136719.1|DMIR
OG0006608	LOC120428398|XP_039449345.1|CPIP	LOC108156767|XP_017143921.1|DMIR
OG0006609	LOC120423012|XP_039442578.1|CPIP	LOC108156953|XP_017144217.1|DMIR
OG0006610	LOC120423007|XP_039442564.1|CPIP	LOC108152196|XP_017136838.1|DMIR
OG0006611	LOC120423016|XP_039442588.1|CPIP	LOC108153320|XP_033243086.1|DMIR
OG0006612	LOC120423024|XP_039442601.1|CPIP	LOC108153323|XP_017138727.1|DMIR
OG0006613	LOC120423022|XP_039442596.1|CPIP	LOC108153215|XP_017138526.1|DMIR
OG0006614	LOC120423010|XP_039442575.1|CPIP	LOC108153534|XP_017139086.1|DMIR
OG0006615	LOC120423001|XP_039442557.1|CPIP	LOC108153583|XP_017139152.1|DMIR
OG0006616	LOC120423004|XP_039442560.1|CPIP	LOC108152519|XP_017137405.1|DMIR
OG0006617	LOC120422999|XP_039442551.1|CPIP	LOC108151449|XP_017135553.1|DMIR
OG0006618	LOC120417825|XP_039435973.1|CPIP	LOC108152246|XP_017136940.1|DMIR
OG0006619	LOC120430251|XP_039451270.1|CPIP	LOC108151563|XP_017135727.1|DMIR
OG0006620	LOC120430252|XP_039451271.1|CPIP	LOC108151560|XP_017135719.1|DMIR
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC108152635|XP_017137604.1|DMIR
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC108151955|XP_017136382.1|DMIR
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC108152527|XP_017137416.1|DMIR
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC108158753|XP_017146854.1|DMIR, LOC117189880|XP_033250852.1|DMIR
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC117189887|XP_033250858.1|DMIR, LOC108158760|XP_017146863.1|DMIR
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC108158705|XP_017146733.1|DMIR
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC108158849|XP_017147061.1|DMIR
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC108158688|XP_017146710.1|DMIR
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC108159328|XP_017148012.1|DMIR
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC108158294|XP_017146022.1|DMIR
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC108152334|XP_017137081.1|DMIR
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC108158405|XP_017146160.1|DMIR
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC108151919|XP_017136325.1|DMIR
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC108162102|XP_017152152.1|DMIR
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC108162676|XP_017153007.1|DMIR
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC108164740|XP_017156122.1|DMIR
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC108152009|XP_017136474.1|DMIR
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC108158836|XP_017147045.1|DMIR
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC108158832|XP_033247952.1|DMIR
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC108158191|XP_017145899.1|DMIR
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC108158960|XP_017147280.1|DMIR, LOC117192561|XP_033253157.1|DMIR
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC108158662|XP_033246361.1|DMIR
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC117189836|XP_033250791.1|DMIR, LOC108160479|XP_017149988.1|DMIR
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC108152331|XP_017137070.1|DMIR
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC108162171|XP_017152253.2|DMIR
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC108159015|XP_017147379.1|DMIR, LOC117192392|XP_033252960.1|DMIR
OG0006647	LOC120429770|XP_039450761.1|CPIP	LOC117190212|XP_033251157.1|DMIR, LOC108159927|XP_017149061.1|DMIR
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC108153687|XP_017139299.1|DMIR
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC108159201|XP_017147760.1|DMIR
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC108160374|XP_017149836.1|DMIR
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC108152062|XP_017136561.1|DMIR
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC108153264|XP_017138616.1|DMIR
OG0006653	LOC120416544|XP_039434201.1|CPIP	LOC108151662|XP_017135872.1|DMIR
OG0006654	LOC120416550|XP_039434214.1|CPIP	LOC108152025|XP_017136495.1|DMIR
OG0006655	LOC120421330|XP_039440432.1|CPIP	LOC108150956|XP_017134779.1|DMIR
OG0006656	LOC120429275|XP_039450431.1|CPIP	LOC108152166|XP_017136775.1|DMIR
OG0006657	LOC120422637|XP_039442069.1|CPIP	LOC108158846|XP_017147056.1|DMIR
OG0006658	LOC120418865|XP_039437333.1|CPIP	LOC108152978|XP_017138194.1|DMIR
OG0006659	LOC120418868|XP_039437337.1|CPIP	LOC108153526|XP_017139075.1|DMIR
OG0006660	LOC120418901|XP_039437365.1|CPIP	LOC108153658|XP_017139255.1|DMIR
OG0006661	LOC120427559|XP_039448367.1|CPIP	LOC108152060|XP_017136558.1|DMIR
OG0006662	LOC120425589|XP_039446102.1|CPIP	LOC108162833|XP_017153254.1|DMIR
OG0006663	LOC120412867|XP_039429428.1|CPIP	LOC108153568|XP_017139134.1|DMIR
OG0006664	LOC120423653|XP_039443469.1|CPIP	LOC108155400|XP_017141686.1|DMIR
OG0006665	LOC120426040|XP_039446654.1|CPIP	LOC108153190|XP_017138496.1|DMIR
OG0006666	LOC120425583|XP_039446090.1|CPIP	LOC108158621|XP_017146585.1|DMIR
OG0006667	LOC120424186|XP_039444177.1|CPIP	LOC108152036|XP_017136518.1|DMIR
OG0006668	LOC120425489|XP_039445972.1|CPIP	LOC108160987|XP_017150780.1|DMIR
OG0006669	LOC120426258|XP_039446932.1|CPIP	LOC108153650|XP_017139245.1|DMIR
OG0006670	LOC120426394|XP_039447087.1|CPIP	LOC108152087|XP_017136616.1|DMIR
OG0006671	LOC120425899|XP_039446453.1|CPIP	LOC108152086|XP_017136612.1|DMIR
OG0006672	LOC120425745|XP_039446308.1|CPIP	LOC108165481|XP_017157022.1|DMIR
OG0006673	LOC120426351|XP_039447049.1|CPIP	LOC108151067|XP_017134935.1|DMIR
OG0006674	LOC120427485|XP_039448282.1|CPIP	LOC108153535|XP_017139089.1|DMIR
OG0006675	LOC120427045|XP_039447814.1|CPIP	LOC108152686|XP_017137678.1|DMIR
OG0006676	LOC120428977|XP_039450044.1|CPIP	LOC108150916|XP_017134733.1|DMIR
OG0006677	LOC120424373|XP_039444401.1|CPIP	LOC108152004|XP_017136464.1|DMIR
OG0006678	LOC120424384|XP_039444418.1|CPIP	LOC108151660|XP_017135870.1|DMIR
OG0006679	LOC120424375|XP_039444406.1|CPIP	LOC108152997|XP_017138224.1|DMIR
OG0006680	LOC120432611|XP_039453792.1|CPIP	LOC108157620|XP_017145245.1|DMIR
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC108152084|XP_017136610.1|DMIR
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC108152672|XP_017137657.1|DMIR
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC108153751|XP_017139370.1|DMIR
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC108152003|XP_033242571.1|DMIR
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC117192576|XP_033253186.1|DMIR, LOC108158495|XP_017146295.1|DMIR
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC108152217|XP_017136882.1|DMIR
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC108165056|XP_017156588.1|DMIR
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC108153398|XP_017138877.1|DMIR
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC108165575|XP_017157137.1|DMIR
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC108156497|XP_017143480.1|DMIR
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC108151124|XP_017135033.1|DMIR
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC108151918|XP_017136324.1|DMIR
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC108152861|XP_017137975.1|DMIR
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC108159550|XP_017148448.1|DMIR
OG0006695	LOC120420567|XP_039439578.1|CPIP	LOC108151864|XP_017136242.1|DMIR
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC108162130|XP_017152199.1|DMIR
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC108152948|XP_017138131.1|DMIR
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC108151670|XP_017135897.1|DMIR
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC108153486|XP_017139015.1|DMIR
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC108152112|XP_017136677.1|DMIR
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC108160445|XP_017149944.1|DMIR
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC108153234|XP_017138560.1|DMIR
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC108152102|XP_017136641.1|DMIR
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC108152103|XP_017136643.1|DMIR
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC117185835|XP_033254220.1|DMIR, LOC108160482|XP_017149991.1|DMIR
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC108160331|XP_017149751.1|DMIR
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC108158679|XP_017146698.1|DMIR
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC108152639|XP_017137618.1|DMIR
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC108153233|XP_017138559.1|DMIR
OG0006711	LOC120430314|XP_039451346.1|CPIP	LOC108151696|XP_017135938.1|DMIR
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC108151704|XP_017135951.1|DMIR
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC108153121|XP_017138398.1|DMIR
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC108153119|XP_017138397.1|DMIR
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC108151699|XP_017135943.1|DMIR
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC108161986|XP_017151941.1|DMIR
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC108151335|XP_017135377.1|DMIR
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC108151339|XP_017135384.1|DMIR
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC108152241|XP_017136925.1|DMIR
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC108151591|XP_017135759.1|DMIR
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC108152906|XP_017138043.1|DMIR
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC108152891|XP_017138019.1|DMIR
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC108162154|XP_017152221.1|DMIR
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC108154774|XP_017140648.1|DMIR
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC108154775|XP_017140649.1|DMIR
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC108155044|XP_017141106.1|DMIR
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC108154769|XP_017140640.1|DMIR
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC108154947|XP_017140933.1|DMIR
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC117185800|XP_033246578.1|DMIR, LOC108159623|XP_017148566.2|DMIR
