Orthogroup	CPIP.longest_only	DVIR.longest_only
OG0007186	LOC120413658|XP_039430511.1|CPIP	LOC6631221|XP_015027248.1|DVIR
OG0007187	LOC120413660|XP_039430512.1|CPIP	LOC6630868|XP_032289811.1|DVIR
OG0007188	LOC120413668|XP_039430528.1|CPIP	LOC6632692|XP_032289774.1|DVIR
OG0007189	LOC120413663|XP_039430520.1|CPIP	LOC6633002|XP_002056360.1|DVIR
OG0007190	LOC120413665|XP_039430521.1|CPIP	LOC6632770|XP_015025854.1|DVIR
OG0007191	LOC120413679|XP_039430540.1|CPIP	LOC6622180|XP_002046830.1|DVIR
OG0007192	LOC120426344|XP_039447040.1|CPIP	LOC6632173|XP_015026660.1|DVIR
OG0007193	LOC120426333|XP_039447027.1|CPIP	LOC6632174|XP_002055272.1|DVIR
OG0007194	LOC120426836|XP_039447559.1|CPIP	LOC6633742|XP_002057027.1|DVIR
OG0007195	LOC120421213|XP_039440349.1|CPIP	LOC6632635|XP_002056636.1|DVIR
OG0007196	LOC120417650|XP_039435702.1|CPIP	LOC6630448|XP_002053723.1|DVIR
OG0007197	LOC120426336|XP_039447030.1|CPIP	LOC6624164|XP_002047877.1|DVIR
OG0007198	LOC120425226|XP_039445592.1|CPIP	LOC6632316|XP_032289557.1|DVIR
OG0007199	LOC120425211|XP_039445576.1|CPIP	LOC6630365|XP_032294838.1|DVIR
OG0007200	LOC120425220|XP_039445585.1|CPIP	LOC6632924|XP_032289490.1|DVIR
OG0007201	LOC120425918|XP_039446472.1|CPIP	LOC6622227|XP_002046919.2|DVIR
OG0007202	LOC120425919|XP_039446473.1|CPIP	LOC6623821|XP_032290961.1|DVIR
OG0007203	LOC120429899|XP_039450927.1|CPIP	LOC6623887|XP_002046250.1|DVIR
OG0007204	LOC120431965|XP_039453037.1|CPIP	LOC6634769|XP_002058008.1|DVIR
OG0007205	LOC120429898|XP_039450926.1|CPIP	LOC6624030|XP_002046249.1|DVIR
OG0007206	LOC120429896|XP_039450925.1|CPIP	LOC6632564|XP_002056323.2|DVIR
OG0007207	LOC120420481|XP_039439455.1|CPIP	LOC6632654|XP_002056460.1|DVIR
OG0007208	LOC120420482|XP_039439456.1|CPIP	LOC6633004|XP_002056362.1|DVIR
OG0007209	LOC120420480|XP_039439454.1|CPIP	LOC6633005|XP_002056363.1|DVIR
OG0007210	LOC120420479|XP_039439453.1|CPIP	LOC6632997|XP_002056498.2|DVIR
OG0007211	LOC120420460|XP_039439416.1|CPIP	LOC6632566|XP_002056325.1|DVIR
OG0007212	LOC120420461|XP_039439418.1|CPIP	LOC6633073|XP_002056145.1|DVIR
OG0007213	LOC120416972|XP_039434827.1|CPIP	LOC6624823|XP_002048981.1|DVIR
OG0007214	LOC120416956|XP_039434794.1|CPIP	LOC6623831|XP_002048547.2|DVIR
OG0007215	LOC120416962|XP_039434814.1|CPIP	LOC6630558|XP_002053276.1|DVIR
OG0007216	LOC120416969|XP_039434821.1|CPIP	LOC6629483|XP_002054078.1|DVIR
OG0007217	LOC120416977|XP_039434835.1|CPIP	LOC6626933|XP_002049240.1|DVIR
OG0007218	LOC120418173|XP_039436407.1|CPIP	LOC6631094|XP_002054054.1|DVIR
OG0007219	LOC120418165|XP_039436396.1|CPIP	LOC6629581|XP_002054873.1|DVIR
OG0007220	LOC120426771|XP_039447478.1|CPIP	LOC6635108|XP_002058668.1|DVIR
OG0007221	LOC120426765|XP_039447474.1|CPIP	LOC6630931|XP_002053484.1|DVIR
OG0007222	LOC120414071|XP_039431028.1|CPIP	LOC6631017|XP_002054293.2|DVIR
OG0007223	LOC120414438|XP_039431560.1|CPIP	LOC6630945|XP_002054047.1|DVIR
OG0007224	LOC120414429|XP_039431550.1|CPIP	LOC6630141|XP_002053624.2|DVIR
OG0007225	LOC120414336|XP_039431424.1|CPIP	LOC6630102|XP_002053694.2|DVIR
OG0007226	LOC120414332|XP_039431409.1|CPIP	LOC6633153|XP_002056602.1|DVIR
OG0007227	LOC120414863|XP_039432118.1|CPIP	LOC6622134|XP_002047006.2|DVIR
OG0007228	LOC120415386|XP_039432847.1|CPIP	LOC6622944|XP_032290763.1|DVIR
OG0007229	LOC120423950|XP_039443871.1|CPIP	LOC6635196|XP_002058471.1|DVIR
OG0007230	LOC120419108|XP_039437636.1|CPIP	LOC6629394|XP_002053574.1|DVIR
OG0007231	LOC120419093|XP_039437614.1|CPIP	LOC6632348|XP_002056710.1|DVIR
OG0007232	LOC120419118|XP_039437647.1|CPIP	LOC6636551|XP_032291507.1|DVIR
OG0007233	LOC120419095|XP_039437621.1|CPIP	LOC6636553|XP_032291510.1|DVIR
OG0007234	LOC120419112|XP_039437642.1|CPIP	LOC6636558|XP_002060062.1|DVIR
OG0007235	LOC120419100|XP_039437625.1|CPIP	LOC6636556|XP_002060060.2|DVIR
OG0007236	LOC120432169|XP_039453239.1|CPIP	LOC6629318|XP_002053537.1|DVIR
OG0007237	LOC120432171|XP_039453242.1|CPIP	LOC6633156|XP_002056605.1|DVIR
OG0007238	LOC120420315|XP_039439241.1|CPIP	LOC6636207|XP_002059697.1|DVIR
OG0007239	LOC120432384|XP_039453511.1|CPIP	LOC6629380|XP_002053544.2|DVIR
OG0007240	LOC120432404|XP_039453541.1|CPIP	LOC6630282|XP_032295100.1|DVIR
OG0007241	LOC120423976|XP_039443905.1|CPIP	LOC6634587|XP_002058088.1|DVIR
OG0007242	LOC120423534|XP_039443318.1|CPIP	LOC6634589|XP_032296174.1|DVIR
OG0007243	LOC120423524|XP_039443308.1|CPIP	LOC6633647|XP_015025567.1|DVIR
OG0007244	LOC120423571|XP_039443366.1|CPIP	LOC6632484|XP_002056297.2|DVIR
OG0007245	LOC120414982|XP_039432266.1|CPIP	LOC6631280|XP_002054064.1|DVIR
OG0007246	LOC120414558|XP_039431713.1|CPIP	LOC6633122|XP_002056065.1|DVIR
OG0007247	LOC120413751|XP_039430620.1|CPIP	LOC6626367|XP_015030094.1|DVIR
OG0007248	LOC120414404|XP_039431521.1|CPIP	LOC6633587|XP_002057265.1|DVIR
OG0007249	LOC120414967|XP_039432236.1|CPIP	LOC6631354|XP_032295995.1|DVIR
OG0007250	LOC120414095|XP_039431060.1|CPIP	LOC6636127|XP_002059628.1|DVIR
OG0007251	LOC120414949|XP_039432217.1|CPIP	LOC6629261|XP_002054678.1|DVIR
OG0007252	LOC120415165|XP_039432542.1|CPIP	LOC6630516|XP_002054016.3|DVIR
OG0007253	LOC120414623|XP_039431793.1|CPIP	LOC6622146|XP_032290274.1|DVIR
OG0007254	LOC120419230|XP_039437820.1|CPIP	LOC6629356|XP_032292771.1|DVIR
OG0007255	LOC120419244|XP_039437831.1|CPIP	LOC6631558|XP_002055435.1|DVIR
OG0007256	LOC120419241|XP_039437829.1|CPIP	LOC6631051|XP_002054636.1|DVIR
OG0007257	LOC120419236|XP_039437827.1|CPIP	LOC6630892|XP_002053138.1|DVIR
OG0007258	LOC120431627|XP_039452671.1|CPIP	LOC6630893|XP_032289471.1|DVIR
OG0007259	LOC120427912|XP_039448786.1|CPIP	LOC6635596|XP_032296161.1|DVIR
OG0007260	LOC120427918|XP_039448790.1|CPIP	LOC6635595|XP_002059020.1|DVIR
OG0007261	LOC120427920|XP_039448793.1|CPIP	LOC6625224|XP_002050104.2|DVIR
OG0007262	LOC120417051|XP_039434938.1|CPIP	LOC6633532|XP_002057360.1|DVIR
OG0007263	LOC120417049|XP_039434936.1|CPIP	LOC6636263|XP_002059732.2|DVIR
OG0007264	LOC120417045|XP_039434927.1|CPIP	LOC6622448|XP_015030572.1|DVIR
OG0007265	LOC120423847|XP_039443731.1|CPIP	LOC6633546|XP_002057243.1|DVIR
OG0007266	LOC120419104|XP_039437630.1|CPIP	LOC6629990|XP_002054172.3|DVIR
OG0007267	LOC120417148|XP_039435067.1|CPIP	LOC6629360|XP_002053569.1|DVIR
OG0007268	LOC120417156|XP_039435073.1|CPIP	LOC6625784|XP_015029809.1|DVIR
OG0007269	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP	LOC6635482|XP_002059011.2|DVIR
OG0007270	LOC120415953|XP_039433529.1|CPIP	LOC6630169|XP_032295260.1|DVIR
OG0007271	LOC120415899|XP_039433475.1|CPIP	LOC6632486|XP_002056299.1|DVIR
OG0007272	LOC120415902|XP_039433477.1|CPIP	LOC6622121|XP_002047005.1|DVIR
OG0007273	LOC120415921|XP_039433500.1|CPIP	LOC6632561|XP_032289655.1|DVIR
OG0007274	LOC120415927|XP_039433507.1|CPIP	LOC6630092|XP_002054259.2|DVIR
OG0007275	LOC120415912|XP_039433493.1|CPIP	LOC6624241|XP_015030905.1|DVIR
OG0007276	LOC120415911|XP_039433490.1|CPIP	LOC6623072|XP_002046565.1|DVIR
OG0007277	LOC120415908|XP_039433487.1|CPIP	LOC6624219|XP_032290909.1|DVIR
OG0007278	LOC120415898|XP_039433474.1|CPIP	LOC6624232|XP_002047873.1|DVIR
OG0007279	LOC120415897|XP_039433472.1|CPIP	LOC6624101|XP_032290968.1|DVIR
OG0007280	LOC120415895|XP_039433471.1|CPIP	LOC6623758|XP_032290564.1|DVIR
OG0007281	LOC120420939|XP_039440006.1|CPIP	LOC6632659|XP_002056465.1|DVIR
OG0007282	LOC120420938|XP_039440005.1|CPIP	LOC6632660|XP_002056466.1|DVIR
OG0007283	LOC120420935|XP_039440003.1|CPIP	LOC6630938|XP_002053491.1|DVIR
OG0007284	LOC120429833|XP_039450831.1|CPIP	LOC6632609|XP_002056221.1|DVIR
OG0007285	LOC120429832|XP_039450830.1|CPIP	LOC6633401|XP_002057211.3|DVIR
OG0007286	LOC120429827|XP_039450822.1|CPIP	LOC6633400|XP_002057210.2|DVIR
OG0007287	LOC120429835|XP_039450833.1|CPIP	LOC6628369|XP_002052869.1|DVIR
OG0007288	LOC120429830|XP_039450823.1|CPIP	LOC6633239|XP_002057409.1|DVIR
OG0007289	LOC120417508|XP_039435520.1|CPIP	LOC6634508|XP_015025103.1|DVIR
OG0007290	LOC120417542|XP_039435558.1|CPIP	LOC6630370|XP_002054906.1|DVIR
OG0007291	LOC120425868|XP_039446424.1|CPIP	LOC6636059|XP_002059523.1|DVIR
OG0007292	LOC120425869|XP_039446425.1|CPIP	LOC6636713|XP_002060186.1|DVIR
OG0007293	LOC120417343|XP_039435279.1|CPIP	LOC6630015|XP_002053408.1|DVIR
OG0007295	LOC120418767|XP_039437178.1|CPIP	LOC6632482|XP_002056295.1|DVIR
OG0007296	LOC120413782|XP_039430660.1|CPIP	LOC6632782|XP_015025934.1|DVIR
OG0007297	LOC120413805|XP_039430696.1|CPIP	LOC6629295|XP_002054696.2|DVIR
OG0007298	LOC120413809|XP_039430698.1|CPIP	LOC6631054|XP_002054639.1|DVIR
OG0007299	LOC120413744|XP_039430603.1|CPIP	LOC6631232|XP_032295173.1|DVIR
OG0007300	LOC120413803|XP_039430694.1|CPIP	LOC6630889|XP_002053135.1|DVIR
OG0007301	LOC120413763|XP_039430631.1|CPIP	LOC6629597|XP_015027160.1|DVIR
OG0007302	LOC120422478|XP_039441869.1|CPIP	LOC6632901|XP_032289854.1|DVIR
OG0007303	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP	LOC6635577|XP_002058991.1|DVIR
OG0007304	LOC120422603|XP_039442028.1|CPIP	LOC6634163|XP_002057530.2|DVIR
OG0007305	LOC120414831|XP_039432092.1|CPIP	LOC6622196|XP_002048348.1|DVIR
OG0007306	LOC120414830|XP_039432091.1|CPIP	LOC6624238|XP_002048349.2|DVIR
OG0007307	LOC120414803|XP_039432053.1|CPIP	LOC6630333|XP_032292637.1|DVIR
OG0007308	LOC120414847|XP_039432106.1|CPIP	LOC6629791|XP_002054753.1|DVIR
OG0007309	LOC120414838|XP_039432098.1|CPIP	LOC6630260|XP_032289635.1|DVIR
OG0007310	LOC120414794|XP_039432039.1|CPIP	LOC6630417|XP_015027413.1|DVIR
OG0007311	LOC120414843|XP_039432100.1|CPIP	LOC6630420|XP_032293656.1|DVIR
OG0007312	LOC120414810|XP_039432065.1|CPIP	LOC6635830|XP_002059465.3|DVIR
OG0007313	LOC120413927|XP_039430850.1|CPIP	LOC6631890|XP_015026414.2|DVIR
OG0007314	LOC120413979|XP_039430921.1|CPIP	LOC6633265|XP_002057146.1|DVIR
OG0007315	LOC120413919|XP_039430827.1|CPIP	LOC6633595|XP_002056807.2|DVIR
OG0007316	LOC120413908|XP_039430818.1|CPIP	LOC6632499|XP_002056517.2|DVIR
OG0007317	LOC120413968|XP_039430909.1|CPIP	LOC6630507|XP_002053451.2|DVIR
OG0007318	LOC120413955|XP_039430893.1|CPIP	LOC6630508|XP_032290385.1|DVIR
OG0007319	LOC120413046|XP_039429672.1|CPIP	LOC6622221|XP_015030825.1|DVIR
OG0007320	LOC120413055|XP_039429693.1|CPIP	LOC6628089|XP_002051149.1|DVIR
OG0007321	LOC120413070|XP_039429707.1|CPIP	LOC6633426|XP_002057219.1|DVIR
OG0007322	LOC120413053|XP_039429684.1|CPIP	LOC6635555|XP_015024634.2|DVIR
OG0007323	LOC120413074|XP_039429710.1|CPIP	LOC6632186|XP_002055641.2|DVIR
OG0007324	LOC120412961|XP_039429539.1|CPIP	LOC6629563|XP_002053651.1|DVIR
OG0007325	LOC120412988|XP_039429572.1|CPIP	LOC6633045|XP_002056268.2|DVIR
OG0007326	LOC120412942|XP_039429513.1|CPIP	LOC6629556|XP_002053650.1|DVIR
OG0007327	LOC120412984|XP_039429567.1|CPIP	LOC6623162|XP_002046102.1|DVIR
OG0007328	LOC120412949|XP_039429523.1|CPIP	LOC6633015|XP_002056136.1|DVIR
OG0007329	LOC120413007|XP_039429590.1|CPIP	LOC6630743|XP_002053204.1|DVIR
OG0007331	LOC120414381|XP_039431485.1|CPIP	LOC6636081|XP_015024192.1|DVIR
OG0007332	LOC120414375|XP_039431477.1|CPIP	LOC6634649|XP_032296338.1|DVIR
OG0007333	LOC120417908|XP_039436071.1|CPIP	LOC6629852|XP_002053175.1|DVIR
OG0007334	LOC120417903|XP_039436067.1|CPIP	LOC6632929|XP_002056564.2|DVIR
OG0007335	LOC120419331|XP_039437934.1|CPIP	LOC6623733|XP_002047348.2|DVIR
OG0007336	LOC120419355|XP_039437959.1|CPIP	LOC6633292|XP_002056875.1|DVIR
OG0007337	LOC120419363|XP_039437966.1|CPIP	LOC6622258|XP_002046700.1|DVIR
OG0007338	LOC120414013|XP_039430963.1|CPIP	LOC6624559|XP_032290924.1|DVIR
OG0007339	LOC120414011|XP_039430960.1|CPIP	LOC6630554|XP_002053272.1|DVIR
OG0007340	LOC120413993|XP_039430936.1|CPIP	LOC6629616|XP_015027152.1|DVIR
OG0007341	LOC120413989|XP_039430930.1|CPIP	LOC6631047|XP_032295088.1|DVIR
OG0007342	LOC120414006|XP_039430953.1|CPIP	LOC6630172|XP_002054792.2|DVIR
OG0007343	LOC120425925|XP_039446479.1|CPIP	LOC6629344|XP_002053321.1|DVIR
OG0007344	LOC120425924|XP_039446478.1|CPIP	LOC6627539|XP_002051708.1|DVIR
OG0007345	LOC120425927|XP_039446481.1|CPIP	LOC6629345|XP_032290188.1|DVIR
OG0007346	LOC120425931|XP_039446486.1|CPIP	LOC6622932|XP_002046498.1|DVIR
OG0007347	LOC120425934|XP_039446490.1|CPIP	LOC6633751|XP_032296608.1|DVIR
OG0007348	LOC120425941|XP_039446508.1|CPIP	LOC6633757|XP_002056943.1|DVIR
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	LOC6633758|XP_002056944.1|DVIR
OG0007350	LOC120425655|XP_039446170.1|CPIP	LOC6633383|XP_002056794.1|DVIR
OG0007351	LOC120426303|XP_039446985.1|CPIP	LOC6624117|XP_002047884.1|DVIR
OG0007352	LOC120426309|XP_039446991.1|CPIP	LOC6636313|XP_002059873.1|DVIR
OG0007354	LOC120422369|XP_039441712.1|CPIP	LOC6629872|XP_002053381.1|DVIR
OG0007355	LOC120422358|XP_039441699.1|CPIP	LOC6629601|XP_015027488.1|DVIR
OG0007356	LOC120422370|XP_039441713.1|CPIP	LOC6635793|XP_002059382.2|DVIR
OG0007357	LOC120422365|XP_039441708.1|CPIP	LOC6630054|XP_032295380.1|DVIR
OG0007358	LOC120422359|XP_039441702.1|CPIP	LOC6631098|XP_015027230.1|DVIR
OG0007359	LOC120423438|XP_039443187.1|CPIP	LOC6630442|XP_015027525.1|DVIR
OG0007360	LOC120421504|XP_039440659.1|CPIP	LOC6633040|XP_032289726.1|DVIR
OG0007361	LOC120421822|XP_039441036.1|CPIP	LOC6631546|XP_032295775.1|DVIR
OG0007362	LOC120422093|XP_039441379.1|CPIP	LOC6634120|XP_002057721.1|DVIR
OG0007363	LOC120421952|XP_039441200.1|CPIP	LOC6633777|XP_032296200.1|DVIR
OG0007364	LOC120422116|XP_039441422.1|CPIP	LOC6633778|XP_032296195.1|DVIR
OG0007365	LOC120421868|XP_039441102.1|CPIP	LOC6633375|XP_002057328.1|DVIR
OG0007366	LOC120422084|XP_039441368.1|CPIP	LOC6630142|XP_002053625.2|DVIR
OG0007367	LOC120422053|XP_039441323.1|CPIP	LOC6623992|XP_032290649.1|DVIR
OG0007368	LOC120421179|XP_039440310.1|CPIP	LOC6630368|XP_002054904.1|DVIR
OG0007369	LOC120421153|XP_039440281.1|CPIP	LOC6632948|XP_032289804.1|DVIR
OG0007370	LOC120422175|XP_039441488.1|CPIP	LOC6627250|XP_002050401.1|DVIR
OG0007371	LOC120421441|XP_039440585.1|CPIP	LOC6634870|XP_002058599.1|DVIR
OG0007372	LOC120422751|XP_039442227.1|CPIP	LOC6632461|XP_002056307.1|DVIR
OG0007373	LOC120422753|XP_039442230.1|CPIP	LOC6634759|XP_002058052.1|DVIR
OG0007374	LOC120422722|XP_039442186.1|CPIP	LOC6632021|XP_002055236.2|DVIR
OG0007375	LOC120418243|XP_039436490.1|CPIP	LOC6635547|XP_002059094.1|DVIR
OG0007376	LOC120418240|XP_039436481.1|CPIP	LOC6633750|XP_032296507.1|DVIR
OG0007377	LOC120418273|XP_039436526.1|CPIP	LOC6634773|XP_002058199.1|DVIR
OG0007378	LOC120418252|XP_039436499.1|CPIP	LOC6636134|XP_032295682.1|DVIR
OG0007379	LOC120418235|XP_039436471.1|CPIP	LOC6634628|XP_002058027.1|DVIR
OG0007381	LOC120431179|XP_039452250.1|CPIP	LOC6634624|XP_032296426.1|DVIR
OG0007382	LOC120431924|XP_039452998.1|CPIP	LOC6634527|XP_002057956.2|DVIR
OG0007383	LOC120431650|XP_039452691.1|CPIP	LOC6633405|XP_032289051.1|DVIR
OG0007386	LOC120417194|XP_039435095.1|CPIP	LOC6633432|XP_002057175.1|DVIR
OG0007387	LOC120426737|XP_039447448.1|CPIP	LOC6631947|XP_002055399.1|DVIR
OG0007388	LOC120427315|XP_039448103.1|CPIP	LOC6631397|XP_032295997.1|DVIR
OG0007389	LOC120431003|XP_039452096.1|CPIP	LOC6628565|XP_002051063.1|DVIR
OG0007393	LOC120431558|XP_039452600.1|CPIP	LOC6630630|XP_032293400.1|DVIR
OG0007394	LOC120429482|XP_039450488.1|CPIP	LOC6633531|XP_032296175.1|DVIR
OG0007395	LOC120424737|XP_039444862.1|CPIP	LOC6631960|XP_015026472.1|DVIR
OG0007396	LOC120430955|XP_039452017.1|CPIP	LOC6631049|XP_002054634.1|DVIR
OG0007398	LOC120424119|XP_039444094.1|CPIP	LOC6625851|XP_002050107.1|DVIR
OG0007399	LOC120424133|XP_039444107.1|CPIP	LOC6635545|XP_002059092.1|DVIR
OG0007400	LOC120419414|XP_039438026.1|CPIP	LOC6634641|XP_002058040.1|DVIR
OG0007401	LOC120419394|XP_039438000.1|CPIP	LOC6631473|XP_002055117.2|DVIR
OG0007402	LOC120419423|XP_039438030.1|CPIP	LOC6629518|XP_002054588.3|DVIR
OG0007403	LOC120417930|XP_039436101.1|CPIP	LOC6630346|XP_002054595.2|DVIR
OG0007404	LOC120417925|XP_039436095.1|CPIP	LOC6630540|XP_002054605.3|DVIR
OG0007405	LOC120419553|XP_039438201.1|CPIP	LOC6630676|XP_002054609.1|DVIR
OG0007406	LOC120420571|XP_039439583.1|CPIP	LOC6630280|XP_002054891.1|DVIR
OG0007409	LOC120428915|XP_039449992.1|CPIP	LOC6628507|XP_002051842.1|DVIR
OG0007410	LOC120423157|XP_039442771.1|CPIP	LOC6631556|XP_002055433.1|DVIR
OG0007411	LOC120423154|XP_039442767.1|CPIP	LOC6633353|XP_002056977.1|DVIR
OG0007412	LOC120423151|XP_039442766.1|CPIP	LOC6634651|XP_002058302.1|DVIR
OG0007413	LOC120419395|XP_039438001.1|CPIP	LOC6627057|XP_002050513.1|DVIR
OG0007414	LOC120431824|XP_039452880.1|CPIP	LOC6635498|XP_002059038.1|DVIR
OG0007415	LOC120421353|XP_039440472.1|CPIP	LOC6633331|XP_002056859.1|DVIR
OG0007416	LOC120421370|XP_039440496.1|CPIP	LOC6633864|XP_032296641.1|DVIR
OG0007417	LOC120421372|XP_039440498.1|CPIP	LOC6633565|XP_015025425.1|DVIR
OG0007418	LOC120419573|XP_039438232.1|CPIP	LOC6625912|XP_002049860.1|DVIR
OG0007419	LOC120419555|XP_039438203.1|CPIP	LOC6631209|XP_032294814.1|DVIR
OG0007420	LOC120419563|XP_039438226.1|CPIP	LOC6636410|XP_002059866.1|DVIR, LOC116651392|XP_032293554.1|DVIR
OG0007421	LOC120416673|XP_039434422.1|CPIP	LOC6632208|XP_032295825.1|DVIR
OG0007422	LOC120416626|XP_039434367.1|CPIP	LOC6633409|XP_002056902.1|DVIR
OG0007423	LOC120416635|XP_039434381.1|CPIP	LOC6636145|XP_015024183.1|DVIR
OG0007424	LOC120416653|XP_039434398.1|CPIP	LOC6623778|XP_002048536.1|DVIR
OG0007425	LOC120416619|XP_039434353.1|CPIP	LOC6622837|XP_015031338.1|DVIR
OG0007426	LOC120416642|XP_039434386.1|CPIP	LOC6635541|XP_002059088.1|DVIR
OG0007427	LOC120416641|XP_039434385.1|CPIP	LOC6634466|XP_002057954.1|DVIR
OG0007428	LOC120415003|XP_039432294.1|CPIP	LOC6633359|XP_032296655.1|DVIR
OG0007429	LOC120419934|XP_039438732.1|CPIP	LOC6624955|XP_002049179.1|DVIR
OG0007430	LOC120424353|XP_039444387.1|CPIP	LOC6623305|XP_002046108.1|DVIR
OG0007431	LOC120425265|XP_039445647.1|CPIP	LOC6635704|XP_002059253.1|DVIR
OG0007432	LOC120425213|XP_039445580.1|CPIP	LOC6622096|XP_002047686.1|DVIR
OG0007433	LOC120417984|XP_039436162.1|CPIP	LOC6634574|XP_032296301.1|DVIR
OG0007434	LOC120418006|XP_039436184.1|CPIP	LOC6623724|XP_002048598.1|DVIR
OG0007435	LOC120417978|XP_039436152.1|CPIP	LOC6623545|XP_002048612.1|DVIR
OG0007436	LOC120417553|XP_039435578.1|CPIP	LOC6624068|XP_002048104.1|DVIR
OG0007437	LOC120417579|XP_039435623.1|CPIP	LOC6622774|XP_002048004.1|DVIR
OG0007438	LOC120423636|XP_039443439.1|CPIP	LOC6622749|XP_032290199.1|DVIR
OG0007439	LOC120425152|XP_039445518.1|CPIP	LOC6636691|XP_002060169.1|DVIR
OG0007440	LOC120412535|XP_039428965.1|CPIP	LOC6631818|XP_032295639.1|DVIR
OG0007441	LOC120415276|XP_039432680.1|CPIP	LOC6624923|XP_002049348.1|DVIR
OG0007442	LOC120415318|XP_039432733.1|CPIP	LOC6629361|XP_002053570.1|DVIR
OG0007443	LOC120415299|XP_039432704.1|CPIP	LOC26530662|XP_015030232.1|DVIR
OG0007444	LOC120416757|XP_039434524.1|CPIP	LOC6625010|XP_002049760.1|DVIR
OG0007445	LOC120416756|XP_039434523.1|CPIP	LOC6625009|XP_002049759.1|DVIR
OG0007446	LOC120416720|XP_039434480.1|CPIP	LOC6628342|XP_015028509.1|DVIR
OG0007447	LOC120416753|XP_039434520.1|CPIP	LOC6627924|XP_002052799.1|DVIR
OG0007448	LOC120418471|XP_039436838.1|CPIP	LOC6626407|XP_032292640.1|DVIR
OG0007449	LOC120424598|XP_039444696.1|CPIP	LOC6624351|XP_002048627.2|DVIR
OG0007450	LOC120424596|XP_039444694.1|CPIP	LOC26531832|XP_015028991.1|DVIR
OG0007451	LOC120422163|XP_039441474.1|CPIP	LOC6622104|XP_002047698.3|DVIR
OG0007452	LOC120422164|XP_039441475.1|CPIP	LOC6622110|XP_002047697.2|DVIR
OG0007453	LOC120420424|XP_039439379.1|CPIP	LOC6623176|XP_002048552.2|DVIR
OG0007454	LOC120420398|XP_039439342.1|CPIP	LOC6624190|XP_002048412.1|DVIR
OG0007456	LOC120431767|XP_039452819.1|CPIP	LOC6633485|XP_002056994.2|DVIR
OG0007457	LOC120417560|XP_039435584.1|CPIP	LOC6622777|XP_002047043.1|DVIR
OG0007458	LOC120417554|XP_039435579.1|CPIP	LOC6629010|XP_002051279.1|DVIR
OG0007459	LOC120417550|XP_039435574.1|CPIP	LOC6635167|XP_002058369.2|DVIR
OG0007460	LOC120417564|XP_039435593.1|CPIP	LOC6624762|XP_002049756.1|DVIR
OG0007461	LOC120425789|XP_039446331.1|CPIP	LOC6624080|XP_002048074.2|DVIR
OG0007462	LOC120425801|XP_039446347.1|CPIP	LOC6623983|XP_002048323.1|DVIR
OG0007463	LOC120425800|XP_039446345.1|CPIP	LOC6624100|XP_032290863.1|DVIR
OG0007464	LOC120425806|XP_039446353.1|CPIP	LOC6624441|XP_015030524.1|DVIR
OG0007466	LOC120417572|XP_039435610.1|CPIP	LOC6626313|XP_002049520.1|DVIR
OG0007467	LOC120417589|XP_039435635.1|CPIP	LOC6626315|XP_002049522.2|DVIR
OG0007469	LOC120415313|XP_039432729.1|CPIP	LOC6624486|XP_002048379.2|DVIR
OG0007470	LOC120415338|XP_039432761.1|CPIP	LOC6627458|XP_002052480.1|DVIR
OG0007471	LOC120415306|XP_039432714.1|CPIP	LOC6625039|XP_002048987.1|DVIR
OG0007472	LOC120415302|XP_039432708.1|CPIP	LOC6631488|XP_015026596.1|DVIR
OG0007473	LOC120415328|XP_039432749.1|CPIP	LOC6622343|XP_002048137.1|DVIR
OG0007474	LOC120424674|XP_039444786.1|CPIP	LOC6626412|XP_032292641.1|DVIR
OG0007475	LOC120426476|XP_039447173.1|CPIP	LOC6623563|XP_002046164.1|DVIR
OG0007476	LOC120423246|XP_039442898.1|CPIP	LOC6633287|XP_002056870.1|DVIR
OG0007477	LOC120423258|XP_039442922.1|CPIP	LOC6633340|XP_032296489.1|DVIR
OG0007478	LOC120423261|XP_039442927.1|CPIP	LOC6628094|XP_002051154.1|DVIR
OG0007479	LOC120414907|XP_039432171.1|CPIP	LOC6631756|XP_002054953.1|DVIR
OG0007480	LOC120414910|XP_039432175.1|CPIP	LOC6631103|XP_002053224.2|DVIR
OG0007481	LOC120414909|XP_039432174.1|CPIP	LOC6636822|XP_002060271.1|DVIR
OG0007482	LOC120414892|XP_039432148.1|CPIP	LOC6627670|XP_032294625.1|DVIR
OG0007483	LOC120427765|XP_039448611.1|CPIP	LOC6626495|XP_002049320.1|DVIR
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	LOC26531166|XP_015026778.1|DVIR
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	LOC6633351|XP_002056792.1|DVIR
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	LOC6634776|XP_002058202.1|DVIR
OG0007487	LOC120424448|XP_039444515.1|CPIP	LOC6636254|XP_002059723.2|DVIR
OG0007488	LOC120424438|XP_039444502.1|CPIP	LOC6622907|XP_032291093.1|DVIR
