Orthogroup	CPIP.longest_only	DSER.longest_only
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC110189872|XP_020815772.1|DSER
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC110190327|XP_020816381.1|DSER
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC110189913|XP_020815844.1|DSER
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC110191298|XP_020817766.1|DSER
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC110176269|XP_020798247.1|DSER
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC110178969|XP_020801933.1|DSER
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC110178576|XP_020801407.1|DSER
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC110176726|XP_020798827.1|DSER
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC110181222|XP_020804571.1|DSER
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC110188898|XP_020814478.1|DSER
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC110177541|XP_020799969.1|DSER
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC110185449|XP_020809941.1|DSER
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC110190789|XP_020817086.1|DSER
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC110188432|XP_020813817.1|DSER
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC110177314|XP_020799645.1|DSER
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC110178828|XP_020801753.1|DSER
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC110187520|XP_020812574.1|DSER
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC110191280|XP_020817736.1|DSER
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC110185656|XP_020810274.1|DSER
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC110182176|XP_020805835.1|DSER
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC110177113|XP_020799316.1|DSER, LOC110180111|XP_020803405.1|DSER
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC110178348|XP_020801125.1|DSER
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC110188578|XP_020814001.1|DSER
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC110180343|XP_020803664.1|DSER
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC110186784|XP_020811717.1|DSER
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC110184390|XP_020808556.1|DSER
OG0007666	LOC120422064|XP_039441334.1|CPIP	LOC110184400|XP_020808585.1|DSER
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC110184612|XP_020808863.1|DSER
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC110183827|XP_020807839.1|DSER
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC110180318|XP_020803633.1|DSER
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC110180317|XP_020803632.1|DSER
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC110184451|XP_020808649.1|DSER
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC110182458|XP_020806153.1|DSER
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC110181753|XP_020805275.1|DSER
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC110183235|XP_020807110.1|DSER
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC110176045|XP_020797916.1|DSER
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC110180417|XP_020803740.1|DSER
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC110176009|XP_020797873.1|DSER
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC110175957|XP_020797804.1|DSER
OG0007680	LOC120432238|XP_039453347.1|CPIP	LOC110185686|XP_020810313.1|DSER
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC110188134|XP_020813381.1|DSER
OG0007682	LOC120421044|XP_039440121.1|CPIP	LOC110181948|XP_020805547.1|DSER
OG0007683	LOC120421045|XP_039440122.1|CPIP	LOC110180107|XP_020803399.1|DSER
OG0007684	LOC120429210|XP_039450362.1|CPIP	LOC110183226|XP_020807101.1|DSER
OG0007685	LOC120412427|XP_039428823.1|CPIP	LOC110181761|XP_020805284.1|DSER
OG0007686	LOC120430764|XP_039451812.1|CPIP	LOC110181915|XP_020805508.1|DSER
OG0007687	LOC120430936|XP_039451990.1|CPIP	LOC110184126|XP_020808192.1|DSER
OG0007689	LOC120429176|XP_039450323.1|CPIP	LOC110176106|XP_020798004.1|DSER
OG0007690	LOC120416385|XP_039434053.1|CPIP	LOC110179467|XP_020802691.1|DSER
OG0007692	LOC120417678|XP_039435745.1|CPIP	LOC110181805|XP_020805349.1|DSER
OG0007693	LOC120417680|XP_039435747.1|CPIP	LOC110181752|XP_020805273.1|DSER
OG0007694	LOC120422473|XP_039441862.1|CPIP	LOC110176187|XP_020798097.1|DSER
OG0007695	LOC120424285|XP_039444290.1|CPIP	LOC110181747|XP_020805266.1|DSER
OG0007696	LOC120415054|XP_039432369.1|CPIP	LOC110185200|XP_020809585.1|DSER
OG0007697	LOC120431137|XP_039452218.1|CPIP	LOC110189876|XP_020815778.1|DSER
OG0007698	LOC120431201|XP_039452279.1|CPIP	LOC110183519|XP_020807465.1|DSER
OG0007699	LOC120422535|XP_039441931.1|CPIP	LOC110184535|XP_020808772.1|DSER
OG0007700	LOC120422528|XP_039441922.1|CPIP	LOC110180136|XP_020803441.1|DSER
OG0007701	LOC120422526|XP_039441918.1|CPIP	LOC110182843|XP_020806634.1|DSER
OG0007702	LOC120424293|XP_039444309.1|CPIP	LOC110182503|XP_020806210.1|DSER
OG0007703	LOC120420186|XP_039439102.1|CPIP	LOC110181710|XP_020805218.1|DSER
OG0007704	LOC120422461|XP_039441838.1|CPIP	LOC110186829|XP_020811779.1|DSER
OG0007705	LOC120422443|XP_039441820.1|CPIP	LOC110181944|XP_020805539.1|DSER
OG0007706	LOC120420220|XP_039439142.1|CPIP	LOC110178850|XP_020801769.1|DSER
OG0007707	LOC120420252|XP_039439178.1|CPIP	LOC110182103|XP_020805745.1|DSER
OG0007708	LOC120416886|XP_039434713.1|CPIP	LOC110179465|XP_020802687.1|DSER
OG0007709	LOC120413339|XP_039430049.1|CPIP	LOC110184209|XP_020808315.1|DSER
OG0007710	LOC120412706|XP_039429220.1|CPIP	LOC110181764|XP_020805293.1|DSER
OG0007711	LOC120412954|XP_039429532.1|CPIP	LOC110179089|XP_020802134.1|DSER
OG0007712	LOC120432603|XP_039453786.1|CPIP	LOC110187047|XP_020812082.1|DSER
OG0007713	LOC120413005|XP_039429591.1|CPIP	LOC110180558|XP_020803911.1|DSER
OG0007714	LOC120412406|XP_039428805.1|CPIP	LOC110175913|XP_020797745.1|DSER
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC110179479|XP_020802711.1|DSER
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC110180290|XP_020803606.1|DSER
OG0007717	LOC120417022|XP_039434895.1|CPIP	LOC110186414|XP_020811249.1|DSER
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC110187056|XP_020812091.1|DSER
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC110187059|XP_020812103.1|DSER
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC110179049|XP_020802064.1|DSER
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC110179060|XP_020802079.1|DSER
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC110179064|XP_020802085.1|DSER
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC110178176|XP_020800869.1|DSER
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC110175915|XP_020797750.1|DSER
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC110179615|XP_020802876.1|DSER
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC110184214|XP_020808322.1|DSER
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC110181477|XP_020804885.1|DSER
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC110182098|XP_020805742.1|DSER
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC110181587|XP_020805039.1|DSER
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC110188517|XP_020813913.1|DSER
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC110175937|XP_020797777.1|DSER
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC110184452|XP_020808650.1|DSER
OG0007734	LOC120432278|XP_039453402.1|CPIP	LOC110184347|XP_020808502.1|DSER
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC110184308|XP_020808455.1|DSER
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC110182205|XP_020805891.1|DSER
OG0007737	LOC120414150|XP_039431121.1|CPIP	LOC110177240|XP_020799535.1|DSER
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC110191442|XP_020817963.1|DSER
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC110184379|XP_020808542.1|DSER
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC110187072|XP_020812121.1|DSER
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC110179610|XP_020802867.1|DSER
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC110184583|XP_020808827.1|DSER
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC110186317|XP_020811112.1|DSER
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC110183007|XP_020806855.1|DSER
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC110186471|XP_020811317.1|DSER
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC110181890|XP_020805478.1|DSER
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC110176023|XP_020797893.1|DSER
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC110180171|XP_020803490.1|DSER
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC110186370|XP_020811180.1|DSER
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC110178171|XP_020800863.1|DSER
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC110184610|XP_020808862.1|DSER
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC110179378|XP_020802551.1|DSER
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC110183224|XP_020807097.1|DSER
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC110183234|XP_020807109.1|DSER
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC110184315|XP_020808463.1|DSER
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC110182568|XP_020806276.1|DSER
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC110185040|XP_020809351.1|DSER
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC110179449|XP_020802656.1|DSER
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC110184527|XP_020808761.1|DSER
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC110184530|XP_020808765.1|DSER
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC110178183|XP_020800874.1|DSER
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC110184811|XP_020809109.1|DSER
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC110184812|XP_020809111.1|DSER
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC110183967|XP_020807985.1|DSER
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC110185407|XP_020809872.1|DSER
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC110179477|XP_020802709.1|DSER
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC110185778|XP_020810439.1|DSER
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC110179624|XP_020802889.1|DSER
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC110185741|XP_020810391.1|DSER
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC110180624|XP_020803967.1|DSER
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC110176006|XP_020797870.1|DSER
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC110175929|XP_020797767.1|DSER
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC110181723|XP_020805238.1|DSER
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC110182556|XP_020806267.1|DSER
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC110181719|XP_020805232.1|DSER
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC110183056|XP_020806900.1|DSER
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC110188335|XP_020813702.1|DSER
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC110177264|XP_020799574.1|DSER
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC110177399|XP_020799763.1|DSER
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC110181942|XP_020805538.1|DSER, LOC110177286|XP_020799601.1|DSER
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC110179101|XP_020802147.1|DSER
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC110180151|XP_020803459.1|DSER
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC110181880|XP_020805466.1|DSER
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC110189032|XP_020814657.1|DSER
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC110186979|XP_020811989.1|DSER
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC110186980|XP_020811991.1|DSER
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC110187653|XP_020812728.1|DSER
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC110189190|XP_020814821.1|DSER
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC110186314|XP_020811096.1|DSER
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC110191972|XP_020818648.1|DSER
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC110176121|XP_020798017.1|DSER
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC110176116|XP_020798012.1|DSER
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC110190792|XP_020817094.1|DSER
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC110184162|XP_020808229.1|DSER
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC110185023|XP_020809333.1|DSER
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC110184375|XP_020808533.1|DSER
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC110187708|XP_020812802.1|DSER
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC110181543|XP_020804984.1|DSER
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC110179104|XP_020802151.1|DSER
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC110184631|XP_020808886.1|DSER
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC110190946|XP_020817279.1|DSER
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC110191169|XP_020817588.1|DSER
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC110180101|XP_020803387.1|DSER
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC110190948|XP_020817285.1|DSER
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC110186487|XP_020811333.1|DSER
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC110186488|XP_020811334.1|DSER
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC110186274|XP_020811046.1|DSER
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC110186959|XP_020811959.1|DSER
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC110187832|XP_020812969.1|DSER
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC110186679|XP_020811609.1|DSER
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC110187092|XP_020812155.1|DSER
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC110176223|XP_020798164.1|DSER
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC110189611|XP_020815411.1|DSER
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC110188313|XP_020813680.1|DSER
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC110187106|XP_020812170.1|DSER
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC110182217|XP_020805902.1|DSER
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC110180180|XP_020803500.1|DSER
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC110190860|XP_020817169.1|DSER
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC110191061|XP_020817450.1|DSER
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC110191292|XP_020817760.1|DSER
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC110176588|XP_020798662.1|DSER
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC110176596|XP_020798671.1|DSER
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC110179081|XP_020802126.1|DSER
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC110191277|XP_020817734.1|DSER
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC110191207|XP_020817634.1|DSER
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC110186943|XP_020811935.1|DSER
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC110186342|XP_020811149.1|DSER
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC110187061|XP_020812106.1|DSER
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC110191076|XP_020817470.1|DSER
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC110191165|XP_020817584.1|DSER
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC110191885|XP_020818529.1|DSER
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC110191884|XP_020818527.1|DSER
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC110186510|XP_020811366.1|DSER
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC110191407|XP_020817924.1|DSER
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC110184630|XP_020808889.1|DSER
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC110189459|XP_020815197.1|DSER
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC110188673|XP_020814130.1|DSER
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC110191166|XP_020817585.1|DSER
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC110184779|XP_020809081.1|DSER
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC110176837|XP_020798950.1|DSER
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC110179022|XP_020802026.1|DSER
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC110187636|XP_020812703.1|DSER
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC110188520|XP_020813919.1|DSER
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC110191260|XP_020817710.1|DSER
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC110182074|XP_020805717.1|DSER
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC110178584|XP_020801421.1|DSER
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC110187037|XP_020812060.1|DSER
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC110187031|XP_020812057.1|DSER
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC110190467|XP_020816635.1|DSER
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC110183511|XP_020807456.1|DSER
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC110189220|XP_020814853.1|DSER
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC110181875|XP_020805460.1|DSER
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC110187043|XP_020812068.1|DSER
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC110182866|XP_020806668.1|DSER
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC110185188|XP_020809568.1|DSER
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC110183067|XP_020806912.1|DSER
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC110183654|XP_020807637.1|DSER
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC110183671|XP_020807664.1|DSER
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC110183663|XP_020807649.1|DSER
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC110190212|XP_020816226.1|DSER
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC110189221|XP_020814858.1|DSER
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC110185105|XP_020809453.1|DSER
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC110183670|XP_020807663.1|DSER
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC110185272|XP_020809677.1|DSER
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC110190705|XP_020816983.1|DSER
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC110185166|XP_020809531.1|DSER
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC110191721|XP_020818297.1|DSER
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC110189485|XP_020815230.1|DSER
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC110181103|XP_020804433.1|DSER
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC110190525|XP_020816721.1|DSER
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC110178763|XP_020801660.1|DSER
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC110178595|XP_020801440.1|DSER
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC110190520|XP_020816713.1|DSER
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC110188829|XP_020814378.1|DSER
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC110185267|XP_020809673.1|DSER
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC110189250|XP_020814914.1|DSER
OG0007901	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP	LOC110190411|XP_020816535.1|DSER
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC110181495|XP_020804921.1|DSER
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC110190812|XP_020817121.1|DSER
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC110189960|XP_020815907.1|DSER
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC110176808|XP_020798906.1|DSER
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC110176174|XP_020798074.1|DSER
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC110189104|XP_020814740.1|DSER
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC110189105|XP_020814741.1|DSER
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC110181757|XP_020805279.1|DSER
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC110185287|XP_020809695.1|DSER
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC110185171|XP_020809547.1|DSER
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC110177577|XP_020800015.1|DSER
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC110185172|XP_020809549.1|DSER
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC110179004|XP_020801997.1|DSER
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC110183576|XP_020807547.1|DSER
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC110183090|XP_020806942.1|DSER
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC110176962|XP_020799127.1|DSER
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC110189610|XP_020815406.1|DSER
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC110176627|XP_020798711.1|DSER
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC110178523|XP_020801336.1|DSER
OG0007931	LOC120414657|XP_039431850.1|CPIP	LOC110185623|XP_020810233.1|DSER
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC110184585|XP_020808830.1|DSER
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC110190863|XP_020817171.1|DSER
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC110185557|XP_020810133.1|DSER
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC110183363|XP_020807284.1|DSER
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC110176970|XP_020799136.1|DSER
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC110183427|XP_020807368.1|DSER
OG0007941	LOC120430183|XP_039451197.1|CPIP	LOC110177722|XP_020800265.1|DSER
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC110179576|XP_020802825.1|DSER
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC110185894|XP_020810564.1|DSER
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC110177575|XP_020800012.1|DSER
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC110183304|XP_020807202.1|DSER
OG0007946	LOC120413563|XP_039430376.1|CPIP	LOC110191489|XP_020818013.1|DSER
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC110185685|XP_020810311.1|DSER
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC110185949|XP_020810625.1|DSER
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC110183525|XP_020807477.1|DSER
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC110187283|XP_020812331.1|DSER
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC110182368|XP_020806068.1|DSER
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC110179170|XP_020802228.1|DSER
OG0007953	LOC120428850|XP_039449907.1|CPIP	LOC110185878|XP_020810549.1|DSER, LOC110183439|XP_020807381.1|DSER
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC110185965|XP_020810642.1|DSER
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC110183205|XP_020807077.1|DSER
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC110181323|XP_020804700.1|DSER
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC110183385|XP_020807310.1|DSER
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC110180627|XP_020803972.1|DSER
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC110178193|XP_020800886.1|DSER
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC110183314|XP_020807217.1|DSER
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC110191943|XP_020818622.1|DSER
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC110179510|XP_020802746.1|DSER
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC110185608|XP_020810212.1|DSER
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC110181463|XP_020804870.1|DSER
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC110185613|XP_020810219.1|DSER
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC110181153|XP_020804486.1|DSER
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC110187463|XP_020812510.1|DSER
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC110179929|XP_020803186.1|DSER
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC110183361|XP_020807282.1|DSER
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC110177700|XP_020800188.1|DSER
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC110182018|XP_020805608.1|DSER
