Orthogroup	CPIP.longest_only	DHYD.longest_only
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC111594262|XP_023163256.2|DHYD
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC111600837|XP_023172909.1|DHYD
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC111594522|XP_023163620.1|DHYD
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC111594440|XP_023163496.1|DHYD
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC111594561|XP_023163686.1|DHYD
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC111603226|XP_023176499.1|DHYD
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC111598236|XP_023169168.1|DHYD
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC111598217|XP_023169142.1|DHYD
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC111594446|XP_030080655.1|DHYD
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC111595228|XP_023164627.2|DHYD
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC111593653|XP_023162306.2|DHYD
OG0007847	LOC120427163|XP_039447955.1|CPIP	LOC111596486|XP_023166515.1|DHYD
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC111596488|XP_023166517.2|DHYD
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC111602792|XP_023175833.1|DHYD
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC111602789|XP_023175830.2|DHYD
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC111598312|XP_023169275.1|DHYD
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC111598924|XP_023170165.2|DHYD
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC111596147|XP_023166002.2|DHYD
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC111598902|XP_023170139.1|DHYD
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC111594433|XP_030080653.1|DHYD
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC111596503|XP_023166532.1|DHYD
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC111601477|XP_023173831.2|DHYD
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC111601886|XP_023174496.1|DHYD
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC111591860|XP_023159509.2|DHYD
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC111601474|XP_023173827.2|DHYD
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC111602689|XP_023175684.1|DHYD
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC111596187|XP_023166062.1|DHYD
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC111596483|XP_023166507.2|DHYD
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC111597602|XP_023168170.2|DHYD
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC111598865|XP_023170081.2|DHYD
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC111592848|XP_023161054.2|DHYD
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC111592857|XP_023161065.1|DHYD
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC111593407|XP_023161898.2|DHYD
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC111599274|XP_023170644.2|DHYD
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC111596475|XP_023166496.2|DHYD
OG0007877	LOC120412890|XP_039429451.1|CPIP	LOC111596760|XP_023166873.2|DHYD
OG0007878	LOC120425584|XP_039446092.1|CPIP	LOC111602149|XP_023174866.2|DHYD
OG0007879	LOC120432628|XP_039453812.1|CPIP	LOC111601112|XP_023173326.2|DHYD
OG0007880	LOC120426012|XP_039446622.1|CPIP	LOC111593534|XP_023162154.1|DHYD
OG0007881	LOC120420565|XP_039439572.1|CPIP	LOC111596858|XP_023167063.1|DHYD
OG0007882	LOC120424871|XP_039445063.1|CPIP	LOC111596854|XP_023167057.2|DHYD
OG0007883	LOC120424784|XP_039444919.1|CPIP	LOC111596848|XP_023167042.1|DHYD
OG0007884	LOC120430318|XP_039451353.1|CPIP	LOC111603695|XP_023177162.1|DHYD
OG0007885	LOC120412394|XP_039428778.1|CPIP	LOC111599202|XP_023170565.2|DHYD
OG0007886	LOC120426796|XP_039447507.1|CPIP	LOC111594711|XP_030079114.1|DHYD
OG0007887	LOC120413192|XP_039429840.1|CPIP	LOC111596853|XP_023167056.1|DHYD
OG0007888	LOC120413186|XP_039429834.1|CPIP	LOC111604770|XP_023178737.2|DHYD
OG0007889	LOC120413205|XP_039429855.1|CPIP	LOC111601096|XP_023173300.1|DHYD
OG0007890	LOC120413268|XP_039429929.1|CPIP	LOC111592842|XP_023161039.2|DHYD
OG0007891	LOC120418480|XP_039436853.1|CPIP	LOC111595223|XP_023164607.1|DHYD
OG0007892	LOC120420078|XP_039438937.1|CPIP	LOC111597724|XP_023168333.1|DHYD
OG0007893	LOC120420084|XP_039438947.1|CPIP	LOC111594114|XP_023163040.2|DHYD
OG0007894	LOC120428829|XP_039449873.1|CPIP	LOC111600482|XP_023172365.2|DHYD
OG0007895	LOC120428828|XP_039449871.1|CPIP	LOC111600494|XP_030079622.1|DHYD
OG0007896	LOC120430782|XP_039451830.1|CPIP	LOC111592973|XP_023161236.1|DHYD
OG0007897	LOC120413448|XP_039430215.1|CPIP	LOC111598751|XP_023169920.1|DHYD
OG0007898	LOC120413454|XP_039430223.1|CPIP	LOC111596611|XP_023166662.1|DHYD
OG0007899	LOC120414636|XP_039431802.1|CPIP	LOC111601120|XP_023173342.2|DHYD
OG0007900	LOC120412900|XP_039429466.1|CPIP	LOC111595331|XP_023164759.2|DHYD
OG0007901	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP	LOC111600799|XP_030081544.1|DHYD
OG0007902	LOC120426141|XP_039446792.1|CPIP	LOC111591896|XP_023159572.1|DHYD
OG0007903	LOC120417624|XP_039435671.1|CPIP	LOC111596956|XP_023167180.1|DHYD
OG0007904	LOC120417611|XP_039435659.1|CPIP	LOC111592956|XP_023161212.2|DHYD
OG0007905	LOC120423601|XP_039443399.1|CPIP	LOC111599328|XP_023170717.2|DHYD
OG0007906	LOC120413404|XP_039430137.1|CPIP	LOC111598076|XP_023168885.1|DHYD
OG0007907	LOC120430384|XP_039451421.1|CPIP	LOC111601654|XP_023174103.1|DHYD
OG0007908	LOC120430385|XP_039451424.1|CPIP	LOC111601656|XP_023174107.1|DHYD
OG0007909	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP	LOC111594264|XP_023163258.1|DHYD
OG0007910	LOC120427935|XP_039448814.1|CPIP	LOC111592263|XP_023160124.2|DHYD
OG0007911	LOC120415805|XP_039433363.1|CPIP	LOC111596851|XP_023167054.2|DHYD
OG0007912	LOC120415789|XP_039433352.1|CPIP	LOC111596856|XP_023167061.2|DHYD
OG0007913	LOC120415790|XP_039433353.1|CPIP	LOC111596852|XP_023167055.2|DHYD
OG0007914	LOC120419000|XP_039437505.1|CPIP	LOC111604517|XP_030081574.1|DHYD
OG0007915	LOC120419540|XP_039438183.1|CPIP	LOC111592432|XP_030081645.1|DHYD
OG0007916	LOC120431460|XP_039452511.1|CPIP	LOC111604774|XP_023178747.1|DHYD
OG0007917	LOC120430640|XP_039451675.1|CPIP	LOC111593184|XP_023161561.1|DHYD
OG0007918	LOC120418835|XP_039437288.1|CPIP	LOC111599939|XP_023171556.1|DHYD
OG0007922	LOC120426166|XP_039446819.1|CPIP	LOC111592385|XP_023160328.2|DHYD
OG0007926	LOC120431736|XP_039452795.1|CPIP	LOC111594038|XP_023162920.1|DHYD
OG0007931	LOC120414657|XP_039431850.1|CPIP	LOC111592060|XP_023159827.2|DHYD
OG0007932	LOC120414661|XP_039431863.1|CPIP	LOC111598829|XP_023170029.2|DHYD
OG0007933	LOC120414723|XP_039431960.1|CPIP	LOC111600278|XP_023172095.1|DHYD
OG0007934	LOC120430914|XP_039451967.1|CPIP	LOC111602332|XP_023175102.2|DHYD
OG0007935	LOC120431073|XP_039452161.1|CPIP	LOC111603906|XP_023177492.2|DHYD
OG0007936	LOC120431281|XP_039452353.1|CPIP	LOC111603871|XP_023177446.1|DHYD
OG0007937	LOC120419177|XP_039437770.1|CPIP	LOC111602517|XP_023175368.1|DHYD
OG0007938	LOC120422800|XP_039442275.1|CPIP	LOC111600750|XP_023172800.2|DHYD
OG0007941	LOC120430183|XP_039451197.1|CPIP	LOC111600126|XP_023171858.2|DHYD
OG0007942	LOC120423660|XP_039443476.1|CPIP	LOC111595969|XP_023165715.1|DHYD
OG0007943	LOC120423664|XP_039443480.1|CPIP	LOC111592662|XP_023160782.2|DHYD
OG0007944	LOC120418313|XP_039436575.1|CPIP	LOC111596850|XP_023167053.2|DHYD
OG0007945	LOC120422981|XP_039442525.1|CPIP	LOC111591948|XP_023159649.2|DHYD
OG0007947	LOC120413629|XP_039430473.1|CPIP	LOC111592560|XP_023160626.2|DHYD
OG0007948	LOC120413625|XP_039430468.1|CPIP	LOC111596331|XP_023166264.2|DHYD
OG0007949	LOC120414097|XP_039431054.1|CPIP	LOC111593402|XP_023161891.2|DHYD
OG0007950	LOC120413637|XP_039430487.1|CPIP	LOC111596087|XP_023165915.2|DHYD
OG0007951	LOC120413632|XP_039430482.1|CPIP	LOC111599392|XP_023170797.1|DHYD
OG0007952	LOC120420132|XP_039439016.1|CPIP	LOC111601873|XP_023174483.1|DHYD
OG0007953	LOC120428850|XP_039449907.1|CPIP	LOC111592096|XP_023159890.1|DHYD
OG0007954	LOC120414747|XP_039431997.1|CPIP	LOC111596348|XP_023166307.2|DHYD
OG0007955	LOC120424894|XP_039445116.1|CPIP	LOC111598476|XP_023169503.2|DHYD
OG0007956	LOC120424904|XP_039445129.1|CPIP	LOC111594353|XP_023163381.1|DHYD
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC111603988|XP_023177601.1|DHYD
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC111593011|XP_023161314.2|DHYD
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC111595562|XP_023165127.2|DHYD
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC111592563|XP_023160629.1|DHYD
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC111602691|XP_023175692.1|DHYD
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC111605017|XP_023179119.1|DHYD
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC111603899|XP_023177484.2|DHYD
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC111592603|XP_023160698.1|DHYD
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC111596275|XP_023166182.1|DHYD
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC111596367|XP_023166332.1|DHYD
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC111600868|XP_023172966.1|DHYD
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC111595794|XP_023165448.2|DHYD
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC111592619|XP_023160723.1|DHYD
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC111599726|XP_023171238.1|DHYD
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC111601813|XP_023174401.2|DHYD
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC111593564|XP_023162193.1|DHYD
OG0007973	LOC120412796|XP_039429321.1|CPIP	LOC111599083|XP_030080273.1|DHYD
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC111593462|XP_023161990.1|DHYD
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC111600838|XP_023172911.2|DHYD
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC111603167|XP_023176414.1|DHYD
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC111594930|XP_023164191.2|DHYD
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC111601521|XP_023173899.1|DHYD
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC111592578|XP_023160657.1|DHYD
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC111599156|XP_023170495.1|DHYD
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC111605087|XP_023179197.1|DHYD
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC111592604|XP_023160699.2|DHYD
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC111600537|XP_023172443.2|DHYD
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC111594109|XP_023163034.2|DHYD
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC111594735|XP_023163937.2|DHYD
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC111596056|XP_023165872.1|DHYD
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC111600428|XP_023172284.1|DHYD
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC111599643|XP_030080063.1|DHYD
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC111592599|XP_023160691.1|DHYD
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC111597796|XP_023168440.2|DHYD
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC111603924|XP_023177517.1|DHYD
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC111594501|XP_023163581.1|DHYD
OG0007994	LOC120423109|XP_039442722.1|CPIP	LOC111603927|XP_023177522.2|DHYD
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC111600324|XP_030081029.1|DHYD
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC111600207|XP_023171992.1|DHYD
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC111592338|XP_023160234.1|DHYD
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC111595761|XP_030080253.1|DHYD
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC111601741|XP_023174237.1|DHYD
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC111601095|XP_023173304.2|DHYD
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC111595817|XP_023165491.1|DHYD
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC111595859|XP_023165543.1|DHYD
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC111602813|XP_023175881.2|DHYD
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC111603207|XP_023176465.2|DHYD
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC111593478|XP_023162008.1|DHYD
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC111593405|XP_023161893.1|DHYD
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC111591881|XP_023159583.1|DHYD
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC111598856|XP_023170059.2|DHYD
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC111600593|XP_023172554.1|DHYD
OG0008012	LOC120420639|XP_039439651.1|CPIP	LOC111597053|XP_023167339.2|DHYD
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC111592844|XP_023161048.2|DHYD
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC111599563|XP_023170999.2|DHYD
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC111593137|XP_023161506.2|DHYD
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC111593138|XP_023161507.1|DHYD
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC111593461|XP_023161989.1|DHYD
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC111601839|XP_030079394.1|DHYD
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC111593456|XP_023161981.2|DHYD
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC111602056|XP_023174737.2|DHYD
OG0008021	LOC120414840|XP_039432101.1|CPIP	LOC111601623|XP_023174060.2|DHYD
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC111603282|XP_023176563.2|DHYD
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC111601907|XP_023174523.2|DHYD
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC111601945|XP_023174569.2|DHYD
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC111601841|XP_023174442.2|DHYD
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC111601850|XP_023174453.1|DHYD
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC111598558|XP_023169665.2|DHYD
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC111595773|XP_023165426.1|DHYD
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC111593596|XP_023162221.2|DHYD
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC111604877|XP_023178882.2|DHYD
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC111602229|XP_023174978.1|DHYD
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC111594572|XP_023163698.1|DHYD
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC111592005|XP_023159753.2|DHYD
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC111594979|XP_023164247.2|DHYD
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC111605131|XP_023179267.2|DHYD
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC111604810|XP_023178798.2|DHYD
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC111604800|XP_030078780.1|DHYD
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC111601851|XP_023174454.2|DHYD
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC111600754|XP_023172801.2|DHYD
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC111594472|XP_023163541.2|DHYD
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC111601413|XP_023173743.2|DHYD
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC111593496|XP_030079407.1|DHYD
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC111601846|XP_023174449.2|DHYD
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC111600734|XP_023172778.2|DHYD
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC111601310|XP_023173599.1|DHYD
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC111600733|XP_023172777.1|DHYD
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC111601297|XP_023173579.2|DHYD
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC111596678|XP_023166750.2|DHYD
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC111598340|XP_023169314.1|DHYD
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC111601525|XP_023173912.2|DHYD
OG0008053	LOC120414511|XP_039431655.1|CPIP	LOC111600820|XP_023172888.2|DHYD
OG0008054	LOC120414530|XP_039431676.1|CPIP	LOC111597273|XP_023167655.1|DHYD
OG0008055	LOC120414472|XP_039431602.1|CPIP	LOC111601819|XP_023174407.1|DHYD
OG0008056	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP	LOC111600578|XP_023172571.1|DHYD
OG0008057	LOC120419257|XP_039437846.1|CPIP	LOC111604948|XP_023178987.2|DHYD
OG0008058	LOC120417064|XP_039434955.1|CPIP	LOC111601497|XP_023173853.2|DHYD
OG0008059	LOC120419106|XP_039437634.1|CPIP	LOC111598582|XP_023169656.2|DHYD
OG0008060	LOC120417147|XP_039435066.1|CPIP	LOC111601368|XP_023173674.1|DHYD
OG0008061	LOC120417126|XP_039435037.1|CPIP	LOC111591995|XP_023159724.2|DHYD
OG0008062	LOC120417128|XP_039435038.1|CPIP	LOC111604036|XP_023177661.1|DHYD
OG0008063	LOC120415920|XP_039433499.1|CPIP	LOC111601415|XP_023173746.2|DHYD
OG0008064	LOC120429834|XP_039450832.1|CPIP	LOC111592717|XP_023160873.1|DHYD
OG0008065	LOC120417535|XP_039435551.1|CPIP	LOC111596789|XP_023166910.1|DHYD
OG0008066	LOC120417510|XP_039435522.1|CPIP	LOC111597436|XP_023167909.1|DHYD
OG0008067	LOC120425863|XP_039446418.1|CPIP	LOC111605317|XP_023179548.1|DHYD
OG0008068	LOC120417332|XP_039435252.1|CPIP	LOC111592360|XP_023160286.2|DHYD
OG0008069	LOC120413797|XP_039430681.1|CPIP	LOC111603255|XP_023176530.2|DHYD
OG0008070	LOC120413765|XP_039430636.1|CPIP	LOC111600735|XP_023172779.1|DHYD
OG0008071	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP	LOC111593417|XP_023161927.2|DHYD
OG0008072	LOC120430873|XP_039451934.1|CPIP	LOC111595559|XP_023165163.2|DHYD
OG0008073	LOC120414835|XP_039432095.1|CPIP	LOC111600191|XP_023171968.1|DHYD
OG0008074	LOC120414844|XP_039432103.1|CPIP	LOC111600188|XP_023171964.2|DHYD
OG0008075	LOC120414824|XP_039432085.1|CPIP	LOC111601229|XP_030082011.1|DHYD
OG0008076	LOC120414833|XP_039432093.1|CPIP	LOC111605608|XP_030079682.1|DHYD
OG0008077	LOC120414837|XP_039432097.1|CPIP	LOC111600830|XP_023172901.1|DHYD
OG0008078	LOC120414849|XP_039432107.1|CPIP	LOC111598102|XP_023168922.2|DHYD
OG0008079	LOC120431495|XP_039452534.1|CPIP	LOC111604044|XP_023177668.1|DHYD
OG0008080	LOC120413938|XP_039430871.1|CPIP	LOC111596800|XP_023166928.1|DHYD
OG0008081	LOC120413950|XP_039430887.1|CPIP	LOC111593507|XP_023162060.1|DHYD
OG0008082	LOC120413934|XP_039430865.1|CPIP	LOC111595870|XP_023165969.1|DHYD
OG0008083	LOC120413939|XP_039430872.1|CPIP	LOC111604846|XP_023178846.1|DHYD
OG0008084	LOC120413028|XP_039429636.1|CPIP	LOC111598227|XP_023169155.1|DHYD
OG0008085	LOC120412993|XP_039429578.1|CPIP	LOC111601392|XP_023173704.1|DHYD
OG0008086	LOC120412962|XP_039429540.1|CPIP	LOC111604821|XP_023178811.1|DHYD
OG0008087	LOC120412978|XP_039429561.1|CPIP	LOC111598457|XP_023169481.2|DHYD
OG0008088	LOC120414399|XP_039431510.1|CPIP	LOC111605309|XP_023179536.2|DHYD
OG0008089	LOC120414391|XP_039431498.1|CPIP	LOC111595389|XP_023164859.1|DHYD
OG0008090	LOC120417906|XP_039436069.1|CPIP	LOC111601891|XP_023174502.2|DHYD
OG0008091	LOC120425713|XP_039446244.1|CPIP	LOC111604195|XP_023177919.2|DHYD
OG0008092	LOC120413991|XP_039430935.1|CPIP	LOC111602042|XP_023174718.2|DHYD
OG0008093	LOC120413996|XP_039430940.1|CPIP	LOC111602396|XP_023175179.2|DHYD
OG0008094	LOC120413995|XP_039430938.1|CPIP	LOC111603765|XP_023177266.2|DHYD
OG0008095	LOC120425930|XP_039446485.1|CPIP	LOC111596452|XP_023166445.2|DHYD
OG0008096	LOC120425932|XP_039446487.1|CPIP	LOC111592993|XP_023161264.2|DHYD
OG0008097	LOC120425928|XP_039446483.1|CPIP	LOC111603116|XP_023176355.1|DHYD
OG0008098	LOC120425660|XP_039446174.1|CPIP	LOC111599824|XP_023171381.2|DHYD
OG0008099	LOC120426304|XP_039446987.1|CPIP	LOC111605686|XP_023180125.2|DHYD
OG0008100	LOC120422357|XP_039441694.1|CPIP	LOC111593330|XP_023161808.2|DHYD
OG0008101	LOC120422378|XP_039441720.1|CPIP	LOC111593053|XP_023161394.2|DHYD
OG0008102	LOC120423442|XP_039443193.1|CPIP	LOC111602954|XP_023176095.1|DHYD
OG0008103	LOC120423440|XP_039443190.1|CPIP	LOC111600210|XP_023171998.2|DHYD
OG0008104	LOC120421502|XP_039440657.1|CPIP	LOC111595100|XP_023164434.1|DHYD
OG0008105	LOC120421503|XP_039440658.1|CPIP	LOC111605446|XP_023179731.2|DHYD
OG0008106	LOC120422284|XP_039441612.1|CPIP	LOC111592862|XP_023161076.1|DHYD
OG0008107	LOC120421813|XP_039441028.1|CPIP	LOC111592045|XP_023159809.1|DHYD
OG0008108	LOC120421538|XP_039440701.1|CPIP	LOC111597358|XP_023167780.2|DHYD
OG0008109	LOC120422062|XP_039441336.1|CPIP	LOC111604046|XP_023177672.1|DHYD
OG0008110	LOC120418244|XP_039436491.1|CPIP	LOC111593447|XP_023161970.2|DHYD
OG0008111	LOC120418249|XP_039436497.1|CPIP	LOC111593650|XP_023162303.1|DHYD
OG0008112	LOC120418266|XP_039436517.1|CPIP	LOC111604071|XP_023177717.2|DHYD
OG0008113	LOC120418257|XP_039436509.1|CPIP	LOC111593421|XP_023161933.1|DHYD
OG0008114	LOC120418256|XP_039436507.1|CPIP	LOC111593420|XP_023161932.1|DHYD
OG0008115	LOC120418282|XP_039436538.1|CPIP	LOC111594244|XP_030081748.1|DHYD
OG0008116	LOC120418232|XP_039436466.1|CPIP	LOC111595007|XP_030081746.1|DHYD
OG0008117	LOC120418230|XP_039436459.1|CPIP	LOC111598282|XP_023169230.2|DHYD
OG0008120	LOC120431176|XP_039452244.1|CPIP	LOC111597372|XP_023167797.1|DHYD
OG0008125	LOC120427458|XP_039448261.1|CPIP	LOC111596816|XP_023166952.2|DHYD
OG0008135	LOC120424058|XP_039444013.1|CPIP	LOC111603666|XP_023177118.2|DHYD
OG0008137	LOC120419399|XP_039438010.1|CPIP	LOC111605057|XP_023179161.2|DHYD
OG0008138	LOC120419577|XP_039438235.1|CPIP	LOC111600469|XP_023172344.2|DHYD
OG0008139	LOC120419582|XP_039438244.1|CPIP	LOC111596960|XP_023167188.1|DHYD
OG0008140	LOC120419557|XP_039438204.1|CPIP	LOC111596835|XP_023166977.2|DHYD
OG0008141	LOC120419552|XP_039438200.1|CPIP	LOC111600177|XP_023171940.2|DHYD
OG0008142	LOC120419564|XP_039438227.1|CPIP	LOC111592000|XP_023159733.1|DHYD
OG0008143	LOC120419554|XP_039438202.1|CPIP	LOC111598231|XP_023169159.1|DHYD
OG0008144	LOC120419568|XP_039438231.1|CPIP	LOC111605270|XP_023179481.1|DHYD
OG0008145	LOC120416634|XP_039434377.1|CPIP	LOC111605056|XP_023179196.2|DHYD
OG0008146	LOC120416661|XP_039434403.1|CPIP	LOC111602850|XP_023175931.1|DHYD
OG0008147	LOC120416633|XP_039434374.1|CPIP	LOC111602864|XP_023175949.2|DHYD
OG0008148	LOC120416617|XP_039434348.1|CPIP	LOC111605157|XP_023179308.2|DHYD
OG0008149	LOC120414990|XP_039432281.1|CPIP	LOC111602036|XP_023174708.1|DHYD
OG0008150	LOC120415006|XP_039432299.1|CPIP	LOC111598153|XP_023169006.1|DHYD
OG0008151	LOC120414981|XP_039432259.1|CPIP	LOC111593635|XP_023162276.1|DHYD
OG0008152	LOC120414986|XP_039432274.1|CPIP	LOC111604019|XP_030079982.1|DHYD
OG0008153	LOC120424960|XP_039445252.1|CPIP	LOC111593838|XP_023162643.2|DHYD
OG0008154	LOC120425255|XP_039445635.1|CPIP	LOC111599849|XP_023171415.2|DHYD
OG0008155	LOC120417989|XP_039436169.1|CPIP	LOC111592776|XP_023160948.1|DHYD
OG0008156	LOC120417582|XP_039435627.1|CPIP	LOC111594636|XP_023163799.2|DHYD
OG0008157	LOC120418461|XP_039436828.1|CPIP	LOC111601762|XP_023174270.1|DHYD
OG0008158	LOC120429860|XP_039450865.1|CPIP	LOC111596814|XP_023166950.2|DHYD
OG0008159	LOC120420433|XP_039439391.1|CPIP	LOC111597446|XP_023167933.2|DHYD
OG0008161	LOC120419608|XP_039438282.1|CPIP	LOC111592709|XP_023160863.1|DHYD
OG0008162	LOC120419606|XP_039438280.1|CPIP	LOC111598277|XP_023169222.2|DHYD
OG0008163	LOC120415324|XP_039432743.1|CPIP	LOC111594832|XP_030079052.1|DHYD
