Orthogroup	CPIP.longest_only	DSEC.longest_only
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC6606097|XP_002030906.1|DSEC
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC6615925|XP_002040293.2|DSEC
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC6613801|XP_032577948.1|DSEC
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC6613805|XP_002038274.1|DSEC
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC6606535|XP_002031336.1|DSEC
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC6611934|XP_002036451.1|DSEC
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC6607446|XP_002032215.1|DSEC
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC6607675|XP_032577655.1|DSEC
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC6620035|XP_002044247.2|DSEC
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC6607605|XP_032578271.1|DSEC
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC6606250|XP_032578170.1|DSEC
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC6616069|XP_002040435.1|DSEC
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC6616173|XP_032582022.1|DSEC
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC6613731|XP_032577154.1|DSEC
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC6607696|XP_002032460.1|DSEC
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC6615058|XP_002039475.1|DSEC
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC6605871|XP_032575361.1|DSEC
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC6607684|XP_002032448.1|DSEC
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC6607681|XP_002032445.1|DSEC
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC6605100|XP_032574453.1|DSEC
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC6609483|XP_002034168.1|DSEC
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC6614100|XP_002038554.1|DSEC
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC6612201|XP_002036718.1|DSEC
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC6612576|XP_002037081.1|DSEC
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC6607655|XP_002032420.2|DSEC
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC6607657|XP_032576814.1|DSEC
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC6608062|XP_002032810.1|DSEC
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC6617689|XP_002042001.1|DSEC
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC6612655|XP_002037159.1|DSEC
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC6607830|XP_032577706.1|DSEC
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC6607831|XP_032577704.1|DSEC
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC6607287|XP_002032066.2|DSEC
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC6606928|XP_032578091.1|DSEC
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC6606983|XP_032579464.1|DSEC
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC6610235|XP_032573695.1|DSEC
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC6612617|XP_002037121.1|DSEC
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC6620062|XP_002044274.2|DSEC
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC6614573|XP_002039001.1|DSEC
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC6614032|XP_002038486.2|DSEC
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC6618074|XP_002042372.1|DSEC
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC6620361|XP_032582206.1|DSEC
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC6607685|XP_002032449.1|DSEC
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC6606596|XP_002031397.1|DSEC
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC6606598|XP_002031399.1|DSEC
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC6612974|XP_032576258.1|DSEC
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC6611947|XP_002036464.2|DSEC
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC6612821|XP_002037322.1|DSEC
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC6612826|XP_032577590.1|DSEC
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC6612828|XP_032576849.1|DSEC
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC6612829|XP_002037330.1|DSEC
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC6612745|XP_002037248.1|DSEC
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC6616693|XP_032577888.1|DSEC
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC6616691|XP_032577003.1|DSEC
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC6615107|XP_002039523.1|DSEC
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC6606956|XP_002031749.2|DSEC
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC6606594|XP_032576227.1|DSEC
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC6619233|XP_002043452.1|DSEC
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC6606585|XP_032578793.1|DSEC
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC6607788|XP_002032547.1|DSEC
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC6607784|XP_002032543.1|DSEC
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC6607786|XP_032578491.1|DSEC
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC6607783|XP_002032542.2|DSEC
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC6612797|XP_032577454.1|DSEC
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC6606419|XP_002031223.1|DSEC
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC6612793|XP_002037294.1|DSEC
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC6606271|XP_002031076.1|DSEC
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC6611418|XP_002035962.1|DSEC
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC6614987|XP_032581416.1|DSEC
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC6614091|XP_002038545.2|DSEC
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC6614089|XP_002038543.1|DSEC
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC6614088|XP_002038542.1|DSEC
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC6614086|XP_002038540.1|DSEC
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC6614084|XP_002038538.1|DSEC
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC6614080|XP_002038534.1|DSEC
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC6614073|XP_002038527.2|DSEC
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC6606266|XP_002031071.1|DSEC
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC6607671|XP_002032436.1|DSEC
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC6614042|XP_002038496.1|DSEC
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC6617180|XP_032577351.1|DSEC
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC6618763|XP_032578304.1|DSEC
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC6607346|XP_032576471.1|DSEC
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC6612670|XP_002037174.1|DSEC
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC6612671|XP_002037175.1|DSEC
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC6617106|XP_032579180.1|DSEC
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC6620067|XP_032578064.1|DSEC
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC6615876|XP_002040246.1|DSEC
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC6607527|XP_032579387.1|DSEC
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC6607778|XP_032579414.1|DSEC
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC6616886|XP_002041222.1|DSEC
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC6619504|XP_032578322.1|DSEC
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC116802150|XP_032581365.1|DSEC
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC6614893|XP_002039310.1|DSEC
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC6617138|XP_002041465.1|DSEC
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC6614375|XP_032576691.1|DSEC
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC6613787|XP_002038256.1|DSEC
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC6606490|XP_002031291.2|DSEC
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC6606827|XP_002031624.1|DSEC
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC6607550|XP_032577243.1|DSEC
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC6607033|XP_032577034.1|DSEC
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC6612747|XP_002037250.1|DSEC
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC6612748|XP_002037251.1|DSEC
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC6617149|XP_002041476.1|DSEC
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC6621947|XP_032577194.1|DSEC
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC6606682|XP_002031482.2|DSEC
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC6616868|XP_032579512.1|DSEC
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC6606370|XP_032579306.1|DSEC
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC6606957|XP_032579045.1|DSEC
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC6612694|XP_002037197.1|DSEC
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC6607817|XP_002032575.1|DSEC
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC6607288|XP_002032067.1|DSEC
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC6607816|XP_032576364.1|DSEC
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC6611714|XP_002036247.1|DSEC
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC6616777|XP_002041114.1|DSEC
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC6613916|XP_032579081.1|DSEC
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC6616701|XP_032576672.1|DSEC
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC6616762|XP_032578350.1|DSEC
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC6621135|XP_002045311.1|DSEC
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC6611623|XP_002036159.2|DSEC
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC6612789|XP_002037290.1|DSEC
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC6612788|XP_032577455.1|DSEC
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC6616824|XP_002041161.1|DSEC
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC6614160|XP_002038613.1|DSEC
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC6616402|XP_002040762.2|DSEC
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC6607007|XP_002031796.1|DSEC
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC6607008|XP_002031797.1|DSEC
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC6605048|XP_002029890.1|DSEC
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC6609374|XP_002034063.1|DSEC
OG0006596	LOC120428682|XP_039449671.1|CPIP	LOC6609878|XP_002034528.1|DSEC
OG0006597	LOC120428696|XP_039449700.1|CPIP	LOC6610496|XP_002035076.1|DSEC
OG0006598	LOC120428691|XP_039449693.1|CPIP	LOC6611939|XP_002036456.1|DSEC
OG0006599	LOC120427604|XP_039448415.1|CPIP	LOC6605216|XP_002030054.1|DSEC
OG0006600	LOC120427602|XP_039448408.1|CPIP	LOC6611164|XP_032573513.1|DSEC
OG0006601	LOC120427611|XP_039448426.1|CPIP	LOC6605403|XP_002030236.1|DSEC
OG0006602	LOC120427612|XP_039448427.1|CPIP	LOC6605402|XP_002030235.1|DSEC
OG0006603	LOC120427620|XP_039448434.1|CPIP	LOC6605401|XP_002030234.1|DSEC
OG0006604	LOC120427616|XP_039448430.1|CPIP	LOC6605861|XP_002030675.1|DSEC
OG0006605	LOC120427622|XP_039448437.1|CPIP	LOC6612313|XP_002036823.1|DSEC
OG0006606	LOC120427605|XP_039448416.1|CPIP	LOC6611034|XP_002035591.2|DSEC
OG0006607	LOC120427606|XP_039448417.1|CPIP	LOC6605183|XP_002030022.2|DSEC
OG0006608	LOC120428398|XP_039449345.1|CPIP	LOC6613929|XP_032579331.1|DSEC
OG0006609	LOC120423012|XP_039442578.1|CPIP	LOC6607269|XP_002032048.1|DSEC
OG0006610	LOC120423007|XP_039442564.1|CPIP	LOC6605875|XP_032575353.1|DSEC
OG0006611	LOC120423016|XP_039442588.1|CPIP	LOC6610420|XP_032574013.1|DSEC
OG0006612	LOC120423024|XP_039442601.1|CPIP	LOC6610421|XP_002035003.1|DSEC
OG0006613	LOC120423022|XP_039442596.1|CPIP	LOC6610422|XP_002035004.1|DSEC
OG0006614	LOC120423010|XP_039442575.1|CPIP	LOC6610423|XP_002035005.1|DSEC
OG0006615	LOC120423001|XP_039442557.1|CPIP	LOC6610427|XP_002035008.1|DSEC
OG0006616	LOC120423004|XP_039442560.1|CPIP	LOC6604947|XP_002029790.1|DSEC
OG0006617	LOC120422999|XP_039442551.1|CPIP	LOC6606112|XP_032573957.1|DSEC
OG0006618	LOC120417825|XP_039435973.1|CPIP	LOC6605108|XP_002029949.1|DSEC
OG0006619	LOC120430251|XP_039451270.1|CPIP	LOC6610463|XP_002035044.1|DSEC
OG0006620	LOC120430252|XP_039451271.1|CPIP	LOC6610466|XP_002035047.1|DSEC
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC6611117|XP_032573465.1|DSEC
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC6610229|XP_032573767.1|DSEC
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC6610220|XP_002034826.1|DSEC
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC6607876|XP_002032630.1|DSEC
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC6607877|XP_002032631.2|DSEC
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC6619128|XP_002043368.1|DSEC
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC6608114|XP_032570467.1|DSEC
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC6608117|XP_032570462.1|DSEC
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC6615285|XP_002039689.1|DSEC
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC6608662|XP_032571101.1|DSEC
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC6604791|XP_002029642.1|DSEC
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC6608869|XP_032571318.1|DSEC
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC6610365|XP_002034951.1|DSEC
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC6617304|XP_032583500.1|DSEC
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC6617396|XP_002041721.1|DSEC
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC116802042|XP_032580952.1|DSEC
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC6611026|XP_002035583.2|DSEC
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC6608333|XP_002033070.1|DSEC
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC6608331|XP_032572670.1|DSEC
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC6608088|XP_002032836.1|DSEC
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC6608433|XP_032571956.1|DSEC
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC6615622|XP_032570819.1|DSEC
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC6612996|XP_002037487.1|DSEC
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC6605249|XP_002030087.1|DSEC
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC6614699|XP_032583347.1|DSEC
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC6608730|XP_002033453.1|DSEC
OG0006647	LOC120429770|XP_039450761.1|CPIP	LOC6609856|XP_032570443.1|DSEC
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC6610413|XP_032575155.1|DSEC
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC6609921|XP_032571037.1|DSEC
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC6607891|XP_032571652.1|DSEC
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC6616388|XP_032575922.1|DSEC
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC6605213|XP_002030051.1|DSEC
OG0006653	LOC120416544|XP_039434201.1|CPIP	LOC6610492|XP_032575566.1|DSEC
OG0006654	LOC120416550|XP_039434214.1|CPIP	LOC6610203|XP_032573502.1|DSEC
OG0006655	LOC120421330|XP_039440432.1|CPIP	LOC6610589|XP_032573617.1|DSEC
OG0006656	LOC120429275|XP_039450431.1|CPIP	LOC6610805|XP_032574470.1|DSEC
OG0006657	LOC120422637|XP_039442069.1|CPIP	LOC6610117|XP_002034726.1|DSEC
OG0006658	LOC120418865|XP_039437333.1|CPIP	LOC6610708|XP_002035274.1|DSEC
OG0006659	LOC120418868|XP_039437337.1|CPIP	LOC6610705|XP_002035271.1|DSEC
OG0006660	LOC120418901|XP_039437365.1|CPIP	LOC6610975|XP_002035532.1|DSEC
OG0006661	LOC120427559|XP_039448367.1|CPIP	LOC6610994|XP_002035551.1|DSEC
OG0006662	LOC120425589|XP_039446102.1|CPIP	LOC6617346|XP_002041671.1|DSEC
OG0006663	LOC120412867|XP_039429428.1|CPIP	LOC6611046|XP_002035603.2|DSEC
OG0006664	LOC120423653|XP_039443469.1|CPIP	LOC6607436|XP_002032205.1|DSEC
OG0006665	LOC120426040|XP_039446654.1|CPIP	LOC6610181|XP_002034789.1|DSEC
OG0006666	LOC120425583|XP_039446090.1|CPIP	LOC116800487|XP_032571648.1|DSEC
OG0006667	LOC120424186|XP_039444177.1|CPIP	LOC6616360|XP_002040720.1|DSEC
OG0006668	LOC120425489|XP_039445972.1|CPIP	LOC6608099|XP_002032847.2|DSEC
OG0006669	LOC120426258|XP_039446932.1|CPIP	LOC6611099|XP_002035656.1|DSEC
OG0006670	LOC120426394|XP_039447087.1|CPIP	LOC6611103|XP_032574910.1|DSEC
OG0006671	LOC120425899|XP_039446453.1|CPIP	LOC6611104|XP_032573444.1|DSEC
OG0006672	LOC120425745|XP_039446308.1|CPIP	LOC6604897|XP_032574865.1|DSEC
OG0006673	LOC120426351|XP_039447049.1|CPIP	LOC6610855|XP_002035421.1|DSEC
OG0006674	LOC120427485|XP_039448282.1|CPIP	LOC6610253|XP_002034848.1|DSEC
OG0006675	LOC120427045|XP_039447814.1|CPIP	LOC6610721|XP_002035287.1|DSEC
OG0006676	LOC120428977|XP_039450044.1|CPIP	LOC6610887|XP_032575390.1|DSEC
OG0006677	LOC120424373|XP_039444401.1|CPIP	LOC6604867|XP_032574936.1|DSEC
OG0006678	LOC120424384|XP_039444418.1|CPIP	LOC6616349|XP_002040709.1|DSEC
OG0006679	LOC120424375|XP_039444406.1|CPIP	LOC116800957|XP_032573738.1|DSEC
OG0006680	LOC120432611|XP_039453792.1|CPIP	LOC6612772|XP_032577173.1|DSEC
OG0006681	LOC120432596|XP_039453769.1|CPIP	LOC116800919|XP_032573442.1|DSEC
OG0006682	LOC120432600|XP_039453775.1|CPIP	LOC6610919|XP_002035476.2|DSEC
OG0006683	LOC120432602|XP_039453783.1|CPIP	LOC6610920|XP_032575137.1|DSEC
OG0006684	LOC120432599|XP_039453772.1|CPIP	LOC6604866|XP_002029711.1|DSEC
OG0006685	LOC120432604|XP_039453784.1|CPIP	LOC6608412|XP_002033146.2|DSEC
OG0006686	LOC120432616|XP_039453797.1|CPIP	LOC6611071|XP_032575267.1|DSEC
OG0006687	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP	LOC6614897|XP_032581549.1|DSEC
OG0006688	LOC120426872|XP_039447612.1|CPIP	LOC6610970|XP_032575004.1|DSEC
OG0006689	LOC120422837|XP_039442312.1|CPIP	LOC6610378|XP_002034960.2|DSEC
OG0006690	LOC120425356|XP_039445797.1|CPIP	LOC6616819|XP_032578708.1|DSEC
OG0006691	LOC120428819|XP_039449859.1|CPIP	LOC116800914|XP_032573418.1|DSEC
OG0006692	LOC120428815|XP_039449851.1|CPIP	LOC6610367|XP_002034953.2|DSEC
OG0006693	LOC120425979|XP_039446567.1|CPIP	LOC6610543|XP_032576052.1|DSEC
OG0006694	LOC120422319|XP_039441640.1|CPIP	LOC6616117|XP_032581975.1|DSEC
OG0006695	LOC120420567|XP_039439578.1|CPIP	LOC6604878|XP_002029723.1|DSEC
OG0006696	LOC120420562|XP_039439565.1|CPIP	LOC6613593|XP_032583250.1|DSEC
OG0006697	LOC120420570|XP_039439582.1|CPIP	LOC6605033|XP_032576020.1|DSEC
OG0006698	LOC120430176|XP_039451194.1|CPIP	LOC6605978|XP_002030790.1|DSEC
OG0006699	LOC120415757|XP_039433299.1|CPIP	LOC6610552|XP_032575881.1|DSEC
OG0006700	LOC120415746|XP_039433286.1|CPIP	LOC6605003|XP_002029846.1|DSEC
OG0006701	LOC120415750|XP_039433292.1|CPIP	LOC6608543|XP_002033277.2|DSEC
OG0006702	LOC120424875|XP_039445067.1|CPIP	LOC6610161|XP_002034769.1|DSEC
OG0006703	LOC120424885|XP_039445105.1|CPIP	LOC6606016|XP_002030827.1|DSEC
OG0006704	LOC120424876|XP_039445069.1|CPIP	LOC6606017|XP_002030828.1|DSEC
OG0006705	LOC120418872|XP_039437341.1|CPIP	LOC6608278|XP_002033022.1|DSEC
OG0006706	LOC120418870|XP_039437339.1|CPIP	LOC6618883|XP_002043131.1|DSEC
OG0006707	LOC120418874|XP_039437342.1|CPIP	LOC6615760|XP_002040131.2|DSEC
OG0006708	LOC120418875|XP_039437343.1|CPIP	LOC6615020|XP_002039437.1|DSEC
OG0006709	LOC120426790|XP_039447501.1|CPIP	LOC6618573|XP_002042832.1|DSEC
OG0006711	LOC120430314|XP_039451346.1|CPIP	LOC6611033|XP_032573787.1|DSEC
OG0006712	LOC120430453|XP_039451495.1|CPIP	LOC6610494|XP_032575913.1|DSEC
OG0006713	LOC120430400|XP_039451440.1|CPIP	LOC6605187|XP_002030026.1|DSEC
OG0006714	LOC120430392|XP_039451433.1|CPIP	LOC6605188|XP_002030027.1|DSEC
OG0006715	LOC120422828|XP_039442299.1|CPIP	LOC6611036|XP_002035593.2|DSEC
OG0006716	LOC120422840|XP_039442315.1|CPIP	LOC6613191|XP_032583428.1|DSEC
OG0006717	LOC120422858|XP_039442341.1|CPIP	LOC6605451|XP_002030284.1|DSEC
OG0006718	LOC120426248|XP_039446923.1|CPIP	LOC6605452|XP_002030285.1|DSEC
OG0006719	LOC120430320|XP_039451354.1|CPIP	LOC6606036|XP_002030847.2|DSEC
OG0006720	LOC120430749|XP_039451789.1|CPIP	LOC6618295|XP_002042568.2|DSEC
OG0006721	LOC120421340|XP_039440456.1|CPIP	LOC6605443|XP_032575271.1|DSEC
OG0006722	LOC120428346|XP_039449281.1|CPIP	LOC6605939|XP_002030752.1|DSEC
OG0006723	LOC120428335|XP_039449268.1|CPIP	LOC6611479|XP_032578165.1|DSEC
OG0006724	LOC120420661|XP_039439689.1|CPIP	LOC6619622|XP_002043837.1|DSEC
OG0006725	LOC120420688|XP_039439718.1|CPIP	LOC6607805|XP_002032563.1|DSEC
OG0006726	LOC120420687|XP_039439717.1|CPIP	LOC6606406|XP_032579472.1|DSEC
OG0006727	LOC120420649|XP_039439665.1|CPIP	LOC6607803|XP_002032561.1|DSEC
OG0006728	LOC120427039|XP_039447802.1|CPIP	LOC6607157|XP_002031943.1|DSEC
OG0006729	LOC120421534|XP_039440687.1|CPIP	LOC6608553|XP_032570921.1|DSEC
OG0006730	LOC120421549|XP_039440710.1|CPIP	LOC6608552|XP_032570918.1|DSEC
OG0006731	LOC120421530|XP_039440684.1|CPIP	LOC6611471|XP_002036012.2|DSEC
OG0006732	LOC120420103|XP_039438984.1|CPIP	LOC6604826|XP_032575244.1|DSEC
OG0006733	LOC120413258|XP_039429921.1|CPIP	LOC6616448|XP_002040809.1|DSEC
OG0006734	LOC120413245|XP_039429908.1|CPIP	LOC6611081|XP_002035638.1|DSEC
OG0006735	LOC120413242|XP_039429904.1|CPIP	LOC6604832|XP_002029677.1|DSEC
OG0006736	LOC120413249|XP_039429912.1|CPIP	LOC6610853|XP_002035419.1|DSEC
OG0006737	LOC120413181|XP_039429828.1|CPIP	LOC6606108|XP_032575003.1|DSEC
OG0006738	LOC120413247|XP_039429910.1|CPIP	LOC6609061|XP_002033764.1|DSEC
OG0006739	LOC120413183|XP_039429831.1|CPIP	LOC6610905|XP_002035467.1|DSEC
OG0006740	LOC120413195|XP_039429844.1|CPIP	LOC6604816|XP_002029660.1|DSEC
OG0006741	LOC120413157|XP_039429800.1|CPIP	LOC6604815|XP_002029659.1|DSEC
OG0006742	LOC120428745|XP_039449757.1|CPIP	LOC6606206|XP_002031014.1|DSEC
OG0006743	LOC120413155|XP_039429794.1|CPIP	LOC6621105|XP_032575133.1|DSEC
OG0006744	LOC120413215|XP_039429867.1|CPIP	LOC6605112|XP_002029953.1|DSEC
OG0006745	LOC120418491|XP_039436863.1|CPIP	LOC6616900|XP_032577923.1|DSEC
OG0006746	LOC120413163|XP_039429805.1|CPIP	LOC6604894|XP_032573698.1|DSEC
OG0006747	LOC120413160|XP_039429803.1|CPIP	LOC116801092|XP_032574574.1|DSEC
OG0006748	LOC120412894|XP_039429458.1|CPIP	LOC6615906|XP_032580931.1|DSEC
OG0006749	LOC120420093|XP_039438960.1|CPIP	LOC6610392|XP_032575527.1|DSEC
OG0006750	LOC120420112|XP_039438994.1|CPIP	LOC6620312|XP_002044520.2|DSEC
OG0006752	LOC120416506|XP_039434157.1|CPIP	LOC6610692|XP_032575050.1|DSEC
OG0006753	LOC120416485|XP_039434138.1|CPIP	LOC6610694|XP_002035260.1|DSEC
OG0006754	LOC120428831|XP_039449879.1|CPIP	LOC6610141|XP_002034750.2|DSEC
OG0006755	LOC120430777|XP_039451825.1|CPIP	LOC6610201|XP_002034808.1|DSEC
OG0006756	LOC120416500|XP_039434150.1|CPIP	LOC6610966|XP_002035523.1|DSEC
OG0006757	LOC120413497|XP_039430288.1|CPIP	LOC6610965|XP_002035522.1|DSEC
OG0006758	LOC120413436|XP_039430183.1|CPIP	LOC6610503|XP_002035083.1|DSEC
OG0006759	LOC120413434|XP_039430179.1|CPIP	LOC6610502|XP_002035082.1|DSEC
