Orthogroup	CPIP.longest_only	DMEL.longest_only
OG0007483	LOC120427765|XP_039448611.1|CPIP	dmpd|NP_610555.1|DMEL
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	rngo|NP_573129.1|DMEL
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	Coa7|NP_001036323.1|DMEL
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	Arp10|NP_608338.1|DMEL
OG0007487	LOC120424448|XP_039444515.1|CPIP	mav|NP_524626.1|DMEL
OG0007488	LOC120424438|XP_039444502.1|CPIP	CG13247|NP_649215.2|DMEL
OG0007489	LOC120425130|XP_039445492.1|CPIP	ScsbetaA|NP_001163558.1|DMEL
OG0007490	LOC120424259|XP_039444259.1|CPIP	RpIIIC160|NP_001096987.2|DMEL
OG0007491	LOC120424326|XP_039444356.1|CPIP	CG3198|NP_572337.1|DMEL
OG0007492	LOC120424399|XP_039444436.1|CPIP	cos|NP_477092.1|DMEL
OG0007493	LOC120421453|XP_039440599.1|CPIP	CG9170|NP_573095.1|DMEL
OG0007495	LOC120421447|XP_039440587.1|CPIP	shop|NP_573331.1|DMEL
OG0007496	LOC120416731|XP_039434491.1|CPIP	RhoGDI|NP_649162.1|DMEL
OG0007497	LOC120416718|XP_039434477.1|CPIP	CG34001|NP_001033999.2|DMEL
OG0007498	LOC120427336|XP_039448121.1|CPIP	Frl|NP_729954.2|DMEL
OG0007499	LOC120427338|XP_039448122.1|CPIP	Cdk12|NP_649325.2|DMEL
OG0007500	LOC120427345|XP_039448135.1|CPIP	SAK|NP_649324.1|DMEL
OG0007501	LOC120426853|XP_039447587.1|CPIP	Chro|NP_649426.3|DMEL
OG0007502	LOC120422965|XP_039442487.1|CPIP	CG44194|NP_001262518.1|DMEL
OG0007503	LOC120422956|XP_039442474.1|CPIP	CG3225|NP_608860.1|DMEL
OG0007504	LOC120422958|XP_039442481.1|CPIP	CG4858|NP_649243.1|DMEL
OG0007505	LOC120422936|XP_039442449.1|CPIP	Zip71B|NP_001097608.1|DMEL
OG0007506	LOC120422961|XP_039442484.1|CPIP	CG5114|NP_001246760.1|DMEL
OG0007507	LOC120415213|XP_039432605.1|CPIP	Rab6|NP_477172.1|DMEL
OG0007508	LOC120430228|XP_039451242.1|CPIP	TBCD|NP_608648.1|DMEL
OG0007509	LOC120424462|XP_039444528.1|CPIP	CG6565|NP_609644.1|DMEL
OG0007510	LOC120415415|XP_039432878.1|CPIP	AIMP1|NP_610426.2|DMEL
OG0007511	LOC120428240|XP_039449153.1|CPIP	mRF1|NP_609617.1|DMEL
OG0007512	LOC120428226|XP_039449138.1|CPIP	mira|NP_477291.1|DMEL
OG0007513	LOC120415154|XP_039432523.1|CPIP	CG11885|NP_608522.1|DMEL
OG0007514	LOC120415099|XP_039432451.1|CPIP	Dhc62B|NP_995958.2|DMEL
OG0007515	LOC120412355|XP_039428703.1|CPIP	Nuf2|NP_609096.2|DMEL
OG0007516	LOC120415101|XP_039432453.1|CPIP	Cap-D3|NP_608935.2|DMEL
OG0007517	LOC120415106|XP_039432458.1|CPIP	CG33969|NP_001034034.1|DMEL
OG0007518	LOC120415143|XP_039432511.1|CPIP	CG3356|NP_611896.1|DMEL
OG0007519	LOC120425533|XP_039446022.1|CPIP	Magi|NP_611551.1|DMEL
OG0007520	LOC120412760|XP_039429286.1|CPIP	CG5877|NP_573014.2|DMEL
OG0007521	LOC120415391|XP_039432849.1|CPIP	Miga|NP_572476.2|DMEL
OG0007522	LOC120419150|XP_039437722.1|CPIP	Ssu72|NP_608342.1|DMEL
OG0007523	LOC120412718|XP_039429236.1|CPIP	Sobp|NP_610703.3|DMEL
OG0007524	LOC120430842|XP_039451903.1|CPIP	Fnta|NP_608862.1|DMEL
OG0007525	LOC120419304|XP_039437905.1|CPIP	RpII33|NP_477419.1|DMEL
OG0007526	LOC120430001|XP_039451033.1|CPIP	Trissin|NP_650471.2|DMEL
OG0007527	LOC120430727|XP_039451773.1|CPIP	CG6418|NP_648413.1|DMEL
OG0007528	LOC120415091|XP_039432444.1|CPIP	EcR|NP_724460.1|DMEL
OG0007529	LOC120429848|XP_039450857.1|CPIP	CG12869|NP_001369085.1|DMEL
OG0007530	LOC120429686|XP_039450655.1|CPIP	PQBP1|NP_651331.1|DMEL
OG0007531	LOC120429117|XP_039450235.1|CPIP	CG17994|NP_610212.1|DMEL
OG0007532	LOC120428784|XP_039449809.1|CPIP	PIG-Z|NP_001286840.1|DMEL
OG0007534	LOC120429667|XP_039450633.1|CPIP	D|NP_524066.1|DMEL
OG0007535	LOC120426730|XP_039447437.1|CPIP	sens|NP_524818.1|DMEL
OG0007536	LOC120415371|XP_039432827.1|CPIP	CG6126|NP_650528.1|DMEL
OG0007537	LOC120415418|XP_039432881.1|CPIP	dysc|NP_001261810.1|DMEL
OG0007538	LOC120415429|XP_039432905.1|CPIP	Rgl|NP_001261814.1|DMEL
OG0007539	LOC120415414|XP_039432877.1|CPIP	btv|NP_001036369.3|DMEL
OG0007540	LOC120415411|XP_039432873.1|CPIP	PNPase|NP_651867.2|DMEL
OG0007541	LOC120415394|XP_039432854.1|CPIP	fand|NP_610891.1|DMEL
OG0007542	LOC120415352|XP_039432774.1|CPIP	CG6758|NP_611647.1|DMEL
OG0007543	LOC120420332|XP_039439261.1|CPIP	anne|NP_001096849.1|DMEL
OG0007544	LOC120429986|XP_039451011.1|CPIP	Pop2|NP_001287041.1|DMEL
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	CG10466|NP_610003.1|DMEL
OG0007546	LOC120428810|XP_039449845.1|CPIP	PIG-P|NP_651459.2|DMEL
OG0007547	LOC120432666|XP_039453849.1|CPIP	EMRE|NP_611294.1|DMEL
OG0007548	LOC120412351|XP_039428698.1|CPIP	pns|NP_647620.1|DMEL
OG0007549	LOC120425248|XP_039445628.1|CPIP	CRIF|NP_649333.1|DMEL
OG0007550	LOC120425245|XP_039445614.1|CPIP	Liprin-beta|NP_648661.1|DMEL
OG0007551	LOC120425963|XP_039446544.1|CPIP	CG12769|NP_001286181.1|DMEL
OG0007552	LOC120425959|XP_039446540.1|CPIP	CG4291|NP_608551.1|DMEL
OG0007553	LOC120425961|XP_039446542.1|CPIP	CG17260|NP_608744.1|DMEL
OG0007554	LOC120421975|XP_039441219.1|CPIP	SH3PX1|NP_648348.1|DMEL
OG0007555	LOC120416836|XP_039434658.1|CPIP	CG9646|NP_611183.1|DMEL
OG0007556	LOC120416857|XP_039434688.1|CPIP	nord|NP_611900.1|DMEL
OG0007557	LOC120416814|XP_039434624.1|CPIP	CG3376|NP_001246491.1|DMEL
OG0007558	LOC120416854|XP_039434678.1|CPIP	kn|NP_001097317.1|DMEL
OG0007559	LOC120416839|XP_039434662.1|CPIP	PrBP|NP_609246.1|DMEL
OG0007560	LOC120416808|XP_039434615.1|CPIP	atk|NP_649228.1|DMEL
OG0007561	LOC120416848|XP_039434671.1|CPIP	CG14082|NP_001262035.1|DMEL
OG0007562	LOC120428655|XP_039449636.1|CPIP	byn|NP_524031.2|DMEL
OG0007563	LOC120416989|XP_039434849.1|CPIP	CG7430|NP_649017.1|DMEL
OG0007564	LOC120417015|XP_039434885.1|CPIP	CG11279|NP_648628.1|DMEL
OG0007565	LOC120421866|XP_039441098.1|CPIP	Cad96Ca|NP_651349.1|DMEL
OG0007566	LOC120421855|XP_039441079.1|CPIP	Cpsf160|NP_995833.1|DMEL
OG0007567	LOC120426912|XP_039447652.1|CPIP	Pdhb|NP_651668.1|DMEL
OG0007568	LOC120426913|XP_039447653.1|CPIP	Orc3|NP_476904.1|DMEL
OG0007569	LOC120415858|XP_039433429.1|CPIP	Rep|NP_477420.1|DMEL
OG0007570	LOC120415874|XP_039433444.1|CPIP	ValRS|NP_001260946.1|DMEL
OG0007571	LOC120415859|XP_039433430.1|CPIP	FLASH|NP_610845.1|DMEL
OG0007572	LOC120420288|XP_039439221.1|CPIP	CG6907|NP_608932.1|DMEL
OG0007573	LOC120426514|XP_039447218.1|CPIP	CysRS|NP_611087.1|DMEL
OG0007574	LOC120426519|XP_039447221.1|CPIP	Adck1|NP_611947.2|DMEL
OG0007575	LOC120426498|XP_039447202.1|CPIP	bdg|NP_611064.2|DMEL
OG0007576	LOC120415163|XP_039432532.1|CPIP	Imp|NP_001245616.1|DMEL
OG0007577	LOC120415183|XP_039432574.1|CPIP	Taf8|NP_523397.1|DMEL
OG0007578	LOC120415166|XP_039432538.1|CPIP	chif|NP_523583.2|DMEL
OG0007579	LOC120424720|XP_039444837.1|CPIP	Gle1|NP_610400.1|DMEL
OG0007580	LOC120424717|XP_039444834.1|CPIP	CG13449|NP_648787.2|DMEL
OG0007581	LOC120424721|XP_039444838.1|CPIP	CG17904|NP_609805.1|DMEL
OG0007582	LOC120424718|XP_039444835.1|CPIP	CG11857|NP_001303417.1|DMEL
OG0007583	LOC120424722|XP_039444839.1|CPIP	Ppcdc|NP_726105.1|DMEL
OG0007584	LOC120418576|XP_039436955.1|CPIP	HERC2|NP_608388.2|DMEL
OG0007585	LOC120418580|XP_039436962.1|CPIP	Grip163|NP_648537.2|DMEL
OG0007586	LOC120431047|XP_039452136.1|CPIP	CG16890|NP_609671.1|DMEL
OG0007587	LOC120425092|XP_039445419.1|CPIP	CG30389|NP_001261116.1|DMEL
OG0007588	LOC120421829|XP_039441039.1|CPIP	CG12547|NP_001036460.1|DMEL
OG0007589	LOC120416366|XP_039434035.1|CPIP	CG1575|NP_572440.1|DMEL
OG0007590	LOC120421565|XP_039440726.1|CPIP	Trl|NP_001261846.1|DMEL
OG0007591	LOC120421578|XP_039440742.1|CPIP	CG30338|NP_724811.1|DMEL
OG0007592	LOC120428804|XP_039449838.1|CPIP	CG17807|NP_611690.2|DMEL
OG0007593	LOC120420319|XP_039439244.1|CPIP	MAPk-Ak2|NP_524769.1|DMEL
OG0007594	LOC120427504|XP_039448292.1|CPIP	CG12929|NP_610502.1|DMEL
OG0007595	LOC120432585|XP_039453753.1|CPIP	CG16926|NP_652364.3|DMEL
OG0007596	LOC120432560|XP_039453722.1|CPIP	Pex2|NP_648210.1|DMEL
OG0007597	LOC120425837|XP_039446392.1|CPIP	CG32202|NP_730354.2|DMEL
OG0007598	LOC120421558|XP_039440718.1|CPIP	bug|NP_611065.1|DMEL
OG0007599	LOC120423744|XP_039443591.1|CPIP	CG10171|NP_729888.1|DMEL
OG0007600	LOC120423746|XP_039443594.1|CPIP	Bet1|NP_649096.1|DMEL
OG0007601	LOC120422235|XP_039441553.1|CPIP	CG12355|NP_001097610.1|DMEL
OG0007602	LOC120422214|XP_039441533.1|CPIP	Rpb8|NP_649352.1|DMEL
OG0007603	LOC120422205|XP_039441520.1|CPIP	CG11247|NP_001097659.1|DMEL
OG0007604	LOC120416710|XP_039434460.1|CPIP	CG13875|NP_612005.1|DMEL
OG0007605	LOC120427875|XP_039448739.1|CPIP	Ten-m|NP_001262211.1|DMEL
OG0007606	LOC120427872|XP_039448735.1|CPIP	Pi3K68D|NP_524028.2|DMEL
OG0007607	LOC120428928|XP_039450003.1|CPIP	CG5455|NP_651481.1|DMEL
OG0007608	LOC120423799|XP_039443653.1|CPIP	CG4042|NP_649250.2|DMEL
OG0007609	LOC120423793|XP_039443646.1|CPIP	nmdyn-D6|NP_572965.1|DMEL
OG0007610	LOC120423911|XP_039443826.1|CPIP	dila|NP_001137629.2|DMEL
OG0007611	LOC120423878|XP_039443762.1|CPIP	PMCA|NP_001033803.3|DMEL
OG0007612	LOC120423880|XP_039443773.1|CPIP	trpl|NP_476895.1|DMEL
OG0007613	LOC120423891|XP_039443801.1|CPIP	Xbp1|NP_726032.4|DMEL
OG0007614	LOC120423685|XP_039443512.1|CPIP	Usp5|NP_001334708.1|DMEL
OG0007615	LOC120423692|XP_039443521.1|CPIP	aay|NP_524001.2|DMEL
OG0007616	LOC120423688|XP_039443514.1|CPIP	Atg14|NP_651669.1|DMEL
OG0007617	LOC120423686|XP_039443513.1|CPIP	sff|NP_648814.3|DMEL
OG0007618	LOC120423684|XP_039443511.1|CPIP	nan|NP_001261833.1|DMEL
OG0007619	LOC120423691|XP_039443519.1|CPIP	Abp1|NP_648657.1|DMEL
OG0007620	LOC120423707|XP_039443546.1|CPIP	upSET|NP_648681.1|DMEL
OG0007621	LOC120423893|XP_039443807.1|CPIP	CG8027|NP_610469.3|DMEL
OG0007622	LOC120429113|XP_039450218.1|CPIP	Eip75B|NP_730321.1|DMEL
OG0007623	LOC120429111|XP_039450209.1|CPIP	CG17233|NP_730500.1|DMEL
OG0007624	LOC120429125|XP_039450250.1|CPIP	Six4|NP_649256.1|DMEL
OG0007625	LOC120429119|XP_039450242.1|CPIP	CG42671|NP_001287029.1|DMEL
OG0007626	LOC120428266|XP_039449192.1|CPIP	CG2211|NP_612102.2|DMEL
OG0007627	LOC120428255|XP_039449179.1|CPIP	l_3_02640|NP_612103.1|DMEL
OG0007628	LOC120415070|XP_039432398.1|CPIP	fd102C|NP_651951.1|DMEL
OG0007629	LOC120420790|XP_039439837.1|CPIP	CG13667|NP_648220.1|DMEL
OG0007630	LOC120429171|XP_039450317.1|CPIP	CG14280|NP_650797.1|DMEL
OG0007631	LOC120421421|XP_039440569.1|CPIP	CG12877|NP_001034073.1|DMEL
OG0007632	LOC120420812|XP_039439866.1|CPIP	Mkp|NP_001036572.1|DMEL
OG0007633	LOC120423670|XP_039443490.1|CPIP	msl-1|NP_476896.1|DMEL
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	CG42558|NP_001036774.2|DMEL
OG0007635	LOC120424364|XP_039444393.1|CPIP	Adat1|NP_609676.1|DMEL
OG0007638	LOC120427292|XP_039448078.1|CPIP	Mur2B|NP_569927.1|DMEL
OG0007639	LOC120418877|XP_039437344.1|CPIP	Tim9b|NP_001027074.1|DMEL
OG0007640	LOC120428888|XP_039449961.1|CPIP	CG18011|NP_610559.1|DMEL
OG0007641	LOC120424396|XP_039444428.1|CPIP	hng2|NP_649837.1|DMEL
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	CG4404|NP_572838.2|DMEL
OG0007664	LOC120432210|XP_039453304.1|CPIP	Kif19A|NP_996208.1|DMEL
OG0007665	LOC120421060|XP_039440139.1|CPIP	Myc|NP_525062.2|DMEL
OG0007666	LOC120422064|XP_039441334.1|CPIP	CG10804|NP_001138150.1|DMEL
OG0007667	LOC120421078|XP_039440157.1|CPIP	wap|NP_608461.1|DMEL
OG0007668	LOC120415081|XP_039432417.1|CPIP	CG13392|NP_609220.1|DMEL
OG0007669	LOC120432337|XP_039453459.1|CPIP	stnA|NP_001036316.1|DMEL
OG0007670	LOC120432336|XP_039453458.1|CPIP	stnB|NP_001036319.2|DMEL
OG0007671	LOC120415059|XP_039432379.1|CPIP	CAH3|NP_572497.1|DMEL
OG0007672	LOC120413709|XP_039430564.1|CPIP	O-fut2|NP_569916.1|DMEL
OG0007674	LOC120418098|XP_039436300.1|CPIP	NFAT|NP_001096974.1|DMEL
OG0007675	LOC120418104|XP_039436308.1|CPIP	Pdcd4|NP_001096977.1|DMEL
OG0007676	LOC120418120|XP_039436332.1|CPIP	Tsf1|NP_523401.2|DMEL
OG0007677	LOC120418127|XP_039436338.1|CPIP	CG4558|NP_001162683.1|DMEL
OG0007678	LOC120432216|XP_039453315.1|CPIP	CG32579|NP_001259606.1|DMEL
OG0007679	LOC120432327|XP_039453446.1|CPIP	Dsp1|NP_001138203.1|DMEL
OG0007680	LOC120432238|XP_039453347.1|CPIP	CG31694|NP_722858.1|DMEL
OG0007681	LOC120413734|XP_039430594.1|CPIP	MED25|NP_650854.1|DMEL
OG0007682	LOC120421044|XP_039440121.1|CPIP	CG8916|NP_573090.3|DMEL
OG0007683	LOC120421045|XP_039440122.1|CPIP	CG14207|NP_728275.1|DMEL
OG0007684	LOC120429210|XP_039450362.1|CPIP	Rtc1|NP_572919.1|DMEL
OG0007685	LOC120412427|XP_039428823.1|CPIP	sd|NP_001368984.1|DMEL
OG0007686	LOC120430764|XP_039451812.1|CPIP	CG4301|NP_573125.1|DMEL
OG0007687	LOC120430936|XP_039451990.1|CPIP	peb|NP_476674.3|DMEL
OG0007689	LOC120429176|XP_039450323.1|CPIP	Npc1b|NP_608417.2|DMEL
OG0007690	LOC120416385|XP_039434053.1|CPIP	AMPdeam|NP_001285233.1|DMEL
OG0007691	LOC120419701|XP_039438422.1|CPIP	CG4884|NP_651604.1|DMEL
OG0007692	LOC120417678|XP_039435745.1|CPIP	CG15760|NP_001259527.1|DMEL
OG0007693	LOC120417680|XP_039435747.1|CPIP	CG7556|NP_573354.1|DMEL
OG0007694	LOC120422473|XP_039441862.1|CPIP	CG7275|NP_648767.1|DMEL
OG0007695	LOC120424285|XP_039444290.1|CPIP	CG5921|NP_727061.2|DMEL
OG0007696	LOC120415054|XP_039432369.1|CPIP	CG14074|NP_001246826.1|DMEL
OG0007697	LOC120431137|XP_039452218.1|CPIP	nAChRbeta1|NP_523927.2|DMEL
OG0007698	LOC120431201|XP_039452279.1|CPIP	CG43313|NP_572853.2|DMEL
OG0007699	LOC120422535|XP_039441931.1|CPIP	CARPA|NP_572407.3|DMEL
OG0007700	LOC120422528|XP_039441922.1|CPIP	Mct1|NP_477334.2|DMEL
OG0007701	LOC120422526|XP_039441918.1|CPIP	CG15765|NP_572269.1|DMEL
OG0007702	LOC120424293|XP_039444309.1|CPIP	fz3|NP_001096859.1|DMEL
OG0007703	LOC120420186|XP_039439102.1|CPIP	CG11436|NP_572169.1|DMEL
OG0007704	LOC120422461|XP_039441838.1|CPIP	Sox100B|NP_651839.1|DMEL
OG0007705	LOC120422443|XP_039441820.1|CPIP	CG6891|NP_573323.1|DMEL
OG0007706	LOC120420220|XP_039439142.1|CPIP	wgn|NP_728186.1|DMEL
OG0007707	LOC120420252|XP_039439178.1|CPIP	rut|NP_511156.2|DMEL
OG0007708	LOC120416886|XP_039434713.1|CPIP	Ac13E|NP_001259575.1|DMEL
OG0007709	LOC120413339|XP_039430049.1|CPIP	CG1673|NP_572884.1|DMEL
OG0007710	LOC120412706|XP_039429220.1|CPIP	fw|NP_511136.2|DMEL
OG0007711	LOC120412954|XP_039429532.1|CPIP	Nprl2|NP_573174.1|DMEL
OG0007712	LOC120432603|XP_039453786.1|CPIP	CG9095|NP_001096984.1|DMEL
OG0007713	LOC120413005|XP_039429591.1|CPIP	rg|NP_001284879.1|DMEL
OG0007714	LOC120412406|XP_039428805.1|CPIP	CG32512|NP_608428.1|DMEL
OG0007715	LOC120432339|XP_039453464.1|CPIP	Clic|NP_572928.1|DMEL
OG0007716	LOC120421425|XP_039440571.1|CPIP	stx|NP_572648.1|DMEL
OG0007717	LOC120417022|XP_039434895.1|CPIP	stops|NP_733416.2|DMEL
OG0007719	LOC120428373|XP_039449338.1|CPIP	OtopLa|NP_001162676.1|DMEL
OG0007720	LOC120426047|XP_039446701.1|CPIP	OtopLc|NP_001303575.1|DMEL
OG0007721	LOC120415177|XP_039432603.1|CPIP	CG32694|NP_727383.1|DMEL
OG0007722	LOC120413640|XP_039430525.1|CPIP	CG15252|NP_572595.2|DMEL
OG0007723	LOC120429012|XP_039450115.1|CPIP	CG15249|NP_001096928.1|DMEL
OG0007724	LOC120423411|XP_039443183.1|CPIP	rempA|NP_995608.1|DMEL
OG0007725	LOC120413343|XP_039430056.1|CPIP	CG11178|NP_572901.1|DMEL
OG0007726	LOC120424698|XP_039444811.1|CPIP	Karl|NP_727559.1|DMEL
OG0007727	LOC120424692|XP_039444805.1|CPIP	Yippee|NP_572882.1|DMEL
OG0007728	LOC120424529|XP_039444622.1|CPIP	Shmt|NP_572278.1|DMEL
OG0007729	LOC120424532|XP_039444627.1|CPIP	prtp|NP_572742.1|DMEL
OG0007730	LOC120416906|XP_039434739.1|CPIP	CG3726|NP_001284917.1|DMEL
OG0007731	LOC120430987|XP_039452086.1|CPIP	CG5021|NP_001163390.1|DMEL
OG0007732	LOC120413291|XP_039429981.1|CPIP	CG1812|NP_608397.1|DMEL
OG0007733	LOC120413161|XP_039429807.1|CPIP	sing|NP_573146.1|DMEL
OG0007734	LOC120432278|XP_039453402.1|CPIP	CG15865|NP_573143.1|DMEL
OG0007735	LOC120426602|XP_039447329.1|CPIP	Ykt6|NP_572423.1|DMEL
OG0007736	LOC120414524|XP_039431666.1|CPIP	dor|NP_477286.2|DMEL
OG0007737	LOC120414150|XP_039431121.1|CPIP	Pi3K92E|NP_650902.1|DMEL
OG0007738	LOC120414170|XP_039431162.1|CPIP	CenB1A|NP_524458.1|DMEL
OG0007739	LOC120419613|XP_039438286.1|CPIP	Parg|NP_001245511.1|DMEL
OG0007740	LOC120419627|XP_039438315.1|CPIP	dx|NP_511064.2|DMEL
OG0007741	LOC120417756|XP_039435845.1|CPIP	rudhira|NP_001368979.1|DMEL
OG0007742	LOC120432667|XP_039453854.1|CPIP	kat80|NP_727940.1|DMEL
OG0007743	LOC120428363|XP_039449301.1|CPIP	Dop1R2|NP_001263072.1|DMEL
OG0007744	LOC120422227|XP_039441583.1|CPIP	CG31759|NP_723735.2|DMEL
OG0007746	LOC120426471|XP_039447168.1|CPIP	CG33722|NP_001287229.1|DMEL
OG0007747	LOC120413292|XP_039429980.1|CPIP	f|NP_001036284.1|DMEL
OG0007748	LOC120413272|XP_039429935.1|CPIP	RunxB|NP_001259745.1|DMEL
OG0007749	LOC120423866|XP_039443748.1|CPIP	Nmd3|NP_477332.1|DMEL
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	CG15547|NP_651833.1|DMEL
OG0007751	LOC120430115|XP_039451133.1|CPIP	Nle|NP_477294.2|DMEL
OG0007752	LOC120425535|XP_039446029.1|CPIP	CG14615|NP_608459.1|DMEL
OG0007753	LOC120416279|XP_039433927.1|CPIP	Aladin|NP_572557.1|DMEL
OG0007754	LOC120418065|XP_039436257.1|CPIP	Uba5|NP_572722.2|DMEL
OG0007755	LOC120414210|XP_039431244.1|CPIP	CG43155|NP_572720.2|DMEL
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	CG6847|NP_573259.2|DMEL
OG0007757	LOC120419905|XP_039438707.1|CPIP	Tre1|NP_001284901.1|DMEL
OG0007758	LOC120419890|XP_039438692.1|CPIP	mmy|NP_609032.1|DMEL
OG0007760	LOC120428463|XP_039449410.1|CPIP	CG15643|NP_788909.1|DMEL
OG0007761	LOC120426438|XP_039447136.1|CPIP	CG1486|NP_608450.1|DMEL
OG0007762	LOC120426431|XP_039447128.1|CPIP	tty|NP_728415.4|DMEL
OG0007763	LOC120426439|XP_039447137.1|CPIP	Ptth|NP_001285550.1|DMEL
OG0007764	LOC120426430|XP_039447125.1|CPIP	sws|NP_727224.2|DMEL
OG0007765	LOC120426447|XP_039447140.1|CPIP	sn|NP_727226.1|DMEL
OG0007766	LOC120426424|XP_039447116.1|CPIP	CG9813|NP_001262533.1|DMEL
OG0007767	LOC120424148|XP_039444126.1|CPIP	Actbeta|NP_651942.2|DMEL
OG0007768	LOC120431852|XP_039452912.1|CPIP	CG7872|NP_573044.1|DMEL
OG0007771	LOC120429691|XP_039450660.1|CPIP	THG|NP_609737.1|DMEL
OG0007772	LOC120425008|XP_039445313.1|CPIP	CG14805|NP_569954.1|DMEL
OG0007773	LOC120425482|XP_039445953.1|CPIP	Gal|NP_608978.2|DMEL
OG0007775	LOC120425624|XP_039446141.1|CPIP	mRNA-cap|NP_572952.1|DMEL
OG0007776	LOC120425635|XP_039446152.1|CPIP	CG6123|NP_573286.1|DMEL
OG0007777	LOC120431415|XP_039452470.1|CPIP	CG11134|NP_572916.1|DMEL
OG0007778	LOC120427650|XP_039448463.1|CPIP	l_1_G0004|NP_608387.1|DMEL
OG0007780	LOC120428525|XP_039449488.1|CPIP	CG32795|NP_570029.1|DMEL
OG0007781	LOC120413004|XP_039429588.1|CPIP	sol|NP_476738.3|DMEL
OG0007782	LOC120429010|XP_039450082.1|CPIP	CG6379|NP_572148.2|DMEL
OG0007788	LOC120425477|XP_039445946.1|CPIP	pinta|NP_651042.1|DMEL
OG0007789	LOC120431710|XP_039452766.1|CPIP	CG31191|NP_001097850.3|DMEL
OG0007790	LOC120431864|XP_039452933.1|CPIP	CG11873|NP_001263051.1|DMEL
OG0007791	LOC120423859|XP_039443746.1|CPIP	CG31068|NP_733205.3|DMEL
OG0007792	LOC120423835|XP_039443714.1|CPIP	CG17065|NP_001162805.1|DMEL
OG0007794	LOC120417203|XP_039435103.1|CPIP	Naa15-16|NP_573384.1|DMEL
OG0007795	LOC120430959|XP_039452023.1|CPIP	CG3040|NP_572372.1|DMEL
OG0007796	LOC120425733|XP_039446270.1|CPIP	CG13663|NP_651351.1|DMEL
OG0007797	LOC120423295|XP_039442993.1|CPIP	CG9743|NP_651781.1|DMEL
OG0007798	LOC120423294|XP_039442991.1|CPIP	CG15531|NP_651780.1|DMEL
OG0007800	LOC120426742|XP_039447454.1|CPIP	rdhB|NP_651024.1|DMEL
OG0007802	LOC120415992|XP_039433583.1|CPIP	BBIP1|NP_001163568.1|DMEL
OG0007803	LOC120422571|XP_039441989.1|CPIP	ChAT|NP_477004.5|DMEL
OG0007804	LOC120430217|XP_039451226.1|CPIP	Evi5|NP_727526.2|DMEL
OG0007805	LOC120430222|XP_039451235.1|CPIP	dod|NP_523428.1|DMEL
OG0007806	LOC120430221|XP_039451234.1|CPIP	peng|NP_523429.1|DMEL
OG0007808	LOC120423723|XP_039443562.1|CPIP	Nepl16|NP_001097912.1|DMEL
OG0007809	LOC120428284|XP_039449211.1|CPIP	CG9577|NP_608375.1|DMEL
OG0007810	LOC120428287|XP_039449213.1|CPIP	CG7099|NP_609648.1|DMEL
OG0007812	LOC120418356|XP_039436643.1|CPIP	CG1789|NP_572504.1|DMEL
OG0007813	LOC120431840|XP_039452905.1|CPIP	CG31121|NP_733058.1|DMEL
OG0007814	LOC120421190|XP_039440328.1|CPIP	CG6398|NP_573244.1|DMEL
OG0007815	LOC120424262|XP_039444258.1|CPIP	Bx42|NP_511093.2|DMEL
OG0007816	LOC120427406|XP_039448201.1|CPIP	CG5282|NP_649221.1|DMEL
OG0007817	LOC120427405|XP_039448200.1|CPIP	Hpr1|NP_649594.1|DMEL
OG0007818	LOC120427156|XP_039447947.1|CPIP	Kal1|NP_651220.3|DMEL
OG0007819	LOC120421191|XP_039440329.1|CPIP	Rpp20|NP_001285462.1|DMEL
OG0007820	LOC120420713|XP_039439742.1|CPIP	CG1607|NP_001263139.1|DMEL
OG0007821	LOC120420733|XP_039439762.1|CPIP	CG15529|NP_651773.1|DMEL
OG0007822	LOC120420732|XP_039439761.1|CPIP	CG11498|NP_001334706.1|DMEL
OG0007823	LOC120420718|XP_039439750.1|CPIP	CG31028|NP_733352.3|DMEL
OG0007824	LOC120420721|XP_039439753.1|CPIP	CG2321|NP_651692.2|DMEL
OG0007825	LOC120414293|XP_039431363.1|CPIP	CG46280|NP_650253.1|DMEL
OG0007826	LOC120422546|XP_039441947.1|CPIP	CG9986|NP_651623.1|DMEL
OG0007827	LOC120431640|XP_039452682.1|CPIP	CG3224|NP_572335.1|DMEL
OG0007828	LOC120422325|XP_039441653.1|CPIP	Ppat-Dpck|NP_647985.1|DMEL
OG0007829	LOC120430493|XP_039451521.1|CPIP	srl|NP_730835.2|DMEL
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	CG14309|NP_650718.2|DMEL
