Orthogroup	CPIP.longest_only	BTRY.longest_only
OG0006999	LOC120416281|XP_039433929.1|CPIP	LOC120771953|XP_039956197.1|BTRY
OG0007000	LOC120428679|XP_039449668.1|CPIP	LOC120768899|XP_039951590.1|BTRY
OG0007001	LOC120419855|XP_039438626.1|CPIP	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY
OG0007002	LOC120412803|XP_039429333.1|CPIP	LOC120768980|XP_039951718.1|BTRY
OG0007003	LOC120412837|XP_039429380.1|CPIP	LOC120770091|XP_039953174.1|BTRY
OG0007004	LOC120413538|XP_039430347.1|CPIP	LOC120767898|XP_039950174.1|BTRY
OG0007005	LOC120413575|XP_039430397.1|CPIP	LOC120769494|XP_039952457.1|BTRY
OG0007006	LOC120416606|XP_039434334.1|CPIP	LOC120769273|XP_039952119.1|BTRY
OG0007007	LOC120416605|XP_039434333.1|CPIP	LOC120781600|XP_039969770.1|BTRY
OG0007008	LOC120429037|XP_039450108.1|CPIP	LOC120768896|XP_039951584.1|BTRY
OG0007009	LOC120419793|XP_039438563.1|CPIP	LOC120781686|XP_039969837.1|BTRY
OG0007010	LOC120419985|XP_039438801.1|CPIP	LOC120768388|XP_039950990.1|BTRY
OG0007011	LOC120415999|XP_039433588.1|CPIP	LOC120768459|XP_039951094.1|BTRY
OG0007012	LOC120416021|XP_039433611.1|CPIP	LOC120769315|XP_039952195.1|BTRY
OG0007013	LOC120416783|XP_039434585.1|CPIP	LOC120769104|XP_039951899.1|BTRY
OG0007014	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP	LOC120769491|XP_039952454.1|BTRY
OG0007015	LOC120423472|XP_039443233.1|CPIP	LOC120769754|XP_039952851.1|BTRY
OG0007016	LOC120423474|XP_039443238.1|CPIP	LOC120767220|XP_039948969.1|BTRY
OG0007017	LOC120418609|XP_039436984.1|CPIP	LOC120769674|XP_039952726.1|BTRY
OG0007018	LOC120419835|XP_039438603.1|CPIP	LOC120768120|XP_039950605.1|BTRY
OG0007019	LOC120419821|XP_039438593.1|CPIP	LOC120768498|XP_039951154.1|BTRY
OG0007021	LOC120412812|XP_039429348.1|CPIP	LOC120767668|XP_039949774.1|BTRY
OG0007022	LOC120412791|XP_039429314.1|CPIP	LOC120768020|XP_039950414.1|BTRY
OG0007023	LOC120412787|XP_039429311.1|CPIP	LOC120777225|XP_039964340.1|BTRY
OG0007024	LOC120422042|XP_039441301.1|CPIP	LOC120766607|XP_039948148.1|BTRY
OG0007025	LOC120415716|XP_039433245.1|CPIP	LOC120774850|XP_039960605.1|BTRY
OG0007026	LOC120415703|XP_039433230.1|CPIP	LOC120767346|XP_039949238.1|BTRY
OG0007027	LOC120427815|XP_039448673.1|CPIP	LOC120769083|XP_039951877.1|BTRY
OG0007028	LOC120422037|XP_039441296.1|CPIP	LOC120767284|XP_039949093.1|BTRY
OG0007029	LOC120423121|XP_039442734.1|CPIP	LOC120768387|XP_039950986.1|BTRY
OG0007030	LOC120432458|XP_039453609.1|CPIP	LOC120774469|XP_039960059.1|BTRY
OG0007031	LOC120415585|XP_039433107.1|CPIP	LOC120768251|XP_039950779.1|BTRY
OG0007032	LOC120415548|XP_039433052.1|CPIP	LOC120771197|XP_039955030.1|BTRY
OG0007033	LOC120415566|XP_039433075.1|CPIP	LOC120767854|XP_039950092.1|BTRY
OG0007034	LOC120415567|XP_039433078.1|CPIP	LOC120768048|XP_039950491.1|BTRY
OG0007035	LOC120415565|XP_039433074.1|CPIP	LOC120772678|XP_039957349.1|BTRY
OG0007036	LOC120415539|XP_039433039.1|CPIP	LOC120778007|XP_039965604.1|BTRY
OG0007037	LOC120415544|XP_039433049.1|CPIP	LOC120779971|XP_039968206.1|BTRY
OG0007038	LOC120425291|XP_039445676.1|CPIP	LOC120770251|XP_039953486.1|BTRY
OG0007041	LOC120422382|XP_039441725.1|CPIP	LOC120769289|XP_039952144.1|BTRY
OG0007042	LOC120422380|XP_039441722.1|CPIP	LOC120767844|XP_039950072.1|BTRY
OG0007043	LOC120422427|XP_039441777.1|CPIP	LOC120766954|XP_039948673.1|BTRY
OG0007045	LOC120424983|XP_039445285.1|CPIP	LOC120767043|XP_039948830.1|BTRY
OG0007046	LOC120423978|XP_039443903.1|CPIP	LOC120782395|XP_039970572.1|BTRY
OG0007047	LOC120413874|XP_039430780.1|CPIP	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY
OG0007048	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP	LOC120767989|XP_039950342.1|BTRY
OG0007049	LOC120422410|XP_039441761.1|CPIP	LOC120767813|XP_039950026.1|BTRY
OG0007050	LOC120419470|XP_039438090.1|CPIP	LOC120768268|XP_039950800.1|BTRY
OG0007051	LOC120419474|XP_039438094.1|CPIP	LOC120768900|XP_039951591.1|BTRY
OG0007052	LOC120418711|XP_039437113.1|CPIP	LOC120774706|XP_039960370.1|BTRY
OG0007053	LOC120432430|XP_039453582.1|CPIP	LOC120780510|XP_039968719.1|BTRY
OG0007054	LOC120431920|XP_039452987.1|CPIP	LOC120771998|XP_039956289.1|BTRY
OG0007055	LOC120428876|XP_039449936.1|CPIP	LOC120770557|XP_039954067.1|BTRY
OG0007056	LOC120421137|XP_039440252.1|CPIP	LOC120777595|XP_039964966.1|BTRY
OG0007057	LOC120425304|XP_039445709.1|CPIP	LOC120774707|XP_039960375.1|BTRY
OG0007058	LOC120425298|XP_039445696.1|CPIP	LOC120775597|XP_039961770.1|BTRY
OG0007059	LOC120419650|XP_039438341.1|CPIP	LOC120768581|XP_039951270.1|BTRY
OG0007060	LOC120419667|XP_039438365.1|CPIP	LOC120768483|XP_039951132.1|BTRY
OG0007061	LOC120419664|XP_039438361.1|CPIP	LOC120769409|XP_039952321.1|BTRY
OG0007062	LOC120426890|XP_039447628.1|CPIP	LOC120769819|XP_039952961.1|BTRY
OG0007063	LOC120431557|XP_039452599.1|CPIP	LOC120767546|XP_039949594.1|BTRY
OG0007064	LOC120418716|XP_039437124.1|CPIP	LOC120781229|XP_039969299.1|BTRY
OG0007065	LOC120418701|XP_039437100.1|CPIP	LOC120767317|XP_039949184.1|BTRY
OG0007066	LOC120423111|XP_039442723.1|CPIP	LOC120776858|XP_039963838.1|BTRY
OG0007067	LOC120423106|XP_039442719.1|CPIP	LOC120768220|XP_039950729.1|BTRY
OG0007068	LOC120423117|XP_039442729.1|CPIP	LOC120768004|XP_039950363.1|BTRY
OG0007069	LOC120421296|XP_039440421.1|CPIP	LOC120767907|XP_039950191.1|BTRY
OG0007070	LOC120414564|XP_039431718.1|CPIP	LOC120770377|XP_039953728.1|BTRY
OG0007071	LOC120414573|XP_039431744.1|CPIP	LOC120770360|XP_039953705.1|BTRY
OG0007072	LOC120414570|XP_039431740.1|CPIP	LOC120782290|XP_039970427.1|BTRY
OG0007073	LOC120419463|XP_039438081.1|CPIP	LOC120768270|XP_039950802.1|BTRY
OG0007074	LOC120429788|XP_039450782.1|CPIP	LOC120771748|XP_039955853.1|BTRY
OG0007075	LOC120432419|XP_039453553.1|CPIP	LOC120767314|XP_039949174.1|BTRY
OG0007076	LOC120432435|XP_039453587.1|CPIP	LOC120771229|XP_039955074.1|BTRY
OG0007077	LOC120432441|XP_039453593.1|CPIP	LOC120768266|XP_039950797.1|BTRY
OG0007078	LOC120432456|XP_039453607.1|CPIP	LOC120768939|XP_039951656.1|BTRY
OG0007079	LOC120432424|XP_039453561.1|CPIP	LOC120768942|XP_039951661.1|BTRY
OG0007080	LOC120423398|XP_039443125.1|CPIP	LOC120768007|XP_039950366.1|BTRY
OG0007081	LOC120423406|XP_039443141.1|CPIP	LOC120768902|XP_039951593.1|BTRY
OG0007082	LOC120423400|XP_039443133.1|CPIP	LOC120768134|XP_039950626.1|BTRY
OG0007083	LOC120423403|XP_039443135.1|CPIP	LOC120767583|XP_039949664.1|BTRY
OG0007084	LOC120423395|XP_039443120.1|CPIP	LOC120774380|XP_039959918.1|BTRY
OG0007085	LOC120412668|XP_039429164.1|CPIP	LOC120768915|XP_039951620.1|BTRY
OG0007086	LOC120417289|XP_039435174.1|CPIP	LOC120769254|XP_039952090.1|BTRY
OG0007087	LOC120426284|XP_039446967.1|CPIP	LOC120769084|XP_039951878.1|BTRY
OG0007088	LOC120426283|XP_039446962.1|CPIP	LOC120769709|XP_039952782.1|BTRY
OG0007089	LOC120432461|XP_039453617.1|CPIP	LOC120768089|XP_039950561.1|BTRY
OG0007090	LOC120420532|XP_039439539.1|CPIP	LOC120767393|XP_039949343.1|BTRY
OG0007091	LOC120420523|XP_039439526.1|CPIP	LOC120768295|XP_039950858.1|BTRY
OG0007092	LOC120423972|XP_039443898.1|CPIP	LOC120769325|XP_039952217.1|BTRY
OG0007093	LOC120423985|XP_039443916.1|CPIP	LOC120777570|XP_039964908.1|BTRY
OG0007094	LOC120423988|XP_039443919.1|CPIP	LOC120772640|XP_039957298.1|BTRY
OG0007095	LOC120423973|XP_039443899.1|CPIP	LOC120768396|XP_039951003.1|BTRY
OG0007096	LOC120423974|XP_039443900.1|CPIP	LOC120768415|XP_039951030.1|BTRY
OG0007097	LOC120418720|XP_039437127.1|CPIP	LOC120767198|XP_039948933.1|BTRY
OG0007098	LOC120418702|XP_039437101.1|CPIP	LOC120767860|XP_039950103.1|BTRY
OG0007099	LOC120412679|XP_039429188.1|CPIP	LOC120778745|XP_039966656.1|BTRY
OG0007100	LOC120412671|XP_039429166.1|CPIP	LOC120769229|XP_039952060.1|BTRY
OG0007101	LOC120417313|XP_039435210.1|CPIP	LOC120767556|XP_039949621.1|BTRY
OG0007102	LOC120417287|XP_039435171.1|CPIP	LOC120769365|XP_039952260.1|BTRY
OG0007103	LOC120419045|XP_039437545.1|CPIP	LOC120768087|XP_039950558.1|BTRY
OG0007104	LOC120419037|XP_039437535.1|CPIP	LOC120781663|XP_039969817.1|BTRY
OG0007105	LOC120419078|XP_039437597.1|CPIP	LOC120767969|XP_039950311.1|BTRY
OG0007106	LOC120419059|XP_039437566.1|CPIP	LOC120768213|XP_039950717.1|BTRY
OG0007107	LOC120419034|XP_039437528.1|CPIP	LOC120767897|XP_039950168.1|BTRY
OG0007108	LOC120419065|XP_039437578.1|CPIP	LOC120769384|XP_039952288.1|BTRY
OG0007109	LOC120419073|XP_039437591.1|CPIP	LOC120769205|XP_039952034.1|BTRY
OG0007110	LOC120419063|XP_039437577.1|CPIP	LOC120768921|XP_039951630.1|BTRY
OG0007111	LOC120419061|XP_039437568.1|CPIP	LOC120767562|XP_039949632.1|BTRY
OG0007112	LOC120419048|XP_039437547.1|CPIP	LOC120767605|XP_039949688.1|BTRY
OG0007113	LOC120429069|XP_039450148.1|CPIP	LOC120766535|XP_039948040.1|BTRY
OG0007114	LOC120429070|XP_039450149.1|CPIP	LOC120767952|XP_039950273.1|BTRY
OG0007115	LOC120429077|XP_039450166.1|CPIP	LOC120767951|XP_039950271.1|BTRY
OG0007116	LOC120429843|XP_039450851.1|CPIP	LOC120767433|XP_039949424.1|BTRY
OG0007117	LOC120429845|XP_039450854.1|CPIP	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC120429842|XP_039450845.1|CPIP	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC120426576|XP_039447295.1|CPIP	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC120426580|XP_039447298.1|CPIP	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC120426562|XP_039447268.1|CPIP	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC120426571|XP_039447286.1|CPIP	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC120423206|XP_039442845.1|CPIP	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC120423215|XP_039442855.1|CPIP	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC120423213|XP_039442853.1|CPIP	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC120423229|XP_039442871.1|CPIP	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC120423228|XP_039442870.1|CPIP	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC120423192|XP_039442825.1|CPIP	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC120423195|XP_039442829.1|CPIP	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC120423207|XP_039442846.1|CPIP	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC120431829|XP_039452887.1|CPIP	LOC120778128|XP_039965766.1|BTRY
OG0007137	LOC120414335|XP_039431410.1|CPIP	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC120414366|XP_039431467.1|CPIP	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC120414348|XP_039431437.1|CPIP	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC120414350|XP_039431441.1|CPIP	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC120414351|XP_039431442.1|CPIP	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC120415253|XP_039432653.1|CPIP	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC120416162|XP_039433777.1|CPIP	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC120416161|XP_039433775.1|CPIP	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC120416174|XP_039433792.1|CPIP	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC120416176|XP_039433795.1|CPIP	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC120416153|XP_039433765.1|CPIP	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC120416167|XP_039433781.1|CPIP	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC120423947|XP_039443866.1|CPIP	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC120421435|XP_039440577.1|CPIP	LOC120778564|XP_039966361.1|BTRY
OG0007152	LOC120428001|XP_039448903.1|CPIP	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC120427997|XP_039448895.1|CPIP	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC120427009|XP_039447763.1|CPIP	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC120427011|XP_039447765.1|CPIP	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC120427003|XP_039447754.1|CPIP	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC120427017|XP_039447774.1|CPIP	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC120427018|XP_039447775.1|CPIP	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC120432356|XP_039453479.1|CPIP	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC120423875|XP_039443761.1|CPIP	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC120415334|XP_039432759.1|CPIP	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC120415325|XP_039432748.1|CPIP	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC120414373|XP_039431475.1|CPIP	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC120415115|XP_039432470.1|CPIP	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC120420459|XP_039439411.1|CPIP	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC120418831|XP_039437287.1|CPIP	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC120418849|XP_039437310.1|CPIP	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC120418761|XP_039437173.1|CPIP	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC120419179|XP_039437778.1|CPIP	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC120418607|XP_039436987.1|CPIP	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC120418597|XP_039436977.1|CPIP	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC120419090|XP_039437616.1|CPIP	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC120419198|XP_039437805.1|CPIP	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC120425599|XP_039446114.1|CPIP	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC120425605|XP_039446120.1|CPIP	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC120425609|XP_039446125.1|CPIP	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC120431565|XP_039452607.1|CPIP	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC120431564|XP_039452606.1|CPIP	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC120415093|XP_039432449.1|CPIP	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC120415236|XP_039432637.1|CPIP	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC120414134|XP_039431104.1|CPIP	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC120413936|XP_039430870.1|CPIP	LOC120782693|XP_039971026.1|BTRY
OG0007185	LOC120414322|XP_039431397.1|CPIP	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC120413658|XP_039430511.1|CPIP	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC120413660|XP_039430512.1|CPIP	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC120413668|XP_039430528.1|CPIP	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC120413663|XP_039430520.1|CPIP	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC120413665|XP_039430521.1|CPIP	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC120413679|XP_039430540.1|CPIP	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC120426344|XP_039447040.1|CPIP	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC120426333|XP_039447027.1|CPIP	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC120426836|XP_039447559.1|CPIP	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC120421213|XP_039440349.1|CPIP	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC120417650|XP_039435702.1|CPIP	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC120426336|XP_039447030.1|CPIP	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC120425226|XP_039445592.1|CPIP	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC120425211|XP_039445576.1|CPIP	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC120425220|XP_039445585.1|CPIP	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC120425918|XP_039446472.1|CPIP	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC120425919|XP_039446473.1|CPIP	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC120429899|XP_039450927.1|CPIP	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC120431965|XP_039453037.1|CPIP	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC120429898|XP_039450926.1|CPIP	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC120429896|XP_039450925.1|CPIP	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC120420481|XP_039439455.1|CPIP	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC120420482|XP_039439456.1|CPIP	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC120420480|XP_039439454.1|CPIP	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC120420479|XP_039439453.1|CPIP	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC120420460|XP_039439416.1|CPIP	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC120420461|XP_039439418.1|CPIP	LOC120766827|XP_039948473.1|BTRY
OG0007213	LOC120416972|XP_039434827.1|CPIP	LOC120772791|XP_039957508.1|BTRY
OG0007214	LOC120416956|XP_039434794.1|CPIP	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC120416962|XP_039434814.1|CPIP	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC120416969|XP_039434821.1|CPIP	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC120416977|XP_039434835.1|CPIP	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC120418173|XP_039436407.1|CPIP	LOC120782436|XP_039970657.1|BTRY
OG0007219	LOC120418165|XP_039436396.1|CPIP	LOC120775486|XP_039961627.1|BTRY
OG0007220	LOC120426771|XP_039447478.1|CPIP	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC120426765|XP_039447474.1|CPIP	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC120414071|XP_039431028.1|CPIP	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC120414438|XP_039431560.1|CPIP	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC120414429|XP_039431550.1|CPIP	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC120414336|XP_039431424.1|CPIP	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC120414332|XP_039431409.1|CPIP	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC120414863|XP_039432118.1|CPIP	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC120415386|XP_039432847.1|CPIP	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC120423950|XP_039443871.1|CPIP	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC120419108|XP_039437636.1|CPIP	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC120419093|XP_039437614.1|CPIP	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC120419118|XP_039437647.1|CPIP	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC120419095|XP_039437621.1|CPIP	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC120419112|XP_039437642.1|CPIP	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC120419100|XP_039437625.1|CPIP	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC120432169|XP_039453239.1|CPIP	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC120432171|XP_039453242.1|CPIP	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC120420315|XP_039439241.1|CPIP	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC120432384|XP_039453511.1|CPIP	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC120432404|XP_039453541.1|CPIP	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC120423976|XP_039443905.1|CPIP	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC120423534|XP_039443318.1|CPIP	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC120423524|XP_039443308.1|CPIP	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC120423571|XP_039443366.1|CPIP	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC120414982|XP_039432266.1|CPIP	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC120414558|XP_039431713.1|CPIP	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC120413751|XP_039430620.1|CPIP	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC120414404|XP_039431521.1|CPIP	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC120414967|XP_039432236.1|CPIP	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC120414095|XP_039431060.1|CPIP	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC120414949|XP_039432217.1|CPIP	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC120415165|XP_039432542.1|CPIP	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC120414623|XP_039431793.1|CPIP	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC120419230|XP_039437820.1|CPIP	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC120419244|XP_039437831.1|CPIP	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC120419241|XP_039437829.1|CPIP	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC120419236|XP_039437827.1|CPIP	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC120431627|XP_039452671.1|CPIP	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC120427912|XP_039448786.1|CPIP	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC120427918|XP_039448790.1|CPIP	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC120417051|XP_039434938.1|CPIP	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC120417045|XP_039434927.1|CPIP	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC120423847|XP_039443731.1|CPIP	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC120419104|XP_039437630.1|CPIP	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC120417148|XP_039435067.1|CPIP	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC120417156|XP_039435073.1|CPIP	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC120415953|XP_039433529.1|CPIP	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC120415899|XP_039433475.1|CPIP	LOC120775599|XP_039961775.1|BTRY
OG0007272	LOC120415902|XP_039433477.1|CPIP	LOC120776868|XP_039963860.1|BTRY
OG0007273	LOC120415921|XP_039433500.1|CPIP	LOC120774820|XP_039960563.1|BTRY
OG0007274	LOC120415927|XP_039433507.1|CPIP	LOC120782228|XP_039970328.1|BTRY
OG0007275	LOC120415912|XP_039433493.1|CPIP	LOC120778157|XP_039965817.1|BTRY
OG0007276	LOC120415911|XP_039433490.1|CPIP	LOC120777919|XP_039965437.1|BTRY
OG0007277	LOC120415908|XP_039433487.1|CPIP	LOC120778081|XP_039965712.1|BTRY
OG0007278	LOC120415898|XP_039433474.1|CPIP	LOC120776699|XP_039963517.1|BTRY
OG0007279	LOC120415897|XP_039433472.1|CPIP	LOC120776988|XP_039964020.1|BTRY
OG0007280	LOC120415895|XP_039433471.1|CPIP	LOC120777444|XP_039964690.1|BTRY
OG0007281	LOC120420939|XP_039440006.1|CPIP	LOC120775187|XP_039961179.1|BTRY
OG0007282	LOC120420938|XP_039440005.1|CPIP	LOC120775149|XP_039961123.1|BTRY
OG0007283	LOC120420935|XP_039440003.1|CPIP	LOC120780241|XP_039968433.1|BTRY
OG0007284	LOC120429833|XP_039450831.1|CPIP	LOC120782794|XP_039971202.1|BTRY
OG0007285	LOC120429832|XP_039450830.1|CPIP	LOC120775343|XP_039961422.1|BTRY
OG0007286	LOC120429827|XP_039450822.1|CPIP	LOC120773678|XP_039958638.1|BTRY
OG0007287	LOC120429835|XP_039450833.1|CPIP	LOC120768090|XP_039950562.1|BTRY
OG0007288	LOC120429830|XP_039450823.1|CPIP	LOC120774200|XP_039959575.1|BTRY
OG0007289	LOC120417508|XP_039435520.1|CPIP	LOC120774333|XP_039959821.1|BTRY
OG0007290	LOC120417542|XP_039435558.1|CPIP	LOC120775163|XP_039961147.1|BTRY
OG0007291	LOC120425868|XP_039446424.1|CPIP	LOC120780322|XP_039968547.1|BTRY
OG0007292	LOC120425869|XP_039446425.1|CPIP	LOC120775445|XP_039961565.1|BTRY
OG0007293	LOC120417343|XP_039435279.1|CPIP	LOC120782696|XP_039971029.1|BTRY
OG0007295	LOC120418767|XP_039437178.1|CPIP	LOC120772449|XP_039957007.1|BTRY
OG0007296	LOC120413782|XP_039430660.1|CPIP	LOC120766191|XP_039947482.1|BTRY
OG0007297	LOC120413805|XP_039430696.1|CPIP	LOC120782465|XP_039970690.1|BTRY
