Orthogroup	CPIP.longest_only	HILL.longest_only
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC119656748|XP_037919235.1|HILL
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC119651427|XP_037910952.1|HILL
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC119658408|XP_037921727.1|HILL
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC119657002|XP_037919668.1|HILL
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC119656752|XP_037919243.1|HILL
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC119657246|XP_037919989.1|HILL
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC119658371|XP_037921660.1|HILL
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC119658428|XP_037921755.1|HILL
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC119652963|XP_037913287.1|HILL
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC119652410|XP_037912450.1|HILL
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC119650662|XP_037909530.1|HILL
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC119658012|XP_037921166.1|HILL
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC119657965|XP_037921097.1|HILL
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC119652628|XP_037912803.1|HILL
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC119656588|XP_037918924.1|HILL
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC119657388|XP_037920201.1|HILL
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC119657917|XP_037921031.1|HILL
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC119658842|XP_037922516.1|HILL
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC119656764|XP_037919270.1|HILL
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC119657845|XP_037920895.1|HILL
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC119656937|XP_037919564.1|HILL
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC119657982|XP_037921123.1|HILL
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC119658265|XP_037921485.1|HILL
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC119657256|XP_037920012.1|HILL
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC119656011|XP_037918187.1|HILL
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC119656952|XP_037919595.1|HILL
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC119657147|XP_037919852.1|HILL
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC119657227|XP_037919968.1|HILL
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC119658344|XP_037921618.1|HILL
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC119658346|XP_037921627.1|HILL
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC119658283|XP_037921501.1|HILL
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC119657275|XP_037920042.1|HILL
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC119657652|XP_037920593.1|HILL
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC119657914|XP_037921028.1|HILL
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC119657756|XP_037920739.1|HILL
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC119657811|XP_037920841.1|HILL
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC119657542|XP_037920412.1|HILL
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC119657712|XP_037920679.1|HILL
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC119656835|XP_037919413.1|HILL
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC119656519|XP_037918791.1|HILL
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC119651412|XP_037910933.1|HILL
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC119658386|XP_037921681.1|HILL
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC119656870|XP_037919456.1|HILL
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC119656826|XP_037919399.1|HILL
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC119657587|XP_037920495.1|HILL
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC119656756|XP_037919250.1|HILL
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC119658520|XP_037921924.1|HILL
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC119651541|XP_037911100.1|HILL
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC119651430|XP_037910955.1|HILL
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC119656953|XP_037919599.1|HILL
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC119656483|XP_037918735.1|HILL
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC119656484|XP_037918736.1|HILL
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC119657832|XP_037920877.1|HILL
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC119652428|XP_037912480.1|HILL
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC119659212|XP_037923112.1|HILL
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC119657229|XP_037919969.1|HILL
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC119652357|XP_037912368.1|HILL
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC119657625|XP_037920556.1|HILL
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC119655705|XP_037917650.1|HILL
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC119657447|XP_037920286.1|HILL
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC119657281|XP_037920053.1|HILL
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC119656674|XP_037919086.1|HILL
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC119656672|XP_037919083.1|HILL
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC119649334|XP_037907366.1|HILL
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC119656578|XP_037918896.1|HILL
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC119650975|XP_037910166.1|HILL
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC119650854|XP_037909932.1|HILL
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC119648583|XP_037906282.1|HILL
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC119657038|XP_037919720.1|HILL
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC119657109|XP_037919796.1|HILL
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC119652401|XP_037912436.1|HILL
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC119654552|XP_037915930.1|HILL
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC119657534|XP_037920405.1|HILL
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC119652009|XP_037911868.1|HILL
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC119658695|XP_037922211.1|HILL
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC119658446|XP_037921778.1|HILL
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC119657371|XP_037920182.1|HILL
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC119651858|XP_037911590.1|HILL
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC119653187|XP_037913668.1|HILL
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC119660392|XP_037924854.1|HILL
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC119652522|XP_037912647.1|HILL
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC119657644|XP_037920578.1|HILL
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC119657179|XP_037919896.1|HILL
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC119657850|XP_037920901.1|HILL
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC119657851|XP_037920902.1|HILL
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC119658000|XP_037921148.1|HILL
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC119650999|XP_037910211.1|HILL
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC119658364|XP_037921653.1|HILL
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC119651177|XP_037910532.1|HILL
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC119651765|XP_037911433.1|HILL
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC119653072|XP_037913482.1|HILL
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC119651062|XP_037910322.1|HILL
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC119661257|XP_037926436.1|HILL
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC119650902|XP_037910011.1|HILL
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC119656487|XP_037918740.1|HILL
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC119656489|XP_037918742.1|HILL
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC119659349|XP_037923326.1|HILL
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC119652371|XP_037912396.1|HILL
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC119651935|XP_037911703.1|HILL
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC119660894|XP_037925754.1|HILL
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC119651314|XP_037910771.1|HILL
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC119650865|XP_037909954.1|HILL
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC119652953|XP_037913274.1|HILL
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC119652434|XP_037912503.1|HILL
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC119651373|XP_037910876.1|HILL
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC119660754|XP_037925444.1|HILL
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC119657451|XP_037920291.1|HILL
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC119651074|XP_037910343.1|HILL
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC119652794|XP_037913045.1|HILL
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC119660990|XP_037926006.1|HILL
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC119652509|XP_037912627.1|HILL
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC119652382|XP_037912408.1|HILL
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC119657853|XP_037920904.1|HILL
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC119659604|XP_037923702.1|HILL
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC119651822|XP_037911541.1|HILL
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC119650568|XP_037909313.1|HILL
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC119651452|XP_037910986.1|HILL
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC119651828|XP_037911549.1|HILL
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC119651817|XP_037911535.1|HILL
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC119652779|XP_037913018.1|HILL
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC119654608|XP_037916006.1|HILL
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC119661145|XP_037926282.1|HILL
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC119658422|XP_037921745.1|HILL
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC119651507|XP_037911059.1|HILL
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC119648566|XP_037906265.1|HILL
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC119648863|XP_037906675.1|HILL
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC119651429|XP_037910954.1|HILL
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC119650981|XP_037910171.1|HILL
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC119651655|XP_037911266.1|HILL
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC119651839|XP_037911564.1|HILL
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC119652621|XP_037912793.1|HILL
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC119658009|XP_037921161.1|HILL
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC119657804|XP_037920827.1|HILL
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC119651264|XP_037910692.1|HILL
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC119653217|XP_037913717.1|HILL
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC119652619|XP_037912791.1|HILL
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC119657111|XP_037919798.1|HILL
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC119652919|XP_037913234.1|HILL
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC119659278|XP_037923215.1|HILL
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC119659572|XP_037923654.1|HILL
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC119650887|XP_037909991.1|HILL
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC119659813|XP_037924022.1|HILL
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC119657932|XP_037921048.1|HILL
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC119658238|XP_037921443.1|HILL
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC119660606|XP_037925222.1|HILL
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC119651103|XP_037910388.1|HILL
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC119651712|XP_037911354.1|HILL
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC119653214|XP_037913712.1|HILL
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC119656486|XP_037918738.1|HILL
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC119656698|XP_037919131.1|HILL
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC119651027|XP_037910267.1|HILL
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC119653040|XP_037913424.1|HILL
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC119657758|XP_037920742.1|HILL
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC119661012|XP_037926087.1|HILL
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC119656671|XP_037919082.1|HILL
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC119653085|XP_037913506.1|HILL
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC119651191|XP_037910557.1|HILL
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC119651519|XP_037911078.1|HILL
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC119657263|XP_037920022.1|HILL
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC119660184|XP_037924523.1|HILL
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC119660356|XP_037924783.1|HILL
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC119658452|XP_037921787.1|HILL
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC119653249|XP_037913783.1|HILL
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC119653193|XP_037913681.1|HILL
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC119653075|XP_037913487.1|HILL
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC119651653|XP_037911264.1|HILL
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC119651985|XP_037911828.1|HILL
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC119652349|XP_037912317.1|HILL
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC119652695|XP_037912900.1|HILL
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC119651182|XP_037910540.1|HILL
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC119652980|XP_037913317.1|HILL
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC119650619|XP_037909436.1|HILL
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC119653189|XP_037913674.1|HILL
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC119658312|XP_037921562.1|HILL
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC119657066|XP_037919747.1|HILL
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC119651732|XP_037911388.1|HILL
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC119651540|XP_037911099.1|HILL
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC119652404|XP_037912438.1|HILL
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC119652934|XP_037913252.1|HILL
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC119653118|XP_037913570.1|HILL
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC119651773|XP_037911455.1|HILL
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC119652369|XP_037912390.1|HILL
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC119651112|XP_037910407.1|HILL
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC119652253|XP_037912162.1|HILL
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC119651628|XP_037911217.1|HILL
OG0006584	LOC120425390|XP_039445841.1|CPIP	LOC119646970|XP_037903600.1|HILL
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC119653122|XP_037913576.1|HILL
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC120428684|XP_039449676.1|CPIP	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC120428682|XP_039449671.1|CPIP	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC120428696|XP_039449700.1|CPIP	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC120428691|XP_039449693.1|CPIP	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC120427604|XP_039448415.1|CPIP	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC120427602|XP_039448408.1|CPIP	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC120427611|XP_039448426.1|CPIP	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC120427612|XP_039448427.1|CPIP	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC120427620|XP_039448434.1|CPIP	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC120427616|XP_039448430.1|CPIP	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC120427622|XP_039448437.1|CPIP	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC120427605|XP_039448416.1|CPIP	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC120427606|XP_039448417.1|CPIP	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC120428398|XP_039449345.1|CPIP	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC120423012|XP_039442578.1|CPIP	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC120423007|XP_039442564.1|CPIP	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC120423016|XP_039442588.1|CPIP	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC120423024|XP_039442601.1|CPIP	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC120423022|XP_039442596.1|CPIP	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC120423010|XP_039442575.1|CPIP	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC120423001|XP_039442557.1|CPIP	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC120423004|XP_039442560.1|CPIP	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC120422999|XP_039442551.1|CPIP	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC120417825|XP_039435973.1|CPIP	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC120430251|XP_039451270.1|CPIP	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC120430252|XP_039451271.1|CPIP	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC120430256|XP_039451275.1|CPIP	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC120421741|XP_039440941.1|CPIP	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC120421747|XP_039440954.1|CPIP	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC120422869|XP_039442352.1|CPIP	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC120422862|XP_039442345.1|CPIP	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC120422860|XP_039442343.1|CPIP	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC120422849|XP_039442329.1|CPIP	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC120422826|XP_039442294.1|CPIP	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC120417405|XP_039435380.1|CPIP	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC120424202|XP_039444195.1|CPIP	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC120424170|XP_039444158.1|CPIP	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC120424188|XP_039444179.1|CPIP	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC120424193|XP_039444186.1|CPIP	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC120424199|XP_039444191.1|CPIP	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC120424201|XP_039444194.1|CPIP	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC120417824|XP_039435972.1|CPIP	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC120417797|XP_039435929.1|CPIP	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC120424425|XP_039444475.1|CPIP	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC120424424|XP_039444474.1|CPIP	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC120427196|XP_039447992.1|CPIP	LOC119647104|XP_037903810.1|HILL
OG0006641	LOC120426918|XP_039447660.1|CPIP	LOC119646894|XP_037903461.1|HILL
OG0006642	LOC120427452|XP_039448256.1|CPIP	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC120427168|XP_039447965.1|CPIP	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC120419752|XP_039438504.1|CPIP	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC120419734|XP_039438462.1|CPIP	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC120419754|XP_039438510.1|CPIP	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC120419768|XP_039438530.1|CPIP	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC120419496|XP_039438121.1|CPIP	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC120423495|XP_039443264.1|CPIP	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC120417406|XP_039435381.1|CPIP	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC120423186|XP_039442822.1|CPIP	LOC119650045|XP_037908456.1|HILL
