Orthogroup	CPIP.longest_only	DBUS.longest_only
OG0006290	LOC120418133|XP_039436347.1|CPIP	LOC108606952|XP_033150516.1|DBUS
OG0006291	LOC120427672|XP_039448486.1|CPIP	LOC108599673|XP_017842155.2|DBUS
OG0006292	LOC120412725|XP_039429246.1|CPIP	LOC108605157|XP_017850223.1|DBUS
OG0006293	LOC120412740|XP_039429268.1|CPIP	LOC108600392|XP_017843429.1|DBUS
OG0006294	LOC120432249|XP_039453362.1|CPIP	LOC108606971|XP_017853022.1|DBUS
OG0006295	LOC120432397|XP_039453531.1|CPIP	LOC108605159|XP_017850230.1|DBUS
OG0006296	LOC120432381|XP_039453512.1|CPIP	LOC108606843|XP_017852825.1|DBUS
OG0006297	LOC120427221|XP_039448018.1|CPIP	LOC108606492|XP_017852124.2|DBUS
OG0006298	LOC120413367|XP_039430086.1|CPIP	LOC108606627|XP_017852402.1|DBUS
OG0006299	LOC120413371|XP_039430089.1|CPIP	LOC108605102|XP_033150407.1|DBUS
OG0006300	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP	LOC108605464|XP_017850638.1|DBUS
OG0006301	LOC120413365|XP_039430083.1|CPIP	LOC108606220|XP_017851606.1|DBUS
OG0006302	LOC120430976|XP_039452085.1|CPIP	LOC117134892|XP_033150162.1|DBUS
OG0006303	LOC120424903|XP_039445127.1|CPIP	LOC108596921|XP_017838628.1|DBUS
OG0006304	LOC120414151|XP_039431123.1|CPIP	LOC108604333|XP_017849248.1|DBUS
OG0006305	LOC120427663|XP_039448470.1|CPIP	LOC108604729|XP_017849798.1|DBUS
OG0006306	LOC120427667|XP_039448478.1|CPIP	LOC108603187|XP_017847237.1|DBUS
OG0006307	LOC120427668|XP_039448482.1|CPIP	LOC108601747|XP_017845159.1|DBUS
OG0006308	LOC120432328|XP_039453486.1|CPIP	LOC108604946|XP_017850004.1|DBUS
OG0006309	LOC120415622|XP_039433153.1|CPIP	LOC108606526|XP_017852188.1|DBUS
OG0006310	LOC120415602|XP_039433129.1|CPIP	LOC108604551|XP_017849568.1|DBUS
OG0006311	LOC120415635|XP_039433168.1|CPIP	LOC108605015|XP_017850071.1|DBUS
OG0006313	LOC120421422|XP_039440568.1|CPIP	LOC108607170|XP_017853312.1|DBUS
OG0006314	LOC120424732|XP_039444895.1|CPIP	LOC117134896|XP_033150168.1|DBUS
OG0006315	LOC120417020|XP_039434891.1|CPIP	LOC108603825|XP_017848444.1|DBUS
OG0006316	LOC120422074|XP_039441351.1|CPIP	LOC108594963|XP_017835586.1|DBUS
OG0006317	LOC120420591|XP_039439632.1|CPIP	LOC108607089|XP_017853201.1|DBUS
OG0006318	LOC120425692|XP_039446251.1|CPIP	LOC108605257|XP_017850369.1|DBUS
OG0006319	LOC120424263|XP_039444298.1|CPIP	LOC108595126|XP_017835777.1|DBUS
OG0006320	LOC120415097|XP_039432488.1|CPIP	LOC108604959|XP_017850018.1|DBUS
OG0006321	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP	LOC108605885|XP_017851187.1|DBUS
OG0006322	LOC120413373|XP_039430099.1|CPIP	LOC108605100|XP_033150369.1|DBUS
OG0006323	LOC120413342|XP_039430055.1|CPIP	LOC108605878|XP_017851180.1|DBUS
OG0006324	LOC120424688|XP_039444797.1|CPIP	LOC108606333|XP_017851846.1|DBUS
OG0006325	LOC120425314|XP_039445717.1|CPIP	LOC108601654|XP_017845043.1|DBUS
OG0006326	LOC120417706|XP_039435786.1|CPIP	LOC108599036|XP_017841305.1|DBUS
OG0006327	LOC120417701|XP_039435780.1|CPIP	LOC108602173|XP_017845698.1|DBUS
OG0006328	LOC120414505|XP_039431640.1|CPIP	LOC108602908|XP_017846706.1|DBUS
OG0006329	LOC120416915|XP_039434748.1|CPIP	LOC108606640|XP_017852425.1|DBUS
OG0006330	LOC120431013|XP_039452107.1|CPIP	LOC108604158|XP_017848972.1|DBUS
OG0006331	LOC120430666|XP_039451705.1|CPIP	LOC108607093|XP_017853207.1|DBUS
OG0006332	LOC120431040|XP_039452129.1|CPIP	LOC108605822|XP_017851117.1|DBUS
OG0006333	LOC120430982|XP_039452065.1|CPIP	LOC108605599|XP_017850864.1|DBUS
OG0006334	LOC120430683|XP_039451718.1|CPIP	LOC108605172|XP_017850246.1|DBUS
OG0006335	LOC120419622|XP_039438295.1|CPIP	LOC108604738|XP_017849809.1|DBUS
OG0006336	LOC120412590|XP_039429050.1|CPIP	LOC108606225|XP_017851612.1|DBUS
OG0006337	LOC120431332|XP_039452400.1|CPIP	LOC108606563|XP_017852269.1|DBUS
OG0006338	LOC120429016|XP_039450089.1|CPIP	LOC108602382|XP_017845982.1|DBUS
OG0006339	LOC120414539|XP_039431684.1|CPIP	LOC108606368|XP_017851905.1|DBUS
OG0006340	LOC120414541|XP_039431689.1|CPIP	LOC108605496|XP_017850730.1|DBUS
OG0006341	LOC120414540|XP_039431688.1|CPIP	LOC108606470|XP_017852087.1|DBUS
OG0006342	LOC120414531|XP_039431673.1|CPIP	LOC108607245|XP_017853416.2|DBUS
OG0006343	LOC120414522|XP_039431664.1|CPIP	LOC108605846|XP_017851143.1|DBUS
OG0006344	LOC120414521|XP_039431663.1|CPIP	LOC108607063|XP_017853166.1|DBUS
OG0006345	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP	LOC108603134|XP_017847143.1|DBUS
OG0006346	LOC120414529|XP_039431671.1|CPIP	LOC108604500|XP_017849485.1|DBUS
OG0006347	LOC120417697|XP_039435775.1|CPIP	LOC108603844|XP_017848482.1|DBUS
OG0006348	LOC120414163|XP_039431148.1|CPIP	LOC108605559|XP_017850813.1|DBUS
OG0006349	LOC120416238|XP_039433869.1|CPIP	LOC108606809|XP_017852767.2|DBUS
OG0006350	LOC120416250|XP_039433886.1|CPIP	LOC108603031|XP_017846935.1|DBUS
OG0006351	LOC120416236|XP_039433867.1|CPIP	LOC108607189|XP_017853337.1|DBUS
OG0006352	LOC120416239|XP_039433875.1|CPIP	LOC108596099|XP_017837008.1|DBUS
OG0006353	LOC120416237|XP_039433868.1|CPIP	LOC108602114|XP_017845628.1|DBUS
OG0006354	LOC120430913|XP_039451970.1|CPIP	LOC108604237|XP_017849099.1|DBUS
OG0006355	LOC120419615|XP_039438290.1|CPIP	LOC108607205|XP_017853359.1|DBUS
OG0006356	LOC120417760|XP_039435854.1|CPIP	LOC108605285|XP_017850422.1|DBUS
OG0006357	LOC120417783|XP_039435873.1|CPIP	LOC108605201|XP_017850289.1|DBUS
OG0006358	LOC120412815|XP_039429357.1|CPIP	LOC108599642|XP_017842106.1|DBUS
OG0006359	LOC120412989|XP_039429577.1|CPIP	LOC108603041|XP_017846949.1|DBUS
OG0006360	LOC120413531|XP_039430342.1|CPIP	LOC108605800|XP_017851092.1|DBUS
OG0006361	LOC120417016|XP_039434886.1|CPIP	LOC108602212|XP_017845748.1|DBUS
OG0006362	LOC120413206|XP_039429895.1|CPIP	LOC108607102|XP_017853217.1|DBUS
OG0006363	LOC120428436|XP_039449381.1|CPIP	LOC108606729|XP_017852608.1|DBUS
OG0006364	LOC120413277|XP_039429942.1|CPIP	LOC108608122|XP_017854844.2|DBUS
OG0006365	LOC120413304|XP_039429998.1|CPIP	LOC108606898|XP_017852915.2|DBUS
OG0006366	LOC120413307|XP_039430003.1|CPIP	LOC108605969|XP_017851280.1|DBUS
OG0006367	LOC120413308|XP_039430004.1|CPIP	LOC108605361|XP_017850519.1|DBUS
OG0006368	LOC120414147|XP_039431119.1|CPIP	LOC108602286|XP_017845852.1|DBUS
OG0006369	LOC120414160|XP_039431135.1|CPIP	LOC108602279|XP_017845825.1|DBUS
OG0006370	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP	LOC108605584|XP_017850844.1|DBUS
OG0006372	LOC120423049|XP_039442656.1|CPIP	LOC108604628|XP_017849666.1|DBUS
OG0006373	LOC120430293|XP_039451322.1|CPIP	LOC108605819|XP_017851113.1|DBUS
OG0006374	LOC120420404|XP_039439350.1|CPIP	LOC108607117|XP_017853239.1|DBUS
OG0006375	LOC120430110|XP_039451130.1|CPIP	LOC108606929|XP_017852968.1|DBUS
OG0006376	LOC120430109|XP_039451128.1|CPIP	LOC108606637|XP_017852422.1|DBUS
OG0006377	LOC120430118|XP_039451137.1|CPIP	LOC108605521|XP_017850760.1|DBUS
OG0006378	LOC120418066|XP_039436258.1|CPIP	LOC108603037|XP_017846944.1|DBUS
OG0006379	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP	LOC108606044|XP_017851380.1|DBUS
OG0006380	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP	LOC108605228|XP_017850327.1|DBUS
OG0006381	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP	LOC108606516|XP_017852175.1|DBUS
OG0006382	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP	LOC108606720|XP_017852591.1|DBUS
OG0006383	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP	LOC108606565|XP_017852271.1|DBUS
OG0006384	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP	LOC108606921|XP_017852952.1|DBUS
OG0006385	LOC120419888|XP_039438687.1|CPIP	LOC108604016|XP_017848749.1|DBUS
OG0006386	LOC120419892|XP_039438694.1|CPIP	LOC108607832|XP_017854380.1|DBUS
OG0006387	LOC120419896|XP_039438699.1|CPIP	LOC108602306|XP_017845879.1|DBUS
OG0006388	LOC120428457|XP_039449402.1|CPIP	LOC108605131|XP_017850183.1|DBUS
OG0006389	LOC120428459|XP_039449405.1|CPIP	LOC108604922|XP_017849980.1|DBUS
OG0006390	LOC120426449|XP_039447145.1|CPIP	LOC108602239|XP_017845775.1|DBUS
OG0006391	LOC120424160|XP_039444143.1|CPIP	LOC108604400|XP_017849349.1|DBUS
OG0006392	LOC120427586|XP_039448398.1|CPIP	LOC108607062|XP_017853165.1|DBUS
OG0006393	LOC120425009|XP_039445314.1|CPIP	LOC108607773|XP_017854292.1|DBUS
OG0006394	LOC120425015|XP_039445320.1|CPIP	LOC108603953|XP_017848635.1|DBUS
OG0006395	LOC120424946|XP_039445190.1|CPIP	LOC108604151|XP_017848954.1|DBUS
OG0006396	LOC120419794|XP_039438564.1|CPIP	LOC108605355|XP_017850513.1|DBUS
OG0006397	LOC120425466|XP_039445932.1|CPIP	LOC108607247|XP_017853418.1|DBUS
OG0006398	LOC120425479|XP_039445950.1|CPIP	LOC108605218|XP_017850315.1|DBUS
OG0006399	LOC120428785|XP_039449806.1|CPIP	LOC108606437|XP_017852038.1|DBUS
OG0006400	LOC120428783|XP_039449805.1|CPIP	LOC108606434|XP_017852035.1|DBUS
OG0006401	LOC120428774|XP_039449792.1|CPIP	LOC108599264|XP_017841549.2|DBUS
OG0006402	LOC120428777|XP_039449795.1|CPIP	LOC108602798|XP_017846509.1|DBUS
OG0006403	LOC120427451|XP_039448253.1|CPIP	LOC108601470|XP_017844858.1|DBUS
OG0006404	LOC120427459|XP_039448262.1|CPIP	LOC108603216|XP_017847300.1|DBUS
OG0006405	LOC120427445|XP_039448247.1|CPIP	LOC108600936|XP_017844262.1|DBUS
OG0006407	LOC120426622|XP_039447349.1|CPIP	LOC108607020|XP_017853094.1|DBUS
OG0006408	LOC120429695|XP_039450664.1|CPIP	LOC108605719|XP_017851001.1|DBUS
OG0006409	LOC120429238|XP_039450383.1|CPIP	LOC108605731|XP_017851015.1|DBUS
OG0006410	LOC120428948|XP_039450022.1|CPIP	LOC108605703|XP_017850984.1|DBUS
OG0006411	LOC120428953|XP_039450026.1|CPIP	LOC108605759|XP_017851050.1|DBUS
OG0006412	LOC120425703|XP_039446228.1|CPIP	LOC108604583|XP_017849603.1|DBUS
OG0006413	LOC120431913|XP_039452977.1|CPIP	LOC108604084|XP_017848848.1|DBUS
OG0006415	LOC120416140|XP_039433749.1|CPIP	LOC108606701|XP_017852565.2|DBUS
OG0006416	LOC120431202|XP_039452278.1|CPIP	LOC108607236|XP_017853403.1|DBUS
OG0006418	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP	LOC108606686|XP_017852527.1|DBUS
OG0006419	LOC120432092|XP_039453163.1|CPIP	LOC108601722|XP_017845128.1|DBUS
OG0006420	LOC120430807|XP_039451863.1|CPIP	LOC108603345|XP_017847565.2|DBUS
OG0006421	LOC120430805|XP_039451859.1|CPIP	LOC108599430|XP_017841638.2|DBUS
OG0006422	LOC120425488|XP_039445966.1|CPIP	LOC108607939|XP_017854545.2|DBUS
OG0006423	LOC120425472|XP_039445942.1|CPIP	LOC108603059|XP_017846985.1|DBUS
OG0006424	LOC120425478|XP_039445948.1|CPIP	LOC108603062|XP_017846987.1|DBUS
OG0006425	LOC120425494|XP_039445978.1|CPIP	LOC108603058|XP_017846984.1|DBUS
OG0006426	LOC120425493|XP_039445977.1|CPIP	LOC108603057|XP_017846983.1|DBUS
OG0006427	LOC120418062|XP_039436252.1|CPIP	LOC108601750|XP_017845163.1|DBUS
OG0006428	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP	LOC108604131|XP_017848923.1|DBUS
OG0006429	LOC120427716|XP_039448548.1|CPIP	LOC108603154|XP_033150045.1|DBUS
OG0006430	LOC120426535|XP_039447235.1|CPIP	LOC108598409|XP_017840521.1|DBUS
OG0006431	LOC120417849|XP_039436004.1|CPIP	LOC108604214|XP_017849068.1|DBUS
OG0006432	LOC120417843|XP_039435997.1|CPIP	LOC108601349|XP_017844736.1|DBUS
OG0006433	LOC120421777|XP_039440979.1|CPIP	LOC108603141|XP_017847167.1|DBUS
OG0006434	LOC120423854|XP_039443739.1|CPIP	LOC108607829|XP_017854381.1|DBUS
OG0006435	LOC120423858|XP_039443741.1|CPIP	LOC108603394|XP_017847660.1|DBUS
OG0006436	LOC120423851|XP_039443736.1|CPIP	LOC108598543|XP_017840716.1|DBUS
OG0006437	LOC120423829|XP_039443691.1|CPIP	LOC108606211|XP_017851577.1|DBUS
OG0006438	LOC120427978|XP_039448868.1|CPIP	LOC108605734|XP_017851022.1|DBUS
OG0006439	LOC120426233|XP_039446903.1|CPIP	LOC108604143|XP_017848941.1|DBUS
OG0006440	LOC120426226|XP_039446896.1|CPIP	LOC108604144|XP_017848942.1|DBUS
OG0006441	LOC120418735|XP_039437142.1|CPIP	LOC108601415|XP_017844803.1|DBUS
OG0006442	LOC120418749|XP_039437159.1|CPIP	LOC108601236|XP_017844624.1|DBUS
OG0006443	LOC120420759|XP_039439796.1|CPIP	LOC108603370|XP_017847622.1|DBUS
OG0006444	LOC120420792|XP_039439839.1|CPIP	LOC108604788|XP_017849876.1|DBUS
OG0006446	LOC120424346|XP_039444372.1|CPIP	LOC108601848|XP_017845284.1|DBUS
OG0006447	LOC120425560|XP_039446052.1|CPIP	LOC108601901|XP_017845367.1|DBUS
OG0006448	LOC120423853|XP_039443738.1|CPIP	LOC108601823|XP_017845249.1|DBUS
OG0006449	LOC120423836|XP_039443715.1|CPIP	LOC108604163|XP_017848983.1|DBUS
OG0006450	LOC120423300|XP_039442998.1|CPIP	LOC108607883|XP_017854476.1|DBUS
OG0006451	LOC120422577|XP_039441997.1|CPIP	LOC108606658|XP_017852471.1|DBUS
OG0006452	LOC120428997|XP_039450070.1|CPIP	LOC108607863|XP_017854438.1|DBUS
OG0006453	LOC120426736|XP_039447447.1|CPIP	LOC108600853|XP_017844143.1|DBUS
OG0006454	LOC120428709|XP_039449714.1|CPIP	LOC108606621|XP_017852396.1|DBUS
OG0006455	LOC120415460|XP_039432950.1|CPIP	LOC108603212|XP_017847289.1|DBUS
OG0006456	LOC120416851|XP_039434679.1|CPIP	LOC108604643|XP_017849681.1|DBUS
OG0006457	LOC120416347|XP_039434014.1|CPIP	LOC108601799|XP_017845223.1|DBUS
OG0006458	LOC120416386|XP_039434060.1|CPIP	LOC108598343|XP_033150571.1|DBUS
OG0006459	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP	LOC108604783|XP_017849869.1|DBUS
OG0006460	LOC120426732|XP_039447439.1|CPIP	LOC108604647|XP_017849686.1|DBUS
OG0006461	LOC120427080|XP_039447856.1|CPIP	LOC108603476|XP_017847807.1|DBUS
OG0006462	LOC120427070|XP_039447842.1|CPIP	LOC108601331|XP_017844719.1|DBUS
OG0006463	LOC120427078|XP_039447854.1|CPIP	LOC108602683|XP_017846314.1|DBUS
OG0006464	LOC120424046|XP_039444002.1|CPIP	LOC108600847|XP_017844135.1|DBUS
OG0006465	LOC120431604|XP_039452642.1|CPIP	LOC108606499|XP_017852153.1|DBUS
OG0006466	LOC120431606|XP_039452645.1|CPIP	LOC108605679|XP_017850959.1|DBUS
OG0006467	LOC120422556|XP_039441967.1|CPIP	LOC108604679|XP_017849724.1|DBUS
OG0006468	LOC120431785|XP_039452841.1|CPIP	LOC108604176|XP_017849004.1|DBUS
OG0006469	LOC120425163|XP_039445535.1|CPIP	LOC108605222|XP_017850320.1|DBUS
OG0006470	LOC120430220|XP_039451232.1|CPIP	LOC108600885|XP_017844194.1|DBUS
OG0006471	LOC120425741|XP_039446281.1|CPIP	LOC108603551|XP_033150104.1|DBUS
OG0006472	LOC120425739|XP_039446278.1|CPIP	LOC108601851|XP_017845290.1|DBUS
OG0006473	LOC120425753|XP_039446295.1|CPIP	LOC108599630|XP_017842087.1|DBUS
OG0006474	LOC120425755|XP_039446303.1|CPIP	LOC108595538|XP_017836283.1|DBUS
OG0006475	LOC120425749|XP_039446289.1|CPIP	LOC108602070|XP_017845579.1|DBUS
OG0006476	LOC120418329|XP_039436597.1|CPIP	LOC108605111|XP_017850162.1|DBUS
OG0006477	LOC120418331|XP_039436600.1|CPIP	LOC108600756|XP_017844007.1|DBUS
OG0006478	LOC120427252|XP_039448041.1|CPIP	LOC108603021|XP_017846907.1|DBUS
OG0006479	LOC120427682|XP_039448497.1|CPIP	LOC108603619|XP_017848060.1|DBUS
OG0006480	LOC120427681|XP_039448496.1|CPIP	LOC108594680|XP_017835310.1|DBUS
OG0006481	LOC120428286|XP_039449212.1|CPIP	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS
OG0006482	LOC120422551|XP_039441958.1|CPIP	LOC108604375|XP_017849318.1|DBUS
OG0006483	LOC120431707|XP_039452762.1|CPIP	LOC108603853|XP_017848496.1|DBUS
OG0006484	LOC120431916|XP_039452986.1|CPIP	LOC108603852|XP_017848494.1|DBUS
OG0006485	LOC120426247|XP_039446919.1|CPIP	LOC108604455|XP_017849424.1|DBUS
OG0006486	LOC120432493|XP_039453641.1|CPIP	LOC108602319|XP_017845892.1|DBUS
OG0006487	LOC120427897|XP_039448766.1|CPIP	LOC108601803|XP_017845228.1|DBUS
OG0006488	LOC120416953|XP_039434796.1|CPIP	LOC108599922|XP_017842618.1|DBUS
OG0006489	LOC120414264|XP_039431311.1|CPIP	LOC108603293|XP_017847453.1|DBUS
OG0006490	LOC120418383|XP_039436691.1|CPIP	LOC108603966|XP_017848658.1|DBUS
OG0006491	LOC120418362|XP_039436656.1|CPIP	LOC108608359|XP_017855195.1|DBUS
OG0006492	LOC120424279|XP_039444283.1|CPIP	LOC108604702|XP_017849751.1|DBUS
OG0006493	LOC120427399|XP_039448189.1|CPIP	LOC108605261|XP_017850376.1|DBUS
OG0006494	LOC120427397|XP_039448184.1|CPIP	LOC108606739|XP_017852623.1|DBUS
OG0006496	LOC120427146|XP_039447937.1|CPIP	LOC108604526|XP_017849526.1|DBUS
OG0006497	LOC120426698|XP_039447410.1|CPIP	LOC108601929|XP_017845395.1|DBUS
OG0006498	LOC120428906|XP_039449977.1|CPIP	LOC108601778|XP_017845194.1|DBUS
OG0006499	LOC120425695|XP_039446211.1|CPIP	LOC108603462|XP_017847784.1|DBUS
OG0006500	LOC120420730|XP_039439760.1|CPIP	LOC108594485|XP_033149018.1|DBUS
OG0006501	LOC120420716|XP_039439746.1|CPIP	LOC108603047|XP_017846955.1|DBUS
OG0006502	LOC120420719|XP_039439751.1|CPIP	LOC108602075|XP_017845584.1|DBUS
OG0006503	LOC120420715|XP_039439745.1|CPIP	LOC108604115|XP_017848888.1|DBUS
OG0006504	LOC120420729|XP_039439758.1|CPIP	LOC108602297|XP_017845867.1|DBUS
OG0006505	LOC120420720|XP_039439752.1|CPIP	LOC108603921|XP_017848602.1|DBUS
OG0006507	LOC120425720|XP_039446259.1|CPIP	LOC108601758|XP_017845171.2|DBUS
OG0006508	LOC120425725|XP_039446263.1|CPIP	LOC108602473|XP_017846086.1|DBUS
OG0006509	LOC120414289|XP_039431354.1|CPIP	LOC108605325|XP_017850483.1|DBUS
OG0006510	LOC120426702|XP_039447416.1|CPIP	LOC117134730|XP_033149264.1|DBUS
OG0006511	LOC120426682|XP_039447391.1|CPIP	LOC108603155|XP_017847200.1|DBUS
OG0006512	LOC120427257|XP_039448051.1|CPIP	LOC108601441|XP_017844828.1|DBUS
OG0006513	LOC120421022|XP_039440079.1|CPIP	LOC108602877|XP_017846662.2|DBUS
OG0006516	LOC120431643|XP_039452684.1|CPIP	LOC108601615|XP_017845003.1|DBUS
OG0006517	LOC120425430|XP_039445893.1|CPIP	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS
OG0006518	LOC120425424|XP_039445883.1|CPIP	LOC108603137|XP_017847150.2|DBUS
OG0006519	LOC120425416|XP_039445880.1|CPIP	LOC108601798|XP_017845222.1|DBUS
OG0006520	LOC120430498|XP_039451528.1|CPIP	LOC108604142|XP_017848940.1|DBUS
OG0006521	LOC120427164|XP_039447957.1|CPIP	LOC108602150|XP_017845672.1|DBUS
OG0006522	LOC120421188|XP_039440323.1|CPIP	LOC108604772|XP_017849855.1|DBUS
OG0006523	LOC120421193|XP_039440331.1|CPIP	LOC108602616|XP_017846243.1|DBUS
OG0006524	LOC120421187|XP_039440322.1|CPIP	LOC108608467|XP_017855343.2|DBUS
OG0006525	LOC120421197|XP_039440334.1|CPIP	LOC108606283|XP_017851752.1|DBUS
OG0006526	LOC120430080|XP_039451104.1|CPIP	LOC108601457|XP_017844844.1|DBUS
OG0006527	LOC120430084|XP_039451107.1|CPIP	LOC108603899|XP_017848564.1|DBUS
OG0006528	LOC120430081|XP_039451105.1|CPIP	LOC108603896|XP_017848560.1|DBUS
OG0006529	LOC120430908|XP_039451964.1|CPIP	LOC108601458|XP_017844845.1|DBUS
OG0006530	LOC120430909|XP_039451965.1|CPIP	LOC108601459|XP_017844846.2|DBUS
OG0006531	LOC120429546|XP_039450537.1|CPIP	LOC108602731|XP_017846371.1|DBUS
OG0006532	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP	LOC108602315|XP_017845888.1|DBUS
OG0006534	LOC120430272|XP_039451292.1|CPIP	LOC108603727|XP_017848259.1|DBUS
OG0006535	LOC120432518|XP_039453670.1|CPIP	LOC108604058|XP_017848810.1|DBUS
OG0006536	LOC120422554|XP_039441963.1|CPIP	LOC108602342|XP_017845926.1|DBUS
OG0006538	LOC120414274|XP_039431330.1|CPIP	LOC108603283|XP_017847434.1|DBUS
OG0006539	LOC120426158|XP_039446808.1|CPIP	LOC108603534|XP_033150099.1|DBUS
OG0006540	LOC120430171|XP_039451185.1|CPIP	LOC108604700|XP_017849750.1|DBUS
OG0006541	LOC120424234|XP_039444231.1|CPIP	LOC108603615|XP_017848054.1|DBUS
OG0006542	LOC120424235|XP_039444232.1|CPIP	LOC108603617|XP_017848055.1|DBUS
OG0006543	LOC120428724|XP_039449731.1|CPIP	LOC108604009|XP_017848740.1|DBUS
OG0006544	LOC120421005|XP_039440053.1|CPIP	LOC108603488|XP_017847829.1|DBUS
OG0006545	LOC120421011|XP_039440063.1|CPIP	LOC108606136|XP_017851478.1|DBUS
OG0006546	LOC120421004|XP_039440052.1|CPIP	LOC108601810|XP_017845235.1|DBUS
OG0006547	LOC120423818|XP_039443674.1|CPIP	LOC108603324|XP_017847534.1|DBUS
OG0006549	LOC120431860|XP_039452930.1|CPIP	LOC108604691|XP_017849737.1|DBUS
OG0006550	LOC120430430|XP_039451467.1|CPIP	LOC108602403|XP_017846003.1|DBUS
OG0006551	LOC120417093|XP_039435006.1|CPIP	LOC108605321|XP_017850480.1|DBUS
OG0006552	LOC120417096|XP_039435008.1|CPIP	LOC108607099|XP_017853212.1|DBUS
OG0006553	LOC120425055|XP_039445361.1|CPIP	LOC108602468|XP_017846080.1|DBUS
OG0006554	LOC120425081|XP_039445410.1|CPIP	LOC108603013|XP_017846898.1|DBUS
OG0006555	LOC120425041|XP_039445345.1|CPIP	LOC108604388|XP_017849334.1|DBUS
OG0006556	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP	LOC108604665|XP_017849705.1|DBUS
OG0006557	LOC120415977|XP_039433561.1|CPIP	LOC108603816|XP_017848433.1|DBUS
OG0006558	LOC120420750|XP_039439784.1|CPIP	LOC108604032|XP_017848773.1|DBUS
OG0006559	LOC120420756|XP_039439793.1|CPIP	LOC108601787|XP_017845202.1|DBUS
OG0006560	LOC120420757|XP_039439794.1|CPIP	LOC108603127|XP_017847134.1|DBUS
OG0006561	LOC120420755|XP_039439792.1|CPIP	LOC108603126|XP_017847133.1|DBUS
OG0006562	LOC120423337|XP_039443042.1|CPIP	LOC108604361|XP_017849291.2|DBUS
OG0006563	LOC120423354|XP_039443063.1|CPIP	LOC108602950|XP_017846788.1|DBUS
OG0006564	LOC120423342|XP_039443046.1|CPIP	LOC108602245|XP_017845784.1|DBUS
OG0006565	LOC120423326|XP_039443021.1|CPIP	LOC108601360|XP_017844749.1|DBUS
OG0006566	LOC120425364|XP_039445802.1|CPIP	LOC108603529|XP_017847912.1|DBUS
OG0006574	LOC120427401|XP_039448191.1|CPIP	LOC108604503|XP_017849488.1|DBUS
OG0006575	LOC120425432|XP_039445895.1|CPIP	LOC108602999|XP_017846883.1|DBUS
OG0006576	LOC120422561|XP_039441977.1|CPIP	LOC108603997|XP_017848720.1|DBUS
OG0006577	LOC120422560|XP_039441976.1|CPIP	LOC108604454|XP_017849423.1|DBUS
OG0006578	LOC120422578|XP_039442000.1|CPIP	LOC108603995|XP_017848717.1|DBUS
OG0006579	LOC120422558|XP_039441975.1|CPIP	LOC108597687|XP_017839854.2|DBUS
OG0006580	LOC120425376|XP_039445822.1|CPIP	LOC108604218|XP_017849072.1|DBUS
OG0006581	LOC120425366|XP_039445808.1|CPIP	LOC108601937|XP_017845403.1|DBUS
OG0006582	LOC120425374|XP_039445816.1|CPIP	LOC108604282|XP_017849174.1|DBUS
OG0006583	LOC120425378|XP_039445825.1|CPIP	LOC108604422|XP_017849377.1|DBUS
OG0006585	LOC120430432|XP_039451472.1|CPIP	LOC108607179|XP_017853327.1|DBUS
OG0006586	LOC120417079|XP_039434983.1|CPIP	LOC108604610|XP_017849638.1|DBUS
OG0006587	LOC120417076|XP_039434978.1|CPIP	LOC108604608|XP_017849636.1|DBUS
OG0006588	LOC120417077|XP_039434979.1|CPIP	LOC108604288|XP_017849188.1|DBUS
OG0006590	LOC120427725|XP_039448562.1|CPIP	LOC108601653|XP_017845042.1|DBUS
OG0006591	LOC120428066|XP_039448959.1|CPIP	LOC108600152|XP_017843036.2|DBUS
OG0006592	LOC120428078|XP_039448989.1|CPIP	LOC108604562|XP_017849580.1|DBUS
OG0006593	LOC120428077|XP_039448987.1|CPIP	LOC108604560|XP_017849577.1|DBUS
OG0006594	LOC120428072|XP_039448980.1|CPIP	LOC108598905|XP_017841157.2|DBUS
