Orthogroup	CPIP.longest_only	DANA.longest_only
OG0007347	LOC120425934|XP_039446490.1|CPIP	LOC6502243|XP_032309351.1|DANA
OG0007348	LOC120425941|XP_039446508.1|CPIP	LOC6502186|XP_001966064.1|DANA
OG0007349	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP	LOC6502188|XP_001966062.1|DANA
OG0007350	LOC120425655|XP_039446170.1|CPIP	LOC6503601|XP_001964080.1|DANA
OG0007351	LOC120426303|XP_039446985.1|CPIP	LOC6507240|XP_001956408.1|DANA
OG0007352	LOC120426309|XP_039446991.1|CPIP	LOC6495942|XP_001959898.1|DANA
OG0007354	LOC120422369|XP_039441712.1|CPIP	LOC6503860|XP_032308412.1|DANA
OG0007355	LOC120422358|XP_039441699.1|CPIP	LOC6499138|XP_014765921.1|DANA
OG0007356	LOC120422370|XP_039441713.1|CPIP	LOC6495083|XP_001959099.1|DANA
OG0007357	LOC120422365|XP_039441708.1|CPIP	LOC6501137|XP_014766900.1|DANA
OG0007358	LOC120422359|XP_039441702.1|CPIP	LOC6499268|XP_014765993.1|DANA
OG0007359	LOC120423438|XP_039443187.1|CPIP	LOC6499076|XP_001955354.1|DANA
OG0007360	LOC120421504|XP_039440659.1|CPIP	LOC6499689|XP_032312066.1|DANA
OG0007361	LOC120421822|XP_039441036.1|CPIP	LOC6504766|XP_032309025.1|DANA
OG0007362	LOC120422093|XP_039441379.1|CPIP	LOC6497518|XP_001961921.2|DANA
OG0007363	LOC120421952|XP_039441200.1|CPIP	LOC6503472|XP_001964316.1|DANA
OG0007364	LOC120422116|XP_039441422.1|CPIP	LOC6492919|XP_032308819.1|DANA
OG0007365	LOC120421868|XP_039441102.1|CPIP	LOC6504156|XP_001964291.2|DANA
OG0007366	LOC120422084|XP_039441368.1|CPIP	LOC6499336|XP_032307846.1|DANA
OG0007367	LOC120422053|XP_039441323.1|CPIP	LOC6493425|XP_032309760.1|DANA
OG0007368	LOC120421179|XP_039440310.1|CPIP	LOC6499287|XP_001954948.1|DANA
OG0007369	LOC120421153|XP_039440281.1|CPIP	LOC6500950|XP_014766810.2|DANA
OG0007370	LOC120422175|XP_039441488.1|CPIP	LOC6494074|XP_001961030.2|DANA
OG0007371	LOC120421441|XP_039440585.1|CPIP	LOC6499402|XP_001954709.1|DANA
OG0007372	LOC120422751|XP_039442227.1|CPIP	LOC6499372|XP_001954768.1|DANA
OG0007373	LOC120422753|XP_039442230.1|CPIP	LOC6503746|XP_001963817.1|DANA
OG0007374	LOC120422722|XP_039442186.1|CPIP	LOC6501977|XP_001966805.1|DANA
OG0007375	LOC120418243|XP_039436490.1|CPIP	LOC6501941|XP_001966731.1|DANA
OG0007376	LOC120418240|XP_039436481.1|CPIP	LOC6502179|XP_001966071.2|DANA
OG0007377	LOC120418273|XP_039436526.1|CPIP	LOC6503938|XP_001963880.2|DANA
OG0007378	LOC120418252|XP_039436499.1|CPIP	LOC6503169|XP_032311837.1|DANA
OG0007379	LOC120418235|XP_039436471.1|CPIP	LOC6504905|XP_001966566.1|DANA
OG0007381	LOC120431179|XP_039452250.1|CPIP	LOC6504590|XP_001966571.1|DANA
OG0007382	LOC120431924|XP_039452998.1|CPIP	LOC6504863|XP_001966474.1|DANA
OG0007383	LOC120431650|XP_039452691.1|CPIP	LOC6504618|XP_032309277.1|DANA
OG0007386	LOC120417194|XP_039435095.1|CPIP	LOC6503971|XP_001963934.1|DANA
OG0007387	LOC120426737|XP_039447448.1|CPIP	LOC6492966|XP_001956761.2|DANA
OG0007388	LOC120427315|XP_039448103.1|CPIP	LOC6494055|XP_032312024.1|DANA
OG0007389	LOC120431003|XP_039452096.1|CPIP	LOC6498295|XP_001962480.1|DANA
OG0007393	LOC120431558|XP_039452600.1|CPIP	LOC6503436|XP_032312309.1|DANA
OG0007394	LOC120429482|XP_039450488.1|CPIP	LOC6504657|XP_032309329.1|DANA
OG0007395	LOC120424737|XP_039444862.1|CPIP	LOC6498777|XP_032308115.1|DANA
OG0007396	LOC120430955|XP_039452017.1|CPIP	LOC6500489|XP_001953334.1|DANA
OG0007398	LOC120424119|XP_039444094.1|CPIP	LOC6494645|XP_001959947.1|DANA
OG0007399	LOC120424133|XP_039444107.1|CPIP	LOC6501888|XP_001966729.1|DANA
OG0007400	LOC120419414|XP_039438026.1|CPIP	LOC6504854|XP_001966456.1|DANA
OG0007401	LOC120419394|XP_039438000.1|CPIP	LOC6505291|XP_032307860.1|DANA
OG0007402	LOC120419423|XP_039438030.1|CPIP	LOC6499349|XP_001954815.3|DANA
OG0007403	LOC120417930|XP_039436101.1|CPIP	LOC6501235|XP_014766958.1|DANA
OG0007404	LOC120417925|XP_039436095.1|CPIP	LOC6501243|XP_032306106.1|DANA
OG0007405	LOC120419553|XP_039438201.1|CPIP	LOC6500215|XP_001953009.1|DANA
OG0007406	LOC120420571|XP_039439583.1|CPIP	LOC6500955|XP_001954238.1|DANA
OG0007409	LOC120428915|XP_039449992.1|CPIP	LOC6498299|XP_001962490.3|DANA
OG0007410	LOC120423157|XP_039442771.1|CPIP	LOC6501908|XP_001967162.1|DANA
OG0007411	LOC120423154|XP_039442767.1|CPIP	LOC6504627|XP_001966507.1|DANA
OG0007412	LOC120423151|XP_039442766.1|CPIP	LOC6504043|XP_001964063.1|DANA
OG0007413	LOC120419395|XP_039438001.1|CPIP	LOC6494994|XP_001959256.1|DANA
OG0007414	LOC120431824|XP_039452880.1|CPIP	LOC6504717|XP_001966340.1|DANA
OG0007415	LOC120421353|XP_039440472.1|CPIP	LOC6504902|XP_001966558.1|DANA
OG0007416	LOC120421370|XP_039440496.1|CPIP	LOC6503585|XP_032308556.1|DANA
OG0007417	LOC120421372|XP_039440498.1|CPIP	LOC6503543|XP_001964184.2|DANA
OG0007418	LOC120419573|XP_039438232.1|CPIP	LOC6494522|XP_014762823.1|DANA
OG0007419	LOC120419555|XP_039438203.1|CPIP	LOC6500291|XP_001952898.1|DANA
OG0007420	LOC120419563|XP_039438226.1|CPIP	LOC6494672|XP_001959889.1|DANA
OG0007421	LOC120416673|XP_039434422.1|CPIP	LOC6504900|XP_014759852.1|DANA
OG0007422	LOC120416626|XP_039434367.1|CPIP	LOC6504615|XP_014759746.1|DANA
OG0007423	LOC120416635|XP_039434381.1|CPIP	LOC6502095|XP_001966225.1|DANA
OG0007424	LOC120416653|XP_039434398.1|CPIP	LOC6507869|XP_001956496.1|DANA
OG0007425	LOC120416619|XP_039434353.1|CPIP	LOC6506349|XP_001958053.1|DANA
OG0007426	LOC120416642|XP_039434386.1|CPIP	LOC6501889|XP_032308139.1|DANA
OG0007427	LOC120416641|XP_039434385.1|CPIP	LOC6503805|XP_001963708.1|DANA
OG0007428	LOC120415003|XP_039432294.1|CPIP	LOC6502225|XP_014759970.1|DANA
OG0007429	LOC120419934|XP_039438732.1|CPIP	LOC6493910|XP_032311525.1|DANA
OG0007430	LOC120424353|XP_039444387.1|CPIP	LOC6507060|XP_001956736.1|DANA
OG0007431	LOC120425265|XP_039445647.1|CPIP	LOC6504230|XP_001965122.1|DANA
OG0007432	LOC120425213|XP_039445580.1|CPIP	LOC6506090|XP_001958575.1|DANA
OG0007433	LOC120417984|XP_039436162.1|CPIP	LOC6503780|XP_001963760.1|DANA
OG0007434	LOC120418006|XP_039436184.1|CPIP	LOC6507903|XP_032310706.1|DANA
OG0007435	LOC120417978|XP_039436152.1|CPIP	LOC6507154|XP_001956575.2|DANA
OG0007436	LOC120417553|XP_039435578.1|CPIP	LOC6506759|XP_001957295.1|DANA
OG0007437	LOC120417579|XP_039435623.1|CPIP	LOC6507249|XP_001956385.1|DANA
OG0007438	LOC120423636|XP_039443439.1|CPIP	LOC6507214|XP_032310626.1|DANA
OG0007440	LOC120412535|XP_039428965.1|CPIP	LOC6504827|XP_032309111.1|DANA
OG0007441	LOC120415276|XP_039432680.1|CPIP	LOC6496217|XP_001960468.1|DANA
OG0007442	LOC120415318|XP_039432733.1|CPIP	LOC6501282|XP_001954914.1|DANA
OG0007443	LOC120415299|XP_039432704.1|CPIP	LOC26514518|XP_014764022.1|DANA
OG0007444	LOC120416757|XP_039434524.1|CPIP	LOC6494205|XP_001960752.1|DANA
OG0007445	LOC120416756|XP_039434523.1|CPIP	LOC6496354|XP_001960751.1|DANA
OG0007446	LOC120416720|XP_039434480.1|CPIP	LOC6497882|XP_001961640.1|DANA
OG0007447	LOC120416753|XP_039434520.1|CPIP	LOC6497666|XP_001961609.1|DANA
OG0007448	LOC120418471|XP_039436838.1|CPIP	LOC6493950|XP_001961262.1|DANA
OG0007449	LOC120424598|XP_039444696.1|CPIP	LOC6507144|XP_001956590.1|DANA
OG0007450	LOC120424596|XP_039444694.1|CPIP	LOC26515375|XP_014762428.1|DANA
OG0007451	LOC120422163|XP_039441474.1|CPIP	LOC6506741|XP_001957324.3|DANA
OG0007452	LOC120422164|XP_039441475.1|CPIP	LOC6493235|XP_001957325.1|DANA
OG0007453	LOC120420424|XP_039439379.1|CPIP	LOC6507192|XP_001956512.1|DANA
OG0007454	LOC120420398|XP_039439342.1|CPIP	LOC6493243|XP_001957344.1|DANA
OG0007456	LOC120431767|XP_039452819.1|CPIP	LOC6502127|XP_001966158.3|DANA
OG0007457	LOC120417560|XP_039435584.1|CPIP	LOC6507082|XP_001956702.1|DANA
OG0007458	LOC120417554|XP_039435579.1|CPIP	LOC6505410|XP_001966908.1|DANA
OG0007459	LOC120417550|XP_039435574.1|CPIP	LOC6499505|XP_001954481.1|DANA
OG0007460	LOC120417564|XP_039435593.1|CPIP	LOC6494206|XP_001960748.1|DANA
OG0007461	LOC120425789|XP_039446331.1|CPIP	LOC6507933|XP_001956634.1|DANA
OG0007462	LOC120425801|XP_039446347.1|CPIP	LOC6507932|XP_001956630.1|DANA
OG0007463	LOC120425800|XP_039446345.1|CPIP	LOC6507931|XP_001956629.3|DANA
OG0007464	LOC120425806|XP_039446353.1|CPIP	LOC6507117|XP_001956638.1|DANA
OG0007466	LOC120417572|XP_039435610.1|CPIP	LOC6494316|XP_001960545.2|DANA
OG0007467	LOC120417589|XP_039435635.1|CPIP	LOC6493924|XP_001961316.2|DANA
OG0007469	LOC120415313|XP_039432729.1|CPIP	LOC6493680|XP_001958221.2|DANA
OG0007470	LOC120415338|XP_039432761.1|CPIP	LOC6498245|XP_001962386.1|DANA
OG0007471	LOC120415306|XP_039432714.1|CPIP	LOC6494286|XP_001960606.2|DANA
OG0007472	LOC120415302|XP_039432708.1|CPIP	LOC6505220|XP_001965568.2|DANA
OG0007473	LOC120415328|XP_039432749.1|CPIP	LOC6493203|XP_001957255.1|DANA
OG0007474	LOC120424674|XP_039444786.1|CPIP	LOC6493947|XP_014762471.1|DANA
OG0007475	LOC120426476|XP_039447173.1|CPIP	LOC6493760|XP_032309708.1|DANA
OG0007476	LOC120423246|XP_039442898.1|CPIP	LOC6504062|XP_032308476.1|DANA
OG0007477	LOC120423258|XP_039442922.1|CPIP	LOC6504061|XP_032308549.1|DANA
OG0007478	LOC120423261|XP_039442927.1|CPIP	LOC6496924|XP_001963129.1|DANA
OG0007479	LOC120414907|XP_039432171.1|CPIP	LOC6503766|XP_001963781.2|DANA
OG0007480	LOC120414910|XP_039432175.1|CPIP	LOC6499265|XP_032307414.1|DANA
OG0007481	LOC120414909|XP_039432174.1|CPIP	LOC6506865|XP_001957098.1|DANA
OG0007482	LOC120414892|XP_039432148.1|CPIP	LOC6497450|XP_001962051.1|DANA
OG0007483	LOC120427765|XP_039448611.1|CPIP	LOC6496561|XP_032306952.1|DANA
OG0007484	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP	LOC26514509|XP_014760036.1|DANA
OG0007485	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP	LOC6504690|XP_001966395.1|DANA
OG0007486	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP	LOC6503125|XP_001963469.1|DANA
OG0007487	LOC120424448|XP_039444515.1|CPIP	LOC6495145|XP_032308033.1|DANA
OG0007488	LOC120424438|XP_039444502.1|CPIP	LOC6493206|XP_001957260.1|DANA
OG0007489	LOC120425130|XP_039445492.1|CPIP	LOC6500476|XP_014766575.1|DANA
OG0007490	LOC120424259|XP_039444259.1|CPIP	LOC6497685|XP_001961575.2|DANA
OG0007491	LOC120424326|XP_039444356.1|CPIP	LOC6504568|XP_032309288.1|DANA
OG0007492	LOC120424399|XP_039444436.1|CPIP	LOC6495089|XP_001959091.1|DANA
OG0007495	LOC120421447|XP_039440587.1|CPIP	LOC6502009|XP_001966864.1|DANA
OG0007496	LOC120416731|XP_039434491.1|CPIP	LOC6506247|XP_032309787.1|DANA
OG0007497	LOC120416718|XP_039434477.1|CPIP	LOC6502842|XP_001957821.2|DANA
OG0007498	LOC120427336|XP_039448121.1|CPIP	LOC6507225|XP_014765100.1|DANA
OG0007499	LOC120427338|XP_039448122.1|CPIP	LOC6506360|XP_001958026.1|DANA
OG0007500	LOC120427345|XP_039448135.1|CPIP	LOC6493575|XP_001958027.1|DANA
OG0007501	LOC120426853|XP_039447587.1|CPIP	LOC6506081|XP_001958594.1|DANA
OG0007502	LOC120422965|XP_039442487.1|CPIP	LOC26513714|XP_014763930.1|DANA
OG0007503	LOC120422956|XP_039442474.1|CPIP	LOC6497243|XP_001962489.1|DANA
OG0007504	LOC120422958|XP_039442481.1|CPIP	LOC6493224|XP_001957298.1|DANA
OG0007505	LOC120422936|XP_039442449.1|CPIP	LOC6506435|XP_001957884.1|DANA
OG0007506	LOC120422961|XP_039442484.1|CPIP	LOC6506433|XP_001957886.1|DANA
OG0007507	LOC120415213|XP_039432605.1|CPIP	LOC6506071|XP_001965103.1|DANA
OG0007508	LOC120430228|XP_039451242.1|CPIP	LOC6497424|XP_001962114.1|DANA
OG0007509	LOC120424462|XP_039444528.1|CPIP	LOC6505779|XP_001965024.1|DANA
OG0007510	LOC120415415|XP_039432878.1|CPIP	LOC6495576|XP_001959128.2|DANA
OG0007511	LOC120428240|XP_039449153.1|CPIP	LOC6497081|XP_001962794.1|DANA
OG0007512	LOC120428226|XP_039449138.1|CPIP	LOC26514740|XP_014767330.1|DANA
OG0007513	LOC120415154|XP_039432523.1|CPIP	LOC6507414|XP_001965372.1|DANA
OG0007514	LOC120415099|XP_039432451.1|CPIP	LOC6507592|XP_001955964.2|DANA
OG0007515	LOC120412355|XP_039428703.1|CPIP	LOC6507114|XP_001965311.1|DANA
OG0007516	LOC120415101|XP_039432453.1|CPIP	LOC6497959|XP_001961795.1|DANA
OG0007517	LOC120415106|XP_039432458.1|CPIP	LOC6506775|XP_001957265.1|DANA
OG0007518	LOC120415143|XP_039432511.1|CPIP	LOC6494248|XP_001960668.1|DANA
OG0007519	LOC120425533|XP_039446022.1|CPIP	LOC6495820|XP_014763506.1|DANA
OG0007521	LOC120415391|XP_039432849.1|CPIP	LOC6504508|XP_001967043.1|DANA
OG0007522	LOC120419150|XP_039437722.1|CPIP	LOC6503127|XP_001963473.1|DANA
OG0007523	LOC120412718|XP_039429236.1|CPIP	LOC6496246|XP_001960534.2|DANA
OG0007524	LOC120430842|XP_039451903.1|CPIP	LOC6497242|XP_001962491.1|DANA
OG0007525	LOC120419304|XP_039437905.1|CPIP	LOC6502416|XP_014762248.1|DANA
OG0007526	LOC120430001|XP_039451033.1|CPIP	LOC6499492|XP_001954517.2|DANA
OG0007527	LOC120430727|XP_039451773.1|CPIP	LOC6506456|XP_001957842.1|DANA
OG0007528	LOC120415091|XP_039432444.1|CPIP	LOC6496654|XP_001961340.1|DANA
OG0007529	LOC120429848|XP_039450857.1|CPIP	LOC6496092|XP_001960209.1|DANA
OG0007530	LOC120429686|XP_039450655.1|CPIP	LOC6500666|XP_001953683.1|DANA
OG0007531	LOC120429117|XP_039450235.1|CPIP	LOC6496649|XP_001961331.1|DANA
OG0007532	LOC120428784|XP_039449809.1|CPIP	LOC6496448|XP_001960928.2|DANA
OG0007534	LOC120429667|XP_039450633.1|CPIP	LOC6507829|XP_001956432.1|DANA
OG0007535	LOC120426730|XP_039447437.1|CPIP	LOC6493281|XP_001957431.2|DANA
OG0007536	LOC120415371|XP_039432827.1|CPIP	LOC6505822|XP_032305556.1|DANA
OG0007537	LOC120415418|XP_039432881.1|CPIP	LOC6493277|XP_032309672.1|DANA
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC6493275|XP_001957422.3|DANA
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC6497899|XP_001961682.2|DANA
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC6499983|XP_001953491.1|DANA
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC6496542|XP_001961110.1|DANA
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC6494515|XP_001960193.1|DANA
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC6501801|XP_032308044.1|DANA
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC6493268|XP_032310583.1|DANA
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC6497257|XP_001962456.1|DANA
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC6502670|XP_001954321.1|DANA
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC6495132|XP_001958986.1|DANA
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC6507400|XP_014765214.1|DANA
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC6493568|XP_001958014.1|DANA
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC6506113|XP_001958525.1|DANA
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC6494082|XP_032306210.1|DANA
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC6497638|XP_001961659.2|DANA
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC6497222|XP_001962528.1|DANA
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC6507758|XP_001956288.1|DANA
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC6494298|XP_001960580.1|DANA
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC6494249|XP_032306599.1|DANA
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC6494251|XP_001960661.2|DANA
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC6494640|XP_032306561.1|DANA
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC116656084|XP_032311387.1|DANA
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC6506763|XP_001957282.1|DANA
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC6493648|XP_032310027.1|DANA
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC6507925|XP_032310436.1|DANA
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC6507206|XP_001956477.1|DANA
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC6506665|XP_001957451.1|DANA
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC6499881|XP_001953710.1|DANA
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC6494213|XP_001960738.1|DANA
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC6505929|XP_001964635.2|DANA
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC6495810|XP_001959632.2|DANA
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC6494582|XP_001960063.1|DANA
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC6494804|XP_032306596.1|DANA
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC6494805|XP_001959630.1|DANA
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC6497958|XP_001961794.2|DANA
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC6494724|XP_001959793.1|DANA
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC6495840|XP_001959687.1|DANA
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC6496180|XP_032307065.1|DANA
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC6502975|XP_032308980.1|DANA
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC6502131|XP_001966152.1|DANA
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC6499468|XP_032308683.1|DANA, LOC26514262|XP_014760645.1|DANA
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC6495222|XP_001958815.1|DANA
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC6493259|XP_001957370.2|DANA
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC6503567|XP_001965287.1|DANA
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC6500341|XP_001953006.2|DANA
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC6496106|XP_001960237.2|DANA
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC6502173|XP_001966082.1|DANA
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC6507122|XP_001956632.1|DANA
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC6504363|XP_001964989.2|DANA
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC6495817|XP_032306343.1|DANA
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC6499156|XP_014760139.1|DANA
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC6503985|XP_001963959.1|DANA
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC6507810|XP_032309907.1|DANA
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC6495332|XP_001958616.1|DANA
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC6495852|XP_001959711.1|DANA
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC6504147|XP_032308700.1|DANA
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC6495344|XP_001958624.1|DANA
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC6496021|XP_001960060.1|DANA
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC6493161|XP_001957170.3|DANA
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC6506277|XP_001958213.1|DANA
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC6494411|XP_001960381.1|DANA
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC6493283|XP_001957434.1|DANA
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC6506305|XP_001958150.1|DANA
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC6493600|XP_032310381.1|DANA
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC6507791|XP_001956349.1|DANA
OG0007603	LOC120422205|XP_039441520.1|CPIP	LOC6507273|XP_014765122.1|DANA
OG0007604	LOC120416710|XP_039434460.1|CPIP	LOC6507487|XP_001955905.1|DANA
OG0007605	LOC120427875|XP_039448739.1|CPIP	LOC6506105|XP_001958540.3|DANA
OG0007606	LOC120427872|XP_039448735.1|CPIP	LOC6507145|XP_032310415.1|DANA
OG0007607	LOC120428928|XP_039450003.1|CPIP	LOC6498923|XP_001955671.1|DANA
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC6506749|XP_032310824.1|DANA
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC6505221|XP_001965570.1|DANA
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC6494341|XP_001960501.2|DANA
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC6504364|XP_014759434.1|DANA
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC6496227|XP_001960491.1|DANA
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC6494796|XP_001959651.3|DANA
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC6493094|XP_001957031.1|DANA
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC6493563|XP_001958004.1|DANA
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC6505930|XP_001964636.2|DANA
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC6493239|XP_001957338.1|DANA
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC6507828|XP_001956431.1|DANA
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC6493835|XP_001958530.1|DANA
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC6506692|XP_032310236.1|DANA
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC6495935|XP_001959884.2|DANA
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC6507848|XP_014765490.2|DANA
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC6507109|XP_032310425.1|DANA
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC6506745|XP_001957317.1|DANA
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC6507879|XP_032309518.1|DANA
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC6492938|XP_001956690.1|DANA
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC6507089|XP_001956689.1|DANA
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC6493213|XP_032308052.1|DANA
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC6507030|XP_001956792.1|DANA
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC6499339|XP_001954835.3|DANA
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC6499098|XP_001955306.1|DANA
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC6507553|XP_001955904.1|DANA
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC26514077|XP_014762296.1|DANA
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC6501578|XP_001955510.1|DANA
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC6498426|XP_001962788.1|DANA
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC6504680|XP_032309071.1|DANA
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC6502990|XP_001963459.1|DANA
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC6495629|XP_001959254.1|DANA
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC6500971|XP_001954274.1|DANA
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC6503575|XP_001964127.2|DANA
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC6501559|XP_001955472.2|DANA
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC6502359|XP_032308271.1|DANA
OG0007666	LOC120422064|XP_039441334.1|CPIP	LOC6504456|XP_001966950.1|DANA
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC6503957|XP_001963917.1|DANA
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC6497504|XP_001961946.1|DANA
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC6504821|XP_032309023.1|DANA
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC6504822|XP_001966399.1|DANA
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC6501920|XP_001966691.2|DANA
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC6503960|XP_001963923.1|DANA
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC6504479|XP_001966986.3|DANA
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC6505008|XP_001965642.1|DANA
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC6505096|XP_001965473.1|DANA
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC6503554|XP_001964168.1|DANA
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC26513704|XP_032311950.1|DANA
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC6501878|XP_032311967.1|DANA
OG0007680	LOC120432238|XP_039453347.1|CPIP	LOC6497726|XP_001961478.2|DANA
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC6498914|XP_032312168.1|DANA
