Orthogroup	CPIP.longest_only	DMAU.longest_only
OG0007957	LOC120416306|XP_039433962.1|CPIP	LOC117148562|XP_033171911.1|DMAU
OG0007958	LOC120413086|XP_039429727.1|CPIP	LOC117146810|XP_033169245.1|DMAU
OG0007959	LOC120413128|XP_039429767.1|CPIP	LOC117147091|XP_033169751.1|DMAU
OG0007960	LOC120428000|XP_039448906.1|CPIP	LOC117151041|XP_033174146.1|DMAU
OG0007961	LOC120416308|XP_039433964.1|CPIP	LOC117144369|XP_033165383.1|DMAU
OG0007962	LOC120421719|XP_039440900.1|CPIP	LOC117147029|XP_033169613.1|DMAU
OG0007963	LOC120420828|XP_039439884.1|CPIP	LOC117140746|XP_033159722.1|DMAU
OG0007964	LOC120420806|XP_039439861.1|CPIP	LOC117135333|XP_033151425.1|DMAU
OG0007965	LOC120428320|XP_039449250.1|CPIP	LOC117150856|XP_033173846.1|DMAU
OG0007966	LOC120416263|XP_039433900.1|CPIP	LOC117151070|XP_033174203.1|DMAU
OG0007967	LOC120425341|XP_039445768.1|CPIP	LOC117142535|XP_033162476.1|DMAU
OG0007968	LOC120425333|XP_039445742.1|CPIP	LOC117150946|XP_033174005.1|DMAU
OG0007969	LOC120423127|XP_039442739.1|CPIP	LOC117135225|XP_033151232.1|DMAU
OG0007970	LOC120415968|XP_039433546.1|CPIP	LOC117135547|XP_033151731.1|DMAU
OG0007971	LOC120428678|XP_039449662.1|CPIP	LOC117146607|XP_033168824.1|DMAU
OG0007972	LOC120419857|XP_039438628.1|CPIP	LOC117136353|XP_033153110.1|DMAU
OG0007973	LOC120412796|XP_039429321.1|CPIP	LOC117150399|XP_033173154.1|DMAU
OG0007974	LOC120412816|XP_039429354.1|CPIP	LOC117146688|XP_033168953.1|DMAU
OG0007975	LOC120416613|XP_039434346.1|CPIP	LOC117142482|XP_033162397.1|DMAU
OG0007976	LOC120415983|XP_039433573.1|CPIP	LOC117147599|XP_033170440.1|DMAU
OG0007977	LOC120416261|XP_039433898.1|CPIP	LOC117150617|XP_033173481.1|DMAU
OG0007978	LOC120420008|XP_039438848.1|CPIP	LOC117139097|XP_033157119.1|DMAU
OG0007979	LOC120422616|XP_039442044.1|CPIP	LOC117140544|XP_033159430.1|DMAU
OG0007980	LOC120412826|XP_039429366.1|CPIP	LOC117140119|XP_033158777.1|DMAU
OG0007981	LOC120412821|XP_039429362.1|CPIP	LOC117148777|XP_033172265.1|DMAU
OG0007982	LOC120412789|XP_039429312.1|CPIP	LOC117149781|XP_033172717.1|DMAU
OG0007983	LOC120415532|XP_039433025.1|CPIP	LOC117146696|XP_033168981.1|DMAU
OG0007984	LOC120421133|XP_039440230.1|CPIP	LOC117144579|XP_033165733.1|DMAU
OG0007985	LOC120421149|XP_039440273.1|CPIP	LOC117136639|XP_033153521.1|DMAU
OG0007987	LOC120415568|XP_039433080.1|CPIP	LOC117136050|XP_033152589.1|DMAU
OG0007988	LOC120431688|XP_039452736.1|CPIP	LOC117150535|XP_033173350.1|DMAU
OG0007989	LOC120413859|XP_039430750.1|CPIP	LOC117146689|XP_033168958.1|DMAU
OG0007990	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP	LOC117151039|XP_033174143.1|DMAU
OG0007991	LOC120419469|XP_039438089.1|CPIP	LOC117150982|XP_033174067.1|DMAU
OG0007992	LOC120426274|XP_039446951.1|CPIP	LOC117150969|XP_033174041.1|DMAU
OG0007993	LOC120432433|XP_039453585.1|CPIP	LOC117146076|XP_033167911.1|DMAU
OG0007994	LOC120423109|XP_039442722.1|CPIP	LOC117135269|XP_033151321.1|DMAU
OG0007995	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP	LOC117150352|XP_033173094.1|DMAU
OG0007996	LOC120419460|XP_039438076.1|CPIP	LOC117148029|XP_033171091.1|DMAU
OG0007997	LOC120426285|XP_039446968.1|CPIP	LOC117140827|XP_033159825.1|DMAU
OG0007998	LOC120426269|XP_039446944.1|CPIP	LOC117141117|XP_033160332.1|DMAU
OG0007999	LOC120412687|XP_039429197.1|CPIP	LOC117149517|XP_033172680.1|DMAU
OG0008000	LOC120412684|XP_039429192.1|CPIP	LOC117136516|XP_033153355.1|DMAU
OG0008001	LOC120419044|XP_039437544.1|CPIP	LOC117135130|XP_033151077.1|DMAU
OG0008003	LOC120429072|XP_039450153.1|CPIP	LOC117135157|XP_033151112.1|DMAU
OG0008004	LOC120426565|XP_039447271.1|CPIP	LOC117147705|XP_033170585.1|DMAU
OG0008005	LOC120426560|XP_039447260.1|CPIP	LOC117148588|XP_033171951.1|DMAU
OG0008006	LOC120423202|XP_039442837.1|CPIP	LOC117147538|XP_033170363.1|DMAU
OG0008007	LOC120423204|XP_039442842.1|CPIP	LOC117147462|XP_033170244.1|DMAU
OG0008009	LOC120426573|XP_039447292.1|CPIP	LOC117147018|XP_033169597.1|DMAU
OG0008010	LOC120420629|XP_039439636.1|CPIP	LOC117147623|XP_033170472.1|DMAU
OG0008011	LOC120420641|XP_039439653.1|CPIP	LOC117136020|XP_033152528.1|DMAU
OG0008012	LOC120420639|XP_039439651.1|CPIP	LOC117136902|XP_033153909.1|DMAU
OG0008013	LOC120416170|XP_039433789.1|CPIP	LOC117137336|XP_033154617.1|DMAU
OG0008014	LOC120416158|XP_039433771.1|CPIP	LOC117143789|XP_033164521.1|DMAU
OG0008015	LOC120416141|XP_039433751.1|CPIP	LOC117140401|XP_033159162.1|DMAU
OG0008016	LOC120416143|XP_039433753.1|CPIP	LOC117140403|XP_033159165.1|DMAU
OG0008017	LOC120416194|XP_039433812.1|CPIP	LOC117147563|XP_033170397.1|DMAU
OG0008018	LOC120423936|XP_039443854.1|CPIP	LOC117146419|XP_033168512.1|DMAU
OG0008019	LOC120427999|XP_039448898.1|CPIP	LOC117147642|XP_033170501.1|DMAU
OG0008020	LOC120427002|XP_039447752.1|CPIP	LOC117143954|XP_033164780.1|DMAU
OG0008021	LOC120414840|XP_039432101.1|CPIP	LOC117148075|XP_033171174.1|DMAU
OG0008022	LOC120418560|XP_039436929.1|CPIP	LOC117143228|XP_033163668.1|DMAU
OG0008023	LOC120418887|XP_039437356.1|CPIP	LOC117148548|XP_033171872.1|DMAU
OG0008024	LOC120418982|XP_039437466.1|CPIP	LOC117148549|XP_033171873.1|DMAU
OG0008025	LOC120419135|XP_039437660.1|CPIP	LOC117146420|XP_033168514.1|DMAU
OG0008026	LOC120419146|XP_039437718.1|CPIP	LOC117146608|XP_033168825.1|DMAU
OG0008027	LOC120418587|XP_039436969.1|CPIP	LOC117147993|XP_033171039.1|DMAU
OG0008028	LOC120425614|XP_039446131.1|CPIP	LOC117145415|XP_033166947.1|DMAU
OG0008029	LOC120431566|XP_039452608.1|CPIP	LOC117145040|XP_033166442.1|DMAU
OG0008030	LOC120423913|XP_039443831.1|CPIP	LOC117144200|XP_033165140.1|DMAU
OG0008031	LOC120423471|XP_039443236.1|CPIP	LOC117144864|XP_033166164.1|DMAU
OG0008032	LOC120425218|XP_039445583.1|CPIP	LOC117146083|XP_033167922.1|DMAU
OG0008033	LOC120420471|XP_039439433.1|CPIP	LOC117143005|XP_033163261.1|DMAU
OG0008034	LOC120420003|XP_039438831.1|CPIP	LOC117143242|XP_033163685.1|DMAU
OG0008035	LOC120421617|XP_039440780.1|CPIP	LOC117147009|XP_033169582.1|DMAU
OG0008036	LOC120418175|XP_039436409.1|CPIP	LOC117144322|XP_033165325.1|DMAU
OG0008037	LOC120418183|XP_039436417.1|CPIP	LOC117145707|XP_033167344.1|DMAU
OG0008038	LOC120426767|XP_039447476.1|CPIP	LOC117147872|XP_033170843.1|DMAU
OG0008039	LOC120415156|XP_039432530.1|CPIP	LOC117142456|XP_033162330.1|DMAU
OG0008040	LOC120414784|XP_039432032.1|CPIP	LOC117146026|XP_033167848.1|DMAU
OG0008042	LOC120432177|XP_039453250.1|CPIP	LOC117144840|XP_033166127.1|DMAU
OG0008044	LOC120422257|XP_039441588.1|CPIP	LOC117148827|XP_033172366.1|DMAU
OG0008045	LOC120432391|XP_039453521.1|CPIP	LOC117148761|XP_033172248.1|DMAU
OG0008046	LOC120432380|XP_039453508.1|CPIP	LOC117142634|XP_033162629.1|DMAU
OG0008047	LOC120432389|XP_039453518.1|CPIP	LOC117143063|XP_033163411.1|DMAU
OG0008048	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP	LOC117142633|XP_033162628.1|DMAU
OG0008049	LOC120432353|XP_039453473.1|CPIP	LOC117143062|XP_033163410.1|DMAU
OG0008050	LOC120432403|XP_039453538.1|CPIP	LOC117143100|XP_033163472.1|DMAU
OG0008051	LOC120432405|XP_039453542.1|CPIP	LOC117143078|XP_033163439.1|DMAU
OG0008052	LOC120413664|XP_039430526.1|CPIP	LOC117142660|XP_033162679.1|DMAU
OG0008053	LOC120414511|XP_039431655.1|CPIP	LOC117141679|XP_033161166.1|DMAU
OG0008054	LOC120414530|XP_039431676.1|CPIP	LOC117147708|XP_033170589.1|DMAU
OG0008055	LOC120414472|XP_039431602.1|CPIP	LOC117147651|XP_033170516.1|DMAU
OG0008056	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP	LOC117148049|XP_033171125.1|DMAU
OG0008057	LOC120419257|XP_039437846.1|CPIP	LOC117144159|XP_033165082.1|DMAU
OG0008058	LOC120417064|XP_039434955.1|CPIP	LOC117145970|XP_033167762.1|DMAU
OG0008059	LOC120419106|XP_039437634.1|CPIP	LOC117144162|XP_033165088.1|DMAU
OG0008060	LOC120417147|XP_039435066.1|CPIP	LOC117143217|XP_033163657.1|DMAU
OG0008061	LOC120417126|XP_039435037.1|CPIP	LOC117146413|XP_033168504.1|DMAU
OG0008062	LOC120417128|XP_039435038.1|CPIP	LOC117147659|XP_033170527.1|DMAU
OG0008063	LOC120415920|XP_039433499.1|CPIP	LOC117144841|XP_033166128.1|DMAU
OG0008064	LOC120429834|XP_039450832.1|CPIP	LOC117147984|XP_033171026.1|DMAU
OG0008065	LOC120417535|XP_039435551.1|CPIP	LOC117147136|XP_033169805.1|DMAU
OG0008066	LOC120417510|XP_039435522.1|CPIP	LOC117148726|XP_033172169.1|DMAU
OG0008067	LOC120425863|XP_039446418.1|CPIP	LOC117146527|XP_033168686.1|DMAU
OG0008068	LOC120417332|XP_039435252.1|CPIP	LOC117148219|XP_033171400.1|DMAU
OG0008069	LOC120413797|XP_039430681.1|CPIP	LOC117143576|XP_033164211.1|DMAU
OG0008070	LOC120413765|XP_039430636.1|CPIP	LOC117142636|XP_033162632.1|DMAU
OG0008071	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP	LOC117147145|XP_033169814.1|DMAU
OG0008072	LOC120430873|XP_039451934.1|CPIP	LOC117146652|XP_033168878.1|DMAU
OG0008073	LOC120414835|XP_039432095.1|CPIP	LOC117148863|XP_033172423.1|DMAU
OG0008074	LOC120414844|XP_039432103.1|CPIP	LOC117148864|XP_033172426.1|DMAU
OG0008075	LOC120414824|XP_039432085.1|CPIP	LOC117136993|XP_033154060.1|DMAU
OG0008076	LOC120414833|XP_039432093.1|CPIP	LOC117148678|XP_033172107.1|DMAU
OG0008077	LOC120414837|XP_039432097.1|CPIP	LOC117145159|XP_033166597.1|DMAU
OG0008078	LOC120414849|XP_039432107.1|CPIP	LOC117147061|XP_033169709.1|DMAU
OG0008079	LOC120431495|XP_039452534.1|CPIP	LOC117148481|XP_033171748.1|DMAU
OG0008080	LOC120413938|XP_039430871.1|CPIP	LOC117148682|XP_033172113.1|DMAU
OG0008081	LOC120413950|XP_039430887.1|CPIP	LOC117148160|XP_033171285.1|DMAU
OG0008082	LOC120413934|XP_039430865.1|CPIP	LOC117144941|XP_033166286.1|DMAU
OG0008083	LOC120413939|XP_039430872.1|CPIP	LOC117145763|XP_033167420.1|DMAU
OG0008084	LOC120413028|XP_039429636.1|CPIP	LOC117145277|XP_033166756.1|DMAU
OG0008085	LOC120412993|XP_039429578.1|CPIP	LOC117143820|XP_033164556.1|DMAU
OG0008086	LOC120412962|XP_039429540.1|CPIP	LOC117145760|XP_033167415.1|DMAU
OG0008087	LOC120412978|XP_039429561.1|CPIP	LOC117147451|XP_033170224.1|DMAU
OG0008088	LOC120414399|XP_039431510.1|CPIP	LOC117146825|XP_033169269.1|DMAU
OG0008089	LOC120414391|XP_039431498.1|CPIP	LOC117141930|XP_033161559.1|DMAU
OG0008090	LOC120417906|XP_039436069.1|CPIP	LOC117146484|XP_033168615.1|DMAU
OG0008091	LOC120425713|XP_039446244.1|CPIP	LOC117145950|XP_033167724.1|DMAU
OG0008092	LOC120413991|XP_039430935.1|CPIP	LOC117142610|XP_033162583.1|DMAU
OG0008093	LOC120413996|XP_039430940.1|CPIP	LOC117146930|XP_033169465.1|DMAU
OG0008094	LOC120413995|XP_039430938.1|CPIP	LOC117140167|XP_033158868.1|DMAU
OG0008095	LOC120425930|XP_039446485.1|CPIP	LOC117143246|XP_033163698.1|DMAU
OG0008096	LOC120425932|XP_039446487.1|CPIP	LOC117148474|XP_033171740.1|DMAU
OG0008097	LOC120425928|XP_039446483.1|CPIP	LOC117148754|XP_033172236.1|DMAU
OG0008098	LOC120425660|XP_039446174.1|CPIP	LOC117140770|XP_033159743.1|DMAU
OG0008099	LOC120426304|XP_039446987.1|CPIP	LOC117139644|XP_033157994.1|DMAU
OG0008100	LOC120422357|XP_039441694.1|CPIP	LOC117143142|XP_033163527.1|DMAU
OG0008101	LOC120422378|XP_039441720.1|CPIP	LOC117146785|XP_033169210.1|DMAU
OG0008102	LOC120423442|XP_039443193.1|CPIP	LOC117143182|XP_033163591.1|DMAU
OG0008103	LOC120423440|XP_039443190.1|CPIP	LOC117148063|XP_033171145.1|DMAU
OG0008104	LOC120421502|XP_039440657.1|CPIP	LOC117141108|XP_033160320.1|DMAU
OG0008105	LOC120421503|XP_039440658.1|CPIP	LOC117142526|XP_033162462.1|DMAU
OG0008106	LOC120422284|XP_039441612.1|CPIP	LOC117140550|XP_033159436.1|DMAU
OG0008107	LOC120421813|XP_039441028.1|CPIP	LOC117145253|XP_033166726.1|DMAU
OG0008108	LOC120421538|XP_039440701.1|CPIP	LOC117147707|XP_033170587.1|DMAU
OG0008109	LOC120422062|XP_039441336.1|CPIP	LOC117147468|XP_033170249.1|DMAU
OG0008110	LOC120418244|XP_039436491.1|CPIP	LOC117147181|XP_033169873.1|DMAU
OG0008111	LOC120418249|XP_039436497.1|CPIP	LOC117148660|XP_033172064.1|DMAU
OG0008112	LOC120418266|XP_039436517.1|CPIP	LOC117146725|XP_033169053.1|DMAU
OG0008113	LOC120418257|XP_039436509.1|CPIP	LOC117147908|XP_033170908.1|DMAU
OG0008114	LOC120418256|XP_039436507.1|CPIP	LOC117147907|XP_033170907.1|DMAU
OG0008115	LOC120418282|XP_039436538.1|CPIP	LOC117148561|XP_033171895.1|DMAU
OG0008116	LOC120418232|XP_039436466.1|CPIP	LOC117146547|XP_033168734.1|DMAU
OG0008117	LOC120418230|XP_039436459.1|CPIP	LOC117148011|XP_033171062.1|DMAU
OG0008120	LOC120431176|XP_039452244.1|CPIP	LOC117146632|XP_033168855.1|DMAU
OG0008125	LOC120427458|XP_039448261.1|CPIP	LOC117147455|XP_033170231.1|DMAU
OG0008135	LOC120424058|XP_039444013.1|CPIP	LOC117142844|XP_033162968.1|DMAU
OG0008137	LOC120419399|XP_039438010.1|CPIP	LOC117148378|XP_033171626.1|DMAU
OG0008138	LOC120419577|XP_039438235.1|CPIP	LOC117140606|XP_033159507.1|DMAU
OG0008139	LOC120419582|XP_039438244.1|CPIP	LOC117137133|XP_033154323.1|DMAU
OG0008140	LOC120419557|XP_039438204.1|CPIP	LOC117147458|XP_033170239.1|DMAU
OG0008141	LOC120419552|XP_039438200.1|CPIP	LOC117146948|XP_033169494.1|DMAU
OG0008142	LOC120419564|XP_039438227.1|CPIP	LOC117147977|XP_033171018.1|DMAU
OG0008143	LOC120419554|XP_039438202.1|CPIP	LOC117148537|XP_033171852.1|DMAU
OG0008144	LOC120419568|XP_039438231.1|CPIP	LOC117138503|XP_033156526.1|DMAU
OG0008145	LOC120416634|XP_039434377.1|CPIP	LOC117147075|XP_033169726.1|DMAU
OG0008146	LOC120416661|XP_039434403.1|CPIP	LOC117146973|XP_033169533.1|DMAU
OG0008147	LOC120416633|XP_039434374.1|CPIP	LOC117146964|XP_033169520.1|DMAU
OG0008148	LOC120416617|XP_039434348.1|CPIP	LOC117148786|XP_033172288.1|DMAU
OG0008149	LOC120414990|XP_039432281.1|CPIP	LOC117147245|XP_033169954.1|DMAU
OG0008150	LOC120415006|XP_039432299.1|CPIP	LOC117147307|XP_033170046.1|DMAU
OG0008151	LOC120414981|XP_039432259.1|CPIP	LOC117148628|XP_033172012.1|DMAU
OG0008152	LOC120414986|XP_039432274.1|CPIP	LOC117148704|XP_033172137.1|DMAU
OG0008153	LOC120424960|XP_039445252.1|CPIP	LOC117136312|XP_033153051.1|DMAU
OG0008154	LOC120425255|XP_039445635.1|CPIP	LOC117141812|XP_033161356.1|DMAU
OG0008155	LOC120417989|XP_039436169.1|CPIP	LOC117139686|XP_033158063.1|DMAU
OG0008156	LOC120417582|XP_039435627.1|CPIP	LOC117146075|XP_033167910.1|DMAU
OG0008157	LOC120418461|XP_039436828.1|CPIP	LOC117144684|XP_033165898.1|DMAU
OG0008158	LOC120429860|XP_039450865.1|CPIP	LOC117147239|XP_033169944.1|DMAU
OG0008159	LOC120420433|XP_039439391.1|CPIP	LOC117141737|XP_033161248.1|DMAU
OG0008161	LOC120419608|XP_039438282.1|CPIP	LOC117140122|XP_033158776.1|DMAU
OG0008162	LOC120419606|XP_039438280.1|CPIP	LOC117148113|XP_033171223.1|DMAU
OG0008163	LOC120415324|XP_039432743.1|CPIP	LOC117141879|XP_033161459.1|DMAU
OG0008164	LOC120421463|XP_039440611.1|CPIP	LOC117148263|XP_033171460.1|DMAU
OG0008165	LOC120428354|XP_039449291.1|CPIP	LOC117147477|XP_033170264.1|DMAU
OG0008166	LOC120428355|XP_039449293.1|CPIP	LOC117146771|XP_033169180.1|DMAU
OG0008167	LOC120423250|XP_039442905.1|CPIP	LOC117147448|XP_033170222.1|DMAU
OG0008168	LOC120423249|XP_039442903.1|CPIP	LOC117147654|XP_033170520.1|DMAU
OG0008169	LOC120423265|XP_039442933.1|CPIP	LOC117146357|XP_033168399.1|DMAU
OG0008170	LOC120423259|XP_039442926.1|CPIP	LOC117137154|XP_033154355.1|DMAU
OG0008171	LOC120414905|XP_039432168.1|CPIP	LOC117148795|XP_033172299.1|DMAU
OG0008172	LOC120431259|XP_039452326.1|CPIP	LOC117144327|XP_033165331.1|DMAU
OG0008173	LOC120428145|XP_039449063.1|CPIP	LOC117137797|XP_033155363.1|DMAU
OG0008174	LOC120425075|XP_039445405.1|CPIP	LOC117136076|XP_033152620.1|DMAU
OG0008175	LOC120424271|XP_039444269.1|CPIP	LOC117147822|XP_033170768.1|DMAU
OG0008176	LOC120417982|XP_039436158.1|CPIP	LOC117148475|XP_033171741.1|DMAU
OG0008177	LOC120421481|XP_039440632.1|CPIP	LOC117148934|XP_033172550.1|DMAU
OG0008178	LOC120431969|XP_039453042.1|CPIP	LOC117147373|XP_033170133.1|DMAU
OG0008179	LOC120427539|XP_039448342.1|CPIP	LOC117147661|XP_033170528.1|DMAU
OG0008180	LOC120427530|XP_039448330.1|CPIP	LOC117146464|XP_033168589.1|DMAU
OG0008181	LOC120427532|XP_039448332.1|CPIP	LOC117146473|XP_033168602.1|DMAU
OG0008182	LOC120416741|XP_039434510.1|CPIP	LOC117137403|XP_033154717.1|DMAU
OG0008183	LOC120422938|XP_039442450.1|CPIP	LOC117138465|XP_033156482.1|DMAU
OG0008184	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP	LOC117144926|XP_033166271.1|DMAU
OG0008185	LOC120421841|XP_039441058.1|CPIP	LOC117143248|XP_033163700.1|DMAU
OG0008186	LOC120425540|XP_039446035.1|CPIP	LOC117136192|XP_033152829.1|DMAU
OG0008187	LOC120425544|XP_039446039.1|CPIP	LOC117136197|XP_033152834.1|DMAU
OG0008188	LOC120415873|XP_039433443.1|CPIP	LOC117142770|XP_033162851.1|DMAU
OG0008189	LOC120428242|XP_039449156.1|CPIP	LOC117150654|XP_033173531.1|DMAU
OG0008190	LOC120419166|XP_039437752.1|CPIP	LOC117141293|XP_033160563.1|DMAU
OG0008191	LOC120419149|XP_039437720.1|CPIP	LOC117146421|XP_033168515.1|DMAU
OG0008192	LOC120419148|XP_039437715.1|CPIP	LOC117148268|XP_033171472.1|DMAU
OG0008193	LOC120419174|XP_039437761.1|CPIP	LOC117148199|XP_033171371.1|DMAU
OG0008194	LOC120419312|XP_039437915.1|CPIP	LOC117143661|XP_033164336.1|DMAU
OG0008195	LOC120428721|XP_039449726.1|CPIP	LOC117137531|XP_033154908.1|DMAU
OG0008196	LOC120425517|XP_039446000.1|CPIP	LOC117136523|XP_033153359.1|DMAU
OG0008197	LOC120426748|XP_039447456.1|CPIP	LOC117140387|XP_033159145.1|DMAU
OG0008198	LOC120426725|XP_039447430.1|CPIP	LOC117146351|XP_033168393.1|DMAU
OG0008199	LOC120415867|XP_039433437.1|CPIP	LOC117147823|XP_033170770.1|DMAU
OG0008200	LOC120418149|XP_039436382.1|CPIP	LOC117136511|XP_033153346.1|DMAU
OG0008201	LOC120412356|XP_039428706.1|CPIP	LOC117139685|XP_033158062.1|DMAU
OG0008202	LOC120412338|XP_039428675.1|CPIP	LOC117139128|XP_033157167.1|DMAU
OG0008203	LOC120412348|XP_039428697.1|CPIP	LOC117142123|XP_033161910.1|DMAU
OG0008204	LOC120412344|XP_039428679.1|CPIP	LOC117148191|XP_033171352.1|DMAU
OG0008205	LOC120416824|XP_039434644.1|CPIP	LOC117146614|XP_033168833.1|DMAU
OG0008206	LOC120416813|XP_039434622.1|CPIP	LOC117139084|XP_033157091.1|DMAU
OG0008207	LOC120416860|XP_039434690.1|CPIP	LOC117141230|XP_033160481.1|DMAU
OG0008208	LOC120421857|XP_039441081.1|CPIP	LOC117137586|XP_033154983.1|DMAU
OG0008209	LOC120421878|XP_039441109.1|CPIP	LOC117140257|XP_033158954.1|DMAU
OG0008210	LOC120420290|XP_039439222.1|CPIP	LOC117141522|XP_033160904.1|DMAU
OG0008211	LOC120415208|XP_039432598.1|CPIP	LOC117135474|XP_033151584.1|DMAU
OG0008212	LOC120424703|XP_039444817.1|CPIP	LOC117140225|XP_033158914.1|DMAU
OG0008213	LOC120424715|XP_039444831.1|CPIP	LOC117148883|XP_033172474.1|DMAU
OG0008214	LOC120431000|XP_039452094.1|CPIP	LOC117142110|XP_033161887.1|DMAU
OG0008215	LOC120431046|XP_039452132.1|CPIP	LOC117148116|XP_033171227.1|DMAU
OG0008216	LOC120421831|XP_039441043.1|CPIP	LOC117141941|XP_033161583.1|DMAU
OG0008217	LOC120415837|XP_039433408.1|CPIP	LOC117148821|XP_033172359.1|DMAU
OG0008218	LOC120427510|XP_039448306.1|CPIP	LOC117138254|XP_033156106.1|DMAU
OG0008219	LOC120432588|XP_039453758.1|CPIP	LOC117148807|XP_033172342.1|DMAU
OG0008220	LOC120432548|XP_039453707.1|CPIP	LOC117146768|XP_033169173.1|DMAU
OG0008221	LOC120432537|XP_039453695.1|CPIP	LOC117150720|XP_033173628.1|DMAU
OG0008222	LOC120422210|XP_039441526.1|CPIP	LOC117139172|XP_033157224.1|DMAU
OG0008223	LOC120416675|XP_039434428.1|CPIP	LOC117141788|XP_033161313.1|DMAU
OG0008224	LOC120423790|XP_039443641.1|CPIP	LOC117138960|XP_033156891.1|DMAU
OG0008225	LOC120423694|XP_039443524.1|CPIP	LOC117146998|XP_033169568.1|DMAU
OG0008226	LOC120429101|XP_039450198.1|CPIP	LOC117148207|XP_033171383.1|DMAU
OG0008227	LOC120432313|XP_039453430.1|CPIP	LOC117145687|XP_033167320.1|DMAU
OG0008228	LOC120424630|XP_039444730.1|CPIP	LOC117145619|XP_033167226.1|DMAU
OG0008230	LOC120419231|XP_039437821.1|CPIP	LOC117142879|XP_033163041.1|DMAU
OG0008232	LOC120414680|XP_039431898.1|CPIP	LOC117141833|XP_033161379.1|DMAU
OG0008233	LOC120414075|XP_039431029.1|CPIP	LOC117140234|XP_033158928.1|DMAU
OG0008235	LOC120424466|XP_039444534.1|CPIP	LOC117146380|XP_033168432.1|DMAU
OG0008236	LOC120419583|XP_039438245.1|CPIP	LOC117137176|XP_033154381.1|DMAU
OG0008237	LOC120416495|XP_039434144.1|CPIP	LOC117136788|XP_033153735.1|DMAU
OG0008238	LOC120414441|XP_039431561.1|CPIP	LOC117140018|XP_033158640.1|DMAU
OG0008239	LOC120413233|XP_039429896.1|CPIP	LOC117141054|XP_033160231.1|DMAU
OG0008240	LOC120423617|XP_039443418.1|CPIP	LOC117136832|XP_033153802.1|DMAU
OG0008243	LOC120414400|XP_039431511.1|CPIP	LOC117135770|XP_033152127.1|DMAU
OG0008246	LOC120426142|XP_039446793.1|CPIP	LOC117136451|XP_033153261.1|DMAU
OG0008266	LOC120415055|XP_039432370.1|CPIP	LOC117145437|XP_033166983.1|DMAU
OG0008267	LOC120432217|XP_039453316.1|CPIP	LOC117143256|XP_033163712.1|DMAU
OG0008268	LOC120415049|XP_039432357.1|CPIP	LOC117136454|XP_033153273.1|DMAU
OG0008269	LOC120431077|XP_039452167.1|CPIP	LOC117150571|XP_033173414.1|DMAU
OG0008270	LOC120418122|XP_039436334.1|CPIP	LOC117148514|XP_033171811.1|DMAU
OG0008271	LOC120419288|XP_039437889.1|CPIP	LOC117141461|XP_033160808.1|DMAU
OG0008272	LOC120421050|XP_039440127.1|CPIP	LOC117148949|XP_033172580.1|DMAU
OG0008273	LOC120430978|XP_039452050.1|CPIP	LOC117143013|XP_033163271.1|DMAU
OG0008274	LOC120429177|XP_039450324.1|CPIP	LOC117146995|XP_033169563.1|DMAU
OG0008275	LOC120416397|XP_039434073.1|CPIP	LOC117147298|XP_033170036.1|DMAU
OG0008277	LOC120424283|XP_039444288.1|CPIP	LOC117146815|XP_033169255.1|DMAU
OG0008278	LOC120422442|XP_039441818.1|CPIP	LOC117151040|XP_033174144.1|DMAU
OG0008279	LOC120429658|XP_039450621.1|CPIP	LOC117147688|XP_033170563.1|DMAU
OG0008280	LOC120429660|XP_039450625.1|CPIP	LOC117148531|XP_033171836.1|DMAU
OG0008281	LOC120416919|XP_039434759.1|CPIP	LOC117147799|XP_033170739.1|DMAU
OG0008282	LOC120412755|XP_039429284.1|CPIP	LOC117147286|XP_033170021.1|DMAU
OG0008283	LOC120432411|XP_039453548.1|CPIP	LOC117147717|XP_033170608.1|DMAU
OG0008284	LOC120424103|XP_039444092.1|CPIP	LOC117146340|XP_033168360.1|DMAU
OG0008285	LOC120413559|XP_039430410.1|CPIP	LOC117147176|XP_033169863.1|DMAU
OG0008286	LOC120417716|XP_039435801.1|CPIP	LOC117146898|XP_033169395.1|DMAU
OG0008287	LOC120412520|XP_039428952.1|CPIP	LOC117146577|XP_033168777.1|DMAU
OG0008288	LOC120414528|XP_039431670.1|CPIP	LOC117142394|XP_033162232.1|DMAU
OG0008289	LOC120429020|XP_039450095.1|CPIP, LOC120427222|XP_039448019.1|CPIP	LOC117142898|XP_033163071.1|DMAU
OG0008290	LOC120414181|XP_039431193.1|CPIP	LOC117146871|XP_033169352.1|DMAU
OG0008291	LOC120414168|XP_039431157.1|CPIP	LOC117146365|XP_033168407.1|DMAU
OG0008292	LOC120416243|XP_039433879.1|CPIP	LOC117146993|XP_033169560.1|DMAU
OG0008293	LOC120416253|XP_039433890.1|CPIP	LOC117142798|XP_033162895.1|DMAU
