Orthogroup	CPIP.longest_only	SLEB.longest_only
OG0007538	LOC120415429|XP_039432905.1|CPIP	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC120415414|XP_039432877.1|CPIP	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC120415411|XP_039432873.1|CPIP	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC120415394|XP_039432854.1|CPIP	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC120415352|XP_039432774.1|CPIP	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC120420332|XP_039439261.1|CPIP	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC120429986|XP_039451011.1|CPIP	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC120428810|XP_039449845.1|CPIP	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC120432666|XP_039453849.1|CPIP	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC120412351|XP_039428698.1|CPIP	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC120425248|XP_039445628.1|CPIP	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC120425245|XP_039445614.1|CPIP	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC120425963|XP_039446544.1|CPIP	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC120425959|XP_039446540.1|CPIP	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC120425961|XP_039446542.1|CPIP	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC120421975|XP_039441219.1|CPIP	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC120416836|XP_039434658.1|CPIP	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC120416857|XP_039434688.1|CPIP	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC120416814|XP_039434624.1|CPIP	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC120416854|XP_039434678.1|CPIP	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC120416839|XP_039434662.1|CPIP	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC120416808|XP_039434615.1|CPIP	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC120416848|XP_039434671.1|CPIP	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC120428655|XP_039449636.1|CPIP	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC120416989|XP_039434849.1|CPIP	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC120417015|XP_039434885.1|CPIP	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC120421866|XP_039441098.1|CPIP	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC120421855|XP_039441079.1|CPIP	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC120426912|XP_039447652.1|CPIP	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC120426913|XP_039447653.1|CPIP	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC120415858|XP_039433429.1|CPIP	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC120415874|XP_039433444.1|CPIP	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC120415859|XP_039433430.1|CPIP	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC120420288|XP_039439221.1|CPIP	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC120426514|XP_039447218.1|CPIP	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC120426519|XP_039447221.1|CPIP	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC120426498|XP_039447202.1|CPIP	LOC115624594|XP_030375193.1|SLEB
OG0007576	LOC120415163|XP_039432532.1|CPIP	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC120415183|XP_039432574.1|CPIP	LOC115626671|XP_030377957.1|SLEB
OG0007578	LOC120415166|XP_039432538.1|CPIP	LOC115631617|XP_030384282.1|SLEB
OG0007579	LOC120424720|XP_039444837.1|CPIP	LOC115620807|XP_030370092.1|SLEB
OG0007580	LOC120424717|XP_039444834.1|CPIP	LOC115622256|XP_030372016.1|SLEB
OG0007581	LOC120424721|XP_039444838.1|CPIP	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC120424718|XP_039444835.1|CPIP	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC120424722|XP_039444839.1|CPIP	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC120418576|XP_039436955.1|CPIP	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC120418580|XP_039436962.1|CPIP	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC120431047|XP_039452136.1|CPIP	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC120425092|XP_039445419.1|CPIP	LOC115624705|XP_030375380.1|SLEB
OG0007588	LOC120421829|XP_039441039.1|CPIP	LOC115630415|XP_030382809.1|SLEB
OG0007589	LOC120416366|XP_039434035.1|CPIP	LOC115626761|XP_030378078.1|SLEB
OG0007590	LOC120421565|XP_039440726.1|CPIP	LOC115633122|XP_030386372.1|SLEB
OG0007591	LOC120421578|XP_039440742.1|CPIP	LOC115634439|XP_030388006.1|SLEB
OG0007592	LOC120428804|XP_039449838.1|CPIP	LOC115630287|XP_030382686.1|SLEB
OG0007593	LOC120420319|XP_039439244.1|CPIP	LOC115627121|XP_030378551.1|SLEB
OG0007594	LOC120427504|XP_039448292.1|CPIP	LOC115625775|XP_030376808.1|SLEB
OG0007595	LOC120432585|XP_039453753.1|CPIP	LOC115632499|XP_030385542.1|SLEB
OG0007596	LOC120432560|XP_039453722.1|CPIP	LOC115622951|XP_030372946.1|SLEB
OG0007597	LOC120425837|XP_039446392.1|CPIP	LOC115625423|XP_030376326.1|SLEB
OG0007598	LOC120421558|XP_039440718.1|CPIP	LOC115633808|XP_030387153.1|SLEB
OG0007599	LOC120423744|XP_039443591.1|CPIP	LOC115624671|XP_030375332.1|SLEB
OG0007600	LOC120423746|XP_039443594.1|CPIP	LOC115621040|XP_030370425.1|SLEB
OG0007601	LOC120422235|XP_039441553.1|CPIP	LOC115624692|XP_030375362.1|SLEB
OG0007602	LOC120422214|XP_039441533.1|CPIP	LOC115624740|XP_030375427.1|SLEB
OG0007603	LOC120422205|XP_039441520.1|CPIP	LOC115624786|XP_030375478.1|SLEB
OG0007604	LOC120416710|XP_039434460.1|CPIP	LOC115632600|XP_030385685.1|SLEB
OG0007605	LOC120427875|XP_039448739.1|CPIP	LOC115623150|XP_030373220.1|SLEB
OG0007606	LOC120427872|XP_039448735.1|CPIP	LOC115623286|XP_030373429.1|SLEB
OG0007607	LOC120428928|XP_039450003.1|CPIP	LOC115620527|XP_030369656.1|SLEB
OG0007608	LOC120423799|XP_039443653.1|CPIP	LOC115634378|XP_030387922.1|SLEB
OG0007609	LOC120423793|XP_039443646.1|CPIP	LOC115627226|XP_030378709.1|SLEB
OG0007610	LOC120423911|XP_039443826.1|CPIP	LOC115629227|XP_030381502.1|SLEB
OG0007611	LOC120423878|XP_039443762.1|CPIP	LOC115627862|XP_030379585.1|SLEB
OG0007612	LOC120423880|XP_039443773.1|CPIP	LOC115634743|XP_030388495.1|SLEB
OG0007613	LOC120423891|XP_039443801.1|CPIP	LOC115633376|XP_030386683.1|SLEB
OG0007614	LOC120423685|XP_039443512.1|CPIP	LOC115632427|XP_030385428.1|SLEB
OG0007615	LOC120423692|XP_039443521.1|CPIP	LOC115633032|XP_030386236.1|SLEB
OG0007616	LOC120423688|XP_039443514.1|CPIP	LOC115620666|XP_030369880.1|SLEB
OG0007617	LOC120423686|XP_039443513.1|CPIP	LOC115630373|XP_030382768.1|SLEB
OG0007618	LOC120423684|XP_039443511.1|CPIP	LOC115622296|XP_030372059.1|SLEB
OG0007619	LOC120423691|XP_039443519.1|CPIP	LOC115622541|XP_030372367.1|SLEB
OG0007620	LOC120423707|XP_039443546.1|CPIP	LOC115623197|XP_030373281.1|SLEB
OG0007621	LOC120423893|XP_039443807.1|CPIP	LOC115632800|XP_030385915.1|SLEB
OG0007622	LOC120429113|XP_039450218.1|CPIP	LOC115623219|XP_030373318.1|SLEB
OG0007623	LOC120429111|XP_039450209.1|CPIP	LOC115623248|XP_030373371.1|SLEB
OG0007624	LOC120429125|XP_039450250.1|CPIP	LOC115633758|XP_030387093.1|SLEB
OG0007625	LOC120429119|XP_039450242.1|CPIP	LOC115622121|XP_030371829.1|SLEB
OG0007626	LOC120428266|XP_039449192.1|CPIP	LOC115632530|XP_030385586.1|SLEB
OG0007627	LOC120428255|XP_039449179.1|CPIP	LOC115632529|XP_030385585.1|SLEB
OG0007628	LOC120415070|XP_039432398.1|CPIP	LOC115627977|XP_030379733.1|SLEB
OG0007629	LOC120420790|XP_039439837.1|CPIP	LOC115622881|XP_030372834.1|SLEB
OG0007630	LOC120429171|XP_039450317.1|CPIP	LOC115623811|XP_030374215.1|SLEB
OG0007631	LOC120421421|XP_039440569.1|CPIP	LOC115620496|XP_030369607.1|SLEB
OG0007632	LOC120420812|XP_039439866.1|CPIP	LOC115624556|XP_030375144.1|SLEB
OG0007633	LOC120423670|XP_039443490.1|CPIP	LOC115631881|XP_030384590.1|SLEB
OG0007634	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP	LOC115633259|XP_030386523.1|SLEB, LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB
OG0007635	LOC120424364|XP_039444393.1|CPIP	LOC115626039|XP_030377150.1|SLEB
OG0007638	LOC120427292|XP_039448078.1|CPIP	LOC115631948|XP_030384665.1|SLEB
OG0007639	LOC120418877|XP_039437344.1|CPIP	LOC115623446|XP_030373656.1|SLEB
OG0007640	LOC120428888|XP_039449961.1|CPIP	LOC115631215|XP_030383783.1|SLEB
OG0007641	LOC120424396|XP_039444428.1|CPIP	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB
OG0007651	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP	LOC115629259|XP_030381540.1|SLEB
OG0007664	LOC120432210|XP_039453304.1|CPIP	LOC115620215|XP_030369213.1|SLEB
OG0007665	LOC120421060|XP_039440139.1|CPIP	LOC115633285|XP_030386554.1|SLEB
OG0007667	LOC120421078|XP_039440157.1|CPIP	LOC115626933|XP_030378302.1|SLEB
OG0007668	LOC120415081|XP_039432417.1|CPIP	LOC115625983|XP_030377089.1|SLEB
OG0007669	LOC120432337|XP_039453459.1|CPIP	LOC115628820|XP_030380908.1|SLEB
OG0007670	LOC120432336|XP_039453458.1|CPIP	LOC115628819|XP_030380907.1|SLEB
OG0007671	LOC120415059|XP_039432379.1|CPIP	LOC115630193|XP_030382620.1|SLEB
OG0007672	LOC120413709|XP_039430564.1|CPIP	LOC115627817|XP_030379507.1|SLEB
OG0007674	LOC120418098|XP_039436300.1|CPIP	LOC115627552|XP_030379129.1|SLEB
OG0007675	LOC120418104|XP_039436308.1|CPIP	LOC115627073|XP_030378480.1|SLEB
OG0007676	LOC120418120|XP_039436332.1|CPIP	LOC115627502|XP_030379051.1|SLEB
OG0007677	LOC120418127|XP_039436338.1|CPIP	LOC115626730|XP_030378036.1|SLEB
OG0007678	LOC120432216|XP_039453315.1|CPIP	LOC115627992|XP_030379747.1|SLEB
OG0007679	LOC120432327|XP_039453446.1|CPIP	LOC115628026|XP_030379822.1|SLEB
OG0007680	LOC120432238|XP_039453347.1|CPIP	LOC115629051|XP_030381218.1|SLEB
OG0007681	LOC120413734|XP_039430594.1|CPIP	LOC115625295|XP_030376169.1|SLEB
OG0007682	LOC120421044|XP_039440121.1|CPIP	LOC115627289|XP_030378780.1|SLEB
OG0007683	LOC120421045|XP_039440122.1|CPIP	LOC115627414|XP_030378936.1|SLEB
OG0007684	LOC120429210|XP_039450362.1|CPIP	LOC115627278|XP_030378768.1|SLEB
OG0007685	LOC120412427|XP_039428823.1|CPIP	LOC115628748|XP_030380815.1|SLEB
OG0007686	LOC120430764|XP_039451812.1|CPIP	LOC115627789|XP_030379470.1|SLEB
OG0007687	LOC120430936|XP_039451990.1|CPIP	LOC115626865|XP_030378231.1|SLEB
OG0007689	LOC120429176|XP_039450323.1|CPIP	LOC115627507|XP_030379061.1|SLEB
OG0007690	LOC120416385|XP_039434053.1|CPIP	LOC115627416|XP_030378938.1|SLEB
OG0007691	LOC120419701|XP_039438422.1|CPIP	LOC115621381|XP_030370870.1|SLEB
OG0007692	LOC120417678|XP_039435745.1|CPIP	LOC115629678|XP_030382058.1|SLEB
OG0007693	LOC120417680|XP_039435747.1|CPIP	LOC115627424|XP_030378957.1|SLEB
OG0007694	LOC120422473|XP_039441862.1|CPIP	LOC115628680|XP_030380713.1|SLEB
OG0007695	LOC120424285|XP_039444290.1|CPIP	LOC115628900|XP_030381019.1|SLEB
OG0007696	LOC120415054|XP_039432369.1|CPIP	LOC115633916|XP_030387284.1|SLEB
OG0007697	LOC120431137|XP_039452218.1|CPIP	LOC115624999|XP_030375734.1|SLEB
OG0007698	LOC120431201|XP_039452279.1|CPIP	LOC115629243|XP_030381519.1|SLEB
OG0007699	LOC120422535|XP_039441931.1|CPIP	LOC115627602|XP_030379184.1|SLEB
OG0007700	LOC120422528|XP_039441922.1|CPIP	LOC115628865|XP_030380977.1|SLEB
OG0007701	LOC120422526|XP_039441918.1|CPIP	LOC115629578|XP_030381930.1|SLEB
OG0007702	LOC120424293|XP_039444309.1|CPIP	LOC115629811|XP_030382238.1|SLEB
OG0007703	LOC120420186|XP_039439102.1|CPIP	LOC115633260|XP_030386525.1|SLEB
OG0007704	LOC120422461|XP_039441838.1|CPIP	LOC115620316|XP_030369368.1|SLEB
OG0007705	LOC120422443|XP_039441820.1|CPIP	LOC115629602|XP_030381956.1|SLEB
OG0007706	LOC120420220|XP_039439142.1|CPIP	LOC115627527|XP_030379087.1|SLEB
OG0007707	LOC120420252|XP_039439178.1|CPIP	LOC115633305|XP_030386584.1|SLEB
OG0007708	LOC120416886|XP_039434713.1|CPIP	LOC115627529|XP_030379089.1|SLEB
OG0007709	LOC120413339|XP_039430049.1|CPIP	LOC115629112|XP_030381301.1|SLEB
OG0007710	LOC120412706|XP_039429220.1|CPIP	LOC115627855|XP_030379576.1|SLEB
OG0007711	LOC120412954|XP_039429532.1|CPIP	LOC115627255|XP_030378742.1|SLEB
OG0007712	LOC120432603|XP_039453786.1|CPIP	LOC115629867|XP_030382319.1|SLEB
OG0007713	LOC120413005|XP_039429591.1|CPIP	LOC115629716|XP_030382097.1|SLEB
OG0007714	LOC120412406|XP_039428805.1|CPIP	LOC115627451|XP_030378977.1|SLEB
OG0007715	LOC120432339|XP_039453464.1|CPIP	LOC115627129|XP_030378561.1|SLEB
OG0007716	LOC120421425|XP_039440571.1|CPIP	LOC115629491|XP_030381825.1|SLEB
OG0007717	LOC120417022|XP_039434895.1|CPIP	LOC115620517|XP_030369643.1|SLEB
OG0007719	LOC120428373|XP_039449338.1|CPIP	LOC115628807|XP_030380883.1|SLEB
OG0007720	LOC120426047|XP_039446701.1|CPIP	LOC115628938|XP_030381071.1|SLEB
OG0007721	LOC120415177|XP_039432603.1|CPIP	LOC115627793|XP_030379473.1|SLEB
OG0007722	LOC120413640|XP_039430525.1|CPIP	LOC115627971|XP_030379726.1|SLEB
OG0007723	LOC120429012|XP_039450115.1|CPIP	LOC115628001|XP_030379767.1|SLEB
OG0007724	LOC120423411|XP_039443183.1|CPIP	LOC115631899|XP_030384608.1|SLEB
OG0007725	LOC120413343|XP_039430056.1|CPIP	LOC115629788|XP_030382203.1|SLEB
OG0007726	LOC120424698|XP_039444811.1|CPIP	LOC115627315|XP_030378819.1|SLEB
OG0007727	LOC120424692|XP_039444805.1|CPIP	LOC115625929|XP_030377025.1|SLEB
OG0007728	LOC120424529|XP_039444622.1|CPIP	LOC115628808|XP_030380888.1|SLEB
OG0007729	LOC120424532|XP_039444627.1|CPIP	LOC115627101|XP_030378517.1|SLEB
OG0007730	LOC120416906|XP_039434739.1|CPIP	LOC115628897|XP_030381016.1|SLEB
OG0007731	LOC120430987|XP_039452086.1|CPIP	LOC115623236|XP_030373345.1|SLEB
OG0007732	LOC120413291|XP_039429981.1|CPIP	LOC115627485|XP_030379024.1|SLEB
OG0007733	LOC120413161|XP_039429807.1|CPIP	LOC115627340|XP_030378845.1|SLEB
OG0007735	LOC120426602|XP_039447329.1|CPIP	LOC115626823|XP_030378163.1|SLEB
OG0007736	LOC120414524|XP_039431666.1|CPIP	LOC115626854|XP_030378216.1|SLEB
OG0007737	LOC120414150|XP_039431121.1|CPIP	LOC115621263|XP_030370722.1|SLEB
OG0007738	LOC120414170|XP_039431162.1|CPIP	LOC115620889|XP_030370231.1|SLEB
OG0007739	LOC120419613|XP_039438286.1|CPIP	LOC115628696|XP_030380735.1|SLEB
OG0007740	LOC120419627|XP_039438315.1|CPIP	LOC115628816|XP_030380902.1|SLEB
OG0007741	LOC120417756|XP_039435845.1|CPIP	LOC115629749|XP_030382145.1|SLEB
OG0007742	LOC120432667|XP_039453854.1|CPIP	LOC115627731|XP_030379353.1|SLEB
OG0007743	LOC120428363|XP_039449301.1|CPIP	LOC115621047|XP_030370429.1|SLEB
OG0007744	LOC120422227|XP_039441583.1|CPIP	LOC115629127|XP_030381325.1|SLEB
OG0007746	LOC120426471|XP_039447168.1|CPIP	LOC115620411|XP_030369491.1|SLEB
OG0007747	LOC120413292|XP_039429980.1|CPIP	LOC115627680|XP_030379283.1|SLEB
OG0007748	LOC120413272|XP_039429935.1|CPIP	LOC115627570|XP_030379154.1|SLEB
OG0007749	LOC120423866|XP_039443748.1|CPIP	LOC115626906|XP_030378276.1|SLEB
OG0007750	LOC120423870|XP_039443752.1|CPIP, LOC120420772|XP_039439853.1|CPIP	LOC115620581|XP_030369744.1|SLEB
OG0007751	LOC120430115|XP_039451133.1|CPIP	LOC115631722|XP_030384417.1|SLEB
OG0007752	LOC120425535|XP_039446029.1|CPIP	LOC115626841|XP_030378188.1|SLEB
OG0007753	LOC120416279|XP_039433927.1|CPIP	LOC115627572|XP_030379155.1|SLEB
OG0007754	LOC120418065|XP_039436257.1|CPIP	LOC115629121|XP_030381318.1|SLEB
OG0007755	LOC120414210|XP_039431244.1|CPIP	LOC115629207|XP_030381467.1|SLEB
OG0007756	LOC120419885|XP_039438684.1|CPIP, LOC120418087|XP_039436289.1|CPIP	LOC115626947|XP_030378323.1|SLEB
OG0007757	LOC120419905|XP_039438707.1|CPIP	LOC115627448|XP_030378973.1|SLEB
OG0007758	LOC120419890|XP_039438692.1|CPIP	LOC115625665|XP_030376659.1|SLEB
OG0007760	LOC120428463|XP_039449410.1|CPIP	LOC115628818|XP_030380906.1|SLEB
OG0007761	LOC120426438|XP_039447136.1|CPIP	LOC115629107|XP_030381292.1|SLEB
OG0007762	LOC120426431|XP_039447128.1|CPIP	LOC115629129|XP_030381329.1|SLEB
OG0007763	LOC120426439|XP_039447137.1|CPIP	LOC115631708|XP_030384395.1|SLEB
OG0007764	LOC120426430|XP_039447125.1|CPIP	LOC115626751|XP_030378064.1|SLEB
OG0007765	LOC120426447|XP_039447140.1|CPIP	LOC115626882|XP_030378252.1|SLEB
OG0007766	LOC120426424|XP_039447116.1|CPIP	LOC115620568|XP_030369719.1|SLEB
OG0007767	LOC120424148|XP_039444126.1|CPIP	LOC115627984|XP_030379740.1|SLEB
OG0007768	LOC120431852|XP_039452912.1|CPIP	LOC115626764|XP_030378081.1|SLEB
OG0007771	LOC120429691|XP_039450660.1|CPIP	LOC115626410|XP_030377636.1|SLEB
OG0007772	LOC120425008|XP_039445313.1|CPIP	LOC115628824|XP_030380916.1|SLEB
OG0007773	LOC120425482|XP_039445953.1|CPIP	LOC115626424|XP_030377652.1|SLEB
OG0007775	LOC120425624|XP_039446141.1|CPIP	LOC115629782|XP_030382196.1|SLEB
OG0007776	LOC120425635|XP_039446152.1|CPIP	LOC115627684|XP_030379287.1|SLEB
OG0007777	LOC120431415|XP_039452470.1|CPIP	LOC115633349|XP_030386644.1|SLEB
OG0007778	LOC120427650|XP_039448463.1|CPIP	LOC115627116|XP_030378541.1|SLEB
OG0007780	LOC120428525|XP_039449488.1|CPIP	LOC115633218|XP_030386465.1|SLEB
OG0007781	LOC120413004|XP_039429588.1|CPIP	LOC115629858|XP_030382303.1|SLEB
OG0007782	LOC120429010|XP_039450082.1|CPIP	LOC115629216|XP_030381482.1|SLEB
OG0007788	LOC120425477|XP_039445946.1|CPIP	LOC115621116|XP_030370520.1|SLEB
OG0007789	LOC120431710|XP_039452766.1|CPIP	LOC115620984|XP_030370364.1|SLEB
OG0007790	LOC120431864|XP_039452933.1|CPIP	LOC115621784|XP_030371402.1|SLEB
OG0007791	LOC120423859|XP_039443746.1|CPIP	LOC115620728|XP_030369968.1|SLEB
OG0007792	LOC120423835|XP_039443714.1|CPIP	LOC115627184|XP_030378647.1|SLEB
OG0007794	LOC120417203|XP_039435103.1|CPIP	LOC115629135|XP_030381338.1|SLEB
OG0007795	LOC120430959|XP_039452023.1|CPIP	LOC115627518|XP_030379073.1|SLEB
OG0007796	LOC120425733|XP_039446270.1|CPIP	LOC115629032|XP_030381194.1|SLEB
OG0007797	LOC120423295|XP_039442993.1|CPIP	LOC115620526|XP_030369653.1|SLEB
OG0007798	LOC120423294|XP_039442991.1|CPIP	LOC115621689|XP_030371259.1|SLEB
OG0007800	LOC120426742|XP_039447454.1|CPIP	LOC115621131|XP_030370542.1|SLEB
OG0007802	LOC120415992|XP_039433583.1|CPIP	LOC115625521|XP_030376446.1|SLEB
OG0007803	LOC120422571|XP_039441989.1|CPIP	LOC115621934|XP_030371641.1|SLEB
OG0007804	LOC120430217|XP_039451226.1|CPIP	LOC115628670|XP_030380699.1|SLEB
OG0007805	LOC120430222|XP_039451235.1|CPIP	LOC115628733|XP_030380796.1|SLEB
OG0007806	LOC120430221|XP_039451234.1|CPIP	LOC115628694|XP_030380731.1|SLEB
OG0007808	LOC120423723|XP_039443562.1|CPIP	LOC115629998|XP_030382486.1|SLEB
OG0007809	LOC120428284|XP_039449211.1|CPIP	LOC115627267|XP_030378755.1|SLEB
OG0007810	LOC120428287|XP_039449213.1|CPIP	LOC115626606|XP_030377859.1|SLEB
OG0007812	LOC120418356|XP_039436643.1|CPIP	LOC115627156|XP_030378598.1|SLEB
OG0007813	LOC120431840|XP_039452905.1|CPIP	LOC115621890|XP_030371578.1|SLEB
OG0007814	LOC120421190|XP_039440328.1|CPIP	LOC115629934|XP_030382400.1|SLEB
OG0007815	LOC120424262|XP_039444258.1|CPIP	LOC115627304|XP_030378806.1|SLEB
OG0007816	LOC120427406|XP_039448201.1|CPIP	LOC115628175|XP_030380022.1|SLEB
OG0007817	LOC120427405|XP_039448200.1|CPIP	LOC115621430|XP_030370941.1|SLEB
OG0007818	LOC120427156|XP_039447947.1|CPIP	LOC115620485|XP_030369578.1|SLEB
OG0007819	LOC120421191|XP_039440329.1|CPIP	LOC115627242|XP_030378725.1|SLEB
OG0007820	LOC120420713|XP_039439742.1|CPIP	LOC115621771|XP_030371381.1|SLEB
OG0007821	LOC120420733|XP_039439762.1|CPIP	LOC115621370|XP_030370856.1|SLEB
OG0007822	LOC120420732|XP_039439761.1|CPIP	LOC115621369|XP_030370855.1|SLEB
OG0007823	LOC120420718|XP_039439750.1|CPIP	LOC115621265|XP_030370724.1|SLEB
OG0007824	LOC120420721|XP_039439753.1|CPIP	LOC115621240|XP_030370692.1|SLEB
OG0007825	LOC120414293|XP_039431363.1|CPIP	LOC115621073|XP_030370460.1|SLEB
OG0007826	LOC120422546|XP_039441947.1|CPIP	LOC115621970|XP_030371680.1|SLEB
OG0007827	LOC120431640|XP_039452682.1|CPIP	LOC115633320|XP_030386610.1|SLEB
OG0007828	LOC120422325|XP_039441653.1|CPIP	LOC115624973|XP_030375685.1|SLEB
OG0007829	LOC120430493|XP_039451521.1|CPIP	LOC115620580|XP_030369740.1|SLEB
OG0007830	LOC120430092|XP_039451113.1|CPIP, LOC120424333|XP_039444358.1|CPIP	LOC115621345|XP_030370825.1|SLEB
OG0007831	LOC120421186|XP_039440321.1|CPIP	LOC115629554|XP_030381902.1|SLEB
OG0007832	LOC120427413|XP_039448211.1|CPIP	LOC115629580|XP_030381932.1|SLEB
OG0007833	LOC120427403|XP_039448198.1|CPIP	LOC115626812|XP_030378148.1|SLEB
OG0007834	LOC120417014|XP_039434888.1|CPIP	LOC115628204|XP_030380057.1|SLEB
OG0007835	LOC120415630|XP_039433164.1|CPIP	LOC115629543|XP_030381886.1|SLEB
OG0007836	LOC120415785|XP_039433350.1|CPIP	LOC115621213|XP_030370655.1|SLEB
OG0007837	LOC120430150|XP_039451168.1|CPIP	LOC115621974|XP_030371684.1|SLEB
OG0007838	LOC120428854|XP_039449910.1|CPIP	LOC115621227|XP_030370676.1|SLEB
OG0007839	LOC120430275|XP_039451301.1|CPIP	LOC115633418|XP_030386737.1|SLEB
OG0007840	LOC120423556|XP_039443338.1|CPIP	LOC115620713|XP_030369950.1|SLEB
OG0007841	LOC120431390|XP_039452454.1|CPIP, LOC120430168|XP_039451181.1|CPIP	LOC115621599|XP_030371151.1|SLEB
OG0007842	LOC120424276|XP_039444273.1|CPIP	LOC115621239|XP_030370690.1|SLEB
OG0007843	LOC120424267|XP_039444263.1|CPIP	LOC115620183|XP_030369166.1|SLEB
OG0007846	LOC120424856|XP_039445042.1|CPIP	LOC115627573|XP_030379156.1|SLEB
OG0007848	LOC120428710|XP_039449715.1|CPIP	LOC115620810|XP_030370094.1|SLEB
OG0007849	LOC120428705|XP_039449711.1|CPIP	LOC115620408|XP_030369489.1|SLEB
OG0007850	LOC120428704|XP_039449710.1|CPIP	LOC115620397|XP_030369469.1|SLEB
OG0007851	LOC120428708|XP_039449713.1|CPIP	LOC115621533|XP_030371058.1|SLEB
OG0007852	LOC120423341|XP_039443045.1|CPIP	LOC115622041|XP_030371769.1|SLEB
OG0007853	LOC120418336|XP_039436609.1|CPIP	LOC115621947|XP_030371654.1|SLEB
OG0007854	LOC120418337|XP_039436610.1|CPIP	LOC115621086|XP_030370479.1|SLEB
OG0007855	LOC120423527|XP_039443307.1|CPIP	LOC115625473|XP_030376382.1|SLEB
OG0007856	LOC120423533|XP_039443314.1|CPIP	LOC115621566|XP_030371107.1|SLEB
OG0007857	LOC120431748|XP_039452808.1|CPIP	LOC115620948|XP_030370323.1|SLEB
OG0007858	LOC120431826|XP_039452886.1|CPIP	LOC115632038|XP_030384863.1|SLEB
OG0007865	LOC120422580|XP_039442003.1|CPIP	LOC115632478|XP_030385512.1|SLEB
OG0007866	LOC120425371|XP_039445814.1|CPIP	LOC115620417|XP_030369500.1|SLEB
OG0007867	LOC120425368|XP_039445810.1|CPIP	LOC115621733|XP_030371323.1|SLEB
OG0007868	LOC120423558|XP_039443344.1|CPIP	LOC115621683|XP_030371254.1|SLEB
OG0007869	LOC120428080|XP_039448991.1|CPIP	LOC115628955|XP_030381091.1|SLEB
OG0007870	LOC120427621|XP_039448435.1|CPIP	LOC115623174|XP_030373250.1|SLEB
OG0007871	LOC120423015|XP_039442587.1|CPIP	LOC115629923|XP_030382388.1|SLEB
OG0007872	LOC120421742|XP_039440943.1|CPIP	LOC115623012|XP_030373043.1|SLEB
OG0007873	LOC120417842|XP_039435996.1|CPIP	LOC115622348|XP_030372121.1|SLEB
OG0007874	LOC120419493|XP_039438116.1|CPIP	LOC115629663|XP_030382038.1|SLEB
OG0007875	LOC120419498|XP_039438122.1|CPIP	LOC115620395|XP_030369472.1|SLEB
OG0007876	LOC120422633|XP_039442065.1|CPIP	LOC115628887|XP_030381004.1|SLEB
