Orthogroup	DSEC.longest_only	AEAL.longest_only
OG0007311	LOC6607724|XP_032579113.1|DSEC	LOC109405715|XP_029735740.1|AEAL
OG0007312	LOC6609426|XP_002034111.1|DSEC	LOC109408400|XP_029735841.1|AEAL
OG0007313	LOC6620166|XP_002044377.1|DSEC	LOC109424071|XP_029719670.1|AEAL
OG0007314	LOC6616092|XP_032580394.1|DSEC	LOC109416301|XP_029736257.1|AEAL
OG0007315	LOC6617604|XP_032581228.1|DSEC	LOC109426211|XP_029719723.1|AEAL, LOC109424064|XP_029736338.1|AEAL
OG0007316	LOC6619033|XP_002043278.1|DSEC	LOC109423999|XP_019554606.2|AEAL
OG0007317	LOC6614027|XP_002038481.1|DSEC	LOC109426228|XP_019557231.2|AEAL
OG0007318	LOC6614026|XP_032576375.1|DSEC	LOC109424046|XP_029727731.1|AEAL
OG0007319	LOC6605432|XP_002030265.1|DSEC	LOC109426709|XP_029727698.1|AEAL
OG0007320	LOC6606969|XP_002031761.1|DSEC	LOC115266126|XP_029727956.1|AEAL, LOC109424019|XP_019554617.2|AEAL
OG0007321	LOC6616128|XP_032581977.1|DSEC	LOC109424013|XP_029727749.1|AEAL, LOC115254158|XP_029727766.1|AEAL
OG0007322	LOC6615934|XP_032580622.1|DSEC	LOC115266050|XP_029727756.1|AEAL, LOC109404393|XP_029727768.1|AEAL
OG0007323	LOC6615877|XP_032582595.1|DSEC	LOC109431929|XP_019563780.2|AEAL, LOC109404394|XP_019532788.2|AEAL
OG0007324	LOC6613973|XP_002038437.1|DSEC	LOC109431782|XP_019563591.1|AEAL
OG0007325	LOC6607466|XP_002032235.1|DSEC	LOC109431779|XP_019563588.2|AEAL
OG0007326	LOC6613974|XP_032576676.1|DSEC	LOC109431784|XP_029727848.1|AEAL
OG0007327	LOC6610565|XP_002035138.1|DSEC	LOC109431792|XP_019563602.2|AEAL
OG0007328	LOC6606261|XP_002031066.1|DSEC	LOC109431839|XP_029727998.1|AEAL
OG0007329	LOC6619704|XP_002043919.1|DSEC	LOC115266100|XP_029727887.1|AEAL, LOC109412338|XP_029724744.1|AEAL, LOC115264848|XP_029724739.1|AEAL
OG0007330	LOC6614822|XP_032581828.1|DSEC	LOC109422662|XP_019553062.2|AEAL, LOC109401120|XP_019529144.2|AEAL
OG0007331	LOC6615869|XP_032582562.1|DSEC	LOC115260168|XP_029716936.1|AEAL, LOC109422660|XP_029736402.1|AEAL
OG0007332	LOC6615233|XP_032580104.1|DSEC	LOC109422659|XP_029736405.1|AEAL, LOC115253559|XP_029716934.1|AEAL
OG0007333	LOC6616882|XP_002041218.1|DSEC	LOC109422624|XP_019552993.2|AEAL
OG0007334	LOC6613115|XP_002037596.2|DSEC	LOC109422607|XP_019552956.2|AEAL
OG0007335	LOC6605002|XP_032575788.1|DSEC	LOC109406142|XP_019534745.1|AEAL
OG0007336	LOC6618580|XP_002042839.2|DSEC	LOC109401784|XP_019529944.1|AEAL
OG0007337	LOC6606084|XP_002030893.1|DSEC	LOC109401779|XP_019529938.2|AEAL
OG0007338	LOC6610625|XP_002035192.1|DSEC	LOC115255977|XP_029710057.1|AEAL
OG0007339	LOC6607181|XP_002031967.1|DSEC	LOC109403735|XP_019532149.2|AEAL
OG0007340	LOC6616671|XP_032578431.1|DSEC	LOC109403728|XP_019532137.2|AEAL
OG0007341	LOC6613954|XP_032578389.1|DSEC	LOC109403732|XP_029718559.1|AEAL
OG0007342	LOC6612627|XP_032578169.1|DSEC	LOC109433434|XP_029718596.1|AEAL
OG0007343	LOC6607753|XP_002032516.1|DSEC	LOC109403316|XP_019531669.1|AEAL
OG0007344	LOC6617365|XP_002041690.1|DSEC	LOC109403315|XP_019531668.2|AEAL
OG0007345	LOC6607755|XP_002032518.2|DSEC	LOC109406576|XP_019535228.1|AEAL
OG0007346	LOC6610772|XP_002035338.1|DSEC	LOC109406543|XP_029718585.1|AEAL
OG0007347	LOC6619561|XP_032582073.1|DSEC	LOC109403272|XP_029718587.1|AEAL, LOC115269494|XP_029734138.1|AEAL
OG0007348	LOC6619572|XP_002043787.1|DSEC	LOC109412232|XP_019541412.2|AEAL
OG0007349	LOC6619570|XP_002043785.1|DSEC	LOC109412235|XP_029734146.1|AEAL
OG0007350	LOC6612384|XP_002036893.1|DSEC	LOC109412245|XP_019541431.2|AEAL, LOC109403330|XP_019531683.2|AEAL
OG0007351	LOC6605675|XP_032573560.1|DSEC	LOC109403311|XP_029718619.1|AEAL
OG0007352	LOC6608889|XP_002033603.1|DSEC	LOC109403282|XP_019531632.2|AEAL
OG0007353	LOC6613911|XP_002038376.1|DSEC	LOC109415062|XP_019544464.2|AEAL, LOC109403287|XP_019531639.2|AEAL
OG0007354	LOC6614787|XP_032582185.1|DSEC	LOC109414121|XP_019543410.2|AEAL
OG0007355	LOC6614013|XP_032578185.1|DSEC	LOC109415075|XP_029718665.1|AEAL
OG0007356	LOC6608295|XP_002033032.1|DSEC	LOC109414127|XP_029718670.1|AEAL
OG0007357	LOC6614114|XP_032577866.1|DSEC	LOC109414131|XP_019543434.2|AEAL
OG0007358	LOC6606195|XP_002031003.2|DSEC	LOC109416838|XP_019546476.2|AEAL
OG0007359	LOC6617162|XP_032577789.1|DSEC	LOC109398821|XP_029709976.1|AEAL, LOC109417347|XP_019546998.2|AEAL
OG0007360	LOC6606343|XP_002031148.1|DSEC	LOC109398863|XP_019526852.2|AEAL
OG0007361	LOC6615873|XP_032582572.1|DSEC	LOC109429171|XP_029718794.1|AEAL, LOC109398837|XP_029718827.1|AEAL
OG0007362	LOC6614640|XP_002039067.2|DSEC	LOC109429170|XP_029718829.1|AEAL, LOC109398884|XP_029718795.1|AEAL
OG0007363	LOC6612533|XP_002037041.2|DSEC	LOC109429162|XP_019560572.2|AEAL
OG0007364	LOC6612531|XP_002037039.1|DSEC	LOC109429157|XP_029718833.1|AEAL, LOC115253602|XP_029718799.1|AEAL
OG0007365	LOC116802028|XP_032580819.1|DSEC	LOC109429156|XP_029718847.1|AEAL, LOC109398868|XP_029718845.1|AEAL
OG0007366	LOC116801565|XP_032577865.1|DSEC, LOC6619098|XP_032582818.1|DSEC	LOC109429149|XP_019560544.2|AEAL
OG0007367	LOC6610725|XP_002035291.1|DSEC	LOC109429148|XP_029730079.1|AEAL
OG0007368	LOC6620076|XP_002044288.1|DSEC	LOC109429118|XP_019560513.2|AEAL
OG0007369	LOC6616688|XP_032576987.1|DSEC	LOC109429111|XP_029719014.1|AEAL
OG0007370	LOC6608121|XP_002032869.1|DSEC	LOC109429104|XP_019560489.2|AEAL
OG0007371	LOC6612678|XP_002037181.1|DSEC	LOC109429098|XP_029719005.1|AEAL
OG0007372	LOC6607169|XP_002031955.2|DSEC	LOC109411604|XP_029718972.1|AEAL
OG0007373	LOC6619591|XP_002043806.1|DSEC	LOC109427239|XP_029718919.1|AEAL, LOC115254073|XP_029718971.1|AEAL
OG0007374	LOC6619777|XP_002043990.1|DSEC	LOC115261150|XP_029718369.1|AEAL, LOC115261162|XP_029718380.1|AEAL
OG0007375	LOC6619734|XP_002043949.1|DSEC	LOC115260327|XP_029717117.1|AEAL, LOC109428135|XP_029710431.1|AEAL
OG0007376	LOC6619579|XP_032582072.1|DSEC	LOC109406883|XP_019535437.2|AEAL
OG0007377	LOC6617964|XP_002042272.1|DSEC	LOC115261502|XP_029719095.1|AEAL, LOC109404483|XP_019532916.1|AEAL
OG0007378	LOC6615062|XP_032580853.1|DSEC	LOC109406319|XP_019534959.2|AEAL, LOC115261505|XP_029719098.1|AEAL
OG0007379	LOC6619956|XP_002044168.1|DSEC	LOC109404472|XP_029719039.1|AEAL, LOC109406315|XP_019534953.1|AEAL
OG0007380	LOC6615977|XP_032581731.1|DSEC	LOC109406304|XP_029719029.1|AEAL, LOC109404485|XP_029719110.1|AEAL, LOC115261487|XP_029719064.1|AEAL
OG0007381	LOC6619952|XP_002044164.1|DSEC	LOC109406328|XP_029719045.1|AEAL, LOC109404503|XP_019532946.2|AEAL
OG0007382	LOC6616106|XP_002040471.1|DSEC	LOC109406293|XP_019534923.2|AEAL, LOC115261517|XP_029719141.1|AEAL
OG0007383	LOC6616156|XP_032580035.1|DSEC	LOC109404958|XP_029719144.1|AEAL
OG0007384	LOC6616101|XP_002040466.1|DSEC	LOC109404966|XP_029719198.1|AEAL, LOC109416165|XP_029718397.1|AEAL
OG0007385	LOC6618103|XP_002042401.1|DSEC	LOC115261524|XP_029719200.1|AEAL, LOC109404981|XP_029719237.1|AEAL
OG0007386	LOC6612394|XP_002036903.1|DSEC	LOC109416145|XP_029719223.1|AEAL, LOC109416207|XP_029719212.1|AEAL
OG0007387	LOC6620003|XP_002044215.1|DSEC	LOC109416206|XP_029719222.1|AEAL, LOC109416144|XP_019545657.2|AEAL
OG0007388	LOC6619988|XP_002044200.2|DSEC	LOC109416142|XP_029719221.1|AEAL, LOC109416205|XP_029719216.1|AEAL
OG0007389	LOC6619305|XP_032583452.1|DSEC	LOC109416635|XP_029719266.1|AEAL, LOC109432844|XP_029719277.1|AEAL
OG0007390	LOC6616084|XP_002040450.2|DSEC	LOC109432835|XP_029719292.1|AEAL, LOC109416626|XP_029719291.1|AEAL, LOC115254082|XP_029719263.1|AEAL
OG0007391	LOC6619679|XP_002043894.1|DSEC	LOC109416624|XP_029719261.1|AEAL, LOC109432833|XP_029719282.1|AEAL, LOC115261554|XP_029719283.1|AEAL
OG0007392	LOC6615843|XP_032580233.1|DSEC	LOC115261572|XP_029719327.1|AEAL, LOC109416618|XP_019546228.2|AEAL, LOC109432819|XP_029719254.1|AEAL, LOC115261559|XP_029719302.1|AEAL
OG0007393	LOC6607732|XP_032576343.1|DSEC	LOC109432808|XP_019564698.2|AEAL
OG0007395	LOC6615159|XP_032582241.1|DSEC	LOC109432733|XP_019564662.1|AEAL
OG0007396	LOC6613953|XP_032578388.1|DSEC	LOC109621965|XP_029710319.1|AEAL
OG0007397	LOC6611933|XP_032569741.1|DSEC	LOC115268851|XP_029732883.1|AEAL
OG0007399	LOC6619787|XP_032581426.1|DSEC	LOC109416482|XP_029732994.1|AEAL, LOC109419429|XP_029732996.1|AEAL
OG0007400	LOC6616061|XP_002040427.1|DSEC	LOC109416704|XP_029733002.1|AEAL
OG0007401	LOC6617531|XP_002041846.2|DSEC	LOC109411905|XP_019541076.2|AEAL
OG0007402	LOC6619070|XP_002043310.1|DSEC	LOC109411915|XP_019541091.1|AEAL
OG0007403	LOC6619075|XP_002043315.2|DSEC	LOC115260278|XP_029717074.1|AEAL, LOC109406256|XP_019534863.2|AEAL
OG0007404	LOC6619092|XP_032577088.1|DSEC	LOC109411920|XP_029733057.1|AEAL
OG0007405	LOC6619692|XP_002043907.1|DSEC	LOC109406270|XP_029733055.1|AEAL
OG0007406	LOC6621162|XP_032578743.1|DSEC	LOC109406267|XP_019534891.1|AEAL
OG0007407	LOC6613538|XP_002038006.2|DSEC	LOC109406729|XP_029733035.1|AEAL
OG0007408	LOC6618382|XP_002042652.1|DSEC	LOC109406742|XP_019535333.1|AEAL
OG0007409	LOC6613381|XP_032575065.1|DSEC	LOC109406743|XP_029733034.1|AEAL
OG0007410	LOC116801966|XP_032580329.1|DSEC	LOC109424555|XP_029734041.1|AEAL, LOC109411979|XP_029712458.1|AEAL
OG0007411	LOC6616145|XP_002040510.1|DSEC	LOC115269431|XP_029734040.1|AEAL, LOC109411984|XP_019541187.1|AEAL
OG0007412	LOC6615234|XP_002039640.2|DSEC	LOC109411982|XP_019541184.1|AEAL, LOC115269430|XP_029734039.1|AEAL
OG0007413	LOC6608472|XP_002033206.1|DSEC	LOC109424545|XP_029734047.1|AEAL
OG0007414	LOC6615923|XP_002040291.1|DSEC	LOC109428783|XP_019560172.2|AEAL, LOC109405087|XP_029733941.1|AEAL
OG0007415	LOC6618564|XP_002042824.1|DSEC	LOC109428819|XP_019560212.2|AEAL, LOC109397789|XP_019525652.2|AEAL
OG0007416	LOC6618589|XP_032581454.1|DSEC	LOC109397755|XP_029733975.1|AEAL, LOC109428797|XP_029733955.1|AEAL
OG0007417	LOC6612478|XP_002036986.1|DSEC	LOC109397779|XP_029733961.1|AEAL, LOC109419481|XP_019549248.1|AEAL
OG0007421	LOC6616170|XP_032580971.1|DSEC	LOC109405134|XP_029724204.1|AEAL
OG0007422	LOC116802090|XP_032581092.1|DSEC	LOC115264538|XP_029724147.1|AEAL, LOC109405347|XP_019533949.2|AEAL
OG0007423	LOC6617546|XP_032581963.1|DSEC	LOC115253739|XP_029724142.1|AEAL, LOC109405371|XP_029724183.1|AEAL
OG0007424	LOC6605233|XP_002030071.1|DSEC	LOC109399515|XP_019527513.1|AEAL
OG0007425	LOC6619374|XP_032573247.1|DSEC	LOC109405539|XP_029724166.1|AEAL
OG0007426	LOC6619850|XP_032580093.1|DSEC	LOC109399397|XP_029728100.1|AEAL, LOC109405592|XP_029724164.1|AEAL
OG0007427	LOC6618110|XP_032580274.1|DSEC	LOC109405618|XP_029724163.1|AEAL, LOC109399358|XP_029728102.1|AEAL
OG0007428	LOC6618112|XP_032582709.1|DSEC	LOC109401709|XP_029724226.1|AEAL, LOC109407860|XP_019536584.2|AEAL
OG0007430	LOC6610257|XP_002034852.1|DSEC	LOC109432015|XP_019563862.2|AEAL
OG0007431	LOC6613388|XP_002037862.1|DSEC	LOC109431996|XP_019563844.2|AEAL
OG0007432	LOC6616588|XP_002040947.1|DSEC	LOC109431311|XP_019563073.2|AEAL
OG0007433	LOC6620255|XP_002044463.1|DSEC	LOC115264749|XP_029724635.1|AEAL
OG0007434	LOC6605308|XP_002030146.1|DSEC	LOC115258248|XP_029714177.1|AEAL
OG0007435	LOC6605321|XP_002030158.1|DSEC	LOC109407705|XP_029724289.1|AEAL, LOC109431240|XP_029724281.1|AEAL
OG0007436	LOC6616328|XP_002040688.1|DSEC	LOC109431245|XP_019563017.2|AEAL
OG0007437	LOC6605699|XP_002030515.1|DSEC	LOC109409399|XP_029724376.1|AEAL
OG0007438	LOC6619441|XP_032575012.1|DSEC	LOC109409390|XP_029724378.1|AEAL
OG0007439	LOC6620515|XP_002044719.1|DSEC	LOC115264641|XP_029724404.1|AEAL, LOC115264659|XP_029724458.1|AEAL, LOC109412634|XP_029724453.1|AEAL
OG0007440	LOC6620086|XP_032581555.1|DSEC	LOC109412627|XP_029724450.1|AEAL, LOC109415904|XP_029724414.1|AEAL
OG0007441	LOC6609316|XP_032570621.1|DSEC	LOC109424345|XP_029716611.1|AEAL
OG0007446	LOC6614578|XP_032569921.1|DSEC	LOC109424388|XP_029717199.1|AEAL
OG0007447	LOC6614545|XP_002038976.1|DSEC	LOC109422297|XP_029717204.1|AEAL
OG0007449	LOC6605337|XP_002030173.1|DSEC	LOC109418789|XP_019548569.2|AEAL
OG0007450	LOC116800662|XP_032572771.1|DSEC	LOC109418805|XP_019548575.2|AEAL
OG0007451	LOC6605853|XP_002030667.2|DSEC	LOC109418820|XP_019548594.1|AEAL
OG0007452	LOC6605851|XP_002030665.2|DSEC	LOC109405808|XP_019534411.2|AEAL
OG0007453	LOC6605248|XP_002030086.1|DSEC	LOC109418829|XP_019548609.2|AEAL
OG0007454	LOC6605829|XP_032573373.1|DSEC	LOC109401683|XP_019529817.2|AEAL
OG0007455	LOC6609945|XP_002034591.2|DSEC	LOC109420357|XP_019550229.1|AEAL
OG0007456	LOC6614818|XP_032581826.1|DSEC	LOC115257904|XP_029713754.1|AEAL, LOC109420360|XP_019550232.2|AEAL
OG0007457	LOC6621491|XP_002045638.1|DSEC	LOC109403452|XP_019531825.2|AEAL
OG0007458	LOC6620430|XP_002044627.1|DSEC	LOC109403451|XP_029713464.1|AEAL
OG0007459	LOC6607502|XP_032577697.1|DSEC	LOC109403455|XP_019531831.2|AEAL
OG0007460	LOC6609619|XP_002034296.1|DSEC	LOC109433182|XP_019565132.2|AEAL
OG0007461	LOC6616239|XP_032573590.1|DSEC	LOC109403439|XP_019531802.2|AEAL
OG0007462	LOC6605384|XP_002030217.1|DSEC	LOC109403466|XP_029712873.1|AEAL
OG0007463	LOC6605383|XP_032575039.1|DSEC	LOC109433216|XP_029712872.1|AEAL
OG0007464	LOC6616244|XP_032573159.1|DSEC	LOC109433210|XP_029712925.1|AEAL
OG0007465	LOC6605579|XP_002030401.1|DSEC	LOC109403448|XP_019531818.2|AEAL, LOC115257534|XP_029713117.1|AEAL
OG0007466	LOC6608701|XP_032572427.1|DSEC	LOC109424501|XP_019552736.1|AEAL
OG0007467	LOC6607863|XP_002032617.1|DSEC	LOC109422400|XP_019552727.2|AEAL
OG0007468	LOC6609533|XP_002034216.1|DSEC	LOC109424494|XP_029733196.1|AEAL
OG0007469	LOC6618325|XP_002042597.2|DSEC	LOC109424483|XP_019555176.2|AEAL
OG0007470	LOC6611473|XP_002036014.1|DSEC	LOC109424479|XP_019555172.1|AEAL
OG0007471	LOC6609515|XP_032572116.1|DSEC	LOC109422378|XP_029716833.1|AEAL
OG0007472	LOC6618542|XP_032581662.1|DSEC	LOC109422373|XP_019552667.2|AEAL, LOC109424467|XP_029729570.1|AEAL
OG0007473	LOC6616283|XP_002040647.1|DSEC	LOC109424406|XP_019555043.2|AEAL
OG0007474	LOC6608568|XP_032572976.1|DSEC	LOC109422319|XP_029708134.1|AEAL
OG0007475	LOC6611043|XP_002035600.1|DSEC	LOC109418703|XP_029713180.1|AEAL
OG0007476	LOC6618576|XP_002042835.1|DSEC	LOC109405265|XP_019533842.2|AEAL
OG0007477	LOC6618574|XP_032580081.1|DSEC	LOC109405247|XP_019533824.2|AEAL
OG0007478	LOC6612003|XP_002036520.1|DSEC	LOC109410096|XP_029712747.1|AEAL, LOC109418616|XP_019548370.2|AEAL
OG0007479	LOC6616034|XP_002040400.1|DSEC	LOC109413114|XP_019542374.2|AEAL, LOC109418553|XP_019548304.1|AEAL
OG0007480	LOC6606191|XP_002030999.2|DSEC	LOC109413111|XP_029713147.1|AEAL, LOC109413112|XP_029713137.1|AEAL
OG0007481	LOC6610677|XP_002035243.1|DSEC	LOC115257884|XP_029713718.1|AEAL, LOC109418540|XP_019548291.2|AEAL
OG0007482	LOC6611636|XP_002036172.2|DSEC	LOC109413086|XP_019542324.2|AEAL
OG0007483	LOC6608465|XP_032572704.1|DSEC	LOC109407805|XP_029721508.1|AEAL
OG0007484	LOC116802213|XP_032581842.1|DSEC	LOC109425718|XP_019556590.2|AEAL
OG0007485	LOC6620097|XP_002044309.1|DSEC	LOC109425744|XP_019556615.2|AEAL
OG0007486	LOC6615030|XP_032582533.1|DSEC	LOC109425733|XP_019556608.2|AEAL
OG0007487	LOC6619472|XP_002043687.1|DSEC	LOC109425700|XP_019556549.2|AEAL
OG0007488	LOC6616288|XP_002040652.2|DSEC	LOC109401282|XP_019529317.2|AEAL
OG0007489	LOC6607182|XP_002031968.1|DSEC	LOC109413576|XP_019542810.1|AEAL
OG0007490	LOC6619974|XP_032580709.1|DSEC	LOC109413591|XP_029721391.1|AEAL, LOC109401251|XP_029721335.1|AEAL
OG0007491	LOC6612244|XP_002036756.2|DSEC	LOC109413590|XP_029721392.1|AEAL, LOC109401259|XP_029721339.1|AEAL
OG0007492	LOC6607981|XP_002032729.2|DSEC	LOC109401279|XP_019529311.2|AEAL
OG0007493	LOC6620994|XP_032581337.1|DSEC	LOC109623307|XP_029721222.1|AEAL, LOC115262709|XP_029721246.1|AEAL, LOC109401177|XP_019529199.2|AEAL
OG0007494	LOC6611928|XP_002036445.1|DSEC	LOC109401257|XP_029712141.1|AEAL
OG0007495	LOC6614920|XP_002039337.2|DSEC	LOC109401304|XP_019529350.2|AEAL
OG0007496	LOC6619424|XP_032573261.1|DSEC	LOC109623266|XP_029712109.1|AEAL
OG0007497	LOC6605166|XP_002030005.2|DSEC	LOC109401159|XP_019529178.1|AEAL
OG0007498	LOC6605641|XP_032573341.1|DSEC	LOC109401161|XP_029712130.1|AEAL
OG0007499	LOC6616458|XP_002040819.1|DSEC	LOC109623260|XP_029712132.1|AEAL
OG0007500	LOC6616457|XP_002040818.2|DSEC	LOC109623259|XP_019933307.2|AEAL
OG0007501	LOC6616608|XP_032575438.1|DSEC	LOC115257013|XP_029712107.1|AEAL
OG0007502	LOC116801384|XP_032576230.1|DSEC	LOC109623349|XP_029721148.1|AEAL
OG0007503	LOC6613380|XP_002037854.1|DSEC	LOC109427038|XP_019558128.2|AEAL
OG0007504	LOC6616331|XP_002040691.1|DSEC	LOC109623352|XP_019933454.2|AEAL
OG0007505	LOC6605719|XP_002030535.1|DSEC	LOC109427042|XP_019558136.3|AEAL
OG0007506	LOC6605717|XP_002030533.1|DSEC	LOC115262682|XP_029721146.1|AEAL, LOC109623354|XP_019933458.2|AEAL
OG0007507	LOC6617716|XP_002042028.1|DSEC	LOC109397409|XP_029721122.1|AEAL
OG0007508	LOC6620615|XP_002044818.1|DSEC	LOC109412773|XP_029721036.1|AEAL, LOC109397417|XP_029721049.1|AEAL
OG0007509	LOC6617858|XP_002042166.1|DSEC	LOC109413656|XP_029721056.1|AEAL, LOC109424733|XP_019555464.2|AEAL
OG0007510	LOC6608256|XP_002033000.1|DSEC	LOC109424721|XP_019555424.2|AEAL
OG0007511	LOC6617820|XP_002042130.2|DSEC	LOC109424685|XP_019555394.2|AEAL
OG0007512	LOC6619014|XP_032576526.1|DSEC	LOC109424684|XP_019555393.2|AEAL
OG0007513	LOC6617252|XP_002041579.1|DSEC	LOC109424667|XP_019555380.2|AEAL
OG0007514	LOC6610395|XP_032575526.1|DSEC	LOC109424679|XP_029721027.1|AEAL
OG0007516	LOC6613488|XP_002037957.1|DSEC	LOC109412035|XP_029721015.1|AEAL
OG0007517	LOC6616293|XP_002040657.2|DSEC	LOC109412041|XP_019541228.2|AEAL
OG0007518	LOC6613046|XP_002037529.1|DSEC	LOC109412049|XP_019541237.2|AEAL
OG0007519	LOC6615308|XP_032571104.1|DSEC	LOC109412060|XP_029720899.1|AEAL, LOC115262778|XP_029721523.1|AEAL
OG0007520	LOC6620354|XP_002044564.2|DSEC	LOC109412063|XP_019541256.2|AEAL, LOC115262620|XP_029720877.1|AEAL
OG0007521	LOC6619805|XP_002044018.1|DSEC	LOC109421946|XP_029720894.1|AEAL, LOC109408611|XP_029720924.1|AEAL
OG0007522	LOC6615035|XP_002039452.1|DSEC	LOC109421935|XP_019552112.1|AEAL
OG0007524	LOC6613382|XP_002037856.1|DSEC	LOC109408764|XP_019537692.2|AEAL, LOC109432704|XP_029723908.1|AEAL
OG0007525	LOC6611208|XP_002035764.1|DSEC	LOC109428913|XP_019560299.1|AEAL
OG0007526	LOC6606240|XP_032577803.1|DSEC	LOC109428992|XP_029715562.1|AEAL
OG0007527	LOC6605184|XP_002030023.1|DSEC	LOC109428898|XP_029715551.1|AEAL
OG0007528	LOC6619158|XP_002043398.1|DSEC	LOC109414899|XP_029715556.1|AEAL
OG0007529	LOC6609161|XP_032571979.1|DSEC	LOC109416898|XP_029730887.1|AEAL
OG0007530	LOC6619645|XP_002043860.1|DSEC	LOC109397001|XP_019524865.2|AEAL, LOC115267770|XP_029730903.1|AEAL
OG0007531	LOC6619184|XP_002043408.1|DSEC	LOC109396981|XP_019524836.2|AEAL, LOC109432241|XP_019564111.2|AEAL
OG0007532	LOC6618800|XP_002043049.1|DSEC	LOC109432325|XP_019564209.2|AEAL
OG0007533	LOC6616455|XP_002040816.1|DSEC	LOC109396992|XP_019524855.2|AEAL
OG0007534	LOC6605649|XP_002030467.1|DSEC	LOC109397005|XP_019524870.1|AEAL
OG0007535	LOC6605572|XP_002030394.1|DSEC	LOC109432339|XP_029731013.1|AEAL
OG0007536	LOC6606151|XP_032579062.1|DSEC	LOC109432293|XP_019564181.1|AEAL
OG0007537	LOC6605609|XP_032573849.1|DSEC	LOC109397126|XP_029731004.1|AEAL
OG0007538	LOC6605612|XP_032575858.1|DSEC	LOC109432299|XP_029730999.1|AEAL
OG0007539	LOC6614513|XP_032574249.1|DSEC	LOC109397027|XP_029732005.1|AEAL
OG0007540	LOC6612983|XP_032578307.1|DSEC	LOC109432312|XP_019564196.2|AEAL
OG0007541	LOC6609035|XP_002033738.2|DSEC	LOC109432314|XP_019564198.2|AEAL
OG0007542	LOC6615491|XP_002039871.1|DSEC	LOC109432315|XP_019564200.2|AEAL
OG0007543	LOC6620282|XP_032579867.1|DSEC	LOC109397096|XP_019524963.2|AEAL
OG0007544	LOC6605387|XP_032575043.1|DSEC	LOC109409847|XP_019538875.2|AEAL
OG0007545	LOC6614737|XP_002039161.1|DSEC	LOC109409851|XP_019538886.1|AEAL
OG0007546	LOC6617021|XP_002041349.2|DSEC	LOC109409867|XP_019538922.2|AEAL
OG0007547	LOC6609741|XP_002034395.1|DSEC	LOC109409903|XP_019538964.1|AEAL
OG0007548	LOC6610339|XP_032574354.1|DSEC	LOC109399088|XP_029731141.1|AEAL
OG0007550	LOC6605597|XP_002030416.2|DSEC	LOC109411189|XP_019540212.2|AEAL
OG0007551	LOC6608104|XP_032571765.1|DSEC	LOC109411191|XP_019540231.2|AEAL
OG0007552	LOC116801939|XP_032579942.1|DSEC	LOC109399629|XP_019527670.2|AEAL
OG0007553	LOC6613196|XP_002037677.1|DSEC	LOC109399625|XP_019527667.2|AEAL
OG0007554	LOC6605087|XP_002029928.1|DSEC	LOC109399590|XP_029731197.1|AEAL
OG0007555	LOC6609542|XP_002034225.1|DSEC	LOC109397880|XP_029731193.1|AEAL
OG0007556	LOC6618940|XP_032571758.1|DSEC	LOC109398036|XP_019525975.2|AEAL
OG0007557	LOC6618785|XP_032571220.1|DSEC	LOC109399584|XP_019527604.2|AEAL
OG0007558	LOC6609207|XP_032571436.1|DSEC	LOC109621530|XP_029731206.1|AEAL
OG0007559	LOC6611736|XP_002036259.1|DSEC	LOC109399599|XP_019527631.1|AEAL
OG0007560	LOC6616314|XP_002040674.1|DSEC	LOC109399674|XP_019527726.2|AEAL
OG0007561	LOC6618389|XP_032574734.1|DSEC	LOC109399688|XP_019527744.1|AEAL
OG0007562	LOC6605367|XP_032576083.1|DSEC	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL
OG0007563	LOC6606140|XP_002030948.1|DSEC	LOC109426525|XP_019557604.2|AEAL
OG0007564	LOC6605536|XP_002030364.1|DSEC	LOC109408366|XP_029710108.1|AEAL
OG0007565	LOC6619674|XP_002043889.1|DSEC	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL
OG0007566	LOC6609153|XP_002033855.1|DSEC	LOC109408986|XP_029710085.1|AEAL
OG0007567	LOC6612652|XP_002037156.1|DSEC	LOC109402150|XP_029731375.1|AEAL
OG0007568	LOC6608954|XP_002033668.1|DSEC	LOC109426460|XP_029731374.1|AEAL
OG0007569	LOC6609955|XP_002034601.1|DSEC	LOC109426459|XP_019557525.2|AEAL
OG0007570	LOC6608953|XP_032570882.1|DSEC	LOC109402134|XP_019530302.2|AEAL
OG0007571	LOC6608956|XP_032571601.1|DSEC	LOC109426456|XP_029731376.1|AEAL
OG0007572	LOC6613487|XP_002037956.2|DSEC	LOC109426439|XP_019557492.2|AEAL
OG0007573	LOC6609381|XP_002034070.1|DSEC	LOC109404018|XP_029731414.1|AEAL
OG0007574	LOC6618851|XP_002043100.2|DSEC	LOC109426430|XP_019557483.1|AEAL
OG0007575	LOC6609341|XP_032572615.1|DSEC	LOC109403726|XP_029731415.1|AEAL
OG0007576	LOC6617589|XP_032582494.1|DSEC	LOC109426385|XP_029731452.1|AEAL
OG0007577	LOC6614824|XP_002039243.1|DSEC	LOC109403412|XP_019531787.2|AEAL
OG0007578	LOC6613697|XP_032583599.1|DSEC	LOC109426378|XP_029731471.1|AEAL
OG0007579	LOC6608208|XP_002032953.2|DSEC	LOC109622242|XP_019932053.2|AEAL
