Orthogroup	DSEC.longest_only	AALB.longest_only
OG0007687	LOC6612491|XP_002036999.2|DSEC	LOC118461954|XP_035783747.1|AALB
OG0007688	LOC6607670|XP_002032435.1|DSEC	LOC118458033|XP_035776045.1|AALB
OG0007689	LOC6615169|XP_032581288.1|DSEC	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC6618472|XP_032580285.1|DSEC	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC6618739|XP_002042997.1|DSEC	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC6618440|XP_032581131.1|DSEC	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC6614955|XP_002039372.1|DSEC	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC6605774|XP_002030589.1|DSEC	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC6612318|XP_032581295.1|DSEC	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC6618351|XP_002042622.2|DSEC	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC6610782|XP_032574608.1|DSEC	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC6618623|XP_032580817.1|DSEC	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC6620271|XP_002044446.1|DSEC	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC6616112|XP_032580379.1|DSEC	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC6612348|XP_032581221.1|DSEC	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC6615901|XP_032581348.1|DSEC	LOC118457139|XP_035774387.1|AALB
OG0007703	LOC6612497|XP_002037005.1|DSEC	LOC118459807|XP_035779441.1|AALB
OG0007704	LOC6612942|XP_002037434.1|DSEC	LOC118468869|XP_035796048.1|AALB
OG0007705	LOC6614905|XP_002039322.1|DSEC	LOC118460330|XP_035780441.1|AALB
OG0007706	LOC6614887|XP_002039304.1|DSEC	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC6619554|XP_032582751.1|DSEC	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC6620492|XP_032582046.1|DSEC	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC6618675|XP_002042934.1|DSEC	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC6620306|XP_032581034.1|DSEC	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC6618006|XP_002042314.2|DSEC	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC6619599|XP_032581399.1|DSEC	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC6612435|XP_032580514.1|DSEC	LOC118461271|XP_035782311.1|AALB
OG0007714	LOC6615189|XP_032582353.1|DSEC	LOC118465614|XP_035789888.1|AALB
OG0007715	LOC6618469|XP_002042739.1|DSEC	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC6617579|XP_002041892.1|DSEC	LOC118456153|XP_035772565.1|AALB
OG0007717	LOC6612951|XP_032576279.1|DSEC	LOC118458754|XP_035777442.1|AALB
OG0007718	LOC6615237|XP_032581774.1|DSEC	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC6612389|XP_032581167.1|DSEC	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC6612387|XP_032579984.1|DSEC	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC6620642|XP_032581104.1|DSEC	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC6620639|XP_032581350.1|DSEC	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC6617500|XP_002041817.2|DSEC	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC6617268|XP_032574058.1|DSEC	LOC118456483|XP_035773197.1|AALB
OG0007725	LOC6618430|XP_032581099.1|DSEC	LOC118459301|XP_035778446.1|AALB
OG0007726	LOC6619911|XP_002044123.1|DSEC	LOC118467056|XP_035792998.1|AALB
OG0007727	LOC6618673|XP_002042932.1|DSEC	LOC118459861|XP_035779529.1|AALB
OG0007728	LOC6612336|XP_032582002.1|DSEC	LOC118466157|XP_035791067.1|AALB
OG0007729	LOC6619901|XP_002044113.1|DSEC	LOC118462784|XP_035784669.1|AALB
OG0007731	LOC6604962|XP_032573496.1|DSEC	LOC118456287|XP_035772798.1|AALB
OG0007733	LOC6617973|XP_002042281.1|DSEC	LOC118461642|XP_035783111.1|AALB
OG0007734	LOC6617970|XP_002042278.1|DSEC	LOC118465766|XP_035790178.1|AALB
OG0007735	LOC6620256|XP_002044464.1|DSEC	LOC118460684|XP_035781079.1|AALB
OG0007736	LOC6616012|XP_002040378.2|DSEC	LOC118458075|XP_035776128.1|AALB
OG0007737	LOC6619237|XP_002043456.1|DSEC	LOC118464411|XP_035787665.1|AALB
OG0007738	LOC6607537|XP_032576855.1|DSEC	LOC118466333|XP_035791349.1|AALB
OG0007741	LOC6619915|XP_032582269.1|DSEC	LOC118460967|XP_035781670.1|AALB
OG0007742	LOC6620230|XP_032581927.1|DSEC	LOC118456365|XP_035772933.1|AALB
OG0007743	LOC6612710|XP_032577835.1|DSEC	LOC118459847|XP_035779511.1|AALB
OG0007744	LOC116800220|XP_032569959.1|DSEC	LOC118466209|XP_035791123.1|AALB
OG0007745	LOC6613746|XP_032578952.1|DSEC	LOC118461267|XP_035782293.1|AALB
OG0007746	LOC6607303|XP_032579536.1|DSEC	LOC118460595|XP_035780919.1|AALB
OG0007747	LOC6618070|XP_032581522.1|DSEC	LOC118460552|XP_035780843.1|AALB
OG0007749	LOC6616107|XP_032582249.1|DSEC	LOC118466762|XP_035792369.1|AALB
OG0007751	LOC6617273|XP_002041600.1|DSEC	LOC118462901|XP_035784892.1|AALB
OG0007753	LOC6620458|XP_002044665.1|DSEC	LOC118457856|XP_035775641.1|AALB
OG0007754	LOC6619868|XP_002044081.1|DSEC	LOC118468805|XP_035795909.1|AALB
OG0007755	LOC6619865|XP_032580850.1|DSEC	LOC118460763|XP_035781256.1|AALB
OG0007756	LOC6614803|XP_032581524.1|DSEC	LOC118464326|XP_035787532.1|AALB
OG0007758	LOC6613630|XP_002038100.1|DSEC	LOC118456894|XP_035773908.1|AALB
OG0007760	LOC6619932|XP_032581466.1|DSEC	LOC118460774|XP_035781275.1|AALB
OG0007761	LOC6615223|XP_002039629.2|DSEC	LOC118466394|XP_035791584.1|AALB
OG0007762	LOC6615224|XP_032582558.1|DSEC	LOC118458786|XP_035777527.1|AALB
OG0007763	LOC6617277|XP_002041604.1|DSEC	LOC118457131|XP_035774342.1|AALB
OG0007764	LOC6620266|XP_002044474.2|DSEC	LOC118457304|XP_035774687.1|AALB
OG0007765	LOC6620267|XP_032580156.1|DSEC	LOC118459063|XP_035777995.1|AALB
OG0007767	LOC6620110|XP_002044322.1|DSEC	LOC118464693|XP_035788111.1|AALB
OG0007768	LOC6619936|XP_002044148.1|DSEC	LOC118465585|XP_035789849.1|AALB
OG0007769	LOC6619973|XP_002044185.2|DSEC	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB
OG0007770	LOC6611619|XP_002036155.1|DSEC	LOC118460429|XP_035780613.1|AALB
OG0007771	LOC6611322|XP_002035869.2|DSEC	LOC118462664|XP_035784453.1|AALB
OG0007772	LOC6616043|XP_002040409.1|DSEC	LOC118466974|XP_035792779.1|AALB
OG0007773	LOC6613560|XP_002038028.1|DSEC	LOC118460446|XP_035780651.1|AALB
OG0007774	LOC6611172|XP_002035729.2|DSEC	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB
OG0007775	LOC6618519|XP_002042779.1|DSEC	LOC118464866|XP_035788481.1|AALB
OG0007776	LOC6614849|XP_002039267.1|DSEC	LOC118458526|XP_035777000.1|AALB
OG0007777	LOC6618451|XP_002042721.1|DSEC	LOC118468445|XP_035795112.1|AALB
OG0007778	LOC6615117|XP_032581304.1|DSEC	LOC118468395|XP_035795051.1|AALB
OG0007779	LOC6605942|XP_002030755.1|DSEC	LOC118465472|XP_035789664.1|AALB
OG0007780	LOC6616196|XP_032581031.1|DSEC	LOC118465513|XP_035789728.1|AALB
OG0007781	LOC6615228|XP_032580570.1|DSEC	LOC118459370|XP_035778564.1|AALB
OG0007782	LOC6612543|XP_002037051.1|DSEC	LOC118459432|XP_035778674.1|AALB
OG0007783	LOC6612294|XP_002036804.2|DSEC	LOC118458025|XP_035776024.1|AALB
OG0007784	LOC6613817|XP_032576620.1|DSEC	LOC118467381|XP_035793754.1|AALB
OG0007785	LOC6614783|XP_002039203.1|DSEC	LOC118460838|XP_035781413.1|AALB
OG0007786	LOC6617279|XP_002041606.1|DSEC	LOC118460134|XP_035780091.1|AALB
OG0007787	LOC6612784|XP_032578274.1|DSEC	LOC118457809|XP_035775556.1|AALB
OG0007788	LOC6607427|XP_002032196.1|DSEC	LOC118468319|XP_035794957.1|AALB
OG0007790	LOC6612650|XP_032576902.1|DSEC	LOC118460940|XP_035781597.1|AALB
OG0007792	LOC6615103|XP_002039519.2|DSEC	LOC118460537|XP_035780817.1|AALB
OG0007793	LOC116801768|XP_032579077.1|DSEC	LOC118460081|XP_035779988.1|AALB
OG0007794	LOC6614990|XP_032581419.1|DSEC	LOC118460665|XP_035781028.1|AALB
OG0007795	LOC6618943|XP_002043192.1|DSEC	LOC118458115|XP_035776182.1|AALB
OG0007796	LOC6619676|XP_002043891.1|DSEC	LOC118459039|XP_035777952.1|AALB
OG0007797	LOC6612834|XP_002037335.1|DSEC	LOC118457292|XP_035774647.1|AALB
OG0007798	LOC6612833|XP_002037334.1|DSEC	LOC118457294|XP_035774652.1|AALB
OG0007799	LOC6607441|XP_002032210.1|DSEC	LOC118457830|XP_035775598.1|AALB
OG0007800	LOC6607400|XP_002032173.1|DSEC	LOC118462038|XP_035783905.1|AALB
OG0007802	LOC6620886|XP_002045089.1|DSEC	LOC118461388|XP_035782542.1|AALB
OG0007803	LOC6613725|XP_032578546.1|DSEC	LOC118461597|XP_035782994.1|AALB
OG0007804	LOC6619861|XP_032581496.1|DSEC	LOC118460901|XP_035781537.1|AALB
OG0007805	LOC6615226|XP_002039632.1|DSEC	LOC118460908|XP_035781551.1|AALB
OG0007806	LOC6615227|XP_002039633.1|DSEC	LOC118460902|XP_035781538.1|AALB
OG0007808	LOC6619657|XP_002043872.1|DSEC	LOC118458041|XP_035776053.1|AALB
OG0007809	LOC6615093|XP_002039509.1|DSEC	LOC118469013|XP_035796347.1|AALB
OG0007810	LOC6617863|XP_002042171.1|DSEC	LOC118469010|XP_035796337.1|AALB
OG0007811	LOC6621674|XP_032576392.1|DSEC	LOC118462043|XP_035783913.1|AALB
OG0007812	LOC6619851|XP_002044064.1|DSEC	LOC118462039|XP_035783907.1|AALB
OG0007813	LOC6607829|XP_002032587.1|DSEC	LOC118456276|XP_035772782.1|AALB
OG0007814	LOC6614784|XP_032582189.1|DSEC	LOC118458318|XP_035776554.1|AALB
OG0007815	LOC6619766|XP_032581405.1|DSEC	LOC118460946|XP_035781607.1|AALB
OG0007816	LOC6616300|XP_002040664.1|DSEC	LOC118460456|XP_035780670.1|AALB
OG0007817	LOC6614034|XP_002038488.1|DSEC	LOC118460454|XP_035780667.1|AALB
OG0007818	LOC6607688|XP_002032452.1|DSEC	LOC118458467|XP_035776880.1|AALB
OG0007819	LOC6615056|XP_002039473.2|DSEC	LOC118460556|XP_035780846.1|AALB
OG0007820	LOC6612978|XP_032577236.1|DSEC	LOC118457057|XP_035774198.1|AALB
OG0007821	LOC6612824|XP_002037325.1|DSEC	LOC118458614|XP_035777184.1|AALB
OG0007822	LOC6612825|XP_002037326.2|DSEC	LOC118458612|XP_035777181.1|AALB
OG0007823	LOC6612827|XP_002037328.2|DSEC	LOC118466764|XP_035792381.1|AALB
OG0007824	LOC6612692|XP_032576257.1|DSEC	LOC118460811|XP_035781321.1|AALB
OG0007825	LOC6606584|XP_032578791.1|DSEC	LOC118459490|XP_035778801.1|AALB
OG0007827	LOC6612246|XP_002036758.1|DSEC	LOC118458129|XP_035776203.1|AALB
OG0007828	LOC6610912|XP_002035469.1|DSEC	LOC118464782|XP_035788305.1|AALB
OG0007829	LOC6613828|XP_002038297.1|DSEC	LOC118460206|XP_035780208.1|AALB
OG0007830	LOC6613761|XP_032578400.1|DSEC	LOC118456262|XP_035772756.1|AALB
OG0007831	LOC6619953|XP_002044165.1|DSEC	LOC118457754|XP_035775463.1|AALB
OG0007832	LOC6617516|XP_002041832.2|DSEC	LOC118459589|XP_035779010.1|AALB
OG0007833	LOC6616083|XP_002040449.1|DSEC	LOC118458802|XP_035777558.1|AALB
OG0007834	LOC6619638|XP_002043853.1|DSEC	LOC118461380|XP_035782526.1|AALB
OG0007835	LOC6619655|XP_032576985.1|DSEC	LOC118460479|XP_035780713.1|AALB
OG0007836	LOC6606479|XP_002031280.1|DSEC	LOC118461492|XP_035782767.1|AALB
OG0007837	LOC6614083|XP_002038537.1|DSEC	LOC118458405|XP_035776713.1|AALB
OG0007838	LOC6614074|XP_002038528.2|DSEC	LOC118456161|XP_035772577.1|AALB
OG0007839	LOC6619767|XP_032580438.1|DSEC	LOC118468927|XP_035796139.1|AALB
OG0007840	LOC6612782|XP_002037283.1|DSEC	LOC118458253|XP_035776435.1|AALB
OG0007841	LOC6607344|XP_002032117.1|DSEC	LOC118456926|XP_035773949.1|AALB
OG0007842	LOC6612668|XP_032579407.1|DSEC	LOC118461363|XP_035782494.1|AALB
OG0007843	LOC6612669|XP_002037173.1|DSEC	LOC118462070|XP_035783959.1|AALB
OG0007844	LOC6609754|XP_002034408.1|DSEC	LOC118458097|XP_035776158.1|AALB
OG0007845	LOC6606534|XP_032577979.1|DSEC	LOC118458107|XP_035776173.1|AALB
OG0007846	LOC6612383|XP_032579985.1|DSEC	LOC118468686|XP_035795693.1|AALB
OG0007847	LOC6607678|XP_002032443.1|DSEC	LOC118456589|XP_035773380.1|AALB
OG0007848	LOC6607686|XP_002032450.1|DSEC	LOC118457094|XP_035774275.1|AALB
OG0007849	LOC6607050|XP_002031838.1|DSEC	LOC118458993|XP_035777885.1|AALB
OG0007850	LOC6607049|XP_002031837.1|DSEC	LOC118458989|XP_035777881.1|AALB
OG0007852	LOC6606684|XP_032577191.1|DSEC	LOC118460383|XP_035780535.1|AALB
OG0007853	LOC6612604|XP_002037109.2|DSEC	LOC118458789|XP_035777523.1|AALB
OG0007854	LOC6607698|XP_002032462.1|DSEC	LOC118468568|XP_035795389.1|AALB
OG0007855	LOC6606994|XP_032578105.1|DSEC	LOC118459189|XP_035778239.1|AALB
OG0007856	LOC6607687|XP_002032451.1|DSEC	LOC118458697|XP_035777329.1|AALB
OG0007857	LOC6607615|XP_032577007.1|DSEC	LOC118461655|XP_035783126.1|AALB
OG0007858	LOC6611641|XP_032580189.1|DSEC	LOC118468313|XP_035794949.1|AALB
OG0007859	LOC6619778|XP_032581381.1|DSEC	LOC118459827|XP_035779482.1|AALB
OG0007860	LOC6606917|XP_002031711.1|DSEC	LOC118468563|XP_035795368.1|AALB
OG0007861	LOC6606921|XP_002031715.1|DSEC	LOC118457553|XP_035775113.1|AALB
OG0007863	LOC6614446|XP_002038879.1|DSEC	LOC118461677|XP_035783161.1|AALB, LOC118461678|XP_035783162.1|AALB
OG0007864	LOC6607289|XP_032577169.1|DSEC	LOC118456784|XP_035773753.1|AALB
OG0007865	LOC6605351|XP_002030185.1|DSEC	LOC118456718|XP_035773648.1|AALB
OG0007866	LOC6616778|XP_002041115.1|DSEC	LOC118459563|XP_035778955.1|AALB
OG0007867	LOC6607451|XP_032578478.1|DSEC	LOC118468312|XP_035794943.1|AALB
OG0007868	LOC6607843|XP_002032600.1|DSEC	LOC118458052|XP_035776069.1|AALB
OG0007869	LOC6612311|XP_032580643.1|DSEC	LOC118461292|XP_035782358.1|AALB
OG0007870	LOC6605215|XP_002030053.1|DSEC	LOC118463895|XP_035786718.1|AALB
OG0007871	LOC6620363|XP_002044571.1|DSEC	LOC118464868|XP_035788483.1|AALB
OG0007872	LOC6611118|XP_002035675.1|DSEC	LOC118464825|XP_035788388.1|AALB
OG0007874	LOC6612419|XP_002036927.1|DSEC	LOC118467049|XP_035792936.1|AALB
OG0007875	LOC6608541|XP_002033275.2|DSEC	LOC118462974|XP_035785036.1|AALB
OG0007876	LOC6612315|XP_032581790.1|DSEC	LOC118464856|XP_035788457.1|AALB
OG0007877	LOC6620360|XP_002044568.2|DSEC	LOC118466828|XP_035792516.1|AALB
OG0007878	LOC6610107|XP_032571649.1|DSEC	LOC118465410|XP_035789525.1|AALB
OG0007880	LOC6612540|XP_002037048.1|DSEC	LOC118463157|XP_035785433.1|AALB
OG0007881	LOC6610685|XP_032575022.1|DSEC	LOC118463702|XP_035786379.1|AALB
OG0007882	LOC6610679|XP_032576061.1|DSEC	LOC118466765|XP_035792379.1|AALB
OG0007883	LOC6610680|XP_002035246.1|DSEC	LOC118466763|XP_035792370.1|AALB
OG0007884	LOC6606037|XP_002030848.1|DSEC	LOC118466094|XP_035790900.1|AALB
OG0007885	LOC6608542|XP_032570845.1|DSEC	LOC118465529|XP_035789748.1|AALB
OG0007886	LOC6617867|XP_032579088.1|DSEC	LOC118467340|XP_035793608.1|AALB
OG0007887	LOC6610678|XP_002035244.2|DSEC	LOC118464467|XP_035787768.1|AALB
OG0007888	LOC6605224|XP_002030062.1|DSEC	LOC118467081|XP_035793013.1|AALB
OG0007889	LOC6616447|XP_032574715.1|DSEC	LOC118467091|XP_035793029.1|AALB
OG0007890	LOC6604831|XP_032574437.1|DSEC	LOC118463212|XP_035785547.1|AALB
OG0007891	LOC6606244|XP_002031052.1|DSEC	LOC118464090|XP_035787048.1|AALB
OG0007892	LOC6619126|XP_002043366.1|DSEC	LOC118462650|XP_035784396.1|AALB
OG0007893	LOC6615726|XP_032571694.1|DSEC	LOC118466284|XP_035791262.1|AALB
OG0007894	LOC6604988|XP_032575748.1|DSEC	LOC118463540|XP_035786052.1|AALB
OG0007895	LOC6610140|XP_032575092.1|DSEC	LOC118463539|XP_035786048.1|AALB
OG0007896	LOC6605178|XP_002030017.1|DSEC	LOC118466432|XP_035791622.1|AALB
OG0007897	LOC6605436|XP_002030269.1|DSEC	LOC118462885|XP_035784860.1|AALB
OG0007898	LOC6610472|XP_002035052.1|DSEC	LOC118467506|XP_035793951.1|AALB
OG0007899	LOC6606118|XP_002030926.1|DSEC	LOC118462687|XP_035784494.1|AALB
OG0007900	LOC116800491|XP_032571691.1|DSEC	LOC118463615|XP_035786201.1|AALB
OG0007901	LOC6604931|XP_032573500.1|DSEC	LOC118462909|XP_035784903.1|AALB
OG0007902	LOC6619585|XP_002043800.1|DSEC	LOC118468845|XP_035795982.1|AALB
OG0007903	LOC6605876|XP_002030690.1|DSEC	LOC118466224|XP_035791152.1|AALB
OG0007904	LOC6616361|XP_002040721.1|DSEC	LOC118466225|XP_035791153.1|AALB
OG0007905	LOC6611599|XP_002036136.1|DSEC	LOC118458716|XP_035777354.1|AALB
OG0007906	LOC6610877|XP_002035440.2|DSEC	LOC118464496|XP_035787817.1|AALB
OG0007907	LOC6610859|XP_002035425.1|DSEC	LOC118466275|XP_035791241.1|AALB
OG0007908	LOC6610858|XP_002035424.1|DSEC	LOC118466278|XP_035791248.1|AALB
OG0007909	LOC6616080|XP_002040446.1|DSEC	LOC118467371|XP_035793677.1|AALB
OG0007911	LOC6610675|XP_002035241.2|DSEC	LOC118464311|XP_035787495.1|AALB
OG0007912	LOC6610399|XP_002034981.1|DSEC	LOC118464314|XP_035787503.1|AALB
OG0007913	LOC6610674|XP_002035240.1|DSEC	LOC118464316|XP_035787505.1|AALB
OG0007914	LOC6621954|XP_032576077.1|DSEC	LOC118466442|XP_035791644.1|AALB
OG0007915	LOC6605987|XP_002030799.1|DSEC	LOC118466347|XP_035791371.1|AALB
OG0007916	LOC6613539|XP_002038007.1|DSEC	LOC118467368|XP_035793669.1|AALB
OG0007917	LOC6608347|XP_002033084.1|DSEC	LOC118466756|XP_035792349.1|AALB
OG0007918	LOC6607921|XP_002032671.1|DSEC	LOC118467804|XP_035794571.1|AALB
OG0007919	LOC6609289|XP_032572337.1|DSEC	LOC118466906|XP_035792663.1|AALB
OG0007920	LOC6615402|XP_032570491.1|DSEC	LOC118466912|XP_035792670.1|AALB
OG0007921	LOC6608663|XP_032571103.1|DSEC	LOC118464026|XP_035786975.1|AALB
OG0007922	LOC6606729|XP_032578392.1|DSEC	LOC118456930|XP_035773965.1|AALB
OG0007923	LOC6617611|XP_032580102.1|DSEC	LOC118465895|XP_035790439.1|AALB
OG0007924	LOC6608885|XP_002033599.1|DSEC	LOC118463576|XP_035786109.1|AALB
OG0007925	LOC6618917|XP_002043165.1|DSEC	LOC118464399|XP_035787646.1|AALB
OG0007926	LOC6609354|XP_002034043.1|DSEC	LOC118457558|XP_035775122.1|AALB
OG0007927	LOC6611433|XP_032572616.1|DSEC	LOC118458139|XP_035776223.1|AALB
OG0007928	LOC6611738|XP_032583543.1|DSEC	LOC118461869|XP_035783584.1|AALB
OG0007929	LOC6611456|XP_032580062.1|DSEC	LOC118457730|XP_035775415.1|AALB
OG0007930	LOC6618933|XP_032572240.1|DSEC	LOC118456901|XP_035773918.1|AALB
OG0007931	LOC6613625|XP_032583634.1|DSEC	LOC118457040|XP_035774175.1|AALB
OG0007932	LOC116802232|XP_032581929.1|DSEC	LOC118461846|XP_035783521.1|AALB
OG0007933	LOC6616842|XP_002041178.1|DSEC	LOC118456481|XP_035773188.1|AALB
OG0007934	LOC6613834|XP_032577546.1|DSEC	LOC118459157|XP_035778138.1|AALB
OG0007935	LOC6617812|XP_002042124.1|DSEC	LOC118468679|XP_035795683.1|AALB
OG0007936	LOC6611992|XP_002036509.1|DSEC	LOC118457675|XP_035775325.1|AALB
OG0007937	LOC6611581|XP_002036119.1|DSEC	LOC118457175|XP_035774400.1|AALB
OG0007938	LOC6612057|XP_032574539.1|DSEC	LOC118456682|XP_035773555.1|AALB
OG0007939	LOC6613296|XP_032574937.1|DSEC	LOC118457851|XP_035775631.1|AALB
OG0007940	LOC6613298|XP_032570060.1|DSEC	LOC118457384|XP_035774811.1|AALB
OG0007941	LOC6620142|XP_002044355.1|DSEC	LOC118458354|XP_035776598.1|AALB
OG0007942	LOC6619993|XP_002044205.1|DSEC	LOC118468922|XP_035796125.1|AALB
OG0007944	LOC6610401|XP_002034983.1|DSEC	LOC118459768|XP_035779356.1|AALB
OG0007945	LOC6612019|XP_002036536.1|DSEC	LOC118456855|XP_035773848.1|AALB
OG0007946	LOC6615799|XP_002040169.1|DSEC	LOC118456965|XP_035774048.1|AALB
OG0007947	LOC6617840|XP_002042148.1|DSEC	LOC118468737|XP_035795781.1|AALB
OG0007948	LOC6611388|XP_032573894.1|DSEC	LOC118456159|XP_035772575.1|AALB
OG0007949	LOC6618967|XP_032580262.1|DSEC	LOC118457326|XP_035774712.1|AALB
OG0007950	LOC6618206|XP_002042481.1|DSEC	LOC118461542|XP_035782881.1|AALB
OG0007951	LOC6613433|XP_032583187.1|DSEC	LOC118461544|XP_035782885.1|AALB
OG0007952	LOC6613377|XP_002037851.1|DSEC	LOC118461545|XP_035782887.1|AALB
OG0007953	LOC6613622|XP_002038092.1|DSEC	LOC118461872|XP_035783597.1|AALB
OG0007954	LOC6611436|XP_002035980.1|DSEC	LOC118457935|XP_035775840.1|AALB
OG0007955	LOC6611883|XP_032576288.1|DSEC	LOC118468538|XP_035795314.1|AALB
OG0007956	LOC6614729|XP_002039153.1|DSEC	LOC118458010|XP_035776000.1|AALB
OG0007957	LOC6611926|XP_032582535.1|DSEC	LOC118457870|XP_035775677.1|AALB
OG0007958	LOC6618524|XP_002042784.2|DSEC	LOC118456970|XP_035774057.1|AALB
OG0007959	LOC6614560|XP_002038988.1|DSEC	LOC118456499|XP_035773221.1|AALB
OG0007960	LOC6611998|XP_002036515.1|DSEC	LOC118467157|XP_035793194.1|AALB
OG0007961	LOC6616931|XP_002041261.1|DSEC	LOC118458304|XP_035776527.1|AALB
OG0007962	LOC6616165|XP_002040530.1|DSEC	LOC118456180|XP_035772624.1|AALB
OG0007963	LOC6617819|XP_002042129.1|DSEC	LOC118459218|XP_035778294.1|AALB
OG0007964	LOC6611404|XP_002035948.1|DSEC	LOC118468474|XP_035795185.1|AALB
OG0007965	LOC6613590|XP_032575033.1|DSEC	LOC118458825|XP_035777602.1|AALB
OG0007966	LOC6617400|XP_002041725.1|DSEC	LOC118456909|XP_035773928.1|AALB
OG0007967	LOC6618226|XP_002042501.1|DSEC	LOC118461739|XP_035783330.1|AALB
OG0007968	LOC6617390|XP_032577198.1|DSEC	LOC118457601|XP_035775195.1|AALB
OG0007969	LOC6611945|XP_002036462.1|DSEC	LOC118460525|XP_035780797.1|AALB
OG0007970	LOC116800636|XP_032572542.1|DSEC	LOC118461429|XP_035782630.1|AALB
OG0007971	LOC6617663|XP_002041976.2|DSEC	LOC118460671|XP_035781040.1|AALB
OG0007972	LOC6608838|XP_002033552.1|DSEC	LOC118459090|XP_035778048.1|AALB
OG0007973	LOC6617735|XP_032572046.1|DSEC	LOC118466959|XP_035792757.1|AALB
OG0007974	LOC6618624|XP_002042883.1|DSEC	LOC118458899|XP_035777751.1|AALB
OG0007975	LOC6614014|XP_002038468.1|DSEC	LOC118457981|XP_035775926.1|AALB
OG0007976	LOC6619834|XP_002044047.2|DSEC	LOC118456808|XP_035773791.1|AALB
OG0007977	LOC6611615|XP_002036151.1|DSEC	LOC118462051|XP_035783927.1|AALB
OG0007978	LOC6613401|XP_002037875.1|DSEC	LOC118462054|XP_035783933.1|AALB
OG0007979	LOC6621795|XP_032570254.1|DSEC	LOC118458007|XP_035775985.1|AALB
OG0007980	LOC6618132|XP_002042429.1|DSEC	LOC118458677|XP_035777282.1|AALB
OG0007981	LOC6619955|XP_002044167.1|DSEC	LOC118458678|XP_035777283.1|AALB
OG0007982	LOC6612097|XP_032583563.1|DSEC	LOC118458672|XP_035777275.1|AALB
OG0007983	LOC6614534|XP_002038965.1|DSEC	LOC118458717|XP_035777355.1|AALB
OG0007984	LOC6614703|XP_032578429.1|DSEC	LOC118460979|XP_035781686.1|AALB
OG0007985	LOC116801817|XP_032579528.1|DSEC	LOC118457538|XP_035775084.1|AALB
OG0007986	LOC6617738|XP_002042050.1|DSEC	LOC118458272|XP_035776480.1|AALB
OG0007987	LOC6613144|XP_002037625.1|DSEC	LOC118461191|XP_035782116.1|AALB
OG0007988	LOC6614780|XP_002039199.1|DSEC	LOC118458419|XP_035776754.1|AALB
OG0007989	LOC6611932|XP_032569747.1|DSEC	LOC118461217|XP_035782175.1|AALB
OG0007990	LOC6611997|XP_002036514.1|DSEC	LOC118461962|XP_035783762.1|AALB
OG0007992	LOC6611718|XP_002036251.1|DSEC	LOC118459282|XP_035778421.1|AALB
OG0007993	LOC6619497|XP_032578318.1|DSEC	LOC118457939|XP_035775849.1|AALB
OG0007994	LOC6611888|XP_002036406.1|DSEC	LOC118456375|XP_035772952.1|AALB
OG0007996	LOC6614932|XP_032581122.1|DSEC	LOC118461403|XP_035782569.1|AALB
OG0007997	LOC6618341|XP_002042613.2|DSEC	LOC118460530|XP_035780804.1|AALB
OG0007998	LOC6614612|XP_002039040.1|DSEC	LOC118460513|XP_035780772.1|AALB
OG0007999	LOC6612058|XP_032580387.1|DSEC	LOC118467696|XP_035794374.1|AALB
OG0008000	LOC6612059|XP_002036576.1|DSEC	LOC118467728|XP_035794429.1|AALB
OG0008001	LOC6617760|XP_002042072.1|DSEC	LOC118456169|XP_035772606.1|AALB
OG0008002	LOC6617248|XP_002041575.1|DSEC	LOC118462013|XP_035783852.1|AALB
OG0008003	LOC6617762|XP_032583354.1|DSEC	LOC118456446|XP_035773102.1|AALB
OG0008004	LOC6615844|XP_032580234.1|DSEC	LOC118462022|XP_035783875.1|AALB
OG0008005	LOC6617562|XP_032581854.1|DSEC	LOC118462021|XP_035783873.1|AALB
