Orthogroup	DHYD.longest_only	AALB.longest_only
OG0007532	LOC111594306|XP_023163313.2|DHYD	LOC118467246|XP_035793410.1|AALB
OG0007533	LOC111596654|XP_023166723.2|DHYD	LOC118467976|XP_035794856.1|AALB
OG0007534	LOC111600929|XP_023173062.1|DHYD	LOC118465224|XP_035789112.1|AALB
OG0007535	LOC111591868|XP_023159518.2|DHYD	LOC118465660|XP_035789967.1|AALB
OG0007536	LOC111604651|XP_023178576.1|DHYD	LOC118464336|XP_035787547.1|AALB
OG0007537	LOC111605731|XP_023180199.2|DHYD	LOC118467030|XP_035792889.1|AALB
OG0007538	LOC111591854|XP_023159502.2|DHYD	LOC118462793|XP_035784678.1|AALB
OG0007539	LOC111594207|XP_023163173.2|DHYD	LOC118467723|XP_035794419.1|AALB
OG0007540	LOC111597890|XP_023168594.2|DHYD	LOC118467725|XP_035794422.1|AALB
OG0007541	LOC111595465|XP_023164996.2|DHYD	LOC118465259|XP_035789173.1|AALB
OG0007542	LOC111593123|XP_023161496.2|DHYD	LOC118465261|XP_035789176.1|AALB
OG0007543	LOC111597408|XP_023167867.2|DHYD	LOC118466017|XP_035790722.1|AALB
OG0007544	LOC111604430|XP_023178261.1|DHYD	LOC118466045|XP_035790774.1|AALB
OG0007545	LOC111597199|XP_023167540.2|DHYD	LOC118457829|XP_035775597.1|AALB
OG0007546	LOC111595158|XP_023164507.1|DHYD	LOC118466872|XP_035792614.1|AALB
OG0007547	LOC111595540|XP_023165093.2|DHYD	LOC118465277|XP_035789211.1|AALB
OG0007548	LOC111603690|XP_030078678.1|DHYD	LOC118466951|XP_035792743.1|AALB
OG0007549	LOC111605663|XP_023180094.1|DHYD	LOC118466824|XP_035792508.1|AALB
OG0007550	LOC111604295|XP_023178092.2|DHYD	LOC118466525|XP_035791915.1|AALB
OG0007551	LOC111593305|XP_023161760.2|DHYD	LOC118466526|XP_035791924.1|AALB
OG0007552	LOC111599190|XP_030080376.1|DHYD	LOC118466716|XP_035792273.1|AALB
OG0007553	LOC111595800|XP_023165458.1|DHYD	LOC118467427|XP_035793805.1|AALB
OG0007554	LOC111595287|XP_023164708.1|DHYD	LOC118462662|XP_035784447.1|AALB
OG0007555	LOC111592164|XP_023159983.2|DHYD	LOC118466096|XP_035790904.1|AALB
OG0007556	LOC111599695|XP_023171183.1|DHYD	LOC118465093|XP_035788894.1|AALB
OG0007557	LOC111599717|XP_023171223.2|DHYD	LOC118467903|XP_035794720.1|AALB
OG0007558	LOC111600534|XP_023172440.1|DHYD	LOC118465089|XP_035788886.1|AALB
OG0007559	LOC111599474|XP_023170912.1|DHYD	LOC118465081|XP_035788877.1|AALB
OG0007560	LOC111596666|XP_023166741.2|DHYD	LOC118462772|XP_035784629.1|AALB
OG0007561	LOC111592273|XP_030078833.1|DHYD	LOC118463179|XP_035785479.1|AALB
OG0007562	LOC111599807|XP_023171358.2|DHYD	LOC118462899|XP_035784888.1|AALB
OG0007563	LOC111603311|XP_023176600.1|DHYD	LOC118467027|XP_035792885.1|AALB
OG0007564	LOC111594925|XP_023164187.1|DHYD	LOC118465688|XP_035790012.1|AALB
OG0007565	LOC111601307|XP_023173595.1|DHYD	LOC118463461|XP_035785943.1|AALB
OG0007566	LOC111597997|XP_023168752.2|DHYD	LOC118466820|XP_035792501.1|AALB
OG0007567	LOC111598294|XP_023169246.1|DHYD	LOC118467933|XP_035794787.1|AALB
OG0007568	LOC111592125|XP_023159928.2|DHYD	LOC118467929|XP_035794782.1|AALB
OG0007569	LOC111597974|XP_023168716.2|DHYD	LOC118467931|XP_035794785.1|AALB
OG0007570	LOC111592179|XP_023160014.2|DHYD	LOC118467928|XP_035794780.1|AALB
OG0007571	LOC111592242|XP_023160094.2|DHYD	LOC118467925|XP_035794773.1|AALB
OG0007572	LOC111593306|XP_023161768.1|DHYD	LOC118465166|XP_035789019.1|AALB
OG0007573	LOC111599986|XP_023171648.2|DHYD	LOC118467295|XP_035793505.1|AALB
OG0007574	LOC111593895|XP_023162731.2|DHYD	LOC118465972|XP_035790625.1|AALB
OG0007575	LOC111599698|XP_023171188.2|DHYD	LOC118464699|XP_035788114.1|AALB
OG0007576	LOC111602805|XP_030080134.1|DHYD	LOC118465555|XP_035789781.1|AALB
OG0007577	LOC111604030|XP_023177654.2|DHYD	LOC118462671|XP_035784461.1|AALB
OG0007578	LOC111594194|XP_030080506.1|DHYD	LOC118464981|XP_035788705.1|AALB
OG0007579	LOC111597077|XP_023167375.2|DHYD	LOC118466462|XP_035791712.1|AALB
OG0007580	LOC111597340|XP_023167753.2|DHYD	LOC118466464|XP_035791715.1|AALB
OG0007581	LOC111602516|XP_023175367.2|DHYD	LOC118462799|XP_035784689.1|AALB
OG0007582	LOC111598507|XP_023169546.1|DHYD	LOC118462800|XP_035784691.1|AALB
OG0007583	LOC111597993|XP_023168740.2|DHYD	LOC118465438|XP_035789581.1|AALB
OG0007584	LOC111593624|XP_030079412.1|DHYD	LOC118464347|XP_035787560.1|AALB
OG0007585	LOC111600940|XP_023173079.2|DHYD	LOC118463874|XP_035786687.1|AALB
OG0007586	LOC111594645|XP_023163807.1|DHYD	LOC118467282|XP_035793480.1|AALB
OG0007587	LOC111597029|XP_030082016.1|DHYD	LOC118467306|XP_035793522.1|AALB
OG0007588	LOC111594734|XP_023163936.2|DHYD	LOC118467307|XP_035793528.1|AALB
OG0007589	LOC111594983|XP_023164251.2|DHYD	LOC118467418|XP_035793797.1|AALB
OG0007590	LOC111599846|XP_023171407.2|DHYD	LOC118465148|XP_035788987.1|AALB
OG0007591	LOC111592172|XP_023159994.1|DHYD	LOC118462745|XP_035784598.1|AALB
OG0007592	LOC111593917|XP_023162757.2|DHYD	LOC118462729|XP_035784567.1|AALB
OG0007593	LOC111592701|XP_023160887.1|DHYD	LOC118462741|XP_035784595.1|AALB
OG0007594	LOC111592173|XP_023159997.2|DHYD	LOC118463304|XP_035785683.1|AALB
OG0007595	LOC111598000|XP_023168757.1|DHYD	LOC118464203|XP_035787256.1|AALB
OG0007596	LOC111601575|XP_023173994.2|DHYD	LOC118464944|XP_035788624.1|AALB
OG0007597	LOC111593536|XP_023162107.1|DHYD	LOC118463069|XP_035785221.1|AALB
OG0007598	LOC111592155|XP_023159973.1|DHYD	LOC118464980|XP_035788704.1|AALB
OG0007599	LOC111604519|XP_023178384.1|DHYD	LOC118466976|XP_035792781.1|AALB
OG0007600	LOC111604514|XP_023178379.1|DHYD	LOC118464707|XP_035788132.1|AALB
OG0007601	LOC111595066|XP_023164390.1|DHYD	LOC118462757|XP_035784614.1|AALB
OG0007602	LOC111600961|XP_023173109.1|DHYD	LOC118465687|XP_035790011.1|AALB
OG0007603	LOC111600980|XP_023173135.2|DHYD	LOC118465822|XP_035790301.1|AALB
OG0007604	LOC111598079|XP_023168888.2|DHYD	LOC118464999|XP_035788733.1|AALB
OG0007605	LOC111597625|XP_023168195.2|DHYD	LOC118463996|XP_035786921.1|AALB
OG0007606	LOC111598385|XP_023169362.1|DHYD	LOC118466386|XP_035791510.1|AALB
OG0007607	LOC111601391|XP_023173702.2|DHYD	LOC118463519|XP_035786015.1|AALB
OG0007608	LOC111598092|XP_023168910.2|DHYD	LOC118466977|XP_035792784.1|AALB
OG0007609	LOC111605122|XP_023179246.2|DHYD	LOC118463467|XP_035785950.1|AALB
OG0007610	LOC111592204|XP_023160039.2|DHYD	LOC118466491|XP_035791785.1|AALB
OG0007611	LOC111593718|XP_030079820.1|DHYD	LOC118466493|XP_035791791.1|AALB
OG0007612	LOC111592109|XP_023159908.2|DHYD	LOC118466492|XP_035791787.1|AALB
OG0007613	LOC111597050|XP_023167336.2|DHYD	LOC118466504|XP_035791827.1|AALB
OG0007614	LOC111591931|XP_023159629.2|DHYD	LOC118462876|XP_035784840.1|AALB
OG0007615	LOC111603740|XP_023177225.1|DHYD	LOC118462879|XP_035784843.1|AALB
OG0007616	LOC111598332|XP_023169301.2|DHYD	LOC118462878|XP_035784842.1|AALB
OG0007617	LOC111593529|XP_023162090.1|DHYD	LOC118463931|XP_035786783.1|AALB
OG0007618	LOC111600987|XP_023173146.1|DHYD	LOC118465798|XP_035790255.1|AALB
OG0007619	LOC111604290|XP_023178076.1|DHYD	LOC118463994|XP_035786917.1|AALB
OG0007620	LOC111604451|XP_030079933.1|DHYD	LOC118465928|XP_035790521.1|AALB
OG0007621	LOC111604105|XP_023177777.2|DHYD	LOC118466925|XP_035792703.1|AALB
OG0007622	LOC111599241|XP_023170606.2|DHYD	LOC118463755|XP_035786450.1|AALB
OG0007623	LOC111600949|XP_023173088.2|DHYD	LOC118462684|XP_035784486.1|AALB
OG0007624	LOC111605709|XP_023180163.2|DHYD	LOC118466098|XP_035790906.1|AALB
OG0007625	LOC111592772|XP_023160941.2|DHYD	LOC118465978|XP_035790633.1|AALB
OG0007626	LOC111605628|XP_023180048.1|DHYD	LOC118465992|XP_035790677.1|AALB
OG0007627	LOC111605627|XP_023180047.2|DHYD	LOC118465989|XP_035790671.1|AALB
OG0007628	LOC111594143|XP_023163080.1|DHYD	LOC118456878|XP_035773887.1|AALB
OG0007629	LOC111601553|XP_023173963.2|DHYD	LOC118460913|XP_035781557.1|AALB
OG0007630	LOC111603630|XP_023177067.2|DHYD	LOC118465939|XP_035790551.1|AALB
OG0007631	LOC111593232|XP_023161651.2|DHYD	LOC118460683|XP_035781074.1|AALB
OG0007632	LOC111596899|XP_023167117.1|DHYD, LOC115482993|XP_030079487.1|DHYD	LOC118468349|XP_035795002.1|AALB
OG0007633	LOC111595787|XP_030080279.1|DHYD	LOC118457152|XP_035774370.1|AALB
OG0007634	LOC111598238|XP_023169170.1|DHYD	LOC118468401|XP_035795058.1|AALB
OG0007635	LOC111594671|XP_023163845.2|DHYD	LOC118461204|XP_035782149.1|AALB
OG0007636	LOC111592286|XP_023160156.2|DHYD	LOC118466863|XP_035792592.1|AALB
OG0007637	LOC111594702|XP_023163891.2|DHYD	LOC118464130|XP_035787118.1|AALB
OG0007638	LOC111604614|XP_030081070.1|DHYD	LOC118464530|XP_035787859.1|AALB
OG0007639	LOC111592001|XP_023159734.2|DHYD	LOC118463263|XP_035785627.1|AALB
OG0007665	LOC111598298|XP_023169257.2|DHYD	LOC118459890|XP_035779587.1|AALB
OG0007666	LOC111598190|XP_023169087.1|DHYD	LOC118459902|XP_035779621.1|AALB
OG0007667	LOC111593029|XP_023161359.1|DHYD	LOC118463704|XP_035786392.1|AALB
OG0007668	LOC111598946|XP_023170195.1|DHYD	LOC118466605|XP_035792106.1|AALB
OG0007669	LOC111598399|XP_023169388.2|DHYD	LOC118462035|XP_035783906.1|AALB
OG0007670	LOC111598398|XP_023169387.2|DHYD	LOC118462026|XP_035783894.1|AALB
OG0007671	LOC111603147|XP_023176390.1|DHYD	LOC118463623|XP_035786214.1|AALB
OG0007672	LOC111598426|XP_023169437.2|DHYD	LOC118463063|XP_035785215.1|AALB
OG0007673	LOC111594502|XP_023163582.2|DHYD	LOC118467038|XP_035792920.1|AALB
OG0007674	LOC111603230|XP_030079327.1|DHYD	LOC118456371|XP_035772948.1|AALB
OG0007675	LOC111602875|XP_023175970.2|DHYD	LOC118463206|XP_035785583.1|AALB
OG0007676	LOC111601903|XP_023174517.2|DHYD	LOC118462076|XP_035783977.1|AALB
OG0007677	LOC111597253|XP_023167624.2|DHYD	LOC118466216|XP_035791132.1|AALB
OG0007679	LOC111595352|XP_023164791.1|DHYD	LOC118464627|XP_035787968.1|AALB
OG0007680	LOC111602270|XP_023175033.1|DHYD	LOC118457096|XP_035774280.1|AALB
OG0007682	LOC111598413|XP_023169420.1|DHYD	LOC118458641|XP_035777226.1|AALB
OG0007683	LOC111591984|XP_023159703.1|DHYD	LOC118461566|XP_035782935.1|AALB
OG0007684	LOC111602863|XP_023175947.2|DHYD	LOC118462940|XP_035784971.1|AALB
OG0007685	LOC111600222|XP_030079390.1|DHYD	LOC118463151|XP_035785430.1|AALB
OG0007686	LOC111594053|XP_023162937.2|DHYD	LOC118457697|XP_035775367.1|AALB
OG0007687	LOC111593638|XP_023162282.2|DHYD	LOC118461954|XP_035783747.1|AALB
OG0007688	LOC111604197|XP_023177921.1|DHYD	LOC118458033|XP_035776045.1|AALB
OG0007689	LOC111593061|XP_023161403.2|DHYD	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC111596758|XP_023166867.2|DHYD	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC111603296|XP_023176586.1|DHYD	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC111603356|XP_023176670.2|DHYD	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC111593043|XP_023161380.2|DHYD	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC111595063|XP_023164386.1|DHYD	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC111596472|XP_030079443.1|DHYD	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC111592341|XP_023160237.2|DHYD	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC111591911|XP_030079626.1|DHYD	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC111593463|XP_030079406.1|DHYD	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC111593989|XP_023162848.1|DHYD	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC111596771|XP_023166886.2|DHYD	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC111604748|XP_030079556.1|DHYD	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC111591983|XP_023159702.1|DHYD	LOC118457139|XP_035774387.1|AALB
OG0007703	LOC111604268|XP_023178078.1|DHYD	LOC118459807|XP_035779441.1|AALB
OG0007704	LOC111597845|XP_023168522.1|DHYD	LOC118468869|XP_035796048.1|AALB
OG0007705	LOC111595963|XP_023165705.1|DHYD	LOC118460330|XP_035780441.1|AALB
OG0007706	LOC111603219|XP_030079311.1|DHYD	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC111600202|XP_030079392.1|DHYD	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC111593022|XP_023161331.2|DHYD	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC111596709|XP_030078955.1|DHYD	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC111592370|XP_023160304.1|DHYD	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC111598286|XP_023169236.2|DHYD	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC111598148|XP_030078880.1|DHYD	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC111597365|XP_030079942.1|DHYD	LOC118461271|XP_035782311.1|AALB
OG0007714	LOC111594080|XP_023162991.2|DHYD	LOC118465614|XP_035789888.1|AALB
OG0007715	LOC111596750|XP_023166850.1|DHYD	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC111595984|XP_023165738.2|DHYD	LOC118456153|XP_035772565.1|AALB
OG0007718	LOC111594273|XP_023163271.1|DHYD	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC111598402|XP_023169394.1|DHYD	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC111598400|XP_023169392.2|DHYD	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC111603349|XP_023176659.2|DHYD	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC111603377|XP_023176697.2|DHYD	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC111596576|XP_023166617.1|DHYD	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC111599040|XP_023170322.2|DHYD	LOC118456483|XP_035773197.1|AALB
OG0007725	LOC111597453|XP_023167958.1|DHYD	LOC118459301|XP_035778446.1|AALB
OG0007726	LOC111596715|XP_023166804.1|DHYD	LOC118467056|XP_035792998.1|AALB
OG0007727	LOC111596878|XP_023167095.1|DHYD	LOC118459861|XP_035779529.1|AALB
OG0007728	LOC111597309|XP_023167703.2|DHYD	LOC118466157|XP_035791067.1|AALB
OG0007729	LOC111597284|XP_023167667.1|DHYD	LOC118462784|XP_035784669.1|AALB
OG0007731	LOC111598760|XP_023169937.2|DHYD	LOC118456287|XP_035772798.1|AALB
OG0007733	LOC111598268|XP_023169213.1|DHYD	LOC118461642|XP_035783111.1|AALB
OG0007734	LOC111598351|XP_023169326.2|DHYD	LOC118465766|XP_035790178.1|AALB
OG0007735	LOC111603385|XP_023176712.1|DHYD	LOC118460684|XP_035781079.1|AALB
OG0007736	LOC111594199|XP_023163556.1|DHYD	LOC118458075|XP_035776128.1|AALB
OG0007737	LOC111600712|XP_023172737.2|DHYD	LOC118464411|XP_035787665.1|AALB
OG0007738	LOC111599559|XP_023170995.2|DHYD	LOC118466333|XP_035791349.1|AALB
OG0007741	LOC111597374|XP_023167800.2|DHYD	LOC118460967|XP_035781670.1|AALB
OG0007742	LOC111598828|XP_023170028.1|DHYD	LOC118456365|XP_035772933.1|AALB
OG0007743	LOC111604272|XP_023178038.2|DHYD	LOC118459847|XP_035779511.1|AALB
OG0007744	LOC111600510|XP_023172406.1|DHYD	LOC118466209|XP_035791123.1|AALB
OG0007745	LOC111596725|XP_023166826.2|DHYD	LOC118461267|XP_035782293.1|AALB
OG0007746	LOC111597400|XP_023167847.2|DHYD	LOC118460595|XP_035780919.1|AALB
OG0007747	LOC111603101|XP_030079303.1|DHYD	LOC118460552|XP_035780843.1|AALB
OG0007749	LOC111593425|XP_023161937.2|DHYD	LOC118466762|XP_035792369.1|AALB
OG0007751	LOC111599214|XP_023170579.2|DHYD	LOC118462901|XP_035784892.1|AALB
OG0007753	LOC111598448|XP_023169470.1|DHYD	LOC118457856|XP_035775641.1|AALB
OG0007754	LOC111596630|XP_023166686.1|DHYD	LOC118468805|XP_035795909.1|AALB
OG0007755	LOC111596636|XP_023166693.1|DHYD	LOC118460763|XP_035781256.1|AALB
OG0007756	LOC111602878|XP_023175973.2|DHYD	LOC118464326|XP_035787532.1|AALB
OG0007758	LOC111596333|XP_023166268.1|DHYD	LOC118456894|XP_035773908.1|AALB
OG0007760	LOC111601917|XP_023174533.1|DHYD	LOC118460774|XP_035781275.1|AALB
OG0007761	LOC111605312|XP_023179541.2|DHYD	LOC118466394|XP_035791584.1|AALB
OG0007762	LOC111596638|XP_023166696.2|DHYD	LOC118458786|XP_035777527.1|AALB
OG0007763	LOC111599181|XP_023170534.2|DHYD	LOC118457131|XP_035774342.1|AALB
OG0007764	LOC111594269|XP_023163267.1|DHYD	LOC118457304|XP_035774687.1|AALB
OG0007765	LOC111594268|XP_023163266.2|DHYD	LOC118459063|XP_035777995.1|AALB
OG0007767	LOC111597864|XP_023168566.1|DHYD	LOC118464693|XP_035788111.1|AALB
OG0007768	LOC111601955|XP_023174587.1|DHYD	LOC118465585|XP_035789849.1|AALB
OG0007769	LOC111604759|XP_023178722.2|DHYD	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB
OG0007770	LOC111604711|XP_023178655.2|DHYD	LOC118460429|XP_035780613.1|AALB
OG0007771	LOC111598939|XP_023170185.2|DHYD	LOC118462664|XP_035784453.1|AALB
OG0007772	LOC111598876|XP_023170104.1|DHYD	LOC118466974|XP_035792779.1|AALB
OG0007773	LOC111602208|XP_023174948.2|DHYD	LOC118460446|XP_035780651.1|AALB
OG0007774	LOC111593214|XP_023161632.2|DHYD	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB
OG0007775	LOC111596546|XP_030079530.1|DHYD	LOC118464866|XP_035788481.1|AALB
OG0007776	LOC111593054|XP_023161396.1|DHYD	LOC118458526|XP_035777000.1|AALB
OG0007777	LOC111598265|XP_023169212.2|DHYD	LOC118468445|XP_035795112.1|AALB
OG0007778	LOC111593473|XP_023162002.2|DHYD	LOC118468395|XP_035795051.1|AALB
OG0007779	LOC111604656|XP_023178581.2|DHYD	LOC118465472|XP_035789664.1|AALB
OG0007780	LOC111595353|XP_030079929.1|DHYD	LOC118465513|XP_035789728.1|AALB
OG0007781	LOC111598147|XP_030078847.1|DHYD	LOC118459370|XP_035778564.1|AALB
OG0007782	LOC111605614|XP_023180054.1|DHYD	LOC118459432|XP_035778674.1|AALB
OG0007783	LOC111598101|XP_023168920.1|DHYD	LOC118458025|XP_035776024.1|AALB
OG0007784	LOC111601971|XP_023174614.2|DHYD	LOC118467381|XP_035793754.1|AALB
OG0007785	LOC111602418|XP_023175220.2|DHYD	LOC118460838|XP_035781413.1|AALB
OG0007786	LOC111599184|XP_023170537.2|DHYD	LOC118460134|XP_035780091.1|AALB
OG0007787	LOC111596412|XP_023166391.2|DHYD	LOC118457809|XP_035775556.1|AALB
OG0007788	LOC111603546|XP_023176947.2|DHYD	LOC118468319|XP_035794957.1|AALB
OG0007790	LOC111596255|XP_030080825.1|DHYD	LOC118460940|XP_035781597.1|AALB
OG0007792	LOC111593414|XP_023161912.2|DHYD	LOC118460537|XP_035780817.1|AALB
OG0007793	LOC111597190|XP_023167528.1|DHYD	LOC118460081|XP_035779988.1|AALB
OG0007794	LOC111595646|XP_023165278.1|DHYD	LOC118460665|XP_035781028.1|AALB
OG0007795	LOC111602409|XP_023175208.1|DHYD	LOC118458115|XP_035776182.1|AALB
OG0007796	LOC111601348|XP_023173648.2|DHYD	LOC118459039|XP_035777952.1|AALB
OG0007797	LOC111603261|XP_023176537.1|DHYD	LOC118457292|XP_035774647.1|AALB
OG0007798	LOC111603237|XP_023176510.2|DHYD	LOC118457294|XP_035774652.1|AALB
OG0007799	LOC111599893|XP_023171487.1|DHYD	LOC118457830|XP_035775598.1|AALB
OG0007800	LOC111597826|XP_023168484.2|DHYD	LOC118462038|XP_035783905.1|AALB
OG0007802	LOC111595713|XP_023165325.1|DHYD	LOC118461388|XP_035782542.1|AALB
OG0007803	LOC111602640|XP_023175569.1|DHYD	LOC118461597|XP_035782994.1|AALB
OG0007804	LOC111601809|XP_023174372.1|DHYD	LOC118460901|XP_035781537.1|AALB
OG0007805	LOC111601811|XP_023174377.1|DHYD	LOC118460908|XP_035781551.1|AALB
OG0007806	LOC111601845|XP_023174447.2|DHYD	LOC118460902|XP_035781538.1|AALB
OG0007808	LOC111600853|XP_023172932.1|DHYD	LOC118458041|XP_035776053.1|AALB
OG0007809	LOC111593488|XP_023162021.2|DHYD	LOC118469013|XP_035796347.1|AALB
OG0007810	LOC111594710|XP_023163902.2|DHYD	LOC118469010|XP_035796337.1|AALB
OG0007811	LOC111601777|XP_023174291.2|DHYD	LOC118462043|XP_035783913.1|AALB
OG0007812	LOC111603163|XP_023176409.2|DHYD	LOC118462039|XP_035783907.1|AALB
OG0007813	LOC111594491|XP_030080632.1|DHYD	LOC118456276|XP_035772782.1|AALB
OG0007814	LOC111604034|XP_023177659.1|DHYD	LOC118458318|XP_035776554.1|AALB
OG0007815	LOC111605323|XP_023179556.2|DHYD	LOC118460946|XP_035781607.1|AALB
OG0007816	LOC111591863|XP_023159513.1|DHYD	LOC118460456|XP_035780670.1|AALB
OG0007817	LOC111598713|XP_023169874.1|DHYD	LOC118460454|XP_035780667.1|AALB
OG0007818	LOC111596500|XP_023166529.2|DHYD	LOC118458467|XP_035776880.1|AALB
OG0007819	LOC111603293|XP_023176615.1|DHYD	LOC118460556|XP_035780846.1|AALB
OG0007820	LOC111597908|XP_023168615.1|DHYD	LOC118457057|XP_035774198.1|AALB
OG0007821	LOC111594480|XP_023163553.1|DHYD	LOC118458614|XP_035777184.1|AALB
OG0007822	LOC111594481|XP_023163554.2|DHYD	LOC118458612|XP_035777181.1|AALB
OG0007823	LOC111594424|XP_030080651.1|DHYD	LOC118466764|XP_035792381.1|AALB
OG0007824	LOC111592695|XP_023160836.2|DHYD	LOC118460811|XP_035781321.1|AALB
OG0007825	LOC111594554|XP_023163675.2|DHYD	LOC118459490|XP_035778801.1|AALB
OG0007827	LOC111597329|XP_023167740.2|DHYD	LOC118458129|XP_035776203.1|AALB
OG0007828	LOC111595307|XP_023164733.2|DHYD	LOC118464782|XP_035788305.1|AALB
OG0007829	LOC111605484|XP_023179788.2|DHYD	LOC118460206|XP_035780208.1|AALB
OG0007830	LOC111592940|XP_023161172.2|DHYD	LOC118456262|XP_035772756.1|AALB
OG0007831	LOC111597366|XP_023167831.1|DHYD	LOC118457754|XP_035775463.1|AALB
OG0007832	LOC111596162|XP_023166022.2|DHYD	LOC118459589|XP_035779010.1|AALB
OG0007833	LOC111594262|XP_023163256.2|DHYD	LOC118458802|XP_035777558.1|AALB
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC118461380|XP_035782526.1|AALB
OG0007836	LOC111594522|XP_023163620.1|DHYD	LOC118461492|XP_035782767.1|AALB
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC118458405|XP_035776713.1|AALB
OG0007838	LOC111594561|XP_023163686.1|DHYD	LOC118456161|XP_035772577.1|AALB
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC118468927|XP_035796139.1|AALB
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC118458253|XP_035776435.1|AALB
OG0007841	LOC111598217|XP_023169142.1|DHYD	LOC118456926|XP_035773949.1|AALB
OG0007842	LOC111594446|XP_030080655.1|DHYD	LOC118461363|XP_035782494.1|AALB
OG0007843	LOC111595228|XP_023164627.2|DHYD	LOC118462070|XP_035783959.1|AALB
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC118458097|XP_035776158.1|AALB
OG0007845	LOC111605513|XP_023179838.1|DHYD	LOC118458107|XP_035776173.1|AALB
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC118468686|XP_035795693.1|AALB
OG0007847	LOC111596486|XP_023166515.1|DHYD	LOC118456589|XP_035773380.1|AALB
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC118457094|XP_035774275.1|AALB
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC118458993|XP_035777885.1|AALB
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC118458989|XP_035777881.1|AALB
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC118460383|XP_035780535.1|AALB
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC118458789|XP_035777523.1|AALB
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC118468568|XP_035795389.1|AALB
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC118459189|XP_035778239.1|AALB
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC118458697|XP_035777329.1|AALB
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC118461655|XP_035783126.1|AALB
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC118468313|XP_035794949.1|AALB
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC118459827|XP_035779482.1|AALB
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC118468563|XP_035795368.1|AALB
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC118457553|XP_035775113.1|AALB
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC118461677|XP_035783161.1|AALB, LOC118461678|XP_035783162.1|AALB
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC118456784|XP_035773753.1|AALB
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC118456718|XP_035773648.1|AALB
OG0007866	LOC111601474|XP_023173827.2|DHYD	LOC118459563|XP_035778955.1|AALB
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC118468312|XP_035794943.1|AALB
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC118458052|XP_035776069.1|AALB
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC118461292|XP_035782358.1|AALB
OG0007870	LOC111597602|XP_023168170.2|DHYD	LOC118463895|XP_035786718.1|AALB
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC118464868|XP_035788483.1|AALB
