Orthogroup	DHYD.longest_only	DBIA.longest_only
OG0010757	LOC111604275|XP_023178043.2|DHYD	LOC108026033|XP_016952214.1|DBIA
OG0010758	LOC111599423|XP_023170842.2|DHYD	LOC108026416|XP_016952833.1|DBIA
OG0010759	LOC111597885|XP_023168586.2|DHYD	LOC108025309|XP_016951199.1|DBIA
OG0010760	LOC111600291|XP_023172111.1|DHYD	LOC108024455|XP_016949861.1|DBIA
OG0010762	LOC111592478|XP_023160462.2|DHYD	LOC108024311|XP_016949703.1|DBIA
OG0010763	LOC111594807|XP_023164037.1|DHYD	LOC108031291|XP_016960022.1|DBIA
OG0010764	LOC111597856|XP_023168538.1|DHYD	LOC108031135|XP_016959839.1|DBIA
OG0010765	LOC111596149|XP_023166006.2|DHYD	LOC108024424|XP_016949830.1|DBIA
OG0010766	LOC111597202|XP_023167543.1|DHYD	LOC108030990|XP_016959679.1|DBIA
OG0010767	LOC111597402|XP_023167849.2|DHYD	LOC108025136|XP_016950897.1|DBIA
OG0010768	LOC111601995|XP_023174651.1|DHYD	LOC108025027|XP_016950772.1|DBIA
OG0010769	LOC111596186|XP_023166061.1|DHYD	LOC108024838|XP_016950463.1|DBIA
OG0010770	LOC111594460|XP_023163525.2|DHYD	LOC108025455|XP_016951445.1|DBIA
OG0010771	LOC111600474|XP_023172353.1|DHYD	LOC108029420|XP_016957150.1|DBIA
OG0010772	LOC111599606|XP_023171061.2|DHYD	LOC108031251|XP_016959977.1|DBIA
OG0010773	LOC111599587|XP_023171029.2|DHYD	LOC108031323|XP_016960058.1|DBIA
OG0010774	LOC111605595|XP_023179970.1|DHYD	LOC108024961|XP_016950687.1|DBIA
OG0010777	LOC111595467|XP_023165003.1|DHYD	LOC108031232|XP_016959957.1|DBIA
OG0010778	LOC111592399|XP_023160344.1|DHYD	LOC108031265|XP_016959993.1|DBIA
OG0010779	LOC111592383|XP_023160325.1|DHYD	LOC108031299|XP_016960031.1|DBIA
OG0010780	LOC111595675|XP_023165279.2|DHYD	LOC108031191|XP_016959901.1|DBIA
OG0010781	LOC111602722|XP_023175735.2|DHYD	LOC108031826|XP_016961049.1|DBIA
OG0010782	LOC111604279|XP_023178063.2|DHYD, LOC111604280|XP_023178064.2|DHYD	LOC108031363|XP_016960131.1|DBIA
OG0010783	LOC111603015|XP_023176202.1|DHYD	LOC108026429|XP_016952854.1|DBIA
OG0010784	LOC111599723|XP_023171236.1|DHYD	LOC108022506|XP_016946963.1|DBIA
OG0010785	LOC111592219|XP_023160063.1|DHYD	LOC108029998|XP_016958002.1|DBIA
OG0010786	LOC111595247|XP_030081247.1|DHYD	LOC108026553|XP_016952993.1|DBIA
OG0010787	LOC115483457|XP_030081375.1|DHYD	LOC108022436|XP_016946810.1|DBIA
OG0010788	LOC111593736|XP_023162497.2|DHYD	LOC108026707|XP_016953293.1|DBIA
OG0010790	LOC111595587|XP_023165166.2|DHYD	LOC108026924|XP_016953624.1|DBIA
OG0010792	LOC111603229|XP_023176503.1|DHYD	LOC108035770|XP_016966965.1|DBIA
OG0010793	LOC111598112|XP_030078908.1|DHYD	LOC108033343|XP_016963138.1|DBIA
OG0010794	LOC111599703|XP_023171200.2|DHYD	LOC108035056|XP_016965926.1|DBIA
OG0010795	LOC111592750|XP_023160914.1|DHYD	LOC108029475|XP_016957224.1|DBIA
OG0010797	LOC111604689|XP_023178626.1|DHYD	LOC108034647|XP_016965073.1|DBIA
OG0010799	LOC111602988|XP_023176153.2|DHYD	LOC108028272|XP_016955460.1|DBIA
OG0010800	LOC111597604|XP_023168173.1|DHYD	LOC108028426|XP_016955745.1|DBIA
OG0010801	LOC111592588|XP_023160672.2|DHYD	LOC108032542|XP_016961905.1|DBIA
OG0010802	LOC111596099|XP_023165927.1|DHYD	LOC108027910|XP_016955021.1|DBIA
OG0010803	LOC111596285|XP_023166207.2|DHYD	LOC108032577|XP_016961969.1|DBIA
OG0010804	LOC111595929|XP_023165656.1|DHYD	LOC108034213|XP_016964542.1|DBIA
OG0010805	LOC111591965|XP_023159677.2|DHYD	LOC108033597|XP_016963438.1|DBIA
OG0010806	LOC111596138|XP_023165989.1|DHYD	LOC108033705|XP_016963703.1|DBIA
OG0010807	LOC111602205|XP_023174943.1|DHYD	LOC108024612|XP_016950527.1|DBIA
OG0010808	LOC111598446|XP_023169457.2|DHYD	LOC108032973|XP_016962533.1|DBIA
OG0010810	LOC111592194|XP_023160028.2|DHYD	LOC108030223|XP_016958495.1|DBIA
OG0010823	LOC111598173|XP_023169037.2|DHYD	LOC108033674|XP_016963608.1|DBIA
OG0010828	LOC111603191|XP_023176445.2|DHYD	LOC108023266|XP_016948038.1|DBIA
OG0010833	LOC111603839|XP_023177376.2|DHYD	LOC108022761|XP_016947355.1|DBIA
OG0010835	LOC111598249|XP_030080091.1|DHYD	LOC108024285|XP_016949673.1|DBIA
OG0010836	LOC111601076|XP_023173270.2|DHYD	LOC108028043|XP_016955173.1|DBIA
OG0010838	LOC111591875|XP_023159526.2|DHYD	LOC108035906|XP_016967161.1|DBIA
OG0010840	LOC111601004|XP_023173170.2|DHYD	LOC108028429|XP_016955748.1|DBIA
OG0010841	LOC111594641|XP_023163803.2|DHYD	LOC108032821|XP_016962325.1|DBIA
OG0010843	LOC111604470|XP_023178324.1|DHYD	LOC108022588|XP_016947104.1|DBIA
OG0010845	LOC111604729|XP_023178670.1|DHYD	LOC108021937|XP_016946252.1|DBIA
OG0010846	LOC111594169|XP_023163123.2|DHYD	LOC108025436|XP_016951416.1|DBIA
OG0010847	LOC111592073|XP_023159861.1|DHYD	LOC108025694|XP_016951720.1|DBIA
OG0010848	LOC111605626|XP_023180049.2|DHYD	LOC108025798|XP_016951931.1|DBIA
OG0010849	LOC111592462|XP_030079692.1|DHYD	LOC108021875|XP_016946156.1|DBIA
OG0010850	LOC111593161|XP_023161569.1|DHYD	LOC108030110|XP_016958334.1|DBIA
OG0010851	LOC111593013|XP_023161320.2|DHYD	LOC108027492|XP_016954425.1|DBIA
OG0010852	LOC111603360|XP_023176674.1|DHYD	LOC108026775|XP_016953417.1|DBIA
OG0010853	LOC111596786|XP_023166907.1|DHYD	LOC108023292|XP_016948083.1|DBIA
OG0010854	LOC111594907|XP_023164161.2|DHYD	LOC108023921|XP_016949095.1|DBIA
OG0010855	LOC111601639|XP_030079923.1|DHYD	LOC108025677|XP_016951703.1|DBIA
OG0010856	LOC111596532|XP_023166570.1|DHYD	LOC108027514|XP_016954446.1|DBIA
OG0010857	LOC111591987|XP_023159709.2|DHYD	LOC108023185|XP_016947916.1|DBIA
OG0010858	LOC111603184|XP_023176436.2|DHYD	LOC108033036|XP_016962652.1|DBIA
OG0010859	LOC111600317|XP_023172144.1|DHYD	LOC108033801|XP_016963900.1|DBIA
OG0010860	LOC111592576|XP_023160655.2|DHYD	LOC108032827|XP_016962331.1|DBIA
OG0010861	LOC111599129|XP_023170460.2|DHYD	LOC108027808|XP_016954875.1|DBIA
OG0010862	LOC111599359|XP_023170758.2|DHYD	LOC108029193|XP_016956858.1|DBIA
OG0010863	LOC111599971|XP_023171631.2|DHYD	LOC108035326|XP_016966393.1|DBIA
OG0010864	LOC111603522|XP_023176921.1|DHYD	LOC108033623|XP_016963485.1|DBIA
OG0010865	LOC111601147|XP_023173382.1|DHYD	LOC108028998|XP_016956530.1|DBIA
OG0010867	LOC111598471|XP_023169496.2|DHYD	LOC108034895|XP_016965598.1|DBIA
OG0010868	LOC111599454|XP_023170884.2|DHYD	LOC108034835|XP_016965443.1|DBIA
OG0010869	LOC115483458|XP_030081382.1|DHYD, LOC111603046|XP_023176258.1|DHYD	LOC108034807|XP_016965330.1|DBIA
OG0010871	LOC111603067|XP_023176293.2|DHYD	LOC108034781|XP_016965228.1|DBIA
OG0010872	LOC111604769|XP_023178736.1|DHYD	LOC108028629|XP_016956038.1|DBIA
OG0010873	LOC111603694|XP_023177158.2|DHYD	LOC108035607|XP_016966776.1|DBIA
OG0010874	LOC111602904|XP_023176013.2|DHYD	LOC108034445|XP_016964819.1|DBIA
OG0010876	LOC111594884|XP_023164138.1|DHYD	LOC108035243|XP_016966266.1|DBIA
OG0010877	LOC111601097|XP_023173301.2|DHYD	LOC108028214|XP_016955367.1|DBIA
OG0010878	LOC111599834|XP_023171396.1|DHYD	LOC108035072|XP_016965953.1|DBIA
OG0010879	LOC111603321|XP_023176611.2|DHYD	LOC108034446|XP_016964820.1|DBIA
OG0010880	LOC111599268|XP_023170635.2|DHYD	LOC108027976|XP_016955090.1|DBIA
OG0010881	LOC111605132|XP_023179273.1|DHYD	LOC108029716|XP_016957681.1|DBIA
OG0010883	LOC111593538|XP_023162108.1|DHYD	LOC108028172|XP_016955322.1|DBIA
OG0010884	LOC111592269|XP_023160135.1|DHYD	LOC108035949|XP_016967241.1|DBIA
OG0010885	LOC111604544|XP_023178410.1|DHYD	LOC108028061|XP_016955191.1|DBIA
OG0010886	LOC111604300|XP_023178099.1|DHYD	LOC108035108|XP_016966027.1|DBIA
OG0010887	LOC111604314|XP_023178134.2|DHYD	LOC108034631|XP_016965058.1|DBIA
OG0010888	LOC111605269|XP_023179480.1|DHYD	LOC108022703|XP_016947266.1|DBIA
OG0010889	LOC111602390|XP_023175178.2|DHYD	LOC108029991|XP_016957994.1|DBIA
OG0010891	LOC111593950|XP_030080902.1|DHYD	LOC108035103|XP_016966021.1|DBIA
OG0010892	LOC111595488|XP_023165028.2|DHYD, LOC111595487|XP_023165027.2|DHYD, LOC111595489|XP_023165029.1|DHYD, LOC111595424|XP_023164915.2|DHYD	LOC108036288|XP_016967789.1|DBIA
OG0010893	LOC111594155|XP_023163104.2|DHYD	LOC108029582|XP_016957436.1|DBIA
OG0010894	LOC111596989|XP_023167248.2|DHYD	LOC108036177|XP_016967656.1|DBIA
OG0010895	LOC111596991|XP_023167250.2|DHYD	LOC108036463|XP_016968120.1|DBIA
OG0010897	LOC111602941|XP_023176067.1|DHYD	LOC108026310|XP_016952686.1|DBIA
OG0010898	LOC111592393|XP_023160337.2|DHYD	LOC108032898|XP_016962429.1|DBIA
OG0010899	LOC111598089|XP_023168906.2|DHYD	LOC108032258|XP_016961612.1|DBIA
OG0010900	LOC111594470|XP_023163538.1|DHYD	LOC108031107|XP_016959806.1|DBIA
OG0010902	LOC111604269|XP_023178034.2|DHYD	LOC108026032|XP_016952213.1|DBIA
OG0010903	LOC111597824|XP_023168480.1|DHYD	LOC108025135|XP_016950896.1|DBIA
OG0010904	LOC111600250|XP_023172059.2|DHYD	LOC108024843|XP_016950470.1|DBIA
OG0010905	LOC111595901|XP_023165609.2|DHYD	LOC108024668|XP_016950226.1|DBIA
OG0010909	LOC111604965|XP_023179012.1|DHYD	LOC108031161|XP_016959868.1|DBIA
OG0010910	LOC111596151|XP_023166008.2|DHYD	LOC108024383|XP_016949776.1|DBIA
OG0010911	LOC111599811|XP_023171365.1|DHYD	LOC108032884|XP_016962398.1|DBIA
OG0010912	LOC111602987|XP_023176151.1|DHYD	LOC108032161|XP_016961497.1|DBIA
OG0010913	LOC111603279|XP_030079656.1|DHYD	LOC108025461|XP_016951451.1|DBIA
OG0010916	LOC111595547|XP_023165103.2|DHYD	LOC108022206|XP_016946549.1|DBIA
OG0010919	LOC111594791|XP_023164015.2|DHYD	LOC108032814|XP_016962316.1|DBIA
OG0010920	LOC111603954|XP_023177557.2|DHYD	LOC108033529|XP_016963363.1|DBIA
OG0010922	LOC111595865|XP_023165549.1|DHYD	LOC108027735|XP_016954776.1|DBIA
OG0010924	LOC111596080|XP_023165905.2|DHYD	LOC108027916|XP_016955028.1|DBIA
OG0010925	LOC111592851|XP_023161056.2|DHYD	LOC108034561|XP_016964979.1|DBIA
OG0010926	LOC111604739|XP_023178680.1|DHYD, LOC111603326|XP_023176626.1|DHYD	LOC108034959|XP_016965753.1|DBIA
OG0010927	LOC111605633|XP_023180057.1|DHYD	LOC108035105|XP_016966022.1|DBIA
OG0010928	LOC111600496|XP_023172392.2|DHYD	LOC108028401|XP_016955705.1|DBIA
OG0010929	LOC111603994|XP_023177606.1|DHYD	LOC108032457|XP_016961772.1|DBIA
OG0010930	LOC111592642|XP_023160756.1|DHYD	LOC108032566|XP_016961951.1|DBIA
OG0010931	LOC111592589|XP_023160673.2|DHYD	LOC108032543|XP_016961907.1|DBIA
OG0010932	LOC111593996|XP_023162856.2|DHYD	LOC108033468|XP_016963297.1|DBIA
OG0010933	LOC111595187|XP_023164538.1|DHYD	LOC108033568|XP_016963402.1|DBIA
OG0010934	LOC111602246|XP_023175006.2|DHYD	LOC108033791|XP_016963889.1|DBIA
OG0010935	LOC111603912|XP_023177503.1|DHYD	LOC108032649|XP_016962089.1|DBIA
OG0010936	LOC111600221|XP_023172012.1|DHYD	LOC108025704|XP_016951735.1|DBIA
OG0010937	LOC111599132|XP_030080387.1|DHYD, LOC111599161|XP_023170503.2|DHYD	LOC108033504|XP_016963336.1|DBIA
OG0010948	LOC111595020|XP_023164297.1|DHYD	LOC108031645|XP_016960765.1|DBIA
OG0010956	LOC115483431|XP_030081258.1|DHYD	LOC108029513|XP_016957299.1|DBIA
OG0010958	LOC111594616|XP_023163770.1|DHYD	LOC108031137|XP_016959841.1|DBIA
OG0010959	LOC111594545|XP_023163665.2|DHYD	LOC108030993|XP_016959683.1|DBIA
OG0010968	LOC111596971|XP_023167215.1|DHYD	LOC108034382|XP_016964755.1|DBIA
OG0010975	LOC111601519|XP_023173893.1|DHYD	LOC108024324|XP_016949714.1|DBIA
OG0010978	LOC111593391|XP_023161880.2|DHYD	LOC108027798|XP_016954900.1|DBIA
OG0010979	LOC111593510|XP_023162065.2|DHYD	LOC108027624|XP_016954666.1|DBIA
OG0010980	LOC115482825|XP_030078871.1|DHYD	LOC108026005|XP_016952188.1|DBIA
OG0010984	LOC111601911|XP_023174527.1|DHYD	LOC108024119|XP_016949389.1|DBIA
OG0010985	LOC111600223|XP_023172017.1|DHYD	LOC108027213|XP_016954024.1|DBIA
OG0010986	LOC111603218|XP_023176483.1|DHYD	LOC108033005|XP_016962619.1|DBIA
OG0010987	LOC111601852|XP_023174456.2|DHYD	LOC108021945|XP_016946261.1|DBIA
OG0010988	LOC111598459|XP_030079326.1|DHYD	LOC108022011|XP_016946339.1|DBIA
OG0010992	LOC111602304|XP_023175073.2|DHYD	LOC108033432|XP_016963249.1|DBIA
OG0010994	LOC111603887|XP_023177476.2|DHYD	LOC108033567|XP_016963401.1|DBIA
OG0010996	LOC111597525|XP_023168067.1|DHYD	LOC108034667|XP_016965094.1|DBIA
OG0010998	LOC111599546|XP_023170977.1|DHYD	LOC108035046|XP_016965909.1|DBIA
OG0011001	LOC111599410|XP_023170827.2|DHYD	LOC108027992|XP_016955107.1|DBIA
OG0011002	LOC111595036|XP_023164330.2|DHYD	LOC108030509|XP_016958886.1|DBIA
OG0011003	LOC111595039|XP_023164333.1|DHYD	LOC108030695|XP_016959220.1|DBIA
OG0011008	LOC111601516|XP_023173890.2|DHYD	LOC108024466|XP_016949873.1|DBIA
OG0011009	LOC111595716|XP_023165331.1|DHYD	LOC108031449|XP_016960370.1|DBIA
OG0011011	LOC111601467|XP_023173818.2|DHYD	LOC108024326|XP_016949717.1|DBIA
OG0011012	LOC111596212|XP_030080803.1|DHYD	LOC108030959|XP_016959647.1|DBIA
OG0011013	LOC111600237|XP_030078639.1|DHYD	LOC108024990|XP_016950737.1|DBIA
OG0011015	LOC111602772|XP_023175802.1|DHYD	LOC108031234|XP_016959959.1|DBIA
OG0011016	LOC111597874|XP_023168567.1|DHYD	LOC108028155|XP_016955303.1|DBIA
OG0011017	LOC111596808|XP_023166944.1|DHYD	LOC108031060|XP_016959755.1|DBIA
OG0011022	LOC111602639|XP_023175568.1|DHYD	LOC108031391|XP_016960244.1|DBIA
OG0011028	LOC111600723|XP_023172764.2|DHYD	LOC108036276|XP_016967776.1|DBIA
OG0011030	LOC111603544|XP_023176949.2|DHYD	LOC108029898|XP_016957877.1|DBIA
OG0011031	LOC111595261|XP_023164675.1|DHYD	LOC108026662|XP_016953190.1|DBIA
OG0011034	LOC111593582|XP_023162214.2|DHYD	LOC108022419|XP_016946794.1|DBIA
OG0011038	LOC111592544|XP_023160595.1|DHYD	LOC108033305|XP_016963067.1|DBIA
OG0011041	LOC111594219|XP_030080324.1|DHYD	LOC108033481|XP_016963308.1|DBIA
OG0011042	LOC111598964|XP_023170222.2|DHYD	LOC108029025|XP_016956561.1|DBIA
OG0011044	LOC111601585|XP_023174007.1|DHYD	LOC108034703|XP_016965133.1|DBIA
OG0011045	LOC115483081|XP_030079924.1|DHYD	LOC108025661|XP_016951689.1|DBIA
OG0011046	LOC111598223|XP_023169154.1|DHYD	LOC108033039|XP_016962655.1|DBIA, LOC108033041|XP_016962657.1|DBIA
OG0011047	LOC111591901|XP_023159577.2|DHYD	LOC108025974|XP_016952159.1|DBIA
OG0011049	LOC111591997|XP_023159728.1|DHYD	LOC108024187|XP_016949517.1|DBIA
OG0011050	LOC111596809|XP_023166941.2|DHYD	LOC108023452|XP_016948438.1|DBIA
OG0011051	LOC115483484|XP_030081543.1|DHYD	LOC108028363|XP_016955641.1|DBIA
OG0011053	LOC111605665|XP_023180096.2|DHYD	LOC108034413|XP_016964785.1|DBIA
OG0011055	LOC111597626|XP_023168196.1|DHYD	LOC108030737|XP_016959273.1|DBIA
OG0011057	LOC111597083|XP_023167385.2|DHYD	LOC108022152|XP_016946483.1|DBIA
OG0011061	LOC111592483|XP_023160467.2|DHYD	LOC108024312|XP_016949704.1|DBIA
OG0011079	LOC111594629|XP_030080773.1|DHYD	LOC108024333|XP_016949727.1|DBIA
OG0011082	LOC111602591|XP_023175517.2|DHYD	LOC108026910|XP_016953608.1|DBIA
OG0011084	LOC111597619|XP_023168186.1|DHYD	LOC108030777|XP_016959318.1|DBIA
OG0011085	LOC111592208|XP_023160045.1|DHYD	LOC108036459|XP_016968114.1|DBIA
OG0011089	LOC111595879|XP_023165573.1|DHYD	LOC108024909|XP_016950570.1|DBIA, LOC108024907|XP_016950569.1|DBIA
OG0011091	LOC111593066|XP_023161410.2|DHYD	LOC108033147|XP_016962860.1|DBIA
OG0011093	LOC111605437|XP_023179725.2|DHYD	LOC108023660|XP_016948769.1|DBIA
OG0011095	LOC111593781|XP_023162567.2|DHYD	LOC108033367|XP_016963168.1|DBIA, LOC108032366|XP_016961668.1|DBIA
OG0011096	LOC111602238|XP_030079062.1|DHYD	LOC108028094|XP_016955227.1|DBIA
OG0011098	LOC111599475|XP_023170913.1|DHYD	LOC108034404|XP_016964775.1|DBIA
OG0011101	LOC111592754|XP_023160923.2|DHYD	LOC108029365|XP_016957085.1|DBIA
OG0011102	LOC111599412|XP_023170828.2|DHYD	LOC108028801|XP_016956274.1|DBIA
OG0011103	LOC111603331|XP_023176634.2|DHYD	LOC108035361|XP_016966448.1|DBIA
OG0011106	LOC111595412|XP_023164892.2|DHYD	LOC108022342|XP_016946694.1|DBIA
OG0011107	LOC111599496|XP_023170934.2|DHYD	LOC108025631|XP_016951656.1|DBIA
OG0011110	LOC111604928|XP_023178965.2|DHYD	LOC108032881|XP_016962393.1|DBIA
OG0011112	LOC115483030|XP_030079668.1|DHYD	LOC108025370|XP_016951319.1|DBIA
OG0011117	LOC111594538|XP_023163647.1|DHYD	LOC108023684|XP_016948798.1|DBIA
OG0011123	LOC111595227|XP_023164626.2|DHYD	LOC108026182|XP_016952460.1|DBIA
OG0011125	LOC111603438|XP_023176790.1|DHYD	LOC108026412|XP_016952829.1|DBIA
OG0011128	LOC111600766|XP_023172813.2|DHYD	LOC108022100|XP_016946432.1|DBIA
OG0011130	LOC111602564|XP_023175488.1|DHYD	LOC108026880|XP_016953565.1|DBIA
OG0011139	LOC111593666|XP_023162324.2|DHYD, LOC115483292|XP_030080499.1|DHYD	LOC108032681|XP_016962145.1|DBIA
OG0011141	LOC111593014|XP_030080011.1|DHYD	LOC108023909|XP_016949083.1|DBIA
OG0011143	LOC111598456|XP_023169479.1|DHYD	LOC108022006|XP_016946335.1|DBIA
OG0011147	LOC111598866|XP_023170082.1|DHYD	LOC108024472|XP_016949881.1|DBIA
OG0011150	LOC111603068|XP_023176294.1|DHYD	LOC108034777|XP_016965224.1|DBIA
OG0011151	LOC115482995|XP_030079507.1|DHYD	LOC108034380|XP_016964753.1|DBIA
OG0011157	LOC111603984|XP_023177597.1|DHYD	LOC108032473|XP_016961785.1|DBIA
OG0011158	LOC111592661|XP_023160781.1|DHYD	LOC108032477|XP_016961788.1|DBIA
OG0011161	LOC111595935|XP_023165663.2|DHYD	LOC108033586|XP_016963421.1|DBIA
OG0011162	LOC111596323|XP_023166257.2|DHYD	LOC108033415|XP_016963225.1|DBIA
OG0011174	LOC111598614|XP_023169715.2|DHYD	LOC108027475|XP_016954408.1|DBIA
OG0011177	LOC111594376|XP_030078797.1|DHYD	LOC108028555|XP_016955948.1|DBIA
OG0011182	LOC111592191|XP_023160029.1|DHYD	LOC108023376|XP_016948268.1|DBIA
OG0011189	LOC115483035|XP_030079684.1|DHYD	LOC108024091|XP_016949355.1|DBIA
OG0011191	LOC111601291|XP_023173568.2|DHYD	LOC108022316|XP_016946668.1|DBIA
OG0011195	LOC111592726|XP_023160881.1|DHYD	LOC108025783|XP_016951891.1|DBIA
OG0011196	LOC111605299|XP_030080156.1|DHYD	LOC108033003|XP_016962617.1|DBIA
OG0011198	LOC111605303|XP_023179528.1|DHYD	LOC108024023|XP_016949274.1|DBIA
OG0011199	LOC111605308|XP_023179533.1|DHYD	LOC108025953|XP_016952140.1|DBIA
OG0011200	LOC111602189|XP_023174920.2|DHYD	LOC108033423|XP_016963233.1|DBIA
OG0011202	LOC111595508|XP_023165050.1|DHYD	LOC108036062|XP_016967494.1|DBIA
OG0011204	LOC111605548|XP_023179878.1|DHYD	LOC108033569|XP_016963403.1|DBIA
OG0011209	LOC111597339|XP_030081664.1|DHYD	LOC108030679|XP_016959200.1|DBIA
OG0011211	LOC111604329|XP_023178159.2|DHYD	LOC108034763|XP_016965200.1|DBIA
OG0011212	LOC111593973|XP_023162831.2|DHYD	LOC108036189|XP_016967669.1|DBIA
OG0011213	LOC111594043|XP_023162925.2|DHYD	LOC108036676|XP_016968447.1|DBIA
OG0011216	LOC111600007|XP_030081245.1|DHYD	LOC108026591|XP_016953052.1|DBIA
OG0011218	LOC111604883|XP_023178888.1|DHYD	LOC108032869|XP_016962358.1|DBIA
OG0011219	LOC111604931|XP_023178969.1|DHYD	LOC108032862|XP_016962351.1|DBIA
OG0011224	LOC111604995|XP_023179083.1|DHYD	LOC108031303|XP_016960036.1|DBIA
OG0011230	LOC111604212|XP_023177944.1|DHYD	LOC108024515|XP_016949951.1|DBIA
OG0011231	LOC111601318|XP_023173616.1|DHYD	LOC108025201|XP_016951012.1|DBIA
OG0011233	LOC115482785|XP_030078644.1|DHYD, LOC115482786|XP_030078645.1|DHYD	LOC108024491|XP_016949905.1|DBIA
OG0011234	LOC111593248|XP_023161674.2|DHYD	LOC108031264|XP_016959992.1|DBIA
OG0011247	LOC111605251|XP_023179457.2|DHYD	LOC108022266|XP_016946612.1|DBIA
OG0011248	LOC111605250|XP_023179456.2|DHYD	LOC108022268|XP_016946615.1|DBIA
OG0011255	LOC111596593|XP_023166640.2|DHYD	LOC108023442|XP_016948421.1|DBIA
OG0011257	LOC111595024|XP_023164304.2|DHYD, LOC115483337|XP_030080670.1|DHYD	LOC108025993|XP_016952173.1|DBIA
OG0011258	LOC111601624|XP_023174061.2|DHYD	LOC108025684|XP_016951708.1|DBIA
OG0011260	LOC111604745|XP_023178689.1|DHYD	LOC108033123|XP_016962827.1|DBIA
OG0011261	LOC115483187|XP_030080230.1|DHYD	LOC108033500|XP_016963331.1|DBIA
OG0011263	LOC111596077|XP_023165903.1|DHYD	LOC108027649|XP_016954655.1|DBIA
OG0011265	LOC111598709|XP_023169863.2|DHYD	LOC108035349|XP_016966429.1|DBIA
OG0011267	LOC111599788|XP_023171331.2|DHYD	LOC108035088|XP_016965995.1|DBIA
OG0011277	LOC111594713|XP_023163907.1|DHYD	LOC108032456|XP_016961771.1|DBIA
OG0011280	LOC115482946|XP_030079230.1|DHYD	LOC108033929|XP_016964096.1|DBIA
OG0011282	LOC111594813|XP_023164080.1|DHYD	LOC108021882|XP_016946165.1|DBIA
OG0011283	LOC115483333|XP_030080656.1|DHYD	LOC108029847|XP_016957824.1|DBIA
OG0011285	LOC111605184|XP_023179349.1|DHYD	LOC108034709|XP_016965138.1|DBIA
OG0011318	LOC111593475|XP_023162005.1|DHYD	LOC108030323|XP_016958706.1|DBIA
OG0011320	LOC111595193|XP_030079678.1|DHYD	LOC108021880|XP_016946163.1|DBIA
OG0011322	LOC111593046|XP_023161384.1|DHYD	LOC108027516|XP_016954448.1|DBIA
OG0011323	LOC111604735|XP_023178677.1|DHYD	LOC108030008|XP_016958055.1|DBIA
OG0011327	LOC111603944|XP_023177541.1|DHYD	LOC108034027|XP_016964260.1|DBIA
OG0011328	LOC111594753|XP_023163969.1|DHYD	LOC108032346|XP_016961645.1|DBIA
OG0011329	LOC111602278|XP_023175042.2|DHYD	LOC108034148|XP_016964436.1|DBIA
OG0011332	LOC111604502|XP_023178362.1|DHYD	LOC108035541|XP_016966697.1|DBIA
OG0011333	LOC111599813|XP_023171368.1|DHYD	LOC108034722|XP_016965152.1|DBIA
OG0011334	LOC111595094|XP_023164427.2|DHYD	LOC108034995|XP_016965822.1|DBIA
OG0011335	LOC111604528|XP_023178394.1|DHYD	LOC108028223|XP_016955379.1|DBIA
OG0011337	LOC111592185|XP_023160019.2|DHYD	LOC108022290|XP_016946638.1|DBIA
OG0011343	LOC111594821|XP_023164054.1|DHYD	LOC108031302|XP_016960035.1|DBIA
OG0011370	LOC111596314|XP_023166246.1|DHYD	LOC108032745|XP_016962220.1|DBIA
OG0011409	LOC111602164|XP_023174889.1|DHYD	LOC108029305|XP_016956997.1|DBIA
OG0011411	LOC111596137|XP_030079275.1|DHYD	LOC108033234|XP_016962988.1|DBIA
OG0011445	LOC111596762|XP_023166879.2|DHYD	LOC108023445|XP_016948425.1|DBIA
OG0011447	LOC111593150|XP_023161522.1|DHYD	LOC108032603|XP_016962019.1|DBIA
OG0011450	LOC111605575|XP_023179948.1|DHYD	LOC108021954|XP_016946272.1|DBIA
OG0011451	LOC111605143|XP_023179291.2|DHYD	LOC108028861|XP_016956339.1|DBIA
OG0011452	LOC111603183|XP_023176435.2|DHYD	LOC108027499|XP_016954431.1|DBIA
OG0011453	LOC111595441|XP_023164934.2|DHYD	LOC108027537|XP_016954470.1|DBIA
OG0011455	LOC111602204|XP_023174942.1|DHYD	LOC108030531|XP_016958909.1|DBIA
OG0011457	LOC111596117|XP_023165950.2|DHYD	LOC108027725|XP_016954767.1|DBIA
OG0011458	LOC111597553|XP_023168117.1|DHYD	LOC108034461|XP_016964834.1|DBIA
OG0011459	LOC111599183|XP_023170540.1|DHYD	LOC108036550|XP_016968273.1|DBIA
OG0011461	LOC111592517|XP_023160531.2|DHYD	LOC108026564|XP_016953004.1|DBIA
OG0011463	LOC111594270|XP_023163272.2|DHYD	LOC108036302|XP_016967802.1|DBIA
OG0011464	LOC111592013|XP_023159770.2|DHYD	LOC108025137|XP_016950899.1|DBIA
OG0011466	LOC111595703|XP_023165316.2|DHYD	LOC108030949|XP_016959637.1|DBIA
OG0011473	LOC111595470|XP_023165004.2|DHYD	LOC108029621|XP_016957495.1|DBIA
OG0011477	LOC111598038|XP_030081255.1|DHYD	LOC108022417|XP_016946793.1|DBIA
OG0011481	LOC111594162|XP_023163113.2|DHYD	LOC108029583|XP_016957437.1|DBIA
OG0011484	LOC111600262|XP_023172081.2|DHYD	LOC108034121|XP_016964397.1|DBIA
