Orthogroup	DHYD.longest_only	CCAP.longest_only
OG0007467	LOC111595468|XP_023165001.2|DHYD	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC111592214|XP_023160054.1|DHYD	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC111603312|XP_023176601.2|DHYD	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC111605024|XP_023179123.2|DHYD	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC111594363|XP_023163398.2|DHYD	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC111605655|XP_023180084.1|DHYD	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC111600086|XP_023171793.2|DHYD	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC111600518|XP_023172414.1|DHYD	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007478	LOC111592593|XP_023160676.2|DHYD	CCAP1982_LOCUS5617|CAD6996949.1|CCAP
OG0007480	LOC111603004|XP_030078730.1|DHYD	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC111596861|XP_023167065.2|DHYD	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC111601940|XP_023174563.1|DHYD	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC111592115|XP_023159914.2|DHYD	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC111595881|XP_023165575.2|DHYD	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC111592297|XP_023160169.2|DHYD	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC111601401|XP_023173713.1|DHYD	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC111597084|XP_023167387.2|DHYD	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC111596332|XP_023166267.2|DHYD	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC111604453|XP_023178294.1|DHYD	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC111600933|XP_023173071.2|DHYD	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC111605729|XP_023180189.2|DHYD	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC111605730|XP_023180190.2|DHYD	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC111592864|XP_023161077.2|DHYD	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC111604367|XP_023178205.1|DHYD	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC111595190|XP_023164541.1|DHYD	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC111604308|XP_023178113.2|DHYD	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC111595016|XP_023164292.1|DHYD	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007508	LOC111599401|XP_023170822.2|DHYD	CCAP1982_LOCUS8172|CAD6999638.1|CCAP
OG0007509	LOC111592553|XP_023160612.1|DHYD	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC111597937|XP_023168660.2|DHYD	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007511	LOC111603900|XP_023177485.2|DHYD	CCAP1982_LOCUS6512|CAD6997893.1|CCAP
OG0007512	LOC111602041|XP_023174717.2|DHYD	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC111599091|XP_023170399.1|DHYD	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC111596976|XP_023167227.1|DHYD	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC111595932|XP_023165659.2|DHYD	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC111599194|XP_023170550.2|DHYD	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC111592271|XP_023160138.1|DHYD	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC111599710|XP_023171209.2|DHYD	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC111597020|XP_023167294.2|DHYD	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC111592240|XP_030081989.1|DHYD	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007524	LOC111599344|XP_023170742.1|DHYD	CCAP1982_LOCUS7012|CAD6998412.1|CCAP
OG0007525	LOC111600403|XP_023172252.1|DHYD	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC111595224|XP_023164608.1|DHYD	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC111603679|XP_023177127.2|DHYD	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC111604337|XP_030081977.1|DHYD	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC111602577|XP_023175500.2|DHYD	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC111604349|XP_023178181.2|DHYD	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC111594306|XP_023163313.2|DHYD	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC111596654|XP_023166723.2|DHYD	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC111600929|XP_023173062.1|DHYD	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC111591868|XP_023159518.2|DHYD	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC111604651|XP_023178576.1|DHYD	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC111605731|XP_023180199.2|DHYD	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC111591854|XP_023159502.2|DHYD	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC111594207|XP_023163173.2|DHYD	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC111597890|XP_023168594.2|DHYD	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC111595465|XP_023164996.2|DHYD	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC111593123|XP_023161496.2|DHYD	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC111597408|XP_023167867.2|DHYD	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC111604430|XP_023178261.1|DHYD	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC111595158|XP_023164507.1|DHYD	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC111603690|XP_030078678.1|DHYD	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC111605663|XP_023180094.1|DHYD	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC111604295|XP_023178092.2|DHYD	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC111593305|XP_023161760.2|DHYD	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC111599190|XP_030080376.1|DHYD	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC111595800|XP_023165458.1|DHYD	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC111595287|XP_023164708.1|DHYD	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC111592164|XP_023159983.2|DHYD	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC111599695|XP_023171183.1|DHYD	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC111599717|XP_023171223.2|DHYD	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC111600534|XP_023172440.1|DHYD	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC111599474|XP_023170912.1|DHYD	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC111596666|XP_023166741.2|DHYD	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC111599807|XP_023171358.2|DHYD	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC111603311|XP_023176600.1|DHYD	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC111594925|XP_023164187.1|DHYD	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC111601307|XP_023173595.1|DHYD	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC111597997|XP_023168752.2|DHYD	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC111598294|XP_023169246.1|DHYD	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC111592125|XP_023159928.2|DHYD	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC111597974|XP_023168716.2|DHYD	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC111592179|XP_023160014.2|DHYD	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC111592242|XP_023160094.2|DHYD	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC111593306|XP_023161768.1|DHYD	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC111599986|XP_023171648.2|DHYD	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC111593895|XP_023162731.2|DHYD	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC111599698|XP_023171188.2|DHYD	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC111594194|XP_030080506.1|DHYD	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC111597077|XP_023167375.2|DHYD	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC111597340|XP_023167753.2|DHYD	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC111602516|XP_023175367.2|DHYD	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC111598507|XP_023169546.1|DHYD	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC111597993|XP_023168740.2|DHYD	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC111594645|XP_023163807.1|DHYD	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC111594734|XP_023163936.2|DHYD	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC111599846|XP_023171407.2|DHYD	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC111592172|XP_023159994.1|DHYD	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC111593917|XP_023162757.2|DHYD	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC111592173|XP_023159997.2|DHYD	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC111598000|XP_023168757.1|DHYD	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC111601575|XP_023173994.2|DHYD	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC111593536|XP_023162107.1|DHYD	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC111592155|XP_023159973.1|DHYD	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC111604519|XP_023178384.1|DHYD	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC111604514|XP_023178379.1|DHYD	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC111595066|XP_023164390.1|DHYD	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC111600961|XP_023173109.1|DHYD	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC111600980|XP_023173135.2|DHYD	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC111598079|XP_023168888.2|DHYD	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC111597625|XP_023168195.2|DHYD	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC111598385|XP_023169362.1|DHYD	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC111601391|XP_023173702.2|DHYD	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC111598092|XP_023168910.2|DHYD	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC111593718|XP_030079820.1|DHYD	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC111592109|XP_023159908.2|DHYD	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC111597050|XP_023167336.2|DHYD	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC111591931|XP_023159629.2|DHYD	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC111603740|XP_023177225.1|DHYD	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC111598332|XP_023169301.2|DHYD	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC111593529|XP_023162090.1|DHYD	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC111600987|XP_023173146.1|DHYD	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC111604290|XP_023178076.1|DHYD	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC111604451|XP_030079933.1|DHYD	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC111604105|XP_023177777.2|DHYD	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC111599241|XP_023170606.2|DHYD	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC111600949|XP_023173088.2|DHYD	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC111605709|XP_023180163.2|DHYD	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC111592772|XP_023160941.2|DHYD	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC111605628|XP_023180048.1|DHYD	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC111605627|XP_023180047.2|DHYD	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC111594143|XP_023163080.1|DHYD	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC111601553|XP_023173963.2|DHYD	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC111603630|XP_023177067.2|DHYD	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC111593232|XP_023161651.2|DHYD	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC111596899|XP_023167117.1|DHYD, LOC115482993|XP_030079487.1|DHYD	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC111595787|XP_030080279.1|DHYD	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC111598238|XP_023169170.1|DHYD	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC111594671|XP_023163845.2|DHYD	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC111594702|XP_023163891.2|DHYD	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC111604614|XP_030081070.1|DHYD	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC111592001|XP_023159734.2|DHYD	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC111596513|XP_023166583.2|DHYD	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC115483442|XP_030081280.1|DHYD, LOC111593746|XP_030081269.1|DHYD	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC111603009|XP_023176181.2|DHYD	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC111596882|XP_023167102.1|DHYD	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC115482808|XP_030078825.1|DHYD	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC111599463|XP_023170901.1|DHYD	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC111598911|XP_030079138.1|DHYD	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007648	LOC111593310|XP_023161774.2|DHYD	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC111595657|XP_023165248.1|DHYD	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC111594781|XP_023164006.2|DHYD, LOC111594790|XP_023164018.2|DHYD	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC111593438|XP_023161957.2|DHYD	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC111598030|XP_023168826.1|DHYD, LOC111598031|XP_023168827.1|DHYD	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC111597248|XP_023167616.2|DHYD	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC111593267|XP_023161702.1|DHYD	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC111598946|XP_023170195.1|DHYD	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007673	LOC111594502|XP_023163582.2|DHYD	CCAP1982_LOCUS3400|CAD6994666.1|CCAP
OG0007680	LOC111602270|XP_023175033.1|DHYD	CCAP1982_LOCUS6389|CAD6997759.1|CCAP
OG0007681	LOC111597171|XP_023167499.1|DHYD	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC111604197|XP_023177921.1|DHYD	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC111603296|XP_023176586.1|DHYD	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC111597845|XP_023168522.1|DHYD	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007737	LOC111600712|XP_023172737.2|DHYD	CCAP1982_LOCUS1041|CAD6992165.1|CCAP
OG0007738	LOC111599559|XP_023170995.2|DHYD	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC111604272|XP_023178038.2|DHYD	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC111596725|XP_023166826.2|DHYD	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC111601974|XP_023174619.2|DHYD	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC111596333|XP_023166268.1|DHYD	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC111592464|XP_023160433.1|DHYD	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC111605495|XP_023179811.2|DHYD	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007773	LOC111602208|XP_023174948.2|DHYD	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC111598265|XP_023169212.2|DHYD	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC111604656|XP_023178581.2|DHYD	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC111601971|XP_023174614.2|DHYD	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC111599184|XP_023170537.2|DHYD	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC111596412|XP_023166391.2|DHYD	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC111603546|XP_023176947.2|DHYD	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC111600058|XP_030081691.1|DHYD	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC111596255|XP_030080825.1|DHYD	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007793	LOC111597190|XP_023167528.1|DHYD	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC111603261|XP_023176537.1|DHYD	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC111603237|XP_023176510.2|DHYD	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC111599893|XP_023171487.1|DHYD	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC111597826|XP_023168484.2|DHYD	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC111598526|XP_030081576.1|DHYD	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC111602640|XP_023175569.1|DHYD	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC111600853|XP_023172932.1|DHYD	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC111601777|XP_023174291.2|DHYD	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC111594491|XP_030080632.1|DHYD	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC111591863|XP_023159513.1|DHYD	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC111598713|XP_023169874.1|DHYD	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC111597908|XP_023168615.1|DHYD	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC111594480|XP_023163553.1|DHYD	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC111594481|XP_023163554.2|DHYD	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC111594424|XP_030080651.1|DHYD	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC111592695|XP_023160836.2|DHYD	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC111594554|XP_023163675.2|DHYD	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC111598214|XP_023169136.1|DHYD	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC111595307|XP_023164733.2|DHYD	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007829	LOC111605484|XP_023179788.2|DHYD	CCAP1982_LOCUS1661|CAD6992823.1|CCAP
OG0007830	LOC111592940|XP_023161172.2|DHYD	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007836	LOC111594522|XP_023163620.1|DHYD	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC111594561|XP_023163686.1|DHYD	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007840	LOC111598236|XP_023169168.1|DHYD	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC111594446|XP_030080655.1|DHYD	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC111595228|XP_023164627.2|DHYD	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC111597710|XP_023168318.1|DHYD	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC111605513|XP_023179838.1|DHYD	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC111596486|XP_023166515.1|DHYD	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC111596488|XP_023166517.2|DHYD	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC111602792|XP_023175833.1|DHYD	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC111602789|XP_023175830.2|DHYD	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC111598312|XP_023169275.1|DHYD	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
OG0007852	LOC111598924|XP_023170165.2|DHYD	CCAP1982_LOCUS3826|CAD6995103.1|CCAP
OG0007853	LOC111596147|XP_023166002.2|DHYD	CCAP1982_LOCUS1394|CAD6992546.1|CCAP
OG0007854	LOC111598902|XP_023170139.1|DHYD	CCAP1982_LOCUS1478|CAD6992630.1|CCAP
OG0007855	LOC111594433|XP_030080653.1|DHYD	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC111596503|XP_023166532.1|DHYD	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC111601477|XP_023173831.2|DHYD	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007858	LOC111601886|XP_023174496.1|DHYD	CCAP1982_LOCUS6731|CAD6998119.1|CCAP
OG0007860	LOC111601308|XP_023173596.1|DHYD	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC111601322|XP_023173620.1|DHYD	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007863	LOC111601151|XP_023173389.1|DHYD	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC111596250|XP_030080835.1|DHYD	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
OG0007866	LOC111601474|XP_023173827.2|DHYD	CCAP1982_LOCUS2468|CAD6993661.1|CCAP
OG0007867	LOC111602689|XP_023175684.1|DHYD	CCAP1982_LOCUS2932|CAD6994167.1|CCAP
OG0007868	LOC111596187|XP_023166062.1|DHYD	CCAP1982_LOCUS2432|CAD6993623.1|CCAP
OG0007870	LOC111597602|XP_023168170.2|DHYD	CCAP1982_LOCUS11052|CAD7002564.1|CCAP
OG0007873	LOC111592857|XP_023161065.1|DHYD	CCAP1982_LOCUS11840|CAD7003381.1|CCAP
OG0007875	LOC111599274|XP_023170644.2|DHYD	CCAP1982_LOCUS22696|CAD7014715.1|CCAP
OG0007878	LOC111602149|XP_023174866.2|DHYD	CCAP1982_LOCUS22637|CAD7014648.1|CCAP
OG0007879	LOC111601112|XP_023173326.2|DHYD	CCAP1982_LOCUS11905|CAD7003451.1|CCAP
OG0007880	LOC111593534|XP_023162154.1|DHYD	CCAP1982_LOCUS21795|CAD7013772.1|CCAP
OG0007881	LOC111596858|XP_023167063.1|DHYD	CCAP1982_LOCUS13044|CAD7004649.1|CCAP
OG0007882	LOC111596854|XP_023167057.2|DHYD	CCAP1982_LOCUS10785|CAD7002293.1|CCAP
OG0007883	LOC111596848|XP_023167042.1|DHYD	CCAP1982_LOCUS10786|CAD7002294.1|CCAP
OG0007884	LOC111603695|XP_023177162.1|DHYD	CCAP1982_LOCUS12922|CAD7004525.1|CCAP
OG0007885	LOC111599202|XP_023170565.2|DHYD	CCAP1982_LOCUS22695|CAD7014714.1|CCAP
OG0007887	LOC111596853|XP_023167056.1|DHYD	CCAP1982_LOCUS19461|CAD7011359.1|CCAP
OG0007888	LOC111604770|XP_023178737.2|DHYD	CCAP1982_LOCUS12706|CAD7004286.1|CCAP
OG0007889	LOC111601096|XP_023173300.1|DHYD	CCAP1982_LOCUS10796|CAD7002306.1|CCAP
