Orthogroup	DHYD.longest_only	CPIP.longest_only
OG0006257	LOC111593050|XP_023161390.1|DHYD	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC111598337|XP_023169313.1|DHYD	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC111598344|XP_023169318.1|DHYD	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC111602442|XP_023175266.2|DHYD	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC111596161|XP_023166020.2|DHYD	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC111593658|XP_023162311.1|DHYD	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC111605341|XP_023179582.2|DHYD	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC111600127|XP_023171859.2|DHYD	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC111596822|XP_030079902.1|DHYD	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC111597490|XP_023168017.1|DHYD	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC111595257|XP_023164671.1|DHYD	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC111597846|XP_023168523.1|DHYD	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC111601763|XP_023174271.1|DHYD	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC111598284|XP_023169237.2|DHYD	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC111601874|XP_023174520.1|DHYD	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC111601962|XP_023174641.2|DHYD	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC111605342|XP_023179584.2|DHYD	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC111601039|XP_023173220.2|DHYD	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC111593642|XP_023162291.2|DHYD	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC111596529|XP_023166567.2|DHYD	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC111595372|XP_023164828.2|DHYD	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC115483091|XP_030080055.1|DHYD, LOC111597437|XP_023167911.2|DHYD	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC111597440|XP_023167923.1|DHYD	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC111594277|XP_023163276.1|DHYD	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC111602970|XP_023176127.1|DHYD	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC111600466|XP_023172340.1|DHYD	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC111605483|XP_023179787.2|DHYD	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC111592928|XP_023161154.2|DHYD	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC111602862|XP_023175946.2|DHYD	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC111601996|XP_023174652.2|DHYD	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC111596746|XP_023166849.1|DHYD	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC111603104|XP_023176333.1|DHYD	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC111605504|XP_023179822.1|DHYD	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC111592316|XP_023160200.1|DHYD	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC111603717|XP_023177193.2|DHYD	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC111592365|XP_023160295.2|DHYD	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC111598870|XP_023170087.2|DHYD	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC111592355|XP_030081791.1|DHYD	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC111593430|XP_030079415.1|DHYD	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC111596549|XP_023166590.1|DHYD	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC111603345|XP_030079532.1|DHYD	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC111605318|XP_023179550.1|DHYD	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC111593487|XP_023162017.2|DHYD	LOC120413365|XP_039430083.1|CPIP
OG0006303	LOC111602202|XP_023174940.2|DHYD	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC111596157|XP_023166015.1|DHYD	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC111596146|XP_023165999.1|DHYD	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC111598612|XP_030081602.1|DHYD	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC111601479|XP_023173834.2|DHYD	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC111598301|XP_023169256.1|DHYD	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC111605327|XP_023179562.1|DHYD	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC111598830|XP_023170036.2|DHYD	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC111591986|XP_023159707.1|DHYD	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC111591974|XP_023159689.1|DHYD	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC111598146|XP_030078876.1|DHYD	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC111595967|XP_023165712.1|DHYD	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC111597880|XP_023168574.2|DHYD	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC111599917|XP_023171514.1|DHYD	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC111593995|XP_023162855.1|DHYD	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC111595940|XP_023165671.2|DHYD	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC111600026|XP_023171707.1|DHYD	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC111596575|XP_023166616.1|DHYD	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC111603154|XP_023176399.1|DHYD	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC111594061|XP_023162954.1|DHYD	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC111596524|XP_030079599.1|DHYD	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC111596712|XP_023166801.2|DHYD	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC111600623|XP_023172593.1|DHYD	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC111595107|XP_023164440.2|DHYD	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC111603240|XP_023176514.1|DHYD	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC111599922|XP_023171537.2|DHYD	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC111602402|XP_023175190.1|DHYD	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC111596175|XP_023166043.2|DHYD	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC111603138|XP_023176380.2|DHYD	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC111596457|XP_023166455.2|DHYD	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC111597420|XP_030079364.1|DHYD	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC111598871|XP_023170088.2|DHYD	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC111599562|XP_023170998.2|DHYD	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC111593502|XP_023162037.1|DHYD	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC111600176|XP_023171939.1|DHYD	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC111601984|XP_023174636.1|DHYD	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC111597906|XP_023168613.2|DHYD	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC111593440|XP_023161960.1|DHYD	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC111596588|XP_023166634.2|DHYD	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC111596538|XP_023166577.2|DHYD	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC111596566|XP_023166607.2|DHYD	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC111598353|XP_023169330.2|DHYD	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC111595893|XP_023165595.2|DHYD	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC111595238|XP_023164643.1|DHYD	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC111596844|XP_023167041.1|DHYD	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC111595365|XP_023164818.2|DHYD	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC111596823|XP_023166960.1|DHYD	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC111592704|XP_023160855.1|DHYD	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC111596883|XP_023167099.1|DHYD	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC111598011|XP_023168775.2|DHYD	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC111594513|XP_023163602.2|DHYD	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC111595215|XP_023164593.1|DHYD	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC111592358|XP_030080155.1|DHYD	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC111594265|XP_023163260.1|DHYD	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC111598144|XP_023168978.2|DHYD	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC111595290|XP_023164713.1|DHYD	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC111602623|XP_023175553.1|DHYD	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC111605146|XP_023179295.1|DHYD	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC111592376|XP_023160316.1|DHYD	LOC120417016|XP_039434886.1|CPIP
OG0006363	LOC111596043|XP_023165847.2|DHYD	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC111602447|XP_023175273.2|DHYD	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC111593047|XP_030079313.1|DHYD	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC111593058|XP_023161401.2|DHYD	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC111594248|XP_023163228.2|DHYD	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC111592469|XP_023160449.1|DHYD	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC111592467|XP_023160436.2|DHYD	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC111598379|XP_030079596.1|DHYD	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC111603251|XP_023176526.2|DHYD	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC111604738|XP_023178679.1|DHYD	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC111597255|XP_023167626.2|DHYD	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC111598271|XP_023169216.2|DHYD	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC111598441|XP_023169454.2|DHYD	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC111603118|XP_023176358.1|DHYD	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC111600235|XP_023172033.1|DHYD	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC111591908|XP_023159586.1|DHYD	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC111604766|XP_023178735.1|DHYD	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC111603209|XP_023176472.1|DHYD	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC111593410|XP_023161904.1|DHYD	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC111598182|XP_023169048.1|DHYD	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC111602411|XP_023175209.1|DHYD	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC111600154|XP_030080628.1|DHYD	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC111605042|XP_023179146.2|DHYD	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC111592485|XP_023160473.2|DHYD	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC111598845|XP_023170049.2|DHYD	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC111598817|XP_023170013.2|DHYD	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC111595938|XP_023165672.1|DHYD	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC111594507|XP_023163592.2|DHYD	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC111593436|XP_023161951.2|DHYD	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC111602540|XP_023175438.2|DHYD	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC111601535|XP_023173935.2|DHYD	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC111597847|XP_023168524.1|DHYD	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC111593470|XP_023162000.2|DHYD	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC111593427|XP_023162347.1|DHYD	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC111603710|XP_023177219.1|DHYD	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC111596832|XP_023166975.1|DHYD	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC111596831|XP_023166974.2|DHYD	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC111592346|XP_023160247.2|DHYD	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC111598498|XP_023169525.2|DHYD	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC111592037|XP_030081745.1|DHYD	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC111592050|XP_023159815.2|DHYD	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC111604518|XP_023178382.1|DHYD	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC111603153|XP_023176398.1|DHYD	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC111593464|XP_023161994.2|DHYD	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC111591893|XP_023159567.1|DHYD	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC111594044|XP_023162968.1|DHYD	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC111596793|XP_023166919.2|DHYD	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC111595913|XP_023165635.1|DHYD	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC111601972|XP_023174615.2|DHYD	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC111593228|XP_023161648.2|DHYD	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC111602879|XP_023175977.1|DHYD	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC111598838|XP_023170045.1|DHYD	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC111598848|XP_023170054.1|DHYD	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC111601947|XP_023174571.2|DHYD	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC120416347|XP_039434014.1|CPIP
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC111603764|XP_023177265.1|DHYD	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC111595788|XP_023165441.2|DHYD	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC111594960|XP_023164227.1|DHYD	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC111604196|XP_023177920.2|DHYD	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC111596430|XP_023166412.2|DHYD	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC111604840|XP_023178840.2|DHYD	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC111594617|XP_023163773.2|DHYD	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC120415977|XP_039433561.1|CPIP
