Orthogroup	DHYD.longest_only	AEAL.longest_only
OG0008297	LOC111605295|XP_023179517.1|DHYD	LOC109431504|XP_019563271.2|AEAL
OG0008298	LOC111593426|XP_023161938.1|DHYD	LOC109431469|XP_019563225.2|AEAL
OG0008299	LOC111597764|XP_023168388.2|DHYD	LOC109431079|XP_019562770.2|AEAL
OG0008300	LOC111598308|XP_030080145.1|DHYD	LOC109412166|XP_029718058.1|AEAL
OG0008301	LOC111602709|XP_023175714.2|DHYD	LOC109406378|XP_029714210.1|AEAL, LOC115258275|XP_029714213.1|AEAL
OG0008302	LOC111596544|XP_023166584.1|DHYD	LOC109424864|XP_029713906.1|AEAL
OG0008303	LOC111594121|XP_023163086.1|DHYD	LOC109405528|XP_019534280.1|AEAL
OG0008304	LOC111602815|XP_030079365.1|DHYD	LOC109405547|XP_019534178.2|AEAL
OG0008305	LOC111595970|XP_023165716.1|DHYD	LOC109622748|XP_019932747.2|AEAL
OG0008306	LOC111598454|XP_023169480.1|DHYD	LOC109432121|XP_019563950.2|AEAL
OG0008307	LOC111593258|XP_023161691.2|DHYD	LOC109432188|XP_029723071.1|AEAL, LOC109423479|XP_029722809.1|AEAL
OG0008308	LOC111600852|XP_023172928.2|DHYD	LOC109412405|XP_029722911.1|AEAL
OG0008309	LOC111592566|XP_023160631.2|DHYD	LOC109430338|XP_019561940.2|AEAL
OG0008310	LOC111592287|XP_023160157.1|DHYD	LOC109410072|XP_019539147.1|AEAL
OG0008311	LOC111605133|XP_023179271.2|DHYD	LOC109430003|XP_019561562.2|AEAL, LOC115257414|XP_029712854.1|AEAL, LOC109430705|XP_019562320.2|AEAL
OG0008312	LOC111602662|XP_023175613.1|DHYD	LOC109430731|XP_019562352.2|AEAL
OG0008314	LOC111597934|XP_023168656.1|DHYD	LOC109417287|XP_019546938.1|AEAL
OG0008315	LOC111593089|XP_023161452.2|DHYD	LOC109623054|XP_019933079.2|AEAL
OG0008317	LOC111603638|XP_023177075.2|DHYD	LOC109400507|XP_019528570.2|AEAL
OG0008318	LOC111598834|XP_023170038.1|DHYD	LOC109400504|XP_019528567.1|AEAL
OG0008319	LOC111605356|XP_023179601.2|DHYD	LOC109430050|XP_019561623.2|AEAL
OG0008320	LOC111596749|XP_023166848.1|DHYD	LOC109405414|XP_029733815.1|AEAL
OG0008321	LOC111602794|XP_023175835.1|DHYD	LOC109414621|XP_019543997.2|AEAL
OG0008322	LOC111604001|XP_023177623.1|DHYD	LOC115260773|XP_029717954.1|AEAL
OG0008323	LOC111601349|XP_023173649.1|DHYD	LOC109404027|XP_019546694.2|AEAL
OG0008324	LOC111592843|XP_023161085.2|DHYD	LOC109412789|XP_019541946.2|AEAL
OG0008325	LOC111596739|XP_030079895.1|DHYD	LOC109404006|XP_029723650.1|AEAL
OG0008326	LOC111602489|XP_023175324.1|DHYD	LOC109412880|XP_019542071.1|AEAL
OG0008327	LOC111600077|XP_023171784.2|DHYD	LOC109407724|XP_019536417.1|AEAL
OG0008329	LOC111592990|XP_023161260.1|DHYD	LOC109418090|XP_029717041.1|AEAL, LOC109406456|XP_019535094.2|AEAL
OG0008331	LOC111598736|XP_023169897.1|DHYD	LOC109426574|XP_019557650.2|AEAL
OG0008332	LOC111605671|XP_023180103.1|DHYD	LOC109426648|XP_019557718.2|AEAL
OG0008333	LOC111598704|XP_023169857.2|DHYD	LOC109417797|XP_019547513.2|AEAL
OG0008334	LOC111598738|XP_023169900.2|DHYD	LOC109417798|XP_029725494.1|AEAL
OG0008335	LOC111597587|XP_023168154.2|DHYD	LOC109426849|XP_019557948.1|AEAL
OG0008336	LOC111604529|XP_023178395.2|DHYD	LOC109406023|XP_029732417.1|AEAL
OG0008337	LOC111593926|XP_023162768.2|DHYD	LOC109407974|XP_019536724.1|AEAL, LOC109403662|XP_029735111.1|AEAL
OG0008338	LOC111604442|XP_023178280.1|DHYD	LOC109407955|XP_029732268.1|AEAL
OG0008339	LOC111603107|XP_023176341.2|DHYD	LOC109403668|XP_019532040.2|AEAL
OG0008340	LOC111605371|XP_023179621.2|DHYD	LOC109408007|XP_029735219.1|AEAL, LOC109405144|XP_029735134.1|AEAL
OG0008342	LOC111602883|XP_023175983.2|DHYD	LOC109410777|XP_019539853.2|AEAL
OG0008343	LOC111602912|XP_023176027.1|DHYD	LOC109400634|XP_019528666.2|AEAL
OG0008344	LOC111601600|XP_023174032.1|DHYD	LOC109400706|XP_019528744.2|AEAL
OG0008345	LOC111597383|XP_023167813.2|DHYD	LOC109402742|XP_019530999.2|AEAL
OG0008346	LOC111602810|XP_023175873.1|DHYD	LOC109401375|XP_019529455.2|AEAL
OG0008347	LOC111595836|XP_023165512.2|DHYD	LOC109423354|XP_019553867.2|AEAL
OG0008348	LOC111594887|XP_023164141.2|DHYD	LOC109430821|XP_019562452.2|AEAL, LOC115253907|XP_029722042.1|AEAL, LOC115263203|XP_029722043.1|AEAL
OG0008349	LOC111604527|XP_023178393.2|DHYD	LOC115267588|XP_029730535.1|AEAL
OG0008350	LOC111593032|XP_023161366.2|DHYD	LOC109403038|XP_019531299.2|AEAL
OG0008351	LOC111596958|XP_023167185.1|DHYD	LOC109412521|XP_029735887.1|AEAL
OG0008352	LOC111604660|XP_023178584.1|DHYD	LOC109428689|XP_019560046.2|AEAL
OG0008353	LOC111594867|XP_023164115.2|DHYD	LOC115270229|XP_029735346.1|AEAL, LOC109430663|XP_019562293.1|AEAL
OG0008354	LOC111603188|XP_023176439.1|DHYD	LOC115254177|XP_029728873.1|AEAL, LOC109408217|XP_029728794.1|AEAL
OG0008355	LOC111605396|XP_023179664.1|DHYD	LOC109408914|XP_029728841.1|AEAL
OG0008358	LOC111602326|XP_023175095.2|DHYD	LOC109415149|XP_029729047.1|AEAL
OG0008360	LOC111593747|XP_023162509.1|DHYD	LOC109425060|XP_029732895.1|AEAL
OG0008362	LOC111604989|XP_023179076.2|DHYD	LOC109411537|XP_029709938.1|AEAL
OG0008367	LOC111601896|XP_023174507.2|DHYD	LOC109414443|XP_029728132.1|AEAL, LOC115266418|XP_029728509.1|AEAL, LOC109622254|XP_019932072.2|AEAL
OG0008368	LOC111592646|XP_023160760.2|DHYD	LOC109412015|XP_029720689.1|AEAL, LOC109407942|XP_029713428.1|AEAL
OG0008369	LOC111600190|XP_023171967.2|DHYD	LOC109401716|XP_029710770.1|AEAL
OG0008371	LOC111600247|XP_023172054.1|DHYD	LOC109414024|XP_019543302.2|AEAL
OG0008372	LOC111603065|XP_023176291.2|DHYD	LOC109429438|XP_019560937.2|AEAL
OG0008373	LOC111603959|XP_023177561.2|DHYD	LOC109408110|XP_029729410.1|AEAL
OG0008374	LOC111592079|XP_023159867.2|DHYD	LOC109419591|XP_019549364.2|AEAL
OG0008375	LOC111595818|XP_023165492.2|DHYD	LOC109404561|XP_019533007.2|AEAL
OG0008376	LOC111599396|XP_023170802.1|DHYD	LOC115255336|XP_029709210.1|AEAL
OG0008378	LOC111600556|XP_030080323.1|DHYD	LOC109420563|XP_029708898.1|AEAL, LOC109419840|XP_029708889.1|AEAL, LOC109420564|XP_029708885.1|AEAL
OG0008379	LOC111600380|XP_030081051.1|DHYD	LOC109414182|XP_019543584.1|AEAL
OG0008380	LOC111592668|XP_023160799.1|DHYD	LOC109417231|XP_029708711.1|AEAL
OG0008381	LOC111601471|XP_023173828.1|DHYD	LOC109417135|XP_019546807.1|AEAL
OG0008384	LOC111599455|XP_030080284.1|DHYD	LOC109428076|XP_029729223.1|AEAL
OG0008385	LOC111603934|XP_023177531.1|DHYD	LOC109433555|XP_019565539.2|AEAL
OG0008386	LOC111598267|XP_023169211.1|DHYD	LOC109405621|XP_029727407.1|AEAL
OG0008388	LOC111598948|XP_023170197.1|DHYD	LOC109421304|XP_019551349.1|AEAL
OG0008389	LOC111599131|XP_023170462.2|DHYD	LOC109429890|XP_019561427.2|AEAL
OG0008390	LOC111601463|XP_023173817.1|DHYD	LOC109429841|XP_029729187.1|AEAL, LOC109398295|XP_029720133.1|AEAL
OG0008391	LOC111599375|XP_023170779.1|DHYD	LOC109420849|XP_019550909.2|AEAL
OG0008393	LOC111592345|XP_023160242.1|DHYD	LOC109414175|XP_019543502.1|AEAL
OG0008394	LOC111594917|XP_023164172.1|DHYD	LOC109414154|XP_019543476.2|AEAL, LOC115257197|XP_029712492.1|AEAL
OG0008397	LOC111598409|XP_023169416.2|DHYD	LOC109422206|XP_019552405.2|AEAL
OG0008399	LOC111596769|XP_030079883.1|DHYD	LOC115253707|XP_029723045.1|AEAL, LOC109415963|XP_029726071.1|AEAL
OG0008400	LOC111599284|XP_023170650.2|DHYD	LOC109429494|XP_029717298.1|AEAL
OG0008401	LOC111602471|XP_023175300.1|DHYD	LOC109415664|XP_019545125.1|AEAL
OG0008405	LOC111593372|XP_023161895.1|DHYD	LOC109401961|XP_019530130.2|AEAL
OG0008406	LOC111605144|XP_023179292.1|DHYD	LOC109424058|XP_019554683.2|AEAL
OG0008408	LOC111597327|XP_023167734.1|DHYD	LOC109410825|XP_029730373.1|AEAL, LOC109410897|XP_029730250.1|AEAL
OG0008409	LOC111592298|XP_030079894.1|DHYD	LOC109416749|XP_029718735.1|AEAL
OG0008410	LOC111604204|XP_023177929.2|DHYD	LOC109433374|XP_019565351.2|AEAL
OG0008411	LOC111604936|XP_023178974.2|DHYD	LOC109433280|XP_019565256.3|AEAL
OG0008412	LOC111593446|XP_023161967.2|DHYD	LOC109408456|XP_029735108.1|AEAL
OG0008413	LOC111604472|XP_023178321.2|DHYD	LOC109422732|XP_029727902.1|AEAL
OG0008414	LOC111605142|XP_023179290.1|DHYD	LOC109422621|XP_029712220.1|AEAL
OG0008415	LOC111603103|XP_023176332.2|DHYD	LOC109415063|XP_019544465.2|AEAL
OG0008416	LOC111594896|XP_023164151.1|DHYD	LOC109428147|XP_019559377.1|AEAL
OG0008417	LOC111595348|XP_023164831.2|DHYD	LOC109404488|XP_029719111.1|AEAL
OG0008418	LOC111601838|XP_030079395.1|DHYD	LOC109406326|XP_029719127.1|AEAL
OG0008419	LOC111593435|XP_023161950.2|DHYD	LOC109406330|XP_029719050.1|AEAL
OG0008422	LOC111592994|XP_023161265.1|DHYD	LOC109404190|XP_019532560.1|AEAL
OG0008423	LOC111594058|XP_023162950.1|DHYD	LOC115256208|XP_029710332.1|AEAL
OG0008424	LOC111605079|XP_030079701.1|DHYD	LOC109411944|XP_019541147.2|AEAL, LOC115268955|XP_029733030.1|AEAL
OG0008425	LOC111598619|XP_023169721.2|DHYD	LOC109411955|XP_029733031.1|AEAL
OG0008426	LOC111595429|XP_023164920.2|DHYD	LOC109428802|XP_029734053.1|AEAL, LOC109424511|XP_029709905.1|AEAL
OG0008431	LOC111600094|XP_023171802.2|DHYD	LOC109401562|XP_029724216.1|AEAL, LOC109398922|XP_019526921.1|AEAL
OG0008434	LOC111602004|XP_023174660.2|DHYD	LOC109418631|XP_029713131.1|AEAL
OG0008435	LOC111592671|XP_023160803.1|DHYD	LOC109433159|XP_019565103.1|AEAL
OG0008438	LOC111595662|XP_023165256.2|DHYD	LOC109397130|XP_019525013.2|AEAL
OG0008439	LOC111595533|XP_023165084.2|DHYD	LOC109404084|XP_019532488.2|AEAL
OG0008440	LOC111604845|XP_023178844.1|DHYD	LOC109403176|XP_019531473.2|AEAL
OG0008441	LOC111592861|XP_023161074.1|DHYD	LOC109410752|XP_019539818.1|AEAL
OG0008442	LOC111594309|XP_023168673.2|DHYD	LOC109410639|XP_029731617.1|AEAL
OG0008444	LOC111597447|XP_023167937.2|DHYD	LOC109407526|XP_019536135.2|AEAL
OG0008445	LOC111592984|XP_023161249.1|DHYD	LOC109410209|XP_029715066.1|AEAL
OG0008447	LOC111596466|XP_023166486.1|DHYD	LOC109420443|XP_019550332.2|AEAL
OG0008448	LOC111598861|XP_023170073.2|DHYD	LOC109424878|XP_029713901.1|AEAL
OG0008449	LOC111595956|XP_023165696.2|DHYD	LOC109415633|XP_019545084.2|AEAL
OG0008450	LOC111598653|XP_023169769.1|DHYD	LOC109424777|XP_029717661.1|AEAL
OG0008451	LOC111596700|XP_023166786.1|DHYD	LOC115271004|XP_029736236.1|AEAL
OG0008452	LOC111599118|XP_023170447.1|DHYD	LOC109431439|XP_019563189.2|AEAL
OG0008453	LOC111599907|XP_023171499.1|DHYD	LOC109406092|XP_019534699.2|AEAL
OG0008455	LOC111596027|XP_023165823.2|DHYD	LOC109429137|XP_029718856.1|AEAL
OG0008456	LOC111596438|XP_023166428.1|DHYD	LOC115266218|XP_029728053.1|AEAL
OG0008459	LOC111602835|XP_023175916.2|DHYD	LOC115268915|XP_029732986.1|AEAL, LOC109406716|XP_029733014.1|AEAL, LOC109411934|XP_029733051.1|AEAL
OG0008461	LOC111596214|XP_030080418.1|DHYD	LOC109419826|XP_029709155.1|AEAL
OG0008463	LOC111602501|XP_023175340.2|DHYD	LOC109426023|XP_019556997.2|AEAL
OG0008465	LOC111599707|XP_023171205.1|DHYD	LOC109406497|XP_019535127.1|AEAL
OG0008466	LOC111593843|XP_023162655.2|DHYD	LOC109408578|XP_029735301.1|AEAL
OG0008469	LOC111597979|XP_023168722.2|DHYD	LOC109426398|XP_029730634.1|AEAL
OG0008470	LOC111593900|XP_023162738.1|DHYD	LOC115268986|XP_029733133.1|AEAL, LOC109408660|XP_029726356.1|AEAL
OG0008472	LOC115483817|XP_030082029.1|DHYD, LOC111600575|XP_023172531.1|DHYD	LOC115259391|XP_029715799.1|AEAL, LOC115256979|XP_029712062.1|AEAL
OG0008473	LOC111594051|XP_023162933.2|DHYD	LOC109622450|XP_019932336.2|AEAL
OG0008527	LOC111593049|XP_030080121.1|DHYD	LOC115256352|XP_029710547.1|AEAL, LOC109431091|XP_029710798.1|AEAL
OG0008528	LOC111596369|XP_023166334.1|DHYD	LOC109412261|XP_019541457.1|AEAL
OG0008529	LOC111598940|XP_023170228.1|DHYD	LOC109422167|XP_019552353.2|AEAL, LOC109428458|XP_019559767.2|AEAL
OG0008530	LOC111593024|XP_023161335.2|DHYD	LOC109398797|XP_019526753.1|AEAL
OG0008531	LOC111596728|XP_023166825.2|DHYD	LOC109422140|XP_029733205.1|AEAL, LOC115260348|XP_029717141.1|AEAL
OG0008532	LOC111596560|XP_030079919.1|DHYD	LOC109421960|XP_019552142.2|AEAL, LOC115256719|XP_029711517.1|AEAL
OG0008534	LOC111603374|XP_030079554.1|DHYD	LOC109412994|XP_019542201.2|AEAL
OG0008535	LOC111592980|XP_023161243.2|DHYD	LOC115260728|XP_029717844.1|AEAL, LOC109427689|XP_029728062.1|AEAL
OG0008537	LOC111594628|XP_023163787.2|DHYD	LOC109431513|XP_019563287.2|AEAL, LOC109415597|XP_029717879.1|AEAL
OG0008538	LOC111596804|XP_023166933.2|DHYD	LOC109415572|XP_019545002.2|AEAL
OG0008539	LOC111596737|XP_023166836.1|DHYD	LOC115259646|XP_029716283.1|AEAL, LOC115259677|XP_029716320.1|AEAL, LOC115254366|XP_029707710.1|AEAL, LOC109400065|XP_019528078.2|AEAL
OG0008540	LOC111593691|XP_023162358.2|DHYD	LOC109414937|XP_029715983.1|AEAL
OG0008541	LOC111600643|XP_023172626.2|DHYD	LOC109416353|XP_029730204.1|AEAL
OG0008542	LOC111601705|XP_023174192.2|DHYD	LOC109413323|XP_019542586.2|AEAL
OG0008546	LOC111596144|XP_023165995.1|DHYD	LOC115265474|XP_029726575.1|AEAL
OG0008547	LOC111596464|XP_023166484.2|DHYD	LOC109407778|XP_019536499.2|AEAL
OG0008548	LOC111603617|XP_023177055.2|DHYD	LOC115257722|XP_029713469.1|AEAL, LOC109403392|XP_029734587.1|AEAL, LOC115258514|XP_029714496.1|AEAL, LOC109426579|XP_029725605.1|AEAL, LOC109410522|XP_029725606.1|AEAL
OG0008549	LOC111601760|XP_023174266.1|DHYD	LOC109426770|XP_019557851.2|AEAL
OG0008550	LOC111597288|XP_023167672.1|DHYD, LOC111597344|XP_023167757.2|DHYD	LOC109426745|XP_019557825.2|AEAL
OG0008552	LOC111598371|XP_023169347.2|DHYD	LOC109420867|XP_019550893.2|AEAL
OG0008553	LOC111602109|XP_023174820.2|DHYD	LOC109423741|XP_019554280.2|AEAL, LOC109414248|XP_019543603.2|AEAL
OG0008554	LOC111601826|XP_023174420.1|DHYD	LOC109408213|XP_029728786.1|AEAL
OG0008555	LOC111592170|XP_023159996.2|DHYD	LOC109415138|XP_019544567.2|AEAL
OG0008560	LOC111593149|XP_023161521.1|DHYD	LOC109405896|XP_029715267.1|AEAL
OG0008561	LOC111594744|XP_023163955.1|DHYD	LOC115255331|XP_029709202.1|AEAL, LOC109417557|XP_019547176.2|AEAL, LOC115255377|XP_029709280.1|AEAL
OG0008562	LOC111592076|XP_023159864.1|DHYD	LOC109427452|XP_029708469.1|AEAL
OG0008563	LOC111599573|XP_023171012.2|DHYD	LOC109428064|XP_019559288.2|AEAL
OG0008564	LOC111592660|XP_023160780.2|DHYD	LOC109409190|XP_029727082.1|AEAL
OG0008565	LOC111600213|XP_023172003.1|DHYD	LOC109421412|XP_019551432.2|AEAL
OG0008570	LOC111592996|XP_030078909.1|DHYD	LOC109419222|XP_029723309.1|AEAL
OG0008571	LOC111598370|XP_023169346.2|DHYD	LOC109425041|XP_019555787.2|AEAL
OG0008572	LOC111593619|XP_023162256.1|DHYD	LOC115266343|XP_029728322.1|AEAL, LOC115266145|XP_029727970.1|AEAL, LOC115266347|XP_029728343.1|AEAL, LOC109400207|XP_029728240.1|AEAL
OG0008574	LOC111595043|XP_023164336.1|DHYD	LOC115266713|XP_029729103.1|AEAL, LOC109423801|XP_019554382.2|AEAL, LOC109415330|XP_019544759.2|AEAL
OG0008576	LOC111598111|XP_023168932.1|DHYD	LOC109409549|XP_029731963.1|AEAL
OG0008578	LOC111595386|XP_023164857.1|DHYD	LOC109422755|XP_019553179.2|AEAL, LOC115266090|XP_029727878.1|AEAL
OG0008579	LOC111604764|XP_023178730.1|DHYD	LOC109401774|XP_019529930.1|AEAL
OG0008581	LOC111605090|XP_023179195.2|DHYD	LOC109416175|XP_019545701.2|AEAL, LOC109404984|XP_019533516.2|AEAL
OG0008582	LOC111596803|XP_023166932.1|DHYD	LOC109404961|XP_029718394.1|AEAL
OG0008583	LOC111602860|XP_023175943.2|DHYD	LOC109432807|XP_029719332.1|AEAL
OG0008584	LOC111604021|XP_023177642.1|DHYD	LOC109432811|XP_029719335.1|AEAL
OG0008585	LOC111592985|XP_023161250.1|DHYD	LOC109404234|XP_019532611.1|AEAL
OG0008587	LOC111604216|XP_023177952.2|DHYD	LOC109406241|XP_029733101.1|AEAL, LOC115253823|XP_029733082.1|AEAL
OG0008590	LOC111595159|XP_023164508.2|DHYD	LOC109409868|XP_019538923.2|AEAL
OG0008597	LOC111593365|XP_030078754.1|DHYD	LOC109432827|XP_019564717.1|AEAL
OG0008600	LOC111598595|XP_023169678.1|DHYD	LOC109405930|XP_019534522.2|AEAL
OG0008607	LOC111603030|XP_023176227.1|DHYD	LOC115257603|XP_029713263.1|AEAL
OG0008612	LOC111604608|XP_023178489.1|DHYD	LOC115260768|XP_029717947.1|AEAL
OG0008614	LOC111593034|XP_023161368.1|DHYD	LOC109404498|XP_019532937.2|AEAL, LOC109413247|XP_019542526.2|AEAL
OG0008615	LOC111603389|XP_023176720.2|DHYD	LOC109411933|XP_019541134.2|AEAL, LOC115268971|XP_029733110.1|AEAL
OG0008616	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD	LOC109428406|XP_029711280.1|AEAL
OG0008677	LOC111595679|XP_023165285.2|DHYD	LOC115269616|XP_029734306.1|AEAL
OG0008679	LOC111596550|XP_023166592.2|DHYD	LOC109432919|XP_019564827.2|AEAL, LOC115270987|XP_029736217.1|AEAL
OG0008681	LOC111603371|XP_023176691.2|DHYD	LOC109412993|XP_029729997.1|AEAL
OG0008683	LOC111595953|XP_023165694.2|DHYD	LOC109415581|XP_019545015.2|AEAL
OG0008684	LOC111593056|XP_023161398.2|DHYD	LOC115260742|XP_029717896.1|AEAL
OG0008685	LOC111601265|XP_023173540.1|DHYD	LOC115268113|XP_029732001.1|AEAL, LOC115258483|XP_029714459.1|AEAL
OG0008686	LOC111599595|XP_023171045.2|DHYD	LOC109416060|XP_019545567.2|AEAL
OG0008687	LOC111600132|XP_023171871.1|DHYD	LOC109408514|XP_019537389.2|AEAL
OG0008689	LOC111593321|XP_023161794.1|DHYD	LOC109421591|XP_029728220.1|AEAL
OG0008690	LOC111599004|XP_023170284.1|DHYD	LOC109621956|XP_029724958.1|AEAL, LOC109415047|XP_029724915.1|AEAL, LOC115267274|XP_029730043.1|AEAL
OG0008691	LOC111596950|XP_023167174.1|DHYD	LOC109429198|XP_019560635.2|AEAL, LOC109421065|XP_019551103.2|AEAL
OG0008694	LOC111596166|XP_023166026.2|DHYD	LOC109402922|XP_019531210.2|AEAL, LOC109431762|XP_019563578.2|AEAL
OG0008696	LOC111602984|XP_023176152.2|DHYD	LOC109400184|XP_019528198.2|AEAL
OG0008697	LOC111596017|XP_023165809.1|DHYD	LOC115253918|XP_029718870.1|AEAL
OG0008700	LOC111602080|XP_023174781.2|DHYD	LOC109424404|XP_019555040.2|AEAL
OG0008703	LOC111592439|XP_023160391.2|DHYD	LOC109425774|XP_019556642.2|AEAL
OG0008706	LOC111594474|XP_023163543.1|DHYD	LOC109425011|XP_019555744.2|AEAL
OG0008717	LOC111603074|XP_023176302.2|DHYD	LOC115263064|XP_029721856.1|AEAL
OG0008719	LOC111594415|XP_023163467.2|DHYD	LOC115254355|XP_029707670.1|AEAL
OG0008721	LOC111605615|XP_023180022.1|DHYD	LOC115269509|XP_029734150.1|AEAL
OG0008805	LOC111596585|XP_023166628.2|DHYD	LOC115256895|XP_029711890.1|AEAL, LOC109421986|XP_019552164.2|AEAL
OG0008806	LOC111595965|XP_023165708.2|DHYD	LOC109415577|XP_019545007.2|AEAL
OG0008807	LOC111596740|XP_030079891.1|DHYD	LOC109405544|XP_029723956.1|AEAL
OG0008808	LOC111591981|XP_023159699.2|DHYD	LOC109405484|XP_019534117.2|AEAL
OG0008813	LOC111602737|XP_023175757.2|DHYD	LOC109424826|XP_019555563.1|AEAL
OG0008815	LOC111598338|XP_023169310.2|DHYD	LOC109622111|XP_029733476.1|AEAL
OG0008816	LOC111603696|XP_023177164.2|DHYD	LOC109426589|XP_029725609.1|AEAL
OG0008822	LOC111592614|XP_023160715.1|DHYD	LOC109420628|XP_029708709.1|AEAL
OG0008823	LOC111597116|XP_023167509.2|DHYD	LOC109426998|XP_019558103.2|AEAL
OG0008824	LOC111600124|XP_023171857.1|DHYD	LOC109425593|XP_029729648.1|AEAL, LOC109411277|XP_019540352.2|AEAL
OG0008825	LOC111604524|XP_023178391.2|DHYD	LOC109412132|XP_029729654.1|AEAL
OG0008836	LOC111597689|XP_023168289.1|DHYD	LOC109417766|XP_029709108.1|AEAL
OG0008845	LOC111601182|XP_023173428.1|DHYD	LOC109407308|XP_019535843.2|AEAL
OG0008846	LOC111601030|XP_023173207.2|DHYD	LOC109432285|XP_019564159.2|AEAL
OG0008847	LOC111600824|XP_023172896.2|DHYD	LOC115258334|XP_029714277.1|AEAL
OG0008848	LOC111593875|XP_023162707.2|DHYD	LOC115258499|XP_029714475.1|AEAL
OG0008985	LOC111604720|XP_030079624.1|DHYD	LOC109412560|XP_019541737.2|AEAL, LOC109420767|XP_019550781.2|AEAL
OG0008987	LOC111599366|XP_023170767.1|DHYD	LOC109407297|XP_019535840.1|AEAL, LOC109414299|XP_019543659.1|AEAL
OG0008988	LOC111602786|XP_023175826.1|DHYD	LOC109432555|XP_029726862.1|AEAL
OG0008989	LOC111603091|XP_023176320.1|DHYD	LOC109406526|XP_019535165.2|AEAL, LOC109429673|XP_019561224.2|AEAL
OG0008990	LOC111595653|XP_023165244.2|DHYD	LOC115262292|XP_029720553.1|AEAL
OG0008991	LOC111598554|XP_023169615.2|DHYD	LOC109421107|XP_019551129.2|AEAL, LOC115258198|XP_029714124.1|AEAL
OG0008999	LOC111596042|XP_023165846.1|DHYD	LOC115256121|XP_029710236.1|AEAL
OG0009000	LOC111593517|XP_023162074.2|DHYD	LOC115264002|XP_029723164.1|AEAL
OG0009001	LOC111603894|XP_023177480.1|DHYD	LOC109415217|XP_019544652.2|AEAL
OG0009220	LOC111598304|XP_030080090.1|DHYD	LOC115269549|XP_029734194.1|AEAL, LOC109432960|XP_029734235.1|AEAL
OG0009222	LOC111597182|XP_023167512.2|DHYD	LOC115259631|XP_029716258.1|AEAL, LOC109411878|XP_029730489.1|AEAL
OG0009225	LOC111602243|XP_023175040.1|DHYD	LOC109622250|XP_029728118.1|AEAL, LOC109414432|XP_029728302.1|AEAL
OG0009226	LOC111597430|XP_023167900.1|DHYD	LOC109622874|XP_019932884.1|AEAL
OG0009228	LOC111594982|XP_023164250.2|DHYD	LOC109405613|XP_019534218.2|AEAL
OG0009230	LOC111594738|XP_023163944.2|DHYD	LOC109427879|XP_029720745.1|AEAL
OG0009245	LOC111601326|XP_030081627.1|DHYD	LOC115268616|XP_029732621.1|AEAL
OG0009247	LOC111595292|XP_023164718.2|DHYD	LOC109402661|XP_019530905.2|AEAL
OG0009248	LOC111598275|XP_023169223.1|DHYD	LOC109427883|XP_029734302.1|AEAL
OG0009557	LOC115483698|XP_030081617.1|DHYD	LOC109412133|XP_029718075.1|AEAL
OG0009567	LOC111602677|XP_023175664.1|DHYD	LOC109403901|XP_019532347.2|AEAL
OG0009568	LOC111603904|XP_030080264.1|DHYD	LOC109420174|XP_029725841.1|AEAL
OG0009934	LOC111593100|XP_030081851.1|DHYD	LOC115253878|XP_029735032.1|AEAL
OG0010267	LOC111596140|XP_023165991.2|DHYD	LOC109419678|XP_029725932.1|AEAL
OG0010610	LOC115483163|XP_030080175.1|DHYD	ND6|YP_194921.1|AEAL
OG0010616	LOC111602678|XP_023175665.1|DHYD	LOC115264270|XP_029723814.1|AEAL, LOC115264268|XP_029723812.1|AEAL, LOC115264269|XP_029723813.1|AEAL, LOC109403935|XP_029723249.1|AEAL
OG0010946	LOC111602939|XP_023176066.2|DHYD	LOC115261348|XP_029718682.1|AEAL
OG0011173	LOC111598615|XP_023169717.1|DHYD	LOC115262247|XP_029720513.1|AEAL, LOC109429721|XP_029728574.1|AEAL
OG0011174	LOC111598614|XP_023169715.2|DHYD	LOC109402178|XP_029729853.1|AEAL
OG0011177	LOC111594376|XP_030078797.1|DHYD	LOC115261703|XP_029719451.1|AEAL
OG0011179	LOC111594759|XP_023163976.2|DHYD	LOC109416536|XP_019546160.2|AEAL
OG0011295	LOC111600193|XP_023171973.1|DHYD	LOC115259985|XP_029716670.1|AEAL, LOC109409320|XP_019538314.3|AEAL
OG0011297	LOC111592935|XP_023161164.1|DHYD	LOC109433049|XP_019564973.2|AEAL
OG0011299	LOC111594688|XP_023163875.2|DHYD	LOC109430131|XP_019561707.2|AEAL
OG0011419	LOC111600173|XP_030079381.1|DHYD	LOC109408944|XP_029711687.1|AEAL
OG0011424	LOC111600063|XP_023171761.2|DHYD	LOC115269703|XP_029734389.1|AEAL
OG0011425	LOC111600120|XP_023171853.2|DHYD	LOC109421437|XP_019551469.2|AEAL, LOC109432569|XP_019564454.2|AEAL
OG0011520	LOC111593204|XP_023161614.2|DHYD	LOC109422497|XP_029735963.1|AEAL, LOC115261756|XP_029719501.1|AEAL
OG0011521	LOC111595838|XP_023165514.2|DHYD	LOC109425182|XP_029724839.1|AEAL, LOC109400297|XP_019528334.2|AEAL
OG0011527	LOC111598390|XP_023169372.1|DHYD	LOC109426453|XP_029731378.1|AEAL, LOC109402152|XP_029731358.1|AEAL
