Orthogroup	DHYD.longest_only	CQUI.longest_only
OG0006356	LOC111594265|XP_023163260.1|DHYD	LOC6042495|XP_038105479.1|CQUI
OG0006357	LOC111598144|XP_023168978.2|DHYD	LOC6042494|XP_038105159.1|CQUI
OG0006358	LOC111595290|XP_023164713.1|DHYD	LOC6053216|XP_001869343.1|CQUI
OG0006359	LOC111602623|XP_023175553.1|DHYD	LOC6039062|XP_001848739.1|CQUI
OG0006360	LOC111605146|XP_023179295.1|DHYD	LOC6039059|XP_038122538.1|CQUI
OG0006361	LOC111592376|XP_023160316.1|DHYD	LOC6045949|XP_001863223.1|CQUI
OG0006363	LOC111596043|XP_023165847.2|DHYD	LOC6050397|XP_038122701.1|CQUI
OG0006364	LOC111602447|XP_023175273.2|DHYD	LOC6050770|XP_001867327.2|CQUI
OG0006365	LOC111593047|XP_030079313.1|DHYD	LOC6032354|XP_038105077.1|CQUI
OG0006366	LOC111593058|XP_023161401.2|DHYD	LOC6050416|XP_038105037.1|CQUI
OG0006367	LOC111594248|XP_023163228.2|DHYD	LOC6038302|XP_038105244.1|CQUI
OG0006368	LOC111592469|XP_023160449.1|DHYD	LOC6051275|XP_038105370.1|CQUI
OG0006369	LOC111592467|XP_023160436.2|DHYD	LOC6050384|XP_038105930.1|CQUI
OG0006370	LOC111598379|XP_030079596.1|DHYD	LOC6047660|XP_001864693.2|CQUI
OG0006371	LOC111602012|XP_023174674.2|DHYD	LOC6045354|XP_001862742.1|CQUI
OG0006372	LOC111603251|XP_023176526.2|DHYD	LOC6038653|XP_038105014.1|CQUI
OG0006373	LOC111604738|XP_023178679.1|DHYD	LOC6038638|XP_038104341.1|CQUI
OG0006374	LOC111597255|XP_023167626.2|DHYD	LOC6041844|XP_001851054.2|CQUI
OG0006375	LOC111598271|XP_023169216.2|DHYD	LOC6041904|XP_038105993.1|CQUI
OG0006376	LOC111598441|XP_023169454.2|DHYD	LOC6041905|XP_038108522.1|CQUI
OG0006379	LOC111591908|XP_023159586.1|DHYD	LOC6034413|XP_001844731.1|CQUI
OG0006380	LOC111604766|XP_023178735.1|DHYD	LOC6034416|XP_038114328.1|CQUI
OG0006381	LOC111603209|XP_023176472.1|DHYD	LOC6034431|XP_001844748.2|CQUI
OG0006382	LOC111593410|XP_023161904.1|DHYD	LOC6034427|XP_001844745.1|CQUI
OG0006383	LOC111598182|XP_023169048.1|DHYD	LOC6034436|XP_038106503.1|CQUI
OG0006384	LOC111602411|XP_023175209.1|DHYD	LOC6034437|XP_001844753.1|CQUI
OG0006388	LOC111598845|XP_023170049.2|DHYD	LOC6034465|XP_038105114.1|CQUI
OG0006389	LOC111598817|XP_023170013.2|DHYD	LOC6034464|XP_001844776.2|CQUI
OG0006390	LOC111595938|XP_023165672.1|DHYD	LOC6034481|XP_001844789.2|CQUI
OG0006391	LOC111594507|XP_023163592.2|DHYD	LOC6031417|XP_001842226.2|CQUI
OG0006392	LOC111593436|XP_023161951.2|DHYD	LOC6049575|XP_038113495.1|CQUI
OG0006393	LOC111602540|XP_023175438.2|DHYD	LOC6042569|XP_038122677.1|CQUI
OG0006394	LOC111601535|XP_023173935.2|DHYD	LOC6042578|XP_001852614.1|CQUI
OG0006395	LOC111597847|XP_023168524.1|DHYD	LOC6034724|XP_001845005.1|CQUI
OG0006396	LOC111593470|XP_023162000.2|DHYD	LOC6044601|XP_001862089.2|CQUI
OG0006397	LOC111593427|XP_023162347.1|DHYD	LOC6034798|XP_001845070.1|CQUI
OG0006398	LOC111603710|XP_023177219.1|DHYD	LOC6034786|XP_001845059.2|CQUI
OG0006399	LOC111596832|XP_023166975.1|DHYD	LOC6034781|XP_001845054.2|CQUI
OG0006400	LOC111596831|XP_023166974.2|DHYD	LOC6034780|XP_001845053.2|CQUI
OG0006401	LOC111592346|XP_023160247.2|DHYD	LOC6034777|XP_038118808.1|CQUI
OG0006402	LOC111598498|XP_023169525.2|DHYD	LOC6034774|XP_001845047.2|CQUI
OG0006403	LOC111592037|XP_030081745.1|DHYD	LOC6034769|XP_038105084.1|CQUI
OG0006404	LOC111592050|XP_023159815.2|DHYD	LOC6034765|XP_038105083.1|CQUI
OG0006405	LOC111604518|XP_023178382.1|DHYD	LOC6034757|XP_038105958.1|CQUI
OG0006406	LOC111602807|XP_023175872.1|DHYD	LOC6052820|XP_038111531.1|CQUI
OG0006407	LOC111603153|XP_023176398.1|DHYD	LOC6042197|XP_038111102.1|CQUI
OG0006408	LOC111593464|XP_023161994.2|DHYD	LOC6031443|XP_001842247.2|CQUI
OG0006409	LOC111591893|XP_023159567.1|DHYD	LOC6041915|XP_038120845.1|CQUI
OG0006410	LOC111594044|XP_023162968.1|DHYD	LOC6052689|XP_001868916.1|CQUI
OG0006411	LOC111596793|XP_023166919.2|DHYD	LOC6052692|XP_001868919.2|CQUI
OG0006412	LOC111595913|XP_023165635.1|DHYD	LOC6045531|XP_038110179.1|CQUI
OG0006413	LOC111601972|XP_023174615.2|DHYD	LOC6053113|XP_038105032.1|CQUI
OG0006414	LOC111595914|XP_023165632.1|DHYD	LOC6047882|XP_038113214.1|CQUI
OG0006415	LOC111596167|XP_023166027.2|DHYD	LOC6044731|XP_038119571.1|CQUI
OG0006416	LOC111602866|XP_023175952.1|DHYD	LOC119770055|XP_038120127.1|CQUI
OG0006417	LOC111603889|XP_023177474.1|DHYD	LOC6043999|XP_001861577.1|CQUI
OG0006418	LOC111603358|XP_023176672.2|DHYD	LOC119769985|XP_038119916.1|CQUI
OG0006419	LOC111597156|XP_023167477.1|DHYD	LOC6048541|XP_038109566.1|CQUI
OG0006420	LOC111602675|XP_030080792.1|DHYD	LOC6034740|XP_001845019.2|CQUI
OG0006421	LOC111602279|XP_023175043.1|DHYD	LOC6034737|XP_038104167.1|CQUI
OG0006422	LOC111602324|XP_023175093.2|DHYD	LOC6034803|XP_038104907.1|CQUI
OG0006423	LOC111603545|XP_023176946.1|DHYD	LOC6034807|XP_001845079.2|CQUI
OG0006424	LOC111603547|XP_023176948.1|DHYD	LOC6034809|XP_038104293.1|CQUI
OG0006425	LOC111603611|XP_023177044.2|DHYD	LOC6034810|XP_038104273.1|CQUI
OG0006426	LOC111603610|XP_023177043.2|DHYD	LOC6054745|XP_038104266.1|CQUI
OG0006428	LOC111599808|XP_023171363.1|DHYD	LOC6046776|XP_038104936.1|CQUI
OG0006429	LOC111602688|XP_023175680.1|DHYD	LOC6046765|XP_038105372.1|CQUI
OG0006430	LOC111605697|XP_023180139.1|DHYD	LOC6035367|XP_038112592.1|CQUI
OG0006431	LOC111601456|XP_030078731.1|DHYD	LOC6036517|XP_038106633.1|CQUI
OG0006432	LOC111603482|XP_030081668.1|DHYD	LOC6050342|XP_038105713.1|CQUI
OG0006434	LOC111594728|XP_023163927.1|DHYD	LOC6042406|XP_038105449.1|CQUI
OG0006435	LOC111592697|XP_023160840.2|DHYD	LOC6042413|XP_038104557.1|CQUI
OG0006436	LOC111604416|XP_023178239.2|DHYD	LOC119765382|XP_038105058.1|CQUI
OG0006437	LOC111597295|XP_023167684.1|DHYD	LOC6042421|XP_038122602.1|CQUI
OG0006438	LOC111599090|XP_023170398.1|DHYD	LOC6040727|XP_001850080.1|CQUI
OG0006439	LOC111598838|XP_023170045.1|DHYD	LOC6051538|XP_038104783.1|CQUI
OG0006440	LOC111598848|XP_023170054.1|DHYD	LOC6051539|XP_038105155.1|CQUI
OG0006441	LOC111594579|XP_023163704.2|DHYD	LOC6042023|XP_001851187.1|CQUI
OG0006442	LOC111601784|XP_023174312.2|DHYD	LOC6042024|XP_038105778.1|CQUI
OG0006443	LOC111600819|XP_023172887.1|DHYD	LOC6035209|XP_001845438.2|CQUI
OG0006444	LOC111594462|XP_023163528.2|DHYD	LOC6035228|XP_001845458.2|CQUI
OG0006445	LOC111591979|XP_023159697.2|DHYD	LOC6047770|XP_038116294.1|CQUI
OG0006446	LOC111601351|XP_023173651.2|DHYD	LOC6047768|XP_038116962.1|CQUI
OG0006447	LOC111600805|XP_023172863.1|DHYD	LOC6046341|XP_038106869.1|CQUI
OG0006448	LOC111597173|XP_023167502.1|DHYD	LOC6047465|XP_001864519.1|CQUI
OG0006449	LOC111597174|XP_030080855.1|DHYD	LOC119768841|XP_038116189.1|CQUI
OG0006450	LOC111594949|XP_023164214.2|DHYD	LOC6047474|XP_038104801.1|CQUI
OG0006451	LOC111601854|XP_023174458.1|DHYD	LOC6032580|XP_001843153.1|CQUI
OG0006452	LOC111596065|XP_023165882.2|DHYD	LOC6035354|XP_038104407.1|CQUI
OG0006453	LOC111601055|XP_023173239.1|DHYD	LOC6044847|XP_001862292.2|CQUI
OG0006455	LOC111602659|XP_030081681.1|DHYD	LOC119768510|XP_038114495.1|CQUI
OG0006456	LOC111602777|XP_023175812.2|DHYD	LOC6035573|XP_001845728.1|CQUI
OG0006457	LOC111605479|XP_023179781.2|DHYD	LOC6035550|XP_001845708.2|CQUI
OG0006459	LOC111602780|XP_023175814.1|DHYD	LOC6034924|XP_038111384.1|CQUI
OG0006460	LOC111596492|XP_023166521.1|DHYD	LOC6044849|XP_001862294.2|CQUI
OG0006461	LOC111602672|XP_023175633.1|DHYD	LOC6045194|XP_001862589.1|CQUI
OG0006462	LOC111601508|XP_023173871.2|DHYD	LOC6045197|XP_001862592.2|CQUI
OG0006463	LOC111595216|XP_023164597.2|DHYD	LOC6045203|XP_038118052.1|CQUI
OG0006464	LOC111596659|XP_023166732.1|DHYD	LOC119765386|XP_038105081.1|CQUI
OG0006465	LOC111604032|XP_023177657.1|DHYD	LOC6047843|XP_038104072.1|CQUI
OG0006466	LOC111594245|XP_023163224.1|DHYD	LOC6047845|XP_001864847.2|CQUI
OG0006467	LOC111598086|XP_030081667.1|DHYD	LOC6032712|XP_038111125.1|CQUI
OG0006468	LOC111598905|XP_023170141.1|DHYD	LOC6036799|XP_001846793.2|CQUI
OG0006469	LOC111605036|XP_023179141.1|DHYD	LOC6035080|XP_038104679.1|CQUI
OG0006470	LOC111595096|XP_023164431.2|DHYD	LOC6048396|XP_038104152.1|CQUI
OG0006471	LOC111596491|XP_023166520.2|DHYD	LOC6032701|XP_001843257.2|CQUI
OG0006472	LOC111596487|XP_023166516.1|DHYD	LOC6032697|XP_001843255.1|CQUI
OG0006473	LOC111598744|XP_023169910.2|DHYD	LOC6032690|XP_038105769.1|CQUI
OG0006474	LOC111593861|XP_023162683.1|DHYD	LOC6032689|XP_038105773.1|CQUI
OG0006475	LOC111601383|XP_023173689.1|DHYD	LOC6032686|XP_001843246.1|CQUI
OG0006476	LOC111598875|XP_023170103.2|DHYD	LOC6032679|XP_001843239.2|CQUI
OG0006477	LOC111604740|XP_023178681.1|DHYD	LOC6032673|XP_038104545.1|CQUI
OG0006478	LOC111602705|XP_023175710.1|DHYD	LOC6039165|XP_038108612.1|CQUI
OG0006479	LOC111602797|XP_023175852.2|DHYD	LOC6039164|XP_038105278.1|CQUI
OG0006480	LOC111593832|XP_023162638.2|DHYD	LOC6039159|XP_001848814.2|CQUI
OG0006482	LOC111598331|XP_023169300.2|DHYD	LOC6040888|XP_038104492.1|CQUI
OG0006483	LOC111594509|XP_023163594.2|DHYD	LOC6036786|XP_038115876.1|CQUI
OG0006484	LOC111594536|XP_023163644.2|DHYD	LOC6036782|XP_001846778.2|CQUI
OG0006485	LOC111596258|XP_023166161.1|DHYD	LOC6042431|XP_001851547.2|CQUI
OG0006486	LOC111601312|XP_023173604.2|DHYD	LOC6047624|XP_038104845.1|CQUI
OG0006487	LOC111603543|XP_023176945.2|DHYD	LOC6048420|XP_001865343.2|CQUI
OG0006488	LOC111598687|XP_023169819.1|DHYD	LOC6031558|XP_001842342.2|CQUI
OG0006489	LOC111605462|XP_023179749.1|DHYD	LOC6048414|XP_038117724.1|CQUI
OG0006490	LOC111603441|XP_023176796.2|DHYD	LOC6032645|XP_038110449.1|CQUI
OG0006492	LOC111598793|XP_023169980.1|DHYD	LOC6046541|XP_038104119.1|CQUI
OG0006493	LOC111595948|XP_023165684.1|DHYD	LOC6035399|XP_038104695.1|CQUI
OG0006494	LOC111594261|XP_023163255.2|DHYD	LOC6035401|XP_038107661.1|CQUI
OG0006495	LOC111598472|XP_023169497.1|DHYD	LOC6040937|XP_038122503.1|CQUI
OG0006496	LOC111596495|XP_023166524.2|DHYD	LOC6031656|XP_038109396.1|CQUI
OG0006497	LOC111594515|XP_023163608.1|DHYD	LOC6033687|XP_038105943.1|CQUI
OG0006498	LOC111594482|XP_023163558.2|DHYD	LOC6033686|XP_038123012.1|CQUI
OG0006499	LOC111596405|XP_030080761.1|DHYD	LOC6033674|XP_038105780.1|CQUI
OG0006500	LOC111592631|XP_023160736.2|DHYD	LOC6033671|XP_001844097.2|CQUI
OG0006501	LOC111594478|XP_023163549.2|DHYD	LOC6033672|XP_038116139.1|CQUI
OG0006502	LOC111594528|XP_023163630.2|DHYD	LOC6054158|XP_038104785.1|CQUI
OG0006503	LOC111594490|XP_023163567.1|DHYD	LOC6051327|XP_001867790.1|CQUI
OG0006504	LOC111594541|XP_023163659.2|DHYD	LOC6051328|XP_038105924.1|CQUI
OG0006505	LOC111597838|XP_023168508.2|DHYD	LOC6041356|XP_038107042.1|CQUI
OG0006506	LOC111598372|XP_023169348.1|DHYD	LOC6035502|XP_038112084.1|CQUI
OG0006507	LOC111598500|XP_023169534.2|DHYD	LOC6039671|XP_038103987.1|CQUI
OG0006508	LOC111598616|XP_023169718.1|DHYD	LOC6039678|XP_038105184.1|CQUI
OG0006509	LOC111593434|XP_023161949.1|DHYD	LOC6037403|XP_001847320.2|CQUI
OG0006510	LOC111601794|XP_023174338.1|DHYD	LOC6033700|XP_038105613.1|CQUI
OG0006511	LOC111594531|XP_023163636.2|DHYD	LOC6033716|XP_038104528.1|CQUI
OG0006512	LOC111600700|XP_023172722.2|DHYD	LOC6039182|XP_038122934.1|CQUI
OG0006513	LOC111594540|XP_023163649.1|DHYD	LOC6038058|XP_038104615.1|CQUI
OG0006514	LOC111598814|XP_023170006.1|DHYD	LOC6038061|XP_001847904.1|CQUI
OG0006515	LOC111598812|XP_023170004.1|DHYD	LOC6040676|XP_038115506.1|CQUI
OG0006516	LOC111593680|XP_023162340.2|DHYD	LOC6037325|XP_001847250.2|CQUI
OG0006517	LOC111593697|XP_023162410.2|DHYD	LOC6037326|XP_001847251.2|CQUI
OG0006518	LOC111593694|XP_023162378.1|DHYD	LOC6037328|XP_038108932.1|CQUI
OG0006519	LOC111593698|XP_023162411.1|DHYD	LOC6037331|XP_001847255.2|CQUI
OG0006520	LOC111596418|XP_023166397.2|DHYD	LOC6035343|XP_001845554.1|CQUI
OG0006521	LOC111593250|XP_023161676.2|DHYD	LOC6031660|XP_001842406.2|CQUI
OG0006522	LOC111596420|XP_023166399.2|DHYD	LOC6037469|XP_038114489.1|CQUI
OG0006523	LOC111594976|XP_023164243.1|DHYD	LOC6037470|XP_001847380.1|CQUI
OG0006524	LOC111598785|XP_023169966.1|DHYD	LOC6032187|XP_038122641.1|CQUI
OG0006525	LOC111592354|XP_030079673.1|DHYD	LOC6032196|XP_038105137.1|CQUI
OG0006526	LOC111594436|XP_023163492.2|DHYD	LOC6042439|XP_001851557.2|CQUI
OG0006527	LOC111594437|XP_030080736.1|DHYD	LOC6042440|XP_001851558.2|CQUI
OG0006528	LOC111594595|XP_023163726.2|DHYD	LOC6042443|XP_001851560.2|CQUI
OG0006529	LOC111594438|XP_023163494.1|DHYD	LOC119765195|XP_038104517.1|CQUI
OG0006530	LOC111594439|XP_023163495.2|DHYD	LOC6040251|XP_038105670.1|CQUI
OG0006531	LOC111594601|XP_023163733.2|DHYD	LOC6040255|XP_001849693.2|CQUI
OG0006532	LOC111594596|XP_030080663.1|DHYD	LOC6039067|XP_001848745.2|CQUI
OG0006533	LOC111601227|XP_023173492.1|DHYD	LOC6039086|XP_001848757.2|CQUI
OG0006536	LOC111598213|XP_023169135.2|DHYD	LOC6040881|XP_038113052.1|CQUI
OG0006537	LOC111600625|XP_023172597.1|DHYD	LOC6040705|XP_038105548.1|CQUI
OG0006538	LOC111599575|XP_023171017.2|DHYD	LOC6033016|XP_038106303.1|CQUI
OG0006539	LOC111596007|XP_023165793.2|DHYD	LOC6032988|XP_001843499.2|CQUI
OG0006540	LOC111598225|XP_023169152.2|DHYD	LOC6033726|XP_038104755.1|CQUI
OG0006541	LOC111595231|XP_023164635.2|DHYD	LOC6039905|XP_001849403.1|CQUI
OG0006542	LOC111595232|XP_023164636.1|DHYD	LOC6039906|XP_001849404.2|CQUI
OG0006543	LOC111597762|XP_023168385.2|DHYD	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI
OG0006545	LOC111598346|XP_023169320.1|DHYD	LOC6038041|XP_001847885.1|CQUI
OG0006546	LOC111603489|XP_023176856.1|DHYD	LOC6038043|XP_038105842.1|CQUI
OG0006547	LOC111593689|XP_023162354.2|DHYD	LOC6042394|XP_038108420.1|CQUI
OG0006548	LOC111605546|XP_023179876.1|DHYD	LOC6040941|XP_001850269.2|CQUI
OG0006551	LOC111596170|XP_023166031.2|DHYD	LOC6032041|XP_038122808.1|CQUI
OG0006552	LOC111596164|XP_023166024.2|DHYD	LOC6032043|XP_001842709.2|CQUI
OG0006553	LOC111597761|XP_023168384.2|DHYD	LOC6032060|XP_001842726.2|CQUI
OG0006554	LOC111602603|XP_030081687.1|DHYD	LOC6032074|XP_038115674.1|CQUI
OG0006555	LOC111595556|XP_023165121.2|DHYD	LOC119765670|XP_038105987.1|CQUI
OG0006556	LOC111594469|XP_023163537.2|DHYD	LOC6032087|XP_038105140.1|CQUI
OG0006557	LOC111599418|XP_030078700.1|DHYD	LOC6033172|XP_038114436.1|CQUI
OG0006558	LOC111598256|XP_023169193.1|DHYD	LOC6035197|XP_038111508.1|CQUI
OG0006559	LOC111602783|XP_023175822.1|DHYD	LOC6035199|XP_038114547.1|CQUI
OG0006560	LOC111594820|XP_023164050.1|DHYD	LOC6035204|XP_001845433.2|CQUI
OG0006561	LOC111594819|XP_023164049.1|DHYD	LOC6035205|XP_001845434.2|CQUI
OG0006566	LOC111595682|XP_023165288.2|DHYD	LOC6033959|XP_038104808.1|CQUI
OG0006567	LOC111598555|XP_023169617.1|DHYD	LOC6040905|XP_001850233.2|CQUI
OG0006568	LOC111598658|XP_023169776.2|DHYD	LOC6040906|XP_001850234.2|CQUI
OG0006569	LOC111594843|XP_023164077.1|DHYD	LOC6040907|XP_038105298.1|CQUI
OG0006570	LOC111604796|XP_023178781.1|DHYD	LOC6040909|XP_038122837.1|CQUI
OG0006571	LOC111595896|XP_023165605.1|DHYD	LOC6040915|XP_001850243.1|CQUI
OG0006572	LOC111601295|XP_023173574.1|DHYD	LOC6040931|XP_001850259.2|CQUI
OG0006573	LOC111592384|XP_023160326.2|DHYD	LOC6040933|XP_001850261.1|CQUI
OG0006574	LOC111601793|XP_023174333.2|DHYD	LOC6035402|XP_038114426.1|CQUI
OG0006575	LOC111604262|XP_023178026.1|DHYD	LOC6037343|XP_001847267.1|CQUI
OG0006580	LOC111601396|XP_023173708.1|DHYD	LOC6033963|XP_001844351.1|CQUI
OG0006581	LOC111604795|XP_023178780.2|DHYD	LOC6033968|XP_038104320.1|CQUI
OG0006582	LOC111599605|XP_023171059.1|DHYD	LOC6033972|XP_038104680.1|CQUI
OG0006583	LOC111601438|XP_023173782.1|DHYD	LOC6033975|XP_038112416.1|CQUI
OG0006584	LOC111595015|XP_023164290.2|DHYD	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI
OG0006586	LOC111596425|XP_023166405.1|DHYD	LOC6032033|XP_001842700.2|CQUI
OG0006587	LOC111596421|XP_023166401.1|DHYD	LOC6032034|XP_001842701.2|CQUI
OG0006588	LOC111602529|XP_023175426.2|DHYD	LOC6032023|XP_038122951.1|CQUI
OG0006589	LOC111595226|XP_023164624.2|DHYD	LOC6032008|XP_001842676.1|CQUI
OG0006590	LOC111595265|XP_023164683.2|DHYD	LOC6032006|XP_038105254.1|CQUI
OG0006591	LOC111594385|XP_023163420.2|DHYD	LOC6053565|XP_038115742.1|CQUI
OG0006592	LOC111594625|XP_023163784.1|DHYD	LOC6032784|XP_038119498.1|CQUI
OG0006593	LOC111594623|XP_023163781.1|DHYD	LOC6032779|XP_001843320.2|CQUI
OG0006594	LOC111595668|XP_023165260.2|DHYD	LOC6032786|XP_001843325.2|CQUI
OG0006595	LOC111594021|XP_023162897.2|DHYD	LOC6032806|XP_038116443.1|CQUI
OG0006598	LOC111604002|XP_023177626.1|DHYD	LOC6032818|XP_001843355.2|CQUI
OG0006599	LOC111597603|XP_023168172.2|DHYD	LOC6032823|XP_001843360.2|CQUI
OG0006600	LOC111593201|XP_023161597.2|DHYD	LOC6032825|XP_038115305.1|CQUI
OG0006601	LOC111605197|XP_023179372.2|DHYD	LOC6032829|XP_001843367.1|CQUI
OG0006602	LOC111605198|XP_023179373.1|DHYD	LOC6032831|XP_001843368.2|CQUI
OG0006603	LOC111605193|XP_023179364.2|DHYD	LOC6032832|XP_038119769.1|CQUI
OG0006604	LOC111598719|XP_023169879.1|DHYD	LOC6032835|XP_001843372.2|CQUI
OG0006605	LOC111596478|XP_023166502.1|DHYD	LOC6032839|XP_038119245.1|CQUI
OG0006606	LOC111600301|XP_030081394.1|DHYD	LOC6032845|XP_038120209.1|CQUI
OG0006607	LOC111603718|XP_023177194.2|DHYD	LOC6032846|XP_038120210.1|CQUI
OG0006608	LOC111604875|XP_023178880.1|DHYD	LOC6032860|XP_001843385.1|CQUI
OG0006609	LOC111602719|XP_023175733.1|DHYD	LOC6032900|XP_038116291.1|CQUI
OG0006610	LOC111601665|XP_023174118.2|DHYD	LOC6032908|XP_038114526.1|CQUI
OG0006611	LOC111601671|XP_023174129.2|DHYD	LOC6032911|XP_038116284.1|CQUI
OG0006612	LOC111601669|XP_023174127.1|DHYD	LOC6032913|XP_001843437.2|CQUI
OG0006613	LOC111601667|XP_023174126.1|DHYD	LOC6049338|XP_038119131.1|CQUI
OG0006614	LOC111601666|XP_023174123.1|DHYD	LOC6049340|XP_038117963.1|CQUI
OG0006615	LOC111601686|XP_023174160.1|DHYD	LOC6031073|XP_038119046.1|CQUI
OG0006616	LOC111592743|XP_023160908.2|DHYD	LOC6031070|XP_038122390.1|CQUI
OG0006617	LOC111601065|XP_023173256.1|DHYD	LOC6031075|XP_001841926.2|CQUI
OG0006618	LOC111598722|XP_023169882.1|DHYD	LOC6031094|XP_038120256.1|CQUI
OG0006619	LOC111599763|XP_023171288.1|DHYD	LOC6054042|XP_038116192.1|CQUI
OG0006620	LOC111599281|XP_023170647.2|DHYD	LOC6054046|XP_038119442.1|CQUI
OG0006621	LOC111592834|XP_023161026.2|DHYD	LOC6053563|XP_038116160.1|CQUI
OG0006622	LOC111598684|XP_023169815.1|DHYD	LOC6038682|XP_001848437.1|CQUI
OG0006623	LOC111598693|XP_023169826.1|DHYD	LOC6038685|XP_001848438.1|CQUI
OG0006624	LOC111597635|XP_023168208.2|DHYD	LOC6042801|XP_001870804.1|CQUI
OG0006625	LOC111597643|XP_023168216.2|DHYD	LOC6042805|XP_038118695.1|CQUI
OG0006626	LOC111597721|XP_023168329.2|DHYD	LOC6042807|XP_001870806.1|CQUI
OG0006627	LOC111600720|XP_023172759.1|DHYD	LOC6042812|XP_001870810.1|CQUI
OG0006628	LOC111600655|XP_023172645.2|DHYD	LOC6042813|XP_038114854.1|CQUI
OG0006629	LOC111592850|XP_023161059.1|DHYD	LOC6047864|XP_038115147.1|CQUI
OG0006630	LOC111605412|XP_030082031.1|DHYD	LOC6048061|XP_038120956.1|CQUI
OG0006631	LOC111603042|XP_023176248.1|DHYD	LOC6041055|XP_001850366.1|CQUI
OG0006632	LOC111605358|XP_023179605.2|DHYD	LOC6041049|XP_001850360.2|CQUI
OG0006633	LOC111595279|XP_023164693.1|DHYD	LOC6041046|XP_038118777.1|CQUI
OG0006634	LOC111599097|XP_023170406.2|DHYD	LOC6041037|XP_001850348.2|CQUI
OG0006635	LOC111599351|XP_023170749.1|DHYD	LOC6041035|XP_038120749.1|CQUI
OG0006636	LOC111591897|XP_023159573.1|DHYD	LOC6031118|XP_038119744.1|CQUI
OG0006637	LOC111592305|XP_023160180.2|DHYD	LOC6031124|XP_001841968.2|CQUI
OG0006638	LOC111604191|XP_023177914.1|DHYD	LOC6031142|XP_001841985.1|CQUI
OG0006639	LOC111604183|XP_030081399.1|DHYD	LOC6031149|XP_038117683.1|CQUI
OG0006640	LOC111595623|XP_023165198.2|DHYD	LOC6030967|XP_038121634.1|CQUI
OG0006641	LOC111597646|XP_030080886.1|DHYD	LOC6030964|XP_038115430.1|CQUI
OG0006642	LOC111595608|XP_023165181.2|DHYD	LOC6030971|XP_038115394.1|CQUI
OG0006643	LOC111600080|XP_023171788.1|DHYD	LOC6030969|XP_001841820.1|CQUI
OG0006644	LOC111593128|XP_023161498.1|DHYD	LOC6050938|XP_001867452.2|CQUI
OG0006645	LOC111594642|XP_023163805.1|DHYD	LOC6043934|XP_038121710.1|CQUI
OG0006646	LOC111603265|XP_023176548.2|DHYD	LOC6043933|XP_038118699.1|CQUI
OG0006647	LOC111604108|XP_023177785.2|DHYD	LOC6041015|XP_038117569.1|CQUI
OG0006648	LOC111596949|XP_023167173.1|DHYD	LOC119770424|XP_038121222.1|CQUI
OG0006649	LOC111603842|XP_023177380.1|DHYD	LOC6053035|XP_038115035.1|CQUI
OG0006650	LOC111601122|XP_023173386.2|DHYD	LOC6051597|XP_038121932.1|CQUI
OG0006651	LOC111596021|XP_023165815.2|DHYD	LOC6040647|XP_038118734.1|CQUI
OG0006652	LOC111597594|XP_023168162.2|DHYD	LOC6043376|XP_001858629.2|CQUI
OG0006653	LOC111597779|XP_030081162.1|DHYD	LOC6039565|XP_038120864.1|CQUI
OG0006654	LOC111598682|XP_023169812.2|DHYD	LOC6039556|XP_038120455.1|CQUI
OG0006655	LOC111598465|XP_023169488.1|DHYD	LOC6049638|XP_038116545.1|CQUI
OG0006656	LOC111599411|XP_023170831.1|DHYD	LOC6039883|XP_038116070.1|CQUI
OG0006657	LOC111602105|XP_023174814.1|DHYD	LOC6043329|XP_001858472.1|CQUI
OG0006658	LOC111597565|XP_023168132.1|DHYD	LOC6043696|XP_038116551.1|CQUI
OG0006659	LOC111597567|XP_030081812.1|DHYD	LOC6043712|XP_038119008.1|CQUI
OG0006660	LOC111600495|XP_023172391.1|DHYD	LOC6049802|XP_038122077.1|CQUI
OG0006661	LOC111600454|XP_023172324.2|DHYD	LOC6053906|XP_038115654.1|CQUI
OG0006662	LOC111599096|XP_023170405.1|DHYD	LOC6044060|XP_038121720.1|CQUI
OG0006663	LOC111600489|XP_023172384.1|DHYD	LOC6047531|XP_038115090.1|CQUI
OG0006664	LOC111600018|XP_023171697.1|DHYD	LOC6035307|XP_001845524.2|CQUI
OG0006665	LOC111601103|XP_023173310.2|DHYD	LOC119769907|XP_038119658.1|CQUI
OG0006666	LOC111602145|XP_023174862.1|DHYD	LOC6049351|XP_001866124.2|CQUI
OG0006667	LOC111592957|XP_023161213.1|DHYD	LOC6048046|XP_001865018.2|CQUI
OG0006668	LOC111604158|XP_023177854.1|DHYD	LOC6051541|XP_001867969.1|CQUI
OG0006669	LOC111603697|XP_023177165.2|DHYD	LOC6044584|XP_001862064.2|CQUI
OG0006670	LOC111603689|XP_023177142.1|DHYD	LOC6044575|XP_001862065.1|CQUI
OG0006671	LOC111594851|XP_023164091.2|DHYD	LOC6040318|XP_038118531.1|CQUI
OG0006672	LOC111605191|XP_023179358.2|DHYD	LOC6044571|XP_038120372.1|CQUI
OG0006673	LOC111601658|XP_023174110.1|DHYD	LOC6044585|XP_001862069.2|CQUI
