Orthogroup	DHYD.longest_only	BCOP.longest_only
OG0007576	LOC111602805|XP_030080134.1|DHYD	LOC119074599|XP_037036740.1|BCOP
OG0007577	LOC111604030|XP_023177654.2|DHYD	LOC119084047|XP_037049778.1|BCOP
OG0007578	LOC111594194|XP_030080506.1|DHYD	LOC119066631|XP_037025087.1|BCOP
OG0007579	LOC111597077|XP_023167375.2|DHYD	LOC119067398|XP_037026237.1|BCOP
OG0007580	LOC111597340|XP_023167753.2|DHYD	LOC119066013|XP_037024125.1|BCOP
OG0007581	LOC111602516|XP_023175367.2|DHYD	LOC119072272|XP_037033359.1|BCOP
OG0007582	LOC111598507|XP_023169546.1|DHYD	LOC119071322|XP_037032102.1|BCOP
OG0007583	LOC111597993|XP_023168740.2|DHYD	LOC119066884|XP_037025467.1|BCOP
OG0007584	LOC111593624|XP_030079412.1|DHYD	LOC119076004|XP_037038472.1|BCOP
OG0007585	LOC111600940|XP_023173079.2|DHYD	LOC119074864|XP_037037080.1|BCOP
OG0007586	LOC111594645|XP_023163807.1|DHYD	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP
OG0007587	LOC111597029|XP_030082016.1|DHYD	LOC119078321|XP_037041721.1|BCOP
OG0007588	LOC111594734|XP_023163936.2|DHYD	LOC119082269|XP_037047631.1|BCOP
OG0007589	LOC111594983|XP_023164251.2|DHYD	LOC119068451|XP_037027925.1|BCOP
OG0007590	LOC111599846|XP_023171407.2|DHYD	LOC119086036|XP_037052505.1|BCOP
OG0007591	LOC111592172|XP_023159994.1|DHYD	LOC119072631|XP_037033770.1|BCOP
OG0007592	LOC111593917|XP_023162757.2|DHYD	LOC119076671|XP_037039460.1|BCOP
OG0007593	LOC111592701|XP_023160887.1|DHYD	LOC119080481|XP_037044761.1|BCOP
OG0007594	LOC111592173|XP_023159997.2|DHYD	LOC119071020|XP_037031515.1|BCOP
OG0007595	LOC111598000|XP_023168757.1|DHYD	LOC119078784|XP_037042391.1|BCOP
OG0007596	LOC111601575|XP_023173994.2|DHYD	LOC119081265|XP_037045901.1|BCOP
OG0007597	LOC111593536|XP_023162107.1|DHYD	LOC119071808|XP_037032768.1|BCOP
OG0007598	LOC111592155|XP_023159973.1|DHYD	LOC119071781|XP_037032734.1|BCOP
OG0007599	LOC111604519|XP_023178384.1|DHYD	LOC119070996|XP_037031485.1|BCOP
OG0007600	LOC111604514|XP_023178379.1|DHYD	LOC119071018|XP_037031512.1|BCOP
OG0007601	LOC111595066|XP_023164390.1|DHYD	LOC119072403|XP_037033515.1|BCOP
OG0007602	LOC111600961|XP_023173109.1|DHYD	LOC119082825|XP_037048371.1|BCOP
OG0007603	LOC111600980|XP_023173135.2|DHYD	LOC119072194|XP_037033259.1|BCOP
OG0007604	LOC111598079|XP_023168888.2|DHYD	LOC119077783|XP_037040986.1|BCOP
OG0007605	LOC111597625|XP_023168195.2|DHYD	LOC119082722|XP_037048198.1|BCOP
OG0007606	LOC111598385|XP_023169362.1|DHYD	LOC119084597|XP_037050541.1|BCOP
OG0007607	LOC111601391|XP_023173702.2|DHYD	LOC119071192|XP_037031861.1|BCOP
OG0007608	LOC111598092|XP_023168910.2|DHYD	LOC119066945|XP_037025559.1|BCOP
OG0007609	LOC111605122|XP_023179246.2|DHYD	LOC119066934|XP_037025542.1|BCOP
OG0007610	LOC111592204|XP_023160039.2|DHYD	LOC119070665|XP_037030994.1|BCOP
OG0007611	LOC111593718|XP_030079820.1|DHYD	LOC119081003|XP_037045572.1|BCOP
OG0007612	LOC111592109|XP_023159908.2|DHYD	LOC119071105|XP_037031642.1|BCOP
OG0007613	LOC111597050|XP_023167336.2|DHYD	LOC119074273|XP_037036190.1|BCOP
OG0007614	LOC111591931|XP_023159629.2|DHYD	LOC119076951|XP_037039899.1|BCOP
OG0007615	LOC111603740|XP_023177225.1|DHYD	LOC119082556|XP_037047968.1|BCOP
OG0007616	LOC111598332|XP_023169301.2|DHYD	LOC119069594|XP_037029579.1|BCOP
OG0007617	LOC111593529|XP_023162090.1|DHYD	LOC119071153|XP_037031794.1|BCOP
OG0007618	LOC111600987|XP_023173146.1|DHYD	LOC119071346|XP_037032128.1|BCOP
OG0007619	LOC111604290|XP_023178076.1|DHYD	LOC119071209|XP_037031899.1|BCOP
OG0007620	LOC111604451|XP_030079933.1|DHYD	LOC119070877|XP_037031288.1|BCOP
OG0007622	LOC111599241|XP_023170606.2|DHYD	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC111600949|XP_023173088.2|DHYD	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC111605709|XP_023180163.2|DHYD	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC111592772|XP_023160941.2|DHYD	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC111605628|XP_023180048.1|DHYD	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC111605627|XP_023180047.2|DHYD	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC111594143|XP_023163080.1|DHYD	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC111601553|XP_023173963.2|DHYD	LOC119070302|XP_037030463.1|BCOP
OG0007630	LOC111603630|XP_023177067.2|DHYD	LOC119085723|XP_037052067.1|BCOP
OG0007631	LOC111593232|XP_023161651.2|DHYD	LOC119067824|XP_037026883.1|BCOP
OG0007632	LOC111596899|XP_023167117.1|DHYD, LOC115482993|XP_030079487.1|DHYD	LOC119079681|XP_037043633.1|BCOP
OG0007633	LOC111595787|XP_030080279.1|DHYD	LOC119071501|XP_037032254.1|BCOP
OG0007635	LOC111594671|XP_023163845.2|DHYD	LOC119076977|XP_037039973.1|BCOP
OG0007637	LOC111594702|XP_023163891.2|DHYD	LOC119075303|XP_037037609.1|BCOP
OG0007638	LOC111604614|XP_030081070.1|DHYD	LOC119069631|XP_037029628.1|BCOP
OG0007639	LOC111592001|XP_023159734.2|DHYD	LOC119076548|XP_037039239.1|BCOP
OG0007640	LOC111596513|XP_023166583.2|DHYD	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP
OG0007642	LOC115483442|XP_030081280.1|DHYD, LOC111593746|XP_030081269.1|DHYD	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP
OG0007643	LOC111603009|XP_023176181.2|DHYD	LOC119076163|XP_037038743.1|BCOP
OG0007644	LOC111596882|XP_023167102.1|DHYD	LOC119077913|XP_037041183.1|BCOP
OG0007664	LOC111593267|XP_023161702.1|DHYD	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC111598298|XP_023169257.2|DHYD	LOC119083291|XP_037048883.1|BCOP
OG0007666	LOC111598190|XP_023169087.1|DHYD	LOC119069059|XP_037028828.1|BCOP
OG0007667	LOC111593029|XP_023161359.1|DHYD	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC111598946|XP_023170195.1|DHYD	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC111598399|XP_023169388.2|DHYD	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC111598398|XP_023169387.2|DHYD	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC111603147|XP_023176390.1|DHYD	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC111598426|XP_023169437.2|DHYD	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC111594502|XP_023163582.2|DHYD	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC111603230|XP_030079327.1|DHYD	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC111602875|XP_023175970.2|DHYD	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC111601903|XP_023174517.2|DHYD	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC111597253|XP_023167624.2|DHYD	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC111595360|XP_023164807.2|DHYD	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC111595352|XP_023164791.1|DHYD	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC111602270|XP_023175033.1|DHYD	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC111597171|XP_023167499.1|DHYD	LOC119080411|XP_037044643.1|BCOP
OG0007682	LOC111598413|XP_023169420.1|DHYD	LOC119069894|XP_037029989.1|BCOP
OG0007683	LOC111591984|XP_023159703.1|DHYD	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC111602863|XP_023175947.2|DHYD	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC111600222|XP_030079390.1|DHYD	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC111594053|XP_023162937.2|DHYD	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC111593638|XP_023162282.2|DHYD	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC111604197|XP_023177921.1|DHYD	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC111593061|XP_023161403.2|DHYD	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC111596758|XP_023166867.2|DHYD	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC111603296|XP_023176586.1|DHYD	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC111603356|XP_023176670.2|DHYD	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC111593043|XP_023161380.2|DHYD	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC111595063|XP_023164386.1|DHYD	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC111596472|XP_030079443.1|DHYD	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC111592341|XP_023160237.2|DHYD	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC111591911|XP_030079626.1|DHYD	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC111593463|XP_030079406.1|DHYD	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC111593989|XP_023162848.1|DHYD	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC111596771|XP_023166886.2|DHYD	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC111604748|XP_030079556.1|DHYD	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC111591983|XP_023159702.1|DHYD	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC111604268|XP_023178078.1|DHYD	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC111597845|XP_023168522.1|DHYD	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC111603219|XP_030079311.1|DHYD	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC111600202|XP_030079392.1|DHYD	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC111593022|XP_023161331.2|DHYD	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC111596709|XP_030078955.1|DHYD	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC111592370|XP_023160304.1|DHYD	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC111598286|XP_023169236.2|DHYD	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC111598148|XP_030078880.1|DHYD	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC111597365|XP_030079942.1|DHYD	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC111596750|XP_023166850.1|DHYD	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC111595984|XP_023165738.2|DHYD	LOC119070395|XP_037030609.1|BCOP
OG0007718	LOC111594273|XP_023163271.1|DHYD	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC111598402|XP_023169394.1|DHYD	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC111598400|XP_023169392.2|DHYD	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC111603349|XP_023176659.2|DHYD	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC111603377|XP_023176697.2|DHYD	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC111596576|XP_023166617.1|DHYD	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC111599040|XP_023170322.2|DHYD	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC111597453|XP_023167958.1|DHYD	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC111596715|XP_023166804.1|DHYD	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC111596878|XP_023167095.1|DHYD	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC111597284|XP_023167667.1|DHYD	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC111597257|XP_023167629.2|DHYD	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC111598760|XP_023169937.2|DHYD	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC111593078|XP_023161433.1|DHYD	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC111598268|XP_023169213.1|DHYD	LOC119069152|XP_037028952.1|BCOP
OG0007734	LOC111598351|XP_023169326.2|DHYD	LOC119067213|XP_037025952.1|BCOP
OG0007735	LOC111603385|XP_023176712.1|DHYD	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC111594199|XP_023163556.1|DHYD	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC111600712|XP_023172737.2|DHYD	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC111599559|XP_023170995.2|DHYD	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC111604742|XP_023178684.2|DHYD	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC111596469|XP_023166488.2|DHYD	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC111597374|XP_023167800.2|DHYD	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC111598828|XP_023170028.1|DHYD	LOC119070344|XP_037030529.1|BCOP
OG0007743	LOC111604272|XP_023178038.2|DHYD	LOC119068246|XP_037027672.1|BCOP
OG0007745	LOC111596725|XP_023166826.2|DHYD	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC111597400|XP_023167847.2|DHYD	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC111603101|XP_030079303.1|DHYD	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC111593059|XP_030079316.1|DHYD	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC111593425|XP_023161937.2|DHYD	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC111601974|XP_023174619.2|DHYD	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC111599214|XP_023170579.2|DHYD	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC111593030|XP_023161364.1|DHYD	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC111598448|XP_023169470.1|DHYD	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC111596630|XP_023166686.1|DHYD	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC111596636|XP_023166693.1|DHYD	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC111602878|XP_023175973.2|DHYD	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC111593654|XP_023162308.1|DHYD	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC111596333|XP_023166268.1|DHYD	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC111592464|XP_023160433.1|DHYD	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC111601917|XP_023174533.1|DHYD	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC111605312|XP_023179541.2|DHYD	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC111596638|XP_023166696.2|DHYD	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC111599181|XP_023170534.2|DHYD	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC111594269|XP_023163267.1|DHYD	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC111594268|XP_023163266.2|DHYD	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC111605495|XP_023179811.2|DHYD	LOC119069847|XP_037029912.1|BCOP
OG0007767	LOC111597864|XP_023168566.1|DHYD	LOC119081005|XP_037045580.1|BCOP
OG0007768	LOC111601955|XP_023174587.1|DHYD	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC111604759|XP_023178722.2|DHYD	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC111604711|XP_023178655.2|DHYD	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC111598939|XP_023170185.2|DHYD	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC111598876|XP_023170104.1|DHYD	LOC119069501|XP_037029468.1|BCOP
OG0007773	LOC111602208|XP_023174948.2|DHYD	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP
OG0007774	LOC111593214|XP_023161632.2|DHYD	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC111596546|XP_030079530.1|DHYD	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC111593054|XP_023161396.1|DHYD	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC111598265|XP_023169212.2|DHYD	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC111593473|XP_023162002.2|DHYD	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC111604656|XP_023178581.2|DHYD	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC111595353|XP_030079929.1|DHYD	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC111598147|XP_030078847.1|DHYD	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC111605614|XP_023180054.1|DHYD	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC111598101|XP_023168920.1|DHYD	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC111601971|XP_023174614.2|DHYD	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC111602418|XP_023175220.2|DHYD	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC111599184|XP_023170537.2|DHYD	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC111596412|XP_023166391.2|DHYD	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC111600058|XP_030081691.1|DHYD	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC111596255|XP_030080825.1|DHYD	LOC119067874|XP_037027035.1|BCOP
OG0007792	LOC111593414|XP_023161912.2|DHYD	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC111597190|XP_023167528.1|DHYD	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC111595646|XP_023165278.1|DHYD	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC111602409|XP_023175208.1|DHYD	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC111601348|XP_023173648.2|DHYD	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC111603261|XP_023176537.1|DHYD	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC111603237|XP_023176510.2|DHYD	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC111599893|XP_023171487.1|DHYD	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC111598526|XP_030081576.1|DHYD	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC111595713|XP_023165325.1|DHYD	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC111602640|XP_023175569.1|DHYD	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC111601809|XP_023174372.1|DHYD	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC111601811|XP_023174377.1|DHYD	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC111601845|XP_023174447.2|DHYD	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC111600853|XP_023172932.1|DHYD	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC111593488|XP_023162021.2|DHYD	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC111594710|XP_023163902.2|DHYD	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC111601777|XP_023174291.2|DHYD	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC111603163|XP_023176409.2|DHYD	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC111594491|XP_030080632.1|DHYD	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC111604034|XP_023177659.1|DHYD	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC111605323|XP_023179556.2|DHYD	LOC119069315|XP_037029262.1|BCOP
OG0007817	LOC111598713|XP_023169874.1|DHYD	LOC119076246|XP_037038804.1|BCOP
OG0007818	LOC111596500|XP_023166529.2|DHYD	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC111603293|XP_023176615.1|DHYD	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC111597908|XP_023168615.1|DHYD	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC111594424|XP_030080651.1|DHYD	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC111594554|XP_023163675.2|DHYD	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC111598214|XP_023169136.1|DHYD	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC111597329|XP_023167740.2|DHYD	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC111595307|XP_023164733.2|DHYD	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC111605484|XP_023179788.2|DHYD	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC111592940|XP_023161172.2|DHYD	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC111597366|XP_023167831.1|DHYD	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC111596162|XP_023166022.2|DHYD	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC111594262|XP_023163256.2|DHYD	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC111600837|XP_023172909.1|DHYD	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC111594440|XP_023163496.1|DHYD	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC111603226|XP_023176499.1|DHYD	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC111598236|XP_023169168.1|DHYD	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC111594446|XP_030080655.1|DHYD	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC111595228|XP_023164627.2|DHYD	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC111597710|XP_023168318.1|DHYD	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC111593653|XP_023162306.2|DHYD	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC111596486|XP_023166515.1|DHYD	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC111596488|XP_023166517.2|DHYD	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC111602792|XP_023175833.1|DHYD	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC111602789|XP_023175830.2|DHYD	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC111598312|XP_023169275.1|DHYD	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC111598924|XP_023170165.2|DHYD	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC111596147|XP_023166002.2|DHYD	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC111598902|XP_023170139.1|DHYD	LOC119082558|XP_037047979.1|BCOP
OG0007855	LOC111594433|XP_030080653.1|DHYD	LOC119067194|XP_037025920.1|BCOP
OG0007856	LOC111596503|XP_023166532.1|DHYD	LOC119067463|XP_037026344.1|BCOP
OG0007857	LOC111601477|XP_023173831.2|DHYD	LOC119070457|XP_037030707.1|BCOP
OG0007858	LOC111601886|XP_023174496.1|DHYD	LOC119074395|XP_037036410.1|BCOP
OG0007859	LOC111601855|XP_023174462.1|DHYD	LOC119080612|XP_037044909.1|BCOP
OG0007860	LOC111601308|XP_023173596.1|DHYD	LOC119070507|XP_037030759.1|BCOP
OG0007861	LOC111601322|XP_023173620.1|DHYD	LOC119070615|XP_037030938.1|BCOP
OG0007863	LOC111601151|XP_023173389.1|DHYD	LOC119066732|XP_037025248.1|BCOP
OG0007864	LOC111596250|XP_030080835.1|DHYD	LOC119067416|XP_037026265.1|BCOP
OG0007865	LOC111591860|XP_023159509.2|DHYD	LOC119070561|XP_037030864.1|BCOP
OG0007867	LOC111602689|XP_023175684.1|DHYD	LOC119075684|XP_037038094.1|BCOP
OG0007868	LOC111596187|XP_023166062.1|DHYD	LOC119069885|XP_037029957.1|BCOP
OG0007869	LOC111596483|XP_023166507.2|DHYD	LOC119067673|XP_037026675.1|BCOP
OG0007871	LOC111598865|XP_023170081.2|DHYD	LOC119073700|XP_037035195.1|BCOP
OG0007872	LOC111592848|XP_023161054.2|DHYD	LOC119080393|XP_037044607.1|BCOP
OG0007874	LOC111593407|XP_023161898.2|DHYD	LOC119078928|XP_037042565.1|BCOP
OG0007875	LOC111599274|XP_023170644.2|DHYD	LOC119075655|XP_037038049.1|BCOP
OG0007876	LOC111596475|XP_023166496.2|DHYD	LOC119067690|XP_037026707.1|BCOP
OG0007877	LOC111596760|XP_023166873.2|DHYD	LOC119073250|XP_037034497.1|BCOP
OG0007878	LOC111602149|XP_023174866.2|DHYD	LOC119081846|XP_037046983.1|BCOP
OG0007879	LOC111601112|XP_023173326.2|DHYD	LOC119080656|XP_037044968.1|BCOP
OG0007880	LOC111593534|XP_023162154.1|DHYD	LOC119078287|XP_037041672.1|BCOP
OG0007881	LOC111596858|XP_023167063.1|DHYD	LOC119073697|XP_037035192.1|BCOP
OG0007882	LOC111596854|XP_023167057.2|DHYD	LOC119080179|XP_037044300.1|BCOP
OG0007884	LOC111603695|XP_023177162.1|DHYD	LOC119077327|XP_037040405.1|BCOP
OG0007885	LOC111599202|XP_023170565.2|DHYD	LOC119080378|XP_037044578.1|BCOP
OG0007886	LOC111594711|XP_030079114.1|DHYD	LOC119084171|XP_037049924.1|BCOP
OG0007887	LOC111596853|XP_023167056.1|DHYD	LOC119080217|XP_037044353.1|BCOP
OG0007888	LOC111604770|XP_023178737.2|DHYD	LOC119073507|XP_037034918.1|BCOP
OG0007889	LOC111601096|XP_023173300.1|DHYD	LOC119073407|XP_037034736.1|BCOP
OG0007890	LOC111592842|XP_023161039.2|DHYD	LOC119081778|XP_037046880.1|BCOP
OG0007891	LOC111595223|XP_023164607.1|DHYD	LOC119068438|XP_037027905.1|BCOP
OG0007892	LOC111597724|XP_023168333.1|DHYD	LOC119072049|XP_037033072.1|BCOP
OG0007893	LOC111594114|XP_023163040.2|DHYD	LOC119078870|XP_037042492.1|BCOP
OG0007894	LOC111600482|XP_023172365.2|DHYD	LOC119079870|XP_037043849.1|BCOP
OG0007895	LOC111600494|XP_030079622.1|DHYD	LOC119072486|XP_037033618.1|BCOP
OG0007896	LOC111592973|XP_023161236.1|DHYD	LOC119074353|XP_037036352.1|BCOP
OG0007897	LOC111598751|XP_023169920.1|DHYD	LOC119073707|XP_037035208.1|BCOP
OG0007898	LOC111596611|XP_023166662.1|DHYD	LOC119078759|XP_037042362.1|BCOP
OG0007899	LOC111601120|XP_023173342.2|DHYD	LOC119077505|XP_037040629.1|BCOP
OG0007900	LOC111595331|XP_023164759.2|DHYD	LOC119084822|XP_037050798.1|BCOP
OG0007901	LOC111600799|XP_030081544.1|DHYD	LOC119075188|XP_037037475.1|BCOP
OG0007902	LOC111591896|XP_023159572.1|DHYD	LOC119067381|XP_037026197.1|BCOP
OG0007903	LOC111596956|XP_023167180.1|DHYD	LOC119075191|XP_037037481.1|BCOP
OG0007904	LOC111592956|XP_023161212.2|DHYD	LOC119079640|XP_037043563.1|BCOP
OG0007905	LOC111599328|XP_023170717.2|DHYD	LOC119071568|XP_037032400.1|BCOP
OG0007906	LOC111598076|XP_023168885.1|DHYD	LOC119076793|XP_037039656.1|BCOP
OG0007907	LOC111601654|XP_023174103.1|DHYD	LOC119080467|XP_037044741.1|BCOP
OG0007908	LOC111601656|XP_023174107.1|DHYD	LOC119080489|XP_037044776.1|BCOP
