Orthogroup	DHYD.longest_only	HILL.longest_only
OG0008459	LOC111602835|XP_023175916.2|DHYD	LOC119655755|XP_037917740.1|HILL
OG0008460	LOC111593155|XP_023161525.2|DHYD	LOC119650750|XP_037909768.1|HILL
OG0008461	LOC111596214|XP_030080418.1|DHYD	LOC119652350|XP_037912380.1|HILL
OG0008462	LOC111599330|XP_023170719.1|DHYD	LOC119660516|XP_037925064.1|HILL
OG0008463	LOC111602501|XP_023175340.2|DHYD	LOC119661749|XP_037927147.1|HILL
OG0008464	LOC111605362|XP_023179609.1|DHYD	LOC119647129|XP_037903846.1|HILL
OG0008465	LOC111599707|XP_023171205.1|DHYD	LOC119654772|XP_037916240.1|HILL
OG0008466	LOC111593843|XP_023162655.2|DHYD	LOC119659445|XP_037923461.1|HILL
OG0008468	LOC111599385|XP_023170790.2|DHYD	LOC119647453|XP_037904310.1|HILL
OG0008469	LOC111597979|XP_023168722.2|DHYD	LOC119656193|XP_037918479.1|HILL
OG0008470	LOC111593900|XP_023162738.1|DHYD	LOC119647064|XP_037903750.1|HILL
OG0008472	LOC115483817|XP_030082029.1|DHYD, LOC111600575|XP_023172531.1|DHYD	LOC119652164|XP_037912037.1|HILL
OG0008473	LOC111594051|XP_023162933.2|DHYD	LOC119650546|XP_037909293.1|HILL
OG0008474	LOC111604884|XP_023178892.1|DHYD	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL
OG0008476	LOC111603011|XP_023176185.2|DHYD	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL
OG0008477	LOC111593831|XP_023162637.2|DHYD	LOC119651482|XP_037911021.1|HILL
OG0008478	LOC111600854|XP_023172935.2|DHYD	LOC119650952|XP_037910116.1|HILL
OG0008479	LOC111597092|XP_023167399.1|DHYD	LOC119651481|XP_037911020.1|HILL
OG0008480	LOC111597220|XP_023167568.2|DHYD	LOC119649602|XP_037907744.1|HILL
OG0008481	LOC111597325|XP_023167731.2|DHYD	LOC119649501|XP_037907597.1|HILL
OG0008482	LOC111605178|XP_023179340.2|DHYD	LOC119660779|XP_037925482.1|HILL
OG0008483	LOC111596124|XP_023165962.1|DHYD	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL
OG0008484	LOC111602744|XP_023175767.2|DHYD, LOC115483795|XP_030081910.1|DHYD	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL
OG0008485	LOC111596344|XP_023166297.2|DHYD	LOC119653213|XP_037913710.1|HILL
OG0008486	LOC111595873|XP_023165556.1|DHYD	LOC119660883|XP_037925726.1|HILL
OG0008487	LOC111603090|XP_023176318.1|DHYD	LOC119653734|XP_037914584.1|HILL
OG0008488	LOC111602058|XP_023174739.1|DHYD	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL
OG0008496	LOC111599706|XP_023171204.1|DHYD	LOC119654774|XP_037916244.1|HILL
OG0008498	LOC111600547|XP_023172460.2|DHYD	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL
OG0008500	LOC111598037|XP_023168834.2|DHYD	LOC119655028|XP_037916630.1|HILL
OG0008505	LOC111594383|XP_023163418.1|DHYD	LOC119649383|XP_037907429.1|HILL
OG0008508	LOC111592727|XP_030079337.1|DHYD	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL
OG0008527	LOC111593049|XP_030080121.1|DHYD	LOC119658475|XP_037921839.1|HILL
OG0008528	LOC111596369|XP_023166334.1|DHYD	LOC119651201|XP_037910571.1|HILL
OG0008529	LOC111598940|XP_023170228.1|DHYD	LOC119658351|XP_037921636.1|HILL
OG0008530	LOC111593024|XP_023161335.2|DHYD	LOC119657299|XP_037920073.1|HILL
OG0008531	LOC111596728|XP_023166825.2|DHYD	LOC119657125|XP_037919817.1|HILL
OG0008532	LOC111596560|XP_030079919.1|DHYD	LOC119658066|XP_037921251.1|HILL
OG0008534	LOC111603374|XP_030079554.1|DHYD	LOC119657089|XP_037919772.1|HILL
OG0008535	LOC111592980|XP_023161243.2|DHYD	LOC119658522|XP_037921926.1|HILL
OG0008536	LOC111598844|XP_030078913.1|DHYD	LOC119656731|XP_037919195.1|HILL
OG0008537	LOC111594628|XP_023163787.2|DHYD	LOC119651053|XP_037910310.1|HILL
OG0008538	LOC111596804|XP_023166933.2|DHYD	LOC119656958|XP_037919605.1|HILL
OG0008539	LOC111596737|XP_023166836.1|DHYD	LOC119656591|XP_037918930.1|HILL
OG0008540	LOC111593691|XP_023162358.2|DHYD	LOC119653019|XP_037913386.1|HILL
OG0008541	LOC111600643|XP_023172626.2|DHYD	LOC119653135|XP_037913597.1|HILL
OG0008542	LOC111601705|XP_023174192.2|DHYD	LOC119649841|XP_037908113.1|HILL
OG0008544	LOC111604184|XP_023177907.2|DHYD	LOC119652767|XP_037913006.1|HILL
OG0008547	LOC111596464|XP_023166484.2|DHYD	LOC119657476|XP_037920325.1|HILL
OG0008550	LOC111597288|XP_023167672.1|DHYD, LOC111597344|XP_023167757.2|DHYD	LOC119656706|XP_037919144.1|HILL
OG0008552	LOC111598371|XP_023169347.2|DHYD	LOC119649916|XP_037908246.1|HILL
OG0008554	LOC111601826|XP_023174420.1|DHYD	LOC119654641|XP_037916044.1|HILL
OG0008555	LOC111592170|XP_023159996.2|DHYD	LOC119654383|XP_037915679.1|HILL
OG0008556	LOC111597080|XP_023167379.2|DHYD	LOC119654250|XP_037915421.1|HILL
OG0008557	LOC111598237|XP_023169169.2|DHYD	LOC119653004|XP_037913360.1|HILL
OG0008558	LOC111603971|XP_030079166.1|DHYD	LOC119651726|XP_037911378.1|HILL
OG0008560	LOC111593149|XP_023161521.1|DHYD	LOC119651038|XP_037910283.1|HILL
OG0008562	LOC111592076|XP_023159864.1|DHYD	LOC119651236|XP_037910642.1|HILL
OG0008563	LOC111599573|XP_023171012.2|DHYD	LOC119647201|XP_037903945.1|HILL
OG0008564	LOC111592660|XP_023160780.2|DHYD	LOC119652179|XP_037912051.1|HILL
OG0008565	LOC111600213|XP_023172003.1|DHYD	LOC119659222|XP_037923126.1|HILL
OG0008569	LOC111600956|XP_023173143.1|DHYD	LOC119653537|XP_037914142.1|HILL
OG0008570	LOC111592996|XP_030078909.1|DHYD	LOC119654622|XP_037916022.1|HILL
OG0008571	LOC111598370|XP_023169346.2|DHYD	LOC119649231|XP_037907220.1|HILL
OG0008573	LOC111596751|XP_023166851.2|DHYD	LOC119654214|XP_037915354.1|HILL
OG0008574	LOC111595043|XP_023164336.1|DHYD	LOC119648701|XP_037906437.1|HILL
OG0008575	LOC111595207|XP_023164579.2|DHYD	LOC119659043|XP_037922872.1|HILL
OG0008576	LOC111598111|XP_023168932.1|DHYD	LOC119654176|XP_037915289.1|HILL
OG0008578	LOC111595386|XP_023164857.1|DHYD	LOC119658856|XP_037922537.1|HILL
OG0008579	LOC111604764|XP_023178730.1|DHYD	LOC119648986|XP_037906837.1|HILL
OG0008581	LOC111605090|XP_023179195.2|DHYD	LOC119659924|XP_037924189.1|HILL
OG0008583	LOC111602860|XP_023175943.2|DHYD	LOC119656058|XP_037918259.1|HILL
OG0008584	LOC111604021|XP_023177642.1|DHYD	LOC119655742|XP_037917723.1|HILL
OG0008585	LOC111592985|XP_023161250.1|DHYD	LOC119655897|XP_037917976.1|HILL
OG0008586	LOC111592989|XP_023161259.1|DHYD	LOC119655642|XP_037917547.1|HILL
OG0008587	LOC111604216|XP_023177952.2|DHYD	LOC119658942|XP_037922726.1|HILL
OG0008588	LOC111603640|XP_023177087.2|DHYD	LOC119658908|XP_037922642.1|HILL
OG0008590	LOC111595159|XP_023164508.2|DHYD	LOC119655852|XP_037917898.1|HILL
OG0008593	LOC111597465|XP_023167981.2|DHYD	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL
OG0008594	LOC111595032|XP_023164324.1|DHYD	LOC119651649|XP_037911253.1|HILL
OG0008595	LOC111594036|XP_023162918.1|DHYD	LOC119661579|XP_037926906.1|HILL
OG0008596	LOC111605393|XP_030081349.1|DHYD	LOC119661663|XP_037927025.1|HILL
OG0008597	LOC111593365|XP_030078754.1|DHYD	LOC119659496|XP_037923542.1|HILL
OG0008598	LOC111602049|XP_023174727.1|DHYD	LOC119655847|XP_037917890.1|HILL
OG0008599	LOC111597355|XP_023167772.2|DHYD	LOC119654310|XP_037915561.1|HILL
OG0008600	LOC111598595|XP_023169678.1|DHYD	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC111595933|XP_023165661.1|DHYD	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC111593685|XP_023162349.2|DHYD	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC111594591|XP_023163720.2|DHYD	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC111605380|XP_023179635.1|DHYD	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC111592666|XP_023160793.1|DHYD	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC111596054|XP_023165870.1|DHYD	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC111603030|XP_023176227.1|DHYD	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC111605722|XP_023180184.1|DHYD	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC111601367|XP_023173670.2|DHYD	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC111593567|XP_023162197.1|DHYD	LOC119646361|XP_037902726.1|HILL
OG0008615	LOC111603389|XP_023176720.2|DHYD	LOC119660332|XP_037924743.1|HILL
OG0008616	LOC115483535|XP_030081572.1|DHYD, LOC111598564|XP_023169633.2|DHYD	LOC119646548|XP_037902951.1|HILL
OG0008619	LOC111599448|XP_023170872.2|DHYD	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC111600677|XP_023172696.1|DHYD, LOC115482839|XP_030078937.1|DHYD	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC111602745|XP_023175764.2|DHYD	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC111594953|XP_023164222.1|DHYD	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC111597085|XP_023167388.1|DHYD	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC111599639|XP_030081383.1|DHYD	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC111600005|XP_023171675.1|DHYD	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC111592738|XP_023160900.2|DHYD	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC111603950|XP_023177553.2|DHYD	LOC119646898|XP_037903484.1|HILL
OG0008631	LOC111599430|XP_023170848.2|DHYD	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC111601432|XP_030078646.1|DHYD	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC111602543|XP_023175443.2|DHYD	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC111592080|XP_023159868.2|DHYD	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC111600791|XP_023172849.2|DHYD	LOC119652745|XP_037912972.1|HILL
OG0008636	LOC111604592|XP_023178471.2|DHYD	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008638	LOC111601459|XP_023173807.2|DHYD	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL
OG0008639	LOC111597841|XP_023168514.1|DHYD	LOC119653912|XP_037914998.1|HILL
OG0008644	LOC111602021|XP_023174688.1|DHYD	LOC119661311|XP_037926531.1|HILL
OG0008645	LOC111594191|XP_023163154.1|DHYD	LOC119651500|XP_037911050.1|HILL
OG0008646	LOC111595206|XP_023164578.1|DHYD	LOC119661294|XP_037926508.1|HILL
OG0008647	LOC111601179|XP_023173429.1|DHYD	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	LOC111594190|XP_023163153.1|DHYD	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	LOC111604886|XP_023178894.2|DHYD	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	LOC111600675|XP_023172693.1|DHYD	LOC119661505|XP_037926800.1|HILL
OG0008653	LOC111595538|XP_023165090.1|DHYD	LOC119654871|XP_037916394.1|HILL
OG0008660	LOC111592728|XP_030081423.1|DHYD	LOC119651738|XP_037911393.1|HILL
OG0008661	LOC111598730|XP_023169890.1|DHYD	LOC119651426|XP_037910951.1|HILL
OG0008665	LOC111600398|XP_023172246.2|DHYD	LOC119648579|XP_037906277.1|HILL
OG0008667	LOC111599259|XP_023170626.2|DHYD	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	LOC111596198|XP_023166077.1|DHYD	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008677	LOC111595679|XP_023165285.2|DHYD	LOC119653088|XP_037913514.1|HILL
OG0008681	LOC111603371|XP_023176691.2|DHYD	LOC119657738|XP_037920708.1|HILL
OG0008683	LOC111595953|XP_023165694.2|DHYD	LOC119657037|XP_037919719.1|HILL
OG0008684	LOC111593056|XP_023161398.2|DHYD	LOC119657286|XP_037920060.1|HILL
OG0008685	LOC111601265|XP_023173540.1|DHYD	LOC119651979|XP_037911814.1|HILL
OG0008687	LOC111600132|XP_023171871.1|DHYD	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC111605613|XP_023180009.2|DHYD	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC111593321|XP_023161794.1|DHYD	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC111599004|XP_023170284.1|DHYD	LOC119651734|XP_037911390.1|HILL
OG0008694	LOC111596166|XP_023166026.2|DHYD	LOC119647760|XP_037904807.1|HILL
OG0008696	LOC111602984|XP_023176152.2|DHYD	LOC119660568|XP_037925146.1|HILL
OG0008697	LOC111596017|XP_023165809.1|DHYD	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC111600178|XP_023171941.2|DHYD	LOC119653864|XP_037914849.1|HILL
OG0008700	LOC111602080|XP_023174781.2|DHYD	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL
OG0008703	LOC111592439|XP_023160391.2|DHYD	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC115482910|XP_030079018.1|DHYD, LOC111601417|XP_023173754.2|DHYD	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC111594094|XP_023163013.1|DHYD	LOC119652801|XP_037913052.1|HILL
OG0008706	LOC111594474|XP_023163543.1|DHYD	LOC119658902|XP_037922635.1|HILL
OG0008707	LOC111598063|XP_030080058.1|DHYD	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC111603378|XP_023176739.1|DHYD	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC111595921|XP_023165642.2|DHYD	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC111603260|XP_023176536.2|DHYD	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC111596437|XP_023166423.1|DHYD	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC111594037|XP_023162919.1|DHYD	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC111599331|XP_023170720.1|DHYD	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC111593363|XP_023161844.1|DHYD	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC111603074|XP_023176302.2|DHYD	LOC119659717|XP_037923900.1|HILL
OG0008719	LOC111594415|XP_023163467.2|DHYD	LOC119660257|XP_037924639.1|HILL
OG0008721	LOC111605615|XP_023180022.1|DHYD	LOC119658130|XP_037921327.1|HILL
OG0008723	LOC111601735|XP_023174227.1|DHYD	LOC119648752|XP_037906504.1|HILL
OG0008725	LOC111602140|XP_023174857.2|DHYD	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC111595721|XP_030080967.1|DHYD	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC111598622|XP_023169727.1|DHYD	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC111593019|XP_030080128.1|DHYD	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC111593448|XP_023161971.1|DHYD	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC111601539|XP_023173941.2|DHYD	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC111605492|XP_023179807.2|DHYD	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008734	LOC111602009|XP_023174672.1|DHYD	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC111595440|XP_023164933.1|DHYD	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC111604431|XP_023178266.2|DHYD	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC111598548|XP_023169608.2|DHYD	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL
OG0008738	LOC111592095|XP_023159888.2|DHYD	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC111605699|XP_023180142.1|DHYD	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC111600022|XP_023171703.1|DHYD	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC111605248|XP_023179454.1|DHYD	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC111601709|XP_023174196.1|DHYD	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC111605237|XP_023179441.1|DHYD	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC115483109|XP_030080131.1|DHYD, LOC111594074|XP_023162981.1|DHYD	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC111604238|XP_023177984.1|DHYD	LOC119660160|XP_037924492.1|HILL
OG0008747	LOC111601674|XP_023174137.2|DHYD	LOC119649072|XP_037906993.1|HILL
OG0008748	LOC111595798|XP_023165456.1|DHYD	LOC119652918|XP_037913232.1|HILL
OG0008750	LOC111603938|XP_023177535.2|DHYD	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008752	LOC111598626|XP_030081638.1|DHYD	LOC119659709|XP_037923891.1|HILL
OG0008753	LOC111604417|XP_023178240.1|DHYD	LOC119655884|XP_037917957.1|HILL
OG0008756	LOC111598087|XP_023168904.1|DHYD	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	LOC111597855|XP_023168535.2|DHYD	LOC119652413|XP_037912458.1|HILL
OG0008758	LOC111599098|XP_023170407.2|DHYD	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
OG0008759	LOC111592597|XP_023160682.2|DHYD	LOC119661245|XP_037926411.1|HILL
OG0008765	LOC111605370|XP_023179620.1|DHYD	LOC119647084|XP_037903773.1|HILL
OG0008766	LOC111596311|XP_023166240.1|DHYD	LOC119646230|XP_037902548.1|HILL
OG0008770	LOC111597082|XP_023167384.1|DHYD	LOC119661763|XP_037927161.1|HILL
OG0008773	LOC111604376|XP_023178215.1|DHYD	LOC119646200|XP_037902511.1|HILL
OG0008774	LOC111595437|XP_023164929.1|DHYD	LOC119655518|XP_037917356.1|HILL
OG0008777	LOC111600555|XP_030082027.1|DHYD	LOC119653606|XP_037914294.1|HILL
OG0008781	LOC111602060|XP_023174741.2|DHYD	LOC119661729|XP_037927124.1|HILL
OG0008782	LOC111604772|XP_023178741.2|DHYD	LOC119648896|XP_037906723.1|HILL
OG0008783	LOC111593960|XP_023162822.1|DHYD	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	LOC111596655|XP_023166724.2|DHYD	LOC119648371|XP_037906026.1|HILL
OG0008795	LOC111598621|XP_030081623.1|DHYD	LOC119660196|XP_037924544.1|HILL
OG0008805	LOC111596585|XP_023166628.2|DHYD	LOC119656803|XP_037919340.1|HILL
OG0008806	LOC111595965|XP_023165708.2|DHYD	LOC119656959|XP_037919607.1|HILL
OG0008807	LOC111596740|XP_030079891.1|DHYD	LOC119656811|XP_037919359.1|HILL
OG0008808	LOC111591981|XP_023159699.2|DHYD	LOC119658445|XP_037921777.1|HILL
OG0008811	LOC111594968|XP_023164236.2|DHYD	LOC119652683|XP_037912885.1|HILL
OG0008813	LOC111602737|XP_023175757.2|DHYD	LOC119652049|XP_037911913.1|HILL
OG0008815	LOC111598338|XP_023169310.2|DHYD	LOC119646510|XP_037902894.1|HILL
OG0008820	LOC111598480|XP_023169506.2|DHYD	LOC119651683|XP_037911310.1|HILL
OG0008822	LOC111592614|XP_023160715.1|DHYD	LOC119651280|XP_037910712.1|HILL
OG0008823	LOC111597116|XP_023167509.2|DHYD	LOC119646188|XP_037902499.1|HILL
OG0008824	LOC111600124|XP_023171857.1|DHYD	LOC119653399|XP_037913891.1|HILL
OG0008829	LOC111598880|XP_023170114.1|DHYD	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC111603193|XP_023176447.1|DHYD	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC111604048|XP_023177673.2|DHYD	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC111604051|XP_023177677.2|DHYD	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC111594992|XP_023164260.2|DHYD	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC111600822|XP_023172892.1|DHYD	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC111597689|XP_023168289.1|DHYD	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC111594648|XP_023163812.2|DHYD	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC111597932|XP_023168655.1|DHYD	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC111604490|XP_023178349.2|DHYD	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC111595303|XP_023164727.1|DHYD	LOC119649087|XP_037907017.1|HILL
OG0008845	LOC111601182|XP_023173428.1|DHYD	LOC119661334|XP_037926564.1|HILL
OG0008848	LOC111593875|XP_023162707.2|DHYD	LOC119661193|XP_037926343.1|HILL
OG0008854	LOC111599141|XP_023170472.2|DHYD	LOC119660814|XP_037925583.1|HILL
OG0008856	LOC111597851|XP_023168533.1|DHYD	LOC119660757|XP_037925446.1|HILL
OG0008857	LOC111602895|XP_023176000.1|DHYD	LOC119647684|XP_037904693.1|HILL
OG0008858	LOC111597597|XP_023168166.2|DHYD	LOC119647867|XP_037905065.1|HILL
OG0008859	LOC111598205|XP_023169107.1|DHYD	LOC119648271|XP_037905854.1|HILL
OG0008861	LOC111598005|XP_023168765.1|DHYD	LOC119657118|XP_037919809.1|HILL
OG0008862	LOC111602528|XP_023175389.2|DHYD	LOC119659261|XP_037923181.1|HILL
OG0008864	LOC111601224|XP_023173487.2|DHYD	LOC119657040|XP_037919722.1|HILL
OG0008866	LOC111596004|XP_023165777.1|DHYD	LOC119655429|XP_037917252.1|HILL
OG0008867	LOC111594991|XP_023164259.1|DHYD	LOC119659595|XP_037923685.1|HILL
OG0008869	LOC111592867|XP_023161081.2|DHYD	LOC119648431|XP_037906113.1|HILL
OG0008870	LOC111592255|XP_023160105.2|DHYD	LOC119649996|XP_037908385.1|HILL
OG0008871	LOC111604312|XP_023178128.2|DHYD	LOC119649205|XP_037907186.1|HILL
OG0008872	LOC111601301|XP_023173588.2|DHYD	LOC119646954|XP_037903578.1|HILL
OG0008874	LOC111595545|XP_023165099.2|DHYD	LOC119655356|XP_037917135.1|HILL
OG0008875	LOC111605206|XP_023179392.2|DHYD	LOC119660608|XP_037925232.1|HILL
OG0008876	LOC111593715|XP_030079836.1|DHYD	LOC119660895|XP_037925755.1|HILL
OG0008877	LOC111605623|XP_023180043.2|DHYD	LOC119648262|XP_037905841.1|HILL
OG0008878	LOC111603873|XP_023177448.2|DHYD	LOC119647885|XP_037905110.1|HILL
OG0008881	LOC111594324|XP_023163336.2|DHYD	LOC119647216|XP_037903972.1|HILL
OG0008883	LOC111593344|XP_023161824.1|DHYD	LOC119658801|XP_037922449.1|HILL
OG0008884	LOC111596674|XP_023166746.1|DHYD	LOC119660387|XP_037924839.1|HILL
OG0008885	LOC111592622|XP_023160725.2|DHYD	LOC119650933|XP_037910090.1|HILL
OG0008886	LOC111593519|XP_023162079.1|DHYD	LOC119655445|XP_037917267.1|HILL
OG0008887	LOC111602112|XP_023174825.2|DHYD	LOC119659660|XP_037923801.1|HILL
OG0008889	LOC111597025|XP_023167303.2|DHYD	LOC119660979|XP_037925990.1|HILL
OG0008891	LOC111591925|XP_023159619.2|DHYD	LOC119647408|XP_037904212.1|HILL
OG0008892	LOC111600636|XP_023172610.2|DHYD, LOC115483361|XP_030080905.1|DHYD	LOC119660794|XP_037925536.1|HILL
OG0008893	LOC111601659|XP_023174111.1|DHYD	LOC119659288|XP_037923229.1|HILL
OG0008894	LOC111602710|XP_023175715.1|DHYD	LOC119652791|XP_037913033.1|HILL
OG0008895	LOC111593320|XP_023161793.2|DHYD	LOC119659336|XP_037923306.1|HILL
OG0008897	LOC111603616|XP_023177052.1|DHYD	LOC119660513|XP_037925057.1|HILL
OG0008898	LOC111592101|XP_023159895.2|DHYD	LOC119653683|XP_037914472.1|HILL
OG0008899	LOC111595760|XP_023165401.2|DHYD	LOC119656195|XP_037918495.1|HILL
OG0008900	LOC111595438|XP_023164931.2|DHYD	LOC119651674|XP_037911294.1|HILL
OG0008901	LOC111601082|XP_030081487.1|DHYD	LOC119649002|XP_037906872.1|HILL
OG0008902	LOC111598104|XP_023168928.1|DHYD, LOC111597647|XP_023168232.1|DHYD	LOC119660885|XP_037925731.1|HILL
OG0008903	LOC111599116|XP_023170445.1|DHYD	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	LOC111600764|XP_030080943.1|DHYD	LOC119660474|XP_037924992.1|HILL
OG0008905	LOC111593706|XP_023162432.2|DHYD	LOC119660991|XP_037926007.1|HILL
OG0008906	LOC111597533|XP_023168079.2|DHYD	LOC119649724|XP_037907932.1|HILL
OG0008908	LOC111603413|XP_030081733.1|DHYD	LOC119659189|XP_037923077.1|HILL
OG0008909	LOC111596153|XP_023166010.1|DHYD	LOC119657223|XP_037919962.1|HILL
OG0008910	LOC111595702|XP_030081556.1|DHYD	LOC119659166|XP_037923045.1|HILL
OG0008913	LOC111600049|XP_023171746.1|DHYD	LOC119650939|XP_037910097.1|HILL
OG0008914	LOC111602656|XP_023175596.2|DHYD, LOC115483716|XP_030081662.1|DHYD	LOC119657618|XP_037920549.1|HILL
OG0008915	LOC111595819|XP_023165496.2|DHYD	LOC119652900|XP_037913201.1|HILL
