Orthogroup	DALB.longest_only	DERE.longest_only
OG0009625	LOC117574619|XP_034114397.1|DALB	LOC6555247|XP_001981192.1|DERE
OG0009626	LOC117573575|XP_034112754.1|DALB	LOC6554875|XP_001982213.1|DERE
OG0009627	LOC117573570|XP_034112748.1|DALB	LOC6554901|XP_001982212.3|DERE
OG0009628	LOC117573515|XP_034112640.1|DALB	LOC6554880|XP_001982218.1|DERE
OG0009629	LOC117574438|XP_034114167.1|DALB	LOC6552328|XP_026831622.1|DERE
OG0009630	LOC117574519|XP_034114271.1|DALB	LOC6552332|XP_001979791.1|DERE
OG0009631	LOC117573453|XP_034112566.1|DALB	LOC6553662|XP_001980342.1|DERE
OG0009632	LOC117567567|XP_034103526.1|DALB	LOC6551418|XP_001977144.1|DERE
OG0009633	LOC117571443|XP_034109478.1|DALB	LOC6549060|XP_001975582.1|DERE
OG0009634	LOC117574432|XP_034114160.1|DALB	LOC6554745|XP_001981088.1|DERE
OG0009635	LOC117575674|XP_034115853.1|DALB	LOC6552692|XP_001979880.3|DERE
OG0009636	LOC117570496|XP_034108081.1|DALB	LOC6546078|XP_001973497.1|DERE
OG0009637	LOC117573284|XP_034112275.1|DALB	LOC6554146|XP_015008961.1|DERE
OG0009638	LOC117576307|XP_034116853.1|DALB	LOC6551788|XP_001979613.1|DERE
OG0009639	LOC117574565|XP_034114328.1|DALB	LOC6552987|XP_001979116.1|DERE
OG0009640	LOC117575917|XP_034116262.1|DALB	LOC6555398|XP_001981648.1|DERE
OG0009641	LOC117574932|XP_034114872.1|DALB	LOC6555263|XP_001982304.1|DERE
OG0009642	LOC117574399|XP_034114129.1|DALB	LOC6555265|XP_001982306.1|DERE
OG0009643	LOC117574487|XP_034114216.1|DALB	LOC6552619|XP_001979865.1|DERE
OG0009644	LOC117575992|XP_034116380.1|DALB	LOC6554170|XP_026837863.1|DERE
OG0009645	LOC117575368|XP_034115424.1|DALB	LOC6554345|XP_001982109.1|DERE
OG0009646	LOC117574391|XP_034114120.1|DALB	LOC6555228|XP_001981184.1|DERE
OG0009647	LOC117574722|XP_034114540.1|DALB	LOC6555246|XP_001981191.3|DERE
OG0009648	LOC117574517|XP_034114268.1|DALB	LOC6552801|XP_001979029.1|DERE
OG0009649	LOC117573821|XP_034113137.1|DALB	LOC6555096|XP_001981423.1|DERE
OG0009650	LOC117564198|XP_034098765.1|DALB	LOC6547677|XP_026836483.1|DERE
OG0009651	LOC117563968|XP_034098447.1|DALB	LOC26526425|XP_015015504.1|DERE
OG0009652	LOC117565269|XP_034100187.1|DALB	LOC6542610|XP_001968577.1|DERE
OG0009653	LOC117564809|XP_034099620.1|DALB	LOC6543104|XP_001968609.1|DERE
OG0009654	LOC117564810|XP_034099623.1|DALB	LOC6542062|XP_001968608.2|DERE
OG0009655	LOC117566132|XP_034101504.1|DALB	LOC6541339|XP_026834243.1|DERE
OG0009656	LOC117564043|XP_034098544.1|DALB	LOC6541679|XP_001970250.1|DERE
OG0009657	LOC117565084|XP_034099925.1|DALB	LOC6541443|XP_001968413.2|DERE
OG0009658	LOC117564359|XP_034098964.1|DALB	LOC6542205|XP_026834812.1|DERE
OG0009659	LOC117563525|XP_034097797.1|DALB	LOC6543517|XP_001968717.1|DERE
OG0009660	LOC117565407|XP_034100383.1|DALB	LOC6540850|XP_001968378.1|DERE
OG0009661	LOC117563903|XP_034098355.1|DALB	LOC6541904|XP_001970193.1|DERE
OG0009662	LOC117563211|XP_034097293.1|DALB	LOC6555985|XP_026834375.1|DERE
OG0009663	LOC117564174|XP_034098733.1|DALB	LOC6543366|XP_015015272.1|DERE
OG0009664	LOC117564380|XP_034098991.1|DALB	LOC6543088|XP_001968455.1|DERE
OG0009665	LOC117565953|XP_034101233.1|DALB	LOC6542837|XP_001968234.3|DERE
OG0009666	LOC117564541|XP_034099254.1|DALB	LOC6547230|XP_015012585.1|DERE
OG0009667	LOC117564040|XP_034098535.1|DALB	LOC6548891|XP_001974133.1|DERE
OG0009668	LOC117565549|XP_034100604.1|DALB	LOC6548744|XP_001974101.1|DERE
OG0009669	LOC117563474|XP_034097721.1|DALB	LOC6549296|XP_026836302.1|DERE
OG0009670	LOC117563271|XP_034097390.1|DALB	LOC6540654|XP_026834130.1|DERE
OG0009671	LOC117564191|XP_034098756.1|DALB	LOC6549238|XP_001974345.1|DERE
OG0009672	LOC117565924|XP_034101188.1|DALB	LOC6543064|XP_001969312.1|DERE
OG0009673	LOC117564993|XP_034099829.1|DALB	LOC6541327|XP_001969314.1|DERE
OG0009674	LOC117565116|XP_034099970.1|DALB	LOC6548939|XP_015012043.1|DERE
OG0009675	LOC117566056|XP_034101402.1|DALB	LOC6542247|XP_001968951.1|DERE
OG0009676	LOC117565231|XP_034100129.1|DALB	LOC6548364|XP_001973967.1|DERE
OG0009677	LOC117565181|XP_034100069.1|DALB	LOC6542165|XP_001969205.1|DERE
OG0009679	LOC117565157|XP_034100031.1|DALB	LOC6542928|XP_001968847.1|DERE
OG0009680	LOC117563699|XP_034098034.1|DALB	LOC6540794|XP_001969599.1|DERE
OG0009681	LOC117571028|XP_034108878.1|DALB	LOC6547810|XP_026836780.1|DERE
OG0009682	LOC117566565|XP_034101997.1|DALB	LOC6547637|XP_026836031.1|DERE
OG0009683	LOC117569326|XP_034106344.1|DALB	LOC6541687|XP_001970687.1|DERE
OG0009684	LOC117569324|XP_034106341.1|DALB	LOC6541263|XP_001970686.1|DERE
OG0009685	LOC117569446|XP_034106500.1|DALB	LOC6541577|XP_026834594.1|DERE
OG0009686	LOC117569079|XP_034105985.1|DALB	LOC6546952|XP_026836879.1|DERE
OG0009687	LOC117568457|XP_034105024.1|DALB	LOC6546965|XP_001974607.1|DERE
OG0009688	LOC117567675|XP_034103688.1|DALB	LOC6547192|XP_001974739.1|DERE
OG0009689	LOC117572720|XP_034111673.1|DALB	LOC6547161|XP_026836360.1|DERE
OG0009690	LOC117568226|XP_034104591.1|DALB	LOC6549558|XP_001975646.1|DERE
OG0009691	LOC117571996|XP_034110398.1|DALB	LOC6547672|XP_001975027.2|DERE
OG0009692	LOC117570114|XP_034107468.1|DALB	LOC6548660|XP_001975382.3|DERE
OG0009693	LOC117571904|XP_034110267.1|DALB	LOC6546587|XP_026837028.1|DERE
OG0009694	LOC117566713|XP_034102149.1|DALB	LOC6547250|XP_001976136.1|DERE
OG0009695	LOC117571261|XP_034109213.1|DALB	LOC6548579|XP_026836353.1|DERE
OG0009696	LOC117570326|XP_034107763.1|DALB	LOC26526886|XP_015015570.1|DERE
OG0009698	LOC117568295|XP_034104706.1|DALB	LOC6542799|XP_026834968.1|DERE
OG0009700	LOC117567131|XP_034102832.1|DALB	LOC6548567|XP_001976639.1|DERE
OG0009701	LOC117576596|XP_034117376.1|DALB	LOC6554191|XP_026831714.1|DERE
OG0009703	LOC117564126|XP_034098678.1|DALB	LOC6540910|XP_001968145.1|DERE
OG0009704	LOC117571489|XP_034109548.1|DALB	LOC6542378|XP_001970533.1|DERE
OG0009705	LOC117570616|XP_034108268.1|DALB	LOC6546546|XP_001975911.1|DERE
OG0009706	LOC117566697|XP_034102134.1|DALB	LOC6546806|XP_001975916.1|DERE
OG0009707	LOC117574578|XP_034114349.1|DALB	LOC6552272|XP_001980752.1|DERE
OG0009708	LOC117569448|XP_034106502.1|DALB	LOC6541129|XP_001970681.1|DERE
OG0009709	LOC117569343|XP_034106363.1|DALB	LOC6541073|XP_001970678.1|DERE
OG0009710	LOC117569342|XP_034106362.1|DALB	LOC6541475|XP_001970677.1|DERE
OG0009711	LOC117571060|XP_034108920.1|DALB	LOC6542050|XP_001970662.1|DERE
OG0009712	LOC117570173|XP_034107541.1|DALB	LOC6544964|XP_001973231.2|DERE
OG0009713	LOC117568803|XP_034105555.1|DALB	LOC6543236|XP_001970408.2|DERE
OG0009714	LOC117567847|XP_034103990.1|DALB	LOC6549517|XP_001975699.1|DERE
OG0009715	LOC117566486|XP_034101910.1|DALB	LOC6547945|XP_026835691.1|DERE
OG0009717	LOC117570653|XP_034108316.1|DALB	LOC6547201|XP_001974787.1|DERE
OG0009718	LOC117569037|XP_034105926.1|DALB	LOC6549161|XP_001975721.3|DERE
OG0009719	LOC117567765|XP_034103849.1|DALB	LOC6548095|XP_001976601.1|DERE
OG0009720	LOC117572411|XP_034111086.1|DALB	LOC6548309|XP_001975322.1|DERE
OG0009721	LOC117570741|XP_034108454.1|DALB	LOC6546845|XP_001975947.2|DERE
OG0009723	LOC117569588|XP_034106709.1|DALB	LOC6544209|XP_026832645.1|DERE
OG0009724	LOC117571281|XP_034109234.1|DALB	LOC6547820|XP_001975007.1|DERE
OG0009725	LOC117568654|XP_034105342.1|DALB	LOC6548088|XP_026836824.1|DERE
OG0009726	LOC117574661|XP_034114456.1|DALB	LOC6552474|XP_001979832.1|DERE
OG0009727	LOC117566747|XP_034102182.1|DALB	LOC6549182|XP_001975742.1|DERE
OG0009728	LOC117566788|XP_034102221.1|DALB	LOC6547571|XP_001974848.2|DERE
OG0009729	LOC117570948|XP_034108772.1|DALB	LOC6547570|XP_001974847.1|DERE
OG0009730	LOC117575161|XP_034115158.1|DALB	LOC6551700|XP_001977161.2|DERE
OG0009731	LOC117569490|XP_034106562.1|DALB	LOC6546994|XP_001976036.2|DERE
OG0009732	LOC117569604|XP_034106729.1|DALB	LOC6542241|XP_001970464.1|DERE
OG0009733	LOC117568111|XP_034104403.1|DALB	LOC6551622|XP_001977125.1|DERE
OG0009734	LOC117565657|XP_034100771.1|DALB	LOC6551656|XP_001978570.2|DERE
OG0009735	LOC117566225|XP_034101662.1|DALB	LOC6544801|XP_001971520.1|DERE
OG0009736	LOC117577232|XP_034118114.1|DALB	LOC6551491|XP_026837531.1|DERE
OG0009737	LOC117576128|XP_034116578.1|DALB	LOC6553660|XP_001980309.1|DERE
OG0009738	LOC117575426|XP_034115521.1|DALB	LOC6550159|XP_001977669.1|DERE
OG0009739	LOC117568152|XP_034104462.1|DALB	LOC6550161|XP_001977671.2|DERE
OG0009740	LOC117573714|XP_034112978.1|DALB, LOC117572341|XP_034110980.1|DALB	LOC6551405|XP_001977224.1|DERE
OG0009741	LOC117564525|XP_034099237.1|DALB	LOC6541853|XP_001969292.1|DERE
OG0009742	LOC117577893|XP_034118763.1|DALB	LOC113564483|XP_026837406.1|DERE
OG0009743	LOC117569312|XP_034106320.1|DALB	LOC6550078|XP_026837752.1|DERE
OG0009744	LOC117578306|XP_034119651.1|DALB	LOC6550839|XP_015011011.1|DERE
OG0009745	LOC117577842|XP_034118677.1|DALB	LOC6550248|XP_001977923.2|DERE
OG0009746	LOC117577584|XP_034118318.1|DALB	LOC6545569|XP_001972672.1|DERE
OG0009747	LOC117564492|XP_034099197.1|DALB	LOC6542527|XP_001968332.1|DERE
OG0009748	LOC117577574|XP_034118303.1|DALB	LOC6550356|XP_001977762.1|DERE
OG0009749	LOC117568476|XP_034105055.1|DALB	LOC6546352|XP_026833070.1|DERE
OG0009750	LOC117572167|XP_034110708.1|DALB	LOC6546477|XP_001971246.1|DERE
OG0009751	LOC117578200|XP_034119420.1|DALB	LOC6549798|XP_001977321.1|DERE
OG0009752	LOC117569965|XP_034107233.1|DALB	LOC6555524|XP_001982633.1|DERE
OG0009753	LOC117569561|XP_034106674.1|DALB	LOC6555507|XP_001982632.1|DERE
OG0009754	LOC117569852|XP_034107078.1|DALB	LOC26526149|XP_015012751.1|DERE
OG0009755	LOC117577687|XP_034118475.1|DALB	LOC6550540|XP_001977965.1|DERE
OG0009756	LOC117578079|XP_034119121.1|DALB	LOC6551450|XP_001977275.1|DERE
OG0009757	LOC117570702|XP_034108396.1|DALB	LOC6548423|XP_001976731.1|DERE
OG0009758	LOC117573576|XP_034112755.1|DALB	LOC6554959|XP_001981379.1|DERE
OG0009760	LOC117567063|XP_034102694.1|DALB	LOC6555698|XP_026838922.1|DERE
OG0009761	LOC117577703|XP_034118493.1|DALB	LOC6555692|XP_001982469.1|DERE
OG0009762	LOC117577800|XP_034118619.1|DALB	LOC6555601|XP_001982653.1|DERE
OG0009763	LOC117572405|XP_034111076.1|DALB	LOC6545417|XP_001971161.1|DERE
OG0009764	LOC117569118|XP_034106030.1|DALB	LOC6544089|XP_001972994.1|DERE
OG0009765	LOC117570782|XP_034108514.1|DALB	LOC6543859|XP_001971086.1|DERE
OG0009766	LOC117569763|XP_034106947.1|DALB	LOC6545190|XP_001972078.1|DERE
OG0009767	LOC117570581|XP_034108214.1|DALB	LOC6545121|XP_026833259.1|DERE
OG0009768	LOC117570108|XP_034107459.1|DALB	LOC6546040|XP_001971728.1|DERE
OG0009769	LOC117570912|XP_034108710.1|DALB	LOC6545054|XP_001971561.1|DERE
OG0009770	LOC117570606|XP_034108241.1|DALB	LOC6544056|XP_001971425.1|DERE
OG0009771	LOC117570322|XP_034107754.1|DALB	LOC6544831|XP_001970989.1|DERE
OG0009772	LOC117571710|XP_034109900.1|DALB	LOC6545695|XP_001971130.1|DERE
OG0009773	LOC117571115|XP_034109001.1|DALB	LOC6544018|XP_001973018.1|DERE
OG0009774	LOC117572491|XP_034111233.1|DALB	LOC6543662|XP_001972961.2|DERE
OG0009775	LOC117568694|XP_034105394.1|DALB	LOC6544121|XP_001971415.2|DERE
OG0009776	LOC117569311|XP_034106315.1|DALB	LOC6546085|XP_001972251.1|DERE
OG0009777	LOC117568424|XP_034104965.1|DALB	LOC6546129|XP_026833168.1|DERE
OG0009778	LOC117571202|XP_034109138.1|DALB	LOC6546134|XP_001971300.1|DERE
OG0009779	LOC117570585|XP_034108219.1|DALB	LOC6545098|XP_015013257.1|DERE
OG0009780	LOC117571626|XP_034109739.1|DALB	LOC6545100|XP_026833468.1|DERE
OG0009781	LOC117569987|XP_034107258.1|DALB	LOC6543591|XP_026832614.1|DERE
OG0009782	LOC117564738|XP_034099517.1|DALB	LOC6545410|XP_001971709.1|DERE
OG0009783	LOC117570029|XP_034107342.1|DALB	LOC6545224|XP_001971058.1|DERE
OG0009784	LOC117572022|XP_034110462.1|DALB	LOC6546495|XP_001971281.2|DERE
OG0009785	LOC117572276|XP_034110871.1|DALB	LOC6543727|XP_026832981.1|DERE
OG0009786	LOC117568219|XP_034104584.1|DALB	LOC6545592|XP_001972149.1|DERE
OG0009787	LOC117568218|XP_034104583.1|DALB	LOC6545618|XP_026832621.1|DERE
OG0009788	LOC117570515|XP_034108105.1|DALB	LOC6546478|XP_001971247.1|DERE
OG0009789	LOC117571858|XP_034110144.1|DALB	LOC6543745|XP_001971704.1|DERE
OG0009790	LOC117569658|XP_034106795.1|DALB	LOC6548286|XP_001975112.1|DERE
OG0009791	LOC117570343|XP_034107788.1|DALB	LOC6545392|XP_001971622.1|DERE
OG0009792	LOC117567125|XP_034102823.1|DALB	LOC6545808|XP_001971647.1|DERE
OG0009793	LOC117572256|XP_034110845.1|DALB	LOC6545426|XP_001971012.1|DERE
OG0009794	LOC117576700|XP_034117597.1|DALB	LOC6554816|XP_026831861.1|DERE
OG0009795	LOC117569001|XP_034105881.1|DALB	LOC6550261|XP_001977712.1|DERE
OG0009796	LOC117571699|XP_034109886.1|DALB	LOC6543784|XP_026832676.1|DERE
OG0009797	LOC117570866|XP_034108649.1|DALB	LOC6543834|XP_001971406.1|DERE
OG0009798	LOC117570865|XP_034108648.1|DALB	LOC6543835|XP_001971407.3|DERE
OG0009799	LOC117570807|XP_034108553.1|DALB	LOC6546403|XP_001973548.1|DERE
OG0009800	LOC117566520|XP_034101952.1|DALB	LOC6543897|XP_001973648.1|DERE
OG0009801	LOC117568785|XP_034105514.1|DALB	LOC6546255|XP_001971767.1|DERE
OG0009802	LOC117570697|XP_034108391.1|DALB	LOC6546257|XP_026833279.1|DERE
OG0009803	LOC117569428|XP_034106478.1|DALB	LOC6545316|XP_001973242.1|DERE
OG0009804	LOC117572033|XP_034110479.1|DALB	LOC6545044|XP_001973226.1|DERE
OG0009805	LOC117568972|XP_034105820.1|DALB	LOC6545043|XP_001973225.1|DERE
OG0009806	LOC117569277|XP_034106272.1|DALB	LOC6545041|XP_001973223.1|DERE
OG0009807	LOC117569397|XP_034106424.1|DALB	LOC6544740|XP_001973202.1|DERE
OG0009808	LOC117570847|XP_034108618.1|DALB, LOC117567720|XP_034103772.1|DALB	LOC26526380|XP_026832946.1|DERE
OG0009809	LOC117567097|XP_034102767.1|DALB	LOC6544766|XP_001971496.1|DERE
OG0009810	LOC117570336|XP_034107778.1|DALB	LOC6543599|XP_001973601.1|DERE
OG0009811	LOC117569769|XP_034106953.1|DALB	LOC6543598|XP_001973600.2|DERE
OG0009812	LOC117571390|XP_034109400.1|DALB	LOC6544799|XP_001971518.1|DERE
OG0009813	LOC117568761|XP_034105488.1|DALB	LOC6545506|XP_001973346.2|DERE
OG0009814	LOC117570752|XP_034108465.1|DALB	LOC6544281|XP_001971978.1|DERE
OG0009815	LOC117568967|XP_034105816.1|DALB	LOC6545350|XP_001973290.1|DERE
OG0009816	LOC117570664|XP_034108342.1|DALB	LOC6545598|XP_026832585.1|DERE
OG0009817	LOC117570042|XP_034107358.1|DALB	LOC6545597|XP_001972709.2|DERE
OG0009818	LOC117569879|XP_034107109.1|DALB	LOC6544960|XP_001972640.1|DERE
OG0009819	LOC117569570|XP_034106684.1|DALB	LOC6544961|XP_001972641.1|DERE
OG0009820	LOC117566540|XP_034101972.1|DALB	LOC6544962|XP_001972642.1|DERE
OG0009821	LOC117570911|XP_034108708.1|DALB	LOC6546293|XP_001973525.3|DERE
OG0009822	LOC117570620|XP_034108273.1|DALB	LOC6546247|XP_001972854.1|DERE
OG0009823	LOC117571512|XP_034109576.1|DALB	LOC26526900|XP_015014356.1|DERE
OG0009824	LOC117567185|XP_034102901.1|DALB	LOC6544240|XP_001972363.1|DERE
OG0009825	LOC117570621|XP_034108274.1|DALB	LOC6544821|XP_001972657.1|DERE
OG0009826	LOC117567875|XP_034104035.1|DALB	LOC6544141|XP_001973735.1|DERE
OG0009827	LOC117567873|XP_034104032.1|DALB	LOC6544140|XP_001973734.1|DERE
OG0009828	LOC117568346|XP_034104827.1|DALB	LOC6544178|XP_001972375.1|DERE
OG0009829	LOC117570508|XP_034108097.1|DALB	LOC6544885|XP_001973149.1|DERE
OG0009830	LOC117569575|XP_034106690.1|DALB	LOC6544127|XP_001973679.1|DERE
OG0009831	LOC117569013|XP_034105890.1|DALB	LOC6544131|XP_001973683.1|DERE
OG0009832	LOC117566454|XP_034101876.1|DALB	LOC6544132|XP_001973684.3|DERE
OG0009833	LOC117566461|XP_034101883.1|DALB	LOC26526970|XP_015014372.1|DERE
OG0009834	LOC117570516|XP_034108106.1|DALB	LOC6549130|XP_026835769.1|DERE
OG0009835	LOC117570770|XP_034108497.1|DALB	LOC6548091|XP_001975207.1|DERE
OG0009836	LOC117573672|XP_034112892.1|DALB	LOC6553963|XP_001979558.1|DERE
OG0009837	LOC117574612|XP_034114390.1|DALB	LOC6552412|XP_001979810.2|DERE
OG0009838	LOC117565495|XP_034100493.1|DALB	LOC6549434|XP_001974405.1|DERE
OG0009839	LOC117570379|XP_034107865.1|DALB	LOC26526364|XP_015015496.1|DERE
OG0009840	LOC117564645|XP_034099397.1|DALB	LOC6549284|XP_026835723.1|DERE
OG0009841	LOC117565109|XP_034099958.1|DALB	LOC6540707|XP_001968865.1|DERE
OG0009842	LOC117567480|XP_034103402.1|DALB	LOC6545738|XP_001972745.2|DERE
OG0009843	LOC117570868|XP_034108651.1|DALB	LOC6544349|XP_015013353.2|DERE
OG0009844	LOC117569069|XP_034105974.1|DALB	LOC6545874|XP_001972725.1|DERE
OG0009845	LOC117567437|XP_034103337.1|DALB	LOC6548981|XP_001975564.2|DERE
OG0009846	LOC117565468|XP_034100465.1|DALB	LOC6541576|XP_001968905.1|DERE
OG0009847	LOC117564703|XP_034099475.1|DALB	LOC6551295|XP_026838586.1|DERE
OG0009848	LOC117577016|XP_034118073.1|DALB	LOC6551078|XP_001976946.1|DERE
OG0009849	LOC117565856|XP_034101079.1|DALB	LOC113563721|XP_026831610.1|DERE
OG0009849	LOC117573709|XP_034112970.1|DALB	LOC6554158|XP_015008958.1|DERE
OG0009850	LOC117568835|XP_034105605.1|DALB	LOC26526132|XP_015011439.2|DERE
OG0009851	LOC117578275|XP_034119591.1|DALB	LOC26526216|XP_015011443.2|DERE
OG0009852	LOC117567344|XP_034103165.1|DALB	LOC6545367|XP_001972602.1|DERE
OG0009853	LOC117567434|XP_034103336.1|DALB	LOC6550814|XP_001978211.1|DERE
OG0009854	LOC117571663|XP_034109792.1|DALB, LOC117571662|XP_034109791.1|DALB, LOC117569060|XP_034105963.1|DALB, LOC117568340|XP_034104819.1|DALB, LOC117577410|XP_034118213.1|DALB, LOC117577416|XP_034118214.1|DALB, LOC117577420|XP_034118227.1|DALB	LOC6550160|XP_026838171.1|DERE
OG0009855	LOC117564601|XP_034099348.1|DALB	LOC6543048|XP_001969233.1|DERE
OG0009856	LOC117565516|XP_034100542.1|DALB	LOC6540815|XP_026834730.1|DERE
OG0009857	LOC117563685|XP_034098007.1|DALB	LOC6549286|XP_001974248.2|DERE
OG0009858	LOC117565421|XP_034100398.1|DALB	LOC6542729|XP_001969347.1|DERE
OG0009859	LOC117563392|XP_034097614.1|DALB	LOC6548964|XP_001974196.2|DERE
OG0009860	LOC117565354|XP_034100303.1|DALB	LOC6543058|XP_026834746.1|DERE
OG0009861	LOC117565457|XP_034100450.1|DALB	LOC6542852|XP_001968292.1|DERE
OG0009862	LOC117565168|XP_034100045.1|DALB	LOC6542682|XP_001969823.1|DERE
OG0009863	LOC117564119|XP_034098667.1|DALB	LOC6543391|XP_015015216.1|DERE
OG0009864	LOC117565228|XP_034100125.1|DALB, LOC117564980|XP_034099817.1|DALB	LOC6548264|XP_001974110.1|DERE
OG0009865	LOC117565522|XP_034100551.1|DALB	LOC6543532|XP_001968699.1|DERE
OG0009866	LOC117568897|XP_034105692.1|DALB	LOC6546341|XP_001972285.2|DERE
OG0009867	LOC117572002|XP_034110408.1|DALB	LOC6544080|XP_001971937.1|DERE
OG0009868	LOC117568535|XP_034105144.1|DALB, LOC117566452|XP_034101874.1|DALB	LOC6545855|XP_001973394.1|DERE
OG0009870	LOC117570537|XP_034108135.1|DALB	LOC6546251|XP_001972858.1|DERE
OG0009871	LOC117567019|XP_034102597.1|DALB	LOC6546633|XP_001975849.1|DERE
OG0009872	LOC117569694|XP_034106843.1|DALB	LOC6547665|XP_001975023.1|DERE
OG0009873	LOC117568635|XP_034105316.1|DALB	LOC6548468|XP_001975187.1|DERE
OG0009874	LOC117568436|XP_034104991.1|DALB	LOC6546394|XP_001972884.1|DERE
OG0009875	LOC117567876|XP_034104036.1|DALB	LOC6544196|XP_001973738.1|DERE
OG0009876	LOC117566581|XP_034102014.1|DALB	LOC6546809|XP_001975919.2|DERE
OG0009877	LOC117572340|XP_034110979.1|DALB	LOC26527043|XP_026834701.1|DERE
OG0009878	LOC117570378|XP_034107864.1|DALB	LOC26527045|XP_015012904.1|DERE
OG0009879	LOC117569331|XP_034106351.1|DALB	LOC6546556|XP_001974570.1|DERE
OG0009880	LOC117571978|XP_034110373.1|DALB, LOC117566620|XP_034102051.1|DALB	LOC6548019|XP_001975176.1|DERE
OG0009881	LOC117569253|XP_034106218.1|DALB	LOC6549466|XP_026836403.1|DERE
OG0009882	LOC117569457|XP_034106513.1|DALB	LOC6547917|XP_001976436.1|DERE
OG0009883	LOC117570277|XP_034107686.1|DALB	LOC6547530|XP_001974914.2|DERE
OG0009884	LOC117570278|XP_034107687.1|DALB	LOC6547532|XP_026835945.1|DERE
OG0009885	LOC117566866|XP_034102357.1|DALB	LOC6543252|XP_001969158.1|DERE
OG0009886	LOC117572079|XP_034110562.1|DALB	LOC6547999|XP_001975278.1|DERE
OG0009887	LOC117569656|XP_034106793.1|DALB	LOC6542014|XP_026835132.1|DERE
OG0009888	LOC117568824|XP_034105591.1|DALB	LOC6547494|XP_001974836.1|DERE
OG0009889	LOC117568437|XP_034104992.1|DALB	LOC6547878|XP_001976354.1|DERE
OG0009890	LOC117566794|XP_034102228.1|DALB	LOC6548539|XP_001975331.1|DERE
OG0009891	LOC117566796|XP_034102230.1|DALB	LOC6552073|XP_001978793.1|DERE
OG0009892	LOC117568379|XP_034104877.1|DALB	LOC6550651|XP_026837695.1|DERE
OG0009893	LOC117571232|XP_034109173.1|DALB	LOC6546920|XP_026836168.1|DERE
OG0009894	LOC117574973|XP_034114928.1|DALB	LOC6553433|XP_026834863.1|DERE
OG0009895	LOC117575616|XP_034115781.1|DALB	LOC6552667|XP_001979175.2|DERE
OG0009896	LOC117576561|XP_034117291.1|DALB, LOC117576984|XP_034118061.1|DALB	LOC6554927|XP_001981806.1|DERE
OG0009897	LOC117575944|XP_034116295.1|DALB	LOC6553066|XP_001980085.1|DERE
OG0009898	LOC117574200|XP_034113795.1|DALB	LOC6552878|XP_026831727.1|DERE
OG0009899	LOC117574546|XP_034114307.1|DALB	LOC6552625|XP_001979922.1|DERE
OG0009900	LOC117575669|XP_034115846.1|DALB	LOC6553208|XP_001980301.1|DERE
OG0009901	LOC117574553|XP_034114315.1|DALB	LOC6554256|XP_001981677.1|DERE
OG0009902	LOC117576169|XP_034116640.1|DALB	LOC6551966|XP_001980651.1|DERE
OG0009903	LOC117575499|XP_034115633.1|DALB	LOC6553056|XP_001979143.1|DERE
OG0009904	LOC117575627|XP_034115795.1|DALB	LOC6552818|XP_001979969.1|DERE
OG0009905	LOC117575458|XP_034115557.1|DALB	LOC6553613|XP_001980242.2|DERE
OG0009906	LOC117574882|XP_034114805.1|DALB	LOC6553548|XP_001980249.1|DERE
OG0009922	LOC117569477|XP_034106535.1|DALB	LOC6545548|XP_001973387.1|DERE
OG0009925	LOC117576634|XP_034117451.1|DALB	LOC6554013|XP_001980543.1|DERE
OG0009927	LOC117577886|XP_034118755.1|DALB	LOC6555702|XP_001982479.2|DERE
OG0009930	LOC117577992|XP_034118980.1|DALB	LOC6550105|XP_001977596.1|DERE
OG0009933	LOC117570454|XP_034108005.1|DALB	LOC6548864|XP_001975450.1|DERE
OG0009934	LOC117568397|XP_034104919.1|DALB	LOC6544673|XP_001972010.1|DERE
OG0009937	LOC117573120|XP_034111936.1|DALB	LOC26526001|XP_026832218.1|DERE
OG0009938	LOC117566619|XP_034102054.1|DALB	LOC6550070|XP_001977567.1|DERE
OG0009941	LOC117565638|XP_034100738.1|DALB	LOC6542215|XP_001968813.1|DERE
OG0009943	LOC117565867|XP_034101095.1|DALB	LOC6543379|XP_001969887.1|DERE
OG0009944	LOC117568846|XP_034105617.1|DALB	LOC6555701|XP_001982478.1|DERE
OG0009945	LOC117578057|XP_034119082.1|DALB	LOC6551413|XP_001977199.1|DERE
OG0009946	LOC117576701|XP_034117598.1|DALB	LOC26526728|XP_015010516.1|DERE
OG0009947	LOC117571213|XP_034109151.1|DALB	LOC6545195|XP_026833294.1|DERE
OG0009948	LOC117577846|XP_034118679.1|DALB	LOC6555749|XP_001982452.1|DERE
OG0009949	LOC117575544|XP_034115689.1|DALB	LOC6552376|XP_001978887.2|DERE
OG0009950	LOC117574595|XP_034114370.1|DALB	LOC6553967|XP_001980525.1|DERE
OG0009951	LOC117574255|XP_034113876.1|DALB	LOC6553851|XP_015009674.1|DERE
OG0009952	LOC117575221|XP_034115239.1|DALB	LOC6551911|XP_001979672.1|DERE
OG0009953	LOC117576364|XP_034116944.1|DALB	LOC6554577|XP_001981765.2|DERE
OG0009954	LOC117575782|XP_034116044.1|DALB	LOC6553791|XP_001980490.1|DERE
OG0009956	LOC117568944|XP_034105776.1|DALB	LOC6550964|XP_001976993.1|DERE
OG0009957	LOC117575305|XP_034115349.1|DALB	LOC6554368|XP_001981258.1|DERE
