Orthogroup	DALB.longest_only	AEAL.longest_only
OG0006539	LOC117576347|XP_034116922.1|DALB	LOC115264334|XP_029723864.1|AEAL, LOC109411060|XP_019540046.2|AEAL
OG0006540	LOC117573708|XP_034112968.1|DALB	LOC109423597|XP_019554121.2|AEAL
OG0006541	LOC117573653|XP_034112867.1|DALB	LOC109423534|XP_019554063.2|AEAL
OG0006542	LOC117573654|XP_034112868.1|DALB	LOC109402401|XP_019530611.2|AEAL
OG0006544	LOC117575318|XP_034115365.1|DALB	LOC109423543|XP_029712609.1|AEAL, LOC109402430|XP_029731216.1|AEAL
OG0006545	LOC117567814|XP_034103984.1|DALB	LOC109402382|XP_019530592.2|AEAL, LOC109405443|XP_019534053.2|AEAL
OG0006546	LOC117576973|XP_034118041.1|DALB	LOC109405463|XP_029712616.1|AEAL
OG0006547	LOC117574287|XP_034113931.1|DALB	LOC115267180|XP_029729889.1|AEAL
OG0006548	LOC117574772|XP_034114611.1|DALB	LOC109408289|XP_019537100.1|AEAL
OG0006549	LOC117574917|XP_034114858.1|DALB	LOC109411504|XP_029723459.1|AEAL, LOC109415925|XP_029723471.1|AEAL
OG0006551	LOC117571259|XP_034109215.1|DALB	LOC115264183|XP_029723478.1|AEAL, LOC109411508|XP_029723479.1|AEAL
OG0006552	LOC117564517|XP_034099231.1|DALB	LOC109416096|XP_019545610.2|AEAL
OG0006554	LOC117576579|XP_034117344.1|DALB	LOC109416067|XP_029723489.1|AEAL
OG0006555	LOC117576661|XP_034117508.1|DALB	LOC109415703|XP_029723518.1|AEAL
OG0006556	LOC117575916|XP_034116261.1|DALB	LOC109415699|XP_019545171.2|AEAL
OG0006557	LOC117574261|XP_034113887.1|DALB	LOC109406400|XP_029723525.1|AEAL, LOC109423653|XP_019554193.2|AEAL
OG0006558	LOC117574269|XP_034113901.1|DALB	LOC109414605|XP_029723553.1|AEAL
OG0006559	LOC117575636|XP_034115807.1|DALB	LOC109414606|XP_019543980.2|AEAL
OG0006560	LOC117573584|XP_034112763.1|DALB	LOC109414609|XP_019543983.2|AEAL
OG0006561	LOC117573583|XP_034112761.1|DALB	LOC109414612|XP_019543987.2|AEAL
OG0006562	LOC117575712|XP_034115935.1|DALB	LOC109424815|XP_029723232.1|AEAL, LOC115260224|XP_029717016.1|AEAL
OG0006563	LOC117573743|XP_034113012.1|DALB	LOC109424781|XP_029724730.1|AEAL, LOC109414673|XP_019544048.2|AEAL
OG0006564	LOC117576247|XP_034116760.1|DALB	LOC109414674|XP_019544049.2|AEAL, LOC109424792|XP_019555522.1|AEAL
OG0006565	LOC117574486|XP_034114215.1|DALB	LOC109424800|XP_029723587.1|AEAL, LOC109414641|XP_029724734.1|AEAL
OG0006567	LOC117575956|XP_034116326.1|DALB	LOC109403857|XP_029732504.1|AEAL, LOC115264226|XP_029723616.1|AEAL
OG0006568	LOC117573746|XP_034113017.1|DALB	LOC109403850|XP_029732503.1|AEAL, LOC109417360|XP_029723615.1|AEAL
OG0006569	LOC117570094|XP_034107437.1|DALB	LOC115264227|XP_029723617.1|AEAL, LOC109403862|XP_019532307.2|AEAL
OG0006570	LOC117574323|XP_034114025.1|DALB	LOC115268552|XP_029732502.1|AEAL, LOC109403849|XP_019532292.2|AEAL
OG0006571	LOC117573402|XP_034112495.1|DALB	LOC115264229|XP_029723620.1|AEAL, LOC109403854|XP_019532297.1|AEAL
OG0006572	LOC117574101|XP_034113632.1|DALB	LOC109404039|XP_029715609.1|AEAL, LOC109412791|XP_019541947.2|AEAL
OG0006573	LOC117575316|XP_034115361.1|DALB	LOC109403999|XP_029715606.1|AEAL, LOC109412788|XP_019541945.2|AEAL
OG0006574	LOC117574697|XP_034114501.1|DALB	LOC109412784|XP_029723637.1|AEAL
OG0006575	LOC117575980|XP_034116355.1|DALB	LOC109432068|XP_019563913.1|AEAL, LOC109404038|XP_019532452.2|AEAL
OG0006576	LOC117573721|XP_034112981.1|DALB	LOC109432046|XP_019563890.2|AEAL, LOC115264222|XP_029723605.1|AEAL
OG0006577	LOC117576813|XP_034117773.1|DALB	LOC109432047|XP_019563891.2|AEAL, LOC109404011|XP_019532417.2|AEAL
OG0006578	LOC117573720|XP_034112979.1|DALB	LOC109404021|XP_029723674.1|AEAL
OG0006579	LOC117566155|XP_034101535.1|DALB	LOC109432044|XP_029723672.1|AEAL, LOC109404012|XP_029723602.1|AEAL
OG0006580	LOC117575105|XP_034115098.1|DALB	LOC109405218|XP_019533793.2|AEAL
OG0006581	LOC117576934|XP_034117969.1|DALB	LOC109412860|XP_019542035.2|AEAL
OG0006582	LOC117576855|XP_034117839.1|DALB	LOC109405220|XP_029720360.1|AEAL
OG0006583	LOC117576026|XP_034116426.1|DALB	LOC109405214|XP_029720366.1|AEAL
OG0006584	LOC117563254|XP_034097363.1|DALB	LOC109405229|XP_019533809.2|AEAL
OG0006585	LOC117578391|XP_034119727.1|DALB	LOC109412872|XP_029720370.1|AEAL
OG0006586	LOC117576595|XP_034117375.1|DALB	LOC109412875|XP_019542065.2|AEAL
OG0006587	LOC117576591|XP_034117369.1|DALB	LOC109405227|XP_019533807.2|AEAL
OG0006588	LOC117575625|XP_034115792.1|DALB	LOC109405222|XP_029720374.1|AEAL
OG0006589	LOC117576891|XP_034117919.1|DALB	LOC109406962|XP_019535516.1|AEAL
OG0006590	LOC117575430|XP_034115525.1|DALB	LOC109405232|XP_019533811.2|AEAL
OG0006591	LOC117567279|XP_034103036.1|DALB	LOC109409650|XP_019538649.1|AEAL
OG0006592	LOC117575774|XP_034116032.1|DALB	LOC109409657|XP_019538667.2|AEAL
OG0006593	LOC117575773|XP_034116030.1|DALB	LOC109409656|XP_019538666.2|AEAL
OG0006594	LOC117570261|XP_034107663.1|DALB	LOC109409663|XP_019538680.2|AEAL, LOC115265148|XP_029725261.1|AEAL
OG0006595	LOC117567504|XP_034103426.1|DALB	LOC109409693|XP_029726019.1|AEAL
OG0006596	LOC117567380|XP_034103216.1|DALB	LOC109409697|XP_019538717.2|AEAL
OG0006597	LOC117567851|XP_034103996.1|DALB	LOC109409699|XP_029726031.1|AEAL
OG0006598	LOC117565440|XP_034100422.1|DALB	LOC109411446|XP_029726032.1|AEAL
OG0006599	LOC117566849|XP_034102333.1|DALB	LOC109411461|XP_019540530.2|AEAL
OG0006600	LOC117567645|XP_034103642.1|DALB	LOC109411457|XP_029726036.1|AEAL
OG0006601	LOC117567950|XP_034104140.1|DALB	LOC109409719|XP_019538755.2|AEAL
OG0006602	LOC117567951|XP_034104141.1|DALB	LOC109411487|XP_019540554.1|AEAL
OG0006603	LOC117567948|XP_034104138.1|DALB	LOC109409721|XP_019538757.2|AEAL
OG0006604	LOC117571601|XP_034109708.1|DALB	LOC109412811|XP_019541967.2|AEAL
OG0006605	LOC117567143|XP_034102850.1|DALB	LOC109409726|XP_019538765.2|AEAL
OG0006606	LOC117566931|XP_034102444.1|DALB	LOC109412806|XP_029725264.1|AEAL
OG0006607	LOC117567316|XP_034103098.1|DALB	LOC109409728|XP_029726061.1|AEAL
OG0006608	LOC117576573|XP_034117334.1|DALB	LOC109409731|XP_019538772.1|AEAL
OG0006610	LOC117570862|XP_034108635.1|DALB	LOC109404750|XP_029726137.1|AEAL
OG0006611	LOC117570335|XP_034107776.1|DALB	LOC109621275|XP_029726148.1|AEAL
OG0006612	LOC117568122|XP_034104418.1|DALB	LOC109404761|XP_019533243.3|AEAL
OG0006613	LOC117571289|XP_034109249.1|DALB	LOC109404762|XP_019533244.1|AEAL
OG0006614	LOC117568286|XP_034104691.1|DALB	LOC109621685|XP_019931364.2|AEAL
OG0006615	LOC117568285|XP_034104690.1|DALB	LOC109404759|XP_029726154.1|AEAL
OG0006616	LOC117572292|XP_034110892.1|DALB	LOC109420434|XP_019550318.2|AEAL
OG0006617	LOC117572036|XP_034110486.1|DALB	LOC109420436|XP_019550320.2|AEAL
OG0006618	LOC117572308|XP_034110928.1|DALB	LOC109621706|XP_019931399.2|AEAL
OG0006619	LOC117567342|XP_034103160.1|DALB	LOC109621717|XP_019931415.2|AEAL
OG0006620	LOC117569932|XP_034107182.1|DALB	LOC109621709|XP_029726173.1|AEAL
OG0006621	LOC117572705|XP_034111653.1|DALB	LOC109621712|XP_019931408.1|AEAL
OG0006622	LOC117570023|XP_034107331.1|DALB	LOC109621272|XP_029726180.1|AEAL
OG0006623	LOC117569586|XP_034106706.1|DALB	LOC109401226|XP_019529232.3|AEAL, LOC109621887|XP_019931639.2|AEAL
OG0006624	LOC117566892|XP_034102398.1|DALB	LOC109407816|XP_029726196.1|AEAL
OG0006625	LOC117566899|XP_034102406.1|DALB	LOC109407819|XP_029726197.1|AEAL
OG0006626	LOC117566975|XP_034102528.1|DALB	LOC109410006|XP_019539094.2|AEAL
OG0006627	LOC117572651|XP_034111522.1|DALB	LOC109407813|XP_019536520.1|AEAL
OG0006628	LOC117572106|XP_034110614.1|DALB	LOC109409972|XP_029726199.1|AEAL
OG0006629	LOC117572515|XP_034111260.1|DALB	LOC109407726|XP_029726227.1|AEAL
OG0006630	LOC117569018|XP_034105897.1|DALB	LOC109409659|XP_029726233.1|AEAL
OG0006631	LOC117570356|XP_034107817.1|DALB	LOC109622566|XP_019932522.1|AEAL
OG0006632	LOC117570429|XP_034107975.1|DALB	LOC109621284|XP_019932517.2|AEAL
OG0006633	LOC117571098|XP_034108971.1|DALB	LOC109409553|XP_019538538.1|AEAL
OG0006634	LOC117566051|XP_034101397.1|DALB	LOC109409503|XP_019538502.2|AEAL
OG0006635	LOC117563927|XP_034098389.1|DALB	LOC109409482|XP_029726252.1|AEAL
OG0006636	LOC117576566|XP_034117301.1|DALB	LOC109622522|XP_029726289.1|AEAL, LOC115254041|XP_029716650.1|AEAL
OG0006637	LOC117568050|XP_034104287.1|DALB	LOC109408903|XP_019537826.3|AEAL, LOC109622401|XP_019932252.2|AEAL
OG0006638	LOC117566596|XP_034102029.1|DALB	LOC109622503|XP_019932422.2|AEAL
OG0006639	LOC117572337|XP_034110968.1|DALB	LOC109408749|XP_029726332.1|AEAL
OG0006640	LOC117568641|XP_034105323.1|DALB	LOC109408472|XP_019537357.2|AEAL
OG0006641	LOC117570684|XP_034108375.1|DALB	LOC109408373|XP_029726362.1|AEAL
OG0006642	LOC117571005|XP_034108846.1|DALB	LOC109408343|XP_019537185.2|AEAL
OG0006643	LOC117572737|XP_034111704.1|DALB	LOC109423566|XP_029727573.1|AEAL
OG0006644	LOC117569007|XP_034105885.1|DALB	LOC109423363|XP_019553889.2|AEAL
OG0006645	LOC117563684|XP_034098006.1|DALB	LOC109423353|XP_029726405.1|AEAL
OG0006646	LOC117571925|XP_034110298.1|DALB	LOC109423349|XP_019553848.2|AEAL
OG0006647	LOC117567674|XP_034103687.1|DALB	LOC109423331|XP_029726434.1|AEAL
OG0006648	LOC117568464|XP_034105032.1|DALB	LOC109423313|XP_019553791.2|AEAL
OG0006649	LOC117571164|XP_034109068.1|DALB	LOC109423304|XP_019553777.2|AEAL
OG0006650	LOC117572192|XP_034110736.1|DALB	LOC109423294|XP_029726465.1|AEAL
OG0006651	LOC117571834|XP_034110105.1|DALB	LOC109623134|XP_019933174.2|AEAL
OG0006652	LOC117567534|XP_034103471.1|DALB	LOC109623133|XP_029726482.1|AEAL
OG0006653	LOC117568110|XP_034104392.1|DALB	LOC109623115|XP_019933144.2|AEAL
OG0006654	LOC117568910|XP_034105706.1|DALB	LOC109623112|XP_019933140.2|AEAL
OG0006655	LOC117567718|XP_034103768.1|DALB	LOC109623109|XP_029726510.1|AEAL
OG0006656	LOC117568604|XP_034105252.1|DALB	LOC109399285|XP_029726528.1|AEAL
OG0006657	LOC117568327|XP_034104800.1|DALB	LOC109429045|XP_019560424.2|AEAL
OG0006658	LOC117568432|XP_034104985.1|DALB	LOC109399201|XP_019527184.2|AEAL
OG0006659	LOC117568134|XP_034104433.1|DALB	LOC109413973|XP_019543251.2|AEAL
OG0006660	LOC117569741|XP_034106914.1|DALB	LOC109413972|XP_019543250.2|AEAL
OG0006661	LOC117568239|XP_034104608.1|DALB	LOC109413961|XP_029726581.1|AEAL
OG0006662	LOC117563505|XP_034097770.1|DALB	LOC109413993|XP_019543265.1|AEAL
OG0006663	LOC117569526|XP_034106617.1|DALB	LOC109413955|XP_019543229.2|AEAL
OG0006664	LOC117576931|XP_034117965.1|DALB	LOC109414823|XP_019544205.1|AEAL
OG0006665	LOC117569687|XP_034106827.1|DALB	LOC109418057|XP_029726649.1|AEAL
OG0006666	LOC117568331|XP_034104804.1|DALB	LOC109418079|XP_019547797.2|AEAL
OG0006667	LOC117568108|XP_034104390.1|DALB	LOC109418087|XP_019547806.2|AEAL
OG0006668	LOC117570059|XP_034107385.1|DALB	LOC109418113|XP_019547847.2|AEAL
OG0006669	LOC117567094|XP_034102765.1|DALB	LOC109418041|XP_019547749.2|AEAL
OG0006670	LOC117571088|XP_034108963.1|DALB	LOC109418122|XP_019547855.1|AEAL
OG0006671	LOC117572288|XP_034110887.1|DALB	LOC109418123|XP_029726759.1|AEAL
OG0006672	LOC117572016|XP_034110440.1|DALB	LOC109418124|XP_019547860.2|AEAL
OG0006673	LOC117567303|XP_034103079.1|DALB	LOC109418127|XP_029726771.1|AEAL
OG0006674	LOC117568656|XP_034105344.1|DALB	LOC109412821|XP_019541981.1|AEAL
OG0006675	LOC117571837|XP_034110115.1|DALB	LOC109418133|XP_019547880.2|AEAL
OG0006676	LOC117569092|XP_034106001.1|DALB	LOC109407773|XP_029726699.1|AEAL, LOC109418921|XP_029728014.1|AEAL
OG0006677	LOC117569506|XP_034106579.1|DALB	LOC109418923|XP_029726696.1|AEAL
OG0006678	LOC117571822|XP_034110084.1|DALB	LOC109418901|XP_019548671.1|AEAL
OG0006679	LOC117567821|XP_034103953.1|DALB	LOC109407764|XP_019536485.2|AEAL
OG0006680	LOC117573585|XP_034112767.1|DALB	LOC109418934|XP_029729316.1|AEAL
OG0006681	LOC117572286|XP_034110885.1|DALB	LOC109418893|XP_029729313.1|AEAL
OG0006682	LOC117572287|XP_034110886.1|DALB	LOC109418941|XP_029733610.1|AEAL
OG0006683	LOC117570299|XP_034107715.1|DALB	LOC109418945|XP_019548710.2|AEAL
OG0006684	LOC117569503|XP_034106577.1|DALB	LOC109418946|XP_029733600.1|AEAL
OG0006685	LOC117572131|XP_034110656.1|DALB	LOC109418950|XP_019548714.2|AEAL
OG0006686	LOC117570459|XP_034108007.1|DALB	LOC109397694|XP_029709772.1|AEAL, LOC109418956|XP_029733581.1|AEAL
OG0006687	LOC117576639|XP_034117460.1|DALB	LOC109418968|XP_029709781.1|AEAL, LOC115269210|XP_029733574.1|AEAL
OG0006688	LOC117569758|XP_034106941.1|DALB	LOC109418982|XP_029709792.1|AEAL, LOC109397934|XP_019525823.2|AEAL
OG0006689	LOC117572534|XP_034111290.1|DALB	LOC109398060|XP_029709855.1|AEAL, LOC115269207|XP_029733541.1|AEAL
OG0006690	LOC117575686|XP_034115886.1|DALB	LOC109419676|XP_029725896.1|AEAL, LOC109411810|XP_029725930.1|AEAL
OG0006691	LOC117571574|XP_034109678.1|DALB	LOC109410020|XP_019539104.2|AEAL, LOC109419668|XP_019549448.2|AEAL
OG0006692	LOC117570671|XP_034108360.1|DALB	LOC109410015|XP_019539100.1|AEAL
OG0006693	LOC117567519|XP_034103455.1|DALB	LOC109410014|XP_029725869.1|AEAL
OG0006694	LOC117573384|XP_034112508.1|DALB	LOC109419650|XP_029725849.1|AEAL, LOC115258167|XP_029714078.1|AEAL
OG0006695	LOC117571509|XP_034109572.1|DALB	LOC109409989|XP_029725834.1|AEAL, LOC109420204|XP_029718026.1|AEAL
OG0006696	LOC117564844|XP_034099668.1|DALB	LOC109410047|XP_029718038.1|AEAL, LOC115265339|XP_029725832.1|AEAL
OG0006697	LOC117569139|XP_034106058.1|DALB	LOC109420220|XP_019550093.2|AEAL
OG0006698	LOC117572687|XP_034111623.1|DALB	LOC109420222|XP_019550099.1|AEAL
OG0006699	LOC117567045|XP_034102647.1|DALB	LOC115265132|XP_029725232.1|AEAL
OG0006700	LOC117571047|XP_034108906.1|DALB	LOC109420248|XP_019550132.2|AEAL
OG0006701	LOC117568232|XP_034104597.1|DALB	LOC109397364|XP_029725768.1|AEAL, LOC115265326|XP_029725749.1|AEAL
OG0006702	LOC117570389|XP_034107893.1|DALB	LOC109416474|XP_029725681.1|AEAL
OG0006703	LOC117569563|XP_034106672.1|DALB	LOC109402595|XP_019530841.2|AEAL
OG0006704	LOC117569567|XP_034106680.1|DALB	LOC109402582|XP_029725707.1|AEAL
OG0006705	LOC117566643|XP_034102076.1|DALB	LOC109417070|XP_029725724.1|AEAL, LOC115265322|XP_029725737.1|AEAL
OG0006706	LOC117569800|XP_034107004.1|DALB	LOC109406407|XP_019535042.2|AEAL, LOC109417067|XP_019546731.1|AEAL
OG0006707	LOC117571578|XP_034109681.1|DALB	LOC109415735|XP_019545207.2|AEAL
OG0006708	LOC117577540|XP_034118259.1|DALB	LOC109416978|XP_019546641.2|AEAL
OG0006709	LOC117563859|XP_034098327.1|DALB	LOC109415747|XP_019545233.2|AEAL
OG0006710	LOC117569581|XP_034106696.1|DALB	LOC109427318|XP_029727497.1|AEAL, LOC109406563|XP_029727498.1|AEAL
OG0006711	LOC117571063|XP_034108922.1|DALB	LOC115265677|XP_029727496.1|AEAL, LOC115265291|XP_029725638.1|AEAL
OG0006712	LOC117566340|XP_034101704.1|DALB	LOC109406566|XP_029725592.1|AEAL
OG0006713	LOC117569871|XP_034107102.1|DALB	LOC109427130|XP_019558235.1|AEAL
OG0006714	LOC117569870|XP_034107101.1|DALB	LOC109406571|XP_019535219.2|AEAL
OG0006715	LOC117566932|XP_034102445.1|DALB	LOC109426577|XP_019557655.2|AEAL
OG0006716	LOC117566140|XP_034101514.1|DALB	LOC109426576|XP_019557654.2|AEAL
OG0006717	LOC117570252|XP_034107655.1|DALB	LOC109426581|XP_019557660.2|AEAL
OG0006718	LOC117567572|XP_034103534.1|DALB	LOC109426587|XP_019557664.2|AEAL
OG0006719	LOC117571667|XP_034109798.1|DALB	LOC109426590|XP_019557667.2|AEAL
OG0006720	LOC117571857|XP_034110143.1|DALB	LOC109426645|XP_019557715.2|AEAL
OG0006721	LOC117570092|XP_034107429.1|DALB	LOC109426651|XP_019557720.2|AEAL
OG0006722	LOC117569425|XP_034106475.1|DALB	LOC109426652|XP_019557721.2|AEAL
OG0006723	LOC117565038|XP_034099877.1|DALB	LOC109417799|XP_019547515.2|AEAL, LOC109426757|XP_019557837.2|AEAL
OG0006724	LOC117573908|XP_034113307.1|DALB	LOC109417807|XP_019547525.1|AEAL
OG0006725	LOC117575575|XP_034115730.1|DALB	LOC109426766|XP_019557848.2|AEAL
OG0006726	LOC117574337|XP_034114049.1|DALB	LOC109417810|XP_019547527.1|AEAL
OG0006727	LOC117575573|XP_034115728.1|DALB	LOC109426769|XP_029725484.1|AEAL
OG0006729	LOC117568036|XP_034104269.1|DALB	LOC109417952|XP_029725395.1|AEAL, LOC109426840|XP_029725385.1|AEAL
OG0006730	LOC117568035|XP_034104268.1|DALB	LOC109417953|XP_029725394.1|AEAL
OG0006731	LOC117563258|XP_034097371.1|DALB	LOC109426848|XP_019557945.2|AEAL
OG0006732	LOC117567957|XP_034104150.1|DALB	LOC109417971|XP_019547661.1|AEAL
OG0006734	LOC117571387|XP_034109397.1|DALB	LOC109417987|XP_029732378.1|AEAL, LOC109621925|XP_029732388.1|AEAL
OG0006735	LOC117572555|XP_034111318.1|DALB	LOC109621927|XP_019931679.2|AEAL, LOC109417988|XP_029732381.1|AEAL
OG0006736	LOC117567305|XP_034103081.1|DALB	LOC109406031|XP_019534640.1|AEAL
OG0006737	LOC117567952|XP_034104142.1|DALB	LOC109406022|XP_019534625.2|AEAL
OG0006738	LOC117568964|XP_034105813.1|DALB	LOC109408519|XP_019537423.1|AEAL
OG0006739	LOC117571199|XP_034109134.1|DALB	LOC109406020|XP_019534623.1|AEAL
OG0006740	LOC117568288|XP_034104696.1|DALB	LOC109408702|XP_019537645.1|AEAL
OG0006741	LOC117568284|XP_034104689.1|DALB	LOC109408893|XP_029732439.1|AEAL
OG0006742	LOC117575000|XP_034114966.1|DALB	LOC109412849|XP_029732449.1|AEAL
OG0006743	LOC117564121|XP_034098669.1|DALB	LOC109409609|XP_029732365.1|AEAL
OG0006744	LOC117567512|XP_034103446.1|DALB	LOC109407924|XP_029732314.1|AEAL, LOC109413865|XP_029732322.1|AEAL
OG0006745	LOC117573826|XP_034113144.1|DALB	LOC109407965|XP_029735102.1|AEAL
OG0006746	LOC117568262|XP_034104639.1|DALB	LOC109403647|XP_029736183.1|AEAL, LOC115253818|XP_029735094.1|AEAL
OG0006747	LOC117569969|XP_034107237.1|DALB	LOC109403618|XP_019531984.2|AEAL
OG0006748	LOC117571576|XP_034109683.1|DALB	LOC109407936|XP_029732303.1|AEAL, LOC109413844|XP_029716771.1|AEAL
OG0006749	LOC117569966|XP_034107230.1|DALB	LOC109405151|XP_029735203.1|AEAL, LOC109408015|XP_029735256.1|AEAL
OG0006750	LOC117564195|XP_034098763.1|DALB	LOC109405163|XP_019533730.2|AEAL, LOC109408017|XP_029735254.1|AEAL
OG0006752	LOC117569799|XP_034107003.1|DALB	LOC109413518|XP_019542749.2|AEAL
OG0006753	LOC117572367|XP_034111025.1|DALB	LOC109413521|XP_019542750.2|AEAL
OG0006754	LOC117569752|XP_034106934.1|DALB	LOC109410795|XP_029735170.1|AEAL
OG0006755	LOC117568917|XP_034105718.1|DALB	LOC109410785|XP_019539860.1|AEAL
OG0006756	LOC117569743|XP_034106919.1|DALB	LOC109413486|XP_019542712.2|AEAL
OG0006757	LOC117569765|XP_034106950.1|DALB	LOC109413527|XP_019542753.1|AEAL
OG0006758	LOC117566947|XP_034102471.1|DALB	LOC109410780|XP_019539858.2|AEAL
OG0006759	LOC117566946|XP_034102469.1|DALB	LOC109413489|XP_019542715.2|AEAL
OG0006760	LOC117570959|XP_034108791.1|DALB	LOC109410775|XP_029735040.1|AEAL
OG0006761	LOC117575347|XP_034115403.1|DALB	LOC109404944|XP_019533443.1|AEAL
OG0006762	LOC117576853|XP_034117841.1|DALB	LOC109404583|XP_029734918.1|AEAL, LOC109400676|XP_029734867.1|AEAL
OG0006763	LOC117572715|XP_034111669.1|DALB	LOC109400695|XP_029734847.1|AEAL, LOC115270043|XP_029734852.1|AEAL
OG0006764	LOC117572152|XP_034110682.1|DALB	LOC109400663|XP_019528692.2|AEAL, LOC115270041|XP_029734851.1|AEAL
OG0006765	LOC117572716|XP_034111670.1|DALB	LOC109399408|XP_019527391.2|AEAL, LOC115270036|XP_029734846.1|AEAL
OG0006766	LOC117572750|XP_034111717.1|DALB	LOC109399405|XP_029734837.1|AEAL, LOC115270035|XP_029734838.1|AEAL
OG0006767	LOC117570338|XP_034107784.1|DALB	LOC109400752|XP_019528794.2|AEAL
OG0006768	LOC117570337|XP_034107780.1|DALB	LOC109399363|XP_029734827.1|AEAL
OG0006769	LOC117570175|XP_034107542.1|DALB	LOC109400747|XP_019528787.1|AEAL
OG0006770	LOC117570095|XP_034107438.1|DALB	LOC109400713|XP_019528748.2|AEAL
OG0006772	LOC117571246|XP_034109191.1|DALB	LOC109403230|XP_029734766.1|AEAL
OG0006773	LOC117572269|XP_034110863.1|DALB	LOC109425667|XP_019556475.2|AEAL
OG0006774	LOC117567650|XP_034103652.1|DALB	LOC109425664|XP_029734748.1|AEAL
OG0006775	LOC117567190|XP_034102907.1|DALB	LOC109403239|XP_019531570.2|AEAL
OG0006776	LOC117568690|XP_034105391.1|DALB	LOC109403233|XP_019531561.2|AEAL
OG0006777	LOC117568692|XP_034105393.1|DALB	LOC109403237|XP_019531564.1|AEAL
OG0006778	LOC117568757|XP_034105482.1|DALB	LOC109403234|XP_019531562.2|AEAL
OG0006779	LOC117572597|XP_034111397.1|DALB	LOC109425653|XP_029734741.1|AEAL
OG0006780	LOC117569141|XP_034106062.1|DALB	LOC109425652|XP_019556438.1|AEAL
OG0006781	LOC117568121|XP_034104416.1|DALB	LOC109403193|XP_029734717.1|AEAL, LOC109414370|XP_029734725.1|AEAL
OG0006782	LOC117568090|XP_034104359.1|DALB	LOC115269984|XP_029734712.1|AEAL
OG0006783	LOC117572421|XP_034111099.1|DALB	LOC109423129|XP_029734704.1|AEAL
OG0006784	LOC117567363|XP_034103194.1|DALB	LOC109422689|XP_029734637.1|AEAL
OG0006785	LOC117571975|XP_034110371.1|DALB	LOC109425707|XP_019556560.1|AEAL
OG0006786	LOC117570530|XP_034108126.1|DALB	LOC109425710|XP_019556572.2|AEAL
OG0006787	LOC117567589|XP_034103561.1|DALB	LOC109621280|XP_029708315.1|AEAL, LOC109422856|XP_029708304.1|AEAL
OG0006788	LOC117567593|XP_034103568.1|DALB	LOC109422857|XP_019553299.2|AEAL, LOC109622707|XP_029708316.1|AEAL
OG0006789	LOC117567358|XP_034103191.1|DALB	LOC109422853|XP_019553293.2|AEAL, LOC115254779|XP_029708313.1|AEAL
OG0006790	LOC117564695|XP_034099459.1|DALB	LOC115254780|XP_029708314.1|AEAL, LOC109422854|XP_019553294.2|AEAL
OG0006791	LOC117567084|XP_034102730.1|DALB	LOC109415874|XP_019545366.2|AEAL
OG0006792	LOC117567243|XP_034102982.1|DALB	LOC109416936|XP_029722457.1|AEAL
OG0006793	LOC117572299|XP_034110902.1|DALB	LOC109416927|XP_019546587.2|AEAL
OG0006794	LOC117572204|XP_034110760.1|DALB	LOC109406439|XP_019535081.2|AEAL
OG0006795	LOC117566390|XP_034101789.1|DALB	LOC109406069|XP_019534693.2|AEAL
OG0006796	LOC117571459|XP_034109501.1|DALB	LOC109406083|XP_019534697.1|AEAL
OG0006798	LOC117572520|XP_034111271.1|DALB	LOC115263298|XP_029722353.1|AEAL, LOC115263106|XP_029721880.1|AEAL
OG0006799	LOC117571497|XP_034109554.1|DALB	LOC109407430|XP_019536014.2|AEAL
OG0006800	LOC117571927|XP_034110300.1|DALB	LOC109416058|XP_029722188.1|AEAL
OG0006801	LOC117578247|XP_034119558.1|DALB	LOC115263092|XP_029721870.1|AEAL, LOC115263226|XP_029722081.1|AEAL
OG0006802	LOC117568600|XP_034105242.1|DALB	LOC109424173|XP_019554808.1|AEAL
OG0006803	LOC117572431|XP_034111148.1|DALB	LOC109430809|XP_029722130.1|AEAL
OG0006804	LOC117567285|XP_034103044.1|DALB	LOC109430834|XP_019562468.1|AEAL, LOC109424152|XP_029722046.1|AEAL
OG0006805	LOC117572689|XP_034111624.1|DALB	LOC109430832|XP_029722021.1|AEAL
OG0006806	LOC117567910|XP_034104079.1|DALB	LOC109430889|XP_029721983.1|AEAL
OG0006807	LOC117569558|XP_034106665.1|DALB	LOC115263151|XP_029721934.1|AEAL, LOC109431739|XP_029721938.1|AEAL
OG0006808	LOC117568860|XP_034105638.1|DALB	LOC109430916|XP_029721936.1|AEAL
OG0006809	LOC117571487|XP_034109544.1|DALB	LOC109431614|XP_019563392.2|AEAL
OG0006810	LOC117568066|XP_034104315.1|DALB	LOC109430917|XP_029730393.1|AEAL
OG0006811	LOC117575336|XP_034115384.1|DALB	LOC109431620|XP_019563396.2|AEAL
OG0006812	LOC117572069|XP_034110540.1|DALB	LOC109431672|XP_019563471.1|AEAL
OG0006813	LOC117572519|XP_034111266.1|DALB	LOC109430952|XP_019562613.1|AEAL
OG0006814	LOC117571572|XP_034109673.1|DALB	LOC109398023|XP_019525915.2|AEAL
OG0006815	LOC117568758|XP_034105483.1|DALB	LOC109398004|XP_029730630.1|AEAL
OG0006816	LOC117572176|XP_034110718.1|DALB	LOC109431646|XP_029730627.1|AEAL
