Orthogroup	DALB.longest_only	DSER.longest_only
OG0010153	LOC117564563|XP_034099287.1|DALB	LOC110182366|XP_020806066.1|DSER
OG0010154	LOC117564178|XP_034098737.1|DALB	LOC110183135|XP_020806984.1|DSER
OG0010155	LOC117564184|XP_034098748.1|DALB	LOC110186019|XP_020810713.1|DSER
OG0010156	LOC117568307|XP_034104745.1|DALB	LOC110190626|XP_020816879.1|DSER
OG0010157	LOC117571524|XP_034109591.1|DALB	LOC110185168|XP_020809537.1|DSER
OG0010158	LOC117570855|XP_034108625.1|DALB	LOC110184785|XP_020809084.1|DSER
OG0010159	LOC117572001|XP_034110407.1|DALB	LOC110189852|XP_020815724.1|DSER
OG0010160	LOC117571669|XP_034109800.1|DALB	LOC110176385|XP_020798376.1|DSER, LOC110186899|XP_020811880.1|DSER
OG0010161	LOC117570499|XP_034108086.1|DALB	LOC110190445|XP_020816604.1|DSER
OG0010162	LOC117568513|XP_034105106.1|DALB	LOC110187157|XP_020812231.1|DSER
OG0010163	LOC117572119|XP_034110635.1|DALB	LOC110190289|XP_020816325.1|DSER
OG0010164	LOC117567660|XP_034103669.1|DALB	LOC110185276|XP_020809682.1|DSER
OG0010165	LOC117567835|XP_034103974.1|DALB	LOC110184759|XP_020809049.1|DSER
OG0010166	LOC117569882|XP_034107112.1|DALB	LOC110190502|XP_020816679.1|DSER
OG0010167	LOC117572322|XP_034110947.1|DALB	LOC110190781|XP_020817078.1|DSER
OG0010168	LOC117569551|XP_034106649.1|DALB, LOC117566442|XP_034101864.1|DALB	LOC110180336|XP_020803654.1|DSER
OG0010169	LOC117566458|XP_034101879.1|DALB	LOC110181286|XP_020804668.1|DSER
OG0010170	LOC117569154|XP_034106105.1|DALB	LOC110178964|XP_020801927.1|DSER
OG0010171	LOC117568724|XP_034105433.1|DALB	LOC110178962|XP_020801924.1|DSER
OG0010172	LOC117572809|XP_034111806.1|DALB	LOC110176230|XP_020798175.1|DSER
OG0010173	LOC117570945|XP_034108770.1|DALB	LOC110188976|XP_020814584.1|DSER
OG0010174	LOC117571208|XP_034109145.1|DALB	LOC110177666|XP_020800148.1|DSER
OG0010175	LOC117569902|XP_034107134.1|DALB	LOC110177782|XP_020800310.1|DSER
OG0010176	LOC117569626|XP_034106754.1|DALB	LOC110177786|XP_020800313.1|DSER
OG0010177	LOC117567145|XP_034102848.1|DALB	LOC110191538|XP_020818068.1|DSER
OG0010178	LOC117566498|XP_034101929.1|DALB	LOC110181489|XP_020804912.1|DSER
OG0010179	LOC117569471|XP_034106530.1|DALB	LOC110179039|XP_020802053.1|DSER
OG0010180	LOC117569299|XP_034106298.1|DALB	LOC110185319|XP_020809744.1|DSER
OG0010181	LOC117571043|XP_034108901.1|DALB	LOC110179557|XP_020802798.1|DSER, LOC110179843|XP_020803109.1|DSER
OG0010182	LOC117568385|XP_034104887.1|DALB	LOC110182998|XP_020806849.1|DSER
OG0010183	LOC117568386|XP_034104888.1|DALB	LOC110182977|XP_020806829.1|DSER
OG0010184	LOC117566576|XP_034102008.1|DALB	LOC110189207|XP_020814838.1|DSER
OG0010185	LOC117570226|XP_034107617.1|DALB	LOC110189194|XP_020814822.1|DSER
OG0010186	LOC117568461|XP_034105029.1|DALB	LOC110176206|XP_020798128.1|DSER
OG0010187	LOC117570071|XP_034107401.1|DALB	LOC110191566|XP_020818106.1|DSER
OG0010188	LOC117572214|XP_034110781.1|DALB	LOC110181621|XP_020805092.1|DSER
OG0010189	LOC117569462|XP_034106520.1|DALB	LOC110181629|XP_020805099.1|DSER
OG0010190	LOC117571083|XP_034108956.1|DALB	LOC110179344|XP_020802511.1|DSER
OG0010191	LOC117571637|XP_034109753.1|DALB	LOC110180143|XP_020803452.1|DSER
OG0010192	LOC117569030|XP_034105915.1|DALB	LOC110191653|XP_020818210.1|DSER
OG0010193	LOC117570473|XP_034108047.1|DALB	LOC110180021|XP_020803280.1|DSER
OG0010194	LOC117571293|XP_034109254.1|DALB	LOC110181237|XP_020804601.1|DSER, LOC110180402|XP_020803716.1|DSER
OG0010195	LOC117569074|XP_034105979.1|DALB	LOC110181271|XP_020804641.1|DSER
OG0010196	LOC117567467|XP_034103377.1|DALB	LOC110177229|XP_020799511.1|DSER
OG0010197	LOC117570759|XP_034108477.1|DALB	LOC110189255|XP_020814924.1|DSER
OG0010198	LOC117571744|XP_034109982.1|DALB	LOC110180067|XP_020803347.1|DSER
OG0010199	LOC117572248|XP_034110825.1|DALB	LOC110179232|XP_020802343.1|DSER
OG0010200	LOC117568492|XP_034105072.1|DALB	LOC110191182|XP_020817610.1|DSER
OG0010201	LOC117567766|XP_034103850.1|DALB	LOC110178014|XP_020800690.1|DSER
OG0010202	LOC117571117|XP_034109003.1|DALB	LOC110182903|XP_020806719.1|DSER
OG0010203	LOC117571303|XP_034109264.1|DALB	LOC110189321|XP_020815023.1|DSER
OG0010204	LOC117569726|XP_034106889.1|DALB	LOC110177810|XP_020800359.1|DSER
OG0010205	LOC117572133|XP_034110657.1|DALB	LOC110177730|XP_020800241.1|DSER
OG0010206	LOC117571247|XP_034109192.1|DALB	LOC110177813|XP_020800362.1|DSER
OG0010207	LOC117571362|XP_034109362.1|DALB	LOC110180150|XP_020803463.1|DSER
OG0010208	LOC117571490|XP_034109549.1|DALB	LOC110179606|XP_020802891.1|DSER
OG0010209	LOC117568467|XP_034105041.1|DALB	LOC110179518|XP_020802791.1|DSER
OG0010210	LOC117569787|XP_034106980.1|DALB	LOC110177297|XP_020799623.1|DSER
OG0010211	LOC117572081|XP_034110564.1|DALB	LOC110182570|XP_020806281.1|DSER
OG0010212	LOC117567312|XP_034103091.1|DALB	LOC110177758|XP_020800280.1|DSER
OG0010213	LOC117567313|XP_034103092.1|DALB	LOC110177756|XP_020800278.1|DSER
OG0010214	LOC117569500|XP_034106575.1|DALB	LOC110177695|XP_020800178.1|DSER
OG0010215	LOC117569802|XP_034107006.1|DALB	LOC110180375|XP_020803705.1|DSER
OG0010216	LOC117571393|XP_034109403.1|DALB	LOC110178310|XP_020801062.1|DSER
OG0010217	LOC117569768|XP_034106952.1|DALB	LOC110177962|XP_020800613.1|DSER
OG0010218	LOC117570900|XP_034108696.1|DALB	LOC110177951|XP_020800599.1|DSER
OG0010219	LOC117571252|XP_034109198.1|DALB	LOC110179739|XP_020803015.1|DSER, LOC110177957|XP_020800608.1|DSER
OG0010220	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB	LOC110191554|XP_020818092.1|DSER
OG0010221	LOC117570519|XP_034108111.1|DALB	LOC110191546|XP_020818080.1|DSER
OG0010222	LOC117572798|XP_034111794.1|DALB	LOC110177994|XP_020800651.1|DSER
OG0010223	LOC117572797|XP_034111793.1|DALB	LOC110179283|XP_020802430.1|DSER
OG0010224	LOC117569777|XP_034106968.1|DALB	LOC110176352|XP_020798340.1|DSER
OG0010225	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB	LOC110176612|XP_020798695.1|DSER
OG0010226	LOC117574640|XP_034114429.1|DALB	LOC110188583|XP_020814007.1|DSER
OG0010227	LOC117573863|XP_034113226.1|DALB	LOC110188010|XP_020813192.1|DSER
OG0010229	LOC117573633|XP_034112832.1|DALB	LOC110187892|XP_020813038.1|DSER
OG0010230	LOC117576117|XP_034116566.1|DALB	LOC110188387|XP_020813766.1|DSER
OG0010231	LOC117574496|XP_034114224.1|DALB	LOC110186702|XP_020811634.1|DSER
OG0010232	LOC117576285|XP_034116823.1|DALB	LOC110184017|XP_020808045.1|DSER
OG0010233	LOC117574802|XP_034114658.1|DALB	LOC110188551|XP_020813967.1|DSER
OG0010234	LOC117575785|XP_034116050.1|DALB	LOC110176641|XP_020798727.1|DSER
OG0010235	LOC117575982|XP_034116360.1|DALB	LOC110186740|XP_020811664.1|DSER
OG0010236	LOC117573590|XP_034112776.1|DALB	LOC110176481|XP_020798506.1|DSER
OG0010237	LOC117575474|XP_034115598.1|DALB	LOC110176459|XP_020798472.1|DSER
OG0010238	LOC117574364|XP_034114089.1|DALB	LOC110186297|XP_020811071.1|DSER, LOC110186898|XP_020811876.1|DSER
OG0010239	LOC117575457|XP_034115556.1|DALB	LOC110183846|XP_020807858.1|DSER, LOC110187903|XP_020813061.1|DSER
OG0010240	LOC117576761|XP_034117698.1|DALB	LOC110186040|XP_020810737.1|DSER
OG0010241	LOC117574409|XP_034114137.1|DALB	LOC110186711|XP_020811642.1|DSER
OG0010242	LOC117573711|XP_034112972.1|DALB	LOC110187795|XP_020812928.1|DSER
OG0010243	LOC117574227|XP_034113827.1|DALB	LOC110191210|XP_020817637.1|DSER
OG0010244	LOC117576196|XP_034116680.1|DALB	LOC110188493|XP_020813882.1|DSER
OG0010245	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB	LOC110188048|XP_020813256.1|DSER
OG0010246	LOC117575018|XP_034114988.1|DALB	LOC110186249|XP_020810990.1|DSER
OG0010247	LOC117573792|XP_034113090.1|DALB	LOC110176047|XP_020797919.1|DSER, LOC110185071|XP_020809414.1|DSER
OG0010248	LOC117576030|XP_034116430.1|DALB	LOC110187797|XP_020812930.1|DSER
OG0010249	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB	LOC110186516|XP_020811372.1|DSER
OG0010267	LOC117567727|XP_034103779.1|DALB	LOC110188820|XP_020814359.1|DSER
OG0010275	LOC117574516|XP_034114267.1|DALB	LOC110191093|XP_020817496.1|DSER
OG0010277	LOC117575978|XP_034116351.1|DALB	LOC110191343|XP_020817847.1|DSER
OG0010279	LOC117575833|XP_034116129.1|DALB	LOC110187727|XP_020812837.1|DSER
OG0010280	LOC117578018|XP_034119010.1|DALB	LOC110175997|XP_020797851.1|DSER
OG0010283	LOC117575163|XP_034115156.1|DALB	LOC110191928|XP_020818588.1|DSER
OG0010285	LOC117573516|XP_034112641.1|DALB	LOC110177335|XP_020799680.1|DSER
OG0010286	LOC117573578|XP_034112757.1|DALB	LOC110186353|XP_020811159.1|DSER
OG0010287	LOC117574233|XP_034113834.1|DALB	LOC110188030|XP_020813227.1|DSER
OG0010290	LOC117574306|XP_034114005.1|DALB	LOC110188192|XP_020813440.1|DSER
OG0010292	LOC117573820|XP_034113136.1|DALB	LOC110186152|XP_020810865.1|DSER
OG0010296	LOC117572657|XP_034111542.1|DALB	LOC110182870|XP_020806672.1|DSER
OG0010298	LOC117569080|XP_034105987.1|DALB	LOC110177920|XP_020800557.1|DSER
OG0010299	LOC117571309|XP_034109274.1|DALB	LOC110182953|XP_020806803.1|DSER
OG0010302	LOC117571333|XP_034109317.1|DALB	LOC110182320|XP_020806014.1|DSER
OG0010304	LOC117567877|XP_034104041.1|DALB	LOC110179115|XP_020802164.1|DSER
OG0010305	LOC117565412|XP_034100391.1|DALB	LOC110181611|XP_020805072.1|DSER
OG0010307	LOC117573352|XP_034112373.1|DALB	LOC110181476|XP_020804883.1|DSER
OG0010308	LOC117570025|XP_034107339.1|DALB	LOC110175926|XP_020797764.1|DSER
OG0010309	LOC117571087|XP_034108962.1|DALB	LOC110177640|XP_020800113.1|DSER
OG0010310	LOC117566228|XP_034101669.1|DALB	LOC110182459|XP_020806154.1|DSER
OG0010311	LOC117568480|XP_034105061.1|DALB	LOC110181759|XP_020805281.1|DSER
OG0010312	LOC117574318|XP_034114023.1|DALB	LOC110182037|XP_020805625.1|DSER
OG0010313	LOC117566682|XP_034102121.1|DALB	LOC110190050|XP_020816014.1|DSER
OG0010314	LOC117575236|XP_034115262.1|DALB	LOC110184139|XP_020808209.1|DSER
OG0010316	LOC117569702|XP_034106855.1|DALB	LOC110177754|XP_020800277.1|DSER
OG0010317	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB	LOC110182577|XP_020806285.1|DSER
OG0010318	LOC117577875|XP_034118724.1|DALB	LOC110180570|XP_020803923.1|DSER
OG0010319	LOC117577660|XP_034118476.1|DALB	LOC110180197|XP_020803510.1|DSER
OG0010320	LOC117577987|XP_034118974.1|DALB	LOC110181571|XP_020805021.1|DSER
OG0010321	LOC117568943|XP_034105772.1|DALB	LOC110190091|XP_020816056.1|DSER
OG0010322	LOC117572066|XP_034110537.1|DALB	LOC110190391|XP_020816503.1|DSER
OG0010324	LOC117571614|XP_034109725.1|DALB	LOC110183607|XP_020807584.1|DSER
OG0010325	LOC117571414|XP_034109444.1|DALB	LOC110176741|XP_020798844.1|DSER
OG0010326	LOC117572010|XP_034110420.1|DALB	LOC110183721|XP_020807729.1|DSER
OG0010327	LOC117572150|XP_034110680.1|DALB	LOC110189048|XP_020814674.1|DSER
OG0010328	LOC117569430|XP_034106481.1|DALB	LOC110190757|XP_020817045.1|DSER
OG0010330	LOC117569044|XP_034105933.1|DALB	LOC110178968|XP_020801932.1|DSER
OG0010331	LOC117568061|XP_034104307.1|DALB	LOC110178925|XP_020801870.1|DSER
OG0010332	LOC117577985|XP_034118973.1|DALB	LOC110187124|XP_020812193.1|DSER
OG0010334	LOC117565542|XP_034100579.1|DALB	LOC110184001|XP_020808017.1|DSER
OG0010335	LOC117577715|XP_034118509.1|DALB	LOC110181614|XP_020805075.1|DSER
OG0010336	LOC117566076|XP_034101471.1|DALB	LOC110188516|XP_020813911.1|DSER
OG0010337	LOC117565226|XP_034100128.1|DALB	LOC110188857|XP_020814422.1|DSER
OG0010338	LOC117574360|XP_034114088.1|DALB	LOC110187088|XP_020812147.1|DSER
OG0010339	LOC117566797|XP_034102234.1|DALB	LOC110189721|XP_020815570.1|DSER
OG0010340	LOC117564415|XP_034099041.1|DALB	LOC110182022|XP_020805612.1|DSER
OG0010341	LOC117573390|XP_034112485.1|DALB	LOC110182056|XP_020805671.1|DSER
OG0010342	LOC117565863|XP_034101091.1|DALB	LOC110184235|XP_020808351.1|DSER
OG0010343	LOC117577712|XP_034118510.1|DALB	LOC110185773|XP_020810435.1|DSER
OG0010344	LOC117565943|XP_034101224.1|DALB	LOC110182477|XP_020806182.1|DSER
OG0010345	LOC117566078|XP_034101453.1|DALB	LOC110180167|XP_020803484.1|DSER
OG0010346	LOC117568799|XP_034105554.1|DALB	LOC110180529|XP_020803860.1|DSER
OG0010347	LOC117576350|XP_034116930.1|DALB	LOC110182086|XP_020805726.1|DSER
OG0010348	LOC117573182|XP_034112056.1|DALB	LOC110189739|XP_020815596.1|DSER
OG0010349	LOC117576741|XP_034117667.1|DALB	LOC110181924|XP_020805518.1|DSER
OG0010350	LOC117578039|XP_034119047.1|DALB	LOC110182072|XP_020805715.1|DSER
OG0010351	LOC117572426|XP_034111143.1|DALB	LOC110180443|XP_020803772.1|DSER
OG0010352	LOC117577624|XP_034118381.1|DALB	LOC110178132|XP_020800816.1|DSER
OG0010353	LOC117566775|XP_034102212.1|DALB	LOC110179385|XP_020802568.1|DSER
OG0010354	LOC117573537|XP_034112708.1|DALB	LOC110184350|XP_020808504.1|DSER
OG0010355	LOC117576988|XP_034118068.1|DALB	LOC110182839|XP_020806631.1|DSER
OG0010356	LOC117571745|XP_034109988.1|DALB	LOC110176081|XP_020797981.1|DSER
OG0010357	LOC117577588|XP_034118323.1|DALB	LOC110184373|XP_020808531.1|DSER
OG0010358	LOC117571357|XP_034109360.1|DALB	LOC110184330|XP_020808484.1|DSER
OG0010359	LOC117567069|XP_034102706.1|DALB	LOC110180548|XP_020803901.1|DSER
OG0010360	LOC117570267|XP_034107676.1|DALB	LOC110177218|XP_020799495.1|DSER
OG0010361	LOC117567174|XP_034102885.1|DALB	LOC110180553|XP_020803907.1|DSER
OG0010362	LOC117577656|XP_034118435.1|DALB	LOC110179491|XP_020802724.1|DSER
OG0010363	LOC117567350|XP_034103178.1|DALB	LOC110184186|XP_020808256.1|DSER
OG0010364	LOC117563401|XP_034097629.1|DALB	LOC110181709|XP_020805217.1|DSER
OG0010365	LOC117577799|XP_034118617.1|DALB	LOC110188651|XP_020814087.1|DSER
OG0010366	LOC117576437|XP_034117089.1|DALB	LOC110181484|XP_020804895.1|DSER
OG0010367	LOC117567445|XP_034103348.1|DALB	LOC110179604|XP_020802861.1|DSER
OG0010368	LOC117577960|XP_034118898.1|DALB	LOC110179601|XP_020802858.1|DSER
OG0010369	LOC117569434|XP_034106491.1|DALB	LOC110182557|XP_020806268.1|DSER
OG0010370	LOC117577921|XP_034118808.1|DALB	LOC110179062|XP_020802083.1|DSER
OG0010371	LOC117578078|XP_034119120.1|DALB	LOC110182223|XP_020805909.1|DSER
OG0010372	LOC117567815|XP_034103946.1|DALB	LOC110184143|XP_020808212.1|DSER
OG0010373	LOC117576583|XP_034117359.1|DALB	LOC110184199|XP_020808301.1|DSER
OG0010374	LOC117565403|XP_034100381.1|DALB	LOC110181610|XP_020805071.1|DSER
OG0010375	LOC117567968|XP_034104171.1|DALB	LOC110181609|XP_020805070.1|DSER
OG0010376	LOC117564712|XP_034099487.1|DALB	LOC110187139|XP_020812212.1|DSER
OG0010377	LOC117567974|XP_034104186.1|DALB	LOC110180364|XP_020803689.1|DSER
OG0010378	LOC117563981|XP_034098467.1|DALB	LOC110182466|XP_020806163.1|DSER
OG0010379	LOC117577889|XP_034118758.1|DALB	LOC110181796|XP_020805337.1|DSER
OG0010380	LOC117577763|XP_034118565.1|DALB	LOC110178023|XP_020800697.1|DSER
OG0010381	LOC117577831|XP_034118662.1|DALB	LOC110178046|XP_020800719.1|DSER
OG0010382	LOC117570418|XP_034107940.1|DALB	LOC110178038|XP_020800714.1|DSER
OG0010383	LOC117577934|XP_034118830.1|DALB	LOC110178045|XP_020800718.1|DSER
OG0010384	LOC117569901|XP_034107173.1|DALB	LOC110179497|XP_020802730.1|DSER
OG0010385	LOC117563226|XP_034097320.1|DALB	LOC110186026|XP_020810721.1|DSER
OG0010386	LOC117564670|XP_034099424.1|DALB	LOC110185736|XP_020810386.1|DSER
OG0010387	LOC117565544|XP_034100581.1|DALB	LOC110186036|XP_020810732.1|DSER
OG0010388	LOC117564706|XP_034099476.1|DALB	LOC110187370|XP_020812420.1|DSER
OG0010389	LOC117563676|XP_034097993.1|DALB	LOC110183802|XP_020807814.1|DSER
OG0010390	LOC117563446|XP_034097676.1|DALB	LOC110185955|XP_020810632.1|DSER
OG0010391	LOC117565804|XP_034100984.1|DALB	LOC110185796|XP_020810459.1|DSER
OG0010392	LOC117563584|XP_034097861.1|DALB	LOC110181437|XP_020804838.1|DSER
OG0010393	LOC117563639|XP_034097939.1|DALB	LOC110185923|XP_020810595.1|DSER
OG0010394	LOC117563364|XP_034097553.1|DALB	LOC110180582|XP_020803932.1|DSER
OG0010395	LOC117564642|XP_034099393.1|DALB	LOC110186060|XP_020810756.1|DSER
OG0010396	LOC117564814|XP_034099627.1|DALB	LOC110183036|XP_020806881.1|DSER
OG0010397	LOC117563661|XP_034097968.1|DALB	LOC110185943|XP_020810617.1|DSER
OG0010398	LOC117564561|XP_034099285.1|DALB	LOC110185075|XP_020809413.1|DSER
OG0010399	LOC117564680|XP_034099441.1|DALB	LOC110185079|XP_020809417.1|DSER
OG0010400	LOC117563695|XP_034098030.1|DALB	LOC110185128|XP_020809484.1|DSER
OG0010401	LOC117565822|XP_034101017.1|DALB	LOC110185127|XP_020809483.1|DSER
OG0010402	LOC117566065|XP_034101412.1|DALB	LOC110177894|XP_020800522.1|DSER
OG0010403	LOC117566109|XP_034101470.1|DALB	LOC110177876|XP_020800500.1|DSER
OG0010404	LOC117563387|XP_034097609.1|DALB	LOC110185738|XP_020810388.1|DSER
OG0010405	LOC117563389|XP_034097612.1|DALB	LOC110185764|XP_020810426.1|DSER
OG0010406	LOC117563390|XP_034097613.1|DALB	LOC110185824|XP_020810490.1|DSER
OG0010407	LOC117563770|XP_034098168.1|DALB, LOC117563774|XP_034098172.1|DALB, LOC117563773|XP_034098171.1|DALB	LOC110185881|XP_020810551.1|DSER, LOC110183321|XP_020807230.1|DSER
OG0010409	LOC117564489|XP_034099187.1|DALB	LOC110185564|XP_020810142.1|DSER
OG0010410	LOC117565216|XP_034100117.1|DALB	LOC110186070|XP_020810764.1|DSER
OG0010411	LOC117564134|XP_034098685.1|DALB	LOC110183988|XP_020808004.1|DSER
OG0010412	LOC117565135|XP_034099996.1|DALB	LOC110187285|XP_020812333.1|DSER
OG0010413	LOC117566176|XP_034101572.1|DALB	LOC110182263|XP_020805940.1|DSER
OG0010414	LOC117566178|XP_034101575.1|DALB	LOC110182298|XP_020805977.1|DSER
OG0010415	LOC117565267|XP_034100183.1|DALB	LOC110181204|XP_020804544.1|DSER
OG0010416	LOC117565758|XP_034100902.1|DALB	LOC110183471|XP_020807409.1|DSER
OG0010417	LOC117565750|XP_034100889.1|DALB	LOC110183473|XP_020807410.1|DSER
OG0010418	LOC117565452|XP_034100442.1|DALB	LOC110183488|XP_020807429.1|DSER
OG0010419	LOC117563895|XP_034098347.1|DALB	LOC110183489|XP_020807430.1|DSER
OG0010420	LOC117564916|XP_034099760.1|DALB	LOC110181202|XP_020804542.1|DSER
OG0010421	LOC117564555|XP_034099279.1|DALB	LOC110183108|XP_020806957.1|DSER
OG0010422	LOC117564937|XP_034099781.1|DALB	LOC110183947|XP_020807967.1|DSER
OG0010423	LOC117565971|XP_034101258.1|DALB	LOC110181390|XP_020804780.1|DSER
OG0010424	LOC117565551|XP_034100608.1|DALB	LOC110182615|XP_020806336.1|DSER
OG0010425	LOC117564474|XP_034099166.1|DALB	LOC110187471|XP_020812517.1|DSER
OG0010426	LOC117565492|XP_034100490.1|DALB	LOC110187482|XP_020812528.1|DSER
OG0010427	LOC117565171|XP_034100053.1|DALB	LOC110187434|XP_020812483.1|DSER
OG0010428	LOC117564438|XP_034099067.1|DALB	LOC110187449|XP_020812497.1|DSER
OG0010429	LOC117564592|XP_034099330.1|DALB	LOC110177039|XP_020799214.1|DSER
OG0010430	LOC117563705|XP_034098043.1|DALB	LOC110181146|XP_020804478.1|DSER
OG0010431	LOC117565476|XP_034100474.1|DALB	LOC110182619|XP_020806343.1|DSER
OG0010432	LOC117565323|XP_034100253.1|DALB	LOC110182605|XP_020806326.1|DSER
OG0010433	LOC117565281|XP_034100199.1|DALB	LOC110187581|XP_020812626.1|DSER
OG0010434	LOC117564961|XP_034099807.1|DALB	LOC110182292|XP_020805970.1|DSER
OG0010435	LOC117566129|XP_034101498.1|DALB	LOC110182336|XP_020806027.1|DSER
OG0010436	LOC117565390|XP_034100361.1|DALB	LOC110183186|XP_020807034.1|DSER
OG0010437	LOC117563259|XP_034097372.1|DALB	LOC110185641|XP_020810256.1|DSER
OG0010438	LOC117564475|XP_034099167.1|DALB	LOC110185087|XP_020809430.1|DSER
OG0010439	LOC117564245|XP_034098830.1|DALB	LOC110185107|XP_020809456.1|DSER
OG0010440	LOC117565292|XP_034100216.1|DALB	LOC110184921|XP_020809225.1|DSER
OG0010441	LOC117565291|XP_034100215.1|DALB	LOC110184867|XP_020809172.1|DSER
OG0010442	LOC117565351|XP_034100300.1|DALB	LOC110176606|XP_020798689.1|DSER
OG0010443	LOC117564566|XP_034099290.1|DALB	LOC110183140|XP_020806989.1|DSER
OG0010444	LOC117565642|XP_034100744.1|DALB	LOC110183137|XP_020806986.1|DSER
OG0010445	LOC117564907|XP_034099751.1|DALB	LOC110184884|XP_020809188.1|DSER
OG0010446	LOC117563281|XP_034097408.1|DALB	LOC110178209|XP_020800906.1|DSER
OG0010447	LOC117571481|XP_034109535.1|DALB	LOC110183672|XP_020807666.1|DSER
OG0010448	LOC117568425|XP_034104972.1|DALB	LOC110184784|XP_020809083.1|DSER
OG0010449	LOC117569568|XP_034106681.1|DALB	LOC110187560|XP_020812611.1|DSER
OG0010450	LOC117568313|XP_034104755.1|DALB	LOC110178655|XP_020801506.1|DSER
OG0010451	LOC117568132|XP_034104431.1|DALB	LOC110178627|XP_020801472.1|DSER
OG0010452	LOC117568223|XP_034104587.1|DALB	LOC110190720|XP_020817001.1|DSER
OG0010453	LOC117568220|XP_034104585.1|DALB	LOC110190604|XP_020816857.1|DSER
OG0010454	LOC117571116|XP_034109002.1|DALB	LOC110183592|XP_020807564.1|DSER
OG0010455	LOC117571832|XP_034110103.1|DALB	LOC110190686|XP_020816955.1|DSER
OG0010456	LOC117571872|XP_034110208.1|DALB	LOC110185209|XP_020809597.1|DSER
OG0010457	LOC117569479|XP_034106539.1|DALB	LOC110190096|XP_020816062.1|DSER
OG0010458	LOC117571954|XP_034110343.1|DALB	LOC110190095|XP_020816061.1|DSER
OG0010459	LOC117570464|XP_034108017.1|DALB	LOC110190382|XP_020816471.1|DSER
OG0010460	LOC117571972|XP_034110365.1|DALB	LOC110190088|XP_020816053.1|DSER
OG0010461	LOC117566411|XP_034101824.1|DALB	LOC110185145|XP_020809506.1|DSER
OG0010462	LOC117568553|XP_034105164.1|DALB	LOC110178782|XP_020801687.1|DSER
OG0010463	LOC117570949|XP_034108774.1|DALB	LOC110190740|XP_020817021.1|DSER
OG0010464	LOC117570522|XP_034108114.1|DALB	LOC110190743|XP_020817025.1|DSER
OG0010465	LOC117570723|XP_034108426.1|DALB	LOC110190455|XP_020816614.1|DSER
OG0010466	LOC117569427|XP_034106477.1|DALB	LOC110190444|XP_020816603.1|DSER
OG0010467	LOC117569431|XP_034106482.1|DALB	LOC110190452|XP_020816612.1|DSER
OG0010468	LOC117569701|XP_034106854.1|DALB	LOC110190133|XP_020816115.1|DSER
OG0010469	LOC117572501|XP_034111243.1|DALB	LOC110177631|XP_020800105.1|DSER
OG0010470	LOC117569199|XP_034106158.1|DALB	LOC110189093|XP_020814724.1|DSER
OG0010471	LOC117568996|XP_034105862.1|DALB	LOC110189079|XP_020814709.1|DSER
OG0010472	LOC117571884|XP_034110234.1|DALB	LOC110188868|XP_020814440.1|DSER
OG0010473	LOC117568994|XP_034105857.1|DALB	LOC110176302|XP_020798282.1|DSER
OG0010474	LOC117567837|XP_034103976.1|DALB	LOC110184791|XP_020809089.1|DSER
OG0010475	LOC117572266|XP_034110856.1|DALB	LOC110190774|XP_020817065.1|DSER
OG0010476	LOC117571757|XP_034109998.1|DALB	LOC110190674|XP_020816938.1|DSER
OG0010477	LOC117570926|XP_034108747.1|DALB	LOC110177598|XP_020800052.1|DSER
OG0010478	LOC117571411|XP_034109440.1|DALB	LOC110176744|XP_020798846.1|DSER
OG0010479	LOC117570823|XP_034108577.1|DALB	LOC110176708|XP_020798806.1|DSER
OG0010480	LOC117569578|XP_034106692.1|DALB	LOC110190214|XP_020816229.1|DSER
