Orthogroup	DALB.longest_only	CPIP.longest_only
OG0006159	LOC117571145|XP_034109038.1|DALB	LOC120429108|XP_039450206.1|CPIP
OG0006160	LOC117567906|XP_034104074.1|DALB	LOC120412519|XP_039428948.1|CPIP
OG0006161	LOC117568858|XP_034105630.1|DALB	LOC120417400|XP_039435365.1|CPIP
OG0006162	LOC117573179|XP_034112040.1|DALB	LOC120429201|XP_039450342.1|CPIP
OG0006181	LOC117573637|XP_034112836.1|DALB	LOC120415038|XP_039432345.1|CPIP
OG0006184	LOC117573710|XP_034112971.1|DALB	LOC120415855|XP_039433425.1|CPIP
OG0006185	LOC117574594|XP_034114369.1|DALB	LOC120431097|XP_039452189.1|CPIP
OG0006186	LOC117573717|XP_034112977.1|DALB	LOC120415065|XP_039432385.1|CPIP
OG0006187	LOC117576586|XP_034117364.1|DALB	LOC120431108|XP_039452198.1|CPIP
OG0006188	LOC117574098|XP_034113633.1|DALB	LOC120422044|XP_039441305.1|CPIP
OG0006189	LOC117574137|XP_034113699.1|DALB	LOC120422045|XP_039441306.1|CPIP
OG0006190	LOC117574135|XP_034113691.1|DALB	LOC120422065|XP_039441339.1|CPIP
OG0006191	LOC117573607|XP_034112795.1|DALB	LOC120421059|XP_039440138.1|CPIP
OG0006192	LOC117577804|XP_034118626.1|DALB	LOC120421082|XP_039440163.1|CPIP
OG0006193	LOC117563966|XP_034098444.1|DALB	LOC120421070|XP_039440149.1|CPIP
OG0006196	LOC117575439|XP_034115533.1|DALB	LOC120415053|XP_039432360.1|CPIP
OG0006197	LOC117573141|XP_034111964.1|DALB	LOC120415067|XP_039432388.1|CPIP
OG0006198	LOC117572014|XP_034110437.1|DALB	LOC120415071|XP_039432399.1|CPIP
OG0006199	LOC117576544|XP_034117273.1|DALB	LOC120415050|XP_039432358.1|CPIP
OG0006200	LOC117576182|XP_034116663.1|DALB	LOC120424019|XP_039443967.1|CPIP
OG0006202	LOC117570408|XP_034107928.1|DALB	LOC120429963|XP_039450989.1|CPIP
OG0006203	LOC117578160|XP_034119325.1|DALB	LOC120429961|XP_039450985.1|CPIP
OG0006205	LOC117563794|XP_034098219.1|DALB	LOC120430286|XP_039451313.1|CPIP
OG0006206	LOC117564500|XP_034099207.1|DALB	LOC120413710|XP_039430566.1|CPIP
OG0006207	LOC117565631|XP_034100732.1|DALB	LOC120413715|XP_039430572.1|CPIP
OG0006208	LOC117570319|XP_034107752.1|DALB	LOC120413714|XP_039430569.1|CPIP
OG0006209	LOC117576532|XP_034117251.1|DALB	LOC120413733|XP_039430593.1|CPIP
OG0006210	LOC117578096|XP_034119155.1|DALB	LOC120431692|XP_039452772.1|CPIP
OG0006211	LOC117564903|XP_034099747.1|DALB	LOC120430283|XP_039451309.1|CPIP
OG0006212	LOC117564902|XP_034099745.1|DALB	LOC120430282|XP_039451308.1|CPIP
OG0006213	LOC117574995|XP_034114959.1|DALB	LOC120419293|XP_039437893.1|CPIP
OG0006214	LOC117568312|XP_034104757.1|DALB	LOC120419283|XP_039437883.1|CPIP
OG0006215	LOC117578044|XP_034119053.1|DALB	LOC120419270|XP_039437865.1|CPIP
OG0006216	LOC117575137|XP_034115134.1|DALB	LOC120418131|XP_039436343.1|CPIP
OG0006217	LOC117571869|XP_034110209.1|DALB	LOC120418118|XP_039436327.1|CPIP
OG0006218	LOC117563683|XP_034098005.1|DALB	LOC120418128|XP_039436340.1|CPIP
OG0006219	LOC117563383|XP_034097589.1|DALB	LOC120432272|XP_039453386.1|CPIP
OG0006220	LOC117570666|XP_034108344.1|DALB	LOC120432270|XP_039453385.1|CPIP
OG0006221	LOC117575277|XP_034115309.1|DALB	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC117575542|XP_034115687.1|DALB	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC117573528|XP_034112669.1|DALB	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC117578248|XP_034119559.1|DALB	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC117577591|XP_034118328.1|DALB	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC117572130|XP_034110655.1|DALB	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC117563811|XP_034098237.1|DALB, LOC117577308|XP_034118170.1|DALB	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC117571784|XP_034110034.1|DALB	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC117573225|XP_034112152.1|DALB	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC117568070|XP_034104324.1|DALB	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC117577924|XP_034118811.1|DALB	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC117570041|XP_034107361.1|DALB	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC117575227|XP_034115250.1|DALB	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC117572718|XP_034111675.1|DALB	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC117577828|XP_034118658.1|DALB	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC117566213|XP_034101649.1|DALB	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC117577761|XP_034118563.1|DALB	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC117572387|XP_034111054.1|DALB	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC117574956|XP_034114909.1|DALB	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC117575257|XP_034115284.1|DALB	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC117572688|XP_034111627.1|DALB	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC117571062|XP_034108925.1|DALB	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC117574814|XP_034114673.1|DALB	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC117576314|XP_034116857.1|DALB	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC117576929|XP_034117963.1|DALB	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC117573546|XP_034112720.1|DALB	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC117570941|XP_034108764.1|DALB	LOC120413345|XP_039430057.1|CPIP
OG0006249	LOC117565582|XP_034100670.1|DALB	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC117563322|XP_034097480.1|DALB	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC117575791|XP_034116058.1|DALB	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC117575790|XP_034116057.1|DALB	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC117567899|XP_034104103.1|DALB	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC117576368|XP_034116947.1|DALB	LOC120417691|XP_039435761.1|CPIP
OG0006256	LOC117572711|XP_034111663.1|DALB	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC117578110|XP_034119184.1|DALB	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC117570514|XP_034108108.1|DALB	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC117578095|XP_034119153.1|DALB	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC117563834|XP_034098254.1|DALB	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC117568576|XP_034105200.1|DALB	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC117569142|XP_034106067.1|DALB	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC117564606|XP_034099356.1|DALB	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC117571781|XP_034110029.1|DALB	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC117577895|XP_034118769.1|DALB	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC117578092|XP_034119150.1|DALB	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC117572495|XP_034111236.1|DALB	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC117576446|XP_034117100.1|DALB	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC117574327|XP_034114028.1|DALB	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC117576506|XP_034117200.1|DALB	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC117568966|XP_034105815.1|DALB	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC117577854|XP_034118691.1|DALB	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC117570983|XP_034108824.1|DALB	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC117569371|XP_034106393.1|DALB	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC117569166|XP_034106122.1|DALB	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC117570672|XP_034108364.1|DALB	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC117577684|XP_034118470.1|DALB	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC117578186|XP_034119390.1|DALB	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC117578187|XP_034119395.1|DALB	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC117566976|XP_034102532.1|DALB	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC117575175|XP_034115177.1|DALB	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC117567811|XP_034103937.1|DALB	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC117576110|XP_034116559.1|DALB	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC117575841|XP_034116141.1|DALB	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC117570249|XP_034107653.1|DALB	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC117576107|XP_034116556.1|DALB	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC117574716|XP_034114529.1|DALB	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC117577952|XP_034118880.1|DALB	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC117563325|XP_034097479.1|DALB	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC117570189|XP_034107569.1|DALB	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC117572753|XP_034111728.1|DALB	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC117563954|XP_034098422.1|DALB	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC117568564|XP_034105222.1|DALB	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC117567209|XP_034102932.1|DALB	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC117576310|XP_034116859.1|DALB	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC117563992|XP_034098475.1|DALB	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC117566867|XP_034102360.1|DALB, LOC117574245|XP_034113868.1|DALB	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC117578148|XP_034119256.1|DALB	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC117577971|XP_034118943.1|DALB	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC117567325|XP_034103127.1|DALB	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC117567761|XP_034103843.1|DALB	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC117573386|XP_034112474.1|DALB	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC117573393|XP_034112484.1|DALB	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC117573072|XP_034111840.1|DALB	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC117576377|XP_034116966.1|DALB	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC117567289|XP_034103055.1|DALB	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC117565347|XP_034100297.1|DALB	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC117576500|XP_034117170.1|DALB	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC117565709|XP_034100848.1|DALB	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC117577571|XP_034118298.1|DALB	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC117577768|XP_034118570.1|DALB	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC117578145|XP_034119302.1|DALB	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC117574607|XP_034114384.1|DALB	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC117572526|XP_034111276.1|DALB	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC117577593|XP_034118331.1|DALB	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC117563756|XP_034098140.1|DALB	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC117569210|XP_034106173.1|DALB	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC117577852|XP_034118686.1|DALB	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC117577620|XP_034118365.1|DALB	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC117578244|XP_034119554.1|DALB	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC117577809|XP_034118631.1|DALB	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC117576362|XP_034116985.1|DALB	LOC120424688|XP_039444797.1|CPIP
OG0006326	LOC117572805|XP_034111797.1|DALB	LOC120417706|XP_039435786.1|CPIP
OG0006328	LOC117573513|XP_034112632.1|DALB	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC117570989|XP_034109219.1|DALB	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC117576523|XP_034117233.1|DALB	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC117567549|XP_034103502.1|DALB	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC117567119|XP_034102819.1|DALB	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC117563891|XP_034098346.1|DALB	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC117568630|XP_034105350.1|DALB	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC117573295|XP_034112291.1|DALB	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC117577646|XP_034118418.1|DALB	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC117566399|XP_034101803.1|DALB	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC117575224|XP_034115242.1|DALB	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC117575879|XP_034116212.1|DALB	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC117578122|XP_034119200.1|DALB	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC117577905|XP_034118793.1|DALB	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC117577901|XP_034118782.1|DALB	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC117577900|XP_034118781.1|DALB	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC117572138|XP_034110672.1|DALB	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC117573383|XP_034112461.1|DALB	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC117576126|XP_034116576.1|DALB	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC117576575|XP_034117336.1|DALB	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC117567462|XP_034103370.1|DALB	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC117577898|XP_034118772.1|DALB, LOC117577897|XP_034118771.1|DALB	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC117575134|XP_034115129.1|DALB	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC117577685|XP_034118477.1|DALB	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC117570729|XP_034108442.1|DALB	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC117574855|XP_034114758.1|DALB	LOC120416237|XP_039433868.1|CPIP
OG0006355	LOC117572237|XP_034110813.1|DALB	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC117566316|XP_034101702.1|DALB	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC117568507|XP_034105097.1|DALB	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC117572502|XP_034111244.1|DALB	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC117575684|XP_034115881.1|DALB	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC117563757|XP_034098155.1|DALB	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC117575995|XP_034116385.1|DALB	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC117578035|XP_034119043.1|DALB	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC117563784|XP_034098197.1|DALB	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC117563403|XP_034097627.1|DALB	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC117578027|XP_034119017.1|DALB	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC117577093|XP_034118089.1|DALB	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC117577813|XP_034118635.1|DALB	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC117575043|XP_034115015.1|DALB	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC117576655|XP_034117499.1|DALB	LOC120414160|XP_039431135.1|CPIP
OG0006373	LOC117576686|XP_034117576.1|DALB	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC117577801|XP_034118620.1|DALB	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC117564240|XP_034098827.1|DALB	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC117578181|XP_034119385.1|DALB	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC117576004|XP_034116402.1|DALB	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC117575133|XP_034115126.1|DALB	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC117575397|XP_034115468.1|DALB	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC117571413|XP_034109445.1|DALB	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC117577615|XP_034118357.1|DALB	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC117565312|XP_034100280.1|DALB	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC117569896|XP_034107132.1|DALB	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC117577634|XP_034118393.1|DALB	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006386	LOC117565042|XP_034099880.1|DALB	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC117576041|XP_034116457.1|DALB	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC117574081|XP_034113609.1|DALB	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC117574132|XP_034113686.1|DALB	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC117575220|XP_034115237.1|DALB	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC117576485|XP_034117150.1|DALB	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC117568617|XP_034105284.1|DALB	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC117565795|XP_034100969.1|DALB	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC117574185|XP_034113768.1|DALB	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC117576448|XP_034117104.1|DALB	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC117577862|XP_034118701.1|DALB	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC117576346|XP_034116918.1|DALB	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC117577655|XP_034118433.1|DALB	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC117573287|XP_034112284.1|DALB	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC117573280|XP_034112262.1|DALB	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC117571052|XP_034108911.1|DALB	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC117574078|XP_034113603.1|DALB	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC117576925|XP_034117959.1|DALB	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC117575716|XP_034115944.1|DALB	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC117569968|XP_034107236.1|DALB	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC117571297|XP_034109300.1|DALB	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC117573210|XP_034112106.1|DALB	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC117577765|XP_034118571.1|DALB	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC117577573|XP_034118301.1|DALB	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC117569320|XP_034106339.1|DALB, LOC117564223|XP_034098804.1|DALB	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC117575007|XP_034114975.1|DALB	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC117575386|XP_034115451.1|DALB	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC117563940|XP_034098443.1|DALB	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC117571534|XP_034109618.1|DALB	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC117578312|XP_034119652.1|DALB	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC117574224|XP_034113821.1|DALB	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC117573643|XP_034112849.1|DALB	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC117564495|XP_034099200.1|DALB	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC117563412|XP_034097636.1|DALB	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC117576230|XP_034116738.1|DALB	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC117576231|XP_034116739.1|DALB	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC117576229|XP_034116734.1|DALB	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC117576228|XP_034116733.1|DALB	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC117576965|XP_034118033.1|DALB	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC117573895|XP_034113291.1|DALB, LOC117573894|XP_034113284.1|DALB	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC117576630|XP_034117446.1|DALB	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC117571150|XP_034109046.1|DALB	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC117575818|XP_034116106.1|DALB	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC117576723|XP_034117633.1|DALB	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC117575789|XP_034116055.1|DALB	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC117565259|XP_034100170.1|DALB	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC117574004|XP_034113465.1|DALB	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC117571044|XP_034108902.1|DALB	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC117575077|XP_034115171.1|DALB	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC117565763|XP_034100921.1|DALB	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC117574859|XP_034114765.1|DALB	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC117574860|XP_034114766.1|DALB	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC117573630|XP_034112823.1|DALB	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC117575665|XP_034115842.1|DALB	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC117575091|XP_034115083.1|DALB	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC117575296|XP_034115337.1|DALB	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC117575058|XP_034115030.1|DALB	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC117575577|XP_034115732.1|DALB	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC117574188|XP_034113772.1|DALB	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC117575957|XP_034116327.1|DALB	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC117563993|XP_034098473.1|DALB	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC117577938|XP_034118834.1|DALB	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC117564377|XP_034098988.1|DALB	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC117570340|XP_034107786.1|DALB	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC117578257|XP_034119568.1|DALB	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC117576436|XP_034117078.1|DALB	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC117574532|XP_034114285.1|DALB	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC117573767|XP_034113053.1|DALB	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC117565247|XP_034100149.1|DALB	LOC120416386|XP_039434060.1|CPIP
OG0006460	LOC117574166|XP_034113746.1|DALB	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC117574954|XP_034114902.1|DALB	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC117575633|XP_034115804.1|DALB	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC117576349|XP_034116925.1|DALB	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC117570491|XP_034108073.1|DALB	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC117578055|XP_034119077.1|DALB	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC117577623|XP_034118380.1|DALB	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC117575331|XP_034115379.1|DALB	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC117576977|XP_034118047.1|DALB	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC117573966|XP_034113400.1|DALB	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC117566803|XP_034102241.1|DALB	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC117576514|XP_034117214.1|DALB	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC117576513|XP_034117213.1|DALB	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC117569212|XP_034106176.1|DALB	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC117572727|XP_034111689.1|DALB	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC117573370|XP_034112389.1|DALB	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC117574090|XP_034113621.1|DALB	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC117574649|XP_034114447.1|DALB	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC117574010|XP_034113483.1|DALB	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC117574008|XP_034113475.1|DALB	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC117572372|XP_034111030.1|DALB	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC117565939|XP_034101216.1|DALB	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC117573823|XP_034113141.1|DALB	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC117574133|XP_034113688.1|DALB	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC117575832|XP_034116128.1|DALB	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC117576814|XP_034117775.1|DALB	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC117576085|XP_034116524.1|DALB	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC117576773|XP_034117715.1|DALB	LOC120427897|XP_039448766.1|CPIP
