Orthogroup	DALB.longest_only	HILL.longest_only
OG0008878	LOC117563440|XP_034097667.1|DALB	LOC119647885|XP_037905110.1|HILL
OG0008881	LOC117570657|XP_034108333.1|DALB	LOC119647216|XP_037903972.1|HILL
OG0008883	LOC117576442|XP_034117096.1|DALB	LOC119658801|XP_037922449.1|HILL
OG0008884	LOC117574849|XP_034114739.1|DALB	LOC119660387|XP_037924839.1|HILL
OG0008885	LOC117563596|XP_034097875.1|DALB	LOC119650933|XP_037910090.1|HILL
OG0008886	LOC117568710|XP_034105415.1|DALB	LOC119655445|XP_037917267.1|HILL
OG0008887	LOC117570567|XP_034108190.1|DALB	LOC119659660|XP_037923801.1|HILL
OG0008889	LOC117571535|XP_034109615.1|DALB	LOC119660979|XP_037925990.1|HILL
OG0008891	LOC117567569|XP_034103527.1|DALB	LOC119647408|XP_037904212.1|HILL
OG0008892	LOC117570826|XP_034108581.1|DALB	LOC119660794|XP_037925536.1|HILL
OG0008893	LOC117567304|XP_034103080.1|DALB	LOC119659288|XP_037923229.1|HILL
OG0008895	LOC117575804|XP_034116082.1|DALB	LOC119659336|XP_037923306.1|HILL
OG0008897	LOC117576683|XP_034117570.1|DALB	LOC119660513|XP_037925057.1|HILL
OG0008898	LOC117570274|XP_034107681.1|DALB	LOC119653683|XP_037914472.1|HILL
OG0008899	LOC117566122|XP_034101489.1|DALB	LOC119656195|XP_037918495.1|HILL
OG0008900	LOC117563234|XP_034097328.1|DALB	LOC119651674|XP_037911294.1|HILL
OG0008901	LOC117569169|XP_034106126.1|DALB	LOC119649002|XP_037906872.1|HILL
OG0008902	LOC117573151|XP_034111994.1|DALB	LOC119660885|XP_037925731.1|HILL
OG0008903	LOC117565819|XP_034101010.1|DALB	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	LOC117566545|XP_034101977.1|DALB	LOC119660474|XP_037924992.1|HILL
OG0008905	LOC117573089|XP_034111877.1|DALB	LOC119660991|XP_037926007.1|HILL
OG0008906	LOC117568880|XP_034105671.1|DALB	LOC119649724|XP_037907932.1|HILL
OG0008908	LOC117576243|XP_034116753.1|DALB	LOC119659189|XP_037923077.1|HILL
OG0008909	LOC117573395|XP_034112489.1|DALB	LOC119657223|XP_037919962.1|HILL
OG0008910	LOC117576318|XP_034116866.1|DALB	LOC119659166|XP_037923045.1|HILL
OG0008913	LOC117574803|XP_034114659.1|DALB	LOC119650939|XP_037910097.1|HILL
OG0008914	LOC117574757|XP_034114592.1|DALB	LOC119657618|XP_037920549.1|HILL
OG0008915	LOC117576181|XP_034116661.1|DALB	LOC119652900|XP_037913201.1|HILL
OG0008917	LOC117565330|XP_034100267.1|DALB	LOC119660762|XP_037925456.1|HILL
OG0008923	LOC117570116|XP_034107470.1|DALB	LOC119659201|XP_037923097.1|HILL
OG0008925	LOC117567092|XP_034102763.1|DALB	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL
OG0008931	LOC117571546|XP_034109630.1|DALB	LOC119647158|XP_037903893.1|HILL
OG0008933	LOC117569189|XP_034106149.1|DALB	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL
OG0008935	LOC117571468|XP_034109512.1|DALB	LOC119648742|XP_037906489.1|HILL
OG0008936	LOC117571331|XP_034109313.1|DALB	LOC119655807|XP_037917835.1|HILL
OG0008938	LOC117571470|XP_034109514.1|DALB	LOC119655926|XP_037918025.1|HILL
OG0008939	LOC117568945|XP_034105774.1|DALB	LOC119654889|XP_037916433.1|HILL
OG0008940	LOC117567656|XP_034103659.1|DALB	LOC119655215|XP_037916919.1|HILL
OG0008941	LOC117566119|XP_034101487.1|DALB	LOC119652985|XP_037913336.1|HILL
OG0008942	LOC117572492|XP_034111237.1|DALB	LOC119657439|XP_037920274.1|HILL
OG0008944	LOC117577385|XP_034118188.1|DALB	LOC119656926|XP_037919547.1|HILL
OG0008945	LOC117570055|XP_034107413.1|DALB	LOC119661430|XP_037926703.1|HILL
OG0008946	LOC117575179|XP_034115183.1|DALB	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL
OG0008948	LOC117574910|XP_034114846.1|DALB, LOC117576289|XP_034116832.1|DALB, LOC117577321|XP_034118174.1|DALB, LOC117578107|XP_034119178.1|DALB	LOC119655393|XP_037917198.1|HILL
OG0008950	LOC117576602|XP_034117393.1|DALB	LOC119656087|XP_037918318.1|HILL
OG0008956	LOC117571696|XP_034109881.1|DALB	LOC119648667|XP_037906383.1|HILL
OG0008958	LOC117571023|XP_034108874.1|DALB	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL
OG0008960	LOC117572464|XP_034111197.1|DALB	LOC119650357|XP_037908967.1|HILL
OG0008968	LOC117564574|XP_034099306.1|DALB	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL
OG0008991	LOC117575950|XP_034116304.1|DALB	LOC119659421|XP_037923423.1|HILL
OG0008992	LOC117575677|XP_034115856.1|DALB	LOC119651091|XP_037910372.1|HILL
OG0008994	LOC117565963|XP_034101250.1|DALB	LOC119646475|XP_037902857.1|HILL
OG0008996	LOC117574371|XP_034114099.1|DALB	LOC119658447|XP_037921779.1|HILL
OG0009002	LOC117573639|XP_034112840.1|DALB	LOC119660139|XP_037924465.1|HILL
OG0009005	LOC117563329|XP_034097484.1|DALB	LOC119646720|XP_037903227.1|HILL
OG0009008	LOC117576191|XP_034116674.1|DALB	LOC119658631|XP_037922073.1|HILL
OG0009009	LOC117572752|XP_034111727.1|DALB	LOC119647859|XP_037905055.1|HILL
OG0009010	LOC117569507|XP_034106581.1|DALB	LOC119660924|XP_037925831.1|HILL
OG0009011	LOC117572112|XP_034110624.1|DALB	LOC119647672|XP_037904678.1|HILL
OG0009012	LOC117569863|XP_034107087.1|DALB	LOC119655380|XP_037917176.1|HILL
OG0009013	LOC117577242|XP_034118124.1|DALB	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL
OG0009014	LOC117571645|XP_034109771.1|DALB	LOC119648214|XP_037905750.1|HILL
OG0009015	LOC117571417|XP_034109448.1|DALB	LOC119649114|XP_037907042.1|HILL
OG0009016	LOC117568995|XP_034105861.1|DALB	LOC119648779|XP_037906542.1|HILL
OG0009017	LOC117564666|XP_034099420.1|DALB	LOC119660980|XP_037925991.1|HILL
OG0009018	LOC117573142|XP_034111969.1|DALB	LOC119660751|XP_037925433.1|HILL
OG0009019	LOC117573098|XP_034111891.1|DALB	LOC119660915|XP_037925803.1|HILL
OG0009020	LOC117574029|XP_034113513.1|DALB	LOC119652893|XP_037913192.1|HILL
OG0009021	LOC117576612|XP_034117407.1|DALB	LOC119659673|XP_037923826.1|HILL
OG0009022	LOC117575928|XP_034116278.1|DALB	LOC119651964|XP_037911754.1|HILL
OG0009023	LOC117574962|XP_034114917.1|DALB	LOC119651425|XP_037910949.1|HILL
OG0009024	LOC117576224|XP_034116726.1|DALB	LOC119652872|XP_037913159.1|HILL
OG0009026	LOC117575280|XP_034115312.1|DALB	LOC119652265|XP_037912178.1|HILL
OG0009027	LOC117571315|XP_034109285.1|DALB	LOC119648510|XP_037906209.1|HILL
OG0009028	LOC117569140|XP_034106061.1|DALB	LOC119650895|XP_037910002.1|HILL
OG0009029	LOC117565381|XP_034100346.1|DALB	LOC119651215|XP_037910596.1|HILL
OG0009030	LOC117565097|XP_034099946.1|DALB	LOC119646599|XP_037903020.1|HILL
OG0009031	LOC117575618|XP_034115783.1|DALB	LOC119658678|XP_037922169.1|HILL
OG0009032	LOC117575620|XP_034115785.1|DALB	LOC119659904|XP_037924157.1|HILL
OG0009033	LOC117563328|XP_034097483.1|DALB	LOC119661646|XP_037927006.1|HILL
OG0009034	LOC117564858|XP_034099688.1|DALB	LOC119646566|XP_037902973.1|HILL
OG0009035	LOC117564250|XP_034098845.1|DALB	LOC119657324|XP_037920114.1|HILL
OG0009036	LOC117566863|XP_034102350.1|DALB	LOC119655987|XP_037918153.1|HILL
OG0009038	LOC117573624|XP_034112817.1|DALB	LOC119655732|XP_037917710.1|HILL
OG0009039	LOC117575160|XP_034115154.1|DALB	LOC119655663|XP_037917576.1|HILL
OG0009040	LOC117566752|XP_034102187.1|DALB	LOC119654930|XP_037916510.1|HILL
OG0009041	LOC117573864|XP_034113227.1|DALB	LOC119651284|XP_037910724.1|HILL
OG0009042	LOC117563601|XP_034097884.1|DALB	LOC119646873|XP_037903428.1|HILL
OG0009043	LOC117564624|XP_034099371.1|DALB	LOC119651477|XP_037911015.1|HILL
OG0009044	LOC117563264|XP_034097383.1|DALB	LOC119650392|XP_037909082.1|HILL
OG0009045	LOC117574850|XP_034114740.1|DALB	LOC119660989|XP_037926003.1|HILL
OG0009046	LOC117567068|XP_034102702.1|DALB	LOC119660798|XP_037925553.1|HILL
OG0009047	LOC117566818|XP_034102270.1|DALB	LOC119661288|XP_037926493.1|HILL
OG0009048	LOC117564683|XP_034099449.1|DALB	LOC119660987|XP_037926000.1|HILL
OG0009049	LOC117574885|XP_034114808.1|DALB	LOC119660273|XP_037924663.1|HILL
OG0009051	LOC117572746|XP_034111714.1|DALB	LOC119655338|XP_037917111.1|HILL
OG0009052	LOC117575641|XP_034115811.1|DALB	LOC119659999|XP_037924303.1|HILL
OG0009053	LOC117576375|XP_034116961.1|DALB	LOC119658839|XP_037922511.1|HILL
OG0009054	LOC117575039|XP_034115011.1|DALB	LOC119659894|XP_037924145.1|HILL
OG0009055	LOC117566032|XP_034101368.1|DALB	LOC119650591|XP_037909366.1|HILL
OG0009056	LOC117563304|XP_034097443.1|DALB	LOC119649149|XP_037907088.1|HILL
OG0009057	LOC117566856|XP_034102340.1|DALB	LOC119649402|XP_037907454.1|HILL
OG0009058	LOC117573078|XP_034111849.1|DALB	LOC119661046|XP_037926167.1|HILL
OG0009059	LOC117568786|XP_034105515.1|DALB	LOC119647850|XP_037905045.1|HILL
OG0009060	LOC117576918|XP_034117950.1|DALB	LOC119659403|XP_037923402.1|HILL
OG0009061	LOC117567903|XP_034104067.1|DALB	LOC119653579|XP_037914250.1|HILL
OG0009063	LOC117564030|XP_034098524.1|DALB	LOC119654264|XP_037915459.1|HILL
OG0009064	LOC117568729|XP_034105439.1|DALB	LOC119660902|XP_037925770.1|HILL
OG0009065	LOC117573897|XP_034113296.1|DALB	LOC119660780|XP_037925485.1|HILL
OG0009066	LOC117571912|XP_034110281.1|DALB	LOC119649678|XP_037907866.1|HILL
OG0009067	LOC117566951|XP_034102474.1|DALB	LOC119649379|XP_037907425.1|HILL
OG0009068	LOC117571296|XP_034109258.1|DALB	LOC119652585|XP_037912734.1|HILL
OG0009069	LOC117565460|XP_034100454.1|DALB	LOC119661700|XP_037927075.1|HILL
OG0009070	LOC117569130|XP_034106041.1|DALB	LOC119655091|XP_037916721.1|HILL
OG0009073	LOC117576294|XP_034116835.1|DALB	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL
OG0009081	LOC117574987|XP_034114948.1|DALB	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL
OG0009084	LOC117576702|XP_034117600.1|DALB	LOC119659963|XP_037924245.1|HILL
OG0009085	LOC117576907|XP_034117936.1|DALB, LOC117574764|XP_034114599.1|DALB, LOC117574765|XP_034114600.1|DALB	LOC119655090|XP_037916717.1|HILL
OG0009086	LOC117573490|XP_034112609.1|DALB	LOC119652989|XP_037913341.1|HILL
OG0009089	LOC117574982|XP_034114943.1|DALB	LOC119650739|XP_037909736.1|HILL
OG0009091	LOC117573377|XP_034112406.1|DALB	LOC119647298|XP_037904129.1|HILL
OG0009097	LOC117574892|XP_034114821.1|DALB	LOC119647035|XP_037903708.1|HILL
OG0009099	LOC117576592|XP_034117370.1|DALB	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL
OG0009100	LOC117564565|XP_034099289.1|DALB	LOC119646197|XP_037902508.1|HILL
OG0009102	LOC117564750|XP_034099531.1|DALB	LOC119658843|XP_037922521.1|HILL
OG0009103	LOC117573911|XP_034113310.1|DALB, LOC117564811|XP_034099624.1|DALB	LOC119646877|XP_037903431.1|HILL
OG0009107	LOC117564350|XP_034098957.1|DALB	LOC119646699|XP_037903193.1|HILL
OG0009108	LOC117576226|XP_034116730.1|DALB	LOC119652517|XP_037912641.1|HILL
OG0009109	LOC117565494|XP_034100492.1|DALB	LOC119646638|XP_037903079.1|HILL
OG0009111	LOC117571294|XP_034109256.1|DALB	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL
OG0009112	LOC117566114|XP_034101476.1|DALB	LOC119659792|XP_037923994.1|HILL
OG0009113	LOC117564507|XP_034099215.1|DALB	LOC119646938|XP_037903556.1|HILL
OG0009114	LOC117564120|XP_034098668.1|DALB	LOC119661592|XP_037926923.1|HILL
OG0009119	LOC117564417|XP_034099039.1|DALB	LOC119652596|XP_037912751.1|HILL
OG0009123	LOC117569680|XP_034106820.1|DALB	LOC119647210|XP_037903962.1|HILL
OG0009127	LOC117571476|XP_034109528.1|DALB	LOC119661633|XP_037926983.1|HILL
OG0009128	LOC117568933|XP_034105750.1|DALB	LOC119646833|XP_037903377.1|HILL
OG0009129	LOC117569556|XP_034106664.1|DALB	LOC119646966|XP_037903595.1|HILL
OG0009130	LOC117566652|XP_034102086.1|DALB, LOC117572185|XP_034110730.1|DALB	LOC119658313|XP_037921564.1|HILL
OG0009132	LOC117569850|XP_034107073.1|DALB	LOC119658875|XP_037922575.1|HILL
OG0009136	LOC117571526|XP_034109595.1|DALB	LOC119646328|XP_037902681.1|HILL
OG0009137	LOC117571073|XP_034108934.1|DALB	LOC119646332|XP_037902685.1|HILL
OG0009141	LOC117570973|XP_034108807.1|DALB	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL
OG0009145	LOC117568716|XP_034105423.1|DALB	LOC119655071|XP_037916695.1|HILL
OG0009146	LOC117566357|XP_034101736.1|DALB	LOC119654636|XP_037916038.1|HILL
OG0009152	LOC117570146|XP_034107502.1|DALB	LOC119654360|XP_037915633.1|HILL
OG0009153	LOC117572735|XP_034111702.1|DALB	LOC119654130|XP_037915224.1|HILL
OG0009155	LOC117568806|XP_034105558.1|DALB	LOC119654510|XP_037915876.1|HILL
OG0009156	LOC117563805|XP_034098229.1|DALB	LOC119657582|XP_037920489.1|HILL
OG0009161	LOC117578007|XP_034118996.1|DALB	LOC119648085|XP_037905502.1|HILL
OG0009162	LOC117568651|XP_034105339.1|DALB	LOC119660934|XP_037925853.1|HILL
OG0009163	LOC117571864|XP_034110150.1|DALB	LOC119650172|XP_037908653.1|HILL
OG0009164	LOC117570232|XP_034107625.1|DALB	LOC119653226|XP_037913736.1|HILL
OG0009165	LOC117571627|XP_034109741.1|DALB	LOC119650130|XP_037908589.1|HILL
OG0009166	LOC117568112|XP_034104404.1|DALB	LOC119646949|XP_037903571.1|HILL
OG0009167	LOC117568056|XP_034104300.1|DALB	LOC119650422|XP_037909161.1|HILL
OG0009168	LOC117568058|XP_034104301.1|DALB	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL
OG0009169	LOC117571499|XP_034109558.1|DALB	LOC119648074|XP_037905485.1|HILL
OG0009171	LOC117570057|XP_034107383.1|DALB	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL
OG0009174	LOC117563534|XP_034097838.1|DALB	LOC119650057|XP_037908475.1|HILL
OG0009176	LOC117567692|XP_034103707.1|DALB	LOC119648235|XP_037905786.1|HILL
OG0009178	LOC117568660|XP_034105353.1|DALB	LOC119648662|XP_037906372.1|HILL
OG0009182	LOC117569940|XP_034107189.1|DALB	LOC119650460|XP_037909247.1|HILL
OG0009184	LOC117569808|XP_034107013.1|DALB	LOC119649658|XP_037907842.1|HILL
OG0009185	LOC117569998|XP_034107276.1|DALB	LOC119648972|XP_037906822.1|HILL
OG0009186	LOC117570778|XP_034108506.1|DALB	LOC119648839|XP_037906643.1|HILL
OG0009188	LOC117567010|XP_034102587.1|DALB	LOC119649655|XP_037907838.1|HILL
OG0009190	LOC117568676|XP_034105371.1|DALB	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL
OG0009222	LOC117576951|XP_034118004.1|DALB	LOC119657106|XP_037919793.1|HILL
OG0009225	LOC117570351|XP_034107804.1|DALB	LOC119654452|XP_037915793.1|HILL
OG0009226	LOC117563906|XP_034098366.1|DALB	LOC119652214|XP_037912084.1|HILL
OG0009229	LOC117575728|XP_034115963.1|DALB	LOC119661578|XP_037926905.1|HILL
OG0009230	LOC117564842|XP_034099665.1|DALB	LOC119646221|XP_037902535.1|HILL
OG0009231	LOC117577865|XP_034118710.1|DALB	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL
OG0009232	LOC117564694|XP_034099462.1|DALB	LOC119653760|XP_037914669.1|HILL
OG0009235	ND5|YP_009166086.1|DALB	ND5|YP_009390191.1|HILL
OG0009236	LOC117573105|XP_034111913.1|DALB	LOC119652501|XP_037912619.1|HILL
OG0009238	LOC117571693|XP_034109878.1|DALB	LOC119648211|XP_037905746.1|HILL
OG0009239	LOC117571461|XP_034109503.1|DALB	LOC119652590|XP_037912742.1|HILL
OG0009243	LOC117571348|XP_034109347.1|DALB	LOC119646171|XP_037902477.1|HILL
OG0009247	LOC117576278|XP_034116815.1|DALB	LOC119650160|XP_037908635.1|HILL
OG0009248	LOC117564302|XP_034098893.1|DALB	LOC119657323|XP_037920113.1|HILL
OG0009249	LOC117565166|XP_034100043.1|DALB	LOC119647048|XP_037903732.1|HILL
OG0009251	LOC117569132|XP_034106051.1|DALB	LOC119656279|XP_037918634.1|HILL
OG0009252	LOC117578259|XP_034119571.1|DALB	LOC119656220|XP_037918547.1|HILL
OG0009253	LOC117578221|XP_034119486.1|DALB	LOC119659779|XP_037923972.1|HILL
OG0009254	LOC117577810|XP_034118632.1|DALB	LOC119660826|XP_037925612.1|HILL
OG0009255	LOC117577911|XP_034118800.1|DALB	LOC119657339|XP_037920140.1|HILL
OG0009256	LOC117564508|XP_034099220.1|DALB	LOC119657139|XP_037919839.1|HILL
OG0009257	LOC117572703|XP_034111654.1|DALB	LOC119657464|XP_037920309.1|HILL
OG0009258	LOC117565735|XP_034100875.1|DALB	LOC119658080|XP_037921269.1|HILL
OG0009259	LOC117577843|XP_034118678.1|DALB	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL
OG0009260	LOC117572413|XP_034111090.1|DALB	LOC119654355|XP_037915629.1|HILL
OG0009261	LOC117577667|XP_034118446.1|DALB	LOC119654381|XP_037915671.1|HILL
OG0009262	LOC117577853|XP_034118689.1|DALB	LOC119657994|XP_037921140.1|HILL
OG0009263	LOC117578191|XP_034119398.1|DALB	LOC119657986|XP_037921131.1|HILL
OG0009264	LOC117577725|XP_034118519.1|DALB	LOC119658403|XP_037921720.1|HILL
OG0009265	LOC117577984|XP_034118971.1|DALB	LOC119657734|XP_037920705.1|HILL
OG0009266	LOC117565957|XP_034101237.1|DALB	LOC119647229|XP_037903993.1|HILL
OG0009267	LOC117565071|XP_034099908.1|DALB, LOC117563217|XP_034097297.1|DALB	LOC119652634|XP_037912810.1|HILL
OG0009269	LOC117575711|XP_034115932.1|DALB	LOC119660413|XP_037924880.1|HILL
OG0009271	LOC117564936|XP_034099783.1|DALB	LOC119653582|XP_037914258.1|HILL
OG0009272	LOC117571690|XP_034109869.1|DALB	LOC119650382|XP_037909049.1|HILL
OG0009275	LOC117571682|XP_034109817.1|DALB	LOC119661643|XP_037927002.1|HILL
OG0009277	LOC117567164|XP_034102872.1|DALB	LOC119655357|XP_037917138.1|HILL
OG0009278	LOC117575591|XP_034115752.1|DALB	LOC119655403|XP_037917213.1|HILL
OG0009279	LOC117564502|XP_034099210.1|DALB	LOC119655534|XP_037917376.1|HILL
OG0009280	LOC117573379|XP_034112420.1|DALB	LOC119655342|XP_037917116.1|HILL
OG0009281	LOC117578215|XP_034119478.1|DALB	LOC119654861|XP_037916374.1|HILL
OG0009282	LOC117563432|XP_034097657.1|DALB	LOC119647027|XP_037903697.1|HILL
OG0009283	LOC117563462|XP_034097705.1|DALB	LOC119652618|XP_037912789.1|HILL
OG0009284	LOC117568081|XP_034104346.1|DALB	LOC119649075|XP_037907001.1|HILL
OG0009285	LOC117573186|XP_034112061.1|DALB	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL
OG0009286	LOC117569137|XP_034106056.1|DALB	LOC119649004|XP_037906875.1|HILL
OG0009289	LOC117573241|XP_034112184.1|DALB	LOC119660933|XP_037925851.1|HILL
OG0009290	LOC117566624|XP_034102056.1|DALB	LOC119659226|XP_037923132.1|HILL
OG0009291	LOC117573243|XP_034112187.1|DALB	LOC119660709|XP_037925272.1|HILL
OG0009293	LOC117577933|XP_034118827.1|DALB	LOC119654601|XP_037915999.1|HILL
OG0009294	LOC117566795|XP_034102229.1|DALB	LOC119656981|XP_037919641.1|HILL
OG0009295	LOC117574694|XP_034114497.1|DALB	LOC119660782|XP_037925490.1|HILL
OG0009297	LOC117576210|XP_034116706.1|DALB	LOC119659439|XP_037923450.1|HILL
OG0009303	LOC117575245|XP_034115268.1|DALB	LOC119659596|XP_037923686.1|HILL
OG0009304	LOC117576293|XP_034116834.1|DALB	LOC119660058|XP_037924364.1|HILL
OG0009305	LOC117574916|XP_034114854.1|DALB	LOC119659893|XP_037924144.1|HILL
OG0009306	LOC117576188|XP_034116673.1|DALB	LOC119654953|XP_037916537.1|HILL
OG0009307	LOC117573760|XP_034113042.1|DALB	LOC119659900|XP_037924152.1|HILL
OG0009309	LOC117576286|XP_034116824.1|DALB	LOC119658917|XP_037922660.1|HILL
OG0009310	LOC117574524|XP_034114277.1|DALB	LOC119658781|XP_037922408.1|HILL
OG0009311	LOC117576199|XP_034116682.1|DALB	LOC119660264|XP_037924649.1|HILL
OG0009312	LOC117574310|XP_034114010.1|DALB	LOC119659669|XP_037923822.1|HILL
OG0009314	LOC117575373|XP_034115435.1|DALB	LOC119659850|XP_037924079.1|HILL
OG0009317	LOC117576261|XP_034116792.1|DALB	LOC119651639|XP_037911237.1|HILL
OG0009319	LOC117573431|XP_034112536.1|DALB	LOC119659652|XP_037923787.1|HILL
OG0009320	LOC117575299|XP_034115340.1|DALB	LOC119660027|XP_037924333.1|HILL
OG0009321	LOC117575185|XP_034115186.1|DALB	LOC119659857|XP_037924090.1|HILL
OG0009323	LOC117575411|XP_034115482.1|DALB	LOC119655786|XP_037917805.1|HILL
OG0009327	LOC117574229|XP_034113829.1|DALB	LOC119650621|XP_037909438.1|HILL
OG0009328	LOC117574813|XP_034114671.1|DALB	LOC119660252|XP_037924635.1|HILL
OG0009332	LOC117576642|XP_034117462.1|DALB	LOC119647688|XP_037904699.1|HILL
OG0009344	LOC117575465|XP_034115570.1|DALB	LOC119654704|XP_037916149.1|HILL
OG0009345	LOC117575988|XP_034116375.1|DALB	LOC119657152|XP_037919856.1|HILL
OG0009348	LOC117574400|XP_034114130.1|DALB	LOC119655353|XP_037917136.1|HILL
OG0009350	LOC117574257|XP_034113879.1|DALB	LOC119651807|XP_037911522.1|HILL
OG0009353	LOC117574864|XP_034114772.1|DALB	LOC119657309|XP_037920096.1|HILL
OG0009356	LOC117578382|XP_034119706.1|DALB	LOC119654454|XP_037915792.1|HILL
OG0009357	LOC117565942|XP_034101220.1|DALB	LOC119659744|XP_037923934.1|HILL
OG0009358	LOC117564827|XP_034099641.1|DALB	LOC119652305|XP_037912243.1|HILL
OG0009363	LOC117566131|XP_034101503.1|DALB	LOC119648293|XP_037905881.1|HILL
OG0009369	LOC117563533|XP_034097804.1|DALB	LOC119646122|XP_037902400.1|HILL
OG0009374	LOC117566240|XP_034101677.1|DALB	LOC119661380|XP_037926627.1|HILL
OG0009376	LOC117564440|XP_034099069.1|DALB	LOC119661375|XP_037926622.1|HILL
OG0009380	LOC117564473|XP_034099165.1|DALB	LOC119656186|XP_037918468.1|HILL
OG0009382	LOC117565722|XP_034100862.1|DALB	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL
OG0009385	LOC117564427|XP_034099052.1|DALB	LOC119653052|XP_037913453.1|HILL
OG0009396	LOC117571898|XP_034110258.1|DALB	LOC119647235|XP_037904024.1|HILL
OG0009397	LOC117569039|XP_034105929.1|DALB	LOC119660329|XP_037924739.1|HILL
OG0009401	LOC117565229|XP_034100126.1|DALB	LOC119654959|XP_037916545.1|HILL
OG0009422	LOC117567962|XP_034104156.1|DALB	LOC119654315|XP_037915566.1|HILL
OG0009441	LOC117570034|XP_034107351.1|DALB	LOC119657597|XP_037920508.1|HILL
OG0009442	LOC117563345|XP_034097519.1|DALB	LOC119660582|XP_037925165.1|HILL
OG0009443	LOC117569157|XP_034106112.1|DALB	LOC119657561|XP_037920446.1|HILL
OG0009444	LOC117567297|XP_034103070.1|DALB	LOC119657947|XP_037921066.1|HILL
OG0009446	LOC117565504|XP_034100530.1|DALB, LOC117565501|XP_034100517.1|DALB	LOC119656688|XP_037919101.1|HILL
OG0009447	LOC117577564|XP_034118292.1|DALB	LOC119648673|XP_037906392.1|HILL
OG0009450	LOC117577635|XP_034118394.1|DALB	LOC119657574|XP_037920468.1|HILL
OG0009458	LOC117576676|XP_034117565.1|DALB	LOC119661615|XP_037926964.1|HILL
OG0009460	LOC117571395|XP_034109407.1|DALB	LOC119649994|XP_037908379.1|HILL
OG0009461	LOC117568977|XP_034105828.1|DALB	LOC119649091|XP_037907022.1|HILL
OG0009462	LOC117569386|XP_034106407.1|DALB	LOC119649073|XP_037906996.1|HILL
OG0009463	LOC117571778|XP_034110027.1|DALB	LOC119648582|XP_037906279.1|HILL
OG0009464	LOC117568612|XP_034105264.1|DALB	LOC119657586|XP_037920494.1|HILL
OG0009467	LOC117568812|XP_034105564.1|DALB	LOC119649266|XP_037907283.1|HILL
OG0009468	LOC117570076|XP_034107406.1|DALB	LOC119649193|XP_037907152.1|HILL
OG0009469	LOC117570159|XP_034107518.1|DALB	LOC119648921|XP_037906754.1|HILL
OG0009470	LOC117569827|XP_034107043.1|DALB	LOC119649687|XP_037907878.1|HILL
