Orthogroup	DALB.longest_only	CCAP.longest_only
OG0007438	LOC117571700|XP_034109887.1|DALB	CCAP1982_LOCUS14461|CAD7006129.1|CCAP
OG0007441	LOC117568100|XP_034104373.1|DALB	CCAP1982_LOCUS19618|CAD7011529.1|CCAP
OG0007442	LOC117573319|XP_034112317.1|DALB	CCAP1982_LOCUS20522|CAD7012440.1|CCAP
OG0007443	LOC117572741|XP_034111709.1|DALB	CCAP1982_LOCUS23350|CAD7015407.1|CCAP
OG0007444	LOC117567140|XP_034102845.1|DALB	CCAP1982_LOCUS20645|CAD7012560.1|CCAP
OG0007445	LOC117567139|XP_034102844.1|DALB	CCAP1982_LOCUS20644|CAD7012559.1|CCAP
OG0007446	LOC117563238|XP_034097335.1|DALB	CCAP1982_LOCUS8283|CAD6999760.1|CCAP
OG0007447	LOC117565356|XP_034100307.1|DALB	CCAP1982_LOCUS21118|CAD7013034.1|CCAP
OG0007448	LOC117570512|XP_034108101.1|DALB	CCAP1982_LOCUS20471|CAD7012377.1|CCAP
OG0007449	LOC117571207|XP_034109144.1|DALB	CCAP1982_LOCUS14049|CAD7005697.1|CCAP
OG0007450	LOC117565633|XP_034100734.1|DALB	CCAP1982_LOCUS14048|CAD7005696.1|CCAP
OG0007451	LOC117571799|XP_034110055.1|DALB	CCAP1982_LOCUS14097|CAD7005748.1|CCAP
OG0007452	LOC117571794|XP_034110049.1|DALB	CCAP1982_LOCUS14095|CAD7005744.1|CCAP
OG0007453	LOC117567183|XP_034102899.1|DALB	CCAP1982_LOCUS13360|CAD7004983.1|CCAP
OG0007454	LOC117567413|XP_034103280.1|DALB	CCAP1982_LOCUS14676|CAD7006354.1|CCAP
OG0007455	LOC117571231|XP_034109170.1|DALB	CCAP1982_LOCUS20521|CAD7012439.1|CCAP
OG0007457	LOC117570346|XP_034107794.1|DALB	CCAP1982_LOCUS12756|CAD7004340.1|CCAP
OG0007458	LOC117565724|XP_034100864.1|DALB	CCAP1982_LOCUS5439|CAD6996760.1|CCAP
OG0007459	LOC117573518|XP_034112642.1|DALB	CCAP1982_LOCUS3176|CAD6994425.1|CCAP
OG0007460	LOC117566908|XP_034102417.1|DALB	CCAP1982_LOCUS20640|CAD7012555.1|CCAP
OG0007461	LOC117568578|XP_034105197.1|DALB	CCAP1982_LOCUS13456|CAD7005094.1|CCAP
OG0007462	LOC117570564|XP_034108185.1|DALB	CCAP1982_LOCUS13453|CAD7005090.1|CCAP
OG0007463	LOC117571683|XP_034109814.1|DALB	CCAP1982_LOCUS13451|CAD7005088.1|CCAP
OG0007464	LOC117568579|XP_034105199.1|DALB	CCAP1982_LOCUS13457|CAD7005095.1|CCAP
OG0007465	LOC117567175|XP_034102881.1|DALB	CCAP1982_LOCUS13881|CAD7005521.1|CCAP
OG0007466	LOC117570706|XP_034108401.1|DALB	CCAP1982_LOCUS20263|CAD7012161.1|CCAP
OG0007467	LOC117567372|XP_034103206.1|DALB	CCAP1982_LOCUS20270|CAD7012168.1|CCAP, CCAP1982_LOCUS20269|CAD7012167.1|CCAP
OG0007468	LOC117569096|XP_034106003.1|DALB	CCAP1982_LOCUS20279|CAD7012177.1|CCAP
OG0007469	LOC117566469|XP_034101890.1|DALB	CCAP1982_LOCUS14126|CAD7005777.1|CCAP
OG0007470	LOC117578396|XP_034119742.1|DALB	CCAP1982_LOCUS13322|CAD7004943.1|CCAP
OG0007471	LOC117569543|XP_034106641.1|DALB	CCAP1982_LOCUS19913|CAD7011803.1|CCAP
OG0007473	LOC117570651|XP_034108313.1|DALB	CCAP1982_LOCUS14237|CAD7005897.1|CCAP
OG0007474	LOC117567408|XP_034103265.1|DALB	CCAP1982_LOCUS20063|CAD7011952.1|CCAP
OG0007475	LOC117568946|XP_034105775.1|DALB	CCAP1982_LOCUS15011|CAD7006712.1|CCAP
OG0007480	LOC117575830|XP_034116125.1|DALB	CCAP1982_LOCUS4811|CAD6996116.1|CCAP
OG0007481	LOC117568990|XP_034105852.1|DALB	CCAP1982_LOCUS11111|CAD7002627.1|CCAP
OG0007482	LOC117565965|XP_034101252.1|DALB	CCAP1982_LOCUS8868|CAD7000393.1|CCAP
OG0007483	LOC117568449|XP_034105013.1|DALB	CCAP1982_LOCUS20545|CAD7012465.1|CCAP
OG0007487	LOC117573223|XP_034112147.1|DALB	CCAP1982_LOCUS10387|CAD7001900.1|CCAP
OG0007488	LOC117566518|XP_034101950.1|DALB	CCAP1982_LOCUS14240|CAD7005900.1|CCAP
OG0007489	LOC117573921|XP_034113325.1|DALB	CCAP1982_LOCUS175|CAD6991238.1|CCAP
OG0007492	LOC117570262|XP_034107665.1|DALB	CCAP1982_LOCUS20210|CAD7012111.1|CCAP
OG0007494	LOC117563573|XP_034097849.1|DALB	CCAP1982_LOCUS5739|CAD6997086.1|CCAP
OG0007496	LOC117572381|XP_034111044.1|DALB	CCAP1982_LOCUS13434|CAD7005069.1|CCAP
OG0007498	LOC117567594|XP_034103570.1|DALB	CCAP1982_LOCUS12278|CAD7003847.1|CCAP
OG0007499	LOC117571018|XP_034108867.1|DALB	CCAP1982_LOCUS13350|CAD7004972.1|CCAP
OG0007500	LOC117571019|XP_034108869.1|DALB	CCAP1982_LOCUS13351|CAD7004973.1|CCAP
OG0007501	LOC117567745|XP_034103821.1|DALB	CCAP1982_LOCUS14638|CAD7006316.1|CCAP
OG0007502	LOC117571675|XP_034109807.1|DALB	CCAP1982_LOCUS19404|CAD7011297.1|CCAP
OG0007503	LOC117564846|XP_034099671.1|DALB	CCAP1982_LOCUS20514|CAD7012431.1|CCAP
OG0007505	LOC117568959|XP_034105809.1|DALB	CCAP1982_LOCUS14226|CAD7005884.1|CCAP
OG0007507	LOC117564211|XP_034098786.1|DALB	CCAP1982_LOCUS8510|CAD7000004.1|CCAP
OG0007509	LOC117565154|XP_034100027.1|DALB	CCAP1982_LOCUS5697|CAD6997039.1|CCAP
OG0007510	LOC117569672|XP_034106810.1|DALB	CCAP1982_LOCUS19758|CAD7011673.1|CCAP
OG0007512	LOC117576292|XP_034116833.1|DALB	CCAP1982_LOCUS5564|CAD6996891.1|CCAP
OG0007513	LOC117563569|XP_034097844.1|DALB	CCAP1982_LOCUS7496|CAD6998949.1|CCAP
OG0007514	LOC117568981|XP_034105835.1|DALB	CCAP1982_LOCUS14922|CAD7006614.1|CCAP
OG0007515	LOC117564024|XP_034098514.1|DALB	CCAP1982_LOCUS7417|CAD6998870.1|CCAP
OG0007516	LOC117565628|XP_034100729.1|DALB	CCAP1982_LOCUS8596|CAD7000098.1|CCAP
OG0007517	LOC117572635|XP_034111488.1|DALB	CCAP1982_LOCUS14254|CAD7005915.1|CCAP
OG0007518	LOC117572063|XP_034110532.1|DALB	CCAP1982_LOCUS19471|CAD7011369.1|CCAP
OG0007519	LOC117572242|XP_034110816.1|DALB	CCAP1982_LOCUS20370|CAD7012274.1|CCAP
OG0007523	LOC117567447|XP_034103350.1|DALB	CCAP1982_LOCUS20857|CAD7012753.1|CCAP
OG0007525	LOC117565837|XP_034101039.1|DALB	CCAP1982_LOCUS5816|CAD6997174.1|CCAP
OG0007526	LOC117573757|XP_034113033.1|DALB	CCAP1982_LOCUS4929|CAD6996246.1|CCAP
OG0007527	LOC117567053|XP_034102672.1|DALB	CCAP1982_LOCUS12805|CAD7004395.1|CCAP
OG0007528	LOC117572673|XP_034111586.1|DALB	CCAP1982_LOCUS19840|CAD7011726.1|CCAP
OG0007529	LOC117569303|XP_034106305.1|DALB	CCAP1982_LOCUS21087|CAD7012996.1|CCAP
OG0007531	LOC117566737|XP_034102171.1|DALB	CCAP1982_LOCUS20805|CAD7012698.1|CCAP
OG0007532	LOC117567800|XP_034103924.1|DALB	CCAP1982_LOCUS19762|CAD7011677.1|CCAP
OG0007533	LOC117570485|XP_034108062.1|DALB	CCAP1982_LOCUS13590|CAD7005231.1|CCAP, CCAP1982_LOCUS13601|CAD7005244.1|CCAP
OG0007534	LOC117568062|XP_034104310.1|DALB	CCAP1982_LOCUS11682|CAD7003221.1|CCAP
OG0007535	LOC117568887|XP_034105678.1|DALB	CCAP1982_LOCUS13588|CAD7005228.1|CCAP
OG0007536	LOC117573807|XP_034113109.1|DALB	CCAP1982_LOCUS5088|CAD6996415.1|CCAP
OG0007537	LOC117567644|XP_034103641.1|DALB	CCAP1982_LOCUS13581|CAD7005221.1|CCAP
OG0007538	LOC117571692|XP_034109874.1|DALB	CCAP1982_LOCUS13577|CAD7005217.1|CCAP
OG0007539	LOC117563511|XP_034097778.1|DALB	CCAP1982_LOCUS7627|CAD6999081.1|CCAP
OG0007540	LOC117576530|XP_034117244.1|DALB	CCAP1982_LOCUS2246|CAD6993431.1|CCAP
OG0007541	LOC117567371|XP_034103205.1|DALB	CCAP1982_LOCUS19874|CAD7011762.1|CCAP
OG0007542	LOC117568136|XP_034104435.1|DALB	CCAP1982_LOCUS19378|CAD7011270.1|CCAP
OG0007543	LOC117573181|XP_034112048.1|DALB	CCAP1982_LOCUS10549|CAD7002061.1|CCAP
OG0007544	LOC117567999|XP_034104208.1|DALB	CCAP1982_LOCUS14155|CAD7005809.1|CCAP
OG0007546	LOC117575771|XP_034116028.1|DALB	CCAP1982_LOCUS432|CAD6991513.1|CCAP
OG0007548	LOC117566968|XP_034102514.1|DALB	CCAP1982_LOCUS12766|CAD7004350.1|CCAP
OG0007549	LOC117567351|XP_034103175.1|DALB	CCAP1982_LOCUS11797|CAD7003337.1|CCAP
OG0007550	LOC117567732|XP_034103789.1|DALB	CCAP1982_LOCUS13435|CAD7005070.1|CCAP
OG0007551	LOC117572655|XP_034111536.1|DALB	CCAP1982_LOCUS7124|CAD6998537.1|CCAP
OG0007552	LOC117566205|XP_034101623.1|DALB	CCAP1982_LOCUS6880|CAD6998271.1|CCAP
OG0007553	LOC117564058|XP_034098571.1|DALB	CCAP1982_LOCUS7357|CAD6998808.1|CCAP
OG0007554	LOC117571911|XP_034110280.1|DALB	CCAP1982_LOCUS14423|CAD7006091.1|CCAP
OG0007555	LOC117567298|XP_034103071.1|DALB	CCAP1982_LOCUS20383|CAD7012287.1|CCAP
OG0007556	LOC117570791|XP_034108529.1|DALB	CCAP1982_LOCUS19480|CAD7011379.1|CCAP
OG0007557	LOC117569050|XP_034105943.1|DALB	CCAP1982_LOCUS19482|CAD7011381.1|CCAP
OG0007558	LOC117570958|XP_034108788.1|DALB	CCAP1982_LOCUS20456|CAD7012362.1|CCAP
OG0007559	LOC117565917|XP_034101176.1|DALB	CCAP1982_LOCUS6873|CAD6998264.1|CCAP
OG0007560	LOC117570495|XP_034108080.1|DALB	CCAP1982_LOCUS13687|CAD7005327.1|CCAP
OG0007562	LOC117572466|XP_034111201.1|DALB	CCAP1982_LOCUS13499|CAD7005137.1|CCAP
OG0007563	LOC117567787|XP_034103900.1|DALB	CCAP1982_LOCUS14195|CAD7005852.1|CCAP
OG0007564	LOC117570035|XP_034107350.1|DALB	CCAP1982_LOCUS14390|CAD7006055.1|CCAP
OG0007565	LOC117573660|XP_034112879.1|DALB	CCAP1982_LOCUS3495|CAD6994763.1|CCAP
OG0007566	LOC117572793|XP_034111787.1|DALB	CCAP1982_LOCUS20228|CAD7012130.1|CCAP
OG0007567	LOC117574264|XP_034113890.1|DALB	CCAP1982_LOCUS3798|CAD6995075.1|CCAP
OG0007568	LOC117567753|XP_034103832.1|DALB	CCAP1982_LOCUS19435|CAD7011330.1|CCAP
OG0007569	LOC117572144|XP_034110675.1|DALB	CCAP1982_LOCUS19429|CAD7011324.1|CCAP
OG0007570	LOC117567276|XP_034103032.1|DALB	CCAP1982_LOCUS19431|CAD7011326.1|CCAP
OG0007571	LOC117567751|XP_034103831.1|DALB	CCAP1982_LOCUS19436|CAD7011331.1|CCAP
OG0007572	LOC117570132|XP_034107488.1|DALB	CCAP1982_LOCUS21156|CAD7013079.1|CCAP
OG0007573	LOC117571779|XP_034110028.1|DALB	CCAP1982_LOCUS20390|CAD7012294.1|CCAP
OG0007574	LOC117567464|XP_034103372.1|DALB	CCAP1982_LOCUS21235|CAD7013164.1|CCAP
OG0007575	LOC117566417|XP_034101835.1|DALB	CCAP1982_LOCUS20488|CAD7012400.1|CCAP
OG0007578	LOC117566249|XP_034101691.1|DALB	CCAP1982_LOCUS8258|CAD6999732.1|CCAP
OG0007579	LOC117572775|XP_034111762.1|DALB	CCAP1982_LOCUS19990|CAD7011878.1|CCAP
OG0007580	LOC117569488|XP_034106560.1|DALB	CCAP1982_LOCUS14630|CAD7006308.1|CCAP, CCAP1982_LOCUS14631|CAD7006309.1|CCAP
OG0007581	LOC117563952|XP_034098416.1|DALB	CCAP1982_LOCUS7886|CAD6999359.1|CCAP
OG0007582	LOC117576399|XP_034117005.1|DALB	CCAP1982_LOCUS19671|CAD7011582.1|CCAP
OG0007583	LOC117570732|XP_034108445.1|DALB	CCAP1982_LOCUS20397|CAD7012301.1|CCAP
OG0007586	LOC117563914|XP_034098368.1|DALB	CCAP1982_LOCUS7857|CAD6999330.1|CCAP
OG0007588	LOC117566043|XP_034101384.1|DALB	CCAP1982_LOCUS6494|CAD6997875.1|CCAP
OG0007590	LOC117567474|XP_034103394.1|DALB	CCAP1982_LOCUS13797|CAD7005437.1|CCAP
OG0007591	LOC117570153|XP_034107511.1|DALB	CCAP1982_LOCUS20692|CAD7012608.1|CCAP
OG0007592	LOC117566690|XP_034102128.1|DALB	CCAP1982_LOCUS23135|CAD7015184.1|CCAP
OG0007594	LOC117570154|XP_034107512.1|DALB	CCAP1982_LOCUS20687|CAD7012602.1|CCAP
OG0007595	LOC117569670|XP_034106808.1|DALB	CCAP1982_LOCUS20149|CAD7012047.1|CCAP
OG0007596	LOC117568180|XP_034104505.1|DALB	CCAP1982_LOCUS14908|CAD7006597.1|CCAP
OG0007597	LOC117572624|XP_034111471.1|DALB	CCAP1982_LOCUS14324|CAD7005988.1|CCAP
OG0007598	LOC117568074|XP_034104333.1|DALB	CCAP1982_LOCUS20657|CAD7012572.1|CCAP
OG0007599	LOC117570695|XP_034108389.1|DALB	CCAP1982_LOCUS14332|CAD7005996.1|CCAP
OG0007600	LOC117572489|XP_034111231.1|DALB	CCAP1982_LOCUS14329|CAD7005993.1|CCAP
OG0007601	LOC117571540|XP_034109622.1|DALB	CCAP1982_LOCUS13408|CAD7005037.1|CCAP
OG0007602	LOC117568294|XP_034104705.1|DALB	CCAP1982_LOCUS13550|CAD7005190.1|CCAP
OG0007603	LOC117569912|XP_034107143.1|DALB	CCAP1982_LOCUS13547|CAD7005187.1|CCAP
OG0007604	LOC117572024|XP_034110465.1|DALB	CCAP1982_LOCUS12145|CAD7003708.1|CCAP
OG0007605	LOC117567867|XP_034104023.1|DALB	CCAP1982_LOCUS13694|CAD7005334.1|CCAP
OG0007606	LOC117572603|XP_034111429.1|DALB	CCAP1982_LOCUS13996|CAD7005638.1|CCAP
OG0007607	LOC117574721|XP_034114535.1|DALB	CCAP1982_LOCUS3980|CAD6995259.1|CCAP
OG0007608	LOC117571817|XP_034110079.1|DALB	CCAP1982_LOCUS13805|CAD7005445.1|CCAP
OG0007611	LOC117573220|XP_034112131.1|DALB	CCAP1982_LOCUS9402|CAD7000927.1|CCAP
OG0007612	LOC117566862|XP_034102347.1|DALB	CCAP1982_LOCUS20352|CAD7012256.1|CCAP
OG0007613	LOC117568754|XP_034105471.1|DALB	CCAP1982_LOCUS19720|CAD7011631.1|CCAP
OG0007614	LOC117571602|XP_034109709.1|DALB	CCAP1982_LOCUS12603|CAD7004184.1|CCAP
OG0007615	LOC117567584|XP_034103556.1|DALB	CCAP1982_LOCUS3769|CAD6995039.1|CCAP
OG0007616	LOC117573824|XP_034113142.1|DALB	CCAP1982_LOCUS3797|CAD6995074.1|CCAP
OG0007617	LOC117569173|XP_034106130.1|DALB	CCAP1982_LOCUS14314|CAD7005976.1|CCAP
OG0007618	LOC117568059|XP_034104303.1|DALB	CCAP1982_LOCUS14497|CAD7006170.1|CCAP
OG0007619	LOC117567315|XP_034103097.1|DALB	CCAP1982_LOCUS14496|CAD7006169.1|CCAP
OG0007620	LOC117567972|XP_034104173.1|DALB	CCAP1982_LOCUS14166|CAD7005820.1|CCAP
OG0007621	LOC117567003|XP_034102574.1|DALB	CCAP1982_LOCUS22947|CAD7014989.1|CCAP
OG0007622	LOC117570216|XP_034107602.1|DALB	CCAP1982_LOCUS13416|CAD7005045.1|CCAP
OG0007623	LOC117572394|XP_034111060.1|DALB	CCAP1982_LOCUS13949|CAD7005590.1|CCAP
OG0007624	LOC117571803|XP_034110061.1|DALB	CCAP1982_LOCUS14262|CAD7005924.1|CCAP
OG0007625	LOC117567108|XP_034102780.1|DALB	CCAP1982_LOCUS13677|CAD7005316.1|CCAP
OG0007626	LOC117572614|XP_034111456.1|DALB	CCAP1982_LOCUS14397|CAD7006062.1|CCAP
OG0007627	LOC117572613|XP_034111455.1|DALB	CCAP1982_LOCUS14398|CAD7006063.1|CCAP
OG0007628	LOC117573253|XP_034112224.1|DALB	CCAP1982_LOCUS10081|CAD7001587.1|CCAP
OG0007629	LOC117571510|XP_034109574.1|DALB	CCAP1982_LOCUS10815|CAD7002325.1|CCAP
OG0007630	LOC117575119|XP_034115109.1|DALB	CCAP1982_LOCUS4525|CAD6995822.1|CCAP
OG0007631	LOC117573410|XP_034112504.1|DALB	CCAP1982_LOCUS2707|CAD6993916.1|CCAP
OG0007632	LOC117567520|XP_034103457.1|DALB	CCAP1982_LOCUS11130|CAD7002647.1|CCAP
OG0007633	LOC117563235|XP_034097329.1|DALB	CCAP1982_LOCUS8796|CAD7000310.1|CCAP
OG0007634	LOC117576771|XP_034117713.1|DALB	CCAP1982_LOCUS1668|CAD6992831.1|CCAP
OG0007635	LOC117565368|XP_034100323.1|DALB	CCAP1982_LOCUS10959|CAD7002470.1|CCAP
OG0007637	LOC117565434|XP_034100412.1|DALB	CCAP1982_LOCUS5885|CAD6997252.1|CCAP
OG0007638	LOC117566571|XP_034102004.1|DALB	CCAP1982_LOCUS21753|CAD7013716.1|CCAP
OG0007639	LOC117577542|XP_034118261.1|DALB	CCAP1982_LOCUS599|CAD6991686.1|CCAP
OG0007640	LOC117571338|XP_034109322.1|DALB	CCAP1982_LOCUS21568|CAD7013509.1|CCAP
OG0007642	LOC117569269|XP_034106260.1|DALB, LOC117566496|XP_034101927.1|DALB	CCAP1982_LOCUS19674|CAD7011585.1|CCAP
OG0007643	LOC117576419|XP_034117040.1|DALB, LOC117576421|XP_034117044.1|DALB	CCAP1982_LOCUS4813|CAD6996118.1|CCAP
OG0007644	LOC117574219|XP_034113815.1|DALB	CCAP1982_LOCUS156|CAD6991218.1|CCAP
OG0007645	LOC117574623|XP_034114403.1|DALB	CCAP1982_LOCUS5035|CAD6996357.1|CCAP
OG0007646	LOC117565529|XP_034100564.1|DALB	CCAP1982_LOCUS6628|CAD6998011.1|CCAP
OG0007647	LOC117565934|XP_034101210.1|DALB	CCAP1982_LOCUS5473|CAD6996800.1|CCAP, CCAP1982_LOCUS5472|CAD6996799.1|CCAP, CCAP1982_LOCUS5471|CAD6996798.1|CCAP
OG0007648	LOC117572661|XP_034111549.1|DALB	CCAP1982_LOCUS21866|CAD7013847.1|CCAP
OG0007649	LOC117571756|XP_034109997.1|DALB	CCAP1982_LOCUS21258|CAD7013187.1|CCAP, CCAP1982_LOCUS21268|CAD7013197.1|CCAP
OG0007650	LOC117569256|XP_034106221.1|DALB	CCAP1982_LOCUS20026|CAD7011914.1|CCAP, CCAP1982_LOCUS20029|CAD7011917.1|CCAP
OG0007651	LOC117577797|XP_034118616.1|DALB	CCAP1982_LOCUS12221|CAD7003785.1|CCAP
OG0007652	LOC117566424|XP_034101845.1|DALB, LOC117566423|XP_034101844.1|DALB	CCAP1982_LOCUS13423|CAD7005053.1|CCAP, CCAP1982_LOCUS13924|CAD7005564.1|CCAP
OG0007653	LOC117567359|XP_034103188.1|DALB	CCAP1982_LOCUS3504|CAD6994773.1|CCAP, CCAP1982_LOCUS3505|CAD6994774.1|CCAP, CCAP1982_LOCUS3503|CAD6994772.1|CCAP
OG0007664	LOC117576308|XP_034116854.1|DALB	CCAP1982_LOCUS1443|CAD6992594.1|CCAP
OG0007668	LOC117563350|XP_034097527.1|DALB	CCAP1982_LOCUS19885|CAD7011773.1|CCAP
OG0007681	LOC117576830|XP_034117795.1|DALB	CCAP1982_LOCUS20806|CAD7012699.1|CCAP
OG0007688	LOC117574180|XP_034113764.1|DALB	CCAP1982_LOCUS2680|CAD6993886.1|CCAP
OG0007691	LOC117573625|XP_034112818.1|DALB	CCAP1982_LOCUS3918|CAD6995199.1|CCAP
OG0007704	LOC117575602|XP_034115762.1|DALB	CCAP1982_LOCUS3314|CAD6994576.1|CCAP
OG0007717	LOC117573891|XP_034113283.1|DALB	CCAP1982_LOCUS3328|CAD6994589.1|CCAP
OG0007738	LOC117573294|XP_034112289.1|DALB	CCAP1982_LOCUS2234|CAD6993419.1|CCAP
OG0007743	LOC117575230|XP_034115251.1|DALB	CCAP1982_LOCUS2502|CAD6993696.1|CCAP
OG0007745	LOC117575748|XP_034115997.1|DALB	CCAP1982_LOCUS2113|CAD6993299.1|CCAP
OG0007750	LOC117574424|XP_034114153.1|DALB	CCAP1982_LOCUS1760|CAD6992927.1|CCAP
OG0007758	LOC117564785|XP_034099584.1|DALB	CCAP1982_LOCUS5563|CAD6996889.1|CCAP
OG0007759	LOC117575208|XP_034115223.1|DALB	CCAP1982_LOCUS1122|CAD6992252.1|CCAP
OG0007766	LOC117575178|XP_034115179.1|DALB	CCAP1982_LOCUS2350|CAD6993538.1|CCAP
OG0007767	LOC117573126|XP_034111941.1|DALB	CCAP1982_LOCUS9329|CAD7000855.1|CCAP
OG0007773	LOC117565175|XP_034100058.1|DALB	CCAP1982_LOCUS5389|CAD6996705.1|CCAP
OG0007777	LOC117564291|XP_034098884.1|DALB	CCAP1982_LOCUS22259|CAD7014256.1|CCAP
OG0007779	LOC117567934|XP_034104114.1|DALB	CCAP1982_LOCUS14828|CAD7006514.1|CCAP
OG0007784	LOC117574122|XP_034113666.1|DALB	CCAP1982_LOCUS1991|CAD6993166.1|CCAP
OG0007786	LOC117565842|XP_034101049.1|DALB	CCAP1982_LOCUS6878|CAD6998269.1|CCAP
OG0007787	LOC117575630|XP_034115798.1|DALB	CCAP1982_LOCUS1999|CAD6993177.1|CCAP
OG0007788	LOC117576776|XP_034117720.1|DALB	CCAP1982_LOCUS3254|CAD6994510.1|CCAP
OG0007789	LOC117573434|XP_034112540.1|DALB	CCAP1982_LOCUS2408|CAD6993598.1|CCAP
OG0007790	LOC117576801|XP_034117751.1|DALB	CCAP1982_LOCUS1486|CAD6992640.1|CCAP
OG0007791	LOC117576748|XP_034117673.1|DALB	CCAP1982_LOCUS1483|CAD6992635.1|CCAP
OG0007793	LOC117576497|XP_034117167.1|DALB	CCAP1982_LOCUS4261|CAD6995550.1|CCAP
OG0007797	LOC117574597|XP_034114373.1|DALB	CCAP1982_LOCUS1089|CAD6992219.1|CCAP
OG0007798	LOC117574599|XP_034114377.1|DALB	CCAP1982_LOCUS1088|CAD6992218.1|CCAP
OG0007799	LOC117573774|XP_034113064.1|DALB	CCAP1982_LOCUS3863|CAD6995140.1|CCAP
OG0007800	LOC117574746|XP_034114574.1|DALB	CCAP1982_LOCUS3705|CAD6994974.1|CCAP
OG0007801	LOC117573934|XP_034113350.1|DALB	CCAP1982_LOCUS3472|CAD6994739.1|CCAP
OG0007803	LOC117573433|XP_034112539.1|DALB	CCAP1982_LOCUS3000|CAD6994238.1|CCAP
OG0007808	LOC117575408|XP_034115478.1|DALB	CCAP1982_LOCUS3479|CAD6994746.1|CCAP
OG0007811	LOC117575646|XP_034115818.1|DALB	CCAP1982_LOCUS3656|CAD6994923.1|CCAP
OG0007813	LOC117574130|XP_034113679.1|DALB	CCAP1982_LOCUS2961|CAD6994197.1|CCAP
OG0007816	LOC117571504|XP_034109563.1|DALB	CCAP1982_LOCUS2858|CAD6994089.1|CCAP
OG0007817	LOC117574707|XP_034114511.1|DALB	CCAP1982_LOCUS2855|CAD6994086.1|CCAP
OG0007820	LOC117576531|XP_034117245.1|DALB	CCAP1982_LOCUS2250|CAD6993437.1|CCAP
OG0007821	LOC117574857|XP_034114764.1|DALB	CCAP1982_LOCUS1080|CAD6992209.1|CCAP
OG0007822	LOC117574856|XP_034114763.1|DALB	CCAP1982_LOCUS1081|CAD6992210.1|CCAP
OG0007823	LOC117575874|XP_034116195.1|DALB	CCAP1982_LOCUS1083|CAD6992213.1|CCAP
OG0007824	LOC117574870|XP_034114779.1|DALB	CCAP1982_LOCUS1414|CAD6992569.1|CCAP
OG0007825	LOC117573951|XP_034113368.1|DALB	CCAP1982_LOCUS3989|CAD6995268.1|CCAP
OG0007826	LOC117575864|XP_034116176.1|DALB	CCAP1982_LOCUS1911|CAD6993081.1|CCAP
OG0007828	LOC117567192|XP_034102912.1|DALB	CCAP1982_LOCUS14905|CAD7006594.1|CCAP
OG0007830	LOC117575467|XP_034115573.1|DALB	CCAP1982_LOCUS1152|CAD6992284.1|CCAP
OG0007835	LOC117574325|XP_034114026.1|DALB	CCAP1982_LOCUS3471|CAD6994738.1|CCAP
OG0007836	LOC117575895|XP_034116229.1|DALB	CCAP1982_LOCUS1279|CAD6992415.1|CCAP
OG0007838	LOC117574749|XP_034114580.1|DALB	CCAP1982_LOCUS2060|CAD6993243.1|CCAP
OG0007840	LOC117576769|XP_034117711.1|DALB	CCAP1982_LOCUS1667|CAD6992830.1|CCAP
OG0007842	LOC117573652|XP_034112866.1|DALB	CCAP1982_LOCUS2723|CAD6993937.1|CCAP
OG0007843	LOC117573577|XP_034112756.1|DALB	CCAP1982_LOCUS2722|CAD6993935.1|CCAP
OG0007844	LOC117571283|XP_034109237.1|DALB	CCAP1982_LOCUS22686|CAD7014704.1|CCAP
OG0007845	LOC117574771|XP_034114606.1|DALB	CCAP1982_LOCUS2347|CAD6993535.1|CCAP
OG0007847	LOC117576518|XP_034117218.1|DALB	CCAP1982_LOCUS2685|CAD6993892.1|CCAP
OG0007848	LOC117573480|XP_034112598.1|DALB	CCAP1982_LOCUS2692|CAD6993899.1|CCAP
OG0007849	LOC117573794|XP_034113093.1|DALB	CCAP1982_LOCUS1593|CAD6992750.1|CCAP
OG0007850	LOC117573793|XP_034113091.1|DALB	CCAP1982_LOCUS1591|CAD6992747.1|CCAP
OG0007851	LOC117576145|XP_034116603.1|DALB	CCAP1982_LOCUS3811|CAD6995087.1|CCAP
OG0007852	LOC117576246|XP_034116758.1|DALB	CCAP1982_LOCUS3826|CAD6995103.1|CCAP
OG0007853	LOC117573394|XP_034112488.1|DALB	CCAP1982_LOCUS1394|CAD6992546.1|CCAP
OG0007854	LOC117576975|XP_034118045.1|DALB	CCAP1982_LOCUS1478|CAD6992630.1|CCAP
OG0007855	LOC117574903|XP_034114832.1|DALB	CCAP1982_LOCUS3101|CAD6994345.1|CCAP
OG0007856	LOC117573485|XP_034112603.1|DALB	CCAP1982_LOCUS2693|CAD6993900.1|CCAP
OG0007857	LOC117575069|XP_034115048.1|DALB	CCAP1982_LOCUS1820|CAD6992989.1|CCAP
OG0007858	LOC117565958|XP_034101244.1|DALB	CCAP1982_LOCUS6731|CAD6998119.1|CCAP
OG0007860	LOC117575010|XP_034114977.1|DALB	CCAP1982_LOCUS3508|CAD6994777.1|CCAP
OG0007861	LOC117573275|XP_034112249.1|DALB	CCAP1982_LOCUS3497|CAD6994766.1|CCAP
OG0007863	LOC117564696|XP_034099460.1|DALB	CCAP1982_LOCUS7597|CAD6999050.1|CCAP
OG0007864	LOC117576802|XP_034117753.1|DALB	CCAP1982_LOCUS1312|CAD6992455.1|CCAP
