Orthogroup	DSAN.longest_only	AALB.longest_only
OG0006238	LOC120456107|XP_039498651.1|DSAN	LOC118457229|XP_035774504.1|AALB
OG0006239	LOC120455133|XP_039496965.1|DSAN	LOC118463624|XP_035786219.1|AALB
OG0006240	LOC120453124|XP_039493605.1|DSAN	LOC118463733|XP_035786423.1|AALB
OG0006241	LOC120456616|XP_039499472.1|DSAN	LOC118465640|XP_035789941.1|AALB
OG0006242	LOC120455800|XP_039498195.1|DSAN	LOC118458264|XP_035776453.1|AALB
OG0006243	LOC120452603|XP_039492834.1|DSAN	LOC118458243|XP_035776409.1|AALB
OG0006244	LOC120452620|XP_039492859.1|DSAN	LOC118462949|XP_035784989.1|AALB
OG0006248	LOC120453219|XP_039493744.1|DSAN	LOC118457572|XP_035775144.1|AALB
OG0006249	LOC120448486|XP_039486453.1|DSAN	LOC118466313|XP_035791322.1|AALB
OG0006250	LOC120455564|XP_039497861.1|DSAN	LOC118459263|XP_035778367.1|AALB
OG0006251	LOC120454594|XP_039495980.1|DSAN	LOC118456703|XP_035773608.1|AALB
OG0006252	LOC120454591|XP_039495976.1|DSAN	LOC118468752|XP_035795810.1|AALB
OG0006253	LOC120457270|XP_039500626.1|DSAN	LOC118456293|XP_035772813.1|AALB
OG0006254	LOC120445002|XP_039480982.1|DSAN	LOC118462194|XP_035784000.1|AALB
OG0006255	LOC120452878|XP_039493262.1|DSAN	LOC118466494|XP_035791798.1|AALB
OG0006256	LOC120455066|XP_039496852.1|DSAN	LOC118458819|XP_035777628.1|AALB
OG0006257	LOC120455222|XP_039497127.1|DSAN	LOC118469017|XP_035796353.1|AALB
OG0006258	LOC120455224|XP_039497130.1|DSAN	LOC118456994|XP_035774143.1|AALB
OG0006259	LOC120454373|XP_039495542.1|DSAN	LOC118458707|XP_035777341.1|AALB
OG0006260	LOC120455223|XP_039497129.1|DSAN	LOC118461408|XP_035782580.1|AALB
OG0006261	LOC120443819|XP_039479095.1|DSAN	LOC118457792|XP_035775531.1|AALB
OG0006262	LOC120456314|XP_039499003.1|DSAN	LOC118466942|XP_035792736.1|AALB
OG0006263	LOC120456294|XP_039498975.1|DSAN	LOC118462005|XP_035783834.1|AALB
OG0006264	LOC120456381|XP_039499138.1|DSAN	LOC118460208|XP_035780212.1|AALB
OG0006265	LOC120444759|XP_039480622.1|DSAN	LOC118459545|XP_035778921.1|AALB
OG0006266	LOC120456380|XP_039499137.1|DSAN	LOC118461682|XP_035783165.1|AALB
OG0006267	LOC120455557|XP_039497838.1|DSAN	LOC118457138|XP_035774345.1|AALB
OG0006268	LOC120444263|XP_039479708.1|DSAN	LOC118460298|XP_035780392.1|AALB
OG0006269	LOC120453040|XP_039493494.1|DSAN	LOC118465239|XP_035789153.1|AALB
OG0006270	LOC120456418|XP_039499184.1|DSAN	LOC118465046|XP_035788821.1|AALB
OG0006271	LOC120453003|XP_039493442.1|DSAN	LOC118459332|XP_035778492.1|AALB
OG0006272	LOC120456858|XP_039499870.1|DSAN	LOC118461970|XP_035783778.1|AALB
OG0006273	LOC120453499|XP_039494182.1|DSAN	LOC118460314|XP_035780416.1|AALB
OG0006274	LOC120456835|XP_039499819.1|DSAN	LOC118464853|XP_035788462.1|AALB
OG0006276	LOC120450148|XP_039488918.1|DSAN	LOC118460244|XP_035780297.1|AALB
OG0006278	LOC120455857|XP_039498262.1|DSAN	LOC118462294|XP_035784008.1|AALB
OG0006279	LOC120455214|XP_039497110.1|DSAN	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB
OG0006280	LOC120457388|XP_039500875.1|DSAN	LOC118465053|XP_035788831.1|AALB
OG0006281	LOC120457387|XP_039500872.1|DSAN	LOC118465016|XP_035788768.1|AALB
OG0006282	LOC120456088|XP_039498615.1|DSAN	LOC118459291|XP_035778429.1|AALB
OG0006283	LOC120453082|XP_039493543.1|DSAN	LOC118466546|XP_035791956.1|AALB
OG0006284	LOC120448967|XP_039487160.1|DSAN	LOC118466134|XP_035790978.1|AALB
OG0006285	LOC120452483|XP_039492664.1|DSAN	LOC118468716|XP_035795740.1|AALB
OG0006286	LOC120453107|XP_039493574.1|DSAN	LOC118462808|XP_035784717.1|AALB
OG0006287	LOC120456142|XP_039498703.1|DSAN	LOC118465949|XP_035790571.1|AALB
OG0006288	LOC120453431|XP_039494069.1|DSAN	LOC118465979|XP_035790645.1|AALB
OG0006289	LOC120453261|XP_039493818.1|DSAN	LOC118458506|XP_035776966.1|AALB
OG0006290	LOC120455489|XP_039497660.1|DSAN	LOC118466363|XP_035791447.1|AALB
OG0006291	LOC120444076|XP_039479528.1|DSAN	LOC118465309|XP_035789316.1|AALB
OG0006292	LOC120455732|XP_039498080.1|DSAN	LOC118466281|XP_035791257.1|AALB
OG0006293	LOC120447911|XP_039485495.1|DSAN	LOC118461819|XP_035783510.1|AALB
OG0006294	LOC120455470|XP_039497625.1|DSAN	LOC118463794|XP_035786576.1|AALB
OG0006295	LOC120455856|XP_039498261.1|DSAN	LOC118468364|XP_035795020.1|AALB
OG0006296	LOC120455463|XP_039497618.1|DSAN	LOC118463357|XP_035785769.1|AALB
OG0006297	LOC120457399|XP_039500909.1|DSAN	LOC118466091|XP_035790937.1|AALB
OG0006298	LOC120456510|XP_039499310.1|DSAN	LOC118461726|XP_035783303.1|AALB
OG0006299	LOC120457113|XP_039500259.1|DSAN	LOC118464722|XP_035788191.1|AALB
OG0006300	LOC120456958|XP_039500035.1|DSAN	LOC118461782|XP_035783407.1|AALB
OG0006301	LOC120455851|XP_039498255.1|DSAN	LOC118460259|XP_035780328.1|AALB
OG0006302	LOC120455634|XP_039497955.1|DSAN	LOC118465105|XP_035788944.1|AALB
OG0006303	LOC120446935|XP_039484120.1|DSAN	LOC118468541|XP_035795317.1|AALB
OG0006305	LOC120451151|XP_039490512.1|DSAN	LOC118461623|XP_035783066.1|AALB
OG0006306	LOC120450983|XP_039490214.1|DSAN	LOC118461600|XP_035783011.1|AALB
OG0006308	LOC120455295|XP_039497270.1|DSAN	LOC118463970|XP_035786865.1|AALB
OG0006309	LOC120455227|XP_039497132.1|DSAN	LOC118460217|XP_035780229.1|AALB
OG0006311	LOC120456216|XP_039498832.1|DSAN	LOC118465547|XP_035789770.1|AALB
OG0006312	LOC120456218|XP_039498834.1|DSAN	LOC118468837|XP_035795975.1|AALB
OG0006313	LOC120456175|XP_039498777.1|DSAN	LOC118467803|XP_035794611.1|AALB
OG0006314	LOC120455008|XP_039496762.1|DSAN	LOC118461551|XP_035782898.1|AALB
OG0006315	LOC120454577|XP_039495912.1|DSAN	LOC118463018|XP_035785148.1|AALB
OG0006316	LOC120455522|XP_039497736.1|DSAN	LOC118457593|XP_035775187.1|AALB
OG0006317	LOC120455731|XP_039498079.1|DSAN	LOC118468456|XP_035795134.1|AALB
OG0006318	LOC120456866|XP_039499890.1|DSAN	LOC118457726|XP_035775414.1|AALB
OG0006319	LOC120447242|XP_039484706.1|DSAN	LOC118468591|XP_035795427.1|AALB
OG0006320	LOC120455834|XP_039498237.1|DSAN	LOC118456502|XP_035773227.1|AALB
OG0006321	LOC120456448|XP_039499219.1|DSAN	LOC118466569|XP_035792006.1|AALB
OG0006322	LOC120455319|XP_039497327.1|DSAN	LOC118466573|XP_035792012.1|AALB
OG0006323	LOC120457237|XP_039500554.1|DSAN	LOC118458746|XP_035777417.1|AALB
OG0006324	LOC120456322|XP_039499017.1|DSAN	LOC118461572|XP_035782959.1|AALB
OG0006325	LOC120452181|XP_039492225.1|DSAN	LOC118462663|XP_035784456.1|AALB
OG0006326	LOC120448201|XP_039486000.1|DSAN	LOC118461169|XP_035782062.1|AALB
OG0006327	LOC120452842|XP_039493206.1|DSAN	LOC118468971|XP_035796239.1|AALB
OG0006328	LOC120451458|XP_039491069.1|DSAN	LOC118456195|XP_035772649.1|AALB
OG0006329	LOC120455450|XP_039497599.1|DSAN	LOC118462177|XP_035783999.1|AALB
OG0006330	LOC120452640|XP_039492886.1|DSAN	LOC118464657|XP_035788047.1|AALB
OG0006331	LOC120455148|XP_039496987.1|DSAN	LOC118467416|XP_035793792.1|AALB
OG0006332	LOC120456134|XP_039498696.1|DSAN	LOC118460893|XP_035781531.1|AALB
OG0006333	LOC120455436|XP_039497566.1|DSAN	LOC118460274|XP_035780354.1|AALB
OG0006334	LOC120455509|XP_039497708.1|DSAN	LOC118466496|XP_035791815.1|AALB
OG0006335	LOC120452469|XP_039492640.1|DSAN	LOC118464913|XP_035788577.1|AALB
OG0006336	LOC120455015|XP_039496774.1|DSAN	LOC118459083|XP_035778077.1|AALB
OG0006337	LOC120456262|XP_039498919.1|DSAN	LOC118468488|XP_035795209.1|AALB
OG0006339	LOC120455554|XP_039497831.1|DSAN	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB
OG0006340	LOC120455369|XP_039497410.1|DSAN	LOC118465869|XP_035790399.1|AALB
OG0006341	LOC120455735|XP_039498085.1|DSAN	LOC118458683|XP_035777292.1|AALB
OG0006342	LOC120456613|XP_039499462.1|DSAN	LOC118456744|XP_035773694.1|AALB
OG0006343	LOC120456926|XP_039499999.1|DSAN	LOC118456724|XP_035773658.1|AALB
OG0006344	LOC120456399|XP_039499162.1|DSAN	LOC118466444|XP_035791657.1|AALB
OG0006345	LOC120454688|XP_039496149.1|DSAN	LOC118460464|XP_035780681.1|AALB
OG0006346	LOC120453515|XP_039494197.1|DSAN	LOC118468323|XP_035794960.1|AALB
OG0006347	LOC120451266|XP_039490730.1|DSAN	LOC118461583|XP_035782971.1|AALB
OG0006348	LOC120456532|XP_039499340.1|DSAN	LOC118461309|XP_035782428.1|AALB
OG0006349	LOC120456383|XP_039499140.1|DSAN	LOC118461711|XP_035783261.1|AALB
OG0006350	LOC120453462|XP_039494113.1|DSAN	LOC118461925|XP_035783695.1|AALB
OG0006351	LOC120455900|XP_039498335.1|DSAN	LOC118462622|XP_035784357.1|AALB
OG0006352	LOC120446096|XP_039482823.1|DSAN	LOC118465168|XP_035789021.1|AALB
OG0006353	LOC120454686|XP_039496137.1|DSAN	LOC118457074|XP_035774249.1|AALB
OG0006354	LOC120452879|XP_039493263.1|DSAN	LOC118457280|XP_035774615.1|AALB
OG0006355	LOC120455915|XP_039498359.1|DSAN	LOC118457027|XP_035774157.1|AALB
OG0006356	LOC120455398|XP_039497469.1|DSAN	LOC118461829|XP_035783483.1|AALB
OG0006357	LOC120456354|XP_039499076.1|DSAN	LOC118461140|XP_035782002.1|AALB
OG0006358	LOC120450430|XP_039489374.1|DSAN	LOC118458510|XP_035776975.1|AALB
OG0006359	LOC120454341|XP_039495487.1|DSAN	LOC118462581|XP_035784285.1|AALB
OG0006360	LOC120456917|XP_039499982.1|DSAN	LOC118462588|XP_035784298.1|AALB
OG0006361	LOC120453761|XP_039494529.1|DSAN	LOC118461356|XP_035782476.1|AALB
OG0006362	LOC120455983|XP_039498472.1|DSAN	LOC118466392|XP_035791528.1|AALB
OG0006364	LOC120454017|XP_039494943.1|DSAN	LOC118457719|XP_035775402.1|AALB
OG0006365	LOC120456908|XP_039499970.1|DSAN	LOC118458954|XP_035777833.1|AALB
OG0006366	LOC120455784|XP_039498174.1|DSAN	LOC118459652|XP_035779131.1|AALB
OG0006367	LOC120457038|XP_039500139.1|DSAN	LOC118458817|XP_035777581.1|AALB
OG0006368	LOC120453044|XP_039493498.1|DSAN	LOC118464099|XP_035787068.1|AALB
OG0006369	LOC120454421|XP_039495627.1|DSAN	LOC118463930|XP_035786786.1|AALB
OG0006370	LOC120455152|XP_039496994.1|DSAN	LOC118460029|XP_035779865.1|AALB
OG0006371	LOC120453029|XP_039493483.1|DSAN	LOC118460706|XP_035781116.1|AALB
OG0006372	LOC120453612|XP_039494322.1|DSAN	LOC118465530|XP_035789751.1|AALB
OG0006373	LOC120456705|XP_039499612.1|DSAN	LOC118457618|XP_035775268.1|AALB
OG0006374	LOC120456171|XP_039498771.1|DSAN	LOC118463184|XP_035785496.1|AALB
OG0006375	LOC120455131|XP_039496963.1|DSAN	LOC118464653|XP_035788012.1|AALB
OG0006376	LOC120455142|XP_039496981.1|DSAN	LOC118465134|XP_035788968.1|AALB
OG0006377	LOC120456157|XP_039498729.1|DSAN	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB
OG0006378	LOC120451229|XP_039490650.1|DSAN	LOC118468810|XP_035795922.1|AALB
OG0006379	LOC120456067|XP_039498590.1|DSAN	LOC118467580|XP_035794122.1|AALB
OG0006381	LOC120457376|XP_039500846.1|DSAN	LOC118465272|XP_035789197.1|AALB
OG0006382	LOC120456529|XP_039499334.1|DSAN	LOC118463072|XP_035785227.1|AALB
OG0006383	LOC120455276|XP_039497231.1|DSAN	LOC118468712|XP_035795738.1|AALB
OG0006384	LOC120456648|XP_039499508.1|DSAN	LOC118465637|XP_035789940.1|AALB
OG0006385	LOC120452875|XP_039493259.1|DSAN	LOC118460171|XP_035780167.1|AALB
OG0006386	LOC120444232|XP_039479697.1|DSAN	LOC118457589|XP_035775172.1|AALB
OG0006387	LOC120453401|XP_039494024.1|DSAN	LOC118468994|XP_035796316.1|AALB
OG0006388	LOC120455504|XP_039497701.1|DSAN	LOC118465098|XP_035788921.1|AALB
OG0006389	LOC120455508|XP_039497706.1|DSAN	LOC118465560|XP_035789847.1|AALB
OG0006392	LOC120455155|XP_039497000.1|DSAN	LOC118466535|XP_035791936.1|AALB
OG0006393	LOC120443718|XP_039478900.1|DSAN	LOC118459940|XP_035779712.1|AALB
OG0006394	LOC120451457|XP_039491068.1|DSAN	LOC118458395|XP_035776702.1|AALB
OG0006395	LOC120451417|XP_039491021.1|DSAN	LOC118460198|XP_035780199.1|AALB
OG0006396	LOC120457130|XP_039500303.1|DSAN	LOC118464016|XP_035786962.1|AALB
OG0006397	LOC120457255|XP_039500587.1|DSAN	LOC118461986|XP_035783814.1|AALB
OG0006398	LOC120457418|XP_039500950.1|DSAN	LOC118461991|XP_035783819.1|AALB
OG0006399	LOC120455454|XP_039497607.1|DSAN	LOC118456882|XP_035773888.1|AALB
OG0006400	LOC120455453|XP_039497606.1|DSAN	LOC118456879|XP_035773884.1|AALB
OG0006401	LOC120448848|XP_039486988.1|DSAN	LOC118456881|XP_035773886.1|AALB
OG0006402	LOC120453319|XP_039493910.1|DSAN	LOC118461435|XP_035782637.1|AALB
OG0006403	LOC120453753|XP_039494520.1|DSAN	LOC118457002|XP_035774118.1|AALB
OG0006404	LOC120452011|XP_039491985.1|DSAN	LOC118461789|XP_035783413.1|AALB
OG0006405	LOC120449581|XP_039488070.1|DSAN	LOC118461634|XP_035783093.1|AALB
OG0006406	LOC120451560|XP_039491297.1|DSAN	LOC118457806|XP_035775551.1|AALB
OG0006407	LOC120455744|XP_039498101.1|DSAN	LOC118468413|XP_035795070.1|AALB
OG0006408	LOC120456800|XP_039499768.1|DSAN	LOC118459970|XP_035779758.1|AALB
OG0006409	LOC120456143|XP_039498704.1|DSAN	LOC118459462|XP_035778765.1|AALB
OG0006410	LOC120455700|XP_039498041.1|DSAN	LOC118457597|XP_035775189.1|AALB
OG0006411	LOC120456739|XP_039499662.1|DSAN	LOC118457493|XP_035775019.1|AALB
OG0006412	LOC120452886|XP_039493276.1|DSAN	LOC118456826|XP_035773814.1|AALB
OG0006413	LOC120451295|XP_039490782.1|DSAN	LOC118456827|XP_035773815.1|AALB
OG0006414	LOC120451696|XP_039491523.1|DSAN	LOC118464924|XP_035788590.1|AALB
OG0006415	LOC120454975|XP_039496692.1|DSAN	LOC118459463|XP_035778762.1|AALB
OG0006416	LOC120454934|XP_039496634.1|DSAN	LOC118459745|XP_035779322.1|AALB
OG0006417	LOC120458024|XP_039501463.1|DSAN	LOC118467060|XP_035792954.1|AALB
OG0006418	LOC120456318|XP_039499009.1|DSAN	LOC118464433|XP_035787703.1|AALB
OG0006419	LOC120452582|XP_039492802.1|DSAN	LOC118461081|XP_035781866.1|AALB
OG0006420	LOC120450967|XP_039490192.1|DSAN	LOC118456331|XP_035772881.1|AALB
OG0006421	LOC120458823|XP_039502568.1|DSAN	LOC118456817|XP_035773802.1|AALB
OG0006422	LOC120458283|XP_039501818.1|DSAN	LOC118460444|XP_035780641.1|AALB
OG0006423	LOC120450897|XP_039490073.1|DSAN	LOC118468311|XP_035794942.1|AALB
OG0006424	LOC120452699|XP_039492990.1|DSAN	LOC118468321|XP_035794959.1|AALB
OG0006425	LOC120452958|XP_039493381.1|DSAN	LOC118458398|XP_035776701.1|AALB
OG0006426	LOC120452957|XP_039493380.1|DSAN	LOC118458397|XP_035776700.1|AALB
OG0006427	LOC120452854|XP_039493229.1|DSAN	LOC118460086|XP_035779994.1|AALB
OG0006429	LOC120451778|XP_039491650.1|DSAN	LOC118460195|XP_035780193.1|AALB
OG0006430	LOC120448633|XP_039486690.1|DSAN	LOC118456760|XP_035773717.1|AALB
OG0006431	LOC120451304|XP_039490803.1|DSAN	LOC118461001|XP_035781720.1|AALB
OG0006432	LOC120450976|XP_039490203.1|DSAN	LOC118461727|XP_035783304.1|AALB
OG0006433	LOC120452527|XP_039492724.1|DSAN	LOC118469005|XP_035796332.1|AALB
OG0006434	LOC120454836|XP_039496252.1|DSAN	LOC118458642|XP_035777223.1|AALB
OG0006435	LOC120451286|XP_039490766.1|DSAN	LOC118468969|XP_035796227.1|AALB
OG0006436	LOC120456259|XP_039498916.1|DSAN	LOC118460538|XP_035780821.1|AALB
OG0006437	LOC120455424|XP_039497512.1|DSAN	LOC118461884|XP_035783616.1|AALB
OG0006438	LOC120458178|XP_039501676.1|DSAN	LOC118461383|XP_035782535.1|AALB
OG0006439	LOC120452441|XP_039492605.1|DSAN	LOC118457630|XP_035775238.1|AALB
OG0006440	LOC120452442|XP_039492606.1|DSAN	LOC118457631|XP_035775242.1|AALB
OG0006441	LOC120452273|XP_039492338.1|DSAN	LOC118459382|XP_035778576.1|AALB
OG0006442	LOC120453070|XP_039493530.1|DSAN	LOC118456732|XP_035773670.1|AALB
OG0006443	LOC120454460|XP_039495708.1|DSAN	LOC118468663|XP_035795594.1|AALB
OG0006444	LOC120453593|XP_039494289.1|DSAN	LOC118457552|XP_035775112.1|AALB
OG0006445	LOC120456296|XP_039498977.1|DSAN	LOC118457876|XP_035775692.1|AALB
OG0006446	LOC120452125|XP_039492141.1|DSAN	LOC118456516|XP_035773245.1|AALB
OG0006447	LOC120453328|XP_039493923.1|DSAN	LOC118456514|XP_035773242.1|AALB
OG0006448	LOC120452985|XP_039493415.1|DSAN	LOC118460214|XP_035780223.1|AALB
OG0006449	LOC120453985|XP_039494874.1|DSAN	LOC118458130|XP_035776204.1|AALB
OG0006450	LOC120445224|XP_039481414.1|DSAN	LOC118458668|XP_035777266.1|AALB
OG0006451	LOC120456444|XP_039499210.1|DSAN	LOC118460533|XP_035780807.1|AALB
OG0006452	LOC120451213|XP_039490621.1|DSAN	LOC118460555|XP_035780845.1|AALB
OG0006453	LOC120449449|XP_039487854.1|DSAN	LOC118468524|XP_035795286.1|AALB
OG0006454	LOC120456393|XP_039499154.1|DSAN	LOC118459350|XP_035778525.1|AALB
OG0006455	LOC120450726|XP_039489751.1|DSAN	LOC118458473|XP_035776898.1|AALB
OG0006456	LOC120452670|XP_039492942.1|DSAN	LOC118459124|XP_035778086.1|AALB
OG0006457	LOC120454441|XP_039495671.1|DSAN	LOC118458093|XP_035776148.1|AALB
OG0006458	LOC120458390|XP_039501943.1|DSAN	LOC118461518|XP_035782843.1|AALB
OG0006459	LOC120451321|XP_039490827.1|DSAN	LOC118459587|XP_035779007.1|AALB
OG0006460	LOC120451329|XP_039490840.1|DSAN	LOC118457542|XP_035775088.1|AALB
OG0006461	LOC120454127|XP_039495100.1|DSAN	LOC118460668|XP_035781035.1|AALB
OG0006462	LOC120454539|XP_039495851.1|DSAN	LOC118461754|XP_035783374.1|AALB
OG0006463	LOC120452217|XP_039492277.1|DSAN	LOC118461753|XP_035783362.1|AALB
OG0006464	LOC120448957|XP_039487144.1|DSAN	LOC118461343|XP_035782448.1|AALB
OG0006465	LOC120455637|XP_039497961.1|DSAN	LOC118459380|XP_035778574.1|AALB
OG0006466	LOC120456943|XP_039500016.1|DSAN	LOC118459377|XP_035778570.1|AALB
OG0006467	LOC120451667|XP_039491476.1|DSAN	LOC118457444|XP_035774929.1|AALB
OG0006468	LOC120453399|XP_039494022.1|DSAN	LOC118468571|XP_035795396.1|AALB
OG0006469	LOC120457216|XP_039500519.1|DSAN	LOC118460904|XP_035781541.1|AALB
OG0006470	LOC120447799|XP_039485295.1|DSAN	LOC118468304|XP_035794935.1|AALB
OG0006471	LOC120454378|XP_039495549.1|DSAN	LOC118456584|XP_035773374.1|AALB
OG0006472	LOC120454379|XP_039495550.1|DSAN	LOC118456581|XP_035773365.1|AALB
OG0006473	LOC120448272|XP_039486130.1|DSAN	LOC118457182|XP_035774415.1|AALB
OG0006474	LOC120446750|XP_039483822.1|DSAN	LOC118457975|XP_035775915.1|AALB
OG0006475	LOC120452394|XP_039492542.1|DSAN	LOC118457093|XP_035774274.1|AALB
OG0006476	LOC120455507|XP_039497705.1|DSAN	LOC118460798|XP_035781302.1|AALB
OG0006477	LOC120456077|XP_039498603.1|DSAN	LOC118460799|XP_035781303.1|AALB
OG0006478	LOC120452728|XP_039493027.1|DSAN	LOC118459566|XP_035778959.1|AALB
OG0006479	LOC120451296|XP_039490786.1|DSAN	LOC118459555|XP_035778929.1|AALB
OG0006480	LOC120446810|XP_039483910.1|DSAN	LOC118459557|XP_035778942.1|AALB
OG0006481	LOC120458294|XP_039501827.1|DSAN	LOC118460158|XP_035780151.1|AALB
OG0006482	LOC120454551|XP_039495866.1|DSAN	LOC118461755|XP_035783375.1|AALB
OG0006483	LOC120453980|XP_039494865.1|DSAN	LOC118456277|XP_035772783.1|AALB
OG0006484	LOC120452996|XP_039493434.1|DSAN	LOC118460442|XP_035780635.1|AALB
OG0006485	LOC120450786|XP_039489882.1|DSAN	LOC118460239|XP_035780288.1|AALB
OG0006486	LOC120454082|XP_039495026.1|DSAN	LOC118457483|XP_035775001.1|AALB
OG0006487	LOC120450836|XP_039489953.1|DSAN	LOC118461452|XP_035782674.1|AALB
OG0006488	LOC120449019|XP_039487233.1|DSAN	LOC118462060|XP_035783941.1|AALB
OG0006489	LOC120454513|XP_039495804.1|DSAN	LOC118461463|XP_035782693.1|AALB
OG0006490	LOC120451551|XP_039491284.1|DSAN	LOC118460942|XP_035781602.1|AALB
OG0006491	LOC120446876|XP_039484018.1|DSAN	LOC118468305|XP_035794936.1|AALB
OG0006492	LOC120451112|XP_039490460.1|DSAN	LOC118457056|XP_035774197.1|AALB
OG0006493	LOC120454990|XP_039496720.1|DSAN	LOC118460453|XP_035780664.1|AALB
OG0006494	LOC120455165|XP_039497023.1|DSAN	LOC118459347|XP_035778516.1|AALB
OG0006495	LOC120455005|XP_039496758.1|DSAN	LOC118458449|XP_035776825.1|AALB
OG0006496	LOC120454376|XP_039495547.1|DSAN	LOC118456577|XP_035773359.1|AALB
OG0006497	LOC120451807|XP_039491697.1|DSAN	LOC118468776|XP_035795860.1|AALB
OG0006498	LOC120451075|XP_039490369.1|DSAN	LOC118458411|XP_035776720.1|AALB
OG0006499	LOC120451565|XP_039491303.1|DSAN	LOC118456421|XP_035773048.1|AALB
OG0006500	LOC120444137|XP_039479637.1|DSAN	LOC118457530|XP_035775073.1|AALB
OG0006501	LOC120454687|XP_039496139.1|DSAN	LOC118457531|XP_035775075.1|AALB
OG0006502	LOC120453585|XP_039494280.1|DSAN	LOC118458468|XP_035776886.1|AALB
OG0006503	LOC120452111|XP_039492124.1|DSAN	LOC118461214|XP_035782170.1|AALB
OG0006504	LOC120452579|XP_039492797.1|DSAN	LOC118458382|XP_035776681.1|AALB
OG0006505	LOC120453116|XP_039493589.1|DSAN	LOC118460808|XP_035781312.1|AALB
OG0006506	LOC120449203|XP_039487501.1|DSAN	LOC118467453|XP_035793856.1|AALB
OG0006507	LOC120453283|XP_039493841.1|DSAN	LOC118458399|XP_035776703.1|AALB
OG0006508	LOC120453836|XP_039494663.1|DSAN	LOC118458704|XP_035777336.1|AALB
OG0006509	LOC120456976|XP_039500058.1|DSAN	LOC118457061|XP_035774214.1|AALB
OG0006510	LOC120450821|XP_039489934.1|DSAN	LOC118460419|XP_035780600.1|AALB
OG0006511	LOC120454670|XP_039496120.1|DSAN	LOC118460898|XP_035781533.1|AALB
OG0006512	LOC120452709|XP_039493005.1|DSAN	LOC118458262|XP_035776446.1|AALB
OG0006513	LOC120454049|XP_039494978.1|DSAN	LOC118456726|XP_035773655.1|AALB
OG0006514	LOC120451823|XP_039491725.1|DSAN	LOC118459965|XP_035779747.1|AALB
OG0006515	LOC120451830|XP_039491740.1|DSAN	LOC118459958|XP_035779739.1|AALB
OG0006516	LOC120454316|XP_039495453.1|DSAN	LOC118468645|XP_035795560.1|AALB
OG0006517	LOC120452898|XP_039493290.1|DSAN	LOC118468647|XP_035795566.1|AALB
OG0006518	LOC120452829|XP_039493169.1|DSAN	LOC118459162|XP_035778150.1|AALB
OG0006519	LOC120452899|XP_039493291.1|DSAN	LOC118468650|XP_035795570.1|AALB
OG0006520	LOC120453646|XP_039494374.1|DSAN	LOC118457924|XP_035775827.1|AALB
OG0006521	LOC120453101|XP_039493569.1|DSAN	LOC118457952|XP_035775868.1|AALB
OG0006522	LOC120453644|XP_039494372.1|DSAN	LOC118457949|XP_035775860.1|AALB
OG0006523	LOC120451263|XP_039490726.1|DSAN	LOC118457958|XP_035775877.1|AALB
OG0006524	LOC120444108|XP_039479574.1|DSAN	LOC118457753|XP_035775462.1|AALB
OG0006525	LOC120455283|XP_039497250.1|DSAN	LOC118459262|XP_035778360.1|AALB
OG0006526	LOC120454034|XP_039494962.1|DSAN	LOC118459264|XP_035778377.1|AALB
OG0006527	LOC120453474|XP_039494141.1|DSAN	LOC118459265|XP_035778379.1|AALB
OG0006528	LOC120452506|XP_039492692.1|DSAN	LOC118458805|XP_035777566.1|AALB
OG0006529	LOC120452585|XP_039492808.1|DSAN	LOC118456348|XP_035772904.1|AALB
OG0006530	LOC120452552|XP_039492759.1|DSAN	LOC118456436|XP_035773087.1|AALB
OG0006531	LOC120452355|XP_039492463.1|DSAN	LOC118458402|XP_035776712.1|AALB
OG0006532	LOC120454092|XP_039495037.1|DSAN	LOC118459059|XP_035777983.1|AALB
OG0006533	LOC120446426|XP_039483323.1|DSAN	LOC118461326|XP_035782425.1|AALB
OG0006534	LOC120451257|XP_039490718.1|DSAN	LOC118456302|XP_035772833.1|AALB
OG0006535	LOC120452627|XP_039492870.1|DSAN	LOC118460765|XP_035781254.1|AALB
OG0006536	LOC120451669|XP_039491480.1|DSAN	LOC118462025|XP_035783888.1|AALB
OG0006537	LOC120452598|XP_039492831.1|DSAN	LOC118460215|XP_035780224.1|AALB
OG0006538	LOC120452556|XP_039492763.1|DSAN	LOC118468595|XP_035795444.1|AALB
OG0006539	LOC120453964|XP_039494851.1|DSAN	LOC118468921|XP_035796123.1|AALB
OG0006540	LOC120453024|XP_039493476.1|DSAN	LOC118459905|XP_035779627.1|AALB
OG0006541	LOC120452721|XP_039493019.1|DSAN	LOC118462078|XP_035783986.1|AALB
OG0006542	LOC120452723|XP_039493022.1|DSAN	LOC118462082|XP_035783991.1|AALB
OG0006543	LOC120450992|XP_039490229.1|DSAN	LOC118460726|XP_035781169.1|AALB
OG0006544	LOC120450796|XP_039489896.1|DSAN	LOC118460731|XP_035781180.1|AALB
OG0006545	LOC120455755|XP_039498127.1|DSAN	LOC118460919|XP_035781565.1|AALB
OG0006546	LOC120451007|XP_039490256.1|DSAN	LOC118460915|XP_035781559.1|AALB
