Orthogroup	DSAN.longest_only	HILL.longest_only
OG0006770	LOC120447925|XP_039485518.1|DSAN	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC120457222|XP_039500527.1|DSAN	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC120458350|XP_039501905.1|DSAN	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC120450263|XP_039489088.1|DSAN	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC120450520|XP_039489529.1|DSAN	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC120450343|XP_039489252.1|DSAN	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC120448877|XP_039487026.1|DSAN	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC120450352|XP_039489262.1|DSAN	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC120449892|XP_039488507.1|DSAN	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC120449737|XP_039488302.1|DSAN	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC120448334|XP_039486222.1|DSAN	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC120448077|XP_039485782.1|DSAN	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC120450421|XP_039489361.1|DSAN	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC120447179|XP_039484579.1|DSAN	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC120447535|XP_039484906.1|DSAN	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC120445005|XP_039480988.1|DSAN	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC120445798|XP_039482343.1|DSAN	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC120448441|XP_039486386.1|DSAN	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC120455064|XP_039496850.1|DSAN	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC120448120|XP_039485866.1|DSAN	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC120448937|XP_039487108.1|DSAN	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC120447509|XP_039484854.1|DSAN	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC120448866|XP_039487013.1|DSAN	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC120443957|XP_039479347.1|DSAN	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC120447773|XP_039485259.1|DSAN	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC120449395|XP_039487772.1|DSAN	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC120444135|XP_039479635.1|DSAN	LOC119661206|XP_037926358.1|HILL
OG0006798	LOC120450308|XP_039489195.1|DSAN	LOC119649520|XP_037907632.1|HILL
OG0006799	LOC120450216|XP_039489025.1|DSAN	LOC119649882|XP_037908187.1|HILL
OG0006800	LOC120447658|XP_039485106.1|DSAN	LOC119647478|XP_037904346.1|HILL
OG0006801	LOC120456311|XP_039498998.1|DSAN	LOC119658429|XP_037921757.1|HILL
OG0006802	LOC120445205|XP_039481377.1|DSAN	LOC119657672|XP_037920630.1|HILL
OG0006805	LOC120445078|XP_039481138.1|DSAN	LOC119646146|XP_037902431.1|HILL
OG0006806	LOC120447936|XP_039485535.1|DSAN	LOC119648040|XP_037905395.1|HILL
OG0006807	LOC120449062|XP_039487291.1|DSAN	LOC119660718|XP_037925290.1|HILL
OG0006808	LOC120445513|XP_039481908.1|DSAN	LOC119656892|XP_037919498.1|HILL
OG0006809	LOC120448497|XP_039486462.1|DSAN	LOC119650036|XP_037908444.1|HILL
OG0006810	LOC120447982|XP_039485611.1|DSAN	LOC119648007|XP_037905331.1|HILL
OG0006811	LOC120454065|XP_039495008.1|DSAN	LOC119649376|XP_037907422.1|HILL
OG0006812	LOC120448592|XP_039486609.1|DSAN	LOC119650238|XP_037908746.1|HILL
OG0006813	LOC120454570|XP_039495902.1|DSAN	LOC119661508|XP_037926804.1|HILL
OG0006814	LOC120447617|XP_039485044.1|DSAN	LOC119647476|XP_037904344.1|HILL
OG0006815	LOC120448666|XP_039486735.1|DSAN	LOC119648036|XP_037905390.1|HILL
OG0006816	LOC120448075|XP_039485780.1|DSAN	LOC119648027|XP_037905373.1|HILL
OG0006817	LOC120447609|XP_039485016.1|DSAN	LOC119650097|XP_037908543.1|HILL
OG0006818	LOC120449701|XP_039488250.1|DSAN	LOC119650372|XP_037909031.1|HILL
OG0006819	LOC120448086|XP_039485813.1|DSAN	LOC119650236|XP_037908744.1|HILL
OG0006821	LOC120447120|XP_039484488.1|DSAN	LOC119657667|XP_037920620.1|HILL
OG0006822	LOC120444895|XP_039480816.1|DSAN	LOC119661726|XP_037927119.1|HILL
OG0006823	LOC120449923|XP_039488550.1|DSAN	LOC119649207|XP_037907192.1|HILL
OG0006824	LOC120449751|XP_039488319.1|DSAN	LOC119649876|XP_037908180.1|HILL
OG0006825	LOC120448998|XP_039487200.1|DSAN	LOC119649993|XP_037908377.1|HILL
OG0006826	LOC120449505|XP_039487940.1|DSAN	LOC119649906|XP_037908226.1|HILL
OG0006827	LOC120452741|XP_039493051.1|DSAN	LOC119660187|XP_037924529.1|HILL
OG0006828	LOC120458874|XP_039502645.1|DSAN	LOC119650679|XP_037909560.1|HILL
OG0006829	LOC120449159|XP_039487433.1|DSAN	LOC119649561|XP_037907685.1|HILL
OG0006830	LOC120450469|XP_039489442.1|DSAN	LOC119649395|XP_037907445.1|HILL
OG0006831	LOC120449528|XP_039487979.1|DSAN	LOC119649644|XP_037907827.1|HILL
OG0006832	LOC120449093|XP_039487334.1|DSAN	LOC119649657|XP_037907841.1|HILL
OG0006833	LOC120450573|XP_039489623.1|DSAN	LOC119650301|XP_037908867.1|HILL
OG0006834	LOC120453893|XP_039494744.1|DSAN	LOC119647470|XP_037904333.1|HILL
OG0006835	LOC120448369|XP_039486272.1|DSAN	LOC119648228|XP_037905776.1|HILL
OG0006836	LOC120450007|XP_039488655.1|DSAN	LOC119649688|XP_037907880.1|HILL
OG0006837	LOC120448779|XP_039486902.1|DSAN	LOC119647796|XP_037904928.1|HILL
OG0006838	LOC120449293|XP_039487616.1|DSAN	LOC119647680|XP_037904688.1|HILL
OG0006839	LOC120449070|XP_039487302.1|DSAN	LOC119650101|XP_037908549.1|HILL
OG0006840	LOC120448793|XP_039486921.1|DSAN	LOC119650441|XP_037909206.1|HILL
OG0006841	LOC120448210|XP_039486022.1|DSAN	LOC119648453|XP_037906137.1|HILL
OG0006842	LOC120449425|XP_039487820.1|DSAN	LOC119649718|XP_037907926.1|HILL
OG0006843	LOC120456388|XP_039499149.1|DSAN	LOC119657216|XP_037919955.1|HILL
OG0006844	LOC120453308|XP_039493898.1|DSAN	LOC119661599|XP_037926932.1|HILL
OG0006845	LOC120450347|XP_039489256.1|DSAN	LOC119647483|XP_037904366.1|HILL
OG0006846	LOC120449571|XP_039488059.1|DSAN	LOC119650190|XP_037908678.1|HILL
OG0006847	LOC120448679|XP_039486752.1|DSAN	LOC119648763|XP_037906520.1|HILL
OG0006848	LOC120445357|XP_039481636.1|DSAN	LOC119647050|XP_037903736.1|HILL
OG0006849	LOC120448218|XP_039486042.1|DSAN	LOC119649904|XP_037908225.1|HILL
OG0006850	LOC120448764|XP_039486884.1|DSAN	LOC119648885|XP_037906709.1|HILL
OG0006851	LOC120449120|XP_039487364.1|DSAN	LOC119648184|XP_037905698.1|HILL
OG0006852	LOC120443707|XP_039478880.1|DSAN	LOC119646927|XP_037903535.1|HILL
OG0006853	LOC120449128|XP_039487375.1|DSAN	LOC119648916|XP_037906750.1|HILL
OG0006854	LOC120455293|XP_039497310.1|DSAN	LOC119646229|XP_037902545.1|HILL
OG0006855	LOC120448985|XP_039487185.1|DSAN	LOC119648097|XP_037905524.1|HILL
OG0006856	LOC120447020|XP_039484273.1|DSAN	LOC119653491|XP_037914052.1|HILL
OG0006857	LOC120458764|XP_039502473.1|DSAN	LOC119661538|XP_037926846.1|HILL
OG0006858	LOC120447929|XP_039485521.1|DSAN	LOC119650443|XP_037909214.1|HILL
OG0006859	LOC120446795|XP_039483889.1|DSAN	LOC119652818|XP_037913077.1|HILL
OG0006860	LOC120445395|XP_039481740.1|DSAN	LOC119646644|XP_037903085.1|HILL
OG0006862	LOC120449209|XP_039487508.1|DSAN	LOC119648782|XP_037906547.1|HILL
OG0006863	LOC120455238|XP_039497149.1|DSAN	LOC119660922|XP_037925826.1|HILL
OG0006864	LOC120445234|XP_039481428.1|DSAN	LOC119647206|XP_037903956.1|HILL
OG0006866	LOC120445621|XP_039482068.1|DSAN	LOC119660180|XP_037924520.1|HILL
OG0006868	LOC120447218|XP_039484670.1|DSAN	LOC119652219|XP_037912094.1|HILL
OG0006869	LOC120446996|XP_039484231.1|DSAN	LOC119660320|XP_037924725.1|HILL
OG0006870	LOC120445804|XP_039482351.1|DSAN	LOC119661161|XP_037926305.1|HILL
OG0006871	LOC120443931|XP_039479311.1|DSAN	LOC119658582|XP_037921965.1|HILL
OG0006872	LOC120458151|XP_039501631.1|DSAN	LOC119658584|XP_037921968.1|HILL
OG0006873	LOC120445043|XP_039481086.1|DSAN	LOC119660224|XP_037924590.1|HILL
OG0006874	LOC120444438|XP_039480030.1|DSAN, LOC120457536|XP_039501016.1|DSAN	LOC119651319|XP_037910780.1|HILL
OG0006875	LOC120446583|XP_039483539.1|DSAN	LOC119659147|XP_037923017.1|HILL
OG0006876	LOC120446794|XP_039483885.1|DSAN	LOC119653893|XP_037914943.1|HILL
OG0006877	LOC120453105|XP_039493576.1|DSAN	LOC119654761|XP_037916230.1|HILL
OG0006878	LOC120443770|XP_039478998.1|DSAN	LOC119660784|XP_037925499.1|HILL
OG0006879	LOC120445443|XP_039481812.1|DSAN	LOC119661302|XP_037926518.1|HILL
OG0006880	LOC120445459|XP_039481841.1|DSAN	LOC119654910|XP_037916466.1|HILL
OG0006881	LOC120456806|XP_039499781.1|DSAN	LOC119652976|XP_037913314.1|HILL
OG0006882	LOC120444641|XP_039480399.1|DSAN	LOC119659756|XP_037923949.1|HILL
OG0006883	LOC120445817|XP_039482364.1|DSAN	LOC119652380|XP_037912405.1|HILL
OG0006884	LOC120455792|XP_039498187.1|DSAN	LOC119651903|XP_037911658.1|HILL
OG0006885	LOC120449192|XP_039487484.1|DSAN	LOC119646124|XP_037902401.1|HILL
OG0006886	LOC120451199|XP_039490584.1|DSAN	LOC119646126|XP_037902404.1|HILL
OG0006887	LOC120456379|XP_039499134.1|DSAN	LOC119647245|XP_037904045.1|HILL
OG0006888	LOC120446476|XP_039483416.1|DSAN	LOC119650656|XP_037909519.1|HILL
OG0006889	LOC120446281|XP_039483101.1|DSAN	LOC119650655|XP_037909518.1|HILL
OG0006890	LOC120458197|XP_039501704.1|DSAN	LOC119661432|XP_037926705.1|HILL
OG0006891	LOC120458293|XP_039501826.1|DSAN	LOC119646623|XP_037903059.1|HILL
OG0006892	LOC120458135|XP_039501612.1|DSAN	LOC119660923|XP_037925835.1|HILL
OG0006893	LOC120458303|XP_039501837.1|DSAN	LOC119655123|XP_037916784.1|HILL
OG0006894	LOC120458301|XP_039501834.1|DSAN	LOC119661144|XP_037926279.1|HILL
OG0006895	LOC120455040|XP_039496822.1|DSAN	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL
OG0006896	LOC120458678|XP_039502349.1|DSAN	LOC119652212|XP_037912078.1|HILL
OG0006897	LOC120446067|XP_039482780.1|DSAN	LOC119650685|XP_037909574.1|HILL
OG0006898	LOC120444695|XP_039480495.1|DSAN	LOC119661507|XP_037926803.1|HILL
OG0006899	LOC120456029|XP_039498535.1|DSAN	LOC119648892|XP_037906721.1|HILL
OG0006900	LOC120457364|XP_039500829.1|DSAN	LOC119661552|XP_037926870.1|HILL
OG0006901	LOC120457752|XP_039501188.1|DSAN	LOC119655058|XP_037916681.1|HILL
OG0006902	LOC120456545|XP_039499358.1|DSAN	LOC119657774|XP_037920772.1|HILL
OG0006903	LOC120451388|XP_039490985.1|DSAN	LOC119651760|XP_037911426.1|HILL
OG0006904	LOC120454991|XP_039496725.1|DSAN	LOC119651468|XP_037911004.1|HILL
OG0006905	LOC120445122|XP_039481203.1|DSAN	LOC119653920|XP_037915007.1|HILL
OG0006906	LOC120446107|XP_039482835.1|DSAN	LOC119656148|XP_037918410.1|HILL
OG0006907	LOC120457750|XP_039501183.1|DSAN	LOC119656231|XP_037918564.1|HILL
OG0006908	LOC120457485|XP_039500974.1|DSAN	LOC119650988|XP_037910182.1|HILL
OG0006909	LOC120456226|XP_039498849.1|DSAN	LOC119650986|XP_037910180.1|HILL
OG0006910	LOC120443875|XP_039479193.1|DSAN	LOC119650575|XP_037909319.1|HILL
OG0006911	LOC120456492|XP_039499291.1|DSAN	LOC119660903|XP_037925771.1|HILL
OG0006912	LOC120445229|XP_039481421.1|DSAN	LOC119652839|XP_037913103.1|HILL
OG0006913	LOC120458365|XP_039501914.1|DSAN	LOC119651510|XP_037911063.1|HILL
OG0006914	LOC120447731|XP_039485209.1|DSAN	LOC119651580|XP_037911147.1|HILL
OG0006915	LOC120443797|XP_039479061.1|DSAN	LOC119654887|XP_037916429.1|HILL
OG0006916	LOC120444025|XP_039479460.1|DSAN	LOC119650581|XP_037909334.1|HILL
OG0006917	LOC120444060|XP_039479500.1|DSAN	LOC119650626|XP_037909447.1|HILL
OG0006918	LOC120458438|XP_039502015.1|DSAN	LOC119650607|XP_037909401.1|HILL
OG0006919	LOC120445173|XP_039481305.1|DSAN	LOC119650781|XP_037909819.1|HILL
OG0006920	LOC120458240|XP_039501762.1|DSAN	LOC119656503|XP_037918772.1|HILL
OG0006921	LOC120443812|XP_039479086.1|DSAN	LOC119646149|XP_037902436.1|HILL
OG0006922	LOC120444951|XP_039480894.1|DSAN	LOC119652000|XP_037911856.1|HILL
OG0006923	LOC120445126|XP_039481212.1|DSAN	LOC119661501|XP_037926796.1|HILL
OG0006924	LOC120458185|XP_039501687.1|DSAN	LOC119651340|XP_037910822.1|HILL
OG0006925	LOC120453564|XP_039494251.1|DSAN	LOC119651082|XP_037910356.1|HILL
OG0006926	LOC120452526|XP_039492726.1|DSAN	LOC119647212|XP_037903964.1|HILL
OG0006927	LOC120457294|XP_039500704.1|DSAN	LOC119646964|XP_037903593.1|HILL
OG0006928	LOC120450340|XP_039489250.1|DSAN	LOC119646939|XP_037903557.1|HILL
OG0006929	LOC120448136|XP_039485892.1|DSAN	LOC119654808|XP_037916295.1|HILL
OG0006930	LOC120456461|XP_039499244.1|DSAN	LOC119659727|XP_037923915.1|HILL
OG0006931	LOC120454007|XP_039494933.1|DSAN	LOC119656138|XP_037918399.1|HILL
OG0006932	LOC120444519|XP_039480194.1|DSAN	LOC119651063|XP_037910325.1|HILL
OG0006933	LOC120450807|XP_039489915.1|DSAN	LOC119652937|XP_037913254.1|HILL
OG0006934	LOC120450941|XP_039490143.1|DSAN	LOC119651298|XP_037910748.1|HILL
OG0006935	LOC120456066|XP_039498592.1|DSAN	LOC119651071|XP_037910335.1|HILL
OG0006936	LOC120451368|XP_039490953.1|DSAN	LOC119653089|XP_037913517.1|HILL
OG0006937	LOC120444139|XP_039479639.1|DSAN	LOC119653062|XP_037913468.1|HILL
OG0006938	LOC120458897|XP_039502674.1|DSAN	LOC119653061|XP_037913467.1|HILL
OG0006939	LOC120457104|XP_039500243.1|DSAN	LOC119661706|XP_037927085.1|HILL
OG0006940	LOC120455999|XP_039498493.1|DSAN	LOC119661177|XP_037926322.1|HILL
OG0006941	LOC120445406|XP_039481758.1|DSAN	LOC119652749|XP_037912976.1|HILL
OG0006942	LOC120445025|XP_039481032.1|DSAN	LOC119650606|XP_037909402.1|HILL
OG0006943	LOC120447090|XP_039484427.1|DSAN	LOC119647271|XP_037904092.1|HILL
OG0006944	LOC120443808|XP_039479083.1|DSAN	LOC119652842|XP_037913107.1|HILL
OG0006945	LOC120445186|XP_039481334.1|DSAN	LOC119651438|XP_037910967.1|HILL
OG0006946	LOC120451076|XP_039490370.1|DSAN	LOC119651709|XP_037911349.1|HILL
OG0006947	LOC120456329|XP_039499034.1|DSAN	LOC119651509|XP_037911061.1|HILL
OG0006948	LOC120444993|XP_039480962.1|DSAN	LOC119652614|XP_037912779.1|HILL
OG0006949	LOC120458780|XP_039502494.1|DSAN	LOC119653771|XP_037914698.1|HILL
OG0006950	LOC120458839|XP_039502598.1|DSAN	LOC119652939|XP_037913256.1|HILL
OG0006951	LOC120454036|XP_039495003.1|DSAN	LOC119661781|XP_037927185.1|HILL
OG0006952	LOC120452147|XP_039492171.1|DSAN	LOC119652998|XP_037913352.1|HILL
OG0006953	LOC120448426|XP_039486362.1|DSAN	LOC119661649|XP_037927009.1|HILL
OG0006954	LOC120451574|XP_039491359.1|DSAN	LOC119646236|XP_037902554.1|HILL
OG0006955	LOC120454610|XP_039496006.1|DSAN	LOC119651322|XP_037910784.1|HILL
OG0006956	LOC120444111|XP_039479575.1|DSAN	LOC119650987|XP_037910181.1|HILL
OG0006957	LOC120458031|XP_039501473.1|DSAN	LOC119651115|XP_037910417.1|HILL
OG0006958	LOC120446093|XP_039482820.1|DSAN	LOC119654781|XP_037916253.1|HILL
OG0006959	LOC120449181|XP_039487460.1|DSAN	LOC119661000|XP_037926034.1|HILL
OG0006960	LOC120443786|XP_039479049.1|DSAN	LOC119646412|XP_037902786.1|HILL
OG0006961	LOC120446146|XP_039482907.1|DSAN	LOC119660726|XP_037925312.1|HILL
OG0006962	LOC120452761|XP_039493083.1|DSAN	LOC119650617|XP_037909428.1|HILL
OG0006963	LOC120443918|XP_039479293.1|DSAN	LOC119651727|XP_037911382.1|HILL
OG0006964	LOC120458725|XP_039502409.1|DSAN	LOC119653084|XP_037913505.1|HILL
OG0006965	LOC120444696|XP_039480496.1|DSAN	LOC119657108|XP_037919799.1|HILL
OG0006966	LOC120444391|XP_039479947.1|DSAN	LOC119661695|XP_037927069.1|HILL
OG0006967	LOC120447160|XP_039484545.1|DSAN	LOC119661632|XP_037926981.1|HILL
OG0006968	LOC120447213|XP_039484660.1|DSAN	LOC119648845|XP_037906652.1|HILL
OG0006969	LOC120448396|XP_039486320.1|DSAN	LOC119648017|XP_037905350.1|HILL
OG0006970	LOC120452418|XP_039492571.1|DSAN	LOC119652947|XP_037913269.1|HILL
OG0006971	LOC120458232|XP_039501751.1|DSAN	LOC119646587|XP_037903009.1|HILL
OG0006972	LOC120458201|XP_039501746.1|DSAN	LOC119650459|XP_037909251.1|HILL
OG0006973	LOC120458761|XP_039502469.1|DSAN	LOC119653744|XP_037914599.1|HILL
OG0006974	LOC120448810|XP_039486942.1|DSAN	LOC119657777|XP_037920778.1|HILL
OG0006975	LOC120453337|XP_039493940.1|DSAN	LOC119648185|XP_037905704.1|HILL
OG0006976	LOC120458302|XP_039501840.1|DSAN	LOC119651924|XP_037911682.1|HILL
OG0006977	LOC120445904|XP_039482490.1|DSAN	LOC119661542|XP_037926856.1|HILL
OG0006978	LOC120445223|XP_039481412.1|DSAN	LOC119661203|XP_037926353.1|HILL
OG0006979	LOC120454115|XP_039495085.1|DSAN	LOC119651547|XP_037911108.1|HILL
OG0006980	LOC120446597|XP_039483565.1|DSAN	LOC119652078|XP_037911944.1|HILL
OG0006981	LOC120443856|XP_039479152.1|DSAN	LOC119651855|XP_037911585.1|HILL
OG0006982	LOC120457696|XP_039501125.1|DSAN	LOC119650827|XP_037909891.1|HILL
OG0006983	LOC120451642|XP_039491441.1|DSAN	LOC119652719|XP_037912938.1|HILL
OG0006984	LOC120447066|XP_039484390.1|DSAN	LOC119653580|XP_037914257.1|HILL
OG0006985	LOC120443967|XP_039479371.1|DSAN	LOC119654950|XP_037916538.1|HILL
OG0006986	LOC120458076|XP_039501523.1|DSAN	LOC119646848|XP_037903398.1|HILL
OG0006987	LOC120443954|XP_039479345.1|DSAN	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL
OG0006988	LOC120445565|XP_039481982.1|DSAN	LOC119651181|XP_037910538.1|HILL
OG0006989	LOC120444050|XP_039479492.1|DSAN	LOC119646637|XP_037903078.1|HILL
OG0006990	LOC120457746|XP_039501179.1|DSAN	LOC119660231|XP_037924610.1|HILL
OG0006991	LOC120452365|XP_039492488.1|DSAN	LOC119659918|XP_037924172.1|HILL
OG0006992	LOC120454875|XP_039496380.1|DSAN	LOC119654770|XP_037916243.1|HILL
OG0006993	LOC120444615|XP_039480333.1|DSAN	LOC119647005|XP_037903662.1|HILL
OG0006994	LOC120458064|XP_039501513.1|DSAN	LOC119649293|XP_037907317.1|HILL
OG0006995	LOC120455642|XP_039497969.1|DSAN	LOC119651571|XP_037911133.1|HILL
OG0006996	LOC120455661|XP_039497992.1|DSAN	LOC119646867|XP_037903419.1|HILL
OG0006997	LOC120458474|XP_039502065.1|DSAN	LOC119647031|XP_037903700.1|HILL
OG0006998	LOC120451722|XP_039491558.1|DSAN	LOC119660963|XP_037925939.1|HILL
OG0006999	LOC120453281|XP_039493881.1|DSAN	LOC119646440|XP_037902818.1|HILL
OG0007000	LOC120453888|XP_039494741.1|DSAN	LOC119646176|XP_037902487.1|HILL
OG0007001	LOC120446664|XP_039483669.1|DSAN	LOC119658689|XP_037922206.1|HILL
OG0007002	LOC120446983|XP_039484211.1|DSAN	LOC119653165|XP_037913636.1|HILL
OG0007004	LOC120443753|XP_039478950.1|DSAN	LOC119651548|XP_037911109.1|HILL
OG0007005	LOC120446147|XP_039482908.1|DSAN	LOC119651805|XP_037911521.1|HILL
OG0007006	LOC120450799|XP_039489903.1|DSAN	LOC119651085|XP_037910361.1|HILL
OG0007007	LOC120446259|XP_039483070.1|DSAN	LOC119651755|XP_037911421.1|HILL
OG0007008	LOC120454506|XP_039495797.1|DSAN	LOC119652278|XP_037912200.1|HILL
OG0007009	LOC120444525|XP_039480206.1|DSAN	LOC119651110|XP_037910403.1|HILL
OG0007010	LOC120446041|XP_039482738.1|DSAN	LOC119655190|XP_037916884.1|HILL
OG0007011	LOC120451542|XP_039491258.1|DSAN	LOC119654054|XP_037915149.1|HILL
OG0007012	LOC120458681|XP_039502352.1|DSAN	LOC119661329|XP_037926557.1|HILL
OG0007013	LOC120458521|XP_039502127.1|DSAN	LOC119652788|XP_037913029.1|HILL
OG0007014	LOC120458204|XP_039501715.1|DSAN	LOC119652274|XP_037912191.1|HILL
OG0007015	LOC120450987|XP_039490265.1|DSAN	LOC119650666|XP_037909542.1|HILL
OG0007016	LOC120449878|XP_039488491.1|DSAN	LOC119653222|XP_037913726.1|HILL
OG0007017	LOC120452788|XP_039493118.1|DSAN	LOC119650880|XP_037909974.1|HILL
OG0007018	LOC120450971|XP_039490200.1|DSAN	LOC119651228|XP_037910626.1|HILL
OG0007019	LOC120445602|XP_039482035.1|DSAN	LOC119653153|XP_037913621.1|HILL
OG0007020	LOC120445824|XP_039482375.1|DSAN	LOC119652169|XP_037912043.1|HILL
OG0007021	LOC120453093|XP_039493561.1|DSAN	LOC119653194|XP_037913685.1|HILL
OG0007022	LOC120445135|XP_039481224.1|DSAN	LOC119649262|XP_037907281.1|HILL
OG0007023	LOC120458311|XP_039501852.1|DSAN	LOC119647322|XP_037904177.1|HILL
OG0007024	LOC120452343|XP_039492448.1|DSAN	LOC119646858|XP_037903409.1|HILL
OG0007025	LOC120456945|XP_039500018.1|DSAN	LOC119660263|XP_037924652.1|HILL
OG0007026	LOC120454106|XP_039495072.1|DSAN	LOC119650478|XP_037909288.1|HILL
OG0007027	LOC120458167|XP_039501657.1|DSAN	LOC119658600|XP_037921999.1|HILL
OG0007028	LOC120455410|XP_039497490.1|DSAN	LOC119649803|XP_037908044.1|HILL
OG0007030	LOC120455112|XP_039496934.1|DSAN	LOC119656817|XP_037919378.1|HILL
OG0007032	LOC120449966|XP_039488603.1|DSAN	LOC119659581|XP_037923669.1|HILL
OG0007033	LOC120458842|XP_039502604.1|DSAN	LOC119651750|XP_037911415.1|HILL
OG0007034	LOC120446901|XP_039484061.1|DSAN	LOC119653851|XP_037914829.1|HILL
OG0007035	LOC120457110|XP_039500252.1|DSAN	LOC119659060|XP_037922899.1|HILL
OG0007036	LOC120450540|XP_039489575.1|DSAN	LOC119648391|XP_037906057.1|HILL
OG0007037	LOC120451596|XP_039491350.1|DSAN	LOC119657282|XP_037920057.1|HILL
OG0007038	LOC120445505|XP_039481888.1|DSAN	LOC119646685|XP_037903211.1|HILL
OG0007039	LOC120446734|XP_039483792.1|DSAN	LOC119652643|XP_037912818.1|HILL
OG0007040	LOC120451013|XP_039490274.1|DSAN	LOC119646380|XP_037902751.1|HILL
OG0007041	LOC120445522|XP_039481915.1|DSAN	LOC119652956|XP_037913280.1|HILL
OG0007042	LOC120458181|XP_039501678.1|DSAN	LOC119652901|XP_037913203.1|HILL
OG0007043	LOC120450950|XP_039490164.1|DSAN	LOC119660409|XP_037924874.1|HILL
OG0007044	LOC120458468|XP_039502055.1|DSAN	LOC119647109|XP_037903815.1|HILL
OG0007045	LOC120451592|XP_039491345.1|DSAN	LOC119659218|XP_037923120.1|HILL
OG0007046	LOC120453065|XP_039493524.1|DSAN	LOC119655453|XP_037917284.1|HILL
OG0007047	LOC120455324|XP_039497338.1|DSAN	LOC119646888|XP_037903452.1|HILL
OG0007048	LOC120458891|XP_039502667.1|DSAN	LOC119647417|XP_037904233.1|HILL
OG0007049	LOC120450296|XP_039489169.1|DSAN	LOC119660301|XP_037924705.1|HILL
OG0007050	LOC120458268|XP_039501795.1|DSAN	LOC119659536|XP_037923610.1|HILL
OG0007051	LOC120451687|XP_039491513.1|DSAN	LOC119659515|XP_037923585.1|HILL
OG0007052	LOC120455028|XP_039496793.1|DSAN	LOC119650742|XP_037909744.1|HILL
OG0007053	LOC120454311|XP_039495443.1|DSAN	LOC119659736|XP_037923923.1|HILL
OG0007054	LOC120444764|XP_039480628.1|DSAN	LOC119646884|XP_037903445.1|HILL
OG0007055	LOC120444321|XP_039479802.1|DSAN	LOC119646545|XP_037902945.1|HILL
OG0007056	LOC120448944|XP_039487124.1|DSAN	LOC119650709|XP_037909646.1|HILL
OG0007057	LOC120455029|XP_039496794.1|DSAN	LOC119646153|XP_037902452.1|HILL
OG0007058	LOC120456955|XP_039500033.1|DSAN	LOC119657149|XP_037919854.1|HILL
OG0007059	LOC120449350|XP_039487698.1|DSAN	LOC119661533|XP_037926841.1|HILL
OG0007060	LOC120453576|XP_039494272.1|DSAN	LOC119646459|XP_037902840.1|HILL
OG0007061	LOC120458912|XP_039502691.1|DSAN	LOC119646449|XP_037902831.1|HILL
OG0007062	LOC120454182|XP_039495198.1|DSAN	LOC119648581|XP_037906281.1|HILL
OG0007063	LOC120443878|XP_039479195.1|DSAN	LOC119647326|XP_037904192.1|HILL
OG0007064	LOC120447116|XP_039484475.1|DSAN	LOC119647134|XP_037903854.1|HILL
OG0007065	LOC120449370|XP_039487735.1|DSAN	LOC119650736|XP_037909721.1|HILL
OG0007066	LOC120450535|XP_039489560.1|DSAN	LOC119647304|XP_037904143.1|HILL
OG0007067	LOC120455051|XP_039496841.1|DSAN	LOC119646804|XP_037903324.1|HILL
OG0007068	LOC120445111|XP_039481193.1|DSAN	LOC119651576|XP_037911145.1|HILL
OG0007069	LOC120453525|XP_039494246.1|DSAN	LOC119650694|XP_037909601.1|HILL
OG0007070	LOC120446637|XP_039483638.1|DSAN	LOC119654524|XP_037915897.1|HILL
OG0007071	LOC120447012|XP_039484262.1|DSAN	LOC119647127|XP_037903842.1|HILL
OG0007072	LOC120452328|XP_039492415.1|DSAN	LOC119652593|XP_037912746.1|HILL
OG0007073	LOC120449516|XP_039487959.1|DSAN	LOC119646729|XP_037903238.1|HILL
