Orthogroup	DSAN.longest_only	AEAL.longest_only
OG0007897	LOC120449252|XP_039487564.1|DSAN	LOC109403238|XP_019531566.2|AEAL
OG0007898	LOC120450052|XP_039488743.1|DSAN	LOC109403201|XP_019531502.1|AEAL
OG0007899	LOC120447693|XP_039485156.1|DSAN	LOC109425682|XP_029734693.1|AEAL
OG0007900	LOC120446997|XP_039484234.1|DSAN	LOC109401545|XP_019529663.1|AEAL
OG0007901	LOC120449200|XP_039487497.1|DSAN	LOC109416453|XP_029722237.1|AEAL, LOC109407433|XP_029722348.1|AEAL
OG0007902	LOC120456396|XP_039499158.1|DSAN	LOC109430955|XP_019562616.1|AEAL
OG0007903	LOC120447539|XP_039484917.1|DSAN	LOC109430930|XP_029721959.1|AEAL
OG0007904	LOC120448399|XP_039486323.1|DSAN	LOC109430909|XP_019562555.2|AEAL
OG0007905	LOC120446112|XP_039482844.1|DSAN	LOC109433386|XP_019565363.2|AEAL, LOC109430962|XP_019562628.2|AEAL
OG0007906	LOC120449712|XP_039488262.1|DSAN	LOC109398085|XP_029730423.1|AEAL
OG0007911	LOC120449789|XP_039488367.1|DSAN	LOC109401026|XP_019529054.2|AEAL
OG0007912	LOC120450142|XP_039488904.1|DSAN	LOC109420866|XP_019550892.2|AEAL
OG0007913	LOC120449793|XP_039488371.1|DSAN	LOC109401023|XP_019529046.1|AEAL
OG0007914	LOC120450182|XP_039488981.1|DSAN	LOC109428694|XP_019560048.2|AEAL
OG0007915	LOC120449863|XP_039488457.1|DSAN	LOC109423870|XP_019554458.2|AEAL
OG0007916	LOC120443872|XP_039479180.1|DSAN	LOC115259298|XP_029715691.1|AEAL, LOC115269870|XP_029734526.1|AEAL
OG0007917	LOC120445538|XP_039481945.1|DSAN	LOC109621228|XP_029728720.1|AEAL
OG0007918	LOC120458945|XP_039502739.1|DSAN	LOC109408206|XP_019536991.2|AEAL
OG0007919	LOC120445699|XP_039482190.1|DSAN	LOC109418472|XP_019548228.2|AEAL
OG0007920	LOC120444565|XP_039480255.1|DSAN	LOC109408906|XP_019537834.2|AEAL, LOC109418471|XP_019548227.2|AEAL
OG0007921	LOC120446778|XP_039483858.1|DSAN	LOC109408918|XP_019537849.2|AEAL
OG0007922	LOC120453783|XP_039494565.1|DSAN	LOC109415148|XP_019544577.2|AEAL
OG0007923	LOC120455420|XP_039497503.1|DSAN	LOC109414978|XP_029728996.1|AEAL, LOC115266617|XP_029728941.1|AEAL
OG0007924	LOC120445635|XP_039482103.1|DSAN	LOC109407033|XP_029729024.1|AEAL
OG0007926	LOC120446611|XP_039483590.1|DSAN	LOC109406673|XP_029732847.1|AEAL
OG0007927	LOC120448004|XP_039485655.1|DSAN	LOC109402987|XP_029719603.1|AEAL
OG0007928	LOC120458567|XP_039502200.1|DSAN	LOC109403694|XP_029709943.1|AEAL
OG0007929	LOC120444037|XP_039479477.1|DSAN	LOC109411553|XP_029709929.1|AEAL
OG0007931	LOC120450728|XP_039489757.1|DSAN	LOC109427905|XP_029728385.1|AEAL
OG0007932	LOC120457089|XP_039500206.1|DSAN	LOC109428196|XP_019559441.2|AEAL
OG0007933	LOC120452267|XP_039492330.1|DSAN	LOC109428192|XP_029734299.1|AEAL
OG0007934	LOC120452475|XP_039492649.1|DSAN	LOC109424543|XP_019555271.2|AEAL
OG0007935	LOC120443857|XP_039479153.1|DSAN	LOC109427858|XP_019558976.2|AEAL
OG0007936	LOC120446492|XP_039483436.1|DSAN	LOC109433241|XP_019565194.1|AEAL
OG0007937	LOC120453143|XP_039493637.1|DSAN	LOC109420084|XP_019549937.1|AEAL
OG0007938	LOC120447719|XP_039485193.1|DSAN	LOC109420078|XP_019549927.2|AEAL
OG0007939	LOC120456617|XP_039499477.1|DSAN	LOC109420075|XP_019549924.2|AEAL
OG0007940	LOC120443840|XP_039479133.1|DSAN	LOC109420070|XP_019549917.2|AEAL
OG0007941	LOC120457098|XP_039500265.1|DSAN	LOC109408029|XP_019536802.2|AEAL, LOC115257645|XP_029713342.1|AEAL
OG0007942	LOC120457235|XP_039500550.1|DSAN	LOC109408297|XP_019537113.2|AEAL
OG0007943	LOC120444056|XP_039479497.1|DSAN	LOC109401084|XP_029712895.1|AEAL, LOC109400994|XP_029713157.1|AEAL
OG0007944	LOC120450135|XP_039488896.1|DSAN	LOC109412379|XP_029712647.1|AEAL
OG0007945	LOC120447771|XP_039485260.1|DSAN	LOC109412369|XP_019541570.2|AEAL
OG0007946	LOC120444798|XP_039480680.1|DSAN	LOC115256894|XP_029711893.1|AEAL, LOC109401411|XP_019529508.2|AEAL
OG0007947	LOC120458132|XP_039501608.1|DSAN	LOC109433112|XP_019565050.2|AEAL
OG0007949	LOC120455740|XP_039498096.1|DSAN	LOC109420001|XP_019549838.1|AEAL
OG0007953	LOC120443736|XP_039478925.1|DSAN	LOC115264921|XP_029724855.1|AEAL, LOC109404244|XP_029729137.1|AEAL, LOC109414053|XP_029724945.1|AEAL, LOC115264927|XP_029724886.1|AEAL
OG0007957	LOC120458514|XP_039502119.1|DSAN	LOC109409620|XP_029729453.1|AEAL, LOC109413741|XP_029729487.1|AEAL
OG0007958	LOC120455462|XP_039497617.1|DSAN	LOC109408121|XP_019536885.1|AEAL
OG0007959	LOC120445733|XP_039482238.1|DSAN	LOC109419059|XP_019548811.2|AEAL
OG0007960	LOC120458088|XP_039501539.1|DSAN	LOC115258703|XP_029714906.1|AEAL, LOC109419110|XP_029714901.1|AEAL
OG0007961	LOC120454657|XP_039496094.1|DSAN	LOC109409247|XP_019538207.2|AEAL
OG0007962	LOC120455982|XP_039498471.1|DSAN	LOC109404439|XP_019532876.2|AEAL
OG0007963	LOC120448976|XP_039487174.1|DSAN	LOC109404656|XP_029715234.1|AEAL
OG0007964	LOC120454739|XP_039496196.1|DSAN	LOC109404751|XP_019533229.2|AEAL
OG0007965	LOC120448731|XP_039486843.1|DSAN	LOC109420996|XP_019551019.2|AEAL
OG0007966	LOC120443811|XP_039479085.1|DSAN	LOC115268657|XP_029732629.1|AEAL
OG0007967	LOC120457745|XP_039501178.1|DSAN	LOC109415690|XP_029714846.1|AEAL
OG0007968	LOC120454328|XP_039495470.1|DSAN	LOC109416537|XP_029715235.1|AEAL
OG0007969	LOC120444113|XP_039479577.1|DSAN	LOC109410229|XP_019539299.1|AEAL, LOC109417547|XP_019547167.1|AEAL
OG0007970	LOC120445628|XP_039482089.1|DSAN	LOC109417743|XP_019547405.1|AEAL
OG0007971	LOC120455194|XP_039497070.1|DSAN	LOC109419906|XP_029708892.1|AEAL
OG0007973	LOC120458478|XP_039502072.1|DSAN	LOC115255128|XP_029708860.1|AEAL, LOC109419845|XP_019549678.2|AEAL
OG0007974	LOC120455641|XP_039497965.1|DSAN	LOC109414012|XP_019543284.2|AEAL
OG0007976	LOC120456335|XP_039499039.1|DSAN	LOC109407379|XP_019535923.2|AEAL
OG0007977	LOC120444726|XP_039480589.1|DSAN	LOC109431814|XP_029708483.1|AEAL
OG0007978	LOC120458682|XP_039502353.1|DSAN	LOC109431819|XP_019563630.2|AEAL
OG0007979	LOC120445738|XP_039482246.1|DSAN	LOC109427650|XP_029708458.1|AEAL
OG0007981	LOC120455314|XP_039497298.1|DSAN	LOC109427901|XP_019559058.2|AEAL
OG0007982	LOC120458765|XP_039502511.1|DSAN	LOC109427916|XP_029728553.1|AEAL
OG0007983	LOC120445949|XP_039482568.1|DSAN	LOC109430175|XP_019561772.2|AEAL
OG0007985	LOC120457476|XP_039500962.1|DSAN	LOC109423957|XP_019554571.1|AEAL
OG0007986	LOC120451034|XP_039490299.1|DSAN	LOC115265636|XP_029727367.1|AEAL
OG0007987	LOC120446880|XP_039484027.1|DSAN	LOC109404797|XP_019533290.2|AEAL
OG0007988	LOC120446411|XP_039483291.1|DSAN	LOC109418121|XP_029727181.1|AEAL
OG0007989	LOC120457926|XP_039501367.1|DSAN	LOC109418060|XP_029727189.1|AEAL
OG0007990	LOC120458087|XP_039501538.1|DSAN	LOC109421652|XP_019551717.2|AEAL
OG0007991	LOC120455246|XP_039497175.1|DSAN	LOC109421565|XP_019551630.2|AEAL
OG0007992	LOC120444312|XP_039479793.1|DSAN	LOC109421540|XP_029732657.1|AEAL, LOC109409148|XP_019538110.1|AEAL
OG0007993	LOC120451424|XP_039491031.1|DSAN	LOC109421520|XP_019551575.2|AEAL
OG0007994	LOC120445029|XP_039481042.1|DSAN	LOC109621857|XP_019931606.2|AEAL
OG0007995	LOC120446133|XP_039482895.1|DSAN	LOC109621350|XP_029732582.1|AEAL, LOC115268615|XP_029732606.1|AEAL
OG0007996	LOC120455975|XP_039498458.1|DSAN	LOC109402145|XP_029720068.1|AEAL
OG0007997	LOC120449463|XP_039487869.1|DSAN	LOC109429534|XP_019561046.1|AEAL
OG0007998	LOC120445169|XP_039481283.1|DSAN	LOC109415438|XP_029720109.1|AEAL
OG0007999	LOC120457041|XP_039500147.1|DSAN	LOC109398302|XP_029720159.1|AEAL
OG0008000	LOC120453304|XP_039493882.1|DSAN	LOC109429805|XP_029720162.1|AEAL
OG0008001	LOC120443999|XP_039479415.1|DSAN	LOC109411698|XP_019540815.2|AEAL
OG0008002	LOC120447067|XP_039484394.1|DSAN	LOC109411734|XP_019540871.1|AEAL
OG0008003	LOC120444038|XP_039479481.1|DSAN	LOC109420448|XP_019550338.1|AEAL
OG0008004	LOC120455528|XP_039497752.1|DSAN	LOC109398246|XP_019526112.2|AEAL
OG0008005	LOC120457382|XP_039500859.1|DSAN	LOC109411213|XP_019540249.2|AEAL
OG0008007	LOC120455053|XP_039496839.1|DSAN	LOC109414189|XP_019543518.1|AEAL
OG0008008	LOC120449580|XP_039488068.1|DSAN	LOC109414151|XP_029712511.1|AEAL, LOC115254437|XP_029707784.1|AEAL
OG0008009	LOC120455033|XP_039496801.1|DSAN	LOC109425447|XP_029707812.1|AEAL, LOC109421722|XP_029713955.1|AEAL
OG0008010	LOC120457228|XP_039500535.1|DSAN	LOC109421743|XP_019551819.2|AEAL
OG0008011	LOC120444773|XP_039480640.1|DSAN	LOC115255672|XP_029709635.1|AEAL, LOC109421750|XP_019551831.2|AEAL
OG0008012	LOC120445340|XP_039481610.1|DSAN	LOC109421751|XP_019551832.2|AEAL
OG0008016	LOC120448775|XP_039486896.1|DSAN	LOC109423435|XP_019553987.1|AEAL
OG0008017	LOC120457054|XP_039500162.1|DSAN	LOC109421803|XP_029732694.1|AEAL
OG0008018	LOC120455286|XP_039497256.1|DSAN	LOC109418213|XP_029732700.1|AEAL
OG0008019	LOC120456349|XP_039499067.1|DSAN	LOC115254335|XP_029707621.1|AEAL, LOC109418242|XP_029720776.1|AEAL
OG0008020	LOC120454435|XP_039495665.1|DSAN	LOC109418259|XP_019547963.2|AEAL
OG0008021	LOC120455807|XP_039498201.1|DSAN	LOC109428104|XP_019559337.2|AEAL, LOC109418324|XP_019548046.2|AEAL
OG0008022	LOC120453193|XP_039493693.1|DSAN	LOC109418396|XP_019548119.2|AEAL
OG0008023	LOC120457169|XP_039500385.1|DSAN	LOC109418432|XP_019548163.2|AEAL, LOC115263613|XP_029722705.1|AEAL
OG0008024	LOC120457018|XP_039500108.1|DSAN	LOC109426162|XP_029722703.1|AEAL
OG0008026	LOC120455195|XP_039497072.1|DSAN	LOC109407077|XP_019535646.2|AEAL
OG0008027	LOC120457006|XP_039500093.1|DSAN	LOC115263794|XP_029723036.1|AEAL
OG0008028	LOC120453158|XP_039493647.1|DSAN	LOC109419212|XP_019548964.1|AEAL
OG0008030	LOC120452459|XP_039492623.1|DSAN	LOC109429502|XP_019561015.2|AEAL
OG0008031	LOC120452820|XP_039493161.1|DSAN	LOC109429507|XP_019561023.1|AEAL
OG0008032	LOC120451430|XP_039491040.1|DSAN	LOC109405852|XP_019534455.1|AEAL
OG0008033	LOC120451522|XP_039491224.1|DSAN	LOC109398743|XP_029726321.1|AEAL
OG0008034	LOC120451744|XP_039491587.1|DSAN	LOC109411329|XP_029726639.1|AEAL
OG0008035	LOC120457306|XP_039500724.1|DSAN	LOC115253894|XP_029727735.1|AEAL, LOC109411339|XP_029717712.1|AEAL
OG0008038	LOC120456963|XP_039500042.1|DSAN	LOC109413778|XP_019543063.2|AEAL
OG0008039	LOC120453996|XP_039494895.1|DSAN	LOC109413672|XP_029727554.1|AEAL
OG0008040	LOC120452736|XP_039493041.1|DSAN	LOC109413669|XP_029727574.1|AEAL
OG0008041	LOC120457126|XP_039500295.1|DSAN	LOC109425033|XP_019555776.2|AEAL
OG0008042	LOC120454640|XP_039496073.1|DSAN	LOC109400199|XP_019528223.1|AEAL
OG0008043	LOC120455493|XP_039497676.1|DSAN	LOC109427081|XP_029728548.1|AEAL, LOC109399798|XP_019527839.2|AEAL
OG0008044	LOC120456948|XP_039500021.1|DSAN	LOC109399730|XP_029723004.1|AEAL
OG0008054	LOC120455894|XP_039498324.1|DSAN	LOC109401336|XP_029728621.1|AEAL
OG0008055	LOC120456301|XP_039498981.1|DSAN	LOC115266517|XP_029728629.1|AEAL
OG0008057	LOC120453625|XP_039494339.1|DSAN	LOC115266942|XP_029729519.1|AEAL
OG0008058	LOC120452198|XP_039492250.1|DSAN	LOC109411012|XP_019540004.2|AEAL
OG0008059	LOC120453300|XP_039493866.1|DSAN	LOC109410893|XP_029730484.1|AEAL
OG0008061	LOC120456208|XP_039498822.1|DSAN	LOC109415496|XP_019544930.2|AEAL
OG0008062	LOC120456395|XP_039499157.1|DSAN	LOC109415495|XP_019544927.1|AEAL
OG0008063	LOC120454641|XP_039496075.1|DSAN	LOC109400878|XP_019528907.2|AEAL
OG0008064	LOC120456313|XP_039499001.1|DSAN	LOC109430465|XP_029732074.1|AEAL
OG0008065	LOC120457409|XP_039500941.1|DSAN	LOC109409565|XP_019538559.2|AEAL
OG0008066	LOC120457386|XP_039500871.1|DSAN	LOC109430456|XP_029732243.1|AEAL, LOC109409576|XP_029732405.1|AEAL
OG0008067	LOC120455516|XP_039497723.1|DSAN	LOC109405747|XP_019534360.1|AEAL
OG0008068	LOC120456801|XP_039499769.1|DSAN	LOC109399348|XP_029722686.1|AEAL
OG0008069	LOC120451254|XP_039490713.1|DSAN	LOC109430362|XP_019561966.2|AEAL
OG0008070	LOC120453998|XP_039494899.1|DSAN	LOC109432404|XP_019564295.2|AEAL
OG0008071	LOC120455741|XP_039498097.1|DSAN	LOC109419329|XP_029734694.1|AEAL, LOC115266282|XP_029728112.1|AEAL
OG0008072	LOC120455067|XP_039496853.1|DSAN	LOC109408450|XP_019537327.2|AEAL
OG0008073	LOC120456833|XP_039499817.1|DSAN	LOC115254636|XP_029708113.1|AEAL, LOC109408443|XP_029735174.1|AEAL
OG0008074	LOC120455263|XP_039497198.1|DSAN	LOC109419381|XP_019549158.2|AEAL
OG0008075	LOC120445542|XP_039481947.1|DSAN	LOC109419354|XP_029735319.1|AEAL
OG0008076	LOC120455258|XP_039497193.1|DSAN	LOC109405716|XP_019534328.2|AEAL
OG0008077	LOC120453077|XP_039493538.1|DSAN	LOC109408401|XP_019537254.1|AEAL
OG0008078	LOC120455539|XP_039497810.1|DSAN	LOC109432412|XP_019564302.2|AEAL
OG0008079	LOC120457036|XP_039500137.1|DSAN	LOC109432419|XP_029735868.1|AEAL
OG0008080	LOC120455261|XP_039497196.1|DSAN	LOC109416300|XP_019545888.2|AEAL
OG0008081	LOC120456326|XP_039499026.1|DSAN	LOC109424067|XP_019554691.2|AEAL
OG0008082	LOC120453720|XP_039494482.1|DSAN	LOC109426221|XP_019557220.2|AEAL
OG0008083	LOC120454536|XP_039495848.1|DSAN	LOC109424052|XP_019554665.2|AEAL
OG0008084	LOC120453855|XP_039494694.1|DSAN	LOC115266155|XP_029727981.1|AEAL
OG0008085	LOC120452822|XP_039493160.1|DSAN	LOC109404426|XP_029727840.1|AEAL
OG0008086	LOC120454534|XP_039495841.1|DSAN	LOC109431859|XP_029727842.1|AEAL
OG0008087	LOC120456012|XP_039498502.1|DSAN	LOC109422729|XP_029727900.1|AEAL
OG0008088	LOC120456953|XP_039500031.1|DSAN	LOC109401125|XP_029727941.1|AEAL, LOC109422684|XP_019553090.2|AEAL
OG0008089	LOC120450400|XP_039489330.1|DSAN	LOC109401087|XP_019529111.2|AEAL, LOC115271083|XP_029736408.1|AEAL
OG0008090	LOC120456377|XP_039499132.1|DSAN	LOC109402789|XP_019531039.2|AEAL, LOC109422609|XP_019552961.2|AEAL
OG0008092	LOC120450872|XP_039490032.1|DSAN	LOC109398937|XP_019526940.2|AEAL
OG0008093	LOC120455696|XP_039498038.1|DSAN	LOC109433418|XP_029718558.1|AEAL
OG0008094	LOC120452918|XP_039493358.1|DSAN	LOC109403715|XP_019532120.2|AEAL
OG0008095	LOC120451801|XP_039491689.1|DSAN	LOC109403318|XP_019531670.2|AEAL
OG0008096	LOC120456245|XP_039498899.1|DSAN	LOC109406532|XP_019535175.2|AEAL
OG0008097	LOC120456042|XP_039498549.1|DSAN	LOC109406509|XP_019535144.1|AEAL
OG0008099	LOC120447674|XP_039485133.1|DSAN	LOC109403281|XP_029718621.1|AEAL
OG0008101	LOC120455459|XP_039497613.1|DSAN	LOC109415077|XP_019544495.1|AEAL
OG0008103	LOC120456482|XP_039499280.1|DSAN	LOC109414114|XP_019560683.2|AEAL
OG0008104	LOC120449490|XP_039487906.1|DSAN	LOC109398852|XP_019526838.2|AEAL
OG0008105	LOC120454098|XP_039495042.1|DSAN	LOC109398862|XP_029718770.1|AEAL
OG0008106	LOC120449006|XP_039487214.1|DSAN	LOC109398894|XP_029718778.1|AEAL
OG0008107	LOC120453473|XP_039494137.1|DSAN	LOC109398885|XP_019526880.2|AEAL
OG0008108	LOC120455893|XP_039498322.1|DSAN	LOC109429163|XP_019560573.2|AEAL
OG0008109	LOC120455054|XP_039496840.1|DSAN	LOC109398887|XP_019526881.2|AEAL
OG0008110	LOC120455568|XP_039497864.1|DSAN	LOC109428136|XP_019559368.2|AEAL
OG0008111	LOC120456287|XP_039498964.1|DSAN	LOC109406885|XP_019535441.2|AEAL
OG0008112	LOC120455386|XP_039497447.1|DSAN	LOC109404438|XP_029719076.1|AEAL
OG0008113	LOC120455881|XP_039498298.1|DSAN	LOC109404433|XP_019532853.2|AEAL
OG0008114	LOC120455880|XP_039498297.1|DSAN	LOC109406887|XP_029719077.1|AEAL
OG0008115	LOC120456168|XP_039498758.1|DSAN	LOC109404436|XP_029719078.1|AEAL
OG0008116	LOC120456174|XP_039498774.1|DSAN	LOC109406884|XP_029719086.1|AEAL
OG0008117	LOC120456091|XP_039498619.1|DSAN	LOC109404475|XP_029719099.1|AEAL, LOC109406311|XP_029719071.1|AEAL
OG0008118	LOC120456291|XP_039498969.1|DSAN	LOC109406333|XP_019534983.1|AEAL, LOC109404512|XP_019532959.2|AEAL
OG0008119	LOC120455586|XP_039497893.1|DSAN	LOC109404479|XP_019532912.1|AEAL, LOC115254079|XP_029719129.1|AEAL
OG0008120	LOC120455123|XP_039496950.1|DSAN	LOC109406306|XP_019534946.1|AEAL, LOC109404455|XP_019532884.1|AEAL
OG0008121	LOC120445106|XP_039481184.1|DSAN	LOC115254080|XP_029719135.1|AEAL, LOC109404492|XP_029719043.1|AEAL
OG0008122	LOC120455628|XP_039497948.1|DSAN	LOC109406292|XP_029719140.1|AEAL, LOC109404477|XP_029719040.1|AEAL
OG0008123	LOC120456292|XP_039498970.1|DSAN	LOC109404500|XP_029719143.1|AEAL, LOC109416179|XP_019545703.2|AEAL
OG0008124	LOC120455635|XP_039497958.1|DSAN	LOC109404983|XP_029719181.1|AEAL
OG0008125	LOC120455046|XP_039496828.1|DSAN	LOC115261520|XP_029719193.1|AEAL, LOC109416173|XP_019545698.2|AEAL
OG0008126	LOC120456819|XP_039499800.1|DSAN	LOC109416172|XP_029719195.1|AEAL, LOC109404973|XP_029719251.1|AEAL
OG0008127	LOC120457402|XP_039500929.1|DSAN	LOC109404964|XP_029719197.1|AEAL, LOC109416164|XP_029719238.1|AEAL
OG0008128	LOC120455145|XP_039496984.1|DSAN	LOC109404993|XP_029719236.1|AEAL, LOC109416161|XP_019545679.1|AEAL, LOC115261538|XP_029719241.1|AEAL
OG0008129	LOC120457416|XP_039500948.1|DSAN	LOC109416148|XP_029719229.1|AEAL, LOC109404978|XP_029719204.1|AEAL
OG0008130	LOC120455423|XP_039497511.1|DSAN	LOC109416147|XP_019545665.1|AEAL, LOC109416210|XP_019545747.1|AEAL
OG0008131	LOC120455200|XP_039497084.1|DSAN	LOC109416616|XP_029719304.1|AEAL, LOC115261574|XP_029719331.1|AEAL
OG0008132	LOC120452235|XP_039492295.1|DSAN	LOC109432823|XP_029719312.1|AEAL
OG0008133	LOC120454940|XP_039496643.1|DSAN	LOC109432765|XP_029710329.1|AEAL, LOC109407890|XP_029710334.1|AEAL
OG0008134	LOC120455202|XP_039497089.1|DSAN	LOC109411935|XP_029733015.1|AEAL, LOC109406739|XP_029733046.1|AEAL
OG0008135	LOC120451327|XP_039490836.1|DSAN	LOC109411936|XP_029733023.1|AEAL, LOC109406737|XP_029733044.1|AEAL
OG0008136	LOC120453744|XP_039494514.1|DSAN	LOC109411951|XP_019541152.1|AEAL
OG0008137	LOC120456073|XP_039498596.1|DSAN	LOC109428767|XP_029734005.1|AEAL
OG0008141	LOC120455648|XP_039497973.1|DSAN	LOC109400049|XP_029730291.1|AEAL
OG0008145	LOC120457141|XP_039500337.1|DSAN	LOC109405105|XP_019533655.2|AEAL
OG0008146	LOC120454948|XP_039496651.1|DSAN	LOC109400240|XP_019528263.2|AEAL
OG0008147	LOC120454946|XP_039496649.1|DSAN	LOC109400295|XP_029724209.1|AEAL
OG0008148	LOC120456974|XP_039500055.1|DSAN	LOC109399404|XP_029724165.1|AEAL
OG0008150	LOC120457240|XP_039500560.1|DSAN	LOC109399059|XP_019527034.2|AEAL
OG0008151	LOC120457051|XP_039500155.1|DSAN	LOC109399010|XP_029724223.1|AEAL
OG0008152	LOC120455949|XP_039498424.1|DSAN	LOC109398962|XP_019526958.2|AEAL
OG0008153	LOC120445086|XP_039481149.1|DSAN	LOC109431307|XP_019563069.2|AEAL
OG0008154	LOC120447687|XP_039485151.1|DSAN	LOC109431323|XP_019563091.2|AEAL
OG0008155	LOC120449103|XP_039487346.1|DSAN	LOC109407703|XP_019536397.2|AEAL
OG0008156	LOC120451423|XP_039491030.1|DSAN	LOC109409395|XP_019538385.2|AEAL
OG0008158	LOC120455612|XP_039497927.1|DSAN	LOC109415956|XP_019545475.1|AEAL
OG0008159	LOC120450565|XP_039489609.1|DSAN	LOC109405803|XP_029713444.1|AEAL
OG0008160	LOC120445137|XP_039481222.1|DSAN	LOC109401644|XP_029713325.1|AEAL
OG0008161	LOC120450149|XP_039488919.1|DSAN	LOC115257520|XP_029713075.1|AEAL, LOC109400008|XP_029712813.1|AEAL
OG0008162	LOC120455221|XP_039497125.1|DSAN	LOC109422441|XP_029713526.1|AEAL
OG0008164	LOC120456702|XP_039499603.1|DSAN	LOC109414796|XP_029736449.1|AEAL
OG0008165	LOC120456842|XP_039499831.1|DSAN	LOC109418642|XP_029712862.1|AEAL
OG0008166	LOC120455002|XP_039496751.1|DSAN	LOC109418633|XP_019548394.2|AEAL
OG0008167	LOC120457154|XP_039500361.1|DSAN	LOC109405271|XP_019533851.2|AEAL
OG0008168	LOC120457149|XP_039500355.1|DSAN	LOC109405267|XP_019533845.2|AEAL
OG0008169	LOC120457210|XP_039500511.1|DSAN	LOC109418625|XP_029712880.1|AEAL
OG0008170	LOC120445518|XP_039481911.1|DSAN	LOC109418621|XP_029712939.1|AEAL
OG0008171	LOC120456176|XP_039498778.1|DSAN	LOC109413090|XP_029713501.1|AEAL
OG0008173	LOC120457695|XP_039501124.1|DSAN	LOC109425798|XP_019556689.2|AEAL
OG0008174	LOC120446277|XP_039483094.1|DSAN	LOC109425670|XP_019556484.2|AEAL
OG0008175	LOC120456659|XP_039499525.1|DSAN	LOC109413593|XP_029721337.1|AEAL
OG0008176	LOC120456246|XP_039498900.1|DSAN	LOC115262725|XP_029721277.1|AEAL
OG0008177	LOC120455512|XP_039497714.1|DSAN	LOC109401305|XP_019529353.2|AEAL
OG0008178	LOC120456096|XP_039498626.1|DSAN	LOC109401286|XP_019529323.2|AEAL
OG0008179	LOC120455993|XP_039498485.1|DSAN	LOC109401287|XP_019529324.2|AEAL
OG0008180	LOC120456372|XP_039499124.1|DSAN	LOC109401273|XP_019529300.2|AEAL
OG0008181	LOC120456375|XP_039499128.1|DSAN	LOC109401317|XP_019529366.2|AEAL
OG0008182	LOC120458669|XP_039502337.1|DSAN	LOC109401148|XP_019529171.2|AEAL
OG0008183	LOC120445932|XP_039482529.1|DSAN	LOC109427035|XP_029721150.1|AEAL
OG0008184	LOC120450822|XP_039489938.1|DSAN	LOC109622601|XP_029721128.1|AEAL
OG0008188	LOC120458588|XP_039502223.1|DSAN	LOC109424715|XP_019555418.1|AEAL
OG0008189	LOC120448993|XP_039487197.1|DSAN	LOC109424687|XP_019555399.2|AEAL
OG0008190	LOC120449097|XP_039487339.1|DSAN	LOC109421942|XP_019552123.2|AEAL
OG0008191	LOC120457346|XP_039500792.1|DSAN	LOC109421934|XP_029720933.1|AEAL
OG0008192	LOC120456320|XP_039499015.1|DSAN	LOC109432691|XP_029720937.1|AEAL
OG0008193	LOC120456430|XP_039499196.1|DSAN	LOC109432718|XP_019564648.2|AEAL
OG0008194	LOC120456347|XP_039499069.1|DSAN	LOC109428999|XP_019560385.1|AEAL
OG0008195	LOC120446013|XP_039482700.1|DSAN	LOC109428909|XP_029708109.1|AEAL
OG0008196	LOC120446361|XP_039483227.1|DSAN	LOC109428879|XP_019560262.2|AEAL
OG0008197	LOC120449216|XP_039487516.1|DSAN	LOC109433666|XP_029731019.1|AEAL
OG0008198	LOC120457205|XP_039500505.1|DSAN	LOC109432323|XP_019564207.1|AEAL
OG0008199	LOC120455770|XP_039498160.1|DSAN	LOC109409845|XP_019538873.2|AEAL
OG0008200	LOC120445417|XP_039481767.1|DSAN	LOC109397146|XP_019525031.2|AEAL
OG0008203	LOC120450435|XP_039489378.1|DSAN	LOC109409921|XP_019538994.2|AEAL
OG0008204	LOC120455503|XP_039497700.1|DSAN	LOC109399607|XP_019527639.2|AEAL
OG0008205	LOC120456562|XP_039499375.1|DSAN	LOC109399568|XP_019527625.2|AEAL
OG0008206	LOC120447478|XP_039484808.1|DSAN	LOC115267848|XP_029731222.1|AEAL
OG0008207	LOC120449572|XP_039488060.1|DSAN	LOC109401835|XP_019530015.2|AEAL
OG0008208	LOC120446968|XP_039484170.1|DSAN	LOC115256002|XP_029710086.1|AEAL
OG0008209	LOC120448225|XP_039486054.1|DSAN	LOC109408987|XP_029710087.1|AEAL, LOC109426489|XP_029710084.1|AEAL
OG0008210	LOC120449243|XP_039487553.1|DSAN	LOC109402159|XP_019530333.1|AEAL
OG0008211	LOC120458170|XP_039501661.1|DSAN	LOC109403560|XP_029731448.1|AEAL
OG0008212	LOC120450054|XP_039488745.1|DSAN	LOC109431574|XP_019563355.1|AEAL
OG0008213	LOC120455753|XP_039498124.1|DSAN	LOC109622241|XP_029731486.1|AEAL
OG0008214	LOC120448971|XP_039487166.1|DSAN	LOC109431566|XP_019563344.1|AEAL, LOC109622225|XP_019932023.2|AEAL
OG0008215	LOC120456837|XP_039499823.1|DSAN	LOC109403168|XP_019531456.2|AEAL
OG0008216	LOC120450541|XP_039489576.1|DSAN	LOC109622177|XP_019931961.2|AEAL
OG0008217	LOC120457080|XP_039500194.1|DSAN	LOC109410612|XP_029731608.1|AEAL
OG0008218	LOC120445770|XP_039482302.1|DSAN	LOC109433482|XP_019565448.2|AEAL
OG0008219	LOC120457295|XP_039500710.1|DSAN	LOC109410664|XP_029731655.1|AEAL
