Orthogroup	DSAN.longest_only	CPIP.longest_only
OG0007138	LOC120455305|XP_039497286.1|DSAN	LOC120414366|XP_039431467.1|CPIP
OG0007139	LOC120455075|XP_039496863.1|DSAN	LOC120414348|XP_039431437.1|CPIP
OG0007140	LOC120455260|XP_039497195.1|DSAN	LOC120414350|XP_039431441.1|CPIP
OG0007141	LOC120456844|XP_039499833.1|DSAN	LOC120414351|XP_039431442.1|CPIP
OG0007142	LOC120448547|XP_039486534.1|DSAN	LOC120415253|XP_039432653.1|CPIP
OG0007143	LOC120451224|XP_039490643.1|DSAN	LOC120416162|XP_039433777.1|CPIP
OG0007144	LOC120453333|XP_039493930.1|DSAN	LOC120416161|XP_039433775.1|CPIP
OG0007145	LOC120450745|XP_039489802.1|DSAN	LOC120416174|XP_039433792.1|CPIP
OG0007146	LOC120451436|XP_039491044.1|DSAN	LOC120416176|XP_039433795.1|CPIP
OG0007147	LOC120450803|XP_039489905.1|DSAN	LOC120416153|XP_039433765.1|CPIP
OG0007148	LOC120455457|XP_039497610.1|DSAN	LOC120416167|XP_039433781.1|CPIP
OG0007149	LOC120446784|XP_039483867.1|DSAN	LOC120423947|XP_039443866.1|CPIP
OG0007150	LOC120448641|XP_039486698.1|DSAN	LOC120421435|XP_039440577.1|CPIP
OG0007152	LOC120457127|XP_039500298.1|DSAN	LOC120428001|XP_039448903.1|CPIP
OG0007153	LOC120457132|XP_039500305.1|DSAN	LOC120427997|XP_039448895.1|CPIP
OG0007154	LOC120447134|XP_039484502.1|DSAN	LOC120427009|XP_039447763.1|CPIP
OG0007155	LOC120446468|XP_039483404.1|DSAN	LOC120427011|XP_039447765.1|CPIP
OG0007156	LOC120451497|XP_039491182.1|DSAN	LOC120427003|XP_039447754.1|CPIP
OG0007157	LOC120450847|XP_039489971.1|DSAN	LOC120427017|XP_039447774.1|CPIP
OG0007158	LOC120447807|XP_039485317.1|DSAN	LOC120427018|XP_039447775.1|CPIP
OG0007159	LOC120455427|XP_039497539.1|DSAN	LOC120432356|XP_039453479.1|CPIP
OG0007160	LOC120452592|XP_039492823.1|DSAN	LOC120423875|XP_039443761.1|CPIP
OG0007161	LOC120455201|XP_039497088.1|DSAN	LOC120415334|XP_039432759.1|CPIP
OG0007162	LOC120455153|XP_039496995.1|DSAN	LOC120415325|XP_039432748.1|CPIP
OG0007163	LOC120454426|XP_039495649.1|DSAN	LOC120414373|XP_039431475.1|CPIP
OG0007164	LOC120454425|XP_039495648.1|DSAN	LOC120415115|XP_039432470.1|CPIP
OG0007165	LOC120455340|XP_039497356.1|DSAN	LOC120420459|XP_039439411.1|CPIP
OG0007166	LOC120449362|XP_039487711.1|DSAN	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP
OG0007167	LOC120455236|XP_039497146.1|DSAN	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP
OG0007168	LOC120457131|XP_039500304.1|DSAN	LOC120418831|XP_039437287.1|CPIP
OG0007169	LOC120455666|XP_039497995.1|DSAN	LOC120418849|XP_039437310.1|CPIP
OG0007170	LOC120452329|XP_039492416.1|DSAN	LOC120418761|XP_039437173.1|CPIP
OG0007171	LOC120456331|XP_039499032.1|DSAN	LOC120419179|XP_039437778.1|CPIP
OG0007172	LOC120455464|XP_039497619.1|DSAN	LOC120418607|XP_039436987.1|CPIP
OG0007173	LOC120455106|XP_039496926.1|DSAN	LOC120418597|XP_039436977.1|CPIP
OG0007174	LOC120453633|XP_039494358.1|DSAN	LOC120419090|XP_039437616.1|CPIP
OG0007175	LOC120448006|XP_039485654.1|DSAN	LOC120419198|XP_039437805.1|CPIP
OG0007176	LOC120450734|XP_039489787.1|DSAN	LOC120425599|XP_039446114.1|CPIP
OG0007177	LOC120451032|XP_039490294.1|DSAN	LOC120425605|XP_039446120.1|CPIP
OG0007178	LOC120451326|XP_039490833.1|DSAN	LOC120425609|XP_039446125.1|CPIP
OG0007179	LOC120453452|XP_039494101.1|DSAN	LOC120431565|XP_039452607.1|CPIP
OG0007180	LOC120451033|XP_039490295.1|DSAN	LOC120431564|XP_039452606.1|CPIP
OG0007181	LOC120455868|XP_039498274.1|DSAN	LOC120415093|XP_039432449.1|CPIP
OG0007182	LOC120451493|XP_039491176.1|DSAN	LOC120415236|XP_039432637.1|CPIP
OG0007183	LOC120454582|XP_039495926.1|DSAN	LOC120414134|XP_039431104.1|CPIP
OG0007184	LOC120451491|XP_039491173.1|DSAN	LOC120413936|XP_039430870.1|CPIP
OG0007185	LOC120458783|XP_039502498.1|DSAN	LOC120414322|XP_039431397.1|CPIP
OG0007186	LOC120450855|XP_039490001.1|DSAN	LOC120413658|XP_039430511.1|CPIP
OG0007187	LOC120454526|XP_039495826.1|DSAN	LOC120413660|XP_039430512.1|CPIP
OG0007188	LOC120450958|XP_039490179.1|DSAN	LOC120413668|XP_039430528.1|CPIP
OG0007189	LOC120454492|XP_039495773.1|DSAN	LOC120413663|XP_039430520.1|CPIP
OG0007190	LOC120451865|XP_039491802.1|DSAN	LOC120413665|XP_039430521.1|CPIP
OG0007191	LOC120450301|XP_039489173.1|DSAN	LOC120413679|XP_039430540.1|CPIP
OG0007192	LOC120456641|XP_039499498.1|DSAN	LOC120426344|XP_039447040.1|CPIP
OG0007193	LOC120456636|XP_039499493.1|DSAN	LOC120426333|XP_039447027.1|CPIP
OG0007194	LOC120454960|XP_039496675.1|DSAN	LOC120426836|XP_039447559.1|CPIP
OG0007195	LOC120450901|XP_039490083.1|DSAN	LOC120421213|XP_039440349.1|CPIP
OG0007196	LOC120454294|XP_039495422.1|DSAN	LOC120417650|XP_039435702.1|CPIP
OG0007197	LOC120450638|XP_039489721.1|DSAN	LOC120426336|XP_039447030.1|CPIP
OG0007198	LOC120451492|XP_039491175.1|DSAN	LOC120425226|XP_039445592.1|CPIP
OG0007199	LOC120453154|XP_039493644.1|DSAN	LOC120425211|XP_039445576.1|CPIP
OG0007200	LOC120454240|XP_039495280.1|DSAN	LOC120425220|XP_039445585.1|CPIP
OG0007201	LOC120449711|XP_039488261.1|DSAN	LOC120425918|XP_039446472.1|CPIP
OG0007202	LOC120450231|XP_039489043.1|DSAN	LOC120425919|XP_039446473.1|CPIP
OG0007203	LOC120450228|XP_039489039.1|DSAN	LOC120429899|XP_039450927.1|CPIP
OG0007204	LOC120455193|XP_039497069.1|DSAN	LOC120431965|XP_039453037.1|CPIP
OG0007205	LOC120448027|XP_039485703.1|DSAN	LOC120429898|XP_039450926.1|CPIP
OG0007206	LOC120454464|XP_039495715.1|DSAN	LOC120429896|XP_039450925.1|CPIP
OG0007207	LOC120450735|XP_039489788.1|DSAN	LOC120420481|XP_039439455.1|CPIP
OG0007208	LOC120454495|XP_039495777.1|DSAN	LOC120420482|XP_039439456.1|CPIP
OG0007209	LOC120454496|XP_039495780.1|DSAN	LOC120420480|XP_039439454.1|CPIP
OG0007210	LOC120452516|XP_039492706.1|DSAN	LOC120420479|XP_039439453.1|CPIP
OG0007211	LOC120454463|XP_039495713.1|DSAN	LOC120420460|XP_039439416.1|CPIP
OG0007212	LOC120453594|XP_039494290.1|DSAN	LOC120420461|XP_039439418.1|CPIP
OG0007213	LOC120444824|XP_039480714.1|DSAN	LOC120416972|XP_039434827.1|CPIP
OG0007214	LOC120448255|XP_039486102.1|DSAN	LOC120416956|XP_039434794.1|CPIP
OG0007215	LOC120453426|XP_039494063.1|DSAN	LOC120416962|XP_039434814.1|CPIP
OG0007216	LOC120452920|XP_039493317.1|DSAN	LOC120416969|XP_039434821.1|CPIP
OG0007217	LOC120446850|XP_039483977.1|DSAN	LOC120416977|XP_039434835.1|CPIP
OG0007218	LOC120451293|XP_039490780.1|DSAN	LOC120418173|XP_039436407.1|CPIP
OG0007219	LOC120451843|XP_039491752.1|DSAN	LOC120418165|XP_039436396.1|CPIP
OG0007220	LOC120453284|XP_039493842.1|DSAN	LOC120426771|XP_039447478.1|CPIP
OG0007221	LOC120451011|XP_039490264.1|DSAN	LOC120426765|XP_039447474.1|CPIP
OG0007222	LOC120450953|XP_039490172.1|DSAN	LOC120414071|XP_039431028.1|CPIP
OG0007223	LOC120452734|XP_039493038.1|DSAN	LOC120414438|XP_039431560.1|CPIP
OG0007224	LOC120452069|XP_039492066.1|DSAN	LOC120414429|XP_039431550.1|CPIP
OG0007225	LOC120451484|XP_039491140.1|DSAN	LOC120414336|XP_039431424.1|CPIP
OG0007226	LOC120452809|XP_039493146.1|DSAN	LOC120414332|XP_039431409.1|CPIP
OG0007227	LOC120450031|XP_039488716.1|DSAN	LOC120414863|XP_039432118.1|CPIP
OG0007228	LOC120448895|XP_039487045.1|DSAN	LOC120415386|XP_039432847.1|CPIP
OG0007229	LOC120450972|XP_039490197.1|DSAN	LOC120423950|XP_039443871.1|CPIP
OG0007230	LOC120451534|XP_039491246.1|DSAN	LOC120419108|XP_039437636.1|CPIP
OG0007231	LOC120451047|XP_039490336.1|DSAN	LOC120419093|XP_039437614.1|CPIP
OG0007232	LOC120448174|XP_039485946.1|DSAN	LOC120419118|XP_039437647.1|CPIP
OG0007233	LOC120448177|XP_039485957.1|DSAN	LOC120419095|XP_039437621.1|CPIP
OG0007234	LOC120448333|XP_039486221.1|DSAN	LOC120419112|XP_039437642.1|CPIP
OG0007235	LOC120448533|XP_039486509.1|DSAN	LOC120419100|XP_039437625.1|CPIP
OG0007236	LOC120453816|XP_039494632.1|DSAN	LOC120432169|XP_039453239.1|CPIP
OG0007237	LOC120450924|XP_039490124.1|DSAN	LOC120432171|XP_039453242.1|CPIP
OG0007238	LOC120454902|XP_039496507.1|DSAN	LOC120420315|XP_039439241.1|CPIP
OG0007239	LOC120454633|XP_039496056.1|DSAN	LOC120432384|XP_039453511.1|CPIP
OG0007240	LOC120452770|XP_039493089.1|DSAN	LOC120432404|XP_039453541.1|CPIP
OG0007241	LOC120455025|XP_039496790.1|DSAN	LOC120423976|XP_039443905.1|CPIP
OG0007242	LOC120455021|XP_039496783.1|DSAN	LOC120423534|XP_039443318.1|CPIP
OG0007243	LOC120454939|XP_039496641.1|DSAN	LOC120423524|XP_039443308.1|CPIP
OG0007244	LOC120454090|XP_039495035.1|DSAN	LOC120423571|XP_039443366.1|CPIP
OG0007245	LOC120452922|XP_039493319.1|DSAN	LOC120414982|XP_039432266.1|CPIP
OG0007246	LOC120452284|XP_039492350.1|DSAN	LOC120414558|XP_039431713.1|CPIP
OG0007247	LOC120447132|XP_039484499.1|DSAN	LOC120413751|XP_039430620.1|CPIP
OG0007248	LOC120455749|XP_039498107.1|DSAN	LOC120414404|XP_039431521.1|CPIP
OG0007249	LOC120457271|XP_039500627.1|DSAN	LOC120414967|XP_039432236.1|CPIP
OG0007250	LOC120456369|XP_039499115.1|DSAN	LOC120414095|XP_039431060.1|CPIP
OG0007251	LOC120454574|XP_039495907.1|DSAN	LOC120414949|XP_039432217.1|CPIP
OG0007252	LOC120453132|XP_039493615.1|DSAN	LOC120415165|XP_039432542.1|CPIP
OG0007253	LOC120447981|XP_039485610.1|DSAN	LOC120414623|XP_039431793.1|CPIP
OG0007254	LOC120454519|XP_039495815.1|DSAN	LOC120419230|XP_039437820.1|CPIP
OG0007255	LOC120455299|XP_039497273.1|DSAN	LOC120419244|XP_039437831.1|CPIP
OG0007256	LOC120451035|XP_039490296.1|DSAN	LOC120419241|XP_039437829.1|CPIP
OG0007257	LOC120451485|XP_039491141.1|DSAN	LOC120419236|XP_039437827.1|CPIP
OG0007258	LOC120451488|XP_039491146.1|DSAN	LOC120431627|XP_039452671.1|CPIP
OG0007259	LOC120456371|XP_039499119.1|DSAN	LOC120427912|XP_039448786.1|CPIP
OG0007260	LOC120447897|XP_039485473.1|DSAN	LOC120427918|XP_039448790.1|CPIP
OG0007261	LOC120446253|XP_039483059.1|DSAN	LOC120427920|XP_039448793.1|CPIP
OG0007262	LOC120455394|XP_039497466.1|DSAN	LOC120417051|XP_039434938.1|CPIP
OG0007263	LOC120450439|XP_039489385.1|DSAN	LOC120417049|XP_039434936.1|CPIP
OG0007264	LOC120447626|XP_039485058.1|DSAN	LOC120417045|XP_039434927.1|CPIP
OG0007265	LOC120457414|XP_039500946.1|DSAN	LOC120423847|XP_039443731.1|CPIP
OG0007266	LOC120453995|XP_039494886.1|DSAN	LOC120419104|XP_039437630.1|CPIP
OG0007267	LOC120452346|XP_039492453.1|DSAN	LOC120417148|XP_039435067.1|CPIP
OG0007268	LOC120444350|XP_039479864.1|DSAN	LOC120417156|XP_039435073.1|CPIP
OG0007269	LOC120457159|XP_039500367.1|DSAN	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP
OG0007270	LOC120453233|XP_039493767.1|DSAN	LOC120415953|XP_039433529.1|CPIP
OG0007271	LOC120453930|XP_039494809.1|DSAN	LOC120415899|XP_039433475.1|CPIP
OG0007272	LOC120450039|XP_039488728.1|DSAN	LOC120415902|XP_039433477.1|CPIP
OG0007273	LOC120452995|XP_039493432.1|DSAN	LOC120415921|XP_039433500.1|CPIP
OG0007274	LOC120453407|XP_039494033.1|DSAN	LOC120415927|XP_039433507.1|CPIP
OG0007275	LOC120450624|XP_039489704.1|DSAN	LOC120415912|XP_039433493.1|CPIP
OG0007276	LOC120450623|XP_039489703.1|DSAN	LOC120415911|XP_039433490.1|CPIP
OG0007277	LOC120449963|XP_039488599.1|DSAN	LOC120415908|XP_039433487.1|CPIP
OG0007278	LOC120450577|XP_039489629.1|DSAN	LOC120415898|XP_039433474.1|CPIP
OG0007279	LOC120448034|XP_039485711.1|DSAN	LOC120415897|XP_039433472.1|CPIP
OG0007280	LOC120448724|XP_039486827.1|DSAN	LOC120415895|XP_039433471.1|CPIP
OG0007281	LOC120454659|XP_039496096.1|DSAN	LOC120420939|XP_039440006.1|CPIP
OG0007282	LOC120454656|XP_039496093.1|DSAN	LOC120420938|XP_039440005.1|CPIP
OG0007283	LOC120453566|XP_039494258.1|DSAN	LOC120420935|XP_039440003.1|CPIP
OG0007284	LOC120451317|XP_039490820.1|DSAN	LOC120429833|XP_039450831.1|CPIP
OG0007285	LOC120455083|XP_039496882.1|DSAN	LOC120429832|XP_039450830.1|CPIP
OG0007286	LOC120455076|XP_039496866.1|DSAN	LOC120429827|XP_039450822.1|CPIP
OG0007287	LOC120455761|XP_039498148.1|DSAN	LOC120429835|XP_039450833.1|CPIP
OG0007288	LOC120456457|XP_039499234.1|DSAN	LOC120429830|XP_039450823.1|CPIP
OG0007289	LOC120456686|XP_039499582.1|DSAN	LOC120417508|XP_039435520.1|CPIP
OG0007290	LOC120451631|XP_039491422.1|DSAN	LOC120417542|XP_039435558.1|CPIP
OG0007291	LOC120455577|XP_039497881.1|DSAN	LOC120425868|XP_039446424.1|CPIP
OG0007292	LOC120456573|XP_039499394.1|DSAN	LOC120425869|XP_039446425.1|CPIP
OG0007293	LOC120452357|XP_039492464.1|DSAN	LOC120417343|XP_039435279.1|CPIP
OG0007295	LOC120454040|XP_039494966.1|DSAN	LOC120418767|XP_039437178.1|CPIP
OG0007296	LOC120454349|XP_039495496.1|DSAN	LOC120413782|XP_039430660.1|CPIP
OG0007297	LOC120454039|XP_039494965.1|DSAN	LOC120413805|XP_039430696.1|CPIP
OG0007298	LOC120453343|XP_039493945.1|DSAN	LOC120413809|XP_039430698.1|CPIP
OG0007299	LOC120454528|XP_039495832.1|DSAN	LOC120413744|XP_039430603.1|CPIP
OG0007300	LOC120451487|XP_039491143.1|DSAN	LOC120413803|XP_039430694.1|CPIP
OG0007301	LOC120451998|XP_039491961.1|DSAN	LOC120413763|XP_039430631.1|CPIP
OG0007302	LOC120454543|XP_039495857.1|DSAN	LOC120422478|XP_039441869.1|CPIP
OG0007303	LOC120455488|XP_039497659.1|DSAN	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP
OG0007304	LOC120458221|XP_039501735.1|DSAN	LOC120422603|XP_039442028.1|CPIP
OG0007305	LOC120448462|XP_039486415.1|DSAN	LOC120414831|XP_039432092.1|CPIP
OG0007306	LOC120448460|XP_039486411.1|DSAN	LOC120414830|XP_039432091.1|CPIP
OG0007307	LOC120451469|XP_039491089.1|DSAN	LOC120414803|XP_039432053.1|CPIP
OG0007308	LOC120454229|XP_039495264.1|DSAN	LOC120414847|XP_039432106.1|CPIP
OG0007309	LOC120452571|XP_039492787.1|DSAN	LOC120414838|XP_039432098.1|CPIP
OG0007310	LOC120452888|XP_039493278.1|DSAN	LOC120414794|XP_039432039.1|CPIP
OG0007311	LOC120454148|XP_039495140.1|DSAN	LOC120414843|XP_039432100.1|CPIP
OG0007312	LOC120445812|XP_039482360.1|DSAN	LOC120414810|XP_039432065.1|CPIP
OG0007313	LOC120456191|XP_039498805.1|DSAN	LOC120413927|XP_039430850.1|CPIP
OG0007314	LOC120456324|XP_039499018.1|DSAN	LOC120413979|XP_039430921.1|CPIP
OG0007315	LOC120456053|XP_039498565.1|DSAN	LOC120413919|XP_039430827.1|CPIP
OG0007316	LOC120450867|XP_039490024.1|DSAN	LOC120413908|XP_039430818.1|CPIP
OG0007317	LOC120451210|XP_039490618.1|DSAN	LOC120413968|XP_039430909.1|CPIP
OG0007318	LOC120451207|XP_039490610.1|DSAN	LOC120413955|XP_039430893.1|CPIP
OG0007319	LOC120448988|XP_039487189.1|DSAN	LOC120413046|XP_039429672.1|CPIP
OG0007320	LOC120452824|XP_039493163.1|DSAN	LOC120413055|XP_039429693.1|CPIP
OG0007321	LOC120456602|XP_039499446.1|DSAN	LOC120413070|XP_039429707.1|CPIP
OG0007322	LOC120456376|XP_039499129.1|DSAN	LOC120413053|XP_039429684.1|CPIP
OG0007323	LOC120455754|XP_039498126.1|DSAN	LOC120413074|XP_039429710.1|CPIP
OG0007324	LOC120452259|XP_039492323.1|DSAN	LOC120412961|XP_039429539.1|CPIP
OG0007325	LOC120454695|XP_039496162.1|DSAN	LOC120412988|XP_039429572.1|CPIP
OG0007326	LOC120451739|XP_039491580.1|DSAN	LOC120412942|XP_039429513.1|CPIP
OG0007327	LOC120448018|XP_039485689.1|DSAN	LOC120412984|XP_039429567.1|CPIP
OG0007328	LOC120451260|XP_039490722.1|DSAN	LOC120412949|XP_039429523.1|CPIP
OG0007329	LOC120451582|XP_039491327.1|DSAN	LOC120413007|XP_039429590.1|CPIP
OG0007331	LOC120455409|XP_039497485.1|DSAN	LOC120414381|XP_039431485.1|CPIP
OG0007332	LOC120456162|XP_039498735.1|DSAN	LOC120414375|XP_039431477.1|CPIP
OG0007333	LOC120453812|XP_039494624.1|DSAN	LOC120417908|XP_039436071.1|CPIP
OG0007334	LOC120454697|XP_039496168.1|DSAN	LOC120417903|XP_039436067.1|CPIP
OG0007335	LOC120448235|XP_039486069.1|DSAN	LOC120419331|XP_039437934.1|CPIP
OG0007336	LOC120457151|XP_039500358.1|DSAN	LOC120419355|XP_039437959.1|CPIP
OG0007337	LOC120448980|XP_039487176.1|DSAN	LOC120419363|XP_039437966.1|CPIP
OG0007338	LOC120450190|XP_039488989.1|DSAN	LOC120414013|XP_039430963.1|CPIP
OG0007339	LOC120454529|XP_039495834.1|DSAN	LOC120414011|XP_039430960.1|CPIP
OG0007340	LOC120453600|XP_039494299.1|DSAN	LOC120413993|XP_039430936.1|CPIP
OG0007341	LOC120451275|XP_039490752.1|DSAN	LOC120413989|XP_039430930.1|CPIP
OG0007342	LOC120453495|XP_039494165.1|DSAN	LOC120414006|XP_039430953.1|CPIP
OG0007343	LOC120452548|XP_039492756.1|DSAN	LOC120425925|XP_039446479.1|CPIP
OG0007344	LOC120458281|XP_039501811.1|DSAN	LOC120425924|XP_039446478.1|CPIP
OG0007345	LOC120450746|XP_039489803.1|DSAN	LOC120425927|XP_039446481.1|CPIP
OG0007346	LOC120447538|XP_039484916.1|DSAN	LOC120425931|XP_039446486.1|CPIP
OG0007347	LOC120455828|XP_039498227.1|DSAN	LOC120425934|XP_039446490.1|CPIP
OG0007348	LOC120455824|XP_039498223.1|DSAN	LOC120425941|XP_039446508.1|CPIP
OG0007349	LOC120455816|XP_039498213.1|DSAN	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP
OG0007350	LOC120456834|XP_039499818.1|DSAN	LOC120425655|XP_039446170.1|CPIP
OG0007351	LOC120448172|XP_039485943.1|DSAN	LOC120426303|XP_039446985.1|CPIP
OG0007352	LOC120445703|XP_039482197.1|DSAN	LOC120426309|XP_039446991.1|CPIP
OG0007354	LOC120455027|XP_039496792.1|DSAN	LOC120422369|XP_039441712.1|CPIP
OG0007355	LOC120454668|XP_039496113.1|DSAN	LOC120422358|XP_039441699.1|CPIP
OG0007356	LOC120449647|XP_039488177.1|DSAN	LOC120422370|XP_039441713.1|CPIP
OG0007357	LOC120452107|XP_039492116.1|DSAN	LOC120422365|XP_039441708.1|CPIP
OG0007358	LOC120451750|XP_039491607.1|DSAN	LOC120422359|XP_039441702.1|CPIP
OG0007359	LOC120454289|XP_039495409.1|DSAN	LOC120423438|XP_039443187.1|CPIP
OG0007360	LOC120454099|XP_039495043.1|DSAN	LOC120421504|XP_039440659.1|CPIP
OG0007361	LOC120455751|XP_039498109.1|DSAN	LOC120421822|XP_039441036.1|CPIP
OG0007362	LOC120444443|XP_039480036.1|DSAN	LOC120422093|XP_039441379.1|CPIP
OG0007363	LOC120456675|XP_039499566.1|DSAN	LOC120421952|XP_039441200.1|CPIP
OG0007364	LOC120457398|XP_039500903.1|DSAN	LOC120422116|XP_039441422.1|CPIP
OG0007365	LOC120455307|XP_039497290.1|DSAN	LOC120421868|XP_039441102.1|CPIP
OG0007366	LOC120452071|XP_039492068.1|DSAN	LOC120422084|XP_039441368.1|CPIP
OG0007367	LOC120447639|XP_039485080.1|DSAN	LOC120422053|XP_039441323.1|CPIP
OG0007368	LOC120452901|XP_039493292.1|DSAN	LOC120421179|XP_039440310.1|CPIP
OG0007369	LOC120450816|XP_039489926.1|DSAN	LOC120421153|XP_039440281.1|CPIP
OG0007370	LOC120443921|XP_039479300.1|DSAN	LOC120422175|XP_039441488.1|CPIP
OG0007371	LOC120453514|XP_039494196.1|DSAN	LOC120421441|XP_039440585.1|CPIP
OG0007372	LOC120454219|XP_039495252.1|DSAN	LOC120422751|XP_039442227.1|CPIP
OG0007373	LOC120456362|XP_039499091.1|DSAN	LOC120422753|XP_039442230.1|CPIP
OG0007374	LOC120456452|XP_039499225.1|DSAN	LOC120422722|XP_039442186.1|CPIP
OG0007375	LOC120455562|XP_039497856.1|DSAN	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC120455796|XP_039498188.1|DSAN	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC120455772|XP_039498162.1|DSAN	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC120455435|XP_039497565.1|DSAN	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC120455313|XP_039497297.1|DSAN	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC120455235|XP_039497145.1|DSAN	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC120455660|XP_039497988.1|DSAN	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC120455535|XP_039497808.1|DSAN	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC120456512|XP_039499313.1|DSAN	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC120456981|XP_039500064.1|DSAN	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC120456098|XP_039498627.1|DSAN	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC120445555|XP_039481960.1|DSAN	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC120454696|XP_039496163.1|DSAN	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC120457327|XP_039500766.1|DSAN	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC120450951|XP_039490170.1|DSAN	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC120446761|XP_039483832.1|DSAN	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC120455563|XP_039497859.1|DSAN	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC120456965|XP_039500044.1|DSAN	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC120455441|XP_039497572.1|DSAN	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC120452143|XP_039492167.1|DSAN	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC120454330|XP_039495471.1|DSAN	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC120453246|XP_039493786.1|DSAN	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC120450733|XP_039489786.1|DSAN	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC120450760|XP_039489832.1|DSAN	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC120453820|XP_039494639.1|DSAN	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC120455248|XP_039497178.1|DSAN	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC120456848|XP_039499838.1|DSAN	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC120456163|XP_039498742.1|DSAN	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC120458324|XP_039501876.1|DSAN	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC120454964|XP_039496679.1|DSAN	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC120456661|XP_039499527.1|DSAN	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC120457137|XP_039500313.1|DSAN	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC120456768|XP_039499699.1|DSAN	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC120444456|XP_039480054.1|DSAN	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC120452200|XP_039492254.1|DSAN	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC120444470|XP_039480081.1|DSAN	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC120456999|XP_039500086.1|DSAN	LOC120416673|XP_039434422.1|CPIP
OG0007422	LOC120455871|XP_039498278.1|DSAN	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC120456406|XP_039499171.1|DSAN	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC120448099|XP_039485836.1|DSAN	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC120449762|XP_039488332.1|DSAN	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC120455743|XP_039498100.1|DSAN	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC120455718|XP_039498067.1|DSAN	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC120457256|XP_039500588.1|DSAN	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC120444705|XP_039480510.1|DSAN	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC120447602|XP_039485007.1|DSAN	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC120458202|XP_039501713.1|DSAN	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC120448735|XP_039486848.1|DSAN	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC120456202|XP_039498816.1|DSAN	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC120448932|XP_039487103.1|DSAN	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC120449359|XP_039487706.1|DSAN	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC120448632|XP_039486689.1|DSAN	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC120449123|XP_039487370.1|DSAN	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC120449614|XP_039488123.1|DSAN	LOC120423636|XP_039443439.1|CPIP
