Orthogroup	DSAN.longest_only	CQUI.longest_only
OG0007107	LOC120452266|XP_039492356.1|DSAN	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC120458272|XP_039501799.1|DSAN	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC120445277|XP_039481510.1|DSAN	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC120458165|XP_039501656.1|DSAN	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC120445222|XP_039481416.1|DSAN	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC120456776|XP_039499720.1|DSAN	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC120451822|XP_039491724.1|DSAN	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC120458145|XP_039501625.1|DSAN	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC120458018|XP_039501454.1|DSAN	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC120444781|XP_039480658.1|DSAN	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC120447712|XP_039485181.1|DSAN	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC120443806|XP_039479081.1|DSAN	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC120456214|XP_039498829.1|DSAN	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC120457096|XP_039500218.1|DSAN	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC120455924|XP_039498385.1|DSAN	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC120455078|XP_039496871.1|DSAN	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC120455082|XP_039496880.1|DSAN	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC120448267|XP_039486123.1|DSAN	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC120448204|XP_039486006.1|DSAN	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC120448263|XP_039486120.1|DSAN	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC120449219|XP_039487521.1|DSAN	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC120449925|XP_039488552.1|DSAN	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC120448205|XP_039486010.1|DSAN	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC120448352|XP_039486252.1|DSAN	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC120450392|XP_039489321.1|DSAN	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC120448857|XP_039486998.1|DSAN	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC120449353|XP_039487697.1|DSAN	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC120448835|XP_039486970.1|DSAN	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC120448243|XP_039486087.1|DSAN	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC120447599|XP_039485003.1|DSAN	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC120457202|XP_039500491.1|DSAN	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC120455305|XP_039497286.1|DSAN	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC120455075|XP_039496863.1|DSAN	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC120455260|XP_039497195.1|DSAN	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC120456844|XP_039499833.1|DSAN	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC120448547|XP_039486534.1|DSAN	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC120451224|XP_039490643.1|DSAN	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC120453333|XP_039493930.1|DSAN	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC120450745|XP_039489802.1|DSAN	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC120451436|XP_039491044.1|DSAN	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC120450803|XP_039489905.1|DSAN	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC120455457|XP_039497610.1|DSAN	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC120446784|XP_039483867.1|DSAN	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC120448641|XP_039486698.1|DSAN	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC120449781|XP_039488355.1|DSAN	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC120457127|XP_039500298.1|DSAN	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC120457132|XP_039500305.1|DSAN	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC120447134|XP_039484502.1|DSAN	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC120446468|XP_039483404.1|DSAN	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC120451497|XP_039491182.1|DSAN	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC120450847|XP_039489971.1|DSAN	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC120447807|XP_039485317.1|DSAN	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC120455427|XP_039497539.1|DSAN	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC120452592|XP_039492823.1|DSAN	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC120455201|XP_039497088.1|DSAN	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC120455153|XP_039496995.1|DSAN	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC120454426|XP_039495649.1|DSAN	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC120454425|XP_039495648.1|DSAN	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC120455340|XP_039497356.1|DSAN	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC120449362|XP_039487711.1|DSAN	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC120455236|XP_039497146.1|DSAN	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC120457131|XP_039500304.1|DSAN	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC120455666|XP_039497995.1|DSAN	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC120452329|XP_039492416.1|DSAN	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC120456331|XP_039499032.1|DSAN	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC120455464|XP_039497619.1|DSAN	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC120455106|XP_039496926.1|DSAN	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC120453633|XP_039494358.1|DSAN	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC120448006|XP_039485654.1|DSAN	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC120450734|XP_039489787.1|DSAN	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC120451032|XP_039490294.1|DSAN	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC120451326|XP_039490833.1|DSAN	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC120453452|XP_039494101.1|DSAN	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC120451033|XP_039490295.1|DSAN	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC120455868|XP_039498274.1|DSAN	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC120451493|XP_039491176.1|DSAN	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC120454582|XP_039495926.1|DSAN	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC120451491|XP_039491173.1|DSAN	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC120458783|XP_039502498.1|DSAN	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC120450855|XP_039490001.1|DSAN	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC120454526|XP_039495826.1|DSAN	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC120450958|XP_039490179.1|DSAN	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC120454492|XP_039495773.1|DSAN	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC120451865|XP_039491802.1|DSAN	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC120450301|XP_039489173.1|DSAN	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC120456641|XP_039499498.1|DSAN	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC120456636|XP_039499493.1|DSAN	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC120454960|XP_039496675.1|DSAN	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC120450901|XP_039490083.1|DSAN	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC120454294|XP_039495422.1|DSAN	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC120450638|XP_039489721.1|DSAN	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC120451492|XP_039491175.1|DSAN	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC120453154|XP_039493644.1|DSAN	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC120454240|XP_039495280.1|DSAN	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC120449711|XP_039488261.1|DSAN	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC120450231|XP_039489043.1|DSAN	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC120450228|XP_039489039.1|DSAN	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC120455193|XP_039497069.1|DSAN	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC120448027|XP_039485703.1|DSAN	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC120454464|XP_039495715.1|DSAN	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC120450735|XP_039489788.1|DSAN	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC120454495|XP_039495777.1|DSAN	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC120454496|XP_039495780.1|DSAN	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC120452516|XP_039492706.1|DSAN	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC120454463|XP_039495713.1|DSAN	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC120453594|XP_039494290.1|DSAN	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC120444824|XP_039480714.1|DSAN	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC120448255|XP_039486102.1|DSAN	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC120453426|XP_039494063.1|DSAN	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC120452920|XP_039493317.1|DSAN	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC120446850|XP_039483977.1|DSAN	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC120451293|XP_039490780.1|DSAN	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC120451843|XP_039491752.1|DSAN	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC120453284|XP_039493842.1|DSAN	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC120451011|XP_039490264.1|DSAN	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC120450953|XP_039490172.1|DSAN	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC120452734|XP_039493038.1|DSAN	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC120452069|XP_039492066.1|DSAN	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC120451484|XP_039491140.1|DSAN	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC120452809|XP_039493146.1|DSAN	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC120450031|XP_039488716.1|DSAN	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC120448895|XP_039487045.1|DSAN	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC120450972|XP_039490197.1|DSAN	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC120451534|XP_039491246.1|DSAN	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC120451047|XP_039490336.1|DSAN	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC120448174|XP_039485946.1|DSAN	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC120448177|XP_039485957.1|DSAN	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC120448333|XP_039486221.1|DSAN	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC120448533|XP_039486509.1|DSAN	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC120453816|XP_039494632.1|DSAN	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC120450924|XP_039490124.1|DSAN	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC120454902|XP_039496507.1|DSAN	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC120454633|XP_039496056.1|DSAN	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC120452770|XP_039493089.1|DSAN	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC120455025|XP_039496790.1|DSAN	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC120455021|XP_039496783.1|DSAN	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC120454939|XP_039496641.1|DSAN	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC120454090|XP_039495035.1|DSAN	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC120452922|XP_039493319.1|DSAN	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC120452284|XP_039492350.1|DSAN	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC120447132|XP_039484499.1|DSAN	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC120455749|XP_039498107.1|DSAN	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC120457271|XP_039500627.1|DSAN	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC120456369|XP_039499115.1|DSAN	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC120454574|XP_039495907.1|DSAN	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC120453132|XP_039493615.1|DSAN	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC120447981|XP_039485610.1|DSAN	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC120454519|XP_039495815.1|DSAN	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC120455299|XP_039497273.1|DSAN	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC120451035|XP_039490296.1|DSAN	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC120451485|XP_039491141.1|DSAN	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC120451488|XP_039491146.1|DSAN	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC120456371|XP_039499119.1|DSAN	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC120447897|XP_039485473.1|DSAN	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC120446253|XP_039483059.1|DSAN	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC120455394|XP_039497466.1|DSAN	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC120450439|XP_039489385.1|DSAN	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC120447626|XP_039485058.1|DSAN	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC120457414|XP_039500946.1|DSAN	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC120453995|XP_039494886.1|DSAN	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC120452346|XP_039492453.1|DSAN	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC120444350|XP_039479864.1|DSAN	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC120457159|XP_039500367.1|DSAN	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC120453233|XP_039493767.1|DSAN	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC120453930|XP_039494809.1|DSAN	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC120450039|XP_039488728.1|DSAN	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC120452995|XP_039493432.1|DSAN	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC120453407|XP_039494033.1|DSAN	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC120450624|XP_039489704.1|DSAN	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC120450623|XP_039489703.1|DSAN	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC120449963|XP_039488599.1|DSAN	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC120450577|XP_039489629.1|DSAN	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC120448034|XP_039485711.1|DSAN	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC120448724|XP_039486827.1|DSAN	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC120454659|XP_039496096.1|DSAN	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC120454656|XP_039496093.1|DSAN	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC120453566|XP_039494258.1|DSAN	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC120451317|XP_039490820.1|DSAN	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC120455083|XP_039496882.1|DSAN	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC120455076|XP_039496866.1|DSAN	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC120455761|XP_039498148.1|DSAN	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC120456457|XP_039499234.1|DSAN	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC120456686|XP_039499582.1|DSAN	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC120451631|XP_039491422.1|DSAN	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC120455577|XP_039497881.1|DSAN	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC120456573|XP_039499394.1|DSAN	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC120452357|XP_039492464.1|DSAN	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC120450995|XP_039490238.1|DSAN	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC120454040|XP_039494966.1|DSAN	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC120454349|XP_039495496.1|DSAN	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC120454039|XP_039494965.1|DSAN	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC120453343|XP_039493945.1|DSAN	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC120454528|XP_039495832.1|DSAN	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC120451487|XP_039491143.1|DSAN	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC120451998|XP_039491961.1|DSAN	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC120454543|XP_039495857.1|DSAN	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC120458221|XP_039501735.1|DSAN	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC120448462|XP_039486415.1|DSAN	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC120448460|XP_039486411.1|DSAN	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC120451469|XP_039491089.1|DSAN	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC120454229|XP_039495264.1|DSAN	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC120452571|XP_039492787.1|DSAN	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC120452888|XP_039493278.1|DSAN	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC120454148|XP_039495140.1|DSAN	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC120445812|XP_039482360.1|DSAN	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC120456191|XP_039498805.1|DSAN	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC120456324|XP_039499018.1|DSAN	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC120456053|XP_039498565.1|DSAN	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC120450867|XP_039490024.1|DSAN	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC120451210|XP_039490618.1|DSAN	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC120451207|XP_039490610.1|DSAN	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC120448988|XP_039487189.1|DSAN	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC120452824|XP_039493163.1|DSAN	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC120456602|XP_039499446.1|DSAN	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC120456376|XP_039499129.1|DSAN	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC120455754|XP_039498126.1|DSAN	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC120452259|XP_039492323.1|DSAN	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC120454695|XP_039496162.1|DSAN	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC120451739|XP_039491580.1|DSAN	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC120448018|XP_039485689.1|DSAN	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC120451260|XP_039490722.1|DSAN	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC120451582|XP_039491327.1|DSAN	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC120456523|XP_039499326.1|DSAN	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC120455409|XP_039497485.1|DSAN	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC120456162|XP_039498735.1|DSAN	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC120453812|XP_039494624.1|DSAN	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC120454697|XP_039496168.1|DSAN	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC120448235|XP_039486069.1|DSAN	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC120457151|XP_039500358.1|DSAN	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC120448980|XP_039487176.1|DSAN	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC120450190|XP_039488989.1|DSAN	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC120454529|XP_039495834.1|DSAN	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC120453600|XP_039494299.1|DSAN	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC120451275|XP_039490752.1|DSAN	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC120453495|XP_039494165.1|DSAN	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC120452548|XP_039492756.1|DSAN	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC120458281|XP_039501811.1|DSAN	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC120450746|XP_039489803.1|DSAN	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC120447538|XP_039484916.1|DSAN	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC120455828|XP_039498227.1|DSAN	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC120455824|XP_039498223.1|DSAN	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC120455816|XP_039498213.1|DSAN	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC120456834|XP_039499818.1|DSAN	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC120448172|XP_039485943.1|DSAN	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC120445703|XP_039482197.1|DSAN	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC120451960|XP_039491918.1|DSAN	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC120455027|XP_039496792.1|DSAN	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC120454668|XP_039496113.1|DSAN	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC120449647|XP_039488177.1|DSAN	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC120452107|XP_039492116.1|DSAN	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC120451750|XP_039491607.1|DSAN	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC120454289|XP_039495409.1|DSAN	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC120454099|XP_039495043.1|DSAN	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC120455751|XP_039498109.1|DSAN	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC120444443|XP_039480036.1|DSAN	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC120456675|XP_039499566.1|DSAN	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC120457398|XP_039500903.1|DSAN	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC120455307|XP_039497290.1|DSAN	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC120452071|XP_039492068.1|DSAN	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC120447639|XP_039485080.1|DSAN	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC120452901|XP_039493292.1|DSAN	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC120450816|XP_039489926.1|DSAN	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC120443921|XP_039479300.1|DSAN	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC120453514|XP_039494196.1|DSAN	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC120454219|XP_039495252.1|DSAN	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC120456362|XP_039499091.1|DSAN	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC120456452|XP_039499225.1|DSAN	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC120455562|XP_039497856.1|DSAN	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC120455796|XP_039498188.1|DSAN	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC120455772|XP_039498162.1|DSAN	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC120455435|XP_039497565.1|DSAN	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC120455313|XP_039497297.1|DSAN	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC120456755|XP_039499682.1|DSAN	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC120455235|XP_039497145.1|DSAN	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC120455660|XP_039497988.1|DSAN	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC120455535|XP_039497808.1|DSAN	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC120455665|XP_039497994.1|DSAN	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC120455977|XP_039498464.1|DSAN	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC120456512|XP_039499313.1|DSAN	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC120456981|XP_039500064.1|DSAN	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC120456098|XP_039498627.1|DSAN	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC120457396|XP_039500900.1|DSAN	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC120454696|XP_039496163.1|DSAN	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC120455388|XP_039497450.1|DSAN, LOC120457860|XP_039501309.1|DSAN	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC120457327|XP_039500766.1|DSAN	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC120450951|XP_039490170.1|DSAN	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC120446761|XP_039483832.1|DSAN	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC120455563|XP_039497859.1|DSAN	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC120456965|XP_039500044.1|DSAN	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC120455441|XP_039497572.1|DSAN	LOC6045828|XP_038107665.1|CQUI
