Orthogroup	DSAN.longest_only	AAEG.longest_only
OG0007576	LOC120457171|XP_039500389.1|DSAN	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC120456698|XP_039499597.1|DSAN	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC120444355|XP_039479873.1|DSAN	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC120451315|XP_039490822.1|DSAN	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC120449288|XP_039487609.1|DSAN	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC120444925|XP_039480857.1|DSAN	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC120450737|XP_039489790.1|DSAN	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC120445964|XP_039482602.1|DSAN	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC120456691|XP_039499591.1|DSAN	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC120449838|XP_039488426.1|DSAN	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC120443965|XP_039479403.1|DSAN	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC120445018|XP_039481021.1|DSAN	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC120458008|XP_039501438.1|DSAN	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC120456187|XP_039498797.1|DSAN	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC120447685|XP_039485146.1|DSAN	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC120448318|XP_039486203.1|DSAN	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC120445400|XP_039481744.1|DSAN	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC120455289|XP_039497264.1|DSAN	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC120448342|XP_039486242.1|DSAN	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC120446534|XP_039483481.1|DSAN	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC120448330|XP_039486218.1|DSAN	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC120449551|XP_039488014.1|DSAN	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC120444462|XP_039480065.1|DSAN	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC120449454|XP_039487860.1|DSAN	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC120448047|XP_039485726.1|DSAN	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC120449251|XP_039487561.1|DSAN	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC120448702|XP_039486791.1|DSAN	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC120448700|XP_039486789.1|DSAN	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC120448686|XP_039486760.1|DSAN	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC120447625|XP_039485053.1|DSAN	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC120450515|XP_039489522.1|DSAN	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC120451178|XP_039490550.1|DSAN	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC120450453|XP_039489407.1|DSAN	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC120457314|XP_039500746.1|DSAN	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC120458705|XP_039502383.1|DSAN	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC120454879|XP_039496384.1|DSAN	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC120450899|XP_039490081.1|DSAN	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC120445042|XP_039481084.1|DSAN	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC120448016|XP_039485678.1|DSAN	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC120449972|XP_039488614.1|DSAN	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC120454561|XP_039495887.1|DSAN	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC120449124|XP_039487371.1|DSAN	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC120450051|XP_039488741.1|DSAN	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC120447631|XP_039485068.1|DSAN	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC120449220|XP_039487522.1|DSAN	LOC5568599|XP_021711641.1|AAEG
OG0007621	LOC120458310|XP_039501850.1|DSAN	LOC5569134|XP_001652738.2|AAEG
OG0007622	LOC120447528|XP_039484897.1|DSAN	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC120450537|XP_039489562.1|DSAN	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC120449681|XP_039488226.1|DSAN	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC120447596|XP_039484998.1|DSAN	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC120447449|XP_039484742.1|DSAN	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC120447448|XP_039484741.1|DSAN	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC120454911|XP_039496541.1|DSAN	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC120449531|XP_039487985.1|DSAN	LOC110680484|XP_021711981.1|AAEG
OG0007664	LOC120454122|XP_039495092.1|DSAN	LOC5579633|XP_021694454.1|AAEG
OG0007665	LOC120455174|XP_039497039.1|DSAN	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC120455322|XP_039497333.1|DSAN	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC120457374|XP_039500843.1|DSAN	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC120443785|XP_039479048.1|DSAN	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC120455271|XP_039497207.1|DSAN	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC120455270|XP_039497206.1|DSAN	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC120455280|XP_039497237.1|DSAN	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC120457347|XP_039500793.1|DSAN	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC120451188|XP_039490571.1|DSAN	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC120457107|XP_039500247.1|DSAN	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC120456870|XP_039499901.1|DSAN	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC120456810|XP_039499787.1|DSAN	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC120456478|XP_039499276.1|DSAN	LOC5564702|XP_021694824.1|AAEG
OG0007678	LOC120455713|XP_039498059.1|DSAN	LOC5577043|XP_021694833.1|AAEG
OG0007679	LOC120455375|XP_039497427.1|DSAN	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC120452811|XP_039493152.1|DSAN	LOC5580053|XP_001654817.2|AAEG
OG0007681	LOC120452438|XP_039492600.1|DSAN	LOC110674813|XP_021694898.1|AAEG
OG0007682	LOC120455739|XP_039498095.1|DSAN	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC120455094|XP_039496903.1|DSAN	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC120456874|XP_039499904.1|DSAN	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC120456100|XP_039498629.1|DSAN	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC120456336|XP_039499040.1|DSAN	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC120457384|XP_039500868.1|DSAN	LOC110674836|XP_021695005.1|AAEG
OG0007688	LOC120452628|XP_039492871.1|DSAN	LOC5577553|XP_001663425.2|AAEG
OG0007689	LOC120456521|XP_039499323.1|DSAN	LOC5572116|XP_001660190.2|AAEG
OG0007690	LOC120456861|XP_039499873.1|DSAN	LOC5579456|XP_021695153.1|AAEG
OG0007691	LOC120452654|XP_039492905.1|DSAN	LOC5573614|XP_001660939.2|AAEG
OG0007692	LOC120456677|XP_039499568.1|DSAN	LOC5579011|XP_021695301.1|AAEG
OG0007693	LOC120455414|XP_039497493.1|DSAN	LOC5579009|XP_001664189.2|AAEG
OG0007694	LOC120449600|XP_039488101.1|DSAN	LOC5565024|XP_001649367.2|AAEG
OG0007695	LOC120455419|XP_039497502.1|DSAN	LOC5566765|XP_021701470.1|AAEG
OG0007696	LOC120449884|XP_039488495.1|DSAN	LOC5566767|XP_021702078.1|AAEG
OG0007697	LOC120448211|XP_039486023.1|DSAN	LOC5573524|XP_001660921.1|AAEG
OG0007698	LOC120455639|XP_039497962.1|DSAN	LOC5573520|XP_001660919.2|AAEG
OG0007699	LOC120456986|XP_039500069.1|DSAN	LOC5569928|XP_021704115.1|AAEG
OG0007700	LOC120455482|XP_039497650.1|DSAN	LOC5569932|XP_021705373.1|AAEG
OG0007701	LOC120456071|XP_039498594.1|DSAN	LOC5568402|XP_021705509.1|AAEG
OG0007702	LOC120456015|XP_039498512.1|DSAN	LOC5568405|XP_021705959.1|AAEG
OG0007703	LOC120455049|XP_039496836.1|DSAN	LOC5574013|XP_001661100.1|AAEG
OG0007704	LOC120453825|XP_039494646.1|DSAN	LOC5571986|XP_021711684.1|AAEG
OG0007705	LOC120457017|XP_039500107.1|DSAN	LOC5571976|XP_001660081.1|AAEG
OG0007706	LOC120456530|XP_039499335.1|DSAN	LOC110681501|XP_021713061.1|AAEG
OG0007707	LOC120455920|XP_039498364.1|DSAN	LOC5571379|XP_021713067.1|AAEG
OG0007708	LOC120456726|XP_039499643.1|DSAN	LOC23687681|XP_021713268.1|AAEG
OG0007709	LOC120456426|XP_039499192.1|DSAN	LOC5569753|XP_021693528.1|AAEG
OG0007710	LOC120456599|XP_039499442.1|DSAN	LOC5571233|XP_021694148.1|AAEG
OG0007711	LOC120456416|XP_039499182.1|DSAN	LOC5567951|XP_001657767.2|AAEG
OG0007712	LOC120456667|XP_039499541.1|DSAN	LOC5564206|XP_021694249.1|AAEG
OG0007713	LOC120454995|XP_039496728.1|DSAN	LOC5565116|XP_021695026.1|AAEG
OG0007714	LOC120457085|XP_039500198.1|DSAN	LOC5569553|XP_001658614.1|AAEG
OG0007715	LOC120456877|XP_039499909.1|DSAN	LOC5569564|XP_021695249.1|AAEG
OG0007716	LOC120457275|XP_039500638.1|DSAN	LOC5569927|XP_001658824.2|AAEG
OG0007717	LOC120454579|XP_039495918.1|DSAN	LOC5566491|XP_021696198.1|AAEG
OG0007718	LOC120456688|XP_039499584.1|DSAN	LOC5571307|XP_001653622.2|AAEG
OG0007719	LOC120457102|XP_039500226.1|DSAN	LOC5568412|XP_021696984.1|AAEG
OG0007720	LOC120456092|XP_039498621.1|DSAN	LOC5568407|XP_021697048.1|AAEG
OG0007721	LOC120455672|XP_039498003.1|DSAN	LOC5564013|XP_021697118.1|AAEG
OG0007722	LOC120456701|XP_039499601.1|DSAN	LOC5579401|XP_021694236.1|AAEG
OG0007723	LOC120455709|XP_039498056.1|DSAN	LOC5564822|XP_001649177.2|AAEG
OG0007724	LOC120446268|XP_039483082.1|DSAN	LOC5576601|XP_021697242.1|AAEG
OG0007725	LOC120456638|XP_039499494.1|DSAN	LOC5576603|XP_021697338.1|AAEG
OG0007726	LOC120455790|XP_039498181.1|DSAN	LOC5574999|XP_021697582.1|AAEG
OG0007727	LOC120456680|XP_039499571.1|DSAN	LOC5574994|XP_001655467.1|AAEG
OG0007728	LOC120457370|XP_039500839.1|DSAN	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG
OG0007729	LOC120456402|XP_039499164.1|DSAN	LOC5574976|XP_001655446.2|AAEG
OG0007730	LOC120457368|XP_039500834.1|DSAN	LOC5574969|XP_001655440.2|AAEG
OG0007731	LOC120450318|XP_039489206.1|DSAN	LOC110676091|XP_021698314.1|AAEG
OG0007732	LOC120455167|XP_039497028.1|DSAN	LOC5576682|XP_021698349.1|AAEG
OG0007733	LOC120456145|XP_039498706.1|DSAN	LOC5572007|XP_021698932.1|AAEG
OG0007734	LOC120455707|XP_039498051.1|DSAN	LOC5572004|XP_001660110.2|AAEG
OG0007735	LOC120456224|XP_039498842.1|DSAN	LOC23687982|XP_011493172.2|AAEG
OG0007736	LOC120456579|XP_039499413.1|DSAN	LOC5564402|XP_001648749.2|AAEG
OG0007737	LOC120452467|XP_039492636.1|DSAN	LOC5576468|XP_021700427.1|AAEG
OG0007738	LOC120451064|XP_039490355.1|DSAN	LOC5576470|XP_021700451.1|AAEG
OG0007739	LOC120456425|XP_039499191.1|DSAN	LOC5570708|XP_021700880.1|AAEG
OG0007740	LOC120457404|XP_039500934.1|DSAN	LOC5570701|XP_021701097.1|AAEG
OG0007741	LOC120456794|XP_039499747.1|DSAN	LOC5571572|XP_001653709.2|AAEG
OG0007742	LOC120457088|XP_039500205.1|DSAN	LOC5567105|XP_021701568.1|AAEG
OG0007743	LOC120453285|XP_039493844.1|DSAN	LOC5567099|XP_001651499.3|AAEG
OG0007744	LOC120443848|XP_039479143.1|DSAN	LOC5565275|XP_021701816.1|AAEG
OG0007745	LOC120453090|XP_039493551.1|DSAN	LOC5575022|XP_021702025.1|AAEG
OG0007746	LOC120454199|XP_039495229.1|DSAN	LOC5576302|XP_001656042.2|AAEG
OG0007747	LOC120456895|XP_039499931.1|DSAN	LOC5567571|XP_021702904.1|AAEG
OG0007748	LOC120456348|XP_039499066.1|DSAN	LOC5567572|XP_021703002.1|AAEG
OG0007749	LOC120455655|XP_039497979.1|DSAN	LOC5576896|XP_001662996.1|AAEG
OG0007750	LOC120451180|XP_039490554.1|DSAN	LOC110674492|XP_021694381.1|AAEG
OG0007751	LOC120443910|XP_039479271.1|DSAN	LOC5564060|XP_021703839.1|AAEG
OG0007752	LOC120457375|XP_039500845.1|DSAN	LOC5564061|XP_001648364.2|AAEG
OG0007753	LOC120455143|XP_039496982.1|DSAN	LOC5564038|XP_001648366.2|AAEG
OG0007754	LOC120456560|XP_039499374.1|DSAN	LOC5564045|XP_021703960.1|AAEG
OG0007755	LOC120456559|XP_039499373.1|DSAN	LOC5564046|XP_021703985.1|AAEG
OG0007756	LOC120456497|XP_039499298.1|DSAN	LOC5564068|XP_021704096.1|AAEG
OG0007757	LOC120456293|XP_039498972.1|DSAN	LOC5571506|XP_021694258.1|AAEG
OG0007758	LOC120456241|XP_039498885.1|DSAN	LOC5571496|XP_001659746.2|AAEG
OG0007759	LOC120452799|XP_039493129.1|DSAN	LOC5571493|XP_001659743.2|AAEG
OG0007760	LOC120455995|XP_039498487.1|DSAN	LOC5580111|XP_001655054.1|AAEG
OG0007761	LOC120456021|XP_039498519.1|DSAN	LOC5580107|XP_021704459.1|AAEG
OG0007762	LOC120455947|XP_039498419.1|DSAN	LOC5580108|XP_001655040.1|AAEG
OG0007763	LOC120458041|XP_039501484.1|DSAN	LOC110677702|XP_021704492.1|AAEG
OG0007764	LOC120456170|XP_039498768.1|DSAN	LOC5578658|XP_021704511.1|AAEG
OG0007765	LOC120456199|XP_039498813.1|DSAN	LOC5578659|XP_021704527.1|AAEG
OG0007766	LOC120454442|XP_039495672.1|DSAN	LOC110677718|XP_021704592.1|AAEG
OG0007767	LOC120454886|XP_039496412.1|DSAN	LOC110674289|XP_021694260.1|AAEG
OG0007768	LOC120455544|XP_039497815.1|DSAN	LOC5577256|XP_021705022.1|AAEG
OG0007769	LOC120455163|XP_039497020.1|DSAN	LOC5577257|XP_001656360.1|AAEG
OG0007770	LOC120458097|XP_039501562.1|DSAN	LOC5577258|XP_001656361.1|AAEG
OG0007771	LOC120456323|XP_039499022.1|DSAN	LOC5579197|XP_021705065.1|AAEG
OG0007772	LOC120456158|XP_039498731.1|DSAN	LOC5579196|XP_001657325.2|AAEG
OG0007773	LOC120453206|XP_039493731.1|DSAN	LOC5565066|XP_001649403.2|AAEG
OG0007774	LOC120449736|XP_039488301.1|DSAN	LOC5576009|XP_001662352.2|AAEG
OG0007775	LOC120456006|XP_039498498.1|DSAN	LOC5575290|XP_021706199.1|AAEG
OG0007776	LOC120456601|XP_039499445.1|DSAN	LOC5575288|XP_021706251.1|AAEG
OG0007777	LOC120456878|XP_039499910.1|DSAN	LOC5575432|XP_001655750.2|AAEG
OG0007778	LOC120456494|XP_039499295.1|DSAN	LOC5575428|XP_001655746.1|AAEG
OG0007779	LOC120447887|XP_039485432.1|DSAN	LOC5569994|XP_021707172.1|AAEG
OG0007780	LOC120456535|XP_039499346.1|DSAN	LOC5575471|XP_001661986.1|AAEG
OG0007781	LOC120455346|XP_039497369.1|DSAN	LOC5568545|XP_021707578.1|AAEG
OG0007782	LOC120456050|XP_039498562.1|DSAN	LOC5568541|XP_001652367.1|AAEG
OG0007783	LOC120456684|XP_039499580.1|DSAN	LOC5568538|XP_021707687.1|AAEG
OG0007784	LOC120450914|XP_039490105.1|DSAN	LOC5568537|XP_001652371.2|AAEG
OG0007785	LOC120455103|XP_039496918.1|DSAN	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG
OG0007786	LOC120458868|XP_039502635.1|DSAN	LOC5568534|XP_021707765.1|AAEG
OG0007787	LOC120453245|XP_039493782.1|DSAN	LOC5568532|XP_001652376.3|AAEG
OG0007788	LOC120452698|XP_039492989.1|DSAN	LOC5572776|XP_001654175.2|AAEG
OG0007789	LOC120451571|XP_039491316.1|DSAN	LOC5579261|XP_021708436.1|AAEG
OG0007790	LOC120454549|XP_039495863.1|DSAN	LOC23687431|XP_021709172.1|AAEG
OG0007791	LOC120451288|XP_039490772.1|DSAN	LOC110679370|XP_021709494.1|AAEG
OG0007792	LOC120455368|XP_039497408.1|DSAN	LOC5574606|XP_001655220.2|AAEG
OG0007793	LOC120453802|XP_039494609.1|DSAN	LOC5567424|XP_001657398.1|AAEG
OG0007794	LOC120455068|XP_039496854.1|DSAN	LOC5567421|XP_021710553.1|AAEG
OG0007795	LOC120456424|XP_039499190.1|DSAN	LOC5567404|XP_021710666.1|AAEG
OG0007796	LOC120451915|XP_039491862.1|DSAN	LOC5568342|XP_001657996.1|AAEG
OG0007797	LOC120453212|XP_039493737.1|DSAN	LOC5578684|XP_001657083.2|AAEG
OG0007798	LOC120452158|XP_039492188.1|DSAN	LOC5578682|XP_001657081.2|AAEG
OG0007799	LOC120453458|XP_039494109.1|DSAN	LOC5577510|XP_001656531.1|AAEG
OG0007800	LOC120453636|XP_039494362.1|DSAN	LOC5577525|XP_001656527.2|AAEG
OG0007801	LOC120453676|XP_039494424.1|DSAN	LOC5569263|XP_021712559.1|AAEG
OG0007802	LOC120452786|XP_039493112.1|DSAN	LOC110681343|XP_021712786.1|AAEG
OG0007803	LOC120453641|XP_039494369.1|DSAN	LOC5573378|XP_021713002.1|AAEG
OG0007804	LOC120455120|XP_039496945.1|DSAN	LOC5577980|XP_021713024.1|AAEG
OG0007805	LOC120457009|XP_039500098.1|DSAN	LOC5572600|XP_001654110.2|AAEG
OG0007806	LOC120457008|XP_039500097.1|DSAN	LOC5572599|XP_001654109.2|AAEG
OG0007808	LOC120453255|XP_039493809.1|DSAN	LOC5568727|XP_021713155.1|AAEG
OG0007809	LOC120455852|XP_039498256.1|DSAN	LOC5576287|XP_001662577.2|AAEG
OG0007810	LOC120458551|XP_039502169.1|DSAN	LOC5576284|XP_021713185.1|AAEG
OG0007811	LOC120453303|XP_039493870.1|DSAN	LOC5576283|XP_021713187.1|AAEG
OG0007812	LOC120457010|XP_039500099.1|DSAN	LOC5572169|XP_001660244.1|AAEG
OG0007813	LOC120451500|XP_039491186.1|DSAN	LOC5574622|XP_021713239.1|AAEG
OG0007814	LOC120455104|XP_039496919.1|DSAN	LOC5574050|XP_001655028.1|AAEG
OG0007815	LOC120456777|XP_039499718.1|DSAN	LOC5564605|XP_001648953.1|AAEG
OG0007816	LOC120450010|XP_039488661.1|DSAN	LOC5580205|XP_001655617.2|AAEG
OG0007817	LOC120451110|XP_039490456.1|DSAN	LOC5580204|XP_001655616.2|AAEG
OG0007818	LOC120454362|XP_039495521.1|DSAN	LOC5580187|XP_021713409.1|AAEG
OG0007819	LOC120457220|XP_039500524.1|DSAN	LOC5580186|XP_021713411.1|AAEG
OG0007820	LOC120452694|XP_039492983.1|DSAN	LOC5580164|XP_021692931.1|AAEG
OG0007821	LOC120453412|XP_039494044.1|DSAN	LOC5580172|XP_021692938.1|AAEG
OG0007822	LOC120453410|XP_039494041.1|DSAN	LOC5580169|XP_021692934.1|AAEG
OG0007823	LOC120453311|XP_039493901.1|DSAN	LOC5580174|XP_001655579.2|AAEG
OG0007824	LOC120452046|XP_039492038.1|DSAN	LOC5578277|XP_001663805.2|AAEG
OG0007825	LOC120454048|XP_039494976.1|DSAN	LOC5570839|XP_001653346.2|AAEG
OG0007826	LOC120453622|XP_039494338.1|DSAN	LOC5564810|XP_001649155.2|AAEG
OG0007827	LOC120454989|XP_039496719.1|DSAN	LOC5578942|XP_001657231.1|AAEG
OG0007828	LOC120450032|XP_039488717.1|DSAN	LOC5578935|XP_001657223.1|AAEG
OG0007829	LOC120451572|XP_039491317.1|DSAN	LOC5578928|XP_021693203.1|AAEG
OG0007830	LOC120453190|XP_039493690.1|DSAN	LOC5578921|XP_001657207.1|AAEG
OG0007831	LOC120455237|XP_039497148.1|DSAN	LOC5563711|XP_001648009.2|AAEG
OG0007832	LOC120456316|XP_039499004.1|DSAN	LOC5576351|XP_021693308.1|AAEG
OG0007833	LOC120457395|XP_039500899.1|DSAN	LOC5576345|XP_001656083.2|AAEG
OG0007834	LOC120451216|XP_039490627.1|DSAN	LOC5576734|XP_021693352.1|AAEG
OG0007835	LOC120452076|XP_039492074.1|DSAN	LOC5576739|XP_001656235.1|AAEG
OG0007836	LOC120451512|XP_039491205.1|DSAN	LOC5576721|XP_001656228.2|AAEG
OG0007837	LOC120453275|XP_039493837.1|DSAN	LOC5564511|XP_001648825.2|AAEG
OG0007838	LOC120452241|XP_039492299.1|DSAN	LOC5573635|XP_001660962.2|AAEG
OG0007839	LOC120455371|XP_039497417.1|DSAN	LOC5573310|XP_001654530.1|AAEG
OG0007840	LOC120452989|XP_039493424.1|DSAN	LOC5573056|XP_001654378.1|AAEG
OG0007841	LOC120452962|XP_039493386.1|DSAN	LOC5577932|XP_021694422.1|AAEG
OG0007842	LOC120451308|XP_039490807.1|DSAN	LOC5575947|XP_021693726.1|AAEG
OG0007843	LOC120452558|XP_039492770.1|DSAN	LOC5576515|XP_001662708.2|AAEG
OG0007844	LOC120446269|XP_039483080.1|DSAN	LOC5565598|XP_021693787.1|AAEG
OG0007845	LOC120453432|XP_039494071.1|DSAN	LOC5565599|XP_021693790.1|AAEG
OG0007846	LOC120455511|XP_039497711.1|DSAN	LOC5565605|XP_021693796.1|AAEG
OG0007847	LOC120451335|XP_039490850.1|DSAN	LOC5565602|XP_021693797.1|AAEG
OG0007848	LOC120452461|XP_039492626.1|DSAN	LOC5565926|XP_001650302.2|AAEG
OG0007849	LOC120452604|XP_039492835.1|DSAN	LOC5565958|XP_001650298.2|AAEG
OG0007850	LOC120452601|XP_039492833.1|DSAN	LOC5565936|XP_001650296.2|AAEG
OG0007851	LOC120453721|XP_039494483.1|DSAN	LOC5565961|XP_021693928.1|AAEG
OG0007852	LOC120451406|XP_039491008.1|DSAN	LOC110674691|XP_021694427.1|AAEG
OG0007853	LOC120452062|XP_039492059.1|DSAN	LOC5573537|XP_001654672.2|AAEG
OG0007854	LOC120451967|XP_039491926.1|DSAN	LOC5573534|XP_021693955.1|AAEG
OG0007855	LOC120452518|XP_039492708.1|DSAN	LOC5579957|XP_001658473.2|AAEG
OG0007856	LOC120452462|XP_039492627.1|DSAN	LOC110674221|XP_021694064.1|AAEG
OG0007857	LOC120451680|XP_039491495.1|DSAN	LOC5565635|XP_021694071.1|AAEG
OG0007858	LOC120455733|XP_039498084.1|DSAN	LOC5578918|XP_021694074.1|AAEG
OG0007859	LOC120456446|XP_039499217.1|DSAN	LOC5576111|XP_001662456.2|AAEG
OG0007860	LOC120451617|XP_039491397.1|DSAN	LOC5576119|XP_001662466.1|AAEG
OG0007861	LOC120451623|XP_039491408.1|DSAN	LOC5576129|XP_001662475.2|AAEG
OG0007862	LOC120453215|XP_039493739.1|DSAN	LOC5576130|XP_001662476.2|AAEG
OG0007863	LOC120445529|XP_039481925.1|DSAN	LOC5576133|XP_001662481.2|AAEG
OG0007864	LOC120450783|XP_039489875.1|DSAN	LOC5565140|XP_021694141.1|AAEG
OG0007865	LOC120450474|XP_039489452.1|DSAN	LOC110674239|XP_021694150.1|AAEG
OG0007866	LOC120451637|XP_039491430.1|DSAN	LOC5577584|XP_021694151.1|AAEG
OG0007867	LOC120452242|XP_039492300.1|DSAN	LOC5565083|XP_021694163.1|AAEG
OG0007868	LOC120452643|XP_039492892.1|DSAN	LOC5572607|XP_021694173.1|AAEG
OG0007869	LOC120455041|XP_039496824.1|DSAN	LOC5566104|XP_021695322.1|AAEG
OG0007870	LOC120449540|XP_039487996.1|DSAN	LOC5571441|XP_001659693.2|AAEG
OG0007871	LOC120457225|XP_039500533.1|DSAN	LOC5579864|XP_001664326.2|AAEG
OG0007872	LOC120449104|XP_039487347.1|DSAN	LOC5575755|XP_021695607.1|AAEG
OG0007873	LOC120450276|XP_039489126.1|DSAN	LOC110675366|XP_021695788.1|AAEG
OG0007874	LOC120455578|XP_039497883.1|DSAN	LOC110675408|XP_021696036.1|AAEG
OG0007875	LOC120444697|XP_039480497.1|DSAN	LOC5575910|XP_021696043.1|AAEG
OG0007876	LOC120456706|XP_039499613.1|DSAN	LOC5572896|XP_021696216.1|AAEG
OG0007877	LOC120455189|XP_039497061.1|DSAN	LOC5579996|XP_021696288.1|AAEG
OG0007878	LOC120444420|XP_039479984.1|DSAN	LOC5570510|XP_001659197.1|AAEG
OG0007879	LOC120448986|XP_039487187.1|DSAN	LOC5566265|XP_021696579.1|AAEG
OG0007880	LOC120455035|XP_039496803.1|DSAN	LOC5574281|XP_001661332.1|AAEG
OG0007881	LOC120449772|XP_039488345.1|DSAN	LOC5572344|XP_021696820.1|AAEG
OG0007882	LOC120448897|XP_039487047.1|DSAN	LOC110675667|XP_021696955.1|AAEG
OG0007883	LOC120448953|XP_039487136.1|DSAN	LOC5576419|XP_021696957.1|AAEG
OG0007884	LOC120450106|XP_039488835.1|DSAN	LOC110675711|XP_021697101.1|AAEG
OG0007885	LOC120444699|XP_039480502.1|DSAN	LOC5572689|XP_001660508.1|AAEG
OG0007886	LOC120455210|XP_039497109.1|DSAN	LOC5578537|XP_021697271.1|AAEG
OG0007887	LOC120448896|XP_039487046.1|DSAN	LOC5575897|XP_021697300.1|AAEG
OG0007888	LOC120447846|XP_039485387.1|DSAN	LOC5579977|XP_001658604.1|AAEG
OG0007889	LOC120449461|XP_039487867.1|DSAN	LOC5579978|XP_021697400.1|AAEG
OG0007890	LOC120450077|XP_039488798.1|DSAN	LOC5579058|XP_001657258.1|AAEG
OG0007891	LOC120450956|XP_039490177.1|DSAN	LOC5567753|XP_001657653.1|AAEG
OG0007892	LOC120458916|XP_039502699.1|DSAN	LOC5572762|XP_001660583.2|AAEG
OG0007893	LOC120445671|XP_039482154.1|DSAN	LOC5572767|XP_021697644.1|AAEG
OG0007894	LOC120450289|XP_039489142.1|DSAN	LOC5571563|XP_021697737.1|AAEG
OG0007895	LOC120448685|XP_039486757.1|DSAN	LOC5565534|XP_021697739.1|AAEG
OG0007896	LOC120448716|XP_039486820.1|DSAN	LOC5565541|XP_001649896.2|AAEG
OG0007897	LOC120449252|XP_039487564.1|DSAN	LOC5573998|XP_001661085.2|AAEG
OG0007898	LOC120450052|XP_039488743.1|DSAN	LOC5568731|XP_001658111.1|AAEG
