Orthogroup	DEUG.longest_only	AALB.longest_only
OG0006630	LOC108106789|XP_017069521.1|DEUG	LOC118463831|XP_035786612.1|AALB
OG0006631	LOC108109772|XP_017073935.1|DEUG	LOC118464322|XP_035787513.1|AALB
OG0006632	LOC108112601|XP_017078149.1|DEUG	LOC118466688|XP_035792210.1|AALB
OG0006633	LOC108102854|XP_017063540.1|DEUG	LOC118466697|XP_035792220.1|AALB
OG0006634	LOC108110993|XP_017075790.1|DEUG	LOC118466693|XP_035792216.1|AALB
OG0006635	LOC108111146|XP_017076007.1|DEUG	LOC118466698|XP_035792223.1|AALB
OG0006636	LOC108110102|XP_017074484.1|DEUG	LOC118463163|XP_035785442.1|AALB
OG0006637	LOC108114338|XP_017080753.1|DEUG	LOC118463152|XP_035785426.1|AALB
OG0006638	LOC108104492|XP_017066095.1|DEUG	LOC118465114|XP_035788954.1|AALB
OG0006639	LOC108104482|XP_017066071.1|DEUG	LOC118466651|XP_035792124.1|AALB
OG0006640	LOC108109245|XP_017073212.1|DEUG	LOC118467715|XP_035794409.1|AALB
OG0006641	LOC108104781|XP_017066520.1|DEUG	LOC118466606|XP_035792086.1|AALB
OG0006642	LOC108112660|XP_017078281.1|DEUG	LOC118463799|XP_035786558.1|AALB
OG0006643	LOC108107269|XP_017070189.1|DEUG	LOC118465207|XP_035789088.1|AALB
OG0006644	LOC108114645|XP_017081205.1|DEUG	LOC118459570|XP_035778972.1|AALB
OG0006645	LOC108106957|XP_017069725.1|DEUG	LOC118462977|XP_035785057.1|AALB
OG0006646	LOC108106590|XP_017069260.1|DEUG	LOC118462992|XP_035785105.1|AALB
OG0006647	LOC108111981|XP_017077190.1|DEUG	LOC118465296|XP_035789262.1|AALB
OG0006648	LOC108113633|XP_017079793.1|DEUG	LOC118464410|XP_035787661.1|AALB
OG0006649	LOC108112936|XP_017078818.1|DEUG	LOC118467053|XP_035792947.1|AALB
OG0006650	LOC108106561|XP_017069215.1|DEUG	LOC118466107|XP_035790919.1|AALB
OG0006651	LOC108114215|XP_017080524.1|DEUG	LOC118464656|XP_035788028.1|AALB
OG0006652	LOC108114151|XP_017080429.1|DEUG	LOC118464664|XP_035788068.1|AALB
OG0006653	LOC108107723|XP_017070831.1|DEUG	LOC118466088|XP_035790879.1|AALB
OG0006654	LOC108104622|XP_017066284.1|DEUG	LOC118467468|XP_035793890.1|AALB
OG0006655	LOC108107876|XP_017071148.1|DEUG	LOC118467144|XP_035793166.1|AALB
OG0006656	LOC108107736|XP_017070875.1|DEUG	LOC118466358|XP_035791409.1|AALB
OG0006657	LOC108108902|XP_017072615.1|DEUG	LOC118466989|XP_035792800.1|AALB
OG0006658	LOC108108036|XP_017071397.1|DEUG	LOC118463165|XP_035785445.1|AALB
OG0006659	LOC108108170|XP_017071601.1|DEUG	LOC118463166|XP_035785448.1|AALB
OG0006660	LOC108108112|XP_017071511.1|DEUG	LOC118465471|XP_035789659.1|AALB
OG0006661	LOC108107808|XP_017071027.1|DEUG	LOC118463074|XP_035785226.1|AALB
OG0006662	LOC108102640|XP_017063250.1|DEUG	LOC118468551|XP_035795339.1|AALB
OG0006663	LOC108114490|XP_017080999.1|DEUG	LOC118467698|XP_035794373.1|AALB
OG0006664	LOC108115671|XP_017082725.1|DEUG	LOC118464255|XP_035787384.1|AALB
OG0006665	LOC108104727|XP_017066449.1|DEUG	LOC118464252|XP_035787380.1|AALB
OG0006666	LOC108109250|XP_017073221.1|DEUG	LOC118465407|XP_035789522.1|AALB
OG0006667	LOC108114560|XP_017081099.1|DEUG	LOC118463786|XP_035786511.1|AALB
OG0006668	LOC108109129|XP_017073014.1|DEUG	LOC118462844|XP_035784795.1|AALB
OG0006669	LOC108107899|XP_017071190.1|DEUG	LOC118462836|XP_035784785.1|AALB
OG0006670	LOC108107580|XP_017070629.1|DEUG	LOC118462853|XP_035784803.1|AALB
OG0006671	LOC108107958|XP_017071286.1|DEUG	LOC118462834|XP_035784778.1|AALB
OG0006672	LOC108109821|XP_017074041.1|DEUG	LOC118462831|XP_035784763.1|AALB
OG0006673	LOC108108008|XP_017071353.1|DEUG	LOC118462852|XP_035784801.1|AALB
OG0006674	LOC108104677|XP_017066357.1|DEUG	LOC118462816|XP_035784729.1|AALB
OG0006675	LOC108107908|XP_017071214.1|DEUG	LOC118467766|XP_035794487.1|AALB
OG0006676	LOC108107864|XP_017071122.1|DEUG	LOC118467460|XP_035793864.1|AALB
OG0006677	LOC108109806|XP_017074014.1|DEUG	LOC118467456|XP_035793855.1|AALB
OG0006678	LOC108114203|XP_017080511.1|DEUG	LOC118464195|XP_035787247.1|AALB
OG0006679	LOC108107874|XP_017071146.1|DEUG	LOC118463889|XP_035786713.1|AALB
OG0006680	LOC108111293|XP_017076171.1|DEUG	LOC118465444|XP_035789587.1|AALB
OG0006681	LOC108107957|XP_017071284.1|DEUG	LOC118465751|XP_035790115.1|AALB
OG0006682	LOC108108109|XP_017071508.1|DEUG	LOC118466727|XP_035792292.1|AALB
OG0006683	LOC108107608|XP_017070662.1|DEUG	LOC118466730|XP_035792306.1|AALB
OG0006684	LOC108109805|XP_017074012.1|DEUG	LOC118466726|XP_035792291.1|AALB
OG0006685	LOC108104885|XP_017066707.1|DEUG	LOC118466482|XP_035791756.1|AALB
OG0006686	LOC108114105|XP_017080353.1|DEUG	LOC118462983|XP_035785074.1|AALB
OG0006687	LOC108106057|XP_017068404.1|DEUG	LOC118467763|XP_035794485.1|AALB
OG0006689	LOC108102785|XP_017063435.1|DEUG	LOC118465786|XP_035790213.1|AALB
OG0006690	LOC108117328|XP_017085191.1|DEUG	LOC118465324|XP_035789354.1|AALB
OG0006691	LOC108107963|XP_017071292.1|DEUG	LOC118462994|XP_035785113.1|AALB
OG0006692	LOC108102851|XP_017063537.1|DEUG	LOC118467111|XP_035793064.1|AALB
OG0006694	LOC108103310|XP_017064222.1|DEUG	LOC118463188|XP_035785508.1|AALB
OG0006695	LOC108109827|XP_017074052.1|DEUG	LOC118466549|XP_035791955.1|AALB
OG0006696	LOC108113479|XP_017079551.1|DEUG	LOC118466545|XP_035791952.1|AALB
OG0006697	LOC108117363|XP_017085232.1|DEUG	LOC118465337|XP_035789379.1|AALB
OG0006698	LOC108114494|XP_017081001.1|DEUG	LOC118465345|XP_035789394.1|AALB
OG0006699	LOC108108004|XP_017071347.1|DEUG	LOC118462859|XP_035784809.1|AALB
OG0006700	LOC108117371|XP_017085245.1|DEUG	LOC118462861|XP_035784811.1|AALB
OG0006701	LOC108113300|XP_017079340.1|DEUG	LOC118465528|XP_035789747.1|AALB
OG0006702	LOC108104691|XP_017066386.1|DEUG	LOC118463690|XP_035786358.1|AALB
OG0006703	LOC108114192|XP_017080492.1|DEUG	LOC118467476|XP_035793909.1|AALB
OG0006704	LOC108114193|XP_017080493.1|DEUG	LOC118467483|XP_035793918.1|AALB
OG0006705	LOC108104533|XP_017066152.1|DEUG	LOC118464094|XP_035787052.1|AALB
OG0006706	LOC108107478|XP_017070513.1|DEUG	LOC118464095|XP_035787056.1|AALB
OG0006707	LOC108109153|XP_017073059.1|DEUG	LOC118463244|XP_035785604.1|AALB
OG0006708	LOC108105078|XP_017066991.1|DEUG	LOC118463257|XP_035785619.1|AALB
OG0006709	LOC108103942|XP_017065191.1|DEUG	LOC118466478|XP_035791753.1|AALB
OG0006710	LOC108114231|XP_017080586.1|DEUG	LOC118464514|XP_035787844.1|AALB
OG0006711	LOC108114230|XP_017080585.1|DEUG	LOC118466590|XP_035792042.1|AALB
OG0006712	LOC108107726|XP_017070852.1|DEUG	LOC118466758|XP_035792351.1|AALB
OG0006713	LOC108114644|XP_017081204.1|DEUG	LOC118462683|XP_035784485.1|AALB
OG0006714	LOC108114642|XP_017081200.1|DEUG	LOC118462681|XP_035784483.1|AALB
OG0006715	LOC108114626|XP_017081182.1|DEUG	LOC118463024|XP_035785159.1|AALB
OG0006716	LOC108110966|XP_017075754.1|DEUG	LOC118463022|XP_035785152.1|AALB
OG0006717	LOC108108220|XP_017071676.1|DEUG	LOC118463034|XP_035785170.1|AALB
OG0006718	LOC108107825|XP_017071064.1|DEUG	LOC118463041|XP_035785178.1|AALB
OG0006719	LOC108113985|XP_017080217.1|DEUG	LOC118464112|XP_035787093.1|AALB
OG0006720	LOC108108540|XP_017072103.1|DEUG	LOC118467475|XP_035793908.1|AALB
OG0006721	LOC108107984|XP_017071316.1|DEUG	LOC118466276|XP_035791246.1|AALB
OG0006722	LOC108114712|XP_017081303.1|DEUG	LOC118464280|XP_035787448.1|AALB
OG0006723	LOC108106980|XP_017069804.1|DEUG	LOC118467714|XP_035794407.1|AALB
OG0006724	LOC108117547|XP_017085545.1|DEUG	LOC118464908|XP_035788565.1|AALB
OG0006725	LOC108117531|XP_017085519.1|DEUG	LOC118465533|XP_035789752.1|AALB
OG0006726	LOC108111670|XP_017076692.1|DEUG	LOC118465535|XP_035789754.1|AALB
OG0006727	LOC108117529|XP_017085515.1|DEUG	LOC118465531|XP_035789749.1|AALB
OG0006728	LOC108108293|XP_017071786.1|DEUG	LOC118467241|XP_035793401.1|AALB
OG0006729	LOC108112746|XP_017078472.1|DEUG	LOC118465720|XP_035790056.1|AALB
OG0006730	LOC108112742|XP_017078469.1|DEUG	LOC118467118|XP_035793076.1|AALB
OG0006731	LOC108107093|XP_017069962.1|DEUG	LOC118464100|XP_035787064.1|AALB
OG0006732	LOC108109770|XP_017073933.1|DEUG	LOC118463266|XP_035785629.1|AALB
OG0006733	LOC108113943|XP_017080142.1|DEUG	LOC118465791|XP_035790220.1|AALB
OG0006734	LOC108114108|XP_017080360.1|DEUG	LOC118463213|XP_035785548.1|AALB
OG0006735	LOC108109885|XP_017074176.1|DEUG	LOC118463208|XP_035785544.1|AALB
OG0006736	LOC108108010|XP_017071355.1|DEUG	LOC118465246|XP_035789160.1|AALB
OG0006737	LOC108108582|XP_017072166.1|DEUG	LOC118464072|XP_035787016.1|AALB
OG0006738	LOC108106247|XP_017068702.1|DEUG	LOC118464070|XP_035787012.1|AALB
OG0006739	LOC108107782|XP_017070967.1|DEUG	LOC118466287|XP_035791266.1|AALB
OG0006740	LOC108109884|XP_017074175.1|DEUG	LOC118466288|XP_035791267.1|AALB
OG0006741	LOC108109883|XP_017074173.1|DEUG	LOC118467077|XP_035793006.1|AALB
OG0006742	LOC108116392|XP_017083743.1|DEUG	LOC118467344|XP_035793618.1|AALB
OG0006743	LOC108110971|XP_017075761.1|DEUG	LOC118464465|XP_035787761.1|AALB
OG0006744	LOC108114606|XP_017081156.1|DEUG	LOC118463493|XP_035785977.1|AALB
OG0006745	LOC108111504|XP_017076506.1|DEUG	LOC118467172|XP_035793244.1|AALB
OG0006746	LOC108109841|XP_017074081.1|DEUG	LOC118463067|XP_035785217.1|AALB
OG0006747	LOC108109904|XP_017074199.1|DEUG	LOC118463215|XP_035785551.1|AALB
OG0006748	LOC108105519|XP_017067634.1|DEUG	LOC118463884|XP_035786700.1|AALB
OG0006749	LOC108113868|XP_017080074.1|DEUG	LOC118466223|XP_035791147.1|AALB
OG0006750	LOC108103864|XP_017065065.1|DEUG	LOC118466153|XP_035791021.1|AALB
OG0006752	LOC108107632|XP_017070691.1|DEUG	LOC118465011|XP_035788754.1|AALB
OG0006753	LOC108107583|XP_017070633.1|DEUG	LOC118465865|XP_035790390.1|AALB
OG0006754	LOC108104648|XP_017066317.1|DEUG	LOC118463544|XP_035786059.1|AALB
OG0006755	LOC108104710|XP_017066418.1|DEUG	LOC118466431|XP_035791620.1|AALB
OG0006756	LOC108108195|XP_017071636.1|DEUG	LOC118463275|XP_035785644.1|AALB
OG0006757	LOC108107671|XP_017070748.1|DEUG	LOC118465396|XP_035789488.1|AALB
OG0006758	LOC108107625|XP_017070683.1|DEUG	LOC118462963|XP_035785017.1|AALB
OG0006759	LOC108108024|XP_017071377.1|DEUG	LOC118462962|XP_035785011.1|AALB
OG0006760	LOC108114211|XP_017080519.1|DEUG	LOC118467814|XP_035794584.1|AALB
OG0006761	LOC108115396|XP_017082320.1|DEUG	LOC118466515|XP_035791901.1|AALB
OG0006762	LOC108117695|XP_017085721.1|DEUG	LOC118464838|XP_035788411.1|AALB
OG0006763	LOC108113280|XP_017079318.1|DEUG	LOC118463395|XP_035785833.1|AALB
OG0006764	LOC108106605|XP_017069285.1|DEUG	LOC118463392|XP_035785829.1|AALB
OG0006765	LOC108113219|XP_017079245.1|DEUG	LOC118463394|XP_035785832.1|AALB
OG0006766	LOC108102824|XP_017063502.1|DEUG	LOC118463960|XP_035786837.1|AALB
OG0006767	LOC108114522|XP_017081040.1|DEUG	LOC118466077|XP_035790854.1|AALB
OG0006768	LOC108114520|XP_017081033.1|DEUG	LOC118466076|XP_035790847.1|AALB
OG0006769	LOC108114521|XP_017081039.1|DEUG	LOC118465113|XP_035788953.1|AALB
OG0006770	LOC108107656|XP_017070731.1|DEUG	LOC118464600|XP_035787937.1|AALB
OG0006771	LOC108105036|XP_017066923.1|DEUG	LOC118464274|XP_035787430.1|AALB
OG0006772	LOC108112185|XP_017077486.1|DEUG	LOC118467082|XP_035793014.1|AALB
OG0006773	LOC108107744|XP_017070895.1|DEUG	LOC118465958|XP_035790591.1|AALB
OG0006774	LOC108108755|XP_017072403.1|DEUG	LOC118462884|XP_035784851.1|AALB
OG0006775	LOC108114409|XP_017080873.1|DEUG	LOC118467504|XP_035793948.1|AALB
OG0006776	LOC108108132|XP_017071541.1|DEUG	LOC118467505|XP_035793949.1|AALB
OG0006777	LOC108114412|XP_017080876.1|DEUG	LOC118467512|XP_035793956.1|AALB
OG0006779	LOC108102855|XP_017063541.1|DEUG	LOC118462600|XP_035784318.1|AALB
OG0006780	LOC108104916|XP_017066753.1|DEUG	LOC118462599|XP_035784317.1|AALB
OG0006781	LOC108108014|XP_017071358.1|DEUG	LOC118464963|XP_035788661.1|AALB
OG0006782	LOC108102773|XP_017063422.1|DEUG	LOC118464972|XP_035788699.1|AALB
OG0006783	LOC108112518|XP_017077900.1|DEUG	LOC118467430|XP_035793813.1|AALB
OG0006784	LOC108107788|XP_017070980.1|DEUG	LOC118464966|XP_035788667.1|AALB
OG0006785	LOC108113206|XP_017079228.1|DEUG	LOC118464969|XP_035788693.1|AALB
OG0006786	LOC108113151|XP_017079149.1|DEUG	LOC118465325|XP_035789362.1|AALB
OG0006788	LOC108114569|XP_017081109.1|DEUG	LOC118463431|XP_035785892.1|AALB
OG0006789	LOC108103479|XP_017064471.1|DEUG	LOC118463295|XP_035785673.1|AALB
OG0006790	LOC108110871|XP_017075606.1|DEUG	LOC118463297|XP_035785676.1|AALB
OG0006791	LOC108107729|XP_017070866.1|DEUG	LOC118463250|XP_035785612.1|AALB
OG0006792	LOC108114118|XP_017080379.1|DEUG	LOC118467604|XP_035794193.1|AALB
OG0006793	LOC108114312|XP_017080712.1|DEUG	LOC118467597|XP_035794172.1|AALB
OG0006794	LOC108106641|XP_017069342.1|DEUG	LOC118467610|XP_035794205.1|AALB
OG0006795	LOC108108215|XP_017071672.1|DEUG	LOC118464793|XP_035788318.1|AALB
OG0006796	LOC108108807|XP_017072480.1|DEUG	LOC118464685|XP_035788100.1|AALB
OG0006797	LOC108110899|XP_017075647.1|DEUG	LOC118464684|XP_035788099.1|AALB
OG0006799	LOC108114163|XP_017080443.1|DEUG	LOC118467075|XP_035793003.1|AALB
OG0006800	LOC108105961|XP_017068249.1|DEUG	LOC118467001|XP_035792819.1|AALB
OG0006801	LOC108103176|XP_017064051.1|DEUG	LOC118466071|XP_035790828.1|AALB
OG0006802	LOC108113106|XP_017079070.1|DEUG	LOC118463990|XP_035786907.1|AALB
OG0006803	LOC108106619|XP_017069307.1|DEUG	LOC118467528|XP_035793987.1|AALB
OG0006804	LOC108114690|XP_017081271.1|DEUG	LOC118463428|XP_035785887.1|AALB
OG0006805	LOC108113193|XP_017079209.1|DEUG	LOC118463417|XP_035785864.1|AALB
OG0006806	LOC108114426|XP_017080903.1|DEUG	LOC118464486|XP_035787800.1|AALB
OG0006807	LOC108108759|XP_017072410.1|DEUG	LOC118467587|XP_035794130.1|AALB
OG0006808	LOC108104590|XP_017066242.1|DEUG	LOC118463409|XP_035785853.1|AALB
OG0006809	LOC108107621|XP_017070679.1|DEUG	LOC118462604|XP_035784327.1|AALB
OG0006810	LOC108114404|XP_017080866.1|DEUG	LOC118462601|XP_035784319.1|AALB
OG0006811	LOC108113539|XP_017079623.1|DEUG	LOC118464899|XP_035788552.1|AALB
OG0006812	LOC108109859|XP_017074127.1|DEUG	LOC118463271|XP_035785637.1|AALB
OG0006813	LOC108116878|XP_017084461.1|DEUG	LOC118466486|XP_035791777.1|AALB
OG0006814	LOC108107901|XP_017071193.1|DEUG	LOC118466269|XP_035791229.1|AALB
OG0006815	LOC108107921|XP_017071232.1|DEUG	LOC118462654|XP_035784421.1|AALB
OG0006816	LOC108107967|XP_017071297.1|DEUG	LOC118467794|XP_035794561.1|AALB
OG0006817	LOC108103596|XP_017064613.1|DEUG	LOC118465087|XP_035788883.1|AALB
OG0006818	LOC108104740|XP_017066466.1|DEUG	LOC118464809|XP_035788364.1|AALB
OG0006820	LOC108108776|XP_017072436.1|DEUG	LOC118463312|XP_035785689.1|AALB
OG0006821	LOC108112325|XP_017077646.1|DEUG	LOC118465868|XP_035790395.1|AALB
OG0006823	LOC108114605|XP_017081155.1|DEUG	LOC118466214|XP_035791131.1|AALB
OG0006824	LOC108108018|XP_017071364.1|DEUG	LOC118466221|XP_035791143.1|AALB
OG0006825	LOC108114473|XP_017080971.1|DEUG	LOC118467774|XP_035794499.1|AALB
OG0006826	LOC108114417|XP_017080889.1|DEUG	LOC118466723|XP_035792283.1|AALB
OG0006827	LOC108116235|XP_017083515.1|DEUG	LOC118465610|XP_035789879.1|AALB
OG0006828	LOC108110854|XP_017075590.1|DEUG	LOC118463933|XP_035786787.1|AALB
OG0006829	LOC108108217|XP_017071674.1|DEUG	LOC118462924|XP_035784925.1|AALB
OG0006830	LOC108113852|XP_017080054.1|DEUG	LOC118462915|XP_035784913.1|AALB
OG0006831	LOC108109826|XP_017074051.1|DEUG	LOC118464310|XP_035787494.1|AALB
OG0006832	LOC108109902|XP_017074198.1|DEUG	LOC118462823|XP_035784738.1|AALB
OG0006833	LOC108114232|XP_017080592.1|DEUG	LOC118467066|XP_035792986.1|AALB
OG0006834	LOC108109427|XP_017073414.1|DEUG	LOC118466279|XP_035791249.1|AALB
OG0006835	LOC108109858|XP_017074126.1|DEUG	LOC118466272|XP_035791238.1|AALB
OG0006836	LOC108108211|XP_017071661.1|DEUG	LOC118465726|XP_035790066.1|AALB
OG0006837	LOC108108119|XP_017071525.1|DEUG	LOC118466125|XP_035790967.1|AALB
OG0006838	LOC108114322|XP_017080729.1|DEUG	LOC118464008|XP_035786949.1|AALB
OG0006839	LOC108108040|XP_017071403.1|DEUG	LOC118467071|XP_035792997.1|AALB
OG0006840	LOC108107024|XP_017069860.1|DEUG	LOC118466445|XP_035791656.1|AALB
OG0006841	LOC108107951|XP_017071272.1|DEUG	LOC118465446|XP_035789593.1|AALB
OG0006842	LOC108108162|XP_017071589.1|DEUG	LOC118466341|XP_035791365.1|AALB
OG0006843	LOC108104408|XP_017065947.1|DEUG	LOC118464854|XP_035788455.1|AALB
OG0006844	LOC108117504|XP_017085476.1|DEUG	LOC118464852|XP_035788454.1|AALB
OG0006845	LOC108114683|XP_017081263.1|DEUG	LOC118465653|XP_035789960.1|AALB
OG0006846	LOC108114730|XP_017081328.1|DEUG	LOC118465651|XP_035789958.1|AALB
OG0006847	LOC108114511|XP_017081020.1|DEUG	LOC118464521|XP_035787851.1|AALB
OG0006848	LOC108108926|XP_017072667.1|DEUG	LOC118466139|XP_035790984.1|AALB
OG0006849	LOC108109893|XP_017074186.1|DEUG	LOC118463941|XP_035786802.1|AALB
OG0006850	LOC108109898|XP_017074194.1|DEUG	LOC118464135|XP_035787127.1|AALB
OG0006851	LOC108109906|XP_017074201.1|DEUG	LOC118464134|XP_035787125.1|AALB
OG0006852	LOC108112455|XP_017077795.1|DEUG	LOC118466355|XP_035791394.1|AALB
OG0006853	LOC108109777|XP_017073943.1|DEUG	LOC118467699|XP_035794376.1|AALB
OG0006854	LOC108104873|XP_017066689.1|DEUG	LOC118467799|XP_035794565.1|AALB
OG0006855	LOC108107763|XP_017070942.1|DEUG	LOC118467913|XP_035794741.1|AALB
OG0006856	LOC108112791|XP_017078561.1|DEUG	LOC118467915|XP_035794743.1|AALB
OG0006857	LOC108110363|XP_017074903.1|DEUG	LOC118466204|XP_035791114.1|AALB
OG0006858	LOC108109864|XP_017074138.1|DEUG	LOC118462781|XP_035784649.1|AALB
OG0006859	LOC108112876|XP_017078700.1|DEUG	LOC118464440|XP_035787708.1|AALB
OG0006860	LOC108112744|XP_017078471.1|DEUG	LOC118465746|XP_035790108.1|AALB
OG0006861	LOC108112541|XP_017077962.1|DEUG	LOC118463270|XP_035785636.1|AALB
OG0006862	LOC108108304|XP_017071809.1|DEUG	LOC118465803|XP_035790263.1|AALB
OG0006863	LOC108109948|XP_017074242.1|DEUG	LOC118458605|XP_035777174.1|AALB
OG0006864	LOC108112759|XP_017078505.1|DEUG	LOC118467166|XP_035793217.1|AALB
OG0006865	LOC108111606|XP_017076621.1|DEUG	LOC118463864|XP_035786667.1|AALB
OG0006866	LOC108113189|XP_017079204.1|DEUG	LOC118465213|XP_035789098.1|AALB
OG0006867	LOC108112898|XP_017078745.1|DEUG	LOC118465814|XP_035790278.1|AALB
OG0006868	LOC108112896|XP_017078742.1|DEUG	LOC118464015|XP_035786960.1|AALB
OG0006869	LOC108112561|XP_017077996.1|DEUG	LOC118463577|XP_035786110.1|AALB
OG0006870	LOC108112848|XP_017078651.1|DEUG	LOC118464392|XP_035787632.1|AALB
OG0006871	LOC108109006|XP_017072766.1|DEUG	LOC118464400|XP_035787648.1|AALB
OG0006872	LOC108112694|XP_017078384.1|DEUG	LOC118464406|XP_035787654.1|AALB
OG0006873	LOC108109154|XP_017073060.1|DEUG	LOC118466907|XP_035792664.1|AALB
OG0006875	LOC108105688|XP_017067886.1|DEUG	LOC118468518|XP_035795250.1|AALB
OG0006876	LOC108107302|XP_017070255.1|DEUG	LOC118461532|XP_035782857.1|AALB
OG0006877	LOC108110472|XP_017075029.1|DEUG	LOC118461397|XP_035782553.1|AALB
OG0006878	LOC108113424|XP_017079470.1|DEUG	LOC118465623|XP_035789914.1|AALB
OG0006879	LOC108112950|XP_017078837.1|DEUG	LOC118465625|XP_035789920.1|AALB
OG0006880	LOC108102304|XP_017062998.1|DEUG	LOC118460013|XP_035779837.1|AALB
OG0006882	LOC108112743|XP_017078470.1|DEUG	LOC118456923|XP_035773944.1|AALB
OG0006883	LOC108118264|XP_017086348.1|DEUG	LOC118459784|XP_035779393.1|AALB
OG0006884	LOC108111100|XP_017075929.1|DEUG	LOC118468682|XP_035795686.1|AALB
OG0006885	LOC108110706|XP_017075338.1|DEUG	LOC118456534|XP_035773276.1|AALB
OG0006886	LOC108108823|XP_017072508.1|DEUG	LOC118462576|XP_035784273.1|AALB
OG0006887	LOC108104403|XP_017065938.1|DEUG	LOC118457663|XP_035775308.1|AALB
OG0006888	LOC108110785|XP_017075494.1|DEUG	LOC118457672|XP_035775321.1|AALB
OG0006889	LOC108118265|XP_017086351.1|DEUG	LOC118457667|XP_035775314.1|AALB
OG0006890	LOC108102677|XP_017063307.1|DEUG	LOC118457498|XP_035775027.1|AALB
OG0006891	LOC108104112|XP_017065501.1|DEUG	LOC118457499|XP_035775028.1|AALB
OG0006892	LOC108111197|XP_017076081.1|DEUG	LOC118456172|XP_035772609.1|AALB
OG0006893	LOC108106191|XP_017068604.1|DEUG	LOC118460010|XP_035779829.1|AALB
OG0006894	LOC108106189|XP_017068602.1|DEUG	LOC118460008|XP_035779823.1|AALB
OG0006895	LOC108103241|XP_017064130.1|DEUG	LOC118456620|XP_035773430.1|AALB
OG0006896	LOC108105123|XP_017067045.1|DEUG	LOC118456621|XP_035773431.1|AALB
OG0006897	LOC108108348|XP_017071881.1|DEUG	LOC118461878|XP_035783606.1|AALB
OG0006898	LOC108105689|XP_017067887.1|DEUG	LOC118456438|XP_035773091.1|AALB
OG0006899	LOC108111241|XP_017076132.1|DEUG	LOC118457174|XP_035774398.1|AALB
OG0006900	LOC108109973|XP_017074282.1|DEUG	LOC118469040|XP_035796396.1|AALB
OG0006901	LOC108110741|XP_017075435.1|DEUG	LOC118468530|XP_035795301.1|AALB
OG0006902	LOC108118158|XP_017086206.1|DEUG	LOC118469059|XP_035796424.1|AALB
OG0006903	LOC108116031|XP_017083209.1|DEUG	LOC118459159|XP_035778140.1|AALB
OG0006904	LOC108105872|XP_017068136.1|DEUG	LOC118467839|XP_035794632.1|AALB
OG0006905	LOC108103068|XP_017063900.1|DEUG	LOC118456683|XP_035773561.1|AALB
OG0006906	LOC108107010|XP_017069843.1|DEUG	LOC118457965|XP_035775897.1|AALB
OG0006907	LOC108115475|XP_017082424.1|DEUG	LOC118458360|XP_035776605.1|AALB
OG0006908	LOC108105857|XP_017068120.1|DEUG	LOC118456840|XP_035773829.1|AALB
OG0006909	LOC108110833|XP_017075561.1|DEUG	LOC118456838|XP_035773827.1|AALB
OG0006910	LOC108106153|XP_017068545.1|DEUG	LOC118458363|XP_035776630.1|AALB
OG0006911	LOC108105091|XP_017067010.1|DEUG	LOC118457805|XP_035775547.1|AALB
OG0006912	LOC108107059|XP_017069912.1|DEUG	LOC118457108|XP_035774293.1|AALB
OG0006913	LOC108107045|XP_017069895.1|DEUG	LOC118468740|XP_035795791.1|AALB
OG0006914	LOC108113865|XP_017080068.1|DEUG	LOC118468742|XP_035795793.1|AALB
OG0006915	LOC108111036|XP_017075852.1|DEUG	LOC118468739|XP_035795790.1|AALB
OG0006916	LOC108105803|XP_017068031.1|DEUG	LOC118468735|XP_035795771.1|AALB
OG0006917	LOC108105159|XP_017067083.1|DEUG	LOC118456157|XP_035772570.1|AALB
OG0006918	LOC108105163|XP_017067092.1|DEUG	LOC118468755|XP_035795809.1|AALB
OG0006919	LOC108110917|XP_017075676.1|DEUG	LOC118465077|XP_035788873.1|AALB
OG0006920	LOC108111398|XP_017076325.1|DEUG	LOC118460565|XP_035780859.1|AALB
OG0006921	LOC108110688|XP_017075305.1|DEUG	LOC118456370|XP_035772942.1|AALB
OG0006922	LOC108110983|XP_017075779.1|DEUG	LOC118456468|XP_035773151.1|AALB
OG0006923	LOC108110827|XP_017075552.1|DEUG	LOC118461415|XP_035782597.1|AALB
OG0006924	LOC108109344|XP_017073291.1|DEUG	LOC118456832|XP_035773820.1|AALB
OG0006925	LOC108116108|XP_017083318.1|DEUG	LOC118458820|XP_035777585.1|AALB
OG0006926	LOC108110930|XP_017075699.1|DEUG	LOC118457608|XP_035775206.1|AALB
OG0006927	LOC108111044|XP_017075861.1|DEUG	LOC118458768|XP_035777453.1|AALB
OG0006928	LOC108110912|XP_017075668.1|DEUG	LOC118468720|XP_035795743.1|AALB
OG0006929	LOC108104190|XP_017065620.1|DEUG	LOC118461541|XP_035782880.1|AALB
OG0006931	LOC108104133|XP_017065524.1|DEUG	LOC118460693|XP_035781101.1|AALB
OG0006932	LOC108110893|XP_017075640.1|DEUG	LOC118460407|XP_035780587.1|AALB
OG0006933	LOC108110941|XP_017075724.1|DEUG	LOC118460411|XP_035780591.1|AALB
OG0006934	LOC108116423|XP_017083801.1|DEUG	LOC118459920|XP_035779655.1|AALB
OG0006935	LOC108105162|XP_017067090.1|DEUG	LOC118462069|XP_035783958.1|AALB
