Orthogroup	DEUG.longest_only	BTRY.longest_only
OG0009403	LOC108112991|XP_017078891.1|DEUG	LOC120772165|XP_039956539.1|BTRY, LOC120772214|XP_039956628.1|BTRY
OG0009404	LOC108112859|XP_017078673.1|DEUG	LOC120770349|XP_039953685.1|BTRY
OG0009405	LOC108104534|XP_017066157.1|DEUG	LOC120772512|XP_039957092.1|BTRY
OG0009406	LOC108104468|XP_017066021.1|DEUG	LOC120772649|XP_039957309.1|BTRY
OG0009407	LOC108104598|XP_017066255.1|DEUG	LOC120772698|XP_039957372.1|BTRY
OG0009408	LOC108107413|XP_017070429.1|DEUG	LOC120770362|XP_039953707.1|BTRY
OG0009409	LOC108106331|XP_017068792.1|DEUG	LOC120770048|XP_039953100.1|BTRY
OG0009410	LOC108106754|XP_017069483.1|DEUG	LOC120770157|XP_039953287.1|BTRY
OG0009411	LOC108113181|XP_017079189.1|DEUG	LOC120771889|XP_039956084.1|BTRY
OG0009412	LOC108113107|XP_017079074.1|DEUG	LOC120772675|XP_039957346.1|BTRY
OG0009413	LOC108112328|XP_017077645.1|DEUG	LOC120772747|XP_039957442.1|BTRY
OG0009414	LOC108112275|XP_017077587.1|DEUG	LOC120771425|XP_039955347.1|BTRY
OG0009415	LOC108112129|XP_017077368.1|DEUG	LOC120769989|XP_039953005.1|BTRY
OG0009416	LOC108113141|XP_017079138.1|DEUG	LOC120771801|XP_039955937.1|BTRY
OG0009417	LOC108113143|XP_017079140.1|DEUG	LOC120771897|XP_039956103.1|BTRY
OG0009418	LOC108112353|XP_017077670.1|DEUG	LOC120772495|XP_039957076.1|BTRY
OG0009419	LOC108112426|XP_017077758.1|DEUG	LOC120771469|XP_039955420.1|BTRY
OG0009420	LOC108112297|XP_017077610.1|DEUG	LOC120771547|XP_039955536.1|BTRY
OG0009421	LOC108113354|XP_017079406.1|DEUG	LOC120772508|XP_039957086.1|BTRY
OG0009422	LOC108106578|XP_017069246.1|DEUG	LOC120772932|XP_039957765.1|BTRY
OG0009423	LOC108112855|XP_017078666.1|DEUG	LOC120770945|XP_039954590.1|BTRY
OG0009424	LOC108113276|XP_017079314.1|DEUG	LOC120772432|XP_039956977.1|BTRY
OG0009425	LOC108111626|XP_017076649.1|DEUG	LOC120771393|XP_039955293.1|BTRY
OG0009426	LOC108106237|XP_017068652.1|DEUG	LOC120772816|XP_039957541.1|BTRY
OG0009427	LOC108111976|XP_017077177.1|DEUG	LOC120771148|XP_039954948.1|BTRY
OG0009428	LOC108109026|XP_017072789.1|DEUG	LOC120770769|XP_039954285.1|BTRY
OG0009429	LOC108108913|XP_017072652.1|DEUG	LOC120771623|XP_039955648.1|BTRY
OG0009430	LOC108112748|XP_017078482.1|DEUG	LOC120771315|XP_039955188.1|BTRY
OG0009431	LOC108107399|XP_017070409.1|DEUG	LOC120770217|XP_039953431.1|BTRY
OG0009432	LOC108107373|XP_017070368.1|DEUG	LOC120771317|XP_039955191.1|BTRY
OG0009433	LOC108112198|XP_017077501.1|DEUG	LOC120772538|XP_039957153.1|BTRY
OG0009434	LOC108113034|XP_017078953.1|DEUG	LOC120771856|XP_039956039.1|BTRY
OG0009435	LOC108112966|XP_017078856.1|DEUG	LOC120772221|XP_039956635.1|BTRY
OG0009436	LOC108114903|XP_017081565.1|DEUG	LOC120771431|XP_039955361.1|BTRY
OG0009437	LOC108104815|XP_017066588.1|DEUG	LOC120771350|XP_039955231.1|BTRY
OG0009438	LOC108105395|XP_017067429.1|DEUG	LOC120772608|XP_039957257.1|BTRY
OG0009439	LOC108105406|XP_017067441.1|DEUG	LOC120772023|XP_039956324.1|BTRY
OG0009440	LOC108107442|XP_017070471.1|DEUG	LOC120770832|XP_039954357.1|BTRY
OG0009441	LOC108103915|XP_017065151.1|DEUG	LOC120774968|XP_039960792.1|BTRY
OG0009442	LOC108110112|XP_017074498.1|DEUG	LOC120774403|XP_039959958.1|BTRY
OG0009443	LOC108108948|XP_017072691.1|DEUG	LOC120775955|XP_039962301.1|BTRY
OG0009444	LOC108103993|XP_017065270.1|DEUG	LOC120776150|XP_039962625.1|BTRY
OG0009445	LOC108102895|XP_017063589.1|DEUG	LOC120775603|XP_039961777.1|BTRY, LOC120775898|XP_039962222.1|BTRY, LOC120775602|XP_039961776.1|BTRY
OG0009446	LOC108110311|XP_017074810.1|DEUG	LOC120775100|XP_039961046.1|BTRY
OG0009447	LOC108102978|XP_017063776.1|DEUG	LOC120773708|XP_039958683.1|BTRY
OG0009448	LOC108105387|XP_017067420.1|DEUG	LOC120774957|XP_039960776.1|BTRY, LOC120774955|XP_039960773.1|BTRY
OG0009449	LOC108103170|XP_017064045.1|DEUG	LOC120773935|XP_039959073.1|BTRY
OG0009450	LOC108118161|XP_017086212.1|DEUG	LOC120774582|XP_039960249.1|BTRY, LOC120775848|XP_039962152.1|BTRY
OG0009451	LOC108102481|XP_017062983.1|DEUG	LOC120776025|XP_039962405.1|BTRY
OG0009452	LOC108103672|XP_017064720.1|DEUG	LOC120774602|XP_039960266.1|BTRY
OG0009453	LOC108115622|XP_017082659.1|DEUG	LOC120774255|XP_039959654.1|BTRY
OG0009454	LOC108108472|XP_017072020.1|DEUG	LOC120774676|XP_039960341.1|BTRY
OG0009455	LOC108110303|XP_017074800.1|DEUG	LOC120775421|XP_039961537.1|BTRY, LOC120775423|XP_039961538.1|BTRY, LOC120775637|XP_039961824.1|BTRY
OG0009456	LOC108103204|XP_017064082.1|DEUG	LOC120774682|XP_039960347.1|BTRY, LOC120774681|XP_039960346.1|BTRY, LOC120775357|XP_039961449.1|BTRY
OG0009457	LOC108110401|XP_017074953.1|DEUG	LOC120775221|XP_039961223.1|BTRY
OG0009458	LOC108105455|XP_017067542.1|DEUG	LOC120775123|XP_039961079.1|BTRY
OG0009459	LOC108104694|XP_017066394.1|DEUG	LOC120777483|XP_039964750.1|BTRY
OG0009460	LOC108108240|XP_017071697.1|DEUG	LOC120778739|XP_039966641.1|BTRY
OG0009461	LOC108108149|XP_017071568.1|DEUG	LOC120778975|XP_039966998.1|BTRY
OG0009462	LOC108102859|XP_017063550.1|DEUG	LOC120777815|XP_039965287.1|BTRY
OG0009463	LOC108114238|XP_017080603.1|DEUG	LOC120777800|XP_039965267.1|BTRY
OG0009464	LOC108114041|XP_017080278.1|DEUG	LOC120778295|XP_039966015.1|BTRY
OG0009465	LOC108108651|XP_017072243.1|DEUG	LOC120776940|XP_039963953.1|BTRY
OG0009466	LOC108104915|XP_017066752.1|DEUG	LOC120777420|XP_039964655.1|BTRY
OG0009467	LOC108107700|XP_017070793.1|DEUG	LOC120778073|XP_039965698.1|BTRY
OG0009468	LOC108108203|XP_017071647.1|DEUG	LOC120778511|XP_039966276.1|BTRY
OG0009469	LOC108107922|XP_017071233.1|DEUG	LOC120776969|XP_039963996.1|BTRY
OG0009470	LOC108107662|XP_017070738.1|DEUG	LOC120778441|XP_039966163.1|BTRY
OG0009471	LOC108110511|XP_017075080.1|DEUG	LOC120778074|XP_039965699.1|BTRY
OG0009472	LOC108107689|XP_017070782.1|DEUG	LOC120777514|XP_039964815.1|BTRY, LOC120777515|XP_039964818.1|BTRY
OG0009473	LOC108114052|XP_017080295.1|DEUG	LOC120778256|XP_039965959.1|BTRY
OG0009474	LOC108102850|XP_017063536.1|DEUG	LOC120777555|XP_039964878.1|BTRY
OG0009475	LOC108108288|XP_017071780.1|DEUG	LOC120777093|XP_039964160.1|BTRY
OG0009476	LOC108114176|XP_017080470.1|DEUG	LOC120776774|XP_039963684.1|BTRY
OG0009477	LOC108114265|XP_017080651.1|DEUG	LOC120778033|XP_039965641.1|BTRY, LOC120778032|XP_039965639.1|BTRY
OG0009478	LOC108114096|XP_017080344.1|DEUG	LOC120779002|XP_039967039.1|BTRY
OG0009479	LOC108111295|XP_017076178.1|DEUG	LOC120779135|XP_039967272.1|BTRY
OG0009480	LOC108109798|XP_017073995.1|DEUG	LOC120777569|XP_039964904.1|BTRY
OG0009481	LOC108107699|XP_017070792.1|DEUG	LOC120778277|XP_039965996.1|BTRY
OG0009482	LOC108108559|XP_017072131.1|DEUG	LOC120778720|XP_039966616.1|BTRY
OG0009483	LOC108108447|XP_017071990.1|DEUG	LOC120778796|XP_039966731.1|BTRY
OG0009484	LOC108111474|XP_017076435.1|DEUG	LOC120778609|XP_039966421.1|BTRY
OG0009485	LOC108102867|XP_017063562.1|DEUG	LOC120778873|XP_039966852.1|BTRY
OG0009486	LOC108102868|XP_017063563.1|DEUG	LOC120778875|XP_039966853.1|BTRY
OG0009487	LOC108114061|XP_017080303.1|DEUG	LOC120778155|XP_039965814.1|BTRY
OG0009488	LOC108104255|XP_017065693.1|DEUG	LOC120778887|XP_039966867.1|BTRY
OG0009489	LOC108108641|XP_017072231.1|DEUG	LOC120778724|XP_039966623.1|BTRY
OG0009490	LOC108106293|XP_017068751.1|DEUG	LOC120778994|XP_039967030.1|BTRY
OG0009491	LOC108108728|XP_017072354.1|DEUG	LOC120777387|XP_039964614.1|BTRY
OG0009492	LOC108116749|XP_017084257.1|DEUG	LOC120779030|XP_039967085.1|BTRY
OG0009493	LOC108116778|XP_017084302.1|DEUG	LOC120776446|XP_039963038.1|BTRY
OG0009494	LOC108116785|XP_017084321.1|DEUG	LOC120776448|XP_039963040.1|BTRY
OG0009495	LOC108114367|XP_017080806.1|DEUG	LOC120777139|XP_039964218.1|BTRY
OG0009496	LOC108108696|XP_017072290.1|DEUG	LOC120779128|XP_039967257.1|BTRY
OG0009497	LOC108111652|XP_017076672.1|DEUG, LOC108111691|XP_017076765.1|DEUG	LOC120779013|XP_039967067.1|BTRY
OG0009498	LOC108114361|XP_017080798.1|DEUG	LOC120777706|XP_039965119.1|BTRY
OG0009499	LOC108114504|XP_017081012.1|DEUG	LOC120777342|XP_039964528.1|BTRY
OG0009500	LOC108114066|XP_017080310.1|DEUG	LOC120779099|XP_039967199.1|BTRY
OG0009501	LOC108118184|XP_017086231.1|DEUG	LOC120779041|XP_039967100.1|BTRY
OG0009502	LOC108105610|XP_017067778.1|DEUG	LOC120780164|XP_039968377.1|BTRY
OG0009503	LOC108113408|XP_017079452.1|DEUG	LOC120781490|XP_039969648.1|BTRY
OG0009557	LOC108113709|XP_017079877.1|DEUG	LOC120780547|XP_039968742.1|BTRY
OG0009560	LOC108103458|XP_017064441.1|DEUG	LOC120774906|XP_039960710.1|BTRY
OG0009564	LOC108103617|XP_017064649.1|DEUG	LOC120775689|XP_039961923.1|BTRY
OG0009567	LOC108115129|XP_017081896.1|DEUG	LOC120766423|XP_039947859.1|BTRY
OG0009570	LOC108117221|XP_017085036.1|DEUG	LOC120766751|XP_039948357.1|BTRY
OG0009571	LOC108116331|XP_017083631.1|DEUG, LOC108113577|XP_017079710.1|DEUG	LOC120781575|XP_039969747.1|BTRY
OG0009572	LOC108117413|XP_017085310.1|DEUG	LOC120773894|XP_039959004.1|BTRY
OG0009573	LOC108103885|XP_017065105.1|DEUG	LOC120773489|XP_039958364.1|BTRY
OG0009574	LOC108110298|XP_017074794.1|DEUG	LOC120774832|XP_039960577.1|BTRY
OG0009575	LOC108106306|XP_017068766.1|DEUG	LOC120771939|XP_039956170.1|BTRY
OG0009576	LOC108115272|XP_017082119.1|DEUG	LOC120782287|XP_039970424.1|BTRY
OG0009577	LOC108102479|XP_017062981.1|DEUG	LOC120767278|XP_039949086.1|BTRY
OG0009578	LOC108107123|XP_017070004.1|DEUG	LOC120767823|XP_039950042.1|BTRY
OG0009579	LOC108115708|XP_017082799.1|DEUG	LOC120775442|XP_039961562.1|BTRY
OG0009580	LOC108104565|XP_017066201.1|DEUG	LOC120772697|XP_039957371.1|BTRY, LOC120772622|XP_039957271.1|BTRY
OG0009581	LOC108105151|XP_017067075.1|DEUG	LOC120778627|XP_039966445.1|BTRY
OG0009582	LOC108114174|XP_017080459.1|DEUG	LOC120776772|XP_039963674.1|BTRY
OG0009584	LOC108102983|XP_017063782.1|DEUG	LOC120773960|XP_039959129.1|BTRY
OG0009587	LOC108112205|XP_017077510.1|DEUG	LOC120772180|XP_039956562.1|BTRY
OG0009588	LOC108113694|XP_017079860.1|DEUG	LOC120780566|XP_039968758.1|BTRY
OG0009589	LOC108102813|XP_017063483.1|DEUG	LOC120776980|XP_039964013.1|BTRY
OG0009591	LOC108108328|XP_017071845.1|DEUG	LOC120766593|XP_039948135.1|BTRY
OG0009592	LOC108117197|XP_017084989.1|DEUG	LOC120766737|XP_039948338.1|BTRY
OG0009593	LOC108117050|XP_017084711.1|DEUG	LOC120782491|XP_039970727.1|BTRY
OG0009594	LOC108113719|XP_017079890.1|DEUG	LOC120771005|XP_039954703.1|BTRY
OG0009595	LOC108115090|XP_017081826.1|DEUG	LOC120779809|XP_039968119.1|BTRY
OG0009596	LOC108115069|XP_017081807.1|DEUG	LOC120766808|XP_039948447.1|BTRY
OG0009597	LOC108115077|XP_017081815.1|DEUG	LOC120782392|XP_039970569.1|BTRY
OG0009598	LOC108115170|XP_017081979.1|DEUG	LOC120782867|XP_039971344.1|BTRY
OG0009599	LOC108116263|XP_017083541.1|DEUG	LOC120782753|XP_039971137.1|BTRY
OG0009600	LOC108116355|XP_017083667.1|DEUG	LOC120782673|XP_039970995.1|BTRY
OG0009601	LOC108117534|XP_017085523.1|DEUG	LOC120782540|XP_039970805.1|BTRY
OG0009602	LOC108113541|XP_017079625.1|DEUG	LOC120782610|XP_039970911.1|BTRY
OG0009603	LOC108109505|XP_017073535.1|DEUG	LOC120771618|XP_039955644.1|BTRY
OG0009604	LOC108116730|XP_017084240.1|DEUG	LOC120766631|XP_039948182.1|BTRY
OG0009605	LOC108113521|XP_017079602.1|DEUG	LOC120782570|XP_039970842.1|BTRY
OG0009606	LOC108113528|XP_017079611.1|DEUG	LOC120766546|XP_039948060.1|BTRY
OG0009607	LOC108113631|XP_017079788.1|DEUG	LOC120767378|XP_039949300.1|BTRY
OG0009608	LOC108116559|XP_017083987.1|DEUG	LOC120766320|XP_039947676.1|BTRY
OG0009609	LOC108111481|XP_017076453.1|DEUG	LOC120770098|XP_039953195.1|BTRY
OG0009610	LOC108117186|XP_017084967.1|DEUG	LOC120781004|XP_039969144.1|BTRY
OG0009611	LOC108117095|XP_017084783.1|DEUG	LOC120766425|XP_039947861.1|BTRY
OG0009612	LOC108110261|XP_017074738.1|DEUG	LOC120766473|XP_039947949.1|BTRY
OG0009613	LOC108118414|XP_017086579.1|DEUG	LOC120766797|XP_039948432.1|BTRY
OG0009614	LOC108111657|XP_017076676.1|DEUG	LOC120766476|XP_039947952.1|BTRY
OG0009615	LOC108115785|XP_017082847.1|DEUG	LOC120767020|XP_039948786.1|BTRY
OG0009616	LOC108115773|XP_017082834.1|DEUG	LOC120766926|XP_039948608.1|BTRY, LOC120767021|XP_039948787.1|BTRY
OG0009617	LOC108116856|XP_017084400.1|DEUG	LOC120766984|XP_039948717.1|BTRY
OG0009619	LOC108115566|XP_017082561.1|DEUG	LOC120766857|XP_039948519.1|BTRY
OG0009620	LOC108109527|XP_017073580.1|DEUG	LOC120782458|XP_039970682.1|BTRY
OG0009621	LOC108109431|XP_017073420.1|DEUG	LOC120769687|XP_039952751.1|BTRY
OG0009622	LOC108117053|XP_017084714.1|DEUG	LOC120782243|XP_039970344.1|BTRY
OG0009623	LOC108111760|XP_017076809.1|DEUG	LOC120766506|XP_039948001.1|BTRY
OG0009624	LOC108109379|XP_017073361.1|DEUG	LOC120778273|XP_039965990.1|BTRY
OG0009625	LOC108111287|XP_017076164.1|DEUG	LOC120782387|XP_039970564.1|BTRY
OG0009626	LOC108115603|XP_017082618.1|DEUG	LOC120772595|XP_039957279.1|BTRY
OG0009627	LOC108115592|XP_017082594.1|DEUG	LOC120768296|XP_039950861.1|BTRY
OG0009628	LOC108115608|XP_017082629.1|DEUG	LOC120778903|XP_039966887.1|BTRY
OG0009629	LOC108117317|XP_017085174.1|DEUG	LOC120767046|XP_039948833.1|BTRY
OG0009630	LOC108117070|XP_017084732.1|DEUG	LOC120782303|XP_039970447.1|BTRY
OG0009631	LOC108116918|XP_017084546.1|DEUG	LOC120781404|XP_039969553.1|BTRY
OG0009632	LOC108111849|XP_017076945.1|DEUG	LOC120766426|XP_039947862.1|BTRY
OG0009633	LOC108106253|XP_017068707.1|DEUG	LOC120766525|XP_039948029.1|BTRY
OG0009634	LOC108105213|XP_017067160.1|DEUG	LOC120782219|XP_039970315.1|BTRY
OG0009635	LOC108116986|XP_017084639.1|DEUG	LOC120766217|XP_039947522.1|BTRY
OG0009636	LOC108114527|XP_017081047.1|DEUG	LOC120782091|XP_039970176.1|BTRY
OG0009637	LOC108113787|XP_017079982.1|DEUG	LOC120775864|XP_039962171.1|BTRY
OG0009638	LOC108117092|XP_017084779.1|DEUG	LOC120777906|XP_039965462.1|BTRY
OG0009639	LOC108116568|XP_017083997.1|DEUG	LOC120777977|XP_039965591.1|BTRY
OG0009640	LOC108113527|XP_017079609.1|DEUG	LOC120766323|XP_039947681.1|BTRY
OG0009641	LOC108115585|XP_017082587.1|DEUG	LOC120778719|XP_039966655.1|BTRY
OG0009642	LOC108115588|XP_017082590.1|DEUG	LOC120778874|XP_039966886.1|BTRY
OG0009643	LOC108111457|XP_017076416.1|DEUG	LOC120779107|XP_039967259.1|BTRY
OG0009644	LOC108116564|XP_017083992.1|DEUG	LOC120777202|XP_039964310.1|BTRY
OG0009645	LOC108116579|XP_017084010.1|DEUG	LOC120779427|XP_039967619.1|BTRY
OG0009646	LOC108111324|XP_017076211.1|DEUG	LOC120779480|XP_039967732.1|BTRY
OG0009647	LOC108111269|XP_017076146.1|DEUG	LOC120782322|XP_039970478.1|BTRY
OG0009648	LOC108115392|XP_017082317.1|DEUG	LOC120782695|XP_039971028.1|BTRY
OG0009649	LOC108116003|XP_017083169.1|DEUG	LOC120776768|XP_039963669.1|BTRY
OG0009650	LOC108118470|XP_017086681.1|DEUG	LOC120769559|XP_039952542.1|BTRY
OG0009651	LOC108104062|XP_017065413.1|DEUG	LOC120767654|XP_039949761.1|BTRY
OG0009652	LOC108111010|XP_017075811.1|DEUG	LOC120768027|XP_039950435.1|BTRY
OG0009653	LOC108110573|XP_017075159.1|DEUG	LOC120769796|XP_039952918.1|BTRY
OG0009654	LOC108110488|XP_017075054.1|DEUG	LOC120769795|XP_039952917.1|BTRY
OG0009655	LOC108118315|XP_017086420.1|DEUG	LOC120767429|XP_039949408.1|BTRY
OG0009656	LOC108106135|XP_017068516.1|DEUG	LOC120768500|XP_039951158.1|BTRY
OG0009657	LOC108110448|XP_017075004.1|DEUG	LOC120767634|XP_039949734.1|BTRY
OG0009658	LOC108104052|XP_017065387.1|DEUG	LOC120769173|XP_039951990.1|BTRY
OG0009659	LOC108102670|XP_017063300.1|DEUG	LOC120769421|XP_039952337.1|BTRY
OG0009660	LOC108110517|XP_017075086.1|DEUG	LOC120768669|XP_039951381.1|BTRY
OG0009661	LOC108106900|XP_017069637.1|DEUG	LOC120768455|XP_039951090.1|BTRY
OG0009662	LOC108112380|XP_017077711.1|DEUG	LOC120767944|XP_039950260.1|BTRY
OG0009663	LOC108111061|XP_017075879.1|DEUG	LOC120769725|XP_039952801.1|BTRY
OG0009664	LOC108110668|XP_017075274.1|DEUG	LOC120767862|XP_039950110.1|BTRY
OG0009665	LOC108111225|XP_017076116.1|DEUG	LOC120768206|XP_039950712.1|BTRY
OG0009666	LOC108118460|XP_017086668.1|DEUG	LOC120767791|XP_039949989.1|BTRY
OG0009667	LOC108115485|XP_017082460.1|DEUG	LOC120768216|XP_039950720.1|BTRY
OG0009668	LOC108115556|XP_017082552.1|DEUG	LOC120769279|XP_039952128.1|BTRY
OG0009669	LOC108105678|XP_017067871.1|DEUG	LOC120769644|XP_039952683.1|BTRY
OG0009670	LOC108102636|XP_017063245.1|DEUG	LOC120768436|XP_039951056.1|BTRY
OG0009671	LOC108106883|XP_017069620.1|DEUG	LOC120768166|XP_039950664.1|BTRY
OG0009674	LOC108114847|XP_017081481.1|DEUG	LOC120767262|XP_039949064.1|BTRY
OG0009675	LOC108105125|XP_017067047.1|DEUG	LOC120768069|XP_039950529.1|BTRY
OG0009676	LOC108114844|XP_017081479.1|DEUG	LOC120768511|XP_039951170.1|BTRY
OG0009677	LOC108106162|XP_017068562.1|DEUG	LOC120769045|XP_039951825.1|BTRY
OG0009678	LOC108103392|XP_017064337.1|DEUG	LOC120769764|XP_039952870.1|BTRY
OG0009679	LOC108102506|XP_017063021.1|DEUG	LOC120768546|XP_039951222.1|BTRY
OG0009680	LOC108105805|XP_017068035.1|DEUG	LOC120767251|XP_039949040.1|BTRY
OG0009681	LOC108109297|XP_017073280.1|DEUG	LOC120770539|XP_039954028.1|BTRY
OG0009682	LOC108108958|XP_017072702.1|DEUG	LOC120773029|XP_039957893.1|BTRY
OG0009683	LOC108112890|XP_017078736.1|DEUG	LOC120772679|XP_039957350.1|BTRY
OG0009684	LOC108112886|XP_017078725.1|DEUG	LOC120771463|XP_039955408.1|BTRY
OG0009685	LOC108112888|XP_017078731.1|DEUG	LOC120771296|XP_039955165.1|BTRY
OG0009686	LOC108112186|XP_017077487.1|DEUG	LOC120772563|XP_039957184.1|BTRY
OG0009687	LOC108112396|XP_017077727.1|DEUG	LOC120772916|XP_039957750.1|BTRY
OG0009688	LOC108112020|XP_017077250.1|DEUG	LOC120771237|XP_039955085.1|BTRY
OG0009689	LOC108113220|XP_017079246.1|DEUG	LOC120772961|XP_039957799.1|BTRY
OG0009690	LOC108106701|XP_017069423.1|DEUG	LOC120772262|XP_039956698.1|BTRY
OG0009692	LOC108112997|XP_017078896.1|DEUG	LOC120771759|XP_039955875.1|BTRY
OG0009693	LOC108106574|XP_017069232.1|DEUG	LOC120771875|XP_039956062.1|BTRY
OG0009694	LOC108106622|XP_017069314.1|DEUG	LOC120771604|XP_039955617.1|BTRY
OG0009695	LOC108107276|XP_017070206.1|DEUG	LOC120772703|XP_039957382.1|BTRY
OG0009696	LOC108104519|XP_017066139.1|DEUG	LOC120772237|XP_039956665.1|BTRY
OG0009697	LOC108107645|XP_017070719.1|DEUG	LOC120773075|XP_039957954.1|BTRY
OG0009698	LOC108113085|XP_017079020.1|DEUG	LOC120772721|XP_039957413.1|BTRY
OG0009699	LOC108106431|XP_017068949.1|DEUG	LOC120770237|XP_039953462.1|BTRY
OG0009700	LOC108107361|XP_017070353.1|DEUG	LOC120771200|XP_039955034.1|BTRY
OG0009701	LOC108111347|XP_017076267.1|DEUG	LOC120772306|XP_039956753.1|BTRY
OG0009702	LOC108113086|XP_017079021.1|DEUG	LOC120770350|XP_039953687.1|BTRY
OG0009703	LOC108106127|XP_017068496.1|DEUG	LOC120772597|XP_039957244.1|BTRY
OG0009704	LOC108109132|XP_017073018.1|DEUG	LOC120772345|XP_039956842.1|BTRY
OG0009705	LOC108106668|XP_017069387.1|DEUG	LOC120771846|XP_039956023.1|BTRY
OG0009706	LOC108106305|XP_017068765.1|DEUG	LOC120770602|XP_039954140.1|BTRY
OG0009707	LOC108110061|XP_017074449.1|DEUG	LOC120772792|XP_039957509.1|BTRY
OG0009708	LOC108112192|XP_017077493.1|DEUG	LOC120771653|XP_039955702.1|BTRY
OG0009709	LOC108112282|XP_017077593.1|DEUG	LOC120772641|XP_039957299.1|BTRY
OG0009710	LOC108112281|XP_017077592.1|DEUG	LOC120771407|XP_039955315.1|BTRY
OG0009711	LOC108112070|XP_017077308.1|DEUG	LOC120770620|XP_039954155.1|BTRY
OG0009712	LOC108114274|XP_017080659.1|DEUG	LOC120770487|XP_039953935.1|BTRY
OG0009713	LOC108104573|XP_017066215.1|DEUG	LOC120771099|XP_039954867.1|BTRY
OG0009714	LOC108106581|XP_017069251.1|DEUG	LOC120772125|XP_039956473.1|BTRY
OG0009715	LOC108107218|XP_017070124.1|DEUG	LOC120770726|XP_039954239.1|BTRY
OG0009716	LOC108104514|XP_017066124.1|DEUG	LOC120771645|XP_039955690.1|BTRY
OG0009717	LOC108112002|XP_017077227.1|DEUG	LOC120771502|XP_039955489.1|BTRY
OG0009718	LOC108106642|XP_017069343.1|DEUG	LOC120771996|XP_039956287.1|BTRY
OG0009719	LOC108107473|XP_017070509.1|DEUG	LOC120772297|XP_039956739.1|BTRY
OG0009720	LOC108112555|XP_017077990.1|DEUG	LOC120770543|XP_039954035.1|BTRY
OG0009721	LOC108106363|XP_017068832.1|DEUG	LOC120770224|XP_039953438.1|BTRY
OG0009722	LOC108106569|XP_017069226.1|DEUG	LOC120772456|XP_039957014.1|BTRY
OG0009723	LOC108107628|XP_017070685.1|DEUG	LOC120770780|XP_039954293.1|BTRY
OG0009724	LOC108109109|XP_017072987.1|DEUG	LOC120770929|XP_039954568.1|BTRY
OG0009725	LOC108112361|XP_017077679.1|DEUG	LOC120773013|XP_039957869.1|BTRY
OG0009726	LOC108113819|XP_017080016.1|DEUG	LOC120771784|XP_039955912.1|BTRY
OG0009727	LOC108114921|XP_017081597.1|DEUG	LOC120771565|XP_039955563.1|BTRY
OG0009728	LOC108109014|XP_017072776.1|DEUG	LOC120772880|XP_039957660.1|BTRY
OG0009729	LOC108108975|XP_017072719.1|DEUG	LOC120772451|XP_039957008.1|BTRY
OG0009730	LOC108111868|XP_017076982.1|DEUG	LOC120770203|XP_039953384.1|BTRY
OG0009731	LOC108106656|XP_017069367.1|DEUG	LOC120770799|XP_039954312.1|BTRY
OG0009732	LOC108113347|XP_017079402.1|DEUG	LOC120771117|XP_039954901.1|BTRY
OG0009733	LOC108117073|XP_017084738.1|DEUG	LOC120770815|XP_039954327.1|BTRY
OG0009734	LOC108117408|XP_017085305.1|DEUG	LOC120773589|XP_039958518.1|BTRY
OG0009735	LOC108114113|XP_017080365.1|DEUG	LOC120775834|XP_039962133.1|BTRY
OG0009736	LOC108109741|XP_017073888.1|DEUG	LOC120773482|XP_039958345.1|BTRY
OG0009737	LOC108116800|XP_017084337.1|DEUG, LOC108116847|XP_017084391.1|DEUG	LOC120774224|XP_039959616.1|BTRY
OG0009738	LOC108110000|XP_017074325.1|DEUG	LOC120774559|XP_039960226.1|BTRY
OG0009739	LOC108109931|XP_017074220.1|DEUG	LOC120775374|XP_039961470.1|BTRY
OG0009740	LOC108110119|XP_017074513.1|DEUG	LOC120775112|XP_039961062.1|BTRY
OG0009741	LOC108108087|XP_017071467.1|DEUG	LOC120774339|XP_039959834.1|BTRY
OG0009742	LOC108102889|XP_017063581.1|DEUG	LOC120775337|XP_039961414.1|BTRY
OG0009743	LOC108105369|XP_017067393.1|DEUG	LOC120774497|XP_039960102.1|BTRY
OG0009744	LOC108103361|XP_017064295.1|DEUG	LOC120775966|XP_039962316.1|BTRY
OG0009745	LOC108103429|XP_017064388.1|DEUG	LOC120773925|XP_039959056.1|BTRY, LOC120773927|XP_039959058.1|BTRY, LOC120773926|XP_039959057.1|BTRY
OG0009746	LOC108105924|XP_017068194.1|DEUG	LOC120773923|XP_039959054.1|BTRY
OG0009747	LOC108111727|XP_017076773.1|DEUG	LOC120775309|XP_039961378.1|BTRY
OG0009748	LOC108103769|XP_017064883.1|DEUG	LOC120773827|XP_039958874.1|BTRY
OG0009749	LOC108108642|XP_017072232.1|DEUG	LOC120774236|XP_039959631.1|BTRY
OG0009750	LOC108103592|XP_017064608.1|DEUG	LOC120775500|XP_039961641.1|BTRY
OG0009751	LOC108103140|XP_017064001.1|DEUG	LOC120775659|XP_039961854.1|BTRY
OG0009752	LOC108103321|XP_017064240.1|DEUG	LOC120775790|XP_039962064.1|BTRY
OG0009753	LOC108103323|XP_017064244.1|DEUG	LOC120774721|XP_039960405.1|BTRY, LOC120773388|XP_039958156.1|BTRY
OG0009754	LOC108107277|XP_017070207.1|DEUG	LOC120775459|XP_039961577.1|BTRY
