Orthogroup	DEUG.longest_only	ASTE.longest_only
OG0008160	LOC108109080|XP_017072931.1|DEUG	LOC118503516|XP_035892761.1|ASTE
OG0008161	LOC108104717|XP_017066427.1|DEUG	LOC118507434|XP_035901802.1|ASTE
OG0008162	LOC108103168|XP_017064043.1|DEUG	LOC118508063|XP_035903411.1|ASTE
OG0008163	LOC108107747|XP_017070897.1|DEUG	LOC118517648|XP_035919869.1|ASTE
OG0008164	LOC108102420|XP_017062884.1|DEUG	LOC118508559|XP_035904347.1|ASTE
OG0008165	LOC108103298|XP_017064209.1|DEUG	LOC118512429|XP_035912779.1|ASTE
OG0008166	LOC108103946|XP_017065197.1|DEUG	LOC118511215|XP_035909902.1|ASTE
OG0008167	LOC108103935|XP_017065180.1|DEUG	LOC118510926|XP_035909230.1|ASTE
OG0008168	LOC108103933|XP_017065179.1|DEUG	LOC118510920|XP_035909223.1|ASTE
OG0008169	LOC108105473|XP_017067574.1|DEUG	LOC118510924|XP_035909227.1|ASTE
OG0008170	LOC108106613|XP_017069302.1|DEUG	LOC118508204|XP_035903667.1|ASTE
OG0008171	LOC108117425|XP_017085327.1|DEUG	LOC118503923|XP_035893646.1|ASTE
OG0008172	LOC108110243|XP_017074719.1|DEUG	LOC118507247|XP_035901421.1|ASTE
OG0008173	LOC108103405|XP_017064352.1|DEUG	LOC118503538|XP_035892830.1|ASTE
OG0008174	LOC108106418|XP_017068930.1|DEUG	LOC118505944|XP_035898361.1|ASTE
OG0008175	LOC108103187|XP_017064063.1|DEUG	LOC118509904|XP_035907056.1|ASTE
OG0008176	LOC108118522|XP_017086757.1|DEUG	LOC118505920|XP_035898305.1|ASTE
OG0008177	LOC108103698|XP_017064783.1|DEUG	LOC118507213|XP_035901205.1|ASTE
OG0008178	LOC108103936|XP_017065182.1|DEUG	LOC118507209|XP_035901191.1|ASTE
OG0008179	LOC108110111|XP_017074497.1|DEUG	LOC118507203|XP_035901179.1|ASTE
OG0008180	LOC108105523|XP_017067638.1|DEUG	LOC118507922|XP_035903117.1|ASTE
OG0008181	LOC108105524|XP_017067639.1|DEUG	LOC118507923|XP_035903118.1|ASTE
OG0008183	LOC108107454|XP_017070492.1|DEUG	LOC118504066|XP_035893997.1|ASTE
OG0008184	LOC108110943|XP_017075726.1|DEUG	LOC118504132|XP_035894113.1|ASTE
OG0008185	LOC108109363|XP_017073321.1|DEUG	LOC118504145|XP_035894136.1|ASTE
OG0008186	LOC108112988|XP_017078888.1|DEUG	LOC118517630|XP_035919834.1|ASTE
OG0008187	LOC108112996|XP_017078895.1|DEUG	LOC118517634|XP_035919839.1|ASTE
OG0008188	LOC108102621|XP_017063218.1|DEUG	LOC118505932|XP_035898331.1|ASTE
OG0008189	LOC108110888|XP_017075634.1|DEUG	LOC118503988|XP_035893829.1|ASTE
OG0008190	LOC108102875|XP_017063572.1|DEUG	LOC118504730|XP_035895475.1|ASTE
OG0008191	LOC108118520|XP_017086755.1|DEUG	LOC118507256|XP_035901438.1|ASTE
OG0008192	LOC108105007|XP_017066874.1|DEUG	LOC118517647|XP_035919866.1|ASTE
OG0008193	LOC108117680|XP_017085697.1|DEUG	LOC118507419|XP_035901778.1|ASTE
OG0008194	LOC108105860|XP_017068123.1|DEUG	LOC118517686|XP_035919990.1|ASTE
OG0008195	LOC108106239|XP_017068654.1|DEUG	LOC118517688|XP_035919992.1|ASTE
OG0008196	LOC108112941|XP_017078826.1|DEUG	LOC118508406|XP_035904063.1|ASTE
OG0008197	LOC108106004|XP_017068335.1|DEUG	LOC118507266|XP_035901451.1|ASTE
OG0008198	LOC108105458|XP_017067546.1|DEUG	LOC118504655|XP_035895331.1|ASTE
OG0008199	LOC108103166|XP_017064039.1|DEUG	LOC118508121|XP_035903521.1|ASTE
OG0008200	LOC108113137|XP_017079133.1|DEUG	LOC118512364|XP_035912582.1|ASTE
OG0008201	LOC108114544|XP_017081078.1|DEUG	LOC118517605|XP_035919795.1|ASTE
OG0008202	LOC108114434|XP_017080914.1|DEUG	LOC118517604|XP_035919790.1|ASTE
OG0008203	LOC108102819|XP_017063490.1|DEUG	LOC118507988|XP_035903251.1|ASTE
OG0008204	LOC108103263|XP_017064164.1|DEUG	LOC118504724|XP_035895459.1|ASTE
OG0008205	LOC108117264|XP_017085110.1|DEUG	LOC118508035|XP_035903330.1|ASTE
OG0008206	LOC108117353|XP_017085217.1|DEUG	LOC118507308|XP_035901578.1|ASTE
OG0008207	LOC108114198|XP_017080505.1|DEUG	LOC118503479|XP_035892671.1|ASTE
OG0008208	LOC108113379|XP_017079438.1|DEUG	LOC118505881|XP_035898212.1|ASTE
OG0008210	LOC108105928|XP_017068198.1|DEUG	LOC118504226|XP_035894334.1|ASTE
OG0008211	LOC108111153|XP_017076013.1|DEUG	LOC118503532|XP_035892811.1|ASTE
OG0008212	LOC108108774|XP_017072433.1|DEUG	LOC118503873|XP_035893508.1|ASTE
OG0008213	LOC108105433|XP_017067504.1|DEUG	LOC118503870|XP_035893503.1|ASTE
OG0008214	LOC108107772|XP_017070951.1|DEUG	LOC118507416|XP_035901773.1|ASTE
OG0008215	LOC108103503|XP_017064504.1|DEUG	LOC118503725|XP_035893224.1|ASTE
OG0008216	LOC108114359|XP_017080795.1|DEUG	LOC118506118|XP_035898720.1|ASTE
OG0008217	LOC108105096|XP_017067018.1|DEUG	LOC118504836|XP_035895734.1|ASTE
OG0008218	LOC108112658|XP_017078279.1|DEUG	LOC118504122|XP_035894105.1|ASTE
OG0008219	LOC108116448|XP_017083887.1|DEUG	LOC118503436|XP_035892584.1|ASTE
OG0008220	LOC108117603|XP_017085612.1|DEUG	LOC118508154|XP_035903584.1|ASTE
OG0008221	LOC108105660|XP_017067835.1|DEUG	LOC118503666|XP_035893089.1|ASTE
OG0008223	LOC108104289|XP_017065749.1|DEUG	LOC118503823|XP_035893417.1|ASTE
OG0008224	LOC108114196|XP_017080500.1|DEUG	LOC118503762|XP_035893319.1|ASTE
OG0008225	LOC108109971|XP_017074280.1|DEUG	LOC118506864|XP_035900493.1|ASTE
OG0008227	LOC108115742|XP_017082802.1|DEUG	LOC118508130|XP_035903944.1|ASTE
OG0008228	LOC108111374|XP_017076295.1|DEUG	LOC118505437|XP_035897115.1|ASTE
OG0008229	LOC108117493|XP_017085457.1|DEUG	LOC118502750|XP_035891209.1|ASTE
OG0008230	LOC108105284|XP_017067262.1|DEUG	LOC118508531|XP_035904302.1|ASTE
OG0008234	LOC108107408|XP_017070424.1|DEUG	LOC118503444|XP_035892601.1|ASTE
OG0008235	LOC108110138|XP_017074541.1|DEUG	LOC118512342|XP_035912521.1|ASTE
OG0008237	LOC108112691|XP_017078381.1|DEUG	LOC118512240|XP_035912273.1|ASTE
OG0008238	LOC108102791|XP_017063449.1|DEUG	LOC118514199|XP_035916781.1|ASTE
OG0008239	LOC108114564|XP_017081103.1|DEUG	LOC118510387|XP_035908032.1|ASTE
OG0008240	LOC108113150|XP_017079148.1|DEUG	LOC118514475|XP_035917292.1|ASTE
OG0008242	LOC108118114|XP_017086153.1|DEUG	LOC118509117|XP_035905181.1|ASTE, LOC118507398|XP_035901744.1|ASTE, LOC118505174|XP_035896555.1|ASTE, LOC118515166|XP_035917764.1|ASTE, LOC118515196|XP_035917788.1|ASTE, LOC118508017|XP_035903301.1|ASTE, LOC118502904|XP_035891557.1|ASTE, LOC118514439|XP_035917234.1|ASTE, LOC118504675|XP_035895360.1|ASTE, LOC118517180|XP_035918982.1|ASTE
OG0008243	LOC108106705|XP_017069426.1|DEUG	LOC118502419|XP_035890537.1|ASTE
OG0008269	LOC108115530|XP_017082521.1|DEUG	LOC118511260|XP_035910023.1|ASTE
OG0008270	LOC108103343|XP_017064270.1|DEUG	LOC118510622|XP_035908548.1|ASTE
OG0008272	LOC108103350|XP_017064279.1|DEUG	LOC118505973|XP_035898418.1|ASTE
OG0008274	LOC108104411|XP_017065949.1|DEUG	LOC118516603|XP_035918468.1|ASTE
OG0008275	LOC108103712|XP_017064798.1|DEUG	LOC118504155|XP_035894181.1|ASTE
OG0008276	LOC108110032|XP_017074371.1|DEUG	LOC118502887|XP_035891502.1|ASTE
OG0008277	LOC108109682|XP_017073766.1|DEUG	LOC118502944|XP_035891591.1|ASTE
OG0008278	LOC108111168|XP_017076035.1|DEUG	LOC118511536|XP_035910625.1|ASTE
OG0008279	LOC108103008|XP_017063820.1|DEUG	LOC118517506|XP_035919619.1|ASTE
OG0008280	LOC108103018|XP_017063832.1|DEUG	LOC118517510|XP_035919628.1|ASTE
OG0008281	LOC108103579|XP_017064592.1|DEUG	LOC118510080|XP_035907385.1|ASTE
OG0008282	LOC108103921|XP_017065160.1|DEUG	LOC118509924|XP_035907150.1|ASTE
OG0008285	LOC108109702|XP_017073818.1|DEUG	LOC118508021|XP_035903318.1|ASTE
OG0008286	LOC108103584|XP_017064598.1|DEUG	LOC118507666|XP_035902340.1|ASTE
OG0008287	LOC108103423|XP_017064379.1|DEUG	LOC118504055|XP_035893983.1|ASTE
OG0008289	LOC108117473|XP_017085385.1|DEUG	LOC118515915|XP_035917971.1|ASTE
OG0008290	LOC108103106|XP_017063963.1|DEUG	LOC118516879|XP_035918630.1|ASTE
OG0008291	LOC108103428|XP_017064387.1|DEUG	LOC118516863|XP_035918629.1|ASTE
OG0008292	LOC108104409|XP_017065948.1|DEUG	LOC118517219|XP_035919120.1|ASTE
OG0008293	LOC108109386|XP_017073371.1|DEUG	LOC118517466|XP_035919530.1|ASTE
OG0008295	LOC108102929|XP_017063676.1|DEUG	LOC118508401|XP_035904059.1|ASTE
OG0008296	LOC108103000|XP_017063806.1|DEUG	LOC118502560|XP_035890771.1|ASTE
OG0008297	LOC108103427|XP_017064386.1|DEUG	LOC118517357|XP_035919257.1|ASTE
OG0008299	LOC108115867|XP_017082983.1|DEUG	LOC118506492|XP_035899576.1|ASTE
OG0008300	LOC108118088|XP_017086124.1|DEUG	LOC118516969|XP_035918692.1|ASTE
OG0008302	LOC108105392|XP_017067424.1|DEUG	LOC118517497|XP_035919595.1|ASTE
OG0008303	LOC108110407|XP_017074964.1|DEUG	LOC118506904|XP_035900589.1|ASTE
OG0008304	LOC108105525|XP_017067640.1|DEUG	LOC118506272|XP_035899082.1|ASTE
OG0008305	LOC108103955|XP_017065207.1|DEUG	LOC118505578|XP_035897427.1|ASTE
OG0008306	LOC108104310|XP_017065783.1|DEUG	LOC118506787|XP_035900297.1|ASTE
OG0008307	LOC108116983|XP_017084633.1|DEUG	LOC118507787|XP_035902715.1|ASTE
OG0008308	LOC108113741|XP_017079919.1|DEUG	LOC118504653|XP_035895319.1|ASTE
OG0008309	LOC108110815|XP_017075535.1|DEUG	LOC118506791|XP_035900303.1|ASTE
OG0008311	LOC108102896|XP_017063590.1|DEUG	LOC118502897|XP_035891512.1|ASTE
OG0008313	LOC108109696|XP_017073811.1|DEUG	LOC118502702|XP_035891129.1|ASTE
OG0008314	LOC108106758|XP_017069486.1|DEUG	LOC118504978|XP_035896014.1|ASTE
OG0008315	LOC108107863|XP_017071120.1|DEUG	LOC118502885|XP_035891497.1|ASTE
OG0008317	LOC108115572|XP_017082568.1|DEUG	LOC118517623|XP_035919822.1|ASTE
OG0008318	LOC108102989|XP_017063791.1|DEUG	LOC118502898|XP_035891513.1|ASTE
OG0008319	LOC108112255|XP_017077566.1|DEUG	LOC118508444|XP_035904127.1|ASTE
OG0008320	LOC108102902|XP_017063609.1|DEUG	LOC118507466|XP_035901854.1|ASTE
OG0008321	LOC108109374|XP_017073351.1|DEUG	LOC118502970|XP_035891628.1|ASTE
OG0008322	LOC108110798|XP_017075512.1|DEUG	LOC118504387|XP_035894688.1|ASTE
OG0008323	LOC108116490|XP_017083912.1|DEUG	LOC118503378|XP_035892471.1|ASTE
OG0008324	LOC108103358|XP_017064293.1|DEUG	LOC118517617|XP_035919806.1|ASTE
OG0008325	LOC108110027|XP_017074360.1|DEUG	LOC118508575|XP_035904371.1|ASTE
OG0008326	LOC108117227|XP_017085047.1|DEUG	LOC118507741|XP_035902613.1|ASTE
OG0008327	LOC108107314|XP_017070275.1|DEUG	LOC118508912|XP_035904665.1|ASTE
OG0008328	LOC108103274|XP_017064176.1|DEUG	LOC118509098|XP_035905143.1|ASTE
OG0008329	LOC108103663|XP_017064709.1|DEUG	LOC118512166|XP_035912141.1|ASTE
OG0008330	LOC108113055|XP_017078974.1|DEUG	LOC118512439|XP_035912793.1|ASTE
OG0008331	LOC108114589|XP_017081134.1|DEUG	LOC118510072|XP_035907360.1|ASTE
OG0008332	LOC108114508|XP_017081017.1|DEUG	LOC118510317|XP_035907850.1|ASTE
OG0008333	LOC108107985|XP_017071317.1|DEUG	LOC118510319|XP_035907853.1|ASTE
OG0008334	LOC108107983|XP_017071315.1|DEUG	LOC118510315|XP_035907846.1|ASTE
OG0008336	LOC108108470|XP_017072017.1|DEUG	LOC118510420|XP_035908082.1|ASTE
OG0008337	LOC108104570|XP_017066208.1|DEUG	LOC118511571|XP_035910709.1|ASTE
OG0008338	LOC108108056|XP_017071420.1|DEUG	LOC118509441|XP_035905943.1|ASTE
OG0008339	LOC108103145|XP_017064007.1|DEUG	LOC118505490|XP_035897237.1|ASTE
OG0008340	LOC108112527|XP_017077942.1|DEUG	LOC118512790|XP_035913601.1|ASTE
OG0008341	LOC108114667|XP_017081234.1|DEUG	LOC118512805|XP_035913639.1|ASTE
OG0008342	LOC108108025|XP_017071378.1|DEUG	LOC118514403|XP_035917177.1|ASTE
OG0008343	LOC108115835|XP_017082918.1|DEUG	LOC118517270|XP_035919136.1|ASTE, LOC118510242|XP_035907704.1|ASTE
OG0008345	LOC108107742|XP_017070893.1|DEUG	LOC118509615|XP_035906334.1|ASTE
OG0008346	LOC108105506|XP_017067619.1|DEUG	LOC118510307|XP_035907832.1|ASTE
OG0008347	LOC108110924|XP_017075697.1|DEUG	LOC118510314|XP_035907845.1|ASTE
OG0008351	LOC108114059|XP_017080305.1|DEUG	LOC118514233|XP_035916830.1|ASTE
OG0008353	LOC108104621|XP_017066283.1|DEUG	LOC118511852|XP_035911291.1|ASTE
OG0008355	LOC108106681|XP_017069401.1|DEUG	LOC118511952|XP_035911555.1|ASTE
OG0008356	LOC108107765|XP_017070944.1|DEUG	LOC118509685|XP_035906629.1|ASTE
OG0008357	LOC108108327|XP_017071843.1|DEUG	LOC118510951|XP_035909288.1|ASTE
OG0008358	LOC108113435|XP_017079488.1|DEUG	LOC118510950|XP_035909287.1|ASTE
OG0008359	LOC108107271|XP_017070192.1|DEUG	LOC118512241|XP_035912274.1|ASTE
OG0008360	LOC108113207|XP_017079229.1|DEUG	LOC118504530|XP_035894967.1|ASTE
OG0008361	LOC108106182|XP_017068593.1|DEUG	LOC118506500|XP_035899591.1|ASTE
OG0008362	LOC108105465|XP_017067554.1|DEUG	LOC118508538|XP_035904311.1|ASTE
OG0008363	LOC108112574|XP_017078081.1|DEUG	LOC118508537|XP_035904310.1|ASTE
OG0008364	LOC108118207|XP_017086263.1|DEUG	LOC118508550|XP_035904331.1|ASTE
OG0008365	LOC108111984|XP_017077193.1|DEUG	LOC118511942|XP_035911536.1|ASTE
OG0008366	LOC108111513|XP_017076518.1|DEUG	LOC118510974|XP_035909360.1|ASTE
OG0008368	LOC108111817|XP_017076914.1|DEUG	LOC118513566|XP_035915388.1|ASTE
OG0008370	LOC108113765|XP_017079950.1|DEUG	LOC118511111|XP_035909729.1|ASTE
OG0008371	LOC108116425|XP_017083804.1|DEUG	LOC118511599|XP_035910773.1|ASTE
OG0008372	LOC108117450|XP_017085356.1|DEUG	LOC118514004|XP_035916346.1|ASTE
OG0008373	LOC108110783|XP_017075491.1|DEUG	LOC118514008|XP_035916353.1|ASTE
OG0008374	LOC108118311|XP_017086415.1|DEUG	LOC118512538|XP_035913001.1|ASTE
OG0008375	LOC108115521|XP_017082511.1|DEUG	LOC118503466|XP_035892651.1|ASTE
OG0008377	LOC108105667|XP_017067855.1|DEUG	LOC118513778|XP_035915849.1|ASTE
OG0008379	LOC108103414|XP_017064361.1|DEUG	LOC118511683|XP_035910950.1|ASTE
OG0008380	LOC108110822|XP_017075546.1|DEUG	LOC118508848|XP_035904492.1|ASTE
OG0008381	LOC108102664|XP_017063291.1|DEUG	LOC118514656|XP_035917582.1|ASTE
OG0008383	LOC108115517|XP_017082505.1|DEUG	LOC118514582|XP_035917478.1|ASTE
OG0008384	LOC108104127|XP_017065518.1|DEUG	LOC118512434|XP_035912785.1|ASTE
OG0008385	LOC108102694|XP_017063327.1|DEUG	LOC118509222|XP_035905413.1|ASTE
OG0008386	LOC108103990|XP_017065267.1|DEUG	LOC118513452|XP_035915099.1|ASTE
OG0008387	LOC108111402|XP_017076328.1|DEUG	LOC118513658|XP_035915637.1|ASTE
OG0008388	LOC108106140|XP_017068521.1|DEUG	LOC118511238|XP_035909969.1|ASTE
OG0008390	LOC108115507|XP_017082488.1|DEUG	LOC118514057|XP_035916444.1|ASTE
OG0008391	LOC108111127|XP_017075974.1|DEUG	LOC118510687|XP_035908747.1|ASTE
OG0008393	LOC108114423|XP_017080899.1|DEUG	LOC118505326|XP_035896864.1|ASTE
OG0008394	LOC108108780|XP_017072439.1|DEUG	LOC118507599|XP_035902162.1|ASTE
OG0008395	LOC108103167|XP_017064040.1|DEUG	LOC118505642|XP_035897613.1|ASTE
OG0008396	LOC108103450|XP_017064425.1|DEUG	LOC118505641|XP_035897609.1|ASTE
OG0008397	LOC108104930|XP_017066772.1|DEUG	LOC118517540|XP_035919669.1|ASTE
OG0008398	LOC108104977|XP_017066839.1|DEUG	LOC118502496|XP_035890621.1|ASTE
OG0008400	LOC108103607|XP_017064632.1|DEUG	LOC118502405|XP_035890521.1|ASTE
OG0008402	LOC108111769|XP_017076823.1|DEUG	LOC118505494|XP_035897242.1|ASTE
OG0008403	LOC108111836|XP_017076930.1|DEUG	LOC118506648|XP_035899942.1|ASTE
OG0008404	LOC108115369|XP_017082284.1|DEUG	LOC118506577|XP_035899826.1|ASTE
OG0008405	LOC108103945|XP_017065194.1|DEUG	LOC118504364|XP_035894653.1|ASTE
OG0008407	LOC108116387|XP_017083734.1|DEUG	LOC118508526|XP_035904291.1|ASTE
OG0008408	LOC108109739|XP_017073881.1|DEUG	LOC118504352|XP_035894613.1|ASTE
OG0008409	LOC108114454|XP_017080943.1|DEUG	LOC118506979|XP_035900732.1|ASTE
OG0008410	LOC108116451|XP_017083854.1|DEUG	LOC118517560|XP_035919695.1|ASTE
OG0008411	LOC108116394|XP_017083747.1|DEUG	LOC118503223|XP_035892112.1|ASTE
OG0008412	LOC108103862|XP_017065058.1|DEUG	LOC118507663|XP_035902333.1|ASTE
OG0008413	LOC108107555|XP_017070598.1|DEUG	LOC118505295|XP_035896792.1|ASTE
OG0008414	LOC108118543|XP_017086786.1|DEUG	LOC118502583|XP_035890820.1|ASTE
OG0008415	LOC108105363|XP_017067378.1|DEUG	LOC118502810|XP_035891342.1|ASTE
OG0008416	LOC108106031|XP_017068367.1|DEUG	LOC118505101|XP_035896297.1|ASTE
OG0008417	LOC108103319|XP_017064238.1|DEUG	LOC118504983|XP_035896030.1|ASTE
OG0008418	LOC108110322|XP_017074836.1|DEUG	LOC118504654|XP_035895330.1|ASTE
OG0008419	LOC108105063|XP_017066970.1|DEUG	LOC118507558|XP_035902040.1|ASTE
OG0008420	LOC108103880|XP_017065097.1|DEUG	LOC118505178|XP_035896524.1|ASTE
OG0008421	LOC108103002|XP_017063809.1|DEUG	LOC118505172|XP_035896505.1|ASTE
OG0008422	LOC108103708|XP_017064793.1|DEUG	LOC118505226|XP_035896648.1|ASTE
OG0008423	LOC108112241|XP_017077551.1|DEUG	LOC118505216|XP_035896624.1|ASTE
OG0008424	LOC108104359|XP_017065857.1|DEUG	LOC118510970|XP_035909354.1|ASTE
OG0008425	LOC108111520|XP_017076528.1|DEUG	LOC118510987|XP_035909389.1|ASTE
OG0008427	LOC108109747|XP_017073900.1|DEUG	LOC118512417|XP_035912709.1|ASTE
OG0008428	LOC108109703|XP_017073821.1|DEUG	LOC118517714|XP_035920052.1|ASTE
OG0008430	LOC108110305|XP_017074804.1|DEUG	LOC118512392|XP_035912662.1|ASTE
OG0008433	LOC108104010|XP_017065323.1|DEUG	LOC118503912|XP_035893597.1|ASTE
OG0008434	LOC108113494|XP_017079568.1|DEUG	LOC118512307|XP_035912433.1|ASTE
OG0008435	LOC108110503|XP_017075071.1|DEUG	LOC118503534|XP_035892813.1|ASTE
OG0008436	LOC108112998|XP_017078898.1|DEUG	LOC118517637|XP_035919842.1|ASTE
OG0008438	LOC108109552|XP_017073612.1|DEUG	LOC118508140|XP_035903559.1|ASTE
OG0008440	LOC108115375|XP_017082297.1|DEUG	LOC118506120|XP_035898729.1|ASTE
OG0008442	LOC108112030|XP_017077264.1|DEUG	LOC118504092|XP_035894063.1|ASTE
OG0008443	LOC108118212|XP_017086270.1|DEUG	LOC118503790|XP_035893361.1|ASTE
OG0008445	LOC108103705|XP_017064790.1|DEUG	LOC118514588|XP_035917483.1|ASTE
OG0008446	LOC108103484|XP_017064478.1|DEUG	LOC118508449|XP_035904145.1|ASTE
OG0008447	LOC108103889|XP_017065108.1|DEUG	LOC118502633|XP_035890956.1|ASTE
OG0008448	LOC108103787|XP_017064906.1|DEUG	LOC118510205|XP_035907679.1|ASTE
OG0008449	LOC108103923|XP_017065164.1|DEUG	LOC118503981|XP_035893822.1|ASTE
OG0008452	LOC108110481|XP_017075048.1|DEUG	LOC118508348|XP_035903934.1|ASTE
OG0008453	LOC108112445|XP_017077781.1|DEUG	LOC118507073|XP_035900946.1|ASTE
OG0008454	LOC108104371|XP_017065873.1|DEUG	LOC118503577|XP_035892906.1|ASTE
OG0008455	LOC108107829|XP_017071068.1|DEUG	LOC118505396|XP_035897014.1|ASTE
OG0008456	LOC108116446|XP_017083847.1|DEUG	LOC118505488|XP_035897230.1|ASTE
OG0008457	LOC108109646|XP_017073715.1|DEUG	LOC118505197|XP_035896562.1|ASTE
OG0008459	LOC108105101|XP_017067025.1|DEUG	LOC118510981|XP_035909375.1|ASTE
OG0008460	LOC108107109|XP_017069987.1|DEUG	LOC118513444|XP_035915079.1|ASTE
OG0008461	LOC108106155|XP_017068547.1|DEUG	LOC118509153|XP_035905273.1|ASTE
OG0008462	LOC108111026|XP_017075835.1|DEUG	LOC118510728|XP_035908833.1|ASTE
OG0008463	LOC108110740|XP_017075434.1|DEUG	LOC118503352|XP_035892433.1|ASTE
OG0008464	LOC108107409|XP_017070425.1|DEUG	LOC118503443|XP_035892600.1|ASTE
OG0008465	LOC108112960|XP_017078848.1|DEUG	LOC118505374|XP_035896970.1|ASTE
OG0008466	LOC108107325|XP_017070299.1|DEUG	LOC118511829|XP_035911266.1|ASTE
OG0008468	LOC108104053|XP_017065388.1|DEUG	LOC118509711|XP_035906688.1|ASTE
OG0008469	LOC108109970|XP_017074276.1|DEUG	LOC118511558|XP_035910683.1|ASTE
OG0008470	LOC108107360|XP_017070352.1|DEUG	LOC118512109|XP_035911976.1|ASTE
OG0008473	LOC108102918|XP_017063659.1|DEUG	LOC118506775|XP_035900264.1|ASTE
OG0008474	LOC108111486|XP_017076462.1|DEUG	LOC118507708|XP_035902496.1|ASTE
OG0008475	LOC108110628|XP_017075216.1|DEUG	LOC118510270|XP_035907764.1|ASTE
OG0008536	LOC108103726|XP_017064814.1|DEUG	LOC118510463|XP_035908213.1|ASTE
OG0008538	LOC108118093|XP_017086135.1|DEUG	LOC118504102|XP_035894083.1|ASTE
OG0008539	LOC108106607|XP_017069299.1|DEUG	LOC118502686|XP_035891092.1|ASTE, LOC118515312|XP_035917894.1|ASTE, LOC118505895|XP_035898242.1|ASTE
OG0008540	LOC108109354|XP_017073305.1|DEUG	LOC118505202|XP_035896576.1|ASTE
OG0008542	LOC108108237|XP_017071693.1|DEUG	LOC118503121|XP_035891960.1|ASTE
OG0008544	LOC108104484|XP_017066085.1|DEUG	LOC118512072|XP_035911852.1|ASTE
OG0008545	LOC108107390|XP_017070396.1|DEUG	LOC118513601|XP_035915530.1|ASTE, LOC118517003|XP_035918731.1|ASTE
OG0008546	LOC108103594|XP_017064611.1|DEUG	LOC118513032|XP_035914202.1|ASTE
OG0008549	LOC108117530|XP_017085517.1|DEUG	LOC118510158|XP_035907558.1|ASTE
OG0008551	LOC108113652|XP_017079816.1|DEUG	LOC118510899|XP_035909177.1|ASTE
OG0008553	LOC108104560|XP_017066192.1|DEUG	LOC118511349|XP_035910201.1|ASTE
OG0008554	LOC108118515|XP_017086748.1|DEUG	LOC118509715|XP_035906695.1|ASTE
OG0008555	LOC108102442|XP_017062925.1|DEUG	LOC118509684|XP_035906628.1|ASTE
OG0008560	LOC108108305|XP_017071815.1|DEUG	LOC118512653|XP_035913265.1|ASTE
OG0008562	LOC108118266|XP_017086352.1|DEUG	LOC118514535|XP_035917410.1|ASTE
OG0008564	LOC108110942|XP_017075725.1|DEUG	LOC118510875|XP_035909132.1|ASTE
OG0008566	LOC108105830|XP_017068064.1|DEUG	LOC118508806|XP_035904421.1|ASTE
OG0008567	LOC108117699|XP_017086041.1|DEUG	LOC118514055|XP_035916441.1|ASTE
OG0008569	LOC108103655|XP_017064700.1|DEUG	LOC118505646|XP_035897620.1|ASTE
OG0008570	LOC108103692|XP_017064775.1|DEUG	LOC118505505|XP_035897268.1|ASTE
OG0008573	LOC108103309|XP_017064221.1|DEUG	LOC118506674|XP_035900004.1|ASTE
OG0008574	LOC108114311|XP_017080711.1|DEUG	LOC118502609|XP_035890869.1|ASTE
OG0008575	LOC108115664|XP_017082712.1|DEUG	LOC118504626|XP_035895225.1|ASTE
OG0008577	LOC108108175|XP_017071606.1|DEUG	LOC118505693|XP_035897725.1|ASTE
OG0008578	LOC108105292|XP_017067273.1|DEUG	LOC118511896|XP_035911420.1|ASTE
OG0008579	LOC108117375|XP_017085250.1|DEUG	LOC118504746|XP_035895528.1|ASTE
OG0008581	LOC108108775|XP_017072434.1|DEUG	LOC118507567|XP_035902083.1|ASTE
OG0008582	LOC108109757|XP_017073919.1|DEUG	LOC118502564|XP_035890779.1|ASTE
OG0008583	LOC108105411|XP_017067447.1|DEUG	LOC118503385|XP_035892479.1|ASTE
OG0008584	LOC108104373|XP_017065878.1|DEUG	LOC118505179|XP_035896525.1|ASTE
OG0008585	LOC108103700|XP_017064785.1|DEUG	LOC118505229|XP_035896650.1|ASTE
OG0008586	LOC108103659|XP_017064704.1|DEUG	LOC118505217|XP_035896627.1|ASTE
OG0008589	LOC108103832|XP_017065008.1|DEUG	LOC118512400|XP_035912675.1|ASTE
OG0008590	LOC108113614|XP_017079763.1|DEUG	LOC118506321|XP_035899165.1|ASTE
OG0008592	LOC108113202|XP_017079222.1|DEUG	LOC118503867|XP_035893498.1|ASTE
OG0008594	LOC108117039|XP_017084698.1|DEUG	LOC118510214|XP_035907671.1|ASTE
OG0008595	LOC108112828|XP_017078624.1|DEUG	LOC118507076|XP_035900951.1|ASTE
OG0008596	LOC108112498|XP_017077866.1|DEUG	LOC118507084|XP_035900964.1|ASTE
OG0008597	LOC108116558|XP_017083986.1|DEUG	LOC118505260|XP_035896712.1|ASTE
OG0008598	LOC108105093|XP_017067013.1|DEUG	LOC118502441|XP_035890562.1|ASTE, LOC118503588|XP_035892920.1|ASTE
OG0008599	LOC108109749|XP_017073905.1|DEUG	LOC118504379|XP_035894682.1|ASTE
OG0008601	LOC108106857|XP_017069589.1|DEUG	LOC118504866|XP_035895801.1|ASTE
OG0008602	LOC108117500|XP_017085469.1|DEUG	LOC118507858|XP_035902939.1|ASTE
OG0008603	LOC108116813|XP_017084350.1|DEUG	LOC118502540|XP_035890705.1|ASTE
