Orthogroup	DEUG.longest_only	HILL.longest_only
OG0008948	LOC108105427|XP_017067486.1|DEUG	LOC119655393|XP_037917198.1|HILL
OG0008950	LOC108103368|XP_017064303.1|DEUG	LOC119656087|XP_037918318.1|HILL
OG0008954	LOC108102469|XP_017062967.1|DEUG	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL
OG0008956	LOC108112300|XP_017077615.1|DEUG	LOC119648667|XP_037906383.1|HILL
OG0008958	LOC108108764|XP_017072420.1|DEUG	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL
OG0008960	LOC108114377|XP_017080818.1|DEUG	LOC119650357|XP_037908967.1|HILL
OG0008968	LOC108110878|XP_017075623.1|DEUG	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL
OG0008975	LOC108104517|XP_017066135.1|DEUG	LOC119658438|XP_037921769.1|HILL
OG0008983	LOC108107311|XP_017070271.1|DEUG	LOC119650796|XP_037909861.1|HILL
OG0008986	LOC108109622|XP_017073688.1|DEUG	LOC119652384|XP_037912412.1|HILL
OG0008992	LOC108116463|XP_017083882.1|DEUG	LOC119651091|XP_037910372.1|HILL
OG0008994	LOC108106105|XP_017068469.1|DEUG	LOC119646475|XP_037902857.1|HILL
OG0008996	LOC108110094|XP_017074477.1|DEUG	LOC119658447|XP_037921779.1|HILL
OG0009001	LOC108107023|XP_017069859.1|DEUG	LOC119658316|XP_037921569.1|HILL
OG0009002	LOC108117217|XP_017085032.1|DEUG	LOC119660139|XP_037924465.1|HILL
OG0009004	LOC108106228|XP_017068643.1|DEUG	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL
OG0009005	LOC108110770|XP_017075473.1|DEUG	LOC119646720|XP_037903227.1|HILL
OG0009008	LOC108117103|XP_017084808.1|DEUG	LOC119658631|XP_037922073.1|HILL
OG0009009	LOC108102825|XP_017063503.1|DEUG	LOC119647859|XP_037905055.1|HILL
OG0009010	LOC108109807|XP_017074017.1|DEUG	LOC119660924|XP_037925831.1|HILL
OG0009011	LOC108107827|XP_017071066.1|DEUG	LOC119647672|XP_037904678.1|HILL
OG0009012	LOC108109058|XP_017072869.1|DEUG	LOC119655380|XP_037917176.1|HILL
OG0009013	LOC108109748|XP_017073902.1|DEUG	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL
OG0009014	LOC108114132|XP_017080397.1|DEUG	LOC119648214|XP_037905750.1|HILL
OG0009015	LOC108102710|XP_017063340.1|DEUG	LOC119649114|XP_037907042.1|HILL
OG0009016	LOC108109889|XP_017074180.1|DEUG	LOC119648779|XP_037906542.1|HILL
OG0009017	LOC108111132|XP_017075986.1|DEUG	LOC119660980|XP_037925991.1|HILL
OG0009018	LOC108102336|XP_017062644.1|DEUG	LOC119660751|XP_037925433.1|HILL
OG0009019	LOC108102351|XP_017062704.1|DEUG	LOC119660915|XP_037925803.1|HILL
OG0009020	LOC108105623|XP_017067796.1|DEUG	LOC119652893|XP_037913192.1|HILL
OG0009021	LOC108114988|XP_017081709.1|DEUG	LOC119659673|XP_037923826.1|HILL
OG0009022	LOC108116969|XP_017084616.1|DEUG	LOC119651964|XP_037911754.1|HILL
OG0009023	LOC108115775|XP_017082836.1|DEUG	LOC119651425|XP_037910949.1|HILL
OG0009024	LOC108117519|XP_017085503.1|DEUG	LOC119652872|XP_037913159.1|HILL
OG0009026	LOC108116677|XP_017084166.1|DEUG	LOC119652265|XP_037912178.1|HILL
OG0009027	LOC108111972|XP_017077170.1|DEUG	LOC119648510|XP_037906209.1|HILL
OG0009028	LOC108117365|XP_017085237.1|DEUG	LOC119650895|XP_037910002.1|HILL
OG0009029	LOC108113436|XP_017079492.1|DEUG	LOC119651215|XP_037910596.1|HILL
OG0009030	LOC108102666|XP_017063295.1|DEUG	LOC119646599|XP_037903020.1|HILL
OG0009031	LOC108116207|XP_017083480.1|DEUG	LOC119658678|XP_037922169.1|HILL
OG0009032	LOC108116208|XP_017083481.1|DEUG	LOC119659904|XP_037924157.1|HILL
OG0009033	LOC108108449|XP_017071995.1|DEUG	LOC119661646|XP_037927006.1|HILL
OG0009034	LOC108105197|XP_017067138.1|DEUG	LOC119646566|XP_037902973.1|HILL
OG0009035	LOC108111221|XP_017076111.1|DEUG	LOC119657324|XP_037920114.1|HILL
OG0009036	LOC108104856|XP_017066664.1|DEUG	LOC119655987|XP_037918153.1|HILL
OG0009038	LOC108116081|XP_017083288.1|DEUG	LOC119655732|XP_037917710.1|HILL
OG0009039	LOC108116319|XP_017083614.1|DEUG	LOC119655663|XP_037917576.1|HILL
OG0009040	LOC108106533|XP_017069159.1|DEUG	LOC119654930|XP_037916510.1|HILL
OG0009041	LOC108117110|XP_017084821.1|DEUG	LOC119651284|XP_037910724.1|HILL
OG0009042	LOC108102697|XP_017063330.1|DEUG	LOC119646873|XP_037903428.1|HILL
OG0009043	LOC108114835|XP_017081465.1|DEUG	LOC119651477|XP_037911015.1|HILL
OG0009044	LOC108102570|XP_017063139.1|DEUG	LOC119650392|XP_037909082.1|HILL
OG0009045	LOC108116143|XP_017083368.1|DEUG	LOC119660989|XP_037926003.1|HILL
OG0009046	LOC108108794|XP_017072458.1|DEUG	LOC119660798|XP_037925553.1|HILL
OG0009047	LOC108112721|XP_017078445.1|DEUG	LOC119661288|XP_037926493.1|HILL
OG0009048	LOC108105794|XP_017068013.1|DEUG	LOC119660987|XP_037926000.1|HILL
OG0009049	LOC108116468|XP_017083888.1|DEUG	LOC119660273|XP_037924663.1|HILL
OG0009051	LOC108109164|XP_017073076.1|DEUG	LOC119655338|XP_037917111.1|HILL
OG0009052	LOC108115064|XP_017081801.1|DEUG	LOC119659999|XP_037924303.1|HILL
OG0009053	LOC108116682|XP_017084172.1|DEUG	LOC119658839|XP_037922511.1|HILL
OG0009054	LOC108111804|XP_017076886.1|DEUG	LOC119659894|XP_037924145.1|HILL
OG0009055	LOC108106846|XP_017069577.1|DEUG	LOC119650591|XP_037909366.1|HILL
OG0009056	LOC108107126|XP_017070009.1|DEUG	LOC119649149|XP_037907088.1|HILL
OG0009057	LOC108104682|XP_017066372.1|DEUG	LOC119649402|XP_037907454.1|HILL
OG0009058	LOC108102332|XP_017062621.1|DEUG	LOC119661046|XP_037926167.1|HILL
OG0009059	LOC108108568|XP_017072145.1|DEUG	LOC119647850|XP_037905045.1|HILL
OG0009060	LOC108109871|XP_017074158.1|DEUG	LOC119659403|XP_037923402.1|HILL
OG0009061	LOC108113002|XP_017078904.1|DEUG	LOC119653579|XP_037914250.1|HILL
OG0009063	LOC108105684|XP_017067882.1|DEUG	LOC119654264|XP_037915459.1|HILL
OG0009064	LOC108106384|XP_017068879.1|DEUG	LOC119660902|XP_037925770.1|HILL
OG0009065	LOC108108849|XP_017072554.1|DEUG	LOC119660780|XP_037925485.1|HILL
OG0009066	LOC108114452|XP_017080941.1|DEUG	LOC119649678|XP_037907866.1|HILL
OG0009067	LOC108108742|XP_017072368.1|DEUG	LOC119649379|XP_037907425.1|HILL
OG0009068	LOC108112819|XP_017078613.1|DEUG	LOC119652585|XP_037912734.1|HILL
OG0009069	LOC108104032|XP_017065353.1|DEUG	LOC119661700|XP_037927075.1|HILL
OG0009070	LOC108104866|XP_017066677.1|DEUG	LOC119655091|XP_037916721.1|HILL
OG0009073	LOC108117330|XP_017085194.1|DEUG	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL
OG0009081	LOC108113557|XP_017079639.1|DEUG	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL
OG0009084	LOC108116491|XP_017083913.1|DEUG	LOC119659963|XP_037924245.1|HILL
OG0009085	LOC108116494|XP_017083917.1|DEUG	LOC119655090|XP_037916717.1|HILL
OG0009086	LOC108115022|XP_017081753.1|DEUG	LOC119652989|XP_037913341.1|HILL
OG0009089	LOC108117720|XP_017085768.1|DEUG	LOC119650739|XP_037909736.1|HILL
OG0009091	LOC108115043|XP_017081779.1|DEUG	LOC119647298|XP_037904129.1|HILL
OG0009097	LOC108113566|XP_017079647.1|DEUG	LOC119647035|XP_037903708.1|HILL
OG0009099	LOC108111344|XP_017076263.1|DEUG	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL
OG0009100	LOC108105129|XP_017067050.1|DEUG	LOC119646197|XP_037902508.1|HILL
OG0009102	LOC108110923|XP_017075690.1|DEUG	LOC119658843|XP_037922521.1|HILL
OG0009103	LOC108110489|XP_017075056.1|DEUG	LOC119646877|XP_037903431.1|HILL
OG0009107	LOC108107115|XP_017069992.1|DEUG	LOC119646699|XP_037903193.1|HILL
OG0009108	LOC108116254|XP_017083532.1|DEUG, LOC108116267|XP_017083546.1|DEUG	LOC119652517|XP_037912641.1|HILL
OG0009109	LOC108104151|XP_017065541.1|DEUG	LOC119646638|XP_037903079.1|HILL
OG0009111	LOC108107919|XP_017071230.1|DEUG	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL
OG0009112	LOC108110963|XP_017075752.1|DEUG	LOC119659792|XP_037923994.1|HILL
OG0009113	LOC108111130|XP_017075981.1|DEUG	LOC119646938|XP_037903556.1|HILL
OG0009114	LOC108106124|XP_017068492.1|DEUG	LOC119661592|XP_037926923.1|HILL
OG0009119	LOC108105814|XP_017068044.1|DEUG	LOC119652596|XP_037912751.1|HILL
OG0009123	LOC108109150|XP_017073049.1|DEUG	LOC119647210|XP_037903962.1|HILL
OG0009127	LOC108107418|XP_017070436.1|DEUG	LOC119661633|XP_037926983.1|HILL
OG0009128	LOC108112251|XP_017077561.1|DEUG	LOC119646833|XP_037903377.1|HILL
OG0009129	LOC108104462|XP_017066015.1|DEUG	LOC119646966|XP_037903595.1|HILL
OG0009130	LOC108112626|XP_017078216.1|DEUG	LOC119658313|XP_037921564.1|HILL
OG0009132	LOC108107318|XP_017070283.1|DEUG	LOC119658875|XP_037922575.1|HILL
OG0009136	LOC108106589|XP_017069259.1|DEUG	LOC119646328|XP_037902681.1|HILL
OG0009137	LOC108106261|XP_017068715.1|DEUG	LOC119646332|XP_037902685.1|HILL
OG0009141	LOC108112283|XP_017077594.1|DEUG	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL
OG0009145	LOC108112331|XP_017077648.1|DEUG	LOC119655071|XP_037916695.1|HILL
OG0009146	LOC108106644|XP_017069344.1|DEUG	LOC119654636|XP_037916038.1|HILL
OG0009152	LOC108104813|XP_017066586.1|DEUG	LOC119654360|XP_037915633.1|HILL
OG0009153	LOC108107264|XP_017070185.1|DEUG	LOC119654130|XP_037915224.1|HILL
OG0009155	LOC108104497|XP_017066100.1|DEUG	LOC119654510|XP_037915876.1|HILL
OG0009156	LOC108108061|XP_017071430.1|DEUG	LOC119657582|XP_037920489.1|HILL
OG0009161	LOC108105466|XP_017067555.1|DEUG	LOC119648085|XP_037905502.1|HILL
OG0009162	LOC108108431|XP_017071974.1|DEUG	LOC119660934|XP_037925853.1|HILL
OG0009163	LOC108114551|XP_017081085.1|DEUG	LOC119650172|XP_037908653.1|HILL
OG0009164	LOC108114181|XP_017080481.1|DEUG	LOC119653226|XP_037913736.1|HILL
OG0009165	LOC108107528|XP_017070557.1|DEUG	LOC119650130|XP_037908589.1|HILL
OG0009166	LOC108107643|XP_017070718.1|DEUG	LOC119646949|XP_037903571.1|HILL
OG0009167	LOC108114596|XP_017081141.1|DEUG	LOC119650422|XP_037909161.1|HILL
OG0009168	LOC108114597|XP_017081144.1|DEUG	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL
OG0009169	LOC108114164|XP_017080445.1|DEUG	LOC119648074|XP_037905485.1|HILL
OG0009171	LOC108114210|XP_017080518.1|DEUG	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL
OG0009174	LOC108104312|XP_017065785.1|DEUG	LOC119650057|XP_037908475.1|HILL
OG0009176	LOC108105990|XP_017068313.1|DEUG	LOC119648235|XP_037905786.1|HILL
OG0009178	LOC108118233|XP_017086306.1|DEUG	LOC119648662|XP_037906372.1|HILL
OG0009182	LOC108104286|XP_017065745.1|DEUG	LOC119650460|XP_037909247.1|HILL
OG0009184	LOC108116754|XP_017084261.1|DEUG	LOC119649658|XP_037907842.1|HILL
OG0009185	LOC108108806|XP_017072479.1|DEUG	LOC119648972|XP_037906822.1|HILL
OG0009186	LOC108114699|XP_017081284.1|DEUG	LOC119648839|XP_037906643.1|HILL
OG0009188	LOC108112256|XP_017077567.1|DEUG	LOC119649655|XP_037907838.1|HILL
OG0009190	LOC108103586|XP_017064600.1|DEUG	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL
OG0009221	LOC108110879|XP_017075626.1|DEUG	LOC119651187|XP_037910552.1|HILL
OG0009222	LOC108115200|XP_017082013.1|DEUG	LOC119657106|XP_037919793.1|HILL
OG0009225	LOC108102461|XP_017062959.1|DEUG	LOC119654452|XP_037915793.1|HILL
OG0009229	LOC108110168|XP_017074580.1|DEUG	LOC119661578|XP_037926905.1|HILL
OG0009231	LOC108110050|XP_017074415.1|DEUG	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL
OG0009232	LOC108110273|XP_017074749.1|DEUG	LOC119653760|XP_037914669.1|HILL
OG0009234	LOC108103242|XP_017064132.1|DEUG	LOC119658431|XP_037921759.1|HILL
OG0009235	LOC108102821|XP_017063499.1|DEUG	ND5|YP_009390191.1|HILL
OG0009236	LOC108114497|XP_017081006.1|DEUG	LOC119652501|XP_037912619.1|HILL
OG0009237	LOC108110830|XP_017075556.1|DEUG	LOC119650585|XP_037909346.1|HILL
OG0009238	LOC108114681|XP_017081259.1|DEUG	LOC119648211|XP_037905746.1|HILL
OG0009239	LOC108108808|XP_017072481.1|DEUG	LOC119652590|XP_037912742.1|HILL
OG0009241	LOC108110764|XP_017075468.1|DEUG	LOC119657391|XP_037920205.1|HILL
OG0009247	LOC108117071|XP_017084733.1|DEUG	LOC119650160|XP_037908635.1|HILL
OG0009248	LOC108102999|XP_017063805.1|DEUG	LOC119657323|XP_037920113.1|HILL
OG0009249	LOC108111096|XP_017075925.1|DEUG	LOC119647048|XP_037903732.1|HILL
OG0009251	LOC108102418|XP_017062879.1|DEUG	LOC119656279|XP_037918634.1|HILL
OG0009252	LOC108105461|XP_017067550.1|DEUG	LOC119656220|XP_037918547.1|HILL
OG0009253	LOC108103128|XP_017063985.1|DEUG	LOC119659779|XP_037923972.1|HILL
OG0009254	LOC108105521|XP_017067636.1|DEUG	LOC119660826|XP_037925612.1|HILL
OG0009255	LOC108104422|XP_017065966.1|DEUG	LOC119657339|XP_037920140.1|HILL
OG0009256	LOC108109951|XP_017074253.1|DEUG	LOC119657139|XP_037919839.1|HILL
OG0009257	LOC108103480|XP_017064474.1|DEUG	LOC119657464|XP_037920309.1|HILL
OG0009258	LOC108110076|XP_017074453.1|DEUG	LOC119658080|XP_037921269.1|HILL
OG0009259	LOC108103430|XP_017064389.1|DEUG	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL
OG0009260	LOC108102422|XP_017062888.1|DEUG	LOC119654355|XP_037915629.1|HILL
OG0009261	LOC108105084|XP_017066997.1|DEUG	LOC119654381|XP_037915671.1|HILL
OG0009262	LOC108103938|XP_017065185.1|DEUG	LOC119657994|XP_037921140.1|HILL
OG0009263	LOC108103779|XP_017064899.1|DEUG	LOC119657986|XP_037921131.1|HILL
OG0009264	LOC108103777|XP_017064894.1|DEUG	LOC119658403|XP_037921720.1|HILL
OG0009265	LOC108103555|XP_017064570.1|DEUG	LOC119657734|XP_037920705.1|HILL
OG0009266	LOC108108145|XP_017071567.1|DEUG	LOC119647229|XP_037903993.1|HILL
OG0009267	LOC108113431|XP_017079482.1|DEUG	LOC119652634|XP_037912810.1|HILL
OG0009269	LOC108105290|XP_017067269.1|DEUG	LOC119660413|XP_037924880.1|HILL
OG0009271	LOC108105358|XP_017067363.1|DEUG	LOC119653582|XP_037914258.1|HILL
OG0009272	LOC108113970|XP_017080175.1|DEUG	LOC119650382|XP_037909049.1|HILL
OG0009275	LOC108105454|XP_017067541.1|DEUG	LOC119661643|XP_037927002.1|HILL
OG0009277	LOC108118502|XP_017086729.1|DEUG	LOC119655357|XP_037917138.1|HILL
OG0009278	LOC108118513|XP_017086743.1|DEUG	LOC119655403|XP_037917213.1|HILL
OG0009279	LOC108106911|XP_017069651.1|DEUG	LOC119655534|XP_037917376.1|HILL
OG0009280	LOC108110320|XP_017074826.1|DEUG	LOC119655342|XP_037917116.1|HILL
OG0009281	LOC108110122|XP_017074517.1|DEUG	LOC119654861|XP_037916374.1|HILL
OG0009282	LOC108106099|XP_017068452.1|DEUG	LOC119647027|XP_037903697.1|HILL
OG0009283	LOC108111071|XP_017075890.1|DEUG	LOC119652618|XP_037912789.1|HILL
OG0009284	LOC108108625|XP_017072214.1|DEUG	LOC119649075|XP_037907001.1|HILL
OG0009285	LOC108102345|XP_017062682.1|DEUG	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL
OG0009286	LOC108107815|XP_017071035.1|DEUG	LOC119649004|XP_037906875.1|HILL
OG0009289	LOC108102359|XP_017062748.1|DEUG	LOC119660933|XP_037925851.1|HILL
OG0009290	LOC108106344|XP_017068813.1|DEUG	LOC119659226|XP_037923132.1|HILL
OG0009291	LOC108102360|XP_017062749.1|DEUG	LOC119660709|XP_037925272.1|HILL
OG0009293	LOC108103434|XP_017064392.1|DEUG	LOC119654601|XP_037915999.1|HILL
OG0009294	LOC108112449|XP_017077784.1|DEUG	LOC119656981|XP_037919641.1|HILL
OG0009295	LOC108110038|XP_017074378.1|DEUG	LOC119660782|XP_037925490.1|HILL
OG0009297	LOC108113533|XP_017079615.1|DEUG	LOC119659439|XP_037923450.1|HILL
OG0009303	LOC108106928|XP_017069719.1|DEUG	LOC119659596|XP_037923686.1|HILL
OG0009304	LOC108117059|XP_017084720.1|DEUG	LOC119660058|XP_037924364.1|HILL
OG0009305	LOC108111475|XP_017076436.1|DEUG	LOC119659893|XP_037924144.1|HILL
OG0009306	LOC108111845|XP_017076940.1|DEUG	LOC119654953|XP_037916537.1|HILL
OG0009307	LOC108116424|XP_017083803.1|DEUG	LOC119659900|XP_037924152.1|HILL
OG0009309	LOC108111495|XP_017076498.1|DEUG	LOC119658917|XP_037922660.1|HILL
OG0009310	LOC108105306|XP_017067289.1|DEUG	LOC119658781|XP_037922408.1|HILL
OG0009311	LOC108116275|XP_017083550.1|DEUG	LOC119660264|XP_037924649.1|HILL
OG0009312	LOC108111458|XP_017076417.1|DEUG	LOC119659669|XP_037923822.1|HILL
OG0009314	LOC108116368|XP_017083690.1|DEUG	LOC119659850|XP_037924079.1|HILL
OG0009317	LOC108115770|XP_017082829.1|DEUG	LOC119651639|XP_037911237.1|HILL
OG0009319	LOC108116412|XP_017083785.1|DEUG	LOC119659652|XP_037923787.1|HILL
OG0009320	LOC108113559|XP_017079641.1|DEUG	LOC119660027|XP_037924333.1|HILL
OG0009321	LOC108113551|XP_017079634.1|DEUG	LOC119659857|XP_037924090.1|HILL
OG0009323	LOC108116117|XP_017083330.1|DEUG	LOC119655786|XP_037917805.1|HILL
OG0009327	LOC108111349|XP_017076269.1|DEUG	LOC119650621|XP_037909438.1|HILL
OG0009328	LOC108111299|XP_017076181.1|DEUG	LOC119660252|XP_037924635.1|HILL
OG0009332	LOC108116868|XP_017084435.1|DEUG	LOC119647688|XP_037904699.1|HILL
OG0009344	LOC108109411|XP_017073398.1|DEUG	LOC119654704|XP_037916149.1|HILL
OG0009345	LOC108115799|XP_017082875.1|DEUG	LOC119657152|XP_037919856.1|HILL
OG0009348	LOC108115694|XP_017082752.1|DEUG	LOC119655353|XP_037917136.1|HILL
OG0009350	LOC108111473|XP_017076434.1|DEUG	LOC119651807|XP_037911522.1|HILL
OG0009353	LOC108115576|XP_017082574.1|DEUG	LOC119657309|XP_037920096.1|HILL
OG0009356	LOC108110486|XP_017075052.1|DEUG	LOC119654454|XP_037915792.1|HILL
OG0009357	LOC108104092|XP_017065477.1|DEUG	LOC119659744|XP_037923934.1|HILL
OG0009358	LOC108110690|XP_017075310.1|DEUG	LOC119652305|XP_037912243.1|HILL
OG0009363	LOC108102685|XP_017063314.1|DEUG	LOC119648293|XP_037905881.1|HILL
OG0009369	LOC108106122|XP_017068490.1|DEUG	LOC119646122|XP_037902400.1|HILL
OG0009374	LOC108118490|XP_017086711.1|DEUG	LOC119661380|XP_037926627.1|HILL
OG0009376	LOC108110548|XP_017075127.1|DEUG	LOC119661375|XP_037926622.1|HILL
OG0009380	LOC108111188|XP_017076063.1|DEUG	LOC119656186|XP_037918468.1|HILL
OG0009382	LOC108107037|XP_017069884.1|DEUG	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL
OG0009385	LOC108105773|XP_017067985.1|DEUG	LOC119653052|XP_037913453.1|HILL
OG0009396	LOC108106428|XP_017068945.1|DEUG	LOC119647235|XP_037904024.1|HILL
OG0009397	LOC108109157|XP_017073065.1|DEUG	LOC119660329|XP_037924739.1|HILL
OG0009401	LOC108111519|XP_017076529.1|DEUG	LOC119654959|XP_037916545.1|HILL
OG0009422	LOC108106578|XP_017069246.1|DEUG	LOC119654315|XP_037915566.1|HILL
OG0009441	LOC108103915|XP_017065151.1|DEUG	LOC119657597|XP_037920508.1|HILL
OG0009442	LOC108110112|XP_017074498.1|DEUG	LOC119660582|XP_037925165.1|HILL
OG0009443	LOC108108948|XP_017072691.1|DEUG	LOC119657561|XP_037920446.1|HILL
OG0009444	LOC108103993|XP_017065270.1|DEUG	LOC119657947|XP_037921066.1|HILL
OG0009446	LOC108110311|XP_017074810.1|DEUG	LOC119656688|XP_037919101.1|HILL
OG0009447	LOC108102978|XP_017063776.1|DEUG	LOC119649567|XP_037907695.1|HILL
OG0009450	LOC108118161|XP_017086212.1|DEUG	LOC119657574|XP_037920468.1|HILL
OG0009458	LOC108105455|XP_017067542.1|DEUG	LOC119661615|XP_037926964.1|HILL
OG0009460	LOC108108240|XP_017071697.1|DEUG	LOC119649994|XP_037908379.1|HILL
OG0009461	LOC108108149|XP_017071568.1|DEUG	LOC119649091|XP_037907022.1|HILL
OG0009462	LOC108102859|XP_017063550.1|DEUG	LOC119649073|XP_037906996.1|HILL
OG0009463	LOC108114238|XP_017080603.1|DEUG	LOC119648582|XP_037906279.1|HILL
OG0009464	LOC108114041|XP_017080278.1|DEUG	LOC119657586|XP_037920494.1|HILL
OG0009467	LOC108107700|XP_017070793.1|DEUG	LOC119649266|XP_037907283.1|HILL
OG0009468	LOC108108203|XP_017071647.1|DEUG	LOC119649193|XP_037907152.1|HILL
OG0009469	LOC108107922|XP_017071233.1|DEUG	LOC119648921|XP_037906754.1|HILL
OG0009470	LOC108107662|XP_017070738.1|DEUG	LOC119649687|XP_037907878.1|HILL
OG0009474	LOC108102850|XP_017063536.1|DEUG	LOC119655095|XP_037916736.1|HILL
OG0009476	LOC108114176|XP_017080470.1|DEUG	LOC119647448|XP_037904305.1|HILL
OG0009478	LOC108114096|XP_017080344.1|DEUG	LOC119649538|XP_037907653.1|HILL
OG0009479	LOC108111295|XP_017076178.1|DEUG	LOC119647707|XP_037904722.1|HILL
OG0009481	LOC108107699|XP_017070792.1|DEUG	LOC119648990|XP_037906842.1|HILL
OG0009484	LOC108111474|XP_017076435.1|DEUG	LOC119660289|XP_037924689.1|HILL
OG0009488	LOC108104255|XP_017065693.1|DEUG	LOC119649461|XP_037907544.1|HILL
OG0009492	LOC108116749|XP_017084257.1|DEUG	LOC119650387|XP_037909073.1|HILL
OG0009494	LOC108116785|XP_017084321.1|DEUG	LOC119659525|XP_037923589.1|HILL
OG0009495	LOC108114367|XP_017080806.1|DEUG	LOC119647596|XP_037904545.1|HILL
OG0009498	LOC108114361|XP_017080798.1|DEUG	LOC119648046|XP_037905427.1|HILL
OG0009500	LOC108114066|XP_017080310.1|DEUG	LOC119649174|XP_037907130.1|HILL
OG0009501	LOC108118184|XP_017086231.1|DEUG	LOC119649413|XP_037907478.1|HILL
OG0009502	LOC108105610|XP_017067778.1|DEUG	LOC119651527|XP_037911087.1|HILL
OG0009504	LOC108109977|XP_017074291.1|DEUG	LOC119652488|XP_037912596.1|HILL
OG0009508	LOC108111239|XP_017076130.1|DEUG	LOC119651723|XP_037911374.1|HILL
OG0009509	LOC108113384|XP_017079445.1|DEUG	LOC119647372|XP_037904206.1|HILL
OG0009515	LOC108106867|XP_017069600.1|DEUG	LOC119647065|XP_037903754.1|HILL, LOC119647056|XP_037903743.1|HILL, LOC119646997|XP_037903647.1|HILL
OG0009523	LOC108113039|XP_017078960.1|DEUG	LOC119655744|XP_037917726.1|HILL
OG0009557	LOC108113709|XP_017079877.1|DEUG	LOC119657219|XP_037919959.1|HILL
OG0009563	LOC108114738|XP_017081340.1|DEUG	LOC119647739|XP_037904776.1|HILL
OG0009572	LOC108117413|XP_017085310.1|DEUG	LOC119657806|XP_037920831.1|HILL
OG0009573	LOC108103885|XP_017065105.1|DEUG	LOC119657086|XP_037919769.1|HILL
OG0009574	LOC108110298|XP_017074794.1|DEUG	LOC119656918|XP_037919538.1|HILL
OG0009577	LOC108102479|XP_017062981.1|DEUG	LOC119661088|XP_037926208.1|HILL
OG0009584	LOC108102983|XP_017063782.1|DEUG	LOC119656111|XP_037918356.1|HILL
OG0009585	LOC108113740|XP_017079918.1|DEUG	LOC119653571|XP_037914227.1|HILL
OG0009586	LOC108114077|XP_017080321.1|DEUG	LOC119649068|XP_037906984.1|HILL
OG0009587	LOC108112205|XP_017077510.1|DEUG	LOC119646788|XP_037903301.1|HILL
OG0009593	LOC108117050|XP_017084711.1|DEUG	LOC119659279|XP_037923216.1|HILL
OG0009599	LOC108116263|XP_017083541.1|DEUG	LOC119660188|XP_037924530.1|HILL
OG0009603	LOC108109505|XP_017073535.1|DEUG	LOC119660620|XP_037925250.1|HILL
OG0009609	LOC108111481|XP_017076453.1|DEUG	LOC119660528|XP_037925080.1|HILL
OG0009610	LOC108117186|XP_017084967.1|DEUG	LOC119657810|XP_037920845.1|HILL
OG0009623	LOC108111760|XP_017076809.1|DEUG	LOC119654716|XP_037916165.1|HILL, LOC119654715|XP_037916162.1|HILL
OG0009671	LOC108106883|XP_017069620.1|DEUG	LOC119646945|XP_037903564.1|HILL
OG0009689	LOC108113220|XP_017079246.1|DEUG	LOC119660818|XP_037925598.1|HILL
OG0009693	LOC108106574|XP_017069232.1|DEUG	LOC119661367|XP_037926606.1|HILL
OG0009696	LOC108104519|XP_017066139.1|DEUG	LOC119654461|XP_037915803.1|HILL
OG0009697	LOC108107645|XP_017070719.1|DEUG	LOC119661746|XP_037927140.1|HILL
OG0009716	LOC108104514|XP_017066124.1|DEUG	LOC119655680|XP_037917609.1|HILL
OG0009725	LOC108112361|XP_017077679.1|DEUG	LOC119652038|XP_037911902.1|HILL
OG0009736	LOC108109741|XP_017073888.1|DEUG	LOC119654931|XP_037916511.1|HILL
