Orthogroup	DEUG.longest_only	AAEG.longest_only
OG0006360	LOC108103217|XP_017064101.1|DEUG	LOC5567102|XP_021701592.1|AAEG
OG0006361	LOC108116148|XP_017083373.1|DEUG	LOC5565274|XP_001649600.2|AAEG
OG0006362	LOC108105497|XP_017067603.1|DEUG	LOC5565253|XP_021701766.1|AAEG
OG0006363	LOC108103560|XP_017064575.1|DEUG	LOC5564185|XP_001648523.2|AAEG
OG0006364	LOC108104134|XP_017065525.1|DEUG	LOC5567564|XP_001657555.2|AAEG
OG0006365	LOC108109633|XP_017073697.1|DEUG	LOC5567562|XP_021702952.1|AAEG
OG0006366	LOC108109707|XP_017073826.1|DEUG	LOC5567558|XP_021702974.1|AAEG
OG0006367	LOC108103190|XP_017064066.1|DEUG	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG
OG0006368	LOC108111331|XP_017076240.1|DEUG	LOC5568679|XP_001658089.1|AAEG
OG0006369	LOC108111325|XP_017076224.1|DEUG	LOC5568680|XP_021703108.1|AAEG
OG0006370	LOC108106059|XP_017068406.1|DEUG	LOC5576891|XP_021703357.1|AAEG
OG0006371	LOC108113508|XP_017079589.1|DEUG	LOC5576876|XP_001662974.1|AAEG
OG0006372	LOC108115888|XP_017083021.1|DEUG	LOC5576871|XP_021703551.1|AAEG
OG0006373	LOC108118084|XP_017086120.1|DEUG	LOC5575874|XP_021703663.1|AAEG
OG0006374	LOC108103447|XP_017064417.1|DEUG	LOC5573561|XP_001660932.2|AAEG
OG0006375	LOC108110083|XP_017074461.1|DEUG	LOC5564049|XP_021703880.1|AAEG
OG0006376	LOC108103156|XP_017064026.1|DEUG	LOC5564048|XP_021703893.1|AAEG
OG0006377	LOC108109963|XP_017074268.1|DEUG	LOC5564055|XP_001648371.1|AAEG
OG0006378	LOC108111410|XP_017076353.1|DEUG	LOC5564041|XP_001648374.1|AAEG
OG0006379	LOC108110031|XP_017074369.1|DEUG	LOC5564052|XP_001648386.2|AAEG
OG0006380	LOC108110334|XP_017074853.1|DEUG	LOC5579306|XP_001647614.2|AAEG
OG0006381	LOC108102925|XP_017063671.1|DEUG	LOC5571507|XP_021704110.1|AAEG
OG0006382	LOC108103900|XP_017065132.1|DEUG	LOC5571505|XP_021704117.1|AAEG
OG0006383	LOC108103810|XP_017064985.1|DEUG	LOC5579338|XP_021704112.1|AAEG
OG0006384	LOC108103816|XP_017064992.1|DEUG	LOC5571500|XP_001659750.2|AAEG
OG0006385	LOC108115653|XP_017082697.1|DEUG	LOC5571497|XP_001659747.2|AAEG
OG0006386	LOC108106932|XP_017069686.1|DEUG	LOC5571495|XP_001659745.2|AAEG
OG0006387	LOC108111394|XP_017076318.1|DEUG	LOC5571492|XP_001659742.2|AAEG
OG0006388	LOC108103686|XP_017064764.1|DEUG	LOC5580104|XP_021704389.1|AAEG
OG0006389	LOC108103687|XP_017064766.1|DEUG	LOC5580117|XP_021704405.1|AAEG
OG0006390	LOC108105273|XP_017067247.1|DEUG	LOC5572862|XP_001660621.2|AAEG
OG0006391	LOC108117002|XP_017084657.1|DEUG	LOC5575868|XP_021704753.1|AAEG
OG0006392	LOC108103711|XP_017064797.1|DEUG	LOC5577255|XP_021705012.1|AAEG
OG0006393	LOC108102974|XP_017063810.1|DEUG	LOC5579201|XP_001657324.1|AAEG
OG0006394	LOC108107375|XP_017070413.1|DEUG	LOC5578147|XP_001663718.1|AAEG
OG0006395	LOC108112843|XP_017078649.1|DEUG	LOC5578144|XP_001663714.2|AAEG
OG0006396	LOC108105065|XP_017066973.1|DEUG	LOC5565046|XP_001649414.2|AAEG
OG0006397	LOC108110391|XP_017074935.1|DEUG	LOC5565042|XP_021705270.1|AAEG
OG0006398	LOC108103268|XP_017064169.1|DEUG	LOC5565039|XP_001649398.2|AAEG
OG0006399	LOC108110065|XP_017074435.1|DEUG	LOC5565032|XP_001649389.2|AAEG
OG0006400	LOC108110064|XP_017074433.1|DEUG	LOC5565047|XP_001649385.2|AAEG
OG0006401	LOC108108473|XP_017072021.1|DEUG	LOC5565049|XP_021694261.1|AAEG
OG0006402	LOC108110266|XP_017074743.1|DEUG	LOC110677913|XP_021705581.1|AAEG
OG0006403	LOC108110174|XP_017074586.1|DEUG	LOC5565262|XP_001649612.2|AAEG
OG0006404	LOC108116384|XP_017083730.1|DEUG	LOC5565261|XP_021705657.1|AAEG
OG0006405	LOC108113827|XP_017080025.1|DEUG	LOC5576554|XP_021705756.1|AAEG
OG0006406	LOC108116075|XP_017083281.1|DEUG	LOC5576005|XP_001662347.2|AAEG
OG0006407	LOC108118078|XP_017086110.1|DEUG	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG
OG0006408	LOC108105056|XP_017066963.1|DEUG	LOC5572170|XP_021706154.1|AAEG
OG0006409	LOC108104358|XP_017065856.1|DEUG	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG
OG0006410	LOC108103875|XP_017065090.1|DEUG	LOC5569672|XP_001652937.1|AAEG
OG0006411	LOC108103868|XP_017065072.1|DEUG	LOC5569674|XP_001652936.2|AAEG
OG0006412	LOC108113629|XP_017079786.1|DEUG	LOC5564601|XP_001648949.2|AAEG
OG0006413	LOC108113605|XP_017079750.1|DEUG	LOC5566651|XP_021706607.1|AAEG
OG0006414	LOC108109535|XP_017073589.1|DEUG	LOC5566638|XP_001651016.2|AAEG
OG0006415	LOC108109680|XP_017073762.1|DEUG	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG
OG0006416	LOC108104925|XP_017066766.1|DEUG	LOC110678495|XP_021707149.1|AAEG
OG0006417	LOC108111093|XP_017075921.1|DEUG	LOC5577671|XP_021707516.1|AAEG
OG0006418	LOC108103467|XP_017064451.1|DEUG	LOC110678669|XP_021707543.1|AAEG
OG0006419	LOC108105215|XP_017067163.1|DEUG	LOC5578712|XP_001664017.2|AAEG
OG0006420	LOC108116655|XP_017084135.1|DEUG	LOC5578715|XP_021707890.1|AAEG
OG0006421	LOC108102475|XP_017062972.1|DEUG	LOC5565264|XP_001649608.2|AAEG
OG0006422	LOC108102488|XP_017062990.1|DEUG	LOC5564418|XP_021708064.1|AAEG
OG0006423	LOC108115647|XP_017082690.1|DEUG	LOC23687841|XP_011493522.1|AAEG
OG0006424	LOC108115649|XP_017082692.1|DEUG	LOC5572775|XP_001654177.1|AAEG
OG0006425	LOC108115707|XP_017082767.1|DEUG	LOC5572780|XP_001654178.2|AAEG
OG0006426	LOC108115706|XP_017082766.1|DEUG	LOC5572779|XP_021708158.1|AAEG
OG0006427	LOC108115878|XP_017083007.1|DEUG	LOC5580228|XP_001655936.1|AAEG
OG0006428	LOC108110219|XP_017074690.1|DEUG	LOC5576866|XP_021708395.1|AAEG
OG0006429	LOC108116596|XP_017084035.1|DEUG	LOC5578696|XP_001657095.2|AAEG
OG0006430	LOC108114629|XP_017081185.1|DEUG	LOC5568284|XP_021708752.1|AAEG
OG0006431	LOC108111400|XP_017076324.1|DEUG	LOC5570607|XP_021709327.1|AAEG
OG0006432	LOC108117107|XP_017084812.1|DEUG	LOC5570605|XP_021709391.1|AAEG
OG0006433	LOC108116648|XP_017084124.1|DEUG	LOC5574577|XP_021709421.1|AAEG
OG0006434	LOC108110524|XP_017075094.1|DEUG	LOC5574585|XP_001655209.2|AAEG
OG0006435	LOC108115853|XP_017082959.1|DEUG	LOC5574602|XP_001655214.2|AAEG
OG0006436	LOC108103475|XP_017064468.1|DEUG	LOC110679386|XP_021709561.1|AAEG
OG0006437	LOC108118355|XP_017086495.1|DEUG	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG
OG0006438	LOC108110637|XP_017075226.1|DEUG	LOC5574595|XP_001655227.1|AAEG
OG0006439	LOC108111524|XP_017076534.1|DEUG	LOC5575887|XP_021709907.1|AAEG
OG0006440	LOC108111525|XP_017076535.1|DEUG	LOC110679488|XP_021709944.1|AAEG
OG0006441	LOC108115268|XP_017082113.1|DEUG	LOC5573864|XP_001654896.2|AAEG
OG0006442	LOC108117469|XP_017085383.1|DEUG	LOC5573865|XP_021710083.1|AAEG
OG0006443	LOC108116138|XP_017083357.1|DEUG	LOC5567419|XP_001657407.2|AAEG
OG0006444	LOC108111382|XP_017076304.1|DEUG	LOC5567402|XP_001657421.1|AAEG
OG0006445	LOC108105516|XP_017067631.1|DEUG	LOC5578528|XP_001663919.2|AAEG
OG0006446	LOC108113791|XP_017079989.1|DEUG	LOC5578527|XP_021710791.1|AAEG
OG0006447	LOC108113798|XP_017079994.1|DEUG	LOC5569452|XP_021710822.1|AAEG
OG0006448	LOC108116701|XP_017084207.1|DEUG	LOC5569458|XP_001658541.1|AAEG
OG0006449	LOC108116542|XP_017083969.1|DEUG	LOC110679696|XP_021710973.1|AAEG
OG0006450	LOC108103070|XP_017063903.1|DEUG	LOC5578686|XP_001657084.1|AAEG
OG0006451	LOC108103133|XP_017063990.1|DEUG	LOC23687749|XP_021711806.1|AAEG
OG0006452	LOC108113775|XP_017079961.1|DEUG	LOC5572732|XP_001660548.1|AAEG
OG0006453	LOC108108570|XP_017072149.1|DEUG	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG
OG0006454	LOC108105509|XP_017067623.1|DEUG	LOC5567800|XP_001657703.1|AAEG
OG0006455	LOC108114963|XP_017081652.1|DEUG	LOC5569269|XP_021712455.1|AAEG
OG0006456	LOC108114962|XP_017081651.1|DEUG	LOC5569267|XP_001658413.1|AAEG
OG0006457	LOC108116933|XP_017084567.1|DEUG	LOC5571791|XP_001659920.2|AAEG
OG0006458	LOC108111072|XP_017075893.1|DEUG	LOC5571785|XP_021712709.1|AAEG
OG0006459	LOC108115642|XP_017082683.1|DEUG	LOC5567067|XP_021712815.1|AAEG
OG0006460	LOC108116608|XP_017084061.1|DEUG	LOC5567061|XP_001651465.2|AAEG
OG0006461	LOC108110212|XP_017074676.1|DEUG	LOC5577526|XP_001663417.2|AAEG
OG0006462	LOC108116546|XP_017083973.1|DEUG	LOC5577533|XP_021712953.1|AAEG
OG0006463	LOC108105559|XP_017067689.1|DEUG	LOC5564080|XP_021712956.1|AAEG
OG0006464	LOC108114529|XP_017081051.1|DEUG	LOC110681487|XP_021712963.1|AAEG
OG0006465	LOC108104399|XP_017065932.1|DEUG	LOC5573377|XP_001660868.1|AAEG
OG0006466	LOC108103661|XP_017064707.1|DEUG	LOC5573379|XP_021712989.1|AAEG
OG0006467	LOC108117238|XP_017085063.1|DEUG	LOC5570620|XP_021713007.1|AAEG
OG0006468	LOC108116538|XP_017083965.1|DEUG	LOC5577011|XP_001663109.2|AAEG
OG0006469	LOC108105031|XP_017066919.1|DEUG	LOC5577985|XP_001656721.1|AAEG
OG0006470	LOC108114653|XP_017081217.1|DEUG	LOC5572597|XP_021713032.1|AAEG
OG0006471	LOC108116642|XP_017084113.1|DEUG	LOC5572590|XP_001654104.2|AAEG
OG0006472	LOC108116641|XP_017084112.1|DEUG	LOC5572580|XP_001654102.2|AAEG
OG0006473	LOC108114478|XP_017080982.1|DEUG	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG
OG0006474	LOC108112206|XP_017077511.1|DEUG	LOC5572579|XP_001654094.2|AAEG
OG0006475	LOC108113235|XP_017079270.1|DEUG	LOC5572581|XP_001654090.1|AAEG
OG0006476	LOC108103725|XP_017064813.1|DEUG	LOC5580305|XP_001662923.2|AAEG
OG0006477	LOC108118282|XP_017086366.1|DEUG	LOC5580310|XP_001662922.1|AAEG
OG0006478	LOC108116685|XP_017084186.1|DEUG	LOC5567835|XP_001657742.1|AAEG
OG0006479	LOC108116594|XP_017084029.1|DEUG	LOC110681517|XP_021713143.1|AAEG
OG0006480	LOC108113065|XP_017078990.1|DEUG	LOC5567829|XP_021713150.1|AAEG
OG0006481	LOC108104113|XP_017065502.1|DEUG	LOC5576288|XP_001662578.1|AAEG
OG0006482	LOC108116014|XP_017083188.1|DEUG	LOC5574628|XP_001661544.2|AAEG
OG0006483	LOC108117466|XP_017085377.1|DEUG	LOC5575917|XP_021713246.1|AAEG
OG0006484	LOC108113783|XP_017079975.1|DEUG	LOC5569220|XP_021694302.1|AAEG
OG0006485	LOC108109577|XP_017073643.1|DEUG	LOC5569231|XP_001652791.2|AAEG
OG0006486	LOC108116260|XP_017083538.1|DEUG	LOC23687834|XP_021713276.1|AAEG
OG0006487	LOC108108385|XP_017071923.1|DEUG	LOC5578516|XP_001663907.2|AAEG
OG0006488	LOC108104633|XP_017066297.1|DEUG	LOC5580006|XP_001653894.1|AAEG
OG0006489	LOC108115992|XP_017083150.1|DEUG	LOC5574614|XP_001661531.2|AAEG
OG0006490	LOC108110216|XP_017074687.1|DEUG	LOC5567597|XP_021713385.1|AAEG
OG0006491	LOC108105672|XP_017067860.1|DEUG	LOC5567596|XP_001657573.2|AAEG
OG0006492	LOC108115379|XP_017082304.1|DEUG	LOC5577938|XP_021713399.1|AAEG
OG0006493	LOC108105353|XP_017067356.1|DEUG	LOC5580194|XP_021713405.1|AAEG
OG0006494	LOC108110019|XP_017074349.1|DEUG	LOC5580192|XP_021713406.1|AAEG
OG0006495	LOC108110104|XP_017074488.1|DEUG	LOC5580191|XP_021713407.1|AAEG
OG0006496	LOC108116640|XP_017084111.1|DEUG	LOC5580190|XP_021713408.1|AAEG
OG0006497	LOC108116923|XP_017084552.1|DEUG	LOC5580184|XP_021713412.1|AAEG
OG0006498	LOC108116915|XP_017084538.1|DEUG	LOC5580182|XP_021713413.1|AAEG
OG0006499	LOC108104002|XP_017065281.1|DEUG	LOC5580170|XP_021692917.1|AAEG
OG0006500	LOC108110797|XP_017075511.1|DEUG	LOC5580162|XP_021692929.1|AAEG
OG0006501	LOC108111352|XP_017076273.1|DEUG	LOC5580166|XP_001655586.1|AAEG
OG0006502	LOC108111366|XP_017076288.1|DEUG	LOC5580171|XP_001655580.2|AAEG
OG0006503	LOC108111369|XP_017076290.1|DEUG	LOC5580173|XP_001655578.1|AAEG
OG0006504	LOC108111368|XP_017076289.1|DEUG	LOC5578271|XP_021692940.1|AAEG
OG0006505	LOC108111432|XP_017076388.1|DEUG	LOC5578278|XP_021692945.1|AAEG
OG0006507	LOC108111573|XP_017076585.1|DEUG	LOC5564685|XP_021692996.1|AAEG
OG0006508	LOC108111550|XP_017076557.1|DEUG	LOC5564693|XP_021692998.1|AAEG
OG0006509	LOC108105022|XP_017066909.1|DEUG	LOC5573798|XP_001661045.2|AAEG
OG0006510	LOC108113724|XP_017079896.1|DEUG	LOC5573469|XP_021693046.1|AAEG
OG0006511	LOC108116920|XP_017084548.1|DEUG	LOC5563548|XP_021693062.1|AAEG
OG0006512	LOC108117149|XP_017084898.1|DEUG	LOC5580091|XP_001654841.2|AAEG
OG0006513	LOC108116866|XP_017084423.1|DEUG	LOC5566474|XP_021693097.1|AAEG
OG0006514	LOC108113737|XP_017079913.1|DEUG	LOC5566473|XP_001650857.1|AAEG
OG0006515	LOC108117120|XP_017084840.1|DEUG	LOC5566472|XP_001650856.2|AAEG
OG0006516	LOC108117460|XP_017085370.1|DEUG, LOC108117461|XP_017085371.1|DEUG	LOC5578940|XP_001657228.2|AAEG
OG0006517	LOC108117551|XP_017085548.1|DEUG	LOC5578938|XP_021693141.1|AAEG
OG0006518	LOC108117478|XP_017085389.1|DEUG	LOC5578934|XP_021693153.1|AAEG
OG0006519	LOC108117552|XP_017085549.1|DEUG	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG
OG0006520	LOC108111341|XP_017076259.1|DEUG	LOC5578926|XP_001657212.1|AAEG
OG0006521	LOC108111687|XP_017076723.1|DEUG	LOC5563723|XP_001647993.2|AAEG
OG0006522	LOC108111338|XP_017076252.1|DEUG	LOC5563722|XP_021693218.1|AAEG
OG0006523	LOC108105635|XP_017067813.1|DEUG	LOC5563708|XP_001647996.1|AAEG
OG0006524	LOC108107086|XP_017069952.1|DEUG	LOC5563714|XP_021693240.1|AAEG
OG0006525	LOC108103763|XP_017064869.1|DEUG	LOC5576740|XP_021693241.1|AAEG
OG0006526	LOC108115271|XP_017082118.1|DEUG	LOC5576714|XP_001656220.1|AAEG
OG0006527	LOC108115256|XP_017082101.1|DEUG	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG
OG0006528	LOC108115258|XP_017082103.1|DEUG	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG
OG0006529	LOC108115260|XP_017082106.1|DEUG	LOC110674096|XP_021693383.1|AAEG
OG0006530	LOC108115261|XP_017082107.1|DEUG	LOC110674097|XP_021693385.1|AAEG
OG0006531	LOC108115274|XP_017082122.1|DEUG	LOC5564498|XP_021693386.1|AAEG
OG0006532	LOC108115407|XP_017082334.1|DEUG	LOC5573637|XP_021693390.1|AAEG
OG0006533	LOC108113382|XP_017079443.1|DEUG	LOC5567119|XP_021693403.1|AAEG
OG0006534	LOC108105625|XP_017067799.1|DEUG	LOC5573313|XP_001654528.1|AAEG
OG0006535	LOC108116621|XP_017084087.1|DEUG	LOC5573315|XP_001654535.1|AAEG
OG0006536	LOC108115317|XP_017082211.1|DEUG	LOC5573322|XP_021693452.1|AAEG
OG0006537	LOC108115814|XP_017082894.1|DEUG	LOC5569641|XP_021694321.1|AAEG
OG0006538	LOC108115831|XP_017082912.1|DEUG	LOC5565349|XP_021694322.1|AAEG
OG0006539	LOC108116000|XP_017083165.1|DEUG	LOC5579481|XP_001647778.2|AAEG
OG0006540	LOC108109569|XP_017073634.1|DEUG	LOC5577200|XP_001663291.2|AAEG
OG0006541	LOC108116101|XP_017083312.1|DEUG	LOC5576518|XP_001662710.2|AAEG
OG0006542	LOC108116104|XP_017083313.1|DEUG	LOC5576534|XP_021693731.1|AAEG
OG0006543	LOC108115841|XP_017082939.1|DEUG	LOC5576528|XP_021693736.1|AAEG
OG0006544	LOC108110246|XP_017074723.1|DEUG	LOC110674164|XP_021693738.1|AAEG
OG0006545	LOC108105482|XP_017067588.1|DEUG	LOC5575641|XP_001655789.2|AAEG
OG0006546	LOC108115681|XP_017082738.1|DEUG	LOC5575644|XP_021693741.1|AAEG
OG0006547	LOC108117495|XP_017085461.1|DEUG	LOC5575651|XP_021693762.1|AAEG
OG0006548	LOC108116961|XP_017084606.1|DEUG	LOC5565608|XP_001649950.2|AAEG
OG0006549	LOC108111462|XP_017076422.1|DEUG	LOC5565594|XP_001649963.1|AAEG
OG0006550	LOC108109358|XP_017073314.1|DEUG	LOC5565589|XP_001649965.1|AAEG
OG0006551	LOC108109953|XP_017074255.1|DEUG	LOC110674175|XP_021693810.1|AAEG
OG0006552	LOC108109952|XP_017074254.1|DEUG	LOC5569686|XP_001658684.2|AAEG
OG0006553	LOC108115809|XP_017082887.1|DEUG	LOC5577664|XP_001656662.2|AAEG
OG0006554	LOC108115132|XP_017081899.1|DEUG	LOC5577649|XP_021693827.1|AAEG
OG0006555	LOC108117503|XP_017085514.1|DEUG	LOC5577642|XP_021693845.1|AAEG
OG0006556	LOC108116992|XP_017084646.1|DEUG	LOC5577637|XP_001656635.1|AAEG
OG0006557	LOC108116441|XP_017083838.1|DEUG	LOC5577631|XP_021693882.1|AAEG
OG0006558	LOC108108844|XP_017072542.1|DEUG	LOC5565932|XP_021693909.1|AAEG
OG0006559	LOC108110137|XP_017074540.1|DEUG	LOC5565935|XP_001650313.2|AAEG
OG0006560	LOC108111291|XP_017076168.1|DEUG	LOC5565931|XP_021693915.1|AAEG
OG0006561	LOC108111435|XP_017076391.1|DEUG	LOC5565930|XP_001650308.2|AAEG
OG0006562	LOC108115871|XP_017082991.1|DEUG	LOC5565937|XP_021693929.1|AAEG
OG0006563	LOC108111758|XP_017076804.1|DEUG	LOC5568360|XP_001658012.1|AAEG
OG0006564	LOC108111809|XP_017076898.1|DEUG	LOC5568358|XP_001658010.2|AAEG
OG0006565	LOC108111508|XP_017076513.1|DEUG	LOC5568352|XP_021693940.1|AAEG
OG0006566	LOC108105225|XP_017067177.1|DEUG	LOC5577579|XP_021694031.1|AAEG
OG0006567	LOC108108843|XP_017072541.1|DEUG	LOC5576107|XP_001662452.2|AAEG
OG0006568	LOC108108839|XP_017072536.1|DEUG	LOC5576108|XP_001662453.2|AAEG
OG0006569	LOC108107612|XP_017070671.1|DEUG	LOC5576109|XP_001662454.2|AAEG
OG0006570	LOC108114981|XP_017081701.1|DEUG	LOC5576110|XP_021694084.1|AAEG
OG0006571	LOC108115715|XP_017082776.1|DEUG	LOC5576116|XP_001662462.1|AAEG
OG0006572	LOC108116269|XP_017083547.1|DEUG	LOC5576132|XP_001662478.2|AAEG
OG0006573	LOC108116144|XP_017083369.1|DEUG	LOC110674229|XP_021694111.1|AAEG
OG0006574	LOC108117514|XP_017085491.1|DEUG	LOC5576136|XP_021694113.1|AAEG
OG0006575	LOC108115931|XP_017083056.1|DEUG	LOC5565180|XP_001649527.2|AAEG
OG0006576	LOC108117543|XP_017085537.1|DEUG	LOC110674238|XP_021694147.1|AAEG
OG0006577	LOC108109576|XP_017073642.1|DEUG	LOC5565138|XP_001649513.2|AAEG
OG0006578	LOC108117542|XP_017085536.1|DEUG	LOC5565141|XP_001649511.2|AAEG
OG0006579	LOC108111052|XP_017075870.1|DEUG	LOC5565143|XP_001649510.2|AAEG
OG0006580	LOC108117247|XP_017085081.1|DEUG	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC108114980|XP_017081700.1|DEUG	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC108111567|XP_017076578.1|DEUG	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC108111590|XP_017076599.1|DEUG	LOC5565080|XP_021694165.1|AAEG
OG0006584	LOC108111085|XP_017075909.1|DEUG	LOC5564609|XP_001648956.2|AAEG
OG0006585	LOC108106116|XP_017068483.1|DEUG	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC108111348|XP_017076268.1|DEUG	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC108111342|XP_017076260.1|DEUG	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC108117234|XP_017085057.1|DEUG	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC108117569|XP_017085569.1|DEUG	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC108117570|XP_017085570.1|DEUG	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC108114177|XP_017080471.1|DEUG	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC108108378|XP_017071914.1|DEUG	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC108108379|XP_017071915.1|DEUG	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC108114718|XP_017081308.1|DEUG	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC108113098|XP_017079046.1|DEUG	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC108111928|XP_017077059.1|DEUG	LOC5570944|XP_021699203.1|AAEG
OG0006597	LOC108107835|XP_017071077.1|DEUG	LOC5570945|XP_021695449.1|AAEG
OG0006598	LOC108110856|XP_017075592.1|DEUG	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC108114157|XP_017080437.1|DEUG	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC108104911|XP_017066739.1|DEUG	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC108107904|XP_017071199.1|DEUG	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC108107906|XP_017071200.1|DEUG	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC108107900|XP_017071192.1|DEUG	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC108113957|XP_017080159.1|DEUG	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC108103198|XP_017064075.1|DEUG	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC108114229|XP_017080584.1|DEUG	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC108114318|XP_017080719.1|DEUG	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC108115389|XP_017082314.1|DEUG	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC108109544|XP_017073602.1|DEUG	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC108114308|XP_017080701.1|DEUG	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC108113966|XP_017080172.1|DEUG	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC108113986|XP_017080221.1|DEUG	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC108114159|XP_017080442.1|DEUG	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC108114098|XP_017080349.1|DEUG	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC108114126|XP_017080391.1|DEUG	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC108108295|XP_017071789.1|DEUG	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC108108512|XP_017072070.1|DEUG	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC108114226|XP_017080582.1|DEUG	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC108103604|XP_017064630.1|DEUG	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC108103606|XP_017064631.1|DEUG	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC108102753|XP_017063399.1|DEUG	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC108104702|XP_017066406.1|DEUG	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC108104708|XP_017066416.1|DEUG	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC108106393|XP_017068890.1|DEUG	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC108106402|XP_017068901.1|DEUG	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC108113664|XP_017079829.1|DEUG	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC108108996|XP_017072749.1|DEUG	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC108108992|XP_017072739.1|DEUG	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC108109159|XP_017073069.1|DEUG	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC108106789|XP_017069521.1|DEUG	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC108109772|XP_017073935.1|DEUG	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC108112601|XP_017078149.1|DEUG	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC108102854|XP_017063540.1|DEUG	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC108110993|XP_017075790.1|DEUG	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC108111146|XP_017076007.1|DEUG	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC108110102|XP_017074484.1|DEUG	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC108114338|XP_017080753.1|DEUG	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC108104492|XP_017066095.1|DEUG	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC108104482|XP_017066071.1|DEUG	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC108109245|XP_017073212.1|DEUG	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC108104781|XP_017066520.1|DEUG	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC108112660|XP_017078281.1|DEUG	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC108107269|XP_017070189.1|DEUG	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC108114645|XP_017081205.1|DEUG	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC108106957|XP_017069725.1|DEUG	LOC5578052|XP_021695953.1|AAEG
