Orthogroup	DEUG.longest_only	AEAL.longest_only
OG0006047	LOC108106023|XP_017068361.1|DEUG	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL
OG0006048	LOC108114650|XP_017081211.1|DEUG	LOC109397145|XP_019525030.2|AEAL
OG0006049	LOC108102932|XP_017063682.1|DEUG	LOC109397161|XP_019525043.2|AEAL
OG0006050	LOC108105208|XP_017067150.1|DEUG	LOC109397123|XP_019525004.2|AEAL
OG0006051	LOC108117550|XP_017085551.1|DEUG	LOC109432316|XP_019564201.1|AEAL
OG0006052	LOC108107374|XP_017070370.1|DEUG	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL
OG0006053	LOC108109900|XP_017074196.1|DEUG	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL
OG0006054	LOC108108672|XP_017072269.1|DEUG	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL
OG0006055	LOC108111815|XP_017076908.1|DEUG	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL
OG0006056	LOC108113228|XP_017079254.1|DEUG	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL
OG0006057	LOC108102845|XP_017063526.1|DEUG	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL
OG0006058	LOC108117262|XP_017085104.1|DEUG	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL
OG0006059	LOC108107969|XP_017071298.1|DEUG	LOC109409885|XP_029731075.1|AEAL
OG0006060	LOC108107971|XP_017071302.1|DEUG	LOC109409886|XP_019538947.2|AEAL
OG0006061	LOC108117700|XP_017085727.1|DEUG	LOC109409901|XP_019538963.2|AEAL
OG0006062	LOC108116342|XP_017083646.1|DEUG	LOC109399072|XP_019527042.1|AEAL
OG0006063	LOC108111169|XP_017076037.1|DEUG	LOC109399134|XP_019527117.2|AEAL
OG0006064	LOC108106591|XP_017069263.1|DEUG	LOC109399094|XP_019527070.2|AEAL
OG0006065	LOC108107687|XP_017070780.1|DEUG	LOC109409911|XP_019538977.2|AEAL
OG0006066	LOC108112130|XP_017077369.1|DEUG	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL
OG0006067	LOC108104472|XP_017066026.1|DEUG	LOC109399084|XP_029731093.1|AEAL
OG0006068	LOC108105010|XP_017066879.1|DEUG	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL
OG0006069	LOC108108612|XP_017072200.1|DEUG	LOC109399634|XP_029731142.1|AEAL
OG0006071	LOC108115863|XP_017082977.1|DEUG	LOC109399594|XP_029731143.1|AEAL
OG0006072	LOC108107574|XP_017070624.1|DEUG	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL
OG0006073	LOC108104745|XP_017066475.1|DEUG	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL
OG0006074	LOC108104352|XP_017065847.1|DEUG	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL
OG0006075	LOC108117430|XP_017085332.1|DEUG	LOC115267841|XP_029731192.1|AEAL
OG0006076	LOC108106800|XP_017069533.1|DEUG	LOC109398945|XP_029731205.1|AEAL
OG0006077	LOC108108750|XP_017072397.1|DEUG	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL
OG0006078	LOC108108781|XP_017072441.1|DEUG	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL
OG0006079	LOC108114197|XP_017080504.1|DEUG	LOC109401928|XP_029731263.1|AEAL
OG0006080	LOC108117350|XP_017085214.1|DEUG	LOC109399659|XP_019527699.2|AEAL
OG0006081	LOC108104797|XP_017066555.1|DEUG	LOC109421146|XP_019551183.2|AEAL
OG0006082	LOC108104818|XP_017066591.1|DEUG	LOC109410554|XP_029731278.1|AEAL
OG0006083	LOC108108532|XP_017072093.1|DEUG	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL
OG0006084	LOC108118229|XP_017086300.1|DEUG	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL
OG0006085	LOC108108813|XP_017072488.1|DEUG	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL
OG0006086	LOC108108816|XP_017072496.1|DEUG	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL
OG0006087	LOC108112925|XP_017078806.1|DEUG	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL
OG0006088	LOC108108652|XP_017072244.1|DEUG	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL
OG0006089	LOC108104439|XP_017065987.1|DEUG	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL
OG0006090	LOC108114253|XP_017080636.1|DEUG	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL
OG0006091	LOC108114595|XP_017081140.1|DEUG	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL
OG0006092	LOC108103874|XP_017065089.1|DEUG	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL
OG0006093	LOC108104809|XP_017066580.1|DEUG	LOC109426481|XP_019557547.2|AEAL
OG0006094	LOC108114584|XP_017081127.1|DEUG	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL
OG0006095	LOC108104528|XP_017066149.1|DEUG	LOC109403958|XP_019532390.2|AEAL
OG0006096	LOC108106658|XP_017069368.1|DEUG	LOC109426375|XP_019557393.2|AEAL
OG0006097	LOC108108504|XP_017072059.1|DEUG	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL
OG0006098	LOC108104186|XP_017065615.1|DEUG	LOC109622243|XP_019932054.2|AEAL
OG0006099	LOC108106389|XP_017068884.1|DEUG	LOC109622293|XP_029731502.1|AEAL
OG0006100	LOC108113286|XP_017079325.1|DEUG	LOC109431589|XP_019563371.2|AEAL
OG0006101	LOC108110889|XP_017075636.1|DEUG	LOC109622232|XP_019932034.2|AEAL
OG0006102	LOC108109235|XP_017073196.1|DEUG	LOC109431570|XP_029731514.1|AEAL
OG0006103	LOC108117596|XP_017085599.1|DEUG	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL
OG0006104	LOC108104931|XP_017066773.1|DEUG	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL
OG0006105	LOC108104932|XP_017066774.1|DEUG	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL
OG0006106	LOC108108788|XP_017072451.1|DEUG	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL
OG0006107	LOC108109107|XP_017072984.1|DEUG	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL
OG0006108	LOC108118530|XP_017086768.1|DEUG	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL
OG0006109	LOC108116766|XP_017084281.1|DEUG	LOC109403370|XP_019531732.1|AEAL
OG0006110	LOC108108493|XP_017072036.1|DEUG	LOC109410749|XP_029731587.1|AEAL
OG0006111	LOC108109161|XP_017073073.1|DEUG	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL
OG0006112	LOC108107346|XP_017070334.1|DEUG	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL
OG0006113	LOC108114175|XP_017080469.1|DEUG	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL
OG0006114	LOC108116044|XP_017083232.1|DEUG	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL
OG0006115	LOC108106364|XP_017068833.1|DEUG	LOC109410630|XP_029731613.1|AEAL
OG0006116	LOC108106748|XP_017069476.1|DEUG	LOC109433505|XP_029731616.1|AEAL
OG0006117	LOC108112656|XP_017078275.1|DEUG	LOC109433481|XP_019565447.2|AEAL
OG0006118	LOC108112616|XP_017078196.1|DEUG	LOC109433516|XP_029731638.1|AEAL
OG0006119	LOC108106687|XP_017069409.1|DEUG	LOC109410652|XP_019539731.1|AEAL
OG0006120	LOC108112187|XP_017077488.1|DEUG, LOC108118268|XP_017086355.1|DEUG	LOC109410665|XP_019539748.2|AEAL
OG0006121	LOC108108754|XP_017072402.1|DEUG	LOC109407648|XP_019536346.1|AEAL
OG0006122	LOC108108884|XP_017072601.1|DEUG	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL
OG0006123	LOC108107472|XP_017070508.1|DEUG	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL
OG0006124	LOC108116571|XP_017084001.1|DEUG, LOC108116529|XP_017083957.1|DEUG	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL
OG0006125	LOC108108058|XP_017071422.1|DEUG	LOC109621450|XP_019931031.2|AEAL
OG0006126	LOC108102751|XP_017063392.1|DEUG	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL
OG0006127	LOC108104291|XP_017065754.1|DEUG	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL
OG0006128	LOC108118244|XP_017086322.1|DEUG	LOC109425900|XP_019556821.1|AEAL
OG0006129	LOC108104296|XP_017065759.1|DEUG	LOC109426026|XP_019557003.2|AEAL
OG0006130	LOC108118214|XP_017086273.1|DEUG	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL
OG0006131	LOC108118219|XP_017086284.1|DEUG	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL
OG0006132	LOC108118238|XP_017086312.1|DEUG	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL
OG0006133	LOC108118215|XP_017086274.1|DEUG	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL
OG0006134	LOC108104287|XP_017065746.1|DEUG	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL
OG0006135	LOC108118213|XP_017086271.1|DEUG	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL
OG0006136	LOC108108060|XP_017071426.1|DEUG	LOC109425968|XP_019556925.1|AEAL
OG0006137	LOC108104258|XP_017065695.1|DEUG	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL
OG0006138	LOC108105396|XP_017067430.1|DEUG	LOC109425885|XP_019556809.2|AEAL
OG0006139	LOC108104561|XP_017066193.1|DEUG	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL
OG0006140	LOC108107388|XP_017070394.1|DEUG	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL
OG0006142	LOC108108516|XP_017072075.1|DEUG	LOC109425818|XP_019556706.1|AEAL
OG0006143	LOC108114471|XP_017080968.1|DEUG	LOC109425815|XP_019556703.2|AEAL
OG0006144	LOC108105992|XP_017068315.1|DEUG	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL
OG0006145	LOC108107569|XP_017070617.1|DEUG	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL
OG0006146	LOC108106137|XP_017068518.1|DEUG	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL
OG0006147	LOC108110253|XP_017074733.1|DEUG	LOC109425784|XP_029720450.1|AEAL
OG0006148	LOC108114421|XP_017080897.1|DEUG	LOC109425780|XP_019556649.1|AEAL
OG0006149	LOC108114474|XP_017080972.1|DEUG	LOC109425778|XP_019556645.2|AEAL
OG0006150	LOC108114470|XP_017080966.1|DEUG	LOC109407516|XP_019536118.2|AEAL
OG0006151	LOC108110772|XP_017075478.1|DEUG	LOC109425771|XP_019556638.2|AEAL
OG0006152	LOC108113761|XP_017079946.1|DEUG	LOC109430291|XP_029722909.1|AEAL
OG0006153	LOC108113337|XP_017079385.1|DEUG	LOC109408451|XP_029735124.1|AEAL
OG0006155	LOC108109845|XP_017074090.1|DEUG	LOC109427245|XP_019558308.2|AEAL
OG0006156	LOC108109493|XP_017073519.1|DEUG	LOC109398936|XP_029718519.1|AEAL
OG0006157	LOC108107490|XP_017070525.1|DEUG	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL
OG0006158	LOC108107730|XP_017070867.1|DEUG	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL
OG0006159	LOC108106792|XP_017069526.1|DEUG	LOC109407649|XP_019536347.2|AEAL
OG0006160	LOC108107484|XP_017070519.1|DEUG	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL
OG0006161	LOC108104479|XP_017066065.1|DEUG	LOC109426613|XP_029725528.1|AEAL
OG0006181	LOC108117216|XP_017085031.1|DEUG	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL
OG0006182	LOC108115709|XP_017082769.1|DEUG	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL
OG0006183	LOC108116943|XP_017084580.1|DEUG	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL
OG0006184	LOC108109567|XP_017073632.1|DEUG	LOC109405397|XP_019534002.2|AEAL
OG0006185	LOC108105602|XP_017067766.1|DEUG	LOC109431068|XP_019562751.2|AEAL
OG0006186	LOC108109551|XP_017073610.1|DEUG	LOC109431069|XP_019562752.2|AEAL
OG0006187	LOC108111303|XP_017076186.1|DEUG	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL
OG0006188	LOC108109733|XP_017073870.1|DEUG	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL
OG0006189	LOC108109734|XP_017073873.1|DEUG	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL
OG0006190	LOC108117523|XP_017085510.1|DEUG	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL
OG0006191	LOC108115864|XP_017082979.1|DEUG	LOC109397820|XP_029715577.1|AEAL
OG0006192	LOC108103710|XP_017064796.1|DEUG	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL
OG0006193	LOC108102930|XP_017063679.1|DEUG	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL
OG0006194	LOC108102988|XP_017063789.1|DEUG	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL
OG0006195	LOC108110077|XP_017074454.1|DEUG	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL
OG0006196	LOC108110465|XP_017075025.1|DEUG	LOC109413202|XP_019542453.2|AEAL
OG0006197	LOC108102334|XP_017062636.1|DEUG	LOC109424927|XP_019555652.2|AEAL
OG0006198	LOC108116561|XP_017083993.1|DEUG	LOC109424932|XP_029710833.1|AEAL
OG0006199	LOC108113743|XP_017079921.1|DEUG	LOC109413211|XP_019542478.2|AEAL
OG0006200	LOC108111607|XP_017076625.1|DEUG	LOC109431146|XP_019562886.2|AEAL
OG0006201	LOC108109949|XP_017074243.1|DEUG	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL
OG0006202	LOC108109924|XP_017074214.1|DEUG	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL
OG0006203	LOC108105345|XP_017067337.1|DEUG	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL
OG0006204	LOC108105240|XP_017067202.1|DEUG	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL
OG0006205	LOC108103101|XP_017063955.1|DEUG	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL
OG0006206	LOC108115226|XP_017082071.1|DEUG	LOC109431166|XP_029711688.1|AEAL
OG0006207	LOC108115495|XP_017082470.1|DEUG	LOC109431185|XP_019562944.2|AEAL
OG0006208	LOC108104644|XP_017066311.1|DEUG	LOC109431184|XP_029710723.1|AEAL
OG0006209	LOC108103975|XP_017065242.1|DEUG	LOC109412265|XP_029711492.1|AEAL
OG0006210	LOC108116374|XP_017083707.1|DEUG	LOC109424776|XP_029711088.1|AEAL
OG0006211	LOC108106119|XP_017068488.1|DEUG	LOC109424772|XP_019555497.1|AEAL
OG0006212	LOC108106117|XP_017068486.1|DEUG	LOC109417225|XP_029711755.1|AEAL
OG0006213	LOC108117656|XP_017085679.1|DEUG	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL
OG0006214	LOC108102987|XP_017063788.1|DEUG	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL
OG0006215	LOC108117414|XP_017085311.1|DEUG	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL
OG0006216	LOC108115874|XP_017082994.1|DEUG	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL
OG0006217	LOC108105384|XP_017067417.1|DEUG	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL
OG0006218	LOC108105853|XP_017068113.1|DEUG	LOC109433598|XP_019565582.2|AEAL
OG0006219	LOC108102443|XP_017062926.1|DEUG	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL
OG0006220	LOC108108596|XP_017072183.1|DEUG	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL
OG0006221	LOC108109082|XP_017072938.1|DEUG	LOC109428348|XP_019559612.2|AEAL
OG0006222	LOC108109057|XP_017072868.1|DEUG	LOC109415239|XP_019544671.2|AEAL
OG0006223	LOC108109635|XP_017073700.1|DEUG	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL
OG0006224	LOC108103102|XP_017063956.1|DEUG	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL
OG0006225	LOC108103251|XP_017064144.1|DEUG	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL
OG0006226	LOC108112237|XP_017077547.1|DEUG	LOC109428390|XP_019559657.1|AEAL
OG0006227	LOC108111862|XP_017076974.1|DEUG	LOC109415199|XP_019544627.2|AEAL
OG0006228	LOC108109033|XP_017072817.1|DEUG	LOC109415195|XP_019544624.2|AEAL
OG0006229	LOC108102349|XP_017062687.1|DEUG	LOC109428414|XP_019559689.1|AEAL
OG0006230	LOC108103474|XP_017064463.1|DEUG	LOC109428417|XP_019559694.2|AEAL
OG0006231	LOC108102899|XP_017063601.1|DEUG	LOC109428419|XP_029711365.1|AEAL
OG0006232	LOC108103954|XP_017065206.1|DEUG	LOC109428422|XP_019559720.2|AEAL
OG0006233	LOC108103962|XP_017065221.1|DEUG	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL
OG0006234	LOC108103482|XP_017064476.1|DEUG	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL
OG0006235	LOC108103568|XP_017064582.1|DEUG	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL
OG0006236	LOC108110082|XP_017074459.1|DEUG	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL
OG0006237	LOC108103112|XP_017063969.1|DEUG	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL
OG0006238	LOC108102944|XP_017063704.1|DEUG	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL
OG0006239	LOC108102406|XP_017062850.1|DEUG	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL
OG0006240	LOC108111433|XP_017076389.1|DEUG	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL
OG0006241	LOC108103478|XP_017064469.1|DEUG	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL
OG0006242	LOC108109989|XP_017074312.1|DEUG	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL
OG0006243	LOC108110589|XP_017075178.1|DEUG	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL
OG0006244	LOC108110621|XP_017075211.1|DEUG	LOC109428482|XP_019559803.2|AEAL
OG0006245	LOC108115666|XP_017082718.1|DEUG	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL
OG0006246	LOC108118154|XP_017086201.1|DEUG	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL
OG0006247	LOC108112808|XP_017078590.1|DEUG	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL
OG0006248	LOC108105372|XP_017067437.1|DEUG, LOC108117322|XP_017085182.1|DEUG	LOC109416837|XP_019546467.2|AEAL
OG0006249	LOC108102647|XP_017063261.1|DEUG	LOC109413163|XP_029730095.1|AEAL
OG0006250	LOC108110069|XP_017074439.1|DEUG	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL
OG0006251	LOC108115816|XP_017082896.1|DEUG	LOC109402633|XP_019530882.1|AEAL
OG0006252	LOC108115815|XP_017082895.1|DEUG	LOC109402640|XP_019530889.2|AEAL
OG0006253	LOC108118152|XP_017086198.1|DEUG	LOC109402629|XP_029710542.1|AEAL
OG0006254	LOC108115527|XP_017082518.1|DEUG	LOC109397859|XP_029710861.1|AEAL
OG0006255	LOC108115686|XP_017082743.1|DEUG	LOC109397898|XP_019525780.2|AEAL
OG0006256	LOC108103481|XP_017064475.1|DEUG	LOC109397867|XP_029711467.1|AEAL
OG0006257	LOC108103144|XP_017064005.1|DEUG	LOC109397852|XP_019525726.2|AEAL
OG0006258	LOC108103974|XP_017065241.1|DEUG	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL
OG0006259	LOC108116942|XP_017084579.1|DEUG	LOC109406977|XP_019535543.2|AEAL
OG0006260	LOC108103169|XP_017064044.1|DEUG	LOC109397918|XP_019525804.1|AEAL
OG0006261	LOC108104124|XP_017065515.1|DEUG	LOC109397896|XP_019525779.2|AEAL
OG0006262	LOC108109705|XP_017073823.1|DEUG	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL
OG0006263	LOC108103714|XP_017064800.1|DEUG	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL
OG0006264	LOC108104365|XP_017065865.1|DEUG	LOC109416121|XP_019545634.2|AEAL
OG0006265	LOC108113048|XP_017078967.1|DEUG	LOC109397881|XP_019525762.2|AEAL
OG0006266	LOC108104406|XP_017065942.1|DEUG	LOC109416128|XP_019545639.2|AEAL
OG0006267	LOC108118365|XP_017086523.1|DEUG	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL
OG0006268	LOC108113035|XP_017078955.1|DEUG	LOC109411591|XP_029711118.1|AEAL
OG0006269	LOC108112836|XP_017078636.1|DEUG	LOC109398788|XP_019526730.2|AEAL
OG0006270	LOC108109666|XP_017073734.1|DEUG	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL
OG0006271	LOC108113803|XP_017080000.1|DEUG	LOC109427510|XP_019558608.2|AEAL
OG0006272	LOC108103005|XP_017063812.1|DEUG	LOC109427519|XP_019558618.2|AEAL
OG0006273	LOC108112372|XP_017077691.1|DEUG	LOC109427482|XP_019558579.1|AEAL
OG0006274	LOC108118364|XP_017086522.1|DEUG	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL
OG0006275	LOC108103369|XP_017064304.1|DEUG	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL
OG0006276	LOC108104716|XP_017066426.1|DEUG	LOC109406867|XP_019535414.2|AEAL
OG0006277	LOC108115178|XP_017081991.1|DEUG	LOC109401875|XP_019530016.2|AEAL
OG0006278	LOC108105321|XP_017067301.1|DEUG	LOC109401855|XP_019530003.2|AEAL
OG0006280	LOC108102399|XP_017062831.1|DEUG	LOC109401892|XP_029729175.1|AEAL
OG0006281	LOC108102398|XP_017062830.1|DEUG	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL
OG0006282	LOC108105092|XP_017067012.1|DEUG	LOC109401882|XP_019530030.2|AEAL
OG0006283	LOC108116702|XP_017084208.1|DEUG	LOC109401912|XP_019530072.2|AEAL
OG0006284	LOC108114441|XP_017080923.1|DEUG	LOC109401844|XP_019529998.1|AEAL
OG0006285	LOC108114956|XP_017081639.1|DEUG	LOC109414679|XP_019544054.2|AEAL
OG0006286	LOC108116996|XP_017084650.1|DEUG	LOC109401872|XP_019530013.2|AEAL
OG0006287	LOC108103017|XP_017063831.1|DEUG	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL
OG0006288	LOC108113507|XP_017079588.1|DEUG	LOC109401897|XP_019530052.2|AEAL
OG0006289	LOC108116963|XP_017084608.1|DEUG	LOC109404703|XP_019533172.2|AEAL
OG0006290	LOC108117117|XP_017084838.1|DEUG	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL
OG0006291	LOC108108219|XP_017071679.1|DEUG	LOC109410343|XP_019539437.2|AEAL
OG0006292	LOC108103877|XP_017065093.1|DEUG	LOC109422047|XP_029711770.1|AEAL
OG0006293	LOC108102826|XP_017063504.1|DEUG	LOC109422054|XP_019552233.2|AEAL
OG0006294	LOC108102924|XP_017063667.1|DEUG	LOC109422061|XP_029711420.1|AEAL
OG0006295	LOC108103707|XP_017064792.1|DEUG	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL
OG0006296	LOC108103773|XP_017064890.1|DEUG	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL
OG0006297	LOC108105367|XP_017067382.1|DEUG	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL
OG0006298	LOC108102926|XP_017063673.1|DEUG	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL
OG0006299	LOC108118283|XP_017086367.1|DEUG	LOC109422130|XP_019552308.2|AEAL
OG0006300	LOC108103364|XP_017064299.1|DEUG	LOC109422132|XP_019552315.2|AEAL
OG0006301	LOC108105073|XP_017066985.1|DEUG	LOC115261795|XP_029719542.1|AEAL
OG0006302	LOC108111876|XP_017076993.1|DEUG	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL
OG0006304	LOC108116021|XP_017083197.1|DEUG	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL
