Orthogroup	DEUG.longest_only	BCOP.longest_only
OG0007552	LOC108110491|XP_017075058.1|DEUG	LOC119066218|XP_037024436.1|BCOP
OG0007553	LOC108110544|XP_017075122.1|DEUG	LOC119083274|XP_037048856.1|BCOP
OG0007554	LOC108114450|XP_017080939.1|DEUG	LOC119071641|XP_037032496.1|BCOP
OG0007555	LOC108112471|XP_017077816.1|DEUG	LOC119075523|XP_037037886.1|BCOP
OG0007556	LOC108107492|XP_017070528.1|DEUG	LOC119066114|XP_037024290.1|BCOP
OG0007557	LOC108107396|XP_017070404.1|DEUG	LOC119074241|XP_037036158.1|BCOP
OG0007558	LOC108106492|XP_017069061.1|DEUG	LOC119071901|XP_037032901.1|BCOP
OG0007559	LOC108111157|XP_017076016.1|DEUG	LOC119085112|XP_037051265.1|BCOP
OG0007560	LOC108114525|XP_017081045.1|DEUG	LOC119085945|XP_037052394.1|BCOP
OG0007561	LOC108108609|XP_017072196.1|DEUG	LOC119070673|XP_037031007.1|BCOP
OG0007562	LOC108114378|XP_017080820.1|DEUG	LOC119066841|XP_037025401.1|BCOP
OG0007563	LOC108108634|XP_017072224.1|DEUG	LOC119083169|XP_037048723.1|BCOP
OG0007564	LOC108114572|XP_017081112.1|DEUG	LOC119071615|XP_037032449.1|BCOP
OG0007565	LOC108113746|XP_017079928.1|DEUG	LOC119070125|XP_037030340.1|BCOP
OG0007566	LOC108106470|XP_017069032.1|DEUG	LOC119076249|XP_037038810.1|BCOP
OG0007567	LOC108116016|XP_017083190.1|DEUG	LOC119067474|XP_037026370.1|BCOP
OG0007568	LOC108111966|XP_017077160.1|DEUG	LOC119082249|XP_037047606.1|BCOP
OG0007569	LOC108109195|XP_017073117.1|DEUG	LOC119082584|XP_037048017.1|BCOP
OG0007570	LOC108111964|XP_017077156.1|DEUG	LOC119082690|XP_037048158.1|BCOP
OG0007571	LOC108111965|XP_017077157.1|DEUG	LOC119082703|XP_037048176.1|BCOP
OG0007572	LOC108115496|XP_017082471.1|DEUG	LOC119072260|XP_037033344.1|BCOP
OG0007573	LOC108113047|XP_017078966.1|DEUG	LOC119066186|XP_037024383.1|BCOP
OG0007574	LOC108107357|XP_017070346.1|DEUG	LOC119082036|XP_037047254.1|BCOP
OG0007575	LOC108112937|XP_017078819.1|DEUG	LOC119070661|XP_037030986.1|BCOP
OG0007576	LOC108117593|XP_017085586.1|DEUG	LOC119074599|XP_037036740.1|BCOP
OG0007577	LOC108117159|XP_017084921.1|DEUG	LOC119084047|XP_037049778.1|BCOP
OG0007578	LOC108117527|XP_017085658.1|DEUG	LOC119066631|XP_037025087.1|BCOP
OG0007579	LOC108104588|XP_017066240.1|DEUG	LOC119067398|XP_037026237.1|BCOP
OG0007580	LOC108118206|XP_017086262.1|DEUG	LOC119066013|XP_037024125.1|BCOP
OG0007581	LOC108118443|XP_017086640.1|DEUG	LOC119072272|XP_037033359.1|BCOP
OG0007582	LOC108113769|XP_017079956.1|DEUG	LOC119071322|XP_037032102.1|BCOP
OG0007583	LOC108113201|XP_017079221.1|DEUG	LOC119066884|XP_037025467.1|BCOP
OG0007584	LOC108105027|XP_017066913.1|DEUG	LOC119076004|XP_037038472.1|BCOP
OG0007585	LOC108108152|XP_017071571.1|DEUG	LOC119074864|XP_037037080.1|BCOP
OG0007586	LOC108105869|XP_017068134.1|DEUG	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP
OG0007587	LOC108109094|XP_017072965.1|DEUG	LOC119078321|XP_037041721.1|BCOP
OG0007588	LOC108115189|XP_017081998.1|DEUG	LOC119082269|XP_037047631.1|BCOP
OG0007589	LOC108103461|XP_017064444.1|DEUG	LOC119068451|XP_037027925.1|BCOP
OG0007590	LOC108105934|XP_017068205.1|DEUG	LOC119086036|XP_037052505.1|BCOP
OG0007591	LOC108104817|XP_017066590.1|DEUG	LOC119072631|XP_037033770.1|BCOP
OG0007592	LOC108112873|XP_017078692.1|DEUG	LOC119076671|XP_037039460.1|BCOP
OG0007593	LOC108103357|XP_017064292.1|DEUG	LOC119080481|XP_037044761.1|BCOP
OG0007594	LOC108104798|XP_017066558.1|DEUG	LOC119071020|XP_037031515.1|BCOP
OG0007595	LOC108109296|XP_017073279.1|DEUG	LOC119078784|XP_037042391.1|BCOP
OG0007596	LOC108109811|XP_017074024.1|DEUG	LOC119081265|XP_037045901.1|BCOP
OG0007597	LOC108108633|XP_017072223.1|DEUG	LOC119071808|XP_037032768.1|BCOP
OG0007598	LOC108113068|XP_017078998.1|DEUG	LOC119071781|XP_037032734.1|BCOP
OG0007599	LOC108113869|XP_017080071.1|DEUG	LOC119070996|XP_037031485.1|BCOP
OG0007600	LOC108108557|XP_017072127.1|DEUG	LOC119071018|XP_037031512.1|BCOP
OG0007601	LOC108118188|XP_017086236.1|DEUG	LOC119072403|XP_037033515.1|BCOP
OG0007602	LOC108108798|XP_017072467.1|DEUG	LOC119082825|XP_037048371.1|BCOP
OG0007603	LOC108108796|XP_017072463.1|DEUG	LOC119072194|XP_037033259.1|BCOP
OG0007604	LOC108104698|XP_017066398.1|DEUG	LOC119077783|XP_037040986.1|BCOP
OG0007605	LOC108108706|XP_017072300.1|DEUG	LOC119082722|XP_037048198.1|BCOP
OG0007606	LOC108114390|XP_017080846.1|DEUG	LOC119084597|XP_037050541.1|BCOP
OG0007607	LOC108113585|XP_017079717.1|DEUG	LOC119071192|XP_037031861.1|BCOP
OG0007608	LOC108114201|XP_017080508.1|DEUG	LOC119066945|XP_037025559.1|BCOP
OG0007609	LOC108102967|XP_017063757.1|DEUG	LOC119066934|XP_037025542.1|BCOP
OG0007610	LOC108104877|XP_017066693.1|DEUG	LOC119070665|XP_037030994.1|BCOP
OG0007611	LOC108102321|XP_017062586.1|DEUG	LOC119081003|XP_037045572.1|BCOP
OG0007612	LOC108104845|XP_017066649.1|DEUG	LOC119071105|XP_037031642.1|BCOP
OG0007613	LOC108109095|XP_017072967.1|DEUG	LOC119074273|XP_037036190.1|BCOP
OG0007614	LOC108107740|XP_017070888.1|DEUG	LOC119076951|XP_037039899.1|BCOP
OG0007615	LOC108117357|XP_017085225.1|DEUG	LOC119082556|XP_037047968.1|BCOP
OG0007616	LOC108116015|XP_017083189.1|DEUG	LOC119069594|XP_037029579.1|BCOP
OG0007617	LOC108118220|XP_017086285.1|DEUG	LOC119071153|XP_037031794.1|BCOP
OG0007618	LOC108105925|XP_017068195.1|DEUG	LOC119071346|XP_037032128.1|BCOP
OG0007619	LOC108104014|XP_017065331.1|DEUG	LOC119071209|XP_037031899.1|BCOP
OG0007620	LOC108105991|XP_017068314.1|DEUG	LOC119070877|XP_037031288.1|BCOP
OG0007622	LOC108108489|XP_017072033.1|DEUG	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC108114356|XP_017080787.1|DEUG	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC108113958|XP_017080160.1|DEUG	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC108114458|XP_017080949.1|DEUG	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC108102866|XP_017063561.1|DEUG	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC108102831|XP_017063510.1|DEUG	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC108118553|XP_017086794.1|DEUG	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC108109828|XP_017074053.1|DEUG	LOC119070302|XP_037030463.1|BCOP
OG0007630	LOC108117077|XP_017084739.1|DEUG	LOC119085723|XP_037052067.1|BCOP
OG0007631	LOC108115880|XP_017083009.1|DEUG	LOC119067824|XP_037026883.1|BCOP
OG0007632	LOC108104701|XP_017066405.1|DEUG	LOC119079681|XP_037043633.1|BCOP
OG0007633	LOC108105670|XP_017067859.1|DEUG	LOC119071501|XP_037032254.1|BCOP
OG0007635	LOC108105870|XP_017068135.1|DEUG	LOC119076977|XP_037039973.1|BCOP
OG0007637	LOC108118275|XP_017086361.1|DEUG	LOC119075303|XP_037037609.1|BCOP
OG0007638	LOC108102435|XP_017062901.1|DEUG	LOC119069631|XP_037029628.1|BCOP
OG0007639	LOC108105082|XP_017066994.1|DEUG	LOC119076548|XP_037039239.1|BCOP
OG0007640	LOC108104801|XP_017066563.1|DEUG	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP
OG0007642	LOC108106509|XP_017069092.1|DEUG	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP
OG0007643	LOC108110677|XP_017075291.1|DEUG, LOC108116438|XP_017083833.1|DEUG	LOC119076163|XP_037038743.1|BCOP
OG0007644	LOC108109381|XP_017073363.1|DEUG	LOC119077913|XP_037041183.1|BCOP
OG0007664	LOC108111650|XP_017076670.1|DEUG	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC108104317|XP_017065790.1|DEUG	LOC119083291|XP_037048883.1|BCOP
OG0007666	LOC108104305|XP_017065769.1|DEUG	LOC119069059|XP_037028828.1|BCOP
OG0007667	LOC108112638|XP_017078242.1|DEUG	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC108106138|XP_017068519.1|DEUG	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC108102403|XP_017062838.1|DEUG	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC108102402|XP_017062837.1|DEUG	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC108118087|XP_017086123.1|DEUG	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC108118521|XP_017086756.1|DEUG	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC108115808|XP_017082886.1|DEUG	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC108118350|XP_017086481.1|DEUG	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC108102968|XP_017063758.1|DEUG	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC108109945|XP_017074240.1|DEUG	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC108103709|XP_017064795.1|DEUG	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC108102985|XP_017063784.1|DEUG	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC108102921|XP_017063661.1|DEUG	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC108110763|XP_017075467.1|DEUG	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC108117281|XP_017085124.1|DEUG	LOC119080411|XP_037044643.1|BCOP
OG0007682	LOC108103956|XP_017065208.1|DEUG	LOC119069894|XP_037029989.1|BCOP
OG0007683	LOC108105043|XP_017066936.1|DEUG	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC108103010|XP_017063823.1|DEUG	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC108115205|XP_017082030.1|DEUG	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC108102937|XP_017063689.1|DEUG	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC108110312|XP_017074815.1|DEUG	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC108116622|XP_017084088.1|DEUG	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC108109717|XP_017073838.1|DEUG	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC108102953|XP_017063720.1|DEUG	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC108116084|XP_017083290.1|DEUG	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC108118371|XP_017086529.1|DEUG	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC108103578|XP_017064591.1|DEUG	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC108118221|XP_017086288.1|DEUG	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC108103212|XP_017064095.1|DEUG	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC108108440|XP_017071982.1|DEUG	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC108107918|XP_017071228.1|DEUG	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC108103898|XP_017065131.1|DEUG	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC108104967|XP_017066824.1|DEUG	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC108103647|XP_017064692.1|DEUG	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC108103226|XP_017064116.1|DEUG	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC108105529|XP_017067648.1|DEUG	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC108110333|XP_017074852.1|DEUG	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC108104214|XP_017065646.1|DEUG	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC108109994|XP_017074319.1|DEUG	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC108102955|XP_017063727.1|DEUG	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC108110026|XP_017074359.1|DEUG	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC108118385|XP_017086549.1|DEUG	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC108102938|XP_017063692.1|DEUG	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC108103471|XP_017064460.1|DEUG	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC108110075|XP_017074448.1|DEUG	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC108104383|XP_017065907.1|DEUG	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC108102906|XP_017063618.1|DEUG	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC108110120|XP_017074514.1|DEUG	LOC119070395|XP_037030609.1|BCOP
OG0007717	LOC108104226|XP_017065662.1|DEUG	LOC119067538|XP_037026489.1|BCOP
OG0007718	LOC108117673|XP_017085690.1|DEUG	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC108103681|XP_017064748.1|DEUG	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC108103699|XP_017064784.1|DEUG	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC108109687|XP_017073777.1|DEUG	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC108109651|XP_017073717.1|DEUG	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC108103173|XP_017064047.1|DEUG	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC108111224|XP_017076115.1|DEUG	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC108118379|XP_017086542.1|DEUG	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC108104349|XP_017065844.1|DEUG	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC108118361|XP_017086517.1|DEUG	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC108109985|XP_017074308.1|DEUG	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC108103234|XP_017064123.1|DEUG	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC108108276|XP_017071765.1|DEUG	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC108109690|XP_017073787.1|DEUG	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC108103991|XP_017065268.1|DEUG	LOC119069152|XP_037028952.1|BCOP
OG0007734	LOC108103967|XP_017065230.1|DEUG	LOC119067213|XP_037025952.1|BCOP
OG0007735	LOC108117426|XP_017085328.1|DEUG	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC108102441|XP_017062924.1|DEUG	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC108117161|XP_017084923.1|DEUG	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC108115636|XP_017082677.1|DEUG	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC108118302|XP_017086402.1|DEUG	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC108109754|XP_017073912.1|DEUG	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC108104351|XP_017065845.1|DEUG	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC108102981|XP_017063779.1|DEUG	LOC119070344|XP_037030529.1|BCOP
OG0007743	LOC108116092|XP_017083299.1|DEUG	LOC119068246|XP_037027672.1|BCOP
OG0007745	LOC108116886|XP_017084474.1|DEUG	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC108109588|XP_017073654.1|DEUG	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC108105360|XP_017067375.1|DEUG	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC108109716|XP_017073837.1|DEUG	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC108103650|XP_017064696.1|DEUG	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC108113499|XP_017079575.1|DEUG	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC108111070|XP_017075889.1|DEUG	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC108112646|XP_017078254.1|DEUG	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC108103157|XP_017064027.1|DEUG	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC108117255|XP_017085097.1|DEUG	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC108117239|XP_017085067.1|DEUG	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC108116668|XP_017084157.1|DEUG	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC108103713|XP_017064799.1|DEUG	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC108107050|XP_017069901.1|DEUG	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC108111391|XP_017076315.1|DEUG	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC108110106|XP_017074490.1|DEUG	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC108117703|XP_017085737.1|DEUG	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC108117701|XP_017085728.1|DEUG	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC108111205|XP_017076091.1|DEUG	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC108117416|XP_017085314.1|DEUG	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC108117419|XP_017085319.1|DEUG	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC108116973|XP_017084621.1|DEUG	LOC119069847|XP_037029912.1|BCOP
OG0007767	LOC108102377|XP_017062790.1|DEUG	LOC119081005|XP_037045580.1|BCOP
OG0007768	LOC108110110|XP_017074496.1|DEUG	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC108110012|XP_017074337.1|DEUG	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC108106194|XP_017068610.1|DEUG	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC108105859|XP_017068122.1|DEUG	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC108104389|XP_017065917.1|DEUG	LOC119069501|XP_037029468.1|BCOP
OG0007773	LOC108113434|XP_017079487.1|DEUG	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP
OG0007774	LOC108104891|XP_017066710.1|DEUG	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC108102928|XP_017063675.1|DEUG	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC108109974|XP_017074283.1|DEUG	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC108102998|XP_017063804.1|DEUG	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC108105107|XP_017067030.1|DEUG	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC108114668|XP_017081235.1|DEUG	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC108103334|XP_017064259.1|DEUG	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC108117705|XP_017085741.1|DEUG	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC108110409|XP_017074965.1|DEUG	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC108103219|XP_017064106.1|DEUG	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC108114975|XP_017081684.1|DEUG	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC108117499|XP_017085472.1|DEUG	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC108110526|XP_017075096.1|DEUG	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC108111340|XP_017076257.1|DEUG	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC108110218|XP_017074689.1|DEUG, LOC108110023|XP_017074399.1|DEUG	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC108115984|XP_017083132.1|DEUG	LOC119067874|XP_037027035.1|BCOP
OG0007791	LOC108115855|XP_017082965.1|DEUG	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP
OG0007792	LOC108105055|XP_017066960.1|DEUG	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC108116359|XP_017083672.1|DEUG	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC108103754|XP_017064854.1|DEUG	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC108103717|XP_017064802.1|DEUG	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC108113747|XP_017079929.1|DEUG	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC108111372|XP_017076293.1|DEUG	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC108111373|XP_017076294.1|DEUG	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC108115628|XP_017082668.1|DEUG	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC108113766|XP_017079953.1|DEUG	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC108109854|XP_017074120.1|DEUG	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC108117026|XP_017084684.1|DEUG	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC108116999|XP_017084656.1|DEUG	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC108117716|XP_017085761.1|DEUG	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC108117715|XP_017085760.1|DEUG	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC108113678|XP_017079843.1|DEUG	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC108105075|XP_017066988.1|DEUG	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC108111049|XP_017075867.1|DEUG	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC108117502|XP_017085471.1|DEUG	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC108117625|XP_017085644.1|DEUG	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC108117521|XP_017085506.1|DEUG	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC108117619|XP_017085634.1|DEUG	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC108103177|XP_017064052.1|DEUG	LOC119069315|XP_037029262.1|BCOP
OG0007817	LOC108115359|XP_017082274.1|DEUG	LOC119076246|XP_037038804.1|BCOP
OG0007818	LOC108116697|XP_017084200.1|DEUG	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC108105033|XP_017066921.1|DEUG	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC108105211|XP_017067155.1|DEUG	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC108111364|XP_017076286.1|DEUG	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC108116865|XP_017084421.1|DEUG	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC108115987|XP_017083136.1|DEUG	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC108109740|XP_017073887.1|DEUG	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC108107781|XP_017070966.1|DEUG	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC108115004|XP_017081734.1|DEUG	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC108116821|XP_017084360.1|DEUG	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC108110052|XP_017074417.1|DEUG	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC108109706|XP_017073824.1|DEUG	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC108103652|XP_017064698.1|DEUG	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC108113776|XP_017079964.1|DEUG	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC108115282|XP_017082131.1|DEUG	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC108103154|XP_017064021.1|DEUG	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC108111445|XP_017076403.1|DEUG	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC108116019|XP_017083194.1|DEUG	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC108115955|XP_017083081.1|DEUG	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC108112253|XP_017077564.1|DEUG	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC108103696|XP_017064781.1|DEUG	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC108116691|XP_017084194.1|DEUG	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC108116692|XP_017084195.1|DEUG	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC108110275|XP_017074754.1|DEUG	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC108110264|XP_017074744.1|DEUG	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC108115778|XP_017082838.1|DEUG	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC108111807|XP_017076897.1|DEUG	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC108115954|XP_017083080.1|DEUG	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC108116687|XP_017084189.1|DEUG	LOC119082558|XP_037047979.1|BCOP
OG0007855	LOC108108367|XP_017071903.1|DEUG	LOC119067194|XP_037025920.1|BCOP
OG0007856	LOC108116693|XP_017084196.1|DEUG	LOC119067463|XP_037026344.1|BCOP
OG0007857	LOC108116672|XP_017084158.1|DEUG	LOC119070457|XP_037030707.1|BCOP
OG0007858	LOC108106104|XP_017068467.1|DEUG	LOC119074395|XP_037036410.1|BCOP
OG0007859	LOC108103134|XP_017063993.1|DEUG	LOC119080612|XP_037044909.1|BCOP
OG0007860	LOC108116420|XP_017083796.1|DEUG	LOC119070507|XP_037030759.1|BCOP
OG0007861	LOC108116301|XP_017083579.1|DEUG	LOC119070615|XP_037030938.1|BCOP
OG0007862	LOC108111319|XP_017076203.1|DEUG	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP
OG0007863	LOC108118407|XP_017086571.1|DEUG	LOC119066732|XP_037025248.1|BCOP
OG0007864	LOC108109526|XP_017073575.1|DEUG	LOC119067416|XP_037026265.1|BCOP
OG0007865	LOC108114432|XP_017080912.1|DEUG	LOC119070561|XP_037030864.1|BCOP
OG0007867	LOC108115698|XP_017082757.1|DEUG	LOC119075684|XP_037038094.1|BCOP
OG0007868	LOC108113699|XP_017079864.1|DEUG	LOC119069885|XP_037029957.1|BCOP
OG0007869	LOC108103207|XP_017064086.1|DEUG	LOC119067673|XP_037026675.1|BCOP
OG0007871	LOC108110097|XP_017074481.1|DEUG	LOC119073700|XP_037035195.1|BCOP
OG0007872	LOC108102737|XP_017063374.1|DEUG	LOC119080393|XP_037044607.1|BCOP
OG0007874	LOC108104429|XP_017065973.1|DEUG	LOC119078928|XP_037042565.1|BCOP
OG0007875	LOC108112166|XP_017077428.1|DEUG	LOC119075655|XP_037038049.1|BCOP
OG0007876	LOC108103273|XP_017064174.1|DEUG	LOC119067690|XP_037026707.1|BCOP
OG0007877	LOC108110022|XP_017074355.1|DEUG	LOC119073250|XP_037034497.1|BCOP
OG0007878	LOC108109253|XP_017073225.1|DEUG	LOC119081846|XP_037046983.1|BCOP
OG0007879	LOC108108545|XP_017072108.1|DEUG	LOC119080656|XP_037044968.1|BCOP
