Orthogroup	DEUG.longest_only	CQUI.longest_only
OG0006659	LOC108108170|XP_017071601.1|DEUG	LOC6043712|XP_038119008.1|CQUI
OG0006660	LOC108108112|XP_017071511.1|DEUG	LOC6049802|XP_038122077.1|CQUI
OG0006661	LOC108107808|XP_017071027.1|DEUG	LOC6053906|XP_038115654.1|CQUI
OG0006662	LOC108102640|XP_017063250.1|DEUG	LOC6044060|XP_038121720.1|CQUI
OG0006663	LOC108114490|XP_017080999.1|DEUG	LOC6047531|XP_038115090.1|CQUI
OG0006664	LOC108115671|XP_017082725.1|DEUG	LOC6035307|XP_001845524.2|CQUI
OG0006665	LOC108104727|XP_017066449.1|DEUG	LOC119769907|XP_038119658.1|CQUI
OG0006666	LOC108109250|XP_017073221.1|DEUG	LOC6049351|XP_001866124.2|CQUI
OG0006667	LOC108114560|XP_017081099.1|DEUG	LOC6048046|XP_001865018.2|CQUI
OG0006668	LOC108109129|XP_017073014.1|DEUG	LOC6051541|XP_001867969.1|CQUI
OG0006669	LOC108107899|XP_017071190.1|DEUG	LOC6044584|XP_001862064.2|CQUI
OG0006670	LOC108107580|XP_017070629.1|DEUG	LOC6044575|XP_001862065.1|CQUI
OG0006671	LOC108107958|XP_017071286.1|DEUG	LOC6040318|XP_038118531.1|CQUI
OG0006672	LOC108109821|XP_017074041.1|DEUG	LOC6044571|XP_038120372.1|CQUI
OG0006673	LOC108108008|XP_017071353.1|DEUG	LOC6044585|XP_001862069.2|CQUI
OG0006674	LOC108104677|XP_017066357.1|DEUG	LOC6031024|XP_038121248.1|CQUI
OG0006675	LOC108107908|XP_017071214.1|DEUG	LOC6031023|XP_001841875.1|CQUI
OG0006676	LOC108107864|XP_017071122.1|DEUG	LOC6031048|XP_001841897.1|CQUI
OG0006677	LOC108109806|XP_017074014.1|DEUG	LOC6031050|XP_038119718.1|CQUI
OG0006678	LOC108114203|XP_017080511.1|DEUG	LOC6031060|XP_001841909.1|CQUI
OG0006679	LOC108107874|XP_017071146.1|DEUG	LOC119770544|XP_038121524.1|CQUI
OG0006680	LOC108111293|XP_017076171.1|DEUG	LOC6034064|XP_038117953.1|CQUI
OG0006681	LOC108107957|XP_017071284.1|DEUG	LOC6034073|XP_001844448.1|CQUI
OG0006682	LOC108108109|XP_017071508.1|DEUG	LOC6034074|XP_038117773.1|CQUI
OG0006683	LOC108107608|XP_017070662.1|DEUG	LOC119769436|XP_038117775.1|CQUI
OG0006684	LOC108109805|XP_017074012.1|DEUG	LOC6034079|XP_038117614.1|CQUI
OG0006685	LOC108104885|XP_017066707.1|DEUG	LOC6034089|XP_001844458.1|CQUI
OG0006686	LOC108114105|XP_017080353.1|DEUG	LOC6034096|XP_038121360.1|CQUI
OG0006687	LOC108106057|XP_017068404.1|DEUG	LOC6031019|XP_001841871.1|CQUI, LOC6031020|XP_001841872.1|CQUI
OG0006688	LOC108107600|XP_017070653.1|DEUG	LOC6031007|XP_001841860.2|CQUI
OG0006689	LOC108102785|XP_017063435.1|DEUG	LOC6042817|XP_001870815.1|CQUI
OG0006690	LOC108117328|XP_017085191.1|DEUG	LOC6044080|XP_038120451.1|CQUI
OG0006691	LOC108107963|XP_017071292.1|DEUG	LOC6044064|XP_001861635.2|CQUI
OG0006692	LOC108102851|XP_017063537.1|DEUG	LOC6044066|XP_038118147.1|CQUI
OG0006694	LOC108103310|XP_017064222.1|DEUG	LOC6047004|XP_038117893.1|CQUI
OG0006695	LOC108109827|XP_017074052.1|DEUG	LOC6044970|XP_038118723.1|CQUI
OG0006696	LOC108113479|XP_017079551.1|DEUG	LOC6044962|XP_038121567.1|CQUI
OG0006697	LOC108117363|XP_017085232.1|DEUG	LOC6044664|XP_038115254.1|CQUI
OG0006698	LOC108114494|XP_017081001.1|DEUG	LOC6044662|XP_001862141.1|CQUI
OG0006699	LOC108108004|XP_017071347.1|DEUG	LOC6045676|XP_038118464.1|CQUI
OG0006700	LOC108117371|XP_017085245.1|DEUG	LOC6045668|XP_001862987.2|CQUI
OG0006701	LOC108113300|XP_017079340.1|DEUG	LOC6047367|XP_001864439.2|CQUI
OG0006702	LOC108104691|XP_017066386.1|DEUG	LOC6038822|XP_038114518.1|CQUI
OG0006703	LOC108114192|XP_017080492.1|DEUG	LOC6038795|XP_001848518.2|CQUI
OG0006704	LOC108114193|XP_017080493.1|DEUG	LOC6038796|XP_001848519.1|CQUI
OG0006705	LOC108104533|XP_017066152.1|DEUG	LOC6043702|XP_038119812.1|CQUI
OG0006706	LOC108107478|XP_017070513.1|DEUG	LOC6052331|XP_001868622.2|CQUI
OG0006707	LOC108109153|XP_017073059.1|DEUG	LOC6038671|XP_038120755.1|CQUI
OG0006708	LOC108105078|XP_017066991.1|DEUG	LOC6043710|XP_038120611.1|CQUI
OG0006709	LOC108103942|XP_017065191.1|DEUG	LOC6043638|XP_001861012.2|CQUI
OG0006710	LOC108114231|XP_017080586.1|DEUG	LOC6053063|XP_038121216.1|CQUI
OG0006711	LOC108114230|XP_017080585.1|DEUG	LOC6040596|XP_038121221.1|CQUI
OG0006712	LOC108107726|XP_017070852.1|DEUG	LOC6044640|XP_038121652.1|CQUI
OG0006713	LOC108114644|XP_017081204.1|DEUG	LOC6044644|XP_038115795.1|CQUI
OG0006714	LOC108114642|XP_017081200.1|DEUG	LOC6044643|XP_001862125.2|CQUI
OG0006715	LOC108114626|XP_017081182.1|DEUG	LOC6042838|XP_001870835.2|CQUI
OG0006716	LOC108110966|XP_017075754.1|DEUG	LOC6042835|XP_038118175.1|CQUI
OG0006717	LOC108108220|XP_017071676.1|DEUG	LOC6042836|XP_001870833.1|CQUI
OG0006718	LOC108107825|XP_017071064.1|DEUG	LOC6044577|XP_001862070.1|CQUI
OG0006719	LOC108113985|XP_017080217.1|DEUG	LOC6039535|XP_038121609.1|CQUI
OG0006720	LOC108108540|XP_017072103.1|DEUG	LOC6039549|XP_038121620.1|CQUI
OG0006721	LOC108107984|XP_017071316.1|DEUG	LOC6037615|XP_001847506.2|CQUI
OG0006722	LOC108114712|XP_017081303.1|DEUG	LOC119770118|XP_038120366.1|CQUI
OG0006723	LOC108106980|XP_017069804.1|DEUG	LOC119769396|XP_038117488.1|CQUI
OG0006724	LOC108117547|XP_017085545.1|DEUG	LOC6052419|XP_038119680.1|CQUI
OG0006725	LOC108117531|XP_017085519.1|DEUG	LOC119770431|XP_038121255.1|CQUI
OG0006726	LOC108111670|XP_017076692.1|DEUG	LOC6042228|XP_038121256.1|CQUI
OG0006727	LOC108117529|XP_017085515.1|DEUG	LOC119769401|XP_038117521.1|CQUI
OG0006728	LOC108108293|XP_017071786.1|DEUG	LOC6047339|XP_038120621.1|CQUI
OG0006730	LOC108112742|XP_017078469.1|DEUG	LOC6042307|XP_001851437.1|CQUI
OG0006731	LOC108107093|XP_017069962.1|DEUG	LOC6042308|XP_038118870.1|CQUI
OG0006732	LOC108109770|XP_017073933.1|DEUG	LOC119770834|XP_038122319.1|CQUI
OG0006736	LOC108108010|XP_017071355.1|DEUG	LOC6051588|XP_001868007.1|CQUI
OG0006737	LOC108108582|XP_017072166.1|DEUG	LOC6048905|XP_001865745.2|CQUI
OG0006738	LOC108106247|XP_017068702.1|DEUG	LOC6050238|XP_001866877.2|CQUI
OG0006739	LOC108107782|XP_017070967.1|DEUG	LOC6048911|XP_001865752.2|CQUI
OG0006740	LOC108109884|XP_017074175.1|DEUG	LOC6048914|XP_001865755.2|CQUI
OG0006741	LOC108109883|XP_017074173.1|DEUG	LOC6048915|XP_038115724.1|CQUI
OG0006742	LOC108116392|XP_017083743.1|DEUG	LOC6041103|XP_001850410.2|CQUI
OG0006743	LOC108110971|XP_017075761.1|DEUG	LOC6044397|XP_038114507.1|CQUI
OG0006745	LOC108111504|XP_017076506.1|DEUG	LOC6044838|XP_038117903.1|CQUI
OG0006747	LOC108109904|XP_017074199.1|DEUG	LOC6039422|XP_038116393.1|CQUI
OG0006748	LOC108105519|XP_017067634.1|DEUG	LOC6051395|XP_038118261.1|CQUI
OG0006749	LOC108113868|XP_017080074.1|DEUG	LOC6036260|XP_038118766.1|CQUI
OG0006750	LOC108103864|XP_017065065.1|DEUG	LOC6036257|XP_001846325.1|CQUI
OG0006752	LOC108107632|XP_017070691.1|DEUG	LOC6045943|XP_038118866.1|CQUI
OG0006753	LOC108107583|XP_017070633.1|DEUG	LOC6045934|XP_038119842.1|CQUI
OG0006754	LOC108104648|XP_017066317.1|DEUG	LOC6040217|XP_038122405.1|CQUI
OG0006755	LOC108104710|XP_017066418.1|DEUG	LOC6040210|XP_001849656.2|CQUI
OG0006756	LOC108108195|XP_017071636.1|DEUG	LOC6052207|XP_001868507.2|CQUI
OG0006757	LOC108107671|XP_017070748.1|DEUG	LOC6046556|XP_001863736.1|CQUI
OG0006758	LOC108107625|XP_017070683.1|DEUG	LOC6046568|XP_001863745.2|CQUI
OG0006759	LOC108108024|XP_017071377.1|DEUG	LOC6046567|XP_038118784.1|CQUI
OG0006760	LOC108114211|XP_017080519.1|DEUG	LOC6046570|XP_038118785.1|CQUI
OG0006761	LOC108115396|XP_017082320.1|DEUG	LOC6052028|XP_001868362.1|CQUI
OG0006762	LOC108117695|XP_017085721.1|DEUG	LOC6041083|XP_038122083.1|CQUI
OG0006763	LOC108113280|XP_017079318.1|DEUG	LOC6043967|XP_038121479.1|CQUI
OG0006764	LOC108106605|XP_017069285.1|DEUG	LOC6043961|XP_038117862.1|CQUI
OG0006765	LOC108113219|XP_017079245.1|DEUG	LOC6043965|XP_001861543.2|CQUI
OG0006766	LOC108102824|XP_017063502.1|DEUG	LOC6047381|XP_038115647.1|CQUI
OG0006767	LOC108114522|XP_017081040.1|DEUG	LOC6050315|XP_038115642.1|CQUI
OG0006768	LOC108114520|XP_017081033.1|DEUG	LOC6050161|XP_001866813.1|CQUI
OG0006769	LOC108114521|XP_017081039.1|DEUG	LOC6050160|XP_001866812.1|CQUI
OG0006770	LOC108107656|XP_017070731.1|DEUG	LOC6036572|XP_001846604.2|CQUI
OG0006772	LOC108112185|XP_017077486.1|DEUG	LOC6050883|XP_038116535.1|CQUI
OG0006773	LOC108107744|XP_017070895.1|DEUG	LOC6046558|XP_038116159.1|CQUI
OG0006774	LOC108108755|XP_017072403.1|DEUG	LOC6041244|XP_038114611.1|CQUI
OG0006775	LOC108114409|XP_017080873.1|DEUG	LOC6041248|XP_001850538.2|CQUI
OG0006776	LOC108108132|XP_017071541.1|DEUG	LOC6041250|XP_001850540.2|CQUI
OG0006777	LOC108114412|XP_017080876.1|DEUG	LOC6041251|XP_001850541.1|CQUI
OG0006779	LOC108102855|XP_017063541.1|DEUG	LOC6041255|XP_001850545.2|CQUI
OG0006780	LOC108104916|XP_017066753.1|DEUG	LOC6041256|XP_038118189.1|CQUI
OG0006781	LOC108108014|XP_017071358.1|DEUG	LOC6041268|XP_038114782.1|CQUI
OG0006782	LOC108102773|XP_017063422.1|DEUG	LOC6041273|XP_038114787.1|CQUI
OG0006783	LOC108112518|XP_017077900.1|DEUG	LOC6044694|XP_038120250.1|CQUI
OG0006784	LOC108107788|XP_017070980.1|DEUG	LOC6050317|XP_038115935.1|CQUI
OG0006785	LOC108113206|XP_017079228.1|DEUG	LOC6050316|XP_001866946.2|CQUI
OG0006786	LOC108113151|XP_017079149.1|DEUG	LOC6054413|XP_038115283.1|CQUI
OG0006787	LOC108114567|XP_017081106.1|DEUG	LOC6050636|XP_038114830.1|CQUI
OG0006788	LOC108114569|XP_017081109.1|DEUG	LOC6054512|XP_038114835.1|CQUI
OG0006789	LOC108103479|XP_017064471.1|DEUG	LOC119768637|XP_038114833.1|CQUI
OG0006790	LOC108110871|XP_017075606.1|DEUG	LOC119768638|XP_038114836.1|CQUI
OG0006791	LOC108107729|XP_017070866.1|DEUG	LOC6036543|XP_038117119.1|CQUI
OG0006792	LOC108114118|XP_017080379.1|DEUG	LOC6036111|XP_001846204.2|CQUI
OG0006793	LOC108114312|XP_017080712.1|DEUG	LOC6036220|XP_001846295.2|CQUI
OG0006794	LOC108106641|XP_017069342.1|DEUG	LOC6036216|XP_001846291.2|CQUI
OG0006795	LOC108108215|XP_017071672.1|DEUG	LOC6036212|XP_038120747.1|CQUI
OG0006796	LOC108108807|XP_017072480.1|DEUG	LOC6036211|XP_001846286.2|CQUI
OG0006797	LOC108110899|XP_017075647.1|DEUG	LOC6036209|XP_001846284.2|CQUI
OG0006799	LOC108114163|XP_017080443.1|DEUG	LOC6035613|XP_038115050.1|CQUI
OG0006800	LOC108105961|XP_017068249.1|DEUG	LOC6033538|XP_038117693.1|CQUI
OG0006801	LOC108103176|XP_017064051.1|DEUG	LOC6038397|XP_038119107.1|CQUI
OG0006802	LOC108113106|XP_017079070.1|DEUG	LOC6038388|XP_038116244.1|CQUI
OG0006803	LOC108106619|XP_017069307.1|DEUG	LOC6038387|XP_038116242.1|CQUI
OG0006804	LOC108114690|XP_017081271.1|DEUG	LOC6038247|XP_038118230.1|CQUI
OG0006805	LOC108113193|XP_017079209.1|DEUG	LOC6038246|XP_038118197.1|CQUI
OG0006806	LOC108114426|XP_017080903.1|DEUG	LOC6040606|XP_038117802.1|CQUI
OG0006807	LOC108108759|XP_017072410.1|DEUG	LOC6052497|XP_038118841.1|CQUI
OG0006808	LOC108104590|XP_017066242.1|DEUG	LOC6036429|XP_038119231.1|CQUI
OG0006809	LOC108107621|XP_017070679.1|DEUG	LOC6036406|XP_001846459.2|CQUI
OG0006810	LOC108114404|XP_017080866.1|DEUG	LOC6036405|XP_038118039.1|CQUI
OG0006811	LOC108113539|XP_017079623.1|DEUG	LOC6036530|XP_001846575.2|CQUI
OG0006812	LOC108109859|XP_017074127.1|DEUG	LOC6036524|XP_038119194.1|CQUI
OG0006813	LOC108116878|XP_017084461.1|DEUG	LOC6035468|XP_001845653.2|CQUI
OG0006814	LOC108107901|XP_017071193.1|DEUG	LOC6041977|XP_001851152.1|CQUI
OG0006815	LOC108107921|XP_017071232.1|DEUG	LOC6041966|XP_038114777.1|CQUI
OG0006816	LOC108107967|XP_017071297.1|DEUG	LOC6041011|XP_038115599.1|CQUI
OG0006817	LOC108103596|XP_017064613.1|DEUG	LOC6031303|XP_001842122.2|CQUI
OG0006818	LOC108104740|XP_017066466.1|DEUG	LOC6031304|XP_038120070.1|CQUI
OG0006820	LOC108108776|XP_017072436.1|DEUG	LOC6035588|XP_038116117.1|CQUI
OG0006821	LOC108112325|XP_017077646.1|DEUG	LOC6035604|XP_038118721.1|CQUI
OG0006822	LOC108109177|XP_017073091.1|DEUG	LOC6035607|XP_001845756.2|CQUI
OG0006823	LOC108114605|XP_017081155.1|DEUG	LOC6035610|XP_001845759.1|CQUI
OG0006824	LOC108108018|XP_017071364.1|DEUG	LOC6033570|XP_001843999.2|CQUI
OG0006825	LOC108114473|XP_017080971.1|DEUG	LOC6034611|XP_038121872.1|CQUI
OG0006826	LOC108114417|XP_017080889.1|DEUG	LOC6034604|XP_038121045.1|CQUI
OG0006827	LOC108116235|XP_017083515.1|DEUG	LOC119770263|XP_038120734.1|CQUI
OG0006828	LOC108110854|XP_017075590.1|DEUG	LOC6047256|XP_038119758.1|CQUI
OG0006829	LOC108108217|XP_017071674.1|DEUG	LOC6045945|XP_001863195.2|CQUI
OG0006830	LOC108113852|XP_017080054.1|DEUG	LOC6052507|XP_038115302.1|CQUI
OG0006831	LOC108109826|XP_017074051.1|DEUG	LOC6048143|XP_001865106.1|CQUI
OG0006832	LOC108109902|XP_017074198.1|DEUG	LOC6048134|XP_038114534.1|CQUI
OG0006833	LOC108114232|XP_017080592.1|DEUG	LOC6045372|XP_038120771.1|CQUI
OG0006834	LOC108109427|XP_017073414.1|DEUG	LOC6042322|XP_001851454.2|CQUI
OG0006835	LOC108109858|XP_017074126.1|DEUG	LOC6042325|XP_038115814.1|CQUI
OG0006836	LOC108108211|XP_017071661.1|DEUG	LOC6042329|XP_001851460.2|CQUI
OG0006837	LOC108108119|XP_017071525.1|DEUG	LOC6042343|XP_038117971.1|CQUI
OG0006838	LOC108114322|XP_017080729.1|DEUG	LOC6042339|XP_001851467.2|CQUI
OG0006839	LOC108108040|XP_017071403.1|DEUG	LOC6045504|XP_038114838.1|CQUI
OG0006840	LOC108107024|XP_017069860.1|DEUG	LOC6037180|XP_038115990.1|CQUI
OG0006841	LOC108107951|XP_017071272.1|DEUG	LOC6037155|XP_038120304.1|CQUI
OG0006842	LOC108108162|XP_017071589.1|DEUG	LOC6035492|XP_038114629.1|CQUI
OG0006843	LOC108104408|XP_017065947.1|DEUG	LOC119770078|XP_038120207.1|CQUI
OG0006844	LOC108117504|XP_017085476.1|DEUG	LOC6035475|XP_038120206.1|CQUI
OG0006845	LOC108114683|XP_017081263.1|DEUG	LOC6033452|XP_038119091.1|CQUI
OG0006846	LOC108114730|XP_017081328.1|DEUG	LOC6033441|XP_038120457.1|CQUI
OG0006847	LOC108114511|XP_017081020.1|DEUG	LOC6053413|XP_038117538.1|CQUI
OG0006848	LOC108108926|XP_017072667.1|DEUG	LOC6040122|XP_038118810.1|CQUI
OG0006849	LOC108109893|XP_017074186.1|DEUG	LOC6030835|XP_001841689.1|CQUI
OG0006850	LOC108109898|XP_017074194.1|DEUG	LOC6030825|XP_038115996.1|CQUI
OG0006851	LOC108109906|XP_017074201.1|DEUG	LOC119770449|XP_038121308.1|CQUI
OG0006852	LOC108112455|XP_017077795.1|DEUG	LOC6030854|XP_038121168.1|CQUI
OG0006853	LOC108109777|XP_017073943.1|DEUG	LOC6030884|XP_038121562.1|CQUI
OG0006858	LOC108109864|XP_017074138.1|DEUG	LOC119770216|XP_038120582.1|CQUI
OG0006859	LOC108112876|XP_017078700.1|DEUG	LOC6052621|XP_038115397.1|CQUI
OG0006860	LOC108112744|XP_017078471.1|DEUG	LOC6042899|XP_001853751.1|CQUI
OG0006861	LOC108112541|XP_017077962.1|DEUG	LOC6030956|XP_038119122.1|CQUI
OG0006862	LOC108108304|XP_017071809.1|DEUG	LOC6030935|XP_001841798.2|CQUI
OG0006863	LOC108109948|XP_017074242.1|DEUG	LOC6030894|XP_038121676.1|CQUI
OG0006867	LOC108112898|XP_017078745.1|DEUG	LOC6041243|XP_038114615.1|CQUI
OG0006870	LOC108112848|XP_017078651.1|DEUG	LOC6051051|XP_038119515.1|CQUI
OG0006871	LOC108109006|XP_017072766.1|DEUG	LOC119770344|XP_038120954.1|CQUI
OG0006872	LOC108112694|XP_017078384.1|DEUG	LOC6040441|XP_001849831.2|CQUI
OG0006873	LOC108109154|XP_017073060.1|DEUG	LOC6046101|XP_038121819.1|CQUI
OG0006875	LOC108105688|XP_017067886.1|DEUG	LOC6042596|XP_038108009.1|CQUI
OG0006876	LOC108107302|XP_017070255.1|DEUG	LOC6052361|XP_038113421.1|CQUI
OG0006877	LOC108110472|XP_017075029.1|DEUG	LOC6041418|XP_001850680.1|CQUI
OG0006878	LOC108113424|XP_017079470.1|DEUG	LOC6041409|XP_038108999.1|CQUI
OG0006879	LOC108112950|XP_017078837.1|DEUG	LOC6041400|XP_038111481.1|CQUI
OG0006881	LOC108105846|XP_017068099.1|DEUG	LOC6031728|XP_038111585.1|CQUI
OG0006882	LOC108112743|XP_017078470.1|DEUG	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC108118264|XP_017086348.1|DEUG	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC108111100|XP_017075929.1|DEUG	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC108110706|XP_017075338.1|DEUG	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC108108823|XP_017072508.1|DEUG	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC108104403|XP_017065938.1|DEUG	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC108110785|XP_017075494.1|DEUG	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC108118265|XP_017086351.1|DEUG	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC108102677|XP_017063307.1|DEUG	LOC6034125|XP_038110469.1|CQUI
OG0006891	LOC108104112|XP_017065501.1|DEUG	LOC6034124|XP_038110470.1|CQUI
OG0006892	LOC108111197|XP_017076081.1|DEUG	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC108106191|XP_017068604.1|DEUG	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC108106189|XP_017068602.1|DEUG	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC108103241|XP_017064130.1|DEUG	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC108105123|XP_017067045.1|DEUG	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC108108348|XP_017071881.1|DEUG	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC108105689|XP_017067887.1|DEUG	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC108111241|XP_017076132.1|DEUG	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC108109973|XP_017074282.1|DEUG	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC108110741|XP_017075435.1|DEUG	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC108118158|XP_017086206.1|DEUG	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC108116031|XP_017083209.1|DEUG	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC108105872|XP_017068136.1|DEUG	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC108103068|XP_017063900.1|DEUG	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC108107010|XP_017069843.1|DEUG	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC108115475|XP_017082424.1|DEUG	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC108105857|XP_017068120.1|DEUG	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC108110833|XP_017075561.1|DEUG	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC108106153|XP_017068545.1|DEUG	LOC6041631|XP_001850861.1|CQUI
OG0006911	LOC108105091|XP_017067010.1|DEUG	LOC6050508|XP_038110868.1|CQUI
OG0006912	LOC108107059|XP_017069912.1|DEUG	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC108107045|XP_017069895.1|DEUG	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC108113865|XP_017080068.1|DEUG	LOC6031322|XP_001842137.2|CQUI
OG0006915	LOC108111036|XP_017075852.1|DEUG	LOC6051866|XP_001842141.2|CQUI
OG0006916	LOC108105803|XP_017068031.1|DEUG	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC108105159|XP_017067083.1|DEUG	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC108105163|XP_017067092.1|DEUG	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC108110917|XP_017075676.1|DEUG	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC108111398|XP_017076325.1|DEUG	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC108110688|XP_017075305.1|DEUG	LOC6037080|XP_001847031.2|CQUI
OG0006922	LOC108110983|XP_017075779.1|DEUG	LOC6053632|XP_038111298.1|CQUI
OG0006923	LOC108110827|XP_017075552.1|DEUG	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC108109344|XP_017073291.1|DEUG	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC108116108|XP_017083318.1|DEUG	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC108110930|XP_017075699.1|DEUG	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC108111044|XP_017075861.1|DEUG	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC108110912|XP_017075668.1|DEUG	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC108104190|XP_017065620.1|DEUG	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC108102626|XP_017063227.1|DEUG	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC108104133|XP_017065524.1|DEUG	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC108110893|XP_017075640.1|DEUG	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC108110941|XP_017075724.1|DEUG	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC108116423|XP_017083801.1|DEUG	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC108105162|XP_017067090.1|DEUG	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC108107078|XP_017069937.1|DEUG	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC108110902|XP_017075650.1|DEUG	LOC6044591|XP_001862082.1|CQUI
OG0006938	LOC108111095|XP_017075924.1|DEUG	LOC6044593|XP_001862084.1|CQUI
OG0006939	LOC108103684|XP_017064762.1|DEUG	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC108107039|XP_017069885.1|DEUG	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC108111894|XP_017077021.1|DEUG	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC108112453|XP_017077791.1|DEUG	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC108118463|XP_017086671.1|DEUG	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC108111043|XP_017075864.1|DEUG	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC108105694|XP_017067893.1|DEUG	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC108116916|XP_017084542.1|DEUG	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC108105895|XP_017068167.1|DEUG	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC108114854|XP_017081489.1|DEUG	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC108102638|XP_017063247.1|DEUG	LOC6031795|XP_001842503.2|CQUI
OG0006951	LOC108106141|XP_017068522.1|DEUG	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC108111810|XP_017076901.1|DEUG	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC108109890|XP_017074181.1|DEUG	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC108104137|XP_017065527.1|DEUG	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC108117175|XP_017084948.1|DEUG	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC108110543|XP_017075120.1|DEUG	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC108105852|XP_017068112.1|DEUG	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC108104737|XP_017066462.1|DEUG	LOC6037088|XP_001847041.2|CQUI
OG0006960	LOC108106139|XP_017068520.1|DEUG	LOC6047194|XP_001864281.2|CQUI
OG0006961	LOC108103087|XP_017063930.1|DEUG	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC108110762|XP_017075463.1|DEUG	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC108110758|XP_017075460.1|DEUG	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC108111218|XP_017076107.1|DEUG	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC108105698|XP_017067896.1|DEUG	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC108115471|XP_017082420.1|DEUG	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC108109102|XP_017072975.1|DEUG	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC108106332|XP_017068793.1|DEUG	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC108114655|XP_017081219.1|DEUG	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC108102681|XP_017063311.1|DEUG	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC108112015|XP_017077246.1|DEUG	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC108104170|XP_017065564.1|DEUG	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC108107026|XP_017069863.1|DEUG	LOC6031211|XP_038107169.1|CQUI
