Orthogroup	DPSE.longest_only	AALB.longest_only
OG0006107	LOC4805532|XP_001361920.3|DPSE	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC4815655|XP_001355452.1|DPSE	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC4813482|XP_001353379.1|DPSE	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC4813707|XP_001353489.1|DPSE	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC4805514|XP_001361905.1|DPSE	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC4804312|XP_001360892.4|DPSE	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC4812189|XP_001352814.2|DPSE	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC4801167|XP_001358301.2|DPSE	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC6898178|XP_002138249.2|DPSE	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC4804146|XP_001360752.3|DPSE	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC4803899|XP_001360544.1|DPSE	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC4804190|XP_015039669.1|DPSE	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC4805152|XP_001361603.1|DPSE	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC4805361|XP_033233899.1|DPSE	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC4811926|XP_001352407.3|DPSE	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC6899872|XP_002135665.2|DPSE	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC4805599|XP_033233813.1|DPSE	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC4801719|XP_001358764.3|DPSE	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC4813189|XP_015043388.2|DPSE	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC6900083|XP_015043768.2|DPSE	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC4812856|XP_001353163.3|DPSE	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC4813035|XP_001353153.2|DPSE	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC4813455|XP_001353171.1|DPSE	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC4812951|XP_001353142.1|DPSE	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC4813388|XP_001353145.3|DPSE	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC4812819|XP_001353149.3|DPSE	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC4812973|XP_001353141.4|DPSE	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC4813677|XP_033237839.1|DPSE	LOC118466312|XP_035791316.1|AALB
OG0006135	LOC4813604|XP_033239970.1|DPSE	LOC118462634|XP_035784371.1|AALB
OG0006136	LOC4813188|XP_001354003.1|DPSE	LOC118466390|XP_035791520.1|AALB
OG0006137	LOC4812818|XP_001353191.1|DPSE	LOC118463470|XP_035785953.1|AALB
OG0006138	LOC4803579|XP_001360283.1|DPSE	LOC118465882|XP_035790412.1|AALB
OG0006139	LOC4805038|XP_001361501.2|DPSE	LOC118466490|XP_035791782.1|AALB
OG0006140	LOC6899063|XP_033234906.1|DPSE	LOC118464882|XP_035788518.1|AALB
OG0006141	LOC4805688|XP_033233925.1|DPSE	LOC118467209|XP_035793328.1|AALB
OG0006142	LOC4812295|XP_001352925.4|DPSE	LOC118465930|XP_035790526.1|AALB
OG0006143	LOC6900528|XP_033241006.1|DPSE	LOC118465933|XP_035790534.1|AALB
OG0006144	LOC4812312|XP_001352625.2|DPSE	LOC118465929|XP_035790525.1|AALB
OG0006145	LOC4813047|XP_001354014.2|DPSE	LOC118465934|XP_035790535.1|AALB
OG0006146	LOC4818134|XP_001357434.3|DPSE	LOC118463764|XP_035786470.1|AALB
OG0006147	LOC4800604|XP_001357849.1|DPSE	LOC118464332|XP_035787542.1|AALB
OG0006148	LOC4813291|XP_001353317.2|DPSE	LOC118464437|XP_035787704.1|AALB
OG0006149	LOC4812782|XP_001353503.2|DPSE	LOC118465995|XP_035790683.1|AALB
OG0006150	LOC4812783|XP_001353504.3|DPSE	LOC118465991|XP_035790676.1|AALB
OG0006151	LOC4816851|XP_001356324.1|DPSE	LOC118465990|XP_035790672.1|AALB
OG0006152	LOC4802118|XP_001359099.2|DPSE	LOC118460275|XP_035780351.1|AALB
OG0006153	LOC4804187|XP_001360789.2|DPSE	LOC118461614|XP_035783049.1|AALB
OG0006154	LOC4803216|XP_001359992.1|DPSE	LOC118461358|XP_035782487.1|AALB
OG0006155	LOC6896827|XP_002137030.3|DPSE	LOC118459368|XP_035778560.1|AALB
OG0006156	LOC4803025|XP_001359827.2|DPSE	LOC118460906|XP_035781544.1|AALB
OG0006158	LOC4813057|XP_001353357.4|DPSE	LOC118456241|XP_035772726.1|AALB
OG0006159	LOC4803879|XP_033234043.1|DPSE	LOC118463740|XP_035786427.1|AALB
OG0006160	LOC4804285|XP_001360866.2|DPSE	LOC118465375|XP_035789463.1|AALB
OG0006161	LOC4804516|XP_001361067.4|DPSE	LOC118467589|XP_035794136.1|AALB
OG0006162	LOC26534304|XP_015044230.2|DPSE	LOC118464125|XP_035787111.1|AALB
OG0006181	LOC4801010|XP_003736358.3|DPSE	LOC118465342|XP_035789392.1|AALB
OG0006182	LOC4800608|XP_001357853.3|DPSE	LOC118459681|XP_035779200.1|AALB
OG0006183	LOC4801649|XP_001358702.3|DPSE	LOC118462451|XP_035784021.1|AALB
OG0006184	LOC4800972|XP_001358153.3|DPSE	LOC118462526|XP_035784173.1|AALB
OG0006185	LOC4801522|XP_001358599.2|DPSE	LOC118463613|XP_035786236.1|AALB
OG0006186	LOC6896977|XP_002137163.1|DPSE	LOC118456351|XP_035772910.1|AALB
OG0006188	LOC4816081|XP_015041256.2|DPSE	LOC118458215|XP_035776359.1|AALB
OG0006189	LOC4815772|XP_001355575.2|DPSE	LOC118458227|XP_035776392.1|AALB
OG0006190	LOC4801290|XP_001358410.3|DPSE	LOC118459922|XP_035779665.1|AALB
OG0006191	LOC4801171|XP_001358305.3|DPSE	LOC118468854|XP_035796002.1|AALB
OG0006192	LOC4815505|XP_001355218.4|DPSE	LOC118463742|XP_035786433.1|AALB
OG0006193	LOC4815081|XP_001355019.1|DPSE	LOC118466495|XP_035791857.1|AALB
OG0006194	LOC4815030|XP_015042079.2|DPSE	LOC118466050|XP_035790784.1|AALB
OG0006195	LOC4815955|XP_001355312.2|DPSE	LOC118465364|XP_035789449.1|AALB
OG0006196	LOC6897474|XP_033241607.1|DPSE	LOC118466371|XP_035791481.1|AALB
OG0006197	LOC6899784|XP_033237056.1|DPSE	LOC118459539|XP_035778906.1|AALB
OG0006198	LOC6901448|XP_033240276.1|DPSE	LOC118464114|XP_035787108.1|AALB
OG0006199	LOC4801380|XP_001358483.2|DPSE	LOC118464419|XP_035787670.1|AALB
OG0006200	LOC4801198|XP_001358327.4|DPSE	LOC118457825|XP_035775596.1|AALB
OG0006201	LOC6901018|XP_015042192.2|DPSE	LOC118466129|XP_035790976.1|AALB
OG0006202	LOC4814264|XP_001354352.1|DPSE	LOC118458386|XP_035776692.1|AALB
OG0006203	LOC4814543|XP_015041509.2|DPSE	LOC118461462|XP_035782697.1|AALB
OG0006204	LOC6896742|XP_002136949.4|DPSE	LOC118460860|XP_035781469.1|AALB
OG0006205	LOC4815540|XP_001355666.2|DPSE	LOC118459852|XP_035779558.1|AALB
OG0006206	LOC4811754|XP_033240086.1|DPSE	LOC118457605|XP_035775205.1|AALB
OG0006207	LOC4818009|XP_001357480.2|DPSE	LOC118456769|XP_035773741.1|AALB
OG0006208	LOC4812573|XP_001352500.3|DPSE	LOC118456730|XP_035773671.1|AALB
OG0006209	LOC4816012|XP_001355730.3|DPSE	LOC118457987|XP_035775944.1|AALB
OG0006210	LOC6901607|XP_015041870.2|DPSE	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB
OG0006211	LOC4817139|XP_001356518.2|DPSE	LOC118466470|XP_035791744.1|AALB
OG0006212	LOC4816881|XP_015035891.2|DPSE	LOC118466456|XP_035791701.1|AALB
OG0006214	LOC4815329|XP_033239283.1|DPSE	LOC118463876|XP_035786691.1|AALB
OG0006215	LOC6901969|XP_033240845.1|DPSE	LOC118463084|XP_035785249.1|AALB
OG0006216	LOC4800733|XP_001357951.3|DPSE	LOC118468581|XP_035795409.1|AALB
OG0006217	LOC4815135|XP_001354800.2|DPSE	LOC118460912|XP_035781561.1|AALB
OG0006218	LOC4816541|XP_001356241.4|DPSE	LOC118463277|XP_035785650.1|AALB
OG0006219	LOC4815430|XP_015041140.1|DPSE	LOC118463439|XP_035785919.1|AALB
OG0006220	LOC6900789|XP_002135148.1|DPSE	LOC118463219|XP_035785557.1|AALB
OG0006221	LOC4800714|XP_001357938.3|DPSE	LOC118459979|XP_035779771.1|AALB
OG0006222	LOC4800712|XP_001357937.2|DPSE	LOC118456205|XP_035772668.1|AALB
OG0006223	LOC4814859|XP_001355031.2|DPSE	LOC118465175|XP_035789030.1|AALB
OG0006224	LOC6902245|XP_033241388.1|DPSE	LOC118466416|XP_035791588.1|AALB
OG0006225	LOC4815390|XP_001354850.3|DPSE	LOC118467439|XP_035793877.1|AALB
OG0006226	LOC6898687|XP_002138692.2|DPSE	LOC118460925|XP_035781578.1|AALB
OG0006227	LOC6901211|XP_002133912.2|DPSE	LOC118463379|XP_035785804.1|AALB
OG0006228	LOC4804127|XP_001360735.1|DPSE	LOC118461791|XP_035783420.1|AALB
OG0006229	LOC26532627|XP_033237074.1|DPSE	LOC118468908|XP_035796110.1|AALB
OG0006230	LOC4815765|XP_015041281.2|DPSE	LOC118456961|XP_035774040.1|AALB
OG0006231	LOC4814684|XP_015041498.2|DPSE	LOC118457496|XP_035775432.1|AALB
OG0006232	LOC6899744|XP_033237988.1|DPSE	LOC118459319|XP_035778467.1|AALB
OG0006233	LOC6899177|XP_033239056.1|DPSE	LOC118460378|XP_035780531.1|AALB
OG0006234	LOC4815928|XP_001355590.2|DPSE	LOC118465641|XP_035789942.1|AALB
OG0006235	LOC6901618|XP_002134288.2|DPSE	LOC118463210|XP_035785549.1|AALB
OG0006237	LOC4815541|XP_001355667.1|DPSE	LOC118462880|XP_035784845.1|AALB
OG0006238	LOC4814974|XP_015042013.2|DPSE	LOC118457229|XP_035774504.1|AALB
OG0006239	LOC6901176|XP_002133877.2|DPSE	LOC118463624|XP_035786219.1|AALB
OG0006240	LOC4800995|XP_033233145.1|DPSE	LOC118463733|XP_035786423.1|AALB
OG0006241	LOC4815927|XP_001355589.3|DPSE	LOC118465640|XP_035789941.1|AALB
OG0006242	LOC117184488|XP_033238219.1|DPSE	LOC118458264|XP_035776453.1|AALB
OG0006243	LOC4801513|XP_001358592.3|DPSE	LOC118458243|XP_035776409.1|AALB
OG0006244	LOC4800706|XP_001357931.1|DPSE	LOC118462949|XP_035784989.1|AALB
OG0006248	LOC6896949|XP_002137134.2|DPSE	LOC118457572|XP_035775144.1|AALB
OG0006249	LOC4817582|XP_001356986.3|DPSE	LOC118466313|XP_035791322.1|AALB
OG0006250	LOC6902298|XP_015041368.1|DPSE	LOC118459263|XP_035778367.1|AALB
OG0006251	LOC4800745|XP_001357962.2|DPSE	LOC118456703|XP_035773608.1|AALB
OG0006252	LOC4800744|XP_001357961.1|DPSE	LOC118468752|XP_035795810.1|AALB
OG0006253	LOC6901287|XP_002133988.2|DPSE	LOC118456293|XP_035772813.1|AALB
OG0006254	LOC26534447|XP_033238617.1|DPSE, LOC26533661|XP_033238615.1|DPSE	LOC118462194|XP_035784000.1|AALB
OG0006255	LOC4800930|XP_001358117.3|DPSE	LOC118466494|XP_035791798.1|AALB
OG0006256	LOC6902191|XP_002133718.1|DPSE	LOC118458819|XP_035777628.1|AALB
OG0006257	LOC4814405|XP_015042211.2|DPSE	LOC118469017|XP_035796353.1|AALB
OG0006258	LOC6902319|XP_033239609.1|DPSE	LOC118456994|XP_035774143.1|AALB
OG0006259	LOC4801647|XP_001358700.2|DPSE	LOC118458707|XP_035777341.1|AALB
OG0006260	LOC4815233|XP_001354734.2|DPSE	LOC118461408|XP_035782580.1|AALB
OG0006261	LOC4817796|XP_033235975.1|DPSE	LOC118457792|XP_035775531.1|AALB
OG0006262	LOC4814394|XP_001354420.3|DPSE	LOC118466942|XP_035792736.1|AALB
OG0006263	LOC4814726|XP_001354541.1|DPSE	LOC118462005|XP_035783834.1|AALB
OG0006264	LOC6901162|XP_015041432.2|DPSE	LOC118460208|XP_035780212.1|AALB
OG0006265	LOC4803873|XP_001360522.2|DPSE	LOC118459545|XP_035778921.1|AALB
OG0006266	LOC4814608|XP_033240728.1|DPSE	LOC118461682|XP_035783165.1|AALB
OG0006267	LOC4814838|XP_015041610.2|DPSE	LOC118457138|XP_035774345.1|AALB
OG0006268	LOC4804458|XP_001361017.3|DPSE	LOC118460298|XP_035780392.1|AALB
OG0006269	LOC4800352|XP_001357562.2|DPSE	LOC118465239|XP_035789153.1|AALB
OG0006270	LOC6901072|XP_002134551.1|DPSE	LOC118465046|XP_035788821.1|AALB
OG0006271	LOC4801021|XP_001358191.2|DPSE	LOC118459332|XP_035778492.1|AALB
OG0006272	LOC4814676|XP_015041493.2|DPSE	LOC118461970|XP_035783778.1|AALB
OG0006273	LOC4803413|XP_001360160.1|DPSE	LOC118460314|XP_035780416.1|AALB
OG0006274	LOC4815724|XP_001355531.4|DPSE	LOC118464853|XP_035788462.1|AALB
OG0006276	LOC4814136|XP_033238481.1|DPSE	LOC118460244|XP_035780297.1|AALB
OG0006278	LOC4816093|XP_001355726.4|DPSE	LOC118462294|XP_035784008.1|AALB
OG0006279	LOC4814444|XP_033238032.1|DPSE	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB
OG0006280	LOC6901882|XP_015040930.2|DPSE	LOC118465053|XP_035788831.1|AALB
OG0006281	LOC4815455|XP_033237587.1|DPSE	LOC118465016|XP_035788768.1|AALB
OG0006282	LOC4814597|XP_001354955.4|DPSE	LOC118459291|XP_035778429.1|AALB
OG0006283	LOC4801562|XP_001358634.3|DPSE	LOC118466546|XP_035791956.1|AALB
OG0006284	LOC4812239|XP_001352539.2|DPSE	LOC118466134|XP_035790978.1|AALB
OG0006285	LOC4802732|XP_001359595.3|DPSE	LOC118468716|XP_035795740.1|AALB
OG0006286	LOC4801455|XP_001358549.4|DPSE	LOC118462808|XP_035784717.1|AALB
OG0006287	LOC4815165|XP_001354808.1|DPSE	LOC118465949|XP_035790571.1|AALB
OG0006288	LOC6896687|XP_002136901.2|DPSE	LOC118465979|XP_035790645.1|AALB
OG0006289	LOC4801431|XP_001358526.2|DPSE	LOC118458506|XP_035776966.1|AALB
OG0006290	LOC4815377|XP_001354985.2|DPSE	LOC118466363|XP_035791447.1|AALB
OG0006291	LOC4816569|XP_001355916.1|DPSE	LOC118465309|XP_035789316.1|AALB
OG0006292	LOC4815462|XP_033237570.1|DPSE	LOC118466281|XP_035791257.1|AALB
OG0006293	LOC4813625|XP_001353650.3|DPSE	LOC118461819|XP_035783510.1|AALB
OG0006294	LOC6901629|XP_015041906.2|DPSE	LOC118463794|XP_035786576.1|AALB
OG0006295	LOC4816023|XP_001355717.2|DPSE	LOC118468364|XP_035795020.1|AALB
OG0006296	LOC4814634|XP_001355013.2|DPSE	LOC118463357|XP_035785769.1|AALB
OG0006297	LOC6901911|XP_015040996.2|DPSE	LOC118466091|XP_035790937.1|AALB
OG0006298	LOC4815050|XP_001355020.3|DPSE	LOC118461726|XP_035783303.1|AALB
OG0006299	LOC6901632|XP_015041908.2|DPSE	LOC118464722|XP_035788191.1|AALB
OG0006300	LOC4815007|XP_001354637.3|DPSE	LOC118461782|XP_035783407.1|AALB
OG0006301	LOC4814681|XP_001354943.3|DPSE	LOC118460259|XP_035780328.1|AALB
OG0006302	LOC4814692|XP_033237999.1|DPSE	LOC118465105|XP_035788944.1|AALB
OG0006303	LOC6898043|XP_002138131.2|DPSE	LOC118468541|XP_035795317.1|AALB
OG0006305	LOC4800621|XP_033240324.1|DPSE	LOC118461623|XP_035783066.1|AALB
OG0006306	LOC4802125|XP_033233101.1|DPSE	LOC118461600|XP_035783011.1|AALB
OG0006308	LOC4814215|XP_001354335.2|DPSE	LOC118463970|XP_035786865.1|AALB
OG0006309	LOC4815902|XP_001355597.3|DPSE	LOC118460217|XP_035780229.1|AALB
OG0006311	LOC4815710|XP_001355550.4|DPSE	LOC118465547|XP_035789770.1|AALB
OG0006312	LOC4815761|XP_001355549.3|DPSE	LOC118468837|XP_035795975.1|AALB
OG0006313	LOC4815277|XP_001354527.3|DPSE	LOC118467803|XP_035794611.1|AALB
OG0006314	LOC4811743|XP_001352315.2|DPSE	LOC118461551|XP_035782898.1|AALB
OG0006315	LOC4800343|XP_003736198.2|DPSE	LOC118463018|XP_035785148.1|AALB
OG0006316	LOC4816017|XP_001355289.1|DPSE	LOC118457593|XP_035775187.1|AALB
OG0006317	LOC4814813|XP_001355157.1|DPSE	LOC118468456|XP_035795134.1|AALB
OG0006318	LOC4814938|XP_033238185.1|DPSE	LOC118457726|XP_035775414.1|AALB
OG0006319	LOC4804890|XP_001361378.2|DPSE	LOC118468591|XP_035795427.1|AALB
OG0006320	LOC6901062|XP_002134541.1|DPSE	LOC118456502|XP_035773227.1|AALB
OG0006321	LOC4815334|XP_001354927.3|DPSE	LOC118466569|XP_035792006.1|AALB
OG0006322	LOC6901209|XP_002133910.2|DPSE	LOC118466573|XP_035792012.1|AALB
OG0006323	LOC6899672|XP_033238030.1|DPSE, LOC117185137|XP_033240975.1|DPSE	LOC118458746|XP_035777417.1|AALB
OG0006324	LOC6901954|XP_002133488.2|DPSE	LOC118461572|XP_035782959.1|AALB
OG0006325	LOC4801547|XP_001358619.3|DPSE	LOC118462663|XP_035784456.1|AALB
OG0006326	LOC4813844|XP_001353156.3|DPSE	LOC118461169|XP_035782062.1|AALB
OG0006327	LOC4801142|XP_001358281.3|DPSE	LOC118468971|XP_035796239.1|AALB
OG0006328	LOC6896965|XP_033232750.1|DPSE	LOC118456195|XP_035772649.1|AALB
OG0006329	LOC4815727|XP_001355273.3|DPSE	LOC118462177|XP_035783999.1|AALB
OG0006330	LOC4801378|XP_015037212.2|DPSE	LOC118464657|XP_035788047.1|AALB
OG0006331	LOC4814930|XP_001355081.4|DPSE	LOC118467416|XP_035793792.1|AALB
OG0006332	LOC4814442|XP_001354836.3|DPSE	LOC118460893|XP_035781531.1|AALB
OG0006333	LOC4815225|XP_001354726.4|DPSE	LOC118460274|XP_035780354.1|AALB
OG0006334	LOC6902307|XP_002133834.1|DPSE	LOC118466496|XP_035791815.1|AALB
OG0006335	LOC6896823|XP_002137026.2|DPSE	LOC118464913|XP_035788577.1|AALB
OG0006336	LOC4815285|XP_001354868.1|DPSE	LOC118459083|XP_035778077.1|AALB
OG0006337	LOC4815247|XP_033238222.1|DPSE	LOC118468488|XP_035795209.1|AALB
OG0006339	LOC6899606|XP_033237613.1|DPSE	LOC118465176|XP_035789031.1|AALB, LOC118465838|XP_035790334.1|AALB
OG0006340	LOC6901573|XP_002134246.1|DPSE	LOC118465869|XP_035790399.1|AALB
OG0006341	LOC4814317|XP_001354398.2|DPSE	LOC118458683|XP_035777292.1|AALB
OG0006342	LOC4814256|XP_033239329.1|DPSE	LOC118456744|XP_035773694.1|AALB
OG0006343	LOC6901056|XP_002134535.2|DPSE	LOC118456724|XP_035773658.1|AALB
OG0006344	LOC4815499|XP_033239482.1|DPSE	LOC118466444|XP_035791657.1|AALB
OG0006345	LOC4800705|XP_033232584.1|DPSE	LOC118460464|XP_035780681.1|AALB
OG0006346	LOC4800463|XP_001357734.2|DPSE	LOC118468323|XP_035794960.1|AALB
OG0006347	LOC6897317|XP_003736581.3|DPSE	LOC118461583|XP_035782971.1|AALB
OG0006348	LOC6901267|XP_015041538.2|DPSE	LOC118461309|XP_035782428.1|AALB
OG0006349	LOC6901160|XP_033240730.1|DPSE	LOC118461711|XP_035783261.1|AALB
OG0006350	LOC6896781|XP_002136987.1|DPSE	LOC118461925|XP_035783695.1|AALB
OG0006351	LOC4815284|XP_033241494.1|DPSE	LOC118462622|XP_035784357.1|AALB
OG0006352	LOC4803656|XP_001360339.2|DPSE	LOC118465168|XP_035789021.1|AALB
OG0006353	LOC4800415|XP_015038765.2|DPSE	LOC118457074|XP_035774249.1|AALB
OG0006354	LOC4800936|XP_001358123.3|DPSE	LOC118457280|XP_035774615.1|AALB
OG0006355	LOC4816052|XP_002133751.2|DPSE	LOC118457027|XP_035774157.1|AALB
OG0006356	LOC4814934|XP_001354537.2|DPSE	LOC118461829|XP_035783483.1|AALB
OG0006357	LOC6901910|XP_015040983.2|DPSE	LOC118461140|XP_035782002.1|AALB
OG0006358	LOC4811942|XP_001352766.1|DPSE	LOC118458510|XP_035776975.1|AALB
OG0006359	LOC4801526|XP_001358602.2|DPSE	LOC118462581|XP_035784285.1|AALB
OG0006360	LOC4815063|XP_015042062.1|DPSE	LOC118462588|XP_035784298.1|AALB
OG0006361	LOC4802277|XP_001359229.3|DPSE	LOC118461356|XP_035782476.1|AALB
OG0006362	LOC4814539|XP_001354967.1|DPSE	LOC118466392|XP_035791528.1|AALB
OG0006364	LOC4817726|XP_033235972.1|DPSE	LOC118457719|XP_035775402.1|AALB
OG0006365	LOC4815174|XP_001355043.3|DPSE	LOC118458954|XP_035777833.1|AALB
OG0006366	LOC6901652|XP_033239800.1|DPSE	LOC118459652|XP_035779131.1|AALB
OG0006367	LOC6902248|XP_002133775.2|DPSE	LOC118458817|XP_035777581.1|AALB
OG0006368	LOC4800371|XP_015038600.2|DPSE	LOC118464099|XP_035787068.1|AALB
OG0006369	LOC4800370|XP_015038540.2|DPSE	LOC118463930|XP_035786786.1|AALB
OG0006370	LOC4814345|XP_001354378.1|DPSE	LOC118460029|XP_035779865.1|AALB
OG0006371	LOC4800317|XP_001357591.2|DPSE	LOC118460706|XP_035781116.1|AALB
OG0006372	LOC6899810|XP_002135725.1|DPSE	LOC118465530|XP_035789751.1|AALB
OG0006373	LOC6901594|XP_015041850.2|DPSE	LOC118457618|XP_035775268.1|AALB
OG0006374	LOC4815449|XP_001355547.2|DPSE	LOC118463184|XP_035785496.1|AALB
OG0006375	LOC4815122|XP_001355204.3|DPSE	LOC118464653|XP_035788012.1|AALB
OG0006376	LOC4815543|XP_001355668.3|DPSE	LOC118465134|XP_035788968.1|AALB
OG0006377	LOC4814418|XP_001354390.1|DPSE	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB
OG0006378	LOC4800510|XP_001357775.3|DPSE	LOC118468810|XP_035795922.1|AALB
OG0006379	LOC6902206|XP_002133733.2|DPSE	LOC118467580|XP_035794122.1|AALB
OG0006381	LOC4815098|XP_001355017.2|DPSE	LOC118465272|XP_035789197.1|AALB
OG0006382	LOC4815748|XP_001355677.3|DPSE	LOC118463072|XP_035785227.1|AALB
OG0006383	LOC4815762|XP_033239006.1|DPSE	LOC118468712|XP_035795738.1|AALB
OG0006384	LOC4815668|XP_001355270.2|DPSE	LOC118465637|XP_035789940.1|AALB
OG0006385	LOC4800934|XP_001358121.2|DPSE	LOC118460171|XP_035780167.1|AALB
OG0006386	LOC4816204|XP_001355786.1|DPSE	LOC118457589|XP_035775172.1|AALB
OG0006387	LOC4800393|XP_001357678.4|DPSE	LOC118468994|XP_035796316.1|AALB
OG0006388	LOC4815991|XP_001355714.4|DPSE	LOC118465098|XP_035788921.1|AALB
OG0006389	LOC4815820|XP_001355715.4|DPSE	LOC118465560|XP_035789847.1|AALB
OG0006392	LOC4814487|XP_001354544.4|DPSE	LOC118466535|XP_035791936.1|AALB
OG0006393	LOC4817722|XP_001357124.4|DPSE	LOC118459940|XP_035779712.1|AALB
OG0006394	LOC4800651|XP_001357884.1|DPSE	LOC118458395|XP_035776702.1|AALB
OG0006395	LOC4800353|XP_001357561.1|DPSE	LOC118460198|XP_035780199.1|AALB
OG0006396	LOC4814731|XP_001354571.3|DPSE	LOC118464016|XP_035786962.1|AALB
OG0006397	LOC4815267|XP_001355164.3|DPSE	LOC118461986|XP_035783814.1|AALB
OG0006398	LOC6901319|XP_002134020.2|DPSE	LOC118461991|XP_035783819.1|AALB
OG0006399	LOC4815650|XP_033239496.1|DPSE	LOC118456882|XP_035773888.1|AALB
OG0006400	LOC4815795|XP_001355275.3|DPSE	LOC118456879|XP_035773884.1|AALB
OG0006401	LOC4813657|XP_001353486.3|DPSE	LOC118456881|XP_035773886.1|AALB
OG0006402	LOC4802248|XP_001359207.2|DPSE	LOC118461435|XP_035782637.1|AALB
OG0006403	LOC4803295|XP_001360059.2|DPSE	LOC118457002|XP_035774118.1|AALB
OG0006404	LOC4802837|XP_001359673.4|DPSE	LOC118461789|XP_035783413.1|AALB
OG0006405	LOC4813302|XP_001353593.3|DPSE	LOC118461634|XP_035783093.1|AALB
OG0006406	LOC4801604|XP_001358671.2|DPSE	LOC118457806|XP_035775551.1|AALB
OG0006407	LOC4815331|XP_001354981.3|DPSE	LOC118468413|XP_035795070.1|AALB
OG0006408	LOC4815176|XP_001354938.1|DPSE	LOC118459970|XP_035779758.1|AALB
OG0006409	LOC4815254|XP_001354755.2|DPSE	LOC118459462|XP_035778765.1|AALB
OG0006410	LOC4815320|XP_001354512.2|DPSE	LOC118457597|XP_035775189.1|AALB
OG0006411	LOC6901317|XP_033239448.1|DPSE	LOC118457493|XP_035775019.1|AALB
OG0006412	LOC4801332|XP_001358444.2|DPSE	LOC118456826|XP_035773814.1|AALB
OG0006413	LOC4801334|XP_015037190.2|DPSE	LOC118456827|XP_035773815.1|AALB
OG0006414	LOC4801970|XP_001358983.2|DPSE	LOC118464924|XP_035788590.1|AALB
OG0006415	LOC4814248|XP_001354419.3|DPSE	LOC118459463|XP_035778762.1|AALB
OG0006416	LOC4814814|XP_001355146.2|DPSE	LOC118459745|XP_035779322.1|AALB
OG0006417	LOC4816462|XP_001356150.2|DPSE	LOC118467060|XP_035792954.1|AALB
OG0006418	LOC6901013|XP_033238151.1|DPSE	LOC118464433|XP_035787703.1|AALB
OG0006419	LOC4800729|XP_001357949.2|DPSE	LOC118461081|XP_035781866.1|AALB
OG0006420	LOC4801565|XP_001358639.2|DPSE	LOC118456331|XP_035772881.1|AALB
OG0006421	LOC4816417|XP_001356077.3|DPSE	LOC118456817|XP_035773802.1|AALB
OG0006422	LOC4818105|XP_001357229.1|DPSE	LOC118460444|XP_035780641.1|AALB
OG0006423	LOC4801674|XP_001358724.3|DPSE	LOC118468311|XP_035794942.1|AALB
OG0006424	LOC6897297|XP_002137456.2|DPSE	LOC118468321|XP_035794959.1|AALB
OG0006425	LOC4801676|XP_001358726.3|DPSE	LOC118458398|XP_035776701.1|AALB
OG0006426	LOC4801677|XP_001358727.2|DPSE	LOC118458397|XP_035776700.1|AALB
OG0006427	LOC4800666|XP_001357898.2|DPSE	LOC118460086|XP_035779994.1|AALB
OG0006429	LOC4801754|XP_001358795.2|DPSE	LOC118460195|XP_035780193.1|AALB
OG0006430	LOC4812475|XP_001352992.1|DPSE	LOC118456760|XP_035773717.1|AALB
OG0006431	LOC4800299|XP_001357648.2|DPSE	LOC118461001|XP_035781720.1|AALB
OG0006432	LOC4801003|XP_001358177.3|DPSE	LOC118461727|XP_035783304.1|AALB
OG0006433	LOC4801575|XP_001358645.3|DPSE	LOC118469005|XP_035796332.1|AALB
OG0006434	LOC4811836|XP_001382214.2|DPSE	LOC118458642|XP_035777223.1|AALB
OG0006435	LOC6897117|XP_015037111.2|DPSE	LOC118468969|XP_035796227.1|AALB
OG0006436	LOC4816058|XP_001355587.2|DPSE	LOC118460538|XP_035780821.1|AALB
