Orthogroup	DPSE.longest_only	CPIP.longest_only
OG0006597	LOC4814063|XP_001354293.2|DPSE	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC4817793|XP_001357171.4|DPSE	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC6900848|XP_002135206.1|DPSE	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC4813094|XP_015042661.2|DPSE	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC4813825|XP_001353349.1|DPSE	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC6900439|XP_002134830.2|DPSE	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC4813118|XP_001353348.3|DPSE	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC4813452|XP_001353271.3|DPSE	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC4814523|XP_001354842.2|DPSE	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC4812515|XP_001352853.3|DPSE	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC6900608|XP_002134980.2|DPSE	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC4802483|XP_001359397.3|DPSE	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC4801701|XP_001358748.3|DPSE	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC4812233|XP_001352529.3|DPSE	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC4813347|XP_033238272.1|DPSE	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC4813348|XP_033238273.1|DPSE	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC4813399|XP_001353567.1|DPSE	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC4813091|XP_015042921.2|DPSE	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC4812869|XP_001353570.2|DPSE	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC4812700|XP_001353082.4|DPSE	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC4812776|XP_001353450.1|DPSE	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC4813105|XP_001353871.2|DPSE	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC4812793|XP_001354038.2|DPSE	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC4812981|XP_001354041.2|DPSE	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC4811940|XP_001352680.1|DPSE	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC4812550|XP_001352792.1|DPSE	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC4812061|XP_001352793.2|DPSE	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC4803426|XP_001360141.3|DPSE	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC4803428|XP_001360143.2|DPSE	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC4804848|XP_033233751.1|DPSE	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC4804345|XP_033234644.1|DPSE	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC4804344|XP_001360919.2|DPSE	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC4805513|XP_001361904.2|DPSE	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC4805021|XP_004444373.3|DPSE	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC4812140|XP_001352516.2|DPSE	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC4804933|XP_001361415.2|DPSE	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC4813444|XP_033238599.1|DPSE	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC4817025|XP_001356744.3|DPSE	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC4817370|XP_001356550.2|DPSE	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC4816088|XP_001355610.1|DPSE	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC4814154|XP_001354228.3|DPSE	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC4804510|XP_033234519.1|DPSE	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC6898506|XP_033234502.1|DPSE	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC4804018|XP_001360648.4|DPSE	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC4804715|XP_033234214.1|DPSE	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC4804589|XP_001361125.3|DPSE	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC4804301|XP_033233812.1|DPSE	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC4813201|XP_001353928.3|DPSE	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC4816286|XP_001356253.4|DPSE	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC4805421|XP_001361823.1|DPSE	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC4803740|XP_015039306.2|DPSE	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC4813259|XP_015042913.1|DPSE	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC6898435|XP_002138477.3|DPSE	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC6898079|XP_015039065.1|DPSE	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC4813724|XP_033240858.1|DPSE	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC4813001|XP_001353630.4|DPSE	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC4813695|XP_015043445.2|DPSE	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC4812004|XP_001352803.3|DPSE	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC6900511|XP_002134900.1|DPSE	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC4812625|XP_033238645.1|DPSE	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC4804417|XP_001360985.3|DPSE	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC4813322|XP_001353659.2|DPSE	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC4813027|XP_001353661.4|DPSE	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC6900716|XP_033239019.1|DPSE	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC4813208|XP_033241537.1|DPSE	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC4817605|XP_001357007.1|DPSE	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC4811895|XP_001352846.3|DPSE	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC4801665|XP_001358717.1|DPSE	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC4814078|XP_001354252.4|DPSE	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC26533940|XP_015039944.1|DPSE	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC4813442|XP_001353227.2|DPSE	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC4804028|XP_033234288.1|DPSE	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC4812980|XP_033239775.1|DPSE	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC4813622|XP_001353336.1|DPSE	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC4813173|XP_015042749.2|DPSE	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC4814055|XP_001354214.4|DPSE	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC4814129|XP_001354276.1|DPSE	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC6900619|XP_002134992.1|DPSE	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC4812640|XP_001353029.1|DPSE	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC4813800|XP_001353746.1|DPSE	LOC120428977|XP_039450044.1|CPIP
OG0006677	LOC4813938|XP_001354100.1|DPSE	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC4812313|XP_001353007.1|DPSE	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC26532702|XP_015042467.1|DPSE	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC4800285|XP_001357611.3|DPSE	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC6900430|XP_015042747.2|DPSE	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC4812749|XP_001353127.2|DPSE	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC4811967|XP_001352713.1|DPSE	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC4813937|XP_001354099.4|DPSE	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC4804888|XP_001361376.2|DPSE	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC4812165|XP_033239271.1|DPSE	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC4814271|XP_001354383.3|DPSE	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC4812920|XP_001353836.3|DPSE	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC4813606|XP_001353730.3|DPSE	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC4802083|XP_033235699.1|DPSE	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC4813248|XP_003736170.1|DPSE	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC4813183|XP_001353726.1|DPSE	LOC120428815|XP_039449851.1|CPIP
OG0006693	LOC4813859|XP_001353868.1|DPSE	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC4815906|XP_001355231.3|DPSE	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC4813949|XP_001354109.2|DPSE	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC26533928|XP_015035235.2|DPSE	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC4812241|XP_015043713.1|DPSE	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC4811860|XP_001352592.1|DPSE	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC4812499|XP_001352733.4|DPSE	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC4813993|XP_001354147.1|DPSE	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC4805329|XP_001361747.2|DPSE	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC4812322|XP_015043627.1|DPSE	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC6900149|XP_033237546.1|DPSE	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC4812343|XP_001352810.2|DPSE	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC4804568|XP_001361109.3|DPSE	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC4804694|XP_001361213.2|DPSE	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC4804526|XP_001361075.2|DPSE	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC6902132|XP_002133663.2|DPSE	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC4815448|XP_001355372.3|DPSE	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC4812555|XP_001352854.4|DPSE	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC6900995|XP_033240783.1|DPSE	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC4813772|XP_033239965.1|DPSE	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC4813085|XP_001353642.3|DPSE	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC4812371|XP_001352851.3|DPSE	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC4816946|XP_001356831.3|DPSE	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC4812754|XP_001353401.2|DPSE	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC4813733|XP_001353402.1|DPSE	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC4812020|XP_001352819.4|DPSE	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC4813419|XP_033239882.1|DPSE	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC4813200|XP_001353395.2|DPSE	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC4811979|XP_001352563.3|DPSE	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC4816113|XP_001355785.2|DPSE	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC4800423|XP_001357701.1|DPSE	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC6896751|XP_033241598.1|DPSE	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC4801944|XP_001358959.1|DPSE	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC4800244|XP_033241595.1|DPSE	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC4802632|XP_001359516.3|DPSE	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC4805323|XP_004444449.1|DPSE	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC4805324|XP_001361743.2|DPSE	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC6902354|XP_002133300.1|DPSE	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC4814090|XP_033239907.1|DPSE	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC4813990|XP_001354188.2|DPSE	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC4814006|XP_001354187.1|DPSE	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC4814045|XP_001354207.3|DPSE	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC4814166|XP_001354274.1|DPSE	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC4813731|XP_001353332.1|DPSE	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC4805147|XP_001361598.3|DPSE	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC4813221|XP_001353865.1|DPSE	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC4814080|XP_001354259.1|DPSE	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC4814094|XP_001354258.1|DPSE	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC4802462|XP_033234366.1|DPSE	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC4817932|XP_001357451.4|DPSE	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC6900734|XP_002135094.1|DPSE	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC4802562|XP_001359459.4|DPSE	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC6900707|XP_002135070.1|DPSE	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC4814079|XP_015042419.2|DPSE	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC4814328|XP_001354481.2|DPSE	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC4812465|XP_033238515.1|DPSE	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC4814880|XP_001354684.1|DPSE	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC4812510|XP_001352426.3|DPSE	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC4811884|XP_001352427.1|DPSE	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC6899981|XP_033239232.1|DPSE	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC4812543|XP_001352805.1|DPSE	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC6900723|XP_002135086.2|DPSE	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC4813464|XP_001353842.1|DPSE	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC4814056|XP_001354286.3|DPSE	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC4814068|XP_033239802.1|DPSE	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC4811927|XP_033238371.1|DPSE	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC4802064|XP_001359057.1|DPSE	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC6902326|XP_015041396.2|DPSE	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC4813709|XP_001354069.1|DPSE	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC4813708|XP_001354068.3|DPSE	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC4813879|XP_001354070.1|DPSE	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC4812183|XP_033238251.1|DPSE	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC117184822|XP_033239671.1|DPSE, LOC4815347|XP_002134209.1|DPSE	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC6898164|XP_002138242.3|DPSE	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC4812211|XP_001352740.2|DPSE	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC4812529|XP_001352965.3|DPSE	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC6899937|XP_002135305.2|DPSE	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC4812107|XP_001352429.3|DPSE	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC4811959|XP_001352430.2|DPSE	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC4812858|XP_001354044.3|DPSE	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC4814071|XP_001354235.2|DPSE	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC4813552|XP_001353249.1|DPSE	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC4812979|XP_015043115.2|DPSE	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC4812324|XP_015043837.2|DPSE	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC4805725|XP_001362080.3|DPSE	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC4812811|XP_015042950.2|DPSE	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC4805222|XP_033233483.1|DPSE	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC4804444|XP_001361005.4|DPSE	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC4813877|XP_001353900.2|DPSE	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC4812823|XP_001353899.3|DPSE	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC4814502|XP_001354581.2|DPSE	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC4816760|XP_001356002.3|DPSE	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC4812918|XP_033238519.1|DPSE	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC4812688|XP_033237449.1|DPSE	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC4812681|XP_001353065.4|DPSE	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC4803406|XP_033234941.1|DPSE	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC6900612|XP_002134984.1|DPSE	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC4813956|XP_001354115.1|DPSE	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC117184252|XP_033236848.1|DPSE	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC4812709|XP_001353088.2|DPSE	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC6900036|XP_002135401.2|DPSE	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC6900588|XP_002134961.3|DPSE	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC4814592|XP_001354582.4|DPSE	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC4805294|XP_001361716.2|DPSE	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC4805649|XP_001362016.1|DPSE	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC6900739|XP_015043274.1|DPSE	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC4804763|XP_001361274.2|DPSE	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC4812395|XP_001352572.4|DPSE	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC4812558|XP_033240971.1|DPSE	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC4804518|XP_001361069.1|DPSE	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC4812223|XP_001352859.3|DPSE	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC4813002|XP_001353267.2|DPSE	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC4801721|XP_001358766.1|DPSE	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC4814074|XP_001354190.2|DPSE	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC4801447|XP_001358541.5|DPSE	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC4813755|XP_001353350.1|DPSE	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC4811880|XP_001352860.3|DPSE	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC4812430|XP_001352861.4|DPSE	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC4813836|XP_033237758.1|DPSE	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC4813264|XP_001353672.4|DPSE	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC6900266|XP_002135595.2|DPSE, LOC6897142|XP_002137322.1|DPSE	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC4812245|XP_001352953.2|DPSE	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC4817252|XP_001356792.4|DPSE	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC4804437|XP_015039955.2|DPSE	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC4812055|XP_001352441.1|DPSE	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC4812880|XP_001353754.1|DPSE	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC6900566|XP_002134944.1|DPSE	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC6900166|XP_015043895.2|DPSE	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC4802929|XP_001359745.3|DPSE	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC6899811|XP_033235756.1|DPSE	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC4812200|XP_001352702.3|DPSE	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC4812618|XP_001352411.1|DPSE	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC6900887|XP_002135244.2|DPSE	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC4812724|XP_001353103.2|DPSE	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC6900880|XP_015043471.2|DPSE	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC4801958|XP_033232706.1|DPSE	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC4814164|XP_001354265.1|DPSE	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC4812594|XP_001352716.3|DPSE	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC4812674|XP_001353058.2|DPSE	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC4813276|XP_001353715.1|DPSE	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC4812670|XP_001353054.1|DPSE	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC6903407|XP_033236381.1|DPSE	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC4812026|XP_001352636.1|DPSE	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC6900620|XP_033239003.1|DPSE	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC4815339|XP_001354517.2|DPSE	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC4801031|XP_033241735.1|DPSE	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC4812584|XP_015043564.2|DPSE	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC6900174|XP_002135513.2|DPSE	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC4812608|XP_001352840.4|DPSE	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC4805719|XP_033233704.1|DPSE	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC4812732|XP_001353111.3|DPSE	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC4812731|XP_033238338.1|DPSE	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC6900324|XP_033238339.1|DPSE	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC4805340|XP_001361756.2|DPSE	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC4814089|XP_001354196.2|DPSE	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC4804718|XP_001361236.2|DPSE	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC4813566|XP_001353407.1|DPSE	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC4804816|XP_033233599.1|DPSE	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC4812552|XP_001352517.2|DPSE	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC4814399|XP_001354353.1|DPSE	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC4805373|XP_001361783.3|DPSE	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC4805327|XP_033234609.1|DPSE	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC4804341|XP_001360916.2|DPSE	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC4804137|XP_001360743.4|DPSE	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC4817963|XP_001357381.3|DPSE	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC4805322|XP_001361741.2|DPSE	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC4816230|XP_001355851.4|DPSE	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC4816376|XP_001356145.1|DPSE	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC4816752|XP_015036669.2|DPSE	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC4801228|XP_001358351.3|DPSE	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC4814852|XP_015041433.2|DPSE	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC26533276|XP_033235775.1|DPSE	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC4816229|XP_001355850.2|DPSE	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC4817194|XP_001356731.3|DPSE	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC4817357|XP_001356835.3|DPSE	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC4817777|XP_001357119.2|DPSE	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC4817857|XP_015035553.2|DPSE	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC4817828|XP_001357468.3|DPSE	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC4814522|XP_015041714.2|DPSE	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC4816684|XP_001356175.3|DPSE	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC6903362|XP_033235414.1|DPSE	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC4817327|XP_001356901.1|DPSE	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC4817072|XP_001356640.2|DPSE	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC4815722|XP_001355646.2|DPSE	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC4817817|XP_015035540.1|DPSE	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC4815300|XP_001354659.5|DPSE	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC4800488|XP_033233233.1|DPSE	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC4816526|XP_001356245.1|DPSE	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC6903243|XP_002132942.3|DPSE	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC4817289|XP_001356494.3|DPSE	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC4818192|XP_033236437.1|DPSE	LOC120422970|XP_039442491.1|CPIP
