Orthogroup	DPSE.longest_only	CQUI.longest_only
OG0006360	LOC4815063|XP_015042062.1|DPSE	LOC6039059|XP_038122538.1|CQUI
OG0006361	LOC4802277|XP_001359229.3|DPSE	LOC6045949|XP_001863223.1|CQUI
OG0006362	LOC4814539|XP_001354967.1|DPSE	LOC6053338|XP_038108345.1|CQUI
OG0006363	LOC6901742|XP_015042095.2|DPSE	LOC6050397|XP_038122701.1|CQUI
OG0006364	LOC4817726|XP_033235972.1|DPSE	LOC6050770|XP_001867327.2|CQUI
OG0006365	LOC4815174|XP_001355043.3|DPSE	LOC6032354|XP_038105077.1|CQUI
OG0006366	LOC6901652|XP_033239800.1|DPSE	LOC6050416|XP_038105037.1|CQUI
OG0006367	LOC6902248|XP_002133775.2|DPSE	LOC6038302|XP_038105244.1|CQUI
OG0006368	LOC4800371|XP_015038600.2|DPSE	LOC6051275|XP_038105370.1|CQUI
OG0006369	LOC4800370|XP_015038540.2|DPSE	LOC6050384|XP_038105930.1|CQUI
OG0006370	LOC4814345|XP_001354378.1|DPSE	LOC6047660|XP_001864693.2|CQUI
OG0006371	LOC4800317|XP_001357591.2|DPSE	LOC6045354|XP_001862742.1|CQUI
OG0006372	LOC6899810|XP_002135725.1|DPSE	LOC6038653|XP_038105014.1|CQUI
OG0006373	LOC6901594|XP_015041850.2|DPSE	LOC6038638|XP_038104341.1|CQUI
OG0006374	LOC4815449|XP_001355547.2|DPSE	LOC6041844|XP_001851054.2|CQUI
OG0006375	LOC4815122|XP_001355204.3|DPSE	LOC6041904|XP_038105993.1|CQUI
OG0006376	LOC4815543|XP_001355668.3|DPSE	LOC6041905|XP_038108522.1|CQUI
OG0006379	LOC6902206|XP_002133733.2|DPSE	LOC6034413|XP_001844731.1|CQUI
OG0006380	LOC4815125|XP_001354687.2|DPSE	LOC6034416|XP_038114328.1|CQUI
OG0006381	LOC4815098|XP_001355017.2|DPSE	LOC6034431|XP_001844748.2|CQUI
OG0006382	LOC4815748|XP_001355677.3|DPSE	LOC6034427|XP_001844745.1|CQUI
OG0006383	LOC4815762|XP_033239006.1|DPSE	LOC6034436|XP_038106503.1|CQUI
OG0006384	LOC4815668|XP_001355270.2|DPSE	LOC6034437|XP_001844753.1|CQUI
OG0006388	LOC4815991|XP_001355714.4|DPSE	LOC6034465|XP_038105114.1|CQUI
OG0006389	LOC4815820|XP_001355715.4|DPSE	LOC6034464|XP_001844776.2|CQUI
OG0006390	LOC4802239|XP_015037691.1|DPSE	LOC6034481|XP_001844789.2|CQUI
OG0006391	LOC4801389|XP_001358490.3|DPSE	LOC6031417|XP_001842226.2|CQUI
OG0006392	LOC4814487|XP_001354544.4|DPSE	LOC6049575|XP_038113495.1|CQUI
OG0006393	LOC4817722|XP_001357124.4|DPSE	LOC6042569|XP_038122677.1|CQUI
OG0006394	LOC4800651|XP_001357884.1|DPSE	LOC6042578|XP_001852614.1|CQUI
OG0006395	LOC4800353|XP_001357561.1|DPSE	LOC6034724|XP_001845005.1|CQUI
OG0006396	LOC4814731|XP_001354571.3|DPSE	LOC6044601|XP_001862089.2|CQUI
OG0006397	LOC4815267|XP_001355164.3|DPSE	LOC6034798|XP_001845070.1|CQUI
OG0006398	LOC6901319|XP_002134020.2|DPSE	LOC6034786|XP_001845059.2|CQUI
OG0006399	LOC4815650|XP_033239496.1|DPSE	LOC6034781|XP_001845054.2|CQUI
OG0006400	LOC4815795|XP_001355275.3|DPSE	LOC6034780|XP_001845053.2|CQUI
OG0006401	LOC4813657|XP_001353486.3|DPSE	LOC6034777|XP_038118808.1|CQUI
OG0006402	LOC4802248|XP_001359207.2|DPSE	LOC6034774|XP_001845047.2|CQUI
OG0006403	LOC4803295|XP_001360059.2|DPSE	LOC6034769|XP_038105084.1|CQUI
OG0006404	LOC4802837|XP_001359673.4|DPSE	LOC6034765|XP_038105083.1|CQUI
OG0006405	LOC4813302|XP_001353593.3|DPSE	LOC6034757|XP_038105958.1|CQUI
OG0006406	LOC4801604|XP_001358671.2|DPSE	LOC6052820|XP_038111531.1|CQUI
OG0006407	LOC4815331|XP_001354981.3|DPSE	LOC6042197|XP_038111102.1|CQUI
OG0006408	LOC4815176|XP_001354938.1|DPSE	LOC6031443|XP_001842247.2|CQUI
OG0006409	LOC4815254|XP_001354755.2|DPSE	LOC6041915|XP_038120845.1|CQUI
OG0006410	LOC4815320|XP_001354512.2|DPSE	LOC6052689|XP_001868916.1|CQUI
OG0006411	LOC6901317|XP_033239448.1|DPSE	LOC6052692|XP_001868919.2|CQUI
OG0006412	LOC4801332|XP_001358444.2|DPSE	LOC6045531|XP_038110179.1|CQUI
OG0006413	LOC4801334|XP_015037190.2|DPSE	LOC6053113|XP_038105032.1|CQUI
OG0006414	LOC4801970|XP_001358983.2|DPSE	LOC6047882|XP_038113214.1|CQUI
OG0006415	LOC4814248|XP_001354419.3|DPSE	LOC6044731|XP_038119571.1|CQUI
OG0006416	LOC4814814|XP_001355146.2|DPSE	LOC119770055|XP_038120127.1|CQUI
OG0006417	LOC4816462|XP_001356150.2|DPSE	LOC6043999|XP_001861577.1|CQUI
OG0006418	LOC6901013|XP_033238151.1|DPSE	LOC119769985|XP_038119916.1|CQUI
OG0006419	LOC4800729|XP_001357949.2|DPSE	LOC6048541|XP_038109566.1|CQUI
OG0006420	LOC4801565|XP_001358639.2|DPSE	LOC6034740|XP_001845019.2|CQUI
OG0006421	LOC4816417|XP_001356077.3|DPSE	LOC6034737|XP_038104167.1|CQUI
OG0006422	LOC4818105|XP_001357229.1|DPSE	LOC6034803|XP_038104907.1|CQUI
OG0006423	LOC4801674|XP_001358724.3|DPSE	LOC6034807|XP_001845079.2|CQUI
OG0006424	LOC6897297|XP_002137456.2|DPSE	LOC6034809|XP_038104293.1|CQUI
OG0006425	LOC4801676|XP_001358726.3|DPSE	LOC6034810|XP_038104273.1|CQUI
OG0006426	LOC4801677|XP_001358727.2|DPSE	LOC6054745|XP_038104266.1|CQUI
OG0006428	LOC4801540|XP_015037306.2|DPSE	LOC6046776|XP_038104936.1|CQUI
OG0006429	LOC4801754|XP_001358795.2|DPSE	LOC6046765|XP_038105372.1|CQUI
OG0006430	LOC4812475|XP_001352992.1|DPSE	LOC6035367|XP_038112592.1|CQUI
OG0006431	LOC4800299|XP_001357648.2|DPSE	LOC6036517|XP_038106633.1|CQUI
OG0006432	LOC4801003|XP_001358177.3|DPSE	LOC6050342|XP_038105713.1|CQUI
OG0006434	LOC4811836|XP_001382214.2|DPSE	LOC6042406|XP_038105449.1|CQUI
OG0006435	LOC6897117|XP_015037111.2|DPSE	LOC6042413|XP_038104557.1|CQUI
OG0006436	LOC4816058|XP_001355587.2|DPSE	LOC119765382|XP_038105058.1|CQUI
OG0006437	LOC6901341|XP_015041591.1|DPSE	LOC6042421|XP_038122602.1|CQUI
OG0006438	LOC4817274|XP_001356436.2|DPSE	LOC6040727|XP_001850080.1|CQUI
OG0006439	LOC4800797|XP_001358008.1|DPSE	LOC6051538|XP_038104783.1|CQUI
OG0006440	LOC4800798|XP_001358009.3|DPSE	LOC6051539|XP_038105155.1|CQUI
OG0006441	LOC4801919|XP_001358937.3|DPSE	LOC6042023|XP_001851187.1|CQUI
OG0006442	LOC4800431|XP_001357709.3|DPSE	LOC6042024|XP_038105778.1|CQUI
OG0006443	LOC4802275|XP_001359227.1|DPSE	LOC6035209|XP_001845438.2|CQUI
OG0006444	LOC4800253|XP_001357643.1|DPSE	LOC6035228|XP_001845458.2|CQUI
OG0006445	LOC4815847|XP_001355582.2|DPSE	LOC6047770|XP_038116294.1|CQUI
OG0006446	LOC4811823|XP_001352378.4|DPSE	LOC6047768|XP_038116962.1|CQUI
OG0006447	LOC4811824|XP_001382205.4|DPSE	LOC6046341|XP_038106869.1|CQUI
OG0006448	LOC4801787|XP_001358824.1|DPSE	LOC6047465|XP_001864519.1|CQUI
OG0006449	LOC4801785|XP_001358822.4|DPSE	LOC119768841|XP_038116189.1|CQUI
OG0006450	LOC4817683|XP_001357069.2|DPSE	LOC6047474|XP_038104801.1|CQUI
OG0006451	LOC4815027|XP_033240930.1|DPSE	LOC6032580|XP_001843153.1|CQUI
OG0006452	LOC4802128|XP_033241712.1|DPSE	LOC6035354|XP_038104407.1|CQUI
OG0006453	LOC4813741|XP_001353786.2|DPSE	LOC6044847|XP_001862292.2|CQUI
OG0006455	LOC4802758|XP_033241148.1|DPSE	LOC119768510|XP_038114495.1|CQUI
OG0006456	LOC4802756|XP_001359617.2|DPSE	LOC6035573|XP_001845728.1|CQUI
OG0006457	LOC4801266|XP_001358387.3|DPSE	LOC6035550|XP_001845708.2|CQUI
OG0006458	LOC6899499|XP_002136033.3|DPSE, LOC4811722|XP_033235777.1|DPSE	LOC6035551|XP_038106162.1|CQUI
OG0006459	LOC4800617|XP_001357861.1|DPSE	LOC6034924|XP_038111384.1|CQUI
OG0006460	LOC4801763|XP_001358804.2|DPSE	LOC6044849|XP_001862294.2|CQUI
OG0006461	LOC4800851|XP_001358052.2|DPSE	LOC6045194|XP_001862589.1|CQUI
OG0006462	LOC4800569|XP_033232363.1|DPSE	LOC6045197|XP_001862592.2|CQUI
OG0006463	LOC4801255|XP_001358378.4|DPSE	LOC6045203|XP_038118052.1|CQUI
OG0006464	LOC4812261|XP_015044060.2|DPSE	LOC119765386|XP_038105081.1|CQUI
OG0006465	LOC4815521|XP_001355349.1|DPSE	LOC6047843|XP_038104072.1|CQUI
OG0006466	LOC4815793|XP_001355555.2|DPSE	LOC6047845|XP_001864847.2|CQUI
OG0006467	LOC4801345|XP_001358454.2|DPSE	LOC6032712|XP_038111125.1|CQUI
OG0006468	LOC4801782|XP_001358819.3|DPSE	LOC6036799|XP_001846793.2|CQUI
OG0006469	LOC6901537|XP_002134212.1|DPSE	LOC6035080|XP_038104679.1|CQUI
OG0006470	LOC4813194|XP_001353264.5|DPSE	LOC6048396|XP_038104152.1|CQUI
OG0006471	LOC4801771|XP_001358812.3|DPSE	LOC6032701|XP_001843257.2|CQUI
OG0006472	LOC4801770|XP_001358811.1|DPSE	LOC6032697|XP_001843255.1|CQUI
OG0006473	LOC4813356|XP_033241280.1|DPSE	LOC6032690|XP_038105769.1|CQUI
OG0006474	LOC4805682|XP_001362041.2|DPSE	LOC6032689|XP_038105773.1|CQUI
OG0006475	LOC4801880|XP_001358903.3|DPSE	LOC6032686|XP_001843246.1|CQUI
OG0006476	LOC4815638|XP_001355580.3|DPSE	LOC6032679|XP_001843239.2|CQUI
OG0006477	LOC4814981|XP_001355024.2|DPSE	LOC6032673|XP_038104545.1|CQUI
OG0006478	LOC4801745|XP_001358788.2|DPSE	LOC6039165|XP_038108612.1|CQUI
OG0006479	LOC4801746|XP_033236056.1|DPSE	LOC6039164|XP_038105278.1|CQUI
OG0006480	LOC4803634|XP_001360322.2|DPSE	LOC6039159|XP_001848814.2|CQUI
OG0006482	LOC6897083|XP_002137267.2|DPSE	LOC6040888|XP_038104492.1|CQUI
OG0006483	LOC4801287|XP_001358407.3|DPSE	LOC6036786|XP_038115876.1|CQUI
OG0006484	LOC4801285|XP_033234664.1|DPSE	LOC6036782|XP_001846778.2|CQUI
OG0006485	LOC4801806|XP_033232567.1|DPSE	LOC6042431|XP_001851547.2|CQUI
OG0006486	LOC4803227|XP_001360003.2|DPSE	LOC6047624|XP_038104845.1|CQUI
OG0006487	LOC4801054|XP_001358216.2|DPSE	LOC6048420|XP_001865343.2|CQUI
OG0006488	LOC4812977|XP_001353892.3|DPSE	LOC6031558|XP_001842342.2|CQUI
OG0006489	LOC4801698|XP_001358745.1|DPSE	LOC6048414|XP_038117724.1|CQUI
OG0006490	LOC6898001|XP_002138094.2|DPSE	LOC6032645|XP_038110449.1|CQUI
OG0006492	LOC4801484|XP_001358567.3|DPSE	LOC6046541|XP_038104119.1|CQUI
OG0006493	LOC4815217|XP_001354617.2|DPSE	LOC6035399|XP_038104695.1|CQUI
OG0006494	LOC6901809|XP_002134477.2|DPSE	LOC6035401|XP_038107661.1|CQUI
OG0006495	LOC26534064|XP_015035013.2|DPSE	LOC6040937|XP_038122503.1|CQUI
OG0006496	LOC4801772|XP_001358813.2|DPSE	LOC6031656|XP_038109396.1|CQUI
OG0006497	LOC4801412|XP_001358511.1|DPSE	LOC6033687|XP_038105943.1|CQUI
OG0006498	LOC6897184|XP_002137364.2|DPSE	LOC6033686|XP_038123012.1|CQUI
OG0006499	LOC6896886|XP_015038856.2|DPSE	LOC6033674|XP_038105780.1|CQUI
OG0006500	LOC4811826|XP_001382221.3|DPSE	LOC6033671|XP_001844097.2|CQUI
OG0006501	LOC4800416|XP_001357695.4|DPSE	LOC6033672|XP_038116139.1|CQUI
OG0006502	LOC4800412|XP_015038612.2|DPSE	LOC6054158|XP_038104785.1|CQUI
OG0006503	LOC4800410|XP_001357690.3|DPSE	LOC6051327|XP_001867790.1|CQUI
OG0006504	LOC6896743|XP_033241846.1|DPSE	LOC6051328|XP_038105924.1|CQUI
OG0006505	LOC4800994|XP_001358169.3|DPSE	LOC6041356|XP_038107042.1|CQUI
OG0006506	LOC4812721|XP_001353100.2|DPSE	LOC6035502|XP_038112084.1|CQUI
OG0006507	LOC6897829|XP_015038147.2|DPSE	LOC6039671|XP_038103987.1|CQUI
OG0006508	LOC6903724|XP_033232287.1|DPSE	LOC6039678|XP_038105184.1|CQUI
OG0006509	LOC4815356|XP_001354934.2|DPSE	LOC6037403|XP_001847320.2|CQUI
OG0006510	LOC4801026|XP_015038569.2|DPSE	LOC6033700|XP_038105613.1|CQUI
OG0006511	LOC6897183|XP_015037237.2|DPSE	LOC6033716|XP_038104528.1|CQUI
OG0006512	LOC6896950|XP_002137135.3|DPSE	LOC6039182|XP_038122934.1|CQUI
OG0006513	LOC4801406|XP_033233152.1|DPSE	LOC6038058|XP_038104615.1|CQUI
OG0006514	LOC4801370|XP_001358477.1|DPSE	LOC6038061|XP_001847904.1|CQUI
OG0006515	LOC4801841|XP_001358874.2|DPSE	LOC6040676|XP_038115506.1|CQUI
OG0006516	LOC4800442|XP_001357718.3|DPSE	LOC6037325|XP_001847250.2|CQUI
OG0006517	LOC4800446|XP_001357721.1|DPSE	LOC6037326|XP_001847251.2|CQUI
OG0006518	LOC4800443|XP_033236836.1|DPSE	LOC6037328|XP_038108932.1|CQUI
OG0006519	LOC4800447|XP_001357722.3|DPSE	LOC6037331|XP_001847255.2|CQUI
OG0006520	LOC4800275|XP_001357632.1|DPSE	LOC6035343|XP_001845554.1|CQUI
OG0006521	LOC4801616|XP_001358678.3|DPSE	LOC6031660|XP_001842406.2|CQUI
OG0006522	LOC6896714|XP_002136928.3|DPSE	LOC6037469|XP_038114489.1|CQUI
OG0006523	LOC4800691|XP_001357918.1|DPSE	LOC6037470|XP_001847380.1|CQUI
OG0006524	LOC4816118|XP_033236703.1|DPSE	LOC6032187|XP_038122641.1|CQUI
OG0006525	LOC4815605|XP_015041175.2|DPSE	LOC6032196|XP_038105137.1|CQUI
OG0006526	LOC4801889|XP_001358911.3|DPSE	LOC6042439|XP_001851557.2|CQUI
OG0006527	LOC4801890|XP_001358912.1|DPSE	LOC6042440|XP_001851558.2|CQUI
OG0006528	LOC4801891|XP_001358913.1|DPSE	LOC6042443|XP_001851560.2|CQUI
OG0006529	LOC4801893|XP_001358915.3|DPSE	LOC119765195|XP_038104517.1|CQUI
OG0006530	LOC4801895|XP_001358916.2|DPSE	LOC6040251|XP_038105670.1|CQUI
OG0006531	LOC4801900|XP_001358920.2|DPSE	LOC6040255|XP_001849693.2|CQUI
OG0006532	LOC4801906|XP_001358926.4|DPSE	LOC6039067|XP_001848745.2|CQUI
OG0006533	LOC4805244|XP_001361676.3|DPSE	LOC6039086|XP_001848757.2|CQUI
OG0006536	LOC4801928|XP_001358946.2|DPSE	LOC6040881|XP_038113052.1|CQUI
OG0006537	LOC4800747|XP_001357964.2|DPSE	LOC6040705|XP_038105548.1|CQUI
OG0006538	LOC4801180|XP_015037066.2|DPSE	LOC6033016|XP_038106303.1|CQUI
OG0006539	LOC6897141|XP_002137321.2|DPSE	LOC6032988|XP_001843499.2|CQUI
OG0006540	LOC4800975|XP_015038634.2|DPSE	LOC6033726|XP_038104755.1|CQUI
OG0006541	LOC4800458|XP_001357730.4|DPSE	LOC6039905|XP_001849403.1|CQUI
OG0006542	LOC4800459|XP_033240963.1|DPSE	LOC6039906|XP_001849404.2|CQUI
OG0006543	LOC4801125|XP_015037032.2|DPSE	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI
OG0006545	LOC4815198|XP_001354501.1|DPSE	LOC6038041|XP_001847885.1|CQUI
OG0006546	LOC6896959|XP_002137144.3|DPSE	LOC6038043|XP_038105842.1|CQUI
OG0006547	LOC6896755|XP_033232313.1|DPSE	LOC6042394|XP_038108420.1|CQUI
OG0006548	LOC6897128|XP_002137309.2|DPSE	LOC6040941|XP_001850269.2|CQUI
OG0006551	LOC4814243|XP_001354385.4|DPSE	LOC6032041|XP_038122808.1|CQUI
OG0006552	LOC4814263|XP_033240119.1|DPSE	LOC6032043|XP_001842709.2|CQUI
OG0006553	LOC6897073|XP_002137257.1|DPSE	LOC6032060|XP_001842726.2|CQUI
OG0006554	LOC4800862|XP_033235382.1|DPSE	LOC6032074|XP_038115674.1|CQUI
OG0006555	LOC4802771|XP_001359631.3|DPSE	LOC119765670|XP_038105987.1|CQUI
OG0006556	LOC4801301|XP_001358419.3|DPSE	LOC6032087|XP_038105140.1|CQUI
OG0006557	LOC6903076|XP_002132794.2|DPSE	LOC6033172|XP_038114436.1|CQUI
OG0006558	LOC4801230|XP_003736440.2|DPSE	LOC6035197|XP_038111508.1|CQUI
OG0006559	LOC4801501|XP_015037280.1|DPSE	LOC6035199|XP_038114547.1|CQUI
OG0006560	LOC4801964|XP_001358978.1|DPSE	LOC6035204|XP_001845433.2|CQUI
OG0006561	LOC4801965|XP_001358979.3|DPSE	LOC6035205|XP_001845434.2|CQUI
OG0006566	LOC4801363|XP_001358470.3|DPSE	LOC6033959|XP_038104808.1|CQUI
OG0006567	LOC4800643|XP_001357878.2|DPSE	LOC6040905|XP_001850233.2|CQUI
OG0006568	LOC4800644|XP_001357879.3|DPSE	LOC6040906|XP_001850234.2|CQUI
OG0006569	LOC4812486|XP_033238249.1|DPSE	LOC6040907|XP_038105298.1|CQUI
OG0006570	LOC4802487|XP_001359400.4|DPSE	LOC6040909|XP_038122837.1|CQUI
OG0006571	LOC4800610|XP_001357855.2|DPSE	LOC6040915|XP_001850243.1|CQUI
OG0006572	LOC13036531|XP_003736663.2|DPSE	LOC6040931|XP_001850259.2|CQUI
OG0006573	LOC4802289|XP_001359235.1|DPSE	LOC6040933|XP_001850261.1|CQUI
OG0006574	LOC4801027|XP_001358196.4|DPSE	LOC6035402|XP_038114426.1|CQUI
OG0006575	LOC4800478|XP_001357745.1|DPSE	LOC6037343|XP_001847267.1|CQUI
OG0006580	LOC4801048|XP_001358211.3|DPSE	LOC6033963|XP_001844351.1|CQUI
OG0006581	LOC4802490|XP_033238707.1|DPSE	LOC6033968|XP_038104320.1|CQUI
OG0006582	LOC4802681|XP_001359551.3|DPSE	LOC6033972|XP_038104680.1|CQUI
OG0006583	LOC6897106|XP_033232619.1|DPSE	LOC6033975|XP_038112416.1|CQUI
OG0006584	LOC6902799|XP_002132536.2|DPSE	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI
OG0006586	LOC4800266|XP_001357627.2|DPSE	LOC6032033|XP_001842700.2|CQUI
OG0006587	LOC4800267|XP_001357626.2|DPSE	LOC6032034|XP_001842701.2|CQUI
OG0006588	LOC4802080|XP_033239762.1|DPSE	LOC6032023|XP_038122951.1|CQUI
OG0006589	LOC4802255|XP_015037706.2|DPSE	LOC6032008|XP_001842676.1|CQUI
OG0006590	LOC4802257|XP_001359215.3|DPSE	LOC6032006|XP_038105254.1|CQUI
OG0006591	LOC4814007|XP_001354179.1|DPSE	LOC6053565|XP_038115742.1|CQUI
OG0006592	LOC4800778|XP_001357993.3|DPSE	LOC6032784|XP_038119498.1|CQUI
OG0006593	LOC4800779|XP_001357994.4|DPSE	LOC6032779|XP_001843320.2|CQUI
OG0006594	LOC4812509|XP_001352620.3|DPSE	LOC6032786|XP_001843325.2|CQUI
OG0006595	LOC4805634|XP_033233532.1|DPSE	LOC6032806|XP_038116443.1|CQUI
OG0006597	LOC4814063|XP_001354293.2|DPSE	LOC6032814|XP_038118603.1|CQUI
OG0006598	LOC4817793|XP_001357171.4|DPSE	LOC6032818|XP_001843355.2|CQUI
OG0006599	LOC6900848|XP_002135206.1|DPSE	LOC6032823|XP_001843360.2|CQUI
OG0006600	LOC4813094|XP_015042661.2|DPSE	LOC6032825|XP_038115305.1|CQUI
OG0006601	LOC4813825|XP_001353349.1|DPSE	LOC6032829|XP_001843367.1|CQUI
OG0006602	LOC6900439|XP_002134830.2|DPSE	LOC6032831|XP_001843368.2|CQUI
OG0006603	LOC4813118|XP_001353348.3|DPSE	LOC6032832|XP_038119769.1|CQUI
OG0006604	LOC4813452|XP_001353271.3|DPSE	LOC6032835|XP_001843372.2|CQUI
OG0006605	LOC4814523|XP_001354842.2|DPSE	LOC6032839|XP_038119245.1|CQUI
OG0006606	LOC4812515|XP_001352853.3|DPSE	LOC6032845|XP_038120209.1|CQUI
OG0006607	LOC6900608|XP_002134980.2|DPSE	LOC6032846|XP_038120210.1|CQUI
OG0006608	LOC4802483|XP_001359397.3|DPSE	LOC6032860|XP_001843385.1|CQUI
OG0006609	LOC4801701|XP_001358748.3|DPSE	LOC6032900|XP_038116291.1|CQUI
OG0006610	LOC4812233|XP_001352529.3|DPSE	LOC6032908|XP_038114526.1|CQUI
OG0006611	LOC4813347|XP_033238272.1|DPSE	LOC6032911|XP_038116284.1|CQUI
OG0006612	LOC4813348|XP_033238273.1|DPSE	LOC6032913|XP_001843437.2|CQUI
OG0006613	LOC4813399|XP_001353567.1|DPSE	LOC6049338|XP_038119131.1|CQUI
OG0006614	LOC4813091|XP_015042921.2|DPSE	LOC6049340|XP_038117963.1|CQUI
OG0006615	LOC4812869|XP_001353570.2|DPSE	LOC6031073|XP_038119046.1|CQUI
OG0006616	LOC4812700|XP_001353082.4|DPSE	LOC6031070|XP_038122390.1|CQUI
OG0006617	LOC4812776|XP_001353450.1|DPSE	LOC6031075|XP_001841926.2|CQUI
OG0006618	LOC4813105|XP_001353871.2|DPSE	LOC6031094|XP_038120256.1|CQUI
OG0006619	LOC4812793|XP_001354038.2|DPSE	LOC6054042|XP_038116192.1|CQUI
OG0006620	LOC4812981|XP_001354041.2|DPSE	LOC6054046|XP_038119442.1|CQUI
OG0006621	LOC4811940|XP_001352680.1|DPSE	LOC6053563|XP_038116160.1|CQUI
OG0006622	LOC4812550|XP_001352792.1|DPSE	LOC6038682|XP_001848437.1|CQUI
OG0006623	LOC4812061|XP_001352793.2|DPSE	LOC6038685|XP_001848438.1|CQUI
OG0006624	LOC4803426|XP_001360141.3|DPSE	LOC6042801|XP_001870804.1|CQUI
OG0006625	LOC4803428|XP_001360143.2|DPSE	LOC6042805|XP_038118695.1|CQUI
OG0006626	LOC4804848|XP_033233751.1|DPSE	LOC6042807|XP_001870806.1|CQUI
OG0006627	LOC4804345|XP_033234644.1|DPSE	LOC6042812|XP_001870810.1|CQUI
OG0006628	LOC4804344|XP_001360919.2|DPSE	LOC6042813|XP_038114854.1|CQUI
OG0006629	LOC4805513|XP_001361904.2|DPSE	LOC6047864|XP_038115147.1|CQUI
OG0006630	LOC4805021|XP_004444373.3|DPSE	LOC6048061|XP_038120956.1|CQUI
OG0006631	LOC4812140|XP_001352516.2|DPSE	LOC6041055|XP_001850366.1|CQUI
OG0006632	LOC4804933|XP_001361415.2|DPSE	LOC6041049|XP_001850360.2|CQUI
OG0006633	LOC4813444|XP_033238599.1|DPSE	LOC6041046|XP_038118777.1|CQUI
OG0006634	LOC4817025|XP_001356744.3|DPSE	LOC6041037|XP_001850348.2|CQUI
OG0006635	LOC4817370|XP_001356550.2|DPSE	LOC6041035|XP_038120749.1|CQUI
OG0006636	LOC4816088|XP_001355610.1|DPSE	LOC6031118|XP_038119744.1|CQUI
OG0006637	LOC4814154|XP_001354228.3|DPSE	LOC6031124|XP_001841968.2|CQUI
OG0006638	LOC4804510|XP_033234519.1|DPSE	LOC6031142|XP_001841985.1|CQUI
OG0006639	LOC6898506|XP_033234502.1|DPSE	LOC6031149|XP_038117683.1|CQUI
OG0006640	LOC4804018|XP_001360648.4|DPSE	LOC6030967|XP_038121634.1|CQUI
OG0006641	LOC4804715|XP_033234214.1|DPSE	LOC6030964|XP_038115430.1|CQUI
OG0006642	LOC4804589|XP_001361125.3|DPSE	LOC6030971|XP_038115394.1|CQUI
OG0006643	LOC4804301|XP_033233812.1|DPSE	LOC6030969|XP_001841820.1|CQUI
OG0006644	LOC4813201|XP_001353928.3|DPSE	LOC6050938|XP_001867452.2|CQUI
OG0006645	LOC4816286|XP_001356253.4|DPSE	LOC6043934|XP_038121710.1|CQUI
OG0006646	LOC4805421|XP_001361823.1|DPSE	LOC6043933|XP_038118699.1|CQUI
OG0006647	LOC4803740|XP_015039306.2|DPSE	LOC6041015|XP_038117569.1|CQUI
OG0006648	LOC4813259|XP_015042913.1|DPSE	LOC119770424|XP_038121222.1|CQUI
OG0006649	LOC6898435|XP_002138477.3|DPSE	LOC6053035|XP_038115035.1|CQUI
OG0006650	LOC6898079|XP_015039065.1|DPSE	LOC6051597|XP_038121932.1|CQUI
OG0006651	LOC4813724|XP_033240858.1|DPSE	LOC6040647|XP_038118734.1|CQUI
OG0006652	LOC4813001|XP_001353630.4|DPSE	LOC6043376|XP_001858629.2|CQUI
OG0006653	LOC4813695|XP_015043445.2|DPSE	LOC6039565|XP_038120864.1|CQUI
OG0006654	LOC4812004|XP_001352803.3|DPSE	LOC6039556|XP_038120455.1|CQUI
OG0006655	LOC6900511|XP_002134900.1|DPSE	LOC6049638|XP_038116545.1|CQUI
OG0006656	LOC4812625|XP_033238645.1|DPSE	LOC6039883|XP_038116070.1|CQUI
OG0006657	LOC4804417|XP_001360985.3|DPSE	LOC6043329|XP_001858472.1|CQUI
OG0006658	LOC4813322|XP_001353659.2|DPSE	LOC6043696|XP_038116551.1|CQUI
OG0006659	LOC4813027|XP_001353661.4|DPSE	LOC6043712|XP_038119008.1|CQUI
OG0006660	LOC6900716|XP_033239019.1|DPSE	LOC6049802|XP_038122077.1|CQUI
OG0006661	LOC4813208|XP_033241537.1|DPSE	LOC6053906|XP_038115654.1|CQUI
OG0006662	LOC4817605|XP_001357007.1|DPSE	LOC6044060|XP_038121720.1|CQUI
OG0006663	LOC4811895|XP_001352846.3|DPSE	LOC6047531|XP_038115090.1|CQUI
OG0006664	LOC4801665|XP_001358717.1|DPSE	LOC6035307|XP_001845524.2|CQUI
OG0006665	LOC4814078|XP_001354252.4|DPSE	LOC119769907|XP_038119658.1|CQUI
OG0006666	LOC26533940|XP_015039944.1|DPSE	LOC6049351|XP_001866124.2|CQUI
OG0006667	LOC4813442|XP_001353227.2|DPSE	LOC6048046|XP_001865018.2|CQUI
OG0006668	LOC4804028|XP_033234288.1|DPSE	LOC6051541|XP_001867969.1|CQUI
OG0006669	LOC4812980|XP_033239775.1|DPSE	LOC6044584|XP_001862064.2|CQUI
OG0006670	LOC4813622|XP_001353336.1|DPSE	LOC6044575|XP_001862065.1|CQUI
OG0006671	LOC4813173|XP_015042749.2|DPSE	LOC6040318|XP_038118531.1|CQUI
OG0006672	LOC4814055|XP_001354214.4|DPSE	LOC6044571|XP_038120372.1|CQUI
OG0006673	LOC4814129|XP_001354276.1|DPSE	LOC6044585|XP_001862069.2|CQUI
