Orthogroup	DPSE.longest_only	HILL.longest_only
OG0007220	LOC4801831|XP_001358864.3|DPSE	LOC119657337|XP_037920138.1|HILL
OG0007221	LOC4802202|XP_033232571.1|DPSE	LOC119659949|XP_037924224.1|HILL
OG0007222	LOC4800951|XP_001358134.3|DPSE	LOC119659507|XP_037923562.1|HILL
OG0007223	LOC4801977|XP_001358990.2|DPSE	LOC119660182|XP_037924519.1|HILL
OG0007224	LOC4803239|XP_001360012.2|DPSE	LOC119658876|XP_037922576.1|HILL
OG0007225	LOC4803103|XP_001359901.2|DPSE	LOC119659642|XP_037923772.1|HILL
OG0007226	LOC4802023|XP_033232466.1|DPSE	LOC119659416|XP_037923420.1|HILL
OG0007227	LOC4813485|XP_001353860.3|DPSE	LOC119647854|XP_037905050.1|HILL
OG0007228	LOC4812971|XP_033240345.1|DPSE	LOC119649649|XP_037907831.1|HILL
OG0007229	LOC4800858|XP_001358058.1|DPSE	LOC119651563|XP_037911125.1|HILL
OG0007230	LOC6897963|XP_002138062.1|DPSE	LOC119659932|XP_037924200.1|HILL
OG0007231	LOC4802605|XP_001359494.3|DPSE	LOC119659030|XP_037922853.1|HILL
OG0007232	LOC4812280|XP_015043747.1|DPSE	LOC119648028|XP_037905374.1|HILL
OG0007233	LOC4812520|XP_033240177.1|DPSE	LOC119650141|XP_037908601.1|HILL
OG0007234	LOC4811993|XP_001352668.2|DPSE	LOC119650138|XP_037908598.1|HILL
OG0007235	LOC6900066|XP_033238860.1|DPSE	LOC119650366|XP_037908989.1|HILL
OG0007236	LOC4802692|XP_001359559.1|DPSE	LOC119658790|XP_037922432.1|HILL
OG0007237	LOC4802025|XP_001359025.2|DPSE	LOC119659339|XP_037923309.1|HILL
OG0007238	LOC4811782|XP_001352351.1|DPSE	LOC119660888|XP_037925742.1|HILL
OG0007239	LOC4802457|XP_001359374.3|DPSE	LOC119659399|XP_037923392.1|HILL
OG0007240	LOC4802235|XP_015037689.2|DPSE	LOC119659733|XP_037923919.1|HILL
OG0007241	LOC4815046|XP_001355179.3|DPSE	LOC119654756|XP_037916224.1|HILL
OG0007242	LOC4815045|XP_033240671.1|DPSE	LOC119655591|XP_037917462.1|HILL
OG0007243	LOC6901714|XP_002134382.3|DPSE	LOC119656105|XP_037918348.1|HILL
OG0007244	LOC4803319|XP_033241889.1|DPSE	LOC119659648|XP_037923784.1|HILL
OG0007245	LOC4800287|XP_033232381.1|DPSE	LOC119655168|XP_037916844.1|HILL
OG0007246	LOC4800839|XP_001358043.2|DPSE	LOC119660258|XP_037924644.1|HILL
OG0007247	LOC4805479|XP_015040677.1|DPSE	LOC119656113|XP_037918358.1|HILL
OG0007248	LOC6901850|XP_002133388.1|DPSE	LOC119654547|XP_037915920.1|HILL
OG0007249	LOC6901578|XP_033238998.1|DPSE	LOC119654322|XP_037915577.1|HILL
OG0007250	LOC4814953|XP_001354862.1|DPSE	LOC119655728|XP_037917694.1|HILL
OG0007252	LOC4801487|XP_033239381.1|DPSE	LOC119660562|XP_037925130.1|HILL
OG0007253	LOC4813781|XP_001353266.2|DPSE	LOC119648700|XP_037906436.1|HILL
OG0007254	LOC4803182|XP_015038338.2|DPSE	LOC119659527|XP_037923591.1|HILL
OG0007255	LOC4814541|XP_001355002.2|DPSE	LOC119654777|XP_037916247.1|HILL
OG0007256	LOC6897603|XP_002137748.1|DPSE	LOC119660435|XP_037924913.1|HILL
OG0007257	LOC4802570|XP_001359465.3|DPSE	LOC119659867|XP_037924109.1|HILL
OG0007258	LOC4802569|XP_033232403.1|DPSE	LOC119659620|XP_037923725.1|HILL
OG0007259	LOC4815602|XP_001355473.3|DPSE	LOC119653656|XP_037914405.1|HILL
OG0007260	LOC6900443|XP_002134834.1|DPSE	LOC119655508|XP_037917341.1|HILL
OG0007261	LOC4803931|XP_001360572.3|DPSE	LOC119655087|XP_037916714.1|HILL
OG0007262	LOC4815658|XP_001355352.3|DPSE	LOC119653831|XP_037914801.1|HILL
OG0007263	LOC4813964|XP_001354123.1|DPSE	LOC119660881|XP_037925724.1|HILL
OG0007264	LOC4812205|XP_001352408.2|DPSE	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL
OG0007265	LOC4815819|XP_001355249.1|DPSE	LOC119654297|XP_037915531.1|HILL
OG0007266	LOC4800528|XP_033237396.1|DPSE	LOC119659929|XP_037924193.1|HILL
OG0007267	LOC4803178|XP_001359961.2|DPSE	LOC119659046|XP_037922881.1|HILL
OG0007268	LOC4804154|XP_015039645.2|DPSE	LOC119659666|XP_037923815.1|HILL
OG0007269	LOC4815685|XP_001355465.3|DPSE	LOC119655699|XP_037917641.1|HILL
OG0007270	LOC6897275|XP_033232740.1|DPSE	LOC119658569|XP_037921945.1|HILL
OG0007271	LOC4802542|XP_001359441.2|DPSE	LOC119659898|XP_037924150.1|HILL
OG0007272	LOC4812766|XP_001353861.2|DPSE	LOC119659345|XP_037923317.1|HILL
OG0007273	LOC6897938|XP_015038314.2|DPSE	LOC119659343|XP_037923315.1|HILL
OG0007274	LOC4800782|XP_001357997.2|DPSE	LOC119658667|XP_037922148.1|HILL
OG0007275	LOC4813903|XP_033239793.1|DPSE	LOC119647463|XP_037904323.1|HILL
OG0007276	LOC4813114|XP_001353681.1|DPSE	LOC119650178|XP_037908660.1|HILL
OG0007277	LOC4813138|XP_033238583.1|DPSE	LOC119649842|XP_037908114.1|HILL
OG0007278	LOC4814042|XP_033241508.1|DPSE	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL
OG0007279	LOC4814011|XP_033238103.1|DPSE	LOC119647889|XP_037905117.1|HILL
OG0007280	LOC4814005|XP_001354178.4|DPSE	LOC119648927|XP_037906761.1|HILL
OG0007281	LOC6897594|XP_002137739.1|DPSE	LOC119658758|XP_037922379.1|HILL
OG0007282	LOC4802413|XP_001359336.3|DPSE	LOC119658755|XP_037922376.1|HILL
OG0007283	LOC4802195|XP_001359163.2|DPSE	LOC119659830|XP_037924051.1|HILL
OG0007284	LOC4801429|XP_001358524.1|DPSE	LOC119654568|XP_037915946.1|HILL
OG0007285	LOC4815130|XP_001355216.3|DPSE	LOC119655034|XP_037916639.1|HILL
OG0007286	LOC4815388|XP_001355215.1|DPSE	LOC119653857|XP_037914836.1|HILL
OG0007287	LOC4817146|XP_001356737.3|DPSE	LOC119661404|XP_037926661.1|HILL
OG0007288	LOC4815608|XP_015041288.2|DPSE	LOC119653855|XP_037914830.1|HILL
OG0007289	LOC4815246|XP_033240127.1|DPSE	LOC119653902|XP_037914966.1|HILL
OG0007290	LOC4803191|XP_001359974.2|DPSE	LOC119658803|XP_037922453.1|HILL
OG0007291	LOC4815244|XP_001355131.2|DPSE	LOC119646803|XP_037903323.1|HILL
OG0007292	LOC4811746|XP_001352317.1|DPSE	LOC119655048|XP_037916663.1|HILL
OG0007293	LOC4802185|XP_001359154.3|DPSE	LOC119659282|XP_037923218.1|HILL
OG0007294	LOC4802404|XP_001359328.4|DPSE	LOC119660179|XP_037924515.1|HILL
OG0007295	LOC4803317|XP_001360080.2|DPSE	LOC119659585|XP_037923672.1|HILL
OG0007296	LOC4801599|XP_033241875.1|DPSE	LOC119659172|XP_037923054.1|HILL
OG0007297	LOC4802683|XP_001359553.5|DPSE	LOC119660101|XP_037924407.1|HILL
OG0007298	LOC4802442|XP_001359361.1|DPSE	LOC119660323|XP_037924729.1|HILL
OG0007299	LOC26533564|XP_033241823.1|DPSE	LOC119660509|XP_037925034.1|HILL
OG0007300	LOC4802573|XP_033232402.1|DPSE	LOC119659454|XP_037923467.1|HILL
OG0007301	LOC4802046|XP_001359039.3|DPSE	LOC119659965|XP_037924250.1|HILL
OG0007302	LOC4802475|XP_015037826.2|DPSE	LOC119658848|XP_037922525.1|HILL
OG0007304	LOC4816770|XP_001356196.3|DPSE	LOC119646286|XP_037902625.1|HILL
OG0007305	LOC4813376|XP_001353967.2|DPSE	LOC119648328|XP_037905948.1|HILL
OG0007306	LOC4813377|XP_001353968.2|DPSE	LOC119648771|XP_037906532.1|HILL
OG0007307	LOC4802882|XP_001359711.3|DPSE	LOC119659227|XP_037923129.1|HILL
OG0007308	LOC4801184|XP_001358316.2|DPSE	LOC119660309|XP_037924712.1|HILL
OG0007309	LOC4802175|XP_001359147.1|DPSE	LOC119660294|XP_037924693.1|HILL
OG0007310	LOC4802172|XP_001359145.5|DPSE	LOC119658709|XP_037922246.1|HILL
OG0007311	LOC4802170|XP_015037650.2|DPSE	LOC119658660|XP_037922141.1|HILL
OG0007312	LOC4803808|XP_001360466.3|DPSE	LOC119656156|XP_037918420.1|HILL
OG0007313	LOC4814991|XP_001354760.2|DPSE	LOC119653751|XP_037914609.1|HILL
OG0007314	LOC4814294|XP_001354446.1|DPSE	LOC119646869|XP_037903422.1|HILL
OG0007315	LOC4814466|XP_015041456.2|DPSE	LOC119653699|XP_037914505.1|HILL
OG0007316	LOC4802910|XP_001359736.3|DPSE	LOC119658868|XP_037922554.1|HILL
OG0007317	LOC4802063|XP_001359056.3|DPSE	LOC119660314|XP_037924717.1|HILL
OG0007318	LOC6897443|XP_015037589.2|DPSE	LOC119660492|XP_037925007.1|HILL
OG0007319	LOC4813465|XP_001353389.2|DPSE	LOC119649920|XP_037908252.1|HILL
OG0007320	LOC26533200|XP_033236538.1|DPSE	LOC119656298|XP_037918665.1|HILL
OG0007321	LOC4815549|XP_001355237.2|DPSE	LOC119655136|XP_037916800.1|HILL
OG0007322	LOC4815871|XP_015041168.2|DPSE	LOC119654283|XP_037915493.1|HILL
OG0007323	LOC4814757|XP_001354502.2|DPSE	LOC119655751|XP_037917732.1|HILL
OG0007324	LOC4802648|XP_001359529.1|DPSE	LOC119660588|XP_037925185.1|HILL
OG0007325	LOC4800700|XP_001357926.1|DPSE	LOC119660501|XP_037925026.1|HILL
OG0007326	LOC4802647|XP_033236297.1|DPSE	LOC119660500|XP_037925024.1|HILL
OG0007327	LOC4812504|XP_033237957.1|DPSE	LOC119660205|XP_037924569.1|HILL
OG0007329	LOC4802362|XP_001359291.1|DPSE	LOC119658957|XP_037922758.1|HILL
OG0007330	LOC6901453|XP_033240960.1|DPSE	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL
OG0007331	LOC6901408|XP_015041665.2|DPSE	LOC119655560|XP_037917411.1|HILL
OG0007332	LOC4815786|XP_001355298.3|DPSE	LOC119654166|XP_037915261.1|HILL
OG0007333	LOC4802549|XP_001359447.3|DPSE	LOC119659590|XP_037923677.1|HILL
OG0007334	LOC4816540|XP_001355981.2|DPSE	LOC119658828|XP_037922490.1|HILL
OG0007335	LOC4814017|XP_015042489.1|DPSE	LOC119647814|XP_037904967.1|HILL
OG0007336	LOC4816024|XP_001355380.2|DPSE	LOC119659710|XP_037923892.1|HILL
OG0007337	LOC4812777|XP_001353793.2|DPSE	LOC119648379|XP_037906039.1|HILL
OG0007338	LOC4812541|XP_033240047.1|DPSE	LOC119647471|XP_037904334.1|HILL
OG0007339	LOC4802622|XP_001359507.1|DPSE	LOC119661299|XP_037926516.1|HILL
OG0007340	LOC4803162|XP_033237025.1|DPSE	LOC119658723|XP_037922304.1|HILL
OG0007341	LOC6897599|XP_003736738.2|DPSE	LOC119658834|XP_037922501.1|HILL
OG0007342	LOC4801609|XP_001358675.3|DPSE	LOC119660427|XP_037924903.1|HILL
OG0007343	LOC4802146|XP_033232927.1|DPSE	LOC119661226|XP_037926380.1|HILL
OG0007344	LOC4817622|XP_001357021.3|DPSE	LOC119647414|XP_037904223.1|HILL
OG0007345	LOC4802144|XP_001359122.4|DPSE	LOC119661629|XP_037926976.1|HILL
OG0007346	LOC4812266|XP_001352627.1|DPSE	LOC119649604|XP_037907749.1|HILL
OG0007347	LOC6902140|XP_033240102.1|DPSE	LOC119655906|XP_037917991.1|HILL
OG0007348	LOC4815982|XP_001355519.2|DPSE	LOC119646629|XP_037903065.1|HILL
OG0007349	LOC4815828|XP_001355517.3|DPSE	LOC119655901|XP_037917985.1|HILL
OG0007350	LOC4814510|XP_001354539.2|DPSE	LOC119655605|XP_037917489.1|HILL
OG0007351	LOC4813692|XP_015043041.2|DPSE	LOC119648688|XP_037906414.1|HILL
OG0007352	LOC6898640|XP_002138645.2|DPSE	LOC119659837|XP_037924062.1|HILL
OG0007353	LOC4802495|XP_001359406.1|DPSE	LOC119659671|XP_037923824.1|HILL
OG0007354	LOC4815383|XP_001355186.2|DPSE	LOC119659798|XP_037923998.1|HILL
OG0007355	LOC4802051|XP_033241830.1|DPSE	LOC119659957|XP_037924237.1|HILL
OG0007356	LOC6898530|XP_002138566.2|DPSE	LOC119646190|XP_037902502.1|HILL
OG0007357	LOC4802292|XP_033233028.1|DPSE	LOC119658621|XP_037922041.1|HILL
OG0007358	LOC4802305|XP_001359248.3|DPSE	LOC119658930|XP_037922686.1|HILL
OG0007359	LOC4801245|XP_033233053.1|DPSE	LOC119658972|XP_037922778.1|HILL
OG0007360	LOC6897025|XP_033232596.1|DPSE	LOC119658665|XP_037922147.1|HILL
OG0007361	LOC4815376|XP_015041414.2|DPSE	LOC119654167|XP_037915264.1|HILL
OG0007362	LOC4817962|XP_001357238.2|DPSE	LOC119660732|XP_037925322.1|HILL
OG0007363	LOC4814302|XP_033240212.1|DPSE	LOC119654294|XP_037915527.1|HILL
OG0007364	LOC4814416|XP_033240210.1|DPSE	LOC119654251|XP_037915423.1|HILL
OG0007365	LOC4814239|XP_001354472.3|DPSE	LOC119655838|XP_037917873.1|HILL
OG0007366	LOC4803240|XP_001360013.3|DPSE	LOC119658878|XP_037922577.1|HILL
OG0007367	LOC4812643|XP_001353032.4|DPSE	LOC119649179|XP_037907134.1|HILL
OG0007368	LOC6897967|XP_002138066.2|DPSE	LOC119658975|XP_037922783.1|HILL
OG0007369	LOC13036310|XP_033232786.1|DPSE	LOC119659076|XP_037922917.1|HILL
OG0007370	LOC4804340|XP_001360915.4|DPSE	LOC119655389|XP_037917188.1|HILL
OG0007371	LOC6896762|XP_002136968.3|DPSE	LOC119659260|XP_037923180.1|HILL
OG0007372	LOC4803034|XP_001359836.3|DPSE	LOC119660546|XP_037925108.1|HILL
OG0007373	LOC4815904|XP_001355313.4|DPSE	LOC119655081|XP_037916708.1|HILL
OG0007374	LOC4815094|XP_001354924.1|DPSE	LOC119655735|XP_037917713.1|HILL
OG0007375	LOC6901598|XP_002134269.2|DPSE	LOC119655487|XP_037917317.1|HILL
OG0007376	LOC4815557|XP_001355525.2|DPSE	LOC119654451|XP_037915788.1|HILL
OG0007377	LOC26534035|XP_033241587.1|DPSE	LOC119655060|XP_037916679.1|HILL
OG0007378	LOC6901581|XP_033238216.1|DPSE	LOC119655701|XP_037917643.1|HILL
OG0007379	LOC4815529|XP_015041345.1|DPSE	LOC119653553|XP_037914192.1|HILL
OG0007380	LOC4815770|XP_001355447.2|DPSE	LOC119654169|XP_037915269.1|HILL
OG0007381	LOC6902260|XP_033238202.1|DPSE	LOC119655633|XP_037917532.1|HILL
OG0007382	LOC4815917|XP_001355224.2|DPSE	LOC119656037|XP_037918232.1|HILL
OG0007383	LOC4814253|XP_015042333.2|DPSE	LOC119655312|XP_037917072.1|HILL
OG0007384	LOC4815947|XP_001355222.1|DPSE	LOC119654932|XP_037916512.1|HILL
OG0007385	LOC4815640|XP_001355302.2|DPSE	LOC119654343|XP_037915611.1|HILL
OG0007386	LOC4815461|XP_001355696.4|DPSE	LOC119655767|XP_037917750.1|HILL
OG0007387	LOC117185106|XP_033240857.1|DPSE, LOC4811756|XP_001352328.1|DPSE	LOC119655292|XP_037917041.1|HILL
OG0007388	LOC4811773|XP_033237477.1|DPSE	LOC119655291|XP_037917036.1|HILL
OG0007389	LOC4817811|XP_015035512.2|DPSE	LOC119661685|XP_037927056.1|HILL
OG0007390	LOC4815158|XP_001354538.4|DPSE	LOC119654225|XP_037915370.1|HILL
OG0007391	LOC4803221|XP_001359997.2|DPSE	LOC119659169|XP_037923050.1|HILL
OG0007392	LOC4815487|XP_033237631.1|DPSE	LOC119654640|XP_037916043.1|HILL
OG0007393	LOC4802163|XP_001359135.4|DPSE	LOC119658754|XP_037922372.1|HILL
OG0007394	LOC4815437|XP_033240817.1|DPSE	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL
OG0007395	LOC6901661|XP_033237491.1|DPSE	LOC119654172|XP_037915275.1|HILL
OG0007396	LOC4802437|XP_001359358.3|DPSE	LOC119660410|XP_037924876.1|HILL
OG0007397	LOC6899734|XP_033235290.1|DPSE	LOC119651171|XP_037910517.1|HILL
OG0007398	LOC4803929|XP_001360570.3|DPSE	LOC119660521|XP_037925070.1|HILL
OG0007399	LOC4815076|XP_001354984.4|DPSE	LOC119655718|XP_037917678.1|HILL
OG0007400	LOC4815901|XP_001355348.2|DPSE	LOC119653631|XP_037914335.1|HILL
OG0007401	LOC4811661|XP_033239434.1|DPSE	LOC119655327|XP_037917096.1|HILL
OG0007402	LOC4803261|XP_001360033.4|DPSE	LOC119659230|XP_037923133.1|HILL
OG0007403	LOC4803250|XP_001360023.4|DPSE	LOC119658951|XP_037922752.1|HILL
OG0007404	LOC4803246|XP_033232350.1|DPSE	LOC119658907|XP_037922641.1|HILL
OG0007405	LOC4802364|XP_001359293.2|DPSE	LOC119659726|XP_037923911.1|HILL
OG0007406	LOC4802988|XP_001359796.2|DPSE	LOC119658851|XP_037922531.1|HILL
OG0007407	LOC6903343|XP_002132224.2|DPSE	LOC119653229|XP_037913744.1|HILL
OG0007408	LOC4812294|XP_001352924.4|DPSE	LOC119649560|XP_037907684.1|HILL
OG0007409	LOC6902910|XP_015035996.1|DPSE	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL
OG0007410	LOC4814530|XP_002134355.2|DPSE	LOC119654686|XP_037916122.1|HILL
OG0007411	LOC4815436|XP_001355539.2|DPSE	LOC119655854|XP_037917901.1|HILL
OG0007412	LOC4815773|XP_001355297.2|DPSE	LOC119654816|XP_037916303.1|HILL
OG0007413	LOC4804200|XP_001360798.2|DPSE	LOC119653528|XP_037914125.1|HILL
OG0007414	LOC6903072|XP_002132790.2|DPSE	LOC119654407|XP_037915719.1|HILL
OG0007415	LOC4815618|XP_001355370.3|DPSE	LOC119655782|XP_037917800.1|HILL
OG0007416	LOC6902028|XP_033237909.1|DPSE	LOC119654184|XP_037915302.1|HILL
OG0007417	LOC4815280|XP_033237688.1|DPSE	LOC119654587|XP_037915974.1|HILL
OG0007418	LOC4804672|XP_015040097.2|DPSE	LOC119653820|XP_037914782.1|HILL
OG0007419	LOC4801942|XP_001358957.3|DPSE	LOC119654356|XP_037915628.1|HILL
OG0007420	LOC4804753|XP_001361264.2|DPSE	LOC119655467|XP_037917297.1|HILL
OG0007421	LOC4815648|XP_015041236.2|DPSE	LOC119653716|XP_037914533.1|HILL
OG0007422	LOC4814297|XP_015042352.1|DPSE	LOC119654855|XP_037916365.1|HILL
OG0007423	LOC4815932|XP_001355613.3|DPSE	LOC119654550|XP_037915923.1|HILL
OG0007424	LOC4813215|XP_033239126.1|DPSE	LOC119648115|XP_037905565.1|HILL
OG0007425	LOC4812102|XP_015044037.1|DPSE	LOC119648332|XP_037905954.1|HILL
OG0007426	LOC4815006|XP_001354982.3|DPSE	LOC119656016|XP_037918194.1|HILL
OG0007427	LOC4815868|XP_001355305.1|DPSE	LOC119646527|XP_037902919.1|HILL
OG0007428	LOC4815313|XP_033241399.1|DPSE	LOC119655696|XP_037917631.1|HILL
OG0007429	LOC6899091|XP_002139008.3|DPSE	LOC119655103|XP_037916753.1|HILL
OG0007430	LOC4811675|XP_001352260.1|DPSE	LOC119647874|XP_037905088.1|HILL
OG0007431	LOC4816962|XP_001356735.1|DPSE	LOC119659053|XP_037922889.1|HILL
OG0007432	LOC4812060|XP_001352398.3|DPSE	LOC119647622|XP_037904593.1|HILL
OG0007433	LOC4814736|XP_003736161.3|DPSE	LOC119647784|XP_037904894.1|HILL
OG0007434	LOC4813242|XP_001353904.1|DPSE	LOC119648902|XP_037906734.1|HILL
OG0007435	LOC4813178|XP_001353895.1|DPSE	LOC119647507|XP_037904395.1|HILL
OG0007436	LOC4812563|XP_001352993.2|DPSE	LOC119650021|XP_037908425.1|HILL
OG0007437	LOC4813394|XP_001353200.3|DPSE	LOC119648780|XP_037906545.1|HILL
OG0007438	LOC26533853|XP_033239234.1|DPSE	LOC119649845|XP_037908118.1|HILL
OG0007439	LOC6901672|XP_033240296.1|DPSE	LOC119656025|XP_037918218.1|HILL
OG0007440	LOC4816044|XP_033241504.1|DPSE	LOC119654649|XP_037916060.1|HILL
OG0007441	LOC4805735|XP_001362083.2|DPSE	LOC119654055|XP_037915148.1|HILL
OG0007442	LOC4803177|XP_001359960.3|DPSE	LOC119654178|XP_037915291.1|HILL
OG0007443	LOC4804532|XP_001361080.2|DPSE	LOC119654222|XP_037915367.1|HILL
OG0007444	LOC4803987|XP_001360620.2|DPSE	LOC119654522|XP_037915891.1|HILL
OG0007445	LOC4803988|XP_001360621.1|DPSE	LOC119654521|XP_037915890.1|HILL
OG0007446	LOC4816802|XP_001356902.4|DPSE	LOC119655878|XP_037917941.1|HILL
OG0007447	LOC4816943|XP_001356650.1|DPSE	LOC119654389|XP_037915690.1|HILL
OG0007448	LOC4805314|XP_001361734.2|DPSE	LOC119655603|XP_037917487.1|HILL
OG0007449	LOC4812450|XP_001352784.4|DPSE	LOC119650365|XP_037908986.1|HILL
OG0007450	LOC4818106|XP_003736141.1|DPSE	LOC119648148|XP_037905647.1|HILL
OG0007451	LOC4812448|XP_001353020.3|DPSE	LOC119649003|XP_037906874.1|HILL
OG0007452	LOC4812120|XP_001353021.3|DPSE	LOC119649677|XP_037907865.1|HILL
OG0007453	LOC4813296|XP_001353929.4|DPSE	LOC119647566|XP_037904488.1|HILL
OG0007454	LOC4813367|XP_033240667.1|DPSE	LOC119660716|XP_037925286.1|HILL
OG0007455	LOC6903881|XP_015035085.1|DPSE	LOC119655724|XP_037917685.1|HILL
OG0007456	LOC4814600|XP_001354831.4|DPSE	LOC119655421|XP_037917238.1|HILL
OG0007457	LOC4812537|XP_001352458.2|DPSE	LOC119654416|XP_037915732.1|HILL
OG0007458	LOC4816555|XP_001356294.1|DPSE	LOC119654417|XP_037915735.1|HILL
OG0007459	LOC4800923|XP_033232752.1|DPSE	LOC119655937|XP_037918052.1|HILL
OG0007460	LOC6898328|XP_002138383.2|DPSE	LOC119654663|XP_037916083.1|HILL
OG0007461	LOC4812863|XP_001353293.2|DPSE	LOC119648561|XP_037906259.1|HILL
OG0007462	LOC4813074|XP_001353289.3|DPSE	LOC119648109|XP_037905554.1|HILL
OG0007463	LOC4813312|XP_001353288.4|DPSE	LOC119650291|XP_037908850.1|HILL
OG0007464	LOC6900419|XP_015042722.2|DPSE	LOC119650393|XP_037909078.1|HILL
OG0007465	LOC6900216|XP_015043958.2|DPSE	LOC119648117|XP_037905567.1|HILL
OG0007466	LOC4805401|XP_015040624.1|DPSE	LOC119655452|XP_037917278.1|HILL
OG0007467	LOC4805456|XP_001361853.3|DPSE	LOC119655880|XP_037917943.1|HILL
OG0007468	LOC4804247|XP_001360835.1|DPSE	LOC119654788|XP_037916263.1|HILL
OG0007469	LOC4813627|XP_033238449.1|DPSE	LOC119649717|XP_037907923.1|HILL
OG0007470	LOC4816195|XP_001355779.2|DPSE	LOC119650173|XP_037908654.1|HILL
OG0007471	LOC4804181|XP_015039661.2|DPSE	LOC119654501|XP_037915862.1|HILL
OG0007472	LOC4814678|XP_001354817.3|DPSE	LOC119654554|XP_037915929.1|HILL
OG0007473	LOC4813752|XP_001353323.3|DPSE	LOC119648722|XP_037906462.1|HILL
OG0007474	LOC4805309|XP_033234877.1|DPSE	LOC119653814|XP_037914770.1|HILL
OG0007475	LOC4812236|XP_001352848.2|DPSE	LOC119648012|XP_037905340.1|HILL
OG0007476	LOC4815810|XP_001355377.2|DPSE	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL
OG0007477	LOC6902022|XP_033240460.1|DPSE	LOC119656202|XP_037918517.1|HILL
OG0007478	LOC26533437|XP_033236536.1|DPSE	LOC119655326|XP_037917094.1|HILL
OG0007479	LOC4815049|XP_001354738.4|DPSE	LOC119653841|XP_037914815.1|HILL
OG0007480	LOC6897563|XP_033237958.1|DPSE	LOC119660567|XP_037925144.1|HILL
OG0007481	LOC4812074|XP_001352419.1|DPSE	LOC119655714|XP_037917675.1|HILL
OG0007482	LOC4816960|XP_033235667.1|DPSE	LOC119654530|XP_037915901.1|HILL
OG0007483	LOC4804874|XP_015040250.2|DPSE	LOC119654393|XP_037915695.1|HILL
OG0007484	LOC4814926|XP_015041560.2|DPSE	LOC119653425|XP_037913932.1|HILL
OG0007485	LOC6901183|XP_002133884.1|DPSE	LOC119654972|XP_037916559.1|HILL
OG0007486	LOC4815494|XP_001355504.2|DPSE	LOC119653719|XP_037914540.1|HILL
OG0007487	LOC4811687|XP_001352269.4|DPSE	LOC119660941|XP_037925870.1|HILL
OG0007488	LOC4813976|XP_001354133.4|DPSE	LOC119647990|XP_037905303.1|HILL
OG0007489	LOC6897672|XP_033232948.1|DPSE	LOC119660624|XP_037925255.1|HILL
OG0007490	LOC6899246|XP_033237617.1|DPSE	LOC119654276|XP_037915484.1|HILL
OG0007491	LOC4815706|XP_033241437.1|DPSE	LOC119654427|XP_037915747.1|HILL
OG0007492	LOC4803492|XP_001360209.3|DPSE	LOC119655476|XP_037917305.1|HILL
OG0007493	LOC6899416|XP_033237765.1|DPSE	LOC119655130|XP_037916793.1|HILL
OG0007494	LOC6903769|XP_033236870.1|DPSE	LOC119651491|XP_037911033.1|HILL
OG0007495	LOC4815365|XP_001355104.3|DPSE	LOC119653796|XP_037914736.1|HILL
OG0007496	LOC4813340|XP_033237627.1|DPSE	LOC119648858|XP_037906668.1|HILL
OG0007497	LOC6900690|XP_015043164.1|DPSE	LOC119648860|XP_037906673.1|HILL
OG0007498	LOC4812939|XP_015042903.2|DPSE	LOC119647494|XP_037904380.1|HILL
OG0007499	LOC4813960|XP_015043493.2|DPSE	LOC119650363|XP_037908981.1|HILL
OG0007500	LOC4813961|XP_001354120.2|DPSE	LOC119650364|XP_037908983.1|HILL
OG0007501	LOC6900461|XP_033240110.1|DPSE	LOC119650088|XP_037908525.1|HILL
OG0007502	LOC26532207|XP_015039007.1|DPSE	LOC119654968|XP_037916556.1|HILL
OG0007503	LOC4817366|XP_015035993.2|DPSE	LOC119656307|XP_037918677.1|HILL
OG0007504	LOC4812133|XP_015044072.1|DPSE	LOC119649458|XP_037907540.1|HILL
OG0007505	LOC4813180|XP_001353188.3|DPSE	LOC119648276|XP_037905860.1|HILL
OG0007506	LOC4813785|XP_001353189.1|DPSE	LOC119650040|XP_037908450.1|HILL
OG0007507	LOC4816944|XP_001356406.1|DPSE	LOC119654890|XP_037916434.1|HILL
OG0007508	LOC4817198|XP_001356645.3|DPSE	LOC119656699|XP_037919133.1|HILL
OG0007509	LOC4817981|XP_001357334.2|DPSE	LOC119654720|XP_037916168.1|HILL
OG0007510	LOC4805037|XP_033234481.1|DPSE	LOC119655842|XP_037917882.1|HILL
OG0007511	LOC4816564|XP_001356138.2|DPSE	LOC119655617|XP_037917514.1|HILL
OG0007512	LOC4803079|XP_003736901.2|DPSE	LOC119654132|XP_037915222.1|HILL
OG0007513	LOC4816913|XP_001356437.2|DPSE	LOC119660466|XP_037924967.1|HILL
OG0007514	LOC6899932|XP_002135300.3|DPSE	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL
OG0007515	LOC6903294|XP_002132482.3|DPSE	LOC119661488|XP_037926780.1|HILL
