Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0007576	LOC108025707|XP_016951742.1|DBIA	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC108023251|XP_016948021.1|DBIA	LOC115626671|XP_030377957.1|SLEB
OG0007578	LOC108034071|XP_016964322.1|DBIA	LOC115631617|XP_030384282.1|SLEB
OG0007579	LOC108029762|XP_016957756.1|DBIA	LOC115620807|XP_030370092.1|SLEB
OG0007580	LOC108030550|XP_016958932.1|DBIA	LOC115622256|XP_030372016.1|SLEB
OG0007581	LOC108034603|XP_016965028.1|DBIA	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC108026256|XP_016952599.1|DBIA	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC108022944|XP_016947649.1|DBIA	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC108025714|XP_016951759.1|DBIA	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC108035453|XP_016966580.1|DBIA	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC108032593|XP_016961995.1|DBIA	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC108022741|XP_016947321.1|DBIA	LOC115624705|XP_030375380.1|SLEB
OG0007588	LOC108026737|XP_016953346.1|DBIA	LOC115630415|XP_030382809.1|SLEB
OG0007589	LOC108024020|XP_016949270.1|DBIA	LOC115626761|XP_030378078.1|SLEB
OG0007590	LOC108035076|XP_016965958.1|DBIA	LOC115633122|XP_030386372.1|SLEB
OG0007591	LOC108036324|XP_016967827.1|DBIA	LOC115634439|XP_030388006.1|SLEB
OG0007592	LOC108026755|XP_016953375.1|DBIA	LOC115630287|XP_030382686.1|SLEB
OG0007593	LOC108036032|XP_016967466.1|DBIA	LOC115627121|XP_030378551.1|SLEB
OG0007594	LOC108036657|XP_016968425.1|DBIA	LOC115625775|XP_030376808.1|SLEB
OG0007595	LOC108026949|XP_016953651.1|DBIA	LOC115632499|XP_030385542.1|SLEB
OG0007596	LOC108034591|XP_016965013.1|DBIA	LOC115622951|XP_030372946.1|SLEB
OG0007597	LOC108028791|XP_016956262.1|DBIA	LOC115625423|XP_030376326.1|SLEB
OG0007598	LOC108030147|XP_016958356.1|DBIA	LOC115633808|XP_030387153.1|SLEB
OG0007599	LOC108028741|XP_016956197.1|DBIA	LOC115624671|XP_030375332.1|SLEB
OG0007600	LOC108035931|XP_016967210.1|DBIA	LOC115621040|XP_030370425.1|SLEB
OG0007601	LOC108030522|XP_016958898.1|DBIA	LOC115624692|XP_030375362.1|SLEB
OG0007602	LOC108030926|XP_016959609.1|DBIA	LOC115624740|XP_030375427.1|SLEB
OG0007603	LOC108030886|XP_016959537.1|DBIA	LOC115624786|XP_030375478.1|SLEB
OG0007604	LOC108030127|XP_016958324.1|DBIA	LOC115632600|XP_030385685.1|SLEB
OG0007605	LOC108030736|XP_016959267.1|DBIA	LOC115623150|XP_030373220.1|SLEB
OG0007606	LOC108030575|XP_016958999.1|DBIA	LOC115623286|XP_030373429.1|SLEB
OG0007607	LOC108025260|XP_016951109.1|DBIA	LOC115620527|XP_030369656.1|SLEB
OG0007608	LOC108028324|XP_016955545.1|DBIA	LOC115634378|XP_030387922.1|SLEB
OG0007609	LOC108025825|XP_016951967.1|DBIA	LOC115627226|XP_030378709.1|SLEB
OG0007610	LOC108036675|XP_016968446.1|DBIA	LOC115629227|XP_030381502.1|SLEB
OG0007611	LOC108035728|XP_016966922.1|DBIA	LOC115627862|XP_030379585.1|SLEB
OG0007612	LOC108036574|XP_016968311.1|DBIA	LOC115634743|XP_030388495.1|SLEB
OG0007613	LOC108023011|XP_016947733.1|DBIA	LOC115633376|XP_030386683.1|SLEB
OG0007614	LOC108035472|XP_016966610.1|DBIA	LOC115632427|XP_030385428.1|SLEB
OG0007615	LOC108029892|XP_016957874.1|DBIA	LOC115633032|XP_030386236.1|SLEB
OG0007616	LOC108026287|XP_016952642.1|DBIA	LOC115620666|XP_030369880.1|SLEB
OG0007617	LOC108030616|XP_016959099.1|DBIA	LOC115630373|XP_030382768.1|SLEB
OG0007618	LOC108034620|XP_016965045.1|DBIA	LOC115622296|XP_030372059.1|SLEB
OG0007619	LOC108035155|XP_016966094.1|DBIA	LOC115622541|XP_030372367.1|SLEB
OG0007620	LOC108034836|XP_016965444.1|DBIA	LOC115623197|XP_030373281.1|SLEB
OG0007621	LOC108036651|XP_016968420.1|DBIA	LOC115632800|XP_030385915.1|SLEB
OG0007622	LOC108028246|XP_016955414.1|DBIA	LOC115623219|XP_030373318.1|SLEB
OG0007623	LOC108028333|XP_016955566.1|DBIA	LOC115623248|XP_030373371.1|SLEB
OG0007624	LOC108028771|XP_016956237.1|DBIA	LOC115633758|XP_030387093.1|SLEB
OG0007625	LOC108028351|XP_016955594.1|DBIA	LOC115622121|XP_030371829.1|SLEB
OG0007626	LOC108028334|XP_016955576.1|DBIA	LOC115632530|XP_030385586.1|SLEB
OG0007627	LOC108030858|XP_016959495.1|DBIA	LOC115632529|XP_030385585.1|SLEB
OG0007628	LOC108035643|XP_016966840.1|DBIA	LOC115627977|XP_030379733.1|SLEB
OG0007629	LOC108035380|XP_016966475.1|DBIA	LOC115622881|XP_030372834.1|SLEB
OG0007630	LOC108031339|XP_016960092.1|DBIA	LOC115623811|XP_030374215.1|SLEB
OG0007631	LOC108024621|XP_016950148.1|DBIA	LOC115620496|XP_030369607.1|SLEB
OG0007632	LOC108030166|XP_016958392.1|DBIA	LOC115624556|XP_030375144.1|SLEB
OG0007633	LOC108033757|XP_016963819.1|DBIA	LOC115631881|XP_030384590.1|SLEB
OG0007634	LOC108025507|XP_016951518.1|DBIA	LOC115632045|XP_030384876.1|SLEB, LOC115620715|XP_030369952.1|SLEB
OG0007635	LOC108032703|XP_016962170.1|DBIA	LOC115626039|XP_030377150.1|SLEB
OG0007636	LOC108035878|XP_016967117.1|DBIA	LOC115633812|XP_030387156.1|SLEB
OG0007637	LOC108026904|XP_016953606.1|DBIA	LOC115632671|XP_030385765.1|SLEB
OG0007638	LOC108023360|XP_016948230.1|DBIA	LOC115631948|XP_030384665.1|SLEB
OG0007639	LOC108024240|XP_016949610.1|DBIA	LOC115623446|XP_030373656.1|SLEB
OG0007640	LOC108022566|XP_016947053.1|DBIA	LOC115631215|XP_030383783.1|SLEB
OG0007641	LOC108031844|XP_016961083.1|DBIA	LOC115624475|XP_030375038.1|SLEB, LOC115624162|XP_030374619.1|SLEB
OG0007642	LOC108036444|XP_016968073.1|DBIA	LOC115634440|XP_030388009.1|SLEB
OG0007643	LOC108026372|XP_016952782.1|DBIA	LOC115623774|XP_030374170.1|SLEB
OG0007644	LOC108023869|XP_016949037.1|DBIA	LOC115620413|XP_030369496.1|SLEB
OG0007645	LOC108026070|XP_016952257.1|DBIA	LOC115623507|XP_030373747.1|SLEB, LOC115623505|XP_030373743.1|SLEB, LOC115623962|XP_030374389.1|SLEB, LOC115623506|XP_030373744.1|SLEB
OG0007646	LOC108034351|XP_016964726.1|DBIA	LOC115630590|XP_030383069.1|SLEB
OG0007647	LOC108032374|XP_016961684.1|DBIA	LOC115629073|XP_030381249.1|SLEB
OG0007648	LOC108029752|XP_016957736.1|DBIA	LOC115627600|XP_030379187.1|SLEB
OG0007649	LOC108035385|XP_016966481.1|DBIA	LOC115632434|XP_030385437.1|SLEB, LOC115632770|XP_030385878.1|SLEB, LOC115632748|XP_030385856.1|SLEB
OG0007650	LOC108026522|XP_016952957.1|DBIA	LOC115620199|XP_030369192.1|SLEB, LOC115620202|XP_030369197.1|SLEB
OG0007651	LOC108036509|XP_016968204.1|DBIA	LOC115629259|XP_030381540.1|SLEB
OG0007652	LOC108029571|XP_016957418.1|DBIA	LOC115625798|XP_030376839.1|SLEB
OG0007653	LOC108028500|XP_016955865.1|DBIA	LOC115620883|XP_030370221.1|SLEB
OG0007654	LOC108034657|XP_016965084.1|DBIA	LOC115622992|XP_030373012.1|SLEB
OG0007655	LOC108029962|XP_016957953.1|DBIA	LOC115627159|XP_030378644.1|SLEB
OG0007656	LOC108027455|XP_016954398.1|DBIA	LOC115624306|XP_030374788.1|SLEB
OG0007658	LOC108029761|XP_016957752.1|DBIA	LOC115623099|XP_030373165.1|SLEB, LOC115623098|XP_030373164.1|SLEB
OG0007659	LOC108036257|XP_016967757.1|DBIA	LOC115634455|XP_030388037.1|SLEB, LOC115634267|XP_030387756.1|SLEB, LOC115634458|XP_030388043.1|SLEB
OG0007660	LOC108024397|XP_016949796.1|DBIA	LOC115623983|XP_030374414.1|SLEB
OG0007664	LOC108031126|XP_016959829.1|DBIA	LOC115620215|XP_030369213.1|SLEB
OG0007665	LOC108025735|XP_016951812.1|DBIA	LOC115633285|XP_030386554.1|SLEB
OG0007667	LOC108028888|XP_016956394.1|DBIA	LOC115626933|XP_030378302.1|SLEB
OG0007668	LOC108036151|XP_016967631.1|DBIA	LOC115625983|XP_030377089.1|SLEB
OG0007669	LOC108027158|XP_016953883.1|DBIA	LOC115628820|XP_030380908.1|SLEB
OG0007670	LOC108027144|XP_016953857.1|DBIA	LOC115628819|XP_030380907.1|SLEB
OG0007671	LOC108023600|XP_016948697.1|DBIA	LOC115630193|XP_030382620.1|SLEB
OG0007672	LOC108023200|XP_016947949.1|DBIA	LOC115627817|XP_030379507.1|SLEB
OG0007673	LOC108025239|XP_016951074.1|DBIA	LOC115621091|XP_030370485.1|SLEB
OG0007674	LOC108023948|XP_016949128.1|DBIA	LOC115627552|XP_030379129.1|SLEB
OG0007675	LOC108023993|XP_016949218.1|DBIA	LOC115627073|XP_030378480.1|SLEB
OG0007676	LOC108035803|XP_016967038.1|DBIA	LOC115627502|XP_030379051.1|SLEB
OG0007677	LOC108023742|XP_016948868.1|DBIA	LOC115626730|XP_030378036.1|SLEB
OG0007678	LOC108025884|XP_016952049.1|DBIA	LOC115627992|XP_030379747.1|SLEB
OG0007679	LOC108025840|XP_016951986.1|DBIA	LOC115628026|XP_030379822.1|SLEB
OG0007680	LOC108027873|XP_016954977.1|DBIA	LOC115629051|XP_030381218.1|SLEB
OG0007681	LOC108031957|XP_016961234.1|DBIA	LOC115625295|XP_030376169.1|SLEB
OG0007682	LOC108025636|XP_016951660.1|DBIA	LOC115627289|XP_030378780.1|SLEB
OG0007683	LOC108024188|XP_016949522.1|DBIA	LOC115627414|XP_030378936.1|SLEB
OG0007684	LOC108023962|XP_016949165.1|DBIA	LOC115627278|XP_030378768.1|SLEB
OG0007685	LOC108025702|XP_016951734.1|DBIA	LOC115628748|XP_030380815.1|SLEB
OG0007686	LOC108025865|XP_016952023.1|DBIA	LOC115627789|XP_030379470.1|SLEB
OG0007687	LOC108021955|XP_016946273.1|DBIA	LOC115626865|XP_030378231.1|SLEB
OG0007688	LOC108026157|XP_016952381.1|DBIA	LOC115621920|XP_030371623.1|SLEB
OG0007689	LOC108027605|XP_016954614.1|DBIA	LOC115627507|XP_030379061.1|SLEB
OG0007690	LOC108023954|XP_016949136.1|DBIA	LOC115627416|XP_030378938.1|SLEB
OG0007691	LOC108024740|XP_016950326.1|DBIA	LOC115621381|XP_030370870.1|SLEB
OG0007692	LOC108024043|XP_016949308.1|DBIA	LOC115629678|XP_030382058.1|SLEB
OG0007693	LOC108027526|XP_016954459.1|DBIA	LOC115627424|XP_030378957.1|SLEB
OG0007694	LOC108030709|XP_016959239.1|DBIA	LOC115628680|XP_030380713.1|SLEB
OG0007695	LOC108033207|XP_016962946.1|DBIA	LOC115628900|XP_030381019.1|SLEB
OG0007696	LOC108035969|XP_016967276.1|DBIA	LOC115633916|XP_030387284.1|SLEB
OG0007697	LOC108035099|XP_016966014.1|DBIA	LOC115624999|XP_030375734.1|SLEB
OG0007698	LOC108036127|XP_016967604.1|DBIA	LOC115629243|XP_030381519.1|SLEB
OG0007699	LOC108022043|XP_016946376.1|DBIA	LOC115627602|XP_030379184.1|SLEB
OG0007700	LOC108023577|XP_016948661.1|DBIA	LOC115628865|XP_030380977.1|SLEB
OG0007701	LOC108036148|XP_016967629.1|DBIA	LOC115629578|XP_030381930.1|SLEB
OG0007702	LOC108024130|XP_016949402.1|DBIA	LOC115629811|XP_030382238.1|SLEB
OG0007703	LOC108021973|XP_016946303.1|DBIA	LOC115633260|XP_030386525.1|SLEB
OG0007704	LOC108025103|XP_016950856.1|DBIA	LOC115620316|XP_030369368.1|SLEB
OG0007705	LOC108035794|XP_016967023.1|DBIA	LOC115629602|XP_030381956.1|SLEB
OG0007706	LOC108035804|XP_016967039.1|DBIA	LOC115627527|XP_030379087.1|SLEB
OG0007707	LOC108025733|XP_016951801.1|DBIA	LOC115633305|XP_030386584.1|SLEB
OG0007708	LOC108023975|XP_016949189.1|DBIA	LOC115627529|XP_030379089.1|SLEB
OG0007709	LOC108036351|XP_016967917.1|DBIA	LOC115629112|XP_030381301.1|SLEB
OG0007710	LOC108025886|XP_016952051.1|DBIA	LOC115627855|XP_030379576.1|SLEB
OG0007711	LOC108033163|XP_016962884.1|DBIA	LOC115627255|XP_030378742.1|SLEB
OG0007712	LOC108026475|XP_016952925.1|DBIA	LOC115629867|XP_030382319.1|SLEB
OG0007713	LOC108032084|XP_016961425.1|DBIA	LOC115629716|XP_030382097.1|SLEB
OG0007714	LOC108027555|XP_016954508.1|DBIA	LOC115627451|XP_030378977.1|SLEB
OG0007715	LOC108024035|XP_016949297.1|DBIA	LOC115627129|XP_030378561.1|SLEB
OG0007716	LOC108025719|XP_016951766.1|DBIA	LOC115629491|XP_030381825.1|SLEB
OG0007717	LOC108025357|XP_016951306.1|DBIA	LOC115620517|XP_030369643.1|SLEB
OG0007718	LOC108035819|XP_016967056.1|DBIA	LOC115626801|XP_030378129.1|SLEB
OG0007719	LOC108024179|XP_016949491.1|DBIA	LOC115628807|XP_030380883.1|SLEB
OG0007720	LOC108024205|XP_016949544.1|DBIA	LOC115628938|XP_030381071.1|SLEB
OG0007721	LOC108027577|XP_016954573.1|DBIA	LOC115627793|XP_030379473.1|SLEB
OG0007722	LOC108027510|XP_016954443.1|DBIA	LOC115627971|XP_030379726.1|SLEB
OG0007723	LOC108027495|XP_016954428.1|DBIA	LOC115628001|XP_030379767.1|SLEB
OG0007724	LOC108029134|XP_016956746.1|DBIA	LOC115631899|XP_030384608.1|SLEB
OG0007725	LOC108033174|XP_016962900.1|DBIA	LOC115629788|XP_030382203.1|SLEB
OG0007726	LOC108029229|XP_016956949.1|DBIA	LOC115627315|XP_030378819.1|SLEB
OG0007727	LOC108036546|XP_016968268.1|DBIA	LOC115625929|XP_030377025.1|SLEB
OG0007728	LOC108033098|XP_016962828.1|DBIA	LOC115628808|XP_030380888.1|SLEB
OG0007729	LOC108032878|XP_016962415.1|DBIA	LOC115627101|XP_030378517.1|SLEB
OG0007730	LOC108032993|XP_016962621.1|DBIA	LOC115628897|XP_030381016.1|SLEB
OG0007731	LOC108028192|XP_016955345.1|DBIA	LOC115623236|XP_030373345.1|SLEB
OG0007732	LOC108027602|XP_016954612.1|DBIA	LOC115627485|XP_030379024.1|SLEB
OG0007733	LOC108024030|XP_016949288.1|DBIA	LOC115627340|XP_030378845.1|SLEB
OG0007735	LOC108028867|XP_016956347.1|DBIA	LOC115626823|XP_030378163.1|SLEB
OG0007736	LOC108023616|XP_016948711.1|DBIA	LOC115626854|XP_030378216.1|SLEB
OG0007737	LOC108031775|XP_016960973.1|DBIA	LOC115621263|XP_030370722.1|SLEB
OG0007738	LOC108031756|XP_016960950.1|DBIA	LOC115620889|XP_030370231.1|SLEB
OG0007739	LOC108025876|XP_016952039.1|DBIA, LOC108032790|XP_016962287.1|DBIA	LOC115628696|XP_030380735.1|SLEB
OG0007740	LOC108023643|XP_016948748.1|DBIA	LOC115628816|XP_030380902.1|SLEB
OG0007741	LOC108031292|XP_016960059.1|DBIA	LOC115629749|XP_030382145.1|SLEB
OG0007742	LOC108025808|XP_016951940.1|DBIA	LOC115627731|XP_030379353.1|SLEB
OG0007743	LOC108026385|XP_016952795.1|DBIA	LOC115621047|XP_030370429.1|SLEB
OG0007744	LOC108033734|XP_016963774.1|DBIA	LOC115629127|XP_030381325.1|SLEB
OG0007745	LOC108024704|XP_016950290.1|DBIA	LOC115621865|XP_030371546.1|SLEB
OG0007746	LOC108032099|XP_016961416.1|DBIA	LOC115620411|XP_030369491.1|SLEB
OG0007747	LOC108033073|XP_016962730.1|DBIA	LOC115627680|XP_030379283.1|SLEB
OG0007748	LOC108027488|XP_016954420.1|DBIA	LOC115627570|XP_030379154.1|SLEB
OG0007749	LOC108023444|XP_016948424.1|DBIA	LOC115626906|XP_030378276.1|SLEB
OG0007750	LOC108025312|XP_016951201.1|DBIA	LOC115620581|XP_030369744.1|SLEB
OG0007751	LOC108029200|XP_016956866.1|DBIA	LOC115631722|XP_030384417.1|SLEB
OG0007752	LOC108028890|XP_016956397.1|DBIA	LOC115626841|XP_030378188.1|SLEB
OG0007753	LOC108023482|XP_016948492.1|DBIA	LOC115627572|XP_030379155.1|SLEB
OG0007754	LOC108023691|XP_016948804.1|DBIA	LOC115629121|XP_030381318.1|SLEB
OG0007755	LOC108023264|XP_016948036.1|DBIA	LOC115629207|XP_030381467.1|SLEB
OG0007756	LOC108023287|XP_016948067.1|DBIA	LOC115626947|XP_030378323.1|SLEB
OG0007757	LOC108024225|XP_016949585.1|DBIA	LOC115627448|XP_030378973.1|SLEB
OG0007758	LOC108034025|XP_016964253.1|DBIA	LOC115625665|XP_030376659.1|SLEB
OG0007759	LOC108025442|XP_016951428.1|DBIA	LOC115620708|XP_030369943.1|SLEB
OG0007760	LOC108033135|XP_016962846.1|DBIA	LOC115628818|XP_030380906.1|SLEB
OG0007761	LOC108027544|XP_016954485.1|DBIA	LOC115629107|XP_030381292.1|SLEB
OG0007762	LOC108027543|XP_016954482.1|DBIA	LOC115629129|XP_030381329.1|SLEB
OG0007763	LOC108029295|XP_016956986.1|DBIA	LOC115631708|XP_030384395.1|SLEB
OG0007764	LOC108028857|XP_016956334.1|DBIA	LOC115626751|XP_030378064.1|SLEB
OG0007765	LOC108028858|XP_016956335.1|DBIA	LOC115626882|XP_030378252.1|SLEB
OG0007766	LOC108031909|XP_016961166.1|DBIA	LOC115620568|XP_030369719.1|SLEB
OG0007767	LOC108036013|XP_016967421.1|DBIA	LOC115627984|XP_030379740.1|SLEB
OG0007768	LOC108033197|XP_016962932.1|DBIA	LOC115626764|XP_030378081.1|SLEB
OG0007769	LOC108033000|XP_016962613.1|DBIA	LOC115629132|XP_030381334.1|SLEB
OG0007770	LOC108036700|XP_016968478.1|DBIA	LOC115624071|XP_030374517.1|SLEB
OG0007771	LOC108029286|XP_016956974.1|DBIA	LOC115626410|XP_030377636.1|SLEB
OG0007772	LOC108023436|XP_016948415.1|DBIA	LOC115628824|XP_030380916.1|SLEB
OG0007774	LOC108028837|XP_016956317.1|DBIA	LOC115628328|XP_030380245.1|SLEB
OG0007775	LOC108024042|XP_016949306.1|DBIA	LOC115629782|XP_030382196.1|SLEB
OG0007776	LOC108033230|XP_016962986.1|DBIA	LOC115627684|XP_030379287.1|SLEB
OG0007777	LOC108024004|XP_016949234.1|DBIA	LOC115633349|XP_030386644.1|SLEB
OG0007778	LOC108025914|XP_016952088.1|DBIA	LOC115627116|XP_030378541.1|SLEB
OG0007779	LOC108035281|XP_016966335.1|DBIA	LOC115632221|XP_030385139.1|SLEB
OG0007780	LOC108025874|XP_016952037.1|DBIA	LOC115633218|XP_030386465.1|SLEB
OG0007781	LOC108027573|XP_016954567.1|DBIA	LOC115629858|XP_030382303.1|SLEB
OG0007782	LOC108024794|XP_016950401.1|DBIA	LOC115629216|XP_030381482.1|SLEB
OG0007783	LOC108033078|XP_016962736.1|DBIA	LOC115629337|XP_030381643.1|SLEB
OG0007784	LOC108024974|XP_016950706.1|DBIA	LOC115621801|XP_030371440.1|SLEB
OG0007785	LOC108023570|XP_016948650.1|DBIA	LOC115629904|XP_030382369.1|SLEB
OG0007786	LOC108028977|XP_016956506.1|DBIA	LOC115631252|XP_030383824.1|SLEB
OG0007787	LOC108025545|XP_016951564.1|DBIA	LOC115620725|XP_030369965.1|SLEB
OG0007788	LOC108031979|XP_016961262.1|DBIA	LOC115621116|XP_030370520.1|SLEB
OG0007789	LOC108031051|XP_016959740.1|DBIA	LOC115620984|XP_030370364.1|SLEB
OG0007790	LOC108026142|XP_016952360.1|DBIA	LOC115621784|XP_030371402.1|SLEB
OG0007791	LOC108025348|XP_016951294.1|DBIA	LOC115620728|XP_030369968.1|SLEB
OG0007792	LOC108025838|XP_016951985.1|DBIA	LOC115627184|XP_030378647.1|SLEB
OG0007793	LOC108031417|XP_016960307.1|DBIA	LOC115623443|XP_030373653.1|SLEB
OG0007794	LOC108024192|XP_016949527.1|DBIA	LOC115629135|XP_030381338.1|SLEB
OG0007795	LOC108023681|XP_016948792.1|DBIA	LOC115627518|XP_030379073.1|SLEB
OG0007796	LOC108026264|XP_016952612.1|DBIA	LOC115629032|XP_030381194.1|SLEB
OG0007797	LOC108025333|XP_016951251.1|DBIA	LOC115620526|XP_030369653.1|SLEB
OG0007798	LOC108025296|XP_016951174.1|DBIA	LOC115621689|XP_030371259.1|SLEB
OG0007799	LOC108031084|XP_016959779.1|DBIA	LOC115621150|XP_030370568.1|SLEB
OG0007800	LOC108032224|XP_016961575.1|DBIA	LOC115621131|XP_030370542.1|SLEB
OG0007801	LOC108026404|XP_016952816.1|DBIA	LOC115628649|XP_030380678.1|SLEB
OG0007802	LOC108032042|XP_016961343.1|DBIA	LOC115625521|XP_030376446.1|SLEB
OG0007803	LOC108030955|XP_016959644.1|DBIA	LOC115621934|XP_030371641.1|SLEB
OG0007804	LOC108023477|XP_016948487.1|DBIA	LOC115628670|XP_030380699.1|SLEB
OG0007805	LOC108027583|XP_016954587.1|DBIA	LOC115628733|XP_030380796.1|SLEB
OG0007806	LOC108027584|XP_016954588.1|DBIA	LOC115628694|XP_030380731.1|SLEB
OG0007808	LOC108026465|XP_016952895.1|DBIA	LOC115629998|XP_030382486.1|SLEB
OG0007809	LOC108025883|XP_016952048.1|DBIA	LOC115627267|XP_030378755.1|SLEB
OG0007810	LOC108032641|XP_016962076.1|DBIA	LOC115626606|XP_030377859.1|SLEB
OG0007811	LOC108031429|XP_016960321.1|DBIA	LOC115620925|XP_030370288.1|SLEB
OG0007812	LOC108023249|XP_016948018.1|DBIA	LOC115627156|XP_030378598.1|SLEB
OG0007813	LOC108031715|XP_016960870.1|DBIA	LOC115621890|XP_030371578.1|SLEB
OG0007814	LOC108023606|XP_016948701.1|DBIA	LOC115629934|XP_030382400.1|SLEB
OG0007815	LOC108023199|XP_016947947.1|DBIA	LOC115627304|XP_030378806.1|SLEB
OG0007816	LOC108028729|XP_016956180.1|DBIA	LOC115628175|XP_030380022.1|SLEB
OG0007817	LOC108027334|XP_016954235.1|DBIA	LOC115621430|XP_030370941.1|SLEB
OG0007818	LOC108026390|XP_016952801.1|DBIA	LOC115620485|XP_030369578.1|SLEB
OG0007819	LOC108023978|XP_016949195.1|DBIA	LOC115627242|XP_030378725.1|SLEB
OG0007820	LOC108025303|XP_016951187.1|DBIA	LOC115621771|XP_030371381.1|SLEB
OG0007821	LOC108025531|XP_016951545.1|DBIA	LOC115621370|XP_030370856.1|SLEB
OG0007822	LOC108025530|XP_016951543.1|DBIA	LOC115621369|XP_030370855.1|SLEB
OG0007823	LOC108025012|XP_016950756.1|DBIA	LOC115621265|XP_030370724.1|SLEB
OG0007824	LOC108026210|XP_016952515.1|DBIA	LOC115621240|XP_030370692.1|SLEB
OG0007825	LOC108023984|XP_016949206.1|DBIA	LOC115621073|XP_030370460.1|SLEB
OG0007826	LOC108024575|XP_016950060.1|DBIA	LOC115621970|XP_030371680.1|SLEB
OG0007827	LOC108023473|XP_016948484.1|DBIA	LOC115633320|XP_030386610.1|SLEB
OG0007828	LOC108028691|XP_016956124.1|DBIA	LOC115624973|XP_030375685.1|SLEB
OG0007829	LOC108024953|XP_016950675.1|DBIA	LOC115620580|XP_030369740.1|SLEB
OG0007830	LOC108023410|XP_016948360.1|DBIA	LOC115621345|XP_030370825.1|SLEB
OG0007831	LOC108033142|XP_016962853.1|DBIA	LOC115629554|XP_030381902.1|SLEB
OG0007832	LOC108027600|XP_016954610.1|DBIA	LOC115629580|XP_030381932.1|SLEB
OG0007833	LOC108023652|XP_016948761.1|DBIA	LOC115626812|XP_030378148.1|SLEB
OG0007834	LOC108026331|XP_016952716.1|DBIA	LOC115628204|XP_030380057.1|SLEB
OG0007835	LOC108026300|XP_016952672.1|DBIA	LOC115629543|XP_030381886.1|SLEB
OG0007836	LOC108031092|XP_016959788.1|DBIA	LOC115621213|XP_030370655.1|SLEB
OG0007837	LOC108027141|XP_016953849.1|DBIA	LOC115621974|XP_030371684.1|SLEB
OG0007838	LOC108027079|XP_016953783.1|DBIA	LOC115621227|XP_030370676.1|SLEB
OG0007839	LOC108023222|XP_016947983.1|DBIA	LOC115633418|XP_030386737.1|SLEB
OG0007840	LOC108025505|XP_016951516.1|DBIA	LOC115620713|XP_030369950.1|SLEB
OG0007841	LOC108031229|XP_016959953.1|DBIA	LOC115621599|XP_030371151.1|SLEB
OG0007842	LOC108026261|XP_016952603.1|DBIA	LOC115621239|XP_030370690.1|SLEB
OG0007843	LOC108026096|XP_016952285.1|DBIA	LOC115620183|XP_030369166.1|SLEB
OG0007844	LOC108029905|XP_016957885.1|DBIA	LOC115629245|XP_030381562.1|SLEB
OG0007845	LOC108031125|XP_016959826.1|DBIA	LOC115621409|XP_030370914.1|SLEB
OG0007846	LOC108024206|XP_016949548.1|DBIA	LOC115627573|XP_030379156.1|SLEB
OG0007848	LOC108026400|XP_016952812.1|DBIA	LOC115620810|XP_030370094.1|SLEB
OG0007849	LOC108031789|XP_016960991.1|DBIA	LOC115620408|XP_030369489.1|SLEB
OG0007850	LOC108031788|XP_016960990.1|DBIA	LOC115620397|XP_030369469.1|SLEB
OG0007851	LOC108025066|XP_016950812.1|DBIA	LOC115621533|XP_030371058.1|SLEB
OG0007852	LOC108027057|XP_016953755.1|DBIA	LOC115622041|XP_030371769.1|SLEB
OG0007853	LOC108024844|XP_016950471.1|DBIA	LOC115621947|XP_030371654.1|SLEB
OG0007854	LOC108026342|XP_016952735.1|DBIA	LOC115621086|XP_030370479.1|SLEB
OG0007855	LOC108031235|XP_016959960.1|DBIA	LOC115625473|XP_030376382.1|SLEB
OG0007856	LOC108026401|XP_016952813.1|DBIA	LOC115621566|XP_030371107.1|SLEB
OG0007857	LOC108024721|XP_016950302.1|DBIA	LOC115620948|XP_030370323.1|SLEB
OG0007858	LOC108036105|XP_016967566.1|DBIA	LOC115632038|XP_030384863.1|SLEB
OG0007859	LOC108023205|XP_016947957.1|DBIA	LOC115630198|XP_030382626.1|SLEB
OG0007860	LOC108032110|XP_016961430.1|DBIA	LOC115620888|XP_030370230.1|SLEB
OG0007861	LOC108031561|XP_016960595.1|DBIA	LOC115628786|XP_030380861.1|SLEB
OG0007862	LOC108025190|XP_016950989.1|DBIA	LOC115621915|XP_030371616.1|SLEB
OG0007863	LOC108033759|XP_016963825.1|DBIA	LOC115631742|XP_030384441.1|SLEB
OG0007864	LOC108031888|XP_016961143.1|DBIA	LOC115625108|XP_030375873.1|SLEB
OG0007865	LOC108035339|XP_016966413.1|DBIA	LOC115632478|XP_030385512.1|SLEB
OG0007866	LOC108024695|XP_016950263.1|DBIA	LOC115620417|XP_030369500.1|SLEB
OG0007867	LOC108031970|XP_016961251.1|DBIA	LOC115621733|XP_030371323.1|SLEB
OG0007868	LOC108026105|XP_016952294.1|DBIA	LOC115621683|XP_030371254.1|SLEB
OG0007869	LOC108033057|XP_016962687.1|DBIA	LOC115628955|XP_030381091.1|SLEB
