Orthogroup	DBIA.longest_only	AEAL.longest_only
OG0007552	LOC108028966|XP_016956495.1|DBIA	LOC109399629|XP_019527670.2|AEAL
OG0007553	LOC108027923|XP_016955036.1|DBIA	LOC109399625|XP_019527667.2|AEAL
OG0007554	LOC108035442|XP_016966565.1|DBIA	LOC109399590|XP_029731197.1|AEAL
OG0007555	LOC108022573|XP_016947079.1|DBIA	LOC109397880|XP_029731193.1|AEAL
OG0007556	LOC108026940|XP_016953642.1|DBIA	LOC109398036|XP_019525975.2|AEAL
OG0007557	LOC108026885|XP_016953574.1|DBIA	LOC109399584|XP_019527604.2|AEAL
OG0007558	LOC108022870|XP_016947537.1|DBIA	LOC109621530|XP_029731206.1|AEAL
OG0007559	LOC108036798|XP_016968634.1|DBIA	LOC109399599|XP_019527631.1|AEAL
OG0007560	LOC108028571|XP_016955967.1|DBIA	LOC109399674|XP_019527726.2|AEAL
OG0007561	LOC108035939|XP_016967223.1|DBIA	LOC109399688|XP_019527744.1|AEAL
OG0007562	LOC108035089|XP_016965998.1|DBIA	LOC109399677|XP_019527731.2|AEAL, LOC109418885|XP_019548659.2|AEAL
OG0007563	LOC108028721|XP_016956168.1|DBIA	LOC109426525|XP_019557604.2|AEAL
OG0007564	LOC108028599|XP_016956006.1|DBIA	LOC109408366|XP_029710108.1|AEAL
OG0007565	LOC108026263|XP_016952611.1|DBIA	LOC109408989|XP_019537938.2|AEAL, LOC109426492|XP_019557566.2|AEAL
OG0007566	LOC108022461|XP_016946858.1|DBIA	LOC109408986|XP_029710085.1|AEAL
OG0007567	LOC108026423|XP_016952841.1|DBIA	LOC109402150|XP_029731375.1|AEAL
OG0007568	LOC108029498|XP_016957269.1|DBIA	LOC109426460|XP_029731374.1|AEAL
OG0007569	LOC108026792|XP_016953442.1|DBIA	LOC109426459|XP_019557525.2|AEAL
OG0007570	LOC108029497|XP_016957266.1|DBIA	LOC109402134|XP_019530302.2|AEAL
OG0007571	LOC108029759|XP_016957748.1|DBIA	LOC109426456|XP_029731376.1|AEAL
OG0007572	LOC108033652|XP_016963576.1|DBIA	LOC109426439|XP_019557492.2|AEAL
OG0007573	LOC108036507|XP_016968199.1|DBIA	LOC109404018|XP_029731414.1|AEAL
OG0007574	LOC108022550|XP_016947024.1|DBIA	LOC109426430|XP_019557483.1|AEAL
OG0007575	LOC108030224|XP_016958497.1|DBIA	LOC109403726|XP_029731415.1|AEAL
OG0007576	LOC108025707|XP_016951742.1|DBIA	LOC109426385|XP_029731452.1|AEAL
OG0007577	LOC108023251|XP_016948021.1|DBIA	LOC109403412|XP_019531787.2|AEAL
OG0007578	LOC108034071|XP_016964322.1|DBIA	LOC109426378|XP_029731471.1|AEAL
OG0007579	LOC108029762|XP_016957756.1|DBIA	LOC109622242|XP_019932053.2|AEAL
OG0007580	LOC108030550|XP_016958932.1|DBIA	LOC109622295|XP_029731485.1|AEAL
OG0007581	LOC108034603|XP_016965028.1|DBIA	LOC109431580|XP_019563360.3|AEAL
OG0007582	LOC108026256|XP_016952599.1|DBIA	LOC109622239|XP_019932051.1|AEAL
OG0007583	LOC108022944|XP_016947649.1|DBIA	LOC109622237|XP_029731500.1|AEAL
OG0007584	LOC108025714|XP_016951759.1|DBIA	LOC109622224|XP_029731404.1|AEAL, LOC109622221|XP_029731517.1|AEAL
OG0007585	LOC108035453|XP_016966580.1|DBIA	LOC115267910|XP_029731403.1|AEAL, LOC109622220|XP_019932018.2|AEAL
OG0007586	LOC108032593|XP_016961995.1|DBIA	LOC109622185|XP_019931974.2|AEAL
OG0007587	LOC108022741|XP_016947321.1|DBIA	LOC109403162|XP_029731550.1|AEAL
OG0007588	LOC108026737|XP_016953346.1|DBIA	LOC109622178|XP_019931965.2|AEAL
OG0007589	LOC108024020|XP_016949270.1|DBIA	LOC109403359|XP_019531719.2|AEAL
OG0007590	LOC108035076|XP_016965958.1|DBIA	LOC109403350|XP_019539807.1|AEAL
OG0007591	LOC108036324|XP_016967827.1|DBIA	LOC109403348|XP_019531697.2|AEAL
OG0007592	LOC108026755|XP_016953375.1|DBIA	LOC109410742|XP_019539800.2|AEAL
OG0007593	LOC108036032|XP_016967466.1|DBIA	LOC109410610|XP_019539677.1|AEAL, LOC109410728|XP_029731605.1|AEAL
OG0007594	LOC108036657|XP_016968425.1|DBIA	LOC109410708|XP_029732227.1|AEAL
OG0007595	LOC108026949|XP_016953651.1|DBIA	LOC109410654|XP_019539732.2|AEAL
OG0007596	LOC108034591|XP_016965013.1|DBIA	LOC109410667|XP_019539751.2|AEAL
OG0007597	LOC108028791|XP_016956262.1|DBIA	LOC109407693|XP_019536386.1|AEAL
OG0007598	LOC108030147|XP_016958356.1|DBIA	LOC109621477|XP_019931065.2|AEAL
OG0007601	LOC108030522|XP_016958898.1|DBIA	LOC109426048|XP_019557034.2|AEAL
OG0007602	LOC108030926|XP_016959609.1|DBIA	LOC109426039|XP_019557023.1|AEAL
OG0007603	LOC108030886|XP_016959537.1|DBIA	LOC109426028|XP_019557006.1|AEAL
OG0007604	LOC108030127|XP_016958324.1|DBIA	LOC109425976|XP_019556939.2|AEAL, LOC115268083|XP_029731961.1|AEAL
OG0007605	LOC108030736|XP_016959267.1|DBIA	LOC109425970|XP_029731865.1|AEAL
OG0007606	LOC108030575|XP_016958999.1|DBIA	LOC109407641|XP_019536339.2|AEAL
OG0007607	LOC108025260|XP_016951109.1|DBIA	LOC109407674|XP_029731878.1|AEAL
OG0007608	LOC108028324|XP_016955545.1|DBIA	LOC109425945|XP_019556895.2|AEAL
OG0007609	LOC108025825|XP_016951967.1|DBIA	LOC115254030|XP_029715624.1|AEAL, LOC109407619|XP_029731884.1|AEAL
OG0007610	LOC108036675|XP_016968446.1|DBIA	LOC109425912|XP_019556830.2|AEAL
OG0007611	LOC108035728|XP_016966922.1|DBIA	LOC109425852|XP_029731943.1|AEAL
OG0007612	LOC108036574|XP_016968311.1|DBIA	LOC109425850|XP_029731952.1|AEAL
OG0007613	LOC108023011|XP_016947733.1|DBIA	LOC109407580|XP_019536217.2|AEAL
OG0007614	LOC108035472|XP_016966610.1|DBIA	LOC109425827|XP_019556719.2|AEAL
OG0007615	LOC108029892|XP_016957874.1|DBIA	LOC109407566|XP_019536185.2|AEAL
OG0007616	LOC108026287|XP_016952642.1|DBIA	LOC109407565|XP_019536184.2|AEAL
OG0007617	LOC108030616|XP_016959099.1|DBIA	LOC109407563|XP_019536181.1|AEAL
OG0007618	LOC108034620|XP_016965045.1|DBIA	LOC109407680|XP_019536378.2|AEAL
OG0007619	LOC108035155|XP_016966094.1|DBIA	LOC109425820|XP_019556709.2|AEAL
OG0007620	LOC108034836|XP_016965444.1|DBIA	LOC109407558|XP_019536172.2|AEAL
OG0007621	LOC108036651|XP_016968420.1|DBIA	LOC109407546|XP_019536155.2|AEAL, LOC115253452|XP_029720427.1|AEAL
OG0007622	LOC108028246|XP_016955414.1|DBIA	LOC109425803|XP_029720431.1|AEAL
OG0007623	LOC108028333|XP_016955566.1|DBIA	LOC109407655|XP_029720441.1|AEAL
OG0007624	LOC108028771|XP_016956237.1|DBIA	LOC109407520|XP_019536124.2|AEAL
OG0007625	LOC108028351|XP_016955594.1|DBIA	LOC109407518|XP_019536121.2|AEAL
OG0007626	LOC108028334|XP_016955576.1|DBIA	LOC109407514|XP_019536116.1|AEAL
OG0007627	LOC108030858|XP_016959495.1|DBIA	LOC109407513|XP_029720457.1|AEAL
OG0007628	LOC108035643|XP_016966840.1|DBIA	LOC109424917|XP_019555641.2|AEAL
OG0007629	LOC108035380|XP_016966475.1|DBIA	LOC109430269|XP_019561863.2|AEAL, LOC109415540|XP_029722870.1|AEAL
OG0007630	LOC108031339|XP_016960092.1|DBIA	LOC109401834|XP_029709720.1|AEAL, LOC109414685|XP_029709722.1|AEAL
OG0007631	LOC108024621|XP_016950148.1|DBIA	LOC109429095|XP_029714112.1|AEAL, LOC115261465|XP_029719003.1|AEAL
OG0007633	LOC108033757|XP_016963819.1|DBIA	LOC115257428|XP_029712870.1|AEAL, LOC115257540|XP_029713130.1|AEAL
OG0007634	LOC108025507|XP_016951518.1|DBIA	LOC115256421|XP_029710797.1|AEAL
OG0007635	LOC108032703|XP_016962170.1|DBIA	LOC109622813|XP_019932814.2|AEAL
OG0007636	LOC108035878|XP_016967117.1|DBIA	LOC109428215|XP_029728501.1|AEAL, LOC109427843|XP_029723156.1|AEAL, LOC115264006|XP_029723168.1|AEAL
OG0007638	LOC108023360|XP_016948230.1|DBIA	LOC109408248|XP_029729035.1|AEAL, LOC109411171|XP_029729032.1|AEAL
OG0007639	LOC108024240|XP_016949610.1|DBIA	LOC109415737|XP_019545210.2|AEAL
OG0007640	LOC108022566|XP_016947053.1|DBIA	LOC115261358|XP_029718745.1|AEAL
OG0007641	LOC108031844|XP_016961083.1|DBIA	LOC115257522|XP_029713110.1|AEAL, LOC109405708|XP_029712837.1|AEAL
OG0007664	LOC108031126|XP_016959829.1|DBIA	LOC109405387|XP_029709616.1|AEAL
OG0007665	LOC108025735|XP_016951812.1|DBIA	LOC109397805|XP_029709609.1|AEAL
OG0007666	LOC108025800|XP_016951928.1|DBIA	LOC109397799|XP_029709632.1|AEAL, LOC115255641|XP_029709599.1|AEAL, LOC109405342|XP_019533941.1|AEAL
OG0007667	LOC108028888|XP_016956394.1|DBIA	LOC109405360|XP_019533961.1|AEAL, LOC109397818|XP_019525692.1|AEAL
OG0007668	LOC108036151|XP_016967631.1|DBIA	LOC109413249|XP_019542528.2|AEAL
OG0007669	LOC108027158|XP_016953883.1|DBIA	LOC109413217|XP_019542486.2|AEAL
OG0007670	LOC108027144|XP_016953857.1|DBIA	LOC109424955|XP_019555694.2|AEAL
OG0007671	LOC108023600|XP_016948697.1|DBIA	LOC109431118|XP_019562842.1|AEAL
OG0007672	LOC108023200|XP_016947949.1|DBIA	LOC109412260|XP_019541456.2|AEAL
OG0007673	LOC108025239|XP_016951074.1|DBIA	LOC109431189|XP_019562947.2|AEAL, LOC109412269|XP_019541464.2|AEAL
OG0007674	LOC108023948|XP_016949128.1|DBIA	LOC109425484|XP_019556294.2|AEAL
OG0007675	LOC108023993|XP_016949218.1|DBIA	LOC109408930|XP_019537870.2|AEAL
OG0007676	LOC108035803|XP_016967038.1|DBIA	LOC109433636|XP_019565638.2|AEAL
OG0007677	LOC108023742|XP_016948868.1|DBIA	LOC109433617|XP_029711062.1|AEAL
OG0007678	LOC108025884|XP_016952049.1|DBIA	LOC115254723|XP_029708268.1|AEAL, LOC109405110|XP_019533658.2|AEAL
OG0007679	LOC108025840|XP_016951986.1|DBIA	LOC109415242|XP_019544673.2|AEAL
OG0007680	LOC108027873|XP_016954977.1|DBIA	LOC109415202|XP_019544632.1|AEAL
OG0007681	LOC108031957|XP_016961234.1|DBIA	LOC109428523|XP_019559862.2|AEAL
OG0007682	LOC108025636|XP_016951660.1|DBIA	LOC109428426|XP_029711704.1|AEAL
OG0007683	LOC108024188|XP_016949522.1|DBIA	LOC109428427|XP_029711705.1|AEAL
OG0007684	LOC108023962|XP_016949165.1|DBIA	LOC109428430|XP_019559731.2|AEAL, LOC109430515|XP_029729607.1|AEAL
OG0007685	LOC108025702|XP_016951734.1|DBIA	LOC109428436|XP_029711403.1|AEAL
OG0007686	LOC108025865|XP_016952023.1|DBIA	LOC109428453|XP_029711958.1|AEAL
OG0007688	LOC108026157|XP_016952381.1|DBIA	LOC109428478|XP_019559798.2|AEAL, LOC109422116|XP_019552288.2|AEAL
OG0007690	LOC108023954|XP_016949136.1|DBIA	LOC109402625|XP_029730096.1|AEAL
OG0007691	LOC108024740|XP_016950326.1|DBIA	LOC109402650|XP_029711186.1|AEAL
OG0007692	LOC108024043|XP_016949308.1|DBIA	LOC109402662|XP_029711559.1|AEAL
OG0007693	LOC108027526|XP_016954459.1|DBIA	LOC109402690|XP_019530938.2|AEAL
OG0007694	LOC108030709|XP_016959239.1|DBIA	LOC109397900|XP_019525782.2|AEAL
OG0007695	LOC108033207|XP_016962946.1|DBIA	LOC109416129|XP_029711852.1|AEAL
OG0007696	LOC108035969|XP_016967276.1|DBIA	LOC109416140|XP_019545648.2|AEAL
OG0007697	LOC108035099|XP_016966014.1|DBIA	LOC109427490|XP_019558584.1|AEAL
OG0007698	LOC108036127|XP_016967604.1|DBIA	LOC109427492|XP_019558586.2|AEAL
OG0007699	LOC108022043|XP_016946376.1|DBIA	LOC109427498|XP_029711700.1|AEAL
OG0007700	LOC108023577|XP_016948661.1|DBIA	LOC109427503|XP_019558600.2|AEAL, LOC115256746|XP_029711551.1|AEAL
OG0007701	LOC108036148|XP_016967629.1|DBIA	LOC109427505|XP_019558603.2|AEAL
OG0007702	LOC108024130|XP_016949402.1|DBIA	LOC109427511|XP_019558610.2|AEAL
OG0007703	LOC108021973|XP_016946303.1|DBIA	LOC109427535|XP_019558638.2|AEAL, LOC115256619|XP_029711301.1|AEAL
OG0007704	LOC108025103|XP_016950856.1|DBIA	LOC109406871|XP_029711139.1|AEAL
OG0007705	LOC108035794|XP_016967023.1|DBIA	LOC109401911|XP_019530070.1|AEAL
OG0007706	LOC108035804|XP_016967039.1|DBIA	LOC109401930|XP_029710551.1|AEAL
OG0007707	LOC108025733|XP_016951801.1|DBIA	LOC109401880|XP_029711447.1|AEAL
OG0007708	LOC108023975|XP_016949189.1|DBIA	LOC109401910|XP_029729174.1|AEAL
OG0007709	LOC108036351|XP_016967917.1|DBIA	LOC109410345|XP_019539439.2|AEAL
OG0007710	LOC108025886|XP_016952051.1|DBIA	LOC109422055|XP_019552234.2|AEAL
OG0007711	LOC108033163|XP_016962884.1|DBIA	LOC109422058|XP_019552237.2|AEAL
OG0007712	LOC108026475|XP_016952925.1|DBIA	LOC109422059|XP_029710799.1|AEAL
OG0007713	LOC108032084|XP_016961425.1|DBIA	LOC109432601|XP_029733349.1|AEAL, LOC109397187|XP_029733316.1|AEAL
OG0007714	LOC108027555|XP_016954508.1|DBIA	LOC109397190|XP_019525080.2|AEAL, LOC109432619|XP_019564524.2|AEAL
OG0007715	LOC108024035|XP_016949297.1|DBIA	LOC109422034|XP_019552219.2|AEAL
OG0007716	LOC108025719|XP_016951766.1|DBIA	LOC109407378|XP_029711474.1|AEAL, LOC109421980|XP_029711685.1|AEAL
OG0007717	LOC108025357|XP_016951306.1|DBIA	LOC109427438|XP_029710581.1|AEAL
OG0007718	LOC108035819|XP_016967056.1|DBIA	LOC109410138|XP_029707926.1|AEAL, LOC109427418|XP_019558504.2|AEAL
OG0007719	LOC108024179|XP_016949491.1|DBIA	LOC109427367|XP_029711329.1|AEAL
OG0007720	LOC108024205|XP_016949544.1|DBIA	LOC109427366|XP_029711147.1|AEAL
OG0007721	LOC108027577|XP_016954573.1|DBIA	LOC109427361|XP_029711728.1|AEAL
OG0007722	LOC108027510|XP_016954443.1|DBIA	LOC109427343|XP_029711071.1|AEAL
OG0007723	LOC108027495|XP_016954428.1|DBIA	LOC109402089|XP_029710806.1|AEAL
OG0007724	LOC108029134|XP_016956746.1|DBIA	LOC109416555|XP_029710825.1|AEAL
OG0007725	LOC108033174|XP_016962900.1|DBIA	LOC109405088|XP_019533630.2|AEAL
OG0007726	LOC108029229|XP_016956949.1|DBIA	LOC109400394|XP_029710664.1|AEAL, LOC109398425|XP_029711235.1|AEAL
OG0007727	LOC108036546|XP_016968268.1|DBIA	LOC115256587|XP_029711229.1|AEAL
OG0007728	LOC108033098|XP_016962828.1|DBIA	LOC109409418|XP_019538405.2|AEAL
OG0007729	LOC108032878|XP_016962415.1|DBIA	LOC109398402|XP_019526297.2|AEAL
OG0007730	LOC108032993|XP_016962621.1|DBIA	LOC109398404|XP_029711892.1|AEAL, LOC109409429|XP_029711455.1|AEAL
OG0007731	LOC108028192|XP_016955345.1|DBIA	LOC115256662|XP_029711392.1|AEAL, LOC115256422|XP_029710809.1|AEAL
OG0007732	LOC108027602|XP_016954612.1|DBIA	LOC109409470|XP_029736283.1|AEAL, LOC115271020|XP_029736296.1|AEAL, LOC109412991|XP_029736284.1|AEAL
OG0007733	LOC108024030|XP_016949288.1|DBIA	LOC115269569|XP_029734244.1|AEAL, LOC109397682|XP_019525528.2|AEAL
OG0007734	LOC108023937|XP_016949113.1|DBIA	LOC115269568|XP_029734240.1|AEAL, LOC109397693|XP_019525536.2|AEAL, LOC109432963|XP_019564859.2|AEAL
OG0007735	LOC108028867|XP_016956347.1|DBIA	LOC109432999|XP_019564920.2|AEAL
OG0007736	LOC108023616|XP_016948711.1|DBIA	LOC109402237|XP_019530422.2|AEAL
OG0007737	LOC108031775|XP_016960973.1|DBIA	LOC109397596|XP_019525433.1|AEAL
OG0007739	LOC108025876|XP_016952039.1|DBIA, LOC108032790|XP_016962287.1|DBIA	LOC109422962|XP_019553404.2|AEAL
OG0007740	LOC108023643|XP_016948748.1|DBIA	LOC109422972|XP_029717430.1|AEAL, LOC109403574|XP_029717387.1|AEAL
OG0007741	LOC108031292|XP_016960059.1|DBIA	LOC115260565|XP_029717353.1|AEAL
OG0007742	LOC108025808|XP_016951940.1|DBIA	LOC109423006|XP_019553462.2|AEAL
OG0007743	LOC108026385|XP_016952795.1|DBIA	LOC109423013|XP_029708358.1|AEAL
OG0007744	LOC108033734|XP_016963774.1|DBIA	LOC109423062|XP_019553522.2|AEAL, LOC115254836|XP_029708380.1|AEAL
OG0007745	LOC108024704|XP_016950290.1|DBIA	LOC109400894|XP_029708359.1|AEAL, LOC115259370|XP_029715789.1|AEAL
OG0007746	LOC108032099|XP_016961416.1|DBIA	LOC109422799|XP_019553225.2|AEAL, LOC109421817|XP_019551918.2|AEAL
OG0007748	LOC108027488|XP_016954420.1|DBIA	LOC109425263|XP_029717611.1|AEAL
OG0007749	LOC108023444|XP_016948424.1|DBIA	LOC109418604|XP_019548355.1|AEAL, LOC109425019|XP_019555756.1|AEAL
OG0007750	LOC108025312|XP_016951201.1|DBIA	LOC115260468|XP_029717273.1|AEAL
OG0007751	LOC108029200|XP_016956866.1|DBIA	LOC109431354|XP_029717805.1|AEAL, LOC109427775|XP_029717781.1|AEAL
OG0007752	LOC108028890|XP_016956397.1|DBIA	LOC115260719|XP_029717807.1|AEAL
OG0007753	LOC108023482|XP_016948492.1|DBIA	LOC109431338|XP_029717810.1|AEAL, LOC109427764|XP_029717788.1|AEAL
OG0007754	LOC108023691|XP_016948804.1|DBIA	LOC115260709|XP_029717791.1|AEAL, LOC109427758|XP_029717812.1|AEAL
OG0007755	LOC108023264|XP_016948036.1|DBIA	LOC109431361|XP_019563127.1|AEAL
OG0007757	LOC108024225|XP_016949585.1|DBIA	LOC109427701|XP_019558833.1|AEAL
OG0007758	LOC108034025|XP_016964253.1|DBIA	LOC109427685|XP_019558819.2|AEAL
OG0007759	LOC108025442|XP_016951428.1|DBIA	LOC109427679|XP_019558812.2|AEAL, LOC109431481|XP_019563238.2|AEAL
OG0007760	LOC108033135|XP_016962846.1|DBIA	LOC109431411|XP_019563172.2|AEAL
OG0007761	LOC108027544|XP_016954485.1|DBIA	LOC109427663|XP_019558786.2|AEAL
OG0007762	LOC108027543|XP_016954482.1|DBIA	LOC109431437|XP_029717865.1|AEAL
OG0007763	LOC108029295|XP_016956986.1|DBIA	LOC109431440|XP_019563190.2|AEAL
OG0007764	LOC108028857|XP_016956334.1|DBIA	LOC109427657|XP_029717864.1|AEAL
OG0007765	LOC108028858|XP_016956335.1|DBIA	LOC109427655|XP_029717867.1|AEAL
OG0007766	LOC108031909|XP_016961166.1|DBIA	LOC115260735|XP_029717869.1|AEAL, LOC109431507|XP_029717831.1|AEAL
OG0007767	LOC108036013|XP_016967421.1|DBIA	LOC109431480|XP_029717329.1|AEAL
OG0007768	LOC108033197|XP_016962932.1|DBIA	LOC109431454|XP_029717895.1|AEAL
OG0007769	LOC108033000|XP_016962613.1|DBIA	LOC109415583|XP_019545018.2|AEAL
OG0007770	LOC108036700|XP_016968478.1|DBIA	LOC109431455|XP_019563206.2|AEAL
OG0007771	LOC108029286|XP_016956974.1|DBIA	LOC109431470|XP_019563226.2|AEAL
OG0007772	LOC108023436|XP_016948415.1|DBIA	LOC109415589|XP_019545025.2|AEAL
OG0007774	LOC108028837|XP_016956317.1|DBIA	LOC109412170|XP_019541372.2|AEAL
OG0007775	LOC108024042|XP_016949306.1|DBIA	LOC109431612|XP_019563393.2|AEAL
OG0007776	LOC108033230|XP_016962986.1|DBIA	LOC109412181|XP_029717914.1|AEAL
OG0007778	LOC108025914|XP_016952088.1|DBIA	LOC109416324|XP_019545906.1|AEAL, LOC109426544|XP_019557633.2|AEAL
OG0007779	LOC108035281|XP_016966335.1|DBIA	LOC109405623|XP_029712345.1|AEAL
OG0007780	LOC108025874|XP_016952037.1|DBIA	LOC109407160|XP_029713887.1|AEAL
OG0007781	LOC108027573|XP_016954567.1|DBIA	LOC109405486|XP_019534118.2|AEAL
OG0007782	LOC108024794|XP_016950401.1|DBIA	LOC109405510|XP_029712309.1|AEAL
OG0007783	LOC108033078|XP_016962736.1|DBIA	LOC109405490|XP_019534123.2|AEAL
OG0007784	LOC108024974|XP_016950706.1|DBIA	LOC109405638|XP_019534251.1|AEAL
OG0007785	LOC108023570|XP_016948650.1|DBIA	LOC109405502|XP_019534148.1|AEAL
OG0007786	LOC108028977|XP_016956506.1|DBIA	LOC109405483|XP_019534116.2|AEAL
OG0007787	LOC108025545|XP_016951564.1|DBIA	LOC109405655|XP_019534270.1|AEAL
OG0007788	LOC108031979|XP_016961262.1|DBIA	LOC109419524|XP_019549288.2|AEAL
OG0007791	LOC108025348|XP_016951294.1|DBIA	LOC109423511|XP_029722782.1|AEAL
OG0007792	LOC108025838|XP_016951985.1|DBIA	LOC109432171|XP_019564036.2|AEAL
OG0007793	LOC108031417|XP_016960307.1|DBIA	LOC109431949|XP_019563797.2|AEAL
OG0007794	LOC108024192|XP_016949527.1|DBIA	LOC109430265|XP_019561854.2|AEAL
OG0007795	LOC108023681|XP_016948792.1|DBIA	LOC109430282|XP_019561877.2|AEAL
OG0007796	LOC108026264|XP_016952612.1|DBIA	LOC109415535|XP_029722884.1|AEAL, LOC115263743|XP_029722889.1|AEAL, LOC109430274|XP_019561869.1|AEAL
OG0007798	LOC108025296|XP_016951174.1|DBIA	LOC109430346|XP_019561950.1|AEAL
OG0007799	LOC108031084|XP_016959779.1|DBIA	LOC109412457|XP_019541638.1|AEAL
OG0007800	LOC108032224|XP_016961575.1|DBIA	LOC109430342|XP_029722945.1|AEAL
OG0007802	LOC108032042|XP_016961343.1|DBIA	LOC109430215|XP_019561808.1|AEAL, LOC115260341|XP_029717130.1|AEAL
OG0007804	LOC108023477|XP_016948487.1|DBIA	LOC109399932|XP_029729778.1|AEAL
OG0007805	LOC108027583|XP_016954587.1|DBIA	LOC109399954|XP_019527967.1|AEAL
OG0007806	LOC108027584|XP_016954588.1|DBIA	LOC109399952|XP_029729777.1|AEAL
OG0007808	LOC108026465|XP_016952895.1|DBIA	LOC109402372|XP_029730300.1|AEAL, LOC109416958|XP_029716259.1|AEAL
OG0007809	LOC108025883|XP_016952048.1|DBIA	LOC109425514|XP_019556309.2|AEAL
OG0007810	LOC108032641|XP_016962076.1|DBIA	LOC109417289|XP_019546939.2|AEAL
OG0007811	LOC108031429|XP_016960321.1|DBIA	LOC109411403|XP_029716189.1|AEAL
OG0007812	LOC108023249|XP_016948018.1|DBIA	LOC109621642|XP_019931290.2|AEAL
OG0007813	LOC108031715|XP_016960870.1|DBIA	LOC109400513|XP_029715852.1|AEAL
OG0007814	LOC108023606|XP_016948701.1|DBIA	LOC109622456|XP_019932344.1|AEAL
OG0007815	LOC108023199|XP_016947947.1|DBIA	LOC109425244|XP_019556035.2|AEAL
OG0007816	LOC108028729|XP_016956180.1|DBIA	LOC109419817|XP_019549659.2|AEAL
OG0007817	LOC108027334|XP_016954235.1|DBIA	LOC109425308|XP_019556090.2|AEAL
OG0007818	LOC108026390|XP_016952801.1|DBIA	LOC109425318|XP_029715951.1|AEAL
OG0007819	LOC108023978|XP_016949195.1|DBIA	LOC109419806|XP_019549646.2|AEAL
OG0007820	LOC108025303|XP_016951187.1|DBIA	LOC109415422|XP_029729677.1|AEAL
OG0007821	LOC108025531|XP_016951545.1|DBIA	LOC115267036|XP_029729681.1|AEAL, LOC109415421|XP_019544833.2|AEAL
OG0007822	LOC108025530|XP_016951543.1|DBIA	LOC109415420|XP_029729680.1|AEAL
OG0007823	LOC108025012|XP_016950756.1|DBIA	LOC109425345|XP_019556142.2|AEAL
OG0007824	LOC108026210|XP_016952515.1|DBIA	LOC109425528|XP_029715837.1|AEAL
OG0007825	LOC108023984|XP_016949206.1|DBIA	LOC109397201|XP_019525091.2|AEAL, LOC109414949|XP_019544345.2|AEAL
OG0007826	LOC108024575|XP_016950060.1|DBIA	LOC109397118|XP_019525002.2|AEAL
OG0007827	LOC108023473|XP_016948484.1|DBIA	LOC109398472|XP_019526396.1|AEAL
OG0007829	LOC108024953|XP_016950675.1|DBIA	LOC109398457|XP_029720671.1|AEAL
OG0007831	LOC108033142|XP_016962853.1|DBIA	LOC109623070|XP_019933088.2|AEAL
OG0007832	LOC108027600|XP_016954610.1|DBIA	LOC109416867|XP_029719615.1|AEAL, LOC109623093|XP_029716257.1|AEAL
OG0007833	LOC108023652|XP_016948761.1|DBIA	LOC109623098|XP_029709998.1|AEAL
OG0007834	LOC108026331|XP_016952716.1|DBIA	LOC109622969|XP_029734095.1|AEAL, LOC115254063|XP_029718176.1|AEAL, LOC109408847|XP_029719630.1|AEAL
OG0007835	LOC108026300|XP_016952672.1|DBIA	LOC115253987|XP_029712723.1|AEAL, LOC109622970|XP_029712738.1|AEAL
OG0007836	LOC108031092|XP_016959788.1|DBIA	LOC115257405|XP_029712826.1|AEAL
OG0007837	LOC108027141|XP_016953849.1|DBIA	LOC109411181|XP_019540200.2|AEAL
OG0007838	LOC108027079|XP_016953783.1|DBIA	LOC109403615|XP_029730130.1|AEAL
OG0007839	LOC108023222|XP_016947983.1|DBIA	LOC109416355|XP_019545929.2|AEAL, LOC115267363|XP_029730207.1|AEAL
OG0007840	LOC108025505|XP_016951516.1|DBIA	LOC109411499|XP_029723460.1|AEAL
OG0007841	LOC108031229|XP_016959953.1|DBIA	LOC109423569|XP_019554097.2|AEAL
OG0007842	LOC108026261|XP_016952603.1|DBIA	LOC109402379|XP_029712620.1|AEAL
OG0007843	LOC108026096|XP_016952285.1|DBIA	LOC109402471|XP_019530703.2|AEAL
OG0007844	LOC108029905|XP_016957885.1|DBIA	LOC109405405|XP_029733821.1|AEAL
OG0007845	LOC108031125|XP_016959826.1|DBIA	LOC109408266|XP_019537074.2|AEAL, LOC109405436|XP_029716565.1|AEAL
OG0007846	LOC108024206|XP_016949548.1|DBIA	LOC109408271|XP_019537078.2|AEAL
OG0007847	LOC108026399|XP_016952811.1|DBIA	LOC109405419|XP_019534030.2|AEAL
OG0007848	LOC108026400|XP_016952812.1|DBIA	LOC109424828|XP_019555565.2|AEAL
OG0007849	LOC108031789|XP_016960991.1|DBIA	LOC109414622|XP_019543999.2|AEAL
OG0007850	LOC108031788|XP_016960990.1|DBIA	LOC109414624|XP_019544001.2|AEAL
OG0007851	LOC108025066|XP_016950812.1|DBIA	LOC115253879|XP_029723541.1|AEAL, LOC109424818|XP_029723576.1|AEAL
OG0007852	LOC108027057|XP_016953755.1|DBIA	LOC109424793|XP_019555523.2|AEAL
OG0007853	LOC108024844|XP_016950471.1|DBIA	LOC109413326|XP_019542589.2|AEAL
OG0007854	LOC108026342|XP_016952735.1|DBIA	LOC109413324|XP_019542587.2|AEAL
OG0007858	LOC108036105|XP_016967566.1|DBIA	LOC109403851|XP_029732508.1|AEAL
