Orthogroup	DBIA.longest_only	DALB.longest_only
OG0008128	LOC108033228|XP_016962984.1|DBIA	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC108023699|XP_016948816.1|DBIA	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC108024744|XP_016950333.1|DBIA	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC108023716|XP_016948836.1|DBIA	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC108026307|XP_016952680.1|DBIA	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC108033129|XP_016962841.1|DBIA	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC108023604|XP_016948699.1|DBIA	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC108031704|XP_016960854.1|DBIA	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC108027921|XP_016955034.1|DBIA	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC108021936|XP_016946251.1|DBIA	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC108034549|XP_016964965.1|DBIA	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC108029510|XP_016957296.1|DBIA	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC108021958|XP_016946277.1|DBIA	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC108032463|XP_016961780.1|DBIA	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC108024239|XP_016949609.1|DBIA	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC108025908|XP_016952081.1|DBIA	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC108029638|XP_016957530.1|DBIA	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC108036069|XP_016967507.1|DBIA	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC108022030|XP_016946364.1|DBIA	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC108022024|XP_016946358.1|DBIA	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC108033058|XP_016962692.1|DBIA	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC108023508|XP_016948537.1|DBIA	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC108025834|XP_016951981.1|DBIA	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC108023357|XP_016948221.1|DBIA	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC108023516|XP_016948551.1|DBIA	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC108022925|XP_016947626.1|DBIA	LOC117571719|XP_034109911.1|DALB
OG0008155	LOC108030629|XP_016959122.1|DBIA	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC108032090|XP_016961405.1|DBIA	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC108033138|XP_016962850.1|DBIA	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC108028193|XP_016955342.1|DBIA	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC108026732|XP_016953333.1|DBIA	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC108028054|XP_016955185.1|DBIA	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC108023505|XP_016948533.1|DBIA	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC108028338|XP_016955578.1|DBIA	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC108036171|XP_016967649.1|DBIA	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC108023654|XP_016948763.1|DBIA	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC108036491|XP_016968175.1|DBIA	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC108029802|XP_016957822.1|DBIA	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC108027707|XP_016954781.1|DBIA	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC108024152|XP_016949444.1|DBIA	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC108023009|XP_016947731.1|DBIA	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC108028863|XP_016956341.1|DBIA	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC108027399|XP_016954326.1|DBIA	LOC117575720|XP_034115950.1|DALB
OG0008173	LOC108033658|XP_016963583.1|DBIA	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC108029545|XP_016957347.1|DBIA	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC108023499|XP_016948523.1|DBIA	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC108024254|XP_016949630.1|DBIA	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC108024207|XP_016949549.1|DBIA	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC108033171|XP_016962893.1|DBIA	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC108033214|XP_016962958.1|DBIA	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC108024227|XP_016949588.1|DBIA	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC108024228|XP_016949589.1|DBIA	LOC117577795|XP_034118613.1|DALB
OG0008182	LOC108029549|XP_016957356.1|DBIA	LOC117568807|XP_034105559.1|DALB
OG0008183	LOC108026890|XP_016953585.1|DBIA	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC108036893|XP_016968759.1|DBIA	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC108036593|XP_016968342.1|DBIA	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC108036596|XP_016968344.1|DBIA	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC108027674|XP_016954707.1|DBIA	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC108029122|XP_016956730.1|DBIA	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC108023196|XP_016947943.1|DBIA	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC108024160|XP_016949460.1|DBIA	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC108027622|XP_016954633.1|DBIA	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC108029287|XP_016956975.1|DBIA	LOC117564160|XP_034098718.1|DALB
OG0008195	LOC108029413|XP_016957135.1|DBIA	LOC117571856|XP_034110142.1|DALB
OG0008196	LOC108026562|XP_016953001.1|DBIA	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC108035679|XP_016966878.1|DBIA	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC108024217|XP_016949570.1|DBIA	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC108023500|XP_016948524.1|DBIA	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC108036580|XP_016968320.1|DBIA	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC108030627|XP_016959119.1|DBIA	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC108030632|XP_016959126.1|DBIA	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC108031248|XP_016959978.1|DBIA	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC108036408|XP_016968020.1|DBIA	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC108023669|XP_016948780.1|DBIA	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC108030610|XP_016959091.1|DBIA	LOC117571807|XP_034110068.1|DALB
OG0008207	LOC108028836|XP_016956316.1|DBIA	LOC117571802|XP_034110060.1|DALB
OG0008208	LOC108036635|XP_016968398.1|DBIA	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC108035577|XP_016966737.1|DBIA	LOC117565337|XP_034100278.1|DALB
OG0008210	LOC108034641|XP_016965068.1|DBIA	LOC117569167|XP_034106123.1|DALB
OG0008212	LOC108030894|XP_016959558.1|DBIA	LOC117568885|XP_034105676.1|DALB
OG0008213	LOC108023720|XP_016948842.1|DBIA	LOC117577759|XP_034118561.1|DALB
OG0008214	LOC108030532|XP_016958914.1|DBIA	LOC117567404|XP_034103254.1|DALB
OG0008215	LOC108033220|XP_016962972.1|DBIA	LOC117571946|XP_034110334.1|DALB
OG0008216	LOC108028336|XP_016955575.1|DBIA	LOC117572397|XP_034111068.1|DALB
OG0008217	LOC108024158|XP_016949459.1|DBIA	LOC117578285|XP_034119612.1|DALB
OG0008218	LOC108022712|XP_016947276.1|DBIA	LOC117570164|XP_034107529.1|DALB
OG0008219	LOC108023406|XP_016948350.1|DBIA	LOC117565745|XP_034100887.1|DALB
OG0008220	LOC108025760|XP_016951844.1|DBIA	LOC117578051|XP_034119065.1|DALB
OG0008221	LOC108033669|XP_016963599.1|DBIA	LOC117566212|XP_034101641.1|DALB
OG0008222	LOC108030811|XP_016959397.1|DBIA	LOC117570506|XP_034108093.1|DALB
OG0008223	LOC108030602|XP_016959076.1|DBIA	LOC117568247|XP_034104617.1|DALB
OG0008224	LOC108028320|XP_016955540.1|DBIA	LOC117571795|XP_034110050.1|DALB
OG0008225	LOC108036306|XP_016967808.1|DBIA	LOC117572291|XP_034110895.1|DALB
OG0008226	LOC108024213|XP_016949561.1|DBIA	LOC117568048|XP_034104286.1|DALB
OG0008227	LOC108025067|XP_016950813.1|DBIA	LOC117574405|XP_034114134.1|DALB
OG0008228	LOC108025273|XP_016951124.1|DBIA	LOC117575126|XP_034115118.1|DALB
OG0008229	LOC108025205|XP_016951026.1|DBIA	LOC117574672|XP_034114470.1|DALB
OG0008230	LOC108025197|XP_016950998.1|DBIA	LOC117575724|XP_034115957.1|DALB
OG0008232	LOC108035187|XP_016966158.1|DBIA	LOC117566386|XP_034101782.1|DALB
OG0008233	LOC108032647|XP_016962084.1|DBIA	LOC117564228|XP_034098809.1|DALB
OG0008234	LOC108023053|XP_016947789.1|DBIA	LOC117570450|XP_034107999.1|DALB
OG0008235	LOC108025724|XP_016951780.1|DBIA	LOC117564186|XP_034098755.1|DALB
OG0008236	LOC108023896|XP_016949072.1|DBIA	LOC117566979|XP_034102533.1|DALB
OG0008237	LOC108036573|XP_016968310.1|DBIA	LOC117571189|XP_034109117.1|DALB
OG0008238	LOC108030492|XP_016958873.1|DBIA	LOC117568178|XP_034104504.1|DALB
OG0008239	LOC108028768|XP_016956232.1|DBIA	LOC117567750|XP_034103829.1|DALB
OG0008240	LOC108030298|XP_016958621.1|DBIA	LOC117569973|XP_034107240.1|DALB
OG0008243	LOC108030463|XP_016958848.1|DBIA	LOC117567555|XP_034103505.1|DALB
OG0008244	LOC108031233|XP_016959958.1|DBIA	LOC117575692|XP_034115895.1|DALB
OG0008245	LOC108029381|XP_016957098.1|DBIA	LOC117568147|XP_034104446.1|DALB
OG0008246	LOC108022255|XP_016946603.1|DBIA	LOC117568921|XP_034105722.1|DALB
OG0008247	LOC108025504|XP_016951514.1|DBIA, LOC108025030|XP_016950775.1|DBIA	LOC117575853|XP_034116164.1|DALB
OG0008248	LOC108025057|XP_016950802.1|DBIA	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	LOC108025209|XP_016951034.1|DBIA	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	LOC108030015|XP_016958019.1|DBIA	LOC117567129|XP_034102830.1|DALB
OG0008251	LOC108029935|XP_016957919.1|DBIA	LOC117572698|XP_034111643.1|DALB
OG0008252	LOC108036658|XP_016968427.1|DBIA	LOC117567160|XP_034102864.1|DALB
OG0008253	LOC108029366|XP_016957082.1|DBIA	LOC117569603|XP_034106728.1|DALB
OG0008255	LOC108030796|XP_016959365.1|DBIA	LOC117566443|XP_034101865.1|DALB
OG0008256	LOC108030043|XP_016958104.1|DBIA	LOC117571058|XP_034108918.1|DALB
OG0008257	LOC108022997|XP_016947717.1|DBIA	LOC117576326|XP_034116888.1|DALB
OG0008258	LOC108033438|XP_016963252.1|DBIA, LOC108033094|XP_016962779.1|DBIA	LOC117565288|XP_034100207.1|DALB
OG0008259	LOC108027887|XP_016954994.1|DBIA	LOC117565520|XP_034100547.1|DALB, LOC117565519|XP_034100546.1|DALB
OG0008260	LOC108034849|XP_016965473.1|DBIA	LOC117571037|XP_034108890.1|DALB
OG0008261	LOC108022493|XP_016946935.1|DBIA	LOC117566941|XP_034102464.1|DALB
OG0008262	LOC108030941|XP_016959629.1|DBIA	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB
OG0008263	LOC108029745|XP_016957727.1|DBIA, LOC108029747|XP_016957729.1|DBIA	LOC117568920|XP_034105721.1|DALB
OG0008264	LOC108029380|XP_016957097.1|DBIA	LOC117569844|XP_034107063.1|DALB
OG0008266	LOC108027337|XP_016954240.1|DBIA	LOC117573601|XP_034112787.1|DALB
OG0008267	LOC108025322|XP_016951231.1|DBIA	LOC117573283|XP_034112274.1|DALB
OG0008268	LOC108034017|XP_016964241.1|DBIA	LOC117566234|XP_034101673.1|DALB
OG0008269	LOC108034038|XP_016964273.1|DBIA	LOC117563754|XP_034098127.1|DALB
OG0008270	LOC108025934|XP_016952121.1|DBIA	LOC117578144|XP_034119253.1|DALB
OG0008271	LOC108034547|XP_016964963.1|DBIA	LOC117570751|XP_034108464.1|DALB
OG0008272	LOC108025784|XP_016951893.1|DBIA	LOC117577940|XP_034118842.1|DALB
OG0008273	LOC108026030|XP_016952211.1|DBIA	LOC117573617|XP_034112807.1|DALB
OG0008274	LOC108023322|XP_016948115.1|DBIA	LOC117577913|XP_034118802.1|DALB
OG0008275	LOC108024124|XP_016949394.1|DBIA	LOC117569073|XP_034105982.1|DALB
OG0008276	LOC108033101|XP_016962788.1|DBIA	LOC117578311|XP_034119650.1|DALB
OG0008277	LOC108027604|XP_016954613.1|DBIA	LOC117564131|XP_034098720.1|DALB
OG0008279	LOC108025821|XP_016951962.1|DBIA	LOC117574000|XP_034113450.1|DALB
OG0008280	LOC108025946|XP_016952132.1|DBIA	LOC117570258|XP_034107664.1|DALB
OG0008281	LOC108027534|XP_016954466.1|DBIA	LOC117573922|XP_034113330.1|DALB
OG0008282	LOC108024399|XP_016949798.1|DBIA	LOC117577848|XP_034118680.1|DALB
OG0008283	LOC108033108|XP_016962797.1|DBIA	LOC117571650|XP_034109778.1|DALB
OG0008284	LOC108036022|XP_016967437.1|DBIA	LOC117573129|XP_034111944.1|DALB
OG0008285	LOC108027599|XP_016954608.1|DBIA	LOC117577744|XP_034118546.1|DALB
OG0008286	LOC108036451|XP_016968098.1|DBIA	LOC117577710|XP_034118505.1|DALB
OG0008287	LOC108033086|XP_016962769.1|DBIA	LOC117577838|XP_034118669.1|DALB
OG0008288	LOC108031553|XP_016960584.1|DBIA	LOC117573638|XP_034112837.1|DALB
OG0008290	LOC108023731|XP_016948857.1|DBIA	LOC117577785|XP_034118601.1|DALB
OG0008291	LOC108033116|XP_016962811.1|DBIA	LOC117563933|XP_034098399.1|DALB
OG0008294	LOC108024772|XP_016950374.1|DBIA	LOC117574915|XP_034114853.1|DALB
OG0008295	LOC108024051|XP_016949317.1|DBIA	LOC117564014|XP_034098507.1|DALB
OG0008296	LOC108025818|XP_016951959.1|DBIA	LOC117577894|XP_034118767.1|DALB
OG0008297	LOC108033087|XP_016962771.1|DBIA	LOC117577841|XP_034118675.1|DALB
OG0008298	LOC108025898|XP_016952069.1|DBIA	LOC117573204|XP_034112093.1|DALB
OG0008300	LOC108024208|XP_016949550.1|DBIA	LOC117578029|XP_034119033.1|DALB
OG0008301	LOC108032246|XP_016961598.1|DBIA	LOC117574342|XP_034114053.1|DALB
OG0008302	LOC108023722|XP_016948845.1|DBIA	LOC117576300|XP_034116848.1|DALB
OG0008303	LOC108021899|XP_016946206.1|DBIA	LOC117574175|XP_034113759.1|DALB
OG0008304	LOC108023774|XP_016948907.1|DBIA	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	LOC108025907|XP_016952080.1|DBIA	LOC117578081|XP_034119167.1|DALB
OG0008306	LOC108025801|XP_016951934.1|DBIA	LOC117578183|XP_034119387.1|DALB
OG0008307	LOC108032150|XP_016961484.1|DBIA	LOC117573651|XP_034112865.1|DALB
OG0008308	LOC108026253|XP_016952596.1|DBIA	LOC117575485|XP_034115610.1|DALB
OG0008309	LOC108032405|XP_016961715.1|DBIA	LOC117565443|XP_034100425.1|DALB
OG0008310	LOC108035968|XP_016967274.1|DBIA	LOC117572222|XP_034110790.1|DALB
OG0008311	LOC108025676|XP_016951702.1|DBIA	LOC117577614|XP_034118355.1|DALB
OG0008312	LOC108031388|XP_016960241.1|DBIA	LOC117576320|XP_034116872.1|DALB
OG0008313	LOC108027595|XP_016954602.1|DBIA	LOC117572125|XP_034110647.1|DALB
OG0008314	LOC108023031|XP_016947759.1|DBIA	LOC117569831|XP_034107047.1|DALB
OG0008315	LOC108034491|XP_016964884.1|DBIA	LOC117569090|XP_034105998.1|DALB
OG0008317	LOC108031094|XP_016959790.1|DBIA	LOC117574308|XP_034114007.1|DALB
OG0008318	LOC108025610|XP_016951634.1|DBIA	LOC117576131|XP_034116587.1|DALB
OG0008319	LOC108023124|XP_016947881.1|DBIA	LOC117567007|XP_034102583.1|DALB
OG0008320	LOC108024032|XP_016949291.1|DBIA	LOC117577915|XP_034118804.1|DALB
OG0008321	LOC108032030|XP_016961331.1|DBIA	LOC117573795|XP_034113094.1|DALB
OG0008322	LOC108034581|XP_016965006.1|DBIA	LOC117565248|XP_034100151.1|DALB
OG0008323	LOC108031865|XP_016961111.1|DBIA	LOC117575011|XP_034114978.1|DALB
OG0008324	LOC108036043|XP_016967477.1|DBIA	LOC117578293|XP_034119628.1|DALB
OG0008325	LOC108023965|XP_016949175.1|DBIA	LOC117577988|XP_034118975.1|DALB
OG0008326	LOC108024616|XP_016950143.1|DBIA	LOC117575226|XP_034115245.1|DALB
OG0008327	LOC108026842|XP_016953509.1|DBIA	LOC117571402|XP_034109425.1|DALB
OG0008328	LOC108033200|XP_016962935.1|DBIA	LOC117569865|XP_034107094.1|DALB
OG0008330	LOC108036277|XP_016967777.1|DBIA	LOC117571354|XP_034109354.1|DALB
OG0008331	LOC108035646|XP_016966841.1|DBIA	LOC117569314|XP_034106317.1|DALB
OG0008332	LOC108035356|XP_016966439.1|DBIA	LOC117571123|XP_034109015.1|DALB
OG0008333	LOC108035623|XP_016966804.1|DBIA	LOC117569418|XP_034106456.1|DALB
OG0008334	LOC108035353|XP_016966433.1|DBIA	LOC117571153|XP_034109051.1|DALB
OG0008335	LOC108035585|XP_016966745.1|DBIA	LOC117570960|XP_034108794.1|DALB
OG0008336	LOC108035888|XP_016967132.1|DBIA	LOC117570098|XP_034107441.1|DALB
OG0008337	LOC108036544|XP_016968257.1|DBIA	LOC117571853|XP_034110138.1|DALB
OG0008338	LOC108028475|XP_016955825.1|DBIA	LOC117569476|XP_034106534.1|DALB
OG0008339	LOC108023194|XP_016947939.1|DBIA	LOC117577617|XP_034118361.1|DALB
OG0008340	LOC108022491|XP_016946934.1|DBIA	LOC117566940|XP_034102462.1|DALB
OG0008341	LOC108035658|XP_016966854.1|DBIA	LOC117566374|XP_034101762.1|DALB
OG0008342	LOC108035123|XP_016966043.1|DBIA	LOC117566949|XP_034102472.1|DALB
OG0008343	LOC108025391|XP_016951354.1|DBIA	LOC117575792|XP_034116059.1|DALB
OG0008344	LOC108035619|XP_016966797.1|DBIA	LOC117566384|XP_034101779.1|DALB
OG0008345	LOC108034949|XP_016965722.1|DBIA	LOC117572268|XP_034110862.1|DALB
OG0008346	LOC108023719|XP_016948841.1|DBIA	LOC117571621|XP_034109737.1|DALB
OG0008347	LOC108027727|XP_016954768.1|DBIA	LOC117564928|XP_034099773.1|DALB
OG0008348	LOC108035444|XP_016966568.1|DBIA	LOC117567207|XP_034102928.1|DALB
OG0008349	LOC108028151|XP_016955297.1|DBIA	LOC117571288|XP_034109247.1|DALB
OG0008350	LOC108027579|XP_016954582.1|DBIA	LOC117573510|XP_034112633.1|DALB
OG0008351	LOC108035378|XP_016966473.1|DBIA	LOC117568251|XP_034104622.1|DALB
OG0008352	LOC108035285|XP_016966341.1|DBIA	LOC117567937|XP_034104118.1|DALB
OG0008353	LOC108028267|XP_016955457.1|DBIA	LOC117570776|XP_034108504.1|DALB
OG0008354	LOC108032582|XP_016961977.1|DBIA	LOC117564864|XP_034099735.1|DALB
OG0008355	LOC108022766|XP_016947361.1|DBIA	LOC117572782|XP_034111770.1|DALB
OG0008356	LOC108030588|XP_016959049.1|DBIA	LOC117577982|XP_034118969.1|DALB
OG0008357	LOC108031555|XP_016960587.1|DBIA	LOC117576782|XP_034117725.1|DALB
OG0008358	LOC108031470|XP_016960409.1|DBIA	LOC117565306|XP_034100235.1|DALB
OG0008359	LOC108022444|XP_016946835.1|DBIA	LOC117570430|XP_034107976.1|DALB
OG0008360	LOC108026892|XP_016953590.1|DBIA	LOC117568624|XP_034105304.1|DALB
OG0008361	LOC108033884|XP_016964017.1|DBIA	LOC117564264|XP_034098858.1|DALB
OG0008362	LOC108023537|XP_016948595.1|DBIA	LOC117564444|XP_034099079.1|DALB
OG0008363	LOC108022632|XP_016947174.1|DBIA	LOC117567457|XP_034103362.1|DALB
OG0008364	LOC108030582|XP_016959039.1|DBIA	LOC117569486|XP_034106557.1|DALB
OG0008365	LOC108029647|XP_016957550.1|DBIA	LOC117567574|XP_034103536.1|DALB
OG0008366	LOC108025474|XP_016951479.1|DBIA	LOC117575531|XP_034115671.1|DALB
OG0008367	LOC108024109|XP_016949376.1|DBIA	LOC117576383|XP_034116986.1|DALB
OG0008368	LOC108033964|XP_016964159.1|DBIA	LOC117566199|XP_034101607.1|DALB
OG0008369	LOC108033007|XP_016962623.1|DBIA	LOC117577790|XP_034118606.1|DALB
OG0008370	LOC108026402|XP_016952815.1|DBIA	LOC117573178|XP_034112039.1|DALB
OG0008372	LOC108027366|XP_016954283.1|DBIA	LOC117570355|XP_034107816.1|DALB
OG0008373	LOC108034182|XP_016964488.1|DBIA	LOC117563347|XP_034097520.1|DALB
OG0008374	LOC108027478|XP_016954410.1|DBIA	LOC117565698|XP_034100824.1|DALB
OG0008375	LOC108034018|XP_016964242.1|DBIA	LOC117566235|XP_034101674.1|DALB
OG0008376	LOC108029090|XP_016956667.1|DBIA	LOC117563273|XP_034097392.1|DALB
OG0008377	LOC108033754|XP_016963814.1|DBIA	LOC117565554|XP_034100611.1|DALB
OG0008378	LOC108033751|XP_016963811.1|DBIA	LOC117565553|XP_034100609.1|DALB
OG0008379	LOC108034207|XP_016964528.1|DBIA	LOC117565257|XP_034100167.1|DALB
OG0008381	LOC108027852|XP_016954937.1|DBIA	LOC117563606|XP_034097891.1|DALB
OG0008383	LOC108033573|XP_016963406.1|DBIA	LOC117564940|XP_034099785.1|DALB
OG0008384	LOC108034058|XP_016964302.1|DBIA	LOC117564222|XP_034098800.1|DALB
OG0008385	LOC108029275|XP_016956963.1|DBIA	LOC117565435|XP_034100413.1|DALB
OG0008386	LOC108024029|XP_016949286.1|DBIA	LOC117567240|XP_034102981.1|DALB
OG0008387	LOC108025321|XP_016951222.1|DBIA	LOC117573595|XP_034112781.1|DALB
OG0008388	LOC108036153|XP_016967633.1|DBIA	LOC117563353|XP_034097530.1|DALB
OG0008389	LOC108034362|XP_016964739.1|DBIA	LOC117565774|XP_034100941.1|DALB
OG0008390	LOC108034007|XP_016964226.1|DBIA	LOC117563781|XP_034098178.1|DALB
OG0008392	LOC108028431|XP_016955749.1|DBIA	LOC117568581|XP_034105203.1|DALB
OG0008393	LOC108028388|XP_016955689.1|DBIA	LOC117569722|XP_034106879.1|DALB
OG0008394	LOC108030898|XP_016959563.1|DBIA	LOC117567620|XP_034103602.1|DALB
OG0008395	LOC108023597|XP_016948692.1|DBIA	LOC117569532|XP_034106629.1|DALB
OG0008396	LOC108023959|XP_016949153.1|DBIA	LOC117577674|XP_034118457.1|DALB
OG0008397	LOC108022026|XP_016946361.1|DBIA	LOC117576939|XP_034117991.1|DALB
OG0008398	LOC108023927|XP_016949100.1|DBIA	LOC117577902|XP_034118784.1|DALB
OG0008399	LOC108024172|XP_016949481.1|DBIA	LOC117573331|XP_034112372.1|DALB
OG0008400	LOC108035564|XP_016966721.1|DBIA	LOC117569934|XP_034107183.1|DALB
OG0008401	LOC108029262|XP_016956947.1|DBIA	LOC117564128|XP_034098679.1|DALB
OG0008402	LOC108027271|XP_016954135.1|DBIA	LOC117576015|XP_034116412.1|DALB
OG0008403	LOC108032193|XP_016961541.1|DBIA	LOC117573814|XP_034113126.1|DALB
OG0008404	LOC108027298|XP_016954179.1|DBIA	LOC117574059|XP_034113566.1|DALB
OG0008405	LOC108029332|XP_016957052.1|DBIA	LOC117574550|XP_034114316.1|DALB
OG0008406	LOC108028702|XP_016956182.1|DBIA	LOC117569083|XP_034105993.1|DALB
OG0008408	LOC108023471|XP_016948477.1|DBIA	LOC117578088|XP_034119140.1|DALB
OG0008409	LOC108028606|XP_016956015.1|DBIA	LOC117566519|XP_034101951.1|DALB
OG0008410	LOC108026248|XP_016952580.1|DBIA	LOC117576635|XP_034117452.1|DALB
OG0008411	LOC108026361|XP_016952763.1|DBIA	LOC117575754|XP_034116004.1|DALB
OG0008412	LOC108036079|XP_016967519.1|DBIA	LOC117571103|XP_034108979.1|DALB
OG0008413	LOC108028016|XP_016955134.1|DBIA	LOC117571791|XP_034110041.1|DALB
OG0008414	LOC108023227|XP_016947990.1|DBIA	LOC117578123|XP_034119201.1|DALB
OG0008415	LOC108033072|XP_016962729.1|DBIA	LOC117577786|XP_034118602.1|DALB
OG0008416	LOC108035745|XP_016966930.1|DBIA	LOC117573058|XP_034111827.1|DALB
OG0008417	LOC108023686|XP_016948796.1|DBIA	LOC117578319|XP_034119666.1|DALB
OG0008418	LOC108021949|XP_016946265.1|DBIA	LOC117564915|XP_034099763.1|DALB
OG0008419	LOC108024140|XP_016949409.1|DBIA	LOC117578287|XP_034119614.1|DALB
OG0008420	LOC108024841|XP_016950466.1|DBIA	LOC117577698|XP_034118489.1|DALB
OG0008421	LOC108025817|XP_016951957.1|DBIA	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC108023644|XP_016948750.1|DBIA	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC108022345|XP_016946697.1|DBIA	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC108026458|XP_016952891.1|DBIA	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC108025271|XP_016951125.1|DBIA	LOC117575967|XP_034116337.1|DALB
OG0008426	LOC108022099|XP_016946431.1|DBIA	LOC117567901|XP_034104065.1|DALB
OG0008427	LOC108023760|XP_016948890.1|DBIA	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC108027608|XP_016954618.1|DBIA	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC108032204|XP_016961551.1|DBIA	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC108021982|XP_016946312.1|DBIA	LOC117578278|XP_034119596.1|DALB
OG0008431	LOC108030708|XP_016959238.1|DBIA	LOC117571485|XP_034109542.1|DALB
OG0008432	LOC108024622|XP_016950149.1|DBIA	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC108035302|XP_016966360.1|DBIA	LOC117567731|XP_034103786.1|DALB
OG0008434	LOC108025144|XP_016950906.1|DBIA	LOC117574490|XP_034114219.1|DALB
OG0008436	LOC108036597|XP_016968345.1|DBIA	LOC117569178|XP_034106138.1|DALB
OG0008438	LOC108031898|XP_016961154.1|DBIA	LOC117575325|XP_034115371.1|DALB
OG0008439	LOC108022819|XP_016947449.1|DBIA	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC108027204|XP_016954002.1|DBIA	LOC117575403|XP_034115473.1|DALB
OG0008441	LOC108030839|XP_016959458.1|DBIA	LOC117569990|XP_034107261.1|DALB
OG0008442	LOC108030397|XP_016958770.1|DBIA	LOC117566491|XP_034101919.1|DALB
