Orthogroup	DBIA.longest_only	BCOP.longest_only
OG0006471	LOC108026289|XP_016952644.1|DBIA	LOC119073968|XP_037035769.1|BCOP
OG0006472	LOC108026435|XP_016952861.1|DBIA	LOC119067217|XP_037025958.1|BCOP
OG0006473	LOC108035344|XP_016966419.1|DBIA	LOC119081915|XP_037047050.1|BCOP
OG0006474	LOC108036267|XP_016967767.1|DBIA	LOC119082692|XP_037048163.1|BCOP
OG0006475	LOC108027406|XP_016954334.1|DBIA	LOC119067896|XP_037027081.1|BCOP
OG0006476	LOC108023736|XP_016948863.1|DBIA	LOC119068097|XP_037027415.1|BCOP
OG0006477	LOC108025877|XP_016952040.1|DBIA	LOC119068115|XP_037027459.1|BCOP
OG0006479	LOC108026151|XP_016952373.1|DBIA	LOC119085649|XP_037051983.1|BCOP
OG0006480	LOC108036523|XP_016968225.1|DBIA	LOC119080197|XP_037044332.1|BCOP
OG0006481	LOC108034244|XP_016964585.1|DBIA	LOC119085434|XP_037051745.1|BCOP
OG0006482	LOC108026286|XP_016952640.1|DBIA	LOC119068972|XP_037028733.1|BCOP
OG0006483	LOC108031933|XP_016961201.1|DBIA	LOC119085249|XP_037051480.1|BCOP
OG0006484	LOC108031930|XP_016961197.1|DBIA	LOC119068377|XP_037027841.1|BCOP
OG0006485	LOC108032105|XP_016961423.1|DBIA	LOC119082530|XP_037047940.1|BCOP
OG0006486	LOC108031101|XP_016959800.1|DBIA	LOC119068559|XP_037028080.1|BCOP
OG0006487	LOC108032061|XP_016961368.1|DBIA	LOC119067077|XP_037025712.1|BCOP
OG0006488	LOC108030893|XP_016959561.1|DBIA	LOC119069434|XP_037029386.1|BCOP
OG0006489	LOC108024551|XP_016950020.1|DBIA	LOC119068104|XP_037027425.1|BCOP
OG0006490	LOC108027339|XP_016954242.1|DBIA	LOC119067971|XP_037027208.1|BCOP
OG0006491	LOC108033758|XP_016963820.1|DBIA	LOC119077136|XP_037040210.1|BCOP
OG0006492	LOC108027313|XP_016954196.1|DBIA	LOC119067090|XP_037025744.1|BCOP
OG0006493	LOC108033128|XP_016962839.1|DBIA	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP
OG0006494	LOC108026135|XP_016952346.1|DBIA	LOC119081751|XP_037046828.1|BCOP
OG0006495	LOC108032976|XP_016962538.1|DBIA	LOC119068563|XP_037028087.1|BCOP
OG0006496	LOC108026337|XP_016952730.1|DBIA	LOC119067268|XP_037026042.1|BCOP
OG0006497	LOC108025261|XP_016951114.1|DBIA	LOC119067895|XP_037027079.1|BCOP
OG0006498	LOC108025495|XP_016951502.1|DBIA	LOC119067883|XP_037027057.1|BCOP
OG0006499	LOC108025277|XP_016951132.1|DBIA	LOC119067877|XP_037027041.1|BCOP
OG0006500	LOC108035218|XP_016966237.1|DBIA	LOC119085007|XP_037051084.1|BCOP
OG0006501	LOC108025247|XP_016951086.1|DBIA	LOC119067891|XP_037027071.1|BCOP
OG0006502	LOC108025253|XP_016951096.1|DBIA	LOC119069237|XP_037029173.1|BCOP
OG0006503	LOC108025255|XP_016951097.1|DBIA	LOC119069272|XP_037029225.1|BCOP
OG0006504	LOC108025252|XP_016951093.1|DBIA	LOC119075756|XP_037038188.1|BCOP
OG0006505	LOC108025413|XP_016951384.1|DBIA	LOC119069138|XP_037028939.1|BCOP
OG0006506	LOC108035592|XP_016966752.1|DBIA	LOC119069144|XP_037028944.1|BCOP
OG0006507	LOC108025480|XP_016951482.1|DBIA	LOC119080404|XP_037044627.1|BCOP
OG0006509	LOC108025915|XP_016952089.1|DBIA	LOC119070501|XP_037030744.1|BCOP
OG0006510	LOC108031485|XP_016960457.1|DBIA	LOC119069224|XP_037029145.1|BCOP
OG0006511	LOC108024946|XP_016950665.1|DBIA	LOC119067518|XP_037026433.1|BCOP
OG0006512	LOC108031457|XP_016960381.1|DBIA	LOC119070569|XP_037030869.1|BCOP
OG0006513	LOC108024002|XP_016949235.1|DBIA	LOC119067793|XP_037026832.1|BCOP
OG0006514	LOC108026459|XP_016952888.1|DBIA	LOC119067999|XP_037027255.1|BCOP
OG0006515	LOC108031436|XP_016960338.1|DBIA	LOC119067998|XP_037027254.1|BCOP
OG0006516	LOC108031131|XP_016959834.1|DBIA	LOC119067840|XP_037026910.1|BCOP
OG0006517	LOC108032106|XP_016961424.1|DBIA	LOC119070399|XP_037030617.1|BCOP
OG0006518	LOC108031365|XP_016960134.1|DBIA	LOC119067844|XP_037026923.1|BCOP
OG0006519	LOC108032107|XP_016961426.1|DBIA	LOC119067507|XP_037026414.1|BCOP
OG0006520	LOC108025443|XP_016951429.1|DBIA	LOC119069134|XP_037028935.1|BCOP
OG0006521	LOC108032151|XP_016961485.1|DBIA	LOC119068028|XP_037027286.1|BCOP
OG0006522	LOC108025459|XP_016951449.1|DBIA	LOC119069712|XP_037029731.1|BCOP
OG0006523	LOC108026194|XP_016952474.1|DBIA	LOC119069676|XP_037029690.1|BCOP
OG0006524	LOC108034088|XP_016964344.1|DBIA	LOC119067573|XP_037026552.1|BCOP
OG0006525	LOC108024189|XP_016949525.1|DBIA	LOC119070275|XP_037030431.1|BCOP
OG0006528	LOC108027086|XP_016953791.1|DBIA	LOC119068812|XP_037028482.1|BCOP
OG0006529	LOC108027126|XP_016953832.1|DBIA	LOC119068813|XP_037028483.1|BCOP
OG0006530	LOC108027094|XP_016953801.1|DBIA	LOC119068817|XP_037028485.1|BCOP
OG0006532	LOC108027035|XP_016953721.1|DBIA	LOC119069225|XP_037029146.1|BCOP
OG0006533	LOC108023100|XP_016947853.1|DBIA	LOC119069215|XP_037029086.1|BCOP
OG0006534	LOC108026444|XP_016952870.1|DBIA	LOC119077417|XP_037040524.1|BCOP
OG0006535	LOC108026155|XP_016952380.1|DBIA	LOC119067085|XP_037025738.1|BCOP
OG0006536	LOC108027283|XP_016954159.1|DBIA	LOC119069946|XP_037030069.1|BCOP
OG0006537	LOC108025094|XP_016950845.1|DBIA	LOC119069811|XP_037029864.1|BCOP
OG0006538	LOC108024631|XP_016950161.1|DBIA	LOC119069725|XP_037029744.1|BCOP
OG0006539	LOC108024587|XP_016950084.1|DBIA	LOC119068196|XP_037027591.1|BCOP
OG0006540	LOC108032075|XP_016961384.1|DBIA	LOC119070315|XP_037030475.1|BCOP
OG0006541	LOC108026447|XP_016952875.1|DBIA	LOC119070439|XP_037030684.1|BCOP
OG0006542	LOC108026446|XP_016952874.1|DBIA	LOC119070440|XP_037030685.1|BCOP
OG0006543	LOC108025299|XP_016951179.1|DBIA	LOC119068708|XP_037028292.1|BCOP
OG0006544	LOC108027395|XP_016954321.1|DBIA	LOC119074598|XP_037036738.1|BCOP
OG0006545	LOC108023282|XP_016948063.1|DBIA	LOC119069592|XP_037029577.1|BCOP
OG0006546	LOC108031837|XP_016961075.1|DBIA	LOC119069588|XP_037029573.1|BCOP
OG0006547	LOC108031496|XP_016960478.1|DBIA	LOC119070084|XP_037030292.1|BCOP
OG0006548	LOC108031077|XP_016959771.1|DBIA	LOC119067347|XP_037026153.1|BCOP
OG0006549	LOC108025622|XP_016951650.1|DBIA	LOC119067009|XP_037025631.1|BCOP
OG0006550	LOC108023861|XP_016949005.1|DBIA	LOC119067008|XP_037025629.1|BCOP
OG0006551	LOC108035818|XP_016967055.1|DBIA	LOC119071215|XP_037031919.1|BCOP
OG0006552	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA	LOC119068033|XP_037027335.1|BCOP
OG0006553	LOC108025238|XP_016951073.1|DBIA	LOC119068666|XP_037028243.1|BCOP
OG0006554	LOC108027191|XP_016953981.1|DBIA	LOC119069418|XP_037029360.1|BCOP
OG0006555	LOC108024958|XP_016950683.1|DBIA	LOC119068773|XP_037028424.1|BCOP
OG0006557	LOC108024671|XP_016950228.1|DBIA	LOC119084789|XP_037050749.1|BCOP
OG0006558	LOC108031204|XP_016959916.1|DBIA	LOC119084022|XP_037049739.1|BCOP
OG0006559	LOC108031146|XP_016959850.1|DBIA	LOC119069785|XP_037029822.1|BCOP
OG0006560	LOC108025375|XP_016951332.1|DBIA	LOC119072547|XP_037033676.1|BCOP
OG0006561	LOC108025251|XP_016951092.1|DBIA	LOC119074461|XP_037036497.1|BCOP
OG0006562	LOC108025435|XP_016951414.1|DBIA	LOC119067919|XP_037027116.1|BCOP
OG0006563	LOC108027237|XP_016954059.1|DBIA	LOC119070491|XP_037030739.1|BCOP
OG0006564	LOC108027064|XP_016953761.1|DBIA	LOC119070488|XP_037030736.1|BCOP
OG0006565	LOC108022975|XP_016947692.1|DBIA	LOC119070486|XP_037030734.1|BCOP
OG0006566	LOC108024594|XP_016950091.1|DBIA	LOC119067282|XP_037026057.1|BCOP
OG0006567	LOC108024402|XP_016949803.1|DBIA	LOC119068689|XP_037028271.1|BCOP
OG0006568	LOC108024747|XP_016950343.1|DBIA	LOC119068688|XP_037028270.1|BCOP
OG0006569	LOC108028618|XP_016956026.1|DBIA	LOC119072870|XP_037034070.1|BCOP
OG0006570	LOC108032907|XP_016962456.1|DBIA	LOC119067115|XP_037025784.1|BCOP
OG0006571	LOC108031783|XP_016960986.1|DBIA	LOC119070515|XP_037030774.1|BCOP
OG0006572	LOC108031080|XP_016959775.1|DBIA	LOC119078819|XP_037042420.1|BCOP
OG0006573	LOC108027371|XP_016954285.1|DBIA	LOC119067184|XP_037025902.1|BCOP
OG0006574	LOC108031924|XP_016961185.1|DBIA	LOC119069196|XP_037029039.1|BCOP
OG0006575	LOC108026007|XP_016952186.1|DBIA	LOC119069120|XP_037028912.1|BCOP
OG0006577	LOC108032104|XP_016961422.1|DBIA	LOC119082471|XP_037047888.1|BCOP
OG0006578	LOC108031770|XP_016960966.1|DBIA	LOC119070558|XP_037030857.1|BCOP
OG0006579	LOC108036771|XP_016968600.1|DBIA	LOC119068985|XP_037028750.1|BCOP
OG0006580	LOC108024730|XP_016950316.1|DBIA	LOC119070355|XP_037030543.1|BCOP
OG0006581	LOC108032876|XP_016962366.1|DBIA	LOC119067105|XP_037025764.1|BCOP
OG0006582	LOC108031722|XP_016960881.1|DBIA	LOC119067113|XP_037025782.1|BCOP
OG0006583	LOC108024692|XP_016950260.1|DBIA	LOC119080704|XP_037045058.1|BCOP
OG0006584	LOC108029215|XP_016956895.1|DBIA	LOC119078674|XP_037042228.1|BCOP
OG0006585	LOC108032506|XP_016961820.1|DBIA	LOC119081167|XP_037045802.1|BCOP
OG0006586	LOC108025282|XP_016951147.1|DBIA	LOC119068489|XP_037027996.1|BCOP
OG0006587	LOC108025279|XP_016951141.1|DBIA	LOC119068475|XP_037027981.1|BCOP
OG0006588	LOC108025033|XP_016950781.1|DBIA	LOC119085742|XP_037052106.1|BCOP
OG0006589	LOC108027353|XP_016954261.1|DBIA	LOC119085755|XP_037052133.1|BCOP
OG0006590	LOC108027396|XP_016954323.1|DBIA	LOC119085759|XP_037052138.1|BCOP
OG0006591	LOC108028247|XP_016955419.1|DBIA	LOC119073991|XP_037035802.1|BCOP
OG0006592	LOC108032248|XP_016961601.1|DBIA	LOC119085729|XP_037052089.1|BCOP
OG0006593	LOC108031068|XP_016959763.1|DBIA	LOC119085728|XP_037052088.1|BCOP
OG0006594	LOC108035634|XP_016966824.1|DBIA	LOC119084887|XP_037050929.1|BCOP
OG0006595	LOC108036561|XP_016968289.1|DBIA	LOC119081724|XP_037046762.1|BCOP
OG0006596	LOC108030177|XP_016958408.1|DBIA	LOC119081745|XP_037046811.1|BCOP
OG0006597	LOC108035225|XP_016966244.1|DBIA	LOC119082180|XP_037047489.1|BCOP, LOC119083072|XP_037048590.1|BCOP
OG0006598	LOC108034874|XP_016965566.1|DBIA	LOC119083065|XP_037048583.1|BCOP
OG0006599	LOC108028424|XP_016955743.1|DBIA	LOC119075457|XP_037037795.1|BCOP
OG0006600	LOC108028457|XP_016955794.1|DBIA	LOC119076288|XP_037038848.1|BCOP
OG0006601	LOC108034929|XP_016965676.1|DBIA	LOC119080529|XP_037044835.1|BCOP
OG0006602	LOC108034930|XP_016965677.1|DBIA	LOC119084908|XP_037050958.1|BCOP
OG0006603	LOC108034923|XP_016965668.1|DBIA	LOC119075845|XP_037038296.1|BCOP
OG0006604	LOC108030524|XP_016958902.1|DBIA	LOC119074579|XP_037036708.1|BCOP
OG0006605	LOC108033229|XP_016962985.1|DBIA	LOC119072799|XP_037033992.1|BCOP
OG0006606	LOC108028283|XP_016955477.1|DBIA	LOC119079662|XP_037043607.1|BCOP
OG0006607	LOC108034917|XP_016965658.1|DBIA	LOC119079302|XP_037042984.1|BCOP
OG0006608	LOC108032932|XP_016962491.1|DBIA	LOC119073748|XP_037035303.1|BCOP
OG0006609	LOC108031901|XP_016961158.1|DBIA	LOC119073542|XP_037034984.1|BCOP
OG0006610	LOC108035183|XP_016966145.1|DBIA	LOC119073694|XP_037035185.1|BCOP
OG0006611	LOC108035421|XP_016966531.1|DBIA	LOC119073711|XP_037035228.1|BCOP
OG0006612	LOC108034557|XP_016964974.1|DBIA	LOC119073718|XP_037035236.1|BCOP
OG0006613	LOC108035599|XP_016966765.1|DBIA	LOC119073602|XP_037035070.1|BCOP
OG0006614	LOC108035571|XP_016966729.1|DBIA	LOC119079802|XP_037043759.1|BCOP
OG0006615	LOC108035529|XP_016966687.1|DBIA	LOC119079800|XP_037043757.1|BCOP
OG0006616	LOC108029468|XP_016957212.1|DBIA	LOC119084849|XP_037050861.1|BCOP
OG0006617	LOC108028600|XP_016956007.1|DBIA	LOC119078726|XP_037042302.1|BCOP
OG0006618	LOC108034911|XP_016965645.1|DBIA	LOC119080862|XP_037045334.1|BCOP
OG0006619	LOC108035323|XP_016966387.1|DBIA	LOC119080517|XP_037044821.1|BCOP
OG0006620	LOC108035563|XP_016966720.1|DBIA	LOC119080421|XP_037044657.1|BCOP
OG0006621	LOC108028722|XP_016956169.1|DBIA	LOC119080497|XP_037044791.1|BCOP
OG0006622	LOC108030433|XP_016958813.1|DBIA	LOC119074129|XP_037036011.1|BCOP
OG0006624	LOC108030051|XP_016958116.1|DBIA	LOC119081376|XP_037046152.1|BCOP
OG0006626	LOC108023895|XP_016949069.1|DBIA	LOC119073842|XP_037035576.1|BCOP
OG0006627	LOC108029503|XP_016957276.1|DBIA	LOC119073835|XP_037035541.1|BCOP
OG0006628	LOC108029502|XP_016957272.1|DBIA	LOC119073975|XP_037035776.1|BCOP
OG0006629	LOC108022734|XP_016947312.1|DBIA	LOC119081559|XP_037046483.1|BCOP
OG0006630	LOC108022277|XP_016946625.1|DBIA	LOC119074484|XP_037036526.1|BCOP
OG0006631	LOC108034564|XP_016964982.1|DBIA	LOC119078214|XP_037041571.1|BCOP
OG0006632	LOC108029534|XP_016957332.1|DBIA	LOC119079634|XP_037043549.1|BCOP
OG0006633	LOC108030646|XP_016959152.1|DBIA	LOC119079543|XP_037043425.1|BCOP
OG0006634	LOC108029185|XP_016956845.1|DBIA	LOC119070936|XP_037031377.1|BCOP
OG0006635	LOC108027790|XP_016954847.1|DBIA	LOC119068110|XP_037027451.1|BCOP
OG0006636	LOC108025984|XP_016952168.1|DBIA	LOC119073903|XP_037035688.1|BCOP
OG0006637	LOC108028544|XP_016955931.1|DBIA	LOC119081284|XP_037045941.1|BCOP
OG0006638	LOC108036567|XP_016968303.1|DBIA	LOC119080313|XP_037044483.1|BCOP
OG0006639	LOC108036338|XP_016967869.1|DBIA	LOC119080599|XP_037044888.1|BCOP
OG0006640	LOC108029727|XP_016957699.1|DBIA	LOC119074115|XP_037035977.1|BCOP
OG0006641	LOC108036343|XP_016967888.1|DBIA	LOC119074119|XP_037035981.1|BCOP
OG0006642	LOC108022471|XP_016946910.1|DBIA	LOC119080876|XP_037045347.1|BCOP
OG0006643	LOC108026657|XP_016953183.1|DBIA	LOC119080902|XP_037045381.1|BCOP
OG0006644	LOC108028644|XP_016956057.1|DBIA	LOC119079577|XP_037043463.1|BCOP
OG0006645	LOC108032594|XP_016961996.1|DBIA	LOC119079979|XP_037044017.1|BCOP
OG0006646	LOC108030049|XP_016958113.1|DBIA	LOC119080058|XP_037044159.1|BCOP
OG0006647	LOC108030225|XP_016958501.1|DBIA	LOC119081401|XP_037046187.1|BCOP
OG0006648	LOC108034626|XP_016965051.1|DBIA	LOC119071592|XP_037032434.1|BCOP
OG0006649	LOC108026717|XP_016953314.1|DBIA	LOC119084946|XP_037050988.1|BCOP
OG0006650	LOC108030126|XP_016958319.1|DBIA	LOC119081367|XP_037046131.1|BCOP
OG0006651	LOC108028273|XP_016955462.1|DBIA	LOC119080376|XP_037044574.1|BCOP
OG0006652	LOC108028746|XP_016956204.1|DBIA	LOC119080348|XP_037044541.1|BCOP
OG0006653	LOC108034869|XP_016965554.1|DBIA	LOC119077363|XP_037040435.1|BCOP
OG0006654	LOC108031074|XP_016959772.1|DBIA	LOC119073808|XP_037035474.1|BCOP
OG0006655	LOC108034894|XP_016965597.1|DBIA	LOC119080624|XP_037044926.1|BCOP
OG0006656	LOC108035057|XP_016965927.1|DBIA	LOC119081147|XP_037045789.1|BCOP
OG0006657	LOC108022876|XP_016947560.1|DBIA	LOC119077961|XP_037041237.1|BCOP
OG0006658	LOC108035341|XP_016966416.1|DBIA	LOC119080437|XP_037044691.1|BCOP
OG0006659	LOC108035451|XP_016966578.1|DBIA	LOC119080450|XP_037044709.1|BCOP
OG0006660	LOC108028682|XP_016956110.1|DBIA	LOC119081099|XP_037045733.1|BCOP
OG0006661	LOC108028434|XP_016955753.1|DBIA	LOC119074285|XP_037036199.1|BCOP
OG0006662	LOC108027787|XP_016954844.1|DBIA	LOC119066135|XP_037024321.1|BCOP
OG0006663	LOC108028622|XP_016956031.1|DBIA	LOC119083661|XP_037049336.1|BCOP
OG0006664	LOC108032096|XP_016961413.1|DBIA	LOC119073541|XP_037034982.1|BCOP
OG0006665	LOC108027891|XP_016955002.1|DBIA	LOC119073141|XP_037034334.1|BCOP
OG0006666	LOC108030341|XP_016958694.1|DBIA	LOC119081812|XP_037046939.1|BCOP
OG0006667	LOC108028501|XP_016955866.1|DBIA	LOC119085831|XP_037052226.1|BCOP
OG0006668	LOC108029424|XP_016957157.1|DBIA	LOC119079219|XP_037042907.1|BCOP
OG0006669	LOC108028031|XP_016955158.1|DBIA	LOC119077319|XP_037040394.1|BCOP
OG0006670	LOC108028750|XP_016956209.1|DBIA	LOC119078014|XP_037041300.1|BCOP, LOC119080623|XP_037044923.1|BCOP
OG0006671	LOC108028416|XP_016955724.1|DBIA	LOC119080618|XP_037044915.1|BCOP
OG0006672	LOC108034880|XP_016965574.1|DBIA	LOC119073425|XP_037034765.1|BCOP
OG0006673	LOC108035333|XP_016966400.1|DBIA	LOC119066904|XP_037025489.1|BCOP
OG0006675	LOC108034529|XP_016964944.1|DBIA	LOC119082137|XP_037047409.1|BCOP
OG0006676	LOC108028413|XP_016955720.1|DBIA	LOC119078202|XP_037041563.1|BCOP
OG0006677	LOC108034964|XP_016965762.1|DBIA	LOC119075855|XP_037038306.1|BCOP
OG0006678	LOC108028325|XP_016955546.1|DBIA	LOC119068628|XP_037028190.1|BCOP
OG0006679	LOC108034846|XP_016965467.1|DBIA	LOC119074809|XP_037036992.1|BCOP
OG0006680	LOC108025328|XP_016951243.1|DBIA	LOC119067490|XP_037026393.1|BCOP
OG0006681	LOC108028414|XP_016955721.1|DBIA	LOC119081231|XP_037045851.1|BCOP
OG0006682	LOC108028621|XP_016956030.1|DBIA	LOC119081868|XP_037046995.1|BCOP
OG0006683	LOC108028839|XP_016956319.1|DBIA	LOC119073274|XP_037034551.1|BCOP
OG0006684	LOC108034963|XP_016965761.1|DBIA	LOC119080655|XP_037044965.1|BCOP
OG0006685	LOC108036434|XP_016968063.1|DBIA	LOC119080659|XP_037044974.1|BCOP
OG0006688	LOC108028039|XP_016955166.1|DBIA	LOC119077343|XP_037040424.1|BCOP
OG0006691	LOC108035151|XP_016966082.1|DBIA	LOC119078299|XP_037041688.1|BCOP
OG0006692	LOC108030654|XP_016959163.1|DBIA	LOC119077270|XP_037040315.1|BCOP
OG0006693	LOC108035433|XP_016966554.1|DBIA	LOC119083316|XP_037048897.1|BCOP, LOC119079530|XP_037043409.1|BCOP
OG0006694	LOC108023536|XP_016948592.1|DBIA	LOC119070382|XP_037030590.1|BCOP
OG0006695	LOC108035289|XP_016966345.1|DBIA	LOC119080436|XP_037044689.1|BCOP
OG0006697	LOC108035505|XP_016966652.1|DBIA	LOC119076568|XP_037039257.1|BCOP
OG0006698	LOC108035138|XP_016966069.1|DBIA	LOC119077692|XP_037040857.1|BCOP
OG0006699	LOC108035278|XP_016966330.1|DBIA	LOC119080400|XP_037044624.1|BCOP
OG0006700	LOC108030302|XP_016958629.1|DBIA	LOC119069263|XP_037029216.1|BCOP
OG0006701	LOC108036652|XP_016968421.1|DBIA	LOC119080370|XP_037044562.1|BCOP
OG0006702	LOC108031020|XP_016959712.1|DBIA	LOC119080931|XP_037045444.1|BCOP
OG0006703	LOC108035668|XP_016966864.1|DBIA	LOC119072692|XP_037033859.1|BCOP
OG0006704	LOC108035669|XP_016966865.1|DBIA	LOC119072690|XP_037033855.1|BCOP, LOC119066905|XP_037025490.1|BCOP
OG0006705	LOC108036453|XP_016968101.1|DBIA	LOC119075445|XP_037037780.1|BCOP
OG0006706	LOC108023055|XP_016947791.1|DBIA	LOC119075436|XP_037037770.1|BCOP
OG0006707	LOC108026760|XP_016953389.1|DBIA	LOC119080440|XP_037044698.1|BCOP
OG0006708	LOC108024238|XP_016949608.1|DBIA	LOC119076537|XP_037039226.1|BCOP
OG0006709	LOC108036333|XP_016967861.1|DBIA	LOC119073473|XP_037034874.1|BCOP
OG0006710	LOC108028284|XP_016955482.1|DBIA	LOC119080325|XP_037044498.1|BCOP
OG0006711	LOC108027960|XP_016955074.1|DBIA	LOC119080324|XP_037044497.1|BCOP
OG0006712	LOC108035041|XP_016965900.1|DBIA	LOC119080328|XP_037044508.1|BCOP
OG0006713	LOC108035559|XP_016966716.1|DBIA	LOC119080205|XP_037044339.1|BCOP
OG0006714	LOC108035676|XP_016966874.1|DBIA	LOC119080204|XP_037044338.1|BCOP
OG0006715	LOC108028613|XP_016956022.1|DBIA	LOC119073301|XP_037034578.1|BCOP
OG0006716	LOC108027818|XP_016954886.1|DBIA	LOC119074467|XP_037036503.1|BCOP
OG0006717	LOC108030687|XP_016959210.1|DBIA	LOC119081264|XP_037045900.1|BCOP
OG0006718	LOC108030572|XP_016958972.1|DBIA	LOC119080796|XP_037045262.1|BCOP
OG0006719	LOC108034556|XP_016964973.1|DBIA	LOC119077324|XP_037040400.1|BCOP
OG0006720	LOC108028840|XP_016956322.1|DBIA	LOC119084240|XP_037050035.1|BCOP
OG0006721	LOC108035354|XP_016966436.1|DBIA	LOC119081572|XP_037046501.1|BCOP
OG0006722	LOC108035633|XP_016966823.1|DBIA	LOC119080973|XP_037045511.1|BCOP
OG0006723	LOC108034130|XP_016964407.1|DBIA	LOC119068582|XP_037028122.1|BCOP
OG0006724	LOC108031963|XP_016961241.1|DBIA	LOC119079358|XP_037043098.1|BCOP
OG0006725	LOC108032120|XP_016961442.1|DBIA	LOC119079337|XP_037043059.1|BCOP
OG0006726	LOC108024599|XP_016950099.1|DBIA	LOC119085459|XP_037051777.1|BCOP
OG0006727	LOC108031904|XP_016961160.1|DBIA	LOC119080025|XP_037044102.1|BCOP
OG0006728	LOC108031334|XP_016960076.1|DBIA	LOC119075130|XP_037037409.1|BCOP, LOC119070241|XP_037030410.1|BCOP
OG0006729	LOC108036563|XP_016968298.1|DBIA	LOC119074133|XP_037036013.1|BCOP
OG0006730	LOC108036243|XP_016967740.1|DBIA	LOC119083875|XP_037049583.1|BCOP
OG0006731	LOC108034054|XP_016964298.1|DBIA	LOC119067332|XP_037026131.1|BCOP
OG0006733	LOC108028050|XP_016955178.1|DBIA	LOC119073404|XP_037034732.1|BCOP
OG0006734	LOC108028519|XP_016955891.1|DBIA	LOC119079677|XP_037043630.1|BCOP
OG0006735	LOC108035321|XP_016966385.1|DBIA	LOC119081259|XP_037045891.1|BCOP
OG0006736	LOC108035334|XP_016966401.1|DBIA	LOC119081874|XP_037047009.1|BCOP
OG0006737	LOC108028057|XP_016955184.1|DBIA	LOC119079278|XP_037042959.1|BCOP
OG0006738	LOC108029665|XP_016957581.1|DBIA	LOC119079276|XP_037042955.1|BCOP
OG0006739	LOC108028372|XP_016955652.1|DBIA	LOC119073413|XP_037034756.1|BCOP
OG0006740	LOC108035004|XP_016965836.1|DBIA	LOC119073549|XP_037034997.1|BCOP
OG0006741	LOC108035003|XP_016965834.1|DBIA	LOC119073482|XP_037034882.1|BCOP
OG0006742	LOC108026198|XP_016952479.1|DBIA	LOC119080210|XP_037044343.1|BCOP
OG0006743	LOC108029149|XP_016956769.1|DBIA	LOC119085220|XP_037051428.1|BCOP
OG0006744	LOC108035425|XP_016966544.1|DBIA	LOC119080910|XP_037045408.1|BCOP
OG0006745	LOC108024541|XP_016950002.1|DBIA	LOC119077303|XP_037040362.1|BCOP
OG0006746	LOC108035280|XP_016966333.1|DBIA	LOC119083352|XP_037048957.1|BCOP
OG0006747	LOC108035512|XP_016966663.1|DBIA	LOC119080388|XP_037044594.1|BCOP
OG0006748	LOC108024149|XP_016949439.1|DBIA	LOC119073383|XP_037034704.1|BCOP
OG0006749	LOC108035251|XP_016966278.1|DBIA	LOC119075621|XP_037037997.1|BCOP
OG0006750	LOC108024878|XP_016950511.1|DBIA	LOC119069613|XP_037029600.1|BCOP
OG0006752	LOC108034593|XP_016965014.1|DBIA	LOC119077698|XP_037040870.1|BCOP
OG0006753	LOC108034654|XP_016965082.1|DBIA	LOC119073746|XP_037035300.1|BCOP
OG0006754	LOC108029507|XP_016957284.1|DBIA	LOC119068399|XP_037027858.1|BCOP
OG0006755	LOC108030819|XP_016959423.1|DBIA	LOC119077931|XP_037041207.1|BCOP
OG0006756	LOC108028820|XP_016956296.1|DBIA	LOC119080171|XP_037044285.1|BCOP
OG0006757	LOC108027997|XP_016955113.1|DBIA	LOC119080202|XP_037044337.1|BCOP
OG0006758	LOC108035122|XP_016966042.1|DBIA	LOC119080781|XP_037045245.1|BCOP
OG0006759	LOC108035121|XP_016966041.1|DBIA	LOC119084836|XP_037050821.1|BCOP
OG0006760	LOC108028268|XP_016955454.1|DBIA	LOC119081727|XP_037046782.1|BCOP
OG0006761	LOC108027169|XP_016953938.1|DBIA	LOC119075242|XP_037037532.1|BCOP
OG0006762	LOC108027550|XP_016954502.1|DBIA	LOC119082655|XP_037048133.1|BCOP
OG0006763	LOC108030404|XP_016958778.1|DBIA	LOC119073392|XP_037034713.1|BCOP
OG0006764	LOC108036911|XP_016968806.1|DBIA	LOC119073377|XP_037034697.1|BCOP
OG0006765	LOC108030366|XP_016958724.1|DBIA	LOC119073390|XP_037034711.1|BCOP
OG0006766	LOC108028920|XP_016956431.1|DBIA	LOC119066043|XP_037024165.1|BCOP
OG0006767	LOC108028704|XP_016956142.1|DBIA	LOC119080809|XP_037045275.1|BCOP
OG0006768	LOC108028701|XP_016956137.1|DBIA	LOC119077316|XP_037040381.1|BCOP
OG0006769	LOC108028738|XP_016956193.1|DBIA	LOC119077300|XP_037040359.1|BCOP
OG0006770	LOC108028114|XP_016955252.1|DBIA	LOC119080474|XP_037044749.1|BCOP
OG0006772	LOC108036317|XP_016967818.1|DBIA	LOC119079409|XP_037043194.1|BCOP
OG0006773	LOC108034950|XP_016965723.1|DBIA	LOC119073747|XP_037035301.1|BCOP
OG0006774	LOC108030800|XP_016959371.1|DBIA	LOC119081610|XP_037046546.1|BCOP
OG0006775	LOC108035233|XP_016966252.1|DBIA	LOC119083631|XP_037049260.1|BCOP
OG0006776	LOC108035462|XP_016966596.1|DBIA	LOC119078749|XP_037042349.1|BCOP
