Orthogroup	DBIA.longest_only	CPIP.longest_only
OG0007954	LOC108034033|XP_016964268.1|DBIA	LOC120414747|XP_039431997.1|CPIP
OG0007955	LOC108033748|XP_016963813.1|DBIA	LOC120424894|XP_039445116.1|CPIP
OG0007956	LOC108032375|XP_016961685.1|DBIA	LOC120424904|XP_039445129.1|CPIP
OG0007957	LOC108035253|XP_016966287.1|DBIA	LOC120416306|XP_039433962.1|CPIP
OG0007958	LOC108023973|XP_016949186.1|DBIA	LOC120413086|XP_039429727.1|CPIP
OG0007959	LOC108034031|XP_016964266.1|DBIA	LOC120413128|XP_039429767.1|CPIP
OG0007960	LOC108034184|XP_016964491.1|DBIA	LOC120428000|XP_039448906.1|CPIP
OG0007961	LOC108026439|XP_016952865.1|DBIA	LOC120416308|XP_039433964.1|CPIP
OG0007962	LOC108023538|XP_016948596.1|DBIA	LOC120421719|XP_039440900.1|CPIP
OG0007963	LOC108032724|XP_016962193.1|DBIA	LOC120420828|XP_039439884.1|CPIP
OG0007964	LOC108034279|XP_016964627.1|DBIA	LOC120420806|XP_039439861.1|CPIP
OG0007965	LOC108023831|XP_016948966.1|DBIA	LOC120428320|XP_039449250.1|CPIP
OG0007966	LOC108027751|XP_016954792.1|DBIA	LOC120416263|XP_039433900.1|CPIP
OG0007967	LOC108033831|XP_016963947.1|DBIA	LOC120425341|XP_039445768.1|CPIP
OG0007968	LOC108027765|XP_016954812.1|DBIA	LOC120425333|XP_039445742.1|CPIP
OG0007969	LOC108033764|XP_016963840.1|DBIA	LOC120423127|XP_039442739.1|CPIP
OG0007970	LOC108022859|XP_016947524.1|DBIA	LOC120415968|XP_039433546.1|CPIP
OG0007971	LOC108023540|XP_016948598.1|DBIA	LOC120428678|XP_039449662.1|CPIP
OG0007972	LOC108022338|XP_016946689.1|DBIA	LOC120419857|XP_039438628.1|CPIP
OG0007973	LOC108033806|XP_016963913.1|DBIA	LOC120412796|XP_039429321.1|CPIP
OG0007974	LOC108036138|XP_016967617.1|DBIA	LOC120412816|XP_039429354.1|CPIP
OG0007975	LOC108027211|XP_016954022.1|DBIA	LOC120416613|XP_039434346.1|CPIP
OG0007976	LOC108024234|XP_016949595.1|DBIA	LOC120415983|XP_039433573.1|CPIP
OG0007977	LOC108036765|XP_016968593.1|DBIA	LOC120416261|XP_039433898.1|CPIP
OG0007978	LOC108027677|XP_016954712.1|DBIA	LOC120420008|XP_039438848.1|CPIP
OG0007979	LOC108032728|XP_016962197.1|DBIA	LOC120422616|XP_039442044.1|CPIP
OG0007980	LOC108034146|XP_016964434.1|DBIA	LOC120412826|XP_039429366.1|CPIP
OG0007981	LOC108033120|XP_016962818.1|DBIA	LOC120412821|XP_039429362.1|CPIP
OG0007982	LOC108033728|XP_016963762.1|DBIA	LOC120412789|XP_039429312.1|CPIP
OG0007983	LOC108034109|XP_016964376.1|DBIA	LOC120415532|XP_039433025.1|CPIP
OG0007984	LOC108032579|XP_016961971.1|DBIA	LOC120421133|XP_039440230.1|CPIP
OG0007985	LOC108025963|XP_016952145.1|DBIA	LOC120421149|XP_039440273.1|CPIP
OG0007987	LOC108027857|XP_016954946.1|DBIA	LOC120415568|XP_039433080.1|CPIP
OG0007988	LOC108032766|XP_016962251.1|DBIA	LOC120431688|XP_039452736.1|CPIP
OG0007989	LOC108035150|XP_016966086.1|DBIA	LOC120413859|XP_039430750.1|CPIP
OG0007990	LOC108034183|XP_016964490.1|DBIA	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP
OG0007991	LOC108029155|XP_016956779.1|DBIA	LOC120419469|XP_039438089.1|CPIP
OG0007992	LOC108036788|XP_016968622.1|DBIA	LOC120426274|XP_039446951.1|CPIP
OG0007993	LOC108023876|XP_016949045.1|DBIA	LOC120432433|XP_039453585.1|CPIP
OG0007994	LOC108034020|XP_016964247.1|DBIA	LOC120423109|XP_039442722.1|CPIP
OG0007995	LOC108032598|XP_016962002.1|DBIA	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP
OG0007996	LOC108027578|XP_016954578.1|DBIA	LOC120419460|XP_039438076.1|CPIP
OG0007997	LOC108035967|XP_016967273.1|DBIA	LOC120426285|XP_039446968.1|CPIP
OG0007998	LOC108034042|XP_016964277.1|DBIA	LOC120426269|XP_039446944.1|CPIP
OG0007999	LOC108034308|XP_016964667.1|DBIA	LOC120412687|XP_039429197.1|CPIP
OG0008000	LOC108034273|XP_016964620.1|DBIA	LOC120412684|XP_039429192.1|CPIP
OG0008001	LOC108034203|XP_016964523.1|DBIA	LOC120419044|XP_039437544.1|CPIP
OG0008003	LOC108033931|XP_016964098.1|DBIA	LOC120429072|XP_039450153.1|CPIP
OG0008004	LOC108023511|XP_016948544.1|DBIA	LOC120426565|XP_039447271.1|CPIP
OG0008005	LOC108025720|XP_016951768.1|DBIA	LOC120426560|XP_039447260.1|CPIP
OG0008006	LOC108024048|XP_016949314.1|DBIA	LOC120423202|XP_039442837.1|CPIP
OG0008007	LOC108021966|XP_016946291.1|DBIA	LOC120423204|XP_039442842.1|CPIP
OG0008009	LOC108021898|XP_016946205.1|DBIA	LOC120426573|XP_039447292.1|CPIP
OG0008010	LOC108025797|XP_016951923.1|DBIA	LOC120420629|XP_039439636.1|CPIP
OG0008011	LOC108026751|XP_016953366.1|DBIA	LOC120420641|XP_039439653.1|CPIP
OG0008012	LOC108036182|XP_016967661.1|DBIA	LOC120420639|XP_039439651.1|CPIP
OG0008013	LOC108026923|XP_016953623.1|DBIA	LOC120416170|XP_039433789.1|CPIP
OG0008014	LOC108024987|XP_016950730.1|DBIA	LOC120416158|XP_039433771.1|CPIP
OG0008015	LOC108028590|XP_016955992.1|DBIA	LOC120416141|XP_039433751.1|CPIP
OG0008016	LOC108028592|XP_016955995.1|DBIA	LOC120416143|XP_039433753.1|CPIP
OG0008017	LOC108028792|XP_016956301.1|DBIA	LOC120416194|XP_039433812.1|CPIP
OG0008018	LOC108023190|XP_016947922.1|DBIA	LOC120423936|XP_039443854.1|CPIP
OG0008019	LOC108024008|XP_016949241.1|DBIA	LOC120427999|XP_039448898.1|CPIP
OG0008020	LOC108031542|XP_016960568.1|DBIA	LOC120427002|XP_039447752.1|CPIP
OG0008021	LOC108025678|XP_016951704.1|DBIA	LOC120414840|XP_039432101.1|CPIP
OG0008022	LOC108025235|XP_016951071.1|DBIA	LOC120418560|XP_039436929.1|CPIP
OG0008023	LOC108023667|XP_016948778.1|DBIA	LOC120418887|XP_039437356.1|CPIP
OG0008024	LOC108023708|XP_016948826.1|DBIA	LOC120418982|XP_039437466.1|CPIP
OG0008025	LOC108023192|XP_016947932.1|DBIA	LOC120419135|XP_039437660.1|CPIP
OG0008026	LOC108023297|XP_016948087.1|DBIA	LOC120419146|XP_039437718.1|CPIP
OG0008027	LOC108021981|XP_016946310.1|DBIA	LOC120418587|XP_039436969.1|CPIP
OG0008028	LOC108024223|XP_016949586.1|DBIA	LOC120425614|XP_039446131.1|CPIP
OG0008029	LOC108026371|XP_016952780.1|DBIA	LOC120431566|XP_039452608.1|CPIP
OG0008030	LOC108032920|XP_016962475.1|DBIA	LOC120423913|XP_039443831.1|CPIP
OG0008031	LOC108027860|XP_016954950.1|DBIA	LOC120423471|XP_039443236.1|CPIP
OG0008032	LOC108023884|XP_016949057.1|DBIA	LOC120425218|XP_039445583.1|CPIP
OG0008033	LOC108026280|XP_016952634.1|DBIA	LOC120420471|XP_039439433.1|CPIP
OG0008034	LOC108031732|XP_016960900.1|DBIA	LOC120420003|XP_039438831.1|CPIP
OG0008035	LOC108025940|XP_016952127.1|DBIA	LOC120421617|XP_039440780.1|CPIP
OG0008036	LOC108026120|XP_016952312.1|DBIA	LOC120418175|XP_039436409.1|CPIP
OG0008037	LOC108026116|XP_016952305.1|DBIA	LOC120418183|XP_039436417.1|CPIP
OG0008038	LOC108021943|XP_016946260.1|DBIA	LOC120426767|XP_039447476.1|CPIP
OG0008039	LOC108031567|XP_016960614.1|DBIA	LOC120415156|XP_039432530.1|CPIP
OG0008040	LOC108023871|XP_016949039.1|DBIA	LOC120414784|XP_039432032.1|CPIP
OG0008042	LOC108027424|XP_016954361.1|DBIA	LOC120432177|XP_039453250.1|CPIP
OG0008044	LOC108024120|XP_016949390.1|DBIA	LOC120422257|XP_039441588.1|CPIP
OG0008045	LOC108025948|XP_016952135.1|DBIA	LOC120432391|XP_039453521.1|CPIP
OG0008046	LOC108032011|XP_016961300.1|DBIA	LOC120432380|XP_039453508.1|CPIP
OG0008047	LOC108027297|XP_016954178.1|DBIA	LOC120432389|XP_039453518.1|CPIP
OG0008048	LOC108031705|XP_016960857.1|DBIA	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP
OG0008049	LOC108027294|XP_016954175.1|DBIA	LOC120432353|XP_039453473.1|CPIP
OG0008050	LOC108026292|XP_016952648.1|DBIA	LOC120432403|XP_039453538.1|CPIP
OG0008051	LOC108031667|XP_016960796.1|DBIA	LOC120432405|XP_039453542.1|CPIP
OG0008052	LOC108026258|XP_016952601.1|DBIA	LOC120413664|XP_039430526.1|CPIP
OG0008053	LOC108036888|XP_016968756.1|DBIA	LOC120414511|XP_039431655.1|CPIP
OG0008054	LOC108023615|XP_016948710.1|DBIA	LOC120414530|XP_039431676.1|CPIP
OG0008055	LOC108023672|XP_016948783.1|DBIA	LOC120414472|XP_039431602.1|CPIP
OG0008056	LOC108023219|XP_016947978.1|DBIA	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP
OG0008057	LOC108027029|XP_016953714.1|DBIA	LOC120419257|XP_039437846.1|CPIP
OG0008058	LOC108024595|XP_016950092.1|DBIA	LOC120417064|XP_039434955.1|CPIP
OG0008059	LOC108027398|XP_016954325.1|DBIA	LOC120419106|XP_039437634.1|CPIP
OG0008060	LOC108024513|XP_016949950.1|DBIA	LOC120417147|XP_039435066.1|CPIP
OG0008061	LOC108023801|XP_016948931.1|DBIA	LOC120417126|XP_039435037.1|CPIP
OG0008062	LOC108026633|XP_016953147.1|DBIA	LOC120417128|XP_039435038.1|CPIP
OG0008063	LOC108027425|XP_016954362.1|DBIA	LOC120415920|XP_039433499.1|CPIP
OG0008064	LOC108025732|XP_016951800.1|DBIA	LOC120429834|XP_039450832.1|CPIP
OG0008065	LOC108023762|XP_016948892.1|DBIA	LOC120417535|XP_039435551.1|CPIP
OG0008066	LOC108028880|XP_016956377.1|DBIA	LOC120417510|XP_039435522.1|CPIP
OG0008067	LOC108025766|XP_016951850.1|DBIA	LOC120425863|XP_039446418.1|CPIP
OG0008068	LOC108025925|XP_016952105.1|DBIA	LOC120417332|XP_039435252.1|CPIP
OG0008069	LOC108026010|XP_016952190.1|DBIA	LOC120413797|XP_039430681.1|CPIP
OG0008070	LOC108031706|XP_016960858.1|DBIA	LOC120413765|XP_039430636.1|CPIP
OG0008071	LOC108032573|XP_016961966.1|DBIA	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP
OG0008072	LOC108024191|XP_016949526.1|DBIA	LOC120430873|XP_039451934.1|CPIP
OG0008073	LOC108033196|XP_016962931.1|DBIA	LOC120414835|XP_039432095.1|CPIP
OG0008074	LOC108033175|XP_016962901.1|DBIA	LOC120414844|XP_039432103.1|CPIP
OG0008075	LOC108022151|XP_016946482.1|DBIA	LOC120414824|XP_039432085.1|CPIP
OG0008076	LOC108023434|XP_016948412.1|DBIA	LOC120414833|XP_039432093.1|CPIP
OG0008077	LOC108032941|XP_016962504.1|DBIA	LOC120414837|XP_039432097.1|CPIP
OG0008078	LOC108033155|XP_016962871.1|DBIA	LOC120414849|XP_039432107.1|CPIP
OG0008079	LOC108026671|XP_016953211.1|DBIA	LOC120431495|XP_039452534.1|CPIP
OG0008080	LOC108023657|XP_016948765.1|DBIA	LOC120413938|XP_039430871.1|CPIP
OG0008081	LOC108023468|XP_016948474.1|DBIA	LOC120413950|XP_039430887.1|CPIP
OG0008082	LOC108025169|XP_016950936.1|DBIA	LOC120413934|XP_039430865.1|CPIP
OG0008083	LOC108027205|XP_016954003.1|DBIA	LOC120413939|XP_039430872.1|CPIP
OG0008084	LOC108032023|XP_016961322.1|DBIA	LOC120413028|XP_039429636.1|CPIP
OG0008085	LOC108025179|XP_016950976.1|DBIA	LOC120412993|XP_039429578.1|CPIP
OG0008086	LOC108027202|XP_016953998.1|DBIA	LOC120412962|XP_039429540.1|CPIP
OG0008087	LOC108024012|XP_016949259.1|DBIA	LOC120412978|XP_039429561.1|CPIP
OG0008088	LOC108025615|XP_016951637.1|DBIA	LOC120414399|XP_039431510.1|CPIP
OG0008089	LOC108029611|XP_016957486.1|DBIA	LOC120414391|XP_039431498.1|CPIP
OG0008090	LOC108024176|XP_016949489.1|DBIA	LOC120417906|XP_039436069.1|CPIP
OG0008091	LOC108026154|XP_016952378.1|DBIA	LOC120425713|XP_039446244.1|CPIP
OG0008092	LOC108031523|XP_016960535.1|DBIA	LOC120413991|XP_039430935.1|CPIP
OG0008093	LOC108023475|XP_016948486.1|DBIA	LOC120413996|XP_039430940.1|CPIP
OG0008094	LOC108034137|XP_016964415.1|DBIA	LOC120413995|XP_039430938.1|CPIP
OG0008095	LOC108025379|XP_016951340.1|DBIA	LOC120425930|XP_039446485.1|CPIP
OG0008096	LOC108024218|XP_016949572.1|DBIA	LOC120425932|XP_039446487.1|CPIP
OG0008097	LOC108023582|XP_016948667.1|DBIA	LOC120425928|XP_039446483.1|CPIP
OG0008098	LOC108035692|XP_016966900.1|DBIA	LOC120425660|XP_039446174.1|CPIP
OG0008099	LOC108028774|XP_016956241.1|DBIA	LOC120426304|XP_039446987.1|CPIP
OG0008100	LOC108031590|XP_016960648.1|DBIA	LOC120422357|XP_039441694.1|CPIP
OG0008101	LOC108023971|XP_016949183.1|DBIA	LOC120422378|XP_039441720.1|CPIP
OG0008102	LOC108026174|XP_016952437.1|DBIA	LOC120423442|XP_039443193.1|CPIP
OG0008103	LOC108024166|XP_016949470.1|DBIA	LOC120423440|XP_039443190.1|CPIP
OG0008104	LOC108030567|XP_016958956.1|DBIA	LOC120421502|XP_039440657.1|CPIP
OG0008105	LOC108031680|XP_016960812.1|DBIA	LOC120421503|XP_039440658.1|CPIP
OG0008106	LOC108030840|XP_016959461.1|DBIA	LOC120422284|XP_039441612.1|CPIP
OG0008107	LOC108025509|XP_016951520.1|DBIA	LOC120421813|XP_039441028.1|CPIP
OG0008108	LOC108023613|XP_016948709.1|DBIA	LOC120421538|XP_039440701.1|CPIP
OG0008109	LOC108021975|XP_016946305.1|DBIA	LOC120422062|XP_039441336.1|CPIP
OG0008110	LOC108025608|XP_016951632.1|DBIA	LOC120418244|XP_039436491.1|CPIP
OG0008111	LOC108023733|XP_016948860.1|DBIA	LOC120418249|XP_039436497.1|CPIP
OG0008112	LOC108023277|XP_016948052.1|DBIA	LOC120418266|XP_039436517.1|CPIP
OG0008113	LOC108036447|XP_016968084.1|DBIA	LOC120418257|XP_039436509.1|CPIP
OG0008114	LOC108036439|XP_016968070.1|DBIA	LOC120418256|XP_039436507.1|CPIP
OG0008115	LOC108033061|XP_016962699.1|DBIA	LOC120418282|XP_039436538.1|CPIP
OG0008116	LOC108033097|XP_016962782.1|DBIA	LOC120418232|XP_039436466.1|CPIP
OG0008117	LOC108023974|XP_016949187.1|DBIA	LOC120418230|XP_039436459.1|CPIP
OG0008120	LOC108025893|XP_016952064.1|DBIA	LOC120431176|XP_039452244.1|CPIP
OG0008125	LOC108021957|XP_016946276.1|DBIA	LOC120427458|XP_039448261.1|CPIP
OG0008135	LOC108031704|XP_016960854.1|DBIA	LOC120424058|XP_039444013.1|CPIP
OG0008137	LOC108021936|XP_016946251.1|DBIA	LOC120419399|XP_039438010.1|CPIP
OG0008138	LOC108034549|XP_016964965.1|DBIA	LOC120419577|XP_039438235.1|CPIP
OG0008139	LOC108029510|XP_016957296.1|DBIA	LOC120419582|XP_039438244.1|CPIP
OG0008140	LOC108021958|XP_016946277.1|DBIA	LOC120419557|XP_039438204.1|CPIP
OG0008141	LOC108032463|XP_016961780.1|DBIA	LOC120419552|XP_039438200.1|CPIP
OG0008142	LOC108024239|XP_016949609.1|DBIA	LOC120419564|XP_039438227.1|CPIP
OG0008143	LOC108025908|XP_016952081.1|DBIA	LOC120419554|XP_039438202.1|CPIP
OG0008144	LOC108029638|XP_016957530.1|DBIA	LOC120419568|XP_039438231.1|CPIP
OG0008145	LOC108036069|XP_016967507.1|DBIA	LOC120416634|XP_039434377.1|CPIP
OG0008146	LOC108022030|XP_016946364.1|DBIA	LOC120416661|XP_039434403.1|CPIP
OG0008147	LOC108022024|XP_016946358.1|DBIA	LOC120416633|XP_039434374.1|CPIP
OG0008148	LOC108033058|XP_016962692.1|DBIA	LOC120416617|XP_039434348.1|CPIP
OG0008149	LOC108023508|XP_016948537.1|DBIA	LOC120414990|XP_039432281.1|CPIP
OG0008150	LOC108025834|XP_016951981.1|DBIA	LOC120415006|XP_039432299.1|CPIP
OG0008151	LOC108023357|XP_016948221.1|DBIA	LOC120414981|XP_039432259.1|CPIP
OG0008152	LOC108023516|XP_016948551.1|DBIA	LOC120414986|XP_039432274.1|CPIP
OG0008153	LOC108022925|XP_016947626.1|DBIA	LOC120424960|XP_039445252.1|CPIP
OG0008155	LOC108030629|XP_016959122.1|DBIA	LOC120417989|XP_039436169.1|CPIP
OG0008156	LOC108023885|XP_016949058.1|DBIA	LOC120417582|XP_039435627.1|CPIP
OG0008157	LOC108032090|XP_016961405.1|DBIA	LOC120418461|XP_039436828.1|CPIP
OG0008158	LOC108033138|XP_016962850.1|DBIA	LOC120429860|XP_039450865.1|CPIP
OG0008159	LOC108028193|XP_016955342.1|DBIA	LOC120420433|XP_039439391.1|CPIP
OG0008161	LOC108028054|XP_016955185.1|DBIA	LOC120419608|XP_039438282.1|CPIP
OG0008162	LOC108023505|XP_016948533.1|DBIA	LOC120419606|XP_039438280.1|CPIP
OG0008163	LOC108028338|XP_016955578.1|DBIA	LOC120415324|XP_039432743.1|CPIP
OG0008164	LOC108036171|XP_016967649.1|DBIA	LOC120421463|XP_039440611.1|CPIP
OG0008165	LOC108023654|XP_016948763.1|DBIA	LOC120428354|XP_039449291.1|CPIP
OG0008166	LOC108036491|XP_016968175.1|DBIA	LOC120428355|XP_039449293.1|CPIP
OG0008167	LOC108029802|XP_016957822.1|DBIA	LOC120423250|XP_039442905.1|CPIP
OG0008168	LOC108027707|XP_016954781.1|DBIA	LOC120423249|XP_039442903.1|CPIP
OG0008169	LOC108024152|XP_016949444.1|DBIA	LOC120423265|XP_039442933.1|CPIP
OG0008170	LOC108023009|XP_016947731.1|DBIA	LOC120423259|XP_039442926.1|CPIP
OG0008171	LOC108028863|XP_016956341.1|DBIA	LOC120414905|XP_039432168.1|CPIP
OG0008172	LOC108027399|XP_016954326.1|DBIA	LOC120431259|XP_039452326.1|CPIP
OG0008173	LOC108033658|XP_016963583.1|DBIA	LOC120428145|XP_039449063.1|CPIP
OG0008174	LOC108029545|XP_016957347.1|DBIA	LOC120425075|XP_039445405.1|CPIP
OG0008175	LOC108023499|XP_016948523.1|DBIA	LOC120424271|XP_039444269.1|CPIP
OG0008176	LOC108024254|XP_016949630.1|DBIA	LOC120417982|XP_039436158.1|CPIP
OG0008177	LOC108024207|XP_016949549.1|DBIA	LOC120421481|XP_039440632.1|CPIP
OG0008178	LOC108033171|XP_016962893.1|DBIA	LOC120431969|XP_039453042.1|CPIP
OG0008179	LOC108033214|XP_016962958.1|DBIA	LOC120427539|XP_039448342.1|CPIP
OG0008180	LOC108024227|XP_016949588.1|DBIA	LOC120427530|XP_039448330.1|CPIP
OG0008181	LOC108024228|XP_016949589.1|DBIA	LOC120427532|XP_039448332.1|CPIP
OG0008182	LOC108029549|XP_016957356.1|DBIA	LOC120416741|XP_039434510.1|CPIP
OG0008183	LOC108026890|XP_016953585.1|DBIA	LOC120422938|XP_039442450.1|CPIP
OG0008184	LOC108033308|XP_016963070.1|DBIA	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP
OG0008185	LOC108036893|XP_016968759.1|DBIA	LOC120421841|XP_039441058.1|CPIP
OG0008186	LOC108036593|XP_016968342.1|DBIA	LOC120425540|XP_039446035.1|CPIP
OG0008187	LOC108036596|XP_016968344.1|DBIA	LOC120425544|XP_039446039.1|CPIP
OG0008188	LOC108027674|XP_016954707.1|DBIA	LOC120415873|XP_039433443.1|CPIP
OG0008189	LOC108032780|XP_016962271.1|DBIA	LOC120428242|XP_039449156.1|CPIP
OG0008190	LOC108029122|XP_016956730.1|DBIA	LOC120419166|XP_039437752.1|CPIP
OG0008191	LOC108023196|XP_016947943.1|DBIA	LOC120419149|XP_039437720.1|CPIP
OG0008192	LOC108024160|XP_016949460.1|DBIA	LOC120419148|XP_039437715.1|CPIP
OG0008193	LOC108027622|XP_016954633.1|DBIA	LOC120419174|XP_039437761.1|CPIP
OG0008194	LOC108029287|XP_016956975.1|DBIA	LOC120419312|XP_039437915.1|CPIP
OG0008195	LOC108029413|XP_016957135.1|DBIA	LOC120428721|XP_039449726.1|CPIP
OG0008196	LOC108026562|XP_016953001.1|DBIA	LOC120425517|XP_039446000.1|CPIP
OG0008197	LOC108035679|XP_016966878.1|DBIA	LOC120426748|XP_039447456.1|CPIP
OG0008198	LOC108024217|XP_016949570.1|DBIA	LOC120426725|XP_039447430.1|CPIP
OG0008199	LOC108023500|XP_016948524.1|DBIA	LOC120415867|XP_039433437.1|CPIP
OG0008200	LOC108036580|XP_016968320.1|DBIA	LOC120418149|XP_039436382.1|CPIP
OG0008201	LOC108030627|XP_016959119.1|DBIA	LOC120412356|XP_039428706.1|CPIP
OG0008202	LOC108030632|XP_016959126.1|DBIA	LOC120412338|XP_039428675.1|CPIP
OG0008203	LOC108031248|XP_016959978.1|DBIA	LOC120412348|XP_039428697.1|CPIP
OG0008204	LOC108036408|XP_016968020.1|DBIA	LOC120412344|XP_039428679.1|CPIP
OG0008205	LOC108023669|XP_016948780.1|DBIA	LOC120416824|XP_039434644.1|CPIP
OG0008206	LOC108030610|XP_016959091.1|DBIA	LOC120416813|XP_039434622.1|CPIP
OG0008207	LOC108028836|XP_016956316.1|DBIA	LOC120416860|XP_039434690.1|CPIP
OG0008208	LOC108036635|XP_016968398.1|DBIA	LOC120421857|XP_039441081.1|CPIP
OG0008209	LOC108035577|XP_016966737.1|DBIA	LOC120421878|XP_039441109.1|CPIP
OG0008210	LOC108034641|XP_016965068.1|DBIA	LOC120420290|XP_039439222.1|CPIP
OG0008211	LOC108035035|XP_016965873.1|DBIA	LOC120415208|XP_039432598.1|CPIP
OG0008212	LOC108030894|XP_016959558.1|DBIA	LOC120424703|XP_039444817.1|CPIP
OG0008213	LOC108023720|XP_016948842.1|DBIA	LOC120424715|XP_039444831.1|CPIP
OG0008214	LOC108030532|XP_016958914.1|DBIA	LOC120431000|XP_039452094.1|CPIP
OG0008215	LOC108033220|XP_016962972.1|DBIA	LOC120431046|XP_039452132.1|CPIP
OG0008216	LOC108028336|XP_016955575.1|DBIA	LOC120421831|XP_039441043.1|CPIP
OG0008217	LOC108024158|XP_016949459.1|DBIA	LOC120415837|XP_039433408.1|CPIP
OG0008218	LOC108022712|XP_016947276.1|DBIA	LOC120427510|XP_039448306.1|CPIP
OG0008219	LOC108023406|XP_016948350.1|DBIA	LOC120432588|XP_039453758.1|CPIP
OG0008220	LOC108025760|XP_016951844.1|DBIA	LOC120432548|XP_039453707.1|CPIP
OG0008221	LOC108033669|XP_016963599.1|DBIA	LOC120432537|XP_039453695.1|CPIP
OG0008222	LOC108030811|XP_016959397.1|DBIA	LOC120422210|XP_039441526.1|CPIP
OG0008223	LOC108030602|XP_016959076.1|DBIA	LOC120416675|XP_039434428.1|CPIP
OG0008224	LOC108028320|XP_016955540.1|DBIA	LOC120423790|XP_039443641.1|CPIP
OG0008225	LOC108036306|XP_016967808.1|DBIA	LOC120423694|XP_039443524.1|CPIP
OG0008226	LOC108024213|XP_016949561.1|DBIA	LOC120429101|XP_039450198.1|CPIP
OG0008227	LOC108025067|XP_016950813.1|DBIA	LOC120432313|XP_039453430.1|CPIP
OG0008228	LOC108025273|XP_016951124.1|DBIA	LOC120424630|XP_039444730.1|CPIP
OG0008230	LOC108025197|XP_016950998.1|DBIA	LOC120419231|XP_039437821.1|CPIP
OG0008232	LOC108035187|XP_016966158.1|DBIA	LOC120414680|XP_039431898.1|CPIP
OG0008233	LOC108032647|XP_016962084.1|DBIA	LOC120414075|XP_039431029.1|CPIP
OG0008235	LOC108025724|XP_016951780.1|DBIA	LOC120424466|XP_039444534.1|CPIP
OG0008236	LOC108023896|XP_016949072.1|DBIA	LOC120419583|XP_039438245.1|CPIP
OG0008237	LOC108036573|XP_016968310.1|DBIA	LOC120416495|XP_039434144.1|CPIP
OG0008238	LOC108030492|XP_016958873.1|DBIA	LOC120414441|XP_039431561.1|CPIP
OG0008239	LOC108028768|XP_016956232.1|DBIA	LOC120413233|XP_039429896.1|CPIP
OG0008240	LOC108030298|XP_016958621.1|DBIA	LOC120423617|XP_039443418.1|CPIP
OG0008243	LOC108030463|XP_016958848.1|DBIA	LOC120414400|XP_039431511.1|CPIP
OG0008246	LOC108022255|XP_016946603.1|DBIA	LOC120426142|XP_039446793.1|CPIP
OG0008266	LOC108027337|XP_016954240.1|DBIA	LOC120415055|XP_039432370.1|CPIP
OG0008267	LOC108025322|XP_016951231.1|DBIA	LOC120432217|XP_039453316.1|CPIP
OG0008268	LOC108034017|XP_016964241.1|DBIA	LOC120415049|XP_039432357.1|CPIP
OG0008269	LOC108034038|XP_016964273.1|DBIA	LOC120431077|XP_039452167.1|CPIP
OG0008270	LOC108025934|XP_016952121.1|DBIA	LOC120418122|XP_039436334.1|CPIP
OG0008271	LOC108034547|XP_016964963.1|DBIA	LOC120419288|XP_039437889.1|CPIP
OG0008272	LOC108025784|XP_016951893.1|DBIA	LOC120421050|XP_039440127.1|CPIP
OG0008273	LOC108026030|XP_016952211.1|DBIA	LOC120430978|XP_039452050.1|CPIP
OG0008274	LOC108023322|XP_016948115.1|DBIA	LOC120429177|XP_039450324.1|CPIP
OG0008275	LOC108024124|XP_016949394.1|DBIA	LOC120416397|XP_039434073.1|CPIP
OG0008277	LOC108027604|XP_016954613.1|DBIA	LOC120424283|XP_039444288.1|CPIP
OG0008278	LOC108034233|XP_016964569.1|DBIA	LOC120422442|XP_039441818.1|CPIP
OG0008279	LOC108025821|XP_016951962.1|DBIA	LOC120429658|XP_039450621.1|CPIP
OG0008280	LOC108025946|XP_016952132.1|DBIA	LOC120429660|XP_039450625.1|CPIP
OG0008281	LOC108027534|XP_016954466.1|DBIA	LOC120416919|XP_039434759.1|CPIP
OG0008282	LOC108024399|XP_016949798.1|DBIA	LOC120412755|XP_039429284.1|CPIP
OG0008283	LOC108033108|XP_016962797.1|DBIA	LOC120432411|XP_039453548.1|CPIP
OG0008284	LOC108036022|XP_016967437.1|DBIA	LOC120424103|XP_039444092.1|CPIP
OG0008285	LOC108027599|XP_016954608.1|DBIA	LOC120413559|XP_039430410.1|CPIP
OG0008286	LOC108036451|XP_016968098.1|DBIA	LOC120417716|XP_039435801.1|CPIP
OG0008287	LOC108033086|XP_016962769.1|DBIA	LOC120412520|XP_039428952.1|CPIP
OG0008288	LOC108031553|XP_016960584.1|DBIA	LOC120414528|XP_039431670.1|CPIP
OG0008289	LOC108031331|XP_016960072.1|DBIA	LOC120429020|XP_039450095.1|CPIP, LOC120427222|XP_039448019.1|CPIP
OG0008290	LOC108023731|XP_016948857.1|DBIA	LOC120414181|XP_039431193.1|CPIP
OG0008291	LOC108033116|XP_016962811.1|DBIA	LOC120414168|XP_039431157.1|CPIP
