Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0006009	LOC117894082|XP_034656837.1|DSUB	LOC6048570|XP_038108590.1|CQUI, LOC119767600|XP_038112454.1|CQUI
OG0006010	LOC117894782|XP_034657899.1|DSUB	LOC6045918|XP_038111394.1|CQUI
OG0006011	LOC117895109|XP_034658403.1|DSUB	LOC6045912|XP_038111660.1|CQUI
OG0006012	LOC117893241|XP_034655692.1|DSUB	LOC6034176|XP_038113054.1|CQUI
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC6034181|XP_038106465.1|CQUI
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC6034189|XP_001844544.2|CQUI
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC6034193|XP_001844548.1|CQUI
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC6034212|XP_038108800.1|CQUI
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC6034213|XP_001844566.2|CQUI
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC6053533|XP_038109498.1|CQUI
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC6042938|XP_001870877.1|CQUI
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC6035890|XP_038112698.1|CQUI
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC6035889|XP_038112683.1|CQUI
OG0006022	LOC117900044|XP_034666123.1|DSUB	LOC6035878|XP_038108446.1|CQUI
OG0006023	LOC117899254|XP_034665032.1|DSUB	LOC6037828|XP_001847703.2|CQUI
OG0006024	LOC117903527|XP_034671537.1|DSUB	LOC6052303|XP_038108847.1|CQUI
OG0006025	LOC117889937|XP_034650360.1|DSUB	LOC6040387|XP_038113864.1|CQUI
OG0006026	LOC117899263|XP_034665049.1|DSUB	LOC6046620|XP_038114287.1|CQUI
OG0006027	LOC117892707|XP_034655012.1|DSUB	LOC6031701|XP_038108054.1|CQUI
OG0006028	LOC117891568|XP_034652982.1|DSUB	LOC6049845|XP_038109644.1|CQUI
OG0006029	LOC117892294|XP_034654327.1|DSUB	LOC6037814|XP_001847689.1|CQUI
OG0006030	LOC117897798|XP_034662739.1|DSUB	LOC6037809|XP_001847684.1|CQUI
OG0006031	LOC117892638|XP_034654884.1|DSUB	LOC6037808|XP_038106040.1|CQUI
OG0006032	LOC117889602|XP_034649911.1|DSUB	LOC6037804|XP_038114333.1|CQUI
OG0006033	LOC117892511|XP_034654684.1|DSUB	LOC6049950|XP_001866633.2|CQUI
OG0006034	LOC117898707|XP_034664215.1|DSUB	LOC6041657|XP_001850884.2|CQUI
OG0006035	LOC117898976|XP_034664608.1|DSUB	LOC119766762|XP_038108387.1|CQUI
OG0006036	LOC117900449|XP_034666710.1|DSUB	LOC119766761|XP_038108386.1|CQUI
OG0006037	LOC117891909|XP_034653622.1|DSUB	LOC6049361|XP_038113219.1|CQUI
OG0006038	LOC117897492|XP_034662274.1|DSUB	LOC6049713|XP_001866420.2|CQUI
OG0006039	LOC117891453|XP_034652825.1|DSUB	LOC6053330|XP_038108487.1|CQUI
OG0006040	LOC117891150|XP_034652294.1|DSUB	LOC6042926|XP_038110634.1|CQUI
OG0006041	LOC117893958|XP_034656647.1|DSUB	LOC6042178|XP_038112955.1|CQUI
OG0006042	LOC117891751|XP_034653249.1|DSUB	LOC6042175|XP_038107538.1|CQUI
OG0006043	LOC117892929|XP_034655136.1|DSUB	LOC6042167|XP_001851314.1|CQUI
OG0006044	LOC117903349|XP_034671190.1|DSUB	LOC6034709|XP_001844990.1|CQUI
OG0006045	LOC117891013|XP_034652062.1|DSUB	LOC6034693|XP_038112763.1|CQUI
OG0006046	LOC117892115|XP_034654023.1|DSUB	LOC6034671|XP_001844959.2|CQUI
OG0006047	LOC117893022|XP_034655270.1|DSUB	LOC6051717|XP_038111187.1|CQUI
OG0006048	LOC117893234|XP_034655682.1|DSUB	LOC6037849|XP_001847722.2|CQUI
OG0006049	LOC117891059|XP_034652162.1|DSUB	LOC6037840|XP_038112201.1|CQUI
OG0006050	LOC117898384|XP_034663630.1|DSUB	LOC6037835|XP_038109599.1|CQUI
OG0006051	LOC117894130|XP_034656915.1|DSUB	LOC6037833|XP_038111475.1|CQUI
OG0006053	LOC117894626|XP_034657683.1|DSUB	LOC6053837|XP_001869853.1|CQUI
OG0006054	LOC117902997|XP_034670609.1|DSUB	LOC6051880|XP_038113166.1|CQUI
OG0006055	LOC117898584|XP_034664019.1|DSUB	LOC6048552|XP_038112853.1|CQUI
OG0006056	LOC117891753|XP_034653256.1|DSUB	LOC6043101|XP_001855817.2|CQUI
OG0006057	LOC117895133|XP_034658441.1|DSUB	LOC6048577|XP_038108282.1|CQUI
OG0006058	LOC117899744|XP_034665879.1|DSUB	LOC6045890|XP_038107591.1|CQUI
OG0006059	LOC117895308|XP_034658759.1|DSUB	LOC6032310|XP_038113877.1|CQUI
OG0006060	LOC117895310|XP_034658761.1|DSUB	LOC6032309|XP_038113878.1|CQUI
OG0006061	LOC117895280|XP_034658750.1|DSUB	LOC6032318|XP_001842948.2|CQUI
OG0006062	LOC117897618|XP_034662475.1|DSUB	LOC6032323|XP_001842953.2|CQUI
OG0006063	LOC117901997|XP_034668902.1|DSUB	LOC6032324|XP_038110334.1|CQUI
OG0006064	LOC117890701|XP_034651602.1|DSUB	LOC6032326|XP_038109436.1|CQUI
OG0006065	LOC117895588|XP_034659228.1|DSUB	LOC6032327|XP_001842957.2|CQUI
OG0006066	LOC117890641|XP_034651484.1|DSUB	LOC6032330|XP_038111289.1|CQUI
OG0006067	LOC117891723|XP_034653206.1|DSUB	LOC6032343|XP_038108314.1|CQUI
OG0006068	LOC117897734|XP_034662663.1|DSUB	LOC6038331|XP_038112633.1|CQUI
OG0006069	LOC117894877|XP_034658035.1|DSUB	LOC6038349|XP_038112577.1|CQUI
OG0006070	LOC117895689|XP_034659413.1|DSUB	LOC6038353|XP_001848167.1|CQUI
OG0006071	LOC117897650|XP_034662516.1|DSUB	LOC6038361|XP_038109218.1|CQUI
OG0006072	LOC117895595|XP_034659236.1|DSUB	LOC6045588|XP_001862928.1|CQUI
OG0006073	LOC117894189|XP_034656994.1|DSUB	LOC6051713|XP_038112180.1|CQUI
OG0006074	LOC117903326|XP_034671160.1|DSUB	LOC6053445|XP_038107840.1|CQUI
OG0006075	LOC117902155|XP_034669186.1|DSUB	LOC6049154|XP_001865958.1|CQUI
OG0006076	LOC117889721|XP_034650032.1|DSUB	LOC6042365|XP_038113413.1|CQUI
OG0006077	LOC117894043|XP_034656783.1|DSUB	LOC6040194|XP_038110662.1|CQUI
OG0006078	LOC117895719|XP_034659468.1|DSUB	LOC6040195|XP_038111432.1|CQUI
OG0006079	LOC117893105|XP_034655429.1|DSUB	LOC6053106|XP_038111047.1|CQUI
OG0006080	LOC117893360|XP_034655842.1|DSUB	LOC6044054|XP_038110149.1|CQUI
OG0006081	LOC117891383|XP_034652713.1|DSUB	LOC6043124|XP_038109683.1|CQUI
OG0006082	LOC117891394|XP_034652727.1|DSUB	LOC6043123|XP_001855939.1|CQUI
OG0006083	LOC117894665|XP_034657732.1|DSUB	LOC6044806|XP_038111166.1|CQUI
OG0006084	LOC117895655|XP_034659359.1|DSUB	LOC6044283|XP_038109193.1|CQUI
OG0006085	LOC117895681|XP_034659399.1|DSUB	LOC6045107|XP_038110561.1|CQUI
OG0006086	LOC117895687|XP_034659405.1|DSUB	LOC6046760|XP_038108239.1|CQUI
OG0006087	LOC117892119|XP_034654039.1|DSUB	LOC6046757|XP_038109068.1|CQUI
OG0006088	LOC117893596|XP_034656161.1|DSUB	LOC6046763|XP_001863911.1|CQUI
OG0006089	LOC117900868|XP_034667319.1|DSUB	LOC6053393|XP_001869484.1|CQUI
OG0006090	LOC117894799|XP_034657920.1|DSUB	LOC6047671|XP_038114395.1|CQUI
OG0006091	LOC117894102|XP_034656868.1|DSUB	LOC6047667|XP_038112092.1|CQUI
OG0006092	LOC117903051|XP_034670681.1|DSUB	LOC6040400|XP_001849798.2|CQUI
OG0006093	LOC117891450|XP_034652821.1|DSUB	LOC6046498|XP_038111734.1|CQUI
OG0006094	LOC117895036|XP_034658301.1|DSUB	LOC6046497|XP_038110826.1|CQUI
OG0006095	LOC117891774|XP_034653328.1|DSUB	LOC6043054|XP_038110525.1|CQUI
OG0006096	LOC117892225|XP_034654219.1|DSUB	LOC6052298|XP_038106049.1|CQUI
OG0006097	LOC117895875|XP_034659761.1|DSUB	LOC6052639|XP_038108165.1|CQUI
OG0006098	LOC117901704|XP_034668464.1|DSUB	LOC6047572|XP_001864614.2|CQUI
OG0006099	LOC117890499|XP_034651282.1|DSUB	LOC6046313|XP_001863534.2|CQUI
OG0006100	LOC117890650|XP_034651494.1|DSUB	LOC6046315|XP_038113818.1|CQUI
OG0006101	LOC117901760|XP_034668539.1|DSUB	LOC6054705|XP_038109180.1|CQUI
OG0006102	LOC117890912|XP_034651918.1|DSUB	LOC6043943|XP_038110643.1|CQUI
OG0006103	LOC117903703|XP_034671939.1|DSUB	LOC6049230|XP_001866027.2|CQUI
OG0006104	LOC117898917|XP_034664520.1|DSUB	LOC6049231|XP_038112595.1|CQUI
OG0006105	LOC117896527|XP_034660793.1|DSUB	LOC6037466|XP_038111015.1|CQUI
OG0006106	LOC117894300|XP_034657156.1|DSUB	LOC6037447|XP_038108814.1|CQUI
OG0006107	LOC117891694|XP_034653174.1|DSUB	LOC6051490|XP_038107829.1|CQUI
OG0006108	LOC117902943|XP_034670449.1|DSUB	LOC6051224|XP_038110566.1|CQUI
OG0006109	LOC117894312|XP_034657169.1|DSUB	LOC6037690|XP_001847576.1|CQUI
OG0006110	LOC117895009|XP_034658250.1|DSUB	LOC6032268|XP_001842904.1|CQUI
OG0006111	LOC117889951|XP_034650397.1|DSUB	LOC6049140|XP_038111053.1|CQUI
OG0006112	LOC117892166|XP_034654123.1|DSUB	LOC6043112|XP_001855889.1|CQUI
OG0006113	LOC117894473|XP_034657464.1|DSUB	LOC6043111|XP_001855886.2|CQUI
OG0006114	LOC117896290|XP_034660399.1|DSUB	LOC6043114|XP_001855899.2|CQUI
OG0006115	LOC117890857|XP_034651834.1|DSUB	LOC6040972|XP_038108187.1|CQUI
OG0006116	LOC117890504|XP_034651290.1|DSUB	LOC6037458|XP_038111287.1|CQUI
OG0006117	LOC117891577|XP_034652992.1|DSUB	LOC6037462|XP_001847374.2|CQUI
OG0006118	LOC117892130|XP_034654056.1|DSUB	LOC6053927|XP_038110482.1|CQUI
OG0006119	LOC117891517|XP_034652904.1|DSUB	LOC6053925|XP_038111085.1|CQUI
OG0006120	LOC117891701|XP_034653184.1|DSUB	LOC6036720|XP_038107801.1|CQUI
OG0006121	LOC117894974|XP_034658203.1|DSUB	LOC6050982|XP_038111997.1|CQUI
OG0006122	LOC117902915|XP_034670380.1|DSUB	LOC6050980|XP_038110717.1|CQUI
OG0006123	LOC117891224|XP_034652461.1|DSUB	LOC6050984|XP_038112473.1|CQUI
OG0006125	LOC117895841|XP_034659684.1|DSUB	LOC6043028|XP_038108769.1|CQUI
OG0006126	LOC117893296|XP_034655760.1|DSUB	LOC6051198|XP_038110761.1|CQUI
OG0006127	LOC117893818|XP_034656461.1|DSUB	LOC6051893|XP_038111370.1|CQUI
OG0006128	LOC117895554|XP_034659151.1|DSUB	LOC6037634|XP_001847521.2|CQUI
OG0006129	LOC117893696|XP_034656276.1|DSUB	LOC6047150|XP_038109777.1|CQUI
OG0006130	LOC117893146|XP_034655498.1|DSUB	LOC6037676|XP_038112443.1|CQUI
OG0006131	LOC117895120|XP_034658419.1|DSUB	LOC6037685|XP_001847571.2|CQUI
OG0006132	LOC117895122|XP_034658422.1|DSUB	LOC6037687|XP_038113967.1|CQUI
OG0006133	LOC117893147|XP_034655499.1|DSUB	LOC6037689|XP_001847575.1|CQUI
OG0006134	LOC117893205|XP_034655620.1|DSUB	LOC6052916|XP_038107832.1|CQUI
OG0006135	LOC117895835|XP_034659666.1|DSUB	LOC6043290|XP_038107846.1|CQUI
OG0006136	LOC117895843|XP_034659687.1|DSUB	LOC6034504|XP_001844809.2|CQUI
OG0006137	LOC117893788|XP_034656423.1|DSUB	LOC6034553|XP_001844853.2|CQUI
OG0006138	LOC117892072|XP_034653951.1|DSUB	LOC6037251|XP_001847179.2|CQUI
OG0006139	LOC117889928|XP_034650346.1|DSUB	LOC6037230|XP_001847161.2|CQUI
OG0006140	LOC117891746|XP_034653243.1|DSUB	LOC6040571|XP_038110208.1|CQUI
OG0006141	LOC117892008|XP_034653790.1|DSUB	LOC6037193|XP_038109978.1|CQUI
OG0006142	LOC117892933|XP_034655142.1|DSUB	LOC6037211|XP_038109404.1|CQUI
OG0006143	LOC117895761|XP_034659524.1|DSUB	LOC6037213|XP_001847143.2|CQUI
OG0006144	LOC117895490|XP_034659077.1|DSUB	LOC6037214|XP_001847144.2|CQUI
OG0006145	LOC117894156|XP_034656944.1|DSUB	LOC6037215|XP_001847145.1|CQUI
OG0006146	LOC117902296|XP_034669467.1|DSUB	LOC6037220|XP_001847150.2|CQUI
OG0006147	LOC117896233|XP_034660269.1|DSUB	LOC6040522|XP_038112232.1|CQUI
OG0006148	LOC117893132|XP_034655473.1|DSUB	LOC6040526|XP_038113698.1|CQUI
OG0006149	LOC117895767|XP_034659532.1|DSUB	LOC6040567|XP_038111269.1|CQUI
OG0006150	LOC117895758|XP_034659522.1|DSUB	LOC6040566|XP_001849946.2|CQUI
OG0006151	LOC117901995|XP_034668900.1|DSUB	LOC6040561|XP_038111793.1|CQUI
OG0006152	LOC117898862|XP_034664431.1|DSUB	LOC119765342|XP_038104968.1|CQUI
OG0006153	LOC117890519|XP_034651315.1|DSUB	LOC6051694|XP_038115838.1|CQUI
OG0006155	LOC117897639|XP_034662505.1|DSUB	LOC119770287|XP_038120815.1|CQUI
OG0006156	LOC117899495|XP_034665435.1|DSUB	LOC119769398|XP_038117514.1|CQUI
OG0006158	LOC117895637|XP_034659290.1|DSUB	LOC6038895|XP_038110186.1|CQUI
OG0006159	LOC117891571|XP_034652984.1|DSUB	LOC6040551|XP_038108103.1|CQUI
OG0006160	LOC117891027|XP_034652081.1|DSUB	LOC6036902|XP_001846878.2|CQUI
OG0006161	LOC117890654|XP_034651512.1|DSUB	LOC6040654|XP_038117289.1|CQUI
OG0006181	LOC117897245|XP_034661857.1|DSUB	LOC6044344|XP_038122783.1|CQUI
OG0006182	LOC117897848|XP_034662807.1|DSUB	LOC6048861|XP_001865709.2|CQUI
OG0006183	LOC117898679|XP_034664153.1|DSUB	LOC6048859|XP_038105624.1|CQUI
OG0006184	LOC117896986|XP_034661432.1|DSUB	LOC6043098|XP_001855838.1|CQUI
OG0006185	LOC117896920|XP_034661351.1|DSUB	LOC6046424|XP_001863634.2|CQUI
OG0006186	LOC117899705|XP_034665803.1|DSUB	LOC6044322|XP_038116020.1|CQUI
OG0006187	LOC117899111|XP_034664790.1|DSUB	LOC6046423|XP_001863633.2|CQUI
OG0006188	LOC117902470|XP_034669771.1|DSUB	LOC6035098|XP_038109730.1|CQUI
OG0006189	LOC117902507|XP_034669825.1|DSUB	LOC6035099|XP_001845335.2|CQUI
OG0006190	LOC117897383|XP_034662083.1|DSUB	LOC6035167|XP_038105577.1|CQUI
OG0006191	LOC117897252|XP_034661865.1|DSUB	LOC6042737|XP_001870749.2|CQUI
OG0006193	LOC117890972|XP_034652042.1|DSUB	LOC6042749|XP_001870759.2|CQUI
OG0006194	LOC117889614|XP_034649927.1|DSUB	LOC6038201|XP_001848031.2|CQUI
OG0006195	LOC117891606|XP_034653034.1|DSUB	LOC6038202|XP_001848032.2|CQUI
OG0006196	LOC117899621|XP_034665662.1|DSUB	LOC6041668|XP_038114579.1|CQUI
OG0006197	LOC117902989|XP_034670591.1|DSUB	LOC6041670|XP_038122703.1|CQUI
OG0006198	LOC117892502|XP_034654673.1|DSUB	LOC6041679|XP_038117131.1|CQUI
OG0006199	LOC117896278|XP_034660372.1|DSUB	LOC6044346|XP_001861876.2|CQUI
OG0006202	LOC117902306|XP_034669482.1|DSUB	LOC6035147|XP_001845380.2|CQUI
OG0006203	LOC117899419|XP_034665304.1|DSUB	LOC6035148|XP_001845381.2|CQUI
OG0006204	LOC117899445|XP_034665342.1|DSUB	LOC6035154|XP_038105252.1|CQUI
OG0006205	LOC117889875|XP_034650278.1|DSUB	LOC6035159|XP_001845391.2|CQUI
OG0006206	LOC117902095|XP_034669086.1|DSUB	LOC6054818|XP_038114869.1|CQUI
OG0006207	LOC117900104|XP_034666218.1|DSUB	LOC6054812|XP_038123032.1|CQUI
OG0006208	LOC117895105|XP_034658397.1|DSUB	LOC6054808|XP_038123030.1|CQUI
OG0006209	LOC117903114|XP_034670831.1|DSUB	LOC6051660|XP_001868061.2|CQUI
OG0006210	LOC117903643|XP_034671816.1|DSUB	LOC6052745|XP_038105120.1|CQUI
OG0006211	LOC117901552|XP_034668240.1|DSUB	LOC6035161|XP_001845393.2|CQUI
OG0006212	LOC117901549|XP_034668238.1|DSUB	LOC6035160|XP_038105727.1|CQUI
OG0006213	LOC117899460|XP_034665365.1|DSUB	LOC6040417|XP_001849811.2|CQUI
OG0006214	LOC117894122|XP_034656902.1|DSUB	LOC6040418|XP_038104931.1|CQUI
OG0006215	LOC117903403|XP_034671293.1|DSUB	LOC6041926|XP_038122630.1|CQUI
OG0006216	LOC117897548|XP_034662366.1|DSUB	LOC6049036|XP_001865865.1|CQUI
OG0006217	LOC117894797|XP_034657922.1|DSUB	LOC6049038|XP_038111181.1|CQUI
OG0006218	LOC117902454|XP_034669741.1|DSUB	LOC6045221|XP_001862614.2|CQUI
OG0006219	LOC117889632|XP_034649982.1|DSUB	LOC6047027|XP_038105349.1|CQUI
OG0006220	LOC117893709|XP_034656286.1|DSUB	LOC6047024|XP_001864136.2|CQUI
OG0006221	LOC117897600|XP_034662449.1|DSUB	LOC6047033|XP_001864142.2|CQUI
OG0006222	LOC117896814|XP_034661210.1|DSUB	LOC6047034|XP_001864143.2|CQUI
OG0006223	LOC117901242|XP_034667812.1|DSUB	LOC6041766|XP_001850984.1|CQUI
OG0006224	LOC117889886|XP_034650290.1|DSUB	LOC6041767|XP_038116771.1|CQUI
OG0006226	LOC117892537|XP_034654736.1|DSUB	LOC6045727|XP_001863035.2|CQUI
OG0006227	LOC117903292|XP_034671113.1|DSUB	LOC6040424|XP_001849818.2|CQUI
OG0006228	LOC117892665|XP_034654944.1|DSUB	LOC6053078|XP_038112538.1|CQUI
OG0006229	LOC117902927|XP_034670401.1|DSUB	LOC6051665|XP_038122739.1|CQUI
OG0006230	LOC117889577|XP_034649871.1|DSUB	LOC6051034|XP_038122486.1|CQUI
OG0006231	LOC117903215|XP_034670998.1|DSUB	LOC6051035|XP_038105543.1|CQUI
OG0006232	LOC117903448|XP_034671371.1|DSUB	LOC6047969|XP_038122485.1|CQUI
OG0006233	LOC117902066|XP_034669040.1|DSUB	LOC6047968|XP_038122732.1|CQUI
OG0006234	LOC117903316|XP_034671144.1|DSUB	LOC6053737|XP_001869770.2|CQUI
OG0006235	LOC117898763|XP_034664288.1|DSUB	LOC6053736|XP_038122827.1|CQUI
OG0006236	LOC117901652|XP_034668383.1|DSUB	LOC6047040|XP_001864148.1|CQUI
OG0006237	LOC117889900|XP_034650309.1|DSUB	LOC6047039|XP_001864147.2|CQUI
OG0006238	LOC117893160|XP_034655564.1|DSUB	LOC6043385|XP_038104021.1|CQUI
OG0006239	LOC117897587|XP_034662435.1|DSUB	LOC6054520|XP_038116738.1|CQUI
OG0006240	LOC117899142|XP_034664840.1|DSUB	LOC6044225|XP_038116428.1|CQUI
OG0006241	LOC117903310|XP_034671135.1|DSUB	LOC6047050|XP_001864158.2|CQUI
OG0006244	LOC117897655|XP_034662527.1|DSUB	LOC6049924|XP_001866611.2|CQUI
OG0006245	LOC117896177|XP_034660151.1|DSUB	LOC6051948|XP_001868295.2|CQUI
OG0006246	LOC117890866|XP_034651847.1|DSUB	LOC119765564|XP_038105605.1|CQUI
OG0006247	LOC117890055|XP_034650577.1|DSUB	LOC6049219|XP_001866019.2|CQUI
OG0006248	LOC117899755|XP_034665897.1|DSUB	LOC6035115|XP_001845351.2|CQUI
OG0006249	LOC117902363|XP_034669567.1|DSUB	LOC6034311|XP_038104201.1|CQUI
OG0006250	LOC117903711|XP_034671948.1|DSUB	LOC6049223|XP_038122719.1|CQUI
OG0006251	LOC117896125|XP_034660073.1|DSUB	LOC6040801|XP_038122643.1|CQUI
OG0006252	LOC117896124|XP_034660072.1|DSUB	LOC6037955|XP_001847806.1|CQUI
OG0006253	LOC117890773|XP_034651738.1|DSUB	LOC6037960|XP_038104476.1|CQUI
OG0006254	LOC117897134|XP_034661698.1|DSUB	LOC6050468|XP_038104867.1|CQUI
OG0006255	LOC117897525|XP_034662334.1|DSUB	LOC6051118|XP_001867602.2|CQUI
OG0006256	LOC117903315|XP_034671142.1|DSUB	LOC6051121|XP_001867605.1|CQUI
OG0006257	LOC117899616|XP_034665655.1|DSUB	LOC6051126|XP_001867610.2|CQUI
OG0006258	LOC117903108|XP_034670823.1|DSUB	LOC6051129|XP_038104346.1|CQUI
OG0006259	LOC117898677|XP_034664150.1|DSUB	LOC6038195|XP_001848025.2|CQUI
OG0006260	LOC117903394|XP_034671271.1|DSUB	LOC6045728|XP_001863036.1|CQUI
OG0006261	LOC117902734|XP_034670200.1|DSUB	LOC6045726|XP_001863034.1|CQUI
OG0006262	LOC117903478|XP_034671424.1|DSUB	LOC6045721|XP_001863030.2|CQUI
OG0006263	LOC117903103|XP_034670812.1|DSUB	LOC6045720|XP_001863029.1|CQUI
OG0006264	LOC117894371|XP_034657268.1|DSUB	LOC6045718|XP_001863027.2|CQUI
OG0006265	LOC117890196|XP_034650792.1|DSUB	LOC6045716|XP_001863025.2|CQUI
OG0006266	LOC117894359|XP_034657246.1|DSUB	LOC6045722|XP_001863024.2|CQUI
OG0006267	LOC117891506|XP_034652892.1|DSUB	LOC6048469|XP_038108000.1|CQUI
OG0006268	LOC117891728|XP_034653211.1|DSUB	LOC6044349|XP_001861844.1|CQUI
OG0006269	LOC117898801|XP_034664335.1|DSUB	LOC6032068|XP_001842734.2|CQUI
OG0006270	LOC117895069|XP_034658348.1|DSUB	LOC6044404|XP_038115610.1|CQUI
OG0006271	LOC117896217|XP_034660242.1|DSUB	LOC6052274|XP_001868566.2|CQUI
OG0006272	LOC117894165|XP_034656970.1|DSUB	LOC6045735|XP_038105475.1|CQUI
OG0006273	LOC117890068|XP_034650598.1|DSUB	LOC6044377|XP_001861898.1|CQUI
OG0006274	LOC117902974|XP_034670530.1|DSUB	LOC6047715|XP_038122991.1|CQUI
OG0006275	LOC117903340|XP_034671177.1|DSUB	LOC6052107|XP_001868431.2|CQUI
OG0006276	LOC117893082|XP_034655394.1|DSUB	LOC6037340|XP_001847264.2|CQUI
OG0006277	LOC117897406|XP_034662120.1|DSUB	LOC6050823|XP_038122822.1|CQUI
OG0006278	LOC117896492|XP_034660727.1|DSUB	LOC6051306|XP_038105611.1|CQUI, LOC6051311|XP_001867774.2|CQUI
OG0006279	LOC117903885|XP_034672275.1|DSUB	LOC6051385|XP_038105894.1|CQUI
OG0006280	LOC117901845|XP_034668684.1|DSUB	LOC6053158|XP_038113630.1|CQUI
OG0006281	LOC117901863|XP_034668713.1|DSUB	LOC6053157|XP_038113649.1|CQUI
OG0006282	LOC117903186|XP_034670928.1|DSUB	LOC6035089|XP_038109944.1|CQUI, LOC119765056|XP_038104073.1|CQUI
OG0006283	LOC117898496|XP_034663829.1|DSUB	LOC6035094|XP_038104186.1|CQUI
OG0006284	LOC117893402|XP_034655893.1|DSUB	LOC6035100|XP_001845336.1|CQUI
OG0006285	LOC117897625|XP_034662484.1|DSUB	LOC6038189|XP_001848019.2|CQUI
OG0006286	LOC117896622|XP_034660951.1|DSUB	LOC6038190|XP_001848020.2|CQUI
OG0006287	LOC117903889|XP_034672282.1|DSUB	LOC6048478|XP_038111084.1|CQUI
OG0006288	LOC117897964|XP_034662963.1|DSUB	LOC6048479|XP_038111872.1|CQUI
OG0006289	LOC117897759|XP_034662695.1|DSUB	LOC6049208|XP_001866010.1|CQUI
OG0006290	LOC117903162|XP_034670892.1|DSUB	LOC6045211|XP_038105973.1|CQUI
OG0006291	LOC117900332|XP_034666561.1|DSUB	LOC6038450|XP_038104837.1|CQUI
OG0006292	LOC117894791|XP_034657952.1|DSUB	LOC6051800|XP_038121451.1|CQUI, LOC119771155|XP_038122527.1|CQUI
OG0006293	LOC117892984|XP_034655227.1|DSUB	LOC119766120|XP_038106449.1|CQUI
OG0006294	LOC117890074|XP_034650652.1|DSUB	LOC6053049|XP_038108798.1|CQUI
OG0006295	LOC117898381|XP_034663625.1|DSUB	LOC6051732|XP_038122961.1|CQUI
OG0006296	LOC117902217|XP_034669341.1|DSUB	LOC119766623|XP_038107571.1|CQUI
OG0006297	LOC117903725|XP_034671966.1|DSUB	LOC6036989|XP_038111264.1|CQUI
OG0006298	LOC117890567|XP_034651428.1|DSUB	LOC6041289|XP_001850573.2|CQUI
OG0006299	LOC117890648|XP_034651495.1|DSUB	LOC6041290|XP_038104497.1|CQUI
OG0006300	LOC117903372|XP_034671237.1|DSUB	LOC6041292|XP_001850576.1|CQUI
OG0006301	LOC117903194|XP_034670968.1|DSUB	LOC6041279|XP_001850566.2|CQUI
OG0006302	LOC117903746|XP_034672035.1|DSUB	LOC119765473|XP_038105330.1|CQUI, LOC6044152|XP_038105257.1|CQUI
OG0006303	LOC117890021|XP_034650525.1|DSUB	LOC6046739|XP_038107930.1|CQUI
OG0006304	LOC117899462|XP_034665367.1|DSUB	LOC6037951|XP_038105042.1|CQUI
OG0006305	LOC117896167|XP_034660136.1|DSUB	LOC6038460|XP_038122749.1|CQUI
OG0006306	LOC117899760|XP_034665904.1|DSUB	LOC6038459|XP_038105306.1|CQUI
OG0006307	LOC117897988|XP_034663004.1|DSUB	LOC6038453|XP_001848250.2|CQUI
OG0006308	LOC117896100|XP_034660047.1|DSUB	LOC6042723|XP_038104707.1|CQUI
OG0006309	LOC117903425|XP_034671333.1|DSUB	LOC6054262|XP_038122784.1|CQUI
OG0006310	LOC117897166|XP_034661727.1|DSUB	LOC6051040|XP_038108379.1|CQUI
OG0006311	LOC117903184|XP_034670923.1|DSUB	LOC6045259|XP_038105496.1|CQUI
OG0006312	LOC117903183|XP_034670921.1|DSUB	LOC6045257|XP_038105492.1|CQUI
OG0006313	LOC117894350|XP_034657234.1|DSUB	LOC6045255|XP_001862644.2|CQUI
OG0006315	LOC117899615|XP_034665649.1|DSUB	LOC6050922|XP_038116495.1|CQUI
OG0006316	LOC117900980|XP_034667468.1|DSUB	LOC6035122|XP_001845358.2|CQUI
OG0006317	LOC117903612|XP_034671759.1|DSUB	LOC6040446|XP_038111067.1|CQUI
OG0006318	LOC117902246|XP_034669386.1|DSUB	LOC6040464|XP_038111010.1|CQUI
OG0006319	LOC117892541|XP_034654740.1|DSUB	LOC6044215|XP_001861755.1|CQUI
OG0006320	LOC117891816|XP_034653436.1|DSUB	LOC119771152|XP_038122511.1|CQUI
OG0006321	LOC117890846|XP_034651824.1|DSUB	LOC6046917|XP_001864042.2|CQUI
OG0006322	LOC117902874|XP_034670345.1|DSUB	LOC6054479|XP_038122402.1|CQUI
OG0006323	LOC117902101|XP_034669099.1|DSUB	LOC6053771|XP_038105587.1|CQUI
OG0006324	LOC117903673|XP_034671896.1|DSUB	LOC6052594|XP_038106756.1|CQUI
OG0006325	LOC117898693|XP_034664198.1|DSUB	LOC6038422|XP_038105666.1|CQUI
OG0006326	LOC117895549|XP_034659143.1|DSUB	LOC6049483|XP_001866236.2|CQUI
