Orthogroup	DSUB.longest_only	ASTE.longest_only
OG0007231	LOC117896999|XP_034661450.1|DSUB	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC117892949|XP_034655163.1|DSUB	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC117892952|XP_034655172.1|DSUB	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC117892958|XP_034655183.1|DSUB	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC117892950|XP_034655171.1|DSUB	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC117896417|XP_034660625.1|DSUB	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC117897096|XP_034661631.1|DSUB	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC117902971|XP_034670519.1|DSUB	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC117897710|XP_034662623.1|DSUB	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC117903860|XP_034672237.1|DSUB	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC117903849|XP_034672201.1|DSUB	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC117897662|XP_034662544.1|DSUB	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC117898876|XP_034664450.1|DSUB	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC117896703|XP_034661052.1|DSUB	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC117898011|XP_034663031.1|DSUB	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC117890703|XP_034651610.1|DSUB	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC117897757|XP_034662694.1|DSUB	LOC118506340|XP_035899216.1|ASTE
OG0007250	LOC117903466|XP_034671405.1|DSUB	LOC118508545|XP_035904321.1|ASTE
OG0007251	LOC117898374|XP_034663605.1|DSUB	LOC118502617|XP_035890883.1|ASTE
OG0007252	LOC117897175|XP_034661765.1|DSUB	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC117893318|XP_034655796.1|DSUB	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC117898016|XP_034663035.1|DSUB	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC117898756|XP_034664275.1|DSUB	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC117897919|XP_034662894.1|DSUB	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC117896079|XP_034660006.1|DSUB	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC117896092|XP_034660024.1|DSUB	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC117903615|XP_034671761.1|DSUB	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC117894614|XP_034657660.1|DSUB	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC117890355|XP_034651040.1|DSUB	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC117903754|XP_034672055.1|DSUB	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC117895774|XP_034659561.1|DSUB	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC117893708|XP_034656285.1|DSUB	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC117903408|XP_034671298.1|DSUB	LOC118504354|XP_035894632.1|ASTE
OG0007266	LOC117897286|XP_034661914.1|DSUB	LOC118505152|XP_035896425.1|ASTE
OG0007267	LOC117897355|XP_034662026.1|DSUB	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC117890319|XP_034650995.1|DSUB	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC117900346|XP_034666583.1|DSUB	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC117898726|XP_034664235.1|DSUB	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC117896097|XP_034660039.1|DSUB	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC117894592|XP_034657633.1|DSUB	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC117899600|XP_034665614.1|DSUB	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC117897958|XP_034662951.1|DSUB	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC117894921|XP_034658116.1|DSUB	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC117894920|XP_034658115.1|DSUB	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC117895685|XP_034659404.1|DSUB	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC117895242|XP_034658644.1|DSUB	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC117895241|XP_034658641.1|DSUB	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC117894316|XP_034657178.1|DSUB	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC117898777|XP_034664304.1|DSUB	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC117898774|XP_034664298.1|DSUB	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC117897970|XP_034662972.1|DSUB	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC117897764|XP_034662700.1|DSUB	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC117896600|XP_034660924.1|DSUB	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC117898628|XP_034664081.1|DSUB	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC117900723|XP_034667082.1|DSUB	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC117903852|XP_034672208.1|DSUB	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC117903687|XP_034671916.1|DSUB	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC117898355|XP_034663579.1|DSUB	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC117898037|XP_034663075.1|DSUB	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC117903282|XP_034671093.1|DSUB	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC117896996|XP_034661447.1|DSUB	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC117898555|XP_034663931.1|DSUB	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC117896665|XP_034661003.1|DSUB	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC117896889|XP_034661310.1|DSUB	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC117897473|XP_034662215.1|DSUB	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC117895961|XP_034659807.1|DSUB	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC117896638|XP_034660976.1|DSUB	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC117896089|XP_034660018.1|DSUB	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC117897305|XP_034661947.1|DSUB	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC117899175|XP_034664927.1|DSUB	LOC118505388|XP_035896988.1|ASTE
OG0007303	LOC117903093|XP_034670792.1|DSUB	LOC118504774|XP_035895596.1|ASTE
OG0007304	LOC117902041|XP_034668996.1|DSUB	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC117894236|XP_034657044.1|DSUB	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC117894234|XP_034657042.1|DSUB	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC117898241|XP_034663377.1|DSUB	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC117899257|XP_034665035.1|DSUB	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC117897870|XP_034662835.1|DSUB	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC117896390|XP_034660585.1|DSUB	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC117897672|XP_034662565.1|DSUB	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC117892390|XP_034654497.1|DSUB	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC117896199|XP_034660213.1|DSUB	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC117903537|XP_034671616.1|DSUB	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC117893616|XP_034656213.1|DSUB	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC117898507|XP_034663850.1|DSUB	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC117897137|XP_034661699.1|DSUB	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC117897133|XP_034661692.1|DSUB	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC117894100|XP_034656866.1|DSUB	LOC118505692|XP_035897724.1|ASTE
OG0007320	LOC117901511|XP_034668173.1|DSUB	LOC118506551|XP_035899748.1|ASTE
OG0007321	LOC117897773|XP_034662713.1|DSUB	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC117903619|XP_034671766.1|DSUB	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC117895638|XP_034659296.1|DSUB	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC117898227|XP_034663353.1|DSUB	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC117897791|XP_034662732.1|DSUB	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC117898222|XP_034663345.1|DSUB	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC117894886|XP_034658059.1|DSUB	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC117898043|XP_034663093.1|DSUB	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC117898993|XP_034664627.1|DSUB	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC117899707|XP_034665851.1|DSUB	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC117898573|XP_034664099.1|DSUB	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC117896105|XP_034660049.1|DSUB	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC117900790|XP_034667161.1|DSUB	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC117893072|XP_034655378.1|DSUB	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC117903130|XP_034670853.1|DSUB	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC117893514|XP_034656045.1|DSUB	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC117893031|XP_034655281.1|DSUB	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC117899097|XP_034664765.1|DSUB	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC117899025|XP_034664676.1|DSUB	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC117897916|XP_034662887.1|DSUB	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC117898730|XP_034664241.1|DSUB	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC117897474|XP_034662216.1|DSUB	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC117901460|XP_034668105.1|DSUB	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC117896841|XP_034661255.1|DSUB	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC117894967|XP_034658192.1|DSUB	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC117903628|XP_034671791.1|DSUB	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC117903538|XP_034671619.1|DSUB	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC117903545|XP_034671630.1|DSUB	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC117903066|XP_034670723.1|DSUB	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC117893507|XP_034656035.1|DSUB	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC117890758|XP_034651710.1|DSUB	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC117896462|XP_034660686.1|DSUB	LOC118502811|XP_035891344.1|ASTE
OG0007354	LOC117903865|XP_034672246.1|DSUB	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC117899520|XP_034665463.1|DSUB	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC117890315|XP_034650993.1|DSUB	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC117899430|XP_034665320.1|DSUB	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC117896418|XP_034660626.1|DSUB	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC117899710|XP_034665811.1|DSUB	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC117899187|XP_034664940.1|DSUB	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC117903367|XP_034671221.1|DSUB	LOC118504304|XP_035894493.1|ASTE
OG0007362	LOC117902753|XP_034670233.1|DSUB	LOC118504306|XP_035894500.1|ASTE
OG0007363	LOC117900222|XP_034666401.1|DSUB	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC117900176|XP_034666316.1|DSUB	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC117897270|XP_034661891.1|DSUB	LOC118503249|XP_035892179.1|ASTE
OG0007366	LOC117898030|XP_034663058.1|DSUB	LOC118503251|XP_035892182.1|ASTE
OG0007367	LOC117893170|XP_034655539.1|DSUB	LOC118503256|XP_035892189.1|ASTE
OG0007368	LOC117898345|XP_034663568.1|DSUB	LOC118508501|XP_035904230.1|ASTE
OG0007369	LOC117896403|XP_034660607.1|DSUB	LOC118504868|XP_035895805.1|ASTE
OG0007370	LOC117892716|XP_034655027.1|DSUB	LOC118504865|XP_035895800.1|ASTE
OG0007371	LOC117897440|XP_034662171.1|DSUB	LOC118508382|XP_035904012.1|ASTE
OG0007372	LOC117898906|XP_034664486.1|DSUB	LOC118504245|XP_035894361.1|ASTE
OG0007373	LOC117891615|XP_034653046.1|DSUB	LOC118504250|XP_035894370.1|ASTE
OG0007374	LOC117890880|XP_034651867.1|DSUB	LOC118502522|XP_035890676.1|ASTE
OG0007375	LOC117903161|XP_034670891.1|DSUB	LOC118505044|XP_035896188.1|ASTE
OG0007376	LOC117903595|XP_034671722.1|DSUB	LOC118505054|XP_035896221.1|ASTE
OG0007377	LOC117898926|XP_034664529.1|DSUB	LOC118505017|XP_035896099.1|ASTE
OG0007378	LOC117890247|XP_034650888.1|DSUB	LOC118504982|XP_035896028.1|ASTE
OG0007379	LOC117889578|XP_034649874.1|DSUB	LOC118504997|XP_035896067.1|ASTE
OG0007380	LOC117896570|XP_034660865.1|DSUB	LOC118505002|XP_035896080.1|ASTE
OG0007381	LOC117897986|XP_034663003.1|DSUB	LOC118507564|XP_035902079.1|ASTE
OG0007382	LOC117893566|XP_034656130.1|DSUB	LOC118502873|XP_035891474.1|ASTE
OG0007383	LOC117900795|XP_034667172.1|DSUB	LOC118507561|XP_035902056.1|ASTE
OG0007384	LOC117903177|XP_034670913.1|DSUB	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	LOC117895186|XP_034658558.1|DSUB	LOC118506823|XP_035900406.1|ASTE
OG0007386	LOC117890558|XP_034651384.1|DSUB	LOC118506848|XP_035900471.1|ASTE
OG0007387	LOC117902086|XP_034669073.1|DSUB	LOC118506856|XP_035900479.1|ASTE
OG0007388	LOC117903449|XP_034671373.1|DSUB	LOC118506842|XP_035900449.1|ASTE
OG0007389	LOC117902467|XP_034669764.1|DSUB	LOC118507081|XP_035900957.1|ASTE
OG0007390	LOC117897543|XP_034662363.1|DSUB	LOC118506850|XP_035900473.1|ASTE
OG0007391	LOC117899581|XP_034665588.1|DSUB	LOC118507438|XP_035901809.1|ASTE
OG0007392	LOC117897691|XP_034662605.1|DSUB	LOC118506861|XP_035900485.1|ASTE
OG0007393	LOC117898820|XP_034664373.1|DSUB	LOC118505263|XP_035896718.1|ASTE
OG0007394	LOC117903749|XP_034672042.1|DSUB	LOC118505173|XP_035896507.1|ASTE
OG0007395	LOC117903800|XP_034672122.1|DSUB	LOC118505207|XP_035896584.1|ASTE
OG0007396	LOC117897915|XP_034662886.1|DSUB	LOC118505155|XP_035896441.1|ASTE
OG0007397	LOC117901451|XP_034668087.1|DSUB	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC117890883|XP_034651866.1|DSUB	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC117898872|XP_034664448.1|DSUB	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC117903495|XP_034671466.1|DSUB	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC117903788|XP_034672107.1|DSUB	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC117896364|XP_034660531.1|DSUB	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC117898761|XP_034664283.1|DSUB	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC117896007|XP_034659895.1|DSUB	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC117898954|XP_034664583.1|DSUB	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC117902647|XP_034670063.1|DSUB	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC117892934|XP_034655143.1|DSUB	LOC118511398|XP_035910325.1|ASTE
OG0007409	LOC117901345|XP_034667947.1|DSUB	LOC118510953|XP_035909291.1|ASTE
OG0007410	LOC117903688|XP_034671918.1|DSUB	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC117903047|XP_034670677.1|DSUB	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC117898967|XP_034664638.1|DSUB	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC117890487|XP_034651266.1|DSUB	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC117902412|XP_034669645.1|DSUB	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC117899069|XP_034664730.1|DSUB	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC117903146|XP_034670876.1|DSUB	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC117899125|XP_034664812.1|DSUB	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC117892252|XP_034654254.1|DSUB	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC117898201|XP_034663312.1|DSUB	LOC118517717|XP_035920055.1|ASTE
OG0007420	LOC117890776|XP_034651737.1|DSUB	LOC118512425|XP_035912722.1|ASTE
OG0007421	LOC117903569|XP_034671667.1|DSUB	LOC118505383|XP_035896978.1|ASTE
OG0007422	LOC117900420|XP_034666676.1|DSUB	LOC118508218|XP_035903697.1|ASTE
OG0007423	LOC117903401|XP_034671287.1|DSUB	LOC118508216|XP_035903690.1|ASTE
OG0007424	LOC117895514|XP_034659110.1|DSUB	LOC118504881|XP_035895830.1|ASTE
OG0007425	LOC117893839|XP_034656495.1|DSUB	LOC118506009|XP_035898486.1|ASTE
OG0007426	LOC117889619|XP_034649944.1|DSUB	LOC118506004|XP_035898482.1|ASTE
OG0007427	LOC117903727|XP_034671970.1|DSUB	LOC118506016|XP_035898495.1|ASTE
OG0007428	LOC117903624|XP_034671773.1|DSUB	LOC118511568|XP_035910701.1|ASTE
OG0007429	LOC117891369|XP_034652697.1|DSUB	LOC118504230|XP_035894340.1|ASTE
OG0007430	LOC117895289|XP_034658725.1|DSUB	LOC118506160|XP_035898824.1|ASTE
OG0007431	LOC117900731|XP_034667096.1|DSUB	LOC118506159|XP_035898823.1|ASTE
OG0007432	LOC117895617|XP_034659258.1|DSUB	LOC118508402|XP_035904056.1|ASTE
OG0007433	LOC117894399|XP_034657301.1|DSUB	LOC118503486|XP_035892681.1|ASTE
OG0007434	LOC117895478|XP_034659046.1|DSUB	LOC118504010|XP_035893859.1|ASTE
OG0007435	LOC117895072|XP_034658349.1|DSUB	LOC118504012|XP_035893867.1|ASTE
OG0007436	LOC117895214|XP_034658596.1|DSUB	LOC118504028|XP_035893901.1|ASTE
OG0007437	LOC117894162|XP_034656954.1|DSUB	LOC118504042|XP_035893933.1|ASTE
OG0007438	LOC117894971|XP_034658198.1|DSUB	LOC118504283|XP_035894451.1|ASTE
OG0007439	LOC117903149|XP_034670877.1|DSUB	LOC118507604|XP_035902170.1|ASTE
OG0007440	LOC117903773|XP_034672081.1|DSUB	LOC118505787|XP_035897989.1|ASTE
OG0007441	LOC117891752|XP_034653255.1|DSUB	LOC118507264|XP_035901447.1|ASTE
OG0007442	LOC117897349|XP_034662020.1|DSUB	LOC118503273|XP_035892239.1|ASTE
OG0007443	LOC117891214|XP_034652447.1|DSUB	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC117891915|XP_034653629.1|DSUB	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC117891913|XP_034653627.1|DSUB	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC117900562|XP_034666861.1|DSUB	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC117900492|XP_034666774.1|DSUB	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC117890360|XP_034651045.1|DSUB	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC117895035|XP_034658299.1|DSUB	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC117900111|XP_034666226.1|DSUB	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC117895825|XP_034659653.1|DSUB	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC117895823|XP_034659651.1|DSUB	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC117895413|XP_034658936.1|DSUB	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC117895654|XP_034659357.1|DSUB	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC117890914|XP_034651920.1|DSUB	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC117889595|XP_034649896.1|DSUB	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC117894698|XP_034657769.1|DSUB	LOC118503318|XP_035892350.1|ASTE
OG0007458	LOC117900655|XP_034666980.1|DSUB	LOC118504032|XP_035893909.1|ASTE
OG0007459	LOC117897521|XP_034662328.1|DSUB	LOC118504026|XP_035893899.1|ASTE
OG0007460	LOC117892226|XP_034654220.1|DSUB	LOC118504024|XP_035893896.1|ASTE
OG0007461	LOC117894744|XP_034657837.1|DSUB	LOC118507977|XP_035903217.1|ASTE
OG0007462	LOC117894767|XP_034657876.1|DSUB	LOC118502350|XP_035890425.1|ASTE
OG0007463	LOC117894780|XP_034657896.1|DSUB	LOC118517741|XP_035920079.1|ASTE
OG0007464	LOC117894746|XP_034657848.1|DSUB	LOC118505315|XP_035896846.1|ASTE
OG0007465	LOC117895744|XP_034659503.1|DSUB	LOC118508068|XP_035903418.1|ASTE
OG0007466	LOC117892423|XP_034654546.1|DSUB	LOC118503503|XP_035892732.1|ASTE
OG0007468	LOC117892128|XP_034654050.1|DSUB	LOC118503976|XP_035893804.1|ASTE
OG0007469	LOC117895887|XP_034659782.1|DSUB	LOC118503997|XP_035893841.1|ASTE
OG0007470	LOC117902598|XP_034669997.1|DSUB	LOC118503478|XP_035892670.1|ASTE
OG0007471	LOC117889953|XP_034650399.1|DSUB	LOC118507983|XP_035903240.1|ASTE
OG0007472	LOC117901294|XP_034667883.1|DSUB	LOC118504030|XP_035893903.1|ASTE
OG0007473	LOC117894695|XP_034657767.1|DSUB	LOC118517644|XP_035919858.1|ASTE
OG0007474	LOC117890006|XP_034650487.1|DSUB	LOC118503329|XP_035892371.1|ASTE
OG0007475	LOC117893748|XP_034656375.1|DSUB	LOC118505976|XP_035898422.1|ASTE
OG0007476	LOC117903117|XP_034670835.1|DSUB	LOC118510918|XP_035909216.1|ASTE
OG0007477	LOC117903102|XP_034670806.1|DSUB	LOC118508198|XP_035903656.1|ASTE
OG0007478	LOC117901183|XP_034667727.1|DSUB	LOC118508193|XP_035903649.1|ASTE
OG0007479	LOC117891924|XP_034653650.1|DSUB	LOC118505309|XP_035896840.1|ASTE
OG0007480	LOC117897962|XP_034662961.1|DSUB	LOC118508556|XP_035904341.1|ASTE
OG0007481	LOC117895730|XP_034659476.1|DSUB	LOC118505333|XP_035896875.1|ASTE
OG0007482	LOC117902811|XP_034670326.1|DSUB	LOC118503949|XP_035893727.1|ASTE
OG0007483	LOC117890126|XP_034650699.1|DSUB	LOC118504776|XP_035895597.1|ASTE
OG0007484	LOC117903539|XP_034671617.1|DSUB	LOC118503902|XP_035893585.1|ASTE
OG0007485	LOC117903074|XP_034670750.1|DSUB	LOC118503905|XP_035893590.1|ASTE
OG0007486	LOC117903216|XP_034671008.1|DSUB	LOC118503955|XP_035893736.1|ASTE
OG0007487	LOC117902933|XP_034670427.1|DSUB	LOC118503954|XP_035893732.1|ASTE
OG0007488	LOC117894246|XP_034657076.1|DSUB	LOC118517650|XP_035919871.1|ASTE
OG0007489	LOC117899098|XP_034664767.1|DSUB	LOC118512379|XP_035912640.1|ASTE
OG0007490	LOC117893092|XP_034655414.1|DSUB	LOC118509901|XP_035907053.1|ASTE
OG0007491	LOC117902202|XP_034669392.1|DSUB	LOC118504880|XP_035895829.1|ASTE
OG0007492	LOC117891930|XP_034653656.1|DSUB	LOC118507217|XP_035901210.1|ASTE
OG0007493	LOC117899092|XP_034664763.1|DSUB	LOC118510091|XP_035907400.1|ASTE
OG0007494	LOC117901472|XP_034668126.1|DSUB	LOC118510297|XP_035907814.1|ASTE
OG0007495	LOC117903454|XP_034671380.1|DSUB	LOC118507211|XP_035901193.1|ASTE
OG0007496	LOC117894117|XP_034656887.1|DSUB	LOC118504112|XP_035894093.1|ASTE
OG0007497	LOC117895447|XP_034659005.1|DSUB	LOC118504113|XP_035894097.1|ASTE
OG0007498	LOC117894870|XP_034658021.1|DSUB	LOC118512314|XP_035912458.1|ASTE
OG0007499	LOC117893527|XP_034656061.1|DSUB	LOC118512351|XP_035912545.1|ASTE
OG0007500	LOC117895773|XP_034659560.1|DSUB	LOC118510929|XP_035909240.1|ASTE
OG0007501	LOC117895349|XP_034658821.1|DSUB	LOC118503884|XP_035893531.1|ASTE
OG0007502	LOC117892595|XP_034654824.1|DSUB	LOC118504123|XP_035894107.1|ASTE
OG0007503	LOC117901103|XP_034667625.1|DSUB	LOC118504063|XP_035893992.1|ASTE
OG0007504	LOC117895217|XP_034658600.1|DSUB	LOC118504106|XP_035894086.1|ASTE
OG0007505	LOC117895738|XP_034659496.1|DSUB	LOC118504061|XP_035893988.1|ASTE
OG0007506	LOC117895740|XP_034659498.1|DSUB	LOC118504094|XP_035894069.1|ASTE
OG0007507	LOC117900437|XP_034666697.1|DSUB	LOC118504156|XP_035894177.1|ASTE
OG0007508	LOC117901638|XP_034668359.1|DSUB	LOC118512348|XP_035912535.1|ASTE
OG0007509	LOC117902241|XP_034669377.1|DSUB	LOC118512336|XP_035912514.1|ASTE
OG0007511	LOC117901887|XP_034668740.1|DSUB	LOC118503978|XP_035893806.1|ASTE
OG0007512	LOC117896723|XP_034661076.1|DSUB	LOC118503961|XP_035893749.1|ASTE
OG0007513	LOC117902483|XP_034669785.1|DSUB	LOC118507336|XP_035901618.1|ASTE
OG0007514	LOC117893551|XP_034656092.1|DSUB	LOC118507342|XP_035901624.1|ASTE
OG0007515	LOC117900239|XP_034666419.1|DSUB	LOC118512384|XP_035912648.1|ASTE
OG0007516	LOC117900095|XP_034666206.1|DSUB	LOC118512367|XP_035912589.1|ASTE
OG0007517	LOC117894245|XP_034657075.1|DSUB	LOC118512382|XP_035912646.1|ASTE
OG0007518	LOC117890364|XP_034651048.1|DSUB	LOC118507238|XP_035901382.1|ASTE
OG0007519	LOC117891692|XP_034653167.1|DSUB	LOC118508149|XP_035903578.1|ASTE
OG0007520	LOC117900558|XP_034666859.1|DSUB	LOC118503437|XP_035892590.1|ASTE
OG0007521	LOC117903119|XP_034670837.1|DSUB	LOC118505916|XP_035898277.1|ASTE
OG0007522	LOC117897748|XP_034662682.1|DSUB	LOC118507331|XP_035901612.1|ASTE
OG0007523	LOC117892188|XP_034654166.1|DSUB	LOC118507428|XP_035901791.1|ASTE, LOC118517347|XP_035919240.1|ASTE
OG0007524	LOC117902431|XP_034669694.1|DSUB	LOC118505993|XP_035898459.1|ASTE
