Orthogroup	DSUB.longest_only	AEAL.longest_only
OG0006268	LOC117891728|XP_034653211.1|DSUB	LOC109411591|XP_029711118.1|AEAL
OG0006269	LOC117898801|XP_034664335.1|DSUB	LOC109398788|XP_019526730.2|AEAL
OG0006270	LOC117895069|XP_034658348.1|DSUB	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL
OG0006271	LOC117896217|XP_034660242.1|DSUB	LOC109427510|XP_019558608.2|AEAL
OG0006272	LOC117894165|XP_034656970.1|DSUB	LOC109427519|XP_019558618.2|AEAL
OG0006273	LOC117890068|XP_034650598.1|DSUB	LOC109427482|XP_019558579.1|AEAL
OG0006274	LOC117902974|XP_034670530.1|DSUB	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL
OG0006275	LOC117903340|XP_034671177.1|DSUB	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL
OG0006276	LOC117893082|XP_034655394.1|DSUB	LOC109406867|XP_019535414.2|AEAL
OG0006277	LOC117897406|XP_034662120.1|DSUB	LOC109401875|XP_019530016.2|AEAL
OG0006278	LOC117896492|XP_034660727.1|DSUB	LOC109401855|XP_019530003.2|AEAL
OG0006280	LOC117901845|XP_034668684.1|DSUB	LOC109401892|XP_029729175.1|AEAL
OG0006281	LOC117901863|XP_034668713.1|DSUB	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL
OG0006282	LOC117903186|XP_034670928.1|DSUB	LOC109401882|XP_019530030.2|AEAL
OG0006283	LOC117898496|XP_034663829.1|DSUB	LOC109401912|XP_019530072.2|AEAL
OG0006284	LOC117893402|XP_034655893.1|DSUB	LOC109401844|XP_019529998.1|AEAL
OG0006285	LOC117897625|XP_034662484.1|DSUB	LOC109414679|XP_019544054.2|AEAL
OG0006286	LOC117896622|XP_034660951.1|DSUB	LOC109401872|XP_019530013.2|AEAL
OG0006287	LOC117903889|XP_034672282.1|DSUB	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL
OG0006288	LOC117897964|XP_034662963.1|DSUB	LOC109401897|XP_019530052.2|AEAL
OG0006289	LOC117897759|XP_034662695.1|DSUB	LOC109404703|XP_019533172.2|AEAL
OG0006290	LOC117903162|XP_034670892.1|DSUB	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL
OG0006291	LOC117900332|XP_034666561.1|DSUB	LOC109410343|XP_019539437.2|AEAL
OG0006292	LOC117894791|XP_034657952.1|DSUB	LOC109422047|XP_029711770.1|AEAL
OG0006293	LOC117892984|XP_034655227.1|DSUB	LOC109422054|XP_019552233.2|AEAL
OG0006294	LOC117890074|XP_034650652.1|DSUB	LOC109422061|XP_029711420.1|AEAL
OG0006295	LOC117898381|XP_034663625.1|DSUB	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL
OG0006296	LOC117902217|XP_034669341.1|DSUB	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL
OG0006297	LOC117903725|XP_034671966.1|DSUB	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL
OG0006298	LOC117890567|XP_034651428.1|DSUB	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL
OG0006299	LOC117890648|XP_034651495.1|DSUB	LOC109422130|XP_019552308.2|AEAL
OG0006300	LOC117903372|XP_034671237.1|DSUB	LOC109422132|XP_019552315.2|AEAL
OG0006301	LOC117903194|XP_034670968.1|DSUB	LOC115261795|XP_029719542.1|AEAL
OG0006302	LOC117903746|XP_034672035.1|DSUB	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL
OG0006304	LOC117899462|XP_034665367.1|DSUB	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL
OG0006305	LOC117896167|XP_034660136.1|DSUB	LOC109422026|XP_019552212.1|AEAL
OG0006306	LOC117899760|XP_034665904.1|DSUB	LOC109422023|XP_029711683.1|AEAL
OG0006307	LOC117897988|XP_034663004.1|DSUB	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL
OG0006308	LOC117896100|XP_034660047.1|DSUB	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL
OG0006309	LOC117903425|XP_034671333.1|DSUB	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL
OG0006310	LOC117897166|XP_034661727.1|DSUB	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL
OG0006311	LOC117903184|XP_034670923.1|DSUB	LOC109421984|XP_019552162.2|AEAL
OG0006312	LOC117903183|XP_034670921.1|DSUB	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL
OG0006313	LOC117894350|XP_034657234.1|DSUB	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL
OG0006314	LOC117889571|XP_034649862.1|DSUB	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL
OG0006315	LOC117899615|XP_034665649.1|DSUB	LOC109427437|XP_029710575.1|AEAL
OG0006316	LOC117900980|XP_034667468.1|DSUB	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL
OG0006317	LOC117903612|XP_034671759.1|DSUB	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL
OG0006318	LOC117902246|XP_034669386.1|DSUB	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL
OG0006319	LOC117892541|XP_034654740.1|DSUB	LOC109402081|XP_019558454.2|AEAL
OG0006320	LOC117891816|XP_034653436.1|DSUB	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL
OG0006321	LOC117890846|XP_034651824.1|DSUB	LOC109416551|XP_019546177.2|AEAL
OG0006322	LOC117902874|XP_034670345.1|DSUB	LOC109405078|XP_029711041.1|AEAL
OG0006323	LOC117902101|XP_034669099.1|DSUB	LOC109405085|XP_019533628.2|AEAL
OG0006324	LOC117903673|XP_034671896.1|DSUB	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL
OG0006325	LOC117898693|XP_034664198.1|DSUB	LOC109398396|XP_029711766.1|AEAL
OG0006326	LOC117895549|XP_034659143.1|DSUB	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL
OG0006327	LOC117896485|XP_034660715.1|DSUB	LOC109398385|XP_029708281.1|AEAL, LOC109409410|XP_019538394.1|AEAL
OG0006328	LOC117897511|XP_034662301.1|DSUB	LOC109409413|XP_029710514.1|AEAL
OG0006329	LOC117903792|XP_034672110.1|DSUB	LOC109398391|XP_029710715.1|AEAL, LOC109409427|XP_029710704.1|AEAL
OG0006330	LOC117896012|XP_034659901.1|DSUB	LOC109409444|XP_029711335.1|AEAL
OG0006331	LOC117899499|XP_034665442.1|DSUB	LOC109432684|XP_019564605.2|AEAL, LOC109409448|XP_019538438.2|AEAL
OG0006332	LOC117896643|XP_034661016.1|DSUB	LOC109409452|XP_029711040.1|AEAL, LOC115256575|XP_029711208.1|AEAL
OG0006333	LOC117890286|XP_034650944.1|DSUB	LOC109415320|XP_029713920.1|AEAL, LOC109409456|XP_029711402.1|AEAL
OG0006334	LOC117898388|XP_034663637.1|DSUB	LOC109412983|XP_019542186.1|AEAL, LOC109409462|XP_029711811.1|AEAL
OG0006335	LOC117899712|XP_034665818.1|DSUB	LOC109397708|XP_019525565.2|AEAL
OG0006336	LOC117896093|XP_034660035.1|DSUB	LOC115258379|XP_029714328.1|AEAL, LOC109397717|XP_029714325.1|AEAL, LOC109433002|XP_029734247.1|AEAL
OG0006337	LOC117889601|XP_034649907.1|DSUB	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL
OG0006338	LOC117897431|XP_034662160.1|DSUB	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL
OG0006339	LOC117893386|XP_034655876.1|DSUB	LOC109402218|XP_019530398.2|AEAL
OG0006340	LOC117903206|XP_034670984.1|DSUB	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL
OG0006341	LOC117892281|XP_034654295.1|DSUB	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL
OG0006342	LOC117899533|XP_034665498.1|DSUB	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL
OG0006343	LOC117899636|XP_034665689.1|DSUB	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL
OG0006344	LOC117893882|XP_034656547.1|DSUB	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL
OG0006345	LOC117898814|XP_034664358.1|DSUB	LOC109402210|XP_029729982.1|AEAL
OG0006346	LOC117896850|XP_034661265.1|DSUB	LOC109413004|XP_019542222.1|AEAL
OG0006347	LOC117898935|XP_034664539.1|DSUB	LOC109402216|XP_029729985.1|AEAL
OG0006348	LOC117898618|XP_034664068.1|DSUB	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL
OG0006350	LOC117897724|XP_034662642.1|DSUB	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL
OG0006351	LOC117890716|XP_034651652.1|DSUB	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL
OG0006352	LOC117891351|XP_034652673.1|DSUB	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL
OG0006353	LOC117898997|XP_034664632.1|DSUB	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL
OG0006354	LOC117897528|XP_034662337.1|DSUB	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL
OG0006355	LOC117899668|XP_034665750.1|DSUB	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL
OG0006356	LOC117903378|XP_034671239.1|DSUB	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL
OG0006357	LOC117897795|XP_034662772.1|DSUB	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL
OG0006358	LOC117895577|XP_034659189.1|DSUB	LOC109423007|XP_029730271.1|AEAL
OG0006359	LOC117899680|XP_034665760.1|DSUB	LOC109415627|XP_019545073.2|AEAL
OG0006360	LOC117890134|XP_034650715.1|DSUB	LOC109423010|XP_019553469.1|AEAL
OG0006361	LOC117897927|XP_034662903.1|DSUB	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL
OG0006362	LOC117903502|XP_034671473.1|DSUB	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL
OG0006363	LOC117889787|XP_034650152.1|DSUB	LOC109413806|XP_019543088.2|AEAL
OG0006364	LOC117900866|XP_034667279.1|DSUB, LOC117900865|XP_034667278.1|DSUB	LOC109413800|XP_019543074.2|AEAL
OG0006365	LOC117902788|XP_034670288.1|DSUB	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL
OG0006366	LOC117890761|XP_034651726.1|DSUB	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL
OG0006367	LOC117893662|XP_034656247.1|DSUB	LOC109421880|XP_029717614.1|AEAL
OG0006368	LOC117896431|XP_034660646.1|DSUB	LOC109421885|XP_019552006.2|AEAL
OG0006369	LOC117899641|XP_034665709.1|DSUB	LOC109425098|XP_029717622.1|AEAL
OG0006370	LOC117903570|XP_034671668.1|DSUB	LOC115260678|XP_029717691.1|AEAL, LOC109424929|XP_019555667.2|AEAL, LOC109418727|XP_029717650.1|AEAL
OG0006371	LOC117897950|XP_034662940.1|DSUB	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL
OG0006372	LOC117899357|XP_034665220.1|DSUB	LOC115260662|XP_029717666.1|AEAL, LOC109424725|XP_029717716.1|AEAL
OG0006373	LOC117899078|XP_034664742.1|DSUB	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL
OG0006374	LOC117903767|XP_034672071.1|DSUB	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL
OG0006375	LOC117889645|XP_034650000.1|DSUB	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL
OG0006376	LOC117893789|XP_034656427.1|DSUB	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL
OG0006377	LOC117903830|XP_034672173.1|DSUB	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL
OG0006378	LOC117897722|XP_034662639.1|DSUB	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL
OG0006379	LOC117903859|XP_034672233.1|DSUB	LOC109427741|XP_019558880.2|AEAL
OG0006380	LOC117903136|XP_034670863.1|DSUB	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL
OG0006381	LOC117890258|XP_034650939.1|DSUB	LOC109427706|XP_019558835.2|AEAL
OG0006382	LOC117894033|XP_034657167.1|DSUB	LOC109431380|XP_019563137.2|AEAL
OG0006383	LOC117897460|XP_034662240.1|DSUB	LOC109427696|XP_029728054.1|AEAL
OG0006384	LOC117903795|XP_034672114.1|DSUB	LOC109431390|XP_019563153.1|AEAL
OG0006385	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB	LOC109431485|XP_029717846.1|AEAL, LOC109427687|XP_029717928.1|AEAL
OG0006386	LOC117902608|XP_034670011.1|DSUB	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL
OG0006387	LOC117898091|XP_034663162.1|DSUB	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL
OG0006388	LOC117898346|XP_034663573.1|DSUB	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL
OG0006389	LOC117892056|XP_034653879.1|DSUB	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL
OG0006390	LOC117898352|XP_034663576.1|DSUB	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL
OG0006391	LOC117898871|XP_034664443.1|DSUB	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL
OG0006392	LOC117902936|XP_034670477.1|DSUB	LOC109431452|XP_029717897.1|AEAL
OG0006393	LOC117902545|XP_034669873.1|DSUB	LOC109415588|XP_029717898.1|AEAL
OG0006394	LOC117896191|XP_034660172.1|DSUB	LOC109412192|XP_029717908.1|AEAL
OG0006395	LOC117898268|XP_034663413.1|DSUB	LOC109417115|XP_029728647.1|AEAL
OG0006396	LOC117903697|XP_034671927.1|DSUB	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL
OG0006397	LOC117897172|XP_034661762.1|DSUB	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL
OG0006398	LOC117903124|XP_034670844.1|DSUB	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL
OG0006399	LOC117903322|XP_034671156.1|DSUB	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL
OG0006400	LOC117903318|XP_034671147.1|DSUB	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL
OG0006401	LOC117893827|XP_034656475.1|DSUB	LOC109431004|XP_029707526.1|AEAL
OG0006402	LOC117898962|XP_034664592.1|DSUB	LOC109412126|XP_019541313.2|AEAL
OG0006403	LOC117896573|XP_034660864.1|DSUB	LOC109412130|XP_019541318.1|AEAL
OG0006404	LOC117895973|XP_034659824.1|DSUB	LOC109431109|XP_019562826.2|AEAL
OG0006405	LOC117893853|XP_034656512.1|DSUB	LOC109431193|XP_019562955.2|AEAL
OG0006406	LOC117896965|XP_034661400.1|DSUB	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL
OG0006407	LOC117889624|XP_034649966.1|DSUB	LOC109431436|XP_019563188.2|AEAL
OG0006408	LOC117903204|XP_034670981.1|DSUB	LOC109431578|XP_019563362.2|AEAL
OG0006409	LOC117903770|XP_034672075.1|DSUB	LOC109431473|XP_019563230.2|AEAL
OG0006410	LOC117903055|XP_034670690.1|DSUB	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL
OG0006411	LOC117903553|XP_034671644.1|DSUB	LOC109406377|XP_029714194.1|AEAL
OG0006414	LOC117898398|XP_034663647.1|DSUB	LOC109427619|XP_019558740.2|AEAL
OG0006415	LOC117903472|XP_034671411.1|DSUB	LOC109421800|XP_029708068.1|AEAL
OG0006416	LOC117896934|XP_034661369.1|DSUB	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL
OG0006417	LOC117902692|XP_034670125.1|DSUB	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL
OG0006418	LOC117895982|XP_034659858.1|DSUB	LOC109405519|XP_019534162.2|AEAL
OG0006420	LOC117898562|XP_034663939.1|DSUB	LOC109622735|XP_019932731.2|AEAL
OG0006421	LOC117901914|XP_034668770.1|DSUB	LOC109622736|XP_019932735.2|AEAL
OG0006422	LOC117902143|XP_034669170.1|DSUB	LOC109419596|XP_029712359.1|AEAL
OG0006423	LOC117896304|XP_034660417.1|DSUB	LOC109419547|XP_019549314.2|AEAL
OG0006424	LOC117896306|XP_034660420.1|DSUB	LOC109419516|XP_029712318.1|AEAL
OG0006425	LOC117897361|XP_034662034.1|DSUB	LOC109423116|XP_029712310.1|AEAL
OG0006426	LOC117897360|XP_034662033.1|DSUB	LOC109423115|XP_019553562.2|AEAL
OG0006427	LOC117897546|XP_034662364.1|DSUB	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL
OG0006428	LOC117897011|XP_034661468.1|DSUB	LOC109423133|XP_019553596.2|AEAL
OG0006429	LOC117898468|XP_034663786.1|DSUB	LOC109423140|XP_019553612.2|AEAL
OG0006430	LOC117895219|XP_034658603.1|DSUB	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL
OG0006431	LOC117898064|XP_034663124.1|DSUB	LOC109423166|XP_029722764.1|AEAL
OG0006432	LOC117898795|XP_034664325.1|DSUB	LOC109397236|XP_029722770.1|AEAL
OG0006433	LOC117896607|XP_034660931.1|DSUB	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL
OG0006434	LOC117902384|XP_034669596.1|DSUB	LOC109432189|XP_019564058.2|AEAL
OG0006435	LOC117898181|XP_034663281.1|DSUB	LOC109432128|XP_029723032.1|AEAL
OG0006436	LOC117903309|XP_034671133.1|DSUB	LOC109432168|XP_019564032.2|AEAL
OG0006437	LOC117903065|XP_034670709.1|DSUB	LOC109432137|XP_019563979.1|AEAL
OG0006438	LOC117902481|XP_034669783.1|DSUB	LOC109432141|XP_019563991.1|AEAL
OG0006439	LOC117899735|XP_034665871.1|DSUB	LOC109423485|XP_019554001.1|AEAL
OG0006440	LOC117899739|XP_034665875.1|DSUB	LOC109432167|XP_029722804.1|AEAL
OG0006441	LOC117898921|XP_034664524.1|DSUB	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL
OG0006442	LOC117898328|XP_034663543.1|DSUB	LOC115263731|XP_029722865.1|AEAL
OG0006443	LOC117898639|XP_034664093.1|DSUB	LOC109430284|XP_019561882.2|AEAL
OG0006444	LOC117897433|XP_034662163.1|DSUB	LOC109430279|XP_019561873.1|AEAL
OG0006445	LOC117896699|XP_034661046.1|DSUB	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL
OG0006446	LOC117897709|XP_034662622.1|DSUB	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL
OG0006447	LOC117898861|XP_034664429.1|DSUB	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL
OG0006448	LOC117896777|XP_034661144.1|DSUB	LOC109430294|XP_019561891.2|AEAL
OG0006449	LOC117897813|XP_034662754.1|DSUB	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL
OG0006450	LOC117900539|XP_034666829.1|DSUB	LOC109430323|XP_029722925.1|AEAL
OG0006451	LOC117902410|XP_034669647.1|DSUB	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL
OG0006452	LOC117899762|XP_034665910.1|DSUB	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL
OG0006453	LOC117895455|XP_034659018.1|DSUB	LOC109621633|XP_029707605.1|AEAL
OG0006454	LOC117903344|XP_034671183.1|DSUB	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL
OG0006455	LOC117899609|XP_034665628.1|DSUB	LOC109430375|XP_029722973.1|AEAL
OG0006456	LOC117897458|XP_034662195.1|DSUB	LOC109413270|XP_019542541.1|AEAL
OG0006457	LOC117899114|XP_034664793.1|DSUB	LOC109410083|XP_019539162.2|AEAL
OG0006458	LOC117902398|XP_034669618.1|DSUB	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL
OG0006459	LOC117899262|XP_034665047.1|DSUB	LOC109410069|XP_019539144.2|AEAL
OG0006460	LOC117897021|XP_034661488.1|DSUB	LOC109432132|XP_019563967.1|AEAL
OG0006461	LOC117895995|XP_034659873.1|DSUB	LOC109430158|XP_019561743.2|AEAL
OG0006462	LOC117899044|XP_034664694.1|DSUB	LOC109430140|XP_019561722.2|AEAL
OG0006463	LOC117898314|XP_034663489.1|DSUB	LOC109430557|XP_029713778.1|AEAL
OG0006464	LOC117894092|XP_034656856.1|DSUB	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL
OG0006465	LOC117903755|XP_034672056.1|DSUB	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL
OG0006466	LOC117903578|XP_034671689.1|DSUB	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL
OG0006467	LOC117896494|XP_034660725.1|DSUB	LOC109430734|XP_019562357.2|AEAL
OG0006468	LOC117897043|XP_034661517.1|DSUB	LOC109399928|XP_019527923.2|AEAL
OG0006469	LOC117903516|XP_034671519.1|DSUB	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL
OG0006470	LOC117893739|XP_034656359.1|DSUB	LOC109399960|XP_029729776.1|AEAL
OG0006471	LOC117897030|XP_034661500.1|DSUB	LOC109399942|XP_019527940.2|AEAL
OG0006472	LOC117897027|XP_034661495.1|DSUB	LOC109399938|XP_019527937.2|AEAL
OG0006473	LOC117894447|XP_034657423.1|DSUB	LOC109425390|XP_029729765.1|AEAL
OG0006474	LOC117891228|XP_034652465.1|DSUB	LOC109425389|XP_019556187.1|AEAL
OG0006475	LOC117896223|XP_034660248.1|DSUB	LOC109399958|XP_019527971.1|AEAL
OG0006476	LOC117901249|XP_034667825.1|DSUB	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL
OG0006477	LOC117897936|XP_034662922.1|DSUB	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL
OG0006478	LOC117897340|XP_034662001.1|DSUB	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL
OG0006479	LOC117898420|XP_034663689.1|DSUB	LOC115259508|XP_029715993.1|AEAL
OG0006480	LOC117890329|XP_034651010.1|DSUB	LOC109415605|XP_019545043.2|AEAL
OG0006481	LOC117901557|XP_034668246.1|DSUB	LOC109425515|XP_019556310.1|AEAL
OG0006482	LOC117896285|XP_034660380.1|DSUB	LOC109408301|XP_019537115.2|AEAL
OG0006483	LOC117897381|XP_034662081.1|DSUB	LOC109408294|XP_029716261.1|AEAL
OG0006484	LOC117897380|XP_034662079.1|DSUB	LOC109408292|XP_029715979.1|AEAL
OG0006485	LOC117899207|XP_034664970.1|DSUB	LOC109400498|XP_019528559.2|AEAL
OG0006486	LOC117896654|XP_034660992.1|DSUB	LOC109622760|XP_029716468.1|AEAL
OG0006487	LOC117896885|XP_034661305.1|DSUB	LOC109400411|XP_019528470.2|AEAL
OG0006488	LOC117895358|XP_034658833.1|DSUB	LOC109411859|XP_029716145.1|AEAL, LOC115259600|XP_029716182.1|AEAL
OG0006489	LOC117899531|XP_034665490.1|DSUB	LOC109412721|XP_019541888.1|AEAL
OG0006490	LOC117898957|XP_034664586.1|DSUB	LOC109425248|XP_029716356.1|AEAL
OG0006491	LOC117902232|XP_034669361.1|DSUB	LOC109425249|XP_029715845.1|AEAL
OG0006492	LOC117897173|XP_034661761.1|DSUB	LOC109412274|XP_029716231.1|AEAL
OG0006493	LOC117899579|XP_034665587.1|DSUB	LOC109425310|XP_029716520.1|AEAL
OG0006494	LOC117903627|XP_034671786.1|DSUB	LOC109425312|XP_019556093.2|AEAL, LOC109419814|XP_029716227.1|AEAL
OG0006495	LOC117893308|XP_034655787.1|DSUB	LOC109419812|XP_029715970.1|AEAL, LOC109425314|XP_019556096.2|AEAL
OG0006496	LOC117897022|XP_034661489.1|DSUB	LOC109425317|XP_029716521.1|AEAL
OG0006497	LOC117896063|XP_034659969.1|DSUB	LOC109425322|XP_029715823.1|AEAL, LOC115259477|XP_029715919.1|AEAL
OG0006498	LOC117896001|XP_034659887.1|DSUB	LOC109419802|XP_019549638.2|AEAL
OG0006499	LOC117896064|XP_034659970.1|DSUB	LOC109425336|XP_029716308.1|AEAL
OG0006500	LOC117901086|XP_034667601.1|DSUB	LOC109425339|XP_019556132.2|AEAL
OG0006501	LOC117898999|XP_034664635.1|DSUB	LOC109425340|XP_019556133.2|AEAL
OG0006502	LOC117899108|XP_034664786.1|DSUB	LOC109415419|XP_029729682.1|AEAL
OG0006503	LOC117899110|XP_034664788.1|DSUB	LOC109425346|XP_019556143.1|AEAL
OG0006504	LOC117899109|XP_034664787.1|DSUB	LOC109425348|XP_019556144.2|AEAL
OG0006505	LOC117899136|XP_034664829.1|DSUB	LOC115254010|XP_029714362.1|AEAL
OG0006506	LOC117893116|XP_034655445.1|DSUB	LOC115259840|XP_029716531.1|AEAL, LOC109425534|XP_019556328.2|AEAL, LOC109398982|XP_019526978.2|AEAL
OG0006507	LOC117896585|XP_034660897.1|DSUB	LOC109429338|XP_029716044.1|AEAL
OG0006508	LOC117897479|XP_034662232.1|DSUB	LOC115259722|XP_029716358.1|AEAL, LOC109398994|XP_029716364.1|AEAL
OG0006509	LOC117903258|XP_034671052.1|DSUB	LOC109398451|XP_019526353.2|AEAL, LOC109622704|XP_019932677.2|AEAL
OG0006510	LOC117898323|XP_034663534.1|DSUB	LOC109397066|XP_029715963.1|AEAL
OG0006511	LOC117896060|XP_034659965.1|DSUB	LOC109397232|XP_029715816.1|AEAL, LOC109412582|XP_029715842.1|AEAL
OG0006512	LOC117899752|XP_034665893.1|DSUB	LOC109433532|XP_029716014.1|AEAL, LOC109412592|XP_029716096.1|AEAL
