Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0009010	LOC117895802|XP_034659615.1|DSUB	CCAP1982_LOCUS14898|CAD7006587.1|CCAP
OG0009011	LOC117895320|XP_034658777.1|DSUB	CCAP1982_LOCUS12729|CAD7004309.1|CCAP
OG0009014	LOC117895066|XP_034658338.1|DSUB	CCAP1982_LOCUS13336|CAD7004957.1|CCAP
OG0009015	LOC117895603|XP_034659242.1|DSUB	CCAP1982_LOCUS12356|CAD7003934.1|CCAP
OG0009016	LOC117894129|XP_034656910.1|DSUB	CCAP1982_LOCUS10869|CAD7002375.1|CCAP
OG0009017	LOC117901336|XP_034667936.1|DSUB	CCAP1982_LOCUS5361|CAD6996677.1|CCAP
OG0009018	LOC117902991|XP_034670596.1|DSUB	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP
OG0009019	LOC117902987|XP_034670578.1|DSUB	CCAP1982_LOCUS10619|CAD7002131.1|CCAP
OG0009020	LOC117899340|XP_034665178.1|DSUB	CCAP1982_LOCUS2828|CAD6994056.1|CCAP
OG0009021	LOC117897314|XP_034661956.1|DSUB	CCAP1982_LOCUS4666|CAD6995955.1|CCAP
OG0009022	LOC117898197|XP_034663308.1|DSUB	CCAP1982_LOCUS1965|CAD6993139.1|CCAP
OG0009023	LOC117896720|XP_034661072.1|DSUB	CCAP1982_LOCUS3398|CAD6994663.1|CCAP
OG0009024	LOC117896325|XP_034660451.1|DSUB	CCAP1982_LOCUS2458|CAD6993649.1|CCAP
OG0009025	LOC117898581|XP_034664014.1|DSUB	CCAP1982_LOCUS3816|CAD6995093.1|CCAP
OG0009026	LOC117897584|XP_034662429.1|DSUB	CCAP1982_LOCUS20439|CAD7012345.1|CCAP
OG0009027	LOC117892580|XP_034654804.1|DSUB	CCAP1982_LOCUS21777|CAD7013746.1|CCAP
OG0009028	LOC117895218|XP_034658602.1|DSUB	CCAP1982_LOCUS11381|CAD7002914.1|CCAP
OG0009029	LOC117902117|XP_034669126.1|DSUB	CCAP1982_LOCUS5388|CAD6996704.1|CCAP
OG0009030	LOC117902744|XP_034670218.1|DSUB	CCAP1982_LOCUS7038|CAD6998438.1|CCAP
OG0009031	LOC117898896|XP_034664470.1|DSUB	CCAP1982_LOCUS4387|CAD6995680.1|CCAP
OG0009032	LOC117898898|XP_034664471.1|DSUB	CCAP1982_LOCUS4386|CAD6995679.1|CCAP
OG0009033	LOC117900017|XP_034666094.1|DSUB	CCAP1982_LOCUS8791|CAD7000303.1|CCAP
OG0009034	LOC117901496|XP_034668156.1|DSUB	CCAP1982_LOCUS7585|CAD6999038.1|CCAP
OG0009035	LOC117902181|XP_034669244.1|DSUB	CCAP1982_LOCUS7736|CAD6999202.1|CCAP
OG0009036	LOC117890569|XP_034651392.1|DSUB	CCAP1982_LOCUS20353|CAD7012257.1|CCAP
OG0009037	LOC117902540|XP_034669865.1|DSUB	CCAP1982_LOCUS6931|CAD6998326.1|CCAP
OG0009038	LOC117898661|XP_034664128.1|DSUB	CCAP1982_LOCUS3917|CAD6995198.1|CCAP
OG0009039	LOC117895985|XP_034659859.1|DSUB	CCAP1982_LOCUS4800|CAD6996100.1|CCAP
OG0009040	LOC117892627|XP_034654870.1|DSUB	CCAP1982_LOCUS5253|CAD6996584.1|CCAP
OG0009041	LOC117898794|XP_034664323.1|DSUB	CCAP1982_LOCUS2610|CAD6993813.1|CCAP
OG0009042	LOC117902072|XP_034669052.1|DSUB	CCAP1982_LOCUS7840|CAD6999312.1|CCAP
OG0009043	LOC117901772|XP_034668562.1|DSUB	CCAP1982_LOCUS2208|CAD6993392.1|CCAP
OG0009044	LOC117902717|XP_034670173.1|DSUB	CCAP1982_LOCUS8461|CAD6999953.1|CCAP
OG0009046	LOC117893453|XP_034655962.1|DSUB	CCAP1982_LOCUS13800|CAD7005440.1|CCAP
OG0009047	LOC117891332|XP_034652642.1|DSUB	CCAP1982_LOCUS23383|CAD7015441.1|CCAP
OG0009048	LOC117900164|XP_034666297.1|DSUB	CCAP1982_LOCUS5609|CAD6996939.1|CCAP
OG0009049	LOC117898526|XP_034663886.1|DSUB	CCAP1982_LOCUS923|CAD6992042.1|CCAP
OG0009050	LOC117902131|XP_034669151.1|DSUB	CCAP1982_LOCUS6009|CAD6997372.1|CCAP
OG0009052	LOC117899719|XP_034665829.1|DSUB	CCAP1982_LOCUS4264|CAD6995553.1|CCAP
OG0009053	LOC117898823|XP_034664378.1|DSUB	CCAP1982_LOCUS5061|CAD6996384.1|CCAP
OG0009054	LOC117898409|XP_034663669.1|DSUB	CCAP1982_LOCUS5162|CAD6996493.1|CCAP
OG0009055	LOC117902173|XP_034669205.1|DSUB	CCAP1982_LOCUS5834|CAD6997195.1|CCAP
OG0009056	LOC117902607|XP_034670009.1|DSUB	CCAP1982_LOCUS11346|CAD7002877.1|CCAP
OG0009057	LOC117894722|XP_034657800.1|DSUB	CCAP1982_LOCUS22424|CAD7014428.1|CCAP
OG0009058	LOC117902951|XP_034670464.1|DSUB	CCAP1982_LOCUS9823|CAD7001326.1|CCAP
OG0009059	LOC117895453|XP_034659016.1|DSUB	CCAP1982_LOCUS13234|CAD7004849.1|CCAP
OG0009060	LOC117899247|XP_034665018.1|DSUB	CCAP1982_LOCUS717|CAD6991816.1|CCAP
OG0009061	LOC117892303|XP_034654340.1|DSUB	CCAP1982_LOCUS19686|CAD7011597.1|CCAP
OG0009062	LOC117891941|XP_034653680.1|DSUB	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP
OG0009063	LOC117900491|XP_034666770.1|DSUB	CCAP1982_LOCUS8667|CAD7000176.1|CCAP
OG0009064	LOC117890718|XP_034651650.1|DSUB	CCAP1982_LOCUS10160|CAD7001669.1|CCAP
OG0009065	LOC117897106|XP_034661642.1|DSUB	CCAP1982_LOCUS485|CAD6991566.1|CCAP
OG0009066	LOC117894108|XP_034656876.1|DSUB	CCAP1982_LOCUS11170|CAD7002692.1|CCAP
OG0009067	LOC117895438|XP_034658983.1|DSUB	CCAP1982_LOCUS14161|CAD7005815.1|CCAP
OG0009068	LOC117891975|XP_034653739.1|DSUB	CCAP1982_LOCUS22489|CAD7014487.1|CCAP
OG0009069	LOC117902733|XP_034670198.1|DSUB	CCAP1982_LOCUS7799|CAD6999269.1|CCAP
OG0009071	LOC117897741|XP_034662670.1|DSUB	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP
OG0009072	LOC117899408|XP_034665286.1|DSUB	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP
OG0009073	LOC117896725|XP_034661080.1|DSUB	CCAP1982_LOCUS103|CAD6991164.1|CCAP
OG0009074	LOC117898412|XP_034663672.1|DSUB	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP
OG0009075	LOC117897208|XP_034661802.1|DSUB	CCAP1982_LOCUS735|CAD6991836.1|CCAP
OG0009076	LOC117899496|XP_034665436.1|DSUB	CCAP1982_LOCUS4960|CAD6996277.1|CCAP
OG0009077	LOC117896075|XP_034659996.1|DSUB	CCAP1982_LOCUS4889|CAD6996199.1|CCAP
OG0009078	LOC117897617|XP_034662474.1|DSUB	CCAP1982_LOCUS4867|CAD6996175.1|CCAP
OG0009079	LOC117896077|XP_034660002.1|DSUB	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP
OG0009080	LOC117898100|XP_034663171.1|DSUB	CCAP1982_LOCUS4812|CAD6996117.1|CCAP
OG0009081	LOC117896552|XP_034660829.1|DSUB	CCAP1982_LOCUS344|CAD6991417.1|CCAP
OG0009082	LOC117896245|XP_034660294.1|DSUB	CCAP1982_LOCUS5090|CAD6996417.1|CCAP
OG0009083	LOC117903809|XP_034672136.1|DSUB	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP
OG0009084	LOC117899578|XP_034665582.1|DSUB	CCAP1982_LOCUS4255|CAD6995544.1|CCAP
OG0009085	LOC117897880|XP_034662846.1|DSUB	CCAP1982_LOCUS3214|CAD6994469.1|CCAP
OG0009086	LOC117896445|XP_034660665.1|DSUB	CCAP1982_LOCUS1993|CAD6993169.1|CCAP
OG0009087	LOC117898784|XP_034664312.1|DSUB	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP
OG0009088	LOC117897939|XP_034662921.1|DSUB	CCAP1982_LOCUS1142|CAD6992274.1|CCAP
OG0009089	LOC117899140|XP_034664884.1|DSUB	CCAP1982_LOCUS3988|CAD6995267.1|CCAP
OG0009090	LOC117898018|XP_034663038.1|DSUB	CCAP1982_LOCUS3889|CAD6995168.1|CCAP
OG0009091	LOC117898290|XP_034663437.1|DSUB	CCAP1982_LOCUS2313|CAD6993500.1|CCAP
OG0009092	LOC117898308|XP_034663474.1|DSUB	CCAP1982_LOCUS2768|CAD6993985.1|CCAP
OG0009093	LOC117898868|XP_034664438.1|DSUB	CCAP1982_LOCUS2711|CAD6993920.1|CCAP
OG0009094	LOC117899086|XP_034664753.1|DSUB	CCAP1982_LOCUS2505|CAD6993699.1|CCAP
OG0009095	LOC117899085|XP_034664752.1|DSUB	CCAP1982_LOCUS2504|CAD6993698.1|CCAP
OG0009096	LOC117896867|XP_034661288.1|DSUB	CCAP1982_LOCUS2969|CAD6994207.1|CCAP
OG0009097	LOC117896625|XP_034660953.1|DSUB	CCAP1982_LOCUS2970|CAD6994208.1|CCAP
OG0009098	LOC117896123|XP_034660068.1|DSUB	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP
OG0009099	LOC117898883|XP_034664457.1|DSUB	CCAP1982_LOCUS1054|CAD6992181.1|CCAP
OG0009100	LOC117900439|XP_034666700.1|DSUB	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP
OG0009101	LOC117900843|XP_034667248.1|DSUB	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP
OG0009102	LOC117902661|XP_034670080.1|DSUB	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP
OG0009103	LOC117900189|XP_034666329.1|DSUB	CCAP1982_LOCUS8743|CAD7000253.1|CCAP
OG0009104	LOC117900590|XP_034666890.1|DSUB	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP
OG0009105	LOC117900664|XP_034666996.1|DSUB	CCAP1982_LOCUS8217|CAD6999690.1|CCAP
OG0009106	LOC117901341|XP_034667942.1|DSUB	CCAP1982_LOCUS8493|CAD6999987.1|CCAP
OG0009107	LOC117901128|XP_034667657.1|DSUB	CCAP1982_LOCUS8063|CAD6999542.1|CCAP
OG0009108	LOC117896373|XP_034660540.1|DSUB	CCAP1982_LOCUS9172|CAD7000699.1|CCAP
OG0009109	LOC117901417|XP_034668044.1|DSUB	CCAP1982_LOCUS7308|CAD6998754.1|CCAP
OG0009110	LOC117901158|XP_034667700.1|DSUB	CCAP1982_LOCUS7387|CAD6998839.1|CCAP
OG0009111	LOC117894965|XP_034658190.1|DSUB	CCAP1982_LOCUS7963|CAD6999439.1|CCAP
OG0009112	LOC117900957|XP_034667421.1|DSUB	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP
OG0009113	LOC117900252|XP_034666442.1|DSUB	CCAP1982_LOCUS7941|CAD6999415.1|CCAP
OG0009114	LOC117902562|XP_034669894.1|DSUB	CCAP1982_LOCUS7902|CAD6999375.1|CCAP
OG0009115	LOC117901735|XP_034668509.1|DSUB	CCAP1982_LOCUS6265|CAD6997630.1|CCAP
OG0009116	LOC117900585|XP_034666886.1|DSUB	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP
OG0009117	LOC117900852|XP_034667263.1|DSUB	CCAP1982_LOCUS7761|CAD6999227.1|CCAP
OG0009118	LOC117892692|XP_034654997.1|DSUB	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP
OG0009119	LOC117900067|XP_034666162.1|DSUB	CCAP1982_LOCUS6054|CAD6997413.1|CCAP
OG0009120	LOC117893340|XP_034655821.1|DSUB	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP
OG0009121	LOC117890599|XP_034651427.1|DSUB	CCAP1982_LOCUS21943|CAD7013929.1|CCAP
OG0009122	LOC117891524|XP_034652915.1|DSUB	CCAP1982_LOCUS22032|CAD7014026.1|CCAP
OG0009123	LOC117889832|XP_034650204.1|DSUB	CCAP1982_LOCUS22043|CAD7014037.1|CCAP
OG0009124	LOC117900305|XP_034666510.1|DSUB	CCAP1982_LOCUS23411|CAD7015471.1|CCAP
OG0009125	LOC117892319|XP_034654363.1|DSUB	CCAP1982_LOCUS23371|CAD7015429.1|CCAP
OG0009126	LOC117892583|XP_034654812.1|DSUB	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP
OG0009127	LOC117892209|XP_034654201.1|DSUB	CCAP1982_LOCUS22820|CAD7014853.1|CCAP
OG0009128	LOC117890376|XP_034651064.1|DSUB	CCAP1982_LOCUS22109|CAD7014103.1|CCAP
OG0009129	LOC117890561|XP_034651385.1|DSUB	CCAP1982_LOCUS22130|CAD7014124.1|CCAP
OG0009130	LOC117890619|XP_034651450.1|DSUB	CCAP1982_LOCUS22701|CAD7014722.1|CCAP
OG0009131	LOC117890417|XP_034651125.1|DSUB	CCAP1982_LOCUS22704|CAD7014726.1|CCAP
OG0009132	LOC117891958|XP_034653721.1|DSUB	CCAP1982_LOCUS22744|CAD7014770.1|CCAP
OG0009133	LOC117890601|XP_034651431.1|DSUB	CCAP1982_LOCUS22519|CAD7014518.1|CCAP
OG0009134	LOC117891093|XP_034652165.1|DSUB	CCAP1982_LOCUS7220|CAD6998653.1|CCAP
OG0009135	LOC117889964|XP_034650416.1|DSUB	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP
OG0009136	LOC117891870|XP_034653527.1|DSUB	CCAP1982_LOCUS22941|CAD7014981.1|CCAP
OG0009137	LOC117891316|XP_034652620.1|DSUB	CCAP1982_LOCUS21267|CAD7013196.1|CCAP
OG0009138	LOC117891303|XP_034652602.1|DSUB	CCAP1982_LOCUS21269|CAD7013198.1|CCAP
OG0009139	LOC117892207|XP_034654198.1|DSUB	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP
OG0009140	LOC117890754|XP_034651704.1|DSUB	CCAP1982_LOCUS21281|CAD7013210.1|CCAP
OG0009141	LOC117892328|XP_034654372.1|DSUB	CCAP1982_LOCUS21464|CAD7013399.1|CCAP
OG0009142	LOC117889732|XP_034650046.1|DSUB	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP
OG0009143	LOC117890840|XP_034651815.1|DSUB	CCAP1982_LOCUS21544|CAD7013482.1|CCAP
OG0009145	LOC117891604|XP_034653028.1|DSUB	CCAP1982_LOCUS19965|CAD7011856.1|CCAP
OG0009146	LOC117891521|XP_034652909.1|DSUB	CCAP1982_LOCUS19781|CAD7011697.1|CCAP
OG0009147	LOC117892550|XP_034654751.1|DSUB	CCAP1982_LOCUS20323|CAD7012225.1|CCAP
OG0009148	LOC117890501|XP_034651285.1|DSUB	CCAP1982_LOCUS19993|CAD7011881.1|CCAP
OG0009149	LOC117890500|XP_034651284.1|DSUB	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP
OG0009150	LOC117890825|XP_034651793.1|DSUB	CCAP1982_LOCUS20559|CAD7012481.1|CCAP
OG0009152	LOC117891380|XP_034652710.1|DSUB	CCAP1982_LOCUS20690|CAD7012606.1|CCAP
OG0009153	LOC117889843|XP_034650227.1|DSUB	CCAP1982_LOCUS21097|CAD7013008.1|CCAP
OG0009162	LOC117894003|XP_034656717.1|DSUB	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP
OG0009163	LOC117895053|XP_034658321.1|DSUB	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP
OG0009164	LOC117895468|XP_034659033.1|DSUB	CCAP1982_LOCUS13310|CAD7004927.1|CCAP
OG0009165	LOC117894583|XP_034657618.1|DSUB	CCAP1982_LOCUS12630|CAD7004211.1|CCAP
OG0009166	LOC117894999|XP_034658237.1|DSUB	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP
OG0009167	LOC117893375|XP_034655860.1|DSUB	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP
OG0009168	LOC117893377|XP_034655862.1|DSUB	CCAP1982_LOCUS13021|CAD7004626.1|CCAP
OG0009169	LOC117895202|XP_034658578.1|DSUB	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP
OG0009170	LOC117894504|XP_034657505.1|DSUB, LOC117894508|XP_034657508.1|DSUB	CCAP1982_LOCUS14887|CAD7006573.1|CCAP
OG0009171	LOC117893947|XP_034656628.1|DSUB	CCAP1982_LOCUS14973|CAD7006671.1|CCAP
OG0009172	LOC117894839|XP_034657978.1|DSUB	CCAP1982_LOCUS11770|CAD7003309.1|CCAP
OG0009173	LOC117894349|XP_034657230.1|DSUB	CCAP1982_LOCUS11800|CAD7003341.1|CCAP
OG0009174	LOC117900329|XP_034666559.1|DSUB	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP
OG0009175	LOC117900651|XP_034666975.1|DSUB	CCAP1982_LOCUS11681|CAD7003220.1|CCAP
OG0009176	LOC117894874|XP_034658033.1|DSUB	CCAP1982_LOCUS12283|CAD7003853.1|CCAP
OG0009178	LOC117893781|XP_034656412.1|DSUB	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP
OG0009179	LOC117893799|XP_034656435.1|DSUB	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP
OG0009182	LOC117893206|XP_034655622.1|DSUB	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP
OG0009183	LOC117893281|XP_034655735.1|DSUB	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP
OG0009184	LOC117893219|XP_034655644.1|DSUB	CCAP1982_LOCUS13742|CAD7005382.1|CCAP
OG0009185	LOC117894231|XP_034657040.1|DSUB	CCAP1982_LOCUS13527|CAD7005167.1|CCAP
OG0009186	LOC117894652|XP_034657717.1|DSUB	CCAP1982_LOCUS14269|CAD7005931.1|CCAP
OG0009188	LOC117891849|XP_034653491.1|DSUB	CCAP1982_LOCUS22613|CAD7014622.1|CCAP
OG0009189	LOC117894803|XP_034657928.1|DSUB	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP
OG0009190	LOC117895345|XP_034658817.1|DSUB	CCAP1982_LOCUS11499|CAD7003036.1|CCAP
OG0009191	LOC117892356|XP_034654453.1|DSUB	CCAP1982_LOCUS21738|CAD7013698.1|CCAP
OG0009192	LOC117889790|XP_034650153.1|DSUB	CCAP1982_LOCUS22994|CAD7015037.1|CCAP
OG0009219	LOC117897277|XP_034661899.1|DSUB	CCAP1982_LOCUS1342|CAD6992490.1|CCAP
OG0009221	LOC117901184|XP_034667728.1|DSUB	CCAP1982_LOCUS2845|CAD6994075.1|CCAP
OG0009230	LOC117901414|XP_034668040.1|DSUB	CCAP1982_LOCUS5889|CAD6997256.1|CCAP
OG0009237	LOC117902394|XP_034669610.1|DSUB	CCAP1982_LOCUS5735|CAD6997082.1|CCAP
OG0009238	LOC117894842|XP_034657983.1|DSUB	CCAP1982_LOCUS13427|CAD7005059.1|CCAP
OG0009245	LOC117897358|XP_034662031.1|DSUB	CCAP1982_LOCUS649|CAD6991737.1|CCAP
OG0009266	LOC117900662|XP_034666988.1|DSUB	CCAP1982_LOCUS8781|CAD7000291.1|CCAP
OG0009267	LOC117901713|XP_034668478.1|DSUB	CCAP1982_LOCUS6258|CAD6997622.1|CCAP
OG0009268	LOC117890169|XP_034650758.1|DSUB	CCAP1982_LOCUS21134|CAD7013052.1|CCAP
OG0009269	LOC117898363|XP_034663591.1|DSUB	CCAP1982_LOCUS13783|CAD7005421.1|CCAP
OG0009270	LOC117892702|XP_034655004.1|DSUB	CCAP1982_LOCUS20409|CAD7012315.1|CCAP
OG0009273	LOC117902711|XP_034670165.1|DSUB	CCAP1982_LOCUS9149|CAD7000675.1|CCAP
OG0009274	LOC117894047|XP_034656788.1|DSUB	CCAP1982_LOCUS11312|CAD7002843.1|CCAP
OG0009276	LOC117890211|XP_034650834.1|DSUB	CCAP1982_LOCUS22273|CAD7014270.1|CCAP
OG0009285	LOC117902940|XP_034670438.1|DSUB	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP
OG0009286	LOC117895270|XP_034658686.1|DSUB	CCAP1982_LOCUS12536|CAD7004115.1|CCAP
OG0009287	LOC117893066|XP_034655364.1|DSUB	CCAP1982_LOCUS12928|CAD7004531.1|CCAP
OG0009288	LOC117893728|XP_034656344.1|DSUB	CCAP1982_LOCUS8286|CAD6999763.1|CCAP
OG0009289	LOC117902963|XP_034670505.1|DSUB	CCAP1982_LOCUS10519|CAD7002031.1|CCAP
OG0009290	LOC117890795|XP_034651762.1|DSUB	CCAP1982_LOCUS21282|CAD7013211.1|CCAP
OG0009291	LOC117902965|XP_034670508.1|DSUB	CCAP1982_LOCUS9439|CAD7000966.1|CCAP
OG0009296	LOC117896667|XP_034661005.1|DSUB	CCAP1982_LOCUS786|CAD6991896.1|CCAP
OG0009297	LOC117898172|XP_034663272.1|DSUB	CCAP1982_LOCUS788|CAD6991898.1|CCAP
OG0009298	LOC117899101|XP_034664772.1|DSUB	CCAP1982_LOCUS806|CAD6991917.1|CCAP
OG0009299	LOC117896742|XP_034661098.1|DSUB	CCAP1982_LOCUS827|CAD6991939.1|CCAP
OG0009300	LOC117898721|XP_034664230.1|DSUB	CCAP1982_LOCUS828|CAD6991940.1|CCAP
OG0009301	LOC117897739|XP_034662666.1|DSUB	CCAP1982_LOCUS4778|CAD6996071.1|CCAP
OG0009302	LOC117899407|XP_034665284.1|DSUB	CCAP1982_LOCUS4700|CAD6995994.1|CCAP
OG0009303	LOC117899089|XP_034664757.1|DSUB	CCAP1982_LOCUS4664|CAD6995953.1|CCAP
OG0009304	LOC117896724|XP_034661079.1|DSUB	CCAP1982_LOCUS104|CAD6991165.1|CCAP
OG0009305	LOC117896099|XP_034660041.1|DSUB	CCAP1982_LOCUS115|CAD6991176.1|CCAP
OG0009306	LOC117898572|XP_034663956.1|DSUB	CCAP1982_LOCUS4614|CAD6995912.1|CCAP
OG0009307	LOC117899776|XP_034665940.1|DSUB	CCAP1982_LOCUS4602|CAD6995901.1|CCAP
OG0009308	LOC117897426|XP_034662155.1|DSUB	CCAP1982_LOCUS4578|CAD6995877.1|CCAP
OG0009309	LOC117895996|XP_034659874.1|DSUB	CCAP1982_LOCUS4570|CAD6995869.1|CCAP
OG0009310	LOC117897779|XP_034662718.1|DSUB	CCAP1982_LOCUS5186|CAD6996518.1|CCAP
OG0009312	LOC117896107|XP_034660052.1|DSUB	CCAP1982_LOCUS4969|CAD6996285.1|CCAP
OG0009313	LOC117896108|XP_034660053.1|DSUB	CCAP1982_LOCUS901|CAD6992017.1|CCAP
OG0009314	LOC117898519|XP_034663876.1|DSUB	CCAP1982_LOCUS914|CAD6992032.1|CCAP
OG0009315	LOC117897827|XP_034662781.1|DSUB	CCAP1982_LOCUS949|CAD6992068.1|CCAP
OG0009317	LOC117898549|XP_034663921.1|DSUB	CCAP1982_LOCUS982|CAD6992099.1|CCAP
OG0009318	LOC117898837|XP_034664403.1|DSUB	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP
OG0009319	LOC117898975|XP_034664607.1|DSUB	CCAP1982_LOCUS4819|CAD6996125.1|CCAP
OG0009320	LOC117896551|XP_034660828.1|DSUB	CCAP1982_LOCUS351|CAD6991424.1|CCAP
OG0009321	LOC117896549|XP_034660825.1|DSUB	CCAP1982_LOCUS336|CAD6991409.1|CCAP
OG0009322	LOC117897698|XP_034662610.1|DSUB	CCAP1982_LOCUS329|CAD6991402.1|CCAP
OG0009323	LOC117897978|XP_034662981.1|DSUB	CCAP1982_LOCUS5158|CAD6996489.1|CCAP
OG0009324	LOC117896637|XP_034660974.1|DSUB	CCAP1982_LOCUS4331|CAD6995625.1|CCAP
OG0009325	LOC117896853|XP_034661271.1|DSUB	CCAP1982_LOCUS4216|CAD6995503.1|CCAP
OG0009326	LOC117896715|XP_034661066.1|DSUB	CCAP1982_LOCUS2052|CAD6993235.1|CCAP
OG0009327	LOC117898885|XP_034664459.1|DSUB	CCAP1982_LOCUS2030|CAD6993211.1|CCAP
OG0009328	LOC117898614|XP_034664057.1|DSUB	CCAP1982_LOCUS2139|CAD6993323.1|CCAP
OG0009329	LOC117897943|XP_034662927.1|DSUB	CCAP1982_LOCUS1322|CAD6992466.1|CCAP
OG0009330	LOC117896680|XP_034661019.1|DSUB	CCAP1982_LOCUS1297|CAD6992435.1|CCAP
OG0009331	LOC117899746|XP_034665882.1|DSUB	CCAP1982_LOCUS1226|CAD6992362.1|CCAP
OG0009332	LOC117897665|XP_034662554.1|DSUB	CCAP1982_LOCUS3991|CAD6995270.1|CCAP
OG0009333	LOC117899676|XP_034665755.1|DSUB	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP
OG0009334	LOC117896811|XP_034661207.1|DSUB	CCAP1982_LOCUS1756|CAD6992923.1|CCAP
OG0009335	LOC117897121|XP_034661665.1|DSUB	CCAP1982_LOCUS1657|CAD6992818.1|CCAP
OG0009336	LOC117897702|XP_034662614.1|DSUB	CCAP1982_LOCUS2237|CAD6993422.1|CCAP
OG0009337	LOC117898958|XP_034664590.1|DSUB	CCAP1982_LOCUS1592|CAD6992749.1|CCAP
OG0009338	LOC117897683|XP_034662585.1|DSUB	CCAP1982_LOCUS2306|CAD6993493.1|CCAP
OG0009339	LOC117898294|XP_034663440.1|DSUB	CCAP1982_LOCUS2314|CAD6993501.1|CCAP
OG0009340	LOC117896510|XP_034660755.1|DSUB	CCAP1982_LOCUS2341|CAD6993529.1|CCAP
