Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0007957	LOC117902330|XP_034669514.1|DSUB	LOC119075334|XP_037037657.1|BCOP
OG0007958	LOC117891238|XP_034652519.1|DSUB	LOC119080803|XP_037045268.1|BCOP
OG0007959	LOC117900944|XP_034667404.1|DSUB	LOC119078890|XP_037042516.1|BCOP
OG0007960	LOC117901310|XP_034667910.1|DSUB	LOC119072481|XP_037033605.1|BCOP
OG0007961	LOC117897752|XP_034662684.1|DSUB	LOC119082755|XP_037048232.1|BCOP
OG0007962	LOC117903504|XP_034671475.1|DSUB	LOC119073745|XP_037035302.1|BCOP
OG0007963	LOC117901885|XP_034668734.1|DSUB	LOC119072702|XP_037033869.1|BCOP
OG0007964	LOC117901678|XP_034668411.1|DSUB	LOC119075635|XP_037038011.1|BCOP
OG0007965	LOC117901725|XP_034668494.1|DSUB	LOC119081979|XP_037047187.1|BCOP
OG0007966	LOC117901932|XP_034668791.1|DSUB	LOC119066640|XP_037025103.1|BCOP
OG0007967	LOC117900541|XP_034666830.1|DSUB	LOC119072670|XP_037033826.1|BCOP
OG0007968	LOC117900169|XP_034666301.1|DSUB	LOC119082063|XP_037047294.1|BCOP
OG0007969	LOC117901846|XP_034668680.1|DSUB	LOC119080952|XP_037045476.1|BCOP
OG0007970	LOC117891299|XP_034652597.1|DSUB	LOC119077969|XP_037041249.1|BCOP
OG0007971	LOC117894707|XP_034657783.1|DSUB	LOC119082295|XP_037047664.1|BCOP
OG0007972	LOC117892380|XP_034654482.1|DSUB	LOC119081489|XP_037046386.1|BCOP
OG0007974	LOC117896078|XP_034660009.1|DSUB	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP
OG0007975	LOC117899521|XP_034665469.1|DSUB	LOC119083772|XP_037049451.1|BCOP
OG0007976	LOC117891194|XP_034652424.1|DSUB	LOC119075204|XP_037037493.1|BCOP
OG0007977	LOC117901689|XP_034668423.1|DSUB	LOC119084645|XP_037050607.1|BCOP
OG0007978	LOC117902079|XP_034669063.1|DSUB	LOC119084648|XP_037050612.1|BCOP
OG0007979	LOC117901255|XP_034667839.1|DSUB	LOC119071779|XP_037032730.1|BCOP
OG0007980	LOC117901027|XP_034667521.1|DSUB	LOC119078764|XP_037042367.1|BCOP
OG0007981	LOC117889579|XP_034649876.1|DSUB	LOC119078765|XP_037042368.1|BCOP
OG0007982	LOC117902302|XP_034669474.1|DSUB	LOC119078727|XP_037042298.1|BCOP
OG0007983	LOC117900910|XP_034667361.1|DSUB	LOC119072008|XP_037033021.1|BCOP
OG0007984	LOC117900800|XP_034667176.1|DSUB	LOC119072783|XP_037033966.1|BCOP
OG0007985	LOC117900076|XP_034666171.1|DSUB	LOC119076387|XP_037039003.1|BCOP
OG0007986	LOC117901708|XP_034668470.1|DSUB	LOC119082121|XP_037047400.1|BCOP
OG0007987	LOC117900224|XP_034666398.1|DSUB	LOC119075343|XP_037037667.1|BCOP
OG0007988	LOC117902634|XP_034670044.1|DSUB	LOC119085841|XP_037052239.1|BCOP
OG0007989	LOC117901559|XP_034668248.1|DSUB	LOC119076331|XP_037038909.1|BCOP
OG0007990	LOC117901578|XP_034668270.1|DSUB	LOC119081965|XP_037047168.1|BCOP
OG0007991	LOC117902401|XP_034669628.1|DSUB	LOC119084691|XP_037050666.1|BCOP
OG0007992	LOC117900272|XP_034666474.1|DSUB	LOC119075306|XP_037037612.1|BCOP
OG0007993	LOC117899336|XP_034665165.1|DSUB	LOC119069787|XP_037029823.1|BCOP
OG0007995	LOC117900710|XP_034667059.1|DSUB	LOC119082386|XP_037047809.1|BCOP
OG0007996	LOC117903734|XP_034671979.1|DSUB	LOC119078866|XP_037042474.1|BCOP
OG0007997	LOC117894333|XP_034657207.1|DSUB	LOC119085879|XP_037052286.1|BCOP
OG0007998	LOC117900419|XP_034666672.1|DSUB	LOC119071885|XP_037032880.1|BCOP
OG0007999	LOC117901443|XP_034668077.1|DSUB	LOC119075632|XP_037038007.1|BCOP
OG0008000	LOC117900960|XP_034667426.1|DSUB	LOC119075630|XP_037038004.1|BCOP
OG0008001	LOC117901050|XP_034667553.1|DSUB	LOC119066762|XP_037025292.1|BCOP
OG0008002	LOC117902473|XP_034669772.1|DSUB	LOC119076959|XP_037039933.1|BCOP
OG0008003	LOC117900878|XP_034667297.1|DSUB	LOC119085980|XP_037052441.1|BCOP
OG0008004	LOC117903382|XP_034671255.1|DSUB	LOC119069626|XP_037029623.1|BCOP
OG0008005	LOC117903463|XP_034671394.1|DSUB	LOC119074555|XP_037036636.1|BCOP
OG0008006	LOC117903696|XP_034671926.1|DSUB	LOC119075957|XP_037038428.1|BCOP
OG0008007	LOC117900406|XP_034666656.1|DSUB	LOC119075969|XP_037038450.1|BCOP
OG0008008	LOC117894066|XP_034656809.1|DSUB	LOC119084286|XP_037050107.1|BCOP
OG0008009	LOC117895615|XP_034659259.1|DSUB	LOC119076223|XP_037038773.1|BCOP
OG0008010	LOC117892657|XP_034654928.1|DSUB	LOC119073853|XP_037035597.1|BCOP
OG0008011	LOC117892504|XP_034654671.1|DSUB	LOC119082847|XP_037048408.1|BCOP
OG0008012	LOC117892528|XP_034654720.1|DSUB	LOC119082845|XP_037048403.1|BCOP
OG0008013	LOC117891232|XP_034652468.1|DSUB	LOC119072056|XP_037033085.1|BCOP
OG0008014	LOC117896478|XP_034660709.1|DSUB	LOC119077685|XP_037040841.1|BCOP
OG0008015	LOC117893752|XP_034656377.1|DSUB	LOC119075857|XP_037038308.1|BCOP
OG0008016	LOC117893753|XP_034656378.1|DSUB	LOC119075861|XP_037038314.1|BCOP
OG0008017	LOC117890078|XP_034650628.1|DSUB	LOC119075887|XP_037038351.1|BCOP
OG0008018	LOC117894677|XP_034657749.1|DSUB	LOC119084307|XP_037050121.1|BCOP
OG0008019	LOC117903693|XP_034671923.1|DSUB	LOC119077857|XP_037041081.1|BCOP
OG0008020	LOC117896728|XP_034661084.1|DSUB	LOC119074237|XP_037036154.1|BCOP
OG0008022	LOC117899377|XP_034665250.1|DSUB	LOC119077854|XP_037041075.1|BCOP
OG0008023	LOC117889576|XP_034649869.1|DSUB	LOC119079605|XP_037043491.1|BCOP
OG0008024	LOC117894648|XP_034657716.1|DSUB	LOC119076424|XP_037039062.1|BCOP
OG0008025	LOC117903779|XP_034672095.1|DSUB	LOC119069738|XP_037029775.1|BCOP
OG0008026	LOC117890205|XP_034650828.1|DSUB	LOC119068656|XP_037028231.1|BCOP
OG0008027	LOC117902848|XP_034670343.1|DSUB	LOC119074617|XP_037036772.1|BCOP
OG0008028	LOC117898356|XP_034663580.1|DSUB	LOC119070598|XP_037030915.1|BCOP
OG0008029	LOC117897675|XP_034662574.1|DSUB	LOC119073441|XP_037034830.1|BCOP
OG0008030	LOC117897258|XP_034661873.1|DSUB	LOC119073491|XP_037034893.1|BCOP
OG0008031	LOC117900631|XP_034666951.1|DSUB	LOC119076856|XP_037039755.1|BCOP
OG0008032	LOC117899367|XP_034665237.1|DSUB	LOC119073716|XP_037035234.1|BCOP
OG0008033	LOC117896753|XP_034661114.1|DSUB	LOC119076814|XP_037039696.1|BCOP
OG0008034	LOC117896512|XP_034660757.1|DSUB	LOC119084112|XP_037049858.1|BCOP
OG0008035	LOC117896444|XP_034660668.1|DSUB	LOC119077626|XP_037040738.1|BCOP
OG0008036	LOC117899233|XP_034664997.1|DSUB	LOC119067641|XP_037026639.1|BCOP
OG0008037	LOC117899225|XP_034664990.1|DSUB	LOC119067665|XP_037026676.1|BCOP
OG0008038	LOC117894427|XP_034657380.1|DSUB	LOC119076538|XP_037039227.1|BCOP
OG0008039	LOC117897287|XP_034661920.1|DSUB	LOC119076020|XP_037038516.1|BCOP
OG0008040	LOC117899411|XP_034665289.1|DSUB	LOC119074310|XP_037036252.1|BCOP
OG0008041	LOC117899201|XP_034664968.1|DSUB	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP
OG0008042	LOC117897747|XP_034662678.1|DSUB	LOC119084354|XP_037050194.1|BCOP
OG0008043	LOC117903510|XP_034671485.1|DSUB	LOC119077813|XP_037041019.1|BCOP
OG0008044	LOC117902591|XP_034670022.1|DSUB	LOC119076018|XP_037038508.1|BCOP
OG0008045	LOC117899042|XP_034664696.1|DSUB	LOC119077880|XP_037041130.1|BCOP
OG0008046	LOC117897291|XP_034661923.1|DSUB	LOC119066512|XP_037024960.1|BCOP
OG0008047	LOC117899279|XP_034665075.1|DSUB	LOC119082774|XP_037048263.1|BCOP
OG0008048	LOC117897288|XP_034661921.1|DSUB	LOC119066362|XP_037024716.1|BCOP
OG0008049	LOC117899277|XP_034665072.1|DSUB	LOC119075239|XP_037037527.1|BCOP
OG0008050	LOC117896344|XP_034660478.1|DSUB	LOC119076014|XP_037038500.1|BCOP
OG0008051	LOC117898306|XP_034663473.1|DSUB	LOC119076520|XP_037039200.1|BCOP
OG0008052	LOC117895975|XP_034659825.1|DSUB	LOC119077974|XP_037041251.1|BCOP
OG0008053	LOC117899538|XP_034665503.1|DSUB	LOC119066891|XP_037025473.1|BCOP
OG0008054	LOC117903843|XP_034672194.1|DSUB	LOC119075902|XP_037038373.1|BCOP
OG0008055	LOC117903085|XP_034670779.1|DSUB	LOC119085019|XP_037051092.1|BCOP
OG0008056	LOC117901919|XP_034668782.1|DSUB	LOC119076482|XP_037039158.1|BCOP
OG0008057	LOC117898811|XP_034664356.1|DSUB	LOC119075171|XP_037037461.1|BCOP
OG0008058	LOC117898200|XP_034663311.1|DSUB	LOC119084254|XP_037050053.1|BCOP
OG0008059	LOC117898229|XP_034663355.1|DSUB	LOC119076150|XP_037038728.1|BCOP
OG0008060	LOC117897612|XP_034662467.1|DSUB	LOC119073793|XP_037035465.1|BCOP
OG0008061	LOC117897429|XP_034662162.1|DSUB	LOC119071051|XP_037031605.1|BCOP
OG0008062	LOC117898048|XP_034663102.1|DSUB	LOC119067084|XP_037025740.1|BCOP
OG0008063	LOC117897749|XP_034662679.1|DSUB	LOC119073869|XP_037035635.1|BCOP
OG0008064	LOC117903519|XP_034671524.1|DSUB	LOC119078090|XP_037041449.1|BCOP
OG0008066	LOC117901806|XP_034668614.1|DSUB	LOC119072746|XP_037033926.1|BCOP
OG0008067	LOC117903884|XP_034672274.1|DSUB	LOC119077964|XP_037041239.1|BCOP
OG0008068	LOC117903076|XP_034670762.1|DSUB	LOC119067569|XP_037026545.1|BCOP
OG0008070	LOC117897293|XP_034661926.1|DSUB	LOC119075230|XP_037037515.1|BCOP
OG0008071	LOC117903566|XP_034671665.1|DSUB	LOC119075914|XP_037038394.1|BCOP
OG0008072	LOC117889582|XP_034649879.1|DSUB	LOC119074319|XP_037036272.1|BCOP
OG0008073	LOC117902694|XP_034670130.1|DSUB	LOC119076456|XP_037039117.1|BCOP
OG0008074	LOC117898238|XP_034663372.1|DSUB	LOC119083047|XP_037048566.1|BCOP
OG0008075	LOC117890449|XP_034651178.1|DSUB	LOC119071751|XP_037032681.1|BCOP
OG0008076	LOC117903459|XP_034671387.1|DSUB	LOC119084159|XP_037049906.1|BCOP
OG0008077	LOC117898650|XP_034664112.1|DSUB	LOC119077912|XP_037041182.1|BCOP
OG0008078	LOC117903242|XP_034671039.1|DSUB	LOC119084431|XP_037050305.1|BCOP
OG0008079	LOC117891313|XP_034652621.1|DSUB	LOC119084119|XP_037049867.1|BCOP
OG0008080	LOC117903810|XP_034672141.1|DSUB	LOC119082210|XP_037047553.1|BCOP
OG0008081	LOC117903557|XP_034671652.1|DSUB	LOC119078098|XP_037041458.1|BCOP
OG0008082	LOC117896880|XP_034661300.1|DSUB	LOC119085282|XP_037051531.1|BCOP
OG0008083	LOC117899633|XP_034665681.1|DSUB	LOC119078370|XP_037041803.1|BCOP
OG0008084	LOC117896993|XP_034661441.1|DSUB	LOC119079547|XP_037043430.1|BCOP
OG0008085	LOC117896025|XP_034659924.1|DSUB	LOC119074978|XP_037037275.1|BCOP
OG0008086	LOC117898810|XP_034664353.1|DSUB	LOC119075172|XP_037037463.1|BCOP
OG0008087	LOC117903325|XP_034671159.1|DSUB	LOC119076896|XP_037039800.1|BCOP
OG0008088	LOC117903335|XP_034671173.1|DSUB	LOC119073524|XP_037034956.1|BCOP
OG0008089	LOC117894687|XP_034657757.1|DSUB	LOC119072334|XP_037033417.1|BCOP
OG0008090	LOC117903621|XP_034671770.1|DSUB	LOC119067478|XP_037026375.1|BCOP
OG0008091	LOC117897033|XP_034661503.1|DSUB	LOC119074790|XP_037036970.1|BCOP
OG0008092	LOC117896733|XP_034661088.1|DSUB	LOC119077582|XP_037040685.1|BCOP
OG0008093	LOC117889592|XP_034649894.1|DSUB	LOC119068635|XP_037028196.1|BCOP
OG0008095	LOC117899321|XP_034665143.1|DSUB	LOC119070888|XP_037031304.1|BCOP
OG0008096	LOC117903106|XP_034670820.1|DSUB	LOC119072735|XP_037033909.1|BCOP
OG0008097	LOC117892190|XP_034654173.1|DSUB	LOC119069803|XP_037029853.1|BCOP
OG0008098	LOC117894854|XP_034658000.1|DSUB	LOC119084426|XP_037050298.1|BCOP
OG0008099	LOC117894690|XP_034657759.1|DSUB	LOC119075192|XP_037037478.1|BCOP
OG0008100	LOC117896838|XP_034661248.1|DSUB	LOC119082207|XP_037047541.1|BCOP
OG0008101	LOC117891393|XP_034652769.1|DSUB	LOC119079961|XP_037043969.1|BCOP
OG0008102	LOC117895986|XP_034659862.1|DSUB	LOC119083990|XP_037049702.1|BCOP
OG0008103	LOC117891141|XP_034652296.1|DSUB	LOC119070004|XP_037030155.1|BCOP
OG0008104	LOC117895836|XP_034659669.1|DSUB	LOC119074909|XP_037037151.1|BCOP
OG0008105	LOC117899188|XP_034664941.1|DSUB	LOC119076036|XP_037038550.1|BCOP
OG0008106	LOC117894314|XP_034657176.1|DSUB	LOC119074355|XP_037036355.1|BCOP
OG0008108	LOC117903842|XP_034672193.1|DSUB	LOC119081955|XP_037047145.1|BCOP
OG0008109	LOC117903174|XP_034670910.1|DSUB	LOC119076140|XP_037038709.1|BCOP
OG0008110	LOC117901615|XP_034668339.1|DSUB	LOC119076093|XP_037038643.1|BCOP
OG0008111	LOC117900038|XP_034666159.1|DSUB	LOC119074576|XP_037036701.1|BCOP
OG0008112	LOC117903745|XP_034672026.1|DSUB	LOC119074551|XP_037036621.1|BCOP
OG0008113	LOC117903593|XP_034671708.1|DSUB	LOC119074688|XP_037036867.1|BCOP
OG0008114	LOC117903592|XP_034671707.1|DSUB	LOC119074677|XP_037036856.1|BCOP
OG0008115	LOC117903381|XP_034671253.1|DSUB	LOC119074557|XP_037036650.1|BCOP
OG0008116	LOC117896133|XP_034660092.1|DSUB	LOC119074564|XP_037036678.1|BCOP
OG0008117	LOC117903134|XP_034670865.1|DSUB	LOC119077955|XP_037041219.1|BCOP
OG0008118	LOC117901352|XP_034667995.1|DSUB	LOC119075159|XP_037037450.1|BCOP
OG0008119	LOC117897727|XP_034662648.1|DSUB	LOC119074475|XP_037036511.1|BCOP
OG0008120	LOC117903133|XP_034670857.1|DSUB	LOC119085119|XP_037051276.1|BCOP
OG0008121	LOC117890167|XP_034650756.1|DSUB	LOC119080235|XP_037044380.1|BCOP
OG0008122	LOC117893703|XP_034656489.1|DSUB	LOC119077862|XP_037041093.1|BCOP
OG0008123	LOC117903685|XP_034671914.1|DSUB	LOC119074917|XP_037037201.1|BCOP
OG0008124	LOC117890908|XP_034651916.1|DSUB	LOC119074922|XP_037037208.1|BCOP
OG0008125	LOC117889622|XP_034649961.1|DSUB	LOC119076112|XP_037038707.1|BCOP
OG0008126	LOC117903867|XP_034672248.1|DSUB	LOC119073962|XP_037035799.1|BCOP
OG0008127	LOC117903404|XP_034671289.1|DSUB	LOC119074403|XP_037036420.1|BCOP
OG0008128	LOC117900499|XP_034666783.1|DSUB	LOC119074415|XP_037036439.1|BCOP
OG0008129	LOC117890325|XP_034651016.1|DSUB	LOC119076565|XP_037039248.1|BCOP
OG0008130	LOC117903207|XP_034670985.1|DSUB	LOC119085975|XP_037052437.1|BCOP
OG0008131	LOC117897487|XP_034662267.1|DSUB	LOC119083014|XP_037048546.1|BCOP
OG0008132	LOC117897832|XP_034662785.1|DSUB	LOC119077750|XP_037040953.1|BCOP
OG0008133	LOC117892413|XP_034654538.1|DSUB	LOC119076058|XP_037038589.1|BCOP
OG0008134	LOC117903848|XP_034672197.1|DSUB	LOC119076012|XP_037038495.1|BCOP
OG0008135	LOC117898369|XP_034663598.1|DSUB	LOC119076742|XP_037039582.1|BCOP
OG0008136	LOC117902426|XP_034669677.1|DSUB	LOC119075283|XP_037037565.1|BCOP
OG0008137	LOC117896474|XP_034660704.1|DSUB	LOC119076042|XP_037038563.1|BCOP
OG0008138	LOC117894511|XP_034657511.1|DSUB	LOC119069965|XP_037030099.1|BCOP
OG0008139	LOC117889929|XP_034650348.1|DSUB	LOC119066868|XP_037025437.1|BCOP
OG0008140	LOC117889623|XP_034649962.1|DSUB, LOC117889627|XP_034649965.1|DSUB	LOC119073938|XP_037035711.1|BCOP
OG0008141	LOC117889596|XP_034649897.1|DSUB	LOC119084203|XP_037049977.1|BCOP
OG0008142	LOC117898580|XP_034664013.1|DSUB	LOC119074760|XP_037036922.1|BCOP
OG0008143	LOC117893346|XP_034655830.1|DSUB	LOC119084208|XP_037049993.1|BCOP
OG0008144	LOC117890806|XP_034651772.1|DSUB	LOC119084228|XP_037050022.1|BCOP
OG0008145	LOC117898093|XP_034663167.1|DSUB	LOC119080666|XP_037044989.1|BCOP
OG0008146	LOC117903674|XP_034649854.1|DSUB	LOC119077014|XP_037040022.1|BCOP
OG0008147	LOC117889569|XP_034654003.1|DSUB	LOC119084983|XP_037051030.1|BCOP
OG0008148	LOC117903831|XP_034672177.1|DSUB	LOC119074761|XP_037036923.1|BCOP
OG0008149	LOC117903113|XP_034670830.1|DSUB	LOC119066760|XP_037025294.1|BCOP
OG0008150	LOC117898426|XP_034663709.1|DSUB	LOC119074512|XP_037036569.1|BCOP
OG0008151	LOC117903740|XP_034671994.1|DSUB	LOC119068799|XP_037028456.1|BCOP
OG0008152	LOC117903747|XP_034672038.1|DSUB	LOC119074866|XP_037037084.1|BCOP
OG0008153	LOC117891172|XP_034652385.1|DSUB	LOC119080186|XP_037044318.1|BCOP
OG0008154	LOC117895084|XP_034658371.1|DSUB	LOC119071941|XP_037032960.1|BCOP
OG0008155	LOC117895079|XP_034658360.1|DSUB	LOC119086030|XP_037052501.1|BCOP
OG0008156	LOC117899334|XP_034665162.1|DSUB	LOC119070003|XP_037030154.1|BCOP
OG0008157	LOC117896216|XP_034660241.1|DSUB	LOC119077044|XP_037040069.1|BCOP
OG0008158	LOC117903546|XP_034671628.1|DSUB	LOC119071049|XP_037031551.1|BCOP
OG0008159	LOC117895879|XP_034659772.1|DSUB	LOC119074215|XP_037036110.1|BCOP
OG0008160	LOC117890482|XP_034651241.1|DSUB	LOC119071538|XP_037032318.1|BCOP
OG0008161	LOC117903518|XP_034671523.1|DSUB	LOC119077047|XP_037040074.1|BCOP
OG0008162	LOC117903391|XP_034671268.1|DSUB	LOC119067759|XP_037026787.1|BCOP
OG0008163	LOC117895492|XP_034659079.1|DSUB	LOC119072459|XP_037033577.1|BCOP
OG0008164	LOC117903605|XP_034671747.1|DSUB	LOC119074604|XP_037036751.1|BCOP
OG0008165	LOC117903042|XP_034670670.1|DSUB	LOC119076032|XP_037038544.1|BCOP
OG0008166	LOC117903046|XP_034670674.1|DSUB	LOC119076110|XP_037038665.1|BCOP
OG0008167	LOC117903135|XP_034670862.1|DSUB	LOC119074951|XP_037037235.1|BCOP
OG0008168	LOC117903127|XP_034670847.1|DSUB	LOC119072326|XP_037033446.1|BCOP
OG0008169	LOC117903821|XP_034672162.1|DSUB	LOC119067583|XP_037026577.1|BCOP
OG0008170	LOC117891345|XP_034652667.1|DSUB	LOC119070978|XP_037031456.1|BCOP
OG0008171	LOC117903440|XP_034671363.1|DSUB	LOC119081639|XP_037046606.1|BCOP
OG0008172	LOC117896688|XP_034661030.1|DSUB	LOC119071532|XP_037032310.1|BCOP
OG0008173	LOC117901982|XP_034668882.1|DSUB	LOC119080692|XP_037045033.1|BCOP
OG0008174	LOC117891153|XP_034652299.1|DSUB	LOC119086007|XP_037052479.1|BCOP
OG0008175	LOC117893835|XP_034656493.1|DSUB	LOC119067740|XP_037026766.1|BCOP
OG0008176	LOC117903120|XP_034670838.1|DSUB	LOC119074810|XP_037036989.1|BCOP
OG0008177	LOC117903083|XP_034670778.1|DSUB	LOC119068603|XP_037028153.1|BCOP
OG0008178	LOC117892142|XP_034654075.1|DSUB	LOC119070245|XP_037030412.1|BCOP
OG0008179	LOC117900338|XP_034666571.1|DSUB	LOC119073841|XP_037035570.1|BCOP
OG0008180	LOC117903616|XP_034671763.1|DSUB	LOC119084027|XP_037049743.1|BCOP
OG0008181	LOC117903618|XP_034671765.1|DSUB	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC117892300|XP_034654336.1|DSUB	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC117896180|XP_034660155.1|DSUB	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC117892391|XP_034654498.1|DSUB	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC117892398|XP_034654505.1|DSUB	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC117902090|XP_034669077.1|DSUB	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC117901888|XP_034668741.1|DSUB	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC117903780|XP_034672096.1|DSUB	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC117897845|XP_034662806.1|DSUB	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC117903473|XP_034671419.1|DSUB	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC117900806|XP_034667184.1|DSUB	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC117892644|XP_034654889.1|DSUB	LOC119085314|XP_037051587.1|BCOP
OG0008196	LOC117892492|XP_034654649.1|DSUB	LOC119071671|XP_037032545.1|BCOP
OG0008197	LOC117894154|XP_034656941.1|DSUB	LOC119066775|XP_037025325.1|BCOP
OG0008198	LOC117903343|XP_034671182.1|DSUB	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC117893854|XP_034656515.1|DSUB	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC117890564|XP_034651389.1|DSUB	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC117895076|XP_034658356.1|DSUB	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC117894844|XP_034657985.1|DSUB	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC117895283|XP_034658710.1|DSUB	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC117903678|XP_034671907.1|DSUB	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC117903362|XP_034671208.1|DSUB	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC117895827|XP_034659655.1|DSUB	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC117893106|XP_034655430.1|DSUB	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC117900367|XP_034666606.1|DSUB	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC117901484|XP_034668143.1|DSUB	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC117893878|XP_034656541.1|DSUB	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC117897679|XP_034662584.1|DSUB	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC117894712|XP_034657826.1|DSUB	LOC119071001|XP_037031490.1|BCOP
OG0008216	LOC117894772|XP_034657887.1|DSUB	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC117903213|XP_034670994.1|DSUB	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC117891600|XP_034653024.1|DSUB	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC117903664|XP_034671876.1|DSUB	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC117903824|XP_034672164.1|DSUB	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC117902708|XP_034670153.1|DSUB	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC117893004|XP_034655251.1|DSUB	LOC119072303|XP_037033384.1|BCOP
OG0008223	LOC117893212|XP_034655631.1|DSUB	LOC119081765|XP_037046854.1|BCOP
OG0008224	LOC117894645|XP_034657708.1|DSUB	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC117903327|XP_034671161.1|DSUB	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC117898968|XP_034664603.1|DSUB	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC117898130|XP_034663215.1|DSUB	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC117897715|XP_034662629.1|DSUB	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC117896691|XP_034661032.1|DSUB	LOC119074414|XP_037036438.1|BCOP
OG0008233	LOC117902317|XP_034669495.1|DSUB	LOC119080068|XP_037044178.1|BCOP
OG0008234	LOC117891967|XP_034653731.1|DSUB	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP
OG0008235	LOC117890087|XP_034650640.1|DSUB	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC117892662|XP_034654940.1|DSUB	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC117895695|XP_034659432.1|DSUB	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC117893374|XP_034655859.1|DSUB	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC117891630|XP_034653063.1|DSUB	LOC119079888|XP_037043866.1|BCOP
OG0008243	LOC117892542|XP_034654742.1|DSUB	LOC119084712|XP_037050689.1|BCOP
OG0008244	LOC117899143|XP_034664841.1|DSUB	LOC119077545|XP_037040653.1|BCOP
OG0008245	LOC117890245|XP_034650883.1|DSUB	LOC119066604|XP_037025062.1|BCOP
OG0008246	LOC117890550|XP_034651371.1|DSUB	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC117899545|XP_034665518.1|DSUB	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC117896575|XP_034660867.1|DSUB	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC117899957|XP_034666002.1|DSUB	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC117900547|XP_034666841.1|DSUB	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC117903364|XP_034671215.1|DSUB	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC117895229|XP_034658617.1|DSUB	LOC119070326|XP_037030490.1|BCOP
OG0008272	LOC117903534|XP_034671604.1|DSUB	LOC119067290|XP_037026075.1|BCOP
OG0008273	LOC117898134|XP_034663219.1|DSUB	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC117903062|XP_034670707.1|DSUB	LOC119067576|XP_037026556.1|BCOP
OG0008276	LOC117891416|XP_034652763.1|DSUB	LOC119067757|XP_037026784.1|BCOP
OG0008277	LOC117903480|XP_034671427.1|DSUB	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC117902308|XP_034669480.1|DSUB	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC117903888|XP_034672278.1|DSUB	LOC119082228|XP_037047581.1|BCOP
OG0008280	LOC117903891|XP_034672284.1|DSUB	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC117898772|XP_034664300.1|DSUB	LOC119082635|XP_037048100.1|BCOP
OG0008282	LOC117894922|XP_034658160.1|DSUB	LOC119067575|XP_037026555.1|BCOP
OG0008283	LOC117903424|XP_034671330.1|DSUB	LOC119069528|XP_037029497.1|BCOP
