Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0008033	LOC115766109|XP_030565789.1|DNOV	LOC6052405|XP_038114919.1|CQUI
OG0008034	LOC115765407|XP_030564806.1|DNOV	LOC6041793|XP_038115494.1|CQUI
OG0008035	LOC115765091|XP_030564335.1|DNOV	LOC6049307|XP_038116661.1|CQUI
OG0008036	LOC115766175|XP_030565878.1|DNOV	LOC6045172|XP_001862570.2|CQUI
OG0008037	LOC115770948|XP_030572268.1|DNOV	LOC6045170|XP_038119848.1|CQUI
OG0008038	LOC115764250|XP_030563028.1|DNOV	LOC6043263|XP_001870909.2|CQUI
OG0008039	LOC115771685|XP_030573362.1|DNOV	LOC6034965|XP_038120008.1|CQUI
OG0008040	LOC115766112|XP_030565793.1|DNOV	LOC6034972|XP_001845228.2|CQUI
OG0008041	LOC115765344|XP_030564715.1|DNOV	LOC119768626|XP_038114749.1|CQUI
OG0008042	LOC115757723|XP_030553948.1|DNOV	LOC6039375|XP_038119277.1|CQUI
OG0008043	LOC115767961|XP_030568220.1|DNOV	LOC6039780|XP_038117949.1|CQUI
OG0008044	LOC115767589|XP_030567735.1|DNOV	LOC6039750|XP_038114650.1|CQUI
OG0008045	LOC115767052|XP_030567044.1|DNOV	LOC6053009|XP_001869171.1|CQUI
OG0008046	LOC115771928|XP_030573686.1|DNOV	LOC6053010|XP_038118033.1|CQUI
OG0008047	LOC115765682|XP_030565200.1|DNOV	LOC6051115|XP_001867599.2|CQUI
OG0008048	LOC115772084|XP_030573899.1|DNOV	LOC6052041|XP_001868374.1|CQUI
OG0008049	LOC115765654|XP_030565171.1|DNOV	LOC6051106|XP_038116096.1|CQUI
OG0008050	LOC115763704|XP_030562253.1|DNOV	LOC6052050|XP_038116029.1|CQUI
OG0008051	LOC115761705|XP_030559436.1|DNOV	LOC6032261|XP_001842898.2|CQUI
OG0008052	LOC115770601|XP_030571799.1|DNOV	LOC6035005|XP_038116646.1|CQUI
OG0008054	LOC115768002|XP_030568271.1|DNOV	LOC6051464|XP_038118609.1|CQUI
OG0008055	LOC115767087|XP_030567095.1|DNOV	LOC6050291|XP_038118625.1|CQUI
OG0008056	LOC115768442|XP_030568860.1|DNOV	LOC6043885|XP_001861467.1|CQUI
OG0008057	LOC115763641|XP_030562134.1|DNOV	LOC6041238|XP_038119483.1|CQUI
OG0008058	LOC115771775|XP_030573489.1|DNOV	LOC6052873|XP_038119490.1|CQUI
OG0008059	LOC115766218|XP_030565932.1|DNOV	LOC6040340|XP_001849744.1|CQUI
OG0008060	LOC115765780|XP_030565314.1|DNOV	LOC6040297|XP_001849725.2|CQUI
OG0008061	LOC115768130|XP_030568485.1|DNOV	LOC6043480|XP_038115764.1|CQUI
OG0008062	LOC115766441|XP_030566231.1|DNOV	LOC6043492|XP_038115765.1|CQUI
OG0008063	LOC115771714|XP_030573394.1|DNOV	LOC6047730|XP_001864749.2|CQUI
OG0008064	LOC115766299|XP_030566035.1|DNOV	LOC6046879|XP_001864008.1|CQUI
OG0008065	LOC115768028|XP_030568310.1|DNOV	LOC119769800|XP_038119379.1|CQUI
OG0008066	LOC115765223|XP_030564525.1|DNOV	LOC6047586|XP_038117585.1|CQUI
OG0008067	LOC115766841|XP_030566743.1|DNOV	LOC6045141|XP_038115156.1|CQUI
OG0008068	LOC115765397|XP_030564786.1|DNOV	LOC6036940|XP_038118171.1|CQUI
OG0008069	LOC115761393|XP_030559009.1|DNOV	LOC6039802|XP_038121863.1|CQUI
OG0008070	LOC115772085|XP_030573901.1|DNOV	LOC6054149|XP_001870114.2|CQUI
OG0008072	LOC115769121|XP_030569685.1|DNOV	LOC6051691|XP_038115837.1|CQUI
OG0008073	LOC115771346|XP_030572876.1|DNOV	LOC6039735|XP_038119216.1|CQUI
OG0008074	LOC115771310|XP_030572824.1|DNOV	LOC6039731|XP_001849283.1|CQUI
OG0008076	LOC115768781|XP_030569336.1|DNOV	LOC6046672|XP_038118071.1|CQUI
OG0008077	LOC115765628|XP_030565139.1|DNOV	LOC6046664|XP_001863832.1|CQUI
OG0008078	LOC115768289|XP_030568692.1|DNOV	LOC6046662|XP_038118082.1|CQUI
OG0008079	LOC115766423|XP_030566207.1|DNOV	LOC6048017|XP_038118080.1|CQUI
OG0008080	LOC115767987|XP_030568246.1|DNOV	LOC6032504|XP_038116217.1|CQUI
OG0008081	LOC115768489|XP_030568931.1|DNOV	LOC6032507|XP_001843095.2|CQUI
OG0008082	LOC115768908|XP_030569494.1|DNOV	LOC6052669|XP_001868898.1|CQUI
OG0008083	LOC115763698|XP_030562245.1|DNOV	LOC6032540|XP_038118931.1|CQUI
OG0008084	LOC115771650|XP_030573316.1|DNOV	LOC6042556|XP_038116767.1|CQUI
OG0008085	LOC115771906|XP_030573656.1|DNOV	LOC6054112|XP_038121522.1|CQUI
OG0008086	LOC115763809|XP_030562413.1|DNOV	LOC6039526|XP_038118788.1|CQUI
OG0008087	LOC115764388|XP_030563216.1|DNOV	LOC6043451|XP_038115976.1|CQUI
OG0008088	LOC115766358|XP_030566118.1|DNOV	LOC6045555|XP_001862907.2|CQUI
OG0008089	LOC115769863|XP_030570721.1|DNOV	LOC119768910|XP_038116627.1|CQUI
OG0008091	LOC115764086|XP_030562797.1|DNOV	LOC6040157|XP_038119317.1|CQUI
OG0008092	LOC115763676|XP_030562208.1|DNOV	LOC6044869|XP_038118475.1|CQUI
OG0008093	LOC115766830|XP_030566728.1|DNOV	LOC6041570|XP_001850815.2|CQUI
OG0008094	LOC115760202|XP_030557295.1|DNOV	LOC6041571|XP_001850816.2|CQUI
OG0008095	LOC115767931|XP_030568163.1|DNOV	LOC6039222|XP_001848863.2|CQUI
OG0008096	LOC115767545|XP_030567687.1|DNOV	LOC6039219|XP_001848860.2|CQUI
OG0008097	LOC115767310|XP_030567408.1|DNOV	LOC6039217|XP_001848858.2|CQUI
OG0008099	LOC115770128|XP_030571121.1|DNOV	LOC6032736|XP_001843283.2|CQUI
OG0008100	LOC115770640|XP_030571847.1|DNOV	LOC6032750|XP_038115736.1|CQUI
OG0008101	LOC115765148|XP_030564411.1|DNOV	LOC6032761|XP_038122358.1|CQUI
OG0008102	LOC115770703|XP_030571958.1|DNOV	LOC6033832|XP_038116232.1|CQUI
OG0008103	LOC115768052|XP_030568351.1|DNOV	LOC6033819|XP_001844214.2|CQUI
OG0008104	LOC115768106|XP_030568473.1|DNOV	LOC6037762|XP_001847642.2|CQUI
OG0008105	LOC115761633|XP_030559323.1|DNOV	LOC6037756|XP_038119612.1|CQUI
OG0008106	LOC115771462|XP_030573040.1|DNOV	LOC6040843|XP_001850178.1|CQUI
OG0008107	LOC115766083|XP_030565749.1|DNOV	LOC6040821|XP_038119005.1|CQUI
OG0008108	LOC115768001|XP_030568270.1|DNOV	LOC6035845|XP_038114606.1|CQUI
OG0008109	LOC115766470|XP_030566274.1|DNOV	LOC6035831|XP_001845951.1|CQUI
OG0008110	LOC115767551|XP_030567693.1|DNOV	LOC6034009|XP_038118709.1|CQUI
OG0008111	LOC115768162|XP_030568518.1|DNOV	LOC6034013|XP_038120365.1|CQUI
OG0008112	LOC115767297|XP_030567389.1|DNOV	LOC6034014|XP_038114798.1|CQUI
OG0008113	LOC115767375|XP_030567494.1|DNOV	LOC6034017|XP_001844403.2|CQUI
OG0008114	LOC115767374|XP_030567493.1|DNOV	LOC6034018|XP_001844404.1|CQUI
OG0008115	LOC115765232|XP_030564544.1|DNOV	LOC6034019|XP_038122089.1|CQUI
OG0008116	LOC115765266|XP_030564613.1|DNOV	LOC6034023|XP_038120223.1|CQUI
OG0008118	LOC115768353|XP_030568777.1|DNOV	LOC6049668|XP_001866389.2|CQUI
OG0008119	LOC115769010|XP_030569581.1|DNOV	LOC6049667|XP_001866388.1|CQUI
OG0008120	LOC115768479|XP_030568917.1|DNOV	LOC6049659|XP_001866382.1|CQUI
OG0008121	LOC115766533|XP_030566360.1|DNOV	LOC6049660|XP_038122105.1|CQUI
OG0008122	LOC115768021|XP_030568298.1|DNOV	LOC6041874|XP_038122106.1|CQUI
OG0008123	LOC115768516|XP_030568962.1|DNOV	LOC6041872|XP_001851071.2|CQUI
OG0008124	LOC115766859|XP_030566778.1|DNOV	LOC6041861|XP_038122108.1|CQUI
OG0008125	LOC115768018|XP_030568291.1|DNOV	LOC6041864|XP_001851063.2|CQUI
OG0008126	LOC115768918|XP_030569510.1|DNOV	LOC6041883|XP_038119826.1|CQUI
OG0008127	LOC115768007|XP_030568276.1|DNOV	LOC119768736|XP_038115541.1|CQUI
OG0008128	LOC115767994|XP_030568256.1|DNOV	LOC119769820|XP_038119433.1|CQUI
OG0008129	LOC115768362|XP_030568790.1|DNOV	LOC6047952|XP_038119726.1|CQUI
OG0008130	LOC115766455|XP_030566247.1|DNOV	LOC6047947|XP_001864935.1|CQUI
OG0008131	LOC115767230|XP_030567289.1|DNOV	LOC6053025|XP_038115708.1|CQUI
OG0008132	LOC115770600|XP_030571797.1|DNOV	LOC6045455|XP_038120630.1|CQUI
OG0008136	LOC115768556|XP_030569025.1|DNOV	LOC6053318|XP_038112917.1|CQUI
OG0008137	LOC115767790|XP_030567982.1|DNOV	LOC6045835|XP_038114247.1|CQUI
OG0008138	LOC115762663|XP_030560831.1|DNOV	LOC6031523|XP_001842312.2|CQUI
OG0008139	LOC115765177|XP_030564457.1|DNOV	LOC6031520|XP_001842310.2|CQUI
OG0008140	LOC115768036|XP_030568318.1|DNOV	LOC6031516|XP_038109998.1|CQUI
OG0008141	LOC115771366|XP_030572910.1|DNOV	LOC6031514|XP_038109991.1|CQUI
OG0008142	LOC115768156|XP_030568511.1|DNOV	LOC6031511|XP_038110052.1|CQUI
OG0008143	LOC115763306|XP_030561660.1|DNOV	LOC6031505|XP_038108403.1|CQUI
OG0008144	LOC115762478|XP_030560562.1|DNOV	LOC6031503|XP_001842293.1|CQUI
OG0008145	LOC115768584|XP_030569089.1|DNOV	LOC6031483|XP_038109700.1|CQUI
OG0008146	LOC115767235|XP_030567296.1|DNOV	LOC6031480|XP_001842280.1|CQUI
OG0008147	LOC115767205|XP_030567257.1|DNOV	LOC6031475|XP_038109031.1|CQUI
OG0008148	LOC115768736|XP_030569279.1|DNOV	LOC6041147|XP_038106453.1|CQUI
OG0008149	LOC115766857|XP_030566773.1|DNOV	LOC6036872|XP_038110245.1|CQUI
OG0008150	LOC115768314|XP_030568723.1|DNOV	LOC6036876|XP_001846857.2|CQUI
OG0008151	LOC115768172|XP_030568530.1|DNOV	LOC6036877|XP_038109047.1|CQUI
OG0008152	LOC115767279|XP_030567371.1|DNOV	LOC6036879|XP_038106435.1|CQUI
OG0008153	LOC115760930|XP_030558364.1|DNOV	LOC6046820|XP_001863959.2|CQUI
OG0008154	LOC115770475|XP_030571619.1|DNOV	LOC6046822|XP_001863961.2|CQUI
OG0008155	LOC115766305|XP_030566046.1|DNOV	LOC6040057|XP_001849528.1|CQUI
OG0008156	LOC115772059|XP_030573863.1|DNOV	LOC6042519|XP_038113927.1|CQUI
OG0008157	LOC115761956|XP_030559854.1|DNOV	LOC6054198|XP_038106277.1|CQUI
OG0008158	LOC115765125|XP_030564381.1|DNOV	LOC6043549|XP_001859687.1|CQUI
OG0008159	LOC115766402|XP_030566183.1|DNOV	LOC119767662|XP_038112656.1|CQUI
OG0008160	LOC115758079|XP_030554456.1|DNOV	LOC6052203|XP_038112566.1|CQUI
OG0008161	LOC115766298|XP_030566033.1|DNOV	LOC6043515|XP_001859475.2|CQUI
OG0008162	LOC115766485|XP_030566306.1|DNOV	LOC6043497|XP_038111385.1|CQUI
OG0008163	LOC115769693|XP_030570476.1|DNOV	LOC6049606|XP_038114084.1|CQUI
OG0008164	LOC115767603|XP_030567756.1|DNOV	LOC6035966|XP_038106058.1|CQUI
OG0008165	LOC115766863|XP_030566782.1|DNOV	LOC6035978|XP_038110312.1|CQUI
OG0008166	LOC115766898|XP_030566834.1|DNOV	LOC6035979|XP_038112126.1|CQUI
OG0008167	LOC115768591|XP_030569100.1|DNOV	LOC6040769|XP_038112127.1|CQUI
OG0008168	LOC115768597|XP_030569107.1|DNOV	LOC119767658|XP_038112625.1|CQUI
OG0008169	LOC115767113|XP_030567127.1|DNOV	LOC6051637|XP_001868047.1|CQUI
OG0008170	LOC115757964|XP_030554304.1|DNOV	LOC6051632|XP_038112878.1|CQUI
OG0008171	LOC115766375|XP_030566134.1|DNOV	LOC6045075|XP_038113552.1|CQUI
OG0008172	LOC115765679|XP_030565198.1|DNOV	LOC6035710|XP_001845841.2|CQUI
OG0008173	LOC115758879|XP_030555533.1|DNOV	LOC6042635|XP_001870697.2|CQUI
OG0008174	LOC115757809|XP_030554092.1|DNOV	LOC6037696|XP_001847583.2|CQUI
OG0008175	LOC115767207|XP_030567259.1|DNOV	LOC6037734|XP_038111157.1|CQUI
OG0008176	LOC115767544|XP_030567686.1|DNOV	LOC6048244|XP_038110660.1|CQUI
OG0008177	LOC115767601|XP_030567754.1|DNOV	LOC6035926|XP_001846036.2|CQUI
OG0008178	LOC115768999|XP_030569569.1|DNOV	LOC6035924|XP_038109286.1|CQUI
OG0008179	LOC115769008|XP_030569578.1|DNOV	LOC119767663|XP_038112657.1|CQUI
OG0008180	LOC115767072|XP_030567073.1|DNOV	LOC6041404|XP_038109221.1|CQUI
OG0008181	LOC115767073|XP_030567074.1|DNOV	LOC6035913|XP_038109520.1|CQUI
OG0008182	LOC115764501|XP_030563450.1|DNOV	LOC6052173|XP_038110886.1|CQUI
OG0008183	LOC115757954|XP_030554289.1|DNOV	LOC6051249|XP_038109303.1|CQUI
OG0008184	LOC115763174|XP_030561487.1|DNOV	LOC6051852|XP_038112518.1|CQUI
OG0008185	LOC115771897|XP_030573642.1|DNOV	LOC6050741|XP_038106074.1|CQUI
OG0008186	LOC115761387|XP_030559003.1|DNOV	LOC6042907|XP_001853971.1|CQUI
OG0008187	LOC115761406|XP_030559027.1|DNOV	LOC6042908|XP_001853980.1|CQUI
OG0008188	LOC115759694|XP_030556552.1|DNOV	LOC6048573|XP_001865476.1|CQUI
OG0008189	LOC115763482|XP_030561927.1|DNOV	LOC6053364|XP_001869459.2|CQUI
OG0008190	LOC115769471|XP_030570148.1|DNOV	LOC6040363|XP_001849763.2|CQUI
OG0008191	LOC115764392|XP_030563230.1|DNOV	LOC6053985|XP_038110497.1|CQUI
OG0008192	LOC115768996|XP_030569564.1|DNOV	LOC6040373|XP_001849773.2|CQUI
OG0008193	LOC115765260|XP_030564599.1|DNOV	LOC6042949|XP_001870887.2|CQUI
OG0008194	LOC115758352|XP_030554795.1|DNOV	LOC6041666|XP_001850893.1|CQUI
OG0008195	LOC115758050|XP_030554424.1|DNOV	LOC6049362|XP_038112668.1|CQUI
OG0008196	LOC115771050|XP_030572461.1|DNOV	LOC6042923|XP_038107966.1|CQUI
OG0008197	LOC115770433|XP_030571563.1|DNOV	LOC6051714|XP_038109679.1|CQUI
OG0008198	LOC115767057|XP_030567053.1|DNOV	LOC6051718|XP_038112515.1|CQUI
OG0008199	LOC115767182|XP_030567232.1|DNOV	LOC6048569|XP_038109628.1|CQUI
OG0008200	LOC115772035|XP_030573832.1|DNOV	LOC6051842|XP_038112996.1|CQUI
OG0008201	LOC115766295|XP_030566034.1|DNOV	LOC6032304|XP_001842936.2|CQUI
OG0008202	LOC115771540|XP_030573137.1|DNOV	LOC6032305|XP_038110842.1|CQUI
OG0008203	LOC115762798|XP_030561014.1|DNOV	LOC6032342|XP_038108338.1|CQUI
OG0008204	LOC115766882|XP_030566812.1|DNOV	LOC6038332|XP_001848153.2|CQUI
OG0008205	LOC115767811|XP_030568003.1|DNOV	LOC6042380|XP_001851505.1|CQUI
OG0008206	LOC115771560|XP_030573169.1|DNOV	LOC6040189|XP_038108466.1|CQUI
OG0008207	LOC115770303|XP_030571398.1|DNOV	LOC6053105|XP_001869254.2|CQUI
OG0008208	LOC115767451|XP_030567609.1|DNOV	LOC119766934|XP_038109410.1|CQUI
OG0008209	LOC115767707|XP_030567860.1|DNOV	LOC119767727|XP_038112995.1|CQUI
OG0008210	LOC115764445|XP_030563315.1|DNOV	LOC6043823|XP_038114298.1|CQUI
OG0008211	LOC115763561|XP_030562041.1|DNOV	LOC6036086|XP_038110799.1|CQUI
OG0008212	LOC115771520|XP_030573114.1|DNOV	LOC6047576|XP_001864618.2|CQUI
OG0008213	LOC115771358|XP_030572900.1|DNOV	LOC6047567|XP_038111659.1|CQUI
OG0008214	LOC115770361|XP_030571465.1|DNOV	LOC6052256|XP_001868547.1|CQUI
OG0008215	LOC115767216|XP_030567270.1|DNOV	LOC6037437|XP_038113579.1|CQUI
OG0008216	LOC115770404|XP_030571522.1|DNOV	LOC6051907|XP_038107396.1|CQUI
OG0008217	LOC115769009|XP_030569579.1|DNOV	LOC6043105|XP_038109643.1|CQUI
OG0008218	LOC115767501|XP_030567671.1|DNOV	LOC119766985|XP_038109837.1|CQUI
OG0008219	LOC115768697|XP_030569242.1|DNOV	LOC6036718|XP_038107797.1|CQUI
OG0008220	LOC115768872|XP_030569438.1|DNOV	LOC119767055|XP_038110355.1|CQUI
OG0008221	LOC115767712|XP_030567868.1|DNOV	LOC6036699|XP_038107195.1|CQUI
OG0008222	LOC115771405|XP_030572963.1|DNOV	LOC6037653|XP_038110606.1|CQUI
OG0008223	LOC115770294|XP_030571390.1|DNOV	LOC6043283|XP_038107834.1|CQUI
OG0008224	LOC115770496|XP_030571649.1|DNOV	LOC6034548|XP_001844848.2|CQUI
OG0008225	LOC115771363|XP_030572904.1|DNOV	LOC6037198|XP_001847128.2|CQUI
OG0008226	LOC115771336|XP_030572863.1|DNOV	LOC6040543|XP_038109157.1|CQUI
OG0008227	LOC115761725|XP_030559466.1|DNOV	LOC6048864|XP_001865706.2|CQUI
OG0008228	LOC115764887|XP_030564029.1|DNOV	LOC6051155|XP_038104552.1|CQUI
OG0008229	LOC115761828|XP_030559630.1|DNOV	LOC6034731|XP_001845011.2|CQUI
OG0008230	LOC115765740|XP_030565264.1|DNOV	LOC6049544|XP_001866279.2|CQUI
OG0008232	LOC115767146|XP_030567175.1|DNOV	LOC6032466|XP_001843059.1|CQUI
OG0008235	LOC115768622|XP_030569140.1|DNOV	LOC6035866|XP_001845980.1|CQUI
OG0008236	LOC115760623|XP_030557933.1|DNOV	LOC6031521|XP_001842311.1|CQUI
OG0008237	LOC115765195|XP_030564520.1|DNOV	LOC6045923|XP_038117975.1|CQUI
OG0008238	LOC115765832|XP_030565416.1|DNOV	LOC6038248|XP_038118215.1|CQUI
OG0008239	LOC115770463|XP_030571599.1|DNOV	LOC6039427|XP_038119746.1|CQUI
OG0008240	LOC115760774|XP_030558122.1|DNOV	LOC6036408|XP_001846461.2|CQUI
OG0008243	LOC115762049|XP_030559987.1|DNOV	LOC6045556|XP_038119016.1|CQUI
OG0008246	LOC115757805|XP_030554082.1|DNOV	LOC6038872|XP_001848571.2|CQUI
OG0008266	LOC115761805|XP_030559610.1|DNOV	LOC6044327|XP_001861857.2|CQUI
OG0008267	LOC115761252|XP_030558822.1|DNOV	LOC6038206|XP_038112962.1|CQUI
OG0008268	LOC115768538|XP_030568998.1|DNOV	LOC6044316|XP_001861848.2|CQUI
OG0008269	LOC115758972|XP_030555635.1|DNOV	LOC6046422|XP_038104270.1|CQUI
OG0008270	LOC115767841|XP_030568049.1|DNOV	LOC6049035|XP_001865860.2|CQUI
OG0008271	LOC115770066|XP_030571022.1|DNOV	LOC6040427|XP_001849820.2|CQUI
OG0008273	LOC115764806|XP_030563913.1|DNOV	LOC6043382|XP_001870960.2|CQUI
OG0008274	LOC115765090|XP_030564333.1|DNOV	LOC119769255|XP_038117122.1|CQUI
OG0008275	LOC115767600|XP_030567753.1|DNOV	LOC6034310|XP_001844644.1|CQUI
OG0008276	LOC115769066|XP_030569640.1|DNOV	LOC6038193|XP_038110757.1|CQUI
OG0008277	LOC115766333|XP_030566084.1|DNOV	LOC6045723|XP_038115643.1|CQUI
OG0008278	LOC115763108|XP_030561412.1|DNOV	LOC119765336|XP_038104925.1|CQUI
OG0008279	LOC115766275|XP_030566000.1|DNOV	LOC6053144|XP_038122823.1|CQUI
OG0008280	LOC115767249|XP_030567315.1|DNOV	LOC6053143|XP_001869285.2|CQUI
OG0008281	LOC115766276|XP_030566003.1|DNOV	LOC6051384|XP_038104826.1|CQUI
OG0008283	LOC115767229|XP_030567286.1|DNOV	LOC6051733|XP_038121434.1|CQUI
OG0008284	LOC115766767|XP_030566624.1|DNOV	LOC6040454|XP_038110956.1|CQUI
OG0008285	LOC115765393|XP_030564782.1|DNOV	LOC6044205|XP_038121845.1|CQUI
OG0008288	LOC115761985|XP_030559892.1|DNOV	LOC6044373|XP_001861893.2|CQUI
OG0008289	LOC115771691|XP_030573367.1|DNOV	LOC6036968|XP_001846937.1|CQUI
OG0008290	LOC115764412|XP_030563270.1|DNOV	LOC6037943|XP_038122892.1|CQUI
OG0008291	LOC115768602|XP_030569115.1|DNOV	LOC6037940|XP_001847792.2|CQUI
OG0008292	LOC115765089|XP_030564332.1|DNOV	LOC6038464|XP_001848261.2|CQUI
OG0008297	LOC115767855|XP_030568071.1|DNOV	LOC6031435|XP_001842240.1|CQUI
OG0008298	LOC115768236|XP_030568621.1|DNOV	LOC6031446|XP_001842250.2|CQUI
OG0008299	LOC115771784|XP_030573506.1|DNOV	LOC119765233|XP_038104632.1|CQUI
OG0008300	LOC115766389|XP_030566157.1|DNOV	LOC6031436|XP_038112814.1|CQUI
OG0008301	LOC115759642|XP_030556491.1|DNOV	LOC6044476|XP_038104223.1|CQUI
OG0008302	LOC115767244|XP_030567305.1|DNOV	LOC6043997|XP_001861576.2|CQUI
OG0008305	LOC115766331|XP_030566081.1|DNOV	LOC6034806|XP_001845078.2|CQUI
OG0008306	LOC115765352|XP_030564726.1|DNOV	LOC6049177|XP_038105606.1|CQUI
OG0008307	LOC115764640|XP_030563668.1|DNOV	LOC119765357|XP_038105003.1|CQUI
OG0008309	LOC115763389|XP_030561789.1|DNOV	LOC119765531|XP_038105499.1|CQUI
OG0008310	LOC115771434|XP_030573000.1|DNOV	LOC6035545|XP_001845703.1|CQUI
OG0008312	LOC115759477|XP_030556271.1|DNOV	LOC6032572|XP_038122986.1|CQUI
OG0008313	LOC115764241|XP_030563018.1|DNOV, LOC115764350|XP_030563168.1|DNOV	LOC6032684|XP_038111162.1|CQUI
OG0008317	LOC115772101|XP_030573923.1|DNOV	LOC6046157|XP_001863396.1|CQUI
OG0008319	LOC115761131|XP_030558651.1|DNOV	LOC6040706|XP_001850060.2|CQUI
OG0008320	LOC115765209|XP_030564509.1|DNOV	LOC6040939|XP_001850267.2|CQUI
OG0008322	LOC115763956|XP_030562606.1|DNOV	LOC6033942|XP_038104002.1|CQUI
OG0008323	LOC115764933|XP_030564103.1|DNOV	LOC6040917|XP_038105035.1|CQUI
OG0008324	LOC115769054|XP_030569627.1|DNOV	LOC6040934|XP_001850262.2|CQUI
OG0008325	LOC115765198|XP_030564494.1|DNOV	LOC6035406|XP_038105843.1|CQUI
OG0008328	LOC115767583|XP_030567729.1|DNOV	LOC6043340|XP_001870939.1|CQUI
OG0008330	LOC115761041|XP_030558516.1|DNOV	LOC6030995|XP_001841848.2|CQUI
OG0008331	LOC115769391|XP_030570046.1|DNOV	LOC119770302|XP_038120853.1|CQUI
OG0008332	LOC115769754|XP_030570558.1|DNOV	LOC6037612|XP_038120445.1|CQUI
OG0008333	LOC115769380|XP_030570035.1|DNOV	LOC6037618|XP_001847508.2|CQUI
OG0008334	LOC115769378|XP_030570030.1|DNOV	LOC6037616|XP_038119071.1|CQUI
OG0008335	LOC115770522|XP_030571680.1|DNOV	LOC6042314|XP_038118988.1|CQUI
OG0008336	LOC115769834|XP_030570667.1|DNOV	LOC6051594|XP_038120689.1|CQUI
OG0008337	LOC115760846|XP_030558252.1|DNOV	LOC6041334|XP_038118641.1|CQUI
OG0008338	LOC115769345|XP_030569972.1|DNOV	LOC119770658|XP_038121885.1|CQUI
OG0008340	LOC115761098|XP_030558584.1|DNOV	LOC6036266|XP_038115840.1|CQUI
OG0008341	LOC115762917|XP_030561157.1|DNOV	LOC6040212|XP_001849658.1|CQUI
OG0008342	LOC115771083|XP_030572495.1|DNOV	LOC119769734|XP_038119149.1|CQUI
OG0008344	LOC115767140|XP_030567165.1|DNOV	LOC6050301|XP_001866933.2|CQUI
OG0008345	LOC115771016|XP_030572397.1|DNOV	LOC6046555|XP_038121015.1|CQUI
OG0008346	LOC115769157|XP_030569712.1|DNOV	LOC6051393|XP_038120652.1|CQUI
OG0008347	LOC115759270|XP_030556032.1|DNOV	LOC6051394|XP_001867840.1|CQUI
OG0008350	LOC115764275|XP_030563060.1|DNOV	LOC6034574|XP_001844871.2|CQUI
OG0008351	LOC115767640|XP_030567788.1|DNOV	LOC6040245|XP_038115934.1|CQUI
OG0008352	LOC115762613|XP_030560771.1|DNOV	LOC6042338|XP_001851466.2|CQUI
OG0008353	LOC115771293|XP_030572778.1|DNOV	LOC6043788|XP_001861385.1|CQUI
OG0008354	LOC115764235|XP_030563010.1|DNOV	LOC6054811|XP_001870994.1|CQUI
OG0008355	LOC115771443|XP_030573017.1|DNOV	LOC6030959|XP_038118958.1|CQUI
OG0008357	LOC115766177|XP_030565880.1|DNOV	LOC6051788|XP_038110713.1|CQUI
OG0008361	LOC115763515|XP_030561973.1|DNOV	LOC119766649|XP_038107696.1|CQUI
OG0008362	LOC115767757|XP_030567935.1|DNOV	LOC6052358|XP_001868647.2|CQUI
OG0008364	LOC115769982|XP_030570907.1|DNOV	LOC119767100|XP_038110666.1|CQUI
OG0008365	LOC115757697|XP_030553904.1|DNOV	LOC6041413|XP_038108206.1|CQUI
OG0008366	LOC115761282|XP_030558863.1|DNOV	LOC6046460|XP_001863653.2|CQUI
OG0008367	LOC115767043|XP_030567032.1|DNOV	LOC6051478|XP_038113152.1|CQUI
OG0008368	LOC115763146|XP_030561456.1|DNOV	LOC6043202|XP_038113208.1|CQUI
OG0008369	LOC115771312|XP_030572826.1|DNOV	LOC6031370|XP_001842181.2|CQUI
OG0008370	LOC115760395|XP_030557554.1|DNOV	LOC6037375|XP_001847296.2|CQUI
OG0008371	LOC115765596|XP_030565106.1|DNOV	LOC6043734|XP_001861354.2|CQUI
OG0008372	LOC115770510|XP_030571673.1|DNOV	LOC6044594|XP_001862085.1|CQUI
OG0008373	LOC115759922|XP_030556916.1|DNOV	LOC6031957|XP_038107885.1|CQUI
OG0008374	LOC115758824|XP_030555460.1|DNOV	LOC6043304|XP_038108453.1|CQUI
OG0008375	LOC115768539|XP_030569000.1|DNOV	LOC6050864|XP_001867389.2|CQUI
OG0008376	LOC115758435|XP_030554950.1|DNOV	LOC6036652|XP_038109154.1|CQUI
OG0008380	LOC115763188|XP_030561506.1|DNOV	LOC6052823|XP_038109155.1|CQUI
OG0008383	LOC115759933|XP_030556931.1|DNOV	LOC6044235|XP_001861773.1|CQUI
OG0008385	LOC115760219|XP_030557332.1|DNOV	LOC6031883|XP_038111812.1|CQUI
OG0008386	LOC115766370|XP_030566129.1|DNOV	LOC6039096|XP_038110571.1|CQUI
OG0008388	LOC115763332|XP_030561697.1|DNOV	LOC6034884|XP_001845152.1|CQUI
OG0008389	LOC115759991|XP_030557004.1|DNOV	LOC6033320|XP_038112407.1|CQUI
OG0008390	LOC115758883|XP_030555538.1|DNOV	LOC6049409|XP_001866178.1|CQUI
OG0008391	LOC115758794|XP_030555427.1|DNOV	LOC6047486|XP_001864536.1|CQUI
OG0008393	LOC115770277|XP_030571362.1|DNOV	LOC6046083|XP_038118446.1|CQUI
OG0008394	LOC115769347|XP_030569975.1|DNOV	LOC6045979|XP_001863254.2|CQUI
