Orthogroup	DNOV.longest_only	CCAP.longest_only
OG0006851	LOC115771202|XP_030572659.1|DNOV	CCAP1982_LOCUS11230|CAD7002756.1|CCAP
OG0006852	LOC115761287|XP_030558874.1|DNOV	CCAP1982_LOCUS21610|CAD7013551.1|CCAP
OG0006853	LOC115762898|XP_030561132.1|DNOV	CCAP1982_LOCUS11843|CAD7003384.1|CCAP
OG0006854	LOC115761015|XP_030558489.1|DNOV	CCAP1982_LOCUS22284|CAD7014281.1|CCAP
OG0006855	LOC115770357|XP_030571458.1|DNOV	CCAP1982_LOCUS10776|CAD7002281.1|CCAP
OG0006856	LOC115760804|XP_030558163.1|DNOV	CCAP1982_LOCUS22764|CAD7014795.1|CCAP
OG0006857	LOC115762308|XP_030560334.1|DNOV	CCAP1982_LOCUS21317|CAD7013246.1|CCAP
OG0006858	LOC115770403|XP_030571525.1|DNOV	CCAP1982_LOCUS10960|CAD7002471.1|CCAP
OG0006859	LOC115760634|XP_030557947.1|DNOV	CCAP1982_LOCUS22323|CAD7014325.1|CCAP
OG0006861	LOC115762171|XP_030560147.1|DNOV	CCAP1982_LOCUS21574|CAD7013514.1|CCAP
OG0006862	LOC115770408|XP_030571527.1|DNOV	CCAP1982_LOCUS10905|CAD7002413.1|CCAP
OG0006864	LOC115760692|XP_030558020.1|DNOV	CCAP1982_LOCUS23199|CAD7015250.1|CCAP
OG0006865	LOC115772009|XP_030573800.1|DNOV	CCAP1982_LOCUS3034|CAD6994273.1|CCAP
OG0006866	LOC115762145|XP_030560117.1|DNOV	CCAP1982_LOCUS22599|CAD7014606.1|CCAP
OG0006867	LOC115761136|XP_030558656.1|DNOV	CCAP1982_LOCUS22612|CAD7014621.1|CCAP
OG0006868	LOC115761135|XP_030558654.1|DNOV	CCAP1982_LOCUS22611|CAD7014620.1|CCAP, CCAP1982_LOCUS22610|CAD7014619.1|CCAP
OG0006869	LOC115760520|XP_030557748.1|DNOV	CCAP1982_LOCUS21592|CAD7013533.1|CCAP
OG0006871	LOC115765017|XP_030564234.1|DNOV	CCAP1982_LOCUS22386|CAD7014392.1|CCAP
OG0006872	LOC115759301|XP_030556067.1|DNOV	CCAP1982_LOCUS21203|CAD7013131.1|CCAP
OG0006873	LOC115757984|XP_030554337.1|DNOV	CCAP1982_LOCUS22163|CAD7014157.1|CCAP
OG0006874	LOC115759307|XP_030556072.1|DNOV	CCAP1982_LOCUS5573|CAD6996900.1|CCAP
OG0006875	LOC115760128|XP_030557187.1|DNOV	CCAP1982_LOCUS8282|CAD6999759.1|CCAP
OG0006876	LOC115771149|XP_030572585.1|DNOV	CCAP1982_LOCUS20496|CAD7012409.1|CCAP
OG0006877	LOC115765929|XP_030565534.1|DNOV	CCAP1982_LOCUS21126|CAD7013044.1|CCAP
OG0006878	LOC115758562|XP_030555130.1|DNOV	CCAP1982_LOCUS5602|CAD6996932.1|CCAP
OG0006879	LOC115762277|XP_030560299.1|DNOV	CCAP1982_LOCUS21394|CAD7013324.1|CCAP
OG0006880	LOC115758404|XP_030554912.1|DNOV	CCAP1982_LOCUS6974|CAD6998374.1|CCAP
OG0006881	LOC115763471|XP_030561916.1|DNOV	CCAP1982_LOCUS5325|CAD6996641.1|CCAP
OG0006882	LOC115763002|XP_030561255.1|DNOV	CCAP1982_LOCUS23304|CAD7015359.1|CCAP
OG0006883	LOC115758453|XP_030554981.1|DNOV	CCAP1982_LOCUS6145|CAD6997506.1|CCAP
OG0006884	LOC115763454|XP_030561885.1|DNOV	CCAP1982_LOCUS5398|CAD6996715.1|CCAP
OG0006885	LOC115759277|XP_030556038.1|DNOV	CCAP1982_LOCUS7946|CAD6999421.1|CCAP
OG0006886	LOC115761706|XP_030559438.1|DNOV	CCAP1982_LOCUS4026|CAD6995307.1|CCAP
OG0006888	LOC115759924|XP_030556921.1|DNOV	CCAP1982_LOCUS5625|CAD6996958.1|CCAP
OG0006890	LOC115768568|XP_030569052.1|DNOV	CCAP1982_LOCUS7413|CAD6998865.1|CCAP
OG0006891	LOC115760200|XP_030557293.1|DNOV	CCAP1982_LOCUS7414|CAD6998866.1|CCAP
OG0006892	LOC115765870|XP_030565467.1|DNOV	CCAP1982_LOCUS8684|CAD7000191.1|CCAP
OG0006893	LOC115758375|XP_030554829.1|DNOV	CCAP1982_LOCUS8688|CAD7000195.1|CCAP
OG0006894	LOC115758374|XP_030554827.1|DNOV	CCAP1982_LOCUS8689|CAD7000196.1|CCAP
OG0006897	LOC115763477|XP_030561922.1|DNOV	CCAP1982_LOCUS7852|CAD6999325.1|CCAP
OG0006898	LOC115760129|XP_030557188.1|DNOV	CCAP1982_LOCUS7032|CAD6998432.1|CCAP
OG0006899	LOC115758477|XP_030555014.1|DNOV	CCAP1982_LOCUS6975|CAD6998375.1|CCAP
OG0006900	LOC115771365|XP_030572909.1|DNOV	CCAP1982_LOCUS7278|CAD6998721.1|CCAP
OG0006901	LOC115759186|XP_030555922.1|DNOV	CCAP1982_LOCUS8472|CAD6999965.1|CCAP
OG0006903	LOC115765016|XP_030564230.1|DNOV	CCAP1982_LOCUS2497|CAD6993691.1|CCAP
OG0006905	LOC115758529|XP_030555080.1|DNOV	CCAP1982_LOCUS7299|CAD6998744.1|CCAP
OG0006906	LOC115758668|XP_030555271.1|DNOV	CCAP1982_LOCUS7285|CAD6998730.1|CCAP
OG0006907	LOC115768534|XP_030568983.1|DNOV	CCAP1982_LOCUS8331|CAD6999819.1|CCAP
OG0006908	LOC115758452|XP_030554980.1|DNOV	CCAP1982_LOCUS5438|CAD6996759.1|CCAP
OG0006909	LOC115759725|XP_030556604.1|DNOV	CCAP1982_LOCUS5631|CAD6996965.1|CCAP
OG0006910	LOC115763379|XP_030561776.1|DNOV	CCAP1982_LOCUS5520|CAD6996844.1|CCAP
OG0006911	LOC115766388|XP_030566153.1|DNOV	CCAP1982_LOCUS9322|CAD7000848.1|CCAP
OG0006912	LOC115763447|XP_030561876.1|DNOV	CCAP1982_LOCUS5534|CAD6996858.1|CCAP
OG0006913	LOC115759776|XP_030556702.1|DNOV	CCAP1982_LOCUS7868|CAD6999341.1|CCAP
OG0006914	LOC115771392|XP_030572938.1|DNOV	CCAP1982_LOCUS13879|CAD7005519.1|CCAP
OG0006915	LOC115758820|XP_030555457.1|DNOV	CCAP1982_LOCUS12890|CAD7004486.1|CCAP
OG0006916	LOC115758342|XP_030554776.1|DNOV	CCAP1982_LOCUS6608|CAD6997992.1|CCAP
OG0006917	LOC115763317|XP_030561673.1|DNOV	CCAP1982_LOCUS6276|CAD6997643.1|CCAP
OG0006918	LOC115763367|XP_030561754.1|DNOV	CCAP1982_LOCUS6219|CAD6997580.1|CCAP
OG0006921	LOC115760328|XP_030557474.1|DNOV	CCAP1982_LOCUS8766|CAD7000276.1|CCAP
OG0006922	LOC115763510|XP_030561967.1|DNOV	CCAP1982_LOCUS5501|CAD6996828.1|CCAP, CCAP1982_LOCUS5502|CAD6996829.1|CCAP
OG0006923	LOC115768553|XP_030569023.1|DNOV	CCAP1982_LOCUS8722|CAD7000230.1|CCAP
OG0006924	LOC115758461|XP_030554994.1|DNOV	CCAP1982_LOCUS5568|CAD6996895.1|CCAP
OG0006925	LOC115765042|XP_030564273.1|DNOV	CCAP1982_LOCUS2530|CAD6993732.1|CCAP
OG0006926	LOC115758602|XP_030555186.1|DNOV	CCAP1982_LOCUS8948|CAD7000471.1|CCAP
OG0006927	LOC115758991|XP_030555653.1|DNOV	CCAP1982_LOCUS8942|CAD7000465.1|CCAP
OG0006928	LOC115759244|XP_030556003.1|DNOV	CCAP1982_LOCUS8939|CAD7000462.1|CCAP
OG0006929	LOC115765579|XP_030565087.1|DNOV	CCAP1982_LOCUS8843|CAD7000361.1|CCAP
OG0006930	LOC115758647|XP_030555242.1|DNOV	CCAP1982_LOCUS8846|CAD7000366.1|CCAP
OG0006932	LOC115763291|XP_030561639.1|DNOV	CCAP1982_LOCUS5658|CAD6996997.1|CCAP
OG0006933	LOC115763173|XP_030561486.1|DNOV	CCAP1982_LOCUS5646|CAD6996984.1|CCAP
OG0006934	LOC115765594|XP_030565103.1|DNOV	CCAP1982_LOCUS4601|CAD6995900.1|CCAP
OG0006935	LOC115763403|XP_030561813.1|DNOV	CCAP1982_LOCUS6277|CAD6997644.1|CCAP
OG0006936	LOC115763040|XP_030561318.1|DNOV	CCAP1982_LOCUS8400|CAD6999890.1|CCAP
OG0006937	LOC115759973|XP_030556984.1|DNOV	CCAP1982_LOCUS5709|CAD6997055.1|CCAP
OG0006938	LOC115759804|XP_030556747.1|DNOV	CCAP1982_LOCUS5742|CAD6997089.1|CCAP
OG0006939	LOC115768919|XP_030569511.1|DNOV	CCAP1982_LOCUS21452|CAD7013387.1|CCAP
OG0006940	LOC115759865|XP_030556832.1|DNOV	CCAP1982_LOCUS8047|CAD6999523.1|CCAP
OG0006941	LOC115758396|XP_030554895.1|DNOV	CCAP1982_LOCUS7072|CAD6998478.1|CCAP
OG0006942	LOC115761242|XP_030558802.1|DNOV	CCAP1982_LOCUS22668|CAD7014684.1|CCAP
OG0006943	LOC115760329|XP_030557478.1|DNOV	CCAP1982_LOCUS8610|CAD7000115.1|CCAP, CCAP1982_LOCUS8608|CAD7000113.1|CCAP
OG0006944	LOC115760252|XP_030557372.1|DNOV	CCAP1982_LOCUS8104|CAD6999579.1|CCAP
OG0006945	LOC115767717|XP_030567882.1|DNOV	CCAP1982_LOCUS6725|CAD6998111.1|CCAP
OG0006946	LOC115761405|XP_030559023.1|DNOV	CCAP1982_LOCUS1984|CAD6993158.1|CCAP
OG0006947	LOC115758351|XP_030554793.1|DNOV	CCAP1982_LOCUS5689|CAD6997030.1|CCAP
OG0006948	LOC115763211|XP_030561538.1|DNOV	CCAP1982_LOCUS5700|CAD6997043.1|CCAP
OG0006949	LOC115759874|XP_030556844.1|DNOV	CCAP1982_LOCUS7007|CAD6998407.1|CCAP
OG0006950	LOC115758334|XP_030554765.1|DNOV	CCAP1982_LOCUS5453|CAD6996778.1|CCAP
OG0006951	LOC115763327|XP_030561688.1|DNOV	CCAP1982_LOCUS5401|CAD6996721.1|CCAP
OG0006952	LOC115764697|XP_030563753.1|DNOV	CCAP1982_LOCUS2929|CAD6994163.1|CCAP
OG0006953	LOC115769624|XP_030570393.1|DNOV	CCAP1982_LOCUS11447|CAD7002984.1|CCAP
OG0006954	LOC115765482|XP_030564933.1|DNOV	CCAP1982_LOCUS8264|CAD6999738.1|CCAP
OG0006955	LOC115771977|XP_030573756.1|DNOV	CCAP1982_LOCUS3183|CAD6994432.1|CCAP
OG0006956	LOC115758497|XP_030555041.1|DNOV	CCAP1982_LOCUS7877|CAD6999350.1|CCAP
OG0006957	LOC115769314|XP_030569905.1|DNOV	CCAP1982_LOCUS5533|CAD6996857.1|CCAP
OG0006958	LOC115757849|XP_030554147.1|DNOV	CCAP1982_LOCUS21120|CAD7013036.1|CCAP
OG0006959	LOC115762661|XP_030560829.1|DNOV	CCAP1982_LOCUS14815|CAD7006498.1|CCAP
OG0006960	LOC115763331|XP_030561696.1|DNOV	CCAP1982_LOCUS5523|CAD6996847.1|CCAP
OG0006961	LOC115760274|XP_030557405.1|DNOV	CCAP1982_LOCUS7652|CAD6999107.1|CCAP
OG0006962	LOC115763437|XP_030561862.1|DNOV	CCAP1982_LOCUS6387|CAD6997756.1|CCAP
OG0006964	LOC115763438|XP_030561864.1|DNOV	CCAP1982_LOCUS5407|CAD6996727.1|CCAP
OG0006965	LOC115760130|XP_030557189.1|DNOV	CCAP1982_LOCUS8795|CAD7000309.1|CCAP
OG0006966	LOC115763283|XP_030561628.1|DNOV	CCAP1982_LOCUS6898|CAD6998289.1|CCAP
OG0006967	LOC115762072|XP_030560022.1|DNOV	CCAP1982_LOCUS21717|CAD7013674.1|CCAP
OG0006968	LOC115764236|XP_030563015.1|DNOV	CCAP1982_LOCUS21444|CAD7013379.1|CCAP
OG0006969	LOC115770192|XP_030571215.1|DNOV	CCAP1982_LOCUS11003|CAD7002514.1|CCAP
OG0006970	LOC115764971|XP_030564156.1|DNOV	CCAP1982_LOCUS2702|CAD6993910.1|CCAP
OG0006971	LOC115766001|XP_030565630.1|DNOV	CCAP1982_LOCUS7040|CAD6998441.1|CCAP
OG0006972	LOC115763021|XP_030561277.1|DNOV	CCAP1982_LOCUS5634|CAD6996968.1|CCAP
OG0006973	LOC115765432|XP_030564838.1|DNOV	CCAP1982_LOCUS6676|CAD6998062.1|CCAP
OG0006975	LOC115758430|XP_030554946.1|DNOV	CCAP1982_LOCUS8458|CAD6999950.1|CCAP
OG0006976	LOC115758662|XP_030555261.1|DNOV	CCAP1982_LOCUS7752|CAD6999218.1|CCAP
OG0006979	LOC115765922|XP_030565528.1|DNOV	CCAP1982_LOCUS6941|CAD6998337.1|CCAP
OG0006980	LOC115758682|XP_030555283.1|DNOV	CCAP1982_LOCUS5413|CAD6996733.1|CCAP
OG0006981	LOC115763468|XP_030561911.1|DNOV	CCAP1982_LOCUS6234|CAD6997598.1|CCAP
OG0006982	LOC115758880|XP_030555534.1|DNOV	CCAP1982_LOCUS7781|CAD6999250.1|CCAP
OG0006983	LOC115758335|XP_030554766.1|DNOV	CCAP1982_LOCUS6675|CAD6998061.1|CCAP
OG0006984	LOC115760253|XP_030557374.1|DNOV	CCAP1982_LOCUS8106|CAD6999582.1|CCAP
OG0006985	LOC115758542|XP_030555095.1|DNOV	CCAP1982_LOCUS8029|CAD6999505.1|CCAP
OG0006986	LOC115765505|XP_030564979.1|DNOV	CCAP1982_LOCUS7055|CAD6998458.1|CCAP
OG0006987	LOC115772089|XP_030573913.1|DNOV	CCAP1982_LOCUS22644|CAD7014656.1|CCAP
OG0006988	LOC115767706|XP_030567859.1|DNOV	CCAP1982_LOCUS8265|CAD6999739.1|CCAP
OG0006989	LOC115759915|XP_030556908.1|DNOV	CCAP1982_LOCUS7610|CAD6999064.1|CCAP
OG0006991	LOC115757750|XP_030554013.1|DNOV	CCAP1982_LOCUS5132|CAD6996463.1|CCAP
OG0006992	LOC115759009|XP_030555677.1|DNOV	CCAP1982_LOCUS7789|CAD6999259.1|CCAP
OG0006993	LOC115765462|XP_030564887.1|DNOV	CCAP1982_LOCUS7044|CAD6998446.1|CCAP, CCAP1982_LOCUS7045|CAD6998447.1|CCAP
OG0006994	LOC115759771|XP_030556698.1|DNOV	CCAP1982_LOCUS8388|CAD6999879.1|CCAP
OG0006995	LOC115763512|XP_030561970.1|DNOV	CCAP1982_LOCUS5690|CAD6997031.1|CCAP
OG0006996	LOC115763514|XP_030561972.1|DNOV	CCAP1982_LOCUS6107|CAD6997464.1|CCAP
OG0006997	LOC115760718|XP_030558046.1|DNOV	CCAP1982_LOCUS22555|CAD7014554.1|CCAP
OG0006999	LOC115759713|XP_030556575.1|DNOV	CCAP1982_LOCUS23139|CAD7015188.1|CCAP
OG0007000	LOC115765973|XP_030565586.1|DNOV	CCAP1982_LOCUS7504|CAD6998957.1|CCAP
OG0007002	LOC115763526|XP_030561993.1|DNOV	CCAP1982_LOCUS5776|CAD6997131.1|CCAP
OG0007003	LOC115769678|XP_030570570.1|DNOV	CCAP1982_LOCUS21089|CAD7012999.1|CCAP
OG0007004	LOC115760228|XP_030557341.1|DNOV	CCAP1982_LOCUS8615|CAD7000122.1|CCAP
OG0007005	LOC115760277|XP_030557408.1|DNOV	CCAP1982_LOCUS7656|CAD6999111.1|CCAP
OG0007006	LOC115759199|XP_030555941.1|DNOV	CCAP1982_LOCUS5395|CAD6996712.1|CCAP
OG0007007	LOC115763057|XP_030561343.1|DNOV	CCAP1982_LOCUS5618|CAD6996950.1|CCAP
OG0007008	LOC115759992|XP_030557005.1|DNOV	CCAP1982_LOCUS8437|CAD6999924.1|CCAP
OG0007009	LOC115763292|XP_030561640.1|DNOV	CCAP1982_LOCUS5645|CAD6996983.1|CCAP
OG0007010	LOC115767713|XP_030567872.1|DNOV	CCAP1982_LOCUS8665|CAD7000173.1|CCAP
OG0007011	LOC115759442|XP_030556223.1|DNOV	CCAP1982_LOCUS6463|CAD6997839.1|CCAP
OG0007012	LOC115760050|XP_030557081.1|DNOV	CCAP1982_LOCUS7841|CAD6999314.1|CCAP
OG0007015	LOC115763452|XP_030561881.1|DNOV	CCAP1982_LOCUS5400|CAD6996719.1|CCAP
OG0007016	LOC115763599|XP_030562082.1|DNOV	CCAP1982_LOCUS5545|CAD6996872.1|CCAP
OG0007019	LOC115759353|XP_030556134.1|DNOV	CCAP1982_LOCUS6166|CAD6997527.1|CCAP
OG0007020	LOC115759090|XP_030555784.1|DNOV	CCAP1982_LOCUS9090|CAD7000616.1|CCAP, CCAP1982_LOCUS9091|CAD7000617.1|CCAP
OG0007021	LOC115765852|XP_030565439.1|DNOV	CCAP1982_LOCUS7488|CAD6998942.1|CCAP
OG0007022	LOC115768544|XP_030569010.1|DNOV	CCAP1982_LOCUS8723|CAD7000231.1|CCAP
OG0007023	LOC115759835|XP_030556788.1|DNOV	CCAP1982_LOCUS13964|CAD7005605.1|CCAP
OG0007024	LOC115765751|XP_030565273.1|DNOV	CCAP1982_LOCUS650|CAD6991738.1|CCAP
OG0007026	LOC115765921|XP_030565525.1|DNOV	CCAP1982_LOCUS6944|CAD6998342.1|CCAP
OG0007027	LOC115758725|XP_030555336.1|DNOV	CCAP1982_LOCUS7358|CAD6998809.1|CCAP
OG0007028	LOC115759158|XP_030555887.1|DNOV	CCAP1982_LOCUS7384|CAD6998835.1|CCAP
OG0007029	LOC115760041|XP_030557069.1|DNOV	CCAP1982_LOCUS8603|CAD7000105.1|CCAP
OG0007031	LOC115760290|XP_030557423.1|DNOV	CCAP1982_LOCUS5857|CAD6997222.1|CCAP, CCAP1982_LOCUS5866|CAD6997232.1|CCAP
OG0007032	LOC115768325|XP_030568742.1|DNOV	CCAP1982_LOCUS21398|CAD7013329.1|CCAP
OG0007033	LOC115769287|XP_030569871.1|DNOV	CCAP1982_LOCUS6554|CAD6997936.1|CCAP
OG0007034	LOC115763428|XP_030561848.1|DNOV	CCAP1982_LOCUS8181|CAD6999651.1|CCAP
OG0007035	LOC115760853|XP_030558264.1|DNOV	CCAP1982_LOCUS23410|CAD7015470.1|CCAP
OG0007037	LOC115772119|XP_030573954.1|DNOV	CCAP1982_LOCUS3270|CAD6994526.1|CCAP
OG0007038	LOC115761139|XP_030558660.1|DNOV	CCAP1982_LOCUS7155|CAD6998576.1|CCAP
OG0007040	LOC115765451|XP_030564873.1|DNOV	CCAP1982_LOCUS8336|CAD6999824.1|CCAP
OG0007041	LOC115763179|XP_030561497.1|DNOV	CCAP1982_LOCUS6403|CAD6997778.1|CCAP
OG0007042	LOC115763035|XP_030561306.1|DNOV	CCAP1982_LOCUS5381|CAD6996697.1|CCAP
OG0007043	LOC115759617|XP_030556456.1|DNOV	CCAP1982_LOCUS4565|CAD6995864.1|CCAP
OG0007045	LOC115763867|XP_030562503.1|DNOV	CCAP1982_LOCUS99|CAD6991159.1|CCAP
OG0007046	LOC115763656|XP_030562184.1|DNOV	CCAP1982_LOCUS4323|CAD6995617.1|CCAP
OG0007047	LOC115758892|XP_030555549.1|DNOV	CCAP1982_LOCUS8507|CAD7000001.1|CCAP
OG0007048	LOC115763034|XP_030561304.1|DNOV	CCAP1982_LOCUS8594|CAD7000096.1|CCAP
OG0007049	LOC115759884|XP_030556859.1|DNOV	CCAP1982_LOCUS9153|CAD7000679.1|CCAP
OG0007050	LOC115759995|XP_030557012.1|DNOV	CCAP1982_LOCUS8068|CAD6999548.1|CCAP
OG0007051	LOC115760225|XP_030557338.1|DNOV	CCAP1982_LOCUS8732|CAD7000240.1|CCAP
OG0007053	LOC115766138|XP_030565826.1|DNOV	CCAP1982_LOCUS4789|CAD6996083.1|CCAP
OG0007054	LOC115762060|XP_030560006.1|DNOV	CCAP1982_LOCUS21443|CAD7013378.1|CCAP
OG0007055	LOC115762392|XP_030560432.1|DNOV	CCAP1982_LOCUS22840|CAD7014876.1|CCAP
OG0007056	LOC115769950|XP_030570856.1|DNOV	CCAP1982_LOCUS12881|CAD7004476.1|CCAP
OG0007062	LOC115758381|XP_030554843.1|DNOV	CCAP1982_LOCUS7441|CAD6998894.1|CCAP
OG0007063	LOC115763386|XP_030561786.1|DNOV	CCAP1982_LOCUS5521|CAD6996845.1|CCAP
OG0007064	LOC115762245|XP_030560256.1|DNOV	CCAP1982_LOCUS21728|CAD7013687.1|CCAP
OG0007065	LOC115765581|XP_030565089.1|DNOV	CCAP1982_LOCUS8842|CAD7000360.1|CCAP
OG0007066	LOC115770243|XP_030571311.1|DNOV	CCAP1982_LOCUS13819|CAD7005459.1|CCAP
OG0007067	LOC115760044|XP_030557071.1|DNOV	CCAP1982_LOCUS7438|CAD6998891.1|CCAP
OG0007068	LOC115763589|XP_030562071.1|DNOV	CCAP1982_LOCUS6290|CAD6997660.1|CCAP
OG0007070	LOC115760499|XP_030557710.1|DNOV	CCAP1982_LOCUS21250|CAD7013179.1|CCAP
OG0007071	LOC115760902|XP_030558329.1|DNOV	CCAP1982_LOCUS22928|CAD7014968.1|CCAP
OG0007073	LOC115765908|XP_030565513.1|DNOV	CCAP1982_LOCUS8062|CAD6999541.1|CCAP
OG0007074	LOC115758506|XP_030555059.1|DNOV	CCAP1982_LOCUS20176|CAD7012076.1|CCAP
OG0007075	LOC115768554|XP_030569024.1|DNOV	CCAP1982_LOCUS8114|CAD6999590.1|CCAP
OG0007076	LOC115757822|XP_030554109.1|DNOV	CCAP1982_LOCUS22136|CAD7014131.1|CCAP
OG0007077	LOC115760132|XP_030557191.1|DNOV	CCAP1982_LOCUS7920|CAD6999394.1|CCAP
OG0007078	LOC115758344|XP_030554781.1|DNOV	CCAP1982_LOCUS7354|CAD6998803.1|CCAP
OG0007079	LOC115758346|XP_030554783.1|DNOV	CCAP1982_LOCUS7353|CAD6998799.1|CCAP
OG0007080	LOC115762995|XP_030561240.1|DNOV	CCAP1982_LOCUS6393|CAD6997763.1|CCAP
OG0007081	LOC115763559|XP_030562039.1|DNOV	CCAP1982_LOCUS5561|CAD6996887.1|CCAP
OG0007082	LOC115765523|XP_030565001.1|DNOV	CCAP1982_LOCUS6673|CAD6998057.1|CCAP
OG0007083	LOC115759134|XP_030555843.1|DNOV	CCAP1982_LOCUS6906|CAD6998297.1|CCAP
OG0007086	LOC115758948|XP_030555608.1|DNOV	CCAP1982_LOCUS8255|CAD6999729.1|CCAP
OG0007087	LOC115770198|XP_030571247.1|DNOV	CCAP1982_LOCUS6897|CAD6998288.1|CCAP
OG0007088	LOC115759693|XP_030556551.1|DNOV	CCAP1982_LOCUS6895|CAD6998286.1|CCAP
OG0007089	LOC115765894|XP_030565497.1|DNOV	CCAP1982_LOCUS7485|CAD6998938.1|CCAP
OG0007090	LOC115760314|XP_030557461.1|DNOV	CCAP1982_LOCUS8235|CAD6999709.1|CCAP
OG0007091	LOC115759204|XP_030555950.1|DNOV	CCAP1982_LOCUS6972|CAD6998372.1|CCAP
OG0007092	LOC115759650|XP_030556498.1|DNOV	CCAP1982_LOCUS4644|CAD6995942.1|CCAP
OG0007093	LOC115758538|XP_030555091.1|DNOV	CCAP1982_LOCUS10850|CAD7002356.1|CCAP
OG0007095	LOC115763580|XP_030562059.1|DNOV	CCAP1982_LOCUS7737|CAD6999203.1|CCAP
OG0007096	LOC115758994|XP_030555656.1|DNOV	CCAP1982_LOCUS5513|CAD6996840.1|CCAP
OG0007097	LOC115758915|XP_030555572.1|DNOV	CCAP1982_LOCUS7965|CAD6999441.1|CCAP
OG0007098	LOC115758417|XP_030554925.1|DNOV	CCAP1982_LOCUS7969|CAD6999445.1|CCAP
OG0007099	LOC115761675|XP_030559389.1|DNOV	CCAP1982_LOCUS2724|CAD6993938.1|CCAP
OG0007100	LOC115759732|XP_030556611.1|DNOV	CCAP1982_LOCUS7691|CAD6999152.1|CCAP
OG0007102	LOC115765456|XP_030564880.1|DNOV	CCAP1982_LOCUS6630|CAD6998013.1|CCAP, CCAP1982_LOCUS6634|CAD6998017.1|CCAP, CCAP1982_LOCUS6637|CAD6998020.1|CCAP
OG0007103	LOC115759820|XP_030556772.1|DNOV	CCAP1982_LOCUS6721|CAD6998107.1|CCAP
OG0007104	LOC115763147|XP_030561457.1|DNOV	CCAP1982_LOCUS5635|CAD6996970.1|CCAP
OG0007105	LOC115759901|XP_030556883.1|DNOV	CCAP1982_LOCUS5711|CAD6997057.1|CCAP
OG0007106	LOC115765860|XP_030565450.1|DNOV	CCAP1982_LOCUS7479|CAD6998932.1|CCAP
OG0007107	LOC115763125|XP_030561431.1|DNOV	CCAP1982_LOCUS8486|CAD6999982.1|CCAP
OG0007109	LOC115759828|XP_030556778.1|DNOV	CCAP1982_LOCUS8807|CAD7000324.1|CCAP
OG0007110	LOC115758347|XP_030554787.1|DNOV	CCAP1982_LOCUS8571|CAD7000070.1|CCAP
OG0007111	LOC115758584|XP_030555163.1|DNOV	CCAP1982_LOCUS7393|CAD6998844.1|CCAP
OG0007112	LOC115765984|XP_030565605.1|DNOV	CCAP1982_LOCUS7501|CAD6998954.1|CCAP
OG0007113	LOC115757685|XP_030553882.1|DNOV	CCAP1982_LOCUS2444|CAD6993634.1|CCAP
OG0007114	LOC115758329|XP_030554758.1|DNOV	CCAP1982_LOCUS8259|CAD6999733.1|CCAP
OG0007115	LOC115765534|XP_030565012.1|DNOV	CCAP1982_LOCUS8261|CAD6999735.1|CCAP
OG0007116	LOC115759709|XP_030556568.1|DNOV	CCAP1982_LOCUS8864|CAD7000388.1|CCAP
OG0007117	LOC115758629|XP_030555224.1|DNOV	CCAP1982_LOCUS7696|CAD6999158.1|CCAP
OG0007118	LOC115759355|XP_030556137.1|DNOV	CCAP1982_LOCUS8559|CAD7000055.1|CCAP
OG0007124	LOC115770239|XP_030571303.1|DNOV	CCAP1982_LOCUS14438|CAD7006106.1|CCAP
OG0007125	LOC115771477|XP_030573063.1|DNOV	CCAP1982_LOCUS13823|CAD7005463.1|CCAP
OG0007126	LOC115770528|XP_030571687.1|DNOV	CCAP1982_LOCUS13816|CAD7005456.1|CCAP
OG0007127	LOC115770292|XP_030571387.1|DNOV	CCAP1982_LOCUS14233|CAD7005893.1|CCAP
OG0007128	LOC115770140|XP_030571145.1|DNOV	CCAP1982_LOCUS13827|CAD7005467.1|CCAP
OG0007129	LOC115771532|XP_030573130.1|DNOV	CCAP1982_LOCUS13825|CAD7005465.1|CCAP
OG0007130	LOC115771551|XP_030573156.1|DNOV	CCAP1982_LOCUS13965|CAD7005606.1|CCAP
OG0007131	LOC115767881|XP_030568107.1|DNOV	CCAP1982_LOCUS11653|CAD7003191.1|CCAP
OG0007132	LOC115769414|XP_030570085.1|DNOV	CCAP1982_LOCUS11686|CAD7003225.1|CCAP
OG0007133	LOC115762760|XP_030560963.1|DNOV	CCAP1982_LOCUS13226|CAD7004840.1|CCAP
OG0007134	LOC115770420|XP_030571546.1|DNOV	CCAP1982_LOCUS12053|CAD7003609.1|CCAP
OG0007135	LOC115767698|XP_030567852.1|DNOV	CCAP1982_LOCUS11440|CAD7002977.1|CCAP
OG0007136	LOC115767613|XP_030567775.1|DNOV	CCAP1982_LOCUS11814|CAD7003355.1|CCAP
OG0007142	LOC115771445|XP_030573016.1|DNOV	CCAP1982_LOCUS14614|CAD7006291.1|CCAP
OG0007143	LOC115764938|XP_030564109.1|DNOV	CCAP1982_LOCUS3194|CAD6994446.1|CCAP
OG0007144	LOC115766118|XP_030565798.1|DNOV	CCAP1982_LOCUS241|CAD6991312.1|CCAP
OG0007145	LOC115770841|XP_030572137.1|DNOV	CCAP1982_LOCUS430|CAD6991507.1|CCAP
OG0007146	LOC115765727|XP_030565249.1|DNOV	CCAP1982_LOCUS433|CAD6991511.1|CCAP
