Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0006914	LOC115771392|XP_030572938.1|DNOV	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC115758820|XP_030555457.1|DNOV	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC115758342|XP_030554776.1|DNOV	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC115763317|XP_030561673.1|DNOV	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC115763367|XP_030561754.1|DNOV	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC115763326|XP_030561687.1|DNOV	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC115759259|XP_030556020.1|DNOV	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC115760328|XP_030557474.1|DNOV	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC115763510|XP_030561967.1|DNOV	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC115768553|XP_030569023.1|DNOV	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC115758461|XP_030554994.1|DNOV	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC115765042|XP_030564273.1|DNOV	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC115758602|XP_030555186.1|DNOV	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC115758991|XP_030555653.1|DNOV	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC115759244|XP_030556003.1|DNOV	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC115765579|XP_030565087.1|DNOV	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC115758647|XP_030555242.1|DNOV	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC115760087|XP_030557132.1|DNOV	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC115763291|XP_030561639.1|DNOV	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC115763173|XP_030561486.1|DNOV	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC115765594|XP_030565103.1|DNOV	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC115763403|XP_030561813.1|DNOV	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC115763040|XP_030561318.1|DNOV	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC115759973|XP_030556984.1|DNOV	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC115759804|XP_030556747.1|DNOV	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC115768919|XP_030569511.1|DNOV	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC115759865|XP_030556832.1|DNOV	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC115758396|XP_030554895.1|DNOV	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC115761242|XP_030558802.1|DNOV	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC115760329|XP_030557478.1|DNOV	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC115760252|XP_030557372.1|DNOV	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC115767717|XP_030567882.1|DNOV	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC115761405|XP_030559023.1|DNOV	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC115758351|XP_030554793.1|DNOV	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC115763211|XP_030561538.1|DNOV	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC115759874|XP_030556844.1|DNOV	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC115758334|XP_030554765.1|DNOV	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC115763327|XP_030561688.1|DNOV	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC115764697|XP_030563753.1|DNOV	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC115769624|XP_030570393.1|DNOV	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC115765482|XP_030564933.1|DNOV	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC115771977|XP_030573756.1|DNOV	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC115758497|XP_030555041.1|DNOV	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC115769314|XP_030569905.1|DNOV	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC115757849|XP_030554147.1|DNOV	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC115762661|XP_030560829.1|DNOV	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC115763331|XP_030561696.1|DNOV	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC115760274|XP_030557405.1|DNOV	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC115763437|XP_030561862.1|DNOV	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC115763550|XP_030562028.1|DNOV	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC115763438|XP_030561864.1|DNOV	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC115760130|XP_030557189.1|DNOV	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC115763283|XP_030561628.1|DNOV	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC115762072|XP_030560022.1|DNOV	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC115764236|XP_030563015.1|DNOV	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC115770192|XP_030571215.1|DNOV	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC115764971|XP_030564156.1|DNOV	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC115766001|XP_030565630.1|DNOV	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC115763021|XP_030561277.1|DNOV	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC115765432|XP_030564838.1|DNOV	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC115763538|XP_030562014.1|DNOV	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC115758430|XP_030554946.1|DNOV	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC115758662|XP_030555261.1|DNOV	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC115770998|XP_030572358.1|DNOV	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC115759749|XP_030556649.1|DNOV	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC115765922|XP_030565528.1|DNOV	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC115758682|XP_030555283.1|DNOV	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC115763468|XP_030561911.1|DNOV	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC115758880|XP_030555534.1|DNOV	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC115758335|XP_030554766.1|DNOV	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC115760253|XP_030557374.1|DNOV	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC115758542|XP_030555095.1|DNOV	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC115765505|XP_030564979.1|DNOV	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC115772089|XP_030573913.1|DNOV	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC115767706|XP_030567859.1|DNOV	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC115759915|XP_030556908.1|DNOV	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC115759081|XP_030555774.1|DNOV	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC115757750|XP_030554013.1|DNOV	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC115759009|XP_030555677.1|DNOV	LOC5564482|XP_021701933.1|AAEG
OG0006993	LOC115765462|XP_030564887.1|DNOV	LOC5579471|XP_021702015.1|AAEG
OG0006994	LOC115759771|XP_030556698.1|DNOV	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC115763512|XP_030561970.1|DNOV	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC115763514|XP_030561972.1|DNOV	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC115760718|XP_030558046.1|DNOV	LOC5572015|XP_021702111.1|AAEG
OG0006999	LOC115759713|XP_030556575.1|DNOV	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC115765973|XP_030565586.1|DNOV	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC115760841|XP_030558245.1|DNOV	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC115763526|XP_030561993.1|DNOV	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC115769678|XP_030570570.1|DNOV	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC115760228|XP_030557341.1|DNOV	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC115760277|XP_030557408.1|DNOV	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC115759199|XP_030555941.1|DNOV	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC115763057|XP_030561343.1|DNOV	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC115759992|XP_030557005.1|DNOV	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC115763292|XP_030561640.1|DNOV	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC115767713|XP_030567872.1|DNOV	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC115759442|XP_030556223.1|DNOV	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC115760050|XP_030557081.1|DNOV	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC115759039|XP_030555720.1|DNOV	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC115758612|XP_030555203.1|DNOV	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC115763452|XP_030561881.1|DNOV	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC115763599|XP_030562082.1|DNOV	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC115763348|XP_030561723.1|DNOV	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC115763466|XP_030561906.1|DNOV	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC115759353|XP_030556134.1|DNOV	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC115759090|XP_030555784.1|DNOV	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC115765852|XP_030565439.1|DNOV	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC115768544|XP_030569010.1|DNOV	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC115759835|XP_030556788.1|DNOV	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC115765751|XP_030565273.1|DNOV	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC115771332|XP_030572858.1|DNOV	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC115765921|XP_030565525.1|DNOV	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC115758725|XP_030555336.1|DNOV	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC115759158|XP_030555887.1|DNOV	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC115760041|XP_030557069.1|DNOV	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC115767830|XP_030568031.1|DNOV	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC115760290|XP_030557423.1|DNOV	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC115768325|XP_030568742.1|DNOV	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC115769287|XP_030569871.1|DNOV	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC115763428|XP_030561848.1|DNOV	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC115760853|XP_030558264.1|DNOV	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC115770405|XP_030571523.1|DNOV	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC115772119|XP_030573954.1|DNOV	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC115761139|XP_030558660.1|DNOV	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC115761710|XP_030559449.1|DNOV	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC115765451|XP_030564873.1|DNOV	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC115763179|XP_030561497.1|DNOV	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC115763035|XP_030561306.1|DNOV	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC115759617|XP_030556456.1|DNOV	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC115760152|XP_030557223.1|DNOV	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC115763867|XP_030562503.1|DNOV	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC115763656|XP_030562184.1|DNOV	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC115758892|XP_030555549.1|DNOV	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC115763034|XP_030561304.1|DNOV	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC115759884|XP_030556859.1|DNOV	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC115759995|XP_030557012.1|DNOV	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC115760225|XP_030557338.1|DNOV	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC115768846|XP_030569403.1|DNOV	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC115766138|XP_030565826.1|DNOV	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC115762060|XP_030560006.1|DNOV	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC115762392|XP_030560432.1|DNOV	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC115769950|XP_030570856.1|DNOV	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC115768894|XP_030569468.1|DNOV	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC115767842|XP_030568050.1|DNOV	LOC5573192|XP_001660809.2|AAEG
OG0007062	LOC115758381|XP_030554843.1|DNOV	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC115763386|XP_030561786.1|DNOV	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC115762245|XP_030560256.1|DNOV	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC115765581|XP_030565089.1|DNOV	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC115770243|XP_030571311.1|DNOV	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC115760044|XP_030557071.1|DNOV	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC115763589|XP_030562071.1|DNOV	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC115762987|XP_030561231.1|DNOV	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC115760499|XP_030557710.1|DNOV	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC115760902|XP_030558329.1|DNOV	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC115761565|XP_030559213.1|DNOV	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC115765908|XP_030565513.1|DNOV	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC115758506|XP_030555059.1|DNOV	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC115768554|XP_030569024.1|DNOV	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC115757822|XP_030554109.1|DNOV	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC115760132|XP_030557191.1|DNOV	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC115758344|XP_030554781.1|DNOV	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC115758346|XP_030554783.1|DNOV	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC115762995|XP_030561240.1|DNOV	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC115763559|XP_030562039.1|DNOV	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC115765523|XP_030565001.1|DNOV	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC115759134|XP_030555843.1|DNOV	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC115768835|XP_030569391.1|DNOV	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC115759712|XP_030556572.1|DNOV	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC115758948|XP_030555608.1|DNOV	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC115770198|XP_030571247.1|DNOV	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC115759693|XP_030556551.1|DNOV	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC115765894|XP_030565497.1|DNOV	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC115760314|XP_030557461.1|DNOV	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC115759204|XP_030555950.1|DNOV	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC115759650|XP_030556498.1|DNOV	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC115758538|XP_030555091.1|DNOV	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC115758540|XP_030555094.1|DNOV	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC115763580|XP_030562059.1|DNOV	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC115758994|XP_030555656.1|DNOV	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC115758915|XP_030555572.1|DNOV	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC115758417|XP_030554925.1|DNOV	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC115761675|XP_030559389.1|DNOV	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC115759732|XP_030556611.1|DNOV	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC115758654|XP_030555251.1|DNOV	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC115765456|XP_030564880.1|DNOV	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC115759820|XP_030556772.1|DNOV	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC115763147|XP_030561457.1|DNOV	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC115759901|XP_030556883.1|DNOV	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC115765860|XP_030565450.1|DNOV	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC115763125|XP_030561431.1|DNOV	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC115763371|XP_030561762.1|DNOV	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC115759828|XP_030556778.1|DNOV	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC115758347|XP_030554787.1|DNOV	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC115758584|XP_030555163.1|DNOV	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC115765984|XP_030565605.1|DNOV	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC115757685|XP_030553882.1|DNOV	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC115758329|XP_030554758.1|DNOV	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC115765534|XP_030565012.1|DNOV	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC115759709|XP_030556568.1|DNOV	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC115758629|XP_030555224.1|DNOV	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC115759355|XP_030556137.1|DNOV	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC115768883|XP_030569454.1|DNOV	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC115768577|XP_030569076.1|DNOV	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC115768855|XP_030569416.1|DNOV	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC115769127|XP_030569693.1|DNOV	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC115768793|XP_030569348.1|DNOV	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC115770239|XP_030571303.1|DNOV	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC115771477|XP_030573063.1|DNOV	LOC5575370|XP_021706049.1|AAEG
OG0007126	LOC115770528|XP_030571687.1|DNOV	LOC5575374|XP_001661901.2|AAEG
OG0007127	LOC115770292|XP_030571387.1|DNOV	LOC5575372|XP_001661903.1|AAEG
OG0007128	LOC115770140|XP_030571145.1|DNOV	LOC5575376|XP_001661906.1|AAEG
OG0007129	LOC115771532|XP_030573130.1|DNOV	LOC5575377|XP_001661907.1|AAEG
OG0007130	LOC115771551|XP_030573156.1|DNOV	LOC5568419|XP_001652245.1|AAEG
OG0007131	LOC115767881|XP_030568107.1|DNOV	LOC5568426|XP_001652254.1|AAEG
OG0007132	LOC115769414|XP_030570085.1|DNOV	LOC5568427|XP_001652255.3|AAEG
OG0007133	LOC115762760|XP_030560963.1|DNOV	LOC5568435|XP_001652267.1|AAEG
OG0007134	LOC115770420|XP_030571546.1|DNOV	LOC5570307|XP_001653128.1|AAEG
OG0007135	LOC115767698|XP_030567852.1|DNOV	LOC5570309|XP_021708394.1|AAEG
OG0007136	LOC115767613|XP_030567775.1|DNOV	LOC5570315|XP_021708637.1|AAEG
OG0007137	LOC115767031|XP_030567017.1|DNOV	LOC5571891|XP_021704737.1|AAEG
OG0007138	LOC115768852|XP_030569411.1|DNOV	LOC5571895|XP_021706110.1|AAEG
OG0007139	LOC115768302|XP_030568706.1|DNOV	LOC5571898|XP_021705906.1|AAEG
OG0007140	LOC115767986|XP_030568245.1|DNOV	LOC5571899|XP_001653815.1|AAEG
OG0007141	LOC115766365|XP_030566124.1|DNOV	LOC5571901|XP_001653816.1|AAEG
OG0007142	LOC115771445|XP_030573016.1|DNOV	LOC5570133|XP_001653114.1|AAEG
OG0007143	LOC115764938|XP_030564109.1|DNOV	LOC5568063|XP_021706338.1|AAEG
OG0007144	LOC115766118|XP_030565798.1|DNOV	LOC5568062|XP_021706333.1|AAEG
OG0007145	LOC115770841|XP_030572137.1|DNOV	LOC110679831|XP_021711285.1|AAEG
OG0007146	LOC115765727|XP_030565249.1|DNOV	LOC5568059|XP_001651995.1|AAEG
OG0007147	LOC115761444|XP_030559070.1|DNOV	LOC5568050|XP_021710032.1|AAEG
OG0007148	LOC115764254|XP_030563032.1|DNOV	LOC5569395|XP_021707871.1|AAEG
OG0007149	LOC115760734|XP_030558069.1|DNOV	LOC5572510|XP_021709936.1|AAEG
OG0007150	LOC115766773|XP_030566654.1|DNOV	LOC5566760|XP_001651163.1|AAEG
OG0007151	LOC115769476|XP_030570154.1|DNOV	LOC5566759|XP_001651161.1|AAEG
OG0007152	LOC115769017|XP_030569587.1|DNOV	LOC5575113|XP_021709386.1|AAEG
OG0007153	LOC115768998|XP_030569568.1|DNOV	LOC5575108|XP_001661830.1|AAEG
OG0007154	LOC115758189|XP_030554591.1|DNOV	LOC5575102|XP_001661824.1|AAEG
OG0007155	LOC115764213|XP_030562981.1|DNOV	LOC5575100|XP_001661823.1|AAEG
OG0007156	LOC115757677|XP_030553869.1|DNOV	LOC5575099|XP_001661820.1|AAEG
OG0007157	LOC115770667|XP_030571894.1|DNOV	LOC5572232|XP_001653924.1|AAEG
OG0007158	LOC115769355|XP_030569989.1|DNOV	LOC5572236|XP_001653923.1|AAEG
OG0007159	LOC115768689|XP_030569235.1|DNOV	LOC5571956|XP_021709182.1|AAEG
OG0007160	LOC115767878|XP_030568100.1|DNOV	LOC5576666|XP_001656205.1|AAEG
OG0007161	LOC115768004|XP_030568274.1|DNOV	LOC5567645|XP_021710629.1|AAEG
OG0007162	LOC115768858|XP_030569420.1|DNOV	LOC5567646|XP_001651840.1|AAEG
OG0007163	LOC115766160|XP_030565860.1|DNOV	LOC5563791|XP_001648060.1|AAEG
OG0007164	LOC115766159|XP_030565859.1|DNOV	LOC5563784|XP_001648071.1|AAEG
OG0007165	LOC115768740|XP_030569284.1|DNOV	LOC5578562|XP_021708688.1|AAEG
OG0007166	LOC115767055|XP_030567049.1|DNOV	LOC5563810|XP_021710831.1|AAEG
OG0007167	LOC115767726|XP_030567896.1|DNOV	LOC5563812|XP_001648095.1|AAEG
OG0007168	LOC115768997|XP_030569567.1|DNOV	LOC5570780|XP_021708848.1|AAEG
OG0007169	LOC115766855|XP_030566770.1|DNOV	LOC5570779|XP_001659370.1|AAEG
OG0007170	LOC115761785|XP_030559579.1|DNOV	LOC5579219|XP_021708060.1|AAEG
OG0007171	LOC115766880|XP_030566807.1|DNOV	LOC5567820|XP_021704643.1|AAEG
OG0007172	LOC115764435|XP_030563298.1|DNOV	LOC5567824|XP_001657730.2|AAEG
OG0007173	LOC115767015|XP_030567000.1|DNOV	LOC5567826|XP_021711081.1|AAEG
OG0007174	LOC115771875|XP_030573619.1|DNOV	LOC5577686|XP_021705453.1|AAEG
OG0007175	LOC115770247|XP_030571315.1|DNOV	LOC5566392|XP_021710584.1|AAEG
OG0007176	LOC115766048|XP_030565685.1|DNOV	LOC5574394|XP_001655107.1|AAEG
OG0007177	LOC115759620|XP_030556464.1|DNOV	LOC5574401|XP_001655108.1|AAEG
OG0007178	LOC115759556|XP_030556378.1|DNOV	LOC5574406|XP_001655113.1|AAEG
OG0007179	LOC115759490|XP_030556288.1|DNOV	LOC5574409|XP_001655116.1|AAEG
OG0007180	LOC115759418|XP_030556173.1|DNOV	LOC5574410|XP_001655117.1|AAEG
OG0007181	LOC115768913|XP_030569502.1|DNOV	LOC5580266|XP_001662893.1|AAEG
OG0007182	LOC115763732|XP_030562289.1|DNOV	LOC5580264|XP_021711480.1|AAEG
OG0007183	LOC115763905|XP_030562561.1|DNOV	LOC5580270|XP_021704264.1|AAEG
OG0007184	LOC115763838|XP_030562458.1|DNOV	LOC5580271|XP_021707734.1|AAEG
OG0007185	LOC115759876|XP_030556849.1|DNOV	LOC5580278|XP_001662904.1|AAEG
OG0007186	LOC115770679|XP_030571922.1|DNOV	LOC5570551|XP_021710343.1|AAEG
OG0007187	LOC115765598|XP_030565108.1|DNOV	LOC5570549|XP_021706869.1|AAEG
OG0007188	LOC115763854|XP_030562488.1|DNOV	LOC5570556|XP_021710715.1|AAEG
OG0007189	LOC115761576|XP_030559222.1|DNOV	LOC5570559|XP_001653215.1|AAEG
OG0007190	LOC115766235|XP_030565956.1|DNOV	LOC5570550|XP_021706979.1|AAEG
OG0007191	LOC115771054|XP_030572462.1|DNOV	LOC5570555|XP_021705253.1|AAEG
OG0007192	LOC115764269|XP_030563052.1|DNOV	LOC5575629|XP_021707063.1|AAEG
OG0007193	LOC115764268|XP_030563051.1|DNOV	LOC5575632|XP_001655773.1|AAEG
OG0007194	LOC115768262|XP_030568652.1|DNOV	LOC5575628|XP_021706178.1|AAEG
OG0007195	LOC115763885|XP_030562522.1|DNOV	LOC5570066|XP_001653052.1|AAEG
OG0007196	LOC115761285|XP_030558869.1|DNOV	LOC5571237|XP_021710952.1|AAEG
OG0007197	LOC115770537|XP_030571701.1|DNOV	LOC5574517|XP_001661490.1|AAEG
OG0007198	LOC115763720|XP_030562273.1|DNOV	LOC5576018|XP_021708175.1|AAEG
OG0007199	LOC115764726|XP_030563794.1|DNOV	LOC5570240|XP_021710073.1|AAEG
OG0007200	LOC115763739|XP_030562300.1|DNOV	LOC5576751|XP_021708355.1|AAEG
OG0007201	LOC115771075|XP_030572487.1|DNOV	LOC5579918|XP_001657892.1|AAEG
OG0007202	LOC115762928|XP_030561168.1|DNOV	LOC5579911|XP_001657891.1|AAEG
OG0007203	LOC115762925|XP_030561166.1|DNOV	LOC5579907|XP_021709805.1|AAEG
OG0007204	LOC115767750|XP_030567925.1|DNOV	LOC5579906|XP_001657887.1|AAEG
OG0007205	LOC115762764|XP_030560968.1|DNOV	LOC5579902|XP_001657882.2|AAEG
